"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - FEVEREIRO DE 2023",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 SOPA DESIDRATADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.01,0.0,0.0,1.61,0.0,0.0,0.0,-0.62
 AZEITONA,0.7,-2.86,0.57,1.08,1.22,0.49,0.0,2.17,-2.14,-1.66,-1.77,0.27,0.71,0.36,0.0,0.0,0.14
 MILHO-VERDE EM CONSERVA,0.84,-0.96,0.37,1.71,3.44,0.0,3.83,3.11,0.79,0.07,1.54,3.72,0.45,-0.33,2.58,3.33,1.42
 ATUM EM CONSERVA,3.66,0.95,0.0,2.06,0.9,2.6,0.0,0.0,1.21,3.21,0.0,0.0,0.0,0.0,0.0,0.0,1.7
 SAL E CONDIMENTOS,-2.18,1.04,-0.28,-1.66,0.11,-0.45,0.17,-0.97,-0.51,-1.4,0.62,-0.82,-1.74,-3.62,-1.36,-0.63,-0.46
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
 ATOMATADO,2.45,2.26,1.65,-1.04,0.11,1.5,-2.15,-1.48,1.35,-2.41,1.17,0.59,1.74,0.06,3.7,1.22,0.54
 ALHO,-5.67,0.0,-3.65,-6.7,-1.59,-4.19,-0.51,-3.23,-3.75,-2.62,0.01,-2.66,-6.63,-7.76,-5.35,-3.22,-3.25
 SAL,-2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22,0.51,-1.36,-1.81,-2.18
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.93
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18
 FERMENTO,0.0,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.21
 MAIONESE,0.97,0.21,0.74,2.06,0.03,3.41,1.69,-0.34,0.0,1.21,0.0,1.08,0.86,-0.37,0.0,0.0,0.62
 VINAGRE,0.0,0.41,0.0,-0.79,-1.35,-0.17,-0.69,0.0,0.12,0.0,0.0,0.0,0.0,0.0,-2.38,1.24,-0.69
 CALDO CONCENTRADO,0.0,2.86,0.0,-2.84,0.0,0.0,0.0,4.59,4.28,0.0,-0.06,-0.22,0.0,0.0,0.0,0.0,1.77
 TEMPERO MISTO,0.0,-1.24,0.86,2.64,3.03,-0.61,2.06,0.35,0.45,-2.92,1.18,1.24,0.22,0.71,1.48,-1.7,1.28
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.56,0.03,0.43,0.87,0.61,0.72,0.47,0.63,0.42,0.27,0.42,0.37,0.71,0.46,0.37,0.22,0.5
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.56,0.03,0.43,0.87,0.61,0.72,0.47,0.63,0.42,0.27,0.42,0.37,0.71,0.46,0.37,0.22,0.5
 REFEIÇÃO,0.57,0.25,0.18,1.02,0.5,0.42,0.44,0.47,-0.08,-0.05,0.15,-0.08,0.98,0.06,0.53,0.09,0.38
 LANCHE,0.26,-0.21,0.87,0.91,0.42,1.28,0.41,1.04,0.84,0.78,0.69,1.43,0.13,1.26,1.01,0.12,0.57
 REFRIGERANTE E ÁGUA MINERAL,1.35,-0.32,1.82,-0.08,2.6,-0.2,1.1,0.33,-0.81,-0.07,-0.5,1.49,1.68,-0.67,-3.11,0.22,1.1
 CAFEZINHO,0.0,0.31,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43
 CERVEJA,0.76,-2.41,-0.01,-0.65,2.31,1.92,0.99,1.24,2.42,-1.07,2.64,-1.4,1.4,0.0,-0.67,1.89,0.99
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,1.27,0.0,-0.62,0.0,0.33
 VINHO,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.62,0.0,0.0,0.0,0.0,1.25,-3.54
 SORVETE,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.39,1.34,5.65,0.12,0.0,0.49,1.61,0.0,0.61,2.2
 HABITAÇÃO,-0.1,0.14,2.13,0.29,0.79,-0.2,1.41,0.08,2.22,1.92,-0.33,1.54,0.73,-1.06,1.4,-0.09,0.82
 ENCARGOS E MANUTENÇÃO,0.44,0.26,0.34,0.62,0.9,0.03,1.25,0.91,2.62,0.61,0.13,0.2,1.11,0.09,0.04,-0.25,0.72
 ALUGUEL E TAXAS,0.52,0.4,0.25,0.51,0.92,-0.03,1.83,1.07,3.38,0.73,0.12,0.24,1.07,0.22,-0.06,-0.31,0.8
 ALUGUEL RESIDENCIAL,0.78,0.68,0.13,0.53,1.55,0.39,0.16,0.18,0.09,1.06,-0.33,0.39,1.0,0.03,-0.06,-0.87,0.88
 CONDOMÍNIO,0.44,0.53,-1.34,0.97,0.5,-1.21,5.28,0.46,2.32,1.17,1.67,0.25,-1.11,3.54,-0.75,0.32,0.6
 TAXA DE ÁGUA E ESGOTO,0.0,0.0,1.67,0.0,0.0,1.13,0.0,3.54,11.08,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.87
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.89
 REPAROS,-0.47,-0.17,0.91,0.25,0.37,0.11,-0.44,-0.02,-0.51,0.12,-0.58,-0.05,0.6,-0.06,-0.19,-0.24,0.1
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,0.0,0.0,0.0,0.1,0.0,0.0,-0.31,0.0,0.0,-0.31
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,-0.68,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,-1.09,0.0,0.55
 VIDRO,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
 TINTA,0.39,0.61,1.18,0.82,-1.12,0.24,-0.61,0.73,0.2,0.63,0.35,-0.06,2.29,0.89,2.24,1.38,-0.13
 REVESTIMENTO DE PISO E PAREDE,-2.7,-2.38,2.49,0.74,1.58,0.0,-1.92,-0.98,-2.97,-2.07,-1.8,-0.14,0.0,2.27,-1.1,-1.36,-0.14
 MADEIRA E TACO,0.0,-0.17,0.0,0.0,0.0,0.0,0.0,-2.52,0.0,0.0,0.0,0.0,0.0,-0.16,-0.06,0.0,-0.69
 CIMENTO,0.0,0.0,0.0,-1.8,0.0,0.0,2.02,2.28,-0.87,0.0,0.0,0.23,-0.34,-1.58,-0.36,0.0,0.35
 TIJOLO,-2.9,0.0,0.0,0.0,0.0,0.0,-0.84,0.0,0.0,0.0,-1.9,-1.73,0.0,-3.28,-1.51,0.0,-2.05
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-2.19,0.0,0.0,0.0,1.69
 MÃO DE OBRA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
 AREIA,-1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28,0.0,0.0,0.0,-0.03,0.0,-0.95
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,0.0,0.0,-0.06
 TELHA,0.0,1.34,0.31,-0.5,0.0,0.0,-2.04,0.0,0.0,0.49,0.0,0.0,0.0,0.0,-0.88,0.0,0.18
 ARTIGOS DE LIMPEZA,1.3,-0.08,0.38,1.75,1.73,0.99,1.04,0.84,1.24,0.41,0.79,0.29,1.7,0.08,0.81,0.17,1.07
 SACO PARA LIXO,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,2.14
 ÁGUA SANITÁRIA,-1.64,1.8,-0.16,0.7,2.15,1.96,-0.11,0.95,0.88,0.0,-0.74,0.0,1.88,2.93,0.49,-1.22,1.08
 DETERGENTE,0.62,1.36,-0.56,1.09,1.89,0.23,-1.35,-0.4,0.24,0.24,-2.06,0.35,1.87,-0.22,0.0,-0.36,0.87
 SABÃO EM PÓ,1.83,1.27,1.79,3.51,2.66,2.01,3.41,0.78,2.24,0.17,1.63,-0.51,2.69,-0.18,2.02,0.35,1.94
 DESINFETANTE,0.21,1.97,1.13,1.07,0.04,1.55,1.67,2.31,0.85,-1.91,0.64,1.01,0.0,0.0,-2.88,0.0,0.58
 SABÃO EM BARRA,2.82,0.0,-1.61,2.43,0.0,0.0,0.33,0.75,0.76,0.0,0.0,-1.65,-0.14,-0.07,2.35,-1.0,0.75
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.93,0.0,0.0,0.0,0.0,0.45
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,1.12,2.09
 LIMPADOR MULTIUSO,0.0,0.58,0.0,0.0,-0.17,0.04,0.0,0.0,0.0,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,-0.05
 PAPEL TOALHA,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15
 AMACIANTE E ALVEJANTE,0.94,-3.41,-0.42,-0.25,1.22,0.02,0.1,1.38,1.21,1.11,1.55,1.3,0.75,-0.04,-2.74,2.5,0.28
 COMBUSTÍVEIS E ENERGIA,-0.93,-0.08,5.17,-0.15,0.5,-0.83,1.54,-1.14,1.71,4.75,-1.11,3.66,0.29,-1.77,2.59,0.18,0.99
 COMBUSTÍVEIS (DOMÉSTICOS),-0.16,-0.5,1.63,-2.12,-0.01,-0.92,-0.02,-2.71,-0.23,2.63,0.16,0.0,-0.16,-1.02,0.04,-1.15,0.05
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,-0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,1.47
 GÁS DE BOTIJÃO,0.5,-0.5,1.63,-2.12,0.01,-0.92,0.0,-2.71,-0.23,0.71,0.16,0.0,-0.16,-1.02,-0.19,-1.15,-0.08
 GÁS ENCANADO,-1.44,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,11.67,0.0,0.0,0.0,0.0,0.0,0.0,1.04
 ENERGIA ELÉTRICA RESIDENCIAL,-1.17,0.07,6.98,0.79,0.68,-0.8,2.07,-0.43,2.66,5.94,-1.58,4.98,0.44,-2.04,4.24,0.8,1.37
 ENERGIA ELÉTRICA RESIDENCIAL,-1.17,0.07,6.98,0.79,0.68,-0.8,2.07,-0.43,2.66,5.94,-1.58,4.98,0.44,-2.04,4.24,0.8,1.37
 ARTIGOS DE RESIDÊNCIA,-0.26,0.03,-0.1,0.48,0.09,-0.54,0.17,0.44,-0.17,0.39,1.05,-0.01,0.59,-0.31,0.14,0.92,0.11
 MÓVEIS E UTENSÍLIOS,0.23,0.27,-0.87,0.36,0.76,-0.37,0.27,-0.03,-0.26,1.14,0.93,-0.3,0.71,0.42,-0.21,1.03,0.32
 MOBILIÁRIO,0.15,0.62,-1.59,0.57,0.9,-0.3,0.79,-0.04,-0.35,1.57,0.89,-0.02,0.98,0.16,0.09,1.69,0.39
 MÓVEL PARA SALA,0.86,-1.17,-0.28,0.65,1.83,-1.1,1.64,0.52,0.93,1.67,0.47,0.77,1.89,-2.13,0.21,1.7,0.83
 MÓVEL PARA QUARTO,-0.34,2.06,-1.61,0.65,-0.08,0.4,1.14,-0.77,-2.15,1.8,0.74,0.4,2.3,0.82,-0.14,1.9,0.08
 MÓVEL PARA COPA E COZINHA,-0.3,1.74,-3.0,1.05,1.56,-0.71,-1.35,1.86,2.25,0.9,2.82,-1.98,-2.03,0.71,0.43,1.13,0.72
 MÓVEL INFANTIL,0.0,0.0,0.0,-1.38,0.0,0.0,0.0,-0.53,-1.09,2.03,-1.49,0.0,-0.52,1.22,1.18,1.9,-0.05
 COLCHÃO,0.0,-2.57,-4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4
 UTENSÍLIOS E ENFEITES,0.91,-0.15,0.99,0.57,-0.08,-0.05,-0.43,0.71,0.11,0.51,0.31,-0.37,0.15,1.03,-0.54,0.83,0.23
 ARTIGOS DE ILUMINAÇÃO,0.81,-0.78,0.27,-0.18,1.62,-0.43,-1.53,0.76,3.13,1.9,0.0,0.0,-0.78,0.0,-0.71,1.0,0.76
 TAPETE,0.95,1.21,0.0,0.0,-2.61,3.81,-0.6,0.0,-2.8,0.64,0.95,0.45,1.15,0.0,0.0,0.0,-0.6
 CORTINA,1.85,0.11,3.27,2.74,-0.65,-0.65,0.0,0.1,1.25,-2.82,-1.01,-2.47,0.0,0.0,0.0,0.0,0.1
 UTENSÍLIOS DE METAL,0.36,-1.08,0.87,-1.04,0.34,1.22,-0.75,0.8,-1.62,3.01,-0.42,1.61,-0.1,1.68,-1.32,0.57,0.33
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,-1.33,0.52,0.13,-2.52,-1.67,1.6,2.22,-1.25,0.0,0.38,0.88,-0.6,0.37,1.85,-0.27
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,2.6,0.0,0.0,0.0,1.09,0.62,1.84
 FLORES NATURAIS,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,0.41,4.78,0.0,0.0,0.0,0.32,0.0,0.0,0.25,-1.25,0.84,-0.2,0.0,0.0,0.77
" CAMA, MESA E BANHO",-1.54,-0.75,-0.46,-1.7,1.78,-1.6,-0.31,-1.18,-0.55,0.3,2.95,-1.42,0.6,0.38,-1.32,-2.13,0.09
 ROUPA DE CAMA,-1.54,-0.75,-0.46,-2.47,1.78,-1.6,-0.31,-2.69,-0.55,0.3,2.95,-1.42,-0.22,-0.41,-1.32,-2.13,0.04
 ROUPA DE BANHO,0.0,0.0,0.0,0.36,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,2.71,3.21,0.0,0.0,1.78
 APARELHOS ELETROELETRÔNICOS,-0.97,-0.38,0.69,0.73,-0.66,-0.66,0.04,1.23,-0.32,-0.19,0.89,0.3,0.55,-1.06,0.33,0.93,-0.17
 ELETRODOMÉSTICOS E EQUIPAMENTOS,0.1,1.08,0.65,0.87,0.39,0.44,0.0,2.19,0.35,-0.63,0.73,0.17,1.06,-1.07,0.05,0.57,0.45
 REFRIGERADOR,0.7,1.77,0.91,1.32,-1.3,0.69,0.78,3.22,-0.55,0.75,0.65,-1.2,1.01,-2.49,0.41,-0.86,0.19
 AR-CONDICIONADO,2.32,1.14,0.0,1.12,0.55,1.3,-2.11,0.78,1.83,-2.13,1.88,1.58,-1.97,-1.07,0.0,2.14,0.78
 MÁQUINA DE LAVAR ROUPA,0.06,-0.29,1.17,1.12,0.83,0.05,-0.29,0.38,0.16,-2.4,1.79,2.41,1.64,0.84,-1.86,1.53,0.32
 VENTILADOR,0.0,0.0,0.0,-2.49,0.0,0.0,-1.37,1.68,0.0,0.0,0.0,0.0,1.61,-2.17,1.78,0.04,-0.26
 FOGÃO,-3.0,2.1,-0.44,1.66,3.0,-0.12,0.8,2.85,1.37,0.09,-1.99,-1.58,2.71,1.65,-0.27,1.44,1.08
 CHUVEIRO ELÉTRICO,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59
" TV, SOM E INFORMÁTICA",-2.19,-2.78,0.75,0.57,-1.96,-1.95,0.1,0.09,-1.3,0.42,1.16,0.49,-0.37,-1.06,0.71,1.34,-1.0
 TELEVISOR,-1.32,-3.26,1.85,1.91,-1.44,-1.79,0.92,2.19,-2.81,-1.18,-0.19,0.12,-1.66,-0.86,0.79,1.46,-0.86
 APARELHO DE SOM,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.71,-0.94,0.46
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,-1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.62
 COMPUTADOR PESSOAL,-3.82,-1.78,-0.99,-0.67,-2.82,-2.1,-1.43,-2.93,1.45,2.76,3.01,1.18,2.01,-1.47,0.37,1.9,-1.29
 CONSERTOS E MANUTENÇÃO,1.43,1.1,0.84,-0.21,0.12,-1.08,0.34,-1.06,1.87,-0.79,2.1,0.12,0.13,0.85,1.34,0.29,0.38
 CONSERTOS E MANUTENÇÃO,1.43,1.1,0.84,-0.21,0.12,-1.08,0.34,-1.06,1.87,-0.79,2.1,0.12,0.13,0.85,1.34,0.29,0.38
 CONSERTO DE REFRIGERADOR,0.0,2.29,0.0,-0.21,0.0,0.0,0.53,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14
 REFORMA DE ESTOFADO,-0.89,-1.09,-0.8,-0.76,-0.93,-2.12,0.0,-0.19,1.76,0.0,0.0,0.26,0.94,1.82,0.0,-0.45,-0.76
 CONSERTO DE APARELHO CELULAR,0.0,1.73,1.54,0.37,-0.14,-2.77,-1.2,-1.1,2.74,-0.79,1.8,-2.17,-0.91,-0.77,1.61,1.72,0.37
 CONSERTO DE BICICLETA,1.85,0.94,0.96,-0.3,0.36,0.86,1.18,-1.39,1.93,-0.79,3.22,0.42,0.84,1.22,1.98,-0.64,0.61
 VESTUÁRIO,-0.72,-0.48,0.45,0.55,-0.55,-0.41,-0.38,-0.06,-0.49,-0.04,0.04,-0.18,0.29,1.0,-0.04,0.24,-0.24
 ROUPAS,-1.09,-1.2,0.4,0.72,-0.53,-0.46,-0.8,-0.4,-0.45,-0.57,-0.01,-0.43,0.12,0.91,-0.07,0.11,-0.42
 ROUPA MASCULINA,-1.22,-0.37,0.51,1.78,-1.56,-0.52,-0.61,-0.94,-0.63,-0.03,-0.58,-0.46,-0.1,1.03,0.64,-0.58,-0.58
 CALÇA COMPRIDA MASCULINA,-2.3,1.24,-0.97,2.64,0.2,-0.51,-2.17,-0.9,0.78,-1.26,-0.25,0.72,-1.65,1.38,1.13,-0.01,-0.14
 AGASALHO MASCULINO,0.0,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.23
 BERMUDA/SHORT MASCULINO,-1.43,-2.11,0.51,1.6,-0.01,-1.27,-2.6,-0.04,-0.46,0.52,1.11,-1.03,-0.73,1.04,-0.17,-0.13,-0.33
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,1.31,1.48,0.0,1.16
 CAMISA/CAMISETA MASCULINA,-0.86,-0.9,1.31,1.4,-2.73,-0.39,0.81,-1.32,-1.34,0.32,-1.4,-0.76,1.06,0.77,0.82,-0.99,-0.92
 ROUPA FEMININA,-1.09,-2.07,0.67,-0.11,-0.19,-1.35,-1.14,0.22,0.33,-1.13,0.62,-0.6,-0.4,0.68,-0.96,0.82,-0.45
 CALÇA COMPRIDA FEMININA,0.13,-0.9,1.24,1.8,-1.02,0.49,-1.65,1.0,-2.24,-0.33,1.34,-0.29,-0.14,1.37,0.22,1.33,-0.26
 AGASALHO FEMININO,0.0,-2.07,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,-0.4,0.0,0.0,0.0,-0.75
 SAIA,0.0,0.0,0.0,-2.94,0.0,0.0,-2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.43,-1.99
 VESTIDO,-2.91,-3.15,1.48,-3.27,-1.88,-0.09,-0.11,-0.84,1.43,-1.43,-2.17,0.26,-0.75,-0.66,-3.0,0.95,-1.22
 BLUSA,-0.77,-3.05,-0.22,0.7,0.83,-2.99,-1.01,0.8,1.12,-2.17,2.22,-1.72,0.27,0.83,-0.93,0.4,-0.34
 LINGERIE,0.0,0.16,0.22,-0.28,1.59,0.0,-3.1,-1.71,0.8,0.44,-0.82,0.0,-2.22,1.07,-2.65,2.01,0.28
 BERMUDA/SHORT FEMININO,0.24,0.0,1.01,0.95,0.0,0.0,-0.57,0.05,-0.14,1.32,-0.14,1.25,-0.27,2.46,1.99,0.84,0.44
 ROUPA INFANTIL,-0.78,-0.56,-0.44,0.61,0.55,1.76,-0.47,-0.78,-1.67,-0.34,-0.2,0.01,1.55,1.15,0.23,-0.08,-0.04
 UNIFORME ESCOLAR,0.0,0.0,0.93,-0.44,0.6,3.69,0.64,1.23,0.0,2.42,-0.71,2.19,0.0,0.0,0.38,1.72,1.13
 CALÇA COMPRIDA INFANTIL,0.0,2.23,0.44,0.0,1.67,1.32,0.0,0.0,-0.2,-0.63,-0.29,0.0,1.95,-0.56,0.36,0.0,1.01
 AGASALHO INFANTIL,0.0,-0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.56
 VESTIDO INFANTIL,0.68,-1.64,-3.29,1.36,0.0,-0.34,2.5,-2.74,-2.09,0.0,1.21,0.82,0.59,2.67,0.23,-1.22,-0.7
 BERMUDA/SHORT INFANTIL,-0.19,0.0,0.0,0.23,-1.75,0.0,-2.32,0.95,-2.1,0.0,0.0,0.85,1.58,1.07,-1.31,-0.06,-1.06
 CAMISA/CAMISETA INFANTIL,-1.97,-2.93,1.07,1.38,0.68,0.86,-0.92,-2.78,-0.46,-2.22,0.4,-1.19,2.34,1.4,1.29,-2.49,-0.38
 CONJUNTO INFANTIL,-0.06,1.8,-2.28,0.1,0.79,2.22,-2.94,0.58,-3.45,-0.19,-1.12,-0.27,0.81,1.3,0.32,1.31,-0.15
 CALÇADOS E ACESSÓRIOS,0.08,1.23,0.83,0.46,-0.47,0.48,0.76,0.75,-0.71,1.21,0.71,0.53,0.59,1.15,-0.28,0.39,0.29
 CALÇADOS E ACESSÓRIOS,0.08,1.23,0.83,0.46,-0.47,0.48,0.76,0.75,-0.71,1.21,0.71,0.53,0.59,1.15,-0.28,0.39,0.29
 SAPATO MASCULINO,0.04,-1.04,0.31,1.74,-0.75,2.44,1.22,1.33,0.78,1.41,-0.41,0.94,-0.04,0.52,0.57,0.18,0.3
 SAPATO FEMININO,-1.1,1.22,0.31,1.33,0.01,-0.72,-0.09,-0.13,0.45,0.48,0.54,1.4,1.31,2.01,-0.6,-1.56,0.21
 SAPATO INFANTIL,0.0,0.0,0.0,-1.39,0.0,0.0,2.59,0.0,-0.79,1.38,-0.78,0.0,0.24,3.33,-2.03,1.0,0.22
 BOLSA,3.3,-0.28,0.24,0.1,0.0,-2.63,-3.01,-3.05,-2.82,0.5,0.95,0.0,1.72,1.92,0.93,2.61,-0.28
 MOCHILA,0.0,0.0,0.0,-2.64,0.0,0.0,1.01,2.63,0.0,0.0,0.0,0.0,0.0,1.35,-0.57,0.0,0.18
 TÊNIS,0.6,1.97,1.36,1.59,-0.58,1.71,3.5,1.34,-1.12,1.9,1.78,0.24,0.29,0.88,-1.68,1.58,0.56
 SANDÁLIA/CHINELO,-1.13,1.71,0.88,-0.98,-0.69,0.21,0.91,1.22,-1.3,0.37,0.51,0.03,0.78,-0.16,0.65,-0.3,-0.03
 JOIAS E BIJUTERIAS,-0.27,0.01,-0.62,-0.81,-1.64,-2.27,-1.11,0.13,-0.09,0.61,-1.81,-0.52,0.77,1.65,1.41,1.36,-0.72
 JOIAS E BIJUTERIAS,-0.27,0.01,-0.62,-0.81,-1.64,-2.27,-1.11,0.13,-0.09,0.61,-1.81,-0.52,0.77,1.65,1.41,1.36,-0.72
 BIJUTERIA,0.0,0.0,-0.96,0.0,0.0,-0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.45,-0.42
 JOIA,0.49,1.11,-0.47,-1.5,-1.45,-2.98,-1.53,-0.39,0.0,0.49,-2.16,-0.34,0.77,2.66,1.76,2.57,-0.67
 RELÓGIO DE PULSO,-1.8,-2.66,0.0,0.12,-2.26,0.0,-0.05,1.12,-0.44,0.96,-0.25,-0.93,0.0,1.07,0.39,0.61,-0.99
 TECIDOS E ARMARINHO,0.37,0.3,0.15,-0.05,0.22,-0.69,0.35,0.24,0.44,0.12,-0.75,1.03,0.13,-0.08,0.24,-0.35,0.1
 TECIDOS E ARMARINHO,0.37,0.3,0.15,-0.05,0.22,-0.69,0.35,0.24,0.44,0.12,-0.75,1.03,0.13,-0.08,0.24,-0.35,0.1
 TECIDO,0.37,0.96,-0.51,-0.05,0.1,-0.69,0.35,0.24,0.44,-0.07,-0.72,1.75,0.13,-0.08,0.24,-0.35,0.05
 ARTIGOS DE ARMARINHO,0.0,-0.92,1.38,0.0,0.48,0.0,0.0,0.0,0.0,0.43,-0.83,-0.23,0.0,0.0,0.0,0.0,0.32
 TRANSPORTES,0.6,0.95,0.5,1.07,0.08,-1.05,0.03,0.71,-0.28,0.73,1.04,0.69,0.25,0.44,0.53,0.33,0.37
 TRANSPORTES,0.6,0.95,0.5,1.07,0.08,-1.05,0.03,0.71,-0.28,0.73,1.04,0.69,0.25,0.44,0.53,0.33,0.37
 TRANSPORTE PÚBLICO,1.87,0.54,-0.96,-2.3,-1.69,-3.7,-1.68,-2.92,-0.71,-3.7,-5.91,-3.13,-2.38,0.38,1.25,-1.62,-1.16
 ÔNIBUS URBANO,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,0.0,0.0,2.31,0.0,0.47
 TÁXI,1.06,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86
 TREM,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.81
 ÔNIBUS INTERMUNICIPAL,3.13,0.0,1.75,0.24,-0.33,0.0,0.08,0.0,2.81,0.0,-0.81,-0.79,1.86,0.83,-1.9,0.0,0.6
 ÔNIBUS INTERESTADUAL,-1.83,0.0,4.97,-0.77,-0.26,3.43,0.84,-1.99,3.1,0.42,1.0,0.7,1.28,1.57,3.38,1.17,1.17
 PASSAGEM AÉREA,-2.1,-9.64,-9.35,-16.45,-8.76,-10.06,-8.53,-17.73,-12.0,-9.77,-18.52,-15.96,-13.84,0.64,-3.85,-11.56,-9.38
