"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JUNHO DE 2023",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 VINAGRE,       -,2.43,       -,-1.24,1.98,-0.03,-2.86,       -,-0.28,       -,       -,       -,       -,       -,2.6,-0.35,0.86
 CALDO CONCENTRADO,       -,-3.79,       -,-0.35,       -,       -,       -,0.73,-1.04,       -,1.41,0.35,       -,       -,       -,       -,-1.28
 TEMPERO MISTO,       -,5.24,1.4,-0.37,-1.35,1.34,1.62,1.92,-0.24,2.25,3.22,0.24,0.3,0.18,2.36,1.52,0.58
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.57,1.15,0.42,0.41,0.5,0.5,0.5,0.73,-0.03,-0.4,0.7,0.43,0.5,0.18,0.01,0.53,0.46
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.57,1.15,0.42,0.41,0.5,0.5,0.5,0.73,-0.03,-0.4,0.7,0.43,0.5,0.18,0.01,0.53,0.46
 REFEIÇÃO,0.27,0.96,0.39,0.26,0.48,0.09,-0.13,0.9,-0.26,-0.35,0.87,-0.24,0.63,0.22,0.14,0.33,0.35
 LANCHE,1.48,1.97,0.63,0.72,0.54,1.37,1,0.22,1,-0.75,0.22,0.89,0.45,-0.1,-0.24,0.9,0.68
 REFRIGERANTE E ÁGUA MINERAL,0.37,0,-0.28,1.3,-0.51,0.08,0.56,0.99,-1.18,1.73,0.52,-0.05,-0.03,-0.35,-0.09,0.03,0.0
 CAFEZINHO,       -,1.53,       -,       -,-0.06,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.34
 CERVEJA,-0.97,-0.5,-0.33,-0.01,0.88,1.14,4.46,0.97,-1.39,1.23,2.79,2.43,-0.11,1.18,0,0.76,0.5
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,0.73,       -,       -,       -,       -,       -,       -,       -,2.8,0.11,       -,1.75,       -,1.27
 VINHO,1.26,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.26
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.05,       -,       -,       -,       -,1,1.04
 SORVETE,       -,       -,       -,       -,1.75,       -,       -,1.44,1.81,-2.47,0.32,       -,0.61,2.09,       -,1.66,0.8
 HABITAÇÃO,0.4,-0.19,3.49,0.58,0.94,-0.55,0.95,0.31,-0.36,1.02,-1.27,0.45,-0.14,-0.34,-1.26,-0.2,0.69
 ENCARGOS E MANUTENÇÃO,-0.06,0.15,0.68,0.38,1.74,-0.43,1.75,0.88,0.46,1.21,0.79,2.42,0.81,0.13,0.74,0.54,1.02
 ALUGUEL E TAXAS,-0.17,0.2,0.76,0.47,2.17,-0.53,2.59,1.04,0.49,1.36,1.04,2.88,0.93,-0.15,1.42,0.71,1.24
 ALUGUEL RESIDENCIAL,-0.49,-0.67,0.44,0.5,1.31,-0.45,1.61,1.71,0.41,-0.27,1.98,4.95,1.96,-0.21,2.35,1.27,0.78
 CONDOMÍNIO,0.16,2.08,2.84,0.91,2.89,-0.93,0.33,0.45,0.99,-0.22,0.26,2.34,0.09,-0.02,0.83,0.2,1.67
 TAXA DE ÁGUA E ESGOTO,0,0,0,0,3.19,0,7.76,0,0,4.6,0,0,0,0,0,0.3,1.69
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.34,       -,       -,       -,-1.34
 REPAROS,0.23,-0.32,0.56,0.3,-0.04,0.75,0.08,0.17,0.55,0.52,-0.8,0.94,0.76,0.5,-0.28,-0.14,0.12
 FERRAGENS,       -,       -,       -,       -,       -,       -,1.32,       -,       -,       -,-3.34,       -,       -,-0.92,       -,       -,-0.1
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,1.04,       -,       -,       -,0.85,       -,       -,       -,       -,2.72,       -,1.11
 VIDRO,       -,       -,       -,       -,       -,0.75,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.75
 TINTA,0.3,1.02,0.73,0.89,2.02,1.32,1,-0.2,1.35,0.96,-1.52,1.96,1.76,-1.34,0.34,1.5,1.25
 REVESTIMENTO DE PISO E PAREDE,0.55,-1.61,1.57,-0.64,-3.05,       -,-3.62,-0.06,0.4,0.16,-0.19,1.2,       -,1.32,-1.49,-1.23,-1.49
 MADEIRA E TACO,       -,0,       -,       -,       -,       -,       -,2.78,       -,       -,       -,       -,       -,0,2.09,       -,0.85
 CIMENTO,       -,       -,       -,-0.4,       -,       -,1.43,-1.26,-0.49,       -,       -,0.85,0.93,0.78,-1.44,       -,-0.09
 TIJOLO,-0.74,       -,       -,       -,       -,       -,-0.14,       -,       -,       -,-1.16,0.59,       -,1.37,-1.17,       -,-0.5
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,-0.76,       -,       -,       -,1.59,       -,       -,       -,-0.26,       -,       -,       -,-0.5
 MÃO DE OBRA,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
 AREIA,-0.6,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.04,       -,       -,       -,0.05,       -,-0.39
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.5,       -,       -,0.5
 TELHA,       -,-3.38,-0.83,2.19,       -,       -,2.37,       -,       -,-0.06,       -,       -,       -,       -,-1.7,       -,-0.75
 ARTIGOS DE LIMPEZA,0.68,0.54,0.19,-0.13,0.37,-0.45,-0.2,0.43,0.14,1,0.12,0.3,0.06,0.09,0.65,0.23,0.36
 SACO PARA LIXO,       -,0.54,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.75,       -,       -,       -,0.27
 ÁGUA SANITÁRIA,0.69,0.12,1.2,-0.71,-0.86,-1.48,-0.36,2.14,0.28,       -,-1.36,       -,-0.68,0.37,2.95,-0.67,-0.15
 DETERGENTE,0.33,0.38,0.88,-0.17,-0.42,0.09,0.59,-0.14,-0.79,2.05,-0.91,-1.78,-2.09,2.83,       -,-0.04,0.01
 SABÃO EM PÓ,0.52,1.65,0.77,-0.47,0.58,0.64,-0.86,0.26,1.76,1.76,0.75,0.27,1.19,0.12,0.32,0.31,0.76
 DESINFETANTE,-0.02,0.74,-0.83,1.28,1.81,-2.03,0.75,1.95,-0.78,2.86,1.17,-0.76,       -,       -,-0.65,       -,0.77
 SABÃO EM BARRA,-0.49,       -,-0.82,-1.52,       -,       -,1.87,-0.74,-2.17,       -,       -,-0.26,-1.68,-2.3,-0.97,0.03,-0.75
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.24,       -,-1.14,       -,       -,       -,       -,-1.23
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,-2.13,       -,       -,       -,-1.69,       -,       -,       -,       -,       -,1.81,-1.21
 LIMPADOR MULTIUSO,       -,-0.7,       -,       -,2.64,-1.5,       -,       -,       -,0.7,       -,       -,       -,       -,       -,       -,1.68
 PAPEL TOALHA,1.49,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.49
 AMACIANTE E ALVEJANTE,1.62,0.21,-1.22,1.33,0.36,-0.4,-1.52,0.12,-0.47,-0.01,-0.13,2.12,0.62,0.49,3,-0.06,0.21
 COMBUSTÍVEIS E ENERGIA,1.1,-0.76,7.94,0.85,-1.04,-0.89,0.33,-0.52,-1.38,0.61,-4.84,-2.58,-1.17,-0.63,-2.97,-1.42,0.1
 COMBUSTÍVEIS (DOMÉSTICOS),-1.57,-2.16,-4.98,-5.8,-2.48,-6.32,-3.69,-6,-3.88,-1.3,-4.87,-5.76,-4.62,-2.49,-6.17,-4.55,-3.39
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,-0.97,       -,       -,       -,       -,       -,       -,       -,-1.15,       -,-1.05
 GÁS DE BOTIJÃO,-2.34,-2.16,-4.98,-5.8,-3.2,-6.32,-3.78,-6,-3.88,-1.55,-4.87,-5.76,-4.62,-2.49,-6.5,-4.55,-3.82
 GÁS ENCANADO,-0.04,       -,       -,       -,0,       -,       -,       -,       -,-0.2,       -,       -,       -,       -,       -,       -,-0.04
 ENERGIA ELÉTRICA RESIDENCIAL,1.88,-0.26,13.66,3.73,-0.53,0.59,1.67,1.81,-0.24,1.64,-4.83,-1.53,0,0,-1.04,0,1.43
 ENERGIA ELÉTRICA RESIDENCIAL,1.88,-0.26,13.66,3.73,-0.53,0.59,1.67,1.81,-0.24,1.64,-4.83,-1.53,0,0,-1.04,0,1.43
 ARTIGOS DE RESIDÊNCIA,-0.34,-1.18,-0.24,-0.47,-0.6,-0.64,0.81,-0.27,-0.23,-0.17,-0.16,-0.57,-0.76,0.2,0.52,-0.11,-0.42
 MÓVEIS E UTENSÍLIOS,0.69,-1.55,0.89,0.07,0.17,0.27,1.33,0.65,0.2,0.15,0.26,0.61,0.2,0.56,0.99,-0.43,0.18
 MOBILIÁRIO,0.97,-1.05,0.86,0.28,0.94,0.54,0.8,0.97,1.19,-0.2,1.04,0.91,0.21,1.38,2.05,-0.56,0.6
 MÓVEL PARA SALA,0.9,-2.17,1.34,1.76,1.85,2.46,0.6,0.17,1.97,-0.71,1.84,1.96,-0.97,2.54,-0.17,1.87,1.0
 MÓVEL PARA QUARTO,1.27,-0.87,1.43,0.07,0.07,-0.88,0.72,1.01,0.61,0.85,0.99,0.29,1.77,1.32,2.94,-2.21,0.46
 MÓVEL PARA COPA E COZINHA,0.33,0.06,-1.94,-1.94,1.3,0.5,1.29,2.98,1.29,-1.69,0.01,1.06,-1.79,0.11,2,0.04,0.27
 MÓVEL INFANTIL,       -,       -,       -,1.16,       -,       -,       -,-0.76,1.38,0.87,0.64,       -,1.02,0.75,-0.32,1.17,0.75
 COLCHÃO,       -,-1.05,1.74,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.36
 UTENSÍLIOS E ENFEITES,0.36,-2.06,0,-0.23,0.14,-0.61,1.07,-0.26,-0.27,0.63,-1.02,-0.26,0.6,-1.61,-0.87,0.62,-0.17
 ARTIGOS DE ILUMINAÇÃO,2.09,-2.64,-0.8,-0.96,0.49,1.51,0.72,0.4,-0.17,0.42,       -,       -,-0.51,       -,1.71,-0.05,-0.07
 TAPETE,0.33,-2.86,       -,       -,0.53,-0.89,-0.15,       -,-1.6,2.75,-2.94,2.04,1.03,       -,       -,       -,-0.15
 CORTINA,1.12,-0.12,0.43,-0.6,-0.79,-2.3,       -,1.34,-0.94,0.92,1.53,-2.61,       -,       -,       -,       -,-0.12
 UTENSÍLIOS DE METAL,-0.88,-3.93,0.06,-0.89,-0.07,-0.85,-0.08,0.03,1.41,-1.1,-1.52,1.26,1.1,-2.74,-1.98,0.44,-0.56
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,-0.24,2.01,1.2,0.83,0.96,-2.17,-2.23,2.61,       -,-0.51,1.48,-0.2,-0.66,1.6,0.69
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,3.38,       -,       -,       -,0.1,       -,       -,       -,-1.65,0.92,1.49
 FLORES NATURAIS,       -,-0.6,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.6
 UTENSÍLIOS PARA BEBÊ,       -,       -,0.32,1.16,       -,       -,       -,-1.86,       -,       -,-1.24,-1.15,-1.02,2.99,       -,       -,-0.37
" CAMA, MESA E BANHO",-0.51,-3.16,2.53,-0.81,-5.26,0.58,4.41,-0.21,-2.73,0.95,-0.58,0.83,-0.71,1.16,-1.71,-1.66,-1.56
 ROUPA DE CAMA,-0.51,-3.16,2.53,-1.44,-5.26,0.58,4.41,-1.25,-2.73,0.95,-0.58,0.83,-0.96,0.8,-1.71,-1.66,-1.63
 ROUPA DE BANHO,       -,       -,       -,0.86,       -,       -,       -,2.25,       -,       -,       -,       -,-0.08,2.45,       -,       -,1.22
 APARELHOS ELETROELETRÔNICOS,-1.49,-0.97,-1.67,-1.06,-1.7,-2.14,0.81,-1.36,-0.56,-0.8,-0.79,-1.87,-1.92,-0.04,0.04,0.32,-1.22
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-1.06,-0.75,-1.06,-0.67,-1.28,-2.22,0.74,-1.61,-0.74,0.41,-1.53,-1.39,-1.69,-0.52,0.15,0.7,-0.91
 REFRIGERADOR,-1.43,-0.74,-2.22,-1.07,-2,-2.86,0.94,-1.74,-1.06,0.91,-1.34,-1.8,-2.98,0.59,0.37,0.9,-1.3
 AR-CONDICIONADO,-0.2,-1.12,       -,1.11,-0.51,-0.89,-1.16,0.56,0.18,-1.94,1.13,-1.49,0.39,-1.05,       -,0.52,-0.43
 MÁQUINA DE LAVAR ROUPA,-2.23,-1.34,-0.8,-1.25,-1.28,-1.8,-0.1,-2.68,-1.86,0.43,-3.18,-0.59,-0.19,-2.99,-0.45,-0.54,-1.22
 VENTILADOR,       -,       -,       -,0,       -,       -,2.73,-1.23,       -,       -,       -,       -,-1.1,-1.17,0.12,1.65,0.33
 FOGÃO,0.36,0.87,0.58,-0.81,-0.33,-2.49,1.44,-1.66,0.33,0.58,-1.94,-1.84,-1.67,-0.15,0.27,1.67,-0.07
 CHUVEIRO ELÉTRICO,       -,       -,-1.07,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.07
" TV, SOM E INFORMÁTICA",-2.03,-1.35,-2.52,-1.55,-2.26,-2.03,0.88,-1.06,-0.28,-2.45,0.51,-2.61,-2.35,1.11,-0.13,-0.13,-1.66
 TELEVISOR,-2.61,-0.66,-2.59,-2.62,-2.88,-2.98,0.54,-1.76,-0.4,-2.28,0.71,-2.97,-2.96,0.78,-0.18,-0.69,-1.97
 APARELHO DE SOM,       -,       -,       -,-1.55,       -,       -,       -,       -,1.47,       -,       -,       -,       -,       -,-0.13,1.11,0.27
 VIDEOGAME (CONSOLE),       -,       -,       -,-1.09,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.09
 COMPUTADOR PESSOAL,-0.93,-2.71,-2.42,-0.27,-1.26,-1.13,1.51,-0.11,-0.63,-2.7,0.25,-1.96,-1.25,1.79,0.05,0.39,-1.24
 CONSERTOS E MANUTENÇÃO,0.75,0.6,-0.23,-0.43,0.36,-0.14,-1,-0.1,-1.05,0.73,0.59,-0.91,-0.53,-0.33,0.31,-0.3,0.16
 CONSERTOS E MANUTENÇÃO,0.75,0.6,-0.23,-0.43,0.36,-0.14,-1,-0.1,-1.05,0.73,0.59,-0.91,-0.53,-0.33,0.31,-0.3,0.16
 CONSERTO DE REFRIGERADOR,       -,-0.49,       -,0.93,       -,       -,0.41,       -,-0.12,       -,0.79,       -,       -,       -,1.32,       -,0.41
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,-2.03,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.03
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,0.09,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.09
 REFORMA DE ESTOFADO,0,-1.17,-0.41,-0.24,0.97,-1.83,       -,-0.18,-3.68,       -,       -,0.35,3.5,3.25,       -,-0.48,-0.24
 CONSERTO DE APARELHO CELULAR,       -,1.33,-0.6,0,2.67,-2.44,-0.32,0.09,-1.59,1.35,1.89,0.84,-4.12,-1.49,0.13,-0.56,0.38
 CONSERTO DE BICICLETA,0.88,2.45,0.04,-1.65,-0.03,2.66,-1.58,-0.17,1.39,0.58,0.06,-1.27,1.18,-0.73,-0.16,0.08,0.19
 VESTUÁRIO,-0.04,0.59,0.4,0.7,0.55,0.35,-0.17,0.23,0.18,0.47,-0.45,-0.25,1.06,0.45,0.54,-0.57,0.35
 ROUPAS,-0.16,0.63,0.16,0.14,0.31,0.47,-0.46,0.43,0.3,0.36,-0.67,-0.22,0.76,0.72,0.88,-0.52,0.21
 ROUPA MASCULINA,1.03,0.42,0.36,0.54,0.4,-0.47,-1.01,1.45,0.06,0.01,0.88,0.54,0.65,1.35,1.19,-0.81,0.35
 CALÇA COMPRIDA MASCULINA,-0.29,0.93,2.91,-2.34,0.67,-0.07,-1.58,0.41,1.88,2.08,1.38,2.08,-0.46,2.17,0.22,-1.71,0.8
 AGASALHO MASCULINO,       -,-0.42,       -,       -,       -,       -,       -,       -,       -,-0.62,       -,       -,       -,       -,       -,       -,-0.49
 BERMUDA/SHORT MASCULINO,1.83,0.57,1.06,0.14,-2.19,-0.07,-0.94,2.12,2.05,1.7,0.03,0.02,-1.75,2.29,1.91,-1.33,0.27
 CUECA,       -,       -,       -,       -,       -,       -,-0.77,       -,       -,       -,       -,       -,       -,0.17,-0.01,       -,-0.51
 CAMISA/CAMISETA MASCULINA,1.16,0.37,-1.18,2.28,0.78,-0.72,-0.79,1.53,-1.73,-1.4,0.86,0.06,1.91,0.54,1.32,-0.26,0.2
 ROUPA FEMININA,-0.78,0.96,0.04,-0.15,0.35,1.12,-0.07,-0.26,0.52,0.92,-1.75,-0.58,0.52,-0.22,0.91,-0.2,0.21
 CALÇA COMPRIDA FEMININA,-0.22,1.02,1.46,0.76,1.35,1.11,0.22,-0.37,-0.67,1.18,-2.18,1.36,0.18,2.57,-0.37,-0.53,0.75
 AGASALHO FEMININO,       -,1.99,-0.01,       -,       -,       -,       -,       -,       -,0.84,       -,       -,0.52,       -,       -,       -,1.19
 SAIA,       -,       -,       -,0.62,       -,       -,-1.86,       -,       -,       -,       -,       -,       -,2.5,2.29,1.92,0.29
 VESTIDO,2.55,1.71,-0.47,-1.91,0.06,2.37,1.44,-1.49,1.15,1.49,-2.24,1.32,-1.9,-1.64,-0.43,-0.42,0.46
 BLUSA,-2.9,0.82,-0.54,0.42,-0.27,0.36,-1.86,-0.09,-0.03,0.43,-2.81,-2.96,2.09,-2.45,3.01,0.46,-0.43
 LINGERIE,       -,-1.77,-0.88,-1.52,1.15,       -,0.92,1.09,3.12,0.95,1.71,       -,1.88,0.78,-0.04,-0.67,0.67
 BERMUDA/SHORT FEMININO,-1.71,       -,0.1,0.15,       -,       -,0.63,0.54,0.08,2.3,2.03,0.47,0.12,1.7,1.47,-1.86,0.31
 ROUPA INFANTIL,-1.1,0.2,0.08,0.03,0.07,0.58,-0.06,-0.07,0.35,-0.19,-1.43,-0.75,1.44,1.35,0.12,-0.65,-0.04
 UNIFORME ESCOLAR,       -,       -,0,0,0,0,0,0,       -,0,0,0,       -,       -,0,0,0.0
 CALÇA COMPRIDA INFANTIL,       -,-0.58,-0.69,       -,1.13,2.1,       -,       -,-1.42,-1.11,-0.16,       -,1.69,2.65,0.21,       -,0.22
 AGASALHO INFANTIL,       -,-0.05,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.05
 VESTIDO INFANTIL,3,1.29,0.93,-1.07,       -,0.67,-0.96,-0.96,1.64,       -,-0.67,0.24,-1.53,0.89,0.68,0.03,0.59
 BERMUDA/SHORT INFANTIL,-0.98,       -,       -,-0.14,-0.77,       -,-0.58,-1.91,-0.29,       -,       -,-0.42,0.61,1.4,0.99,-0.25,-0.59
 CAMISA/CAMISETA INFANTIL,-2.55,1.84,1.42,1.17,-0.77,1.66,-1.41,1.67,-0.08,-0.44,-2.47,-2.04,1.5,1.91,0.45,-2.77,-0.25
 CONJUNTO INFANTIL,-0.65,-2.19,-1.32,-0.41,0.99,-1.58,2.61,-0.22,1.17,0.73,-2.97,-0.19,2.85,-0.13,-1.38,0.24,0.01
 CALÇADOS E ACESSÓRIOS,0.19,0.75,0.97,2.04,1.01,0.1,0.66,-0.34,0.04,0.79,0.26,-0.3,2.6,-0.2,-0.02,-0.67,0.71
 CALÇADOS E ACESSÓRIOS,0.19,0.75,0.97,2.04,1.01,0.1,0.66,-0.34,0.04,0.79,0.26,-0.3,2.6,-0.2,-0.02,-0.67,0.71
 SAPATO MASCULINO,0.29,-0.84,2.43,3.53,0.55,1.35,0.7,-1.34,-0.71,0.23,2.51,0.86,2.19,1.1,1.65,1.63,0.83
 SAPATO FEMININO,-1.15,0.79,0.8,2.86,-1.32,0.92,-0.33,2.99,2.42,1.37,-2.27,-1.79,1.44,-0.64,0.23,0.61,0.12
 SAPATO INFANTIL,       -,       -,       -,0.78,       -,       -,3.45,       -,-1.06,0.16,2.22,       -,1.5,2.22,-1.58,-1.84,0.52
 BOLSA,2.83,2.68,2.38,1.43,       -,-0.35,3.26,1.87,-1.9,2.66,-1.62,       -,2.96,-1.22,2.46,-1.88,1.66
 MOCHILA,       -,       -,       -,0.56,       -,       -,0.52,-0.51,       -,       -,       -,       -,       -,0.48,1.02,       -,0.36
 TÊNIS,1.04,1.46,1.21,0.93,2.34,-1.08,0.29,-1.18,-1.08,0.59,0.11,0.02,3.74,-0.51,0.47,-2.09,1.23
 SANDÁLIA/CHINELO,-1.47,-2.03,-0.66,2.06,0.52,0.27,-0.51,-1.56,1.26,-0.02,0.69,-0.67,2.25,-1.85,-1.81,-0.41,-0.08
 JOIAS E BIJUTERIAS,0.38,-0.96,0.71,0,1.73,-0.34,-0.96,1.32,-0.76,0.33,-0.8,-0.45,-0.84,-0.14,-0.4,-1.23,0.31
 JOIAS E BIJUTERIAS,0.38,-0.96,0.71,0,1.73,-0.34,-0.96,1.32,-0.76,0.33,-0.8,-0.45,-0.84,-0.14,-0.4,-1.23,0.31
 BIJUTERIA,       -,       -,0.87,       -,       -,0.93,       -,       -,-0.96,       -,       -,       -,       -,       -,       -,1.09,0.33
 JOIA,0.99,-0.97,0.65,1.18,2.37,-0.86,-2.04,1.99,       -,0.4,-0.55,-0.22,-0.84,0.72,-0.41,-2.59,0.61
 RELÓGIO DE PULSO,-0.85,-0.93,       -,-1.55,-0.31,       -,1.78,0.06,-0.56,0.11,-1.97,-0.96,       -,-0.63,-0.37,-1.75,-0.58
 TECIDOS E ARMARINHO,-1.86,1.04,0.39,1.42,0.73,1.02,-0.06,-1,-0.54,0.04,-0.89,-0.76,0.1,0.92,-1.18,0.71,0.17
 TECIDOS E ARMARINHO,-1.86,1.04,0.39,1.42,0.73,1.02,-0.06,-1,-0.54,0.04,-0.89,-0.76,0.1,0.92,-1.18,0.71,0.17
 TECIDO,-1.86,0.1,0.53,1.42,1.09,1.02,-0.06,-1,-0.54,0.07,-1.55,-2.37,0.1,0.92,-1.18,0.71,0.12
 ARTIGOS DE ARMARINHO,       -,2.66,0.15,       -,-0.11,       -,       -,       -,       -,-0.01,0.86,1.95,       -,       -,       -,       -,0.43
 TRANSPORTES,-1.06,0.2,-0.26,0.57,-0.31,-1.15,-0.24,-2.72,0.2,0.09,-2.17,0.38,-0.03,-1.59,-0.77,1.16,-0.41
 TRANSPORTES,-1.06,0.2,-0.26,0.57,-0.31,-1.15,-0.24,-2.72,0.2,0.09,-2.17,0.38,-0.03,-1.59,-0.77,1.16,-0.41
 TRANSPORTE PÚBLICO,1.65,1.12,0.81,0.45,2.87,1.29,2.21,2.53,3.38,3.7,4.26,4.25,0.75,4.07,1.07,1.96,2.18
 ÔNIBUS URBANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TÁXI,0,0,0,0,0,       -,0,0,0,       -,       -,0,0,0,0,0,0.0
 TREM,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,0,-1.15,0.51,0,       -,1.36,0.09,3.39,0,0.63,0.06,-0.36,0,-0.05,0,0.4
 ÔNIBUS INTERESTADUAL,0.06,       -,0.36,0.82,1.85,-2.29,0.04,4.03,1.4,-1.3,-2.32,0,-0.87,-0.81,-0.3,0.49,0.18
 PASSAGEM AÉREA,14.29,10.38,5.67,0.33,11.3,4.04,10.14,22.74,19.32,11.89,23.21,20.42,7.52,12.18,17.89,14.05,10.96
 METRÔ,0,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,-0.22,1,0,0,-0.49,       -,       -,0,0,       -,0,0,       -,0,0,0.18
 TRANSPORTE POR APLICATIVO,0.38,-7.76,0.52,3.37,7.52,-1.59,       -,-1.57,1.47,       -,4.94,8.19,-0.01,       -,1.33,4.73,2.0
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,-0.93,-0.02,0.39,-1.1,-0.26,-1.21,0.01,-1.6,-0.19,0.12,-0.8,-0.23,0.31,-2.17,-0.66,-2.16,-0.34
 AUTOMÓVEL NOVO,-3.8,-2.36,-2.5,-3.75,-2.51,-3.65,-3.61,-5.08,-2.23,-1.4,-4.15,-1.67,-2.36,-4.95,-2.84,-4.17,-2.76
 EMPLACAMENTO E LICENÇA,1.25,1.24,2.97,1.24,1.86,1.15,2.13,1.28,1.22,1.13,1.24,1.24,1.27,1.21,1.73,1.26,1.61
 SEGURO VOLUNTÁRIO DE VEÍCULO,1.4,0,-1.09,-4.49,1.22,-2.47,-0.01,0,-3.2,2.68,-3.6,4.97,2.4,0,0.1,-7.18,0.1
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,-1.35,0.25,-2.25,-1.89,-1.81,-0.98,-0.92,-0.39,0.99,-1.4,       -,2.63,1.46,-2.83,-1.33,-0.99
 ACESSÓRIOS E PEÇAS,1.1,0.96,1.01,1.51,3.1,0.16,-0.01,-0.32,-1.29,0.27,-1.03,-1.8,2.36,-3.4,0.1,-1.03,1.08
 PNEU,       -,-2.3,0.08,-2.05,0.18,0.36,2.81,-1.29,-1.6,-2.04,-2.61,-1.16,-1.93,-2.44,0.95,-1.49,-0.76
 CONSERTO DE AUTOMÓVEL,-0.94,2.17,3.18,3.21,1.08,2.44,-2.47,-1.05,2.5,-0.09,1.28,0.29,2.3,-1.46,-2.55,-1.06,1.18
 ESTACIONAMENTO,       -,2.9,       -,       -,0.42,       -,       -,       -,0,2.85,       -,       -,       -,       -,       -,       -,0.9
 PEDÁGIO,       -,0,       -,       -,0,       -,       -,       -,       -,0,       -,0,       -,       -,       -,       -,0.0
 AUTOMÓVEL USADO,-1.97,-0.84,-1.51,       -,-1.54,-0.59,-0.89,-0.6,-2.53,1.19,0.37,-0.99,0.14,-1.94,-0.06,-0.84,-0.93
 PINTURA DE VEÍCULO,       -,       -,0.96,-4.51,       -,       -,       -,       -,0.97,       -,       -,       -,       -,       -,       -,       -,-0.25
 ALUGUEL DE VEÍCULO,-4.89,       -,       -,       -,       -,       -,6.32,       -,2.07,       -,       -,       -,       -,       -,       -,       -,0.93
 MOTOCICLETA,-2.4,0.45,0.46,0.78,0.31,-0.81,1.23,-0.08,0.99,-0.27,-0.45,0.27,0,0,1.08,1.64,0.16
 COMBUSTÍVEIS (VEÍCULOS),-4.19,0.21,-2.02,3.66,-2,-2.15,-2.07,-7.15,-1.3,-0.84,-5.91,0.5,-0.78,-2.17,-1.9,6.78,-1.85
 GASOLINA,-4.11,0.45,-1.07,4.09,-0.81,-1.77,-1.74,-7.29,-0.95,-0.2,-5.4,0.88,-0.28,-1.91,-1.48,7.29,-1.14
 ETANOL,-6.76,       -,-7.03,0.98,-5.2,-5.17,       -,       -,-2.03,-2.82,-7.91,       -,-6.41,       -,       -,       -,-5.11
 ÓLEO DIESEL,-7.35,-6.15,-6.76,-7.75,-6.07,-8.06,-10.37,-7.88,-5.01,-6.08,-7.79,-6.57,-6.95,-3.94,-7.62,-6.52,-6.68
