"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - NOVEMBRO DE 2023",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 SOPA DESIDRATADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.63,0.0,0.0,0.65,0.0,0.0,0.0,-0.43
 AZEITONA,-2.36,-2.05,-0.83,0.84,2.82,-0.14,0.0,-0.15,-1.95,1.7,1.61,1.89,0.44,0.34,0.0,0.0,0.77
 MILHO-VERDE EM CONSERVA,-1.3,-2.0,-0.68,-0.44,1.91,0.0,0.71,2.13,-2.31,-3.78,1.63,0.14,-2.15,-2.33,3.84,-2.52,-0.64
 ATUM EM CONSERVA,-1.6,-2.03,0.0,-0.75,0.88,0.52,0.0,0.0,-0.01,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.3
 SAL E CONDIMENTOS,-0.85,-1.39,-1.35,-0.97,0.5,-0.45,-2.11,2.19,-1.81,-0.23,-0.44,-3.69,0.37,0.61,0.51,-1.07,-0.45
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82
 ATOMATADO,2.19,-1.57,1.23,-0.04,-0.52,-0.38,0.76,0.33,-4.42,-1.47,0.34,-0.03,3.21,0.44,-1.23,0.01,-0.33
 ALHO,-3.35,0.0,-7.45,-3.21,0.59,-0.75,-7.17,6.56,-2.96,-2.06,-2.57,-7.47,-2.21,1.08,3.0,-2.99,-2.11
 SAL,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,1.06,-1.95,-2.08,0.21
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,-1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.56
 FERMENTO,0.0,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.45
 MAIONESE,0.64,-1.79,2.73,-0.7,0.37,1.19,-0.68,0.72,0.0,-0.45,0.0,-0.27,0.64,0.28,0.0,0.0,0.18
 VINAGRE,0.0,0.32,0.0,-0.26,2.83,-0.9,-2.89,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.85,-0.57,0.95
 CALDO CONCENTRADO,0.0,-2.9,0.0,0.16,0.0,0.0,0.0,-0.72,4.94,0.0,0.02,1.74,0.0,0.0,0.0,0.0,-0.18
 TEMPERO MISTO,0.0,-0.52,0.59,-1.24,1.53,-1.18,0.51,-0.36,1.61,4.53,1.7,0.25,0.82,-0.57,-1.35,0.88,1.21
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.4,0.12,0.46,0.6,0.31,0.36,0.75,0.1,-0.12,0.11,0.6,0.95,0.05,0.56,0.16,0.42,0.32
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.4,0.12,0.46,0.6,0.31,0.36,0.75,0.1,-0.12,0.11,0.6,0.95,0.05,0.56,0.16,0.42,0.32
 REFEIÇÃO,0.37,-0.08,0.59,1.09,0.3,0.21,0.93,0.12,0.11,0.24,0.1,1.36,0.38,0.15,0.21,0.4,0.34
 LANCHE,0.57,0.79,0.16,-0.59,0.0,0.74,0.71,-0.15,-0.94,0.21,1.21,0.71,-0.71,1.41,0.22,0.6,0.2
 REFRIGERANTE E ÁGUA MINERAL,0.5,-0.25,-0.34,2.08,2.24,0.53,0.61,0.75,-0.26,0.56,-0.34,0.21,1.34,0.22,0.38,-0.21,0.95
 CAFEZINHO,0.0,-2.32,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
 CERVEJA,-0.21,0.99,1.21,0.76,1.14,-0.05,-0.79,1.06,0.38,-0.43,0.55,-0.51,0.9,0.0,-0.22,0.48,0.54
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,-2.92,0.0,-0.49,0.0,0.43
 VINHO,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,-0.86,0.23
 SORVETE,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.37,1.29,-3.57,1.08,0.0,2.93,-0.05,0.0,0.65,0.6
 HABITAÇÃO,1.07,0.0,0.15,-0.43,0.67,0.86,0.07,1.8,0.03,-0.33,1.44,0.1,0.56,-0.41,-1.01,0.69,0.48
 ENCARGOS E MANUTENÇÃO,1.74,-0.03,0.21,0.08,0.17,0.08,-0.01,2.53,-0.13,-0.11,0.03,0.09,0.91,0.02,-0.47,0.16,0.35
 ALUGUEL E TAXAS,2.07,0.22,0.43,0.23,0.18,0.1,-0.28,3.31,0.1,0.0,0.16,0.12,1.21,0.06,0.0,0.24,0.49
 ALUGUEL RESIDENCIAL,0.14,0.64,0.66,0.18,0.33,0.0,0.0,0.0,0.17,0.01,0.24,0.02,2.2,0.08,0.0,0.04,0.3
 CONDOMÍNIO,2.06,-0.13,0.31,0.55,0.05,0.29,-0.83,0.0,0.09,-0.02,0.2,0.41,2.89,0.0,0.0,0.89,0.36
 TAXA DE ÁGUA E ESGOTO,7.6,0.0,0.0,0.0,0.0,0.0,0.0,13.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,2.43
 REPAROS,0.17,-0.45,0.19,-0.1,0.18,0.04,0.61,0.35,-0.41,-0.26,-0.46,-0.08,0.4,-0.35,-0.21,0.86,0.04
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,-0.47,0.0,0.0,0.0,-0.11,0.0,0.0,1.51,0.0,0.0,-0.26
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,-0.14,0.0,0.0,0.0,-0.31,0.0,0.0,0.0,0.0,-0.83,0.0,-0.3
 VIDRO,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49
 TINTA,0.53,-0.96,0.61,-1.32,-0.4,-1.67,0.84,-0.27,-0.6,-2.15,-2.63,-1.14,0.19,-2.26,-1.38,0.15,-0.57
 REVESTIMENTO DE PISO E PAREDE,-2.12,-3.36,-2.36,-1.35,0.2,0.0,1.99,0.69,-3.84,0.81,0.24,0.0,0.0,-0.75,-1.89,1.33,-0.65
 MADEIRA E TACO,0.0,0.72,0.0,0.0,0.0,0.0,0.0,-1.92,0.0,0.0,0.0,0.0,0.0,-1.8,-1.23,0.0,-0.25
 CIMENTO,0.0,0.0,0.0,0.35,0.0,0.0,1.27,1.0,-0.73,0.0,0.0,-2.56,-0.63,-0.11,-0.36,0.0,0.15
 TIJOLO,-0.56,0.0,0.0,0.0,0.0,0.0,-1.56,0.0,0.0,0.0,-0.99,-0.12,0.0,-0.14,0.7,0.0,-0.63
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,-1.29,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.94
 MÃO DE OBRA,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66
 AREIA,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.35,0.0,1.33
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.63,0.0,0.0,-3.63
 TELHA,0.0,3.08,1.06,-0.28,0.0,0.0,0.44,0.0,0.0,1.17,0.0,0.0,0.0,0.0,-0.94,0.0,1.35
 ARTIGOS DE LIMPEZA,0.53,-1.26,-1.44,-0.8,0.01,-0.21,0.53,-1.13,-1.46,-0.77,-0.56,0.23,-0.69,0.67,-2.47,-1.28,-0.53
 SACO PARA LIXO,0.0,-2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,-2.06
 ÁGUA SANITÁRIA,0.93,0.42,-1.15,1.53,-0.63,-2.63,0.53,-1.53,-3.44,0.0,0.68,0.0,1.22,2.41,-2.38,-1.11,-0.6
 DETERGENTE,1.93,-2.37,-2.37,-2.23,-1.54,1.26,3.45,-0.64,-3.12,-1.75,-2.29,-0.82,-0.49,1.1,0.0,-0.23,-1.4
 SABÃO EM PÓ,-0.23,-2.01,-1.5,-0.76,1.21,-1.74,0.5,-1.43,-0.11,-2.27,-0.27,0.57,-1.81,-0.14,-3.11,-2.91,-0.47
 DESINFETANTE,1.06,0.04,0.91,0.31,2.28,-1.33,1.55,-2.14,-0.15,-0.55,-0.94,1.76,0.0,0.0,1.57,0.0,0.78
 SABÃO EM BARRA,-2.9,0.0,-1.96,-3.14,0.0,0.0,-0.58,-0.83,-1.14,0.0,0.0,0.79,-1.96,0.49,-3.53,-1.63,-1.87
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13,0.0,-1.67,0.0,0.0,0.0,0.0,-0.32
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,-2.11,0.0,0.0,0.0,-2.76,0.0,0.0,0.0,0.0,0.0,0.37,-2.1
 LIMPADOR MULTIUSO,0.0,0.57,0.0,0.0,-2.15,1.8,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,-1.1
 PAPEL TOALHA,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06
 AMACIANTE E ALVEJANTE,0.94,-0.64,-1.43,0.32,0.5,1.36,-1.56,-0.46,-2.06,2.26,-0.45,0.1,0.58,2.11,-1.38,0.48,0.11
 COMBUSTÍVEIS E ENERGIA,0.08,0.03,0.05,-1.11,2.01,2.98,0.12,0.7,0.24,-0.78,4.01,0.1,0.18,-0.68,-1.47,1.6,0.71
 COMBUSTÍVEIS (DOMÉSTICOS),0.51,-2.45,0.19,-1.7,-0.19,-1.39,0.69,-0.81,1.48,-1.25,-2.18,-0.74,0.73,-2.71,1.2,0.78,-0.32
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,3.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,2.44
 GÁS DE BOTIJÃO,0.3,-2.45,0.19,-1.7,-0.24,-1.39,0.58,-0.81,1.48,-1.53,-2.18,-0.74,0.73,-2.71,1.22,0.78,-0.41
 GÁS ENCANADO,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29
 ENERGIA ELÉTRICA RESIDENCIAL,-0.04,0.91,-0.01,-0.89,2.8,4.03,-0.04,1.31,-0.29,-0.56,6.13,0.35,0.0,0.0,-2.79,1.96,1.07
 ENERGIA ELÉTRICA RESIDENCIAL,-0.04,0.91,-0.01,-0.89,2.8,4.03,-0.04,1.31,-0.29,-0.56,6.13,0.35,0.0,0.0,-2.79,1.96,1.07
 ARTIGOS DE RESIDÊNCIA,-1.0,0.15,-1.06,-1.21,-0.4,-0.09,0.19,-0.16,-0.99,0.18,0.06,-0.22,0.33,0.23,-1.2,-0.62,-0.42
 MÓVEIS E UTENSÍLIOS,-1.65,-0.02,-0.76,-1.2,-0.87,-0.33,0.82,0.32,-1.29,0.04,-0.52,-0.63,0.24,0.29,-1.47,-0.33,-0.63
 MOBILIÁRIO,-2.17,-0.32,-0.85,-1.58,-0.59,-0.67,1.44,0.19,-0.74,0.15,-0.73,-1.03,0.66,0.22,-1.85,-0.83,-0.62
 MÓVEL PARA SALA,-2.53,-0.35,-0.47,-2.3,-0.47,-1.25,1.38,-0.48,-0.26,1.02,0.55,-0.69,-0.91,-0.09,-2.73,0.47,-0.55
 MÓVEL PARA QUARTO,-2.97,-0.01,-2.44,-1.93,-0.54,-0.81,2.45,-0.11,-2.02,-0.19,-1.66,-1.09,1.55,-0.1,-2.11,-1.17,-0.96
 MÓVEL PARA COPA E COZINHA,1.07,-0.06,2.45,-0.29,-0.92,1.53,-0.58,1.84,1.73,1.13,-0.4,-1.3,0.31,1.72,-0.36,-1.93,0.2
 MÓVEL INFANTIL,0.0,0.0,0.0,1.43,0.0,0.0,0.0,1.81,-2.07,-5.13,-2.78,0.0,0.91,0.97,-1.64,0.89,-1.74
 COLCHÃO,0.0,-2.95,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.57
 UTENSÍLIOS E ENFEITES,-1.43,1.29,-0.71,-0.81,-0.9,0.15,-1.13,1.76,-2.48,-0.74,0.5,-0.75,-0.03,0.19,-0.83,0.99,-0.57
 ARTIGOS DE ILUMINAÇÃO,-3.15,1.09,-3.27,-4.4,-1.33,-0.32,-3.34,1.29,-1.9,1.3,0.0,0.0,-2.14,0.0,1.6,-1.88,-1.29
 TAPETE,0.78,1.68,0.0,0.0,0.5,1.95,0.17,0.0,-2.03,-2.16,0.54,0.98,0.18,0.0,0.0,0.0,0.17
 CORTINA,1.67,-1.35,0.46,-2.11,-0.59,1.44,0.0,1.6,-4.98,-2.2,-1.25,-4.32,0.0,0.0,0.0,0.0,-0.76
 UTENSÍLIOS DE METAL,-3.78,2.36,-1.26,1.19,-1.48,0.5,-2.01,2.07,-3.71,-0.66,0.26,-1.24,0.14,-0.26,-2.89,1.71,-1.06
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,0.44,-0.42,-0.56,-2.55,-0.24,1.24,2.56,1.37,0.0,2.76,1.76,0.85,1.12,1.06,0.2
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,0.0,0.0,0.0,0.72,0.0,0.0,0.0,-0.35,1.22,0.21
 FLORES NATURAIS,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,0.82,-0.34,0.0,0.0,0.0,2.39,0.0,0.0,2.37,0.56,0.78,1.63,0.0,0.0,1.2
" CAMA, MESA E BANHO",2.46,-1.04,-0.42,0.8,-2.91,0.91,2.61,-1.12,-1.5,1.39,-2.34,1.52,-1.37,0.91,-0.38,0.03,-0.81
 ROUPA DE CAMA,2.46,-1.04,-0.42,1.49,-2.91,0.91,2.61,-1.5,-1.5,1.39,-2.34,1.52,-2.67,0.82,-0.38,0.03,-0.83
 ROUPA DE BANHO,0.0,0.0,0.0,-0.99,0.0,0.0,0.0,-0.22,0.0,0.0,0.0,0.0,1.79,1.23,0.0,0.0,0.02
 APARELHOS ELETROELETRÔNICOS,-0.78,0.23,-1.64,-1.36,-0.6,-0.26,-0.26,-1.01,-0.79,-0.28,0.8,0.62,0.54,0.22,-1.02,-0.99,-0.55
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-0.61,1.39,-0.56,-0.73,0.38,-0.01,-0.32,-1.41,0.59,-0.73,1.25,0.83,0.62,0.05,-1.3,0.04,0.11
 REFRIGERADOR,-0.58,1.09,-1.32,-2.37,0.35,-2.44,0.76,-0.3,-0.16,0.52,0.92,-0.19,-1.02,-1.93,-3.27,-2.9,-0.17
 AR-CONDICIONADO,2.9,6.47,0.0,2.9,4.47,6.98,-1.64,1.98,4.51,1.66,4.52,9.25,5.15,0.34,0.0,6.52,4.22
 MÁQUINA DE LAVAR ROUPA,-2.1,-0.21,-1.05,-0.39,-0.45,0.49,-2.53,-2.33,-1.74,-2.67,-0.29,-1.27,1.85,0.8,-2.61,-0.54,-0.96
 VENTILADOR,0.0,0.0,0.0,-2.58,0.0,0.0,0.44,-2.67,0.0,0.0,0.0,0.0,0.91,2.58,0.0,-1.55,-0.88
 FOGÃO,-2.16,-0.53,0.16,0.97,-0.4,-0.86,1.28,-3.54,1.47,-1.48,1.47,0.33,-0.07,2.89,2.49,1.41,-0.27
 CHUVEIRO ELÉTRICO,0.0,0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74
" TV, SOM E INFORMÁTICA",-1.0,-1.8,-3.16,-2.15,-1.98,-0.58,-0.2,-0.52,-3.09,0.37,-0.03,0.28,0.38,0.64,-0.6,-2.24,-1.51
 TELEVISOR,-0.09,-1.46,-1.92,-2.78,-1.25,0.39,0.02,-0.26,-3.0,-0.79,0.16,1.17,0.38,0.68,-1.36,-3.21,-1.1
 APARELHO DE SOM,0.0,0.0,0.0,-2.15,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,-0.6,-2.24,-0.28
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46
 COMPUTADOR PESSOAL,-2.56,-2.49,-5.09,-2.17,-3.07,-1.47,-0.59,-0.87,-4.75,2.02,-0.26,-1.25,0.36,0.55,2.09,-0.71,-2.22
 CONSERTOS E MANUTENÇÃO,1.14,1.03,-0.02,-0.5,2.78,2.04,-0.07,1.35,-0.01,2.48,-0.42,-1.86,-0.22,-0.07,-0.43,-0.59,1.38
 CONSERTOS E MANUTENÇÃO,1.14,1.03,-0.02,-0.5,2.78,2.04,-0.07,1.35,-0.01,2.48,-0.42,-1.86,-0.22,-0.07,-0.43,-0.59,1.38
 CONSERTO DE REFRIGERADOR,0.0,-0.57,0.0,-0.68,0.0,0.0,0.33,0.0,-0.13,0.0,0.0,0.0,0.0,0.0,-1.7,0.0,-0.33
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22
 REFORMA DE ESTOFADO,1.94,2.22,1.74,-0.95,2.64,2.85,0.0,-0.12,2.23,0.0,0.0,0.0,-0.18,0.91,0.0,0.85,1.96
 CONSERTO DE APARELHO CELULAR,0.0,1.41,0.3,0.02,-0.37,0.0,-2.82,2.77,-1.45,2.49,-0.31,1.95,-1.75,-1.31,-1.7,-2.51,0.02
 CONSERTO DE BICICLETA,1.0,2.32,-0.75,-0.5,3.2,1.92,1.85,1.1,-0.42,2.47,-0.66,-2.55,0.89,0.12,1.35,0.21,1.82
 VESTUÁRIO,-0.43,-0.33,-0.04,-0.78,-0.5,-0.29,-0.16,-0.54,-0.16,0.21,-0.78,0.31,0.09,-1.73,-0.71,-0.69,-0.35
 ROUPAS,-0.37,-0.67,0.58,-1.05,-0.57,0.14,-0.08,-0.08,0.04,-0.09,-1.07,0.05,0.49,-2.18,-0.92,-0.72,-0.33
 ROUPA MASCULINA,-0.23,-0.77,0.13,-0.63,-0.03,0.92,0.7,0.1,-0.51,0.19,-2.3,-0.44,0.81,-2.49,-2.18,-1.44,-0.26
 CALÇA COMPRIDA MASCULINA,0.57,1.13,0.75,-2.99,-0.1,-0.46,1.04,1.45,1.14,0.56,-3.11,0.27,0.82,-3.44,-0.63,0.27,0.04
 AGASALHO MASCULINO,0.0,-0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.18,0.0,0.0,0.0,0.0,0.0,0.0,-1.63
 BERMUDA/SHORT MASCULINO,0.57,-1.74,-0.64,-0.62,0.6,-0.11,1.36,-1.78,-0.34,1.45,0.12,-0.9,0.64,-0.97,-2.81,0.75,-0.1
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,-2.57,0.0,0.0,0.0,0.0,0.0,0.0,-1.23,-1.69,0.0,-2.24
 CAMISA/CAMISETA MASCULINA,-0.67,-1.6,0.0,0.64,-0.13,1.74,0.73,0.44,-1.32,0.27,-2.69,-0.59,0.84,-2.58,-2.5,-2.97,-0.37
 ROUPA FEMININA,-1.02,-0.85,1.26,-1.55,-1.15,-0.39,-0.81,-0.1,0.72,-0.37,-0.34,0.39,0.01,-2.43,-0.12,-0.5,-0.51
 CALÇA COMPRIDA FEMININA,-2.98,0.34,0.95,-2.18,-0.54,-3.25,-1.51,0.57,0.55,0.78,-0.23,-3.19,-0.58,-2.84,1.42,-1.97,-0.46
 AGASALHO FEMININO,0.0,-0.85,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.01,0.0,0.0,0.0,-0.71
 SAIA,0.0,0.0,0.0,0.12,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,-1.73,-2.63,0.61,0.11
 VESTIDO,0.31,-0.19,1.11,-0.28,-1.25,-0.49,-1.37,1.19,0.51,-0.32,-1.79,0.95,1.0,-2.86,-1.0,-0.96,-0.4
 BLUSA,-0.59,-1.95,2.09,-1.89,-1.75,1.1,-1.95,-0.06,1.32,-1.6,1.28,1.56,0.36,-2.99,0.32,-0.38,-0.71
 LINGERIE,0.0,-1.78,0.96,-1.35,0.21,0.0,1.81,1.47,-0.08,0.91,-2.73,0.0,-2.4,0.51,-0.26,-0.95,0.05
 BERMUDA/SHORT FEMININO,-2.34,0.0,0.98,-2.48,0.0,0.0,0.59,-3.77,0.7,1.81,-1.76,1.56,1.32,-1.89,-0.52,1.74,-0.53
 ROUPA INFANTIL,1.12,-0.03,-0.23,-0.68,-0.24,-0.02,-0.23,-0.47,-0.13,0.02,-0.1,0.21,0.93,-0.85,0.36,0.3,-0.07
 UNIFORME ESCOLAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CALÇA COMPRIDA INFANTIL,0.0,-1.16,-1.28,0.0,0.2,-1.19,0.0,0.0,-1.37,0.87,1.06,0.0,0.1,-0.01,-0.98,0.0,-0.25
 AGASALHO INFANTIL,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03
 VESTIDO INFANTIL,0.54,-0.96,0.99,0.7,0.0,-0.25,0.32,-2.87,1.14,0.0,1.22,0.05,0.92,-1.88,0.32,0.24,0.25
 BERMUDA/SHORT INFANTIL,0.73,0.0,0.0,-0.31,1.35,0.0,-2.27,1.53,0.61,0.0,0.0,-0.95,-0.1,0.97,0.99,0.64,0.72
 CAMISA/CAMISETA INFANTIL,1.23,-0.05,-0.96,0.21,0.75,1.46,0.08,-0.5,0.77,-0.77,-2.89,0.49,1.32,-0.56,1.01,1.47,0.22
 CONJUNTO INFANTIL,1.57,1.64,0.69,-3.0,-2.96,-1.5,-0.45,-0.05,-2.54,0.88,1.01,0.58,1.64,-2.71,0.15,-0.68,-0.86
 CALÇADOS E ACESSÓRIOS,-0.58,0.82,-1.41,-0.43,-0.15,-1.21,-0.24,-1.37,-0.53,1.02,-0.43,1.0,-1.19,-0.49,-0.23,-0.94,-0.27
 CALÇADOS E ACESSÓRIOS,-0.58,0.82,-1.41,-0.43,-0.15,-1.21,-0.24,-1.37,-0.53,1.02,-0.43,1.0,-1.19,-0.49,-0.23,-0.94,-0.27
 SAPATO MASCULINO,-0.7,1.06,-3.05,1.43,-1.65,-0.09,-1.73,-1.26,-2.07,0.41,-1.12,1.25,-1.18,0.21,0.76,0.64,-0.9
 SAPATO FEMININO,-0.24,0.17,-1.32,-1.35,0.64,-1.91,0.47,-3.08,-0.49,0.41,-2.58,0.58,-0.58,-2.42,-1.54,-2.27,-0.27
 SAPATO INFANTIL,0.0,0.0,0.0,-2.51,0.0,0.0,1.47,0.0,0.81,2.1,0.68,0.0,-2.39,0.28,-2.91,-0.41,0.37
 BOLSA,-1.43,-0.4,1.11,0.11,0.0,-3.02,1.62,0.05,-2.79,0.27,0.75,0.0,0.36,-1.94,0.99,-3.19,-0.3
 MOCHILA,0.0,0.0,0.0,0.43,0.0,0.0,0.96,-2.16,0.0,0.0,0.0,0.0,0.0,-0.34,0.98,0.0,-0.03
 TÊNIS,-1.11,1.17,-1.33,0.11,-0.6,-0.99,-1.67,0.35,0.51,1.38,1.03,0.9,-2.93,1.36,-1.76,0.15,-0.24
 SANDÁLIA/CHINELO,0.83,1.34,-1.4,-1.2,1.61,0.06,0.3,-1.93,-0.85,1.6,-1.03,1.31,1.53,-0.84,1.04,-1.03,0.09
 JOIAS E BIJUTERIAS,-0.63,-2.1,-1.27,0.71,-1.75,-1.41,-0.48,-2.28,-0.66,0.41,1.13,0.8,0.86,-2.0,-0.87,0.33,-0.91
 JOIAS E BIJUTERIAS,-0.63,-2.1,-1.27,0.71,-1.75,-1.41,-0.48,-2.28,-0.66,0.41,1.13,0.8,0.86,-2.0,-0.87,0.33,-0.91
 BIJUTERIA,0.0,0.0,-2.02,0.0,0.0,-3.0,0.0,0.0,-1.34,0.0,0.0,0.0,0.0,0.0,0.0,1.22,-1.84
 JOIA,-0.24,-1.85,-0.93,1.04,-2.11,-0.77,-0.61,-2.44,0.0,0.52,1.27,0.82,0.86,-1.77,-0.68,1.03,-0.84
 RELÓGIO DE PULSO,-1.41,-2.71,0.0,0.25,-0.59,0.0,-0.19,-2.0,0.12,0.07,0.5,0.76,0.0,-2.14,-1.42,-1.53,-0.76
 TECIDOS E ARMARINHO,0.75,-1.64,-0.3,-1.11,0.06,-1.42,-1.65,-1.75,-1.07,-1.7,-1.62,-0.34,0.99,0.6,0.61,1.61,-0.75
 TECIDOS E ARMARINHO,0.75,-1.64,-0.3,-1.11,0.06,-1.42,-1.65,-1.75,-1.07,-1.7,-1.62,-0.34,0.99,0.6,0.61,1.61,-0.75
 TECIDO,0.75,-2.04,0.16,-1.11,0.1,-1.42,-1.65,-1.75,-1.07,-2.67,-1.45,0.72,0.99,0.6,0.61,1.61,-0.79
 ARTIGOS DE ARMARINHO,0.0,-0.97,-1.14,0.0,-0.02,0.0,0.0,0.0,0.0,-0.14,-2.09,-2.01,0.0,0.0,0.0,0.0,-0.56
 TRANSPORTES,0.86,0.98,0.08,-1.01,0.73,0.64,0.33,-0.12,-0.41,-0.96,-0.54,0.51,0.57,0.54,-0.43,0.13,0.27
 TRANSPORTES,0.86,0.98,0.08,-1.01,0.73,0.64,0.33,-0.12,-0.41,-0.96,-0.54,0.51,0.57,0.54,-0.43,0.13,0.27
 TRANSPORTE PÚBLICO,3.76,6.44,2.96,2.69,4.65,6.46,2.44,3.33,3.41,8.22,3.91,5.88,2.37,3.1,1.25,3.92,4.42
 ÔNIBUS URBANO,0.0,0.0,0.0,0.0,-6.45,0.0,0.0,0.0,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.15
 TÁXI,0.0,5.69,0.0,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22
 TREM,0.0,0.0,0.0,0.0,-6.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.28
 ÔNIBUS INTERMUNICIPAL,0.0,5.5,-1.09,0.31,0.0,0.0,-0.52,0.0,-0.02,0.0,-0.45,-0.03,0.0,0.0,0.16,0.0,0.56
