"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JULHO DE 2023",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 PEPINO EM CONSERVA,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24
 SARDINHA EM CONSERVA,-1.79,1.34,-2.4,2.04,-0.57,1.48,-4.08,1.8,-0.09,-0.23,0.0,-2.59,0.6,1.07,-1.35,2.12,-0.24
 SALSICHA EM CONSERVA,0.0,0.0,0.0,0.0,0.0,0.0,-2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.89
 SOPA DESIDRATADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,-1.14,0.0,0.0,0.0,-0.09
 AZEITONA,4.58,-0.92,-1.45,5.32,-2.85,-0.02,0.0,0.23,5.75,-4.63,0.61,-0.34,0.69,-2.52,0.0,0.0,-0.78
 MILHO-VERDE EM CONSERVA,-0.2,4.13,0.38,-1.12,-2.45,0.0,-1.86,3.32,-0.8,-0.5,0.32,-3.16,-2.44,-1.5,-4.07,-0.47,-0.39
 ATUM EM CONSERVA,2.6,-0.8,0.0,1.79,2.19,2.69,0.0,0.0,2.47,-2.87,0.0,0.0,0.0,0.0,0.0,0.0,1.33
 SAL E CONDIMENTOS,1.09,-0.14,0.43,1.88,0.7,0.76,2.86,-0.73,2.47,-0.09,0.33,2.11,0.06,3.85,0.65,1.32,0.76
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83
 ATOMATADO,0.7,3.42,0.99,4.73,0.56,1.99,2.33,-0.69,0.9,-1.95,-0.27,0.15,0.04,2.91,0.95,0.99,0.84
 ALHO,2.59,0.0,-1.88,1.79,-1.47,-0.29,4.89,-1.55,5.56,5.33,0.39,4.67,1.2,4.15,1.26,1.57,0.95
 SAL,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,4.43,-2.68,0.91,-0.68
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.93
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05
 FERMENTO,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.63,0.0,0.0,0.0,0.0,0.0,0.0,-1.23
 MAIONESE,-2.04,-4.79,2.64,0.22,-1.38,0.0,3.26,1.84,0.0,-0.33,0.0,0.23,-1.24,1.88,0.0,0.0,-1.06
 VINAGRE,0.0,0.45,0.0,-2.54,1.71,-0.41,-2.17,0.0,-1.5,0.0,0.0,0.0,0.0,0.0,-0.67,3.19,0.2
 CALDO CONCENTRADO,0.0,-0.76,0.0,1.73,0.0,0.0,0.0,2.18,2.22,0.0,0.17,-1.38,0.0,0.0,0.0,0.0,0.53
 TEMPERO MISTO,0.0,-1.82,1.21,-0.64,5.57,1.53,3.0,-2.02,0.1,-0.27,1.35,-0.47,-1.97,4.58,1.73,-0.5,2.47
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.05,-0.36,0.71,0.47,0.09,0.35,-0.37,0.33,0.11,0.97,0.24,0.63,0.38,0.5,-0.27,-0.08,0.21
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.05,-0.36,0.71,0.47,0.09,0.35,-0.37,0.33,0.11,0.97,0.24,0.63,0.38,0.5,-0.27,-0.08,0.21
 REFEIÇÃO,0.15,-0.26,0.27,0.8,-0.02,0.45,-0.55,0.61,0.02,0.73,0.37,0.92,0.32,-0.07,0.19,0.05,0.15
 LANCHE,-0.16,-0.69,1.49,0.16,0.58,0.14,-0.1,-0.37,0.54,1.78,0.17,0.99,0.88,0.74,-0.96,-0.32,0.49
 REFRIGERANTE E ÁGUA MINERAL,0.97,0.36,-0.42,-0.68,0.27,0.84,0.62,-0.24,-0.2,-2.67,0.29,0.74,1.82,0.27,-0.05,-0.05,0.01
 CAFEZINHO,0.0,0.25,0.0,0.0,-0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45
 CERVEJA,0.56,-0.86,1.29,-0.83,-1.21,0.13,-0.35,0.08,-0.28,-0.31,-1.12,-1.87,-1.49,4.66,0.0,-0.67,-0.45
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8,-1.71,0.0,-0.75,0.0,-1.41
 VINHO,-2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.65
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0,0.0,-0.89,2.87
 SORVETE,0.0,0.0,0.0,0.0,-1.87,0.0,0.0,0.78,-0.62,2.36,-0.42,0.0,-0.6,0.97,0.0,0.35,-0.57
 HABITAÇÃO,-1.4,-0.56,-1.21,-0.64,-1.25,-0.87,-0.35,-1.01,-1.63,0.23,-0.71,-0.59,-1.08,-2.23,-1.23,-1.18,-1.01
 ENCARGOS E MANUTENÇÃO,-0.02,0.96,0.12,0.62,-0.03,-0.02,1.09,0.46,-0.18,-0.32,0.78,0.42,0.49,0.1,0.29,0.3,0.15
 ALUGUEL E TAXAS,-0.14,1.21,0.16,0.68,-0.11,-0.03,1.39,0.42,-0.11,-0.24,0.95,0.7,0.52,0.07,0.41,0.14,0.15
 ALUGUEL RESIDENCIAL,-0.33,-0.41,0.23,0.13,-0.25,-0.31,3.29,0.72,-0.18,-0.36,0.63,0.0,0.99,0.45,0.62,0.22,-0.04
 CONDOMÍNIO,0.04,3.43,0.18,2.37,0.04,0.34,0.06,0.12,-0.11,-0.38,3.59,2.7,1.21,-4.24,1.35,0.16,0.44
 TAXA DE ÁGUA E ESGOTO,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 REPAROS,0.48,0.85,-0.26,0.68,0.39,0.25,0.62,0.97,-0.19,-0.62,0.31,-0.44,0.22,-0.12,0.57,1.62,0.31
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,1.31,0.0,0.0,0.45,0.0,0.0,0.11
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,-0.18,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.43,0.0,0.42
 VIDRO,0.0,0.0,0.0,0.0,0.0,-1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.44
 TINTA,0.48,2.31,0.5,1.54,1.08,0.78,-0.23,2.2,-0.03,-1.76,0.2,0.3,-0.33,1.88,1.57,2.42,0.67
 REVESTIMENTO DE PISO E PAREDE,-0.65,-0.3,-3.94,1.77,-0.98,0.0,2.04,1.42,-0.86,-0.29,0.82,-1.89,0.0,-1.41,3.11,2.86,-0.51
 MADEIRA E TACO,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,-0.73,0.36,0.0,0.42
 CIMENTO,0.0,0.0,0.0,-0.75,0.0,0.0,0.39,0.29,-0.77,0.0,0.0,1.22,-1.62,-0.03,-0.65,0.0,-0.16
 TIJOLO,3.17,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,-1.33,-0.38,0.0,0.06,-1.19,0.0,1.05
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,-2.64,0.0,0.0,0.0,2.13,0.0,0.0,0.0,1.26
 MÃO DE OBRA,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
 AREIA,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.81,0.0,0.0,0.0,0.22,0.0,0.21
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.64,0.0,0.0,-1.64
 TELHA,0.0,1.56,0.43,-0.8,0.0,0.0,0.91,0.0,0.0,-1.74,0.0,0.0,0.0,0.0,-0.34,0.0,0.08
 ARTIGOS DE LIMPEZA,0.48,-0.78,0.17,0.11,0.08,-0.17,0.13,0.11,-0.66,-0.5,-0.16,-0.98,0.56,0.59,-0.63,-0.28,-0.09
 SACO PARA LIXO,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.83
 ÁGUA SANITÁRIA,1.57,0.7,-1.09,3.05,-0.47,0.87,0.15,-0.87,0.27,0.0,-1.07,0.0,0.49,0.04,-0.49,0.55,-0.01
 DETERGENTE,-0.7,-0.54,-0.91,-1.49,1.55,0.57,0.85,-0.94,-1.78,-0.45,-0.91,-0.84,1.82,1.04,0.0,-1.05,0.19
 SABÃO EM PÓ,0.2,-2.93,1.78,-0.02,-1.78,-2.31,0.38,0.82,-1.28,-1.84,0.54,-1.65,-0.25,0.5,-0.7,0.88,-0.8
 DESINFETANTE,1.98,-0.23,0.64,2.61,1.3,5.73,-1.46,0.75,0.08,0.54,-0.52,1.21,0.0,0.0,2.48,0.0,0.88
 SABÃO EM BARRA,2.1,0.0,-2.39,-1.97,0.0,0.0,-0.06,1.9,1.26,0.0,0.0,-0.24,-0.7,-0.33,-1.13,-2.01,-0.29
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.61,0.0,0.0,0.0,0.0,0.4
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,-1.91,1.05
 LIMPADOR MULTIUSO,0.0,1.87,0.0,0.0,2.04,3.29,0.0,0.0,0.0,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.66
 PAPEL TOALHA,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37
 AMACIANTE E ALVEJANTE,0.47,-0.67,-0.36,0.3,0.22,-1.47,0.24,-0.87,0.16,0.87,-0.49,-1.32,1.17,1.47,-1.46,0.19,-0.01
 COMBUSTÍVEIS E ENERGIA,-3.45,-3.19,-3.17,-2.32,-4.4,-3.21,-1.49,-3.21,-3.45,1.4,-3.46,-2.22,-2.83,-3.68,-2.58,-3.64,-3.1
 COMBUSTÍVEIS (DOMÉSTICOS),-0.81,0.55,-0.13,1.37,-1.14,-1.04,-1.28,0.04,-2.96,-2.68,-1.06,0.36,-0.63,-1.52,0.36,-0.22,-0.91
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42,0.0,0.39
 GÁS DE BOTIJÃO,-1.22,0.55,-0.13,1.37,-1.48,-1.04,-1.36,0.04,-2.96,-3.3,-1.06,0.36,-0.63,-1.52,0.42,-0.22,-1.03
 GÁS ENCANADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENERGIA ELÉTRICA RESIDENCIAL,-4.19,-4.51,-4.3,-3.77,-5.54,-3.76,-1.56,-4.49,-3.67,3.53,-4.35,-3.03,-3.53,-4.4,-4.26,-5.12,-3.89
 ENERGIA ELÉTRICA RESIDENCIAL,-4.19,-4.51,-4.3,-3.77,-5.54,-3.76,-1.56,-4.49,-3.67,3.53,-4.35,-3.03,-3.53,-4.4,-4.26,-5.12,-3.89
 ARTIGOS DE RESIDÊNCIA,0.16,-0.16,0.54,-0.22,0.13,0.28,0.56,0.36,-0.75,0.02,-0.71,0.25,-0.36,0.21,-0.73,0.29,0.04
 MÓVEIS E UTENSÍLIOS,0.37,0.07,0.71,-0.51,0.21,0.39,0.9,1.19,0.1,0.82,-1.27,0.59,-0.26,0.92,-0.78,0.91,0.27
 MOBILIÁRIO,0.44,0.55,0.84,-0.28,0.59,1.08,1.26,1.48,1.09,1.12,-1.33,1.09,-0.42,1.23,-1.25,1.56,0.61
 MÓVEL PARA SALA,2.27,1.49,-0.93,0.48,-0.92,1.12,1.5,1.63,1.15,1.54,-1.58,1.07,1.76,2.37,-1.58,1.59,0.23
 MÓVEL PARA QUARTO,-0.59,0.91,2.49,-0.6,1.35,0.97,0.4,2.08,0.79,1.57,-1.33,1.97,-0.72,1.51,-1.77,1.58,0.99
 MÓVEL PARA COPA E COZINHA,-1.31,-0.98,1.34,0.85,1.63,1.38,2.7,0.64,1.94,0.83,-0.32,-0.99,-2.27,-0.33,0.68,1.94,0.75
 MÓVEL INFANTIL,0.0,0.0,0.0,-2.92,0.0,0.0,0.0,-2.73,0.27,-2.64,-2.93,0.0,0.77,-1.82,-1.18,-0.21,-1.82
 COLCHÃO,0.0,0.55,-3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.54
 UTENSÍLIOS E ENFEITES,0.16,-0.52,-0.48,-0.85,-1.0,-1.19,-0.56,0.23,-1.42,-0.16,-0.65,0.91,-0.45,0.31,0.01,-0.4,-0.61
 ARTIGOS DE ILUMINAÇÃO,1.38,0.89,-2.42,0.64,-2.11,0.15,-2.4,-0.92,-0.05,-1.72,0.0,0.0,-0.33,0.0,-2.74,-0.56,-0.92
 TAPETE,-2.27,-1.78,0.0,0.0,-0.7,-1.61,-1.28,0.0,-2.13,-0.68,-1.99,-0.77,0.8,0.0,0.0,0.0,-1.28
 CORTINA,1.49,-1.34,-2.03,1.96,-3.27,-0.87,0.0,-1.35,-2.72,-0.76,1.97,1.13,0.0,0.0,0.0,0.0,-1.34
 UTENSÍLIOS DE METAL,-0.04,0.84,0.9,-2.82,0.27,-1.07,-0.29,1.63,-0.91,1.71,-0.94,1.55,-0.03,-0.14,1.34,-0.34,0.22
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,0.72,-0.73,-0.75,-2.55,1.54,-0.62,-2.32,-1.97,0.0,1.96,-2.77,2.88,-0.48,-1.67,-0.77
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,-0.74,0.0,0.0,0.0,-2.52,0.0,0.0,0.0,0.93,0.76,-1.05
 FLORES NATURAIS,0.0,-2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.34
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,-0.5,-0.36,0.0,0.0,0.0,1.51,0.0,0.0,0.37,0.93,-1.78,-1.22,0.0,0.0,-0.01
" CAMA, MESA E BANHO",0.56,-1.29,2.06,-1.44,0.33,-0.52,2.72,0.67,-1.22,1.52,-2.78,-2.14,0.98,0.56,0.51,-0.13,0.21
 ROUPA DE CAMA,0.56,-1.29,2.06,-1.96,0.33,-0.52,2.72,0.99,-1.22,1.52,-2.78,-2.14,1.19,1.08,0.51,-0.13,0.21
 ROUPA DE BANHO,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,-0.07,0.0,0.0,0.0,0.0,0.43,-1.28,0.0,0.0,-0.02
 APARELHOS ELETROELETRÔNICOS,0.08,-0.42,0.34,0.09,-0.17,0.04,0.37,-0.61,-1.56,-1.07,-0.26,0.22,-0.58,-0.38,-0.97,-0.37,-0.29
 ELETRODOMÉSTICOS E EQUIPAMENTOS,0.91,0.23,0.83,1.18,0.22,0.38,1.74,-0.8,-0.7,-0.2,0.86,1.03,-0.1,0.1,-0.65,0.02,0.33
 REFRIGERADOR,0.57,0.01,0.64,1.69,-0.25,0.07,2.07,-2.39,-2.21,-0.06,-0.62,-0.35,0.56,0.65,-1.37,-0.3,-0.12
 AR-CONDICIONADO,2.03,1.96,0.0,1.58,0.56,0.62,-0.68,3.11,-1.13,2.05,1.57,-0.43,-2.83,1.81,0.0,-2.48,0.95
 MÁQUINA DE LAVAR ROUPA,-0.33,0.24,1.44,-0.32,1.12,-0.22,2.4,-0.12,-0.22,-0.22,2.71,2.49,0.96,-1.79,-2.88,2.03,0.73
 VENTILADOR,0.0,0.0,0.0,0.42,0.0,0.0,-0.23,1.69,0.0,0.0,0.0,0.0,1.05,-2.21,-1.01,-0.37,0.17
 FOGÃO,2.06,-1.09,0.1,1.95,-0.32,2.49,2.49,-1.62,2.2,-1.32,2.34,2.49,-1.85,-0.13,2.83,0.81,0.33
 CHUVEIRO ELÉTRICO,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
" TV, SOM E INFORMÁTICA",-0.93,-1.56,-0.34,-1.28,-0.68,-0.37,-1.27,-0.37,-2.9,-2.29,-2.18,-1.05,-1.49,-1.52,-1.43,-0.84,-1.16
 TELEVISOR,-1.47,-2.0,-0.26,-1.1,-2.43,-0.22,-2.75,-1.39,-3.05,-1.99,-2.95,-1.86,-1.22,-2.35,-1.93,-2.29,-1.94
 APARELHO DE SOM,0.0,0.0,0.0,-1.28,0.0,0.0,0.0,0.0,-1.93,0.0,0.0,0.0,0.0,0.0,-1.43,0.1,-1.5
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,-2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.47
 COMPUTADOR PESSOAL,0.06,-0.69,-0.46,-1.24,2.12,-0.52,1.35,1.0,-2.92,-2.72,-1.21,0.4,-1.98,0.15,0.5,1.29,0.14
 CONSERTOS E MANUTENÇÃO,-0.49,-0.27,0.48,-0.13,0.97,0.54,0.22,0.27,-1.31,0.42,-0.3,-1.41,0.1,0.14,1.16,-0.26,0.31
 CONSERTOS E MANUTENÇÃO,-0.49,-0.27,0.48,-0.13,0.97,0.54,0.22,0.27,-1.31,0.42,-0.3,-1.41,0.1,0.14,1.16,-0.26,0.31
 CONSERTO DE REFRIGERADOR,0.0,-0.51,0.0,-2.72,0.0,0.0,0.26,0.0,-2.0,0.0,2.32,0.0,0.0,0.0,2.79,0.0,0.26
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89
 REFORMA DE ESTOFADO,1.35,1.92,0.74,0.0,1.71,0.0,0.0,-1.4,-1.75,0.0,0.0,2.58,-0.76,2.06,0.0,2.25,0.82
 CONSERTO DE APARELHO CELULAR,0.0,-1.49,0.43,0.0,-1.84,0.0,1.22,-1.27,-3.25,2.58,-1.75,-2.72,-2.72,-0.38,0.19,-0.37,-0.55
 CONSERTO DE BICICLETA,-0.8,-2.36,0.42,1.08,1.17,1.34,-0.45,1.86,1.48,-0.09,-0.97,-1.65,2.59,-0.13,0.98,-1.84,0.42
 VESTUÁRIO,0.16,0.15,-0.29,-0.54,-0.46,-0.5,0.31,-0.15,0.18,-0.55,-0.22,-1.28,-0.83,0.42,-0.36,0.74,-0.24
 ROUPAS,-0.1,-0.03,-0.39,-0.06,-0.13,-0.41,0.35,-0.75,0.11,-0.23,-0.31,-1.43,-0.66,0.56,-0.72,0.83,-0.18
 ROUPA MASCULINA,-0.53,-0.37,0.57,0.32,0.82,0.92,0.8,-0.78,0.97,0.66,-0.71,-0.47,-1.91,0.75,0.17,1.79,0.37
 CALÇA COMPRIDA MASCULINA,1.1,-0.91,-1.6,0.73,0.43,2.03,-0.01,-0.67,-0.04,0.65,1.04,-2.75,-2.76,-0.82,0.59,2.26,0.07
 AGASALHO MASCULINO,0.0,-1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,-0.94
 BERMUDA/SHORT MASCULINO,0.4,-0.62,-1.36,1.48,0.94,1.4,0.09,1.62,0.36,-0.22,0.44,0.17,0.91,0.95,-1.12,1.75,0.35
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,-1.19,0.0,0.0,0.0,0.0,0.0,0.0,-0.37,0.48,0.0,-0.71
 CAMISA/CAMISETA MASCULINA,-1.22,0.46,2.33,-0.35,0.99,0.32,1.82,-1.81,1.75,0.82,-2.2,0.31,-2.06,1.89,0.76,1.63,0.59
 ROUPA FEMININA,0.31,0.31,-1.05,-0.36,-0.13,-1.83,-0.02,-1.08,-1.28,-0.22,0.17,-2.84,-0.33,0.24,-1.17,0.37,-0.39
 CALÇA COMPRIDA FEMININA,0.7,0.21,-2.78,-0.43,-0.65,-0.82,0.16,0.09,-3.25,-2.44,-1.98,-2.89,0.08,-2.74,-2.42,0.05,-1.05
 AGASALHO FEMININO,0.0,-0.43,-1.45,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,0.0,0.0,1.04,0.0,0.0,0.0,-0.6
 SAIA,0.0,0.0,0.0,0.21,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,2.49,-1.74,1.49,0.86
 VESTIDO,-1.77,-0.28,-2.76,-1.26,-1.43,-0.95,-0.63,-0.1,0.99,2.51,1.93,-2.64,1.51,-0.5,0.42,1.38,-0.77
 BLUSA,1.58,0.77,0.85,-0.3,0.46,-2.87,0.03,-2.58,-2.67,-0.14,0.59,-2.89,-2.83,2.79,-2.92,-0.41,-0.06
 LINGERIE,0.0,0.89,1.2,0.27,1.86,0.0,1.05,-2.14,2.17,0.86,0.6,0.0,2.2,-0.33,1.87,1.74,1.31
 BERMUDA/SHORT FEMININO,-0.28,0.0,-0.38,0.68,0.0,0.0,-0.88,0.58,-3.0,-2.23,0.89,-3.14,-1.06,1.03,-0.92,0.56,-0.68
 ROUPA INFANTIL,-0.27,-0.22,-0.58,-0.15,-1.79,0.63,0.13,0.28,1.18,-1.77,-0.52,0.1,0.75,0.84,-1.8,-0.12,-0.74
 UNIFORME ESCOLAR,0.0,0.0,-0.78,0.58,0.54,1.97,0.0,2.83,0.0,-2.41,1.99,-0.29,0.0,0.0,-2.63,-1.31,-0.04
 CALÇA COMPRIDA INFANTIL,0.0,-1.05,-0.37,0.0,-1.79,-1.57,0.0,0.0,-0.37,0.91,-3.18,0.0,-2.93,2.21,-0.97,0.0,-1.16
 AGASALHO INFANTIL,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
 VESTIDO INFANTIL,-2.49,-1.84,0.73,-0.41,0.0,-0.22,-0.2,1.79,0.83,0.0,-0.25,-0.29,-2.19,-0.76,-1.95,-1.67,-0.38
 BERMUDA/SHORT INFANTIL,0.82,0.0,0.0,-1.46,-1.23,0.0,-1.62,-2.9,1.84,0.0,0.0,-0.06,0.51,2.86,-0.93,0.31,-0.43
 CAMISA/CAMISETA INFANTIL,0.0,0.48,-1.4,-1.05,-3.21,1.49,1.34,0.34,1.57,-1.98,-2.92,1.37,1.91,0.96,-2.67,0.7,-1.25
 CONJUNTO INFANTIL,-0.73,0.43,-0.33,1.26,-1.64,-0.43,0.0,-0.56,1.33,-2.52,1.85,-0.94,2.88,-0.81,-1.3,0.95,-0.56
 CALÇADOS E ACESSÓRIOS,0.77,0.84,-0.18,-1.85,-1.39,-1.17,0.49,1.21,0.29,-1.57,-0.03,-0.83,-1.13,0.18,0.01,0.22,-0.47
 CALÇADOS E ACESSÓRIOS,0.77,0.84,-0.18,-1.85,-1.39,-1.17,0.49,1.21,0.29,-1.57,-0.03,-0.83,-1.13,0.18,0.01,0.22,-0.47
 SAPATO MASCULINO,0.37,2.45,-0.14,-2.72,-0.41,0.13,-1.59,-0.26,-0.97,-1.73,-2.84,-0.94,-2.16,-0.4,-1.98,-1.81,-0.69
 SAPATO FEMININO,0.63,-0.09,-0.31,-2.39,1.71,-2.39,1.23,0.53,-0.57,0.12,0.79,0.52,1.07,0.25,-0.42,0.15,0.39
 SAPATO INFANTIL,0.0,0.0,0.0,-2.06,0.0,0.0,-0.61,0.0,-1.92,-0.02,2.02,0.0,-2.64,2.58,0.39,-1.43,-0.7
 BOLSA,1.45,-1.0,-1.85,-0.81,0.0,3.3,0.53,-1.07,1.64,-2.46,1.98,0.0,1.31,-2.11,-3.45,0.41,-0.14
 MOCHILA,0.0,0.0,0.0,-1.94,0.0,0.0,1.22,3.15,0.0,0.0,0.0,0.0,0.0,-2.69,2.07,0.0,0.88
 TÊNIS,1.43,1.54,-0.49,-0.81,-2.94,-1.53,1.41,2.79,1.65,-3.05,1.06,-1.28,-1.77,0.98,-0.73,0.84,-0.99
 SANDÁLIA/CHINELO,-0.93,-1.15,1.07,-1.97,-1.74,-1.65,1.97,1.36,0.16,-0.44,-1.03,-0.99,-1.44,1.07,2.01,0.82,-0.38
 JOIAS E BIJUTERIAS,0.37,-0.92,0.51,0.83,-0.27,-0.21,-1.88,0.91,0.93,0.69,0.44,-1.87,-1.35,0.01,1.39,1.78,0.04
 JOIAS E BIJUTERIAS,0.37,-0.92,0.51,0.83,-0.27,-0.21,-1.88,0.91,0.93,0.69,0.44,-1.87,-1.35,0.01,1.39,1.78,0.04
 BIJUTERIA,0.0,0.0,0.71,0.0,0.0,-1.21,0.0,0.0,2.59,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.94
 JOIA,0.8,-1.21,0.42,1.12,0.28,0.2,-2.73,0.46,0.0,0.78,0.53,-2.27,-1.35,0.31,0.94,1.64,0.09
 RELÓGIO DE PULSO,-0.52,-0.19,0.0,0.44,-2.1,0.0,0.21,1.78,-0.85,0.42,0.02,-0.99,0.0,-0.17,2.71,1.88,-0.47
 TECIDOS E ARMARINHO,-0.98,-1.47,-0.67,-0.24,-0.65,1.84,0.47,-0.81,0.07,0.33,-2.07,0.14,-0.02,-1.35,2.41,1.09,-0.13
 TECIDOS E ARMARINHO,-0.98,-1.47,-0.67,-0.24,-0.65,1.84,0.47,-0.81,0.07,0.33,-2.07,0.14,-0.02,-1.35,2.41,1.09,-0.13
 TECIDO,-0.98,-0.7,-0.59,-0.24,-0.55,1.84,0.47,-0.81,0.07,-0.38,-2.66,-1.14,-0.02,-1.35,2.41,1.09,-0.05
 ARTIGOS DE ARMARINHO,0.0,-2.78,-0.81,0.0,-0.88,0.0,0.0,0.0,0.0,1.53,-0.54,2.19,0.0,0.0,0.0,0.0,-0.51
 TRANSPORTES,1.41,3.19,-0.18,2.43,1.21,1.6,2.74,2.52,3.32,0.5,1.5,1.01,0.43,2.42,2.92,2.39,1.5
 TRANSPORTES,1.41,3.19,-0.18,2.43,1.21,1.6,2.74,2.52,3.32,0.5,1.5,1.01,0.43,2.42,2.92,2.39,1.5
 TRANSPORTE PÚBLICO,0.4,4.08,-8.25,0.68,-0.51,2.1,1.1,1.02,0.71,2.4,-0.74,3.47,1.0,4.89,1.76,0.58,-0.18
 ÔNIBUS URBANO,0.0,0.0,-17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4
