"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - AGOSTO DE 2023",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 PALMITO EM CONSERVA,0.0,0.0,-0.33,0.0,0.56,-2.43,0.0,0.0,0.0,1.81,-0.2,0.0,0.0,0.0,0.0,0.0,0.45
 PEPINO EM CONSERVA,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09
 SARDINHA EM CONSERVA,1.53,-3.7,2.48,-2.66,1.46,0.57,4.72,-0.61,1.65,-2.69,0.0,1.59,-0.63,0.35,-0.29,-1.07,0.07
 SALSICHA EM CONSERVA,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44
 SOPA DESIDRATADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,2.54,0.0,0.0,0.0,1.64
 AZEITONA,-0.72,-1.57,2.21,-0.33,-0.48,-0.87,0.0,1.51,-0.63,2.27,0.85,-0.67,-1.73,-1.53,0.0,0.0,0.13
 MILHO-VERDE EM CONSERVA,-0.86,-1.01,-0.7,-1.3,-0.23,0.0,-2.35,0.84,-1.25,-2.92,-1.45,-0.26,-5.65,2.54,-0.83,-0.05,-1.2
 ATUM EM CONSERVA,-0.89,-0.94,0.0,1.42,3.36,-2.98,0.0,0.0,-2.79,2.58,0.0,0.0,0.0,0.0,0.0,0.0,1.35
 SAL E CONDIMENTOS,1.94,-1.66,1.48,-0.75,0.96,0.93,-0.71,2.41,-0.03,1.07,1.71,2.44,0.81,-1.18,0.5,0.91,0.79
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.08
 ATOMATADO,-1.2,-2.58,1.21,-0.54,-0.71,1.67,-0.14,1.33,-1.83,-0.45,0.52,-0.35,2.8,2.23,-0.88,0.86,-0.54
 ALHO,3.98,0.0,4.03,0.98,5.12,0.93,-1.12,5.87,2.57,1.92,4.56,5.82,-0.67,-4.09,3.58,1.7,3.72
 SAL,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.05,0.47,0.36,1.17
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,-3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.18
 FERMENTO,0.0,-0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,0.0,1.14
 MAIONESE,2.04,-1.44,-0.52,-3.0,-1.43,2.74,-2.18,1.92,0.0,1.82,0.0,-1.57,0.95,-0.95,0.0,0.0,-0.29
 VINAGRE,0.0,-1.48,0.0,-0.61,-2.74,-1.34,-1.79,0.0,1.89,0.0,0.0,0.0,0.0,0.0,-0.08,0.08,-1.59
 CALDO CONCENTRADO,0.0,-2.39,0.0,-2.49,0.0,0.0,0.0,-0.85,0.16,0.0,0.84,1.23,0.0,0.0,0.0,0.0,-1.05
 TEMPERO MISTO,0.0,0.37,-0.43,-1.02,1.21,-0.77,1.05,-0.89,-2.25,1.3,-0.39,-1.09,-0.06,2.8,-4.21,0.23,0.43
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.05,0.74,0.4,0.66,-0.12,1.08,1.0,0.01,-0.06,0.0,0.61,0.27,0.08,0.09,0.66,0.67,0.22
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.05,0.74,0.4,0.66,-0.12,1.08,1.0,0.01,-0.06,0.0,0.61,0.27,0.08,0.09,0.66,0.67,0.22
 REFEIÇÃO,-0.33,0.67,0.42,0.0,-0.1,1.18,1.05,0.13,-0.15,0.25,0.66,-0.03,0.41,0.43,0.29,0.72,0.18
 LANCHE,0.98,1.05,0.43,2.09,-0.33,0.94,1.06,-0.24,0.59,-0.27,0.52,0.73,-0.78,-0.54,1.23,0.9,0.3
 REFRIGERANTE E ÁGUA MINERAL,-0.41,0.34,0.67,0.04,0.95,0.06,1.7,1.23,0.47,1.5,1.01,-1.25,-2.02,0.44,0.77,1.69,0.68
 CAFEZINHO,0.0,-0.96,0.0,0.0,-0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.67
 CERVEJA,0.1,1.28,-0.29,0.78,0.38,0.76,-0.14,-1.45,-1.21,-1.32,0.89,0.63,2.0,0.04,0.57,-0.27,0.04
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.89,0.0,-0.61,0.0,0.64
 VINHO,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,-1.24,0.43
 SORVETE,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.39,-0.32,-1.06,0.07,0.0,1.69,1.32,0.0,-1.17,0.48
 HABITAÇÃO,1.23,1.52,0.67,0.72,0.54,1.59,3.59,0.77,0.74,1.86,1.48,2.68,1.06,1.96,2.25,0.68,1.11
 ENCARGOS E MANUTENÇÃO,0.11,0.22,0.1,-0.08,-0.3,1.43,-0.09,0.1,0.09,0.44,-0.14,0.19,0.15,0.22,0.42,0.02,0.02
 ALUGUEL E TAXAS,0.14,0.25,-0.08,0.0,-0.43,1.67,-0.06,0.22,0.06,0.29,-0.09,0.37,0.24,0.12,0.31,-0.05,-0.03
 ALUGUEL RESIDENCIAL,0.2,-0.91,-0.13,0.0,-0.91,0.98,-0.13,-0.04,-0.04,0.01,0.08,0.04,0.46,0.17,0.56,0.46,-0.36
 CONDOMÍNIO,0.13,2.39,-0.07,0.0,0.04,1.09,0.0,1.29,0.24,1.43,-0.75,0.05,1.52,0.12,-1.25,-1.02,0.34
 TAXA DE ÁGUA E ESGOTO,0.0,0.11,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.19
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.16,0.0,0.0,0.0,-1.16
 REPAROS,0.15,-0.23,0.55,-0.04,0.6,-0.16,-0.3,-0.25,0.36,0.97,-0.51,-0.04,1.31,0.04,0.33,-0.25,0.35
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,0.0,0.0,0.0,0.54,0.0,0.0,0.3,0.0,0.0,0.04
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,-1.54,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,-0.96,0.0,-1.09
 VIDRO,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93
 TINTA,0.09,-1.2,0.11,-0.48,-0.95,-1.32,0.25,0.09,-1.23,1.66,-0.3,-0.18,3.53,1.86,-0.74,-1.36,-0.36
 REVESTIMENTO DE PISO E PAREDE,-1.79,0.73,2.51,-1.18,2.48,0.0,-1.23,-2.0,1.19,2.08,-1.96,-0.24,0.0,1.6,-0.72,-0.87,1.04
 MADEIRA E TACO,0.0,-2.39,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,-2.48,0.2,0.0,-1.54
 CIMENTO,0.0,0.0,0.0,-0.64,0.0,0.0,-1.19,1.03,-0.62,0.0,0.0,-1.23,0.54,-0.05,1.44,0.0,-0.16
 TIJOLO,2.04,0.0,0.0,0.0,0.0,0.0,-0.52,0.0,0.0,0.0,0.12,-0.6,0.0,-2.08,0.82,0.0,0.67
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,1.43,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,1.13
 MÃO DE OBRA,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52
 AREIA,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.54,0.0,0.35
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8,0.0,0.0,-1.8
 TELHA,0.0,-1.26,-1.6,0.75,0.0,0.0,-0.41,0.0,0.0,-0.53,0.0,0.0,0.0,0.0,0.72,0.0,-0.73
 ARTIGOS DE LIMPEZA,-0.38,0.74,1.03,-0.67,-0.62,-0.49,0.16,-0.48,-0.05,0.89,-0.24,-1.35,-1.35,0.82,0.96,0.92,-0.07
 SACO PARA LIXO,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.02,0.0,0.0,0.0,-0.37
 ÁGUA SANITÁRIA,-3.03,-1.76,1.31,-4.01,-0.81,-3.75,-0.46,-0.5,0.23,0.0,-1.17,0.0,-1.01,0.18,-0.88,1.77,-0.92
 DETERGENTE,0.39,-0.64,0.89,-0.55,-0.03,-1.82,0.58,-0.2,-0.41,3.13,-1.04,-0.28,-0.78,0.43,0.0,0.42,0.12
 SABÃO EM PÓ,-1.77,2.41,0.46,1.5,0.67,1.13,1.04,-0.32,-0.44,0.9,-0.32,-1.2,-1.04,1.57,1.32,1.04,0.41
 DESINFETANTE,-0.17,0.02,1.65,-2.26,-1.27,-2.01,-0.29,-0.46,-0.54,1.61,0.97,-2.2,0.0,0.0,1.7,0.0,-0.28
 SABÃO EM BARRA,1.17,0.0,1.49,-0.04,0.0,0.0,-0.05,-0.58,0.89,0.0,0.0,-3.12,-0.56,-1.21,1.14,-1.59,0.36
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,-0.79,0.0,0.0,0.0,0.0,1.45
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,-1.85,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,2.09,0.71
 LIMPADOR MULTIUSO,0.0,0.43,0.0,0.0,-2.37,-2.1,0.0,0.0,0.0,-0.53,0.0,0.0,0.0,0.0,0.0,0.0,-1.73
 PAPEL TOALHA,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01
 AMACIANTE E ALVEJANTE,0.74,1.76,1.71,-2.22,-2.12,0.76,-0.71,-0.98,1.01,-0.76,0.28,-1.51,-2.45,0.61,0.43,1.73,-0.49
 COMBUSTÍVEIS E ENERGIA,2.94,3.88,1.54,1.82,2.79,2.04,6.6,1.83,1.59,4.82,4.62,6.8,2.1,3.09,3.93,1.81,3.13
 COMBUSTÍVEIS (DOMÉSTICOS),0.39,-0.87,-1.94,-3.37,-0.32,-1.05,-0.53,-0.42,-2.49,1.56,-1.71,-1.87,-2.6,-1.32,-1.26,0.25,-0.78
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.85
 GÁS DE BOTIJÃO,1.3,-0.87,-1.94,-3.37,-0.41,-1.05,-0.52,-0.42,-2.49,2.36,-1.71,-1.87,-2.6,-1.32,-1.52,0.25,-0.8
 GÁS ENCANADO,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.81,0.0,0.0,0.0,0.0,0.0,0.0,-0.68
 ENERGIA ELÉTRICA RESIDENCIAL,3.68,5.63,2.88,3.98,3.94,2.84,8.84,2.76,3.41,6.43,7.05,9.64,3.66,4.6,7.03,2.52,4.59
 ENERGIA ELÉTRICA RESIDENCIAL,3.68,5.63,2.88,3.98,3.94,2.84,8.84,2.76,3.41,6.43,7.05,9.64,3.66,4.6,7.03,2.52,4.59
 ARTIGOS DE RESIDÊNCIA,-0.32,0.01,-0.95,0.38,0.22,0.14,0.01,-0.59,-0.13,0.28,-0.27,0.44,0.99,-0.06,-1.04,0.48,-0.04
 MÓVEIS E UTENSÍLIOS,0.61,0.07,-1.18,1.05,0.85,0.72,0.18,-1.15,-0.3,0.11,0.93,-0.04,1.17,0.2,-0.66,0.17,0.25
 MOBILIÁRIO,0.37,-0.4,-2.06,1.55,1.19,1.34,0.39,-1.39,-1.02,0.87,1.36,0.3,1.95,0.74,-1.01,1.01,0.32
 MÓVEL PARA SALA,0.09,0.01,-1.48,-0.53,1.7,1.28,0.99,-2.05,-1.27,-0.51,1.98,-1.86,1.82,0.29,-0.92,-0.31,0.41
 MÓVEL PARA QUARTO,0.56,-0.47,-2.47,2.71,1.13,1.27,-0.57,-1.87,-0.53,1.39,1.75,1.05,2.2,0.59,-1.16,1.58,0.37
 MÓVEL PARA COPA E COZINHA,0.57,-0.92,-0.89,0.86,0.43,1.76,1.36,0.36,-1.08,0.99,-0.57,1.3,1.67,2.01,-0.36,1.45,0.18
 MÓVEL INFANTIL,0.0,0.0,0.0,1.48,0.0,0.0,0.0,1.85,-2.87,3.25,2.01,0.0,1.73,0.96,-2.15,0.34,0.96
 COLCHÃO,0.0,0.1,-5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.52
 UTENSÍLIOS E ENFEITES,0.95,0.07,0.12,-0.9,0.27,0.38,0.71,0.2,0.54,-0.79,0.33,-0.08,0.53,-0.52,0.71,-2.07,0.16
 ARTIGOS DE ILUMINAÇÃO,-0.38,0.16,-0.46,-2.73,0.49,2.23,0.59,0.08,0.33,1.01,0.0,0.0,-0.63,0.0,1.75,-2.44,0.16
 TAPETE,0.01,0.57,0.0,0.0,1.78,-2.64,0.43,0.0,0.62,-2.64,0.76,-0.55,2.34,0.0,0.0,0.0,0.43
 CORTINA,1.18,0.13,-0.76,-2.39,-1.41,2.11,0.0,0.28,0.61,2.66,-0.34,2.38,0.0,0.0,0.0,0.0,0.13
 UTENSÍLIOS DE METAL,1.87,1.0,0.98,0.42,0.07,-0.15,1.46,-1.02,0.87,-2.54,0.75,-0.83,1.36,-0.79,0.89,-2.77,0.22
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,-0.46,0.26,1.32,-1.09,-1.89,2.29,-0.17,-1.64,0.0,-0.29,-2.81,-0.15,1.07,0.63,0.06
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.86,0.0,0.0,0.0,-1.94,-1.98,0.83
 FLORES NATURAIS,0.0,-2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.37
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,0.61,-1.54,0.0,0.0,0.0,0.83,0.0,0.0,-0.62,-1.6,-0.27,0.39,0.0,0.0,-0.27
" CAMA, MESA E BANHO",1.51,2.58,0.8,1.94,-0.36,-2.69,-1.95,-1.64,1.16,-2.03,0.16,-1.51,-1.32,-1.18,-1.06,-0.2,0.05
 ROUPA DE CAMA,1.51,2.58,0.8,1.5,-0.36,-2.69,-1.95,-2.62,1.16,-2.03,0.16,-1.51,-1.97,-1.4,-1.06,-0.2,0.01
 ROUPA DE BANHO,0.0,0.0,0.0,3.07,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.33,-0.39,0.0,0.0,1.41
 APARELHOS ELETROELETRÔNICOS,-1.29,-0.15,-0.71,-0.44,-0.23,-0.46,-0.17,0.09,0.06,0.76,-1.77,0.72,1.12,-0.43,-1.5,0.85,-0.31
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-0.92,0.39,-0.53,-1.27,0.67,-0.37,-0.02,0.11,0.62,1.75,-1.83,0.77,1.45,-0.19,-1.54,0.22,0.16
 REFRIGERADOR,-1.23,0.89,-0.49,-1.46,1.98,-0.39,0.37,0.92,2.11,1.86,-2.54,2.87,1.74,-0.06,-0.74,0.35,0.71
 AR-CONDICIONADO,-0.39,-1.22,0.0,-3.09,-1.65,1.87,1.42,-2.32,-0.17,2.74,-1.45,1.58,2.41,-2.24,0.0,2.14,-0.61
 MÁQUINA DE LAVAR ROUPA,0.62,-0.11,-1.62,-0.14,0.73,-0.46,-0.86,-2.0,1.49,1.12,-2.78,-2.07,0.37,-0.84,-0.78,-0.51,-0.01
 VENTILADOR,0.0,0.0,0.0,-0.31,0.0,0.0,-0.23,0.39,0.0,0.0,0.0,0.0,1.83,2.88,-2.79,-0.23,-0.28
 FOGÃO,-2.37,1.91,0.34,-1.39,-0.72,-2.06,0.04,1.47,-2.49,1.89,1.91,0.75,1.04,0.61,-2.63,-0.79,-0.26
 CHUVEIRO ELÉTRICO,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69
" TV, SOM E INFORMÁTICA",-1.76,-1.1,-0.98,0.63,-1.45,-0.57,-0.36,0.07,-0.83,-0.65,-1.66,0.64,0.48,-1.02,-1.43,1.62,-0.97
 TELEVISOR,-0.99,-0.68,-2.15,0.38,-0.69,-1.17,0.81,1.11,-0.58,1.17,-1.45,0.83,1.64,-0.18,-1.55,1.48,-0.51
 APARELHO DE SOM,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,-1.43,0.13,-0.06
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9
 COMPUTADOR PESSOAL,-3.15,-1.93,0.92,1.3,-2.6,-0.02,-2.36,-1.31,-1.65,-3.27,-1.92,0.32,-1.56,-2.67,-0.98,2.35,-1.75
 CONSERTOS E MANUTENÇÃO,0.18,0.78,-0.61,0.93,-1.05,-1.04,0.19,-0.7,-0.2,-0.71,0.72,1.78,-0.73,1.01,-0.94,0.56,-0.39
 CONSERTOS E MANUTENÇÃO,0.18,0.78,-0.61,0.93,-1.05,-1.04,0.19,-0.7,-0.2,-0.71,0.72,1.78,-0.73,1.01,-0.94,0.56,-0.39
 CONSERTO DE REFRIGERADOR,0.0,1.15,0.0,2.15,0.0,0.0,1.41,0.0,1.71,0.0,2.29,0.0,0.0,0.0,-2.74,0.0,1.41
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
 REFORMA DE ESTOFADO,0.0,-1.88,-0.21,2.05,2.91,0.0,0.0,-2.81,2.09,0.0,0.0,0.82,-0.47,1.63,0.0,1.15,1.12
 CONSERTO DE APARELHO CELULAR,0.0,2.06,-1.05,1.16,2.99,0.0,1.01,2.23,-2.5,-0.91,2.3,1.0,-1.42,0.45,-1.53,-1.65,0.56
 CONSERTO DE BICICLETA,0.21,0.52,-0.49,-0.71,-2.3,-2.53,-1.04,-1.49,-0.55,-0.66,-0.54,1.99,-0.28,1.05,0.75,2.38,-1.18
 VESTUÁRIO,-0.32,0.42,1.05,-0.18,1.2,0.24,-0.74,0.74,0.82,0.16,0.09,-0.05,0.31,0.6,0.44,0.19,0.54
 ROUPAS,-0.08,0.2,1.4,-0.48,0.79,0.27,-0.96,0.7,1.05,0.26,-0.18,-0.09,-0.07,0.62,0.72,0.04,0.45
 ROUPA MASCULINA,1.8,1.08,0.42,-0.21,-0.3,1.08,-1.88,0.86,1.96,0.89,-0.06,0.01,-0.13,0.95,1.81,0.62,0.41
 CALÇA COMPRIDA MASCULINA,2.21,0.45,1.51,0.92,-0.11,2.66,0.33,1.33,0.59,1.51,-1.91,0.61,-2.93,0.1,2.33,2.92,0.59
 AGASALHO MASCULINO,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.27,0.0,0.0,0.0,0.0,0.0,0.0,-0.98
 BERMUDA/SHORT MASCULINO,1.69,1.79,0.46,0.29,2.99,2.48,-2.04,-2.5,2.2,-0.14,1.29,0.82,0.94,0.93,1.03,0.42,1.12
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,-1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.49,-0.6,0.0,-1.34
 CAMISA/CAMISETA MASCULINA,1.72,1.71,-0.17,-1.0,-1.04,0.09,-2.91,2.14,2.47,1.3,0.63,-0.52,1.29,1.58,2.42,-0.19,0.2
 ROUPA FEMININA,-1.81,-0.23,2.01,-0.24,1.51,-0.11,-1.07,0.89,0.08,-0.28,0.33,-0.34,0.02,0.63,-0.34,0.05,0.44
 CALÇA COMPRIDA FEMININA,-1.15,1.27,3.12,0.05,1.63,-0.65,-0.63,-0.26,-0.06,1.77,-0.07,-0.49,0.0,1.1,-1.82,-0.05,1.0
 AGASALHO FEMININO,0.0,-2.94,0.92,0.0,0.0,0.0,0.0,0.0,0.0,-2.99,0.0,0.0,1.0,0.0,0.0,0.0,-1.76
 SAIA,0.0,0.0,0.0,-0.35,0.0,0.0,-0.73,0.0,0.0,0.0,0.0,0.0,0.0,-0.73,0.21,2.32,-0.15
 VESTIDO,-3.32,0.67,1.92,-0.3,3.14,-1.19,-0.56,-0.68,-0.14,-0.61,-1.2,-0.88,-2.92,0.76,-1.04,-2.65,0.52
 BLUSA,-1.44,-1.58,1.76,-0.23,0.49,0.84,-2.0,2.69,0.83,-1.01,1.72,0.03,1.51,0.79,-0.17,0.23,0.14
 LINGERIE,0.0,2.24,0.8,1.17,1.88,0.0,-0.67,-2.86,-1.39,0.56,-0.88,0.0,-0.49,-0.66,-0.05,-0.57,0.73
 BERMUDA/SHORT FEMININO,-0.39,0.0,1.45,-1.7,0.0,0.0,-0.85,1.93,0.54,-1.61,0.61,0.11,2.2,0.81,2.26,3.55,0.37
 ROUPA INFANTIL,0.37,-0.43,1.74,-1.67,1.15,-0.26,1.42,-0.24,1.07,0.32,-1.47,0.3,-0.15,-0.25,0.47,-1.27,0.53
 UNIFORME ESCOLAR,0.0,0.0,1.86,0.75,-2.17,0.68,2.37,-0.93,0.0,2.27,-1.41,-0.34,0.0,0.0,2.04,-2.68,0.01
 CALÇA COMPRIDA INFANTIL,0.0,-3.28,0.71,0.0,-1.34,-0.62,0.0,0.0,0.98,0.31,-1.38,0.0,2.28,2.68,-2.63,0.0,-0.83
 AGASALHO INFANTIL,0.0,-2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.93
 VESTIDO INFANTIL,1.53,-1.53,3.87,-2.87,0.0,2.34,0.62,-1.89,2.5,0.0,-1.62,0.71,-3.21,0.05,-1.56,2.08,0.6
 BERMUDA/SHORT INFANTIL,1.13,0.0,0.0,0.36,2.45,0.0,1.18,-0.23,1.76,0.0,0.0,-1.56,1.23,1.54,2.18,-0.87,1.59
 CAMISA/CAMISETA INFANTIL,-0.41,2.02,0.7,-1.85,3.34,-2.05,1.08,-0.3,-2.05,-1.46,-1.12,0.53,-2.97,-2.66,0.19,-3.29,0.75
 CONJUNTO INFANTIL,0.37,1.19,2.58,-3.07,1.57,-0.14,1.53,1.41,3.69,1.01,-1.89,0.94,1.63,-1.91,1.49,0.13,1.14
 CALÇADOS E ACESSÓRIOS,-0.88,1.05,0.64,0.24,2.63,0.02,-0.17,1.21,0.08,0.13,0.66,0.19,1.23,0.6,-0.01,0.89,0.93
 CALÇADOS E ACESSÓRIOS,-0.88,1.05,0.64,0.24,2.63,0.02,-0.17,1.21,0.08,0.13,0.66,0.19,1.23,0.6,-0.01,0.89,0.93
 SAPATO MASCULINO,2.0,0.26,0.81,-0.85,1.97,1.1,2.71,1.39,1.02,0.1,1.01,0.05,-0.7,0.95,-1.28,2.75,1.13
 SAPATO FEMININO,0.1,1.97,-0.5,1.53,1.82,-0.3,-1.43,2.17,0.93,-1.57,2.32,0.09,1.17,0.54,-2.24,-0.04,0.68
 SAPATO INFANTIL,0.0,0.0,0.0,-0.66,0.0,0.0,-1.55,0.0,-1.93,1.08,1.18,0.0,1.58,1.27,1.62,-1.86,-0.18
 BOLSA,-2.53,-1.35,-2.75,-0.2,0.0,-3.42,-1.73,2.64,-2.85,0.8,-0.94,0.0,-0.24,-1.49,-2.11,1.11,-1.39
 MOCHILA,0.0,0.0,0.0,-0.14,0.0,0.0,-2.34,-1.86,0.0,0.0,0.0,0.0,0.0,1.43,1.06,0.0,-0.9
 TÊNIS,-2.05,1.1,2.07,1.9,3.62,0.27,-1.34,0.2,-0.39,0.74,0.95,0.11,2.41,-0.47,1.9,2.7,1.64
 SANDÁLIA/CHINELO,-0.58,0.8,0.06,-1.09,0.8,1.52,0.98,1.52,1.04,1.62,-1.35,0.53,1.13,2.47,0.23,-0.6,0.43
 JOIAS E BIJUTERIAS,-0.37,-0.11,-1.26,1.31,-0.17,0.6,-2.13,-0.71,1.62,-1.71,0.52,-0.61,0.62,0.54,-0.14,-0.48,-0.22
 JOIAS E BIJUTERIAS,-0.37,-0.11,-1.26,1.31,-0.17,0.6,-2.13,-0.71,1.62,-1.71,0.52,-0.61,0.62,0.54,-0.14,-0.48,-0.22
 BIJUTERIA,0.0,0.0,0.95,0.0,0.0,1.27,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,-1.37,1.37
 JOIA,-1.72,-0.47,-2.22,2.07,-1.13,0.32,-2.71,-1.86,0.0,-1.94,0.22,-0.76,0.62,0.44,-0.52,0.38,-0.93
 RELÓGIO DE PULSO,2.48,0.78,0.0,0.28,3.07,0.0,-0.72,1.46,0.7,-0.96,1.92,-0.29,0.0,0.6,0.98,-0.72,1.33
 TECIDOS E ARMARINHO,-0.07,1.32,-0.12,-0.56,-0.17,0.0,1.97,-2.46,1.8,1.03,0.47,-1.67,-1.48,-0.13,-1.36,-1.95,0.19
 TECIDOS E ARMARINHO,-0.07,1.32,-0.12,-0.56,-0.17,0.0,1.97,-2.46,1.8,1.03,0.47,-1.67,-1.48,-0.13,-1.36,-1.95,0.19
 TECIDO,-0.07,1.06,-0.34,-0.56,-0.05,0.0,1.97,-2.46,1.8,1.77,0.27,-1.32,-1.48,-0.13,-1.36,-1.95,0.21
 ARTIGOS DE ARMARINHO,0.0,1.77,0.29,0.0,-0.45,0.0,0.0,0.0,0.0,-0.2,1.0,-2.21,0.0,0.0,0.0,0.0,0.08
 TRANSPORTES,-0.68,0.31,-0.27,1.18,0.27,1.48,1.03,2.08,0.18,0.84,-0.4,0.08,0.84,0.65,0.68,1.21,0.34
 TRANSPORTES,-0.68,0.31,-0.27,1.18,0.27,1.48,1.03,2.08,0.18,0.84,-0.4,0.08,0.84,0.65,0.68,1.21,0.34
 TRANSPORTE PÚBLICO,-2.15,-0.15,-6.91,-0.8,-1.86,1.98,-2.65,-0.55,-2.34,-7.16,0.1,-4.06,-2.41,-1.67,-0.73,-1.95,-2.34
 ÔNIBUS URBANO,0.0,0.0,-9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.06
 TÁXI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43
