"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - SETEMBRO DE 2023",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 PEPINO EM CONSERVA,0.0,-0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.97
 SARDINHA EM CONSERVA,-1.44,1.22,-2.41,2.36,-1.72,-1.63,0.06,-1.44,0.36,1.11,0.0,-3.1,0.08,-0.75,-2.84,-2.39,-0.63
 SALSICHA EM CONSERVA,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01
 SOPA DESIDRATADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.69,0.0,0.0,0.0,0.31
 AZEITONA,0.19,-2.7,-0.32,-2.18,0.17,3.23,0.0,-0.34,1.39,-0.37,-0.41,0.62,-1.43,-0.26,0.0,0.0,-0.04
 MILHO-VERDE EM CONSERVA,-2.18,4.3,0.76,-0.73,-0.44,0.0,-0.54,-0.86,1.62,1.88,-1.86,-2.02,-3.32,-0.47,3.1,-0.68,0.44
 ATUM EM CONSERVA,-0.36,1.65,0.0,1.33,-0.37,1.67,0.0,0.0,1.16,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.25
 SAL E CONDIMENTOS,2.73,1.08,2.48,2.69,-0.69,2.0,2.18,3.45,0.82,0.49,2.06,2.62,2.11,0.5,1.19,1.14,1.0
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54
 ATOMATADO,0.56,1.81,0.93,1.78,-0.95,1.51,2.87,0.47,2.58,-1.17,1.92,-0.28,-0.47,2.26,2.12,0.96,0.32
 ALHO,5.24,0.0,6.05,5.82,-1.01,3.81,1.4,6.23,-0.8,0.86,3.43,5.08,6.4,-0.44,1.24,1.27,2.33
 SAL,-1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.02,1.95,1.33,3.16,-1.01
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.26
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87
 FERMENTO,0.0,-0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33,0.0,0.0,0.0,0.0,0.0,0.0,4.86
 MAIONESE,0.72,0.58,2.1,3.52,-2.11,-0.44,5.93,3.65,0.0,-0.74,0.0,0.07,-0.58,0.74,0.0,0.0,-0.22
 VINAGRE,0.0,-0.87,0.0,0.62,0.39,1.42,-0.43,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-1.13,0.03,0.19
 CALDO CONCENTRADO,0.0,1.48,0.0,0.38,0.0,0.0,0.0,2.08,1.62,0.0,1.52,1.38,0.0,0.0,0.0,0.0,1.41
 TEMPERO MISTO,0.0,1.87,-0.39,2.5,1.05,2.3,1.9,2.41,-0.05,1.1,0.3,0.23,1.27,0.49,1.01,1.31,1.06
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.12,-0.13,0.17,0.37,0.4,-0.97,0.03,-0.56,0.11,0.49,-0.5,0.52,0.79,-0.39,-0.09,-0.34,0.12
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.12,-0.13,0.17,0.37,0.4,-0.97,0.03,-0.56,0.11,0.49,-0.5,0.52,0.79,-0.39,-0.09,-0.34,0.12
 REFEIÇÃO,-0.19,-0.13,0.29,0.78,0.33,-1.2,0.0,-0.52,0.41,0.55,-0.62,0.78,1.0,-0.11,0.0,-0.45,0.13
 LANCHE,-0.18,-0.03,-0.08,-0.08,0.61,-0.68,0.1,-0.92,-0.78,0.11,-0.56,-0.02,0.93,-1.03,0.49,-0.14,0.09
 REFRIGERANTE E ÁGUA MINERAL,0.67,-1.91,0.34,-0.51,-0.47,-0.45,-1.44,-0.09,-0.05,-0.19,-0.74,0.7,1.38,0.34,-0.63,-0.54,-0.42
 CAFEZINHO,0.0,0.29,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81
 CERVEJA,1.6,0.42,0.31,-1.19,-0.21,0.59,0.54,-0.4,-0.47,0.64,0.87,1.72,-2.62,0.0,-2.25,-0.87,0.06
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.83,0.68,0.0,1.13,0.0,-0.29
 VINHO,-1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.22
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.96,0.0,0.0,0.0,0.0,0.01,-1.61
 SORVETE,0.0,0.0,0.0,0.0,0.89,0.0,0.0,2.53,5.79,4.45,1.14,0.0,3.36,0.4,0.0,1.35,2.33
 HABITAÇÃO,0.76,0.04,0.14,-0.08,0.54,0.91,1.66,0.68,0.61,0.03,-1.22,0.51,0.72,0.51,3.2,0.17,0.47
 ENCARGOS E MANUTENÇÃO,0.47,-0.23,0.25,-0.04,0.37,0.91,0.19,0.24,0.63,0.16,-0.53,0.64,0.63,0.59,-0.17,0.39,0.29
 ALUGUEL E TAXAS,0.56,-0.26,0.3,0.0,0.48,0.99,0.47,0.41,0.95,0.17,-0.72,0.75,0.78,0.95,-0.18,0.33,0.38
 ALUGUEL RESIDENCIAL,0.9,-1.24,0.18,0.0,0.0,1.04,0.0,0.59,0.5,1.02,-0.73,0.47,1.61,1.34,-0.27,0.13,0.2
 CONDOMÍNIO,0.38,0.96,1.08,0.0,1.49,1.22,1.41,0.44,2.3,-1.46,-1.98,1.9,0.26,0.0,-0.61,1.08,0.99
 TAXA DE ÁGUA E ESGOTO,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.02
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.36,0.0,0.0,0.0,-1.36
 REPAROS,0.16,0.25,0.69,0.33,0.47,0.66,-0.52,0.15,-0.52,0.28,0.3,0.77,0.15,0.6,0.23,0.8,0.32
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,-0.31,0.0,0.0,0.0,-1.95,0.0,0.0,0.71,0.0,0.0,-0.71
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,1.64,0.0,1.23
 VIDRO,0.0,0.0,0.0,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13
 TINTA,0.24,0.5,0.99,0.43,0.96,0.2,0.13,-1.8,-1.04,-1.16,-0.68,0.2,0.13,-0.18,-0.98,1.51,0.34
 REVESTIMENTO DE PISO E PAREDE,-0.07,-0.8,0.37,0.82,0.43,0.0,-3.54,0.42,-2.23,1.9,1.05,1.8,0.0,1.98,0.47,0.78,0.17
 MADEIRA E TACO,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,1.36,-0.54,0.0,0.33
 CIMENTO,0.0,0.0,0.0,0.81,0.0,0.0,0.64,-0.03,-2.04,0.0,0.0,-0.81,-2.77,-1.23,-1.3,0.0,-0.53
 TIJOLO,-1.39,0.0,0.0,0.0,0.0,0.0,-1.14,0.0,0.0,0.0,1.11,-1.31,0.0,-0.63,0.82,0.0,-0.74
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,-2.32,0.0,0.0,0.0,-1.53,0.0,0.0,0.0,-0.56,0.0,0.0,0.0,-2.19
 MÃO DE OBRA,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
 AREIA,-1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,1.76,0.0,-0.12
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,2.21
 TELHA,0.0,0.75,0.61,-3.59,0.0,0.0,-0.31,0.0,0.0,0.88,0.0,0.0,0.0,0.0,-0.53,0.0,0.19
 ARTIGOS DE LIMPEZA,-0.08,-0.8,-0.64,-0.74,-1.05,-0.14,-0.17,-1.07,-0.24,-0.11,0.3,-0.96,-0.02,-0.31,-0.96,0.23,-0.61
 SACO PARA LIXO,0.0,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.65,0.0,0.0,0.0,2.6
 ÁGUA SANITÁRIA,-1.96,0.65,0.98,1.06,-0.52,-0.22,-0.48,-1.89,-0.51,0.0,0.11,0.0,-0.9,-0.92,0.66,0.06,-0.26
 DETERGENTE,-1.06,-2.98,-1.21,0.76,-2.53,0.55,0.9,-0.37,0.56,0.99,-0.67,-2.58,-0.48,-2.09,0.0,-0.12,-1.47
 SABÃO EM PÓ,1.46,-3.52,-1.01,-2.72,-1.55,-0.55,-1.07,-2.07,-0.28,-1.38,0.27,0.22,0.23,-0.22,-1.53,1.64,-1.05
 DESINFETANTE,1.24,1.37,1.05,2.32,-0.96,1.31,-0.41,-0.59,-0.81,-1.94,0.17,-0.51,0.0,0.0,0.31,0.0,-0.04
 SABÃO EM BARRA,-2.82,0.0,-2.4,-1.64,0.0,0.0,1.68,0.91,-2.51,0.0,0.0,-2.59,-1.67,0.84,-2.1,-0.78,-1.34
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,-1.57,0.0,0.0,0.0,0.0,0.81
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,-0.89,0.0,0.0,0.0,0.0,0.0,-0.04,-0.13
 LIMPADOR MULTIUSO,0.0,-0.55,0.0,0.0,-0.85,-1.52,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,-0.55
 PAPEL TOALHA,-0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32
 AMACIANTE E ALVEJANTE,-0.94,1.35,-0.18,-1.09,0.97,-0.6,-0.53,-1.09,0.49,1.25,0.94,-1.16,1.02,-0.34,0.63,-1.76,0.5
 COMBUSTÍVEIS E ENERGIA,1.19,0.5,-0.01,-0.13,0.96,0.9,2.79,1.37,0.58,-0.23,-2.47,0.31,0.82,0.46,6.18,-0.2,0.79
 COMBUSTÍVEIS (DOMÉSTICOS),1.19,0.7,-2.42,0.9,0.13,1.23,2.07,1.29,1.16,-0.34,-1.05,-0.84,3.46,1.9,-2.11,0.0,0.24
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,-0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.75,0.0,-1.66
 GÁS DE BOTIJÃO,1.88,0.7,-2.42,0.9,0.17,1.23,2.17,1.29,1.16,-0.32,-1.05,-0.84,3.46,1.9,-2.07,0.0,0.3
 GÁS ENCANADO,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,-0.1
 ENERGIA ELÉTRICA RESIDENCIAL,1.19,0.43,0.87,-0.53,1.25,0.82,3.0,1.4,0.33,-0.17,-2.97,0.65,0.0,0.0,10.74,-0.29,0.99
 ENERGIA ELÉTRICA RESIDENCIAL,1.19,0.43,0.87,-0.53,1.25,0.82,3.0,1.4,0.33,-0.17,-2.97,0.65,0.0,0.0,10.74,-0.29,0.99
 ARTIGOS DE RESIDÊNCIA,-0.21,-0.8,-0.48,-0.28,-0.59,-0.84,-0.4,-0.39,-0.87,-0.72,-1.01,-0.49,-0.59,0.17,0.1,-0.45,-0.58
 MÓVEIS E UTENSÍLIOS,-0.62,-0.83,-0.07,-0.2,-0.88,-1.18,0.22,0.25,-0.24,-0.21,-0.8,-0.92,-0.28,0.03,-0.11,-0.55,-0.54
 MOBILIÁRIO,-0.79,-0.9,0.4,-0.05,-0.65,-1.51,1.09,0.64,-0.23,-0.16,-1.18,-0.21,0.46,0.31,0.6,-0.13,-0.38
 MÓVEL PARA SALA,-0.43,-0.65,1.43,-0.99,1.1,-2.5,0.12,1.97,1.98,0.72,-0.7,0.49,-1.12,-0.96,0.34,-1.37,0.46
 MÓVEL PARA QUARTO,-0.66,-1.31,-0.13,0.37,-1.91,-1.4,1.74,0.03,-1.03,-1.31,-1.39,-1.1,1.68,1.06,0.84,0.09,-0.94
 MÓVEL PARA COPA E COZINHA,-2.05,-0.58,0.71,-0.22,-0.92,0.89,1.37,1.37,-1.13,0.76,-0.99,1.09,0.55,-0.44,0.33,0.96,-0.31
 MÓVEL INFANTIL,0.0,0.0,0.0,0.45,0.0,0.0,0.0,-1.54,-1.74,0.16,-2.7,0.0,-2.84,-0.33,-0.34,-0.86,-0.99
 COLCHÃO,0.0,-1.32,-1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.59
 UTENSÍLIOS E ENFEITES,0.17,-1.08,-1.1,-0.97,-1.51,-0.34,-0.2,-1.21,-0.13,-0.12,0.67,-2.06,-1.4,0.32,-1.24,-0.57,-0.81
 ARTIGOS DE ILUMINAÇÃO,-1.87,-2.37,-2.0,-0.89,-0.91,-2.62,2.06,-1.55,-2.01,-2.78,0.0,0.0,-2.54,0.0,-1.12,0.41,-1.55
 TAPETE,0.84,0.57,0.0,0.0,0.4,-2.0,0.41,0.0,2.36,0.38,0.44,-2.53,-2.75,0.0,0.0,0.0,0.41
 CORTINA,-0.12,-2.09,-1.91,-2.86,-1.91,-0.41,0.0,-0.67,-1.54,-0.02,2.68,-1.09,0.0,0.0,0.0,0.0,-1.18
 UTENSÍLIOS DE METAL,0.95,-0.04,-0.37,-2.09,-2.8,0.28,-2.68,-2.11,0.67,0.43,0.7,-2.28,-1.22,-0.07,-0.89,-0.61,-1.04
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,-1.56,2.12,0.19,0.99,1.81,0.18,-0.51,0.12,0.0,-2.7,0.05,2.03,-2.55,-1.33,0.0
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,-0.41,0.0,0.0,0.0,-2.39,0.0,0.0,0.0,-0.87,-0.6,-1.14
 FLORES NATURAIS,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,0.03,1.33,0.0,0.0,0.0,-1.11,0.0,0.0,1.42,-2.16,0.21,-0.21,0.0,0.0,0.21
" CAMA, MESA E BANHO",-2.06,0.04,-0.55,0.43,-1.16,-0.84,-2.7,-0.22,-0.45,-0.67,-2.91,-2.18,-1.58,-2.37,-2.21,-2.85,-0.97
 ROUPA DE CAMA,-2.06,0.04,-0.55,0.74,-1.16,-0.84,-2.7,0.74,-0.45,-0.67,-2.91,-2.18,-2.59,-2.63,-2.21,-2.85,-0.97
 ROUPA DE BANHO,0.0,0.0,0.0,-0.33,0.0,0.0,0.0,-2.37,0.0,0.0,0.0,0.0,0.91,-1.46,0.0,0.0,-0.84
 APARELHOS ELETROELETRÔNICOS,-0.1,-0.82,-0.99,-0.57,-0.51,-0.71,-1.13,-1.39,-1.76,-1.44,-0.98,-0.26,-1.07,0.26,0.43,-0.55,-0.78
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-0.64,-0.62,-1.12,-0.35,-1.18,-1.84,-1.1,-0.7,-1.68,-1.7,-1.08,-0.92,-1.76,0.12,0.99,-0.5,-1.06
 REFRIGERADOR,0.8,-0.95,-0.89,-1.68,-2.36,-2.44,-0.11,-1.14,-2.61,-1.91,-0.24,-0.68,-2.57,1.1,1.27,-2.37,-1.39
 AR-CONDICIONADO,-1.69,1.68,0.0,2.81,5.16,-1.28,1.23,0.11,-1.44,-0.02,0.46,-0.11,0.52,-0.84,0.0,3.55,1.43
 MÁQUINA DE LAVAR ROUPA,-2.44,-1.65,-1.11,1.65,-2.34,-1.36,-2.48,-0.41,-2.07,-2.39,-3.32,-1.89,-2.99,-1.93,1.27,-1.45,-1.92
 VENTILADOR,0.0,0.0,0.0,0.4,0.0,0.0,-1.18,-1.93,0.0,0.0,0.0,0.0,0.37,0.12,1.8,1.4,-0.14
 FOGÃO,-0.77,-0.14,-2.2,-2.37,-0.13,-1.69,-2.15,0.08,0.4,-1.26,-1.69,-0.29,-0.79,0.37,-0.36,0.1,-0.73
 CHUVEIRO ELÉTRICO,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94
" TV, SOM E INFORMÁTICA",0.59,-1.17,-0.82,-0.85,0.42,0.68,-1.17,-2.24,-1.9,-1.05,-0.8,0.81,0.27,0.6,-0.37,-0.62,-0.39
 TELEVISOR,-0.17,-0.59,-0.22,-1.65,0.63,0.87,-1.32,-2.85,-3.34,-2.9,-2.33,0.37,0.64,1.98,-0.45,-2.57,-0.63
 APARELHO DE SOM,0.0,0.0,0.0,-0.85,0.0,0.0,0.0,0.0,-0.74,0.0,0.0,0.0,0.0,0.0,-0.37,1.57,-0.52
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99
 COMPUTADOR PESSOAL,1.99,-2.32,-1.77,-0.24,0.07,0.51,-0.92,-1.41,0.64,1.74,1.08,1.59,-0.39,-2.18,-0.08,1.8,0.0
 CONSERTOS E MANUTENÇÃO,1.31,-0.41,-0.55,0.84,0.64,0.74,0.6,1.09,1.04,-0.43,-1.9,0.73,-0.06,0.47,-0.38,0.63,0.25
 CONSERTOS E MANUTENÇÃO,1.31,-0.41,-0.55,0.84,0.64,0.74,0.6,1.09,1.04,-0.43,-1.9,0.73,-0.06,0.47,-0.38,0.63,0.25
 CONSERTO DE REFRIGERADOR,0.0,-2.45,0.0,2.7,0.0,0.0,-3.53,0.0,1.97,0.0,-2.28,0.0,0.0,0.0,-2.84,0.0,-1.33
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,-0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.85
 REFORMA DE ESTOFADO,0.0,3.0,0.22,-2.0,-0.29,0.0,0.0,-0.69,2.55,0.0,0.0,-1.37,1.86,0.0,0.0,-1.39,0.15
 CONSERTO DE APARELHO CELULAR,0.0,-1.43,-2.97,1.06,1.58,0.0,1.76,1.6,-0.48,0.68,-1.72,0.69,-1.59,-0.45,-0.63,0.4,-0.17
 CONSERTO DE BICICLETA,1.54,0.79,0.59,1.78,0.71,1.84,0.85,1.5,0.89,-0.7,-1.78,0.95,0.47,0.9,1.35,2.26,0.55
 VESTUÁRIO,-0.39,-0.2,0.45,0.21,0.78,0.21,0.64,0.48,0.32,0.15,-0.01,1.63,0.57,1.99,0.08,0.23,0.38
 ROUPAS,-0.7,-0.36,0.64,0.8,0.78,0.35,0.99,0.82,0.45,0.18,0.36,1.68,0.65,2.1,-0.12,0.47,0.45
 ROUPA MASCULINA,-1.05,0.17,1.27,1.46,0.79,0.52,0.96,-0.3,0.5,-0.19,0.42,2.76,1.0,2.47,-0.56,0.11,0.52
 CALÇA COMPRIDA MASCULINA,-2.68,0.12,1.87,2.57,0.98,-1.78,1.96,-1.23,-0.24,-1.42,-0.29,2.8,0.34,2.63,-2.11,-1.22,0.36
 AGASALHO MASCULINO,0.0,-2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.21,0.0,0.0,0.0,0.0,0.0,0.0,-2.59
 BERMUDA/SHORT MASCULINO,0.11,2.42,0.9,-0.59,0.15,-0.8,3.53,2.53,0.51,1.18,1.53,2.62,1.65,2.38,2.46,0.48,1.01
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,-1.23,2.01,0.0,0.8
 CAMISA/CAMISETA MASCULINA,-0.93,0.67,1.05,1.7,0.82,1.87,-0.58,-1.14,0.83,0.6,0.47,2.79,1.22,2.8,-2.1,0.51,0.57
 ROUPA FEMININA,-0.51,-1.14,0.09,0.39,0.66,0.06,1.88,1.21,0.15,0.43,0.01,1.36,0.52,1.58,0.67,0.41,0.31
 CALÇA COMPRIDA FEMININA,1.8,-2.49,0.6,-0.05,1.4,0.75,2.19,1.11,1.9,1.82,-1.74,-0.45,1.78,1.79,2.64,0.99,0.69
 AGASALHO FEMININO,0.0,-2.53,-0.85,0.0,0.0,0.0,0.0,0.0,0.0,-2.54,0.0,0.0,0.52,0.0,0.0,0.0,-1.95
 SAIA,0.0,0.0,0.0,2.01,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,3.34,3.24,0.32,2.21
 VESTIDO,-1.57,-2.92,-1.46,-2.24,1.45,1.04,0.55,1.33,-3.49,0.35,0.33,2.13,1.83,1.42,-1.88,-0.2,-0.2
 BLUSA,-1.02,1.18,0.49,1.66,0.35,-0.88,2.13,1.84,2.34,0.06,1.39,1.36,-0.89,1.94,2.34,0.7,0.58
 LINGERIE,0.0,-0.67,0.89,0.2,-1.87,0.0,1.79,1.52,-0.59,-0.65,-0.23,0.0,-2.27,-0.73,0.41,0.43,-0.63
 BERMUDA/SHORT FEMININO,-0.38,0.0,0.77,1.41,0.0,0.0,3.68,-0.69,0.64,2.32,-0.57,3.26,2.46,1.79,-1.47,-0.25,0.84
 ROUPA INFANTIL,-0.37,0.54,0.79,0.39,1.03,0.72,-0.86,2.47,0.96,0.28,0.96,0.38,0.34,2.37,-0.83,1.4,0.65
 UNIFORME ESCOLAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CALÇA COMPRIDA INFANTIL,0.0,2.87,-0.48,0.0,0.56,-2.84,0.0,0.0,-0.13,-1.71,-0.38,0.0,0.58,2.25,-2.49,0.0,0.15
 AGASALHO INFANTIL,0.0,-2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.95
 VESTIDO INFANTIL,-3.23,2.54,2.23,1.27,0.0,-0.56,-0.34,2.43,0.16,0.0,1.75,1.47,1.91,1.86,1.77,1.98,0.92
 BERMUDA/SHORT INFANTIL,0.3,0.0,0.0,-0.46,1.48,0.0,1.0,3.47,0.91,0.0,0.0,-0.71,-0.28,2.8,-1.68,2.23,0.92
 CAMISA/CAMISETA INFANTIL,-0.66,-1.02,1.84,0.98,1.91,2.34,-2.79,2.63,1.08,-0.14,1.15,1.12,0.06,1.45,-1.99,1.31,0.84
 CONJUNTO INFANTIL,0.76,2.56,0.23,-0.07,0.57,3.0,-0.99,3.2,2.22,3.03,2.25,-0.36,0.37,3.63,-1.02,2.1,1.11
 CALÇADOS E ACESSÓRIOS,0.5,0.2,-0.16,-1.01,0.83,-0.28,-0.16,-0.51,-0.15,0.34,-1.08,1.72,1.02,1.97,0.45,-0.15,0.22
 CALÇADOS E ACESSÓRIOS,0.5,0.2,-0.16,-1.01,0.83,-0.28,-0.16,-0.51,-0.15,0.34,-1.08,1.72,1.02,1.97,0.45,-0.15,0.22
 SAPATO MASCULINO,0.56,0.9,-0.15,-0.15,0.54,-0.99,0.56,-0.87,-1.07,1.12,0.25,2.01,-2.81,2.07,2.02,-1.25,0.27
 SAPATO FEMININO,-0.3,-1.05,-0.82,-1.39,0.37,-0.02,-1.34,-1.14,0.01,1.72,-0.96,0.54,1.88,2.46,-1.94,-1.51,-0.13
 SAPATO INFANTIL,0.0,0.0,0.0,0.88,0.0,0.0,-0.61,0.0,0.98,-1.91,0.24,0.0,0.15,1.15,2.28,-0.25,-0.12
 BOLSA,2.35,1.92,1.55,-1.16,0.0,-0.01,2.62,-0.04,3.76,3.3,-1.82,0.0,1.22,1.86,3.03,-1.92,1.59
 MOCHILA,0.0,0.0,0.0,-2.68,0.0,0.0,-0.32,-1.65,0.0,0.0,0.0,0.0,0.0,1.6,-0.44,0.0,-1.22
 TÊNIS,-0.02,0.1,-0.43,-1.7,1.09,0.2,-0.3,0.99,-2.55,-0.2,-2.87,2.37,1.67,1.38,0.51,0.98,0.14
 SANDÁLIA/CHINELO,2.14,2.38,0.55,-0.83,0.95,-1.72,-1.55,-0.95,2.36,-2.39,0.53,1.23,2.53,2.41,0.33,0.9,0.57
 JOIAS E BIJUTERIAS,-1.2,0.04,0.98,-0.63,0.8,0.44,1.42,1.15,1.79,-1.29,0.26,0.86,-1.37,1.41,1.32,-0.48,0.34
 JOIAS E BIJUTERIAS,-1.2,0.04,0.98,-0.63,0.8,0.44,1.42,1.15,1.79,-1.29,0.26,0.86,-1.37,1.41,1.32,-0.48,0.34
 BIJUTERIA,0.0,0.0,0.24,0.0,0.0,-1.88,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,-3.24,0.17
 JOIA,-0.74,0.61,1.31,-0.93,1.53,1.39,1.71,0.87,0.0,-1.44,0.46,0.77,-1.37,1.12,1.78,2.29,0.67
 RELÓGIO DE PULSO,-2.13,-1.35,0.0,-0.2,-1.56,0.0,0.75,1.67,1.63,-0.83,-0.68,1.05,0.0,1.59,-0.02,-1.38,-0.59
 TECIDOS E ARMARINHO,-2.05,-1.61,0.39,1.72,-1.04,-0.25,-2.03,1.68,-0.1,-0.72,0.56,-1.2,1.64,-2.85,-0.91,-2.95,-0.51
 TECIDOS E ARMARINHO,-2.05,-1.61,0.39,1.72,-1.04,-0.25,-2.03,1.68,-0.1,-0.72,0.56,-1.2,1.64,-2.85,-0.91,-2.95,-0.51
 TECIDO,-2.05,-2.98,0.7,1.72,-1.64,-0.25,-2.03,1.68,-0.1,-1.79,1.0,-1.47,1.64,-2.85,-0.91,-2.95,-0.69
 ARTIGOS DE ARMARINHO,0.0,0.74,-0.16,0.0,0.36,0.0,0.0,0.0,0.0,1.07,-0.55,-0.77,0.0,0.0,0.0,0.0,0.38
 TRANSPORTES,0.81,1.65,1.32,1.28,1.7,1.21,1.91,0.85,0.86,1.34,1.3,1.43,1.96,1.02,1.3,1.21,1.4
 TRANSPORTES,0.81,1.65,1.32,1.28,1.7,1.21,1.91,0.85,0.86,1.34,1.3,1.43,1.96,1.02,1.3,1.21,1.4
 TRANSPORTE PÚBLICO,0.94,5.77,1.91,2.04,4.03,2.15,2.32,1.23,1.46,4.5,4.58,3.73,2.22,1.32,0.51,1.83,2.89
 ÔNIBUS URBANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TÁXI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
