"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JANEIRO DE 2023",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.04,0.57,0.27,0.57,0.86,0.54,0.21,0.86,0.93,-0.02,0.3,1.23,0.44,1.3,1.11,1.02,0.57
 REFEIÇÃO,0.05,0.14,0.29,0.21,0.62,0.99,0.05,1.42,0.61,-0.79,0.19,0.85,0.24,1.04,1.13,0.82,0.38
 LANCHE,0.38,1.3,0.47,1.37,1.74,-0.47,0.44,-0.77,0.69,1.23,0.32,1.72,1.05,1.83,0.83,1.89,1.04
 REFRIGERANTE E ÁGUA MINERAL,-1.11,2.06,0.74,-0.93,0.67,-0.84,0.81,1.92,0.28,2.94,0.85,1.54,-1.34,0.82,2.32,0.3,0.81
 CAFEZINHO,       -,1,       -,       -,1.39,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.29
 CERVEJA,0.24,2.53,-1.6,1.08,-1.68,0.65,0.43,1.99,4.01,2.01,0.68,1.76,-1.02,1.38,1.47,-0.22,0.43
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,0.62,       -,       -,       -,       -,       -,       -,       -,-0.07,0.68,       -,0.42,       -,0.44
 VINHO,-5.62,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-5.62
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.04,       -,       -,       -,       -,1.47,1.12
 SORVETE,       -,       -,       -,       -,-1.15,       -,       -,0.3,-0.87,-3.47,0.12,       -,1.39,0.24,       -,0.57,-1.25
 HABITAÇÃO,-0.58,0.21,1.77,-0.21,0.46,-0.39,-0.23,-0.7,1.73,0.51,-0.4,0.65,2.14,1.85,-2.23,-0.42,0.33
 ENCARGOS E MANUTENÇÃO,-0.47,0.74,2.64,0.33,0.44,0.81,0.12,-0.14,-0.29,0.72,0.61,0.7,2.95,-0.22,0.25,-0.02,0.54
 ALUGUEL E TAXAS,-0.68,0.87,3.38,0.42,0.37,0.79,-0.09,-0.3,-0.47,0.94,0.61,0.79,3.75,-0.13,0.14,-0.14,0.57
 ALUGUEL RESIDENCIAL,-0.33,1.8,0.4,0.28,-0.92,-0.98,0.99,-0.59,1.14,2.74,0.65,0.52,2.5,-0.2,0.19,-0.14,0.02
 CONDOMÍNIO,-1.4,0.62,0.81,1.09,2.59,-0.43,-1.5,0.18,-2.99,-1.41,1.57,2.16,-0.22,0.14,1.27,-0.28,0.82
 TAXA DE ÁGUA E ESGOTO,0,0,12.73,0,0,8.29,0,0,0,0,0,0,5.56,0,0,0,1.44
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.48,       -,       -,       -,-2.48
 REPAROS,0.9,-0.59,-0.27,0.1,0.74,0.78,0.87,0.13,0.32,0.23,0.29,0.21,0.07,-0.13,0.11,-0.18,0.42
 FERRAGENS,       -,       -,       -,       -,       -,       -,-0.02,       -,       -,       -,-1.41,       -,       -,1.74,       -,       -,-0.33
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,0.88,       -,       -,       -,-1.66,       -,       -,       -,       -,-3.09,       -,-0.79
 VIDRO,       -,       -,       -,       -,       -,0.78,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.78
 TINTA,1.71,-1.39,-1.02,2.96,0.98,1.59,1.12,0.39,0.81,2.39,-0.37,0.68,0.38,-1.57,-0.06,-0.26,0.81
 REVESTIMENTO DE PISO E PAREDE,0.09,-1.33,-1.29,-1.96,1.87,       -,1.29,-0.67,0.66,-2.84,1.41,0.4,       -,-0.63,0.04,-0.8,0.4
 MADEIRA E TACO,       -,1.05,       -,       -,       -,       -,       -,0.5,       -,       -,       -,       -,       -,-2.74,-0.86,       -,0.47
 CIMENTO,       -,       -,       -,1.94,       -,       -,0.68,0.92,-0.23,       -,       -,-0.52,0.64,-0.33,-1.44,       -,0.2
 TIJOLO,1.97,       -,       -,       -,       -,       -,1.05,       -,       -,       -,0.37,-1.64,       -,1.25,2.01,       -,1.25
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,-0.82,       -,       -,       -,-1.32,       -,       -,       -,-2.83,       -,       -,       -,-0.93
 MÃO DE OBRA,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
 AREIA,1.71,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.11,       -,       -,       -,0.13,       -,1.15
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.13,       -,       -,-0.13
 TELHA,       -,-1.26,0.35,-1.13,       -,       -,2.5,       -,       -,-0.46,       -,       -,       -,       -,2.24,       -,-0.02
 ARTIGOS DE LIMPEZA,-0.51,1.99,0.14,-0.03,0.65,1.23,-0.15,0.83,0.21,-0.41,0.89,0.78,0.11,-0.62,0.9,1.04,0.48
 SACO PARA LIXO,       -,0.3,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.27,       -,       -,       -,0.18
 ÁGUA SANITÁRIA,0.93,-1.31,1.99,0.31,-0.32,0.94,-0.12,-0.22,0.93,       -,-0.01,       -,-0.15,2.76,-2.59,1.3,0.06
 DETERGENTE,-1.41,1.52,-1.02,0.08,0.66,1.84,2.54,1.52,-1.31,-0.23,2.18,0.58,0.62,-1.57,       -,-0.23,0.35
 SABÃO EM PÓ,0.87,2.79,1.15,1.03,-0.19,2.89,-0.22,1.56,0.82,-0.21,0.45,1.86,-0.26,-0.76,2.27,2.15,0.6
 DESINFETANTE,-0.81,1.43,0.71,-0.01,2.16,1.65,1.25,0.65,0.15,2.08,1.26,-0.35,       -,       -,-0.36,       -,1.09
 SABÃO EM BARRA,-2.99,       -,1.12,-2.99,       -,       -,-0.31,-1.1,2.66,       -,       -,1.56,-0.27,-2.24,1.77,-2.65,-0.4
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.17,       -,1.1,       -,       -,       -,       -,-0.01
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,-0.58,       -,       -,       -,-0.04,       -,       -,       -,       -,       -,2.76,0.29
 LIMPADOR MULTIUSO,       -,2.77,       -,       -,1.29,-2.07,       -,       -,       -,1.3,       -,       -,       -,       -,       -,       -,1.29
 PAPEL TOALHA,-2.03,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.03
 AMACIANTE E ALVEJANTE,-1.11,2.85,-1.59,-0.08,1.55,0.8,-2.61,0.93,-0.59,-2.02,1.13,-0.27,0.69,0.16,-1.38,2.18,0.5
 COMBUSTÍVEIS E ENERGIA,-0.75,-0.75,0.32,-0.92,0.49,-3.45,-0.5,-1.51,4.46,0.07,-2.07,0.55,1.21,3.19,-4.29,-1.09,-0.05
 COMBUSTÍVEIS (DOMÉSTICOS),1.96,-2.34,0.27,-1.16,0.17,1.83,-1.25,-2.05,-2.21,-0.87,0.1,-1.1,0.25,-2.9,-7.06,-3.28,-0.64
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,-1.25,       -,       -,       -,       -,       -,       -,       -,-1.9,       -,-1.56
 GÁS DE BOTIJÃO,-0.84,-2.34,0.27,-1.16,-0.62,1.83,-1.25,-2.05,-2.21,-1.05,0.1,-1.1,0.25,-2.9,-7.37,-3.28,-1.19
 GÁS ENCANADO,7.92,       -,       -,       -,3,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,4.1
 ENERGIA ELÉTRICA RESIDENCIAL,-1.57,-0.13,0.35,-0.81,0.61,-4.76,-0.25,-1.27,8.07,0.6,-2.86,1.16,1.56,5.59,-2.41,-0.03,0.19
 ENERGIA ELÉTRICA RESIDENCIAL,-1.57,-0.13,0.35,-0.81,0.61,-4.76,-0.25,-1.27,8.07,0.6,-2.86,1.16,1.56,5.59,-2.41,-0.03,0.19
 ARTIGOS DE RESIDÊNCIA,1.3,0.6,0.62,-0.45,1.1,0.48,0.19,1.17,-0.39,0.32,0.64,1.74,0.96,-0.71,1.07,-0.34,0.7
 MÓVEIS E UTENSÍLIOS,0.9,0.7,0.67,-0.95,1.48,-0.13,-0.51,2.25,-0.8,0.61,-0.09,1.47,1.64,-0.02,0.64,-0.5,0.74
 MOBILIÁRIO,0.71,0.38,1.09,-1.46,1.85,0.57,-1.49,2.71,-1.47,0.59,0.16,1.95,1.16,0.27,0.91,-0.74,0.86
 MÓVEL PARA SALA,1.57,1.39,1.07,-0.36,2.23,1.95,0.37,2.47,1.14,0.56,1.26,2.36,1.22,0.91,2.01,-2.8,1.55
 MÓVEL PARA QUARTO,0.33,-0.61,1.04,-2.57,1.29,-0.39,-2.91,3.32,-3.5,-0.58,-1.49,2.09,0.13,-0.06,0.14,-0.64,0.16
 MÓVEL PARA COPA E COZINHA,-0.39,1.05,1.91,0.01,2.55,0.4,-1.42,1.18,-0.82,2.86,2,1.12,2.65,0.5,2.38,1.36,1.55
 MÓVEL INFANTIL,       -,       -,       -,0.51,       -,       -,       -,1.85,-0.24,0.36,-0.94,       -,2.89,0.39,0.98,-0.42,0.39
 COLCHÃO,       -,-2.27,-0.68,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.47
 UTENSÍLIOS E ENFEITES,1.3,0.48,-0.15,0.26,-0.07,-1.23,1.03,0.17,-1.3,0.35,-0.65,0.22,2.33,-0.25,-0.31,-0.28,0.07
 ARTIGOS DE ILUMINAÇÃO,2.27,0.98,1.15,1.21,-2.32,-0.51,-1.38,-0.31,-2.89,0.4,       -,       -,2.92,       -,-3.54,-2.32,-0.51
 TAPETE,-1.43,-0.46,       -,       -,3.97,0.28,1.2,       -,1.55,-0.79,-0.61,1.94,0.32,       -,       -,       -,1.2
 CORTINA,1.81,0.02,0.11,1.19,-3.42,-2.52,       -,-1.07,-1.57,-1.13,-0.16,2.84,       -,       -,       -,       -,-1.07
 UTENSÍLIOS DE METAL,1.95,1.96,-1.38,-0.69,0.06,-1.82,0.77,1.75,-1.47,1.34,-1.87,-1.96,3.02,-0.61,1.33,-0.41,0.15
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,1.32,-0.44,2.78,0.51,3.69,-0.08,-1.47,1.69,       -,-2.63,2.01,0.35,1.53,0.97,1.53
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,1.02,       -,       -,       -,-0.91,       -,       -,       -,-2.37,1.09,-0.06
 FLORES NATURAIS,       -,-1.21,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.21
 UTENSÍLIOS PARA BEBÊ,       -,       -,-0.34,1.52,       -,       -,       -,-0.94,       -,       -,1.35,-0.34,1.37,0.91,       -,       -,0.39
" CAMA, MESA E BANHO",1.17,2.81,0.05,-0.08,2.65,-1.96,0.23,2.41,2.66,1.35,0.17,1.6,2.57,-1.01,0.81,0.34,1.54
 ROUPA DE CAMA,1.17,2.81,0.05,-0.45,2.65,-1.96,0.23,3.09,2.66,1.35,0.17,1.6,2.51,-1.55,0.81,0.34,1.55
 ROUPA DE BANHO,       -,       -,       -,0.92,       -,       -,       -,0.8,       -,       -,       -,       -,2.75,0.96,       -,       -,1.28
 APARELHOS ELETROELETRÔNICOS,1.84,0.64,0.26,0.13,0.78,1.13,0.64,0.27,0.23,-0.23,0.98,2.37,0.26,-1.2,1.66,-0.15,0.67
 ELETRODOMÉSTICOS E EQUIPAMENTOS,2.14,0.01,1.55,0.44,1.51,1.59,0.68,-0.07,0.5,0.67,2.45,2.87,0.15,-0.38,2.45,0.06,1.16
 REFRIGERADOR,1.81,-0.95,1.27,-0.04,2.06,1.03,0.57,-1.14,-0.6,-0.09,2.47,2.57,0.45,-0.23,2.35,-0.15,0.97
 AR-CONDICIONADO,2.86,1.83,       -,2.74,1.34,3.13,1.95,1.44,-0.38,0.22,0.27,1.7,1.06,-3.19,       -,2.74,1.37
 MÁQUINA DE LAVAR ROUPA,2,1.19,1.9,0.27,2.97,1.95,1.18,1.93,4.05,1.51,3.83,3.58,1.74,0.51,3.74,0.13,2.28
 VENTILADOR,       -,       -,       -,1.52,       -,       -,0.35,-1.15,       -,       -,       -,       -,-0.47,2.31,2.1,-0.16,0.63
 FOGÃO,2.49,-1.8,1.82,-0.64,-1.5,1.04,-0.47,-0.01,-0.01,1,2.28,3.13,-3.11,0.26,1.79,-2.13,-0.03
 CHUVEIRO ELÉTRICO,       -,       -,0.84,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.84
" TV, SOM E INFORMÁTICA",1.5,1.7,-1.42,-0.24,-0.11,0.6,0.59,0.68,-0.17,-1.47,-1.42,1.64,0.45,-3.02,0.62,-0.4,0.01
 TELEVISOR,1.61,2.31,-2.65,-2.88,-0.08,0.15,0.34,0.19,-0.74,-0.47,-0.3,1.96,-0.14,-3.94,0.09,0.37,-0.07
 APARELHO DE SOM,       -,       -,       -,-0.24,       -,       -,       -,       -,1.42,       -,       -,       -,       -,       -,0.62,-1.34,0.58
 VIDEOGAME (CONSOLE),       -,       -,       -,3.07,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.07
 COMPUTADOR PESSOAL,1.29,0.44,0.62,2.63,-0.17,1.05,1.05,1.39,0.57,-2.9,-2.91,1.03,1.55,-1.01,2.89,-1.45,0.11
 CONSERTOS E MANUTENÇÃO,0.16,-0.68,2.2,-0.65,0.62,1.46,0.66,-0.81,-1.93,1.25,2.1,0.23,0.62,-1.26,0.25,-0.2,0.6
 CONSERTOS E MANUTENÇÃO,0.16,-0.68,2.2,-0.65,0.62,1.46,0.66,-0.81,-1.93,1.25,2.1,0.23,0.62,-1.26,0.25,-0.2,0.6
 CONSERTO DE REFRIGERADOR,       -,0.27,       -,-0.38,       -,       -,-0.28,       -,2.26,       -,-1.16,       -,       -,       -,-1.87,       -,-0.28
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,1.46,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.46
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,0.01,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.01
 REFORMA DE ESTOFADO,1.27,-0.81,0.27,-0.02,-0.03,0,       -,1.53,-1.3,       -,       -,0,-1.29,-2.06,       -,-1.26,-0.03
 CONSERTO DE APARELHO CELULAR,       -,-2.35,1.98,-0.19,1.26,2.03,2.15,-3.67,-7.23,-3.22,4.79,3.17,0.42,0.97,0.98,-0.2,-0.2
 CONSERTO DE BICICLETA,-0.04,0.31,2.98,-1.66,0.67,2.96,-0.39,0.01,1.57,2.42,2.8,-0.14,1.42,-1.86,1.03,0.56,1.07
 VESTUÁRIO,-0.8,-0.08,-0.91,-0.52,0.08,-0.94,0.33,-0.19,0.06,-0.44,-0.41,0.14,-0.66,1.11,-0.86,-0.79,-0.27
 ROUPAS,-1.08,-0.26,-1.04,-1.25,-0.6,-1.47,0.13,-1,-0.43,-0.71,-0.41,0.01,-1.23,1.04,-1.19,-1.13,-0.69
 ROUPA MASCULINA,0.58,-0.72,-1.25,-1.9,0.66,-1.67,0.91,0.49,0.9,-0.88,-0.37,0.59,-1.74,1.28,-1.91,0.43,-0.11
 CALÇA COMPRIDA MASCULINA,0.48,-2.59,-2.62,-1.92,1.59,-2.98,0.66,0.32,0.04,-2.85,-1.41,0.61,-1.67,1.41,-1.57,1.26,-0.54
 AGASALHO MASCULINO,       -,-0.72,       -,       -,       -,       -,       -,       -,       -,1.93,       -,       -,       -,       -,       -,       -,0.21
 BERMUDA/SHORT MASCULINO,0.63,0.37,-1.1,0.43,-3.35,0.43,0.31,-1.19,-0.11,-1.89,-1.88,0.98,-2.1,2.51,-3.34,0,-1.12
 CUECA,       -,       -,       -,       -,       -,       -,-1.01,       -,       -,       -,       -,       -,       -,-2.44,-0.7,       -,-1.04
 CAMISA/CAMISETA MASCULINA,0.59,0.1,-0.53,-2.84,1.06,-1.39,1.6,1.25,1.79,0,0.84,0.44,-1.69,1.14,-1.3,0.27,0.4
 ROUPA FEMININA,-2.67,0.16,-1.15,-1.08,-1.79,-1.31,-0.84,-2.27,-1.96,-1.05,-0.93,-0.14,-1.34,1.08,-0.65,-2.51,-1.37
 CALÇA COMPRIDA FEMININA,-2.73,0,-2.51,-2.19,-3.41,-1.33,-1.46,-2.82,-2.96,-2.94,-1.28,-0.94,-2.85,1.49,-1.85,-0.79,-2.36
 AGASALHO FEMININO,       -,0.16,-1.15,       -,       -,       -,       -,       -,       -,-0.93,       -,       -,-1.34,       -,       -,       -,-0.44
 SAIA,       -,       -,       -,-0.43,       -,       -,-0.66,       -,       -,       -,       -,       -,       -,1.43,-1.33,-3.28,-0.81
 VESTIDO,-2.93,-2.94,-1.4,-2.04,-1.23,-1.07,-1.95,-3.4,-2.31,-2.98,-2.45,-0.24,-1.72,-0.19,1.05,-2.03,-1.83
 BLUSA,-2.66,1.66,-0.14,0.44,-1.55,-1.44,0.61,-2.4,-1.79,0.67,0.13,0.06,-0.85,1.85,-1.13,-3.69,-0.8
 LINGERIE,       -,0.1,0.02,-0.67,0.17,       -,-1.76,0.43,-2.09,-1.69,-1.64,       -,0.12,1.73,1.96,-1.56,-0.45
 BERMUDA/SHORT FEMININO,-1.65,       -,-1.57,-2.7,       -,       -,-0.5,-0.75,0.59,0.89,0.24,1.23,0.46,0.73,-2.8,-2.16,-0.82
 ROUPA INFANTIL,-0.33,-0.44,-0.38,-0.29,-0.15,-1.5,0.54,-1.02,-0.07,0.27,0.57,-0.68,-0.13,0.33,-0.63,-1.09,-0.21
 UNIFORME ESCOLAR,       -,       -,1.67,2.01,3.01,0.23,1.8,0.25,       -,2.94,1.8,0.87,       -,       -,0.75,2.88,2.23
 CALÇA COMPRIDA INFANTIL,       -,-0.1,0.18,       -,-1.48,-3.2,       -,       -,0.51,0.88,-2.16,       -,1.77,-3.18,-0.69,       -,-0.75
 AGASALHO INFANTIL,       -,-0.44,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.44
 VESTIDO INFANTIL,-3.28,-0.52,-0.98,-2.83,       -,0.41,3.37,2.97,0.05,       -,1.66,-0.87,-2.2,1.6,1.33,-3.07,-0.14
 BERMUDA/SHORT INFANTIL,-0.15,       -,       -,0.08,-2.65,       -,-2.97,-2.99,1.06,       -,       -,-2.72,0.87,1.15,-2.83,-2.96,-1.49
 CAMISA/CAMISETA INFANTIL,-0.59,-0.07,-2.06,-2.13,-1.51,-2.6,-1.9,-2.61,-1.01,-0.51,0.62,-0.7,1.59,-0.83,-1.96,-1.34,-1.18
 CONJUNTO INFANTIL,1.3,-1.32,0.35,1.93,2.13,-2.05,1.4,-1.7,-0.03,-2.12,1.1,-0.28,-2.82,3.41,-0.08,-2.51,0.53
 CALÇADOS E ACESSÓRIOS,-0.15,0.16,-0.71,1.23,1.8,0.06,1.07,1.7,1.53,0.06,-0.51,0.62,0.35,1.62,-0.08,-0.11,0.73
 CALÇADOS E ACESSÓRIOS,-0.15,0.16,-0.71,1.23,1.8,0.06,1.07,1.7,1.53,0.06,-0.51,0.62,0.35,1.62,-0.08,-0.11,0.73
 SAPATO MASCULINO,-0.16,-0.87,-0.85,1.6,2.01,1.39,-0.12,0.06,2.13,-0.09,0.71,1.53,0.09,1.1,0.18,-0.52,0.67
 SAPATO FEMININO,1.02,-0.15,-1.22,1.37,1.48,-1.14,3.09,3.74,0.08,-0.23,1.18,-0.12,0.67,2.34,0.45,-0.43,0.7
 SAPATO INFANTIL,       -,       -,       -,2.75,       -,       -,1.51,       -,3.22,2,-2.3,       -,-1.22,0.46,2.88,0.1,1.7
 BOLSA,-0.78,2.41,-0.86,2.07,       -,0.44,3.16,0.5,-1.48,0.55,-0.68,       -,1.87,0.44,0.12,2.32,0.66
 MOCHILA,       -,       -,       -,3.54,       -,       -,2.13,3.54,       -,       -,       -,       -,       -,2.55,-1.95,       -,2.12
 TÊNIS,-0.68,0.39,-0.31,1.29,2.47,0.74,-0.93,1.17,3.48,0.19,-0.29,0.45,0.49,2.42,-0.7,-0.72,1.13
 SANDÁLIA/CHINELO,-0.27,-0.15,-0.8,-0.19,-0.4,-0.46,-0.11,1.72,-0.12,-1.3,-2.92,0.79,0.05,0.93,-0.05,-0.08,-0.32
 JOIAS E BIJUTERIAS,-0.7,1.25,-0.43,-0.91,1.57,1.05,-1.72,-0.08,-0.98,0.48,-0.41,-0.56,0.51,-0.24,-0.84,0.66,0.29
 JOIAS E BIJUTERIAS,-0.7,1.25,-0.43,-0.91,1.57,1.05,-1.72,-0.08,-0.98,0.48,-0.41,-0.56,0.51,-0.24,-0.84,0.66,0.29
 BIJUTERIA,       -,       -,1.01,       -,       -,-0.11,       -,       -,-1.39,       -,       -,       -,       -,       -,       -,1.25,0.04
 JOIA,-0.77,1.54,-1.03,-3.47,1.64,1.52,-2.52,-0.97,       -,0.28,-0.6,0.13,0.51,-1.11,-0.4,0.39,0.19
 RELÓGIO DE PULSO,-0.57,0.53,       -,2.72,1.33,       -,0.34,1.65,-0.57,1.08,0.45,-2.05,       -,0.26,-2.1,0.43,0.66
 TECIDOS E ARMARINHO,-0.08,-0.4,0.38,-0.19,-0.41,-0.25,1.11,2.79,-1.21,1.09,1.41,0.07,0.97,0.67,0.12,-0.05,0.16
 TECIDOS E ARMARINHO,-0.08,-0.4,0.38,-0.19,-0.41,-0.25,1.11,2.79,-1.21,1.09,1.41,0.07,0.97,0.67,0.12,-0.05,0.16
 TECIDO,-0.08,-0.67,0.92,-0.19,0.63,-0.25,1.11,2.79,-1.21,2.02,1.95,0.95,0.97,0.67,0.12,-0.05,0.46
 ARTIGOS DE ARMARINHO,       -,0.1,-0.6,       -,-2.67,       -,       -,       -,       -,-0.43,-0.01,-1.43,       -,       -,       -,       -,-1.3
 TRANSPORTES,0.87,-0.09,0.74,-0.82,0.84,0.3,0.33,3.79,2.28,-1.08,-0.41,1.13,0.59,1.14,0.04,1.17,0.55
 TRANSPORTES,0.87,-0.09,0.74,-0.82,0.84,0.3,0.33,3.79,2.28,-1.08,-0.41,1.13,0.59,1.14,0.04,1.17,0.55
 TRANSPORTE PÚBLICO,1.87,-4.32,1.04,-0.5,-2.45,1.3,-0.44,0.39,1.01,-1.65,-2.09,1.84,-3.25,1.18,-0.37,-1.68,-0.8
 ÔNIBUS URBANO,4.2,0,0,0,0,0,0,0,0,0,0,4.61,0,0,0,0,0.91
 TÁXI,7.74,0,0,0,0,       -,0,0,15.67,       -,       -,0,0,0,0,0,3.03
 TREM,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,0,3.13,0.52,0,       -,-0.06,0,-2.61,0,-0.35,5.98,0.06,0.81,-0.29,0,0.03
 ÔNIBUS INTERESTADUAL,3.92,       -,4.84,3.07,1.57,3.58,2.83,-0.18,1.47,0.31,0.7,3.05,1.06,0.82,-1.3,2.53,2.12
 PASSAGEM AÉREA,-0.86,0.95,4.82,1.6,-2.13,4.15,-2.85,4.24,2.74,-4.27,-2.17,-2.44,-8.54,2.89,-3.06,-10.69,-0.51
 METRÔ,0,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,0,0.78,0,0,2.48,       -,       -,-4.83,0,       -,0,0,       -,0,0,-0.04
 TRANSPORTE POR APLICATIVO,-12.22,-33.85,-5.81,-9.63,-24.01,-10.61,       -,-4.11,-0.44,       -,-9.92,-4.05,-10.07,       -,2.04,-1.44,-17.03
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,0.67,0.52,0.76,0.48,1.33,0.07,0.98,1.28,0.43,0.17,0.58,1.37,1.26,2.05,0.67,0.47,0.84
 AUTOMÓVEL NOVO,0.98,1.14,0.61,0.68,0.67,0.01,0.2,2.9,1.89,0.57,1.15,1.85,0.26,2.56,-0.68,1.12,0.83
 EMPLACAMENTO E LICENÇA,1.25,1.24,2.97,1.24,1.86,1.15,2.13,1.28,1.22,1.13,1.24,1.24,1.27,1.21,1.73,1.26,1.6
 SEGURO VOLUNTÁRIO DE VEÍCULO,1.81,-0.97,-2.53,0.87,2.59,-1.45,0.09,-0.02,0.6,-5.59,-2.71,3.93,-0.03,2.66,-0.02,-3.95,-0.03
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,-1.57,1.76,0.6,2.1,1.83,-1.13,1.78,0.92,1.46,-0.13,       -,2.06,-1.41,2.19,0.3,1.04
 ACESSÓRIOS E PEÇAS,0.92,0.32,-0.79,-0.8,-0.44,0.79,0.66,2.29,0.36,1.4,0.61,2.6,0.87,1.58,0.68,-0.25,0.25
 PNEU,       -,-0.49,0.24,-1.77,0.06,1.26,0.04,0.79,-1.78,-0.26,-1.39,0.35,1.97,2.15,0.8,-4.36,-0.2
 CONSERTO DE AUTOMÓVEL,0.36,0.16,1.01,-0.92,2.76,-0.91,1.76,-1.85,-0.45,-2.83,0.81,0.31,2.23,1.28,0.63,1.45,0.68
 ESTACIONAMENTO,       -,0.71,       -,       -,-0.15,       -,       -,       -,1.32,0.38,       -,       -,       -,       -,       -,       -,0.08
 PEDÁGIO,       -,0,       -,       -,5.08,       -,       -,       -,       -,2.14,       -,4.12,       -,       -,       -,       -,4.29
 AUTOMÓVEL USADO,-1.05,0.08,-0.29,       -,0.02,1.54,-1.01,1.16,0.91,1.8,0.85,0.09,1.86,1.35,0.27,-0.64,0.31
 PINTURA DE VEÍCULO,       -,       -,1.38,1.34,       -,       -,       -,       -,-0.66,       -,       -,       -,       -,       -,       -,       -,0.78
 ALUGUEL DE VEÍCULO,-4.08,       -,       -,       -,       -,       -,4.6,       -,-2.23,       -,       -,       -,       -,       -,       -,       -,-1.07
 MOTOCICLETA,0.41,1.45,3.28,1.64,1.49,-0.03,0.86,1.41,-2.04,2.81,0.77,1.39,0.05,4.27,1.56,1.33,1.41
 COMBUSTÍVEIS (VEÍCULOS),0.24,0.88,0.57,-3.33,1.6,0.2,-0.46,10.26,6.56,-3.53,-2.02,-0.01,0.23,-1.05,-0.86,4.84,0.68
 GASOLINA,0.63,1,0.72,-3.69,1.98,0.25,-0.36,11.48,6.34,-3.92,-2.16,0.18,0.21,-0.86,-0.49,5.14,0.83
 ETANOL,0.59,       -,1.34,4.71,0.76,1.99,       -,       -,13.69,-2.19,-0.82,       -,0.91,       -,       -,       -,0.72
 ÓLEO DIESEL,-2.52,-1.74,-2.88,-3.16,-0.24,-0.83,-2.49,-2.26,2.49,-1.68,-3.56,-2.96,0.11,-1.98,-4.64,-1.15,-1.4
 GÁS VEICULAR,-0.84,       -,       -,       -,       -,       -,       -,-1.02,       -,       -,       -,       -,       -,       -,       -,       -,-0.85
 SAÚDE E CUIDADOS PESSOAIS,0.56,0.03,0.45,-0.12,0.22,0.37,-1.12,-0.43,0.21,0.06,0.4,0.64,-0.03,-0.89,-0.7,0.23,0.16
 PRODUTOS FARMACÊUTICOS E ÓTICOS,0.18,-0.1,0.35,0.37,0.33,-0.05,0.08,0.8,0.35,0.59,1.4,0.1,-0.35,-0.44,0.11,1.71,0.34
 PRODUTOS FARMACÊUTICOS,0.21,0.05,0.37,0.34,0.42,-0.26,-0.1,0.81,0.35,0.55,1.4,0.11,-0.35,-0.35,0.02,1.7,0.37
