"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - MARÇO DE 2023",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 TEMPERO MISTO,       -,-1.25,-0.72,1.14,1.07,3.53,-0.6,2.09,0.98,2.22,3.99,1.92,0.81,0.68,-1.01,-1.99,0.94
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.71,0.88,1.03,1.05,0.27,0.64,0.82,1.03,0.71,0.32,0.85,1.03,0.19,0.78,0.37,0.46,0.6
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.71,0.88,1.03,1.05,0.27,0.64,0.82,1.03,0.71,0.32,0.85,1.03,0.19,0.78,0.37,0.46,0.6
 REFEIÇÃO,0.84,0.21,0.85,0.69,0.14,0.44,0.48,1.04,0.41,-0.09,1.13,1.35,0.22,0.84,-0.08,0.12,0.41
 LANCHE,0.34,2.33,1.51,1.65,0.68,0.94,1.65,1.36,1.96,1.48,0.87,0.44,0.03,0.75,0.86,1.51,1.09
 REFRIGERANTE E ÁGUA MINERAL,1.64,2.07,-0.18,1,-1.88,2.76,0.06,1.12,2.27,0.31,1.22,0.76,1.62,0.96,1.68,1.09,0.06
 CAFEZINHO,       -,1.59,       -,       -,-0.54,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 CERVEJA,1.23,2.55,0.46,1.64,0.63,1.27,0.37,-1.14,-0.78,-1.12,-1.31,1.46,0.56,0,0.18,-0.46,0.37
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,2.75,       -,       -,       -,       -,       -,       -,       -,1.76,-0.21,       -,0.6,       -,1.69
 VINHO,-0.27,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.27
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.05,       -,       -,       -,       -,-1.09,0.63
 SORVETE,       -,       -,       -,       -,0.67,       -,       -,-1.1,0.17,-1.39,-0.4,       -,-0.1,1.56,       -,0.17,0.01
 HABITAÇÃO,0.81,2.9,0.86,0.03,-0.03,0.49,-0.36,0.62,0.42,1.21,0.54,0.93,-0.17,1.3,0.16,0.7,0.57
 ENCARGOS E MANUTENÇÃO,0.12,0.66,-0.05,0.25,-0.14,0.71,-0.31,-0.05,0.05,0.53,-0.34,0.21,-0.22,0.49,-0.38,0.55,0.07
 ALUGUEL E TAXAS,0.18,0.56,0.02,0.25,-0.09,0.82,-0.25,0,-0.01,0.3,-0.55,0.22,-0.43,1.33,0.1,0.48,0.08
 ALUGUEL RESIDENCIAL,0.44,0.96,0.16,0.16,0.27,1.4,-1.12,-0.41,-0.74,-0.44,-1.16,0.38,-1.02,2.06,0.17,0.53,0.15
 CONDOMÍNIO,-0.06,0.75,-0.39,0.65,-0.67,0.47,0.63,1.17,0.46,2.45,0.28,0.17,1.01,-2.09,-0.09,0.94,-0.03
 TAXA DE ÁGUA E ESGOTO,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0.03
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.81,       -,       -,       -,2.81
 REPAROS,0.52,1.01,-0.14,-0.1,-0.32,0.14,0.08,-0.18,-0.25,0.99,0.37,0.08,-0.11,-0.5,-0.47,-0.14,0.07
 FERRAGENS,       -,       -,       -,       -,       -,       -,-1.28,       -,       -,       -,-1.12,       -,       -,-0.69,       -,       -,-1.2
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,-0.47,       -,       -,       -,-1.32,       -,       -,       -,       -,-0.59,       -,-0.91
 VIDRO,       -,       -,       -,       -,       -,-1.17,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.17
 TINTA,0.42,0.54,-0.17,0.48,0.91,0.82,1.77,-0.37,-1.37,2.44,-0.24,0.48,-1.07,-2.6,0.97,-2.58,0.75
 REVESTIMENTO DE PISO E PAREDE,1.84,2.82,-1.55,-1.6,-2.81,       -,0.94,-0.52,-1.05,0.7,1.17,-0.47,       -,-2.26,-1.37,0.01,-0.91
 MADEIRA E TACO,       -,2.86,       -,       -,       -,       -,       -,-2.22,       -,       -,       -,       -,       -,1.69,0.13,       -,1.33
 CIMENTO,       -,       -,       -,-0.97,       -,       -,0.8,0.93,-1.53,       -,       -,-0.13,0.82,-0.17,-1.82,       -,-0.34
 TIJOLO,-0.71,       -,       -,       -,       -,       -,-1.33,       -,       -,       -,0.35,1.46,       -,-0.26,-2.54,       -,-0.78
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,-0.93,       -,       -,       -,2.01,       -,       -,       -,-0.17,       -,       -,       -,-0.6
 MÃO DE OBRA,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
 AREIA,0.73,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.21,       -,       -,       -,-1.33,       -,0.51
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.5,       -,       -,-0.5
 TELHA,       -,-0.7,0.24,1.84,       -,       -,-1.36,       -,       -,0.64,       -,       -,       -,       -,1.75,       -,0.06
 ARTIGOS DE LIMPEZA,-1.54,0.87,-0.5,0.63,-0.42,-0.41,-1.38,-0.25,0.86,1.78,0.7,0.49,1.08,0.43,-1.73,1.94,-0.02
 SACO PARA LIXO,       -,0.87,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.77,       -,       -,       -,1.05
 ÁGUA SANITÁRIA,-0.15,-0.13,0.99,1.24,-1.64,-2.39,1.02,2.1,-0.66,       -,0.97,       -,1.51,-0.62,1.28,2.77,-0.27
 DETERGENTE,-0.9,0.68,-0.43,-1.36,0.66,-0.47,0.6,-0.95,1.45,-0.16,0.16,1.37,1.69,0.71,       -,1.52,0.29
 SABÃO EM PÓ,-1.99,1.49,-0.54,2.01,-0.81,-2.66,-3.61,0.4,1.37,3.03,1.39,-0.31,0.13,0.49,-3.23,3.09,-0.07
 DESINFETANTE,-0.49,0.58,1.42,-1.84,-2.14,1.07,-0.49,-0.48,-0.08,0.7,-0.81,0.9,       -,       -,2.9,       -,-0.49
 SABÃO EM BARRA,-2.31,       -,-1.87,1.09,       -,       -,-1.35,-1.18,-0.24,       -,       -,-1.29,1.27,-0.93,-0.47,1.61,-0.76
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.25,       -,-1.94,       -,       -,       -,       -,1.71
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,2.66,       -,       -,       -,-1.74,       -,       -,       -,       -,       -,2.99,-0.2
 LIMPADOR MULTIUSO,       -,2.35,       -,       -,-0.43,0.34,       -,       -,       -,2.18,       -,       -,       -,       -,       -,       -,0.36
 PAPEL TOALHA,-1.45,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.45
 AMACIANTE E ALVEJANTE,-1.75,0.66,-1.6,1.27,-0.08,1.26,-1.19,-1.31,1.12,2.04,0.22,1.64,1.93,1.56,-2.74,-2.38,0.06
 COMBUSTÍVEIS E ENERGIA,1.89,6.96,2.33,-0.25,0.24,-0.11,-0.4,1.62,0.9,2.62,2.06,2.04,-0.12,1.82,0.62,0.93,1.47
 COMBUSTÍVEIS (DOMÉSTICOS),-0.25,-0.51,-2,-0.38,-1.08,1.1,0.36,0.48,1.57,0.31,-0.86,-0.36,-0.53,-0.35,-1.09,0.34,-0.44
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,-0.8,       -,       -,       -,       -,       -,       -,       -,-1.56,       -,-1.17
 GÁS DE BOTIJÃO,-0.19,-0.51,-2,-0.38,-1.4,1.1,0.4,0.48,1.57,0.38,-0.86,-0.36,-0.53,-0.35,-1.05,0.34,-0.48
 GÁS ENCANADO,-0.37,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,-0.11
 ENERGIA ELÉTRICA RESIDENCIAL,2.57,9.79,4.43,-0.19,0.71,-0.43,-0.65,2.13,0.58,3.88,3.17,2.86,0.03,2.61,1.67,1.2,2.23
 ENERGIA ELÉTRICA RESIDENCIAL,2.57,9.79,4.43,-0.19,0.71,-0.43,-0.65,2.13,0.58,3.88,3.17,2.86,0.03,2.61,1.67,1.2,2.23
 ARTIGOS DE RESIDÊNCIA,-0.64,-0.74,-0.25,-0.1,-0.39,0.01,-0.27,-0.33,0.13,0.46,-0.41,-0.03,-0.73,0.75,0.25,0.3,-0.27
 MÓVEIS E UTENSÍLIOS,-0.16,-0.76,0.28,0.59,0.12,1,0.6,-0.77,0.04,1.35,0.06,0.43,-0.54,0.61,1.39,0.95,0.2
 MOBILIÁRIO,-0.18,-0.87,-0.2,0.98,-0.05,1.32,0.6,-1.01,0.01,1.78,0.67,0.56,-1.19,0.39,1.71,0.94,0.14
 MÓVEL PARA SALA,-1.13,0.53,0.5,0.99,-0.6,0.59,1.41,-2.94,-1.47,1.87,0.98,-0.39,-2.51,-2.06,-0.15,1.44,-0.14
 MÓVEL PARA QUARTO,0.67,-2.27,-1.07,1.15,-0.72,1.62,-0.69,-0.53,0.1,1.43,-0.78,0.79,-1.91,1.52,2.27,1.32,-0.23
 MÓVEL PARA COPA E COZINHA,-0.08,-1.28,-0.21,0.95,2.66,2.29,2.03,0.45,1.08,2.2,2.44,1.23,1.09,0.99,1.71,-0.31,1.23
 MÓVEL INFANTIL,       -,       -,       -,-0.42,       -,       -,       -,0.09,2.7,2.15,1.85,       -,0.6,-2.28,1.62,0.33,1.37
 COLCHÃO,       -,1.35,2.97,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.17
 UTENSÍLIOS E ENFEITES,-0.09,-0.38,0.68,-0.49,0.39,0.07,0.04,0.46,0.71,1.08,-0.21,0.49,0.16,1.65,0.91,0.28,0.32
 ARTIGOS DE ILUMINAÇÃO,-1.01,-0.96,-0.23,-0.89,-0.71,-0.57,-0.21,-0.58,-0.86,0.47,       -,       -,-0.53,       -,0.89,-0.09,-0.58
 TAPETE,2,-1.39,       -,       -,-1.42,2,-0.24,       -,0.86,0.62,-0.14,-0.02,-1.06,       -,       -,       -,-0.24
 CORTINA,-0.08,0.06,0.03,-3.51,0.76,-2.02,       -,0.05,-1.81,1.27,-0.53,2.02,       -,       -,       -,       -,0.05
 UTENSÍLIOS DE METAL,-0.71,-1.1,0.72,0.94,1.23,0.3,0.88,0.08,3.01,0.71,-2.27,-1.16,0.15,1.78,1.9,-0.58,0.62
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,2.46,1.08,0.55,2.31,0.03,2.72,0.32,2.79,       -,1.16,1.61,0.98,-2.2,2.57,1.23
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,-0.55,       -,       -,       -,0.63,       -,       -,       -,1.88,1.55,0.29
 FLORES NATURAIS,       -,2.32,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.32
 UTENSÍLIOS PARA BEBÊ,       -,       -,1.07,-2.46,       -,       -,       -,0.54,       -,       -,3.08,0.69,1.59,1.93,       -,       -,1.04
" CAMA, MESA E BANHO",-0.19,-0.9,1.88,0.33,0.72,1.08,1.89,-1.06,-0.95,-0.46,-2.67,-0.24,1.16,-0.65,0.47,2.29,0.25
 ROUPA DE CAMA,-0.19,-0.9,1.88,0.72,0.72,1.08,1.89,-1.19,-0.95,-0.46,-2.67,-0.24,1.83,-0.73,0.47,2.29,0.27
 ROUPA DE BANHO,       -,       -,       -,-0.67,       -,       -,       -,-0.76,       -,       -,       -,       -,-0.53,-0.35,       -,       -,-0.66
 APARELHOS ELETROELETRÔNICOS,-1.24,-0.91,-1.14,-0.98,-0.92,-1.32,-0.9,-0.18,0.26,-0.74,-1.64,-0.63,-1.26,0.98,-0.9,-0.78,-0.88
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-0.72,-1.56,0.28,-0.2,-0.03,-0.86,0.23,-0.36,1.48,-0.26,-1.35,0.32,-0.93,1.64,0.06,-0.06,-0.23
 REFRIGERADOR,-2.08,-2.66,0.17,-0.8,-1.21,-0.85,0.26,-0.69,2.99,1.63,-2.27,-0.28,-2.83,1.82,-1.59,-0.11,-0.73
 AR-CONDICIONADO,0.62,-0.71,       -,-2.73,-1.28,-0.75,0.97,-0.66,1.44,-2.46,-0.81,-0.12,-0.18,-1.1,       -,-0.32,-0.66
 MÁQUINA DE LAVAR ROUPA,-1.66,-1.14,-0.9,1.29,-0.12,-0.68,-0.13,-0.36,-1.56,-0.57,-1.1,2.54,-0.65,2.69,0.76,0.9,-0.5
 VENTILADOR,       -,       -,       -,1.44,       -,       -,0.34,0.77,       -,       -,       -,       -,1.05,3.25,0.14,-0.82,0.79
 FOGÃO,2.47,-0.33,2.12,0.31,2.87,-1.43,0.38,-0.2,1.4,-1.94,1.13,-1.94,2.84,2.37,2.66,-0.67,1.34
 CHUVEIRO ELÉTRICO,       -,       -,-0.1,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.1
" TV, SOM E INFORMÁTICA",-1.86,0.19,-3.05,-1.92,-2.05,-1.86,-2.21,0.04,-1.56,-1.39,-2.14,-2.06,-1.87,-0.52,-2.19,-1.62,-1.77
 TELEVISOR,-1.79,-1.17,-3.06,-2.63,-2.26,-3.31,-3.27,-2.46,-1.42,-0.8,-2.99,-1.72,-1.7,-2.15,-2.63,-3.45,-2.15
 APARELHO DE SOM,       -,       -,       -,-1.92,       -,       -,       -,       -,-2.48,       -,       -,       -,       -,       -,-2.19,-0.28,-2.11
 VIDEOGAME (CONSOLE),       -,       -,       -,-3.07,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-3.07
 COMPUTADOR PESSOAL,-1.98,2.98,-3.04,-0.68,-1.7,-0.44,-0.18,3.81,-1.56,-2.22,-1,-2.7,-2.18,2.98,-0.38,1.23,-1.08
 CONSERTOS E MANUTENÇÃO,0.38,0.68,1.07,0.77,-0.64,-0.44,-0.51,1.82,-0.13,1.03,2.54,0.41,0.94,-0.12,-0.2,1.66,0.29
 CONSERTOS E MANUTENÇÃO,0.38,0.68,1.07,0.77,-0.64,-0.44,-0.51,1.82,-0.13,1.03,2.54,0.41,0.94,-0.12,-0.2,1.66,0.29
 CONSERTO DE REFRIGERADOR,       -,2.56,       -,0.32,       -,       -,0.68,       -,0,       -,0,       -,       -,       -,0,       -,0.67
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,-1.64,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.64
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,1.14,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.14
 REFORMA DE ESTOFADO,0.43,-1.22,0.88,-0.28,-1.04,0,       -,0.34,0.37,       -,       -,0,0.62,0.84,       -,0.56,-0.28
 CONSERTO DE APARELHO CELULAR,       -,1.37,1.79,0.04,-1.81,-1.96,-2.16,3.43,0.82,-0.99,-0.25,1.96,0.12,0,2.15,0.43,0.04
 CONSERTO DE BICICLETA,0.38,-0.88,0.71,2.43,-0.41,-0.31,0.68,1.48,-1.66,1.53,4.72,0.25,1.79,-0.38,-2.3,3.71,0.46
 VESTUÁRIO,0.28,0.54,0.24,0.58,0.59,0.74,0.02,-0.91,-0.78,-0.06,0.93,1.17,1.28,-0.87,0.19,-0.24,0.31
 ROUPAS,0.13,0.92,0.27,0.29,0.47,0.77,-0.39,-1.06,-0.94,-0.49,0.98,1.31,1.37,-1.1,0.02,-0.12,0.22
 ROUPA MASCULINA,0.73,2.13,0.06,0.43,0.89,0.91,0.1,-0.18,-2.18,0.44,1.14,1.69,1.52,-0.29,-0.41,0.26,0.51
 CALÇA COMPRIDA MASCULINA,1.7,3.08,0.83,-0.21,-0.38,1.1,1.76,-0.34,-1.72,1.58,2.88,1.71,1.95,-0.59,-2.58,-0.05,0.62
 AGASALHO MASCULINO,       -,3.15,       -,       -,       -,       -,       -,       -,       -,1.85,       -,       -,       -,       -,       -,       -,2.68
 BERMUDA/SHORT MASCULINO,0.22,2.79,-1.8,0.79,0.59,1.73,-0.59,-1.67,-1.79,-0.33,-1.71,1.73,1.77,-0.64,0.99,-0.76,-0.16
 CUECA,       -,       -,       -,       -,       -,       -,0.79,       -,       -,       -,       -,       -,       -,2.7,1.09,       -,1.0
 CAMISA/CAMISETA MASCULINA,0.6,1.18,0.17,0.62,1.59,0.68,-0.5,0.5,-2.57,-0.27,1.13,1.67,1.19,-0.29,-0.58,0.81,0.57
 ROUPA FEMININA,-0.05,-0.27,0.9,-0.14,0.52,0.91,-1.17,-1.71,-0.16,-1.42,1.35,1.04,1.48,-1.93,0.54,-0.48,0.1
 CALÇA COMPRIDA FEMININA,-0.85,-0.24,-0.84,-2.38,0.19,1.55,-1.47,0.29,1.36,-0.42,2.6,2.26,3.31,-1.16,1.21,0.74,0.06
 AGASALHO FEMININO,       -,2.99,2.2,       -,       -,       -,       -,       -,       -,2.89,       -,       -,1.48,       -,       -,       -,2.7
 SAIA,       -,       -,       -,1.01,       -,       -,-0.29,       -,       -,       -,       -,       -,       -,-2.77,-1.57,2.71,0.09
 VESTIDO,1.33,1.43,1.86,1.2,-2.68,0.3,-1.94,-3.01,-2.92,-1.93,0.62,-1.94,1.36,-2.99,-0.6,2.39,-0.88
 BLUSA,-0.17,-1.69,1.76,0.93,2.43,0.97,-0.98,-2.99,0.76,-1.87,1.48,2.79,0.23,-2.91,0.54,-3.27,0.67
 LINGERIE,       -,-1.42,0,-0.83,0.5,       -,2.48,0.45,1,-1.9,2.06,       -,1.68,0.64,2.58,0.74,0.31
 BERMUDA/SHORT FEMININO,-1.86,       -,0.28,-1.99,       -,       -,-3.25,-0.32,0.09,-3.12,-1.89,-0.04,0.69,0.33,0.8,-0.07,-1.12
 ROUPA INFANTIL,-0.68,1.54,-0.87,1.11,-0.36,0.23,0.24,-1.4,0.1,-0.12,-0.11,1.26,0.88,-1.19,-0.08,-0.08,-0.06
 UNIFORME ESCOLAR,       -,       -,-0.12,1.01,1.37,1.07,0.34,-1.16,       -,1.07,1.14,0.48,       -,       -,-1.63,0.65,0.83
 CALÇA COMPRIDA INFANTIL,       -,0.67,0.68,       -,1.84,1.96,       -,       -,1.7,1.09,1.03,       -,3.35,-2.08,2.62,       -,1.39
 AGASALHO INFANTIL,       -,3.19,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.19
 VESTIDO INFANTIL,2.07,2.86,0.17,0.62,       -,-2.05,2.77,0.69,-2.65,       -,-1.95,1.44,1.41,-0.96,2.09,3.46,0.52
 BERMUDA/SHORT INFANTIL,-1.82,       -,       -,-0.71,2.86,       -,-1.48,-2.75,0.2,       -,       -,0.35,1.73,0.5,-2.31,-2.31,0.58
 CAMISA/CAMISETA INFANTIL,0.71,0.84,-2.93,0.95,-1.68,-0.4,0.1,-1.09,0.85,-1.79,-0.85,1.83,-0.4,-1.74,-0.21,-3.14,-0.89
 CONJUNTO INFANTIL,-3.05,1.23,-0.46,2.64,-2.86,0.19,-1.22,-2.54,0.97,0.52,-0.3,1.24,0.1,-1.29,-0.04,1.62,-0.96
 CALÇADOS E ACESSÓRIOS,0.46,-0.31,0.21,1.25,1,0.84,0.84,-0.35,-0.44,1.17,0.94,1.13,2.26,-0.49,0.71,-0.59,0.6
 CALÇADOS E ACESSÓRIOS,0.46,-0.31,0.21,1.25,1,0.84,0.84,-0.35,-0.44,1.17,0.94,1.13,2.26,-0.49,0.71,-0.59,0.6
 SAPATO MASCULINO,1.55,2.32,2.79,0.49,0.29,0.48,0.28,-0.55,1.23,-0.21,-0.07,1.58,2.51,1.21,-1.45,2.57,0.87
 SAPATO FEMININO,0.14,-0.37,1.36,2.54,-0.61,1.39,2.64,0.1,0.2,1.28,0.25,2.74,3.6,-0.69,0.29,-0.32,0.48
 SAPATO INFANTIL,       -,       -,       -,1.21,       -,       -,1.15,       -,1.02,2.45,1.6,       -,2.02,1.27,0.84,-2.39,1.46
 BOLSA,-0.98,2.96,-2.67,1.85,       -,1.5,1.38,1.35,1.11,-3.03,-1.31,       -,-2.32,-2.7,0.33,2.02,0.11
 MOCHILA,       -,       -,       -,3.02,       -,       -,1.8,1.84,       -,       -,       -,       -,       -,0.96,3.33,       -,2.36
 TÊNIS,1.04,-1.29,-0.75,0.55,2.9,0.52,0.72,-1.92,-1.29,2.07,1.52,0.83,2.79,-0.35,-0.28,-2.3,1.11
 SANDÁLIA/CHINELO,-0.53,-1.03,0.23,0.82,-2.98,0.22,-1.84,-0.28,-1.71,0.14,2.02,0.03,1.15,-3.1,1.97,-1.13,-0.75
 JOIAS E BIJUTERIAS,1.19,0.52,-0.06,0.5,0.16,0.48,2.01,-1.58,-0.43,-1.25,0.54,-0.81,-1.79,-0.03,-0.7,-0.56,0.09
 JOIAS E BIJUTERIAS,1.19,0.52,-0.06,0.5,0.16,0.48,2.01,-1.58,-0.43,-1.25,0.54,-0.81,-1.79,-0.03,-0.7,-0.56,0.09
 BIJUTERIA,       -,       -,0.51,       -,       -,-0.64,       -,       -,1.75,       -,       -,       -,       -,       -,       -,1.08,0.68
 JOIA,0.64,0.12,-0.3,0.88,-0.22,0.94,2.5,-2.32,       -,-0.79,0.81,-1.63,-1.79,-0.42,-0.81,-1.9,-0.05
 RELÓGIO DE PULSO,2.31,1.53,       -,0,1.41,       -,0.8,-0.21,-2.67,-2.61,-0.63,1.02,       -,0.2,-0.37,-0.33,0.3
 TECIDOS E ARMARINHO,0.81,-1.34,0.86,0.54,0.55,-0.27,0.04,-2.61,-0.38,0.21,0.27,0.23,0,1.58,1.51,1.1,0.11
 TECIDOS E ARMARINHO,0.81,-1.34,0.86,0.54,0.55,-0.27,0.04,-2.61,-0.38,0.21,0.27,0.23,0,1.58,1.51,1.1,0.11
 TECIDO,0.81,-2.8,1.39,0.54,0.29,-0.27,0.04,-2.61,-0.38,-0.19,-0.43,0.33,0,1.58,1.51,1.1,-0.07
 ARTIGOS DE ARMARINHO,       -,1.38,-0.13,       -,1.13,       -,       -,       -,       -,0.86,2.18,0.06,       -,       -,       -,       -,0.96
 TRANSPORTES,1.43,2.69,1.42,2.62,1.85,3.94,2.85,1.03,1.48,2.27,3.35,2.19,2.58,1.64,3.13,1.87,2.11
 TRANSPORTES,1.43,2.69,1.42,2.62,1.85,3.94,2.85,1.03,1.48,2.27,3.35,2.19,2.58,1.64,3.13,1.87,2.11
 TRANSPORTE PÚBLICO,-0.48,-3.2,-1.37,-1.72,0.62,-0.96,0,1.87,-1.81,2.01,1.94,-0.87,1.68,-3.01,1.94,-1.49,-0.34
 ÔNIBUS URBANO,0,0,0,0,0,0,0,6.04,0,9.09,0,0,5.68,0,5.26,0,0.84
 TÁXI,0,0,5.43,0,0,       -,0,0,0,       -,       -,0,0,0,0,0,0.52
 TREM,13.85,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,6.35
 ÔNIBUS INTERMUNICIPAL,8.62,0,-0.32,0.57,0,       -,0.65,0,0.26,0,-0.84,0.35,0,0.01,-0.32,0,0.9
 ÔNIBUS INTERESTADUAL,-3.94,       -,-3.14,-0.21,-0.73,-1.41,-0.35,-0.84,0.16,0.56,0.59,0.56,0.89,3.34,-2.49,-0.34,-1.03
 PASSAGEM AÉREA,-9.27,-13.08,-8.83,-4.71,-1.22,-3.14,-0.75,-11.85,-10.35,-4.31,-7.65,-2.36,-7.53,-8.36,-4.05,-10.37,-5.32
 METRÔ,0,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,7.45,0,0,1.89,0,       -,       -,2.82,0,       -,0,1.42,       -,0,0,1.42
 TRANSPORTE POR APLICATIVO,-4.03,-5.34,-1.35,-9.22,11.81,5.89,       -,2.17,-3.88,       -,23.34,-7.75,5.13,       -,4.12,2.23,2.61
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,0.93,0.23,-0.4,0.7,0.49,0.58,0.92,0.73,-0.27,0.67,-0.85,0.55,0.52,-0.36,-0.29,0.18,0.35
 AUTOMÓVEL NOVO,0.07,-0.34,0.22,-0.46,-0.29,0.7,0,0.36,-0.46,0.18,-0.72,0.03,1.3,1.03,-1.18,0.51,-0.08
 EMPLACAMENTO E LICENÇA,1.25,1.24,2.97,1.24,1.86,1.15,2.12,1.27,1.21,1.13,1.24,1.24,1.27,1.21,1.73,1.26,1.61
 SEGURO VOLUNTÁRIO DE VEÍCULO,1.91,-5.74,-13.68,-0.42,1.37,-0.11,-1.22,-2.04,-9.13,3.03,-2.03,5.91,5.84,-3.04,-1.62,-2.19,-1.62
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,1.9,1.22,-0.99,1.07,-0.97,-0.85,0.1,0.28,2.47,1.8,       -,1.79,-2.26,-3.07,1.21,0.89
 ACESSÓRIOS E PEÇAS,-0.62,-0.95,1.07,0.72,0.71,-1.76,2.17,-2.45,0.63,-1.58,1.79,-2.74,-1.75,-1.7,1.64,-0.66,0.07
 PNEU,       -,-0.53,-0.53,-0.66,1.12,-0.25,-3.17,-0.89,-0.63,0.93,-0.31,0.96,-1,-1.83,0.84,2.04,0.04
 CONSERTO DE AUTOMÓVEL,2.95,-0.02,1,3.24,0.53,1.88,1.49,4.88,1.84,0.02,-0.15,-0.25,-1.85,-1.44,-1.47,1.07,0.87
 ESTACIONAMENTO,       -,0,       -,       -,-2.04,       -,       -,       -,-0.62,0.7,       -,       -,       -,       -,       -,       -,-1.45
 PEDÁGIO,       -,1.46,       -,       -,0,       -,       -,       -,       -,0.93,       -,0,       -,       -,       -,       -,0.24
 AUTOMÓVEL USADO,-0.73,2.91,0.1,       -,-0.1,-1.25,-0.5,-1.31,-0.21,0.94,-3.27,-0.37,0.6,-1.83,0.14,-0.23,-0.06
 PINTURA DE VEÍCULO,       -,       -,0.55,5.01,       -,       -,       -,       -,8.92,       -,       -,       -,       -,       -,       -,       -,3.95
 ALUGUEL DE VEÍCULO,11.71,       -,       -,       -,       -,       -,7.21,       -,-10.87,       -,       -,       -,       -,       -,       -,       -,1.17
 MOTOCICLETA,1.59,0.63,0.41,1.42,0.21,-1.02,0.8,0.58,-0.21,0.02,-0.3,0.19,1.54,-1.66,-0.08,-2.86,0.33
 COMBUSTÍVEIS (VEÍCULOS),4.78,10.04,6.17,8.61,5.61,12.19,8.42,1.17,6.78,5.75,12.24,9.08,6.48,8.49,10.02,7.51,7.01
 GASOLINA,7.2,10.63,7.29,9.27,7.08,13.5,8.95,1.62,7.96,7.2,13.01,9.88,7.17,10.8,11.24,8.01,8.33
 ETANOL,1.81,       -,2.72,4.09,2.43,3.03,       -,       -,5.5,1.27,12.9,       -,1.04,       -,       -,       -,3.2
 ÓLEO DIESEL,-3.28,-3.68,-3.23,-5.44,-3.1,-4.08,-2.95,-5.38,-4.93,-4.66,-2.37,-3.86,-2.41,-3.64,-3.64,-3.8,-3.71
 GÁS VEICULAR,-2.73,       -,       -,       -,       -,       -,       -,0.26,       -,       -,       -,       -,       -,       -,       -,       -,-2.61
 SAÚDE E CUIDADOS PESSOAIS,0.86,0.61,0.66,0.69,1.05,0.64,1.08,0.49,0.56,0.97,0.87,1.08,0.55,0.25,-0.18,0.87,0.82
