"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - FEVEREIRO DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 MILHO-VERDE EM CONSERVA,0.35,2.1,-1.2,0.19,0.7,0.0,0.58,1.69,2.36,1.71,0.06,0.89,2.92,3.89,-1.35,1.6,0.87
 ATUM EM CONSERVA,0.87,0.82,0.0,0.1,1.33,-0.65,0.0,0.0,-0.52,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.65
 SAL E CONDIMENTOS,0.83,0.88,1.07,0.31,1.5,1.01,-1.29,0.67,-2.1,0.35,0.92,-2.27,0.27,-2.58,0.11,1.07,0.67
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.86
 ATOMATADO,-0.74,-0.2,-0.08,2.88,1.46,0.22,-0.65,1.61,-1.37,0.43,2.07,0.04,0.29,0.76,1.93,3.53,0.61
 ALHO,1.38,0.0,1.61,-4.64,2.07,-0.18,0.05,0.43,-4.61,-2.4,-0.73,-6.29,-0.16,-5.01,-2.14,-0.87,0.08
 SAL,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.29,1.9,-0.37,1.3
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46
 FERMENTO,0.0,-0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.46
 MAIONESE,1.97,4.36,1.54,1.18,1.73,2.99,-3.19,1.37,0.0,1.55,0.0,3.42,1.84,-1.49,0.0,0.0,2.01
 VINAGRE,0.0,1.31,0.0,0.93,1.03,1.33,-1.32,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.06,0.7,0.76
 CALDO CONCENTRADO,0.0,-1.03,0.0,2.13,0.0,0.0,0.0,-0.77,1.62,0.0,2.24,3.6,0.0,0.0,0.0,0.0,0.64
 TEMPERO MISTO,0.0,0.51,1.85,1.21,0.69,4.05,-3.16,0.27,1.22,2.28,1.78,1.43,0.14,-0.06,2.61,0.84,0.9
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.93,0.65,-0.19,0.01,-0.2,0.76,0.32,0.23,1.27,-0.2,2.44,0.51,1.07,1.02,0.41,0.63,0.3
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.93,0.65,-0.19,0.01,-0.2,0.76,0.32,0.23,1.27,-0.2,2.44,0.51,1.07,1.02,0.41,0.63,0.3
 REFEIÇÃO,0.73,0.0,-0.07,0.21,-0.76,0.79,0.44,0.98,1.29,-0.15,0.96,0.98,0.79,0.29,-0.58,0.38,0.02
 LANCHE,1.44,2.76,-0.3,-0.7,0.81,0.57,0.22,-1.48,1.7,-0.65,4.74,0.1,1.68,2.15,0.82,1.32,0.85
 REFRIGERANTE E ÁGUA MINERAL,0.17,0.89,-0.39,0.07,-1.13,2.12,0.12,0.98,-0.5,2.09,0.69,2.33,1.94,1.13,3.07,0.4,0.04
 CAFEZINHO,0.0,-1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43
 CERVEJA,0.79,1.29,-0.89,1.61,1.48,1.17,-0.39,-2.11,0.12,0.58,1.37,-1.51,0.7,1.31,2.64,0.66,0.72
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,-1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.01,0.0,-1.47,0.0,-0.31
 VINHO,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,-0.39,1.9
 SORVETE,0.0,0.0,0.0,0.0,0.34,0.0,0.0,-0.79,3.55,0.81,-0.14,0.0,-1.95,4.21,0.0,1.11,0.72
 HABITAÇÃO,1.27,-0.2,0.34,0.28,0.77,0.37,1.16,0.38,-0.83,-0.58,2.27,1.08,0.47,1.63,0.22,0.83,0.54
 ENCARGOS E MANUTENÇÃO,1.29,-0.23,0.27,0.92,1.02,1.22,0.05,1.49,0.7,0.51,2.78,0.23,0.62,0.58,0.57,0.64,0.86
 ALUGUEL E TAXAS,1.33,-0.52,0.09,1.0,1.01,1.37,-0.12,1.74,0.68,0.51,3.17,0.01,0.35,0.41,0.72,0.56,0.86
 ALUGUEL RESIDENCIAL,1.04,0.39,0.38,2.08,1.5,1.77,0.06,-0.13,-0.42,-0.03,1.54,0.52,0.01,0.62,1.26,0.79,0.98
 CONDOMÍNIO,2.24,-2.74,-0.63,-0.07,0.8,1.54,-0.43,1.1,2.68,2.43,-0.63,-0.88,1.88,-0.3,0.73,0.75,0.83
 TAXA DE ÁGUA E ESGOTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48,0.0,0.0,7.98,0.0,0.61,0.0,0.0,0.0,0.65
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,1.26
 REPAROS,1.13,0.97,1.16,0.73,1.17,0.02,0.9,0.72,0.74,0.75,0.15,1.41,1.09,0.72,-0.04,0.73,0.97
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,-0.84,0.0,0.0,0.0,0.26,0.0,0.0,-0.14,0.0,0.0,-0.48
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,-1.66,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,-1.94,0.0,-0.22
 VIDRO,0.0,0.0,0.0,0.0,0.0,-3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.22
 TINTA,2.26,1.3,2.4,2.01,2.3,2.43,2.61,2.95,2.0,0.38,2.98,2.94,2.4,1.99,2.0,0.61,1.99
 REVESTIMENTO DE PISO E PAREDE,1.64,2.54,1.63,1.62,1.77,0.0,0.86,1.42,1.36,1.65,-1.49,2.12,0.0,2.43,1.61,1.37,1.62
 MADEIRA E TACO,0.0,-0.36,0.0,0.0,0.0,0.0,0.0,-0.45,0.0,0.0,0.0,0.0,0.0,2.05,-1.89,0.0,-0.45
 CIMENTO,0.0,0.0,0.0,-1.62,0.0,0.0,2.73,-1.7,-0.32,0.0,0.0,1.32,1.17,0.38,-2.52,0.0,-0.16
 TIJOLO,2.27,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,-2.18,1.18,0.0,-1.36,-0.28,0.0,0.95
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,1.13,0.0,0.0,0.0,2.31,0.0,0.0,0.0,2.35
 MÃO DE OBRA,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
 AREIA,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,-1.97,0.0,0.01
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.72
 TELHA,0.0,0.66,2.4,1.67,0.0,0.0,1.58,0.0,0.0,1.82,0.0,0.0,0.0,0.0,2.48,0.0,1.58
 ARTIGOS DE LIMPEZA,1.09,0.01,0.75,0.57,0.89,0.32,-0.68,0.38,0.81,0.11,2.01,0.03,2.13,0.75,1.45,1.19,0.7
 SACO PARA LIXO,0.0,-1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,-0.52
 ÁGUA SANITÁRIA,0.52,2.71,-0.05,2.88,0.12,-0.59,-2.33,1.79,0.54,0.0,1.74,0.0,1.58,-2.7,1.8,0.83,0.64
 DETERGENTE,2.47,0.9,0.15,0.43,1.52,-1.24,1.68,-0.14,1.13,2.54,-1.55,0.74,0.66,1.14,0.0,1.38,1.14
 SABÃO EM PÓ,1.9,-1.68,0.51,-2.17,-0.75,2.13,-1.21,0.2,-0.74,-1.75,2.98,-0.08,2.54,0.75,0.88,2.73,-0.14
 DESINFETANTE,1.69,0.62,0.86,1.02,1.71,-1.36,-1.5,0.98,2.59,-2.59,2.48,1.01,0.0,0.0,0.28,0.0,0.98
 SABÃO EM BARRA,1.63,0.0,1.62,1.6,0.0,0.0,2.05,0.4,0.97,0.0,0.0,2.23,1.64,2.37,2.86,1.61,1.61
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1.8,0.0,0.0,0.0,0.0,0.24
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,-0.36,0.0,0.0,0.0,-0.58,0.0,0.0,0.0,0.0,0.0,-2.05,-0.77
 LIMPADOR MULTIUSO,0.0,-2.6,0.0,0.0,2.48,0.71,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,1.6
 PAPEL TOALHA,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
 AMACIANTE E ALVEJANTE,-1.12,0.22,1.82,2.93,1.86,0.14,-1.86,0.01,2.28,1.66,2.59,-1.24,2.9,0.92,1.56,0.3,1.19
 COMBUSTÍVEIS E ENERGIA,1.24,-0.16,0.42,-0.44,0.27,-1.69,1.9,-1.07,-2.71,-2.21,1.62,2.18,0.31,2.2,-0.02,1.09,0.07
 COMBUSTÍVEIS (DOMÉSTICOS),0.91,-0.06,-1.31,0.0,-1.1,-0.84,-1.38,0.16,3.69,0.31,-1.62,1.02,0.59,-0.23,-0.65,-0.14,-0.2
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,-2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.44,0.0,-1.78
 GÁS DE BOTIJÃO,0.66,-0.06,-1.31,0.0,-1.41,-0.84,-1.35,0.16,3.69,0.35,-1.62,1.02,0.59,-0.23,-0.6,-0.14,-0.27
 GÁS ENCANADO,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45
 ENERGIA ELÉTRICA RESIDENCIAL,1.33,-0.18,1.01,-0.6,0.66,-1.91,2.86,-1.54,-5.2,-3.04,2.52,2.5,0.22,2.91,0.3,1.55,0.15
 ENERGIA ELÉTRICA RESIDENCIAL,1.33,-0.18,1.01,-0.6,0.66,-1.91,2.86,-1.54,-5.2,-3.04,2.52,2.5,0.22,2.91,0.3,1.55,0.15
 ARTIGOS DE RESIDÊNCIA,1.84,1.71,1.91,1.77,1.93,1.26,1.07,1.87,1.54,1.84,1.43,1.3,1.62,2.15,2.17,1.79,1.76
 MÓVEIS E UTENSÍLIOS,1.58,1.59,0.66,2.23,2.53,0.65,1.11,2.11,1.71,1.91,1.55,0.8,0.9,2.24,2.84,2.45,1.8
 MOBILIÁRIO,2.07,2.08,0.87,2.77,3.66,0.98,1.14,2.85,2.2,2.22,1.64,0.56,1.72,4.13,3.83,3.03,2.43
 MÓVEL PARA SALA,1.91,2.13,1.81,3.8,3.79,2.08,2.86,1.9,0.05,2.77,1.44,0.65,2.13,4.77,3.81,1.61,2.63
 MÓVEL PARA QUARTO,2.03,3.65,0.38,3.24,3.55,-0.42,0.1,3.24,2.71,1.9,2.53,1.63,2.48,4.88,4.0,4.47,2.52
 MÓVEL PARA COPA E COZINHA,2.52,-0.28,2.43,1.54,3.72,3.18,0.39,3.46,4.21,1.65,1.62,-1.97,-0.27,2.17,3.19,2.93,2.19
 MÓVEL INFANTIL,0.0,0.0,0.0,-1.67,0.0,0.0,0.0,1.78,2.1,4.13,-1.54,0.0,2.41,1.46,3.87,-2.16,1.46
 COLCHÃO,0.0,3.54,-3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 UTENSÍLIOS E ENFEITES,0.63,0.07,0.31,0.47,0.26,0.46,1.2,0.17,0.0,1.08,0.95,0.78,0.07,-1.13,0.3,0.91,0.42
 ARTIGOS DE ILUMINAÇÃO,-0.13,0.36,-1.72,1.79,0.28,0.12,1.38,0.11,-0.45,-1.09,0.0,0.0,2.68,0.0,1.89,1.17,0.11
 TAPETE,2.08,-2.77,0.0,0.0,-0.21,-0.08,-0.1,0.0,-1.81,-0.46,3.25,1.56,-0.09,0.0,0.0,0.0,-0.1
 CORTINA,-1.6,1.18,2.53,1.17,-0.14,1.19,0.0,1.16,4.27,3.82,0.43,1.1,0.0,0.0,0.0,0.0,1.17
 UTENSÍLIOS DE METAL,1.64,1.24,-0.38,-1.17,-0.03,1.35,0.95,-0.03,-0.83,0.69,0.75,0.8,-1.12,-1.65,-0.42,1.32,0.21
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,0.27,1.95,2.28,-1.54,1.44,0.57,0.2,1.06,0.0,0.72,0.55,1.53,1.13,0.01,1.13
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.77,0.0,0.0,0.0,-1.05,0.1,1.08
 FLORES NATURAIS,0.0,-1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.76
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,1.08,0.84,0.0,0.0,0.0,-1.22,0.0,0.0,-0.87,-0.33,0.07,-2.0,0.0,0.0,0.07
" CAMA, MESA E BANHO",1.38,2.33,0.24,2.83,1.19,-0.8,0.73,0.13,2.85,2.21,2.83,1.81,-1.07,1.39,2.79,2.45,1.45
 ROUPA DE CAMA,1.38,2.33,0.24,3.1,1.19,-0.8,0.73,0.83,2.85,2.21,2.83,1.81,-1.41,1.17,2.79,2.45,1.48
 ROUPA DE BANHO,0.0,0.0,0.0,2.05,0.0,0.0,0.0,-1.45,0.0,0.0,0.0,0.0,-0.2,2.21,0.0,0.0,0.3
 APARELHOS ELETROELETRÔNICOS,2.14,2.07,3.72,1.44,1.4,2.05,1.16,1.9,1.5,2.31,1.88,1.89,2.34,2.42,1.75,1.53,1.92
 ELETRODOMÉSTICOS E EQUIPAMENTOS,3.46,3.23,4.97,2.37,3.4,2.41,0.7,2.47,2.44,3.23,3.32,2.54,3.87,2.1,2.64,2.07,3.18
 REFRIGERADOR,4.73,3.99,5.93,2.42,4.61,4.9,2.29,3.41,2.3,3.97,3.96,3.11,5.45,2.67,3.01,2.83,4.13
 AR-CONDICIONADO,1.32,3.66,0.0,0.54,3.75,0.07,-0.2,3.06,1.33,-0.73,-0.34,0.39,1.04,1.25,0.0,-1.14,1.92
 MÁQUINA DE LAVAR ROUPA,2.96,2.18,4.81,3.59,4.05,0.84,-0.65,1.65,3.83,2.95,4.0,2.96,3.11,1.99,1.42,1.82,3.24
 VENTILADOR,0.0,0.0,0.0,0.31,0.0,0.0,0.6,0.55,0.0,0.0,0.0,0.0,-0.38,3.12,3.4,2.92,1.08
 FOGÃO,3.04,2.94,4.76,3.95,-0.05,0.84,-0.19,2.34,2.23,4.26,3.87,2.11,5.01,1.25,2.35,3.57,2.11
 CHUVEIRO ELÉTRICO,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42
" TV, SOM E INFORMÁTICA",0.98,0.54,2.43,0.48,-0.66,1.7,1.63,1.3,0.35,1.28,-0.11,1.12,-0.02,3.04,0.75,1.02,0.54
 TELEVISOR,0.78,1.13,1.37,-0.05,-0.83,0.32,2.06,0.14,0.09,1.51,0.68,0.06,-0.76,3.68,0.25,1.6,0.33
 APARELHO DE SOM,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.75,-5.34,0.07
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
 COMPUTADOR PESSOAL,1.35,-0.65,4.18,1.47,-0.39,3.04,0.83,3.05,0.93,0.95,-1.23,3.11,1.42,1.81,2.7,2.05,0.92
 CONSERTOS E MANUTENÇÃO,1.23,-0.09,0.01,0.94,1.71,1.0,0.47,0.08,0.58,-0.47,-0.93,0.97,1.75,-0.07,0.58,-0.67,0.74
 CONSERTOS E MANUTENÇÃO,1.23,-0.09,0.01,0.94,1.71,1.0,0.47,0.08,0.58,-0.47,-0.93,0.97,1.75,-0.07,0.58,-0.67,0.74
 CONSERTO DE REFRIGERADOR,0.0,1.74,0.0,1.4,0.0,0.0,0.53,0.0,0.79,0.0,-0.41,0.0,0.0,0.0,-0.57,0.0,0.53
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46
 REFORMA DE ESTOFADO,0.08,0.6,0.36,0.0,1.53,2.13,0.0,0.7,2.88,0.0,0.0,0.0,2.16,-2.19,0.0,-0.14,1.19
 CONSERTO DE APARELHO CELULAR,0.0,-1.76,0.21,-0.2,-0.88,1.7,-0.1,-2.14,-2.01,0.8,2.3,-0.37,3.55,0.03,1.25,-1.37,-0.2
 CONSERTO DE BICICLETA,1.45,-0.17,-0.22,2.4,2.14,-0.47,0.61,1.25,1.8,-0.77,-2.6,1.22,0.29,0.34,0.73,-0.23,0.96
 VESTUÁRIO,1.28,0.2,0.4,1.09,0.74,2.21,1.15,-0.47,1.78,1.54,0.31,-0.56,0.87,-0.23,1.41,1.94,0.88
 ROUPAS,1.78,-0.22,0.15,0.8,1.22,2.75,1.02,-0.34,2.53,1.11,0.23,-0.77,1.35,-0.89,1.17,2.13,1.0
 ROUPA MASCULINA,3.15,1.01,0.28,1.91,0.31,3.13,1.45,-1.2,2.85,2.03,-0.55,0.6,2.6,-0.53,1.32,2.29,1.14
 CALÇA COMPRIDA MASCULINA,2.85,2.96,0.55,1.34,1.84,2.85,1.16,1.02,1.84,2.25,-0.68,1.54,0.38,-0.12,0.29,3.17,1.64
 AGASALHO MASCULINO,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.01
 BERMUDA/SHORT MASCULINO,3.42,0.82,-1.78,-0.93,-2.95,3.0,0.84,-2.55,2.8,0.1,0.84,-0.97,3.65,0.94,1.89,-0.06,-0.03
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,2.01,1.48,0.0,1.3
 CAMISA/CAMISETA MASCULINA,3.15,0.18,0.72,3.38,0.27,3.29,1.92,-1.38,3.35,2.25,-0.97,0.76,3.86,-1.67,1.37,2.95,1.26
 ROUPA FEMININA,1.14,-0.85,0.74,0.06,2.31,2.96,0.9,-0.12,3.28,0.09,0.14,-1.05,0.75,-1.23,1.13,2.86,1.15
 CALÇA COMPRIDA FEMININA,1.74,0.45,1.34,1.8,3.62,3.71,1.46,1.29,3.31,-1.2,1.51,2.0,3.36,-2.73,2.96,3.47,2.0
 AGASALHO FEMININO,0.0,-0.38,3.6,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,2.34,0.0,0.0,0.0,1.49
 SAIA,0.0,0.0,0.0,0.1,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.12,3.09,3.52,0.87
 VESTIDO,0.09,-2.16,-0.64,2.91,3.03,3.84,2.13,1.9,3.06,2.06,1.3,-0.29,-1.99,-1.9,0.95,3.65,1.59
 BLUSA,1.72,-2.02,1.25,-2.39,1.27,2.11,-0.35,-2.69,3.66,-0.53,-1.88,-2.87,1.27,-0.32,2.01,2.19,0.43
 LINGERIE,0.0,1.81,-0.51,1.01,2.11,0.0,0.79,0.87,2.78,1.72,-1.73,0.0,-0.34,-0.95,-2.08,1.36,1.28
 BERMUDA/SHORT FEMININO,0.11,0.0,0.1,-0.86,0.0,0.0,1.21,1.26,3.36,-1.23,2.76,-1.7,-1.08,0.26,-0.32,3.35,0.73
 ROUPA INFANTIL,0.6,-0.91,-1.44,0.41,0.57,1.65,0.33,1.08,0.51,1.82,1.85,-2.48,0.5,-0.98,0.94,0.28,0.38
 UNIFORME ESCOLAR,0.0,0.0,0.67,1.26,3.29,2.09,1.35,2.31,0.0,1.34,3.14,-1.07,0.0,0.0,1.42,1.52,2.11
 CALÇA COMPRIDA INFANTIL,0.0,-2.03,0.25,0.0,1.23,1.08,0.0,0.0,-0.05,2.42,-1.17,0.0,3.77,-0.35,0.02,0.0,0.59
 AGASALHO INFANTIL,0.0,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74
 VESTIDO INFANTIL,-0.01,-2.62,-2.97,-0.15,0.0,1.21,0.51,0.49,1.69,0.0,-0.89,-3.51,2.42,-0.22,-0.2,-1.01,-0.53
 BERMUDA/SHORT INFANTIL,1.72,0.0,0.0,-0.2,-1.19,0.0,-0.64,1.39,-1.32,0.0,0.0,-3.1,-2.28,1.58,-1.83,-0.92,-0.59
 CAMISA/CAMISETA INFANTIL,0.68,-0.92,-2.78,-2.54,1.03,0.94,1.73,0.44,0.83,2.49,2.68,-1.39,1.4,-2.43,3.61,0.86,0.51
 CONJUNTO INFANTIL,-0.39,-1.98,-1.63,3.93,-1.47,2.85,-2.54,1.27,0.61,0.75,3.65,-3.59,-0.88,-2.64,2.17,-0.19,-0.42
 CALÇADOS E ACESSÓRIOS,0.56,1.45,1.04,2.29,-0.18,1.54,1.62,-0.6,0.19,2.72,0.5,-0.4,0.42,1.14,2.18,1.67,0.83
 CALÇADOS E ACESSÓRIOS,0.56,1.45,1.04,2.29,-0.18,1.54,1.62,-0.6,0.19,2.72,0.5,-0.4,0.42,1.14,2.18,1.67,0.83
 SAPATO MASCULINO,2.61,2.07,1.55,2.37,1.89,3.23,2.98,0.76,-0.54,3.7,-0.64,1.17,-0.99,3.92,0.45,1.33,1.82
 SAPATO FEMININO,-0.68,2.29,-0.71,2.71,0.95,1.15,3.26,-2.05,-1.37,2.09,-0.63,-0.83,1.91,-0.11,3.43,1.9,0.92
 SAPATO INFANTIL,0.0,0.0,0.0,3.25,0.0,0.0,3.8,0.0,0.42,1.26,-2.34,0.0,-2.91,2.53,2.39,1.22,1.13
 BOLSA,-1.4,2.42,1.44,0.0,0.0,0.47,1.54,2.42,1.03,2.97,2.23,0.0,0.55,3.63,2.65,0.61,1.18
 MOCHILA,0.0,0.0,0.0,1.32,0.0,0.0,0.36,3.42,0.0,0.0,0.0,0.0,0.0,3.44,0.6,0.0,1.49
 TÊNIS,0.63,0.32,2.27,2.05,-1.08,1.12,-2.98,-0.58,0.49,3.51,1.25,-0.4,2.38,-1.97,2.58,3.07,0.42
 SANDÁLIA/CHINELO,2.06,3.44,0.08,2.79,-0.63,3.0,1.8,-1.68,1.07,0.64,1.53,-1.35,-2.54,1.1,2.02,0.73,0.69
 JOIAS E BIJUTERIAS,-1.03,-0.91,0.48,-1.28,-1.39,0.27,1.03,-2.36,0.25,1.0,0.54,1.61,-1.11,1.95,1.3,1.6,-0.36
 JOIAS E BIJUTERIAS,-1.03,-0.91,0.48,-1.28,-1.39,0.27,1.03,-2.36,0.25,1.0,0.54,1.61,-1.11,1.95,1.3,1.6,-0.36
 BIJUTERIA,0.0,0.0,0.55,0.0,0.0,2.25,0.0,0.0,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.74
 JOIA,-2.48,-0.8,0.46,-1.09,-2.42,-0.34,0.99,-2.22,0.0,0.87,0.88,2.38,-1.11,1.0,1.34,0.12,-0.82
 RELÓGIO DE PULSO,2.38,-1.21,0.0,-1.55,1.92,0.0,1.17,-2.65,0.65,1.36,-1.09,0.03,0.0,2.51,1.18,3.21,0.69
 TECIDOS E ARMARINHO,0.21,-0.03,1.12,1.04,0.81,0.58,-0.71,1.41,0.97,1.59,-0.36,0.41,1.58,1.07,0.44,-0.89,0.68
 TECIDOS E ARMARINHO,0.21,-0.03,1.12,1.04,0.81,0.58,-0.71,1.41,0.97,1.59,-0.36,0.41,1.58,1.07,0.44,-0.89,0.68
 TECIDO,0.21,1.29,1.48,1.04,0.53,0.58,-0.71,1.41,0.97,1.94,-0.19,0.4,1.58,1.07,0.44,-0.89,0.71
 ARTIGOS DE ARMARINHO,0.0,-2.38,0.47,0.0,1.41,0.0,0.0,0.0,0.0,1.06,-0.74,0.43,0.0,0.0,0.0,0.0,0.53
 TRANSPORTES,1.19,-0.93,0.28,0.38,0.47,-0.19,0.39,0.53,0.29,2.27,-0.91,0.62,0.51,0.62,0.67,-0.3,0.46
 TRANSPORTES,1.19,-0.93,0.28,0.38,0.47,-0.19,0.39,0.53,0.29,2.27,-0.91,0.62,0.51,0.62,0.67,-0.3,0.46
 TRANSPORTE PÚBLICO,1.14,-1.73,-0.67,1.5,-0.28,-0.91,-1.54,2.3,-1.79,0.4,0.32,-0.35,2.32,-1.07,0.78,-0.43,-0.18
 ÔNIBUS URBANO,0.0,0.0,0.0,4.27,0.0,0.0,0.0,4.38,0.0,0.0,0.0,1.73,2.8,0.0,0.0,0.0,0.45
 TÁXI,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88
 TREM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÔNIBUS INTERMUNICIPAL,0.0,0.0,2.64,0.64,-0.01,0.0,0.0,0.0,-0.02,0.0,5.27,0.57,0.02,0.23,3.75,0.0,0.38
 ÔNIBUS INTERESTADUAL,-0.38,0.0,1.47,2.13,-0.78,4.33,4.76,2.86,1.87,0.78,-0.66,1.1,2.96,-3.69,5.28,3.62,1.36
 PASSAGEM AÉREA,4.02,-1.39,-11.09,-8.13,-4.27,-4.47,-9.13,-4.47,-15.18,-1.6,-3.25,-6.25,-2.02,-2.6,-12.35,-8.01,-5.0
 METRÔ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TRANSPORTE ESCOLAR,0.0,5.53,2.16,9.51,2.99,1.06,0.0,0.0,0.0,9.38,0.0,5.56,3.48,0.0,0.0,9.28,3.75
 TRANSPORTE POR APLICATIVO,6.45,-11.24,7.23,2.59,4.23,1.42,0.0,6.64,11.54,0.0,2.39,-1.61,6.74,0.0,10.97,-8.48,2.22
 INTEGRAÇÃO TRANSPORTE PÚBLICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 VEÍCULO PRÓPRIO,2.28,1.74,1.26,1.37,1.81,0.51,1.39,0.73,1.15,1.83,1.13,1.24,1.26,1.03,1.06,1.09,1.57
