"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - ABRIL DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 REFRIGERANTE E ÁGUA MINERAL,-0.13,2.67,0.35,1.92,1.05,-1.56,-0.04,-2.5,-1.14,1.08,3.88,1.03,0.51,-1.15,0.05,-0.12,0.8
 CAFEZINHO,       -,-2.6,       -,       -,1.52,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.45
 CERVEJA,-2.18,0.17,0.69,3.68,-0.06,-0.71,0.2,1.01,1.96,-1.65,1.42,1.6,-1.12,0.87,0.84,3.63,0.29
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,5.78,       -,       -,       -,       -,       -,       -,       -,-0.7,-1.18,       -,0.08,       -,2.17
 VINHO,-1.99,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.99
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.5,       -,       -,       -,       -,5.59,2.24
 SORVETE,       -,       -,       -,       -,4.43,       -,       -,3.93,4.97,1.8,6.79,       -,6.62,0.25,       -,2.61,4.16
 HABITAÇÃO,0.69,-1.87,-1.78,-1.08,-1.16,-0.47,-1.73,-0.27,0,-1.97,-3.35,-2.34,0.02,-3.25,-2.01,-0.61,-1.14
 ENCARGOS E MANUTENÇÃO,0.57,0.43,0.64,0.91,1.1,0.8,0.36,0.41,0.69,0.79,0.84,0.88,0.72,1.06,0.72,1.04,0.83
 ALUGUEL E TAXAS,0.45,-0.14,0.6,0.89,0.95,0.78,0.25,0.23,0.47,0.52,0.49,0.62,0.5,0.91,1.11,1.09,0.65
 ALUGUEL RESIDENCIAL,0.47,1.22,0.67,1.16,0.38,2.48,0,0.42,-0.19,0.96,0.18,1.1,0.87,1.22,1.89,1,0.63
 CONDOMÍNIO,0.61,-2.67,1.17,1.26,2.34,-1.14,0.72,0,1.7,0.44,2.26,0.42,2.06,1.04,1.99,2.03,1.2
 TAXA DE ÁGUA E ESGOTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.0
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.55,       -,       -,       -,0.55
 REPAROS,0.95,1.76,0.36,0.47,1.68,0.09,-0.16,0.43,0.52,1.12,1.58,1.48,0.36,0.77,-0.28,0.33,1.16
 FERRAGENS,       -,       -,       -,       -,       -,       -,0.88,       -,       -,       -,-2.45,       -,       -,-1.9,       -,       -,-0.27
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,-0.23,       -,       -,       -,0.52,       -,       -,       -,       -,-0.77,       -,0.08
 VIDRO,       -,       -,       -,       -,       -,1.15,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.15
 TINTA,1.9,3.39,0.59,-0.08,2.78,-0.27,0.9,2.65,2.81,0.54,2.34,1.08,0.5,2.08,-0.41,2.09,2.08
 REVESTIMENTO DE PISO E PAREDE,1.71,3.11,1.8,1.27,3.74,       -,-2.75,-0.44,-1.35,4.03,2.65,2.68,       -,0,0.41,0.06,2.39
 MADEIRA E TACO,       -,-0.1,       -,       -,       -,       -,       -,-0.47,       -,       -,       -,       -,       -,1.39,-0.01,       -,-0.1
 CIMENTO,       -,       -,       -,1.74,       -,       -,-0.43,1.68,3.23,       -,       -,3.03,1.94,0.84,-2.55,       -,0.84
 TIJOLO,-0.09,       -,       -,       -,       -,       -,1.85,       -,       -,       -,1.64,0.95,       -,3.39,1.26,       -,0.95
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,2.49,       -,       -,       -,0.74,       -,       -,       -,-0.24,       -,       -,       -,2.24
 MÃO DE OBRA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
 AREIA,1.64,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.98,       -,       -,       -,1.25,       -,1.82
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.77,       -,       -,0.77
 TELHA,       -,2.1,-2.4,-0.43,       -,       -,0.37,       -,       -,1.3,       -,       -,       -,       -,-2.73,       -,0.37
 ARTIGOS DE LIMPEZA,1.39,2.73,1.29,1.57,1.68,2.49,2.08,1.88,2.71,2.77,3.26,2.58,2.53,2.15,1.65,1.63,2.01
 SACO PARA LIXO,       -,2.15,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.42,       -,       -,       -,1.23
 ÁGUA SANITÁRIA,-1.3,2.2,-0.54,1.87,-0.33,0.76,-0.42,1.95,1.01,       -,2.74,       -,0.44,0.44,0.94,1.29,0.44
 DETERGENTE,0.55,2.41,0.9,1.14,1.72,1.41,0.33,0.46,2.2,0.13,0.42,1.78,2.25,1.12,       -,0.42,1.41
 SABÃO EM PÓ,2.44,4.68,1.56,3.03,1.6,3.36,4.95,2.67,4.7,6.47,4.82,3.23,3.88,2.09,2.59,3.04,3.07
 DESINFETANTE,1.53,0.55,3.99,0.53,-1.64,0.4,2.95,3.86,0.54,-1.25,1.93,-1.33,       -,       -,-0.89,       -,0.53
 SABÃO EM BARRA,1.83,       -,1.82,2.74,       -,       -,0.8,1.8,1.81,       -,       -,1.74,-0.64,4,3.14,-0.46,1.81
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.77,       -,2.86,       -,       -,       -,       -,2.78
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,1.05,       -,       -,       -,1.28,       -,       -,       -,       -,       -,2.19,1.38
 LIMPADOR MULTIUSO,       -,0.98,       -,       -,3.71,5.39,       -,       -,       -,-0.66,       -,       -,       -,       -,       -,       -,2.82
 PAPEL TOALHA,1.45,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.45
 AMACIANTE E ALVEJANTE,0.91,2.72,0.65,-1.18,2.98,2.56,1.34,1.09,2.72,1.43,3.09,3.49,3.62,2.09,-0.93,2.16,2.16
 COMBUSTÍVEIS E ENERGIA,0.85,-4.86,-4.7,-3.38,-5.56,-3.67,-3.1,-1.16,-0.84,-6.13,-8.46,-6.27,-0.71,-5.48,-3.88,-2.92,-3.99
 COMBUSTÍVEIS (DOMÉSTICOS),3.86,3.26,1.42,2.71,2.85,2.15,3.17,4.43,5.03,3.85,-0.75,4.66,4.12,4.32,4,5.53,3.14
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,4.95,       -,       -,       -,       -,       -,       -,       -,4.28,       -,4.62
 GÁS DE BOTIJÃO,3.77,3.26,1.42,2.71,3.59,2.15,3.11,4.43,5.03,4.38,-0.75,4.66,4.12,4.32,3.99,5.53,3.32
 GÁS ENCANADO,4.07,       -,       -,       -,0,       -,       -,       -,       -,0.93,       -,       -,       -,       -,       -,       -,1.38
 ENERGIA ELÉTRICA RESIDENCIAL,0.07,-7.07,-6.9,-5.94,-8.02,-5.3,-5,-3.45,-3.41,-9.77,-10.63,-9.3,-2.33,-8.47,-8.3,-6.18,-6.27
 ENERGIA ELÉTRICA RESIDENCIAL,0.07,-7.07,-6.9,-5.94,-8.02,-5.3,-5,-3.45,-3.41,-9.77,-10.63,-9.3,-2.33,-8.47,-8.3,-6.18,-6.27
 ARTIGOS DE RESIDÊNCIA,2.89,1.82,1.76,0.56,1.5,1.12,1.49,1.08,0.95,0.8,2.24,1.2,2.22,2.11,1,2,1.53
 MÓVEIS E UTENSÍLIOS,3.3,2.24,1.8,1.45,0.48,1.31,1.42,1.63,0.52,0.6,1.62,1.12,1.88,1.19,1.43,2.27,1.28
 MOBILIÁRIO,4.01,3.39,1.69,2.04,0.68,1.43,0.99,1.58,0.58,0.4,2.66,2.84,3.05,1.59,2.1,3.15,1.6
 MÓVEL PARA SALA,4.38,3.66,1.87,0.89,1.37,-2.59,1,2.46,0.9,1.03,3.81,3.41,3.63,1.84,1.7,4.81,1.84
 MÓVEL PARA QUARTO,4.23,3.29,1.09,2.93,0.51,3.97,1.62,1.38,-0.27,-0.68,2.25,2.11,2.78,1.44,2.26,3.54,1.44
 MÓVEL PARA COPA E COZINHA,2.6,3.84,3.14,0.81,-0.34,3.69,-0.4,2.37,2.09,2.39,2.65,3.84,3.06,1.82,2.34,0.02,1.82
 MÓVEL INFANTIL,       -,       -,       -,1.59,       -,       -,       -,-1.89,0.9,-1.84,0.53,       -,2.69,1.55,0.89,4.12,0.13
 COLCHÃO,       -,0.98,1.69,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.34
 UTENSÍLIOS E ENFEITES,1.92,1.51,1.95,-0.27,1.3,0.97,1.71,1.59,-0.12,0.39,0.73,-0.59,0.23,0.6,0.63,0.46,1.09
 ARTIGOS DE ILUMINAÇÃO,2.01,1.3,1.53,-1.4,3.2,1.08,-0.09,1.07,-2.97,-2.02,       -,       -,-1.02,       -,1,0.93,1.07
 TAPETE,1.52,0.85,       -,       -,1.79,0.92,1.25,       -,0.85,0.98,1.27,-1.91,1.26,       -,       -,       -,1.25
 CORTINA,1.12,1.87,3.47,2.58,1.86,2.24,       -,1.85,2.55,0.92,0.25,0.32,       -,       -,       -,       -,1.86
 UTENSÍLIOS DE METAL,2.59,-1.23,2.08,-1.82,0.52,0.77,1.06,1.15,-1.34,0.83,0.56,-2.11,0.82,1.07,1.25,0.79,0.56
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,2.21,1.4,-0.14,-0.51,3.61,2.63,3.31,-0.07,       -,0.35,-0.78,-0.25,-1.33,0.11,0.79
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,2.66,       -,       -,       -,1.51,       -,       -,       -,0.54,-0.78,1.78
 FLORES NATURAIS,       -,7.76,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,7.76
 UTENSÍLIOS PARA BEBÊ,       -,       -,-1.48,1.7,       -,       -,       -,1.67,       -,       -,0.23,0.81,-0.2,-0.97,       -,       -,0.04
" CAMA, MESA E BANHO",2.62,-1.9,2.05,1.37,-2.82,1.41,2.63,2.1,1.4,2.19,-1.32,-2.98,-0.17,0.55,-0.36,1.09,-0.13
 ROUPA DE CAMA,2.62,-1.9,2.05,2.53,-2.82,1.41,2.63,2.03,1.4,2.19,-1.32,-2.98,-0.65,0.86,-0.36,1.09,-0.14
 ROUPA DE BANHO,       -,       -,       -,-1.88,       -,       -,       -,2.27,       -,       -,       -,       -,1.06,-0.66,       -,       -,0.32
 APARELHOS ELETROELETRÔNICOS,3.01,1.56,1.86,-0.35,2.68,0.65,1.86,0.56,1.53,0.78,2.76,1.41,2.65,2.93,0.49,1.97,1.92
 ELETRODOMÉSTICOS E EQUIPAMENTOS,2.31,0.95,2.51,-0.14,3.69,2.02,1.97,0.62,1.36,0.52,3.27,2.62,3.05,3.25,0.41,3.31,2.25
 REFRIGERADOR,3.36,2.67,3.02,0.41,3.3,1.9,0.61,0.34,1.37,0.31,4.29,1.86,4.73,3.56,2.4,3.07,2.53
 AR-CONDICIONADO,0.95,-1.82,       -,-0.55,2.03,1.27,2.73,0.36,-1.26,1.91,3.48,2.58,0.43,3.01,       -,2.3,0.79
 MÁQUINA DE LAVAR ROUPA,2.97,0.24,3.36,-1.53,4.9,3.22,3.22,1.7,2.8,-0.55,2.26,4.49,3.59,3.78,0.27,4.75,2.88
 VENTILADOR,       -,       -,       -,1.38,       -,       -,2.45,0.85,       -,       -,       -,       -,1.91,1.48,-1.28,2.79,1.16
 FOGÃO,0.24,1.33,1.03,-0.61,3.33,0.41,2.41,0.21,1.77,1.72,0.98,1.14,0.13,3.33,-2.06,3.15,1.75
 CHUVEIRO ELÉTRICO,       -,       -,0.87,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.87
" TV, SOM E INFORMÁTICA",3.67,2.42,1.13,-0.58,1.57,-0.68,1.76,0.49,1.75,1.08,2,-0.06,2,2.3,0.59,0.7,1.53
 TELEVISOR,4.04,1.95,0.1,-0.58,1.69,1.3,2.72,1.12,1.11,-0.06,1.04,1.39,1.73,2.65,0.54,0.03,1.49
 APARELHO DE SOM,       -,       -,       -,-0.58,       -,       -,       -,       -,1.75,       -,       -,       -,       -,       -,0.59,1.69,0.85
 VIDEOGAME (CONSOLE),       -,       -,       -,-4.2,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-4.2
 COMPUTADOR PESSOAL,3.02,3.39,2.71,0.39,1.37,-2.47,-0.03,-0.4,3.13,2.7,3.33,-2.62,2.52,1.59,0.76,1.54,1.69
 CONSERTOS E MANUTENÇÃO,0.28,0.29,0.86,0.61,0.64,2.21,-0.05,0.68,-0.59,1.88,2.36,0.58,1.75,1.49,1.61,0.57,0.84
 CONSERTOS E MANUTENÇÃO,0.28,0.29,0.86,0.61,0.64,2.21,-0.05,0.68,-0.59,1.88,2.36,0.58,1.75,1.49,1.61,0.57,0.84
 CONSERTO DE REFRIGERADOR,       -,1.98,       -,-0.17,       -,       -,1.54,       -,-0.19,       -,2.68,       -,       -,       -,1.66,       -,1.54
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,0.27,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.27
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,0.83,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.83
 REFORMA DE ESTOFADO,2.01,-0.72,0.58,2.89,2.59,2.77,       -,-1.4,0.04,       -,       -,1.68,-3.87,-1.46,       -,-0.01,1.57
 CONSERTO DE APARELHO CELULAR,       -,0,1.75,0,-0.35,3.25,-0.2,1.27,-1.38,3.45,0.57,0.54,3.79,-0.05,2.94,-0.22,0.84
 CONSERTO DE BICICLETA,-0.05,-0.39,0.44,-0.08,0.38,1.16,-0.41,1.16,-0.37,1.51,2.96,0.48,1.71,2.6,0.38,1.86,0.62
 VESTUÁRIO,2.72,1.58,1.64,0.46,0.27,1.83,1.26,1.47,2.17,1.43,2.06,1.31,0.34,0.88,1.71,2.32,1.26
 ROUPAS,2.85,1.89,2.11,0.76,0.44,2.41,1.37,1.14,2.78,2.12,2.64,1.16,0.57,0.58,1.59,2.37,1.54
 ROUPA MASCULINA,2.44,2.43,2.12,1.41,-0.69,2.12,1.29,0.97,3.24,3.07,2.73,0.43,0.49,-0.1,0.8,2.33,1.34
 CALÇA COMPRIDA MASCULINA,3.8,2.63,2.43,1.02,-0.18,3.71,3.87,-0.14,3.91,3.2,2.85,0.91,0.96,0.6,-0.12,1.16,1.76
 AGASALHO MASCULINO,       -,3.64,       -,       -,       -,       -,       -,       -,       -,2.93,       -,       -,       -,       -,       -,       -,3.39
 BERMUDA/SHORT MASCULINO,3.96,3.56,3.29,-0.04,-2.09,1.43,0.66,2.61,2.08,0.09,1.8,0.47,-0.13,1.11,-0.02,0.4,0.97
 CUECA,       -,       -,       -,       -,       -,       -,3.04,       -,       -,       -,       -,       -,       -,2.45,3.22,       -,3.04
 CAMISA/CAMISETA MASCULINA,1.6,1.72,1.63,2.19,-0.66,1.5,0,0.65,3.52,3.65,3,0.2,0.34,-1.34,1.39,3.58,1.14
 ROUPA FEMININA,3.18,1.96,2.6,-0.34,1.34,2.76,1.68,2.02,3.24,1.92,3.33,1.88,1.19,1.7,2.48,3.37,1.98
 CALÇA COMPRIDA FEMININA,3.92,3.65,1.74,0.04,3.37,3.83,2.73,0.24,3.91,1.52,3.98,3.88,0.59,3.36,3.19,3.79,2.88
 AGASALHO FEMININO,       -,3.93,3.85,       -,       -,       -,       -,       -,       -,3.78,       -,       -,1.84,       -,       -,       -,3.79
 SAIA,       -,       -,       -,0.94,       -,       -,1.95,       -,       -,       -,       -,       -,       -,1.11,3.19,0.12,1.57
 VESTIDO,3.85,3.02,2.71,-0.49,1.5,2.43,3.97,2.35,2.79,2.66,3.45,0.34,2.57,1.99,3.19,3.73,2.38
 BLUSA,2.39,-0.51,3.3,-0.14,0.88,2.45,-0.09,3.09,3.19,1.8,3.58,2.31,1.03,0.32,2.2,3.73,1.53
 LINGERIE,       -,2.44,1.43,-2.83,-1.9,       -,1.56,1.07,3.18,1.83,3.3,       -,-0.82,3.58,1.05,1.14,0.35
 BERMUDA/SHORT FEMININO,3.18,       -,2.64,-0.21,       -,       -,0.23,1.83,3.39,0.69,0.17,0.33,2.6,-0.08,1.78,3.31,1.7
 ROUPA INFANTIL,2.84,0.74,0.97,2.29,0.5,2.12,0.85,-0.98,0.94,1.05,1.18,0.81,-0.57,-0.29,1.51,0.32,0.95
 UNIFORME ESCOLAR,       -,       -,0.34,0.44,-0.28,0.12,2.81,0.7,       -,1.94,-0.26,1.35,       -,       -,2.25,2.46,0.7
 CALÇA COMPRIDA INFANTIL,       -,3.01,3.61,       -,2.72,3.28,       -,       -,3.18,3.46,3.8,       -,2.98,1.62,-0.55,       -,3.03
 AGASALHO INFANTIL,       -,3.07,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.07
 VESTIDO INFANTIL,1.53,-0.25,0.02,3.17,       -,0.1,0.78,2.42,1.99,       -,2.48,1.95,0.24,0.03,1.53,1.43,1.18
 BERMUDA/SHORT INFANTIL,3.61,       -,       -,-0.32,1.85,       -,1.87,-0.19,2.9,       -,       -,3.47,-0.07,-2.53,0.53,1.66,1.89
 CAMISA/CAMISETA INFANTIL,2.21,-0.5,2.08,3.87,0.19,3.23,0.58,-2.44,0.05,0.05,-0.55,1.58,-2.15,-0.53,1.44,-0.91,0.62
 CONJUNTO INFANTIL,3.77,-0.32,-1.37,2.59,-0.71,3.89,-2.18,-2.86,-1.55,0,1.66,-1.99,-1.42,-0.2,3,-1.82,-0.16
 CALÇADOS E ACESSÓRIOS,2.88,1.11,0.74,-0.1,0.17,1.34,1.32,2.21,0.98,-0.01,1.83,1.81,0.19,1.6,2.19,2.78,0.9
 CALÇADOS E ACESSÓRIOS,2.88,1.11,0.74,-0.1,0.17,1.34,1.32,2.21,0.98,-0.01,1.83,1.81,0.19,1.6,2.19,2.78,0.9
 SAPATO MASCULINO,2.77,3.37,-1.06,-1.52,-2.79,1.47,1.34,1.6,1.11,1.69,2.76,2.18,1.73,1.8,2.13,2.78,0.4
 SAPATO FEMININO,3.91,-0.36,-0.62,0.95,-1.52,3.26,0.64,3.68,2.38,2.01,2.97,0.87,2.35,0.81,3.88,2.87,0.61
 SAPATO INFANTIL,       -,       -,       -,1.04,       -,       -,2.25,       -,-1.44,0.07,-2.25,       -,2.4,2.21,3.92,-0.34,0.18
 BOLSA,2.4,-0.73,0.49,2.94,       -,1.39,2.08,1.38,0.01,1.56,2.11,       -,1.26,2.66,1.75,3.43,1.38
 MOCHILA,       -,       -,       -,3.17,       -,       -,0.88,2.81,       -,       -,       -,       -,       -,-2.23,0.29,       -,1.72
 TÊNIS,2.27,1.68,2.8,-0.11,0.93,-0.2,3.68,2.02,1.09,-2.24,1.1,2.62,-1.51,1.77,3.64,2.86,1.09
 SANDÁLIA/CHINELO,3.22,0.74,-0.7,-1.78,3.03,0.67,-1.04,1.97,0.77,1.79,2.37,0.74,-0.72,2.75,0.64,3.03,1.19
 JOIAS E BIJUTERIAS,0.45,-0.06,0.17,-0.21,-1.97,-1.08,-1.59,2.89,0.74,-0.48,-2.3,0.94,-0.74,1.46,1.68,-0.08,-0.6
 JOIAS E BIJUTERIAS,0.45,-0.06,0.17,-0.21,-1.97,-1.08,-1.59,2.89,0.74,-0.48,-2.3,0.94,-0.74,1.46,1.68,-0.08,-0.6
 BIJUTERIA,       -,       -,-0.1,       -,       -,2.8,       -,       -,0.35,       -,       -,       -,       -,       -,       -,2.11,0.71
 JOIA,0.22,-0.45,0.28,-1.6,-2.36,-2.38,-1.84,2.87,       -,0.21,-3,0.95,-0.74,-0.4,2.74,-2.94,-1.06
 RELÓGIO DE PULSO,0.94,0.93,       -,1.73,-0.74,       -,-0.84,2.93,1.12,-2.5,1.1,0.94,       -,2.5,-1.58,2.33,0.33
 TECIDOS E ARMARINHO,0.71,1.7,1.48,0.28,1.24,0.16,2.84,-0.17,0.49,0.73,2.03,0.64,0.07,0.76,-0.02,1.6,0.98
 TECIDOS E ARMARINHO,0.71,1.7,1.48,0.28,1.24,0.16,2.84,-0.17,0.49,0.73,2.03,0.64,0.07,0.76,-0.02,1.6,0.98
 TECIDO,0.71,2.52,1.46,0.28,2.26,0.16,2.84,-0.17,0.49,1.92,3.08,2.25,0.07,0.76,-0.02,1.6,1.28
 ARTIGOS DE ARMARINHO,       -,0.23,1.52,       -,-0.89,       -,       -,       -,       -,-1.11,-0.31,-1.94,       -,       -,       -,       -,-0.4
 TRANSPORTES,2.08,1.95,1.92,2.09,2.35,2.98,2.3,2.17,-1.14,1.53,1.67,2.2,1.77,1.81,0.63,2.46,1.91
 TRANSPORTES,2.08,1.95,1.92,2.09,2.35,2.98,2.3,2.17,-1.14,1.53,1.67,2.2,1.77,1.81,0.63,2.46,1.91
 TRANSPORTE PÚBLICO,2.05,4.88,-0.23,-0.16,5.43,2,4.49,0.45,-0.6,0.96,0.55,0.5,2.67,2.54,1.3,0.91,2.66
 ÔNIBUS URBANO,0,0,0,0,0,0,9.89,0,0,1.66,0,0,0,0,0.26,0,0.42
 TÁXI,0,0,0,0,38.76,       -,0,8.46,0,       -,       -,0,0,0,0,0,9.16
 TREM,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,1.24,-0.35,0.58,0,       -,0.51,0,0.26,0.64,0,-0.48,2.52,1.58,2.35,0,0.28
 ÔNIBUS INTERESTADUAL,-0.07,       -,0.57,-1.24,0.17,2.58,0,0.29,0.73,1.36,0.93,0,-0.87,0.13,0.46,0.61,0.56
 PASSAGEM AÉREA,15.33,14.16,-0.83,-3.3,23.57,5.86,3.37,0.43,-8.14,0.19,3.53,1.56,1.09,8.36,8.87,4.74,9.48
 METRÔ,11.21,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.64
 TRANSPORTE ESCOLAR,       -,6.26,0,0,0.36,0,       -,       -,0,0,       -,0,0,       -,0,0,0.53
 TRANSPORTE POR APLICATIVO,1.73,17.31,-1.47,3.08,0.41,2.74,       -,-0.79,7.29,       -,-0.19,4.22,14.08,       -,5.56,6.29,4.09
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,1.58,0.74,1,1.54,0.87,0.48,1.23,0.93,0.2,0.21,-0.02,2.01,-0.31,0.65,1.13,1.65,0.81
 AUTOMÓVEL NOVO,0.71,0.51,1.23,0.91,0.47,0.73,0.22,0.04,0.5,-0.55,-0.25,2.45,-0.4,-0.49,-0.48,0.94,0.44
 EMPLACAMENTO E LICENÇA,2.16,1.64,0.5,2.22,1.79,0.87,1.33,2.17,1.15,2.28,2.22,1.28,2.19,2.2,1.22,2.23,1.7
 SEGURO VOLUNTÁRIO DE VEÍCULO,8.05,2.94,7.09,2.8,1.51,-1.86,3.4,6.53,3.14,1.77,3.41,9.74,3.32,0.97,3.31,7.35,3.31
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,-1.16,0.8,1.8,-2.83,-2.21,-0.13,3.7,3.45,1.54,-0.44,       -,1.6,-1.01,-0.45,0.58,-0.45
 ACESSÓRIOS E PEÇAS,3.54,2.62,1.41,-1.33,1.01,1.58,1.54,-1.06,0.33,3.12,3.64,-0.57,1.21,1.49,2.69,0.32,1.54
 PNEU,       -,0.44,-0.43,0.09,2.05,1.13,-0.45,2.44,0.59,-2.53,0.37,1.01,0.09,-2.7,2.22,0.85,0.53
 CONSERTO DE AUTOMÓVEL,2.14,0.49,0.63,2.61,1.98,1.77,3.1,0.07,-0.68,-0.97,-1.65,0.08,-2.68,2.92,0.29,-0.22,0.79
 ESTACIONAMENTO,       -,-1.13,       -,       -,2.12,       -,       -,       -,0.25,4.34,       -,       -,       -,       -,       -,       -,1.97
 PEDÁGIO,       -,0,       -,       -,-0.05,       -,       -,       -,       -,0,       -,0,       -,       -,       -,       -,-0.04
 AUTOMÓVEL USADO,-1.89,-0.2,0.06,       -,-0.38,0.23,0.42,0.4,-0.74,0.12,-2.09,0.85,-1.2,-1.7,1.29,-0.52,-0.47
 PINTURA DE VEÍCULO,       -,       -,0.21,3.74,       -,       -,       -,       -,-1.53,       -,       -,       -,       -,       -,       -,       -,0.4
 ALUGUEL DE VEÍCULO,-5.73,       -,       -,       -,       -,       -,4.55,       -,-4.77,       -,       -,       -,       -,       -,       -,       -,-2.78
 MOTOCICLETA,2.51,-0.45,0.41,1.47,0.71,0.07,1.85,1.02,0.48,0.43,1.03,1.03,1.04,1.05,3.73,2.95,1.02
 COMBUSTÍVEIS (VEÍCULOS),2.88,2.6,3.7,3.63,3.62,6.12,2.86,4.35,-3.05,3.57,4.11,3.17,4.19,3.64,-0.19,4.21,3.2
 GASOLINA,2.62,2.53,3.13,3.57,1.78,6.16,2.85,4.1,-3.9,2.97,3.78,3.07,3.92,3.22,-0.41,4.11,2.48
 ETANOL,8.76,       -,8.08,5.56,9.63,7.6,       -,       -,2.29,7.16,5.84,       -,6.72,       -,       -,       -,8.44
 ÓLEO DIESEL,11.17,4.75,4.44,2.83,4.76,5.01,3.26,10.58,2.55,1.5,4.21,5.43,8.78,6.61,3.23,7.24,4.74
 GÁS VEICULAR,0.26,       -,       -,       -,       -,       -,       -,-0.35,       -,       -,       -,       -,       -,       -,       -,       -,0.24
 SAÚDE E CUIDADOS PESSOAIS,1.83,2.32,2.52,1.92,1.53,0.87,1.7,1.25,1.42,1.96,1.85,1.5,1.73,1.6,2.35,1.97,1.77
 PRODUTOS FARMACÊUTICOS E ÓTICOS,6.26,6.94,7.64,5.47,5.68,4.33,6.82,4.21,4.69,5.11,4.62,5.5,5.54,4.75,5.98,5.17,5.82
 PRODUTOS FARMACÊUTICOS,6.38,7.18,8.02,6.09,5.99,4.68,8.01,4.39,4.9,5.28,4.65,5.67,6.01,4.8,6.74,5.52,6.13
 ANTI-INFECCIOSO E ANTIBIÓTICO,9.06,0.87,8.24,10.08,6.16,5.78,9.28,4.1,6.77,6.85,1.53,4.93,4.62,5.59,6.59,7.24,6.15
 ANALGÉSICO E ANTITÉRMICO,6.24,9.39,6.83,4.57,6.78,2.06,9.1,5.77,4.55,3.94,4.55,3.18,3.88,5.27,5.97,4.14,5.95
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,8.65,7.86,7.21,7.22,6.54,2.64,8.62,3.98,7.4,6.23,7.03,4.31,7.45,3.57,7.48,5.29,6.79
 ANTIGRIPAL E ANTITUSSÍGENO,2.86,8.29,6.98,7.07,3.95,1.93,4.97,4.34,3.27,4.66,6.9,9.97,7.62,2.2,2.12,3.38,4.89
 DERMATOLÓGICO,7.05,4.21,6.88,6.17,4.68,5.74,       -,3.69,4.66,7.27,       -,6.95,2.85,6.01,5.56,5.35,5.4
 ANTIALÉRGICO E BRONCODILATADOR,6.74,2.58,8.4,4.3,8.91,3.58,6.13,7.91,5.31,5.02,3.47,6.29,5.02,4.03,6.97,5.35,6.66
 GASTROPROTETOR,4.93,7.26,5.92,5.24,9.47,       -,5.38,4.34,4.67,2.68,6.67,6.86,6.53,5.12,6.65,4.87,6.63
 VITAMINA E FORTIFICANTE,5.91,4.18,6.49,5.66,1.41,4.65,6.01,4.64,4.16,2.46,5.14,3.52,5.47,2.5,7.83,3.99,4.04
