"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - NOVEMBRO DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.31,0.06,0.52,0.77,0.52,0.07,0.5,0.24,0.29,0.29,-0.18,1.38,0.81,0.48,-0.16,0.01,0.39
 REFEIÇÃO,0.26,-0.09,0.6,0.55,0.5,0.09,1.01,0.24,0.25,0.2,0.17,0.67,0.22,-0.02,0.08,-0.01,0.36
 LANCHE,0.59,0.61,0.44,1.04,0.52,-0.02,-0.31,0.14,0.52,-0.06,-0.41,2.7,1.43,1.48,-0.8,-0.02,0.42
 REFRIGERANTE E ÁGUA MINERAL,-0.25,0.16,0.79,1.36,-0.72,-0.05,0.37,0.34,-1.03,0.65,1.4,0.7,0.71,-0.03,0.26,1.53,-0.01
 CAFEZINHO,       -,0.08,       -,       -,0.69,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.53
 CERVEJA,0.91,-0.91,-0.06,1.38,1.41,0.55,-0.46,0.97,0.35,2.48,-2.31,0.59,2.68,0,0.55,-0.76,0.71
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,1.63,       -,       -,       -,       -,       -,       -,       -,1.58,0.74,       -,0.16,       -,1.24
 VINHO,-3.37,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-3.37
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.18,       -,       -,       -,       -,-1.15,-0.36
 SORVETE,       -,       -,       -,       -,0.41,       -,       -,0.4,-0.47,2.03,0.85,       -,0.16,0.3,       -,0.66,0.63
 HABITAÇÃO,0.63,0.39,0.02,0.5,0.42,4.19,0.03,-0.08,0.38,0.02,2.6,-0.67,-0.21,-0.32,-0.51,0.33,0.51
 ENCARGOS E MANUTENÇÃO,1.12,0.44,0.26,0.33,0.85,0.59,0.2,0.05,0.26,0.24,1.24,0.4,-0.21,0.06,0.39,0.27,0.63
 ALUGUEL E TAXAS,1.08,0.28,0.24,0.15,0.98,0.59,0.17,-0.08,0.03,-0.1,1.42,0.54,-0.42,-0.44,0.29,0.31,0.63
 ALUGUEL RESIDENCIAL,-0.07,0.67,0.42,0.31,1.47,0.16,-0.19,-0.15,0.59,0.13,2.28,0.19,-0.66,-0.63,0.47,0.4,0.8
 CONDOMÍNIO,-0.17,0.06,0.04,0,0.78,1.46,0.34,0,-0.7,-0.74,1.49,1.77,-0.86,0.05,0.66,0.49,0.4
 TAXA DE ÁGUA E ESGOTO,7.88,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0.58
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-3.71,       -,       -,       -,-3.71
 REPAROS,1.1,1.06,0.03,0.72,0.14,0.13,0,0.21,0.37,0.8,-0.58,-0.83,-0.77,0.28,0.02,0.26,0.34
 FERRAGENS,       -,       -,       -,       -,       -,       -,-0.88,       -,       -,       -,-2.71,       -,       -,2.58,       -,       -,-1.25
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,0.81,       -,       -,       -,1.78,       -,       -,       -,       -,0.93,       -,1.3
 VIDRO,       -,       -,       -,       -,       -,2.6,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.6
 TINTA,1.98,1.31,0.77,0.64,0.29,-1.67,0.19,0.7,-0.57,0.17,0.74,-1.49,-2.56,0.17,-3.85,-2.51,0.47
 REVESTIMENTO DE PISO E PAREDE,2.42,3.04,-1.74,2.62,0.94,       -,-0.35,1.28,0.13,2.53,-2.21,-1.75,       -,-0.32,-1.76,0.95,0.95
 MADEIRA E TACO,       -,-1.66,       -,       -,       -,       -,       -,-2.89,       -,       -,       -,       -,       -,0,2.23,       -,-1.38
 CIMENTO,       -,       -,       -,1.01,       -,       -,-0.31,-1.15,1.51,       -,       -,-2.26,0.61,0.45,1.73,       -,0.33
 TIJOLO,0.44,       -,       -,       -,       -,       -,0.16,       -,       -,       -,0.68,0.81,       -,-0.15,-1.43,       -,0.16
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,-3.66,       -,       -,       -,2.32,       -,       -,       -,-2.25,       -,       -,       -,-3.0
 MÃO DE OBRA,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
 AREIA,0.35,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.72,       -,       -,       -,-0.11,       -,0.35
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.33,       -,       -,1.33
 TELHA,       -,0.4,-0.07,-2.07,       -,       -,0.82,       -,       -,1,       -,       -,       -,       -,2.79,       -,0.49
 ARTIGOS DE LIMPEZA,1.73,0.62,0.6,1.1,0.9,1.48,0.76,0.92,1.87,2.21,1.52,1.57,1.63,0.89,1.44,0.03,1.15
 SACO PARA LIXO,       -,-2.81,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.87,       -,       -,       -,-2.41
 ÁGUA SANITÁRIA,1.81,-1.41,-0.84,-0.03,-0.31,-2.53,2.54,2.33,2.22,       -,-0.64,       -,0.2,0.56,0.92,-2.17,0.07
 DETERGENTE,-2.12,1.13,0.76,0.08,-0.19,3.09,0.23,-2.26,0.14,1.3,2.29,0.37,0.93,1.4,       -,-1.14,0.14
 SABÃO EM PÓ,3.42,2.43,0.06,2.74,2.66,2.3,0.4,1.79,4,2.76,1.7,1.83,2.49,1.44,2.26,0.17,2.3
 DESINFETANTE,0.72,-1.1,0.67,0.23,3.02,1.37,2.77,-0.69,0.6,0.71,2.21,1.64,       -,       -,3.52,       -,1.37
 SABÃO EM BARRA,1.31,       -,1.17,-0.52,       -,       -,1.7,3.29,-0.54,       -,       -,0.5,-0.26,0.09,-0.57,0.8,0.76
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.55,       -,0.53,       -,       -,       -,       -,0.55
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,1.5,       -,       -,       -,1.74,       -,       -,       -,       -,       -,2.38,1.8
 LIMPADOR MULTIUSO,       -,1.71,       -,       -,1.69,1.72,       -,       -,       -,1.82,       -,       -,       -,       -,       -,       -,1.71
 PAPEL TOALHA,1.43,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.43
 AMACIANTE E ALVEJANTE,2.98,0.23,1.7,2.14,-0.52,0.98,-0.79,1.4,1.76,2.93,1.43,2.28,2.32,-0.08,0.98,0.66,0.82
 COMBUSTÍVEIS E ENERGIA,-0.11,0.3,-0.38,0.73,-0.63,15.31,-0.11,-0.27,0.53,-0.44,4.98,-2.3,-0.22,-0.58,-1.23,0.44,0.28
 COMBUSTÍVEIS (DOMÉSTICOS),-0.59,-0.36,-0.67,-0.13,-1,1.15,1.39,0,0.5,-1.24,0.22,-0.57,-0.86,0.02,-0.37,1.01,-0.41
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,-1.47,       -,       -,       -,       -,       -,       -,       -,-1.47,       -,-1.47
 GÁS DE BOTIJÃO,0.16,-0.36,-0.67,-0.13,-1.25,1.15,1.49,0,0.5,-1.49,0.22,-0.57,-0.86,0.02,-0.31,1.01,-0.37
 GÁS ENCANADO,-2.17,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,-0.7
 ENERGIA ELÉTRICA RESIDENCIAL,0.04,0.56,-0.23,1.14,-0.5,19.85,-0.63,-0.4,0.55,0.02,6.88,-2.93,0,-0.84,-1.81,0.16,0.56
 ENERGIA ELÉTRICA RESIDENCIAL,0.04,0.56,-0.23,1.14,-0.5,19.85,-0.63,-0.4,0.55,0.02,6.88,-2.93,0,-0.84,-1.81,0.16,0.56
 ARTIGOS DE RESIDÊNCIA,-0.82,-0.71,-0.3,-0.46,-0.54,-0.96,-1.59,-0.33,-0.46,-1.07,-0.45,-0.99,-0.95,-0.47,-0.85,-2.76,-0.68
 MÓVEIS E UTENSÍLIOS,-1.57,-0.47,-0.3,0.77,0.3,-0.14,-0.37,0.25,0.57,-1.1,-0.88,-0.33,-1.2,-0.28,-0.45,-2.15,-0.23
 MOBILIÁRIO,-1.27,-1.27,-0.44,0.38,0.26,-0.82,-0.62,-0.05,1.36,-1.52,-1.71,-1.18,-1.78,-0.25,-0.52,-2.57,-0.43
 MÓVEL PARA SALA,-0.37,-2.89,1.47,-2.37,0.08,-2.02,-1.5,1.76,2.7,-0.77,-3.28,-1.61,-2.31,-1.31,-2.58,-1.99,-0.48
 MÓVEL PARA QUARTO,-2.39,-0.54,-1.25,2.32,-0.12,-0.9,-1.33,-1.62,1.06,-1.16,-1.74,-0.21,-0.83,0.47,-0.66,-3.8,-0.56
 MÓVEL PARA COPA E COZINHA,-0.45,0.43,-1.38,-0.5,1.56,3.12,2.55,2.18,0.78,-2.74,1.55,-2.83,-2.86,-1.42,2.98,0.13,0.31
 MÓVEL INFANTIL,       -,       -,       -,-3.32,       -,       -,       -,1.59,-0.43,-2.63,-2.99,       -,-2.76,-0.12,-2.93,-3.83,-1.93
 COLCHÃO,       -,-3.85,-1.15,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.51
 UTENSÍLIOS E ENFEITES,-2.4,0.42,-0.13,1.57,-0.56,0.56,-0.22,0.35,-0.61,0.09,0.66,0.28,-0.4,-0.5,0.52,-0.5,-0.23
 ARTIGOS DE ILUMINAÇÃO,-0.32,0.07,-1.32,0.9,0.36,-0.1,-0.09,0.62,-0.35,-1.65,       -,       -,-0.04,       -,2.02,0.73,-0.09
 TAPETE,-2.71,1.8,       -,       -,-1.68,0.29,-0.57,       -,0.96,-0.58,1.31,0.69,-0.56,       -,       -,       -,-0.57
 CORTINA,2.53,0.63,-0.24,3.42,0.68,0.59,       -,0.01,2.48,-1.42,0.28,-1.21,       -,       -,       -,       -,0.55
 UTENSÍLIOS DE METAL,-6.03,0.31,-0.37,2.66,-0.87,0.39,1.19,1.43,-2.26,2.56,1.38,1.43,-0.49,-0.63,0.28,-0.17,-0.46
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,1.02,0.92,-1.27,1.33,-1.22,-1.17,-2.34,-0.88,       -,0.55,-1.82,0.58,1.17,-1.6,-0.59
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,-1.06,       -,       -,       -,1.28,       -,       -,       -,-1.98,-1.83,-0.42
 FLORES NATURAIS,       -,-0.67,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.67
 UTENSÍLIOS PARA BEBÊ,       -,       -,1.21,-2.37,       -,       -,       -,-0.3,       -,       -,-1.63,0.21,0.94,-1.52,       -,       -,-0.3
" CAMA, MESA E BANHO",-1.16,2.04,0.11,1.77,2.83,2.72,0.39,2.4,-0.45,-1.69,-0.5,2.57,0.02,0.05,-1.73,-3,0.97
 ROUPA DE CAMA,-1.16,2.04,0.11,1.46,2.83,2.72,0.39,2.31,-0.45,-1.69,-0.5,2.57,-0.18,-0.13,-1.73,-3,0.94
 ROUPA DE BANHO,       -,       -,       -,2.61,       -,       -,       -,2.64,       -,       -,       -,       -,0.54,0.69,       -,       -,2.07
 APARELHOS ELETROELETRÔNICOS,-0.22,-1.13,-0.71,-2.08,-1.82,-2.26,-3.01,-0.9,-1.53,-1.31,-0.47,-1.74,-0.82,-0.66,-1.44,-4.01,-1.42
 ELETRODOMÉSTICOS E EQUIPAMENTOS,1.35,0.78,0.51,-0.65,-1.43,-1.06,-1.4,-0.05,-0.75,-0.74,0.64,0.67,-0.29,0.3,-1.35,-2.04,-0.42
 REFRIGERADOR,1.64,0.52,0.26,-1,-1.52,-1.86,-2.47,0.97,-0.44,-1.68,1.7,-0.64,0.26,1.08,-1.97,-2.09,-0.5
 AR-CONDICIONADO,-1.32,-0.57,       -,-2.27,-1.07,-0.84,-0.52,-1.29,-4.24,0.18,-2.07,1.5,-1.17,-1.28,       -,-1.42,-1.29
 MÁQUINA DE LAVAR ROUPA,3.28,1.89,0.9,1.84,-0.42,-0.48,-0.45,-1.55,0.03,-1.47,-0.18,2.03,0.79,0.39,-2.13,-2.16,0.26
 VENTILADOR,       -,       -,       -,-0.05,       -,       -,0.27,1.72,       -,       -,       -,       -,-2.56,1.77,-2.08,-1.15,-0.19
 FOGÃO,0.56,0.58,0.17,-1.75,-2.86,-0.14,-2.14,-0.83,0.26,1.29,0.96,0.79,-1.33,-0.8,1.18,-2.88,-0.8
 CHUVEIRO ELÉTRICO,       -,       -,1.31,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.31
" TV, SOM E INFORMÁTICA",-1.98,-4.05,-2.29,-3.74,-2.28,-3.6,-4.79,-1.9,-2.65,-2.1,-2.28,-5.12,-1.77,-2.7,-1.57,-6.15,-2.71
 TELEVISOR,0.2,-2.91,-0.57,-3.7,-2.2,-2.06,-5.91,-0.5,-1.9,-1.17,-1.14,-4.54,-2.57,-2.09,-0.84,-6.02,-1.99
 APARELHO DE SOM,       -,       -,       -,-3.74,       -,       -,       -,       -,-2.39,       -,       -,       -,       -,       -,-1.57,-4.19,-2.73
 VIDEOGAME (CONSOLE),       -,       -,       -,-2.16,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.16
 COMPUTADOR PESSOAL,-5.71,-6.29,-4.96,-4.18,-2.4,-5.05,-2.69,-3.85,-4.31,-3.38,-3.73,-6.19,-0.27,-3.97,-4.39,-7,-3.88
 CONSERTOS E MANUTENÇÃO,-0.48,0.43,2.02,1.39,1.29,-0.38,0.77,-0.78,-0.06,0.05,1.29,-0.88,-0.07,-0.19,0.19,-0.21,0.72
 CONSERTOS E MANUTENÇÃO,-0.48,0.43,2.02,1.39,1.29,-0.38,0.77,-0.78,-0.06,0.05,1.29,-0.88,-0.07,-0.19,0.19,-0.21,0.72
 CONSERTO DE REFRIGERADOR,       -,-0.01,       -,3.94,       -,       -,1.66,       -,0,       -,2.66,       -,       -,       -,1.04,       -,1.66
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,-0.41,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.41
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,1.06,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.06
 REFORMA DE ESTOFADO,0,1.32,0.7,1.16,1.62,0,       -,1.95,1.76,       -,       -,0,3.2,-1.16,       -,3,1.16
 CONSERTO DE APARELHO CELULAR,       -,0.31,0.68,0,-2.86,-2.2,2.46,0.8,-0.1,0.22,1.68,2.15,1.13,0.15,-0.64,-2.42,-0.09
 CONSERTO DE BICICLETA,-0.57,-0.47,3.29,1.4,1.78,-0.02,-0.36,-2.89,-1.58,0.01,0.5,-1.35,-2.09,-0.08,0.35,-0.16,0.79
 VESTUÁRIO,1.24,0.37,1.08,0.88,1.88,1.12,1.14,1.69,-0.01,-0.04,1.3,0.65,0.37,1.83,1.12,1.33,1.1
 ROUPAS,1.56,0.66,1.42,0.41,2.09,0.87,1.55,1.82,-0.08,-0.4,1.38,0.8,0.05,1.8,1.32,1.63,1.22
 ROUPA MASCULINA,1.01,0.64,0.81,1.13,0.82,2.65,2.09,2.41,-0.45,-0.1,0.87,-0.11,-1.01,2.28,1.72,1.13,0.86
 CALÇA COMPRIDA MASCULINA,-0.58,-0.77,0.73,2.72,3.15,2,1.91,1.47,0.91,-1.29,1.64,1.02,-0.89,2.63,2.22,3.84,1.43
 AGASALHO MASCULINO,       -,0.64,       -,       -,       -,       -,       -,       -,       -,0.15,       -,       -,       -,       -,       -,       -,0.46
 BERMUDA/SHORT MASCULINO,0.71,1.23,1.95,-1.31,2.63,2.54,1.48,2.24,-0.17,-0.76,-0.83,0.39,-1.81,-1.77,2.67,2.25,1.11
 CUECA,       -,       -,       -,       -,       -,       -,-1.56,       -,       -,       -,       -,       -,       -,2.5,2.66,       -,-0.21
 CAMISA/CAMISETA MASCULINA,1.55,1.31,0.54,1.34,-0.7,2.98,3.01,2.8,-1.21,0.67,1.04,-0.78,-0.87,3.71,0.76,-0.35,0.54
 ROUPA FEMININA,1.81,-0.25,2.45,-0.09,3.05,-0.46,1.19,1.17,0.49,-0.71,1.97,1,0.73,1.57,0.94,2.17,1.46
 CALÇA COMPRIDA FEMININA,0.77,-0.27,3.81,1.14,3.51,0.28,3.09,-1.02,2.46,-1.4,3.54,1.03,0.47,0.41,3.09,0.69,1.91
 AGASALHO FEMININO,       -,-0.25,-0.36,       -,       -,       -,       -,       -,       -,-2.02,       -,       -,0.73,       -,       -,       -,-0.54
 SAIA,       -,       -,       -,1.36,       -,       -,2.59,       -,       -,       -,       -,       -,       -,3.43,2.22,-0.3,1.87
 VESTIDO,0.62,-0.91,1.52,-0.06,1.64,0.85,1.01,0.56,0.4,-1.39,1.91,-0.25,2.39,1.79,0.58,3.08,0.86
 BLUSA,3.01,-0.04,2.75,-0.57,3.92,-1.58,0.03,2.94,-0.99,0.09,0.73,1.49,0.45,1.05,-0.32,2.63,1.8
 LINGERIE,       -,0.24,0.65,-1.97,1.39,       -,1.99,-2.6,-1.34,-0.89,0.51,       -,-1.81,3.71,0.64,-0.17,0.37
 BERMUDA/SHORT FEMININO,2.36,       -,2.88,-0.34,       -,       -,1.05,2.64,3.31,-0.95,3.39,2.9,1.86,2.08,0.71,3.25,1.92
 ROUPA INFANTIL,2.06,3.02,0.12,0.15,2.26,0.91,1.1,2.26,-0.45,-0.24,1.09,2,0.47,1.15,1.21,1.36,1.34
 UNIFORME ESCOLAR,       -,       -,1.83,0.54,2.02,2.15,-0.97,1.67,       -,0.72,0.75,1.36,       -,       -,0.36,1.12,1.28
 CALÇA COMPRIDA INFANTIL,       -,0.22,-1.54,       -,2.51,0.41,       -,       -,-2.49,-2.95,1.75,       -,-1.31,1.2,-0.1,       -,0.39
 AGASALHO INFANTIL,       -,3.02,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.02
 VESTIDO INFANTIL,2.65,3.83,2.08,3.66,       -,1.14,3.45,3.78,-1.38,       -,2.84,3.44,-1.39,3,3.76,3.33,2.15
 BERMUDA/SHORT INFANTIL,2.53,       -,       -,3.93,3.52,       -,2.17,-0.68,2.16,       -,       -,2.72,-0.93,-1.44,0.99,4.83,2.65
 CAMISA/CAMISETA INFANTIL,1.21,3.74,-0.45,-1.42,2.54,0.83,-0.57,2.19,-0.66,1.1,3.39,1.44,3.37,0.58,0.81,1.74,1.5
 CONJUNTO INFANTIL,2.73,3.85,0.02,-2.43,1.19,-0.48,3.33,3.34,-0.07,-1.87,-2.5,1.93,0.21,2.49,1.06,-1.88,0.75
 CALÇADOS E ACESSÓRIOS,0.51,0.05,0.79,2.2,1.6,1.95,0.4,1.86,0.1,0.88,1.4,0.36,1.01,2.42,0.58,0.84,1.03
 CALÇADOS E ACESSÓRIOS,0.51,0.05,0.79,2.2,1.6,1.95,0.4,1.86,0.1,0.88,1.4,0.36,1.01,2.42,0.58,0.84,1.03
 SAPATO MASCULINO,0.46,1.85,0.69,3.13,3.26,3.54,2.52,3.44,0.9,-0.01,3.33,1.28,-2.24,3.65,1.91,0.81,2.0
 SAPATO FEMININO,0.24,-0.33,1.19,3.81,1.94,3.87,-0.65,3.08,0.55,0.13,-2.01,0.15,1.84,2.3,0.73,3.57,1.11
 SAPATO INFANTIL,       -,       -,       -,3.48,       -,       -,1.7,       -,1.91,-2.78,1.05,       -,0.09,-0.99,-0.7,1.25,0.46
 BOLSA,1.39,0.39,1.04,1.02,       -,-2.76,-2.24,1.92,-1.8,-0.28,-2.36,       -,0.74,-1.98,3.54,-2.95,-0.14
 MOCHILA,       -,       -,       -,-1.8,       -,       -,1.37,2.82,       -,       -,       -,       -,       -,3.3,-1.09,       -,0.51
 TÊNIS,-0.18,-0.65,0.49,0.93,1.03,1,-0.04,-0.52,-0.7,2.47,3.3,-0.03,3.32,2.83,-0.4,-0.91,0.72
 SANDÁLIA/CHINELO,2.29,2.11,0.94,2.15,1.86,1.51,0.64,2.1,0.4,0.85,0.74,0.52,-0.81,3.77,0.52,2.16,1.4
 JOIAS E BIJUTERIAS,1.29,-2.12,-1.76,-0.04,0.53,1.13,-1.74,-0.67,0.11,0.03,0.26,-0.08,1.35,-0.09,1.53,0.56,-0.1
 JOIAS E BIJUTERIAS,1.29,-2.12,-1.76,-0.04,0.53,1.13,-1.74,-0.67,0.11,0.03,0.26,-0.08,1.35,-0.09,1.53,0.56,-0.1
 BIJUTERIA,       -,       -,-0.47,       -,       -,-2.24,       -,       -,0.55,       -,       -,       -,       -,       -,       -,2.51,-0.39
 JOIA,1.53,-2.31,-2.29,1.17,1.44,2.5,-1.58,-0.27,       -,0.72,0.81,0.4,1.35,0.95,2.45,-0.02,0.39
 RELÓGIO DE PULSO,0.79,-1.67,       -,-1.71,-2.36,       -,-2.15,-1.43,-0.34,-2.01,-2.24,-1.11,       -,-0.66,-1.08,-0.49,-1.43
 TECIDOS E ARMARINHO,-0.96,0.74,1.1,-0.1,-0.38,1.16,1.96,-0.97,0.89,0.31,1.13,0.72,-1.98,0.81,0.01,-2.02,0.32
 TECIDOS E ARMARINHO,-0.96,0.74,1.1,-0.1,-0.38,1.16,1.96,-0.97,0.89,0.31,1.13,0.72,-1.98,0.81,0.01,-2.02,0.32
 TECIDO,-0.96,0.14,1.72,-0.1,-1.08,1.16,1.96,-0.97,0.89,0.27,1.37,1.23,-1.98,0.81,0.01,-2.02,0.22
 ARTIGOS DE ARMARINHO,       -,1.87,-0.04,       -,1.18,       -,       -,       -,       -,0.37,0.54,-0.1,       -,       -,       -,       -,0.82
 TRANSPORTES,0.2,1.03,0.3,1.04,0.82,1.2,0.3,0.99,1.02,1.31,1.9,-0.07,-0.03,0.5,1.22,0.49,0.83
 TRANSPORTES,0.2,1.03,0.3,1.04,0.82,1.2,0.3,0.99,1.02,1.31,1.9,-0.07,-0.03,0.5,1.22,0.49,0.83
 TRANSPORTE PÚBLICO,-1.63,-2.42,-4.53,-0.85,-2.56,-3.06,-2.67,-0.94,-0.54,-3.3,-6.09,-6.48,-5.01,-4.3,-0.23,-0.37,-2.52
 ÔNIBUS URBANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TÁXI,0,0,0,0,0,       -,0,0,0,       -,       -,0,0,0,0,0,0.0
 TREM,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,0.59,-0.28,0,0,       -,1.2,0,-1.59,0,1.28,0.54,2.69,-1.08,-0.64,0,0.0
 ÔNIBUS INTERESTADUAL,-1.64,       -,-1.28,-0.3,-2.56,0.55,0.28,1.75,-0.64,0.03,-1.09,1.63,-2.14,-0.65,1.07,1.96,-0.75
 PASSAGEM AÉREA,-9.74,-4.5,-20.29,-4.46,-9.63,-7.11,-12.46,-6.93,-1.66,-8.27,-21.16,-22.25,-21.09,-10.72,-4.23,-3.39,-9.8
 METRÔ,0,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,-0.24,0,0,0,-1.94,       -,       -,0,0,       -,0,-1.45,       -,0,0,-0.12
 TRANSPORTE POR APLICATIVO,0.26,-12.46,1.27,1.05,1.1,0.39,       -,0.73,1.12,       -,-7.45,2.34,-4.53,       -,3.08,0.03,-1.5
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,0.68,0.03,0.63,1.35,0.8,1.46,0.15,0.48,0.55,-0.29,0.64,0.68,-0.46,1.38,-0.16,0.51,0.54
 AUTOMÓVEL NOVO,0.39,0.69,1.06,1.78,0.38,1.26,0.94,0.21,0.77,-0.03,-1.1,0.8,1.25,1.52,-1.01,1.66,0.5
 EMPLACAMENTO E LICENÇA,2.16,1.64,0.49,2.22,1.79,0.87,1.33,2.17,1.15,2.28,2.22,1.27,2.19,2.21,1.22,2.23,1.72
 SEGURO VOLUNTÁRIO DE VEÍCULO,-2.68,0.18,4.49,3.89,0.65,6.43,3.4,0.83,-5.71,2.03,1.99,0.27,0.98,-3.99,0.97,-0.95,0.97
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,-1.59,1.3,-0.83,0.89,0.25,3.06,1.94,1.42,0.01,1.94,       -,-0.72,1.21,-0.32,0.96,0.52
 ACESSÓRIOS E PEÇAS,-0.16,2.71,0.65,0.81,-0.01,1.23,-1.62,1.64,2.81,0.92,0.23,-0.02,-1.41,-0.99,2.2,-2.09,0.72
 PNEU,       -,1.25,0.24,-0.34,-0.92,1.26,-2.57,-0.24,-0.12,2.33,-0.97,-0.1,-1.13,-0.6,-0.72,-0.01,-0.07
 CONSERTO DE AUTOMÓVEL,0.93,-1.08,-0.05,-0.68,2.41,-0.78,-1.82,-0.64,1.52,-2.09,1.92,0.42,-2.09,1.2,-0.55,-1.83,0.45
 ESTACIONAMENTO,       -,0.54,       -,       -,1.64,       -,       -,       -,2.36,0.13,       -,       -,       -,       -,       -,       -,1.4
 PEDÁGIO,       -,0,       -,       -,0,       -,       -,       -,       -,0,       -,0,       -,       -,       -,       -,0.0
 AUTOMÓVEL USADO,1.18,-1.96,-0.42,       -,-0.4,-0.09,0.43,-0.16,0.11,-3.11,0.15,0.3,-3.56,2.75,-0.09,-0.2,-0.68
 PINTURA DE VEÍCULO,       -,       -,0.64,3.07,       -,       -,       -,       -,3.07,       -,       -,       -,       -,       -,       -,       -,1.85
 ALUGUEL DE VEÍCULO,-7.99,       -,       -,       -,       -,       -,-9.3,       -,12.3,       -,       -,       -,       -,       -,       -,       -,-1.19
 MOTOCICLETA,-0.09,-1.36,-0.23,1.35,0.12,0.6,-1.37,-0.03,0.53,0.19,0.04,0.72,1.65,-0.02,-0.21,0,-0.03
 COMBUSTÍVEIS (VEÍCULOS),1.07,4.71,2.31,1.64,2.88,2.89,2.51,2.99,2.93,6.17,6.54,1,1.86,0.36,4.52,1.14,3.29
 GASOLINA,1.47,4.94,1.77,1.69,1.76,2.93,2.49,3.19,3.37,5.85,5.93,1.1,1.91,0.49,5.01,1.13,2.99
 ETANOL,6.34,       -,7.82,1.85,6.97,8.33,       -,       -,3.38,9.51,11.89,       -,4.3,       -,       -,       -,7.57
 ÓLEO DIESEL,-0.35,0.03,-0.06,0,-0.16,1.49,2.8,1.83,-1.67,0.73,0.11,-0.47,-0.36,-0.27,-0.4,1.26,0.11
 GÁS VEICULAR,-1.76,       -,       -,       -,       -,       -,       -,-2.05,       -,       -,       -,       -,       -,       -,       -,       -,-1.77
 SAÚDE E CUIDADOS PESSOAIS,0.14,0.11,0.22,-0.36,0.26,0.39,-1.24,0.07,-0.43,-0.35,-0.21,0.38,0.17,-0.88,-0.56,0.36,0.02
 PRODUTOS FARMACÊUTICOS E ÓTICOS,-0.59,-0.27,0.02,-1.03,-0.35,-0.57,0.31,-0.12,-0.46,0.09,-0.24,0.61,1.06,0.37,-0.98,1.04,-0.25
 PRODUTOS FARMACÊUTICOS,-0.64,-0.29,0.01,-0.7,-0.19,-0.68,1.07,0.1,-0.27,0.06,-0.31,0.55,0.99,0.38,-1.21,1.28,-0.16
