"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - SETEMBRO DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 SALSICHA EM CONSERVA,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84
 SOPA DESIDRATADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,3.72,0.0,0.0,0.0,2.66
 AZEITONA,1.09,-0.66,0.38,-0.51,-0.61,-4.24,0.0,2.0,-0.81,-3.66,0.31,2.02,-0.13,-0.72,0.0,0.0,-0.63
 MILHO-VERDE EM CONSERVA,-1.62,1.75,3.57,4.87,0.51,0.0,0.35,2.04,4.25,4.17,-1.1,0.81,4.24,1.93,3.67,3.87,2.0
 ATUM EM CONSERVA,0.66,4.42,0.0,-0.49,-0.94,1.21,0.0,0.0,-0.18,-1.88,0.0,0.0,0.0,0.0,0.0,0.0,-0.05
 SAL E CONDIMENTOS,-0.98,3.74,0.2,0.41,0.07,1.2,1.17,0.55,-0.12,-1.27,-0.34,0.88,-0.47,0.98,0.42,-2.04,0.21
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38
 ATOMATADO,1.78,2.12,2.88,1.6,1.62,0.17,0.49,-0.74,0.64,-2.7,-0.87,2.84,2.59,0.39,1.88,2.05,1.11
 ALHO,-3.76,0.0,-5.94,-1.35,-2.76,1.13,-0.68,-0.25,-1.45,-5.31,-1.9,-0.67,-4.82,0.58,-1.28,-8.14,-3.02
 SAL,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.01,1.82,1.67,1.66
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.06
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45
 FERMENTO,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.62
 MAIONESE,1.8,9.93,4.2,1.25,0.52,3.46,6.88,2.9,0.0,-0.5,0.0,2.57,2.73,2.83,0.0,0.0,2.54
 VINAGRE,0.0,1.21,0.0,2.89,0.98,0.73,3.04,0.0,0.86,0.0,0.0,0.0,0.0,0.0,-0.24,-2.16,1.29
 CALDO CONCENTRADO,0.0,1.5,0.0,0.88,0.0,0.0,0.0,2.06,-2.8,0.0,1.42,2.29,0.0,0.0,0.0,0.0,0.77
 TEMPERO MISTO,0.0,2.11,2.8,-1.92,0.84,2.04,0.51,1.89,4.53,5.88,2.48,1.14,2.3,1.06,2.07,0.68,1.83
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.57,0.57,0.75,0.65,0.26,0.53,0.59,0.01,0.48,0.3,1.56,0.45,0.46,0.92,0.09,0.49,0.47
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.57,0.57,0.75,0.65,0.26,0.53,0.59,0.01,0.48,0.3,1.56,0.45,0.46,0.92,0.09,0.49,0.47
 REFEIÇÃO,0.4,0.44,0.21,0.21,0.45,0.55,0.5,0.01,0.22,0.14,0.22,0.12,-0.28,0.92,0.41,-0.03,0.34
 LANCHE,1.38,1.1,1.46,1.36,0.07,0.58,0.57,-0.23,0.9,0.39,2.82,1.11,1.62,0.91,-0.87,0.8,0.74
 REFRIGERANTE E ÁGUA MINERAL,-0.82,-2.61,3.15,0.61,-0.74,2.22,0.56,0.86,2.08,1.63,2.29,2.21,0.02,-1.07,1.06,1.8,0.2
 CAFEZINHO,0.0,0.59,0.0,0.0,-1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.69
 CERVEJA,-1.72,1.94,1.82,2.42,-0.35,-0.67,1.81,0.47,0.2,0.26,3.53,-0.15,0.21,1.63,1.08,3.08,0.5
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,-1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.82,-1.46,0.0,1.02,0.0,-1.02
 VINHO,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,2.27,1.69
 SORVETE,0.0,0.0,0.0,0.0,0.91,0.0,0.0,1.83,3.07,2.57,2.72,0.0,3.01,2.26,0.0,2.99,1.82
 HABITAÇÃO,0.05,0.0,0.34,0.6,0.78,0.65,2.04,-0.09,0.32,0.81,-0.14,3.25,-0.25,0.35,2.47,0.48,0.6
 ENCARGOS E MANUTENÇÃO,0.22,0.25,0.46,0.55,0.47,0.93,1.37,0.01,0.03,0.86,0.15,3.11,-0.86,0.95,0.85,0.52,0.49
 ALUGUEL E TAXAS,0.08,0.0,0.28,0.43,0.37,0.95,1.44,-0.21,-0.06,0.59,-0.07,3.86,-1.42,0.7,0.84,0.36,0.36
 ALUGUEL RESIDENCIAL,0.18,0.21,0.31,0.73,1.0,1.65,1.13,-0.42,0.38,0.97,0.9,0.57,-2.89,1.0,1.39,0.24,0.67
 CONDOMÍNIO,-0.01,-0.35,0.51,0.27,-0.38,0.45,2.78,0.12,-0.69,0.78,-2.93,0.53,-1.78,0.0,1.23,1.0,-0.1
 TAXA DE ÁGUA E ESGOTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.01,0.06,0.0,0.0,0.0,0.27
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,2.81
 REPAROS,0.56,0.9,0.48,0.46,0.53,0.57,1.07,0.53,-0.14,1.2,-0.29,0.2,0.2,1.32,0.91,1.05,0.6
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,-0.26,0.0,0.0,0.0,0.58,0.0,0.0,1.18,0.0,0.0,0.07
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,-1.96,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,1.46,0.0,0.52
 VIDRO,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29
 TINTA,0.65,-0.53,0.53,-1.27,1.47,2.93,-0.33,-0.83,-0.51,2.07,1.58,2.1,-0.25,2.82,0.03,0.14,1.0
 REVESTIMENTO DE PISO E PAREDE,2.73,2.7,0.33,1.77,-0.54,0.0,1.86,0.63,-1.21,3.02,-2.54,-0.64,0.0,1.11,2.03,1.97,0.54
 MADEIRA E TACO,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,-0.32,0.0,0.0,0.0,0.0,0.0,2.36,2.51,0.0,0.33
 CIMENTO,0.0,0.0,0.0,1.54,0.0,0.0,2.64,3.08,-0.63,0.0,0.0,-0.48,-1.68,0.88,1.3,0.0,1.3
 TIJOLO,-2.72,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,-1.67,0.41,0.0,2.44,0.59,0.0,-0.94
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.88
 MÃO DE OBRA,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47
 AREIA,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,1.0,0.0,0.02
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,1.91
 TELHA,0.0,2.75,0.7,-1.74,0.0,0.0,2.99,0.0,0.0,-2.81,0.0,0.0,0.0,0.0,-0.25,0.0,0.37
 ARTIGOS DE LIMPEZA,1.38,1.07,1.92,1.51,1.54,1.21,1.61,1.21,0.99,2.67,2.37,1.28,1.97,0.78,0.74,0.94,1.57
 SACO PARA LIXO,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,0.3
 ÁGUA SANITÁRIA,-1.58,-0.67,1.33,-0.69,0.29,0.58,-0.55,1.48,-2.97,0.0,1.92,0.0,1.47,-1.76,-0.3,-0.37,-0.01
 DETERGENTE,0.63,-0.57,1.12,2.81,2.41,-0.45,1.21,2.45,1.83,2.12,2.22,0.28,2.68,0.21,0.0,0.26,1.62
 SABÃO EM PÓ,2.93,1.51,2.9,2.58,2.4,1.79,3.3,1.74,0.62,3.07,2.95,2.42,2.54,0.01,2.77,1.96,2.42
 DESINFETANTE,1.33,2.85,1.24,2.05,-0.81,2.89,0.94,1.48,2.12,1.95,1.73,0.26,0.0,0.0,-0.71,0.0,0.94
 SABÃO EM BARRA,-2.16,0.0,-0.28,-0.11,0.0,0.0,0.06,-1.87,2.66,0.0,0.0,2.99,0.01,2.82,0.19,-0.05,-0.11
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,1.28,0.0,0.0,0.0,0.0,1.84
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0,0.22,2.23
 LIMPADOR MULTIUSO,0.0,2.76,0.0,0.0,-2.3,2.03,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,-0.82
 PAPEL TOALHA,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.96
 AMACIANTE E ALVEJANTE,2.66,2.23,2.65,0.46,1.91,1.07,1.95,0.72,1.68,2.85,1.91,0.42,1.23,2.58,-2.76,2.75,1.93
 COMBUSTÍVEIS E ENERGIA,-0.2,-0.45,0.13,0.68,1.54,-0.23,2.54,-0.24,0.72,0.7,-0.63,3.48,0.45,-0.06,3.92,0.4,0.8
 COMBUSTÍVEIS (DOMÉSTICOS),-0.52,2.03,0.35,2.57,1.6,1.44,-0.24,1.18,-0.07,0.95,-0.58,-0.17,1.05,-0.18,0.31,1.3,0.84
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,1.59
 GÁS DE BOTIJÃO,-0.78,2.03,0.35,2.57,2.01,1.44,-0.35,1.18,-0.07,0.99,-0.58,-0.17,1.05,-0.18,0.31,1.3,0.92
 GÁS ENCANADO,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.11
 ENERGIA ELÉTRICA RESIDENCIAL,-0.1,-1.44,0.02,-0.3,1.52,-0.78,3.54,-0.9,1.14,0.56,-0.66,4.95,0.24,0.0,6.84,-0.03,0.78
 ENERGIA ELÉTRICA RESIDENCIAL,-0.1,-1.44,0.02,-0.3,1.52,-0.78,3.54,-0.9,1.14,0.56,-0.66,4.95,0.24,0.0,6.84,-0.03,0.78
 ARTIGOS DE RESIDÊNCIA,0.11,-0.3,-0.31,-0.2,-0.49,-0.59,-0.51,0.56,-0.04,1.19,-0.02,-0.89,0.35,0.77,0.65,0.33,-0.13
 MÓVEIS E UTENSÍLIOS,1.49,0.09,-0.13,0.39,0.3,0.49,-0.6,0.84,0.7,1.23,1.9,-0.89,0.98,0.81,1.25,1.13,0.5
 MOBILIÁRIO,1.88,0.11,-0.68,0.6,0.97,0.87,-0.7,1.34,1.1,1.92,2.32,-1.72,0.74,1.95,2.33,1.97,0.82
 MÓVEL PARA SALA,2.2,-1.36,0.25,1.85,0.22,1.27,-2.33,0.74,0.2,2.74,2.08,-3.12,-2.22,3.28,3.51,3.78,0.5
 MÓVEL PARA QUARTO,1.11,0.39,-1.09,0.58,0.87,1.0,0.54,2.11,1.6,1.04,2.36,-1.36,1.99,2.28,1.89,1.8,0.78
 MÓVEL PARA COPA E COZINHA,3.16,1.12,-0.41,0.38,2.76,-0.82,-0.66,-0.37,1.96,2.81,3.55,-0.83,1.6,0.2,3.3,1.53,1.69
 MÓVEL INFANTIL,0.0,0.0,0.0,-3.1,0.0,0.0,0.0,0.69,-0.83,1.13,0.13,0.0,-0.12,-0.84,0.33,-1.9,-0.32
 COLCHÃO,0.0,1.79,-2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.54
 UTENSÍLIOS E ENFEITES,0.55,0.21,0.43,-0.14,-0.57,0.12,0.04,-0.31,-0.01,-0.53,1.16,0.34,2.52,-1.07,-0.78,-1.93,-0.05
 ARTIGOS DE ILUMINAÇÃO,-1.95,1.0,-1.53,-1.65,1.05,-0.54,0.27,0.45,0.66,1.97,0.0,0.0,0.99,0.0,-0.52,0.28,0.26
 TAPETE,-0.33,0.11,0.0,0.0,-2.76,0.19,-0.78,0.0,-2.39,0.55,-1.25,-1.04,1.59,0.0,0.0,0.0,-1.27
 CORTINA,0.94,0.2,2.71,3.4,-0.93,-1.43,0.0,0.19,1.87,-1.03,-0.64,1.02,0.0,0.0,0.0,0.0,0.19
 UTENSÍLIOS DE METAL,1.93,-0.85,0.3,-0.13,-1.24,0.07,1.18,-2.43,-0.5,-0.98,2.71,1.42,3.8,-1.88,-2.01,-2.69,-0.3
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,-1.55,0.49,2.48,2.95,1.41,1.82,0.86,-1.85,0.0,-0.71,2.53,1.55,0.68,-2.53,0.94
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,-1.92,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.81,-0.92,-0.04
 FLORES NATURAIS,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,1.28,-2.36,0.0,0.0,0.0,0.76,0.0,0.0,2.01,0.3,1.25,-0.43,0.0,0.0,0.76
" CAMA, MESA E BANHO",1.52,-0.26,1.63,0.08,-1.98,-1.02,-1.66,-0.97,0.39,1.85,1.57,0.81,-1.17,-0.77,-1.11,2.39,-0.16
 ROUPA DE CAMA,1.52,-0.26,1.63,-0.97,-1.98,-1.02,-1.66,-0.61,0.39,1.85,1.57,0.81,-1.28,-1.48,-1.11,2.39,-0.17
 ROUPA DE BANHO,0.0,0.0,0.0,2.98,0.0,0.0,0.0,-1.83,0.0,0.0,0.0,0.0,-0.88,1.83,0.0,0.0,0.31
 APARELHOS ELETROELETRÔNICOS,-0.88,-1.01,-0.54,-0.91,-1.11,-2.6,-0.64,0.16,-0.73,0.78,-1.94,-0.65,-0.5,1.16,-0.21,-0.46,-0.8
 ELETRODOMÉSTICOS E EQUIPAMENTOS,1.03,-0.24,1.15,0.13,-0.81,-1.94,0.9,1.49,0.16,1.61,-1.54,-1.07,0.64,0.86,0.57,0.82,0.04
 REFRIGERADOR,0.54,-1.33,0.96,0.58,-2.1,-1.56,1.36,2.97,-0.57,1.43,-2.0,1.29,3.54,1.8,1.31,1.15,-0.4
 AR-CONDICIONADO,-0.7,-1.57,0.0,-2.43,-1.42,-0.64,0.92,-1.43,-3.21,0.07,-2.46,-3.16,-0.65,-1.64,0.0,1.54,-1.43
 MÁQUINA DE LAVAR ROUPA,2.66,1.91,1.62,-1.54,0.55,-2.13,0.43,-0.35,1.47,3.09,-0.65,-3.28,-1.6,2.59,0.31,-0.75,0.88
 VENTILADOR,0.0,0.0,0.0,0.05,0.0,0.0,-1.34,-1.45,0.0,0.0,0.0,0.0,-0.73,0.47,-0.76,-1.3,-0.8
 FOGÃO,1.59,-0.38,0.9,2.91,0.01,-3.77,2.34,3.44,2.87,0.77,-0.34,-0.97,-3.14,0.01,0.37,2.92,0.67
 CHUVEIRO ELÉTRICO,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11
" TV, SOM E INFORMÁTICA",-2.85,-2.12,-2.6,-2.09,-1.45,-3.3,-2.31,-1.32,-1.94,-0.29,-2.58,-0.07,-2.45,1.77,-1.17,-1.77,-1.84
 TELEVISOR,-4.52,-2.79,-3.6,-3.03,-2.05,-3.62,-3.13,-1.93,-2.62,-1.57,-4.94,0.2,-2.65,1.95,-0.54,-1.51,-2.66
 APARELHO DE SOM,0.0,0.0,0.0,-2.09,0.0,0.0,0.0,0.0,-1.94,0.0,0.0,0.0,0.0,0.0,-1.17,-2.54,-1.86
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,-3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.06
 COMPUTADOR PESSOAL,0.17,-0.75,-1.01,-0.46,-0.49,-2.99,-0.75,-0.42,-0.46,1.6,0.66,-0.56,-2.08,1.41,-3.52,-1.95,-0.46
 CONSERTOS E MANUTENÇÃO,-0.87,1.99,-0.25,0.36,-1.48,1.79,0.47,1.09,-0.38,2.65,0.73,-1.96,1.28,-2.25,2.25,-0.44,-0.01
 CONSERTOS E MANUTENÇÃO,-0.87,1.99,-0.25,0.36,-1.48,1.79,0.47,1.09,-0.38,2.65,0.73,-1.96,1.28,-2.25,2.25,-0.44,-0.01
 CONSERTO DE REFRIGERADOR,0.0,2.58,0.0,4.12,0.0,0.0,0.0,0.0,1.5,0.0,3.97,0.0,0.0,0.0,3.52,0.0,2.85
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,-0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.76
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13
 REFORMA DE ESTOFADO,-0.42,4.42,2.88,1.16,0.93,0.37,0.0,1.28,-0.46,0.0,0.0,0.0,4.61,4.41,0.0,-1.25,1.17
 CONSERTO DE APARELHO CELULAR,0.0,2.88,0.02,0.34,-2.58,4.51,1.95,-1.56,0.31,3.35,-1.83,0.81,1.81,-3.85,-0.18,-2.81,0.34
 CONSERTO DE BICICLETA,-0.95,0.8,-1.44,-2.06,-1.81,2.38,-0.12,2.66,-1.96,2.47,0.12,-2.49,-0.06,-3.1,3.64,2.76,-0.6
 VESTUÁRIO,1.61,1.34,1.42,1.73,2.21,1.23,2.02,2.26,1.36,2.41,1.17,1.02,0.94,1.53,1.5,1.12,1.77
 ROUPAS,1.64,1.46,1.57,1.45,2.56,1.78,1.89,2.06,1.57,2.62,0.96,0.93,1.19,1.99,1.68,0.96,1.93
 ROUPA MASCULINA,0.37,2.22,1.28,1.29,3.06,1.18,1.46,1.44,-0.16,3.16,0.08,1.47,1.91,2.31,2.32,0.16,1.82
 CALÇA COMPRIDA MASCULINA,0.84,2.41,2.53,2.97,3.78,3.71,-0.23,3.56,-0.35,2.34,-0.75,-1.55,2.17,2.22,2.1,0.5,2.27
 AGASALHO MASCULINO,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.85
 BERMUDA/SHORT MASCULINO,-0.38,3.41,1.53,1.45,3.92,1.74,3.6,0.68,0.58,2.12,-0.35,2.0,2.46,1.15,1.84,1.27,1.93
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,-1.88,-1.01,0.0,0.23
 CAMISA/CAMISETA MASCULINA,0.45,2.7,0.51,0.35,2.52,-0.09,1.45,1.06,-0.45,3.84,0.76,2.62,1.59,3.38,3.19,-0.41,1.62
 ROUPA FEMININA,2.61,0.89,1.88,1.45,2.21,2.76,2.05,2.55,2.83,2.56,1.64,0.98,0.95,1.54,0.99,1.36,2.03
 CALÇA COMPRIDA FEMININA,0.27,-0.46,2.29,1.93,-0.03,0.31,3.68,3.33,3.45,3.28,0.98,1.17,1.3,0.73,2.69,2.68,1.12
 AGASALHO FEMININO,0.0,-0.64,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,-2.77,0.0,0.0,0.0,-0.19
 SAIA,0.0,0.0,0.0,2.75,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.08,2.55,2.01,2.55
 VESTIDO,3.33,1.03,2.58,1.69,3.98,3.83,1.37,-0.69,1.37,3.31,-0.92,0.0,3.42,2.37,0.48,1.26,2.52
 BLUSA,3.07,2.21,1.77,0.16,2.96,3.29,2.7,3.93,3.31,1.81,2.84,1.7,0.68,2.77,0.31,0.41,2.48
 LINGERIE,0.0,1.85,1.29,2.53,0.81,0.0,-1.99,0.97,3.07,3.83,3.62,0.0,-0.17,-1.75,-2.36,-0.15,1.28
 BERMUDA/SHORT FEMININO,3.83,0.0,0.15,3.36,0.0,0.0,3.89,3.41,3.71,2.51,3.49,0.35,-1.18,1.42,2.97,2.93,2.79
 ROUPA INFANTIL,1.86,1.49,1.36,1.8,2.48,0.56,2.53,2.15,2.69,1.86,1.28,-0.17,0.49,2.23,1.7,1.72,1.92
 UNIFORME ESCOLAR,0.0,0.0,0.36,-0.42,1.32,-0.11,1.51,1.69,0.0,-0.76,0.53,0.86,0.0,0.0,1.85,-1.03,0.59
 CALÇA COMPRIDA INFANTIL,0.0,-1.97,-0.36,0.0,0.5,-0.61,0.0,0.0,0.34,2.89,3.51,0.0,0.25,0.83,-0.1,0.0,0.45
 AGASALHO INFANTIL,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92
 VESTIDO INFANTIL,0.83,-0.62,2.4,2.04,0.0,0.53,1.87,3.96,3.33,0.0,-0.1,-2.72,3.78,0.59,1.56,2.3,1.59
 BERMUDA/SHORT INFANTIL,3.58,0.0,0.0,0.31,3.95,0.0,2.11,3.01,2.13,0.0,0.0,1.2,2.22,2.33,1.07,0.45,2.93
 CAMISA/CAMISETA INFANTIL,2.67,3.62,1.89,2.47,3.05,1.17,3.16,1.99,3.0,2.37,0.57,-0.7,-1.44,3.7,2.11,3.23,2.53
 CONJUNTO INFANTIL,-0.65,2.45,2.09,2.99,3.09,1.48,3.84,0.93,3.31,3.65,1.73,0.69,0.35,3.12,2.8,3.37,2.46
 CALÇADOS E ACESSÓRIOS,1.81,1.35,1.1,2.52,1.72,0.54,2.93,3.17,0.95,2.27,1.94,1.27,0.22,1.09,1.37,1.73,1.7
 CALÇADOS E ACESSÓRIOS,1.81,1.35,1.1,2.52,1.72,0.54,2.93,3.17,0.95,2.27,1.94,1.27,0.22,1.09,1.37,1.73,1.7
 SAPATO MASCULINO,2.35,2.56,2.21,3.28,-0.01,1.65,3.33,3.13,2.91,2.08,3.19,1.42,1.69,0.86,3.48,1.28,2.0
 SAPATO FEMININO,1.91,2.33,-1.68,2.42,1.51,1.96,3.23,3.86,0.88,3.74,2.5,1.18,0.76,-0.85,0.76,3.63,1.74
 SAPATO INFANTIL,0.0,0.0,0.0,1.26,0.0,0.0,3.21,0.0,-1.43,-0.58,-1.7,0.0,-2.03,2.37,2.04,2.58,0.01
 BOLSA,-1.33,2.21,1.47,3.9,0.0,-1.12,1.82,2.94,0.28,1.83,-2.12,0.0,3.85,3.26,2.05,1.49,1.17
 MOCHILA,0.0,0.0,0.0,-0.4,0.0,0.0,3.32,3.73,0.0,0.0,0.0,0.0,0.0,-0.96,-1.97,0.0,1.26
 TÊNIS,2.23,0.12,1.34,2.22,1.74,-0.79,2.22,3.76,-0.08,1.56,3.43,1.53,-2.55,2.89,3.74,1.06,1.44
 SANDÁLIA/CHINELO,2.03,2.46,2.85,2.69,3.53,0.96,3.36,2.45,2.31,3.87,0.25,0.74,3.4,0.69,-0.34,1.23,2.5
 JOIAS E BIJUTERIAS,0.12,-0.51,1.28,1.43,-0.52,-1.24,-1.54,0.75,1.91,0.52,0.77,1.39,1.21,-1.75,0.29,0.01,0.18
 JOIAS E BIJUTERIAS,0.12,-0.51,1.28,1.43,-0.52,-1.24,-1.54,0.75,1.91,0.52,0.77,1.39,1.21,-1.75,0.29,0.01,0.18
 BIJUTERIA,0.0,0.0,2.24,0.0,0.0,3.24,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,3.57,2.47
 JOIA,0.49,-0.3,0.88,2.85,0.1,-2.91,-2.69,-0.43,0.0,0.91,0.66,1.76,1.21,-2.95,1.47,-1.46,0.18
 RELÓGIO DE PULSO,-0.62,-1.03,0.0,-0.46,-2.45,0.0,1.52,3.1,1.71,-0.63,1.22,0.61,0.0,-1.07,-2.88,-1.18,-0.61
 TECIDOS E ARMARINHO,1.59,1.93,-0.12,0.31,1.35,-0.1,0.9,0.13,-1.26,0.01,-0.61,-1.18,-0.1,1.19,0.48,3.04,0.44
 TECIDOS E ARMARINHO,1.59,1.93,-0.12,0.31,1.35,-0.1,0.9,0.13,-1.26,0.01,-0.61,-1.18,-0.1,1.19,0.48,3.04,0.44
 TECIDO,1.59,3.09,0.48,0.31,1.99,-0.1,0.9,0.13,-1.26,0.25,-0.03,-1.29,-0.1,1.19,0.48,3.04,0.63
 ARTIGOS DE ARMARINHO,0.0,-0.18,-1.21,0.0,-0.04,0.0,0.0,0.0,0.0,-0.38,-2.03,-0.99,0.0,0.0,0.0,0.0,-0.5
 TRANSPORTES,-0.64,-2.11,-2.24,-3.5,-1.89,-2.29,-2.77,-3.25,-2.43,-1.93,-1.44,-1.5,-1.32,-1.63,-3.2,-1.43,-1.98
 TRANSPORTES,-0.64,-2.11,-2.24,-3.5,-1.89,-2.29,-2.77,-3.25,-2.43,-1.93,-1.44,-1.5,-1.32,-1.63,-3.2,-1.43,-1.98
 TRANSPORTE PÚBLICO,3.63,2.66,2.78,-0.41,2.67,0.58,0.46,0.34,-1.44,4.21,-0.3,1.28,-0.72,-6.14,-0.06,1.92,2.0
 ÔNIBUS URBANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34
 TÁXI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.86,0.0,0.0,0.0,0.0,0.17
 TREM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÔNIBUS INTERMUNICIPAL,0.0,0.0,-0.77,0.0,0.0,0.0,6.3,7.31,2.65,0.0,-0.1,0.86,0.86,0.0,0.04,0.0,1.0
 ÔNIBUS INTERESTADUAL,-2.85,0.0,-0.38,0.85,2.6,0.44,1.03,-0.89,-1.08,-1.78,1.2,-0.29,1.27,-3.06,-0.14,-0.77,0.02
 PASSAGEM AÉREA,23.68,5.71,21.73,-1.78,8.96,1.23,-6.39,-7.32,-2.38,13.64,-3.76,1.11,-4.16,-15.95,0.53,11.89,8.22
 METRÔ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
