"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - DEZEMBRO DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 AZEITONA,0.6,-1.45,0.57,-0.21,-1.92,-2.61,0.0,-0.07,0.58,-2.12,0.33,-0.85,0.81,0.3,0.0,0.0,-0.94
 MILHO-VERDE EM CONSERVA,1.37,2.38,3.78,2.38,4.16,0.0,3.78,1.73,1.2,1.73,4.98,0.48,0.75,2.74,3.04,2.12,2.74
 ATUM EM CONSERVA,1.39,3.27,0.0,0.78,3.77,1.42,0.0,0.0,0.88,-1.39,0.0,0.0,0.0,0.0,0.0,0.0,2.32
 SAL E CONDIMENTOS,1.51,-0.11,0.79,-0.52,0.58,1.34,0.88,1.15,1.2,1.74,1.25,-0.46,-0.25,1.9,-1.18,0.91,0.77
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45
 ATOMATADO,-2.08,1.02,1.77,-2.09,-0.75,2.46,3.36,2.25,2.19,3.24,1.02,-0.19,0.85,1.56,2.1,-0.1,0.46
 ALHO,3.42,0.0,-1.03,-0.84,1.42,1.12,-0.5,1.04,1.43,-1.11,0.01,-0.86,-1.58,2.89,-3.37,2.87,0.88
 SAL,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.48,-0.43,1.04,1.49
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21
 FERMENTO,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 MAIONESE,2.2,-1.01,1.58,4.99,2.21,1.72,0.17,1.01,0.0,1.78,0.0,-1.23,0.58,1.24,0.0,0.0,1.48
 VINAGRE,0.0,0.85,0.0,-0.46,-0.42,-0.09,3.44,0.0,0.88,0.0,0.0,0.0,0.0,0.0,-0.02,-0.83,0.39
 CALDO CONCENTRADO,0.0,-0.36,0.0,1.9,0.0,0.0,0.0,2.65,-1.66,0.0,2.79,1.75,0.0,0.0,0.0,0.0,0.7
 TEMPERO MISTO,0.0,-2.61,1.49,-1.75,0.69,0.06,-0.27,-0.11,1.43,3.64,2.82,0.5,-0.25,0.56,-1.28,1.46,0.7
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.89,0.34,1.18,0.32,0.31,-0.34,0.2,0.22,1.43,0.16,0.84,1.01,0.85,-0.12,0.4,0.68,0.51
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.89,0.34,1.18,0.32,0.31,-0.34,0.2,0.22,1.43,0.16,0.84,1.01,0.85,-0.12,0.4,0.68,0.51
 REFEIÇÃO,0.82,-0.1,0.7,0.62,-0.33,-0.63,0.26,0.05,1.36,0.11,0.88,1.37,1.01,-0.26,0.13,1.03,0.19
 LANCHE,0.96,1.65,2.04,-0.41,1.36,0.64,-0.04,0.49,2.17,-0.02,0.84,0.61,0.77,-0.4,1.67,0.19,1.1
 REFRIGERANTE E ÁGUA MINERAL,1.01,-0.67,1.51,2.02,0.75,-0.16,0.63,0.29,0.9,-0.29,0.69,0.34,0.56,1.89,1.28,0.03,0.63
 CAFEZINHO,0.0,-0.65,0.0,0.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91
 CERVEJA,0.65,1.28,1.26,0.47,0.77,-2.39,0.56,1.7,0.08,0.88,1.03,0.97,0.19,1.31,-2.35,0.13,0.55
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,-1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32,0.49,0.0,-0.23,0.0,-0.7
 VINHO,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.26,0.0,0.0,0.0,0.0,-1.83,-1.36
 SORVETE,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.03,1.24,2.47,0.89,0.0,0.19,1.74,0.0,0.35,1.2
 HABITAÇÃO,-0.62,1.13,0.36,-0.15,0.0,0.66,1.38,0.55,0.07,0.23,1.01,0.12,-0.29,3.7,-0.49,-0.23,0.2
 ENCARGOS E MANUTENÇÃO,0.93,0.7,0.43,0.14,-0.17,-0.86,2.16,0.5,-0.13,0.72,0.59,0.41,0.6,0.05,0.13,0.77,0.26
 ALUGUEL E TAXAS,1.05,0.78,0.33,0.09,-0.38,-1.06,2.54,0.41,-0.2,0.79,0.45,0.22,0.53,-0.04,0.24,1.07,0.16
 ALUGUEL RESIDENCIAL,0.54,2.02,0.47,-0.11,-0.14,-1.01,0.64,0.6,-0.17,2.33,1.12,0.58,1.07,0.0,0.36,2.38,0.4
 CONDOMÍNIO,0.56,-0.15,0.31,0.55,-0.97,-1.65,0.44,0.37,-0.38,-1.16,-0.69,-0.16,0.0,-0.74,1.29,0.01,-0.5
 TAXA DE ÁGUA E ESGOTO,3.65,0.0,0.0,0.0,0.0,0.0,9.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,0.0,0.0,0.0,-0.17
 REPAROS,-0.02,0.69,0.22,0.26,0.12,0.29,1.26,0.21,-0.07,-0.53,1.2,1.12,0.47,-0.72,0.02,-0.58,0.19
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,2.98,0.0,0.0,0.0,0.16,0.0,0.0,-2.54,0.0,0.0,1.85
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,-0.36,0.0,0.48
 VIDRO,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29
 TINTA,0.05,0.86,0.18,0.51,0.6,0.68,1.04,0.77,1.14,-2.26,1.13,1.1,1.71,-1.04,2.96,2.99,0.28
 REVESTIMENTO DE PISO E PAREDE,-1.25,0.42,-0.96,0.48,-1.47,0.0,2.55,1.35,-0.55,-0.03,2.51,2.19,0.0,-2.75,0.1,-2.51,-0.47
 MADEIRA E TACO,0.0,0.15,0.0,0.0,0.0,0.0,0.0,-2.08,0.0,0.0,0.0,0.0,0.0,2.84,-2.56,0.0,-0.57
 CIMENTO,0.0,0.0,0.0,-0.02,0.0,0.0,2.36,-2.25,-2.11,0.0,0.0,0.7,-0.56,-0.51,2.04,0.0,0.14
 TIJOLO,0.69,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,1.2,0.14,0.0,-1.46,-2.0,0.0,0.23
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,-1.55,0.0,0.0,0.0,-1.47,0.0,0.0,0.0,1.42
 MÃO DE OBRA,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
 AREIA,-0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13,0.0,0.0,0.0,-0.8,0.0,-0.43
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.72,0.0,0.0,-0.72
 TELHA,0.0,2.74,2.13,-0.82,0.0,0.0,-0.65,0.0,0.0,0.23,0.0,0.0,0.0,0.0,-2.44,0.0,0.89
 ARTIGOS DE LIMPEZA,1.4,0.09,1.45,0.34,1.63,1.13,1.65,1.62,0.31,2.11,1.1,0.93,1.16,1.89,-0.01,0.45,1.26
 SACO PARA LIXO,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,1.41
 ÁGUA SANITÁRIA,-1.95,-2.54,-0.26,-2.6,1.73,1.04,-1.39,-0.58,-0.32,0.0,0.08,0.0,0.65,-0.32,-3.94,0.49,-0.03
 DETERGENTE,2.88,-1.24,2.01,0.28,1.96,0.01,1.76,2.43,-0.56,1.06,-0.22,2.94,0.48,3.01,0.0,0.56,1.24
 SABÃO EM PÓ,1.24,1.74,1.47,0.07,2.75,2.08,3.01,2.2,1.16,3.23,1.8,0.99,1.8,2.56,1.62,0.77,2.08
 DESINFETANTE,1.63,2.71,2.89,0.92,0.67,1.59,-0.31,1.83,-0.88,2.96,1.59,3.11,0.0,0.0,1.05,0.0,1.3
 SABÃO EM BARRA,-2.24,0.0,1.43,1.85,0.0,0.0,0.45,2.97,1.26,0.0,0.0,-1.59,1.88,1.95,-2.35,1.74,0.64
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.2,0.0,0.0,0.0,0.0,2.1
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,-1.38,1.24
 LIMPADOR MULTIUSO,0.0,0.31,0.0,0.0,0.9,1.05,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.71
 PAPEL TOALHA,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99
 AMACIANTE E ALVEJANTE,2.09,0.07,0.77,1.64,0.27,0.91,2.92,0.32,0.57,1.2,0.95,-0.06,0.48,0.38,0.18,-0.4,0.69
 COMBUSTÍVEIS E ENERGIA,-2.91,1.89,0.24,-0.52,0.43,4.74,0.78,0.62,0.33,-0.78,1.73,-0.33,-1.29,6.19,-1.0,-1.82,0.1
 COMBUSTÍVEIS (DOMÉSTICOS),-0.77,0.85,-0.09,-0.51,1.19,-2.35,-1.58,-2.42,-0.03,-1.1,-0.59,-0.09,0.74,0.16,-0.88,-2.04,-0.13
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.15,0.0,-0.08
 GÁS DE BOTIJÃO,-0.98,0.85,-0.09,-0.51,-0.33,-2.35,-1.67,-2.42,-0.03,-1.32,-0.59,-0.09,0.74,0.16,-0.86,-2.04,-0.56
 GÁS ENCANADO,-0.31,0.0,0.0,0.0,7.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67
 ENERGIA ELÉTRICA RESIDENCIAL,-3.54,2.3,0.41,-0.53,0.15,6.66,1.62,2.08,0.53,-0.6,2.6,-0.42,-2.0,8.77,-1.08,-1.72,0.2
 ENERGIA ELÉTRICA RESIDENCIAL,-3.54,2.3,0.41,-0.53,0.15,6.66,1.62,2.08,0.53,-0.6,2.6,-0.42,-2.0,8.77,-1.08,-1.72,0.2
 ARTIGOS DE RESIDÊNCIA,-0.38,0.09,0.42,0.8,1.18,1.67,-0.02,0.12,0.95,0.98,0.15,-0.43,-0.17,1.1,0.21,0.7,0.64
 MÓVEIS E UTENSÍLIOS,-0.08,-0.13,0.91,0.1,1.91,2.26,0.41,0.86,1.26,1.69,0.27,-0.19,0.28,0.52,-0.33,1.06,1.05
 MOBILIÁRIO,-0.7,0.5,1.29,-0.34,3.23,2.55,0.99,0.8,2.05,1.96,0.05,-1.09,-0.14,0.06,-0.83,1.25,1.57
 MÓVEL PARA SALA,-1.19,0.64,1.98,1.43,3.48,2.24,-0.4,3.25,2.42,2.36,1.69,0.23,0.7,2.23,-1.38,3.58,2.03
 MÓVEL PARA QUARTO,-0.08,-0.52,1.95,-1.88,3.07,2.93,0.86,-0.91,1.87,1.89,-0.43,-1.74,-1.27,-0.25,-1.47,0.75,1.31
 MÓVEL PARA COPA E COZINHA,-1.11,1.78,-1.37,1.48,3.14,1.93,3.6,2.7,1.77,1.76,-2.15,-1.25,1.64,-2.6,2.45,0.59,1.54
 MÓVEL INFANTIL,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.96,2.63,1.4,1.22,0.0,-1.5,1.28,-2.45,-1.53,1.28
 COLCHÃO,0.0,-0.21,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
 UTENSÍLIOS E ENFEITES,0.8,-1.51,-0.11,0.35,-0.07,1.42,-1.0,0.35,0.98,0.59,-0.02,1.03,0.11,1.77,0.96,0.46,0.09
 ARTIGOS DE ILUMINAÇÃO,-0.51,-0.93,-1.35,-1.7,-1.01,-0.59,-1.29,0.76,0.53,1.45,0.0,0.0,-0.15,0.0,1.61,-2.25,-0.59
 TAPETE,-0.53,-1.25,0.0,0.0,-2.22,1.29,-1.16,0.0,-0.92,0.91,-2.28,-0.21,-0.09,0.0,0.0,0.0,-1.16
 CORTINA,0.79,0.54,-0.32,-2.68,1.23,0.87,0.0,0.53,2.98,-1.03,0.28,2.0,0.0,0.0,0.0,0.0,0.53
 UTENSÍLIOS DE METAL,2.12,-2.2,0.55,2.37,-0.42,2.8,-3.68,-0.56,1.2,0.88,0.09,2.2,0.82,1.69,0.96,1.59,0.27
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,-0.26,1.77,2.69,1.4,0.26,1.68,0.9,1.74,0.0,-1.68,-0.58,2.65,-0.05,0.85,1.45
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,1.59,0.0,0.0,0.0,1.19,-1.08,1.39
 FLORES NATURAIS,0.0,-5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.39
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,0.16,-0.52,0.0,0.0,0.0,0.32,0.0,0.0,0.95,1.36,-1.39,0.83,0.0,0.0,0.32
" CAMA, MESA E BANHO",2.23,-0.66,0.83,2.93,-2.41,2.38,1.2,2.22,-1.32,2.93,2.49,1.69,2.82,0.04,0.15,1.16,0.14
 ROUPA DE CAMA,2.23,-0.66,0.83,3.47,-2.41,2.38,1.2,1.67,-1.32,2.93,2.49,1.69,2.23,0.67,0.15,1.16,0.07
 ROUPA DE BANHO,0.0,0.0,0.0,1.5,0.0,0.0,0.0,3.55,0.0,0.0,0.0,0.0,4.39,-2.2,0.0,0.0,2.67
 APARELHOS ELETROELETRÔNICOS,-0.83,0.36,-0.27,1.7,0.38,1.42,-0.49,-0.78,0.61,0.55,-0.11,-0.53,-0.35,1.73,0.73,0.43,0.22
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-1.83,1.66,-0.97,1.42,0.32,2.24,-0.14,-0.69,0.82,0.42,-1.14,-0.58,-0.53,1.94,1.14,1.58,0.2
 REFRIGERADOR,-1.69,2.14,0.47,1.62,1.1,1.83,-1.53,-0.45,0.84,0.12,-2.14,-0.62,-1.27,2.63,0.95,1.52,0.45
 AR-CONDICIONADO,-0.6,1.84,0.0,2.52,1.42,3.78,-0.97,1.21,2.67,-0.07,1.51,0.17,-0.9,1.82,0.0,0.01,1.21
 MÁQUINA DE LAVAR ROUPA,-3.89,0.35,-2.35,2.04,-2.26,1.9,0.42,-2.45,-0.18,2.36,-1.54,-0.85,-1.66,-0.47,0.6,2.79,-1.01
 VENTILADOR,0.0,0.0,0.0,0.18,0.0,0.0,2.99,0.68,0.0,0.0,0.0,0.0,2.29,1.28,1.86,-0.1,1.43
 FOGÃO,-0.58,3.01,-1.74,0.34,2.11,2.94,0.51,-1.18,0.53,-1.29,0.65,-0.54,1.99,2.84,1.47,2.54,0.71
 CHUVEIRO ELÉTRICO,0.0,0.0,-0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.68
" TV, SOM E INFORMÁTICA",0.33,-1.75,0.65,2.04,0.44,0.49,-0.89,-0.88,0.31,0.74,1.61,-0.46,-0.03,1.27,0.18,-0.86,0.25
 TELEVISOR,1.46,-1.85,1.35,1.45,2.32,1.47,0.13,-0.56,1.1,0.73,2.8,-0.33,0.9,2.26,1.19,-0.26,1.18
 APARELHO DE SOM,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.18,2.58,1.18
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67
 COMPUTADOR PESSOAL,-1.74,-1.55,-0.48,2.7,-2.55,-0.46,-2.74,-1.35,-1.59,0.75,0.07,-0.71,-1.74,-0.85,-3.9,-3.02,-1.35
 CONSERTOS E MANUTENÇÃO,0.77,-0.06,0.92,-0.02,1.24,-0.74,0.54,0.52,1.05,-0.55,0.66,-1.21,-1.89,-0.02,0.65,-0.15,0.54
 CONSERTOS E MANUTENÇÃO,0.77,-0.06,0.92,-0.02,1.24,-0.74,0.54,0.52,1.05,-0.55,0.66,-1.21,-1.89,-0.02,0.65,-0.15,0.54
 CONSERTO DE REFRIGERADOR,0.0,0.34,0.0,-0.63,0.0,0.0,1.02,0.0,1.49,0.0,2.31,0.0,0.0,0.0,0.0,0.0,1.02
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,-0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29
 REFORMA DE ESTOFADO,0.15,0.4,0.79,-0.16,-0.13,-1.8,0.0,-3.66,2.02,0.0,0.0,0.0,1.15,-1.16,0.0,-0.32,-0.16
 CONSERTO DE APARELHO CELULAR,0.0,0.09,0.22,0.0,-1.15,-1.15,1.26,-0.19,0.83,-0.88,1.82,0.24,-1.44,2.93,-0.54,-0.8,-0.1
 CONSERTO DE BICICLETA,0.88,-0.74,1.38,0.41,1.82,0.74,-0.41,2.79,0.25,-0.46,-0.55,-1.52,-3.23,-0.76,2.12,0.63,0.87
 VESTUÁRIO,1.45,2.26,1.58,1.48,1.42,1.6,1.82,0.68,1.95,0.72,1.37,1.52,0.99,2.65,1.63,2.29,1.52
 ROUPAS,1.41,2.59,1.83,1.38,1.9,2.5,1.86,1.1,1.98,0.38,1.78,1.52,1.45,3.33,2.11,2.94,1.78
 ROUPA MASCULINA,0.3,2.94,2.19,0.81,1.01,2.39,0.55,1.17,2.6,1.14,2.8,2.11,1.43,3.37,1.46,3.69,1.55
 CALÇA COMPRIDA MASCULINA,0.42,3.25,2.2,0.64,-2.32,2.96,2.24,3.28,1.97,3.94,3.19,0.93,-0.85,3.77,1.39,3.27,0.9
 AGASALHO MASCULINO,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,2.42
 BERMUDA/SHORT MASCULINO,-1.2,3.79,1.54,0.97,-0.05,0.95,1.78,1.06,2.23,2.48,2.92,1.24,2.18,2.43,0.87,3.75,1.23
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,3.23,-1.57,0.0,1.04
 CAMISA/CAMISETA MASCULINA,0.7,2.6,2.37,0.83,2.93,2.36,-1.01,0.52,3.07,-0.74,2.52,2.93,2.77,3.49,2.31,3.83,1.94
 ROUPA FEMININA,2.29,2.38,1.68,1.64,3.01,2.95,2.74,0.44,2.24,-0.42,0.79,1.01,2.08,3.44,2.45,2.86,2.1
 CALÇA COMPRIDA FEMININA,0.8,3.9,2.03,2.51,3.25,3.88,2.18,-0.96,2.94,0.75,0.54,1.86,2.6,3.79,3.32,3.48,2.48
 AGASALHO FEMININO,0.0,2.38,1.68,0.0,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,2.08,0.0,0.0,0.0,2.24
 SAIA,0.0,0.0,0.0,0.31,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,3.32,3.93,3.59,2.05
 VESTIDO,1.67,3.77,2.06,0.33,3.91,1.85,3.17,2.81,1.35,1.21,0.33,2.94,1.83,3.77,2.06,3.58,2.56
 BLUSA,3.31,0.6,1.51,1.55,2.99,3.18,3.6,-0.02,3.32,-2.68,0.39,-0.46,2.19,3.59,2.6,2.1,1.82
 LINGERIE,0.0,2.1,0.89,2.54,0.21,0.0,1.76,2.78,2.41,1.56,1.86,0.0,1.77,1.34,-0.84,0.0,1.17
 BERMUDA/SHORT FEMININO,2.91,0.0,0.86,2.91,0.0,0.0,1.52,-0.82,-0.03,3.38,3.22,-0.29,1.2,3.39,3.69,3.99,1.74
 ROUPA INFANTIL,1.45,2.44,1.5,1.97,1.07,1.63,2.9,2.86,0.17,0.77,1.92,1.62,0.15,2.98,2.94,1.62,1.46
 UNIFORME ESCOLAR,0.0,0.0,1.32,1.97,-0.44,1.36,1.58,2.47,0.0,-0.14,0.21,2.13,0.0,0.0,1.65,-0.6,0.44
 CALÇA COMPRIDA INFANTIL,0.0,0.52,0.01,0.0,1.58,2.12,0.0,0.0,0.3,-2.97,2.68,0.0,-0.11,3.75,3.89,0.0,0.74
 AGASALHO INFANTIL,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44
 VESTIDO INFANTIL,2.52,3.89,3.51,3.71,0.0,3.7,3.98,3.79,-2.11,0.0,2.1,1.79,3.25,1.64,3.35,1.85,2.41
 BERMUDA/SHORT INFANTIL,-1.43,0.0,0.0,-1.85,3.0,0.0,3.83,3.79,0.52,0.0,0.0,0.72,0.53,3.65,2.42,-0.84,1.46
 CAMISA/CAMISETA INFANTIL,2.35,2.31,2.33,1.87,2.31,0.07,2.68,3.27,2.14,2.4,1.99,1.72,2.1,3.22,3.65,2.99,2.25
 CONJUNTO INFANTIL,2.39,3.34,0.62,3.26,-1.1,3.0,3.43,1.51,-0.55,1.72,2.68,1.62,-2.98,2.5,2.91,3.79,0.9
 CALÇADOS E ACESSÓRIOS,1.68,1.65,1.53,2.32,0.11,-0.72,2.15,-0.27,2.0,1.77,0.97,1.56,0.14,1.91,0.89,0.72,1.09
 CALÇADOS E ACESSÓRIOS,1.68,1.65,1.53,2.32,0.11,-0.72,2.15,-0.27,2.0,1.77,0.97,1.56,0.14,1.91,0.89,0.72,1.09
 SAPATO MASCULINO,0.68,1.66,1.59,3.31,3.31,1.56,2.43,-0.4,0.61,3.53,2.57,3.37,1.65,2.83,-0.08,1.2,2.2
 SAPATO FEMININO,2.3,1.04,2.77,3.3,-0.82,-1.69,3.52,-1.7,-0.9,3.28,3.32,-1.73,1.36,3.12,1.27,0.34,0.98
 SAPATO INFANTIL,0.0,0.0,0.0,1.62,0.0,0.0,3.29,0.0,0.34,3.47,3.29,0.0,-1.88,3.68,2.81,3.7,2.19
 BOLSA,-2.59,2.33,-0.18,2.6,0.0,-0.82,3.61,3.77,2.81,2.91,0.97,0.0,-2.24,0.7,-2.62,-0.27,1.13
 MOCHILA,0.0,0.0,0.0,1.88,0.0,0.0,1.92,-2.78,0.0,0.0,0.0,0.0,0.0,3.85,3.01,0.0,0.96
 TÊNIS,2.68,1.63,1.19,0.52,-0.55,-1.35,1.0,-0.59,3.78,-0.05,-2.68,1.82,0.77,-0.83,2.1,1.16,0.51
 SANDÁLIA/CHINELO,1.28,3.15,1.39,2.59,1.82,1.29,-0.66,0.09,3.05,1.13,3.07,2.36,-2.14,2.33,0.39,0.15,1.59
 JOIAS E BIJUTERIAS,0.75,1.5,-0.78,-1.62,1.12,0.79,-0.87,0.08,2.1,-0.44,-1.42,1.46,0.0,-1.89,-0.93,1.32,0.28
 JOIAS E BIJUTERIAS,0.75,1.5,-0.78,-1.62,1.12,0.79,-0.87,0.08,2.1,-0.44,-1.42,1.46,0.0,-1.89,-0.93,1.32,0.28
 BIJUTERIA,0.0,0.0,-1.77,0.0,0.0,3.81,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.78
 JOIA,0.04,1.36,-0.37,-2.17,0.66,-0.39,-1.14,0.22,0.0,-0.42,-1.95,1.75,0.0,-0.6,-1.92,1.74,-0.1
 RELÓGIO DE PULSO,2.2,1.84,0.0,-0.83,2.62,0.0,-0.15,-0.17,1.97,-0.5,1.07,0.83,0.0,-2.62,1.99,-0.11,1.25
 TECIDOS E ARMARINHO,0.63,-0.31,-0.42,1.62,1.57,-0.82,0.38,-0.18,-0.05,1.26,1.46,0.62,0.83,-0.22,1.79,0.03,0.63
 TECIDOS E ARMARINHO,0.63,-0.31,-0.42,1.62,1.57,-0.82,0.38,-0.18,-0.05,1.26,1.46,0.62,0.83,-0.22,1.79,0.03,0.63
 TECIDO,0.63,-0.3,-0.76,1.62,1.46,-0.82,0.38,-0.18,-0.05,1.8,2.24,1.35,0.83,-0.22,1.79,0.03,0.6
 ARTIGOS DE ARMARINHO,0.0,-0.32,0.22,0.0,1.8,0.0,0.0,0.0,0.0,0.39,-0.54,-0.59,0.0,0.0,0.0,0.0,0.75
 TRANSPORTES,0.48,0.53,0.14,1.39,0.08,-0.7,0.67,-0.02,-1.7,1.3,-0.66,0.71,0.71,0.54,0.43,0.02,0.21
 TRANSPORTES,0.48,0.53,0.14,1.39,0.08,-0.7,0.67,-0.02,-1.7,1.3,-0.66,0.71,0.71,0.54,0.43,0.02,0.21
 TRANSPORTE PÚBLICO,0.42,2.98,0.01,0.92,1.36,-1.11,0.15,0.5,0.4,2.28,2.87,3.17,3.27,2.02,0.05,1.79,1.06
 ÔNIBUS URBANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TÁXI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TREM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÔNIBUS INTERMUNICIPAL,0.0,0.0,1.54,0.0,-0.12,0.0,1.52,0.09,3.46,0.0,0.61,0.97,0.0,0.0,-1.58,0.0,0.57
 ÔNIBUS INTERESTADUAL,0.72,0.0,0.64,1.21,1.46,2.56,3.24,0.14,0.9,0.89,0.25,0.18,3.98,1.42,0.83,0.0,1.25
 PASSAGEM AÉREA,1.62,-2.19,-5.65,2.96,2.05,-3.98,-1.97,2.4,-1.45,5.86,4.68,9.37,11.8,5.26,3.66,10.32,0.89
 METRÔ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TRANSPORTE ESCOLAR,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
 TRANSPORTE POR APLICATIVO,2.19,33.9,13.82,3.09,11.13,5.54,0.0,2.74,-0.48,0.0,11.99,13.92,4.62,0.0,-0.88,3.35,10.67
 INTEGRAÇÃO TRANSPORTE PÚBLICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
