"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - AGOSTO DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.6,0.83,0.84,1.53,1.17,0.67,0.88,0.74,0.39,0.57,0.98,0.58,0.34,0.42,1,0.56,0.89
 REFEIÇÃO,0.28,0.94,0.53,1.18,1.11,0.58,0.58,0.63,0.61,1.32,0.75,0.08,0.72,0.49,0.42,0.25,0.84
 LANCHE,0.77,0.5,1.34,2.8,1.08,0.9,1.41,0.75,-0.83,-0.69,1.21,2.02,-0.35,0.6,1.93,0.85,0.86
 REFRIGERANTE E ÁGUA MINERAL,1.48,-0.83,-1.48,-1.93,2.8,-0.76,1.43,0.67,1.31,-0.71,-0.09,0.03,0.36,0.96,1.35,-0.7,0.88
 CAFEZINHO,       -,4.18,       -,       -,-1.12,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.2
 CERVEJA,2.93,0,2.49,0.54,2.82,0.91,1.06,1.47,2.22,0.19,0.18,-1.49,1.06,-1.16,0.38,3.81,1.71
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,0.67,       -,       -,       -,       -,       -,       -,       -,-0.7,1.19,       -,2.13,       -,0.66
 VINHO,4.35,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,4.35
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.98,       -,       -,       -,       -,-0.43,0.72
 SORVETE,       -,       -,       -,       -,1.29,       -,       -,4.38,-1.11,-0.35,5.24,       -,-0.62,-0.75,       -,2.04,1.09
 HABITAÇÃO,0.46,-0.62,-2.54,-4.63,0.83,0.91,3.14,-1.72,0.75,-0.01,0.74,2.94,0.71,-1.21,-1.86,-1.56,0.1
 ENCARGOS E MANUTENÇÃO,0.45,-0.03,0.86,0.07,1.07,1.27,0.24,0.66,0.74,-0.04,0.43,0.1,0.58,0.54,0.5,-0.56,0.67
 ALUGUEL E TAXAS,0.33,-0.37,0.9,-0.27,0.97,1.25,0.5,0.69,0.58,-0.29,0.29,-0.11,0.31,0.05,0.14,-0.95,0.56
 ALUGUEL RESIDENCIAL,-0.2,-0.86,1.06,-1.1,1.17,0.86,1.16,1.24,0.49,-0.73,0.45,0.88,-0.1,0.07,0.29,-2.22,0.55
 CONDOMÍNIO,1.12,-0.47,1.55,1.06,1.22,2.41,-0.01,0,1.1,0.13,0.39,-1.95,0,-0.1,-1.1,0.26,0.97
 TAXA DE ÁGUA E ESGOTO,0,0.26,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0.05
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.92,       -,       -,       -,3.92
 REPAROS,0.75,1.18,0.79,0.85,1.13,1.17,-0.89,-0.25,0.83,0.44,0.14,0.52,0.93,0.01,0.21,-0.35,0.79
 FERRAGENS,       -,       -,       -,       -,       -,       -,-1.8,       -,       -,       -,1.49,       -,       -,0.15,       -,       -,-0.75
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,1.6,       -,       -,       -,-1.07,       -,       -,       -,       -,-0.97,       -,0.03
 VIDRO,       -,       -,       -,       -,       -,1.17,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.17
 TINTA,1.4,1.53,2.4,2.03,2.95,2.41,0.83,1.92,-1.03,1.76,0.93,0.29,2.4,2.49,2.61,-0.76,2.11
 REVESTIMENTO DE PISO E PAREDE,0.9,2.27,-0.76,0.85,1.2,       -,-3.93,-2.9,2.58,-2.49,-1.79,0.43,       -,-2.38,-1.91,-1.16,0.32
 MADEIRA E TACO,       -,0.76,       -,       -,       -,       -,       -,0.94,       -,       -,       -,       -,       -,0.65,-0.42,       -,0.65
 CIMENTO,       -,       -,       -,-0.07,       -,       -,2.33,1.04,1.34,       -,       -,2.74,-2.82,2.01,-0.54,       -,1.04
 TIJOLO,0.08,       -,       -,       -,       -,       -,-0.26,       -,       -,       -,1.01,-0.07,       -,-0.65,-0.15,       -,0.03
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,-0.16,       -,       -,       -,1.85,       -,       -,       -,2.21,       -,       -,       -,0.12
 MÃO DE OBRA,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
 AREIA,0.57,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.87,       -,       -,       -,1.89,       -,1.03
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.05,       -,       -,0.05
 TELHA,       -,0.8,1.38,2.57,       -,       -,-3.21,       -,       -,2.24,       -,       -,       -,       -,2.49,       -,0.94
 ARTIGOS DE LIMPEZA,1.38,0.6,0.6,1.51,2.2,1.88,0.96,1.61,1.87,1.45,1.86,1.67,2.12,3.05,2.29,1.92,1.62
 SACO PARA LIXO,       -,-2.06,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.78,       -,       -,       -,-1.81
 ÁGUA SANITÁRIA,0.96,1.43,1.6,1.89,0.6,1.44,0.97,1.7,0.99,       -,-0.71,       -,3,2.77,1.49,-1.14,0.96
 DETERGENTE,0.92,0.83,0.42,2.32,3.1,2.16,0.99,2.69,3.07,2.61,2.32,1.84,2.66,-0.12,       -,2.05,2.15
 SABÃO EM PÓ,2.49,0.64,-1.12,1.72,1.65,1.12,1.74,1.56,2.26,3.01,3.39,1.75,2.94,3.91,2.44,4.06,1.74
 DESINFETANTE,0.63,1.09,2.31,0,1.55,2.18,0.41,2.57,2.86,1.85,1.38,0.18,       -,       -,1.92,       -,1.57
 SABÃO EM BARRA,0.83,       -,1.67,0.96,       -,       -,0.94,0.95,-1.73,       -,       -,2.67,0.7,2.46,2.17,0.97,0.94
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.06,       -,1.67,       -,       -,       -,       -,0.27
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,2.63,       -,       -,       -,4.05,       -,       -,       -,       -,       -,3.72,3.72
 LIMPADOR MULTIUSO,       -,-0.2,       -,       -,1.6,0.19,       -,       -,       -,-0.99,       -,       -,       -,       -,       -,       -,0.93
 PAPEL TOALHA,-1.41,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.41
 AMACIANTE E ALVEJANTE,1.52,0.64,2.18,1.17,2.99,2.97,0.2,0.47,0.99,-1.53,0.47,1.69,1.34,2.75,2.69,-0.39,1.57
 COMBUSTÍVEIS E ENERGIA,0.48,-1.63,-7.62,-10.46,0.24,-0.2,5.45,-4.96,0.77,0.03,1.27,7.78,0.85,-2.34,-3.86,-3.14,-0.92
 COMBUSTÍVEIS (DOMÉSTICOS),0.13,-0.52,-2.07,-1.7,0.44,-2.41,-0.37,-0.63,4.35,-0.89,0.75,0.17,-0.25,-0.84,-0.78,0.75,-0.05
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,0.37,       -,       -,       -,       -,       -,       -,       -,1.28,       -,0.82
 GÁS DE BOTIJÃO,0.1,-0.52,-2.07,-1.7,0.56,-2.41,-0.39,-0.63,4.35,-1.37,0.75,0.17,-0.25,-0.84,-0.91,0.75,-0.09
 GÁS ENCANADO,0.18,       -,       -,       -,0,       -,       -,       -,       -,1.49,       -,       -,       -,       -,       -,       -,0.26
 ENERGIA ELÉTRICA RESIDENCIAL,0.58,-2.07,-10.26,-14.41,0.17,0.55,7.71,-6.85,-1.07,0.52,1.49,11.16,1.24,-2.97,-6.22,-4.93,-1.27
 ENERGIA ELÉTRICA RESIDENCIAL,0.58,-2.07,-10.26,-14.41,0.17,0.55,7.71,-6.85,-1.07,0.52,1.49,11.16,1.24,-2.97,-6.22,-4.93,-1.27
 ARTIGOS DE RESIDÊNCIA,0.33,0.99,-0.08,0.47,0.42,1.33,0.3,0.42,-0.14,0.06,0.75,0.96,0.53,-0.15,1.08,0.4,0.42
 MÓVEIS E UTENSÍLIOS,0.92,1.39,0.02,0.53,1.86,2.25,0.08,1.23,1.27,0.44,0.93,0.75,0.98,1.54,1.64,0.04,1.16
 MOBILIÁRIO,1.42,1.89,0.35,0.7,2.51,3.37,0.2,1.52,1.29,0.41,1.71,1.01,1.11,1.62,2.2,0.04,1.6
 MÓVEL PARA SALA,3.14,2.57,-1.42,1.44,3.75,3.45,-1.36,1.02,1.72,0.22,3.39,1.96,1.37,1.85,2.68,0.28,2.17
 MÓVEL PARA QUARTO,-0.29,1.6,1.12,0.39,1.38,3.44,0.55,1.98,2.04,1.78,0.67,0.14,0.87,2.49,2.49,-0.84,1.32
 MÓVEL PARA COPA E COZINHA,1.92,1.42,1.61,0.84,3.02,2.88,2.23,1.73,-0.49,-1.7,2.74,1.9,1.82,-0.29,1.86,1.65,1.62
 MÓVEL INFANTIL,       -,       -,       -,0.35,       -,       -,       -,-1.08,-0.31,-0.08,-2,       -,-0.79,-1.56,-1.72,0.8,-0.56
 COLCHÃO,       -,1.98,-0.16,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.88
 UTENSÍLIOS E ENFEITES,0.62,0.2,0.29,0.71,0.47,1,0.42,0.48,1.24,1.05,0.36,1.16,0.31,1.52,0.43,-0.69,0.57
 ARTIGOS DE ILUMINAÇÃO,-1.93,-0.07,-0.4,-0.45,-3.4,0.49,-0.06,0.85,-0.26,0.48,       -,       -,1.37,       -,-1.24,-2.4,-1.24
 TAPETE,0.76,-0.17,       -,       -,-0.99,-1.3,0.17,       -,0.77,1.46,2.07,2.5,0.18,       -,       -,       -,0.17
 CORTINA,-0.13,-0.68,1.41,0.4,0.41,2.02,       -,0.39,3.04,-0.97,0.82,-0.81,       -,       -,       -,       -,0.39
 UTENSÍLIOS DE METAL,2.23,2.31,-0.51,2.58,2.54,1.03,1.69,-0.43,1.81,1.93,-2.05,1.34,0.6,1.35,0.87,-0.58,1.57
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,1.23,0.45,0.91,0.72,-1.45,2.1,0.42,2.87,       -,1.64,0.11,2.33,1.01,-0.13,1.01
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,0.74,       -,       -,       -,0.35,       -,       -,       -,1.13,0.16,0.62
 FLORES NATURAIS,       -,-1.19,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.19
 UTENSÍLIOS PARA BEBÊ,       -,       -,0.46,-2.35,       -,       -,       -,0.53,       -,       -,2.41,1.81,-2.22,1.27,       -,       -,0.52
" CAMA, MESA E BANHO",-2.39,1.24,-1.99,-1.16,1.02,-1.68,-1.23,0.32,1.21,-0.87,-1.94,-1.25,1.81,1.1,0.77,1.48,-0.11
 ROUPA DE CAMA,-2.39,1.24,-1.99,-1.67,1.02,-1.68,-1.23,-0.12,1.21,-0.87,-1.94,-1.25,2.63,1.43,0.77,1.48,-0.13
 ROUPA DE BANHO,       -,       -,       -,0.28,       -,       -,       -,1.39,       -,       -,       -,       -,-0.25,-0.1,       -,       -,0.54
 APARELHOS ELETROELETRÔNICOS,-0.16,0.51,-0.42,0.23,-0.89,0.22,0.33,-0.7,-1.54,-0.12,0.41,1.23,-0.03,-1.44,0.52,0.85,-0.34
 ELETRODOMÉSTICOS E EQUIPAMENTOS,0.17,1.47,1.61,0.33,0.01,0.85,1.54,-0.87,-0.91,0.83,0.58,1.56,-0.3,-1.07,1.03,1.21,0.47
 REFRIGERADOR,1.08,1.29,2.09,0.05,0.91,0.61,2.91,-0.76,-0.09,2.34,0.74,2.11,-2.99,-2.84,0.34,2.03,0.96
 AR-CONDICIONADO,2.01,2.74,       -,-0.78,0.76,-1.16,1.21,-0.89,-1.39,2.95,-2.92,1.02,1.89,-2.88,       -,-0.04,0.69
 MÁQUINA DE LAVAR ROUPA,-3.04,1.21,2.1,1.31,-2.57,1.62,0.9,1.09,-1.07,-2.71,2.9,1.57,1.53,2.12,2.4,1.58,-0.62
 VENTILADOR,       -,       -,       -,-0.04,       -,       -,-2.5,-2.28,       -,       -,       -,       -,1.34,-0.94,0.8,1.41,-0.77
 FOGÃO,0.63,1.11,0.13,1.03,1.8,1.5,2.73,-1.93,-2.13,2.11,-0.15,0.76,2.98,2.89,1.4,-0.32,0.96
 CHUVEIRO ELÉTRICO,       -,       -,1.71,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.71
" TV, SOM E INFORMÁTICA",-0.49,-0.84,-2.78,0.12,-1.91,-0.44,-0.94,-0.51,-2.39,-1.33,0.13,0.79,0.43,-2.2,-0.1,0.49,-1.31
 TELEVISOR,0.62,-0.03,-2.85,-0.51,-2.8,-1.12,-0.65,0.56,-2.82,-0.28,1,1.14,0.92,-2.61,-0.41,0.48,-1.34
 APARELHO DE SOM,       -,       -,       -,0.12,       -,       -,       -,       -,-2.39,       -,       -,       -,       -,       -,-0.1,2.1,-0.89
 VIDEOGAME (CONSOLE),       -,       -,       -,2.25,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.25
 COMPUTADOR PESSOAL,-2.45,-2.47,-2.66,0.53,-0.44,0.2,-1.49,-2.05,-1.45,-2.84,-1.06,0.17,-0.45,-1.32,1.09,0.02,-1.32
 CONSERTOS E MANUTENÇÃO,0.32,1.21,1.2,1.46,-0.24,0.81,0.95,2.05,0.32,-0.91,1.56,0.71,0.92,-0.49,0.97,0.32,0.38
 CONSERTOS E MANUTENÇÃO,0.32,1.21,1.2,1.46,-0.24,0.81,0.95,2.05,0.32,-0.91,1.56,0.71,0.92,-0.49,0.97,0.32,0.38
 CONSERTO DE REFRIGERADOR,       -,0.62,       -,-0.74,       -,       -,0.07,       -,2.01,       -,-1.6,       -,       -,       -,3.25,       -,0.07
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,-2.66,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.66
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,2.46,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.46
 REFORMA DE ESTOFADO,-1.51,3.41,0.47,1.58,1.05,0.86,       -,2.48,-0.47,       -,       -,1.57,2.71,-1.85,       -,-0.27,0.87
 CONSERTO DE APARELHO CELULAR,       -,-0.93,2,0,-0.26,0.58,0.97,2.63,0.01,0.89,0.34,1.85,2.9,-2.71,1.18,-1.19,0.63
 CONSERTO DE BICICLETA,0.66,1.66,0.97,3.78,-0.49,0.84,2.09,1.52,0.53,-1.35,3.57,0.49,-1.12,0.53,-0.71,2.48,0.19
 VESTUÁRIO,2.22,1.3,1.13,0.66,2.23,3.02,2.3,1.71,2,0.21,1.79,1.61,1.39,-0.65,1.94,0.7,1.69
 ROUPAS,2.73,1.4,1.02,0.99,2.02,3.24,2.82,1.86,2.05,-0.16,1.8,2.01,1.44,-1.52,2.07,0.9,1.7
 ROUPA MASCULINA,3.1,1.72,0.87,1,2.24,3.8,3.61,2.35,1.41,-0.14,1.14,1.91,0.98,-1.42,2.63,1.19,1.84
 CALÇA COMPRIDA MASCULINA,3.38,0.32,0.28,0.3,-1.56,3.62,3.95,3,1.47,-1.51,3.33,2.59,1.51,-1.5,3.04,2.52,0.45
 AGASALHO MASCULINO,       -,-2.94,       -,       -,       -,       -,       -,       -,       -,-0.9,       -,       -,       -,       -,       -,       -,-2.25
 BERMUDA/SHORT MASCULINO,0.09,3.41,1.51,2.73,3.45,3.88,3.97,3.01,1.56,2.39,3.93,2.32,-0.36,0.7,2.91,3.17,2.55
 CUECA,       -,       -,       -,       -,       -,       -,-0.57,       -,       -,       -,       -,       -,       -,0.39,0.89,       -,-0.13
 CAMISA/CAMISETA MASCULINA,3.92,3.79,1.02,0.67,3.95,3.87,3.95,1.84,1.32,0.26,-1.16,1.47,0.97,-2.46,2.55,-0.09,2.5
 ROUPA FEMININA,2.96,1.78,0.78,1.58,2.37,3.73,3.26,1.47,2.23,-0.4,2.87,2.03,2.1,-1.89,1.82,1.27,1.92
 CALÇA COMPRIDA FEMININA,2.74,-0.35,2.23,-0.64,3.44,3.6,3.99,1.69,2.19,3.21,3.36,3.43,2.31,-2.88,1.68,2.38,2.38
 AGASALHO FEMININO,       -,0.85,1.35,       -,       -,       -,       -,       -,       -,-3.27,       -,       -,-2.08,       -,       -,       -,0.11
 SAIA,       -,       -,       -,1.96,       -,       -,4.07,       -,       -,       -,       -,       -,       -,-0.13,3.77,2.44,2.88
 VESTIDO,3.38,1.6,-0.93,3.56,3.82,3.48,3.44,1.6,2.1,-0.82,3.03,2.92,3.41,-2.47,0.43,-2.49,2.31
 BLUSA,3.29,3.9,0.66,2.54,0.78,3.95,3.69,2.25,3.51,-1.33,2.41,0.52,2.26,-1.51,3.94,2.16,1.7
 LINGERIE,       -,2.27,0.65,0.72,3.29,       -,0.17,-1.46,-1.04,-3.12,2.82,       -,0.15,-0.3,1.97,-0.45,1.15
 BERMUDA/SHORT FEMININO,0.39,       -,1.08,-0.86,       -,       -,3.96,0.41,3.01,1.1,2.81,3.38,3.2,-1.61,-0.26,3.75,1.58
 ROUPA INFANTIL,1.29,-0.18,1.88,-0.56,0.88,1.21,0.06,1.82,3.04,0.31,0.91,2.11,0.93,-0.89,1.25,-0.53,0.94
 UNIFORME ESCOLAR,       -,       -,2.35,0.59,-1.9,-1.91,-2.43,-1.35,       -,1.43,-0.72,-0.51,       -,       -,2.75,2.18,-0.5
 CALÇA COMPRIDA INFANTIL,       -,-3.1,-1.91,       -,-1.96,1.66,       -,       -,2.27,-1.69,-0.39,       -,1.31,-2.95,-0.72,       -,-1.48
 AGASALHO INFANTIL,       -,-2.27,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.27
 VESTIDO INFANTIL,3.98,3.49,2.14,1.26,       -,3.67,-1.38,1.34,3.93,       -,3.73,1.88,0.35,-2.72,1.54,-0.18,2.32
 BERMUDA/SHORT INFANTIL,0.39,       -,       -,-0.15,-2.21,       -,-0.38,2.6,3.76,       -,       -,3.86,-1.71,-0.05,2.3,-2.3,-0.23
 CAMISA/CAMISETA INFANTIL,0.83,1.69,3.73,-1.43,3.39,2.42,1.35,2.32,1.71,2.1,-0.64,3.81,1.37,0.43,-0.44,-1.57,2.19
 CONJUNTO INFANTIL,1.71,-1.2,2.17,-1.47,3.05,1.98,3.37,3.05,3.94,-2.89,3.65,0.6,2.23,0.49,1.56,-1.38,1.69
 CALÇADOS E ACESSÓRIOS,1.25,0.83,1.38,0.06,2.73,2.57,1.4,1.86,2.25,1.21,2.78,0.86,1.32,1.15,2.29,0.09,1.77
 CALÇADOS E ACESSÓRIOS,1.25,0.83,1.38,0.06,2.73,2.57,1.4,1.86,2.25,1.21,2.78,0.86,1.32,1.15,2.29,0.09,1.77
 SAPATO MASCULINO,-0.39,-0.14,3.91,0.77,3.82,3.5,2.49,3.35,2.26,1.68,3.73,1.11,2.68,0.23,1.34,1.6,2.32
 SAPATO FEMININO,0.75,1.35,1.34,-1.59,3.72,3.19,3.44,3.63,3.8,3.86,3.73,-0.17,1.7,0.87,2.19,-2.87,2.51
 SAPATO INFANTIL,       -,       -,       -,-0.58,       -,       -,0.58,       -,0.9,3.16,3.56,       -,3.55,1.39,2.01,-1.83,1.63
 BOLSA,-1.93,-1.45,-1.22,3.02,       -,1.07,-2.21,3.41,3.52,3.41,3.68,       -,1.94,0.7,1.43,-1.1,0.44
 MOCHILA,       -,       -,       -,-2.01,       -,       -,-1.73,3.51,       -,       -,       -,       -,       -,-0.17,0.75,       -,-0.07
 TÊNIS,3.28,1.22,1.51,2,2.13,1.88,1.58,-0.84,1.32,-1.01,1.89,0.29,-0.71,3.37,1.99,0.29,1.55
 SANDÁLIA/CHINELO,0.09,0.26,0.55,-1.31,2.27,3.3,0.43,1.71,2.4,0.12,2.09,2.59,2.74,0.27,3.5,2.29,1.33
 JOIAS E BIJUTERIAS,1.01,2.58,1.4,-0.68,3.26,3.36,0.04,-2.06,-0.01,-0.4,-1.8,-0.01,1.06,1.86,-1.06,1.18,1.3
 JOIAS E BIJUTERIAS,1.01,2.58,1.4,-0.68,3.26,3.36,0.04,-2.06,-0.01,-0.4,-1.8,-0.01,1.06,1.86,-1.06,1.18,1.3
 BIJUTERIA,       -,       -,0.09,       -,       -,3.64,       -,       -,1.88,       -,       -,       -,       -,       -,       -,1.27,1.41
 JOIA,2.99,2.16,1.95,-1.69,3.45,3.26,-0.04,-2.2,       -,0.03,-2.21,0.77,1.06,-0.41,-2.35,1.01,1.52
 RELÓGIO DE PULSO,-2.77,3.62,       -,0.7,2.68,       -,0.24,-1.77,-1.78,-1.64,0.09,-1.68,       -,3.19,2.6,1.34,0.62
 TECIDOS E ARMARINHO,1.68,1.33,0.08,2.64,0,0.14,0.44,2.41,0.44,0.71,1.71,-0.4,2.07,1.69,1.75,-0.55,0.74
 TECIDOS E ARMARINHO,1.68,1.33,0.08,2.64,0,0.14,0.44,2.41,0.44,0.71,1.71,-0.4,2.07,1.69,1.75,-0.55,0.74
 TECIDO,1.68,1.2,0.5,2.64,-0.88,0.14,0.44,2.41,0.44,0.78,1.85,-0.41,2.07,1.69,1.75,-0.55,0.67
 ARTIGOS DE ARMARINHO,       -,1.57,-0.69,       -,1.95,       -,       -,       -,       -,0.59,1.38,-0.4,       -,       -,       -,       -,1.09
 TRANSPORTES,-2.07,-4.56,-4.56,-5.78,-2.68,-3.31,-4.32,-5.12,-4.35,-2.53,-2.54,-1.53,-3.99,-2.39,-5.78,-4.43,-3.37
 TRANSPORTES,-2.07,-4.56,-4.56,-5.78,-2.68,-3.31,-4.32,-5.12,-4.35,-2.53,-2.54,-1.53,-3.99,-2.39,-5.78,-4.43,-3.37
 TRANSPORTE PÚBLICO,-1.73,-5.87,-2.51,-2.73,-1.51,-2.54,-3.8,-2.15,-3.89,-4.96,-0.94,-1.24,-0.12,0.09,-0.03,-2.15,-2.53
 ÔNIBUS URBANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TÁXI,0,0,0,0,0,       -,0,0,0,       -,       -,35.94,10.11,0,0,0,0.38
 TREM,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,0,1.42,0.21,0,       -,2.18,0,-1.86,0,6.17,0.11,-0.12,0,1.3,0,0.21
 ÔNIBUS INTERESTADUAL,0.49,       -,-2.66,-0.5,-0.35,0.69,0.97,0.17,3.34,1.22,0.39,-0.09,0.39,0.68,0.62,-0.85,0.26
 PASSAGEM AÉREA,-11.05,-14.43,-17.19,-16.84,-9,-6.77,-19.73,-12.15,-17.88,-14.29,-9.85,-9.77,-15.13,0.14,-8.53,-13.33,-12.07
 METRÔ,0,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,0.23,0,3.51,0,0,       -,       -,0,0,       -,0,3.36,       -,0.29,2.72,0.29
 TRANSPORTE POR APLICATIVO,-2.17,-19.51,7.16,1.64,8.14,-1.43,       -,-6.96,-6.05,       -,2.51,3.31,10.09,       -,8.24,6.49,-1.06
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,1.43,1.18,0.45,0.75,0.9,0.5,0.87,0.84,0.75,0.81,1.54,1.19,0.55,1.59,0.35,0.53,0.91
 AUTOMÓVEL NOVO,0.02,-0.63,-1.78,0.04,0.89,0.47,-0.23,-1.31,-0.13,0.93,1.19,2.08,-1.25,1.38,-1.01,-0.48,0.36
 EMPLACAMENTO E LICENÇA,2.16,1.64,0.49,2.22,1.79,0.87,1.33,2.17,1.15,2.28,2.22,1.28,2.2,2.2,1.22,2.23,1.72
 SEGURO VOLUNTÁRIO DE VEÍCULO,3.29,1.37,3.46,0.26,1.94,-0.83,0.6,7.76,3.86,3.63,2.45,0.6,2.28,-1.96,2.27,-0.89,2.27
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,4.33,1.42,0.66,-0.18,-1.68,0.73,2.44,2.46,0.67,1.12,       -,1.28,0.69,1.11,3.18,1.11
 ACESSÓRIOS E PEÇAS,1.02,0.99,-0.26,1.38,1.6,1.4,1.13,-0.41,0.04,2.83,1.14,0.99,2.12,1.16,1.52,2.81,1.17
 PNEU,       -,2.12,0.46,3.48,-0.72,0.6,3.74,1.45,3.12,2.57,1.79,0.88,1.56,3.99,1.68,3.6,1.16
 CONSERTO DE AUTOMÓVEL,2.08,2.94,0.57,0.7,1.68,1.12,-0.23,2.96,1.22,-1.14,-1.35,-0.63,0.34,3.55,0.57,1.53,1.05
 ESTACIONAMENTO,       -,1.87,       -,       -,0.65,       -,       -,       -,3.7,-0.83,       -,       -,       -,       -,       -,       -,0.76
 PEDÁGIO,       -,0,       -,       -,0.08,       -,       -,       -,       -,0,       -,0,       -,       -,       -,       -,0.06
 AUTOMÓVEL USADO,0.49,1.02,0.84,       -,-0.7,1.4,-0.02,-0.35,-0.71,0.01,2.66,0.66,0.45,-0.22,1.68,-0.86,0.26
 PINTURA DE VEÍCULO,       -,       -,0.53,3.7,       -,       -,       -,       -,0.18,       -,       -,       -,       -,       -,       -,       -,1.12
 ALUGUEL DE VEÍCULO,1.38,       -,       -,       -,       -,       -,9.79,       -,-4.26,       -,       -,       -,       -,       -,       -,       -,1.42
 MOTOCICLETA,2.05,-0.11,0.83,0.4,0.21,0.06,1.79,0.57,0.46,0.06,0.58,1.29,1.4,0,-0.3,0.63,0.57
 COMBUSTÍVEIS (VEÍCULOS),-9.01,-12.4,-12.6,-15.69,-9.88,-8.93,-12.28,-14.72,-11.71,-7.98,-9.74,-8.75,-11.07,-10.72,-16.14,-13.29,-10.82
 GASOLINA,-10.79,-12.75,-13.19,-16.23,-10.58,-9.34,-12.72,-15.6,-12.2,-8.78,-10.6,-9.07,-11.59,-12.01,-17.24,-13.64,-11.64
 ETANOL,-9.21,       -,-12.78,-11.7,-8.64,-7.84,       -,       -,-11.4,-5.21,-7.77,       -,-9.3,       -,       -,       -,-8.67
 ÓLEO DIESEL,-2.58,-3.96,-3.75,-4.51,-3.24,-3.44,-2.07,-4.51,-6.61,-4,-2.82,-3.71,-2.39,-3.53,-2.77,-5.34,-3.76
 GÁS VEICULAR,-2,       -,       -,       -,       -,       -,       -,-4.66,       -,       -,       -,       -,       -,       -,       -,       -,-2.12
 SAÚDE E CUIDADOS PESSOAIS,1.37,1.15,0.99,1.39,1.31,1.27,1.88,1.21,1.7,1.11,1.02,1.26,1.27,1.65,2.13,1.76,1.31
 PRODUTOS FARMACÊUTICOS E ÓTICOS,1.4,0.56,-0.12,0.21,0.31,0.67,-0.04,0.03,1.15,0.5,-0.37,0.44,-0.58,-0.36,1.57,0.91,0.43
 PRODUTOS FARMACÊUTICOS,1.39,0.64,0.05,0.41,0.04,1.02,-0.08,0.34,1.01,0.52,-0.36,0.64,-0.58,-0.31,1.51,0.93,0.41
 ANTI-INFECCIOSO E ANTIBIÓTICO,-3.21,0.33,0.88,-1.4,1.58,2.41,-2.47,0.45,2.86,-1.45,0.6,1.6,-0.08,-0.39,0.57,-0.31,0.42
 ANALGÉSICO E ANTITÉRMICO,0.38,-1.85,-0.14,0.94,0.32,1.34,-0.28,0.43,0.17,0.21,0.01,0.26,0.45,-0.27,1.03,1.97,0.14
