"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JUNHO DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.19,1.4,1.61,0.78,1.75,0.86,0.87,1.93,0.84,1.11,1.05,0.53,1.14,0.56,-0.32,0.94,1.26
 REFEIÇÃO,0.09,0.49,1.64,1.07,1.28,1.31,0.84,1.73,0.33,0.66,0.11,0.31,1.08,0.23,0.22,1.29,0.95
 LANCHE,0.71,3.84,2.19,0.63,3.21,-0.05,1.42,2.91,2.18,1.6,2.01,0.56,1.39,1.18,-0.49,1.01,2.21
 REFRIGERANTE E ÁGUA MINERAL,1.51,2.32,-1.02,-1.2,0.9,-0.87,1.6,1.02,1.23,2.45,1.19,1.16,0.76,1.66,-2.1,0.65,0.87
 CAFEZINHO,       -,3.53,       -,       -,2.47,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.73
 CERVEJA,-1.89,0.89,-1.5,-0.21,-0.91,0.56,-1.85,-0.45,0.79,2.03,2.38,1.57,1.01,-0.85,-1.01,-2.52,-0.2
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,-2.14,       -,       -,       -,       -,       -,       -,       -,0.97,-2.38,       -,-1.78,       -,-1.4
 VINHO,-0.8,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.8
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.05,       -,       -,       -,       -,1.31,1.1
 SORVETE,       -,       -,       -,       -,0.01,       -,       -,0.38,-0.03,3.62,1.34,       -,1.88,2.78,       -,-1.81,0.78
 HABITAÇÃO,-0.34,0.35,0.78,0.67,0.46,1.11,0.92,0.25,0.73,0.58,-0.45,-0.69,1.22,0.06,0.66,0.42,0.41
 ENCARGOS E MANUTENÇÃO,0.56,0.5,0.81,0.4,1.42,1.55,3.35,0.9,0.99,1.37,1.27,0.88,2,0.52,1.42,0.58,1.17
 ALUGUEL E TAXAS,0.52,0.16,0.69,0.11,1.55,1.61,4.56,0.94,0.93,1.43,1.22,0.72,2.22,-0.39,1.83,0.23,1.2
 ALUGUEL RESIDENCIAL,0.71,0.13,1.09,0.15,1.03,1.52,0,1.26,2.17,0.2,2.29,0.49,1.73,-0.62,3.09,0.46,0.97
 CONDOMÍNIO,0.51,0.46,0.4,0.15,0.81,2.55,1.39,1.26,-0.01,1.58,0.41,1.87,-1.58,0.86,2.63,0.06,0.82
 TAXA DE ÁGUA E ESGOTO,0,0,0,0,4.25,0,20.81,0,0,2.97,0,0,3.22,0,0,0,2.17
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-3.14,       -,       -,       -,-3.14
 REPAROS,0.27,1.28,0.2,0.09,0.29,0.34,1.11,0.28,0.09,1.21,1.14,1.56,1.08,0.88,0.2,1.27,0.53
 FERRAGENS,       -,       -,       -,       -,       -,       -,2.06,       -,       -,       -,-0.12,       -,       -,1.27,       -,       -,1.37
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,-2.12,       -,       -,       -,-0.07,       -,       -,       -,       -,0.3,       -,-0.89
 VIDRO,       -,       -,       -,       -,       -,1.69,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.69
 TINTA,1.87,1.8,0.82,0.25,0.44,1.92,1.32,1.23,1.56,3.17,1.02,1.43,2.9,-0.16,2.8,2.31,1.27
 REVESTIMENTO DE PISO E PAREDE,-2.39,3.08,-1.15,-1.96,0.3,       -,0.91,-0.84,-2.39,1.19,1.83,2.33,       -,3.23,0.69,2.11,0.3
 MADEIRA E TACO,       -,2.13,       -,       -,       -,       -,       -,0.28,       -,       -,       -,       -,       -,3.01,-0.8,       -,1.35
 CIMENTO,       -,       -,       -,2.26,       -,       -,1.7,2.25,1.8,       -,       -,3.39,2.12,2.15,3.26,       -,2.25
 TIJOLO,2.4,       -,       -,       -,       -,       -,2.42,       -,       -,       -,0.88,2.32,       -,-2.28,-2.02,       -,1.42
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,-0.3,       -,       -,       -,0.78,       -,       -,       -,-0.46,       -,       -,       -,-0.19
 MÃO DE OBRA,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
 AREIA,-2.07,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.38,       -,       -,       -,-2.22,       -,-1.26
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.51,       -,       -,-2.51
 TELHA,       -,-1.11,0.57,2.46,       -,       -,0.77,       -,       -,-0.9,       -,       -,       -,       -,-2.87,       -,-0.33
 ARTIGOS DE LIMPEZA,1.67,1.82,2.53,2.84,2.31,2.48,0.7,1.41,2.7,1.02,1.82,1.23,1.3,2.24,2.73,2.26,2.03
 SACO PARA LIXO,       -,1.02,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.52,       -,       -,       -,0.92
 ÁGUA SANITÁRIA,1.01,2.93,1.42,2.87,3.04,0.87,-0.71,3.26,0.02,       -,1.22,       -,-0.28,1.33,0.61,2.35,2.07
 DETERGENTE,1.06,2.85,1.25,3.27,2.55,0.9,2.85,1,1.36,1.86,1.74,2.27,-0.3,2.82,       -,2.52,2.1
 SABÃO EM PÓ,2.44,-0.04,3.6,3.17,2.83,4.91,1.2,0.71,4.76,0.75,2.87,0.52,2.14,2.51,3.59,3.71,2.51
 DESINFETANTE,2.49,0.92,2.73,4.86,2.56,-1.42,0.26,2.17,2.87,-0.71,0.43,5.87,       -,       -,4.29,       -,2.17
 SABÃO EM BARRA,1.1,       -,0.73,0.39,       -,       -,-2.65,0.72,2.55,       -,       -,2.97,1.04,2.9,1.75,-0.25,0.72
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.02,       -,2.45,       -,       -,       -,       -,1.19
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,0.25,       -,       -,       -,0.64,       -,       -,       -,       -,       -,0.55,0.55
 LIMPADOR MULTIUSO,       -,2.38,       -,       -,1.62,2.27,       -,       -,       -,-2.78,       -,       -,       -,       -,       -,       -,1.17
 PAPEL TOALHA,1.7,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.7
 AMACIANTE E ALVEJANTE,1.05,2.1,3.37,2.43,1.25,2.91,1.47,1.79,2.2,2.34,0.96,-0.34,1.83,1.11,2.33,2.79,1.75
 COMBUSTÍVEIS E ENERGIA,-1.63,0.13,0.74,0.99,-1.79,-0.19,-0.84,-0.57,0.41,-0.79,-2.95,-2.94,0.36,-0.21,0.06,0.19,-0.85
 COMBUSTÍVEIS (DOMÉSTICOS),-0.24,-0.67,-1.33,-0.48,-0.13,0.26,0.3,-0.51,0.12,0.65,-0.24,-0.91,1.27,-0.76,-0.13,-3.36,-0.26
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,2.42,       -,       -,       -,       -,       -,       -,       -,4.94,       -,3.67
 GÁS DE BOTIJÃO,-0.45,-0.67,-1.33,-0.48,-0.16,0.26,0.23,-0.51,0.12,-0.29,-0.24,-0.91,1.27,-0.76,-0.42,-3.36,-0.39
 GÁS ENCANADO,0.2,       -,       -,       -,0,       -,       -,       -,       -,5.71,       -,       -,       -,       -,       -,       -,0.81
 ENERGIA ELÉTRICA RESIDENCIAL,-2.04,0.4,1.65,1.64,-2.38,-0.35,-1.25,-0.6,0.55,-1.45,-3.88,-3.67,0.04,0,0.19,1.71,-1.07
 ENERGIA ELÉTRICA RESIDENCIAL,-2.04,0.4,1.65,1.64,-2.38,-0.35,-1.25,-0.6,0.55,-1.45,-3.88,-3.67,0.04,0,0.19,1.71,-1.07
 ARTIGOS DE RESIDÊNCIA,0.93,0.73,0.32,0.93,0.41,1.44,1.59,0.34,-0.76,-0.01,1.81,1.37,-0.21,0.7,1.73,-0.1,0.55
 MÓVEIS E UTENSÍLIOS,2.02,1.24,0.67,0.81,0.76,2.34,0.52,1,0.15,0.75,2.09,1.75,1.64,1.28,1.45,-0.19,1.0
 MOBILIÁRIO,2.47,1.37,0.81,1.25,0.76,2.99,1,1.01,0.73,0.84,2.68,2.67,1.73,1.9,1.71,-0.61,1.21
 MÓVEL PARA SALA,2.63,0.78,2.49,-1.48,-1.41,3.75,0.46,1.83,1.68,1.43,3.28,1.78,-0.03,3.67,2.42,-0.58,0.63
 MÓVEL PARA QUARTO,3.18,2.26,-1.05,2.75,1.25,2.15,1.79,0.66,0.1,1.44,3.21,2.65,3.14,2.77,1.18,-1.96,1.33
 MÓVEL PARA COPA E COZINHA,0.18,1.47,3.06,0.45,4.04,4.12,0.23,2.1,2.14,-0.52,0.47,3.89,2.04,-1.94,3.78,2.56,2.2
 MÓVEL INFANTIL,       -,       -,       -,0.53,       -,       -,       -,-1.73,-2.41,-0.5,3.03,       -,-2.3,-1.23,-0.87,0.02,-0.5
 COLCHÃO,       -,-0.61,0.81,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.12
 UTENSÍLIOS E ENFEITES,1.14,0.29,0.12,0.27,0.35,0.23,0.74,0.34,-0.77,-0.02,0.71,1.11,1.33,0.53,0.07,1.25,0.33
 ARTIGOS DE ILUMINAÇÃO,2.16,0.18,0.95,0.51,-1.94,-0.04,0.68,-0.58,1.25,1.85,       -,       -,1.17,       -,-1.93,0.25,-0.04
 TAPETE,-0.22,-2.55,       -,       -,2.46,-0.5,0.4,       -,-2.89,1.14,0.71,-0.79,0.41,       -,       -,       -,0.4
 CORTINA,1.39,0.16,1,0.69,0.99,0.23,       -,0.81,1.57,0.4,1.51,0.19,       -,       -,       -,       -,0.81
 UTENSÍLIOS DE METAL,1.21,0.23,-1.4,0.32,0.06,-0.53,0.91,-0.11,-2.01,-1.47,-0.53,3.4,2.3,0.34,1.01,1.56,-0.15
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,0.88,1.52,1.07,2.02,0.72,1.09,-0.61,-0.01,       -,1.99,0.32,0.43,0.85,2.19,0.85
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,0.8,       -,       -,       -,3.78,       -,       -,       -,-0.48,0.35,1.58
 FLORES NATURAIS,       -,3.79,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.79
 UTENSÍLIOS PARA BEBÊ,       -,       -,1.29,-2.07,       -,       -,       -,0.98,       -,       -,-0.16,1.07,0.04,1.91,       -,       -,0.33
" CAMA, MESA E BANHO",1.48,2.62,0.91,-1.21,1.85,3.55,-2.02,2.1,-0.49,2.19,3,-1.32,1.88,-0.12,2.59,-0.61,1.37
 ROUPA DE CAMA,1.48,2.62,0.91,-2.12,1.85,3.55,-2.02,2.41,-0.49,2.19,3,-1.32,2.46,-0.73,2.59,-0.61,1.37
 ROUPA DE BANHO,       -,       -,       -,1.38,       -,       -,       -,1.36,       -,       -,       -,       -,0.46,2.2,       -,       -,1.2
 APARELHOS ELETROELETRÔNICOS,0.2,0.2,-0.04,0.99,-0.29,0.46,2.7,-0.4,-1.77,-1.09,1.48,0.89,-1.97,0.61,2.05,-0.35,-0.02
 ELETRODOMÉSTICOS E EQUIPAMENTOS,0.17,0.22,-0.43,1.21,-0.79,1.05,2.76,0.45,-0.64,0.07,1.96,0.63,-1.57,0.76,1.76,0.53,0.04
 REFRIGERADOR,-1.22,0.87,-2.29,2.45,-0.39,0.46,2.75,0.21,-2.58,1.16,1.18,-0.75,-2.27,1.18,1.5,0.73,-0.2
 AR-CONDICIONADO,1.96,-2.38,       -,0.24,1.53,0.06,1.02,0.89,2.49,3.96,2.8,1.28,-4.63,-2.16,       -,-2.27,0.89
 MÁQUINA DE LAVAR ROUPA,-0.44,-0.89,0.01,-0.98,-2.25,3.84,3.55,3.25,1.65,-3.75,2.99,1.1,0.55,3.05,2.88,0.97,-0.65
 VENTILADOR,       -,       -,       -,-1.55,       -,       -,2.74,-0.17,       -,       -,       -,       -,-0.87,-0.87,0.52,-0.21,0.19
 FOGÃO,2.72,4.05,2.63,3.54,-0.27,-2.51,2.27,-1.31,-0.88,1.72,2.26,2.61,-0.03,2.25,2.32,2.75,1.1
 CHUVEIRO ELÉTRICO,       -,       -,-1.15,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.15
" TV, SOM E INFORMÁTICA",0.22,0.17,0.42,0.75,0.29,-0.13,2.64,-1.31,-3.25,-2.48,0.75,1.25,-2.64,0.33,2.4,-1.23,-0.09
 TELEVISOR,-0.38,0.74,1.21,-1.12,1.66,3.26,3.1,-0.75,-2.58,-1.69,2.02,0.77,-2.13,1.63,2.79,-1.2,0.66
 APARELHO DE SOM,       -,       -,       -,0.75,       -,       -,       -,       -,-3.25,       -,       -,       -,       -,       -,2.4,1.66,-0.64
 VIDEOGAME (CONSOLE),       -,       -,       -,0.28,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.28
 COMPUTADOR PESSOAL,1.24,-0.96,-0.76,3.77,-1.88,-3.13,1.81,-2.11,-4.68,-3.55,-0.98,2.1,-3.57,-2.36,0.94,-2.12,-1.29
 CONSERTOS E MANUTENÇÃO,0.24,0.42,-0.03,1.37,2.2,0.71,0.22,0.62,0.51,0.98,2.16,1.69,-0.98,-1.91,1.4,1.85,1.18
 CONSERTOS E MANUTENÇÃO,0.24,0.42,-0.03,1.37,2.2,0.71,0.22,0.62,0.51,0.98,2.16,1.69,-0.98,-1.91,1.4,1.85,1.18
 CONSERTO DE REFRIGERADOR,       -,1.12,       -,2.86,       -,       -,1.02,       -,-0.33,       -,0.56,       -,       -,       -,1.58,       -,1.02
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,3.77,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.77
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,1.21,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.21
 REFORMA DE ESTOFADO,0.31,1.65,1.71,1.11,0.44,3.13,       -,-2.02,1.12,       -,       -,3.8,1.64,3.56,       -,2.64,1.11
 CONSERTO DE APARELHO CELULAR,       -,-0.33,1.02,0.78,1.46,0.77,0.34,2.39,-0.02,2.39,-1.57,3.94,-2.11,-4.01,0.97,2.66,0.78
 CONSERTO DE BICICLETA,0.23,-0.82,-1.2,1.29,2.66,-2.17,-0.9,0.61,0.99,0.65,4.52,1.22,-0.74,-2.29,1.66,0.41,1.32
 VESTUÁRIO,2.23,1.86,1.42,1.85,1.94,0.63,0.59,1.96,1.65,1.21,2.38,2.12,1.91,0.72,0.39,2.49,1.67
 ROUPAS,2.62,2.23,1.77,2.15,2.46,0.86,0.8,2.17,1.46,1.13,2.6,2.79,2.33,1.23,0.1,2.7,1.97
 ROUPA MASCULINA,2.71,1.92,1.06,1.97,2.77,3.17,0.83,2.91,1.73,1.9,3.81,2.56,2.76,2.33,-0.31,2.56,2.19
 CALÇA COMPRIDA MASCULINA,3.17,2.28,1.74,2.38,1.71,2.06,-1.21,2.95,0.93,2.01,3.74,3.67,2.27,3.9,0.23,3.87,1.89
 AGASALHO MASCULINO,       -,3.94,       -,       -,       -,       -,       -,       -,       -,3.8,       -,       -,       -,       -,       -,       -,3.89
 BERMUDA/SHORT MASCULINO,-0.3,-0.02,0.35,3.12,2.32,3.69,1.7,1.34,1.76,2.46,3.56,0.85,2.49,1.3,-2.37,1.15,1.47
 CUECA,       -,       -,       -,       -,       -,       -,0.7,       -,       -,       -,       -,       -,       -,-1.05,-2.95,       -,-0.37
 CAMISA/CAMISETA MASCULINA,3.5,1.43,0.89,1.3,3.4,3.6,1.51,3.61,2.08,1.42,3.94,2.66,3.16,2.12,1.24,2.63,2.52
 ROUPA FEMININA,2.83,2.65,2.22,2.41,2.6,-1,0.54,2.12,1.43,-0.06,2.96,3.69,2.12,0.53,1.54,3.38,2.0
 CALÇA COMPRIDA FEMININA,2.5,3.39,3.27,2.13,2.52,0.05,-0.82,2.27,1.23,1.94,3.79,3.85,2.53,1.25,2.98,3.86,2.47
 AGASALHO FEMININO,       -,3.91,3.31,       -,       -,       -,       -,       -,       -,3.96,       -,       -,3.5,       -,       -,       -,3.74
 SAIA,       -,       -,       -,2.77,       -,       -,2.88,       -,       -,       -,       -,       -,       -,-2.31,-1.12,3.23,1.94
 VESTIDO,3.59,2.26,2.18,2.47,2.87,-2.63,1.96,1.89,1.83,-1.24,1.57,3.72,2.28,2.07,3.7,3.65,2.05
 BLUSA,2.67,2.04,1.97,3.12,3.36,-0.5,-1.07,2.8,1.34,-0.39,3.13,3.68,1.86,0.14,-1.34,3.75,2.08
 LINGERIE,       -,1.74,0.59,-0.69,-0.95,       -,1.2,1.43,-0.21,-1.18,2.39,       -,1.12,0.47,1.06,-0.16,-0.01
 BERMUDA/SHORT FEMININO,1.83,       -,0.86,2.43,       -,       -,1.48,0.82,3,-3.29,3.73,3.26,2.01,-2.75,2.59,2.8,1.56
 ROUPA INFANTIL,1.85,1.75,2.03,1.82,1.62,1.32,1.33,0.51,0.96,2.37,-0.34,1.16,1.99,0.17,-2.03,1.43,1.49
 UNIFORME ESCOLAR,       -,       -,-0.5,-0.48,0.31,2.26,-1.46,1.85,       -,2.34,-2,-1.47,       -,       -,-2.73,1.24,0.32
 CALÇA COMPRIDA INFANTIL,       -,3.63,3.53,       -,3.63,2.11,       -,       -,3.44,3.88,1.54,       -,3.59,1.31,-0.95,       -,3.34
 AGASALHO INFANTIL,       -,3.9,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.9
 VESTIDO INFANTIL,1.55,2.91,2.37,3.25,       -,-1.65,1.63,0.85,1.96,       -,0.47,2.98,2.49,3.11,-2.84,1.55,1.68
 BERMUDA/SHORT INFANTIL,3.97,       -,       -,1.23,2.85,       -,3.24,1.52,-1.44,       -,       -,1.66,3.4,-2.5,-2.39,3.94,2.1
 CAMISA/CAMISETA INFANTIL,-0.45,1.03,2.74,1.96,1.38,3.03,2.23,-0.03,2.3,3.79,1.76,2.54,3.41,1.05,-2,1.29,1.76
 CONJUNTO INFANTIL,3.78,-1.43,1.46,2.44,0.84,-1.58,3.01,-0.47,-1.4,-1.29,-2.85,-0.42,-1.37,-1.94,-1.01,0.35,0.36
 CALÇADOS E ACESSÓRIOS,1.75,0.9,0.78,1.24,0.91,-0.01,0.04,2.08,2.07,1.64,3.18,0.69,1.96,-0.69,1.65,2.4,1.21
 CALÇADOS E ACESSÓRIOS,1.75,0.9,0.78,1.24,0.91,-0.01,0.04,2.08,2.07,1.64,3.18,0.69,1.96,-0.69,1.65,2.4,1.21
 SAPATO MASCULINO,2.88,3.82,-0.32,3.77,2.34,1.68,0.29,2.74,3.67,2.48,3.74,-0.17,3.34,-2.66,1,3.67,2.2
 SAPATO FEMININO,1.56,0.72,1.82,-1.92,-1.77,-0.96,-2.55,-0.23,1.9,1.57,3.78,1.93,2.2,0.03,0.95,2.66,0.06
 SAPATO INFANTIL,       -,       -,       -,2.12,       -,       -,1.61,       -,-0.5,3.45,2.7,       -,3.94,0.92,1.99,1.85,1.92
 BOLSA,2,3.6,1.63,1.93,       -,2.9,2.01,2.21,2.41,3.78,3.18,       -,3.28,2.55,1.48,3.51,2.47
 MOCHILA,       -,       -,       -,-1.19,       -,       -,1.89,2.78,       -,       -,       -,       -,       -,2.41,1.96,       -,1.27
 TÊNIS,1.93,0.21,0.65,2.13,2.44,-0.93,0.14,2.38,2.65,1.53,3.77,-0.21,0.15,-0.57,3.06,1.61,1.68
 SANDÁLIA/CHINELO,0.59,-0.93,0.28,1.34,-1.23,1.13,0.84,2.57,1.16,-1.3,1.38,2.07,3.02,-2.26,1.13,2.14,0.4
 JOIAS E BIJUTERIAS,0.05,2.29,0.01,1.59,-0.28,-0.3,0.58,-1.29,2.65,-0.88,-2.21,0.02,-0.86,0.44,-1.62,1.37,0.09
 JOIAS E BIJUTERIAS,0.05,2.29,0.01,1.59,-0.28,-0.3,0.58,-1.29,2.65,-0.88,-2.21,0.02,-0.86,0.44,-1.62,1.37,0.09
 BIJUTERIA,       -,       -,1.69,       -,       -,1.24,       -,       -,2.77,       -,       -,       -,       -,       -,       -,2.8,1.98
 JOIA,-0.59,3.46,-0.67,2.38,-0.41,-0.87,0.62,-1.5,       -,-1.38,-2.15,0.91,-0.86,2.72,-2.86,0.82,-0.24
 RELÓGIO DE PULSO,1.33,-0.59,       -,0.54,0.1,       -,0.46,-0.85,2.54,0.6,-2.5,-1.8,       -,-0.84,2.23,0.91,0.38
 TECIDOS E ARMARINHO,-0.79,1.44,1.43,1.09,1.11,2.23,0.68,0.22,0.78,2.91,1.92,1.46,0.71,1.41,-0.01,-1.61,1.2
 TECIDOS E ARMARINHO,-0.79,1.44,1.43,1.09,1.11,2.23,0.68,0.22,0.78,2.91,1.92,1.46,0.71,1.41,-0.01,-1.61,1.2
 TECIDO,-0.79,0.78,1.9,1.09,1.35,2.23,0.68,0.22,0.78,2.55,3.23,1.74,0.71,1.41,-0.01,-1.61,1.17
 ARTIGOS DE ARMARINHO,       -,2.69,0.59,       -,0.6,       -,       -,       -,       -,3.49,-1.17,0.99,       -,       -,       -,       -,1.3
 TRANSPORTES,0.68,0.24,0.55,2.14,-0.09,0.44,0.56,0.07,3.97,0.75,-0.13,0.78,0.13,1.5,1.15,1.42,0.57
 TRANSPORTES,0.68,0.24,0.55,2.14,-0.09,0.44,0.56,0.07,3.97,0.75,-0.13,0.78,0.13,1.5,1.15,1.42,0.57
 TRANSPORTE PÚBLICO,0.25,2.07,3.22,0.73,1.44,4.82,4.49,0.99,7.99,4.02,2.01,2.36,1.26,8.41,0.99,5.13,2.4
 ÔNIBUS URBANO,0,0,0,0,0,0,0,0,8.86,0,0,0,0,0,0,6.38,0.72
 TÁXI,0,0,0,0,0,       -,0,0,0,       -,       -,0,0,0,0,0,0.0
 TREM,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0.22,0,4.14,-0.71,0,       -,0.22,0,8.46,0,3.59,0,0.34,1.25,0.99,5.88,1.39
 ÔNIBUS INTERESTADUAL,-1.55,       -,-0.11,2.78,0.93,-3.76,1.84,0.56,0.04,0.17,-0.33,-1.88,1.52,1.63,-0.01,1.31,-0.08
 PASSAGEM AÉREA,2.14,9.47,20.95,5.78,9.26,17.5,24.78,9.4,16.89,12.86,12.38,10.84,12.53,23.73,12.76,11.2,11.32
 METRÔ,0,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,1.7,0,0,0.35,-0.52,       -,       -,0,0,       -,0,0,       -,0,0,0.23
 TRANSPORTE POR APLICATIVO,-0.33,2.48,0.4,-1.95,-6.41,-3.72,       -,-3.67,1.31,       -,-2.8,-1.96,-3.95,       -,-1.73,1.87,-2.01
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,1.66,0.06,1.46,1.86,1.41,1.22,0.65,1.1,1.93,1.86,1.75,1.35,1.43,0.52,1.5,1.44,1.38
 AUTOMÓVEL NOVO,1.9,0.21,0.47,0.39,1.67,1.73,1.09,0.84,1.96,1.96,-0.86,0.89,1.58,-0.11,0.58,1.79,1.3
 EMPLACAMENTO E LICENÇA,2.16,1.64,0.5,2.22,1.79,0.87,1.33,2.17,1.15,2.28,2.22,1.28,2.2,2.2,1.22,2.23,1.71
 SEGURO VOLUNTÁRIO DE VEÍCULO,9.04,-0.13,7.75,13.77,1.13,1.22,0.24,11.86,7.87,6.23,4.56,5.98,4.17,2.22,4.16,-0.87,4.16
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,-1.99,1,0.54,-1.01,-0.96,1.86,3.31,-1.44,1.08,-0.19,       -,1.08,0.87,-0.2,1.37,-0.2
 ACESSÓRIOS E PEÇAS,-1.73,-0.89,1.03,0.45,0.22,-1.47,0.51,1.64,1.82,1.82,1.67,0.85,-0.64,-1.78,2.13,3.73,0.51
 PNEU,       -,0.96,1.54,0.99,-1.14,1.42,-2.2,2.74,0.29,-1.62,1.03,-0.78,-0.63,-2.35,-0.93,-1.73,-0.11
 CONSERTO DE AUTOMÓVEL,0.26,-1.65,1.99,2.75,2.4,1.71,-2.02,-1.23,2.34,1.4,1.92,0.86,2.28,1.39,0.79,1.65,1.4
 ESTACIONAMENTO,       -,0.22,       -,       -,1.8,       -,       -,       -,1.38,0.45,       -,       -,       -,       -,       -,       -,1.48
 PEDÁGIO,       -,0,       -,       -,0,       -,       -,       -,       -,0,       -,0,       -,       -,       -,       -,0.0
 AUTOMÓVEL USADO,-2.19,-0.88,0.77,       -,0.54,0.04,1.43,-1.44,0.41,1.77,3.12,1.55,0.44,-0.22,0.94,0.62,0.52
 PINTURA DE VEÍCULO,       -,       -,0.83,1.61,       -,       -,       -,       -,3.09,       -,       -,       -,       -,       -,       -,       -,1.64
 ALUGUEL DE VEÍCULO,-2.23,       -,       -,       -,       -,       -,-6.71,       -,0.79,       -,       -,       -,       -,       -,       -,       -,-2.44
 MOTOCICLETA,-0.4,3.48,0.62,0.95,1.7,-0.5,1.49,1.31,1.24,0.05,1.32,0.17,1.15,0.05,4.36,2,1.31
 COMBUSTÍVEIS (VEÍCULOS),-0.5,-0.12,-1.33,3.04,-2.97,-1.62,-1.03,-1.51,4.53,-1.43,-2.89,-0.97,-1.55,1.28,0.78,-0.48,-1.2
 GASOLINA,-0.38,-0.34,-0.86,3.18,-1.61,-1.87,-1.16,-1.79,4.63,-1.24,-2.83,-1.26,-1.51,0.7,0.73,-0.63,-0.72
 ETANOL,-6.46,       -,-7.68,0.02,-8,-3.66,       -,       -,5.12,-3.39,-4.99,       -,-7.58,       -,       -,       -,-6.41
 ÓLEO DIESEL,5.13,6.41,5.7,3.13,2.79,3.98,2.79,3.21,2.6,2.83,4.37,5.12,3,5.32,1.54,3.78,3.82
 GÁS VEICULAR,0.32,       -,       -,       -,       -,       -,       -,-0.08,       -,       -,       -,       -,       -,       -,       -,       -,0.3
 SAÚDE E CUIDADOS PESSOAIS,1.18,1.04,1.35,1.37,1.47,1.64,0.61,1.27,0.64,0.89,1.65,1.16,1.67,0.63,0.51,0.83,1.24
 PRODUTOS FARMACÊUTICOS E ÓTICOS,0.72,0.26,0.63,1.31,0.51,0.77,1.22,0.88,-0.69,0.45,1.42,0.5,1.91,0.75,0.72,-0.53,0.58
 PRODUTOS FARMACÊUTICOS,0.75,0.1,0.74,1.55,0.57,1.12,1.24,0.59,-0.51,0.28,1.38,0.5,1.93,0.7,0.96,-0.74,0.61
 ANTI-INFECCIOSO E ANTIBIÓTICO,3.01,-1.22,0.87,0.52,1.12,0.13,2.3,-0.46,-4.64,1.48,1.34,2.86,2.47,2.12,-2.07,-2.15,0.59
 ANALGÉSICO E ANTITÉRMICO,0.98,-2.52,-0.24,1.25,-0.73,1.47,0.04,1.98,-0.21,-1.91,0.99,0.66,0.93,1.14,2.64,0.25,-0.24
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,0.75,0.79,0.14,-0.35,-2.78,0.98,1.41,-2.06,-0.99,-2.61,1.12,0.2,1.77,-0.14,3.01,-0.27,-0.6
