"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - MAIO DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 REFEIÇÃO,0.35,-0.19,0.87,0.3,0.38,0.05,0.76,1.35,0.77,0.3,0.03,1.31,0.27,0.07,0.26,0.36,0.41
 LANCHE,0.6,0,0.22,2.72,1.89,1.21,0.64,0.23,1.15,-0.45,1.2,2.51,0.79,0.42,0.33,2.06,1.08
 REFRIGERANTE E ÁGUA MINERAL,0.9,0.31,0.35,1.62,1.49,1.07,0.31,-0.07,0.52,-1.16,-2.89,1.77,-0.1,0.46,2.72,1.27,0.72
 CAFEZINHO,       -,-3.11,       -,       -,-0.48,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.14
 CERVEJA,-0.23,0.97,1.32,-0.79,1.84,1.45,0.68,-0.17,-0.52,-3.12,0.51,-0.47,-3.1,-1,0.7,1.54,0.36
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,1.15,       -,       -,       -,       -,       -,       -,       -,1.03,3.67,       -,-1.81,       -,1.04
 VINHO,-2.24,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.24
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.52,       -,       -,       -,       -,1.19,0.64
 SORVETE,       -,       -,       -,       -,1.34,       -,       -,0.61,4.54,1.29,2.62,       -,0.25,0.29,       -,3.36,1.83
 HABITAÇÃO,-1.43,-2.8,-2.81,1.07,-1.96,-2.26,-2.4,2.59,0.77,-2.13,-2.37,-3.09,-0.72,-4.52,-3.59,0.41,-1.7
 ENCARGOS E MANUTENÇÃO,1.38,0.57,0.56,0.22,1.62,1,1.17,0.88,0.8,0.98,0.92,0.65,0.66,1.07,1.2,0.35,1.16
 ALUGUEL E TAXAS,1.48,0.39,0.45,-0.08,1.7,1.06,1.1,0.75,0.73,1.01,0.88,0.6,0.47,0.57,0.81,0.25,1.16
 ALUGUEL RESIDENCIAL,1.61,-0.01,0.28,-0.03,0.01,1.07,0.96,1,0.92,0.03,1.45,0.62,0.76,0.8,1.35,0.32,0.44
 CONDOMÍNIO,1.93,1.64,1.5,-0.23,0.8,1.59,1.89,1.06,1.01,1.54,0.88,1.19,0.32,0.03,1.88,0.44,1.17
 TAXA DE ÁGUA E ESGOTO,0,0,0,0,8.29,0,0,0,0,1.97,0,0,0,0,0,0,2.73
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,4.27,       -,       -,       -,4.27
 REPAROS,0.53,0.99,0.83,0.68,0.83,0.47,1.01,1.31,0.62,0.59,0.08,0.26,0.53,0.78,1.22,0.07,0.77
 FERRAGENS,       -,       -,       -,       -,       -,       -,0.45,       -,       -,       -,1.2,       -,       -,1.82,       -,       -,0.74
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,0.38,       -,       -,       -,0.72,       -,       -,       -,       -,2.64,       -,0.76
 VIDRO,       -,       -,       -,       -,       -,0.47,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.47
 TINTA,2.21,1.02,2.79,1.59,1.86,0.96,1.29,2.35,0.07,2.71,1.34,4.49,-0.61,1.87,1.84,0.48,1.87
 REVESTIMENTO DE PISO E PAREDE,0.33,2.26,-1.1,-0.1,1.83,       -,0.68,1.21,0.29,-2.77,-2.2,-1.63,       -,0.67,-0.83,-0.29,0.67
 MADEIRA E TACO,       -,0.4,       -,       -,       -,       -,       -,1.31,       -,       -,       -,       -,       -,-1.95,1.29,       -,0.6
 CIMENTO,       -,       -,       -,2.64,       -,       -,1.75,3.89,2.65,       -,       -,2.66,2.68,2.82,2.77,       -,2.65
 TIJOLO,-2.78,       -,       -,       -,       -,       -,2.89,       -,       -,       -,2.25,1.36,       -,1.06,2.75,       -,0.24
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,-1.4,       -,       -,       -,2.83,       -,       -,       -,3.37,       -,       -,       -,-0.86
 MÃO DE OBRA,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
 AREIA,-0.03,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.17,       -,       -,       -,2.05,       -,0.51
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.78,       -,       -,0.78
 TELHA,       -,1.11,2.73,2.4,       -,       -,1.7,       -,       -,1.22,       -,       -,       -,       -,2.83,       -,1.7
 ARTIGOS DE LIMPEZA,1.85,1.35,1.17,1.83,2.38,0.77,1.96,1.37,1.62,1.46,2.11,2.18,2.03,3.2,2.49,1.5,1.86
 SACO PARA LIXO,       -,-2.59,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.46,       -,       -,       -,-2.0
 ÁGUA SANITÁRIA,3.35,1.76,0.94,-0.52,2.88,-0.8,3.75,-0.59,2.07,       -,3.74,       -,2.56,3.74,1.34,0.76,2.07
 DETERGENTE,2.31,-0.05,3.64,2.21,1.86,-0.7,3.54,2.23,2.38,2.6,2.75,2.85,1.91,3.99,       -,1.31,2.0
 SABÃO EM PÓ,1.57,1.62,-0.46,2.96,3.6,1.35,2.34,1.33,2.77,2.36,2.37,2.01,3.19,2.68,2.79,2.35,2.35
 DESINFETANTE,1.47,0.26,2.63,0.69,1.1,2.32,1.76,2.92,0.79,3.08,1.49,2.75,       -,       -,2.04,       -,1.54
 SABÃO EM BARRA,2.18,       -,1.59,1.12,       -,       -,2.41,1.58,-0.8,       -,       -,3,0.43,4.43,2.88,1.52,1.58
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.57,       -,2.28,       -,       -,       -,       -,-0.22
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,2.62,       -,       -,       -,1.83,       -,       -,       -,       -,       -,0.01,1.68
 LIMPADOR MULTIUSO,       -,2.21,       -,       -,1.83,-2.06,       -,       -,       -,1.03,       -,       -,       -,       -,       -,       -,1.52
 PAPEL TOALHA,-1.64,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.64
 AMACIANTE E ALVEJANTE,2.87,3.06,0.26,2.56,1.77,1.7,-0.55,0.88,-0.22,-0.46,1.02,1.68,1.06,3.07,2.14,1.96,1.45
 COMBUSTÍVEIS E ENERGIA,-5.21,-7.43,-7.1,2.11,-9.4,-10.87,-4.84,4.86,0.74,-7.15,-6.8,-8,-2.18,-7.63,-7.04,0.48,-6.06
 COMBUSTÍVEIS (DOMÉSTICOS),2.42,1.38,1.02,-0.42,-2.43,-2.15,0.6,0.09,-3.09,-1.44,-0.44,-0.26,-3.74,0.86,-0.69,-0.22,-0.69
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,0.18,       -,       -,       -,       -,       -,       -,       -,2.89,       -,1.5
 GÁS DE BOTIJÃO,0.93,1.38,1.02,-0.42,-3.04,-2.15,0.61,0.09,-3.09,-2.28,-0.44,-0.26,-3.74,0.86,-0.88,-0.22,-1.02
 GÁS ENCANADO,5.74,       -,       -,       -,0,       -,       -,       -,       -,3.27,       -,       -,       -,       -,       -,       -,2.23
 ENERGIA ELÉTRICA RESIDENCIAL,-7.25,-10.09,-10.27,3.27,-11.68,-13.49,-6.63,6.97,2.56,-9.54,-8.79,-10.48,-1.63,-10.58,-11.07,0.79,-7.95
 ENERGIA ELÉTRICA RESIDENCIAL,-7.25,-10.09,-10.27,3.27,-11.68,-13.49,-6.63,6.97,2.56,-9.54,-8.79,-10.48,-1.63,-10.58,-11.07,0.79,-7.95
 ARTIGOS DE RESIDÊNCIA,0.85,0.54,0.95,0.73,0.66,0.92,-0.74,0.2,0.95,0.63,1.15,0,0.44,0.99,0.62,0.92,0.66
 MÓVEIS E UTENSÍLIOS,1.93,1.24,1.44,1.18,1.24,2.34,0.69,-0.51,1.67,0.34,1.74,0.85,1.23,0.59,1.5,2.16,1.24
 MOBILIÁRIO,2.66,1.62,1.86,2,1.24,2.85,0.54,-1.12,1.63,0.39,2.37,2.04,1.85,0.92,2.88,2.4,1.49
 MÓVEL PARA SALA,3.82,2.61,2.62,2.61,1.01,3.69,0.8,-0.54,0.49,0.79,1.81,2.13,0.49,3.15,1.76,0.12,1.71
 MÓVEL PARA QUARTO,1.83,-0.04,1.18,2.37,0.33,2.94,0.05,-1.97,1.93,-0.11,1.95,2,1.59,0.4,2.78,3.71,0.87
 MÓVEL PARA COPA E COZINHA,2.11,3.07,2.45,1.08,4.35,0.12,1.15,0.17,2.43,0.13,4.37,2,3.23,0.16,4.06,2.43,2.67
 MÓVEL INFANTIL,       -,       -,       -,-1.13,       -,       -,       -,1.31,1.9,2.88,1.98,       -,3.51,0.35,4.27,0.66,1.77
 COLCHÃO,       -,-0.55,1.86,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.67
 UTENSÍLIOS E ENFEITES,-0.02,1.1,0.44,-0.33,0.52,1.07,0.08,0.8,1.02,1.11,0.64,-0.59,0.24,0.28,-0.24,1.33,0.57
 ARTIGOS DE ILUMINAÇÃO,-0.72,0.54,0.35,-2.05,0.85,0.42,0.42,0.41,0.82,1.95,       -,       -,-1.41,       -,-0.99,1.77,0.41
 TAPETE,-0.69,-1.89,       -,       -,-2.96,0.21,-1.19,       -,3.18,0.61,-1.18,-0.9,-0.47,       -,       -,       -,-1.2
 CORTINA,0.89,-0.02,-0.76,0.72,-0.18,3.25,       -,0.72,-0.61,3.76,3.21,-0.16,       -,       -,       -,       -,0.72
 UTENSÍLIOS DE METAL,0.14,1.01,1.1,0.31,2.43,-0.08,1.57,1.3,1.29,-0.12,0.53,-0.58,1.38,-0.26,-0.35,1.89,1.21
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,-0.27,0.48,-0.73,0.67,-2.37,-0.17,-0.11,-0.8,       -,-2.83,-0.97,1.56,-0.51,-1.03,-0.58
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,0.68,       -,       -,       -,0.6,       -,       -,       -,1.74,1.22,0.82
 FLORES NATURAIS,       -,7.88,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,7.88
 UTENSÍLIOS PARA BEBÊ,       -,       -,1.94,-1.19,       -,       -,       -,1.28,       -,       -,0.69,0.54,0.77,1.56,       -,       -,0.87
" CAMA, MESA E BANHO",3.14,-0.37,1.15,-1.17,3.11,2.4,2.76,1.81,2.92,-1.86,1.52,-1.72,0.36,-0.33,-2.19,2.43,1.38
 ROUPA DE CAMA,3.14,-0.37,1.15,-1.8,3.11,2.4,2.76,2.46,2.92,-1.86,1.52,-1.72,0.07,-1.23,-2.19,2.43,1.4
 ROUPA DE BANHO,       -,       -,       -,0.66,       -,       -,       -,0.35,       -,       -,       -,       -,1.08,3.2,       -,       -,0.76
 APARELHOS ELETROELETRÔNICOS,-0.21,-0.19,0.17,0.34,0.16,-1.07,-1.93,0.84,0.49,0.69,0.57,-1.15,-0.57,1.41,-0.65,-0.44,0.03
 ELETRODOMÉSTICOS E EQUIPAMENTOS,3.14,0.7,0.26,1.49,0.61,-0.74,-0.98,1.55,1.58,1.68,1.46,1.23,-0.06,1.98,0.67,0.41,0.94
 REFRIGERADOR,2.6,1.65,0.5,0.8,0.14,-0.32,-2.48,2.71,1.16,0.86,1.94,2.51,0.42,3.33,-0.21,-0.43,0.81
 AR-CONDICIONADO,3.29,-2.96,       -,2.66,0.59,1.36,-1.13,0.6,3.34,-1.03,1.79,-1.73,2.66,2.44,       -,-0.18,0.6
 MÁQUINA DE LAVAR ROUPA,3.47,2.59,-2.73,1.15,1.09,-2.57,-0.13,0.28,-0.89,2.49,0.05,-0.23,-2.67,0.43,1.27,1.21,0.72
 VENTILADOR,       -,       -,       -,1.43,       -,       -,0.67,0.23,       -,       -,       -,       -,0.53,0.76,0.66,1.2,0.78
 FOGÃO,3.86,-1.55,3.54,2.7,0.79,0.36,0.1,1.82,3.65,3.18,1.75,3.03,-0.55,0.08,1.99,1.58,1.75
 CHUVEIRO ELÉTRICO,       -,       -,1.23,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.23
" TV, SOM E INFORMÁTICA",-3.38,-1.4,0.06,-0.88,-0.34,-1.4,-2.91,0.08,-0.91,-0.46,-0.76,-4.14,-1.43,0.3,-2.22,-1.26,-1.03
 TELEVISOR,-4.8,-1.73,-0.62,-0.68,-1.03,-4.39,-5.09,-1.32,-0.58,-0.77,-0.43,-4.88,-1.52,0.54,-2.78,-0.93,-1.76
 APARELHO DE SOM,       -,       -,       -,-0.88,       -,       -,       -,       -,-0.91,       -,       -,       -,       -,       -,-2.22,-1.63,-1.22
 VIDEOGAME (CONSOLE),       -,       -,       -,-1.91,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.91
 COMPUTADOR PESSOAL,-0.85,-0.74,1.1,-0.93,0.76,1.4,1.23,2.13,-1.6,-0.04,-1.21,-2.76,-1.26,-0.21,-0.08,-1.7,0.17
 CONSERTOS E MANUTENÇÃO,2.26,0.16,2.17,0.18,0.28,2,-0.14,0.94,-0.84,1.69,1.5,1.26,1.65,0.17,3.39,0.6,0.91
 CONSERTOS E MANUTENÇÃO,2.26,0.16,2.17,0.18,0.28,2,-0.14,0.94,-0.84,1.69,1.5,1.26,1.65,0.17,3.39,0.6,0.91
 CONSERTO DE REFRIGERADOR,       -,-0.2,       -,0.81,       -,       -,-0.14,       -,-1.2,       -,-1.36,       -,       -,       -,5.04,       -,-0.14
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,2.35,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.35
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,3.25,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.25
 REFORMA DE ESTOFADO,0.17,-1.24,1.4,0.55,-2.39,3.78,       -,3.59,1.26,       -,       -,1.16,-0.6,3.92,       -,1.5,0.0
 CONSERTO DE APARELHO CELULAR,       -,-0.32,2.89,0.89,-0.66,2.58,1.79,1.88,-0.95,2.36,-1.79,4.31,2.24,3.93,1.38,0.36,0.89
 CONSERTO DE BICICLETA,2.66,-1.04,2,-0.99,0.98,-0.28,-1.96,-0.66,-2.22,1.53,4.51,0.92,1.75,-1.78,4.2,0.24,1.15
 VESTUÁRIO,2.3,2.15,2.55,1.98,2.39,1.06,0.7,0.84,2.26,2.61,2.44,2.24,1.1,-0.83,1.86,2.32,2.11
 ROUPAS,2.3,2.22,3.06,1.92,2.53,1.6,0.94,1.04,2.56,2.95,2.89,2.86,1.51,-1.12,1.89,2.72,2.34
 ROUPA MASCULINA,2.96,1.72,3.33,1.42,3.42,0.33,0.53,1.84,3.12,3.36,2.87,3.28,3,-0.98,2.21,2.54,2.65
 CALÇA COMPRIDA MASCULINA,2.66,0.71,2.53,0.98,3.41,-0.36,1.18,1,1.8,3.36,3.58,3.47,2.75,-1.51,3.77,1.72,2.4
 AGASALHO MASCULINO,       -,3.66,       -,       -,       -,       -,       -,       -,       -,3.89,       -,       -,       -,       -,       -,       -,3.74
 BERMUDA/SHORT MASCULINO,1.35,1.5,3.02,2.44,2.17,0.16,-1.3,3.24,3.81,3.49,3.13,2.47,2.2,-0.92,2.62,1.54,2.19
 CUECA,       -,       -,       -,       -,       -,       -,-1.23,       -,       -,       -,       -,       -,       -,0.18,1.03,       -,-0.56
 CAMISA/CAMISETA MASCULINA,3.55,1.77,3.87,1.25,3.69,0.68,1.33,1.51,3.39,3.24,2.34,3.48,3.38,-0.78,1.44,3.25,2.91
 ROUPA FEMININA,1.57,2.39,3.25,2.96,1.71,2.86,1.52,0.29,1.95,3.42,3.17,2.52,-0.37,-0.9,1.84,3.08,2.18
 CALÇA COMPRIDA FEMININA,1.44,1.75,3.98,3.72,3.66,1.91,1.21,3.94,3.19,3.84,3.39,1.38,0.12,-0.53,1.14,3.08,2.98
 AGASALHO FEMININO,       -,3.84,3.89,       -,       -,       -,       -,       -,       -,3.92,       -,       -,3.79,       -,       -,       -,3.87
 SAIA,       -,       -,       -,3.4,       -,       -,0.88,       -,       -,       -,       -,       -,       -,-1.07,3.23,3.64,2.27
 VESTIDO,3.9,3.84,3.85,3.26,3.65,2.93,-0.25,0.93,2.06,3.77,3.46,3.27,-1.48,-1.81,3.34,3.47,3.07
 BLUSA,0.47,2.84,3.25,2.66,-0.7,3.27,3.44,-1.94,2.73,3.11,3.22,2.64,-1.85,-0.66,1.94,3.12,1.36
 LINGERIE,       -,-1.76,1.41,1.92,3.08,       -,2.4,0.53,-0.05,2.93,2.21,       -,2.5,0.3,0.11,-0.13,1.77
 BERMUDA/SHORT FEMININO,-0.02,       -,0.31,2.43,       -,       -,0.39,-0.1,-0.41,3.69,2.38,2.08,-0.23,-0.9,1.1,3.63,0.9
 ROUPA INFANTIL,2.81,2.74,2.1,0.31,2.76,0.86,0.59,1.29,2.6,1.35,2.37,2.9,2.86,-1.95,1.28,2.26,2.14
 UNIFORME ESCOLAR,       -,       -,-1.38,-0.3,2.14,-0.61,-2.75,-1.09,       -,1.17,2.6,0.45,       -,       -,0.75,-0.02,0.61
 CALÇA COMPRIDA INFANTIL,       -,3.71,2.31,       -,3.83,3.79,       -,       -,1.1,3.77,0.25,       -,3.61,-2.9,2.03,       -,3.08
 AGASALHO INFANTIL,       -,3.7,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.7
 VESTIDO INFANTIL,3.43,3.53,2.48,-1.71,       -,3.33,0.25,1.28,1.9,       -,0.12,2.8,1.92,-1.93,0.61,3.56,1.77
 BERMUDA/SHORT INFANTIL,3.96,       -,       -,3.06,1.94,       -,-1.6,3.97,2.01,       -,       -,1.7,2,-0.71,0.88,3.3,2.21
 CAMISA/CAMISETA INFANTIL,2.42,3.03,3.77,-1.4,3.75,0.03,3.45,3.53,3.98,0.04,3.97,3.67,3.51,-1.21,3.67,1.77,2.76
 CONJUNTO INFANTIL,2.03,0.06,1.98,2.17,1.49,0.71,3.54,-1.08,2.67,2.09,3.3,3.71,2.73,-2.93,0.01,3.81,1.75
 CALÇADOS E ACESSÓRIOS,2.66,2.27,1.88,2.84,2.71,0.23,0.4,0.75,1.83,2.16,2.04,1,-0.17,0.21,2.32,1.59,2.06
 CALÇADOS E ACESSÓRIOS,2.66,2.27,1.88,2.84,2.71,0.23,0.4,0.75,1.83,2.16,2.04,1,-0.17,0.21,2.32,1.59,2.06
 SAPATO MASCULINO,3.6,0.83,1.77,3.75,1.71,-2.98,0.15,3.01,1.53,0.86,1.23,-1.2,-1.97,-0.61,2.37,2.8,1.38
 SAPATO FEMININO,3.26,3.41,3.64,2.7,2.07,-0.85,2.58,-0.08,3.38,2.83,0.76,1.12,3.26,-1.36,2.04,1.96,2.43
 SAPATO INFANTIL,       -,       -,       -,3.68,       -,       -,1.96,       -,3.27,3.18,1.53,       -,1.23,3.25,3.55,1.22,2.84
 BOLSA,0.9,3.18,3.65,1.46,       -,1.63,0.49,2.45,3.68,2.8,1.14,       -,2.29,2.54,1.19,1.58,2.1
 MOCHILA,       -,       -,       -,3.59,       -,       -,-0.04,-1.64,       -,       -,       -,       -,       -,0.87,1.36,       -,0.86
 TÊNIS,2.43,2.08,0.72,1.89,3.98,1.11,-0.86,1.29,1.22,2.17,3.31,1.64,-1.73,0.75,2.88,-0.94,2.44
 SANDÁLIA/CHINELO,2.68,1.28,1.82,3.34,-0.16,3.09,-1.51,-0.05,0.64,0.6,2.26,1.53,0.26,0.98,2.42,3.61,1.13
 JOIAS E BIJUTERIAS,0.49,0.75,-0.31,-1.41,-1.13,-0.9,-1.19,-1.77,0.99,0.25,0.06,0.26,1.66,-1.87,-0.03,0.3,-0.34
 JOIAS E BIJUTERIAS,0.49,0.75,-0.31,-1.41,-1.13,-0.9,-1.19,-1.77,0.99,0.25,0.06,0.26,1.66,-1.87,-0.03,0.3,-0.34
 BIJUTERIA,       -,       -,0.89,       -,       -,3.43,       -,       -,1.37,       -,       -,       -,       -,       -,       -,1.26,1.57
 JOIA,-1.09,-0.12,-0.79,-2.64,-1.76,-2.44,-2.45,-2.83,       -,-0.19,0.06,-0.53,1.66,0.09,-0.91,-0.65,-1.12
 RELÓGIO DE PULSO,3.83,2.98,       -,0.28,0.83,       -,2.48,0.53,0.64,1.58,0.04,1.91,       -,-2.94,2.78,0.84,1.36
 TECIDOS E ARMARINHO,1.76,0.28,1.86,1.81,0.25,0.27,-0.11,0.93,0.34,0.49,0.66,0.49,0.65,0.27,0.89,2.8,0.65
 TECIDOS E ARMARINHO,1.76,0.28,1.86,1.81,0.25,0.27,-0.11,0.93,0.34,0.49,0.66,0.49,0.65,0.27,0.89,2.8,0.65
 TECIDO,1.76,0.78,1.93,1.81,0.47,0.27,-0.11,0.93,0.34,0.61,1.84,-0.31,0.65,0.27,0.89,2.8,0.78
 ARTIGOS DE ARMARINHO,       -,-0.63,1.75,       -,-0.21,       -,       -,       -,       -,0.3,-2.02,1.82,       -,       -,       -,       -,0.05
 TRANSPORTES,2.41,1.32,1.01,0.37,1.22,1.05,0.83,2.2,2.93,0.88,1.24,0.9,1.16,1.61,0.69,1.59,1.34
 TRANSPORTES,2.41,1.32,1.01,0.37,1.22,1.05,0.83,2.2,2.93,0.88,1.24,0.9,1.16,1.61,0.69,1.59,1.34
 TRANSPORTE PÚBLICO,4.11,3.47,0.89,2.44,3.79,4.68,0.24,2.39,2.11,5.05,3.24,1.4,5.27,5.81,1.87,5.62,3.23
 ÔNIBUS URBANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0.06
 TÁXI,0,0,0,0,1.99,       -,0,5.2,0,       -,       -,0,0,0,0,0,0.72
 TREM,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,5.39,6.88,-5.49,-0.02,       -,0,0,0.26,0.96,-0.28,0.1,0.59,0,1.85,6.25,1.19
 ÔNIBUS INTERESTADUAL,1.66,       -,1.89,0.56,0.73,1.86,0,0.89,0.8,4.03,3.64,0.37,0.94,0.53,0.47,-2.1,1.37
 PASSAGEM AÉREA,40.6,16.67,-2.65,17.54,21.58,16.69,1.41,17.64,13.2,16.48,24.77,6.41,19.75,18.65,20.99,20.16,18.33
 METRÔ,0.78,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.27
 TRANSPORTE ESCOLAR,       -,-0.24,1.24,0,0.35,0,       -,       -,0,0,       -,2.2,0,       -,0,0,0.43
 TRANSPORTE POR APLICATIVO,-2.55,-0.52,4.69,3.77,-1.02,-1.43,       -,2.34,1.24,       -,-3.75,-3.48,13.62,       -,6.43,2.6,0.05
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,1.62,1.26,1.48,1.57,0.86,0.82,1.11,1.9,0.44,1.1,1.28,0.9,1.35,1.29,1.07,1.27,1.12
 AUTOMÓVEL NOVO,1.55,0.53,1.42,1.25,-0.26,1.64,0.75,2.05,0.84,1.5,1.11,0.17,2.62,1.7,0.97,1.82,0.73
 EMPLACAMENTO E LICENÇA,2.16,1.64,0.49,2.22,1.78,0.87,1.33,2.18,1.15,2.29,2.22,1.28,2.19,2.21,1.22,2.23,1.71
 SEGURO VOLUNTÁRIO DE VEÍCULO,2.15,8.58,8.21,2.72,2.7,1.7,3.55,0.55,7.6,-2.69,3.56,6.04,3.5,1.63,3.49,1.15,3.49
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,2.48,1.08,2.09,3.71,1.58,0.06,-0.76,1.25,0.54,1.96,       -,-0.88,1.22,1.95,1.51,1.95
 ACESSÓRIOS E PEÇAS,0.46,-0.15,0.55,1.95,1.95,3.07,0.4,-0.69,-0.48,-2.56,-1.65,0.57,0.15,2.95,-1.06,0.14,0.4
 PNEU,       -,-0.41,0.6,1.12,2,-1.66,2.48,1.25,2.17,3.54,-1.1,0.23,1.58,2.45,2.17,0.79,1.26
 CONSERTO DE AUTOMÓVEL,1.17,0.29,0.12,1.1,0.57,-2.33,0.69,4.47,-1.97,0.89,-0.42,1.95,1.23,-0.65,0.55,-0.12,0.35
 ESTACIONAMENTO,       -,2.31,       -,       -,0.93,       -,       -,       -,-1.76,1.79,       -,       -,       -,       -,       -,       -,0.99
 PEDÁGIO,       -,0,       -,       -,0,       -,       -,       -,       -,0,       -,7.33,       -,       -,       -,       -,0.11
 AUTOMÓVEL USADO,0.93,0.3,1.3,       -,0.32,0.9,-0.26,-0.47,0.21,-0.07,0.93,-0.68,-0.2,0.46,-1.93,-0.61,0.4
 PINTURA DE VEÍCULO,       -,       -,-0.18,2.83,       -,       -,       -,       -,-0.83,       -,       -,       -,       -,       -,       -,       -,0.25
 ALUGUEL DE VEÍCULO,-6.66,       -,       -,       -,       -,       -,3.01,       -,-11.36,       -,       -,       -,       -,       -,       -,       -,-5.91
 MOTOCICLETA,2.66,0.35,2.39,2.5,3.3,3.3,2.55,2.76,2.04,3.99,2.77,1.5,1.06,3.86,3.69,1.65,2.76
 COMBUSTÍVEIS (VEÍCULOS),2.42,0.69,0.51,-1.83,0.84,0.32,0.7,2.51,6.51,-0.11,0.9,0.75,0.38,1.05,-0.17,0.06,1.0
 GASOLINA,0.58,0.61,0.18,-2.26,1.34,0.22,0.53,2.19,6.66,0.03,1.22,0.65,0.2,0.97,-0.46,0.04,0.92
 ETANOL,1.25,       -,2.3,5.07,-1.07,1.08,       -,       -,3.83,-1.6,-1.02,       -,3.13,       -,       -,       -,-0.43
 ÓLEO DIESEL,2.41,3.36,2.55,3.53,4.16,2.25,5.9,4.37,7.6,3.58,2.12,2.88,2.26,1.62,4.04,0.65,3.72
 GÁS VEICULAR,14.74,       -,       -,       -,       -,       -,       -,18.05,       -,       -,       -,       -,       -,       -,       -,       -,14.88
 SAÚDE E CUIDADOS PESSOAIS,1.25,1.04,1.19,0.69,0.93,0.96,1.49,0.92,0.73,0.89,1.51,0.89,1.04,1.29,1.08,0.48,1.01
 PRODUTOS FARMACÊUTICOS E ÓTICOS,3.64,2.54,2.48,1.68,2.62,2.61,2.58,1.59,1.24,1.35,2.84,2.05,2.58,2.38,0.25,1.61,2.37
 PRODUTOS FARMACÊUTICOS,3.74,2.54,2.35,1.88,2.73,2.67,3.04,1.7,1.63,1.67,2.95,2.16,2.78,2.33,0.71,1.63,2.51
 ANTI-INFECCIOSO E ANTIBIÓTICO,-0.06,3.06,2.69,0.62,1.61,3.12,2.24,2.33,-0.58,2.01,4.09,2.42,3.91,2.91,2.05,0.38,1.89
 ANALGÉSICO E ANTITÉRMICO,3.13,3.35,2.98,2.38,3.41,3.09,3.13,1.31,2.35,2.81,2.06,3.64,1.77,1.62,-1.07,1.81,2.86
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,2.16,3.75,2.67,2.26,3.83,5.25,0.83,2.34,-0.14,1.79,3.17,1.53,5.76,4.17,-0.54,-1.22,2.66
 ANTIGRIPAL E ANTITUSSÍGENO,3.06,2.46,1.07,0.69,1.36,4.41,0.82,-0.74,1.81,1.92,3.56,3.43,4.84,1.19,1.63,4.08,1.89
 DERMATOLÓGICO,4.7,0.02,2.65,2.51,3.18,1.48,       -,3.21,2.67,-0.58,       -,2.27,5.39,4.45,-1.71,0.81,2.48
