"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - OUTUBRO DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.09,0.32,0.49,0.74,0.52,0.65,0.43,0.05,0.15,1,0.76,0.79,0.27,0.55,0.37,1.13,0.49
 REFEIÇÃO,0.57,0.49,0.66,0.61,0.82,0.52,-0.16,-0.17,0.32,0.94,0.4,0.58,0.33,0.56,0.23,0.87,0.61
 LANCHE,-0.84,-0.15,0.09,1.08,0.06,0.94,1.74,0.72,-0.46,1.08,1.23,1.06,-0.02,0.59,1.21,1.8,0.3
 REFRIGERANTE E ÁGUA MINERAL,1.36,1.34,0.65,-0.93,0.69,1.6,-0.2,-0.69,2.89,1.27,-1.35,1.2,-0.37,1.21,0.46,1.35,0.77
 CAFEZINHO,       -,-1.63,       -,       -,0.23,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.26
 CERVEJA,-0.98,1,1.1,0.88,-1.55,0.61,0,-0.32,-0.34,0.94,0.68,0.84,0.95,0,-1.33,0.78,-0.21
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,1.98,       -,       -,       -,       -,       -,       -,       -,0.89,2.9,       -,-0.22,       -,1.52
 VINHO,-2.06,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.06
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.76,       -,       -,       -,       -,0.37,0.69
 SORVETE,       -,       -,       -,       -,3.17,       -,       -,0.66,2.07,1.22,2.18,       -,0.74,0.34,       -,1.8,2.33
 HABITAÇÃO,0.83,1.35,-0.21,2.57,0.21,0.2,-0.17,0.99,0.44,-2.17,-0.2,1.6,0.21,0.01,4.28,0.53,0.34
 ENCARGOS E MANUTENÇÃO,0.32,2.23,0.13,0.08,0.42,-0.21,0.27,1.3,0.96,0.04,0.23,0.34,0.44,0.25,0.89,-0.27,0.5
 ALUGUEL E TAXAS,0.28,2.81,-0.05,0.08,0.19,-0.3,0.09,1.53,1.01,-0.14,0.08,0.31,0.47,0.04,1.27,-0.48,0.41
 ALUGUEL RESIDENCIAL,0.35,0.75,0.44,0.77,0.14,-0.71,0,2.36,1.23,0.86,-0.18,0.7,0.95,0.03,2.17,-1.23,0.4
 CONDOMÍNIO,0.3,0.93,-1.55,-1.12,0.38,0.11,0.25,1.12,1.43,-2.39,0.99,-0.03,0.22,0.29,0.05,0.28,0.16
 TAXA DE ÁGUA E ESGOTO,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,0.0
 REPAROS,0.14,0.47,0.47,-0.05,1.08,-0.32,0.39,-0.09,0.17,0.01,0.29,-0.26,0.7,-0.34,0.58,0.47,0.56
 FERRAGENS,       -,       -,       -,       -,       -,       -,0.95,       -,       -,       -,1.22,       -,       -,1.16,       -,       -,1.04
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,-0.9,       -,       -,       -,-1.28,       -,       -,       -,       -,0.1,       -,-0.99
 VIDRO,       -,       -,       -,       -,       -,-1.25,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.25
 TINTA,1.03,-0.21,0.88,-0.92,1.91,-0.81,1.36,1.6,2.35,-0.86,-2.08,-0.44,0.92,-0.57,2.14,2.56,0.93
 REVESTIMENTO DE PISO E PAREDE,-2.09,1.81,-0.02,-0.34,1.8,       -,-0.99,-1.81,-0.32,0.7,1.5,-1.25,       -,-0.79,0.51,0.14,0.7
 MADEIRA E TACO,       -,-0.24,       -,       -,       -,       -,       -,-0.59,       -,       -,       -,       -,       -,-0.33,-2.33,       -,-0.59
 CIMENTO,       -,       -,       -,-0.12,       -,       -,-0.47,1.39,-1.62,       -,       -,2.49,2.35,0.92,2.85,       -,0.48
 TIJOLO,-0.42,       -,       -,       -,       -,       -,2.38,       -,       -,       -,2.3,0.12,       -,-1.97,1.76,       -,0.78
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,1.52,       -,       -,       -,-1.54,       -,       -,       -,1.05,       -,       -,       -,1.18
 MÃO DE OBRA,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
 AREIA,1.25,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.26,       -,       -,       -,-0.38,       -,0.79
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.7,       -,       -,-2.7
 TELHA,       -,0.13,1.27,-0.12,       -,       -,0.86,       -,       -,1.51,       -,       -,       -,       -,-1.59,       -,0.67
 ARTIGOS DE LIMPEZA,1.26,0.82,1.17,0.27,1.72,1.88,1.11,1.19,1.66,1.73,1.39,2.03,0.03,2.05,0.28,0.23,1.35
 SACO PARA LIXO,       -,1.89,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.93,       -,       -,       -,1.69
 ÁGUA SANITÁRIA,1.02,1.5,0.71,-1.73,1.17,-0.11,-1.12,-0.6,0.43,       -,-1.15,       -,-0.73,-1.3,1.66,-1.36,0.46
 DETERGENTE,2.23,1.18,0.08,-1.54,1.13,2.36,1.91,0.89,3.07,2.9,0.26,0.52,-0.87,1.15,       -,0.59,1.18
 SABÃO EM PÓ,1.59,-2.84,2.98,2.13,2.81,2.18,2.27,2.26,0.8,2.94,2.93,1.55,0.62,3.29,0.78,-0.11,2.03
 DESINFETANTE,-0.71,0.32,0.49,1.76,-0.43,-0.42,0.61,-0.08,2.6,0.51,-0.44,2.77,       -,       -,-1.78,       -,0.32
 SABÃO EM BARRA,-1.29,       -,-1.21,0.25,       -,       -,1.52,1.96,2.06,       -,       -,2.37,1.69,0.34,-2.77,0.35,0.12
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.85,       -,2.83,       -,       -,       -,       -,-0.39
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,1.37,       -,       -,       -,0.49,       -,       -,       -,       -,       -,3.04,1.05
 LIMPADOR MULTIUSO,       -,2.07,       -,       -,2.32,2.87,       -,       -,       -,2.68,       -,       -,       -,       -,       -,       -,2.37
 PAPEL TOALHA,2.09,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.09
 AMACIANTE E ALVEJANTE,1.04,2.43,0.8,-0.24,1.57,2.23,0.08,1.23,1.42,0.07,1.08,2.96,-0.83,1.78,2.94,-0.16,1.31
 COMBUSTÍVEIS E ENERGIA,1.6,-0.19,-0.77,6.01,-0.31,1.48,-0.5,0.55,-0.24,-6.49,-0.95,3.59,-0.04,-0.15,7.2,1.84,0.04
 COMBUSTÍVEIS (DOMÉSTICOS),0.6,-3.03,-1.24,-0.82,-0.69,-2.43,-0.29,0.59,0.6,0,-1.52,-0.78,-0.15,-0.5,-0.47,0.18,-0.61
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,0.37,       -,       -,       -,       -,       -,       -,       -,-4.96,       -,-2.29
 GÁS DE BOTIJÃO,0.89,-3.03,-1.24,-0.82,-0.86,-2.43,-0.31,0.59,0.6,0,-1.52,-0.78,-0.15,-0.5,-0.18,0.18,-0.67
 GÁS ENCANADO,0,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,0.0
 ENERGIA ELÉTRICA RESIDENCIAL,1.9,0.99,-0.52,9.66,-0.17,2.8,-0.58,0.52,-0.7,-9.88,-0.72,5.26,0,0,13.03,2.66,0.3
 ENERGIA ELÉTRICA RESIDENCIAL,1.9,0.99,-0.52,9.66,-0.17,2.8,-0.58,0.52,-0.7,-9.88,-0.72,5.26,0,0,13.03,2.66,0.3
 ARTIGOS DE RESIDÊNCIA,-0.47,0.66,-0.1,-0.09,1.06,-0.41,0.08,0.36,0.28,0.8,-0.77,-0.01,-0.56,0.98,0.17,0.02,0.39
 MÓVEIS E UTENSÍLIOS,0.6,1.23,0.03,0.28,2.07,0.24,-0.07,0.98,0.35,1.5,0.39,0.98,0.95,1.68,1.72,0.59,1.1
 MOBILIÁRIO,0.56,1.82,-0.1,0.05,2.96,0.51,-0.31,0.93,-0.03,1.85,0.01,0.95,0.93,1.68,1.86,0.2,1.41
 MÓVEL PARA SALA,-0.64,3.01,-1.04,1.16,2.72,0.29,0.73,3.87,0.02,1.47,2.49,3.31,2.12,3.73,1.12,0.28,1.58
 MÓVEL PARA QUARTO,1.41,2.21,-0.27,-0.49,3.41,0.86,-0.73,-0.24,-0.07,1.7,-2.49,-0.47,2.29,1.89,2.1,0.71,1.42
 MÓVEL PARA COPA E COZINHA,1.27,-0.37,0.82,1.05,2.28,-0.19,-1.14,0.66,0.94,2.65,-0.14,1.33,-1.91,-0.54,1.99,-1.93,1.1
 MÓVEL INFANTIL,       -,       -,       -,-1.56,       -,       -,       -,0.01,-2.53,1.52,2.97,       -,-2.24,-1.69,1.28,3.12,0.07
 COLCHÃO,       -,3.06,3.27,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.16
 UTENSÍLIOS E ENFEITES,0.23,0.18,0.33,0.36,0.32,0.11,-0.22,1.48,0.49,1.05,0.76,0.47,1.38,1.3,1.11,2.09,0.46
 ARTIGOS DE ILUMINAÇÃO,-1.37,0.28,1.92,-0.56,-0.99,0.8,0.02,0.52,1.3,0.01,       -,       -,2.17,       -,0.83,-0.31,0.02
 TAPETE,1.08,-1.37,       -,       -,-1.9,0.41,-0.43,       -,0.61,1.34,0.84,0.19,-0.42,       -,       -,       -,-0.43
 CORTINA,-0.05,0.46,-1.19,-1.3,0.29,0.5,       -,0.52,-2.5,1.27,0.76,-0.44,       -,       -,       -,       -,0.03
 UTENSÍLIOS DE METAL,0.69,-0.99,0.33,1.02,1.94,0.18,-1.17,3.44,1.17,1,0.64,1.47,1.77,2.05,1.58,3.57,1.1
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,1.25,1.56,-0.52,-1.14,-0.93,0.07,1.11,1.43,       -,2.02,1.12,-0.9,0.23,-0.19,0.23
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,1.39,       -,       -,       -,1.86,       -,       -,       -,1.23,1.64,1.55
 FLORES NATURAIS,       -,3.37,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.37
 UTENSÍLIOS PARA BEBÊ,       -,       -,0.31,0.6,       -,       -,       -,1.12,       -,       -,-0.04,-0.2,1.06,0.47,       -,       -,0.33
" CAMA, MESA E BANHO",2.34,0.28,0.2,1.87,0.34,-1.26,1.42,0.49,1.58,0.64,1.59,2.11,0.07,2.56,1.97,-0.08,0.7
 ROUPA DE CAMA,2.34,0.28,0.2,2.19,0.34,-1.26,1.42,0.68,1.58,0.64,1.59,2.11,0.86,2.65,1.97,-0.08,0.72
 ROUPA DE BANHO,       -,       -,       -,1.04,       -,       -,       -,0.02,       -,       -,       -,       -,-1.99,2.25,       -,       -,0.06
 APARELHOS ELETROELETRÔNICOS,-1.31,0.06,-0.41,-0.46,-0.08,-1.12,0.05,-0.34,0.25,0.49,-2.16,-0.86,-2.33,0.69,-1.52,-1,-0.37
 ELETRODOMÉSTICOS E EQUIPAMENTOS,0.32,1.42,0.46,0.02,1.51,-0.04,-0.33,0.65,1.49,1.88,-1.57,0.91,-2.19,1.8,-0.19,0.49,0.84
 REFRIGERADOR,0.12,2.88,-0.65,0.03,1.61,0.51,0.92,-0.38,1.1,3.52,-2.64,1.82,-2.48,3.21,0.95,-0.25,0.95
 AR-CONDICIONADO,1.55,1.81,       -,-0.67,2.56,-1.18,-0.02,1.37,2.22,-0.85,0.94,-0.88,0.84,3.39,       -,0.84,1.37
 MÁQUINA DE LAVAR ROUPA,-0.74,-0.43,0.53,2.68,0,0,-0.43,2.06,1.29,1.27,-1.15,0.22,-2.67,-0.08,2.78,-1.32,0.18
 VENTILADOR,       -,       -,       -,-2.51,       -,       -,-3.74,-0.23,       -,       -,       -,       -,-3.25,0.48,-3.89,3.62,-2.38
 FOGÃO,1.09,1.05,2.13,-0.56,3.08,-0.79,-0.91,1.39,1.99,1.27,-0.78,1.26,-2.51,-1.15,-2.1,3.03,1.57
 CHUVEIRO ELÉTRICO,       -,       -,0.95,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.95
" TV, SOM E INFORMÁTICA",-3.07,-1.95,-1.5,-1.02,-1.96,-2.3,0.48,-1.48,-1.48,-1.34,-3.1,-3.22,-2.58,-1.62,-3.2,-2.56,-1.87
 TELEVISOR,-3.46,-2.49,-1.42,-2.43,-2.01,-1.61,0.9,-3.38,-1.33,-2.1,-4.09,-3.39,-2.27,-1.85,-3.21,-2.38,-2.14
 APARELHO DE SOM,       -,       -,       -,-1.02,       -,       -,       -,       -,-3.06,       -,       -,       -,       -,       -,-3.2,-1.76,-2.42
 VIDEOGAME (CONSOLE),       -,       -,       -,-1.75,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.75
 COMPUTADOR PESSOAL,-2.38,-0.87,-1.63,1.2,-1.87,-2.93,-0.3,1.3,-1.3,-0.26,-1.82,-2.9,-3.17,-1.12,-3.18,-3.12,-1.43
 CONSERTOS E MANUTENÇÃO,-0.94,0.32,0.74,-0.23,1.46,-1.2,0.74,0.41,-0.09,-1.11,0.42,-1.07,0.19,-1.12,0.55,1.83,0.39
 CONSERTOS E MANUTENÇÃO,-0.94,0.32,0.74,-0.23,1.46,-1.2,0.74,0.41,-0.09,-1.11,0.42,-1.07,0.19,-1.12,0.55,1.83,0.39
 CONSERTO DE REFRIGERADOR,       -,0.45,       -,0.02,       -,       -,-0.15,       -,-0.26,       -,-0.58,       -,       -,       -,-0.14,       -,-0.15
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,3.08,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.08
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,1.02,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.02
 REFORMA DE ESTOFADO,-2.26,-0.98,-0.1,0.08,0.96,-1.91,       -,2.12,2.03,       -,       -,0,-0.16,0.66,       -,0.97,0.08
 CONSERTO DE APARELHO CELULAR,       -,1.88,1.62,0,0.11,-0.65,1.63,1.38,-0.37,2.3,-0.57,-0.89,3.11,2.59,-0.24,2.85,0.99
 CONSERTO DE BICICLETA,-0.7,-1.66,0.5,-0.79,1.74,-0.56,-0.2,-0.86,-1.44,-1.96,1.24,-1.2,-2.19,-2.69,1.73,1.37,0.28
 VESTUÁRIO,1.11,1.3,1.37,1.63,1.1,1.24,0.73,2.12,2.04,0.44,1.5,1.16,1.07,1.75,0.99,1.49,1.22
 ROUPAS,1.16,1.46,1.4,1.77,1.34,1.55,0.84,2.07,2.04,0.8,1.33,1.32,1.22,1.7,1.14,1.32,1.37
 ROUPA MASCULINA,1.97,1.3,2.11,2.16,1.86,1.15,1.83,2.1,2.4,0.83,1.19,1.67,1.08,0.96,0.65,1.07,1.7
 CALÇA COMPRIDA MASCULINA,1.8,0.97,1.64,0.8,1.52,-0.05,1.83,0.32,1.52,0.32,0.51,1.79,0.08,-1.78,0.74,-0.31,1.13
 AGASALHO MASCULINO,       -,-0.18,       -,       -,       -,       -,       -,       -,       -,1.45,       -,       -,       -,       -,       -,       -,0.39
 BERMUDA/SHORT MASCULINO,3.54,1.53,1.75,3.29,1.71,2.42,1.48,0.24,1.72,1.82,2.52,3.33,3.28,2.17,2.71,0,2.0
 CUECA,       -,       -,       -,       -,       -,       -,0.97,       -,       -,       -,       -,       -,       -,3.49,1.43,       -,1.26
 CAMISA/CAMISETA MASCULINA,1.57,1.9,2.47,2.4,2.06,1.53,2.13,3.52,3.14,0.8,1.13,1.05,1.19,2.07,-0.79,2.04,1.94
 ROUPA FEMININA,0.81,1.5,0.92,1.88,0.93,2.18,0.08,2.02,1.79,0.91,1.61,0.79,1.81,2.59,1.56,1.7,1.19
 CALÇA COMPRIDA FEMININA,2.37,1.82,0.7,2.09,0.98,1.98,1.58,3.54,2.33,0.41,1.18,0.76,1.45,2.41,-1.86,2.03,1.33
 AGASALHO FEMININO,       -,0.49,0.59,       -,       -,       -,       -,       -,       -,-1.13,       -,       -,-0.02,       -,       -,       -,0.21
 SAIA,       -,       -,       -,-0.96,       -,       -,-1.63,       -,       -,       -,       -,       -,       -,-0.84,0.72,1.84,-0.67
 VESTIDO,-0.68,1.79,2.56,3.55,3.39,2.6,0.32,2.84,3.52,-2,3.2,0.7,2.38,3.04,2.68,-0.66,2.07
 BLUSA,0.87,1.63,0.55,1.18,-0.16,2.01,0.04,0.88,1.38,2.66,1.55,0.62,3.76,2.72,2.6,3.04,0.93
 LINGERIE,       -,0.34,-1.19,-0.13,-0.26,       -,-1.99,-0.18,-1.26,0.29,-1.23,       -,-0.01,3.42,2.85,1.03,-0.38
 BERMUDA/SHORT FEMININO,1.8,       -,1.42,3.39,       -,       -,0.64,2.85,1.13,1.12,1.95,2.07,-1.79,2.36,1.91,1.25,1.63
 ROUPA INFANTIL,0.33,1.66,1.22,0.63,1.35,0.78,0.28,2.13,1.79,0.54,1.02,1.9,0.27,1.46,1.39,0.95,1.14
 UNIFORME ESCOLAR,       -,       -,0.65,-0.14,-0.96,-1.24,-0.56,1.47,       -,0.28,1.28,-1.24,       -,       -,-0.71,0.3,-0.27
 CALÇA COMPRIDA INFANTIL,       -,2.96,2.31,       -,1.97,1.21,       -,       -,1.2,-0.74,2.45,       -,1.72,-0.16,1.4,       -,1.73
 AGASALHO INFANTIL,       -,-2.09,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.09
 VESTIDO INFANTIL,-1.08,3.9,1.98,1.84,       -,2.86,-0.63,3.8,2.67,       -,-0.65,2.33,3.38,1.67,2.47,1.68,1.85
 BERMUDA/SHORT INFANTIL,0.62,       -,       -,-1.56,3.79,       -,2.69,2.58,-0.87,       -,       -,0.59,-2.1,1.46,0.01,3.09,1.7
 CAMISA/CAMISETA INFANTIL,0.63,0.57,0.48,1.09,0.17,0.89,0.7,-0.36,1.89,-0.08,1.11,1.84,-2.45,0.71,2.95,2.82,0.51
 CONJUNTO INFANTIL,0.23,3.88,1.3,1.09,2.95,1.84,0.42,3.86,3.18,3.17,0.46,3.79,2.64,3.79,1.97,-1.84,2.27
 CALÇADOS E ACESSÓRIOS,1.3,1.09,1.24,1.44,0.55,1.21,0.32,2.34,2.32,-0.59,1.8,1.13,1.7,1.98,0.84,2.2,0.99
 CALÇADOS E ACESSÓRIOS,1.3,1.09,1.24,1.44,0.55,1.21,0.32,2.34,2.32,-0.59,1.8,1.13,1.7,1.98,0.84,2.2,0.99
 SAPATO MASCULINO,0.88,1.44,0.73,-1.57,-1.06,1.37,-1.85,2.88,2.24,-1.56,1.55,-0.68,0.35,2.62,0.35,3.06,0.06
 SAPATO FEMININO,0.98,-0.5,2.26,3.87,-0.36,2.38,0.21,3.36,3.49,-1.51,2.04,0.94,2.43,-0.25,-0.35,1.77,0.64
 SAPATO INFANTIL,       -,       -,       -,0.47,       -,       -,-1.59,       -,2.64,1.96,2.01,       -,-2.72,3.89,1.91,2.18,1.28
 BOLSA,-0.58,-2.31,-1.65,-0.9,       -,1.27,3.76,3.55,0.86,2.26,1.67,       -,2.11,1.21,-3,1.83,0.42
 MOCHILA,       -,       -,       -,1.33,       -,       -,-1.21,3.57,       -,       -,       -,       -,       -,1.65,2.76,       -,1.47
 TÊNIS,1.91,2.01,0.95,0.33,1.33,-0.08,0.42,1.48,2.91,-0.96,1.17,1.8,3.57,3.03,2.84,1.83,1.28
 SANDÁLIA/CHINELO,1.63,3.16,2.06,3.71,0.54,1.68,2.27,1.73,0.94,1.45,2.85,1.54,0.24,2.87,0.66,2.69,1.68
 JOIAS E BIJUTERIAS,-0.51,0.41,1.75,1.57,0.33,-0.85,0.99,2.07,0.71,1.25,2.03,-0.98,-1.64,1.59,-0.24,0.18,0.62
 JOIAS E BIJUTERIAS,-0.51,0.41,1.75,1.57,0.33,-0.85,0.99,2.07,0.71,1.25,2.03,-0.98,-1.64,1.59,-0.24,0.18,0.62
 BIJUTERIA,       -,       -,1.01,       -,       -,1.48,       -,       -,2.6,       -,       -,       -,       -,       -,       -,1.55,1.61
 JOIA,-0.37,0.22,2.06,2.06,0.21,-1.78,1.82,1.68,       -,0.49,2.4,-1.98,-1.64,1.99,0.07,-0.47,0.53
 RELÓGIO DE PULSO,-0.79,0.88,       -,0.89,0.74,       -,-1.13,2.83,-1.16,3.52,0.37,1.2,       -,1.37,-1.13,-0.24,0.52
 TECIDOS E ARMARINHO,-0.54,0.33,0.5,-1.05,0.65,-0.7,2.49,0.84,0.86,0.23,1.64,0.57,1.18,0.87,1.17,2.51,0.58
 TECIDOS E ARMARINHO,-0.54,0.33,0.5,-1.05,0.65,-0.7,2.49,0.84,0.86,0.23,1.64,0.57,1.18,0.87,1.17,2.51,0.58
 TECIDO,-0.54,0.39,-0.04,-1.05,1.1,-0.7,2.49,0.84,0.86,-0.08,1.78,0.22,1.18,0.87,1.17,2.51,0.62
 ARTIGOS DE ARMARINHO,       -,0.22,1.53,       -,-0.34,       -,       -,       -,       -,0.74,1.27,1.14,       -,       -,       -,       -,0.41
 TRANSPORTES,-0.12,0.16,0.43,0.81,0.79,2,0.85,0.32,0.64,0.69,0.49,-0.01,0.28,0.15,-0.15,0.54,0.58
 TRANSPORTES,-0.12,0.16,0.43,0.81,0.79,2,0.85,0.32,0.64,0.69,0.49,-0.01,0.28,0.15,-0.15,0.54,0.58
 TRANSPORTE PÚBLICO,1.6,6.03,5.29,6.89,5.97,13.3,9.32,4.07,1.55,8.91,5.96,6.9,5.44,10.01,0.68,-0.84,5.34
 ÔNIBUS URBANO,0,0,0,0,0,0,0,0,-2.99,0,0,0,0,0,0,0,-0.23
 TÁXI,0,0,0,0,0,       -,0,0,0,       -,       -,0,0,0,0,0,0.0
 TREM,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,6.38,0.13,0,0,       -,0.4,2.57,-1.42,0,-0.53,0,0.08,-1.07,-0.31,0,0.72
 ÔNIBUS INTERESTADUAL,-0.01,       -,-0.32,0.18,3.27,2.7,4.99,6.92,1.48,2.52,-1.76,0,-2,4.17,0,-1.29,1.59
 PASSAGEM AÉREA,6.12,35.73,32.74,47.37,27.29,37.59,51.76,29.05,20.01,25.07,39.01,27.5,36.74,29.33,12.81,-4.45,27.38
 METRÔ,0,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,0,0,0,0.78,0,       -,       -,0,0,       -,0,0,       -,0,1.8,0.35
 TRANSPORTE POR APLICATIVO,9.88,-13.93,-7.59,-3.31,-2.84,-3.15,       -,-2.91,-0.31,       -,-4.61,-1.15,1.56,       -,-4.83,-1.58,-3.13
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,-0.27,0.34,0.04,0.37,-0.11,0.38,0.29,0.19,0.61,1.02,1.28,0.23,1.28,0.08,0.14,1.04,0.27
 AUTOMÓVEL NOVO,-0.31,-1.37,0.03,-0.63,0.17,-0.21,-2.2,-0.36,0.26,0.97,1.37,0.98,-0.27,1.08,-1.09,0.74,0.06
 EMPLACAMENTO E LICENÇA,2.16,1.64,0.49,2.22,1.79,0.87,1.33,2.18,1.15,2.29,2.22,1.28,2.19,2.2,1.23,2.23,1.72
 SEGURO VOLUNTÁRIO DE VEÍCULO,-6.09,3.07,0.62,1.54,-2.41,1.09,2.22,-0.29,5.71,7.8,1.56,-5.18,-0.22,-4.48,-0.23,1.54,-0.23
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,0.89,-0.52,1.73,2.85,4.1,-0.67,-1.47,1.82,-1.49,0.73,       -,1.28,-0.76,1.1,-1.26,1.1
 ACESSÓRIOS E PEÇAS,-1.5,-0.74,-1.04,-0.62,2.61,0.32,1.03,-0.83,-1.26,-0.18,2.04,0.87,2.78,1.36,-1.4,0.82,0.52
 PNEU,       -,-1.9,0.73,-0.52,-2.2,0.06,2.62,0.06,-0.44,0.82,-3.19,-0.49,0.64,1.68,-3.12,1.75,-0.86
 CONSERTO DE AUTOMÓVEL,-0.18,0.31,-0.01,0.94,-1.33,1.03,1.24,-1.07,0.03,-0.65,0.48,1.07,3.69,-2.79,1.41,1.24,-0.23
 ESTACIONAMENTO,       -,-0.76,       -,       -,0.67,       -,       -,       -,-2.67,1.41,       -,       -,       -,       -,       -,       -,0.43
 PEDÁGIO,       -,0,       -,       -,0,       -,       -,       -,       -,0,       -,0,       -,       -,       -,       -,0.0
 AUTOMÓVEL USADO,-0.25,-0.02,-0.51,       -,-1.39,-0.92,0.33,0.5,-0.27,-0.25,1.68,-0.79,0.66,1.22,-0.24,0,-0.42
 PINTURA DE VEÍCULO,       -,       -,2.02,-2.61,       -,       -,       -,       -,4.05,       -,       -,       -,       -,       -,       -,       -,1.57
 ALUGUEL DE VEÍCULO,-2.81,       -,       -,       -,       -,       -,-3.62,       -,-2.17,       -,       -,       -,       -,       -,       -,       -,-2.83
 MOTOCICLETA,0.1,0.39,0.02,-0.09,0.89,0.04,0.24,0.34,0.03,0.13,0.12,0.08,-0.22,0,0.35,-0.03,0.34
 COMBUSTÍVEIS (VEÍCULOS),-1.59,-2.94,-1.32,-1.92,-0.02,-0.27,-2.89,-1.34,0.07,-2.14,-2.37,-4.17,-2.5,-3.16,-1.11,0.7,-1.27
 GASOLINA,-1.79,-2.89,-1.39,-1.27,-0.95,-0.08,-2.81,-1.4,0.51,-2.4,-2.56,-4.15,-2.5,-3.53,-1.09,0.72,-1.56
 ETANOL,0.24,       -,0.55,-14.86,3.62,-1.7,       -,       -,-7.69,-0.93,-1.35,       -,-3.01,       -,       -,       -,1.34
 ÓLEO DIESEL,-2.95,-3.91,-3.47,-2.19,-2.77,-2.51,-4.36,0.42,2.26,-1.72,-2.47,-4.51,-2.2,-1.28,-1.37,0.4,-2.19
 GÁS VEICULAR,-1.05,       -,       -,       -,       -,       -,       -,-5.01,       -,       -,       -,       -,       -,       -,       -,       -,-1.21
 SAÚDE E CUIDADOS PESSOAIS,1.15,1.1,1.01,1.86,0.93,1.54,1.87,0.88,1.52,1.32,1.17,0.94,0.85,1.36,1.53,0.81,1.16
 PRODUTOS FARMACÊUTICOS E ÓTICOS,0.24,0.14,0.22,1.25,-0.3,0.15,-0.11,0.27,0.09,0.1,0.19,-0.31,-0.57,0.03,0.02,-1.57,0.03
 PRODUTOS FARMACÊUTICOS,0.22,0.23,0.35,1.19,-0.5,0.16,-0.18,0.48,-0.13,0.09,0.22,-0.21,-0.55,-0.09,0.2,-1.82,-0.02
 ANTI-INFECCIOSO E ANTIBIÓTICO,-1.44,2.52,0.75,2.79,0.11,0.99,0.76,-1.51,1.14,0.95,2.17,0.11,-0.96,0.42,-0.92,-2.6,0.58
 ANALGÉSICO E ANTITÉRMICO,0.15,-0.53,0.49,-0.91,-0.82,-0.8,-0.55,2.29,-0.53,-0.06,-0.46,-0.47,0.68,-1.11,0.18,-2.32,-0.34
