"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JULHO DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 SOPA DESIDRATADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.42,0.0,0.0,0.0,1.07
 AZEITONA,1.16,0.93,1.24,1.63,-0.68,0.4,0.0,0.93,-0.12,-1.32,1.73,-0.2,0.59,2.66,0.0,0.0,0.19
 MILHO-VERDE EM CONSERVA,3.03,1.42,4.25,4.42,3.71,0.0,1.02,1.9,3.94,3.66,2.31,2.47,0.73,0.81,0.27,6.0,3.05
 ATUM EM CONSERVA,1.57,-0.96,0.0,2.57,-0.71,2.18,0.0,0.0,-0.08,-0.69,0.0,0.0,0.0,0.0,0.0,0.0,-0.11
 SAL E CONDIMENTOS,-0.39,0.91,0.27,0.89,1.73,1.11,2.28,1.68,0.93,2.63,0.49,0.21,0.14,1.52,3.37,0.85,1.22
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56
 ATOMATADO,1.86,0.46,2.06,-0.34,1.35,1.06,2.98,1.02,-0.96,3.57,-0.15,-0.09,1.05,0.35,-2.33,2.68,1.35
 ALHO,-2.89,0.0,-2.42,5.1,2.69,0.89,1.73,0.74,1.28,2.16,-0.08,-2.28,-0.96,1.71,8.07,-1.49,0.57
 SAL,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.88,1.03,3.84,0.69,3.96
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,-0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.93
 FERMENTO,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.28,0.0,0.0,0.0,0.0,0.0,0.0,-1.63
 MAIONESE,1.52,0.89,0.68,-0.18,1.58,1.9,4.27,1.59,0.0,2.54,0.0,4.42,-0.92,1.63,0.0,0.0,1.57
 VINAGRE,0.0,0.11,0.0,-2.64,1.25,0.02,0.57,0.0,0.72,0.0,0.0,0.0,0.0,0.0,1.86,2.2,0.55
 CALDO CONCENTRADO,0.0,1.6,0.0,-2.77,0.0,0.0,0.0,3.87,3.35,0.0,2.32,0.46,0.0,0.0,0.0,0.0,1.53
 TEMPERO MISTO,0.0,2.41,2.15,2.41,1.25,1.89,3.61,3.17,3.71,4.9,1.64,4.96,3.18,2.2,0.32,0.39,2.22
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.54,0.86,1.21,1.0,0.8,1.3,0.28,0.47,0.57,0.53,1.3,1.34,0.72,1.71,1.53,0.37,0.82
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.54,0.86,1.21,1.0,0.8,1.3,0.28,0.47,0.57,0.53,1.3,1.34,0.72,1.71,1.53,0.37,0.82
 REFEIÇÃO,0.07,0.78,0.82,0.83,0.32,1.65,0.33,0.37,0.65,0.16,1.3,0.53,0.21,2.3,1.66,0.77,0.53
 LANCHE,1.37,0.77,2.31,1.33,1.39,0.51,0.35,0.69,1.0,1.1,1.65,3.08,1.86,0.92,0.94,-0.43,1.32
 REFRIGERANTE E ÁGUA MINERAL,-0.03,1.0,-0.12,1.53,1.56,0.83,-1.1,0.28,-0.78,0.46,-0.87,0.16,2.75,0.99,0.9,-1.17,0.72
 CAFEZINHO,0.0,3.87,0.0,0.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98
 CERVEJA,2.31,1.13,-0.53,0.89,2.47,1.32,0.0,0.3,-0.66,0.45,0.15,0.18,-1.05,1.01,2.72,-0.77,1.01
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.91,0.0,2.89,0.0,1.6
 VINHO,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.66,1.37
 SORVETE,0.0,0.0,0.0,0.0,-0.18,0.0,0.0,2.41,-0.08,3.24,-0.23,0.0,-2.18,1.51,0.0,1.54,0.57
 HABITAÇÃO,0.18,-3.01,-2.74,-1.6,0.94,-0.19,-2.58,-1.88,-2.54,-2.96,-4.41,-4.75,0.53,-3.09,-2.81,-3.08,-1.05
 ENCARGOS E MANUTENÇÃO,0.48,2.25,0.56,0.32,1.3,-0.09,0.45,0.19,0.27,-0.03,0.36,0.3,1.53,0.41,0.92,0.42,0.87
 ALUGUEL E TAXAS,0.37,2.7,0.31,0.16,1.48,-0.22,0.12,0.06,0.12,-0.37,0.07,0.23,1.69,-0.13,0.77,0.31,0.86
 ALUGUEL RESIDENCIAL,1.48,0.09,0.51,-0.2,1.85,-0.68,0.0,0.34,0.07,0.18,-0.29,0.09,1.42,-0.24,1.35,0.19,0.97
 CONDOMÍNIO,-0.83,-0.71,0.1,1.01,1.78,0.32,0.37,-0.68,0.26,-2.02,1.21,0.7,-0.52,0.69,-0.48,0.9,0.61
 TAXA DE ÁGUA E ESGOTO,0.0,8.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.96
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,2.23
 REPAROS,0.45,0.73,0.77,0.02,0.27,0.3,1.05,0.29,0.81,0.62,0.92,-0.39,1.03,0.53,0.94,0.62,0.48
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,1.38,0.0,0.0,-0.1,0.0,0.0,1.91
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,1.86,0.0,1.24
 VIDRO,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
 TINTA,2.06,2.71,1.64,1.03,1.47,0.07,2.57,1.28,0.21,1.45,1.7,2.16,2.9,0.61,2.87,1.51,1.65
 REVESTIMENTO DE PISO E PAREDE,-1.55,-0.72,1.62,-1.02,-0.21,0.0,0.67,-0.16,2.36,-0.83,0.87,-2.31,0.0,-0.17,1.17,0.65,-0.17
 MADEIRA E TACO,0.0,1.36,0.0,0.0,0.0,0.0,0.0,-1.33,0.0,0.0,0.0,0.0,0.0,0.38,-0.03,0.0,0.49
 CIMENTO,0.0,0.0,0.0,1.09,0.0,0.0,1.72,1.18,2.37,0.0,0.0,1.74,2.18,1.88,1.73,0.0,1.73
 TIJOLO,-0.48,0.0,0.0,0.0,0.0,0.0,-0.11,0.0,0.0,0.0,-0.01,-0.13,0.0,0.51,1.03,0.0,-0.08
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,-2.75,0.0,0.0,0.0,-1.12,0.0,0.0,0.0,-1.6,0.0,0.0,0.0,-2.55
 MÃO DE OBRA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
 AREIA,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,1.56,0.0,0.35
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,2.31
 TELHA,0.0,-0.11,-1.48,-1.69,0.0,0.0,1.42,0.0,0.0,0.52,0.0,0.0,0.0,0.0,-0.7,0.0,-0.12
 ARTIGOS DE LIMPEZA,2.14,1.38,2.32,1.84,1.4,1.7,1.23,1.18,0.68,1.96,2.37,2.79,0.86,1.61,1.39,0.94,1.61
 SACO PARA LIXO,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,0.0,0.0,0.0,-0.02
 ÁGUA SANITÁRIA,0.11,0.74,0.55,2.64,-0.84,1.25,0.61,0.47,0.14,0.0,2.05,0.0,1.49,-0.75,1.02,1.05,0.22
 DETERGENTE,2.9,1.35,3.71,1.76,1.14,2.62,0.74,1.36,-0.27,2.52,2.37,2.9,0.76,1.66,0.0,1.53,1.66
 SABÃO EM PÓ,2.74,0.13,2.54,2.25,2.37,2.15,2.81,0.91,1.33,2.8,2.43,2.89,0.73,1.69,2.14,0.21,2.14
 DESINFETANTE,2.9,1.67,2.86,-0.04,-0.34,2.92,0.16,1.74,2.27,1.2,2.79,2.16,0.0,0.0,0.72,0.0,1.2
 SABÃO EM BARRA,-2.26,0.0,1.52,0.72,0.0,0.0,2.94,1.73,-1.8,0.0,0.0,2.73,2.66,0.7,0.71,2.89,0.71
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,2.79,0.0,0.0,0.0,0.0,2.07
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,-2.48,0.0,0.0,0.0,0.0,0.0,-1.12,-1.41
 LIMPADOR MULTIUSO,0.0,-0.65,0.0,0.0,2.83,-1.46,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,1.98
 PAPEL TOALHA,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55
 AMACIANTE E ALVEJANTE,2.5,2.89,1.03,2.81,1.49,1.68,-0.53,1.19,1.13,1.71,2.27,2.83,0.58,3.07,0.77,1.64,1.71
 COMBUSTÍVEIS E ENERGIA,-0.26,-10.86,-7.28,-3.88,0.06,-0.46,-4.87,-4.55,-6.09,-8.22,-11.66,-12.28,-0.58,-5.24,-5.77,-8.19,-4.26
 COMBUSTÍVEIS (DOMÉSTICOS),-0.8,0.05,-0.41,-0.91,-0.78,-0.83,0.39,-0.8,3.3,-0.43,-2.52,0.57,0.41,-0.11,-1.31,-0.05,-0.31
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,1.85
 GÁS DE BOTIJÃO,-1.18,0.05,-0.41,-0.91,-0.98,-0.83,0.35,-0.8,3.3,-0.51,-2.52,0.57,0.41,-0.11,-1.5,-0.05,-0.36
 GÁS ENCANADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENERGIA ELÉTRICA RESIDENCIAL,-0.1,-14.54,-10.21,-5.16,0.37,-0.33,-6.76,-6.1,-10.3,-11.86,-14.9,-17.0,-0.93,-7.23,-8.92,-11.51,-5.78
 ENERGIA ELÉTRICA RESIDENCIAL,-0.1,-14.54,-10.21,-5.16,0.37,-0.33,-6.76,-6.1,-10.3,-11.86,-14.9,-17.0,-0.93,-7.23,-8.92,-11.51,-5.78
 ARTIGOS DE RESIDÊNCIA,0.37,0.56,0.36,-0.22,-0.39,1.74,0.16,1.52,-0.31,-0.38,0.62,0.35,0.92,0.29,0.34,-0.21,0.12
 MÓVEIS E UTENSÍLIOS,2.28,-0.26,0.39,-0.05,0.48,2.77,1.2,1.87,-0.56,-0.35,1.41,1.46,0.72,1.43,1.51,0.36,0.6
 MOBILIÁRIO,3.15,0.67,0.86,-0.07,0.84,3.76,1.22,2.79,-0.42,-0.42,2.61,2.06,1.37,1.89,2.8,0.34,1.1
 MÓVEL PARA SALA,3.0,0.61,1.73,0.65,0.09,3.78,-0.22,3.74,1.0,3.41,3.06,-0.73,2.8,2.45,1.9,0.21,1.31
 MÓVEL PARA QUARTO,3.2,0.63,0.85,-1.43,1.06,3.69,2.99,3.29,-1.19,-2.93,3.22,2.83,1.2,1.74,2.95,0.78,0.99
 MÓVEL PARA COPA E COZINHA,3.36,1.05,0.73,2.8,1.77,3.97,-0.1,0.41,-0.96,0.21,2.85,3.81,0.67,2.73,3.2,0.31,1.39
 MÓVEL INFANTIL,0.0,0.0,0.0,2.92,0.0,0.0,0.0,-0.19,0.62,-1.65,-2.33,0.0,0.06,-0.3,2.99,-2.4,-0.15
 COLCHÃO,0.0,-0.37,-2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.63
 UTENSÍLIOS E ENFEITES,1.4,-2.03,0.11,-0.07,0.43,0.55,0.99,-0.51,-0.33,-0.13,-0.16,-0.36,0.24,0.81,-0.33,0.1,0.03
 ARTIGOS DE ILUMINAÇÃO,1.04,-0.65,1.58,-1.25,0.08,1.35,0.08,-0.05,0.21,-1.52,0.0,0.0,-0.74,0.0,0.04,-0.61,0.05
 TAPETE,1.5,-0.01,0.0,0.0,1.28,0.53,0.51,0.0,-1.91,0.02,0.61,-1.88,0.52,0.0,0.0,0.0,0.5
 CORTINA,-0.16,0.08,-0.58,0.67,1.68,1.1,0.0,0.66,-2.07,1.7,-0.13,3.18,0.0,0.0,0.0,0.0,0.66
 UTENSÍLIOS DE METAL,2.48,-2.26,0.21,-0.52,-0.72,0.3,2.09,-1.82,0.21,-1.68,-1.98,-0.19,0.59,0.41,-0.94,0.24,-0.4
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,0.33,2.21,1.73,-0.39,2.89,-1.85,1.69,1.42,0.0,-0.95,1.59,2.49,1.23,1.15,1.24
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,-0.65,0.0,0.0,0.0,-0.38,0.0,0.0,0.0,-0.91,-0.66,-0.6
 FLORES NATURAIS,0.0,-9.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.48
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,-1.2,0.2,0.0,0.0,0.0,2.1,0.0,0.0,2.71,-2.87,-1.04,0.64,0.0,0.0,0.07
" CAMA, MESA E BANHO",-1.82,-1.36,-1.36,0.08,-1.71,2.08,1.58,-0.65,-1.45,-0.46,-0.74,2.01,-1.5,0.46,-1.94,0.95,-0.98
 ROUPA DE CAMA,-1.82,-1.36,-1.36,0.82,-1.71,2.08,1.58,0.23,-1.45,-0.46,-0.74,2.01,-1.51,0.22,-1.94,0.95,-0.95
 ROUPA DE BANHO,0.0,0.0,0.0,-1.94,0.0,0.0,0.0,-2.72,0.0,0.0,0.0,0.0,-1.46,1.34,0.0,0.0,-1.95
 APARELHOS ELETROELETRÔNICOS,-1.34,1.34,0.22,-0.48,-1.61,0.65,-0.68,1.17,-0.1,-0.77,-0.31,-1.07,1.35,-0.39,-0.9,-0.85,-0.56
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-0.41,1.71,1.33,0.6,-0.91,2.81,-0.69,2.5,0.01,0.31,0.65,-0.24,2.17,0.47,-0.17,-0.36,0.25
 REFRIGERADOR,0.27,2.32,0.59,-1.23,0.87,2.21,-2.78,3.0,2.12,-1.8,1.42,-3.71,2.65,2.6,-0.99,-1.29,0.67
 AR-CONDICIONADO,-0.08,-1.99,0.0,2.14,1.07,3.71,2.95,0.27,-0.05,-2.24,0.28,2.18,3.88,-1.47,0.0,3.08,0.27
 MÁQUINA DE LAVAR ROUPA,0.26,1.88,1.7,1.05,-2.58,3.17,-0.47,0.92,-1.43,2.25,-2.33,1.77,0.7,0.91,-2.04,-0.61,-0.31
 VENTILADOR,0.0,0.0,0.0,1.52,0.0,0.0,1.28,3.55,0.0,0.0,0.0,0.0,2.86,-2.86,1.95,-1.22,1.77
 FOGÃO,-2.99,3.93,2.21,2.64,-2.62,2.98,0.67,3.53,-2.8,2.42,3.48,2.57,0.88,-1.18,1.46,-0.55,-0.03
 CHUVEIRO ELÉTRICO,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14
" TV, SOM E INFORMÁTICA",-2.29,0.82,-1.04,-1.66,-2.39,-1.54,-0.66,-0.28,-0.24,-2.09,-1.81,-2.17,-0.03,-2.13,-1.79,-1.35,-1.51
 TELEVISOR,-0.75,0.68,0.76,-0.9,-1.82,-1.6,0.88,0.03,0.04,-0.85,-3.5,-1.63,-0.34,-2.8,-1.51,-1.4,-0.84
 APARELHO DE SOM,0.0,0.0,0.0,-1.66,0.0,0.0,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,-1.79,-1.12,-1.04
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,-2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.28
 COMPUTADOR PESSOAL,-4.89,1.11,-3.77,-2.63,-3.32,-1.49,-3.44,-0.73,-0.87,-3.81,0.58,-3.13,0.54,-0.66,-2.88,-1.33,-2.63
 CONSERTOS E MANUTENÇÃO,1.56,1.58,0.93,0.3,1.41,0.67,0.46,1.43,-0.04,1.01,1.62,1.39,-0.36,-1.26,0.95,-0.4,1.11
 CONSERTOS E MANUTENÇÃO,1.56,1.58,0.93,0.3,1.41,0.67,0.46,1.43,-0.04,1.01,1.62,1.39,-0.36,-1.26,0.95,-0.4,1.11
 CONSERTO DE REFRIGERADOR,0.0,1.86,0.0,-0.22,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.13,0.0,1.0
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72
 REFORMA DE ESTOFADO,1.85,1.61,1.94,1.07,0.66,1.21,0.0,3.2,-0.65,0.0,0.0,0.14,1.0,-2.51,0.0,1.59,1.07
 CONSERTO DE APARELHO CELULAR,0.0,0.92,0.54,0.59,1.78,1.59,0.25,-0.14,-1.24,0.41,-0.21,1.15,0.76,-2.64,0.82,0.14,0.59
 CONSERTO DE BICICLETA,1.51,3.21,0.83,-0.24,1.5,-0.41,-0.03,1.73,0.91,1.16,3.14,1.54,-1.58,-0.52,-0.3,-2.46,1.28
 VESTUÁRIO,0.35,0.32,0.03,0.57,0.51,2.21,1.05,1.68,1.14,-0.7,1.5,0.33,1.82,0.99,0.91,1.02,0.58
 ROUPAS,-0.26,0.46,-0.23,0.01,0.36,2.54,0.73,2.08,0.69,-0.46,1.13,0.26,1.62,0.6,1.08,0.98,0.43
 ROUPA MASCULINA,0.1,0.36,-0.7,1.65,0.4,2.59,1.04,2.01,1.27,0.03,1.48,2.29,0.52,0.75,2.25,0.06,0.65
 CALÇA COMPRIDA MASCULINA,0.22,-1.83,-1.34,1.63,2.29,3.74,1.01,-2.09,1.31,1.71,-0.54,0.1,1.52,1.77,-0.03,0.38,0.87
 AGASALHO MASCULINO,0.0,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.59,0.0,0.0,0.0,0.0,0.0,0.0,1.95
 BERMUDA/SHORT MASCULINO,1.42,1.67,-1.51,0.72,2.07,0.93,0.04,0.81,0.06,0.07,0.76,2.02,1.05,0.25,1.41,-0.11,0.78
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,1.89,0.0,1.34
 CAMISA/CAMISETA MASCULINA,-0.33,0.47,-0.12,2.05,-0.88,2.32,1.51,4.0,1.87,-0.83,2.99,3.37,-0.27,0.03,3.84,0.0,0.45
 ROUPA FEMININA,-0.72,0.49,-0.36,-1.33,0.68,2.47,0.52,2.09,0.78,-0.16,1.36,-0.91,2.06,1.03,0.51,1.66,0.41
 CALÇA COMPRIDA FEMININA,1.34,0.46,-0.97,3.24,-0.3,2.82,0.73,2.3,2.18,-1.94,3.83,-1.19,2.48,3.2,-0.41,3.99,0.47
 AGASALHO FEMININO,0.0,4.09,4.05,0.0,0.0,0.0,0.0,0.0,0.0,3.01,0.0,0.0,3.44,0.0,0.0,0.0,3.86
 SAIA,0.0,0.0,0.0,-0.36,0.0,0.0,-2.43,0.0,0.0,0.0,0.0,0.0,0.0,1.56,-1.35,1.97,-0.91
 VESTIDO,-0.72,1.84,-1.82,-3.47,2.05,1.86,0.21,0.28,-1.93,3.18,0.71,-0.89,0.11,0.39,3.2,3.98,0.59
 BLUSA,-1.63,-0.52,0.51,-3.57,0.88,2.67,1.33,3.97,1.8,-0.59,-0.12,-0.48,2.44,0.84,1.69,0.01,0.35
 LINGERIE,0.0,-2.25,-1.42,-1.05,-0.69,0.0,1.55,0.19,2.72,-0.99,0.68,0.0,3.11,-0.35,-3.09,-0.26,-0.37
 BERMUDA/SHORT FEMININO,-1.18,0.0,0.4,1.56,0.0,0.0,-0.97,0.63,0.16,-0.75,1.82,-2.51,1.93,-0.38,-1.29,0.45,-0.01
 ROUPA INFANTIL,0.17,0.61,0.94,0.08,-0.38,2.64,0.5,2.22,-0.7,-1.86,0.02,-0.61,2.6,-0.79,-0.4,1.36,0.05
 UNIFORME ESCOLAR,0.0,0.0,1.25,-0.06,0.53,1.55,-1.2,3.29,0.0,1.22,1.75,2.52,0.0,0.0,-1.6,0.59,0.74
 CALÇA COMPRIDA INFANTIL,0.0,1.06,3.17,0.0,1.25,3.99,0.0,0.0,1.46,-3.28,2.56,0.0,0.71,-0.02,-2.56,0.0,1.08
 AGASALHO INFANTIL,0.0,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66
 VESTIDO INFANTIL,3.97,-1.72,2.18,-1.19,0.0,2.2,2.14,3.08,-0.02,0.0,-0.13,-0.21,1.41,1.91,-2.31,0.18,0.75
 BERMUDA/SHORT INFANTIL,-3.63,0.0,0.0,1.28,-0.26,0.0,3.76,0.0,1.01,0.0,0.0,0.45,1.91,-2.71,-0.39,1.91,-0.29
 CAMISA/CAMISETA INFANTIL,0.26,-0.93,-0.84,2.93,-0.85,3.92,0.6,2.12,-1.46,-2.82,-0.58,-2.66,3.36,-1.06,3.14,3.14,-0.45
 CONJUNTO INFANTIL,2.29,2.0,0.6,-2.84,-1.62,1.31,-0.34,2.41,-2.83,-2.83,-2.69,-0.15,3.79,-1.77,-0.1,0.72,-0.66
 CALÇADOS E ACESSÓRIOS,1.99,0.07,0.54,1.4,1.09,1.37,2.24,1.35,2.54,-1.78,2.97,1.02,3.22,1.71,0.89,1.21,1.05
 CALÇADOS E ACESSÓRIOS,1.99,0.07,0.54,1.4,1.09,1.37,2.24,1.35,2.54,-1.78,2.97,1.02,3.22,1.71,0.89,1.21,1.05
 SAPATO MASCULINO,1.34,-1.35,0.67,3.66,2.54,3.99,1.0,-0.3,3.37,-0.42,3.69,3.37,3.04,2.71,3.22,0.52,1.69
 SAPATO FEMININO,3.72,0.92,0.93,3.54,3.24,-0.2,3.85,-0.29,2.9,-2.72,2.03,2.75,3.02,-1.31,0.72,1.52,1.82
 SAPATO INFANTIL,0.0,0.0,0.0,3.14,0.0,0.0,1.89,0.0,3.48,2.56,3.43,0.0,1.72,2.79,0.14,1.46,2.68
 BOLSA,3.7,0.31,0.94,3.88,0.0,-2.45,3.1,3.45,-0.2,1.79,3.2,0.0,3.82,2.62,2.65,3.39,1.93
 MOCHILA,0.0,0.0,0.0,3.16,0.0,0.0,0.79,1.03,0.0,0.0,0.0,0.0,0.0,-0.53,0.55,0.0,1.39
 TÊNIS,0.7,-0.14,-0.28,-1.78,-0.36,3.01,2.56,1.36,3.27,-3.19,3.82,0.26,3.73,3.69,0.33,1.83,0.09
 SANDÁLIA/CHINELO,2.07,0.52,1.57,-0.37,1.78,1.19,1.28,2.26,1.26,0.74,1.58,-0.89,2.95,2.11,0.3,-0.29,1.28
 JOIAS E BIJUTERIAS,-0.44,-0.41,0.86,3.03,-0.48,2.56,-1.54,-1.8,0.08,1.88,0.23,-2.41,-0.2,2.6,-1.59,0.62,0.22
 JOIAS E BIJUTERIAS,-0.44,-0.41,0.86,3.03,-0.48,2.56,-1.54,-1.8,0.08,1.88,0.23,-2.41,-0.2,2.6,-1.59,0.62,0.22
 BIJUTERIA,0.0,0.0,2.44,0.0,0.0,0.22,0.0,0.0,-0.74,0.0,0.0,0.0,0.0,0.0,0.0,2.62,1.02
 JOIA,-1.57,-1.4,0.2,3.62,0.25,3.45,-2.61,-2.81,0.0,2.14,-0.08,-2.29,-0.2,3.14,-2.48,-0.95,0.08
 RELÓGIO DE PULSO,1.79,2.13,0.0,2.24,-2.65,0.0,1.44,0.3,0.86,1.11,1.67,-2.68,0.0,2.28,1.02,1.05,0.34
 TECIDOS E ARMARINHO,0.52,1.05,0.95,0.14,1.0,-0.24,1.52,-0.26,-0.51,0.95,0.2,0.29,0.45,2.1,2.37,1.29,0.64
 TECIDOS E ARMARINHO,0.52,1.05,0.95,0.14,1.0,-0.24,1.52,-0.26,-0.51,0.95,0.2,0.29,0.45,2.1,2.37,1.29,0.64
 TECIDO,0.52,0.59,0.68,0.14,1.48,-0.24,1.52,-0.26,-0.51,1.53,0.23,0.43,0.45,2.1,2.37,1.29,0.68
 ARTIGOS DE ARMARINHO,0.0,1.91,1.44,0.0,-0.07,0.0,0.0,0.0,0.0,0.03,0.14,0.05,0.0,0.0,0.0,0.0,0.45
 TRANSPORTES,-4.36,-3.9,-5.71,-3.36,-3.58,-6.45,-4.09,-3.21,-5.26,-4.91,-7.88,-4.09,-5.84,-4.07,-2.53,-5.24,-4.51
 TRANSPORTES,-4.36,-3.9,-5.71,-3.36,-3.58,-6.45,-4.09,-3.21,-5.26,-4.91,-7.88,-4.09,-5.84,-4.07,-2.53,-5.24,-4.51
 TRANSPORTE PÚBLICO,0.6,2.65,2.88,1.63,1.55,4.78,2.71,1.43,2.66,2.96,1.34,3.26,1.72,-3.56,0.61,1.02,1.94
 ÔNIBUS URBANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
 TÁXI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TREM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÔNIBUS INTERMUNICIPAL,0.0,0.0,-0.82,0.07,0.0,0.0,2.24,0.0,2.23,0.0,9.58,-0.96,-1.55,0.0,2.5,0.0,0.54
 ÔNIBUS INTERESTADUAL,2.94,0.0,3.99,0.25,1.43,4.59,5.26,1.58,6.98,3.34,0.65,1.98,3.42,2.22,0.4,1.4,2.97
 PASSAGEM AÉREA,3.12,12.44,18.56,9.79,6.45,10.97,9.05,8.55,5.07,7.72,4.33,12.42,12.95,-9.31,4.29,6.32,8.02
 METRÔ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TRANSPORTE ESCOLAR,0.0,1.67,1.32,0.0,1.41,2.11,0.0,0.0,0.0,1.25,0.0,0.0,3.48,0.0,0.0,0.0,1.22
