"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - AGOSTO DE 2018",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ERVILHA EM CONSERVA,0.19,-1.1,0.0,0.0,0.0,5.37,0.0,0.0,0.1,0.0,0.0,0.0,0.16,0.0,0.0,-2.9,-0.22
 PALMITO EM CONSERVA,-0.31,0.0,-0.66,0.0,-0.42,0.0,0.0,0.0,0.0,1.71,-2.86,0.74,0.0,0.0,0.0,0.0,-0.18
 PEPINO EM CONSERVA,0.0,-0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,-0.14,0.0,0.0,0.0,-0.45
 SARDINHA EM CONSERVA,0.52,0.93,0.74,1.44,2.56,0.0,2.09,3.45,0.21,0.56,2.66,0.77,0.7,2.14,0.28,1.29,1.55
 SALSICHA EM CONSERVA,0.0,0.0,0.0,-0.31,0.0,-0.84,-3.14,1.17,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-0.04,-1.32
 CARNE EM CONSERVA,0.0,0.0,0.0,0.32,0.0,0.0,-3.43,-0.83,0.0,0.0,0.0,0.0,0.0,1.27,1.13,0.92,-1.07
 PATÊ,4.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06
 SOPA DESIDRATADA,0.0,-0.97,1.2,0.0,2.0,1.95,0.0,0.0,0.0,0.0,-0.5,0.16,0.0,1.03,0.0,0.0,1.15
 AZEITONA,0.58,0.0,-1.65,0.24,0.06,1.12,-0.09,0.0,1.61,0.05,1.01,0.55,-0.66,0.0,0.0,0.0,-0.05
 MILHO-VERDE EM CONSERVA,-1.99,-0.4,-5.33,-1.84,1.12,2.37,1.91,-1.04,0.08,1.6,0.16,1.75,-0.8,0.5,1.8,-3.0,-0.43
 ATUM EM CONSERVA,-2.11,-1.29,-2.27,0.0,1.49,0.71,0.0,1.92,1.73,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.3
 SAL E CONDIMENTOS,-2.62,0.14,-1.85,1.3,1.73,0.89,-1.39,-1.01,-0.4,1.36,0.33,-1.15,-0.89,1.09,-1.66,0.02,0.13
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07
 ATOMATADO,-0.1,-0.61,-0.77,2.49,5.4,1.9,-0.9,-0.12,-0.12,2.88,2.19,0.64,1.73,0.71,-0.82,0.33,2.27
 ALHO,-5.45,0.0,-2.46,2.29,-3.48,-1.68,-2.93,-3.98,-3.89,0.67,-4.97,-4.22,-8.61,2.34,-3.52,-0.53,-3.3
 SAL,0.0,0.0,0.0,0.0,0.0,0.58,0.54,1.17,0.0,0.0,3.46,0.0,1.04,1.39,-0.94,0.0,1.18
 FERMENTO,0.0,-0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.15,0.0,1.17,0.0,0.0,0.0,0.0,-0.85
 MAIONESE,-1.27,1.0,-3.41,-2.73,0.97,4.3,0.01,2.08,0.0,2.22,1.14,0.86,3.35,-2.18,0.0,0.0,0.36
 VINAGRE,0.0,0.0,0.0,1.46,0.0,0.0,-6.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.43,0.76,-2.63
 CALDO CONCENTRADO,-2.47,0.95,-3.97,-0.62,3.25,1.82,0.0,-0.77,-0.28,0.0,0.0,1.19,0.0,0.0,0.0,0.81,0.32
 TEMPERO MISTO,0.0,1.06,-0.88,1.31,-0.58,0.98,1.34,1.44,2.09,-0.53,1.09,0.68,-0.12,0.5,-1.01,-1.3,0.18
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.14,-0.4,0.35,0.62,0.63,0.37,-0.3,0.16,-0.21,0.77,0.56,0.37,-0.32,1.18,-0.5,0.1,0.32
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.14,-0.4,0.35,0.62,0.63,0.37,-0.3,0.16,-0.21,0.77,0.56,0.37,-0.32,1.18,-0.5,0.1,0.32
 REFEIÇÃO,0.03,-0.87,0.39,-0.2,0.32,0.72,0.35,-0.09,0.17,1.08,1.45,-0.39,-0.17,0.31,-0.87,1.46,0.23
 LANCHE,0.72,-0.3,0.58,2.14,1.97,-0.49,-1.81,-0.03,0.78,0.6,-1.26,1.64,0.41,1.71,-0.01,-1.73,0.77
 CAFÉ DA MANHÃ,0.44,0.67,-0.95,-0.81,-0.41,-0.16,-0.16,0.0,2.65,0.0,0.0,0.93,0.0,0.15,0.0,3.11,0.1
 REFRIGERANTE E ÁGUA MINERAL,0.02,0.67,-0.75,-0.19,-1.7,0.87,2.34,0.07,-2.2,0.65,0.13,0.28,-0.53,1.06,0.34,-0.7,-0.48
 CAFEZINHO,-3.05,1.11,0.0,0.0,-1.45,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,-1.4
 CERVEJA,1.61,-0.3,0.28,1.45,0.94,-0.56,0.43,2.39,-2.92,-0.65,0.8,-0.42,-3.04,2.35,-0.84,-0.86,0.12
 OUTRAS BEBIDAS ALCOÓLICAS,-1.7,0.0,1.34,-1.26,0.0,0.49,-1.77,0.3,-0.57,0.0,0.0,0.43,0.0,0.0,0.0,0.53,-0.5
 DOCES,-0.53,3.66,-0.03,1.34,1.75,2.43,-0.04,1.29,0.85,0.07,0.27,3.53,0.44,2.13,0.58,1.55,1.07
 HABITAÇÃO,-0.33,0.1,1.11,0.26,0.68,-0.54,2.06,-0.56,0.03,0.39,1.22,2.28,-0.37,-0.35,-1.18,-0.24,0.44
 ENCARGOS E MANUTENÇÃO,0.66,0.23,0.69,0.04,0.5,0.08,0.71,0.35,-0.28,0.34,0.37,0.67,0.05,-0.25,0.53,0.11,0.42
 ALUGUEL E TAXAS,0.97,0.14,0.91,-0.11,0.22,0.01,0.25,0.2,-0.45,0.35,0.39,0.88,-0.18,-0.29,0.61,-0.09,0.36
 ALUGUEL RESIDENCIAL,0.84,-0.34,-0.18,-0.39,0.37,-0.44,0.0,0.11,-0.72,0.38,0.76,0.06,-0.34,-0.38,1.0,0.01,0.22
 CONDOMÍNIO,-0.85,1.1,-0.05,0.27,0.04,0.95,2.21,1.03,-0.62,1.07,-0.59,1.49,0.11,0.0,0.95,-0.4,0.03
 TAXA DE ÁGUA E ESGOTO,5.22,0.11,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.66,0.0,0.0,0.0,0.0,0.99
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.18,0.55,0.0,0.0,0.0,-1.68,0.0,-0.7
 REPAROS,-0.61,0.44,0.42,0.38,0.07,-0.04,0.83,0.01,-0.08,-0.1,0.3,0.21,-0.02,-0.43,0.1,0.16,0.09
 FERRAGENS,0.0,0.0,0.43,0.0,-0.42,0.0,0.0,0.91,0.0,0.12,2.16,-0.48,0.0,-0.73,0.0,0.0,0.16
 MATERIAL DE ELETRICIDADE,0.0,3.07,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,1.57
 MATERIAL DE PINTURA,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,2.62,-2.6,-1.73,0.0,0.0,1.45
 VIDRO,-2.62,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.52
 TINTA,0.5,0.8,1.03,2.88,0.19,0.28,1.71,-0.67,0.12,0.24,0.14,-1.24,0.99,-0.58,-2.61,0.6,0.48
 REVESTIMENTO DE PISO E PAREDE,-3.54,3.02,0.0,0.07,0.06,-3.52,2.86,3.81,-0.19,-1.51,-0.38,0.86,0.02,0.0,1.23,1.03,0.1
 CIMENTO,-2.39,-0.09,1.72,-0.59,0.23,0.32,1.79,1.43,-0.7,-1.96,-1.14,0.21,1.46,1.4,0.77,-1.83,-0.23
 TIJOLO,0.0,1.34,-0.03,0.26,1.32,1.02,0.15,-0.77,0.44,-0.44,1.78,2.56,0.0,0.0,-0.05,0.0,0.65
 MATERIAL HIDRÁULICO,0.0,0.0,1.14,0.0,-0.61,0.0,2.25,0.0,-2.84,1.28,0.0,-0.42,0.0,0.0,0.8,0.0,-0.02
 MÃO DE OBRA,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
 AREIA,-0.42,0.0,-0.23,0.0,0.0,0.0,0.0,3.02,-1.61,-1.61,1.01,0.73,0.0,0.0,1.76,0.0,-0.24
 TELHA,-4.79,0.0,0.87,0.0,0.0,0.0,1.12,-4.75,1.59,0.7,0.61,0.88,0.0,0.0,0.0,-0.04,-0.64
 ARTIGOS DE LIMPEZA,1.39,0.18,-0.04,0.78,4.3,1.26,1.98,1.95,0.46,1.62,0.42,0.75,1.73,0.01,1.26,1.25,1.93
 ÁGUA SANITÁRIA,-4.1,0.0,-0.17,-1.83,1.36,-0.8,2.11,-0.61,-4.11,2.36,0.0,0.0,0.0,-0.62,-3.31,0.8,-0.08
 DETERGENTE,-0.61,1.94,-2.4,1.32,2.52,1.55,0.01,0.04,3.01,1.52,0.14,-2.91,1.43,0.0,0.0,0.6,1.16
 SABÃO EM PÓ,4.35,0.09,2.21,1.71,8.77,2.39,4.23,2.62,1.66,3.66,1.38,2.13,2.83,1.53,4.11,2.51,4.33
 DESINFETANTE,-3.24,-2.4,-0.67,-0.93,0.0,-0.36,-1.41,-0.05,-1.78,1.17,0.93,0.69,0.98,-0.26,-1.82,0.0,-1.01
 INSETICIDA,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73
 SABÃO EM BARRA,-0.98,-0.91,-0.09,0.4,1.27,0.69,0.51,2.94,-1.65,-0.32,-1.85,0.45,1.37,-1.84,0.21,-0.15,0.19
 ESPONJA DE LIMPEZA,0.0,2.86,-1.05,3.71,-1.74,0.0,-3.79,2.75,0.0,2.77,-0.03,-1.38,1.94,-5.51,-1.68,0.0,-0.4
 AMACIANTE,-0.27,-0.06,-1.67,0.0,1.78,0.64,2.94,2.15,2.17,-0.86,0.51,2.28,0.4,1.43,0.0,0.27,0.73
 COMBUSTÍVEIS E ENERGIA,-2.2,-0.12,1.98,0.64,1.09,-2.15,3.41,-2.22,0.7,0.48,2.75,5.05,-1.0,-0.41,-3.23,-0.76,0.49
 COMBUSTÍVEIS (DOMÉSTICOS),0.2,0.4,-0.82,-3.87,-1.98,-2.29,1.07,-0.85,0.41,0.0,-0.65,1.25,-2.87,0.0,-2.35,-1.1,-0.85
 CARVÃO VEGETAL,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89
 GÁS DE BOTIJÃO,-0.42,0.24,-0.82,-3.87,-2.15,-2.29,1.07,-0.85,0.41,0.0,-0.65,1.25,-2.87,0.0,-2.35,-1.1,-0.98
 GÁS ENCANADO,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17
 ENERGIA ELÉTRICA RESIDENCIAL,-2.91,-0.28,3.01,2.93,2.02,-2.12,4.37,-3.07,0.87,0.63,4.24,6.23,-0.28,-0.56,-3.63,-0.59,0.96
 ENERGIA ELÉTRICA RESIDENCIAL,-2.91,-0.28,3.01,2.93,2.02,-2.12,4.37,-3.07,0.87,0.63,4.24,6.23,-0.28,-0.56,-3.63,-0.59,0.96
 ARTIGOS DE RESIDÊNCIA,0.78,0.54,0.8,0.49,0.53,0.09,0.23,0.06,1.5,0.15,0.52,0.16,-0.09,1.14,0.21,0.18,0.56
 MÓVEIS E UTENSÍLIOS,0.86,0.43,0.62,0.8,0.46,-0.29,-0.53,-0.31,1.57,0.4,0.87,-0.41,-0.55,1.0,0.49,0.56,0.49
 MOBILIÁRIO,0.27,-0.3,1.33,1.43,0.09,-0.14,-0.36,-0.51,0.97,0.39,-0.18,-0.64,-0.43,1.16,0.28,0.28,0.35
 MÓVEL PARA SALA,1.32,-1.0,1.98,1.41,-0.21,-0.25,-1.53,0.75,1.2,1.83,-0.61,0.6,-1.39,1.76,0.15,-0.89,0.64
 MÓVEL PARA QUARTO,-1.02,-0.11,0.44,1.45,-0.18,-0.17,0.16,-0.8,0.24,-0.08,1.53,-0.8,-0.1,1.76,-0.09,0.48,-0.06
 MÓVEL PARA COPA E COZINHA,-2.22,-0.16,0.48,2.01,0.64,-0.37,-0.56,-1.54,-0.78,-0.95,0.28,-2.45,0.31,0.47,1.13,2.91,-0.04
 MÓVEL INFANTIL,0.0,0.0,0.0,2.07,0.0,0.0,-0.38,-1.4,0.0,0.0,-1.13,0.0,0.0,-1.02,0.0,-0.37,-0.39
 COLCHÃO,1.52,1.76,2.07,0.66,1.43,0.97,0.5,-1.43,3.52,-0.11,-2.31,-3.38,1.26,0.12,0.51,1.09,1.16
 UTENSÍLIOS E ENFEITES,1.94,0.62,-0.73,1.72,0.81,-0.63,0.22,0.22,3.09,-0.2,0.56,0.61,-1.36,1.01,0.09,0.33,0.57
 TAPETE,0.87,0.81,-2.15,3.38,-0.05,0.93,-0.26,0.0,0.82,3.18,1.76,0.09,0.83,-0.17,1.56,0.0,-0.34
 CORTINA,1.21,0.5,2.59,0.86,-2.67,-5.31,-0.02,-2.99,1.22,-0.38,-0.63,0.92,-1.04,-1.09,-0.37,1.47,-0.36
 UTENSÍLIOS DE METAL,1.49,0.54,-1.77,1.81,-2.75,-0.7,2.34,-0.88,5.57,0.19,2.23,1.39,-2.87,3.34,-1.13,-0.88,-0.26
 UTENSÍLIOS DE VIDRO E LOUÇA,3.0,-0.02,0.73,-1.51,-1.07,2.63,-0.66,3.33,-0.16,-0.43,-0.61,0.55,0.41,-1.02,-1.2,0.9,-0.01
 UTENSÍLIOS DE PLÁSTICO,-1.44,-0.98,0.0,0.84,2.69,1.59,-2.16,2.98,4.65,-2.76,-2.52,2.13,-0.48,3.73,-3.29,-0.21,0.89
 FLORES NATURAIS,0.0,0.08,0.0,0.0,2.84,0.0,0.0,0.0,0.21,1.36,0.0,0.0,1.77,0.0,0.0,0.0,1.96
 UTENSÍLIOS DIVERSOS,3.0,1.29,-1.25,3.48,5.62,-0.39,0.28,-1.0,4.02,-2.01,1.2,-0.11,-3.0,-0.28,1.62,0.75,2.06
" CAMA, MESA E BANHO",2.41,2.49,0.36,-2.35,1.37,-0.38,-1.71,-0.02,1.7,1.59,4.91,-1.13,0.16,0.51,1.98,2.54,0.97
 ROUPA DE CAMA,2.67,2.48,0.33,-2.26,0.74,-0.38,-1.88,0.73,1.83,2.41,4.91,-2.77,1.67,1.16,2.98,3.12,0.96
 ROUPA DE BANHO,1.76,2.49,0.45,-2.59,2.53,0.0,-0.87,-1.55,1.22,-0.85,0.0,3.21,-3.97,-1.23,-0.71,1.35,0.99
 APARELHOS ELETROELETRÔNICOS,0.78,0.45,1.15,0.16,1.17,0.62,0.97,0.51,1.51,-0.03,0.21,1.3,0.51,1.06,-0.03,-0.31,0.81
 ELETRODOMÉSTICOS E EQUIPAMENTOS,1.32,0.56,2.36,0.51,1.85,1.41,1.61,1.12,1.85,0.21,0.24,1.8,1.22,1.97,0.7,-0.01,1.35
 REFRIGERADOR,1.63,-0.09,3.62,1.48,2.88,1.15,2.42,1.3,1.58,-0.59,0.34,2.78,2.14,2.15,2.11,0.24,1.82
 AR-CONDICIONADO,1.55,1.92,0.0,-2.04,0.0,0.0,-0.22,0.0,0.0,-0.3,0.0,-0.57,-2.11,2.0,-1.22,-1.09,0.42
 MÁQUINA DE LAVAR ROUPA,1.68,0.39,4.37,-1.07,1.4,4.17,2.21,1.4,2.35,0.42,-1.26,0.45,1.87,3.69,0.49,0.59,1.52
 LIQUIDIFICADOR,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,-2.04,0.0,0.0,1.25
 VENTILADOR,-2.59,0.0,0.0,-0.84,0.0,0.0,1.17,-0.97,0.0,0.0,0.0,0.0,-2.14,2.52,-1.1,2.18,-0.88
 FOGÃO,1.64,0.33,-2.46,0.88,1.0,-2.14,0.32,1.39,2.14,0.29,0.24,1.62,1.1,1.43,-1.01,-1.45,0.44
 CHUVEIRO ELÉTRICO,0.0,0.93,0.0,0.0,-0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37
 FORNO DE MICRO-ONDAS,0.0,2.5,2.51,0.0,1.87,0.0,0.0,0.0,0.0,3.62,4.06,0.0,0.0,0.0,0.0,0.0,2.46
" TV, SOM E INFORMÁTICA",0.02,0.24,-0.59,-0.39,0.11,-0.46,-0.42,-0.35,1.02,-0.52,0.16,0.53,-0.79,-0.56,-1.35,-0.81,-0.08
 TELEVISOR,-0.96,2.41,-1.87,0.55,0.19,-0.13,0.27,-0.54,1.87,-0.32,-0.68,-0.76,-1.28,1.45,-0.43,-0.07,-0.04
 APARELHO DE SOM,-0.87,-1.55,1.22,-0.49,-0.7,0.6,-0.6,-2.03,-0.82,0.76,0.69,-1.39,-2.15,-2.02,1.27,0.41,-0.56
 APARELHO DE DVD,-1.54,-0.89,1.84,-1.97,-0.47,2.06,-0.32,-0.31,-1.86,1.51,-0.81,-0.47,-0.3,1.72,-3.0,-0.15,-0.39
 ANTENA,0.0,0.0,0.0,-0.39,0.0,0.0,-0.42,-0.35,0.0,0.0,0.86,0.0,0.0,1.77,0.0,-0.42,0.01
 MICROCOMPUTADOR,1.18,-0.2,-0.73,-0.35,0.32,-1.08,-0.95,0.48,1.66,-1.19,0.57,1.9,-0.34,-2.44,-2.17,-2.17,0.08
 CONSERTOS E MANUTENÇÃO,0.41,1.4,0.83,0.12,-1.37,0.43,0.41,-0.05,0.83,-0.38,0.17,-0.59,-0.37,2.93,-0.4,-0.49,-0.14
 CONSERTOS E MANUTENÇÃO,0.41,1.4,0.83,0.12,-1.37,0.43,0.41,-0.05,0.83,-0.38,0.17,-0.59,-0.37,2.93,-0.4,-0.49,-0.14
 CONSERTO DE REFRIGERADOR,-0.36,1.78,0.31,-0.59,-1.17,0.68,-0.37,0.0,-0.38,-2.05,-2.58,-2.0,-2.87,0.32,2.84,1.18,-0.43
 CONSERTO DE TELEVISOR,0.0,3.24,2.25,0.94,-0.1,1.1,2.18,1.49,2.23,0.0,0.4,0.26,0.0,3.37,0.95,-2.93,1.11
 CONSERTO DE APARELHO DE SOM,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,-0.06,0.0,0.0,0.0,0.0,5.39,2.11,0.0,1.09
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,4.56,0.67,0.0,0.6,-2.19,0.65,0.0,0.0,0.0,-2.33,0.0,0.0,3.01,0.0,0.0,0.0,-0.65
 REFORMA DE ESTOFADO,-0.24,-1.21,-0.14,0.0,-1.42,-0.52,-0.23,-0.84,1.08,1.04,1.01,0.0,-1.31,4.45,-4.95,-0.22,-0.43
 MANUTENÇÃO DE MICROCOMPUTADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.86,3.54,0.0,0.0,0.25,1.23
 VESTUÁRIO,0.1,-0.59,-0.17,-0.51,0.35,1.38,-0.48,-0.39,0.92,0.72,1.67,0.04,-0.27,0.15,0.07,0.72,0.19
 ROUPAS,0.1,-0.91,-0.19,-1.11,0.24,1.47,-0.57,-0.71,1.08,1.25,2.23,-0.16,0.03,-0.01,-0.11,0.41,0.16
 ROUPA MASCULINA,1.62,-1.78,-0.51,-1.15,-0.51,0.74,-0.23,-0.53,0.21,1.4,2.81,-1.25,0.72,-1.03,-1.97,1.16,-0.11
 CALÇA COMPRIDA MASCULINA,1.96,-2.82,0.09,-2.89,-1.19,1.09,-2.19,-1.19,2.65,1.62,2.52,0.5,3.95,-0.38,-1.83,2.27,-0.21
 TERNO,0.98,2.82,1.92,3.25,0.0,0.0,0.0,0.0,0.0,-2.59,3.85,0.16,0.0,0.0,0.0,0.0,0.88
 AGASALHO MASCULINO,0.0,-2.99,-2.92,0.0,-2.11,-0.02,0.0,0.0,0.0,-0.94,0.0,-2.9,-1.16,0.0,0.0,0.0,-2.11
 SHORT E BERMUDA MASCULINA,0.7,3.1,-1.99,-2.46,1.51,2.17,0.8,1.41,0.5,-2.33,3.09,-0.2,-2.69,1.31,0.06,3.14,0.45
 CUECA,0.0,-2.17,0.0,0.24,0.0,0.0,-1.61,1.37,-0.17,0.0,0.0,0.0,0.0,0.38,-2.66,0.0,-1.01
 CAMISA / CAMISETA MASCULINA,2.04,-1.93,-0.79,-0.17,-0.33,0.27,0.62,-1.42,-1.37,3.42,2.87,-2.76,-1.0,-2.71,-2.96,-0.47,-0.06
 ROUPA FEMININA,-0.68,-0.49,-0.27,-0.99,1.21,1.78,-0.38,-1.39,2.6,1.42,1.87,0.69,-0.49,1.18,1.09,-0.4,0.51
 CALÇA COMPRIDA FEMININA,-0.89,-0.5,-0.15,0.09,-0.33,2.39,-1.82,-1.75,2.07,1.95,2.47,1.4,1.28,0.6,1.7,-2.45,0.15
 AGASALHO FEMININO,0.0,-3.81,-2.64,0.0,-2.78,0.0,0.0,0.0,0.0,-2.98,0.0,0.0,-2.38,0.0,0.0,0.0,-3.14
 SAIA,0.0,0.0,0.0,-1.76,0.0,0.0,-2.48,0.47,2.18,0.0,2.45,2.48,0.0,2.02,1.76,2.42,0.39
 VESTIDO,-1.97,0.12,2.89,0.56,-0.6,2.21,-2.05,-0.29,2.8,1.41,3.81,-0.27,-1.17,-2.69,0.72,-1.76,0.39
 BLUSA,-0.27,0.99,-2.05,-2.26,3.52,1.34,1.14,-2.93,3.07,2.3,0.42,0.2,-1.01,2.79,0.84,1.46,1.14
 LINGERIE,1.69,-1.5,0.19,-2.59,1.51,0.98,1.07,-0.05,1.38,-0.53,0.34,2.05,-0.32,1.33,-1.15,-0.4,0.51
 BERMUDA E SHORT FEMININO,-1.24,0.68,0.59,0.31,0.0,0.08,-0.3,2.41,3.01,2.73,2.11,2.59,-2.16,1.51,2.35,-0.16,1.01
 ROUPA INFANTIL,-0.83,-0.25,0.61,-1.36,-0.54,2.45,-1.68,1.26,-0.88,0.56,2.07,-0.08,-0.14,-0.43,0.64,0.91,-0.14
 UNIFORME ESCOLAR,0.62,0.0,0.0,0.0,0.07,0.0,0.24,0.0,-0.12,-1.0,0.0,0.0,0.0,0.23,-2.37,0.0,-0.12
 CALÇA COMPRIDA INFANTIL,-1.18,-0.68,-0.54,-1.51,1.83,1.1,-3.23,2.64,-0.51,-1.07,1.62,-2.64,-2.56,0.22,2.05,2.65,0.07
 AGASALHO INFANTIL,0.0,-3.04,-2.76,0.0,-2.78,3.32,0.0,0.0,0.0,-1.61,0.0,-2.32,1.08,0.0,0.0,0.0,-2.24
 VESTIDO INFANTIL,-2.07,0.0,0.98,-1.87,2.92,2.77,1.2,-2.01,2.23,1.82,3.32,-1.04,-1.09,-0.37,0.35,2.72,1.23
 BERMUDA E SHORT INFANTIL,-0.38,1.01,3.24,1.2,-1.41,1.38,-1.93,3.39,-0.12,1.31,2.02,0.4,-0.56,3.51,3.76,2.94,0.64
 CAMISA / CAMISETA INFANTIL,-0.91,0.73,-0.34,-2.39,-1.49,3.46,-2.78,2.51,-2.64,1.47,2.36,1.91,1.21,-2.81,1.15,0.22,-0.44
 CONJUNTO INFANTIL,0.0,0.0,3.28,-1.01,-2.91,1.87,-0.94,-1.33,0.0,0.0,-0.65,-3.0,0.0,0.04,-2.67,-2.47,-0.97
 CALÇADOS E ACESSÓRIOS,-0.24,-0.24,-0.48,0.5,0.37,1.02,-0.64,0.41,0.39,-0.51,0.97,0.8,-1.18,0.94,0.26,1.37,0.06
 CALÇADOS E ACESSÓRIOS,-0.24,-0.24,-0.48,0.5,0.37,1.02,-0.64,0.41,0.39,-0.51,0.97,0.8,-1.18,0.94,0.26,1.37,0.06
 SAPATO MASCULINO,3.5,-2.86,1.87,0.7,0.78,3.06,0.31,0.5,-0.29,-1.68,2.7,-1.38,-2.23,-2.59,-1.83,2.98,0.28
 SAPATO FEMININO,0.76,-0.35,-2.18,-0.32,3.34,2.44,1.81,-0.58,0.95,0.88,0.82,3.03,-2.0,1.96,-2.38,2.96,1.04
 SAPATO INFANTIL,0.0,0.0,0.0,2.23,0.0,0.0,-2.04,0.0,-0.1,0.0,0.0,0.0,0.0,-2.41,0.0,0.61,-0.05
 SANDÁLIA / CHINELO MASCULINO,0.0,0.0,0.0,-1.85,0.0,0.0,-1.03,0.0,1.69,0.0,0.0,0.0,0.0,-2.44,2.1,1.61,-0.31
 SANDÁLIA / CHINELO FEMININO,-0.9,1.39,0.49,1.18,1.79,1.71,-1.76,-0.45,2.29,0.0,1.2,1.56,1.94,-0.18,-2.15,0.81,0.79
 SANDÁLIA / CHINELO INFANTIL,0.0,0.0,0.0,0.56,0.0,-0.94,-0.75,0.6,-1.92,0.0,0.0,-2.78,2.26,2.86,2.24,2.75,-0.1
 BOLSA,-2.05,-2.16,1.88,-0.97,-1.92,-1.06,-0.64,0.44,0.38,-2.75,-1.04,-0.01,-1.58,3.79,3.59,3.33,-1.09
 TÊNIS,-0.47,0.39,-1.36,1.17,-1.23,0.45,-0.72,2.05,-1.36,-0.3,0.86,0.53,-2.06,3.1,2.0,-1.28,-0.52
 JOIAS E BIJUTERIAS,1.84,0.2,1.45,1.3,1.53,2.06,0.48,0.62,1.78,0.98,-0.16,-1.39,1.86,-0.72,0.97,1.62,1.11
 JOIAS E BIJUTERIAS,1.84,0.2,1.45,1.3,1.53,2.06,0.48,0.62,1.78,0.98,-0.16,-1.39,1.86,-0.72,0.97,1.62,1.11
 BIJUTERIA,0.2,1.91,1.66,1.83,1.48,0.75,1.33,1.45,2.28,2.21,0.18,-0.96,2.6,1.14,0.89,1.49,1.49
 JOIA,2.69,-0.81,1.3,1.8,1.56,2.73,0.32,0.0,1.21,0.31,-0.42,-1.63,1.3,-1.23,0.71,0.0,0.94
 RELÓGIO DE PULSO,0.0,0.0,0.0,-0.41,0.0,0.0,-1.28,-0.29,0.0,0.0,0.0,0.0,0.0,-0.88,1.47,1.99,-0.31
 TECIDOS E ARMARINHO,0.47,1.51,0.96,-0.5,0.45,0.77,-0.44,-0.21,-0.38,1.42,0.17,1.37,-0.82,0.64,0.74,1.78,0.52
 TECIDOS E ARMARINHO,0.47,1.51,0.96,-0.5,0.45,0.77,-0.44,-0.21,-0.38,1.42,0.17,1.37,-0.82,0.64,0.74,1.78,0.52
 TECIDO,0.4,1.26,0.87,-0.5,-0.06,0.93,0.15,0.08,-0.31,1.02,0.87,0.4,-1.49,0.76,0.74,1.38,0.37
 ARTIGOS DE ARMARINHO,0.0,3.0,1.12,0.0,0.78,0.54,-1.29,0.0,0.0,2.5,-1.85,3.09,0.38,0.0,0.0,0.0,1.04
 ACORTINADO (MOSQUITEIRO),0.63,-0.82,0.0,0.0,0.78,0.0,0.0,-0.92,-0.71,0.0,0.0,0.0,0.0,0.0,0.0,2.97,0.38
 TRANSPORTES,-1.47,-1.46,-0.87,-1.1,-1.03,-3.44,-0.82,-1.37,-0.91,-1.74,-0.57,-2.02,-0.92,0.0,-1.39,0.03,-1.22
 TRANSPORTES,-1.47,-1.46,-0.87,-1.1,-1.03,-3.44,-0.82,-1.37,-0.91,-1.74,-0.57,-2.02,-0.92,0.0,-1.39,0.03,-1.22
