"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - OUTUBRO DE 2018",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 CALDO CONCENTRADO,2.04,-1.04,1.54,1.82,-1.78,-0.23,       -,-0.18,-0.58,       -,       -,0.49,       -,       -,       -,-0.79,-0.31
 TEMPERO MISTO,       -,0.35,-0.59,-4.13,1.63,0.94,-1.24,0.4,-6.84,1.51,2.16,-0.25,1.48,-1.89,-2.7,1.42,0.01
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.6,0.59,0.63,-0.3,0.2,-0.06,-0.25,-0.64,0.03,-0.35,-1.15,0.21,0.79,1.63,0.74,0.22,0.02
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.6,0.59,0.63,-0.3,0.2,-0.06,-0.25,-0.64,0.03,-0.35,-1.15,0.21,0.79,1.63,0.74,0.22,0.02
 REFEIÇÃO,-0.86,0.73,2.78,-0.04,-0.19,0.95,0.63,-0.66,-0.01,-0.79,-0.63,0.1,0.41,1.9,1.16,-0.12,0.01
 LANCHE,-0.16,0.85,-0.82,-1.97,0.32,-2.29,-0.79,-1.35,0.27,-0.32,-1.87,0.12,1.48,2.03,0.26,0.29,-0.25
 CAFÉ DA MANHÃ,0.66,0.14,1.55,-0.79,-0.04,0.01,-4.65,       -,-1.33,       -,       -,1.33,       -,1.5,       -,-2.16,-0.12
 REFRIGERANTE E ÁGUA MINERAL,-0.31,1.17,-0.91,0.95,0.76,0.37,-2.41,-0.7,3.87,0.31,-0.76,0.05,0.4,1.38,0.26,3.46,0.39
 CAFEZINHO,-0.97,-6.58,       -,       -,3.54,       -,       -,       -,       -,       -,-2.72,       -,       -,       -,       -,       -,0.78
 CERVEJA,0.75,-0.04,-3.99,1.26,1.65,-1.32,-0.89,1.56,-1.21,1.04,-0.85,1.8,1.93,-1.13,0.63,1.15,0.18
 OUTRAS BEBIDAS ALCOÓLICAS,-1.17,       -,2.83,1.18,       -,0.69,1.57,-1.25,-2.42,       -,       -,1.99,       -,       -,       -,-0.52,0.26
 DOCES,1.14,0.41,0.37,0.78,1.71,-1.34,3.68,2.62,1.41,2.14,-4.49,-0.91,-1.11,2.07,0.53,-1.65,1.03
 HABITAÇÃO,-0.06,0.26,-0.32,-0.85,-0.09,0.25,1.19,1.46,-0.14,1.18,0.41,0.99,0.02,0.8,0.24,0.1,0.14
 ENCARGOS E MANUTENÇÃO,0.21,0.62,0.37,-0.29,-0.11,0.07,0.46,0.25,0.1,0.24,0.36,0.57,-0.15,-0.1,0.27,0.74,0.15
 ALUGUEL E TAXAS,0.24,0.65,0.26,-0.65,-0.08,-0.11,0.29,0,0.1,0.34,0.48,0.29,-0.25,0.08,-0.33,0.25,0.11
 ALUGUEL RESIDENCIAL,-0.17,1.4,0.14,-0.87,-0.08,-0.21,0,-0.01,0.16,0.07,0.93,0.3,-0.26,0.08,-0.72,0.78,0.04
 CONDOMÍNIO,1.06,0.1,1.15,-0.71,-0.16,-0.02,1.63,0,0.13,1.76,0.1,0.61,-1,0.36,-0.15,-0.33,0.34
 TAXA DE ÁGUA E ESGOTO,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0.01
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.38,-0.07,       -,-0.36,       -,1.32,       -,0.3
 REPAROS,0.04,0.83,0.56,0.17,-0.29,0.21,0.55,0.34,0.21,0.32,-0.2,0.73,0.42,0.58,-0.09,0.72,0.19
 FERRAGENS,       -,       -,2.78,       -,-0.54,       -,       -,0.9,       -,1.15,3.11,2.35,       -,0.25,       -,       -,0.91
 MATERIAL DE ELETRICIDADE,       -,-0.4,       -,       -,       -,       -,0.73,       -,       -,0.26,       -,       -,       -,       -,       -,       -,0.17
 MATERIAL DE PINTURA,       -,       -,-0.69,       -,       -,       -,       -,       -,-0.92,       -,       -,-0.76,2,-0.35,       -,       -,-0.53
 VIDRO,-2.63,       -,2.98,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.22
 TINTA,2.46,2.61,3.97,1.78,0.12,-0.05,1.61,-1.02,0.41,2.09,1.54,1.82,0.87,2.6,2.19,1.5,1.69
 REVESTIMENTO DE PISO E PAREDE,-2.6,2.53,0.88,-1.63,-2.56,-1.97,-0.28,-0.02,-1.28,-0.32,-4.28,2.41,-1.32,       -,-1.33,1.51,-1.16
 CIMENTO,-0.62,1.55,-1.01,-0.03,-3.37,1.81,0.95,2.19,1.41,-0.52,-2.25,0.73,0.95,2.13,-2.01,1.27,-0.79
 TIJOLO,       -,0.22,0.18,-0.34,0.45,0.29,3.17,0.19,1.92,1.31,-1.52,0.57,       -,       -,-0.07,       -,0.54
 MATERIAL HIDRÁULICO,       -,       -,-1.02,       -,-1.46,       -,-1.67,       -,2.84,0.29,       -,0.08,       -,       -,-1.24,       -,-0.77
 MÃO DE OBRA,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
 AREIA,-2.15,       -,0.05,       -,       -,       -,       -,-0.43,-1.05,0.38,0.32,0.94,       -,       -,-0.8,       -,-0.6
 TELHA,0.3,       -,-0.9,       -,       -,       -,-0.66,0.42,-0.95,-0.72,-3.04,3.06,       -,       -,       -,0.64,-0.54
 ARTIGOS DE LIMPEZA,0.4,-0.26,0.56,2.14,0.12,1.81,0.87,1.72,-0.19,-0.71,0.68,2.39,-0.24,-1.19,4.27,3.65,0.43
 ÁGUA SANITÁRIA,0.18,       -,2.72,4.97,0.12,1.57,-0.15,-1.84,0.25,-3.89,       -,       -,       -,-0.13,2.63,0,0.35
 DETERGENTE,4.3,0.99,-0.65,1.99,0.62,1.39,1.41,3.38,-0.37,4.78,-0.55,0.47,1.35,       -,       -,2.26,1.29
 SABÃO EM PÓ,-0.55,-0.57,0.12,3.31,-0.7,2.64,0.9,2.09,0.88,-4.01,2.85,5.05,0.19,-2.64,6.86,7.54,0.14
 DESINFETANTE,2.79,2.57,-2.46,0.82,       -,2.11,-0.54,0.63,-2.87,1.81,1.4,0.11,-4.72,-0.01,-1.67,       -,-0.07
 INSETICIDA,-0.4,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.4
 SABÃO EM BARRA,0.51,0.59,2.63,0.29,3.64,1.63,3.06,3.56,-0.65,1,-0.16,0.95,-0.1,0,3.72,0.23,1.81
 ESPONJA DE LIMPEZA,       -,-1.81,0.63,-0.26,-1.18,       -,0.74,-2.11,       -,2.14,-2.8,-0.49,1.48,1.76,-1.04,       -,-0.3
 AMACIANTE,-1.44,-1.58,2.23,       -,0.4,0.47,-0.31,0.66,-1.16,-0.48,-1.37,0.17,-1.26,-0.8,       -,0.64,-0.07
 COMBUSTÍVEIS E ENERGIA,-0.58,-0.34,-1.81,-1.82,-0.06,0.73,1.91,3.74,-0.68,3.08,0.5,1.66,0.29,1.34,0.2,-0.87,0.12
 COMBUSTÍVEIS (DOMÉSTICOS),-0.03,3.08,-0.46,-0.66,-1.13,2.18,2.58,-0.71,-0.43,0.49,-0.89,-0.01,1.46,0.49,3.86,-2.26,0.12
 CARVÃO VEGETAL,       -,7.19,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,7.19
 GÁS DE BOTIJÃO,-0.05,2.83,-0.46,-0.66,-1.23,2.18,2.58,-0.71,-0.43,0.01,-0.89,-0.01,1.46,0.49,3.86,-2.26,0.05
 GÁS ENCANADO,0,       -,       -,       -,0,       -,       -,       -,       -,7.18,       -,       -,       -,       -,       -,       -,0.65
 ENERGIA ELÉTRICA RESIDENCIAL,-0.74,-1.43,-2.32,-2.39,0.25,0.35,1.64,6.56,-0.83,3.85,1.06,2.13,-0.16,1.67,-1.25,-0.17,0.12
 ENERGIA ELÉTRICA RESIDENCIAL,-0.74,-1.43,-2.32,-2.39,0.25,0.35,1.64,6.56,-0.83,3.85,1.06,2.13,-0.16,1.67,-1.25,-0.17,0.12
 ARTIGOS DE RESIDÊNCIA,0.83,1.16,0.25,0.33,1.11,1.08,0.28,1.04,0.64,0.55,0.86,0.55,0.92,0.4,-0.29,0.62,0.76
 MÓVEIS E UTENSÍLIOS,0.84,0.65,0.11,0.37,1.4,0.63,0.78,0.72,0.43,0.29,0.64,0.7,0.93,0.89,-0.32,0.12,0.71
 MOBILIÁRIO,1.21,0.05,0.09,0.42,1.29,1.01,0.79,0.65,-0.02,0.18,0.92,0.48,0.56,1.14,-0.75,0.16,0.63
 MÓVEL PARA SALA,1.92,-0.19,-1.29,0.24,0.79,1.35,-0.22,0.85,1.17,0.6,2.05,0.32,0.13,0.91,-2.18,0.47,0.43
 MÓVEL PARA QUARTO,0.91,0.06,0.85,0.45,1.83,0.74,1.81,1.18,0.51,0.39,-0.36,0.8,0.86,1.76,0.03,-0.59,1.0
 MÓVEL PARA COPA E COZINHA,0.7,1.32,2.61,0.42,1.04,-1.2,1.16,-0.4,1.32,0.01,2.16,0.33,0.34,-0.42,1,-1.08,1.03
 MÓVEL INFANTIL,       -,       -,       -,1.33,       -,       -,1.44,0.5,       -,       -,1.68,       -,       -,2.27,       -,1.45,1.24
 COLCHÃO,-0.92,-2.48,1.9,0.85,1.12,0.97,-0.48,0.06,-7.41,-1.97,-3.06,-0.87,1.6,1.4,-0.47,2.61,-0.49
 UTENSÍLIOS E ENFEITES,0.29,0.92,-0.26,0.45,1.49,-0.77,0.84,0.9,1.34,-0.22,0.9,-0.08,1.54,0.42,0.55,-0.33,0.68
 TAPETE,1.61,0.2,0.03,-0.18,-0.19,0.6,0.77,       -,1.41,1.83,-1.5,-0.84,0.21,0.22,-1.31,       -,0.17
 CORTINA,3.89,-0.58,2.6,1.12,3.49,-1.7,0.74,0.75,1.37,-0.81,1.84,-2.71,0.76,1.84,-1.17,0.65,1.67
 UTENSÍLIOS DE METAL,-0.8,3.19,0.94,-2.09,2.99,0.49,0.74,0.15,3.45,0.16,1.34,1.55,2.91,-0.1,0.28,-0.94,1.66
 UTENSÍLIOS DE VIDRO E LOUÇA,-0.38,-0.19,-1.31,-1.43,-1.19,0.49,-0.76,3.24,2.63,-0.65,3.4,0.72,-0.46,-1.23,-1.98,1.58,-0.42
 UTENSÍLIOS DE PLÁSTICO,-1.97,1.53,       -,-1.48,3.47,-1.11,3.62,-1.34,2.74,-2.41,1.48,1.76,0.53,2.09,-0.52,-1.64,1.5
 FLORES NATURAIS,       -,4.1,       -,       -,-2.22,       -,       -,       -,0.12,-1.76,       -,       -,3.65,       -,       -,       -,-0.85
 UTENSÍLIOS DIVERSOS,0.13,0.6,-3.01,2.94,1.35,-2.36,-0.1,1.97,-1.37,-0.29,0.29,1.81,2.24,0.29,2.6,-0.47,0.2
" CAMA, MESA E BANHO",-0.33,2.07,0.93,0.11,1.69,1.56,0.68,0.85,0.86,1.74,-0.59,3,1.66,0.83,-0.38,0.68,1.11
 ROUPA DE CAMA,-1.34,1.45,0.78,-0.12,0.72,1.56,0.46,0.16,1.06,1.73,-0.59,3.68,1.47,1.44,0.31,1.06,0.74
 ROUPA DE BANHO,2.02,3.86,1.35,0.66,3.49,       -,1.7,2.25,0.06,1.76,       -,1.34,2.18,-0.91,-2.27,-0.06,2.18
 APARELHOS ELETROELETRÔNICOS,0.98,2.03,0.49,0.31,0.65,1.94,-0.06,1.34,1.04,0.84,1.07,0.37,1.16,0.03,-0.12,1.57,0.84
 ELETRODOMÉSTICOS E EQUIPAMENTOS,0.91,1.71,1.61,0.07,1.24,2.15,-0.1,1.41,0.93,1.2,1.58,0.66,1.33,0.32,-0.16,1.5,1.12
 REFRIGERADOR,-0.63,2.88,2.99,-0.58,0.84,2.25,-0.67,2.31,0.13,1.65,2.01,0.5,1.63,-0.98,-0.64,1.71,1.07
 AR-CONDICIONADO,2.41,1.75,       -,2.56,       -,       -,0.29,       -,       -,0.76,       -,1.57,1.36,1.35,0.64,0.82,1.62
 MÁQUINA DE LAVAR ROUPA,3.45,-0.13,2.01,1.36,2.38,3.2,1.37,0.38,1.11,0.7,0.64,1.81,1.3,-0.13,2.22,0.3,1.73
 LIQUIDIFICADOR,       -,       -,       -,       -,       -,       -,-0.1,       -,       -,       -,       -,       -,       -,1.33,       -,       -,0.04
 VENTILADOR,1.8,       -,       -,-1.1,       -,       -,-1.67,-2.6,       -,       -,       -,       -,-1.53,0.97,1.65,-0.55,-0.32
 FOGÃO,0.92,2.14,-1.43,0.2,0.93,-0.02,0.88,1.41,3.02,-0.19,2.03,-0.69,1.59,3.34,-2.4,2.51,0.75
 CHUVEIRO ELÉTRICO,       -,-0.04,       -,       -,-1.54,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.12
 FORNO DE MICRO-ONDAS,       -,1.54,-0.52,       -,2.32,       -,       -,       -,       -,2.68,0.63,       -,       -,       -,       -,       -,1.82
" TV, SOM E INFORMÁTICA",1.08,2.66,-1.19,0.7,-0.27,1.66,0.04,1.25,1.22,0.11,0.26,-0.1,0.83,-0.5,-0.04,1.68,0.39
 TELEVISOR,1.02,3.36,-2.03,1.49,-1.83,0.62,0.15,0.47,1.06,1.39,-0.82,0.5,1.07,-2.98,-1.47,2.47,-0.07
 APARELHO DE SOM,1.21,2.32,-1.62,-0.69,-1.55,1.13,-1.41,2.17,0.17,-0.13,1.01,1,0.11,0.56,0.88,-3.22,-0.01
 APARELHO DE DVD,-1.58,2.02,2.22,0.72,0.06,1.62,0.73,0.74,2.18,0.97,1.7,0.78,0.75,-0.22,0.55,1.44,0.85
 ANTENA,       -,       -,       -,0.7,       -,       -,0.04,1.25,       -,       -,-2.29,       -,       -,-0.1,       -,2.01,-0.02
 MICROCOMPUTADOR,1.43,2.48,-1.42,0.74,0.83,2.39,0.01,1.81,1.28,-0.77,0.7,-0.81,0.87,0.71,0.77,2.95,0.66
 CONSERTOS E MANUTENÇÃO,0.24,0.59,0.42,0.23,1.33,0.34,-0.67,1.37,-0.04,0.69,0.99,0.1,0.07,-0.76,-0.76,-0.42,0.65
 CONSERTOS E MANUTENÇÃO,0.24,0.59,0.42,0.23,1.33,0.34,-0.67,1.37,-0.04,0.69,0.99,0.1,0.07,-0.76,-0.76,-0.42,0.65
 CONSERTO DE REFRIGERADOR,0.55,1.96,0.04,0.59,1.59,2.09,0.56,       -,1.67,0.65,0.97,-1.36,0.05,-0.11,-0.89,0,1.0
 CONSERTO DE TELEVISOR,0,0.08,0.46,-0.83,0,0,-3.1,-0.03,1.39,0,-1.07,2.88,-0.15,-1.4,-0.26,-1.94,-0.13
 CONSERTO DE APARELHO DE SOM,       -,       -,1.57,       -,       -,       -,       -,       -,0,       -,       -,       -,       -,-2.86,-0.45,       -,0.94
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,-0.41,-0.09,       -,0.42,1.48,-0.08,-0.36,       -,       -,3.97,       -,       -,0,       -,       -,       -,1.04
 REFORMA DE ESTOFADO,0.31,0.75,0.2,0.76,1.64,0,0.23,2.14,-1.66,-0.64,1.99,-0.08,-0.4,-0.55,-1.14,0.24,0.64
 MANUTENÇÃO DE MICROCOMPUTADOR,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.6,2.13,       -,       -,-0.57,0.59
 VESTUÁRIO,0.55,-0.3,0.15,0.16,0.56,0.92,0.03,0.76,0.45,0.46,-0.66,0.04,-0.1,0.51,0.78,1.01,0.33
 ROUPAS,0.88,-0.57,0.48,0.4,0.72,1.23,-0.04,1.36,0.83,0.68,-0.23,-0.06,-0.45,1.1,1.16,1.09,0.54
 ROUPA MASCULINA,0.18,-0.07,-0.01,2.64,1.32,0.51,-0.76,0.15,1.66,-0.14,0.24,0.7,-0.36,0.84,1.49,1.66,0.68
 CALÇA COMPRIDA MASCULINA,-0.82,-0.05,0.95,2.45,2.22,0.44,-1.64,1.75,0.73,0.9,-2.4,-0.31,-1.01,-1.14,2.71,2.5,0.9
 TERNO,0.4,-1.38,-2.22,-1.19,       -,       -,       -,       -,       -,0.06,0.36,2.25,       -,       -,       -,       -,-0.74
 AGASALHO MASCULINO,       -,-0.07,-1.3,       -,-2.75,-0.69,       -,       -,       -,-2.89,       -,0.7,-0.36,       -,       -,       -,-1.65
 SHORT E BERMUDA MASCULINA,2.94,0.56,1.86,2.23,1.39,0.49,1.97,-0.79,2.97,0,1.25,2,0.08,0.61,-0.78,2.48,1.6
 CUECA,       -,0.85,       -,2.08,       -,       -,-2.12,2.36,2.35,       -,       -,       -,       -,2.95,-1.85,       -,0.63
 CAMISA / CAMISETA MASCULINA,-0.5,-0.17,-0.26,3.5,1.1,0.84,-1.88,-0.47,1.45,-0.49,2.8,0.56,0.15,2.27,2.1,0.76,0.61
 ROUPA FEMININA,2.15,-0.83,0.57,-1.55,0.23,2.34,1.01,2.58,0.04,1.07,-0.65,-0.79,-0.24,2.02,0.54,1.6,0.52
 CALÇA COMPRIDA FEMININA,1.36,-0.4,0.82,-1.86,0.24,2.9,1.92,2.95,-2.35,2.9,-0.99,-2.95,1.32,1.79,0.66,-0.05,0.55
 AGASALHO FEMININO,       -,-0.83,-2.75,       -,0.32,       -,       -,       -,       -,-0.43,       -,       -,-0.24,       -,       -,       -,-0.71
 SAIA,       -,       -,       -,1.96,       -,       -,-1.17,1.8,1.74,       -,0.11,-0.37,       -,0.21,0.55,-1.66,0.63
 VESTIDO,2.8,-2.4,1.18,-2.14,2.3,1.91,3.4,3.81,1.5,2.56,-2.31,-1.31,-2.47,2.39,1.7,3.48,1.45
 BLUSA,2.54,-0.51,-0.05,-1.83,-1.01,2.4,-0.87,2.12,0.41,-0.31,0.08,0.61,0.3,2.97,0.37,3,0.06
 LINGERIE,1.02,-2.18,2.81,-2.99,1.22,0.43,1.71,2.22,2.08,0.02,0.05,-2.78,-2.77,0.28,-2.71,-1.35,0.56
 BERMUDA E SHORT FEMININO,2.49,1.72,-0.26,2.13,       -,1.57,2.05,1.85,-0.83,-0.38,1.67,1.52,1.37,1.33,1.87,0.63,1.12
 ROUPA INFANTIL,-1.5,-0.89,1.19,0.3,0.61,0.12,-1.05,0.02,1,1.6,-0.03,0.3,-1.02,-0.34,2.07,-0.95,0.31
 UNIFORME ESCOLAR,-1.99,       -,       -,       -,-0.76,       -,-1.08,       -,-1,2.39,       -,       -,       -,1.02,-0.18,       -,-0.48
 CALÇA COMPRIDA INFANTIL,-2.4,0.31,0.77,-2.95,-0.4,0.46,-1.38,0.58,0.84,0.05,0.12,2.64,-2.04,0.02,2.82,-0.92,-0.27
 AGASALHO INFANTIL,       -,-0.89,-1.32,       -,1.09,-1.66,       -,       -,       -,0.32,       -,0.3,-1.02,       -,       -,       -,-0.08
 VESTIDO INFANTIL,-2.08,       -,2.97,-0.36,1.57,0.21,1.57,3.67,3.34,-0.25,1.98,0.04,-2.67,-2.39,3.6,-2.91,1.27
 BERMUDA E SHORT INFANTIL,2.34,3.3,-0.83,3.51,1.81,0.54,-1.82,1.07,0.42,3.93,2.81,0.4,-0.04,2.57,2.95,2.39,1.26
 CAMISA / CAMISETA INFANTIL,-2.63,-2.68,2.69,0,0.18,-0.44,-2.59,-2.5,0.8,2.44,-1.91,-0.62,-0.61,-2.33,0.36,-0.44,-0.16
 CONJUNTO INFANTIL,       -,       -,1.45,1.89,3.28,1.69,1.18,1.51,       -,       -,-1.85,2.1,       -,1.69,3.62,-2.95,1.96
 CALÇADOS E ACESSÓRIOS,-0.17,0.4,-0.23,-0.27,0.5,-0.43,0.44,-1.01,-0.14,-0.21,-1.34,0.48,0.67,0.36,-0.43,1.12,0.06
 CALÇADOS E ACESSÓRIOS,-0.17,0.4,-0.23,-0.27,0.5,-0.43,0.44,-1.01,-0.14,-0.21,-1.34,0.48,0.67,0.36,-0.43,1.12,0.06
 SAPATO MASCULINO,-1.7,2.61,0.35,0.78,0.31,0.47,-2.25,-0.94,-0.05,-0.37,-0.24,1.58,-0.01,2.32,-0.01,2.09,0.1
 SAPATO FEMININO,-2.74,2.07,1.65,-1.34,-1.04,-2.38,3.24,-0.32,-0.92,-2.2,-1.4,-0.82,2.37,1.59,2.98,0.03,-0.38
 SAPATO INFANTIL,       -,       -,       -,-2.76,       -,       -,-1.51,       -,-1.93,       -,       -,       -,       -,-2.58,       -,-0.46,-1.99
 SANDÁLIA / CHINELO MASCULINO,       -,       -,       -,0.3,       -,       -,2.9,       -,0.03,       -,       -,       -,       -,0.84,0.8,-0.85,1.16
 SANDÁLIA / CHINELO FEMININO,0.41,1.65,-1.51,-2.68,1.25,-1.21,1.1,-2.14,1.95,0.65,-2.29,0.25,1.96,1.26,-0.57,0.68,0.19
 SANDÁLIA / CHINELO INFANTIL,       -,       -,       -,2.24,       -,2.63,2.99,-0.43,-0.84,       -,1.09,-1.45,1.35,-0.26,0.67,2.45,1.03
 BOLSA,2.3,2.58,2.84,3.97,-1.66,3.05,1.35,0.71,-2.91,2.71,-2.33,2.56,-0.34,2.06,1.97,3.05,0.81
 TÊNIS,0.16,-1.36,-1.12,-0.43,1.49,-0.71,-1.92,-0.79,-0.65,-0.19,-1.29,0.48,-0.12,-2.71,-2.91,0.87,-0.09
 JOIAS E BIJUTERIAS,0.66,-1.29,-1.62,-0.52,-1.16,3.17,-0.61,-0.01,-1.11,1.28,-1.46,-1.12,-0.91,-3.17,1.76,-0.51,-0.57
 JOIAS E BIJUTERIAS,0.66,-1.29,-1.62,-0.52,-1.16,3.17,-0.61,-0.01,-1.11,1.28,-1.46,-1.12,-0.91,-3.17,1.76,-0.51,-0.57
 BIJUTERIA,-3.77,1.51,0.64,-3.23,-0.69,1.33,-1.09,2.87,-3.27,-1.13,-0.76,1.03,-1.35,-5.6,1.16,0.05,-0.84
 JOIA,2.94,-2.98,-3.25,0.56,-1.57,4.11,-0.95,       -,1.32,2.64,-1.99,-2.29,-0.57,-2.38,4.21,       -,-0.43
 RELÓGIO DE PULSO,       -,       -,       -,3.44,       -,       -,1.79,-3.17,       -,       -,       -,       -,       -,-3.76,-1.5,-2.2,0.28
 TECIDOS E ARMARINHO,0.38,0.2,0.1,0.58,0.81,0.53,-0.07,1.57,0.97,1.06,-1.22,0.98,0.29,2.03,-1.18,-0.04,0.49
 TECIDOS E ARMARINHO,0.38,0.2,0.1,0.58,0.81,0.53,-0.07,1.57,0.97,1.06,-1.22,0.98,0.29,2.03,-1.18,-0.04,0.49
 TECIDO,-0.44,0.02,-0.03,0.58,0.1,0.65,-1.41,1.52,1.07,2,-2.09,1.24,1.08,2.34,-1.18,-1.45,0.25
 ARTIGOS DE ARMARINHO,       -,-0.7,0.31,       -,-0.43,0.35,1.87,       -,       -,-1.46,1.38,0.51,-1.1,       -,       -,       -,-0.06
 ACORTINADO (MOSQUITEIRO),2.16,2.33,       -,       -,2.67,       -,       -,1.68,0.47,       -,       -,       -,       -,0.3,       -,4.24,2.3
 TRANSPORTES,0.62,1.48,0.65,0.56,1.02,1.23,0.48,0.83,0.88,1,1.1,0.91,1.18,0.56,0.69,0.68,0.92
 TRANSPORTES,0.62,1.48,0.65,0.56,1.02,1.23,0.48,0.83,0.88,1,1.1,0.91,1.18,0.56,0.69,0.68,0.92
 TRANSPORTE PÚBLICO,0.49,0.52,0.62,-0.57,0.72,0.97,0.41,-0.15,0.78,1.15,0.47,1.8,1.23,-0.77,0.02,-0.32,0.58
 ÔNIBUS URBANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TÁXI,0,0,0,0,0,       -,0,0,0,0,0,0,0,0,0,0,0.0
 TREM,0,0,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,0,-0.33,0.15,-0.14,       -,0,0,0.73,0,0.07,-0.03,-0.01,0.09,0,0,0.03
 ÔNIBUS INTERESTADUAL,0,-0.08,-0.1,-4.64,1.08,-5.84,-1.05,-6.32,0.08,0.54,-0.72,-2.28,0.85,0.05,-3.38,-0.58,-0.55
 PASSAGEM AÉREA,6.47,9.72,11.12,-1.94,8.76,4.26,9.69,-0.8,10.54,8.36,7.01,11.42,16.23,-5.33,5.95,-3.65,7.49
 METRÔ,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE HIDROVIÁRIO,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,0.39,1.93,0,-0.54,0,       -,       -,0,0,       -,0,       -,       -,       -,0,0.25
 VEÍCULO PRÓPRIO,-0.01,0.87,-0.04,-0.12,-0.21,0.6,0.26,0.11,-0.14,-0.28,0.27,-0.05,0.53,-0.28,-0.56,0.21,0.0
 AUTOMÓVEL NOVO,0.14,1.98,0.01,0.54,0.49,0.4,1.16,-1.23,-0.31,1.21,-0.57,-0.1,0.23,-0.47,-2.22,-1.43,0.41
 EMPLACAMENTO E LICENÇA,0.39,0.63,0.4,0.38,0.42,0.49,0.3,0.45,0.4,0.33,0.44,0.41,0.43,0.34,0.38,0.41,0.43
 SEGURO VOLUNTÁRIO DE VEÍCULO,-3.99,0.08,-0.64,-9.94,2.35,0.1,       -,0.11,3.18,3.7,0.27,-1.67,7.73,       -,-0.56,1.56,0.31
 MULTA,       -,       -,       -,       -,0,0,       -,       -,       -,0,0,       -,       -,       -,       -,0,0.0
 ÓLEO LUBRIFICANTE,-1.54,-0.77,-0.07,-0.71,0.53,2.48,-2.87,1.77,1.14,3.17,-0.65,       -,-1.07,-2.27,1.3,1.35,0.32
 ACESSÓRIOS E PEÇAS,1.11,0.97,-0.12,-0.55,1.71,2.02,0.41,0.22,-0.16,0.97,1.79,-1.95,0.63,1.82,-0.6,-0.67,0.9
 PNEU,0.77,0.73,0.98,-1.04,-2.87,0.39,0.92,2.36,-0.11,-2.01,0.24,-0.58,-0.2,3.23,0,0.11,-0.72
 CONSERTO DE AUTOMÓVEL,0.29,0.39,-0.88,-0.76,-2.33,0.42,-2.77,0.54,0.44,-1.16,0.66,1.12,-0.09,-1.18,0.41,0.26,-0.93
 ESTACIONAMENTO,-0.42,-2.87,-0.25,       -,0.19,       -,       -,2.32,       -,       -,       -,       -,       -,       -,       -,       -,-0.33
 PEDÁGIO,-0.57,0,       -,       -,0,       -,       -,       -,       -,0,       -,0,       -,       -,       -,       -,-0.09
 LUBRIFICAÇÃO E LAVAGEM,       -,       -,       -,-2.86,2.98,       -,       -,       -,       -,-2.42,       -,       -,-3.18,-2.46,0.05,       -,0.98
 AUTOMÓVEL USADO,-0.21,-0.6,0.72,       -,-0.67,1.63,-0.41,1.05,-0.82,-2.74,0.11,-1.97,4.94,-0.28,       -,0.24,-0.59
 PINTURA DE VEÍCULO,       -,       -,       -,2.28,0.13,-0.54,       -,       -,1.44,0.42,       -,0.08,       -,       -,       -,-0.91,0.35
 ALUGUEL DE VEÍCULO,-2.58,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.58
 MOTOCICLETA,1.38,0.71,-0.11,2.19,0.38,0.03,1.58,0.72,-0.64,0.44,1.07,-0.34,0.52,0.3,1.31,2.61,0.62
 COMBUSTÍVEIS (VEÍCULOS),1.7,2.68,1.5,2.87,2.89,2.14,0.87,3.14,2.52,2.97,2.23,1.77,2.16,3.61,2.51,2.4,2.44
 GASOLINA,1.94,2.55,1.26,3.93,2.41,2.03,0.71,3.59,2.53,2.14,1.9,1.8,1.98,3.8,2.31,2.57,2.18
 ETANOL,2.92,4.23,3.91,-1.36,4.28,3.51,       -,0.51,2.83,6.58,4.62,1.18,4.31,1.41,4.27,-1.46,4.07
