"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - DEZEMBRO DE 2018",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 VINAGRE,       -,       -,       -,1.75,       -,       -,-0.5,       -,       -,       -,       -,       -,       -,       -,1.53,0.77,0.72
 CALDO CONCENTRADO,-0.56,1.52,1.18,-1.12,0.99,0.46,       -,-0.86,2.89,       -,       -,0.39,       -,       -,       -,-0.59,0.94
 TEMPERO MISTO,       -,0.9,-0.94,-0.44,-1.62,0,-0.44,-0.54,1.98,-0.83,-0.39,0.2,3.68,2.41,-3.32,-2.51,-0.58
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.67,1.59,-0.39,0.55,-0.18,1.34,0.22,0.5,1.01,0.35,0.45,0.17,0.77,0.18,0.36,-0.34,0.33
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.67,1.59,-0.39,0.55,-0.18,1.34,0.22,0.5,1.01,0.35,0.45,0.17,0.77,0.18,0.36,-0.34,0.33
 REFEIÇÃO,0.76,1.49,0.35,-0.1,-1.07,0.89,0.28,-0.34,1.2,0.69,0.68,0.28,1.11,-0.39,0.76,-0.21,0.08
 LANCHE,0.5,1.95,-1.35,1.05,1.75,2.47,-0.9,1.78,0.27,-0.21,0.22,-0.29,0.49,1.46,0.67,-0.67,0.72
 CAFÉ DA MANHÃ,-1.47,1.84,-0.48,2.13,-0.16,1.34,-2.91,       -,-0.95,       -,       -,-0.94,       -,-0.05,       -,0.26,-0.19
 REFRIGERANTE E ÁGUA MINERAL,0.86,0.55,-0.63,0.71,2.05,0.21,1.6,0.32,1.7,1.58,0.58,2.89,-1.4,1.09,-0.48,-1.62,1.09
 CAFEZINHO,0.76,3.65,       -,       -,0.74,       -,       -,       -,       -,       -,-1.27,       -,       -,       -,       -,       -,1.01
 CERVEJA,0.97,2.64,-1.07,2.52,0.44,-0.22,2.62,2.22,2.06,-0.56,-0.09,-0.28,2.62,-1.87,-1.08,0.27,0.85
 OUTRAS BEBIDAS ALCOÓLICAS,-1.17,       -,-0.41,1.72,       -,3.36,-2.47,0.49,0.88,       -,       -,0.91,       -,       -,       -,-0.91,0.16
 DOCES,0.32,0.54,0.97,-2.87,-0.87,2.38,-0.57,0.17,-0.82,-0.88,0.39,1.03,-3.33,-1.95,-0.74,-0.04,-0.35
 HABITAÇÃO,-0.35,0.22,0.52,-0.16,0.01,-0.37,-0.2,-1.19,-0.49,-0.51,-1.11,-1.66,-0.36,3.47,1.12,-0.11,-0.15
 ENCARGOS E MANUTENÇÃO,1.21,0.75,0.09,0.17,0.26,-0.07,0.46,0.48,0.25,0.17,-0.02,0.39,0.27,0.91,0.51,0.08,0.39
 ALUGUEL E TAXAS,1.45,0.96,0.02,0.16,0.34,0.02,-0.04,0.45,0.31,0.21,-0.04,0.24,0.23,1.05,0.48,0.2,0.46
 ALUGUEL RESIDENCIAL,0.37,0.86,-0.14,0.02,0.97,0.13,0,0.5,0.35,-0.05,-0.49,-0.07,0.18,1.39,0.97,0.16,0.46
 CONDOMÍNIO,1.17,-0.07,0.56,0.47,-0.85,-0.16,-0.32,1.14,0.61,1.34,0.95,1.07,1.5,0.47,0.09,0.54,0.21
 TAXA DE ÁGUA E ESGOTO,5.65,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.33,2.66,       -,-0.35,       -,0.7,       -,0.8
 REPAROS,0.15,0.53,0.12,0.41,0.34,0,0.75,0.23,0.07,-0.17,0.07,0.44,-0.47,0.28,0.76,-0.06,0.23
 FERRAGENS,       -,       -,-3.27,       -,-1.32,       -,       -,-2.17,       -,-0.28,1.2,-0.41,       -,-1.94,       -,       -,-1.48
 MATERIAL DE ELETRICIDADE,       -,1.76,       -,       -,       -,       -,-0.58,       -,       -,-2.79,       -,       -,       -,       -,       -,       -,-0.93
 MATERIAL DE PINTURA,       -,       -,-1.69,       -,       -,       -,       -,       -,2.59,       -,       -,0.01,0.05,1.87,       -,       -,-0.61
 VIDRO,-0.65,       -,1.61,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.34
 TINTA,0.86,1.91,0.29,1.29,0.26,-1.14,1.3,0.77,1.58,-1.19,1.56,2.92,-2.51,1.68,-0.3,0.18,0.64
 REVESTIMENTO DE PISO E PAREDE,2.4,-0.08,-1.06,-0.2,2.13,2.75,3.13,0.81,-3.89,-2.67,-2.18,0.06,-1.81,       -,1.35,-1.21,0.3
 CIMENTO,-1.81,-0.46,1.64,1.48,3.01,-3.31,2.87,1.37,0.7,-1.08,-1.52,0.44,-0.46,-4.06,3.24,0.44,0.88
 TIJOLO,       -,0.92,0.32,0.08,-1.12,-1.93,0.81,-0.12,2.3,0.35,-1.14,-1.06,       -,       -,1.78,       -,-0.01
 MATERIAL HIDRÁULICO,       -,       -,0.57,       -,-1.12,       -,-1.54,       -,-0.43,1.24,       -,0.57,       -,       -,2.31,       -,-0.32
 MÃO DE OBRA,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
 AREIA,-0.83,       -,0.83,       -,       -,       -,       -,-0.69,0.57,1.19,-0.2,1.69,       -,       -,0.53,       -,0.25
 TELHA,0.78,       -,1.2,       -,       -,       -,-1.34,2.23,1.16,0.31,1.07,0.86,       -,       -,       -,-1.49,0.71
 ARTIGOS DE LIMPEZA,1.97,0.04,0.6,-0.13,-0.68,-1.42,1.54,1.11,0.34,0.9,-0.05,1.51,1.47,1.29,0,-0.34,0.27
 ÁGUA SANITÁRIA,2.42,       -,2.38,-1.39,2.88,-2.96,-1.43,1.36,0.21,1.29,       -,       -,       -,-1.47,0.37,-0.07,1.39
 DETERGENTE,2.37,-0.95,-3.88,0.15,1.07,-0.88,-0.08,1.72,0.53,2.52,0.7,0.54,-0.81,       -,       -,3.02,0.43
 SABÃO EM PÓ,2.29,-0.01,1.68,-0.24,-4.08,-0.5,2.5,1.83,0.42,0.16,-0.43,2.69,2.63,3.05,-0.42,-0.59,-0.56
 DESINFETANTE,1.3,-0.24,1.53,-0.17,       -,-0.29,0.52,0.39,0.44,1.45,0.42,2.11,3.49,0.85,1.3,       -,0.84
 INSETICIDA,1.18,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.18
 SABÃO EM BARRA,2.56,0.31,1.09,0.84,-0.24,-3.82,1.71,0.58,-0.37,-1.46,0,1.69,0.91,-0.99,0.2,-2.24,0.25
 ESPONJA DE LIMPEZA,       -,-0.17,0.01,-2.06,3.18,       -,2.58,0.45,       -,-0.16,0.27,-1.35,-2.42,-0.14,0.04,       -,1.09
 AMACIANTE,0.9,0.95,1.02,       -,1.6,-2.24,1.44,-0.21,0.78,1.98,-0.12,-0.75,2.35,0.99,       -,0.76,1.19
 COMBUSTÍVEIS E ENERGIA,-3.55,-0.72,1.45,-0.77,-0.56,-1.14,-0.83,-4.34,-2.2,-1.87,-2.96,-4.99,-1.37,5.06,1.84,-0.42,-1.23
 COMBUSTÍVEIS (DOMÉSTICOS),-2.08,-0.85,1.24,1.73,2.73,0.54,-1.27,1.62,-0.04,0.92,-0.65,1.91,0.72,1.05,4.57,0.39,0.78
 CARVÃO VEGETAL,       -,0.62,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.62
 GÁS DE BOTIJÃO,-2.99,-0.95,1.24,1.73,2.98,0.54,-1.27,1.62,-0.04,0.99,-0.65,1.91,0.72,1.05,4.57,0.39,0.8
 GÁS ENCANADO,0.68,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,0.36
 ENERGIA ELÉTRICA RESIDENCIAL,-4.03,-0.67,1.54,-2.05,-1.57,-1.58,-0.66,-8.17,-3.57,-2.72,-3.87,-6.98,-2.2,6.71,0.63,-0.83,-1.96
 ENERGIA ELÉTRICA RESIDENCIAL,-4.03,-0.67,1.54,-2.05,-1.57,-1.58,-0.66,-8.17,-3.57,-2.72,-3.87,-6.98,-2.2,6.71,0.63,-0.83,-1.96
 ARTIGOS DE RESIDÊNCIA,0.71,0.62,1.1,0.17,0.78,0.39,0.57,0.55,-0.27,0.4,0.87,0.33,-0.9,0.18,-0.4,-0.69,0.57
 MÓVEIS E UTENSÍLIOS,0.79,0.91,0.72,0.56,0.47,0.62,1.15,0.65,-0.5,0.04,0.76,0.48,-0.81,-0.02,-0.62,-0.45,0.48
 MOBILIÁRIO,1.39,0.59,0.29,0.41,-0.46,1.63,1.19,0.42,-0.8,-0.63,1.26,0.12,-1.27,-0.27,-0.01,-0.77,0.15
 MÓVEL PARA SALA,2.2,0.06,2.27,0.1,-0.57,2.33,1.54,-0.02,-1.22,-0.44,0.37,-0.77,-2.21,-0.87,-1.08,-0.15,0.52
 MÓVEL PARA QUARTO,1.38,0.99,-0.65,0.76,-1.18,0.76,1.81,1.81,-1.96,-1.22,2.24,0.01,0.17,-1.32,0.58,-1.69,-0.19
 MÓVEL PARA COPA E COZINHA,-1.31,0.7,-2.81,1.83,0.26,3.22,-0.37,-0.79,1.73,-0.37,0.27,2.25,-1.14,-1.19,1.17,-0.33,-0.06
 MÓVEL INFANTIL,       -,       -,       -,-1.37,       -,       -,0.17,0.64,       -,       -,-0.64,       -,       -,2.06,       -,0.16,-0.01
 COLCHÃO,-0.6,0.47,-2.98,-0.34,1.86,-1.23,0.2,-1.02,-0.13,0.54,5.37,2.48,-3.32,3.08,0.21,-1.09,0.19
 UTENSÍLIOS E ENFEITES,-0.54,1.68,1.02,0.1,1.5,-1.69,0,0.44,-0.3,0.41,0.9,0.55,-0.7,-0.2,1.14,0.61,0.78
 TAPETE,0.12,2.16,0.81,-0.8,1.16,-1.73,1.61,       -,0.3,0.24,0.87,-0.32,-1.24,0.31,0.84,       -,0.76
 CORTINA,0.02,0.5,0.8,0.2,1.62,-1.54,-0.02,0.21,0.22,0.81,0.13,-1.17,-0.03,0.26,0.83,0.39,0.72
 UTENSÍLIOS DE METAL,-2.57,-2.04,0.12,0.45,-0.05,-1.83,-1.18,0.67,-0.33,0.13,2.64,2.39,-2.97,0.39,2.15,2.18,-0.31
 UTENSÍLIOS DE VIDRO E LOUÇA,3.31,1.09,0.42,3.85,-1.03,-0.39,-0.18,-0.93,-0.86,3.06,0.09,1.01,0.41,-1.26,0.66,-1.88,0.44
 UTENSÍLIOS DE PLÁSTICO,-2.6,-0.48,       -,0.11,4.49,-0.66,-2.03,-0.46,-2.81,3.06,2.72,2.29,-1.37,1.11,-1.23,-0.53,1.1
 FLORES NATURAIS,       -,3.24,       -,       -,-0.83,       -,       -,       -,0.96,-0.63,       -,       -,1.02,       -,       -,       -,0.07
 UTENSÍLIOS DIVERSOS,-0.25,4.41,2.26,-1.3,3.29,-2.41,1.96,1.13,0.22,-1.1,0.38,1.57,0.42,-0.88,1.54,0.45,1.63
" CAMA, MESA E BANHO",-0.4,0.64,1.86,1.59,2.38,0.06,2.4,2.21,0.37,2.29,-0.96,1.81,1.07,0.93,-6.07,-0.48,1.29
 ROUPA DE CAMA,-1.45,2.47,2.24,0.42,2.49,0.06,2.04,2.76,0.32,1.91,-0.96,2.27,1.49,0.59,-7.02,-0.77,1.32
 ROUPA DE BANHO,1.97,-4.48,0.79,4.27,2.18,       -,4.07,1.11,0.59,3.49,       -,0.63,-0.03,1.95,-3.56,0.08,1.19
 APARELHOS ELETROELETRÔNICOS,0.61,0.83,1.95,-0.16,1.29,-0.06,0.05,0.53,0.05,0.74,1.02,0.13,-1.08,0.15,-0.54,-1.25,0.77
 ELETRODOMÉSTICOS E EQUIPAMENTOS,1.02,1.2,2.24,-0.25,1.6,0.01,0.22,0.87,-0.27,0.32,1.28,0.62,-1.62,0.21,-0.39,-1.25,0.92
 REFRIGERADOR,1.74,0.35,2.09,-2.09,1.22,0.4,0.27,0.2,-0.75,-1.16,1.28,1.42,-1.92,1.05,-1.08,-1.75,0.49
 AR-CONDICIONADO,2.08,0.3,       -,-2.06,       -,       -,-0.03,       -,       -,1.83,       -,0.13,-1.18,-0.14,-1.1,2.75,0.46
 MÁQUINA DE LAVAR ROUPA,0.79,1.76,2.17,2.15,1.01,0.74,0.95,1.54,-0.15,1.72,0.38,-0.52,-1.66,-1.8,2.37,1.84,1.15
 LIQUIDIFICADOR,       -,       -,       -,       -,       -,       -,0.22,       -,       -,       -,       -,       -,       -,3.18,       -,       -,0.51
 VENTILADOR,2.61,       -,       -,3.29,       -,       -,-1.25,3.37,       -,       -,       -,       -,-1.81,0.47,-2.39,-0.32,1.18
 FOGÃO,-0.83,2.13,2.34,1.06,2.6,-2.63,0.38,1.24,0.95,0.87,2.28,-0.26,-0.65,-1.76,1.64,-3.04,1.19
 CHUVEIRO ELÉTRICO,       -,0.35,       -,       -,-0.41,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.2
 FORNO DE MICRO-ONDAS,       -,3.46,3.38,       -,4.39,       -,       -,       -,       -,2.49,1.56,       -,       -,       -,       -,       -,3.64
" TV, SOM E INFORMÁTICA",0,0.11,1.51,-0.02,0.78,-0.16,-0.34,0.04,0.52,1.61,0.59,-0.67,-0.05,0.05,-0.84,-1.25,0.51
 TELEVISOR,2.01,-0.85,2.08,1.73,5,0.56,-1.76,-1.07,0.75,0.48,-0.34,0.43,0.03,1.95,-0.4,-1.89,1.81
 APARELHO DE SOM,1.09,0.88,0.17,-0.52,1.57,-4.12,2.02,2.56,-4.01,-1.17,0.76,-2.24,-1.98,2.1,-2.52,-2.58,0.3
 APARELHO DE DVD,1.23,-0.05,0.37,-1.36,0.21,-3.43,-1.35,-1.34,-3.21,-0.05,1.99,-2.98,-1.33,-2.74,-3.58,-2.86,-0.58
 ANTENA,       -,       -,       -,-0.02,       -,       -,-0.34,0.04,       -,       -,-1.91,       -,       -,1.64,       -,-0.51,-0.46
 MICROCOMPUTADOR,-1.79,0.43,1.67,-0.47,-1.63,0.29,0.65,0.69,2.16,3.07,1.07,-0.85,0.44,-1.61,0.27,0.13,0.05
 CONSERTOS E MANUTENÇÃO,0.8,-1.53,0.5,-0.67,0.48,0.74,0.24,-0.01,-0.33,0.91,0.79,0.03,-0.61,1.84,1.27,0.42,0.25
 CONSERTOS E MANUTENÇÃO,0.8,-1.53,0.5,-0.67,0.48,0.74,0.24,-0.01,-0.33,0.91,0.79,0.03,-0.61,1.84,1.27,0.42,0.25
 CONSERTO DE REFRIGERADOR,-0.04,-3.89,-0.16,1.2,-0.86,1.31,-0.03,       -,0.98,0.78,0,1.1,-2.1,0.05,4.08,-2.81,-0.47
 CONSERTO DE TELEVISOR,2.71,0.31,1.02,-4.39,-0.51,0,-0.28,2.05,-0.34,0,0,-0.61,2.99,1.45,-0.87,1.86,0.12
 CONSERTO DE APARELHO DE SOM,       -,       -,1.71,       -,       -,       -,       -,       -,0.5,       -,       -,       -,       -,-1.04,0.38,       -,1.27
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,1.55,-1.81,       -,-0.56,1.41,3.01,1.05,       -,       -,1.75,       -,       -,0,       -,       -,       -,0.72
 REFORMA DE ESTOFADO,0.58,1.55,0,0.59,0.92,-0.64,0.6,-1.1,-1.23,0.68,1.41,-0.3,-1.93,3.93,0.86,0.61,0.47
 MANUTENÇÃO DE MICROCOMPUTADOR,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.01,0.95,       -,       -,1.31,0.69
 VESTUÁRIO,1.93,1.15,0.36,1.93,0.83,1.1,2.26,1.47,1.49,0.89,0.84,1.81,-0.06,0.72,1.2,1.62,1.14
 ROUPAS,2.71,2.02,0.3,2.57,1.99,0.83,3.07,2.03,1.56,1.43,2.21,1.79,0.35,1.19,1.58,1.79,1.8
 ROUPA MASCULINA,2.96,0.46,0.49,2.06,1.09,0.28,3.91,2.5,1.21,2.63,1.78,1.53,2.49,2,1.31,1.4,1.57
 CALÇA COMPRIDA MASCULINA,3.52,0.41,-0.59,1.32,1.34,0.24,5.03,3.52,1.09,0.97,3.85,2.09,2.09,2.62,2.97,1.54,1.55
 TERNO,1.48,2.29,0.93,0.63,       -,       -,       -,       -,       -,4.86,1.81,1.1,       -,       -,       -,       -,2.06
 AGASALHO MASCULINO,       -,0.46,0.49,       -,1.09,-2.29,       -,       -,       -,2.63,       -,1.53,2.49,       -,       -,       -,0.87
 SHORT E BERMUDA MASCULINA,3.18,0.96,-1.59,2.68,0.08,-1.01,4.72,2.39,-0.45,0.54,2.87,1.8,2.9,2.82,1.92,1.95,1.25
 CUECA,       -,1.4,       -,0.97,       -,       -,-2.6,-1.74,0.43,       -,       -,       -,       -,0.85,-0.38,       -,-0.15
 CAMISA / CAMISETA MASCULINA,2.93,0.01,1.85,2.55,1.17,1.28,3.6,2.33,2.28,3.78,-0.65,1.12,2.75,1.31,0.07,1.06,1.79
 ROUPA FEMININA,2.58,2.76,-0.22,3.11,3.7,1.05,2.67,2.19,2.13,1.48,3.1,2.26,-1.54,0.35,2.24,1.86,2.34
 CALÇA COMPRIDA FEMININA,0.86,2.04,-0.87,1.75,3.62,1.77,1.05,-0.92,3.73,-0.1,3.98,1.92,-2.92,0.1,3.43,2.94,1.76
 AGASALHO FEMININO,       -,2.76,-0.22,       -,3.7,       -,       -,       -,       -,1.48,       -,       -,-1.54,       -,       -,       -,2.25
 SAIA,       -,       -,       -,3.72,       -,       -,-1.84,-1.48,3.91,       -,-0.71,3.77,       -,-1.8,1.25,2.22,1.1
 VESTIDO,4.48,2.73,1.1,3.55,3.79,-3.37,3.82,2.75,2.1,-0.3,4.91,3.32,-0.99,-0.63,2.15,3.77,2.68
 BLUSA,2.84,3.71,-1.06,4.46,4.9,2.42,4.47,4.61,0.06,2.73,2.28,2.25,-1.37,0.99,1.32,0.41,2.95
 LINGERIE,1.77,2.45,2.63,1.34,0.12,1.21,0.81,3.02,1.45,3.88,0.84,2.23,0.91,1.35,2.55,0.71,1.41
 BERMUDA E SHORT FEMININO,3.22,1.02,-1.09,3.8,       -,1.5,2.99,0.94,5.36,3.01,2.58,-1.33,-1.74,-0.37,2.59,2.89,2.4
 ROUPA INFANTIL,2.55,3.36,1.16,2.45,-0.25,1.59,2.34,0.39,0.89,-1.24,0.8,1.06,0.32,1.38,0.42,2.3,0.91
 UNIFORME ESCOLAR,0.39,       -,       -,       -,-1.22,       -,-1.41,       -,2.6,0.58,       -,       -,       -,-0.61,1.14,       -,-0.23
 CALÇA COMPRIDA INFANTIL,2.52,2.2,1.2,2.81,-1.83,1.88,2.21,2.21,2.78,1.3,1.83,-0.05,1.18,1.12,2.14,-0.33,0.78
 AGASALHO INFANTIL,       -,3.36,1.16,       -,-0.25,-1.62,       -,       -,       -,-1.24,       -,1.06,0.32,       -,       -,       -,0.65
 VESTIDO INFANTIL,2.11,       -,2.54,2.82,0.1,2.17,3.88,3.89,0.91,-2.23,0.03,-0.84,2.92,2.32,2.22,1.91,1.23
 BERMUDA E SHORT INFANTIL,2.73,3.84,1.64,3.4,3.03,2.2,3.06,-1.8,2.96,3.41,1.34,4.67,-0.03,1.81,1.72,1.32,2.56
 CAMISA / CAMISETA INFANTIL,2.95,3.86,0.7,1.98,-0.29,3.96,2.66,-1.17,-1.09,-3.38,0.13,0.51,-0.43,1.71,-2.56,3.87,0.46
 CONJUNTO INFANTIL,       -,       -,-0.09,1.92,-0.27,-0.91,1.08,1.44,       -,       -,0.89,-0.34,       -,0.94,1.27,2.95,0.5
 CALÇADOS E ACESSÓRIOS,0.64,-0.08,0.46,1.23,-0.86,2,1.27,-0.05,0.99,0.02,-1.63,2.24,-0.97,0.54,-0.37,1.09,0.06
 CALÇADOS E ACESSÓRIOS,0.64,-0.08,0.46,1.23,-0.86,2,1.27,-0.05,0.99,0.02,-1.63,2.24,-0.97,0.54,-0.37,1.09,0.06
 SAPATO MASCULINO,2.05,0,2.05,1.14,-0.37,0.75,1.79,0.22,-1.5,-2.75,-1.55,3.87,-1.51,1.86,-1.35,-1.43,-0.14
 SAPATO FEMININO,0.48,-0.37,1.18,-0.09,-2.98,3.86,-0.79,-1.03,1.43,-1.7,-1.97,2.17,2.04,-1.03,2.47,-2.69,-0.84
 SAPATO INFANTIL,       -,       -,       -,1.63,       -,       -,2.42,       -,1.09,       -,       -,       -,       -,1.74,       -,-0.15,1.55
 SANDÁLIA / CHINELO MASCULINO,       -,       -,       -,2.32,       -,       -,0.61,       -,2.05,       -,       -,       -,       -,1.2,-2.16,-2.28,1.14
 SANDÁLIA / CHINELO FEMININO,-0.04,1.05,0.36,2.72,0.6,2.96,2.78,0.64,1.86,1.62,-1.09,1.23,0.97,0.95,-0.2,3.95,0.93
 SANDÁLIA / CHINELO INFANTIL,       -,       -,       -,-0.38,       -,1.56,0.64,0.81,0.58,       -,1.95,1.44,0.72,-2.53,0.23,2.69,0.67
 BOLSA,-1.12,0.74,1.62,3.39,-0.57,1.39,-0.21,-1.28,-2.09,0.16,-2.27,3.74,-2.73,-0.95,-1.61,-1.27,-0.09
 TÊNIS,1.51,-0.31,-0.53,-0.26,-0.89,1.54,1.8,-0.53,2.38,1.58,-2.22,1.89,-2.56,1.6,-0.21,2.89,0.01
 JOIAS E BIJUTERIAS,0.32,-0.02,0.74,-0.97,-3.17,0.23,0.38,0.5,3.23,-0.45,0.38,0.34,0.82,-1.79,2.58,2.1,-0.34
 JOIAS E BIJUTERIAS,0.32,-0.02,0.74,-0.97,-3.17,0.23,0.38,0.5,3.23,-0.45,0.38,0.34,0.82,-1.79,2.58,2.1,-0.34
 BIJUTERIA,-1.06,3.28,2.72,-1.51,-3.33,-1.03,2.81,0.2,6.5,-1.82,-1.63,3.99,-0.01,-0.44,2.91,3.66,0.41
 JOIA,1.01,-2.06,-0.76,-0.49,-3.03,0.86,-2.29,       -,-0.28,0.31,1.94,-1.68,1.44,-2.05,5.14,       -,-0.98
 RELÓGIO DE PULSO,       -,       -,       -,-0.59,       -,       -,2.5,0.85,       -,       -,       -,       -,       -,-2.46,-2.19,-2.47,0.37
 TECIDOS E ARMARINHO,1.15,-1.07,0,-0.15,0.83,2.7,0.49,0.94,-0.26,0.83,-1.27,0.43,1.17,-1.03,1.54,1.09,0.47
 TECIDOS E ARMARINHO,1.15,-1.07,0,-0.15,0.83,2.7,0.49,0.94,-0.26,0.83,-1.27,0.43,1.17,-1.03,1.54,1.09,0.47
 TECIDO,0.46,0.84,-0.63,-0.15,1.1,4.21,0.67,0.84,-0.41,0.53,-0.76,0.02,0.66,-1.74,1.54,0.78,0.38
 ARTIGOS DE ARMARINHO,       -,-2.81,1,       -,2.26,0.56,0.24,       -,       -,1.63,-2.79,1.17,2.1,       -,       -,       -,0.81
 ACORTINADO (MOSQUITEIRO),2.61,-0.91,       -,       -,-0.68,       -,       -,1.19,0.55,       -,       -,       -,       -,3.07,       -,1.98,0.29
 TRANSPORTES,0.62,-0.83,-1.39,-0.73,-0.5,0.57,-0.01,-0.81,-0.64,-1.42,-0.8,0.18,-0.23,-0.1,-1.15,1.53,-0.54
 TRANSPORTES,0.62,-0.83,-1.39,-0.73,-0.5,0.57,-0.01,-0.81,-0.64,-1.42,-0.8,0.18,-0.23,-0.1,-1.15,1.53,-0.54
 TRANSPORTE PÚBLICO,3.06,2.64,1.04,0.95,3.35,10.55,1.75,0.81,2.08,3.68,3,4.11,4.99,2.99,0.67,9.52,2.94
 ÔNIBUS URBANO,0,0,0,0,0,0,0,0,0,0,0,0,5.95,0,0,9.43,0.13
 TÁXI,0,0,0,0,0,       -,0,0,0,0,0,0,0,0,0,0,0.0
 TREM,0,0,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,5.98,0.18,0.2,-0.05,       -,1.47,0,0.08,-0.14,1.15,0.01,-0.01,3.45,0.07,10.71,0.77
 ÔNIBUS INTERESTADUAL,0,0.18,4.63,-1.29,6.69,17.68,0.05,16.12,0.78,-1.65,8.13,0,4.64,3.59,-4.01,0.21,3.54
 PASSAGEM AÉREA,36.56,18.11,12.07,22.84,34.08,25.44,31.12,15.71,33.53,28.29,24.29,20.39,15.39,18.02,20.53,32.15,29.12
 METRÔ,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE HIDROVIÁRIO,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,0,0.95,0,0,0,       -,       -,0,0,       -,0,       -,       -,       -,0,0.22
 VEÍCULO PRÓPRIO,0.47,1.12,-0.61,0.42,0.15,0.35,0.16,-0.22,0.57,-0.63,0.17,0.44,0.55,0.39,0.65,0.17,0.16
 AUTOMÓVEL NOVO,-0.62,1.3,-1.04,-0.07,-0.29,-0.37,0.24,0,0.83,-0.57,0.63,0.41,1.05,-0.84,0.48,1.39,-0.07
 EMPLACAMENTO E LICENÇA,0.39,0.63,0.4,0.38,0.42,0.49,0.31,0.45,0.41,0.33,0.44,0.4,0.42,0.34,0.38,0.41,0.43
 SEGURO VOLUNTÁRIO DE VEÍCULO,1.93,1.66,-0.95,-1.03,-0.69,-0.15,       -,-0.22,0.43,3.74,0.17,0,2.34,       -,0.65,-2.57,0.32
 MULTA,       -,       -,       -,       -,0,0,       -,       -,       -,0,0,       -,       -,       -,       -,0,0.0
 ÓLEO LUBRIFICANTE,-1.39,1.89,-0.75,0.28,0.04,1.29,3.72,-1.23,-0.44,-0.82,-0.28,       -,0.97,-1.22,1.81,-2.56,0.03
 ACESSÓRIOS E PEÇAS,-1.9,-1.05,-1.33,2.88,-0.26,0.62,0.3,1.51,0.19,0.67,0.66,0.71,0.23,-1.71,1.95,1.88,-0.11
 PNEU,-2.08,0.38,0.94,-0.82,2.36,-0.32,-1.6,-0.9,-1.61,-2.01,-0.1,-0.13,0.11,2.55,1.09,-0.69,0.22
 CONSERTO DE AUTOMÓVEL,0.96,2.82,-0.32,1.14,0.44,2.58,0.64,-0.86,1.24,-0.83,-1.17,0.59,0.46,2.46,1.5,-1.39,0.52
 ESTACIONAMENTO,1.25,1.58,-0.44,       -,-0.4,       -,       -,-3.21,       -,       -,       -,       -,       -,       -,       -,       -,0.31
 PEDÁGIO,0.37,0,       -,       -,0,       -,       -,       -,       -,2.88,       -,0,       -,       -,       -,       -,0.44
 LUBRIFICAÇÃO E LAVAGEM,       -,       -,       -,1.56,0.71,       -,       -,       -,       -,-1.03,       -,       -,0.4,3.97,-3.74,       -,0.44
 AUTOMÓVEL USADO,1.13,-1.2,-1.38,       -,0.88,-0.46,-0.85,2.37,0.5,-2.1,1.84,0.7,0.06,0.39,       -,1.55,-0.16
 PINTURA DE VEÍCULO,       -,       -,       -,-0.86,-1.11,0.07,       -,       -,-0.64,1.47,       -,0.54,       -,       -,       -,-1.11,-0.56
 ALUGUEL DE VEÍCULO,30.07,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,30.07
 MOTOCICLETA,0.83,1.57,-0.01,-0.05,0.26,-0.32,0,-0.76,-0.78,-0.31,-1.06,0.13,-0.48,0,0.17,-1.42,-0.05
 COMBUSTÍVEIS (VEÍCULOS),-3.41,-4.92,-3.95,-4.43,-3.89,-6.87,-3.42,-3.61,-5.37,-5.58,-3.43,-2.81,-3.81,-4.83,-4.38,-5.38,-4.25
 GASOLINA,-4.76,-5.14,-3.99,-5.15,-4.25,-7.25,-3.68,-4.04,-6.79,-6.4,-4.55,-2.93,-4.13,-5.16,-4.82,-5.67,-4.8
