"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - NOVEMBRO DE 2018",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 PEPINO EM CONSERVA,0.0,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,-0.35,0.0,0.0,0.0,-0.45
 SARDINHA EM CONSERVA,-0.07,0.18,0.91,2.34,4.22,0.0,-0.11,0.33,4.24,-0.6,-0.08,1.03,1.37,0.02,2.09,-0.3,1.65
 SALSICHA EM CONSERVA,0.0,0.0,0.0,0.53,0.0,-0.23,0.0,0.36,0.0,0.0,0.0,0.0,0.0,1.05,0.0,-1.68,0.08
 CARNE EM CONSERVA,0.0,0.0,0.0,-0.21,0.0,0.0,0.2,-1.19,0.0,0.0,0.0,0.0,0.0,1.36,2.93,-1.93,0.01
 PATÊ,-0.88,-0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.72
 SOPA DESIDRATADA,0.0,0.42,-0.12,0.0,2.87,0.19,0.0,0.0,0.0,0.0,2.71,0.26,0.0,0.72,0.0,0.0,1.44
 AZEITONA,-1.0,0.0,-0.3,0.11,0.1,2.79,-0.12,0.0,-0.68,-2.57,2.66,0.12,-1.36,0.0,0.0,0.0,-0.29
 MILHO-VERDE EM CONSERVA,-2.52,2.38,-2.36,-1.34,-2.84,2.04,0.81,-2.62,3.99,-1.74,2.27,-1.16,-0.75,3.76,0.49,-2.7,-0.98
 ATUM EM CONSERVA,-0.25,4.48,0.21,0.0,1.04,4.85,0.0,0.34,1.46,0.85,0.0,0.0,0.0,0.0,0.0,0.0,1.22
 SAL E CONDIMENTOS,-4.42,0.41,0.29,-0.9,0.11,0.34,-0.76,-0.49,-3.1,-1.3,-0.63,-4.34,-2.16,-1.51,1.34,-0.95,-0.87
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5
 ATOMATADO,-2.81,-0.79,0.66,-0.61,0.7,-0.69,1.62,0.09,-4.48,-2.91,-1.02,0.43,-0.41,0.55,1.49,-2.46,-0.69
 ALHO,-7.93,0.0,-1.48,-4.37,-0.42,2.62,-1.2,-1.21,-0.83,-0.18,-1.32,-11.7,-8.59,-4.99,1.25,-0.59,-2.42
 SAL,0.0,0.0,0.0,0.0,0.0,-2.24,-1.32,0.61,0.0,0.0,1.09,0.0,2.33,-1.81,-0.66,0.0,-0.23
 FERMENTO,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.27,0.0,-0.7,0.0,0.0,0.0,0.0,-0.49
 MAIONESE,-0.41,2.25,1.19,1.5,-1.36,1.01,1.96,-3.46,0.0,-0.48,-1.01,-0.84,-1.36,0.73,0.0,0.0,-0.05
 VINAGRE,0.0,0.0,0.0,0.81,0.0,0.0,-1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.74,0.01
 CALDO CONCENTRADO,-0.9,-0.03,1.32,4.87,-0.26,1.11,0.0,1.72,-1.16,0.0,0.0,2.47,0.0,0.0,0.0,1.27,0.38
 TEMPERO MISTO,0.0,0.5,0.68,-3.86,0.39,0.32,-2.12,1.15,-2.48,0.44,-0.25,0.49,-0.91,1.91,3.15,0.67,-0.15
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.51,0.08,0.31,-0.29,0.93,-1.06,-0.1,-0.05,0.98,0.12,1.18,1.38,-0.92,1.21,0.16,-0.05,0.49
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.51,0.08,0.31,-0.29,0.93,-1.06,-0.1,-0.05,0.98,0.12,1.18,1.38,-0.92,1.21,0.16,-0.05,0.49
 REFEIÇÃO,0.58,-0.11,0.53,-0.31,1.21,-1.78,0.05,-0.04,1.6,-0.17,0.75,1.3,-2.29,1.27,1.26,-0.51,0.58
 LANCHE,0.4,0.36,0.31,-0.48,0.31,0.49,-0.03,-0.25,-0.28,0.4,2.09,1.66,-0.41,2.16,-1.61,0.61,0.29
 CAFÉ DA MANHÃ,0.18,-1.61,0.4,-2.17,1.26,1.12,1.35,0.0,0.45,0.0,0.0,0.09,0.0,-3.51,0.0,1.85,0.38
 REFRIGERANTE E ÁGUA MINERAL,0.34,1.02,-0.36,-1.37,0.62,0.45,-1.56,0.45,0.44,0.1,1.04,-0.86,-0.12,1.18,0.96,-0.4,0.24
 CAFEZINHO,0.75,1.15,0.0,0.0,-0.74,0.0,0.0,0.0,0.0,0.0,2.79,0.0,0.0,0.0,0.0,0.0,0.02
 CERVEJA,0.29,0.32,0.85,2.01,0.92,0.3,-0.27,0.36,1.59,1.52,0.73,1.26,2.65,-0.84,-0.33,-0.66,0.87
 OUTRAS BEBIDAS ALCOÓLICAS,0.76,0.0,-0.79,-0.9,0.0,-2.12,0.78,-0.39,1.47,0.0,0.0,3.73,0.0,0.0,0.0,-1.19,-0.02
 DOCES,-0.43,0.19,-1.85,-2.24,0.68,-1.39,0.01,0.52,-0.66,-0.02,1.92,1.75,3.08,0.07,2.63,2.14,-0.04
 HABITAÇÃO,-0.63,-1.36,-0.11,-1.26,-0.82,-0.43,-0.06,-1.24,-0.92,-1.13,1.58,-1.33,-1.23,-2.41,-0.67,-1.28,-0.71
 ENCARGOS E MANUTENÇÃO,0.72,0.01,0.21,0.25,0.7,-0.23,0.09,0.06,0.07,0.28,0.25,0.3,0.27,0.31,0.53,0.38,0.4
 ALUGUEL E TAXAS,0.97,0.09,0.16,0.34,0.8,-0.39,-0.3,-0.2,-0.22,0.21,0.05,0.42,0.19,0.39,0.0,0.37,0.43
 ALUGUEL RESIDENCIAL,0.8,0.13,0.27,0.08,0.67,-0.6,-0.65,-0.17,-0.09,0.44,0.0,0.37,0.34,0.49,0.23,0.63,0.4
 CONDOMÍNIO,1.76,0.11,0.1,0.94,1.79,-0.35,1.49,-0.74,-0.6,0.1,0.34,1.01,-0.78,0.43,-0.43,0.42,0.98
 TAXA DE ÁGUA E ESGOTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.08,-0.7,0.0,3.26,0.0,-0.53,0.0,-0.9
 REPAROS,0.28,0.0,0.26,0.22,0.7,0.36,0.32,0.37,0.46,0.46,0.94,0.08,0.54,-0.21,0.97,0.52,0.43
 FERRAGENS,0.0,0.0,0.28,0.0,2.85,0.0,0.0,2.28,0.0,2.12,0.37,-0.34,0.0,-2.08,0.0,0.0,1.8
 MATERIAL DE ELETRICIDADE,0.0,0.53,0.0,0.0,0.0,0.0,-0.47,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.29
 MATERIAL DE PINTURA,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,-0.39,0.0,0.0,-0.3,1.52,-1.08,0.0,0.0,0.99
 VIDRO,1.94,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15
 TINTA,0.44,0.66,-0.05,0.01,3.0,0.99,-1.74,1.36,-0.2,1.13,0.12,2.05,-0.13,-1.12,2.58,2.25,1.2
 REVESTIMENTO DE PISO E PAREDE,1.89,-3.05,-2.38,1.23,-1.33,0.39,-0.09,-2.39,3.91,1.48,2.96,-2.13,3.03,0.0,3.04,-0.75,-0.01
 CIMENTO,-1.99,-1.53,0.95,-0.38,-1.72,-0.44,2.96,0.43,0.32,-1.91,1.18,0.08,-1.36,2.63,2.81,0.33,-0.63
 TIJOLO,0.0,-1.83,-0.74,-0.26,3.25,0.59,1.13,0.53,-1.49,-0.09,2.99,1.35,0.0,0.0,0.04,0.0,0.74
 MATERIAL HIDRÁULICO,0.0,0.0,0.14,0.0,3.54,0.0,0.26,0.0,-1.85,1.32,0.0,-0.36,0.0,0.0,-0.7,0.0,1.78
 MÃO DE OBRA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
 AREIA,0.75,0.0,-0.07,0.0,0.0,0.0,0.0,0.55,-0.31,0.39,1.33,-2.34,0.0,0.0,0.23,0.0,0.33
 TELHA,-0.58,0.0,1.0,0.0,0.0,0.0,-2.92,-1.38,-1.32,1.29,3.12,-2.97,0.0,0.0,0.0,-0.27,0.21
 ARTIGOS DE LIMPEZA,-1.31,-0.46,0.51,-0.41,-0.28,-0.21,0.92,1.2,1.12,0.28,0.27,0.2,0.44,0.7,1.98,0.2,0.07
 ÁGUA SANITÁRIA,-3.32,0.0,-2.26,0.31,-0.61,-0.89,-0.16,1.86,1.37,2.68,0.0,0.0,0.0,-0.75,2.5,0.53,-0.19
 DETERGENTE,-1.73,-0.24,0.68,-0.59,-1.42,-0.8,1.51,2.34,-0.25,-1.6,0.6,0.29,1.76,0.0,0.0,0.2,-0.7
 SABÃO EM PÓ,-1.52,-1.0,0.35,-0.47,0.29,-2.12,1.62,1.8,0.91,1.62,0.1,-0.23,0.46,1.11,2.39,0.11,0.25
 DESINFETANTE,-0.03,1.79,1.69,-0.68,0.0,1.8,0.01,0.04,1.43,-1.28,-1.33,0.6,3.63,-0.45,3.3,0.0,0.72
 INSETICIDA,-1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.66
 SABÃO EM BARRA,0.66,0.12,1.12,0.14,-0.69,3.09,0.41,0.37,3.21,-2.5,1.25,-0.16,-0.11,0.44,0.58,-1.28,0.31
 ESPONJA DE LIMPEZA,0.0,0.08,-0.33,-3.36,0.97,0.0,-1.19,-0.4,0.0,-1.13,0.84,-0.32,-1.09,-0.1,3.25,0.0,-0.02
 AMACIANTE,-0.88,-0.66,1.19,0.0,-0.43,1.75,1.22,1.45,0.07,0.96,0.12,2.03,-0.7,1.97,0.0,3.38,0.13
 COMBUSTÍVEIS E ENERGIA,-3.28,-3.65,-0.81,-3.96,-4.06,-0.94,-0.2,-3.61,-3.11,-3.88,3.91,-3.88,-3.54,-4.03,-2.06,-3.85,-2.84
 COMBUSTÍVEIS (DOMÉSTICOS),0.91,-0.22,0.99,-2.44,0.31,-2.1,1.73,1.86,0.82,0.93,2.92,0.78,-0.45,0.84,2.49,-1.54,0.61
 CARVÃO VEGETAL,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25
 GÁS DE BOTIJÃO,-0.04,-0.38,0.99,-2.44,0.34,-2.1,1.73,1.86,0.82,1.0,2.92,0.78,-0.45,0.84,2.49,-1.54,0.52
 GÁS ENCANADO,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08
 ENERGIA ELÉTRICA RESIDENCIAL,-4.55,-4.79,-1.51,-4.72,-5.32,-0.63,-0.97,-6.83,-5.45,-5.26,4.31,-5.14,-4.72,-5.9,-3.95,-4.99,-4.04
 ENERGIA ELÉTRICA RESIDENCIAL,-4.55,-4.79,-1.51,-4.72,-5.32,-0.63,-0.97,-6.83,-5.45,-5.26,4.31,-5.14,-4.72,-5.9,-3.95,-4.99,-4.04
 ARTIGOS DE RESIDÊNCIA,0.54,0.59,0.19,0.73,0.48,0.16,0.19,1.03,0.76,0.28,0.97,0.58,0.36,0.98,0.3,0.07,0.48
 MÓVEIS E UTENSÍLIOS,0.33,0.91,0.57,0.69,0.74,0.47,-0.39,1.18,1.21,0.79,1.4,0.19,0.43,1.33,-0.32,-0.19,0.65
 MOBILIÁRIO,0.14,0.61,0.15,1.14,2.04,0.39,-0.2,1.66,1.9,1.0,1.25,-0.31,0.44,1.02,-0.14,-0.11,0.97
 MÓVEL PARA SALA,0.65,1.29,-0.56,1.91,1.95,-0.68,-1.08,1.84,2.76,0.59,2.66,2.69,1.12,0.94,-0.62,0.58,1.02
 MÓVEL PARA QUARTO,-1.38,-0.1,0.06,2.43,2.87,2.96,0.39,1.46,2.77,1.47,0.67,-2.5,-0.5,2.91,0.37,-0.56,1.12
 MÓVEL PARA COPA E COZINHA,2.85,0.8,2.59,-0.18,1.9,-2.04,-0.79,2.48,-0.79,1.39,1.64,-0.64,-0.64,0.18,-0.03,-1.65,1.26
 MÓVEL INFANTIL,0.0,0.0,0.0,1.15,0.0,0.0,0.05,0.83,0.0,0.0,-0.25,0.0,0.0,-0.7,0.0,-0.77,0.3
 COLCHÃO,0.84,1.14,1.23,-3.23,-0.84,0.0,-0.07,0.81,0.14,-0.25,-3.72,0.08,3.29,-1.22,-0.06,0.95,-0.17
 UTENSÍLIOS E ENFEITES,1.09,1.49,1.12,-1.39,-1.36,0.67,0.86,-0.35,-1.08,0.96,-0.23,0.42,1.14,1.33,0.22,1.02,0.03
 TAPETE,3.39,0.57,1.91,0.58,1.08,-2.58,0.59,0.0,0.6,-1.92,2.57,0.61,-0.29,0.62,0.63,0.0,1.03
 CORTINA,-0.88,1.97,2.45,-1.56,0.7,2.31,0.72,1.7,0.45,0.73,-0.63,2.52,-0.91,0.74,1.21,0.09,1.01
 UTENSÍLIOS DE METAL,0.2,-1.39,0.54,-2.15,-2.43,0.08,2.35,0.65,-1.44,2.45,-0.59,-2.5,2.6,3.59,0.37,2.69,-0.63
 UTENSÍLIOS DE VIDRO E LOUÇA,-2.55,2.93,0.8,-0.96,-1.34,-1.17,-0.11,-0.12,-0.18,0.63,1.86,-1.75,-1.17,-0.19,-0.49,1.06,-0.02
 UTENSÍLIOS DE PLÁSTICO,-0.11,0.34,0.0,-2.33,-2.61,-0.24,-0.68,1.94,-2.13,1.43,-2.18,-1.22,-1.54,0.26,3.04,-1.38,-1.16
 FLORES NATURAIS,0.0,0.11,0.0,0.0,1.94,0.0,0.0,0.0,-0.27,0.13,0.0,0.0,-0.37,0.0,0.0,0.0,1.21
 UTENSÍLIOS DIVERSOS,2.3,3.27,-0.89,-1.15,-3.51,3.46,0.94,-2.16,-2.07,1.71,-1.02,1.21,3.92,0.93,-0.83,0.63,-0.5
" CAMA, MESA E BANHO",0.08,0.89,1.27,1.88,-0.21,0.53,-2.2,0.91,2.0,-0.44,4.15,1.87,-0.65,2.18,-1.92,-2.72,0.5
 ROUPA DE CAMA,0.22,0.82,1.25,1.63,-0.38,0.53,-2.44,0.81,1.94,0.12,4.15,2.37,-1.4,3.4,-3.44,-3.19,0.5
 ROUPA DE BANHO,-0.25,1.09,1.31,2.47,0.09,0.0,-1.06,1.12,2.21,-2.17,0.0,0.61,1.42,-1.4,2.31,-1.77,0.52
 APARELHOS ELETROELETRÔNICOS,0.86,0.39,-0.5,0.89,0.02,-0.2,0.74,0.69,0.21,-0.11,0.22,1.35,0.27,0.69,1.31,0.26,0.26
 ELETRODOMÉSTICOS E EQUIPAMENTOS,1.36,0.8,-1.17,1.69,0.46,-0.46,1.1,0.84,0.36,0.32,0.81,1.54,0.48,0.75,1.18,1.54,0.54
 REFRIGERADOR,1.5,0.82,-1.83,2.43,1.89,0.33,1.7,1.22,0.06,-0.19,0.63,1.6,0.15,0.79,2.36,1.89,0.84
 AR-CONDICIONADO,-0.69,0.73,0.0,1.02,0.0,0.0,-0.9,0.0,0.0,1.28,0.0,0.48,0.49,0.5,2.83,-0.75,0.29
 MÁQUINA DE LAVAR ROUPA,1.73,2.67,-1.48,0.91,-1.09,-2.89,-1.33,-0.87,1.65,0.14,0.56,0.08,-0.7,-0.32,-1.44,-1.03,-0.14
 LIQUIDIFICADOR,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,0.0,0.0,0.95
 VENTILADOR,-1.47,0.0,0.0,0.36,0.0,0.0,2.37,1.89,0.0,0.0,0.0,0.0,3.56,0.0,-0.13,1.91,0.61
 FOGÃO,2.44,-0.25,-0.15,1.48,0.3,0.93,1.2,0.44,0.03,2.87,0.77,3.73,1.51,1.89,-0.59,2.67,0.92
 CHUVEIRO ELÉTRICO,0.0,-0.75,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39
 FORNO DE MICRO-ONDAS,0.0,-0.41,2.27,0.0,-2.45,0.0,0.0,0.0,0.0,-1.18,2.74,0.0,0.0,0.0,0.0,0.0,-1.07
" TV, SOM E INFORMÁTICA",0.14,-0.4,0.53,-0.41,-0.69,0.17,-0.05,0.46,-0.02,-1.01,-0.72,1.04,-0.13,0.57,1.55,-1.91,-0.21
 TELEVISOR,-0.99,-1.71,0.61,0.19,-1.71,-2.28,-0.42,0.64,-1.87,-1.71,1.41,-1.05,0.41,-1.45,2.41,-2.77,-0.95
 APARELHO DE SOM,0.32,1.19,-0.29,-1.8,-0.55,3.04,3.94,1.0,3.65,-0.02,-0.19,-0.28,-2.08,-1.16,1.37,-2.6,0.41
 APARELHO DE DVD,3.56,-0.83,-0.85,-1.18,-0.8,3.0,0.74,0.75,0.66,0.78,0.71,1.67,-0.47,3.15,3.78,0.53,0.21
 ANTENA,0.0,0.0,0.0,-0.41,0.0,0.0,-0.05,0.46,0.0,0.0,2.62,0.0,0.0,-0.62,0.0,-2.07,0.49
 MICROCOMPUTADOR,0.38,-0.09,0.9,0.02,-0.1,1.03,-1.46,-0.04,-0.09,-1.02,-2.5,2.6,0.03,2.26,0.02,-1.54,-0.02
 CONSERTOS E MANUTENÇÃO,0.27,-0.28,-0.18,0.09,0.85,-0.33,0.36,1.91,0.39,-0.72,1.75,0.03,0.37,0.32,0.0,1.3,0.37
 CONSERTOS E MANUTENÇÃO,0.27,-0.28,-0.18,0.09,0.85,-0.33,0.36,1.91,0.39,-0.72,1.75,0.03,0.37,0.32,0.0,1.3,0.37
 CONSERTO DE REFRIGERADOR,0.76,-0.36,-0.28,-0.03,0.98,2.76,0.68,0.0,0.69,0.0,0.22,0.12,0.89,1.46,-0.5,2.89,0.49
 CONSERTO DE TELEVISOR,-2.98,-0.23,-0.67,-0.69,-0.87,0.0,0.2,1.06,0.22,0.0,1.68,-0.67,-2.9,-0.48,-0.35,1.19,-0.51
 CONSERTO DE APARELHO DE SOM,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,-0.49,0.0,0.0,0.0,0.0,0.71,0.27,0.0,0.36
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,2.08,-0.07,0.0,1.84,0.0,-2.97,0.0,0.0,0.0,3.63,0.0,0.0,2.22,0.0,0.0,0.0,0.55
 REFORMA DE ESTOFADO,0.37,-1.05,0.0,0.38,2.12,-0.32,0.39,2.36,0.4,-3.09,2.27,0.4,1.11,-0.18,0.62,0.41,0.67
 MANUTENÇÃO DE MICROCOMPUTADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,2.01,0.34
 VESTUÁRIO,-0.9,-0.41,0.01,-0.13,-0.47,0.45,0.04,0.47,-1.33,-1.3,0.18,-1.12,0.06,-0.74,0.42,0.47,-0.43
 ROUPAS,-1.3,-0.4,-0.14,-0.28,-1.04,0.48,-1.04,-0.02,-1.87,-2.2,-0.48,-1.74,-0.67,-1.13,0.67,0.46,-0.89
 ROUPA MASCULINA,-1.54,0.99,0.15,0.44,-0.93,0.65,-0.47,1.25,-1.92,-2.63,0.72,-1.81,-0.5,-2.05,1.32,0.17,-0.63
 CALÇA COMPRIDA MASCULINA,-2.6,0.4,1.85,0.2,-1.88,1.39,2.15,-0.36,-2.33,-2.93,1.73,-2.32,-0.92,-2.33,-1.95,-1.98,-0.94
 TERNO,-0.82,1.55,-1.43,2.42,0.0,0.0,0.0,0.0,0.0,-0.19,1.51,1.19,0.0,0.0,0.0,0.0,-0.29
 AGASALHO MASCULINO,0.0,0.99,0.15,0.0,-0.93,1.27,0.0,0.0,0.0,-1.72,0.0,-1.81,-0.5,0.0,0.0,0.0,-0.28
 SHORT E BERMUDA MASCULINA,-2.25,1.33,0.6,0.81,1.0,0.69,-2.91,3.23,-1.18,-2.02,-0.35,-2.31,1.7,-1.33,2.84,0.64,-0.14
 CUECA,0.0,-1.53,0.0,0.6,0.0,0.0,1.97,-1.35,0.21,0.0,0.0,0.0,0.0,-0.75,1.06,0.0,0.09
 CAMISA / CAMISETA MASCULINA,-0.65,1.76,-0.7,0.17,-0.72,-0.05,-0.83,1.32,-2.26,-3.26,-0.16,-1.7,-0.73,-2.29,2.88,1.32,-0.67
 ROUPA FEMININA,-1.33,-1.29,0.13,-0.57,-1.75,0.74,-1.83,-1.36,-2.76,-2.04,-0.98,-2.03,-0.34,-0.44,0.32,1.02,-1.28
 CALÇA COMPRIDA FEMININA,-0.81,-0.64,-1.01,-2.06,-2.69,-0.32,-4.68,-2.4,-3.2,-2.94,-2.03,-1.71,-2.88,-2.04,1.88,-0.62,-1.98
 AGASALHO FEMININO,0.0,-1.29,0.13,0.0,-1.43,0.0,0.0,0.0,0.0,-2.04,0.0,0.0,-0.34,0.0,0.0,0.0,-1.24
 SAIA,0.0,0.0,0.0,-1.09,0.0,0.0,2.21,1.33,-0.87,0.0,-2.76,0.24,0.0,-1.91,0.98,3.53,0.18
 VESTIDO,-0.47,-1.71,1.11,1.8,0.24,1.76,-0.05,-1.71,-2.84,-2.74,-2.57,-2.33,0.19,-0.8,2.41,0.63,-0.4
 BLUSA,-2.45,-2.9,0.6,0.52,-2.89,1.25,-0.51,-1.96,-3.03,-0.61,1.46,-2.87,2.08,-0.03,-2.73,1.92,-1.58
 LINGERIE,1.04,2.36,0.1,-1.44,1.1,0.21,-2.91,-1.9,-0.92,-2.95,-1.92,0.38,-2.56,0.43,2.07,0.71,0.04
 BERMUDA E SHORT FEMININO,-2.47,-1.49,0.81,-2.07,0.0,0.1,-2.74,3.52,-2.98,-2.7,-1.61,-0.76,0.76,1.35,2.54,2.7,-1.18
 ROUPA INFANTIL,-0.64,-1.04,-1.33,-1.23,0.48,-0.57,-0.3,1.72,0.55,-1.65,-1.45,-0.81,-1.66,-0.76,0.3,-0.27,-0.43
 UNIFORME ESCOLAR,2.95,0.0,0.0,0.0,2.34,0.0,0.27,0.0,-0.18,0.06,0.0,0.0,0.0,1.8,3.77,0.0,1.67
 CALÇA COMPRIDA INFANTIL,1.33,0.26,-2.54,-0.1,0.85,0.84,2.69,3.52,-2.87,-1.87,-0.27,-2.86,-1.82,-2.92,-1.16,0.09,-0.16
 AGASALHO INFANTIL,0.0,-1.04,-1.33,0.0,0.48,1.66,0.0,0.0,0.0,-1.65,0.0,-0.81,-1.66,0.0,0.0,0.0,-0.39
 VESTIDO INFANTIL,1.59,0.0,1.77,0.32,2.21,1.64,-1.83,-1.44,0.74,-0.62,0.24,-2.61,-2.61,2.52,-0.14,-2.48,0.56
 BERMUDA E SHORT INFANTIL,0.75,1.57,-1.04,-3.45,-0.29,-1.65,0.02,3.16,0.79,-2.67,-2.78,0.59,-1.67,0.4,-1.73,-0.5,-0.41
 CAMISA / CAMISETA INFANTIL,-2.95,-2.51,-1.79,-1.63,-0.34,-1.56,-0.74,3.16,1.5,-1.84,-2.49,0.12,-1.41,-1.41,-0.46,1.85,-1.06
 CONJUNTO INFANTIL,0.0,0.0,-1.17,-0.43,1.29,-2.42,-2.24,-1.09,0.0,0.0,-0.56,-2.66,0.0,-2.25,3.71,-2.92,-0.32
 CALÇADOS E ACESSÓRIOS,-0.52,-0.78,-0.17,-0.14,0.42,0.33,1.15,1.69,-0.59,0.14,1.4,-0.15,1.18,-1.2,-0.22,0.54,0.12
 CALÇADOS E ACESSÓRIOS,-0.52,-0.78,-0.17,-0.14,0.42,0.33,1.15,1.69,-0.59,0.14,1.4,-0.15,1.18,-1.2,-0.22,0.54,0.12
 SAPATO MASCULINO,0.38,-0.54,-0.42,-1.11,0.84,-2.12,2.4,1.32,-0.65,-0.15,2.02,-2.73,3.47,-2.81,1.91,-0.42,0.31
 SAPATO FEMININO,1.98,-1.9,-1.71,1.01,-0.02,-0.43,1.16,3.65,-2.43,1.14,2.6,2.04,0.91,-2.44,-2.0,2.04,-0.05
 SAPATO INFANTIL,0.0,0.0,0.0,0.2,0.0,0.0,-1.33,0.0,-0.95,0.0,0.0,0.0,0.0,1.18,0.0,-1.01,-0.69
 SANDÁLIA / CHINELO MASCULINO,0.0,0.0,0.0,0.97,0.0,0.0,0.87,0.0,-2.25,0.0,0.0,0.0,0.0,-0.85,-1.8,0.32,-0.14
 SANDÁLIA / CHINELO FEMININO,-0.06,1.8,-0.8,-1.76,1.64,0.78,1.04,1.75,-0.13,1.43,1.43,1.08,-0.89,-1.82,-2.46,-0.15,0.55
 SANDÁLIA / CHINELO INFANTIL,0.0,0.0,0.0,-0.92,0.0,-1.38,-1.82,3.42,1.76,0.0,-0.46,-2.34,1.96,-1.33,-1.62,2.52,0.07
 BOLSA,1.57,-1.67,0.16,-2.6,1.56,0.83,1.03,-2.22,1.2,-3.51,-0.59,-2.4,-1.08,0.38,1.45,2.36,0.1
 TÊNIS,-2.93,-0.6,1.11,2.06,-0.49,0.94,2.07,2.55,-0.99,0.33,1.31,-0.22,1.7,-0.05,1.32,-0.58,-0.08
 JOIAS E BIJUTERIAS,1.18,1.13,2.4,1.46,1.26,0.46,3.25,1.55,0.24,0.82,0.66,0.74,0.91,2.98,0.56,0.08,1.39
 JOIAS E BIJUTERIAS,1.18,1.13,2.4,1.46,1.26,0.46,3.25,1.55,0.24,0.82,0.66,0.74,0.91,2.98,0.56,0.08,1.39
 BIJUTERIA,3.57,-0.1,2.99,2.26,-0.13,0.15,3.28,0.72,0.25,2.23,0.47,-0.62,-0.4,2.48,0.13,-0.76,1.15
 JOIA,0.03,1.91,1.97,1.17,2.51,0.62,3.62,0.0,0.23,0.06,0.8,1.5,1.92,3.54,0.32,0.0,1.57
 RELÓGIO DE PULSO,0.0,0.0,0.0,0.33,0.0,0.0,2.02,2.52,0.0,0.0,0.0,0.0,0.0,0.5,1.51,2.61,1.61
 TECIDOS E ARMARINHO,0.52,0.51,1.36,0.04,0.05,1.41,2.67,2.0,2.68,0.12,0.07,1.58,-0.11,0.73,-1.24,0.89,0.75
 TECIDOS E ARMARINHO,0.52,0.51,1.36,0.04,0.05,1.41,2.67,2.0,2.68,0.12,0.07,1.58,-0.11,0.73,-1.24,0.89,0.75
 TECIDO,0.46,-0.29,1.37,0.04,-0.19,1.75,2.69,1.99,3.11,-0.5,0.78,1.45,0.26,1.05,-1.24,1.35,0.72
 ARTIGOS DE ARMARINHO,0.0,0.15,1.34,0.0,1.59,0.93,2.64,0.0,0.0,1.86,-1.96,1.82,-0.77,0.0,0.0,0.0,1.33
 ACORTINADO (MOSQUITEIRO),0.64,2.61,0.0,0.0,-0.93,0.0,0.0,2.04,0.47,0.0,0.0,0.0,0.0,-1.09,0.0,-0.45,0.04
 TRANSPORTES,-0.09,-1.21,-0.78,-1.02,-0.72,-1.17,-0.45,-0.34,-1.55,-0.42,-1.55,-0.44,-0.44,-0.54,-0.56,-0.26,-0.74
 TRANSPORTES,-0.09,-1.21,-0.78,-1.02,-0.72,-1.17,-0.45,-0.34,-1.55,-0.42,-1.55,-0.44,-0.44,-0.54,-0.56,-0.26,-0.74
 TRANSPORTE PÚBLICO,0.39,0.29,-0.14,0.31,0.23,2.8,-0.14,0.04,-0.05,-0.28,-0.61,1.85,-0.51,1.5,0.01,1.15,0.24
 ÔNIBUS URBANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
