"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - SETEMBRO DE 2018",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 PEPINO EM CONSERVA,0.0,-2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.35,0.0,0.0,-0.02,0.0,0.0,0.0,-2.14
 SARDINHA EM CONSERVA,2.47,-1.05,0.19,-0.16,1.14,0.0,1.49,0.28,-4.72,-1.34,0.63,0.47,0.63,2.59,-0.24,-0.11,0.3
 SALSICHA EM CONSERVA,0.0,0.0,0.0,0.52,0.0,2.2,1.71,0.99,0.0,0.0,0.0,0.0,0.0,-1.57,0.0,-0.69,1.2
 CARNE EM CONSERVA,0.0,0.0,0.0,1.66,0.0,0.0,-0.3,3.69,0.0,0.0,0.0,0.0,0.0,-0.36,3.49,1.85,1.21
 PATÊ,2.63,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23
 SOPA DESIDRATADA,0.0,0.6,2.03,0.0,1.82,0.54,0.0,0.0,0.0,0.0,1.77,0.48,0.0,0.74,0.0,0.0,1.53
 AZEITONA,0.4,0.0,0.75,1.8,0.2,0.88,0.59,0.0,0.01,-0.66,0.47,-0.47,-1.32,0.0,0.0,0.0,0.22
 MILHO-VERDE EM CONSERVA,-0.92,-2.94,-2.46,-0.34,-0.98,0.27,-1.55,3.43,-2.99,0.26,0.56,-0.81,-1.37,-0.59,3.7,-1.48,-1.14
 ATUM EM CONSERVA,2.55,0.62,-0.35,0.0,3.92,2.71,0.0,2.06,1.62,-3.28,0.0,0.0,0.0,0.0,0.0,0.0,1.92
 SAL E CONDIMENTOS,2.04,0.81,-0.07,-0.26,-0.39,0.32,-1.59,0.46,-0.01,0.63,-0.71,2.23,-0.81,-0.69,-0.83,-1.21,0.07
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82
 ATOMATADO,1.02,0.86,-0.74,1.54,-2.76,0.27,-1.95,1.67,0.47,-0.43,1.03,-0.76,-2.51,-0.67,1.27,-0.59,-0.91
 ALHO,3.52,0.0,-0.32,-1.34,0.63,-1.77,-2.5,0.17,-1.8,5.33,-2.89,5.14,1.0,-2.36,-5.85,-2.0,0.68
 SAL,0.0,0.0,0.0,0.0,0.0,1.2,1.41,2.33,0.0,0.0,-1.3,0.0,0.8,1.57,1.66,0.0,0.87
 FERMENTO,0.0,-1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.2,0.0,0.0,0.0,0.0,0.61
 MAIONESE,2.91,0.92,3.43,0.23,2.21,3.07,-2.36,-0.34,0.0,-0.54,-1.59,1.61,-1.19,-0.76,0.0,0.0,1.3
 VINAGRE,0.0,0.0,0.0,-2.34,0.0,0.0,-3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.99,-0.59,-2.57
 CALDO CONCENTRADO,-2.82,0.69,-1.36,-4.73,3.48,1.89,0.0,-0.8,-1.93,0.0,0.0,0.04,0.0,0.0,0.0,-3.27,0.25
 TEMPERO MISTO,0.0,2.23,0.01,1.88,1.35,1.09,-0.66,-0.16,-0.92,-1.22,-0.52,1.48,0.19,-1.63,1.12,-1.24,0.44
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.19,0.08,1.16,0.53,-0.02,-0.23,0.85,0.69,1.06,0.62,-0.67,0.11,1.21,-1.23,-0.73,1.2,0.29
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.19,0.08,1.16,0.53,-0.02,-0.23,0.85,0.69,1.06,0.62,-0.67,0.11,1.21,-1.23,-0.73,1.2,0.29
 REFEIÇÃO,0.11,0.17,0.15,0.92,0.14,-0.99,0.71,0.81,1.53,0.63,-1.48,-0.08,0.33,-1.08,-1.55,0.84,0.19
 LANCHE,0.58,0.25,2.11,0.4,-0.04,1.23,1.8,0.01,0.19,0.4,0.0,0.76,2.5,-1.45,0.27,1.41,0.57
 CAFÉ DA MANHÃ,-0.1,1.15,1.25,-3.04,-0.31,-0.94,2.49,0.0,-0.17,0.0,0.0,-0.53,0.0,1.7,0.0,3.36,0.14
 REFRIGERANTE E ÁGUA MINERAL,0.94,0.75,1.77,-0.12,-1.3,-0.46,1.98,0.55,-0.21,0.44,1.17,0.46,2.9,-1.96,0.79,0.61,0.2
 CAFEZINHO,-0.35,1.75,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,-2.77,0.0,0.0,0.0,0.0,0.0,0.84
 CERVEJA,-0.85,-1.03,2.75,-0.07,-0.72,2.3,-0.63,2.05,1.42,1.27,1.45,-0.53,2.12,-0.89,-0.73,2.54,0.29
 OUTRAS BEBIDAS ALCOÓLICAS,2.24,0.0,0.67,0.1,0.0,2.98,-0.85,0.74,3.78,0.0,0.0,-0.43,0.0,0.0,0.0,-0.5,1.05
 DOCES,0.06,-2.68,0.36,1.31,-0.45,1.0,-1.47,1.53,0.39,0.66,0.81,-0.44,-0.69,-1.83,-1.12,-0.33,-0.23
 HABITAÇÃO,0.33,0.88,-1.18,-0.15,0.56,0.36,1.19,-0.19,0.26,0.63,0.66,2.11,-0.57,0.5,3.53,-0.68,0.37
 ENCARGOS E MANUTENÇÃO,0.18,0.25,0.49,0.32,0.19,0.26,1.22,0.19,0.53,0.46,0.68,0.59,0.4,0.56,0.24,0.18,0.34
 ALUGUEL E TAXAS,0.08,0.33,0.42,0.44,0.01,0.15,1.48,0.08,0.51,0.5,0.56,0.71,0.22,0.07,0.08,0.48,0.25
 ALUGUEL RESIDENCIAL,0.04,0.39,0.48,0.27,0.19,0.18,0.13,0.13,0.24,0.47,0.42,0.41,0.03,0.09,0.03,0.02,0.24
 CONDOMÍNIO,-0.15,0.68,0.2,1.0,-0.43,0.27,0.11,0.0,1.39,1.23,1.92,-0.47,1.47,-0.01,0.16,1.96,0.2
 TAXA DE ÁGUA E ESGOTO,0.68,0.0,0.43,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.3
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,1.71,0.0,3.24,0.0,1.22,0.0,2.79
 REPAROS,0.36,-0.14,0.42,-0.07,0.3,0.22,0.85,0.45,0.2,0.17,0.53,-0.08,0.42,0.12,0.15,-0.31,0.27
 FERRAGENS,0.0,0.0,2.01,0.0,0.45,0.0,0.0,-1.25,0.0,0.14,0.72,-0.05,0.0,2.41,0.0,0.0,0.66
 MATERIAL DE ELETRICIDADE,0.0,0.13,0.0,0.0,0.0,0.0,1.42,0.0,0.0,-2.53,0.0,0.0,0.0,0.0,0.0,0.0,-0.87
 MATERIAL DE PINTURA,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,-2.06,0.62,-0.23,0.0,0.0,-0.03
 VIDRO,2.63,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56
 TINTA,1.13,-0.53,2.34,0.62,1.64,2.47,-0.99,2.22,0.0,1.04,2.29,-0.38,2.34,-2.13,0.62,-1.84,1.05
 REVESTIMENTO DE PISO E PAREDE,1.55,-1.8,-2.42,-1.09,1.6,-1.98,-0.81,-0.29,4.6,1.76,2.81,0.97,1.29,0.0,-1.36,0.13,0.93
 CIMENTO,1.21,-2.28,-0.07,-1.51,-0.86,-1.86,3.75,0.58,-3.8,-0.56,-0.32,-0.08,-2.49,3.24,3.23,-0.98,-0.51
 TIJOLO,0.0,2.18,2.28,0.17,-2.66,2.44,4.26,0.99,-0.17,1.14,0.24,-1.6,0.0,0.0,0.46,0.0,0.42
 MATERIAL HIDRÁULICO,0.0,0.0,0.24,0.0,2.07,0.0,0.32,0.0,0.36,-0.1,0.0,0.66,0.0,0.0,-2.46,0.0,1.06
 MÃO DE OBRA,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
 AREIA,-0.23,0.0,0.22,0.0,0.0,0.0,0.0,-0.03,1.51,0.78,-0.18,0.81,0.0,0.0,-1.73,0.0,0.2
 TELHA,-0.81,0.0,-0.43,0.0,0.0,0.0,0.29,3.17,-2.76,0.16,1.82,-2.55,0.0,0.0,0.0,0.26,-0.19
 ARTIGOS DE LIMPEZA,0.94,0.99,1.35,-0.15,1.57,1.76,0.99,0.49,1.63,1.07,2.21,2.37,1.53,2.06,1.36,-0.65,1.28
 ÁGUA SANITÁRIA,-0.58,0.0,0.62,-3.52,3.04,2.15,1.09,0.26,5.79,3.71,0.0,0.0,0.0,0.11,2.92,0.39,2.05
 DETERGENTE,-1.0,1.7,-0.98,2.05,2.14,1.21,-0.01,0.7,1.04,-0.84,1.43,3.12,1.95,0.0,0.0,0.67,1.0
 SABÃO EM PÓ,1.77,0.02,1.98,-0.94,1.17,1.16,2.48,-2.27,-0.11,1.51,2.75,2.67,0.66,3.95,-0.55,-2.97,1.02
 DESINFETANTE,0.64,2.07,0.19,3.26,0.0,1.99,-0.44,4.48,4.88,-1.05,0.7,2.55,1.4,0.98,5.01,0.0,1.62
 INSETICIDA,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7
 SABÃO EM BARRA,3.62,4.57,3.04,-0.49,0.26,1.8,-1.78,2.74,2.27,1.77,2.92,2.7,3.56,-1.29,2.99,1.54,1.65
 ESPONJA DE LIMPEZA,0.0,-0.49,-0.05,3.8,1.71,0.0,0.41,1.26,0.0,-0.22,2.71,2.91,0.71,4.26,0.52,0.0,0.97
 AMACIANTE,1.35,1.18,2.87,0.0,1.65,3.04,1.04,2.3,1.66,1.52,1.55,-0.26,1.94,0.43,0.0,1.79,1.68
 COMBUSTÍVEIS E ENERGIA,0.62,1.94,-4.58,-0.96,1.37,0.6,1.16,-0.92,-0.34,0.96,0.62,4.61,-2.03,0.46,7.6,-1.96,0.43
 COMBUSTÍVEIS (DOMÉSTICOS),0.52,2.56,-0.04,0.83,0.68,0.27,1.35,-0.77,0.7,-0.4,-1.32,0.0,-1.84,0.24,-3.48,-1.19,0.35
 CARVÃO VEGETAL,0.0,-1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.01
 GÁS DE BOTIJÃO,0.59,2.79,-0.04,0.83,0.74,0.27,1.35,-0.77,0.7,-0.9,-1.32,0.0,-1.84,0.24,-3.48,-1.19,0.33
 GÁS ENCANADO,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.77
 ENERGIA ELÉTRICA RESIDENCIAL,0.65,1.74,-6.2,-1.81,1.57,0.68,1.09,-1.01,-0.95,1.37,1.42,5.97,-2.11,0.55,12.72,-2.34,0.46
 ENERGIA ELÉTRICA RESIDENCIAL,0.65,1.74,-6.2,-1.81,1.57,0.68,1.09,-1.01,-0.95,1.37,1.42,5.97,-2.11,0.55,12.72,-2.34,0.46
 ARTIGOS DE RESIDÊNCIA,-0.34,-0.52,0.3,0.03,0.23,-0.01,-0.64,0.36,0.59,0.46,0.74,-0.01,0.38,0.59,-0.07,0.4,0.11
 MÓVEIS E UTENSÍLIOS,-0.58,-0.8,0.37,0.35,0.18,0.01,-0.98,0.8,0.73,0.9,0.67,-0.47,-0.07,0.66,0.05,0.41,0.11
 MOBILIÁRIO,-0.24,-1.08,0.08,0.43,-0.36,0.31,-0.87,0.91,1.19,1.39,0.15,0.04,0.54,0.73,0.35,0.03,0.04
 MÓVEL PARA SALA,-1.15,-0.9,-0.64,0.98,1.18,0.66,-2.57,0.7,0.98,1.78,0.34,-0.57,0.56,1.62,0.33,0.38,0.18
 MÓVEL PARA QUARTO,0.78,-2.39,1.47,-1.04,-1.3,-0.07,-0.99,1.13,0.25,0.78,1.01,-0.42,-0.33,1.05,0.74,-0.24,-0.32
 MÓVEL PARA COPA E COZINHA,-1.13,0.52,-0.73,1.08,-0.67,-0.51,1.02,0.5,0.25,1.25,0.43,3.14,1.91,0.02,-0.7,-0.65,0.06
 MÓVEL INFANTIL,0.0,0.0,0.0,-1.22,0.0,0.0,0.4,0.08,0.0,0.0,1.63,0.0,0.0,1.1,0.0,0.39,0.26
 COLCHÃO,1.59,2.17,0.16,1.12,-1.12,-0.22,0.91,2.28,4.85,2.74,-3.3,1.53,1.91,-0.98,0.92,0.32,0.73
 UTENSÍLIOS E ENFEITES,-0.99,0.2,0.78,-1.41,0.07,-0.14,-0.55,0.09,0.64,1.24,0.18,0.8,-1.22,0.49,-0.2,1.23,0.16
 TAPETE,-1.59,-0.28,0.17,-1.93,-1.63,0.65,-0.47,0.0,-0.46,1.32,-1.44,0.16,-1.68,1.2,-0.45,0.0,-0.37
 CORTINA,-1.46,3.59,2.44,-1.16,0.8,3.93,0.02,-0.31,-1.29,0.77,0.28,3.08,1.58,-0.92,3.29,-2.01,1.26
 UTENSÍLIOS DE METAL,-0.42,-2.47,1.18,-0.55,-1.31,-1.56,-1.67,-0.19,0.21,0.66,1.09,0.36,0.1,1.74,0.54,3.79,-0.57
 UTENSÍLIOS DE VIDRO E LOUÇA,-3.38,1.72,0.69,-0.95,1.17,-2.65,-0.58,-0.45,0.16,0.22,-1.96,-1.25,-2.44,1.53,-0.57,-0.33,0.18
 UTENSÍLIOS DE PLÁSTICO,-1.48,3.14,0.0,-2.31,-2.83,0.8,0.27,0.89,-1.89,2.86,-1.24,1.94,0.17,0.99,0.62,-3.37,-0.98
 FLORES NATURAIS,0.0,-1.29,0.0,0.0,-0.97,0.0,0.0,0.0,-0.59,-0.19,0.0,0.0,-1.68,0.0,0.0,0.0,-0.92
 UTENSÍLIOS DIVERSOS,-0.53,-0.76,0.33,-1.88,2.43,-1.67,-0.1,-0.07,3.81,2.49,1.33,-0.14,-3.32,-0.41,-1.5,2.07,0.77
" CAMA, MESA E BANHO",-1.81,-1.51,0.76,2.39,3.0,-1.24,-1.67,1.27,-0.9,-1.79,3.04,-4.64,-1.08,0.68,-0.53,1.13,0.29
 ROUPA DE CAMA,-3.37,-1.86,1.34,2.08,3.6,-1.24,-1.58,0.46,-0.94,-1.63,3.04,-5.17,-2.51,1.74,-1.31,-0.63,0.19
 ROUPA DE BANHO,2.05,-0.5,-0.79,3.13,1.9,0.0,-2.1,2.96,-0.72,-2.29,0.0,-3.32,3.07,-2.25,1.67,4.81,0.57
 APARELHOS ELETROELETRÔNICOS,-0.18,-0.45,0.02,-0.41,0.27,-0.13,-0.39,-0.01,0.38,0.34,0.89,0.78,0.59,0.2,-0.36,0.44,0.08
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-0.12,-0.2,0.29,-0.27,0.0,0.5,-0.62,0.55,0.87,-0.12,1.71,1.42,1.02,0.65,0.6,0.78,0.15
 REFRIGERADOR,-1.26,1.07,-0.57,0.02,-0.21,0.67,-1.1,0.94,1.28,0.14,2.43,2.6,1.18,1.94,0.15,0.82,0.14
 AR-CONDICIONADO,0.11,-0.81,0.0,0.96,0.0,0.0,0.43,0.0,0.0,1.28,0.0,1.75,2.66,-0.65,1.04,2.47,0.37
 MÁQUINA DE LAVAR ROUPA,0.97,-0.24,0.24,0.17,-0.38,-0.04,-0.42,0.55,-0.06,-0.66,3.02,-0.57,0.41,0.74,2.63,2.43,0.06
 LIQUIDIFICADOR,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,-0.46
 VENTILADOR,-2.13,0.0,0.0,0.72,0.0,0.0,-0.19,0.67,0.0,0.0,0.0,0.0,0.47,0.42,-1.12,-0.34,-0.52
 FOGÃO,1.62,-3.02,2.39,-1.65,0.37,0.8,-0.13,-0.6,0.57,-0.48,-0.64,0.13,0.24,-2.4,1.43,-0.52,0.16
 CHUVEIRO ELÉTRICO,0.0,1.11,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91
 FORNO DE MICRO-ONDAS,0.0,-0.03,0.32,0.0,0.74,0.0,0.0,0.0,0.0,-0.02,-1.04,0.0,0.0,0.0,0.0,0.0,0.34
" TV, SOM E INFORMÁTICA",-0.26,-0.95,-0.38,-0.65,0.71,-1.01,0.13,-0.82,-0.32,1.3,-0.38,-0.24,-0.23,-0.61,-2.17,-0.13,-0.04
 TELEVISOR,-0.4,-2.64,-0.01,-0.3,1.03,-0.27,0.52,0.24,-2.99,0.04,-0.39,-0.8,0.59,0.69,-2.86,-1.22,-0.23
 APARELHO DE SOM,-0.41,1.51,-0.98,-0.81,3.54,-0.65,-1.14,-1.98,-2.26,-1.41,-1.23,-1.24,-2.61,0.34,-1.22,-2.18,0.21
 APARELHO DE DVD,0.18,0.53,-3.27,-2.45,3.03,0.48,-0.5,-0.49,1.72,1.82,-3.15,1.8,-0.48,1.12,-2.12,-3.96,0.19
 ANTENA,0.0,0.0,0.0,-0.65,0.0,0.0,0.13,-0.82,0.0,0.0,0.35,0.0,0.0,-1.58,0.0,1.01,-0.25
 MICROCOMPUTADOR,-0.19,-1.04,0.14,-0.13,-0.42,-1.7,0.6,-1.42,0.84,2.5,0.22,0.04,-0.12,-2.04,-1.81,2.65,-0.03
 CONSERTOS E MANUTENÇÃO,0.07,0.69,1.14,0.21,0.32,0.39,-0.1,-0.31,0.64,-1.26,0.49,0.13,1.35,2.67,0.32,0.12,0.27
 CONSERTOS E MANUTENÇÃO,0.07,0.69,1.14,0.21,0.32,0.39,-0.1,-0.31,0.64,-1.26,0.49,0.13,1.35,2.67,0.32,0.12,0.27
 CONSERTO DE REFRIGERADOR,-0.7,2.59,1.07,0.5,1.89,0.88,-0.18,0.0,0.48,-1.32,-0.92,-0.33,-0.69,-1.32,-4.4,0.0,0.58
 CONSERTO DE TELEVISOR,-0.86,-0.13,0.56,-1.52,0.0,0.0,0.0,2.98,-0.22,0.0,-0.99,0.03,1.37,4.48,0.22,-2.17,-0.02
 CONSERTO DE APARELHO DE SOM,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,1.2,0.62,0.0,0.68
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,-0.24,0.43,0.0,1.28,0.0,1.03,-1.73,0.0,0.0,-4.9,0.0,0.0,-2.17,0.0,0.0,0.0,-0.53
 REFORMA DE ESTOFADO,1.2,-1.24,1.76,1.21,-0.14,0.0,1.22,-2.02,1.23,0.27,1.68,0.22,3.21,5.14,4.63,1.24,0.61
 MANUTENÇÃO DE MICROCOMPUTADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1.02,0.0,0.0,0.31,0.84
 VESTUÁRIO,0.27,0.62,-0.21,-0.48,0.1,-0.43,-1.39,-0.52,0.16,-0.01,-0.01,0.76,0.26,0.6,0.11,0.45,-0.02
 ROUPAS,-0.03,0.02,-0.76,-0.63,0.29,-0.84,-1.62,-0.45,0.8,-0.24,-0.06,0.6,0.66,0.56,-0.24,0.72,-0.12
 ROUPA MASCULINA,-1.62,0.68,-0.81,-1.33,0.69,-1.48,-2.07,-0.27,2.25,0.64,-0.68,0.06,2.02,0.77,-0.94,0.5,-0.01
 CALÇA COMPRIDA MASCULINA,1.01,3.62,-0.3,-1.28,0.33,-1.68,-2.78,-1.36,3.55,0.53,-0.21,1.85,2.84,-0.85,-0.28,-0.52,0.46
 TERNO,-1.9,-1.02,0.34,-1.44,0.0,0.0,0.0,0.0,0.0,-2.38,-2.61,-1.64,0.0,0.0,0.0,0.0,-1.2
 AGASALHO MASCULINO,0.0,-3.54,-1.89,0.0,-0.26,-2.41,0.0,0.0,0.0,1.21,0.0,-1.29,-0.78,0.0,0.0,0.0,-1.25
 SHORT E BERMUDA MASCULINA,-2.47,-0.21,-2.79,-2.68,0.11,-0.32,-2.87,-0.69,-1.39,0.93,1.4,-0.67,1.93,0.45,-1.11,-1.9,-1.21
 CUECA,0.0,1.96,0.0,2.33,0.0,0.0,-0.87,1.12,-0.52,0.0,0.0,0.0,0.0,0.03,0.29,0.0,0.66
 CAMISA / CAMISETA MASCULINA,-2.99,0.07,-0.71,-1.11,1.19,-1.43,-1.21,0.53,3.78,1.37,-1.37,-0.34,1.6,2.36,-1.43,2.32,0.3
 ROUPA FEMININA,1.12,-0.36,-0.25,-0.34,0.05,-0.2,-1.56,-0.57,-0.33,-1.51,0.24,1.15,0.26,1.53,0.3,1.51,-0.15
 CALÇA COMPRIDA FEMININA,0.69,1.01,-0.68,-1.0,2.25,-1.01,-0.86,0.92,-0.19,-2.31,0.96,2.19,1.78,2.78,-0.86,0.41,0.43
 AGASALHO FEMININO,0.0,-4.83,1.47,0.0,-2.47,0.0,0.0,0.0,0.0,-3.39,0.0,0.0,0.5,0.0,0.0,0.0,-2.79
 SAIA,0.0,0.0,0.0,-0.77,0.0,0.0,0.96,2.44,-0.22,0.0,0.36,1.97,0.0,0.25,2.83,2.0,0.88
 VESTIDO,2.5,0.41,1.71,0.42,1.78,1.38,-2.69,-1.48,-0.01,-2.98,0.0,2.61,-2.49,5.31,2.06,2.25,0.81
 BLUSA,0.02,-1.09,-1.39,-1.15,-1.36,0.12,-2.79,-1.13,-0.22,-0.46,-0.41,-0.1,0.61,1.01,0.29,1.57,-0.89
 LINGERIE,2.09,1.89,0.2,1.56,-2.3,-1.57,2.49,-0.4,-0.21,0.46,2.97,0.48,2.09,-0.23,-0.47,1.94,-0.06
 BERMUDA E SHORT FEMININO,3.85,3.69,0.23,1.82,0.0,-2.57,-3.01,-1.86,-1.69,-0.54,-2.87,-0.45,-2.07,-1.4,0.18,3.71,-0.09
 ROUPA INFANTIL,-0.05,-0.34,-1.84,0.26,0.03,-0.94,-0.86,-0.5,0.47,0.73,0.31,0.31,-0.93,-1.88,-0.22,-0.57,-0.26
 UNIFORME ESCOLAR,0.68,0.0,0.0,0.0,-0.74,0.0,2.29,0.0,-0.54,1.57,0.0,0.0,0.0,1.18,2.26,0.0,0.38
 CALÇA COMPRIDA INFANTIL,2.93,-2.49,-2.08,1.82,-3.33,0.85,-1.03,-1.97,1.41,2.63,-1.31,-0.89,-0.09,-2.86,1.6,2.13,-1.0
 AGASALHO INFANTIL,0.0,-2.92,0.02,0.0,-2.2,0.49,0.0,0.0,0.0,-3.72,0.0,-1.15,-1.2,0.0,0.0,0.0,-1.98
 VESTIDO INFANTIL,0.41,0.0,-2.61,3.0,-2.94,-2.75,-1.67,0.36,-2.71,-0.48,-1.73,-0.39,-2.82,-2.53,-0.62,0.78,-1.51
 BERMUDA E SHORT INFANTIL,-1.24,3.12,-2.9,-2.65,2.77,1.22,-0.78,0.16,1.51,0.99,1.0,1.19,-1.98,-0.89,-0.71,3.32,0.15
 CAMISA / CAMISETA INFANTIL,-0.74,0.88,-1.79,0.98,2.7,-1.51,-1.86,-1.39,0.92,0.69,1.56,1.03,-0.51,-2.89,-0.23,-2.99,0.54
 CONJUNTO INFANTIL,0.0,0.0,0.87,-2.01,-1.14,-2.64,0.78,1.42,0.0,0.0,2.83,-0.88,0.0,-0.54,-2.13,-2.55,-0.67
 CALÇADOS E ACESSÓRIOS,1.5,1.37,0.89,-0.76,-0.29,0.44,-1.14,-0.99,-1.42,0.32,-0.26,0.99,-0.66,0.06,1.3,-0.34,0.13
 CALÇADOS E ACESSÓRIOS,1.5,1.37,0.89,-0.76,-0.29,0.44,-1.14,-0.99,-1.42,0.32,-0.26,0.99,-0.66,0.06,1.3,-0.34,0.13
 SAPATO MASCULINO,1.61,1.29,0.46,0.34,-0.17,-2.32,-2.72,-2.21,0.1,2.45,0.47,-1.4,1.41,0.4,-0.17,0.91,0.33
 SAPATO FEMININO,-0.73,-0.74,-1.39,2.68,-2.27,-0.44,-0.04,1.42,-2.35,0.66,0.1,2.31,-0.46,-1.13,2.96,-2.38,-0.94
 SAPATO INFANTIL,0.0,0.0,0.0,-1.28,0.0,0.0,0.38,0.0,-0.17,0.0,0.0,0.0,0.0,-2.13,0.0,-2.12,-0.47
 SANDÁLIA / CHINELO MASCULINO,0.0,0.0,0.0,-2.99,0.0,0.0,0.13,0.0,-0.8,0.0,0.0,0.0,0.0,0.21,2.02,2.1,-0.73
 SANDÁLIA / CHINELO FEMININO,1.11,3.78,0.56,-0.02,1.7,0.51,-0.73,-2.26,-2.29,2.42,1.17,0.38,-0.38,-1.01,3.34,0.82,0.79
 SANDÁLIA / CHINELO INFANTIL,0.0,0.0,0.0,-1.21,0.0,-0.34,0.81,2.89,-0.7,0.0,0.59,3.09,1.13,1.32,-1.83,-0.57,0.27
 BOLSA,-0.56,-2.82,-0.83,-2.82,1.1,3.96,-0.42,-1.51,0.51,0.25,-3.11,-1.59,3.94,-2.23,1.21,-1.4,-0.22
 TÊNIS,3.6,2.73,2.92,-1.54,-0.81,0.61,-2.82,-0.53,-2.15,-1.54,-1.03,2.36,-2.93,2.52,0.43,-0.81,0.35
 JOIAS E BIJUTERIAS,-2.28,2.15,-0.19,1.64,0.13,0.81,-1.03,0.76,0.22,0.86,1.43,1.59,1.33,2.28,-0.11,0.31,0.26
 JOIAS E BIJUTERIAS,-2.28,2.15,-0.19,1.64,0.13,0.81,-1.03,0.76,0.22,0.86,1.43,1.59,1.33,2.28,-0.11,0.31,0.26
 BIJUTERIA,-1.07,1.83,-1.16,2.62,-0.65,1.96,-2.64,0.44,-2.0,2.14,-0.71,2.35,1.6,-1.31,-0.97,0.92,-0.26
 JOIA,-2.89,2.34,0.52,1.81,0.84,0.24,0.37,0.0,2.84,0.15,3.15,1.19,1.11,3.12,1.05,0.0,0.72
 RELÓGIO DE PULSO,0.0,0.0,0.0,-0.54,0.0,0.0,-1.13,1.11,0.0,0.0,0.0,0.0,0.0,3.6,-0.9,-1.44,-0.34
 TECIDOS E ARMARINHO,-0.79,0.41,0.97,2.84,0.24,-0.72,1.63,-0.19,0.89,-0.07,2.49,-0.27,1.07,-0.59,-1.07,1.13,0.48
 TECIDOS E ARMARINHO,-0.79,0.41,0.97,2.84,0.24,-0.72,1.63,-0.19,0.89,-0.07,2.49,-0.27,1.07,-0.59,-1.07,1.13,0.48
 TECIDO,-0.6,-0.24,0.25,2.84,1.17,-1.42,1.17,0.05,1.44,0.22,2.55,0.62,0.71,-0.7,-1.07,2.48,0.68
 ARTIGOS DE ARMARINHO,0.0,2.59,2.14,0.0,0.09,0.27,2.29,0.0,0.0,-0.83,2.32,-1.82,1.7,0.0,0.0,0.0,1.01
 ACORTINADO (MOSQUITEIRO),-1.18,-2.68,0.0,0.0,-0.71,0.0,0.0,-0.76,-1.78,0.0,0.0,0.0,0.0,0.0,0.0,-2.76,-1.08
 TRANSPORTES,1.28,1.42,1.78,0.63,1.8,4.46,1.55,1.22,1.04,2.15,1.2,2.07,1.53,1.86,2.11,1.92,1.69
 TRANSPORTES,1.28,1.42,1.78,0.63,1.8,4.46,1.55,1.22,1.04,2.15,1.2,2.07,1.53,1.86,2.11,1.92,1.69
 TRANSPORTE PÚBLICO,1.26,0.89,0.64,0.95,0.62,6.52,0.79,-0.02,0.41,3.07,1.82,2.22,1.12,1.69,0.68,0.86,1.13
 ÔNIBUS URBANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TÁXI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
