"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JULHO DE 2018",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 FERMENTO,       -,0.31,       -,       -,       -,       -,       -,       -,       -,0.08,       -,-0.6,       -,       -,       -,       -,0.15
 MAIONESE,-0.76,-0.91,3.58,3.19,1.27,-0.28,4.4,1.32,       -,-0.89,2.88,1.95,-0.42,1.09,       -,       -,0.82
 VINAGRE,       -,       -,       -,-1.68,       -,       -,2.62,       -,       -,       -,       -,       -,       -,       -,3.07,-1.07,0.92
 CALDO CONCENTRADO,3,-0.09,0.82,-5.34,0.76,0,       -,0.42,0,       -,       -,0.93,       -,       -,       -,-0.5,0.28
 TEMPERO MISTO,       -,0.45,1.22,0.58,0.61,1.87,-1.98,-1.08,1.62,0.27,1.76,-0.56,-0.24,1.67,-0.73,-0.55,0.48
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.86,-0.61,0.14,-0.54,1.66,0.76,0.18,1.25,-0.08,0.44,1.37,-0.07,-0.79,0.55,-1.93,1,0.72
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.86,-0.61,0.14,-0.54,1.66,0.76,0.18,1.25,-0.08,0.44,1.37,-0.07,-0.79,0.55,-1.93,1,0.72
 REFEIÇÃO,0.7,-1.54,0.04,0.25,1.07,0.77,-1.73,2.15,0.47,-0.02,0.64,-0.13,-1.18,0.67,-3.54,-0.4,0.39
 LANCHE,0.87,-0.22,0.46,-1.63,3.59,0.71,1.2,0.42,-0.57,1.33,2.93,-0.21,-0.92,0.3,-0.66,3.36,1.4
 CAFÉ DA MANHÃ,0.34,1.33,-0.04,-0.46,3.71,0.68,-0.08,       -,-2.64,       -,       -,1.15,       -,-1.15,       -,-1.51,1.35
 REFRIGERANTE E ÁGUA MINERAL,0.55,2.33,-1.49,0.26,2.86,-0.25,4.17,0.86,0.68,0.4,1.16,0.37,-3.71,-1.3,3.26,-0.66,1.37
 CAFEZINHO,4.08,5.52,       -,       -,1.58,       -,       -,       -,       -,       -,1.16,       -,       -,       -,       -,       -,2.66
 CERVEJA,1.09,2,0.53,-1.17,0.88,2.93,1.76,-1.18,-0.23,0.68,0.9,0.4,1.78,3.78,-1.72,1.99,0.67
 OUTRAS BEBIDAS ALCOÓLICAS,1.96,       -,-0.16,-1.46,       -,-0.62,-2.01,0.84,0.29,       -,       -,0.46,       -,       -,       -,-0.68,-0.01
 DOCES,3,0.87,0.01,-0.78,-0.53,-0.43,-2.15,-0.9,-3,1.68,2.72,0.15,3.94,-0.89,1.37,-0.7,0.19
 HABITAÇÃO,0.57,1.03,1.46,0.91,2.75,1.22,0.29,0.79,1.27,2.51,-0.22,-0.27,0.69,0.86,0.15,0.74,1.54
 ENCARGOS E MANUTENÇÃO,-0.18,0.72,0.09,0.18,0.57,-0.37,1.03,0.32,0.99,0.29,0.8,-0.25,0.69,-0.23,0.52,0.28,0.38
 ALUGUEL E TAXAS,-0.29,0.95,0.01,0.11,0.49,-0.57,1.22,0.45,1.18,0.36,0.96,-0.25,0.99,0.17,0.41,0.16,0.36
 ALUGUEL RESIDENCIAL,-0.54,0.52,-0.47,0.1,0.17,-0.84,1.25,0.78,0.33,0.84,0.27,-0.31,1.79,0.22,-0.11,0.24,0.11
 CONDOMÍNIO,0.01,1.78,1.62,0.19,0.71,-0.59,2.65,0,1.55,-0.26,-0.97,-0.42,0.11,0,1.75,0.26,0.59
 TAXA DE ÁGUA E ESGOTO,0,0.96,0,0,1.17,0,0,0,1.75,0,3.09,0,0,0,0,0,0.69
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.48,2.17,       -,-0.67,       -,3.69,       -,0.04
 REPAROS,0.24,0.2,0.26,-0.06,0.56,-0.01,0.21,0.15,0.28,0.08,0.02,-0.33,0.35,-0.79,0.62,0.23,0.28
 FERRAGENS,       -,       -,1.22,       -,3.32,       -,       -,0.2,       -,-0.01,0.79,0.04,       -,-3.6,       -,       -,1.88
 MATERIAL DE ELETRICIDADE,       -,-0.89,       -,       -,       -,       -,-0.18,       -,       -,-0.14,       -,       -,       -,       -,       -,       -,-0.37
 MATERIAL DE PINTURA,       -,       -,-0.4,       -,       -,       -,       -,       -,2.28,       -,       -,-0.53,2.1,-2.68,       -,       -,0.17
 VIDRO,1.58,       -,2.05,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.78
 TINTA,-0.32,0.83,-0.18,-0.61,0.65,-0.3,1.05,0.49,0.07,0.25,1.22,-2.1,0.21,0.47,0.56,0.59,0.3
 REVESTIMENTO DE PISO E PAREDE,1.65,-1.37,2.94,-1.36,2.99,3.81,2.69,-0.93,2.48,-1.26,-3.04,-1.35,0.56,       -,3.89,0.7,1.62
 CIMENTO,0.29,1.9,0.69,1.39,2.73,-0.88,-0.09,2.6,0.16,1.59,-0.27,-0.33,1.11,1.4,1.96,1.82,1.34
 TIJOLO,       -,1.3,2.34,0.39,-0.25,-0.87,0.62,-1.34,-1,0.44,0.14,0.9,       -,       -,0.96,       -,0.42
 MATERIAL HIDRÁULICO,       -,       -,-0.2,       -,1.33,       -,-1.22,       -,1.12,1.12,       -,-1.28,       -,       -,-4.9,       -,0.66
 MÃO DE OBRA,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06
 AREIA,0.82,       -,1.74,       -,       -,       -,       -,0.76,-0.16,0.31,0.34,0.66,       -,       -,1.72,       -,0.77
 TELHA,2.5,       -,-0.23,       -,       -,       -,-2.01,1.53,-0.71,0.36,0.44,-0.03,       -,       -,       -,-0.65,0.47
 ARTIGOS DE LIMPEZA,-0.4,0.85,0.08,1.36,1.39,0.94,1.83,-0.21,1.6,0.46,1.4,0.06,-0.84,-0.47,0.83,1.04,0.84
 ÁGUA SANITÁRIA,0.49,       -,-0.77,2.31,2.03,1.07,0.74,-0.17,0.66,-0.84,       -,       -,       -,1.93,1.24,-1.58,0.96
 DETERGENTE,2.17,0.98,0.55,0.33,1.98,-0.6,1.23,1.46,1.69,-1.26,0.57,-0.15,-3.01,       -,       -,0.42,1.07
 SABÃO EM PÓ,-3.06,0.7,0.72,2.47,0.13,2.23,2.98,-0.18,1.11,2.07,2.67,0.38,-2.36,-1.98,2.29,2.16,0.58
 DESINFETANTE,3.19,3.21,-2.67,0.79,       -,1.21,2.97,2.18,3.08,0.27,1.22,0.41,1.9,-0.39,2.11,       -,1.17
 INSETICIDA,-1.4,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.4
 SABÃO EM BARRA,3.86,0.52,1.16,-0.47,-1.61,-1.33,0.51,-1.43,2.47,0.36,-0.2,-1.36,-0.31,0.17,-1.2,0.68,0.04
 ESPONJA DE LIMPEZA,       -,2.48,-0.53,4.54,1.77,       -,2.66,0.25,       -,-0.55,-0.61,-0.16,0.64,2.31,-1.44,       -,0.92
 AMACIANTE,1.15,0,0,       -,3.94,0.33,0.12,-1.58,1.52,0.03,1.61,0.76,1.51,0.56,       -,0.62,1.71
 COMBUSTÍVEIS E ENERGIA,2.02,1.57,4.42,2.21,7.84,5.59,-0.44,1.65,1.89,7.28,-2.01,-0.3,0.68,1.52,-0.3,1.44,3.84
 COMBUSTÍVEIS (DOMÉSTICOS),-1.3,1.08,-0.96,0.94,1.1,-2.41,-1.45,0,2.03,-1.56,-2.43,-0.31,-1.06,0.64,-2.55,-0.32,-0.16
 CARVÃO VEGETAL,       -,1.18,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.18
 GÁS DE BOTIJÃO,-1.7,1.08,-0.96,0.94,1.19,-2.41,-1.45,0,2.03,-1.66,-2.43,-0.31,-1.06,0.64,-2.55,-0.32,-0.18
 GÁS ENCANADO,0,       -,       -,       -,0.21,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,0.08
 ENERGIA ELÉTRICA RESIDENCIAL,3.04,1.72,6.57,2.87,10.08,7.92,-0.01,2.7,1.81,10.29,-1.83,-0.3,1.36,1.87,0.77,2.34,5.33
 ENERGIA ELÉTRICA RESIDENCIAL,3.04,1.72,6.57,2.87,10.08,7.92,-0.01,2.7,1.81,10.29,-1.83,-0.3,1.36,1.87,0.77,2.34,5.33
 ARTIGOS DE RESIDÊNCIA,1.14,0.16,0.4,-0.12,0.48,0.63,0.04,0.43,0.45,0.81,0.33,0.3,0.43,0.66,0.78,0.1,0.47
 MÓVEIS E UTENSÍLIOS,1.54,0.18,0.53,0.26,0.47,0.35,0.07,0,0.44,0.45,-0.6,0.34,-0.14,0.48,0.92,-0.17,0.45
 MOBILIÁRIO,2.01,-0.76,0.74,0.29,0.41,0.44,0.97,0.39,0.87,0.29,-1.08,0.05,-0.51,0.73,0.72,-0.01,0.49
 MÓVEL PARA SALA,1.73,-0.77,1.83,-0.4,1.04,0.18,-0.02,0.57,1.25,0.54,-1.08,-1.28,0.19,1.01,-0.14,-1.19,0.78
 MÓVEL PARA QUARTO,2.38,-1.23,0,0.9,0.34,0.96,2.39,-0.1,2.61,0.55,-0.57,1.24,-1.64,1.06,0.89,1.14,0.54
 MÓVEL PARA COPA E COZINHA,2.22,0.21,-1.67,-0.16,-1.83,0.77,0.4,1.5,2.13,-0.31,-2.56,-0.07,-0.33,-1.39,2.77,-0.47,-0.43
 MÓVEL INFANTIL,       -,       -,       -,-2.45,       -,       -,-0.66,-0.01,       -,       -,2.69,       -,       -,-2.72,       -,-0.65,-0.38
 COLCHÃO,2,-0.35,0.6,2.81,1.74,0.14,0.26,-0.27,-5.02,-0.39,-1.17,-1.2,1.04,2.29,0.27,1.72,0.43
 UTENSÍLIOS E ENFEITES,0.72,1.2,0.21,0.12,1.39,1.59,0.04,0.17,-0.64,0.96,1.16,-0.05,0.59,-0.33,1.78,0.58,0.78
 TAPETE,3.1,0.47,0.09,-2.69,3.68,1.84,0.49,       -,-0.89,2.35,0.32,0.83,-0.68,0.73,0.74,       -,1.13
 CORTINA,-0.95,3.42,0.66,-0.25,2.34,3.34,0.78,0.79,0.8,-0.77,3.24,-1.44,-1.25,0.81,0.82,0.4,1.28
 UTENSÍLIOS DE METAL,0.53,1.35,-0.76,-0.86,2,-0.26,-1.6,0.79,0.57,0.79,0.6,0.29,1.38,-2.42,2.24,0.14,0.8
 UTENSÍLIOS DE VIDRO E LOUÇA,-2.27,-0.13,-1.15,3.56,-0.59,-0.29,-0.02,-3.69,-0.03,1.41,-0.05,-0.41,-0.48,0.12,1.95,1.96,-0.27
 UTENSÍLIOS DE PLÁSTICO,2.27,-0.34,       -,-1.67,0.23,-2.65,0.75,-1.83,0.58,1.38,0.72,2.49,-0.48,0.46,2.9,-1.02,0.36
 FLORES NATURAIS,       -,-2.63,       -,       -,-2.66,       -,       -,       -,-3.01,-2.4,       -,       -,3.31,       -,       -,       -,-2.59
 UTENSÍLIOS DIVERSOS,0.99,2.05,1.11,1.07,1.85,2.82,0.91,1.67,-2.14,2.16,1,-0.3,1.82,0.16,1.76,0.96,1.31
" CAMA, MESA E BANHO",0.28,1.6,0.32,0.37,-1.4,-2.45,-1.77,-2.33,0.39,0.22,-1.51,2.18,0.43,0.89,0.09,-2.34,-0.27
 ROUPA DE CAMA,-0.1,2.74,0.33,1.57,-0.76,-2.45,-1.73,-3,0.09,0.09,-1.51,3.88,0.01,1.35,0.37,-2.14,0.01
 ROUPA DE BANHO,1.23,-1.58,0.28,-2.37,-2.56,       -,-1.99,-0.93,1.53,0.63,       -,-2.09,1.6,-0.31,-0.65,-2.75,-1.06
 APARELHOS ELETROELETRÔNICOS,0.85,0.04,0.22,-0.89,0.64,1.02,-0.02,0.67,0.45,1.23,0.69,0.52,1.22,0.56,0.5,0.57,0.49
 ELETRODOMÉSTICOS E EQUIPAMENTOS,0.6,0.1,-0.73,-0.3,0.13,1.09,-0.06,1.24,1.06,2.09,-0.21,0.04,1.43,0.79,0.48,0.23,0.35
 REFRIGERADOR,1.72,-0.53,-0.1,1.15,-0.56,1.65,0.05,1.6,0.87,2.87,-0.43,0.11,1.08,1.16,1.65,1.23,0.52
 AR-CONDICIONADO,0.15,-1.38,       -,0.86,       -,       -,1.99,       -,       -,-1.3,       -,-0.29,0.1,-2.96,-0.5,1.32,-0.13
 MÁQUINA DE LAVAR ROUPA,-1.23,2.48,-2.07,0.28,-0.51,-0.07,-3.12,-0.3,1.48,1.68,2.6,0.45,2.99,2.46,-0.76,0.66,0.03
 LIQUIDIFICADOR,       -,       -,       -,       -,       -,       -,-0.06,       -,       -,       -,       -,       -,       -,1.01,       -,       -,0.04
 VENTILADOR,2.59,       -,       -,-2.78,       -,       -,1.65,-0.34,       -,       -,       -,       -,0.99,1.45,-0.63,-1.31,0.53
 FOGÃO,-0.46,-0.4,-0.76,-2.41,2.04,1.05,-0.02,2.1,1.2,1.57,-2.86,-0.54,2.38,0.18,-0.64,-2.6,0.25
 CHUVEIRO ELÉTRICO,       -,-1.3,       -,       -,0.23,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.2
 FORNO DE MICRO-ONDAS,       -,1.02,-1.1,       -,1.52,       -,       -,       -,       -,1.47,-0.55,       -,       -,       -,       -,       -,1.0
" TV, SOM E INFORMÁTICA",1.21,-0.08,1.64,-1.84,1.45,0.91,0.06,-0.11,-0.4,-0.48,2.12,1.26,0.82,0.15,0.53,1.15,0.71
 TELEVISOR,2.7,-0.06,2.24,-1.48,2.6,1.56,0.7,-0.28,-0.74,0.47,2.06,2.28,2.33,1.72,0.52,2.97,1.49
 APARELHO DE SOM,-2.55,-0.95,-2.25,0.63,2.75,1.23,-0.68,0.35,3.6,0.91,1.46,2.03,0.64,1.71,1.88,-0.49,0.35
 APARELHO DE DVD,0.95,-0.42,-0.98,-0.76,0.58,1.19,0.12,-1.36,0.8,-1.87,-0.51,-2.04,-0.66,-1.18,0.26,-2.72,-0.16
 ANTENA,       -,       -,       -,-1.84,       -,       -,0.06,-0.11,       -,       -,-0.28,       -,       -,-0.02,       -,-3.06,-0.57
 MICROCOMPUTADOR,1.54,0.28,2.49,-3.4,0.73,0.44,-0.25,0.52,-1.31,-1.09,3.12,0.89,0.33,-1.06,0.32,1.91,0.55
 CONSERTOS E MANUTENÇÃO,0.57,0.52,-0.02,1.51,-0.06,0.84,0.24,1.83,0.47,1.02,2.81,-1.06,-0.05,2.78,1.06,-0.27,0.49
 CONSERTOS E MANUTENÇÃO,0.57,0.52,-0.02,1.51,-0.06,0.84,0.24,1.83,0.47,1.02,2.81,-1.06,-0.05,2.78,1.06,-0.27,0.49
 CONSERTO DE REFRIGERADOR,-0.08,1.1,-0.5,3.35,-2.76,-1.31,1.07,       -,5.15,5.23,3.77,-0.1,-0.86,0.74,2.89,-1.17,0.34
 CONSERTO DE TELEVISOR,-0.32,-0.32,0.44,-1.07,-1.17,1.72,-2.27,0.94,-0.87,0,0.49,-0.69,0,4.44,-0.01,-1.34,-0.4
 CONSERTO DE APARELHO DE SOM,       -,       -,-0.22,       -,       -,       -,       -,       -,-0.69,       -,       -,       -,       -,0,-0.3,       -,-0.31
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,2.94,1.17,       -,1.56,1.68,2.08,2.01,       -,       -,1.53,       -,       -,-0.49,       -,       -,       -,1.66
 REFORMA DE ESTOFADO,0.64,-1.37,-0.03,1.98,0.6,0.28,0.65,2.29,-1.47,-0.35,3.66,-2.41,0.53,4.11,0.78,0.66,0.53
 MANUTENÇÃO DE MICROCOMPUTADOR,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.74,-0.53,       -,       -,-0.26,-0.01
 VESTUÁRIO,-0.5,-0.62,-0.26,-0.35,-1.06,-0.64,-0.2,-0.38,-0.09,-0.8,-0.87,-0.3,-1.21,0.52,0.78,-1.64,-0.6
 ROUPAS,-0.72,-0.94,-1,-0.41,-1.27,-0.58,-0.51,-0.32,-0.25,-1.68,-1.14,-0.13,-1.08,0.34,0.74,-2.06,-0.91
 ROUPA MASCULINA,-0.45,-1.02,-0.05,-1.23,-1.46,0.31,-1.14,-1.85,-0.41,-1.64,-0.93,0.75,-0.31,-0.18,0.11,-2.29,-0.94
 CALÇA COMPRIDA MASCULINA,-2.77,0.31,-1.1,-0.5,0.38,1.79,-2.53,-0.56,0.15,-2.86,-1.06,1.41,1.55,0.92,1.08,-1.05,-0.55
 TERNO,2.32,-0.58,0.49,0.99,       -,       -,       -,       -,       -,2.71,-1.02,3.05,       -,       -,       -,       -,1.35
 AGASALHO MASCULINO,       -,-1.16,-1.93,       -,-2.59,-0.05,       -,       -,       -,-2.77,       -,0.72,-1.73,       -,       -,       -,-1.91
 SHORT E BERMUDA MASCULINA,1.94,1.21,0.49,-1.53,-0.78,-2.86,-1.43,-1.92,1.22,1.52,-2.68,-0.73,-1.55,-1.42,0.59,-2.74,-0.25
 CUECA,       -,0.57,       -,0.14,       -,       -,1.62,-1.61,0.56,       -,       -,       -,       -,-1.11,-2.68,       -,0.29
 CAMISA / CAMISETA MASCULINA,-0.77,-2.83,0.77,-1.97,-2.78,0.22,-0.36,-2.6,-1.71,-1.95,-0.32,0.68,-1.41,-0.42,-0.49,-2.83,-1.63
 ROUPA FEMININA,-1.27,-0.29,-1.92,0.51,-0.94,-1.14,-0.16,0.22,-0.34,-1.6,-1.05,-1.4,-2.5,0.17,1.34,-2.22,-0.87
 CALÇA COMPRIDA FEMININA,0.16,-0.34,-2.19,1.88,-0.21,0.61,-1.58,-0.98,0.87,-2.82,-2.6,-2.85,-2.39,-0.7,2.54,-1.64,-0.69
 AGASALHO FEMININO,       -,-0.46,-2.71,       -,-3.76,       -,       -,       -,       -,-2.44,       -,       -,-1.99,       -,       -,       -,-2.22
 SAIA,       -,       -,       -,0.82,       -,       -,-2.7,1.61,1.48,       -,0.6,-1.54,       -,1.22,2.66,-2.19,0.25
 VESTIDO,-1.64,-2.84,-2.62,2.38,-2.25,-1.17,0.02,-1.07,1.66,-0.68,-3.09,-2.2,-2.74,1.63,1.13,-2.88,-1.43
 BLUSA,-2.6,0.75,-2,-1.86,-0.27,-2.62,1.15,1.54,-1.73,-1.3,1.3,-0.88,-2.97,-0.14,0.88,-2.88,-0.8
 LINGERIE,0.29,-0.62,0.81,2.37,-1.98,-0.4,2.72,-0.12,-0.31,0.95,-0.25,1.84,-0.61,-0.69,-1.92,-2.93,-0.34
 BERMUDA E SHORT FEMININO,0.12,0.21,-0.54,-0.06,       -,-0.56,-2.78,0.03,-2.75,-1.7,-1.29,0.45,-2.96,1.62,1.74,1.46,-0.95
 ROUPA INFANTIL,0.34,-2.36,-0.63,-0.81,-1.67,-1.26,-0.06,1.6,0.38,-1.96,-1.75,1.51,0.47,1.75,0.51,-1.34,-0.91
 UNIFORME ESCOLAR,0.37,       -,       -,       -,-0.43,       -,-2.46,       -,0.85,-2.8,       -,       -,       -,-2.71,2.1,       -,-0.71
 CALÇA COMPRIDA INFANTIL,-2.63,-2.54,-0.03,2.14,-2.05,-2.79,0.64,-1.04,-1.14,-2.6,-1.74,1,2.39,2.06,-1.15,-1.29,-1.41
 AGASALHO INFANTIL,       -,-2.98,-0.89,       -,-1.62,-2.94,       -,       -,       -,-0.06,       -,1.35,-2.38,       -,       -,       -,-1.69
 VESTIDO INFANTIL,-2.82,       -,2.17,-1.4,-1.39,0.33,0.04,1.97,1.61,-2.77,-2.87,0.46,-2.29,1.31,0.6,-2.84,-0.58
 BERMUDA E SHORT INFANTIL,2.59,-1.15,-2.08,0.6,-1,1.4,1.34,-0.55,-0.74,-0.74,-2.75,1,-1.73,2.25,-0.7,2.2,-0.44
 CAMISA / CAMISETA INFANTIL,1.03,-2.33,-0.91,-2.62,-2.48,-2.53,-1.39,2.41,0.99,-1.86,-0.6,2.37,1.63,2.86,1.16,-1.2,-1.12
 CONJUNTO INFANTIL,       -,       -,0.36,-0.7,1.34,0.64,1.58,2.96,       -,       -,-2.9,1.58,       -,1.35,1.1,-2.86,0.74
 CALÇADOS E ACESSÓRIOS,-0.69,-0.5,1.05,-0.53,-1.05,-1.18,-0.34,-1.13,-0.39,0.69,-0.71,-1.23,-1.96,-0.02,0.62,-1.1,-0.44
 CALÇADOS E ACESSÓRIOS,-0.69,-0.5,1.05,-0.53,-1.05,-1.18,-0.34,-1.13,-0.39,0.69,-0.71,-1.23,-1.96,-0.02,0.62,-1.1,-0.44
 SAPATO MASCULINO,0.44,-0.02,1.74,0.47,-1.69,1.32,-1.54,-1.03,-2.62,1.39,-0.68,0.87,-2.73,1.41,2.19,-1.22,-0.41
 SAPATO FEMININO,-1.46,-0.69,2.78,-2.75,-2.61,-2.26,-1.53,-2.22,-2.48,-0.9,0.14,-1.08,-2.21,-1.34,1.93,-2.42,-1.15
 SAPATO INFANTIL,       -,       -,       -,0.34,       -,       -,0.25,       -,0.91,       -,       -,       -,       -,-0.04,       -,0.36,0.53
 SANDÁLIA / CHINELO MASCULINO,       -,       -,       -,1.22,       -,       -,1.58,       -,-1.5,       -,       -,       -,       -,0.27,-0.73,1.84,0.51
 SANDÁLIA / CHINELO FEMININO,-2.27,0.62,1.07,0.13,-1.78,-2.9,-1.68,-1.54,0.27,-2.15,-2.89,-2.56,0.68,0.08,2.12,-2.81,-1.01
 SANDÁLIA / CHINELO INFANTIL,       -,       -,       -,-0.45,       -,1.95,-2.75,-0.42,1.26,       -,-0.96,0.69,0.05,1.57,1.58,-0.52,-0.3
 BOLSA,0.52,-3,-0.54,-1.93,-2.59,-2.86,2.34,2.35,1.55,3.18,-1.86,-2.53,-1.68,2.22,0.82,1.47,-0.68
 TÊNIS,-0.08,-0.2,0.28,-0.37,0.73,-0.58,0.25,-2.35,0.27,1.65,0.6,-0.89,-2.92,-1.93,-1.85,-1.09,0.24
 JOIAS E BIJUTERIAS,2.34,1.62,1.02,1.76,1.63,1.19,2.17,1.92,2.22,1.51,1.14,1.85,1.5,2.95,2.08,1.36,1.73
 JOIAS E BIJUTERIAS,2.34,1.62,1.02,1.76,1.63,1.19,2.17,1.92,2.22,1.51,1.14,1.85,1.5,2.95,2.08,1.36,1.73
 BIJUTERIA,2.08,-0.24,-0.92,0.86,0.41,1.73,2.72,1.69,2.45,1.62,0.92,1.48,0.04,2.67,2.45,1.66,1.0
 JOIA,2.48,2.75,2.49,2.75,2.76,0.92,2.01,       -,1.96,1.46,1.31,2.05,2.63,2.94,2.1,       -,2.31
 RELÓGIO DE PULSO,       -,       -,       -,2.18,       -,       -,1.27,2.17,       -,       -,       -,       -,       -,3.5,1.6,0.49,1.77
 TECIDOS E ARMARINHO,1.91,-1.4,1.25,-2.05,-1,-0.9,-0.46,1.51,2.32,-1.05,0.46,0.81,1.37,1.94,-0.53,0.74,0.01
 TECIDOS E ARMARINHO,1.91,-1.4,1.25,-2.05,-1,-0.9,-0.46,1.51,2.32,-1.05,0.46,0.81,1.37,1.94,-0.53,0.74,0.01
 TECIDO,2.22,-1.16,1.08,-2.05,0.55,-1.95,0.87,1.46,2.64,-2.01,0.69,1.42,0.59,2.14,-0.53,-0.6,0.33
 ARTIGOS DE ARMARINHO,       -,-1.44,1.54,       -,-3.76,0.61,-2.3,       -,       -,1.65,-0.18,-0.26,2.8,       -,       -,       -,-1.0
 ACORTINADO (MOSQUITEIRO),1.26,-1.72,       -,       -,-0.39,       -,       -,1.62,0.77,       -,       -,       -,       -,0.85,       -,4.88,0.16
 TRANSPORTES,2.92,0.55,-0.22,-0.06,-0.13,2.41,0.99,-0.51,1.08,0.05,-0.4,1.41,-0.68,1.39,0.49,0.78,0.49
 TRANSPORTES,2.92,0.55,-0.22,-0.06,-0.13,2.41,0.99,-0.51,1.08,0.05,-0.4,1.41,-0.68,1.39,0.49,0.78,0.49
 TRANSPORTE PÚBLICO,7.92,2.99,2.59,1.52,3.4,13.82,2.05,1.34,2.76,5.1,3.6,9.14,3.39,5.75,1.3,0.42,4.31
 ÔNIBUS URBANO,7.34,0,0,0,0,0,0,0,0,0,0,0,0,6.57,0,0,1.46
 TÁXI,0,0,0,0,0,       -,0,0,0,0,0,0,0,0,0,0,0.0
 TREM,0,0,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,3.56,-0.17,-1.5,0.32,       -,-0.32,0,0,0,3.09,0,0.97,0,0,0,0.38
 ÔNIBUS INTERESTADUAL,10.83,6.7,4.28,6.23,8.62,18.28,16.09,19.22,10.21,8.16,11.35,8.71,7.49,7.38,0.89,6.43,8.7
 PASSAGEM AÉREA,55.87,41.94,54.57,28.53,45.77,44.12,32.51,33.54,36.76,43,29.52,58.39,22.35,8.77,28.8,1.44,44.51
 METRÔ,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE HIDROVIÁRIO,       -,       -,       -,       -,       -,       -,12.76,       -,       -,       -,       -,       -,       -,       -,       -,       -,12.76
 TRANSPORTE ESCOLAR,       -,-0.55,0,0,0,6.34,       -,       -,0,-2.99,       -,-3.13,       -,       -,       -,0,-0.16
 VEÍCULO PRÓPRIO,0.35,-0.56,-0.2,0.47,0.04,-0.71,0.53,-0.14,-0.35,0.88,-0.82,-0.73,-0.16,-0.26,-0.3,0.97,-0.01
 AUTOMÓVEL NOVO,0.36,0.18,-0.17,0.65,-0.37,-0.15,1.72,0.36,0.6,2.03,-1.59,-0.75,1.21,-1.16,0.05,2.33,0.13
 EMPLACAMENTO E LICENÇA,0.39,0.63,0.4,0.38,0.42,0.49,0.31,0.45,0.41,0.33,0.44,0.4,0.43,0.34,0.38,0.41,0.43
 SEGURO VOLUNTÁRIO DE VEÍCULO,-6.18,-0.62,-0.18,4.12,-1.86,-1.11,       -,-2.74,-4.17,0.28,2.2,-4.14,1.3,       -,-0.3,2.48,-1.67
 MULTA,       -,       -,       -,       -,0,0,       -,       -,       -,0,0,       -,       -,       -,       -,0,0.0
 ÓLEO LUBRIFICANTE,-0.14,-0.37,0.11,1.24,1.26,1.39,1.08,1.03,0.94,0.88,-1.81,       -,-0.42,-2.31,1.24,-0.33,0.65
 ACESSÓRIOS E PEÇAS,-0.4,-2.3,-0.05,-2.12,-2,2.61,0.06,0.72,-1.86,-2.31,0.12,1.34,1.81,-1.18,-0.25,0.03,-1.25
 PNEU,1.42,-0.39,0.38,0.91,1.76,2.69,-1.56,-1.76,1.02,-0.33,0.11,0.7,2.74,-0.4,0.47,-0.53,0.65
 CONSERTO DE AUTOMÓVEL,1.61,-0.86,-0.15,0.26,-0.26,-1.86,1.73,1.23,-1.76,0.56,-0.46,-2.13,-2.08,1.4,-2,2.4,-0.17
 ESTACIONAMENTO,0.11,1.15,0.13,       -,0.81,       -,       -,1.86,       -,       -,       -,       -,       -,       -,       -,       -,0.5
 PEDÁGIO,0.12,0,       -,       -,2.15,       -,       -,       -,       -,0,       -,-1.34,       -,       -,       -,       -,1.21
 LUBRIFICAÇÃO E LAVAGEM,       -,       -,       -,2.27,1.21,       -,       -,       -,       -,1.84,       -,       -,1.63,1.32,-2.4,       -,1.33
 AUTOMÓVEL USADO,0.15,-1.98,-1.2,       -,1.9,-3.59,-3.07,-2.02,-0.84,1.07,-2.83,-0.93,-2.48,-0.26,       -,-0.76,-0.07
 PINTURA DE VEÍCULO,       -,       -,       -,2.12,-1.89,2.3,       -,       -,0.7,0.9,       -,1.31,       -,       -,       -,-0.24,-0.74
 ALUGUEL DE VEÍCULO,3.81,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.81
