"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JUNHO DE 2018",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.51,0.36,0,0.45,-0.15,0.66,-0.97,0.47,0.37,1.05,0.23,0.19,-0.35,-0.58,-0.02,-0.56,0.17
 REFEIÇÃO,0.97,0.32,-0.57,-0.2,-0.07,1.63,-1.45,0.08,0.11,1.63,0.09,0.23,-0.79,-1.54,-0.61,-1.52,0.25
 LANCHE,-0.98,0.75,0.46,1.42,-0.56,-1.76,-1.25,1.81,1.28,-0.03,0.09,0.72,0.01,0.37,1.91,0.33,-0.04
 CAFÉ DA MANHÃ,1.86,-0.03,-0.66,1.81,-1.59,0.82,1.06,       -,0.67,       -,       -,-1.38,       -,1.44,       -,1.98,-0.26
 REFRIGERANTE E ÁGUA MINERAL,-1.14,0.06,1.03,1.07,0.33,2.03,0.32,0.95,-1.36,0.17,-0.17,0.11,-0.57,0.27,0.62,1.16,0.14
 CAFEZINHO,0.92,-3.97,       -,       -,0.19,       -,       -,       -,       -,       -,2.71,       -,       -,       -,       -,       -,-0.06
 CERVEJA,0.54,0.86,0.11,-0.26,0.35,-0.37,-0.26,-0.9,-0.06,1.65,1.38,-0.92,1.87,-1.82,-1.98,-1.2,0.25
 OUTRAS BEBIDAS ALCOÓLICAS,0.28,       -,0.09,3.32,       -,1.09,-1.53,-1.66,-0.5,       -,       -,0.13,       -,       -,       -,2.7,0.36
 DOCES,0.24,0.73,1.07,-0.73,-0.32,4.93,0.49,1.58,1.79,-1.04,0.22,-1.61,-2.3,-0.14,-1.25,1.76,0.19
 HABITAÇÃO,2.05,2.58,4.91,2.22,1.86,2.43,2.15,1.49,2.65,2.85,1.85,2.46,2.77,2.85,2.03,1.95,2.48
 ENCARGOS E MANUTENÇÃO,0.32,0.28,0.11,0.24,0.47,0.28,0.45,0.42,0.85,0.92,0.4,0.2,0.37,0.75,0.08,0.19,0.42
 ALUGUEL E TAXAS,0.36,0.06,0.17,0.24,0.72,0.17,0,0.31,1.02,1.07,0.32,0.14,0.26,0.22,0.3,0.16,0.5
 ALUGUEL RESIDENCIAL,0.3,0.1,0.14,0.09,0.3,0.01,0,0.28,0.08,0.13,0.25,0.19,0.4,0.25,0.15,0.14,0.22
 CONDOMÍNIO,0.64,0.08,0.62,0,0.47,0.69,0,1.1,0.88,0.75,0.99,0.23,0,0.73,0.99,0.42,0.54
 TAXA DE ÁGUA E ESGOTO,0,0,0,0.98,2.28,0,0,0,2.2,2.96,0,0,0,0,0,0,1.1
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.78,1.42,       -,1.49,       -,1.05,       -,0.2
 REPAROS,0.24,0.3,0.03,0.11,-0.13,0.49,0.44,0.48,0.33,0.3,0.69,0.09,0.37,0.82,-0.42,0.06,0.14
 FERRAGENS,       -,       -,1.15,       -,0.25,       -,       -,2.42,       -,1.79,0.61,0.68,       -,2.19,       -,       -,0.85
 MATERIAL DE ELETRICIDADE,       -,2.26,       -,       -,       -,       -,-2.09,       -,       -,1.54,       -,       -,       -,       -,       -,       -,0.94
 MATERIAL DE PINTURA,       -,       -,1.17,       -,       -,       -,       -,       -,-0.6,       -,       -,-1.3,0.24,0.95,       -,       -,0.67
 VIDRO,0.1,       -,0.74,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.37
 TINTA,0.35,1.6,0.97,0.87,0.47,0.6,-0.52,-0.55,-0.44,0.47,0.83,2.14,-0.95,2.12,2.1,1.53,0.73
 REVESTIMENTO DE PISO E PAREDE,0.46,-0.98,-4.7,0.2,-2.3,3.88,-2.35,2.97,1.83,1.04,4.24,0.23,3.95,       -,-3.66,-2.32,-0.97
 CIMENTO,0.48,1.74,-0.55,0.47,-0.28,4.18,3.23,1.72,-0.1,2.52,3.3,0.09,2.05,2.37,-1.11,-1.41,0.72
 TIJOLO,       -,-1.12,-0.69,-0.21,1.97,5.89,3.85,2.45,2.59,0.09,2.07,-1.92,       -,       -,0.19,       -,1.08
 MATERIAL HIDRÁULICO,       -,       -,0.23,       -,-0.85,       -,-0.9,       -,0.5,-0.73,       -,1.4,       -,       -,-3.06,       -,-0.5
 MÃO DE OBRA,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07
 AREIA,2.38,       -,1.52,       -,       -,       -,       -,-1.81,2.77,0.83,0.9,-0.49,       -,       -,0,       -,1.37
 TELHA,2.18,       -,0.59,       -,       -,       -,3.57,-0.74,1.9,0.22,-0.18,0.65,       -,       -,       -,4.03,1.04
 ARTIGOS DE LIMPEZA,-0.04,1.75,-0.07,0.42,-0.27,1.03,1.96,1,1.02,1.78,0.37,1.17,1.18,1.83,0.32,0.59,0.55
 ÁGUA SANITÁRIA,2.35,       -,-0.98,-0.12,-0.94,3.37,0.17,2.01,0.95,3.03,       -,       -,       -,0.73,-1.45,1.87,0.24
 DETERGENTE,2.9,6.55,1.17,1.89,0.27,-1.77,-0.99,1.37,4.22,2.62,1.62,1.34,1.18,       -,       -,0.52,1.61
 SABÃO EM PÓ,-1.71,1.23,-1.96,1,-1.3,0.99,3.8,0.77,2.44,2.33,0.56,2.22,3.65,2.95,-0.39,-1.35,0.15
 DESINFETANTE,-1.07,2.55,0.12,1.44,       -,-0.06,1.15,0.55,-0.06,-0.03,0.21,-2.52,-0.53,-0.58,-2.67,       -,0.22
 INSETICIDA,2.25,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.25
 SABÃO EM BARRA,0.17,-1.83,0.41,-0.83,2.8,3.78,-0.32,2.82,-3.13,-0.29,-1.3,0.17,-0.55,-0.04,3.48,2.21,0.48
 ESPONJA DE LIMPEZA,       -,-0.62,0.36,-1.47,-0.2,       -,1.23,-4.64,       -,-0.43,-0.38,-0.88,0.15,1.13,-2.27,       -,-0.32
 AMACIANTE,0.36,1.21,2.82,       -,0.39,1.02,3.23,0.68,-0.56,2.12,0.97,2.1,-1.01,3.43,       -,3.98,1.09
 COMBUSTÍVEIS E ENERGIA,5.6,6.74,16.97,5.97,5.28,8.86,3.88,3.54,6.9,7.29,4.48,6.56,6.58,4.18,4.43,4.69,6.82
 COMBUSTÍVEIS (DOMÉSTICOS),3.23,3.34,6.43,9.3,2.22,9.74,2.11,-0.14,10.4,1.6,4.23,0.32,12.58,1.47,-0.07,2.27,3.97
 CARVÃO VEGETAL,       -,0.26,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.26
 GÁS DE BOTIJÃO,4.2,3.54,6.43,9.3,1.88,9.74,2.11,-0.14,10.4,1.7,4.23,0.32,12.58,1.47,-0.07,2.27,4.08
 GÁS ENCANADO,0.17,       -,       -,       -,6.13,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,2.37
 ENERGIA ELÉTRICA RESIDENCIAL,6.34,7.86,21.78,4.32,6.34,8.6,4.64,6.01,4.95,9.37,4.6,8.65,4.38,5.29,6.69,5.97,7.93
 ENERGIA ELÉTRICA RESIDENCIAL,6.34,7.86,21.78,4.32,6.34,8.6,4.64,6.01,4.95,9.37,4.6,8.65,4.38,5.29,6.69,5.97,7.93
 ARTIGOS DE RESIDÊNCIA,0.94,0.26,0.88,0.58,-0.03,1.02,0.48,0.43,0.18,0.02,0.01,0.61,0.18,0.31,-0.8,0.43,0.34
 MÓVEIS E UTENSÍLIOS,0.48,0.69,1.34,0.25,-0.77,1.44,0.04,0.06,-0.27,-0.25,-0.02,0.4,0.2,0.89,-0.36,0.1,0.15
 MOBILIÁRIO,0.29,0.95,1.21,0.97,-1.6,1.94,0.17,0.44,-0.44,0.25,0.35,-0.15,0.47,1.15,0.48,-0.65,0.02
 MÓVEL PARA SALA,-0.12,0.97,1.46,1.3,-1.86,1.85,0.02,0.06,-0.96,2.16,0.97,-0.87,0.36,2.36,0.29,-1.9,0.14
 MÓVEL PARA QUARTO,0.91,1.44,1.66,0.28,-2.14,2,0.22,0.56,0.78,-0.93,-1.52,-0.34,1.42,0.41,-0.02,-0.4,-0.18
 MÓVEL PARA COPA E COZINHA,1.33,-0.03,0.01,0.5,-0.63,1.22,0.32,1.32,2.04,-0.97,1.72,1.69,-0.8,2.39,1.97,-0.02,0.17
 MÓVEL INFANTIL,       -,       -,       -,-1.95,       -,       -,-0.03,1.16,       -,       -,-1.92,       -,       -,2.61,       -,-0.04,-0.23
 COLCHÃO,-0.61,0.32,-0.29,2.43,0.13,2.99,0.37,-0.83,-3.18,0.95,0.6,2.32,-1.01,-1.07,0.38,2.68,0.02
 UTENSÍLIOS E ENFEITES,1.91,-0.16,1.88,-0.69,0.86,0.73,-0.74,-0.47,-0.6,-0.89,-0.26,1.27,-1.19,0.19,-1.25,1.4,0.53
 TAPETE,-3.28,-1.13,2.29,-0.31,-3.2,-1.66,-1.74,       -,-1.44,0.61,0.23,1.14,2.8,1.84,-0.3,       -,-0.07
 CORTINA,2.22,-1.56,0.54,-1.32,1.87,2.87,-0.29,-0.53,-2.51,-3.39,-2.53,1.87,-1.78,-0.28,-0.27,0.75,0.18
 UTENSÍLIOS DE METAL,0.89,-0.66,2.57,-2.28,1.91,2.97,-1.64,0.98,-3.23,0.61,-1.92,0.83,-0.73,0.22,-2.94,3.16,0.45
 UTENSÍLIOS DE VIDRO E LOUÇA,1.54,-0.11,1.56,-1.81,2.11,-2.21,-2.3,-0.72,0.13,-2,1.87,0.64,-1.59,3.11,2.91,-0.94,0.55
 UTENSÍLIOS DE PLÁSTICO,2.36,-0.44,       -,1.53,-2.65,-0.43,-0.06,-1.44,0.76,-1.04,-2.36,-0.74,-1.34,1.96,-0.95,-1.43,-0.93
 FLORES NATURAIS,       -,4.81,       -,       -,-1.15,       -,       -,       -,2.68,0.23,       -,       -,-3,       -,       -,       -,0.27
 UTENSÍLIOS DIVERSOS,2.95,0.33,2.12,0.42,3,1.55,0.62,-0.48,1.02,-0.77,1.62,2.04,-2.6,-0.97,-1.88,1.73,1.56
" CAMA, MESA E BANHO",-0.96,1.2,0.83,-0.81,-0.63,0.4,0.61,-1.09,0.89,-1.2,-0.94,1.23,1.14,1.13,-1.7,2.24,0.01
 ROUPA DE CAMA,-1.1,1.66,1.34,-0.57,-1.27,0.4,0.95,-1.21,0.37,-0.98,-0.94,1.82,1.33,0.42,-1.72,1.88,0.04
 ROUPA DE BANHO,-0.63,-0.08,-0.54,-1.33,0.54,       -,-0.98,-0.83,2.95,-1.84,       -,-0.21,0.6,3.08,-1.62,3,-0.1
 APARELHOS ELETROELETRÔNICOS,1.34,-0.59,0.03,1.03,0.58,0.69,0.88,0.76,0.7,-0.3,-0.06,0.72,0.03,-0.37,-1.54,1,0.41
 ELETRODOMÉSTICOS E EQUIPAMENTOS,1.37,-1.18,1.65,2.11,0.78,-0.29,1.04,0.38,0.12,-1.27,0.18,0.64,0.31,-0.32,-1.25,1.23,0.49
 REFRIGERADOR,1.22,-0.64,1.89,2.59,0.64,-0.88,1.8,0.75,-0.03,-1.85,-0.24,-0.79,0.86,-0.08,-1.99,1.98,0.49
 AR-CONDICIONADO,3.6,-0.7,       -,1.25,       -,       -,0.9,       -,       -,0.97,       -,2,0.79,-1.09,1.35,-1.04,1.2
 MÁQUINA DE LAVAR ROUPA,1.65,-2.83,1.33,2.61,3.41,0.89,2.23,1.02,1.46,-1,-0.66,2.28,2,-1.05,-0.58,-0.35,1.33
 LIQUIDIFICADOR,       -,       -,       -,       -,       -,       -,-0.87,       -,       -,       -,       -,       -,       -,-1.84,       -,       -,-0.97
 VENTILADOR,0.51,       -,       -,-0.08,       -,       -,-0.56,-2.68,       -,       -,       -,       -,-1.06,-2.11,1.38,0.2,-0.29
 FOGÃO,0.86,-2.25,1.78,2.1,-2.35,-0.17,-0.2,0.39,-0.65,-2.56,1.85,2.42,-3,0.84,-3.02,1.04,-0.46
 CHUVEIRO ELÉTRICO,       -,-0.07,       -,       -,0.1,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.05
 FORNO DE MICRO-ONDAS,       -,1.47,0.3,       -,0.5,       -,       -,       -,       -,2.34,1.38,       -,       -,       -,       -,       -,0.97
" TV, SOM E INFORMÁTICA",1.29,0.6,-2.28,-0.63,0.27,2.07,0.53,1.31,1.53,1.67,-0.44,0.84,-0.46,-0.44,-2.08,0.63,0.28
 TELEVISOR,0.26,-0.19,-3.84,-2.58,-1.3,1.03,1.19,1.59,1.52,1.66,0.61,-2.23,-3.01,0.71,-2.92,0.91,-0.66
 APARELHO DE SOM,1.7,1.54,-1.34,0,-2.79,0.47,2.54,1.41,0.43,-1.54,-1.52,1.41,0.02,1.95,-1.61,-2.42,-0.22
 APARELHO DE DVD,1.52,1.74,-0.61,-1.36,1.14,0.49,2.44,0.84,-0.85,-0.36,1.27,2.17,0.85,2.19,1,1.12,0.65
 ANTENA,       -,       -,       -,-0.63,       -,       -,0.53,1.31,       -,       -,-0.52,       -,       -,-0.97,       -,1.61,0.19
 MICROCOMPUTADOR,1.81,0.53,-2,0.64,1.6,3.1,-1.66,1.28,2.28,2.58,-1.08,2.8,0.53,-2.42,-2.58,1.42,0.88
 CONSERTOS E MANUTENÇÃO,1.39,1.19,0.64,0.37,1.4,-0.37,0.78,0.99,0.72,2.62,0.38,1.94,0.62,0.47,-0.38,0.05,1.16
 CONSERTOS E MANUTENÇÃO,1.39,1.19,0.64,0.37,1.4,-0.37,0.78,0.99,0.72,2.62,0.38,1.94,0.62,0.47,-0.38,0.05,1.16
 CONSERTO DE REFRIGERADOR,3.39,0.24,2.12,-1.25,3.31,0.36,1.06,       -,1.62,3.76,0.75,3.02,1.71,-1.68,-2.32,0,2.03
 CONSERTO DE TELEVISOR,0.45,1.76,0.78,2.81,1.42,0,0,0.56,2.66,0,-0.01,0.76,0,-0.11,0.59,-2.16,1.04
 CONSERTO DE APARELHO DE SOM,       -,       -,1.34,       -,       -,       -,       -,       -,1.54,       -,       -,       -,       -,-4.78,5.27,       -,1.79
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.94,0.95,       -,1.06,2.95,-1.8,1.49,       -,       -,2.75,       -,       -,0.49,       -,       -,       -,1.99
 REFORMA DE ESTOFADO,0.21,3.17,-0.62,-0.32,-0.68,0,0.75,1.21,-0.67,2.66,0.44,1.81,0.79,3.81,-1.14,0.76,0.27
 MANUTENÇÃO DE MICROCOMPUTADOR,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.97,-0.74,       -,       -,1.18,0.64
 VESTUÁRIO,-0.52,0.62,-0.29,0.66,-0.44,0.63,-0.1,-0.06,-0.02,-0.75,-0.49,0.15,-1.44,-0.76,2.02,0.88,-0.16
 ROUPAS,-0.66,0.27,-0.38,0.57,-0.1,0.3,-0.39,0.22,0.15,-0.78,-0.22,0.34,-1.9,-1.58,2.55,1.35,-0.11
 ROUPA MASCULINA,-1.36,-0.13,-0.22,0.95,1.33,1.07,-0.4,1.18,0.11,-0.55,-0.33,-0.58,-1.86,-0.97,2.96,2.36,0.32
 CALÇA COMPRIDA MASCULINA,-1.28,1.14,0.42,2.69,1.33,-0.52,0.84,3.08,2.96,-2.22,-1.65,-0.11,-1.31,0.91,3.71,1.45,0.61
 TERNO,1.58,-0.15,-0.24,1.07,       -,       -,       -,       -,       -,-2.73,1.65,-1.11,       -,       -,       -,       -,-0.25
 AGASALHO MASCULINO,       -,2.52,1.31,       -,2.64,2.28,       -,       -,       -,0.09,       -,2.32,-1.92,       -,       -,       -,1.83
 SHORT E BERMUDA MASCULINA,0.1,-1.87,-2.81,2.77,2.37,2.29,1.3,0.63,1.07,-1.18,-1.31,-2.84,-2.63,-2.92,3.15,2.82,0.69
 CUECA,       -,0.29,       -,-2.99,       -,       -,-1.1,2.13,-0.96,       -,       -,       -,       -,-0.98,-1.47,       -,-0.73
 CAMISA / CAMISETA MASCULINA,-2.97,-1.93,-0.14,-0.54,0.95,1.61,-2.33,0.3,-1.89,1.53,1.06,-0.13,-2.12,-1.61,2.83,2.7,-0.09
 ROUPA FEMININA,-0.02,-0.26,-0.49,0.58,-0.87,-1.11,-0.57,-0.12,0.25,-1,-0.04,1.59,-2.11,-2.29,1.99,0.47,-0.38
 CALÇA COMPRIDA FEMININA,0.37,-0.61,0.18,0.14,1.44,0.49,-1.67,1.8,-2.08,-1.85,-0.43,1.69,-1.65,-2.05,2.48,-2.01,0.13
 AGASALHO FEMININO,       -,0.72,0.08,       -,-1.88,       -,       -,       -,       -,-1.03,       -,       -,-1.73,       -,       -,       -,-0.56
 SAIA,       -,       -,       -,-0.06,       -,       -,-0.99,-0.38,-2.45,       -,-2.83,0.53,       -,-2.82,2.15,-2.53,-0.88
 VESTIDO,0.56,2.85,-1.98,0.72,-1.92,-0.85,1.53,0.63,-0.08,1.09,2.82,1.74,-2.85,-2.95,0.51,-0.24,-0.31
 BLUSA,0.21,-1.88,-0.5,0.83,-2.81,-2.69,-1.51,-1.5,1.89,-1.67,-0.04,2.63,-2.99,-2.87,1.99,3.56,-1.11
 LINGERIE,-1.72,1.38,0.2,1.32,1.76,0.66,-0.75,-2.8,0.33,1.21,-2.6,-1.15,1.56,-0.04,2.61,-0.36,0.67
 BERMUDA E SHORT FEMININO,-2.35,-0.71,-0.86,0.15,       -,-0.98,2.25,0.89,1.69,-0.22,-2.98,-1.75,-2.81,-2.2,2.24,-2.27,-0.06
 ROUPA INFANTIL,-1.09,2.36,-0.43,-0.27,-1.29,2.18,0.02,-0.92,0.01,-0.78,-0.44,-1.05,-1.56,-1.3,3.17,1.59,-0.33
 UNIFORME ESCOLAR,0.39,       -,       -,       -,-1.95,       -,2.12,       -,-1.28,1.63,       -,       -,       -,1.19,3.33,       -,-0.21
 CALÇA COMPRIDA INFANTIL,1.2,1.47,-2.27,-1.08,-1.81,1.49,-0.51,0.57,-0.52,-1.88,-1.63,2.4,1.62,-1.19,1.29,-1.15,-0.85
 AGASALHO INFANTIL,       -,3.72,0.78,       -,3.58,3.41,       -,       -,       -,2.66,       -,-0.44,-2.43,       -,       -,       -,2.81
 VESTIDO INFANTIL,2.53,       -,-2.99,-0.88,0.47,3.26,0.26,-0.57,-0.18,2.85,0.72,1.42,-1.64,0.2,1.82,-2.54,0.33
 BERMUDA E SHORT INFANTIL,-2.54,0.12,0.72,-0.6,0.83,-0.73,0.69,1.62,-1.1,-1.91,-0.14,-2.38,-2.25,-2.95,3.96,2.18,-0.16
 CAMISA / CAMISETA INFANTIL,-2.15,2.95,0.44,0.49,-2.93,2.54,-1.35,-2.68,1.07,-1.8,0,-2.8,-2.61,-2.34,3.83,3.93,-0.87
 CONJUNTO INFANTIL,       -,       -,-1.29,-0.39,-1.27,2.47,1.8,0.01,       -,       -,-1.49,0.94,       -,0.12,3.89,3.05,0.09
 CALÇADOS E ACESSÓRIOS,-0.41,0.84,-0.47,0.57,-1.29,1.58,0.63,-0.73,-0.34,-0.86,-1.38,-0.72,-0.98,1.22,0.67,-0.59,-0.47
 CALÇADOS E ACESSÓRIOS,-0.41,0.84,-0.47,0.57,-1.29,1.58,0.63,-0.73,-0.34,-0.86,-1.38,-0.72,-0.98,1.22,0.67,-0.59,-0.47
 SAPATO MASCULINO,-0.85,0.8,-0.34,2.02,0.53,3.23,-2.08,-0.58,0.04,-1.79,-0.33,-0.33,-0.12,1.51,-0.57,-2.18,-0.13
 SAPATO FEMININO,-0.36,-1.69,-0.68,-0.68,-0.87,0.7,2.18,-1.65,-2.45,-0.34,-2.36,-2.2,0.4,1.9,-2.26,1.18,-0.85
 SAPATO INFANTIL,       -,       -,       -,0.85,       -,       -,-0.01,       -,2.3,       -,       -,       -,       -,1.61,       -,1.26,1.21
 SANDÁLIA / CHINELO MASCULINO,       -,       -,       -,1.6,       -,       -,1.32,       -,-0.36,       -,       -,       -,       -,2.02,2.05,-2.51,0.89
 SANDÁLIA / CHINELO FEMININO,-0.18,-0.53,-1.63,-0.42,-0.6,1.21,-0.56,-1.1,-0.03,0.57,-0.78,0.86,1.61,0.31,1.11,-2.76,-0.5
 SANDÁLIA / CHINELO INFANTIL,       -,       -,       -,0.41,       -,-1.51,1.95,-1.17,-0.42,       -,-2.09,-0.28,-2.78,-1.96,2.86,0.91,0.03
 BOLSA,-2.11,-0.1,1.2,1.1,-0.12,-0.9,1.45,-0.83,-2.22,-0.41,-0.45,1.09,-0.68,0.46,-2.71,-1.5,-0.29
 TÊNIS,0.21,2.54,0.11,0.88,-2.66,2.4,1.4,0.37,0.58,-1.41,-1.85,-1.83,-2.8,2.38,2.38,2.31,-0.54
 JOIAS E BIJUTERIAS,0.18,2.45,1.73,1.54,0.28,0.37,-0.36,-1.19,-0.39,0.33,1.23,1.86,0.57,-0.05,1.48,2.5,0.67
 JOIAS E BIJUTERIAS,0.18,2.45,1.73,1.54,0.28,0.37,-0.36,-1.19,-0.39,0.33,1.23,1.86,0.57,-0.05,1.48,2.5,0.67
 BIJUTERIA,-0.71,2.02,1.05,1,0.57,0.67,1,0.29,-1.6,0.07,1.69,1.97,0.31,0.57,0.85,2.44,0.55
 JOIA,0.65,2.72,2.24,2.89,0.01,0.22,-0.72,       -,1.05,0.47,0.87,1.81,0.78,-0.46,0.91,       -,0.89
 RELÓGIO DE PULSO,       -,       -,       -,0.79,       -,       -,-2.66,-2.76,       -,       -,       -,       -,       -,1.29,3.21,2.67,-0.73
 TECIDOS E ARMARINHO,0.4,1.03,-0.1,2.44,0.68,1.64,1.37,0.01,-0.13,-1.13,2.12,1.68,-2.34,1.66,1.44,-1.9,0.48
 TECIDOS E ARMARINHO,0.4,1.03,-0.1,2.44,0.68,1.64,1.37,0.01,-0.13,-1.13,2.12,1.68,-2.34,1.66,1.44,-1.9,0.48
 TECIDO,1.7,1.11,0.59,2.44,1.47,2.71,-0.16,-0.75,0.45,-1.14,1.54,1.71,-2.55,2.05,1.44,-1.38,0.77
 ARTIGOS DE ARMARINHO,       -,0.7,-1.21,       -,3.48,0.13,3.57,       -,       -,-1.09,3.84,1.62,-1.96,       -,       -,       -,1.28
 ACORTINADO (MOSQUITEIRO),-2.28,1.52,       -,       -,-2.46,       -,       -,1.93,-2.79,       -,       -,       -,       -,-0.42,       -,-3.48,-1.77
 TRANSPORTES,1.41,2.31,2.16,2.65,1.44,1.2,0.4,1.07,-0.01,1.9,3.11,0.97,0.79,0.55,1.77,1.14,1.58
 TRANSPORTES,1.41,2.31,2.16,2.65,1.44,1.2,0.4,1.07,-0.01,1.9,3.11,0.97,0.79,0.55,1.77,1.14,1.58
 TRANSPORTE PÚBLICO,0.27,1.43,0.21,0.63,0.19,-0.34,-0.11,0.11,-0.07,-0.37,0.77,-1.48,0.47,0.67,0.37,1.45,0.23
 ÔNIBUS URBANO,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42
 TÁXI,0,0,0,0,0,       -,0,0,0,0,0,0,0,0,0,0,0.0
 TREM,0,0,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,5.64,0,0,0.5,       -,0,0,0,0,1.46,-0.04,-1.71,0,0.9,0,0.66
 ÔNIBUS INTERESTADUAL,0,0,0,3.64,-0.39,0.83,0,0.01,0,-0.66,-1.22,0.05,0.64,0,0.61,-0.31,0.12
 PASSAGEM AÉREA,-14.55,0.82,4.9,6.81,2.33,-1.43,-2.44,3.69,-1.39,-2.89,13.15,-9.35,10.96,4.34,3.07,16.71,-2.05
 METRÔ,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE HIDROVIÁRIO,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,0.18,0,0,0,0,       -,       -,0,0,       -,0,       -,       -,       -,4.01,0.08
 VEÍCULO PRÓPRIO,-0.56,0.54,-0.02,1.52,0.69,-0.19,0.6,0.3,0.38,-0.23,0.06,0.62,-1.04,0.18,-0.44,-0.27,0.29
 AUTOMÓVEL NOVO,-0.59,-0.2,0.33,0.15,-0.02,-1.81,0.26,1.79,-0.17,-0.56,0.72,0.23,-3.01,0.66,-0.92,-1.17,-0.17
 EMPLACAMENTO E LICENÇA,0.39,0.63,0.4,0.38,0.42,0.49,0.31,0.46,0.41,0.33,0.44,0.4,0.42,0.34,0.38,0.41,0.43
 SEGURO VOLUNTÁRIO DE VEÍCULO,-4.89,-2.59,-0.26,1.13,-0.92,0.43,       -,0.21,-4.94,-4.59,7.42,-5.02,-5.25,       -,-0.44,5.66,-1.68
 MULTA,       -,       -,       -,       -,0,0,       -,       -,       -,0,0,       -,       -,       -,       -,0,0.0
 ÓLEO LUBRIFICANTE,3.59,1.27,1.08,2,-1,0.91,-0.5,0.61,1,1.89,1.47,       -,1.35,-1.45,-1.8,-0.18,0.51
 ACESSÓRIOS E PEÇAS,-1.4,1.25,0.33,3.17,0.98,0.08,0.86,0.99,1.02,-0.35,2.61,-0.02,1.06,-0.42,1.18,-1.26,0.84
 PNEU,-0.13,1.28,-0.9,-0.9,-1.27,2.11,-0.94,2.04,1.88,0.61,-0.64,0.09,-1.58,0.9,3.18,1.12,-0.09
 CONSERTO DE AUTOMÓVEL,0.01,2,0.33,5.21,3.34,1.6,0.29,-1.89,0.92,1.1,-0.21,2.53,1.36,0.09,0.51,-0.26,1.74
 ESTACIONAMENTO,-0.7,-2.61,-0.53,       -,0.4,       -,       -,1.53,       -,       -,       -,       -,       -,       -,       -,       -,-0.42
 PEDÁGIO,0.48,0,       -,       -,-0.7,       -,       -,       -,       -,0,       -,0,       -,       -,       -,       -,-0.32
 LUBRIFICAÇÃO E LAVAGEM,       -,       -,       -,-2.85,2.12,       -,       -,       -,       -,-0.77,       -,       -,0.3,-0.28,3.24,       -,0.93
 AUTOMÓVEL USADO,-1.65,-0.37,-1.05,       -,-1.19,1.84,1.11,1.5,1.6,-1.03,-0.46,0.25,-3.57,0.18,       -,0.27,-0.6
 PINTURA DE VEÍCULO,       -,       -,       -,-0.04,-0.68,-3.93,       -,       -,-1.71,0.14,       -,-1.39,       -,       -,       -,0.28,-0.78
 ALUGUEL DE VEÍCULO,0.13,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.13
 MOTOCICLETA,-0.54,3.29,-0.38,1.61,1.61,0.35,1.44,-0.06,-0.93,-0.08,-3.46,0.07,-0.31,0,-1.8,-0.84,0.28
 COMBUSTÍVEIS (VEÍCULOS),6.18,5.02,6.27,6.75,3.32,4,1.12,3.42,-0.56,6.74,7.63,3.15,3.92,1.04,5.36,2.84,4.48
 GASOLINA,7.07,5.56,6.66,6.53,3.67,4.2,1.6,4.24,-0.14,7.13,7.64,3.6,5.55,1.36,5.96,2.81,5.0
 ETANOL,3.1,1.69,6.23,8.36,3.63,1.84,       -,2.7,-0.45,7.47,14.57,1.49,1.34,-0.06,2.03,3.66,4.22
 ÓLEO DIESEL,       -,-5.88,-2.42,       -,-9.12,       -,-4.46,-4.86,-7.51,-6.66,-5.21,-9.29,-3.91,-4.94,3.24,       -,-5.66
 GÁS VEICULAR,2.24,       -,       -,0.47,-1.7,       -,       -,       -,3.4,       -,       -,3.16,       -,       -,       -,3.01,0.83
 SAÚDE E CUIDADOS PESSOAIS,0.51,0.47,0.38,0.66,0.35,0.22,0.35,0.45,0.49,0.38,-0.46,0.26,-0.35,0.71,0.26,0.24,0.37
