" VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - FEVEREIRO DE 2024",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 SOPA DESIDRATADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,1.67,0.0,0.0,0.0,0.93
 AZEITONA,-1.75,-1.91,1.3,0.81,0.89,0.7,0.0,-1.14,-3.48,2.09,0.07,-3.55,1.13,0.48,0.0,0.0,0.21
 MILHO-VERDE EM CONSERVA,-1.47,-0.97,-0.7,-0.79,-0.32,0.0,-0.26,0.86,-1.02,-1.27,0.11,-4.31,0.58,0.29,-0.74,-0.84,-0.78
 ATUM EM CONSERVA,1.7,5.62,0.0,2.36,-0.01,-1.4,0.0,0.0,2.52,-0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.77
 SAL E CONDIMENTOS,2.29,0.11,-0.16,1.08,0.14,0.85,-0.03,2.47,0.4,-0.56,-0.46,-1.47,2.15,0.15,1.43,-1.36,0.38
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.77
 ATOMATADO,0.69,-1.03,0.62,1.86,-0.51,0.2,-0.08,1.11,2.98,1.55,-0.26,0.9,0.42,-0.99,0.14,-0.5,0.3
 ALHO,4.43,0.0,-1.89,0.85,3.26,4.74,1.48,4.42,-1.57,0.05,-0.44,-1.77,4.16,0.45,2.87,-3.44,1.95
 SAL,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.86,0.51,-5.64,1.55
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,-1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.74
 FERMENTO,0.0,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.07,0.0,0.0,0.0,0.0,0.0,0.0,-3.2
 MAIONESE,-1.05,1.15,1.06,1.39,-1.57,-0.42,1.29,-0.41,0.0,-0.98,0.0,-2.98,-0.3,0.19,0.0,0.0,-0.56
 VINAGRE,0.0,0.09,0.0,2.15,-2.04,-0.24,-0.86,0.0,0.82,0.0,0.0,0.0,0.0,0.0,1.31,2.66,-0.64
 CALDO CONCENTRADO,0.0,-0.56,0.0,-0.26,0.0,0.0,0.0,1.63,-2.3,0.0,0.49,0.26,0.0,0.0,0.0,0.0,-0.35
 TEMPERO MISTO,0.0,2.41,-0.11,-0.25,-0.9,-2.9,-1.03,1.63,1.41,-2.57,-1.43,-2.48,2.65,-0.07,0.49,-0.6,-0.6
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.29,0.74,0.59,0.7,0.28,1.11,1.17,-0.11,0.89,0.41,0.16,0.35,0.89,0.64,1.09,0.27,0.49
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.29,0.74,0.59,0.7,0.28,1.11,1.17,-0.11,0.89,0.41,0.16,0.35,0.89,0.64,1.09,0.27,0.49
 REFEIÇÃO,0.82,0.89,1.09,0.78,0.41,1.7,0.9,-0.31,1.02,0.38,0.35,0.33,0.83,0.67,0.7,-0.04,0.67
 LANCHE,-0.34,0.4,-0.35,0.83,0.15,-0.17,1.71,0.46,0.7,0.4,0.03,0.42,1.21,0.66,1.98,1.05,0.25
 REFRIGERANTE E ÁGUA MINERAL,0.14,1.04,1.64,0.77,-2.88,0.44,2.91,0.49,1.22,-1.51,0.24,2.2,0.65,1.07,1.74,-0.38,-0.53
 CAFEZINHO,0.0,-1.68,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
 CERVEJA,-2.63,1.7,0.58,-0.69,1.18,1.02,0.63,-1.02,0.53,1.56,-0.13,0.31,0.45,0.0,0.16,0.23,0.5
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.54,-1.77,0.0,-1.28,0.0,-1.06
 VINHO,-3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.37
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.77,0.0,0.0,0.0,0.0,1.05,-0.42
 SORVETE,0.0,0.0,0.0,0.0,-0.53,0.0,0.0,0.05,0.96,0.48,-0.33,0.0,0.69,1.08,0.0,0.54,-0.03
 HABITAÇÃO,0.13,0.26,0.41,0.41,0.0,0.78,0.38,0.77,0.43,0.37,0.78,0.32,0.15,-1.18,1.87,0.32,0.27
 ENCARGOS E MANUTENÇÃO,0.32,0.57,0.41,-0.07,0.31,0.76,0.27,0.04,0.23,0.21,0.31,0.31,0.34,0.12,1.46,0.27,0.34
 ALUGUEL E TAXAS,0.43,0.59,0.56,-0.08,0.28,0.77,0.47,0.22,0.38,0.35,0.39,0.32,0.37,0.44,2.84,0.4,0.39
 ALUGUEL RESIDENCIAL,0.4,1.26,0.62,0.51,0.36,0.29,0.52,0.12,0.39,0.39,0.44,0.44,0.27,0.58,1.27,0.46,0.46
 CONDOMÍNIO,0.65,0.39,0.64,-1.22,0.33,1.85,0.8,0.86,0.67,0.85,0.96,0.43,0.51,0.56,1.77,0.75,0.52
 TAXA DE ÁGUA E ESGOTO,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,4.89,0.0,0.11
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.97,0.0,0.0,0.0,-0.97
 REPAROS,0.14,1.08,0.16,1.19,0.96,0.73,-0.13,-0.61,-0.25,0.29,0.8,0.52,0.59,-0.04,0.24,0.81,0.6
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,-1.05,0.0,0.0,-0.69,0.0,0.0,0.02
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,-1.13,0.0,0.0,0.0,0.0,1.7,0.0,0.33
 VIDRO,0.0,0.0,0.0,0.0,0.0,-2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.07
 TINTA,0.65,1.05,0.01,0.72,0.64,1.33,-1.33,0.03,-0.11,0.64,0.16,-0.23,0.93,0.44,0.89,-1.38,0.56
 REVESTIMENTO DE PISO E PAREDE,-2.29,2.78,-0.54,3.4,2.47,0.0,-0.1,-2.44,-2.0,-0.29,2.93,1.9,0.0,-1.2,-1.1,1.72,1.21
 MADEIRA E TACO,0.0,-0.79,0.0,0.0,0.0,0.0,0.0,-1.16,0.0,0.0,0.0,0.0,0.0,-0.28,-1.02,0.0,-0.87
 CIMENTO,0.0,0.0,0.0,-0.26,0.0,0.0,-1.04,-0.58,-1.4,0.0,0.0,-3.82,0.6,-1.84,0.06,0.0,-0.92
 TIJOLO,-0.5,0.0,0.0,0.0,0.0,0.0,-1.2,0.0,0.0,0.0,-1.8,-1.24,0.0,1.21,-0.02,0.0,-0.73
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,-0.88,0.0,0.0,0.0,-0.55,0.0,0.0,0.0,0.17
 MÃO DE OBRA,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
 AREIA,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,1.72,0.0,1.13
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,2.35
 TELHA,0.0,0.34,-0.59,1.27,0.0,0.0,-0.03,0.0,0.0,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.06
 ARTIGOS DE LIMPEZA,-0.86,-0.46,-0.53,-1.53,-0.69,0.52,-0.26,-0.72,-0.31,-1.15,-0.83,-0.37,-0.05,-0.36,-0.95,-1.32,-0.68
 SACO PARA LIXO,0.0,-1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,-0.7
 ÁGUA SANITÁRIA,2.82,2.32,-1.03,-3.92,-0.67,-1.52,0.8,-1.43,-0.49,0.0,-0.73,0.0,0.85,0.53,-3.44,-1.17,-0.52
 DETERGENTE,-0.64,-0.12,-1.4,0.31,-1.26,-0.24,-3.45,1.42,0.74,-0.64,0.66,0.68,-0.71,0.43,0.0,-1.16,-0.74
 SABÃO EM PÓ,-2.66,1.43,0.12,-2.34,0.04,1.71,0.09,-1.6,0.37,-1.51,-0.64,-1.09,0.4,-0.55,0.08,-1.16,-0.43
 DESINFETANTE,0.8,-0.55,0.31,-0.3,-0.2,0.66,0.92,-2.49,-1.96,-1.54,-0.93,-0.92,0.0,0.0,-0.92,0.0,-0.46
 SABÃO EM BARRA,2.37,0.0,-0.12,-1.73,0.0,0.0,-0.59,0.54,-0.4,0.0,0.0,-1.24,3.69,-1.86,-0.92,-3.43,-0.13
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.38,0.0,1.25,0.0,0.0,0.0,0.0,-1.08
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,-3.27,0.0,0.0,0.0,0.0,0.0,0.32,-1.88
 LIMPADOR MULTIUSO,0.0,-2.99,0.0,0.0,0.78,1.43,0.0,0.0,0.0,-1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.04
 PAPEL TOALHA,-4.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.36
 AMACIANTE E ALVEJANTE,0.96,-1.95,-1.14,-1.2,-1.61,-0.11,0.8,-0.63,-1.88,-0.22,-1.87,0.02,-1.86,0.42,-2.49,-1.86,-1.14
 COMBUSTÍVEIS E ENERGIA,-0.16,-0.29,0.42,1.06,-0.81,0.85,0.47,1.92,0.7,0.69,1.61,0.33,-0.06,-1.93,2.24,0.41,0.15
 COMBUSTÍVEIS (DOMÉSTICOS),-0.53,-0.67,-0.26,1.92,-0.96,1.34,-0.1,1.74,1.3,1.34,1.28,-0.37,-0.26,0.8,3.61,1.35,0.16
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,-1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,0.0,0.94
 GÁS DE BOTIJÃO,-0.19,-0.67,-0.26,1.92,-0.88,1.34,-0.06,1.74,1.3,2.2,1.28,-0.37,-0.26,0.8,3.64,1.35,0.36
 GÁS ENCANADO,-1.2,0.0,0.0,0.0,-1.23,0.0,0.0,0.0,0.0,-2.61,0.0,0.0,0.0,0.0,0.0,0.0,-1.4
 ENERGIA ELÉTRICA RESIDENCIAL,-0.06,-0.16,0.66,0.75,-0.76,0.74,0.64,1.99,0.4,0.4,1.71,0.53,0.0,-2.71,1.53,0.0,0.14
 ENERGIA ELÉTRICA RESIDENCIAL,-0.06,-0.16,0.66,0.75,-0.76,0.74,0.64,1.99,0.4,0.4,1.71,0.53,0.0,-2.71,1.53,0.0,0.14
 ARTIGOS DE RESIDÊNCIA,-0.7,0.36,0.49,-0.43,0.02,-0.09,0.07,0.61,-0.03,-0.81,-0.33,-0.07,-0.59,0.28,-0.4,-0.71,-0.07
 MÓVEIS E UTENSÍLIOS,-0.66,0.17,0.89,-0.35,0.31,0.3,0.18,0.5,0.54,-1.02,-0.07,-0.23,0.11,0.2,-0.53,0.39,0.12
 MOBILIÁRIO,-0.14,0.5,1.04,-0.22,0.99,0.92,1.35,0.51,0.48,-1.48,-0.23,-0.68,0.23,0.55,-0.62,0.9,0.44
 MÓVEL PARA SALA,0.35,0.05,2.25,-0.55,1.05,1.15,0.15,0.4,-0.28,-0.3,1.13,0.57,-1.89,-2.38,-0.04,0.42,0.68
 MÓVEL PARA QUARTO,0.13,1.55,-0.03,-0.79,1.52,0.67,2.75,0.04,-0.4,-1.86,-1.2,-2.22,1.92,1.17,-0.46,2.38,0.49
 MÓVEL PARA COPA E COZINHA,-2.13,-0.09,1.6,3.02,-0.27,1.16,0.33,1.71,2.92,-2.39,-1.63,1.38,-0.44,2.41,-2.15,-1.25,-0.06
 MÓVEL INFANTIL,0.0,0.0,0.0,-0.84,0.0,0.0,0.0,2.08,1.98,-0.83,2.09,0.0,-2.3,1.16,1.59,-1.51,0.49
 COLCHÃO,0.0,-0.17,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39
 UTENSÍLIOS E ENFEITES,-1.93,-0.9,1.02,0.63,-1.4,-0.3,-0.66,0.57,0.99,-0.38,-0.07,0.51,0.5,-0.98,0.2,-1.23,-0.51
 ARTIGOS DE ILUMINAÇÃO,-4.08,0.8,-2.67,-1.04,-0.32,-0.88,-3.22,1.06,-0.29,-1.09,0.0,0.0,0.17,0.0,0.95,-0.07,-0.88
 TAPETE,0.43,-1.1,0.0,0.0,-2.69,-0.03,-1.65,0.0,0.04,-1.71,2.6,0.79,-1.04,0.0,0.0,0.0,-1.04
 CORTINA,-1.8,-0.81,2.72,0.87,2.17,0.84,0.0,0.5,2.5,-0.68,-0.47,2.89,0.0,0.0,0.0,0.0,0.78
 UTENSÍLIOS DE METAL,-2.29,0.39,1.88,0.97,-2.52,0.33,-0.55,1.16,0.9,0.04,0.41,-0.49,1.89,-1.72,1.6,-1.37,-0.58
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,0.45,0.3,-2.51,-2.84,1.58,0.14,2.47,0.94,0.0,-2.96,-1.89,0.51,-2.55,-0.91,-0.79
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,0.0,0.0,0.0,0.15,0.0,0.0,0.0,-2.01,-2.14,-0.41
 FLORES NATURAIS,0.0,-5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.85
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,0.39,2.24,0.0,0.0,0.0,-0.66,0.0,0.0,-3.45,0.52,-0.52,0.49,0.0,0.0,-0.52
" CAMA, MESA E BANHO",-0.64,0.55,-0.01,-3.58,-0.75,-2.54,-3.83,0.33,0.06,0.14,0.91,0.6,-1.35,0.84,-1.26,0.45,-0.5
 ROUPA DE CAMA,-0.64,0.55,-0.01,-3.49,-0.75,-2.54,-3.83,-0.18,0.06,0.14,0.91,0.6,-0.73,0.83,-1.26,0.45,-0.47
 ROUPA DE BANHO,0.0,0.0,0.0,-3.81,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,-2.78,0.84,0.0,0.0,-1.46
 APARELHOS ELETROELETRÔNICOS,-0.67,0.58,0.19,-0.39,-0.53,-1.09,-0.09,0.77,-0.64,-0.77,-0.64,-0.3,-1.72,0.51,-0.52,-2.27,-0.37
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-1.57,-0.46,-0.52,-0.67,-1.2,-1.65,-0.97,0.1,-1.32,-0.95,-0.67,0.06,-1.76,0.99,-1.14,-2.0,-0.96
 REFRIGERADOR,0.17,0.82,-1.92,0.8,0.04,0.13,0.18,0.17,0.03,-0.95,0.24,2.19,-0.81,-0.06,-1.09,-1.65,-0.1
 AR-CONDICIONADO,-4.4,-5.79,0.0,-4.01,-4.48,-5.36,-0.42,-1.71,-1.06,-0.61,-0.99,-4.84,-8.24,0.67,0.0,-3.52,-3.7
 MÁQUINA DE LAVAR ROUPA,-0.79,0.31,-0.39,-0.54,-0.15,-1.79,-1.18,1.47,-2.53,-0.73,-0.58,-0.07,-0.85,2.17,-0.05,0.15,-0.43
 VENTILADOR,0.0,0.0,0.0,1.09,0.0,0.0,-3.59,3.84,0.0,0.0,0.0,0.0,1.12,2.13,-1.1,-3.5,-0.04
 FOGÃO,-3.28,1.69,1.92,-2.27,-2.89,-2.24,-1.71,-2.01,-3.18,-1.41,-3.46,0.43,-0.52,2.35,-2.07,-2.78,-1.66
 CHUVEIRO ELÉTRICO,0.0,0.0,-1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.33
" TV, SOM E INFORMÁTICA",0.5,2.59,1.22,-0.02,0.41,-0.34,1.05,1.64,0.55,-0.49,-0.58,-0.9,-1.66,-0.65,0.39,-2.62,0.52
 TELEVISOR,0.17,2.89,1.5,0.5,0.6,-1.6,1.35,1.72,0.2,1.54,1.0,-2.07,-0.95,-2.37,1.0,-3.35,0.81
 APARELHO DE SOM,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.39,-2.62,0.58
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,-2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.73
 COMPUTADOR PESSOAL,1.11,2.0,0.77,0.01,0.12,0.9,0.47,1.53,0.9,-3.27,-2.61,1.16,-3.02,2.89,-1.74,-1.46,0.08
 CONSERTOS E MANUTENÇÃO,-1.0,0.35,-0.59,-1.1,0.9,1.52,0.34,0.4,0.13,0.02,-0.12,1.72,1.09,-0.98,1.26,0.37,0.31
 CONSERTOS E MANUTENÇÃO,-1.0,0.35,-0.59,-1.1,0.9,1.52,0.34,0.4,0.13,0.02,-0.12,1.72,1.09,-0.98,1.26,0.37,0.31
 CONSERTO DE REFRIGERADOR,0.0,0.75,0.0,-2.19,0.0,0.0,0.06,0.0,2.61,0.0,-0.93,0.0,0.0,0.0,0.0,0.0,-0.12
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09
 REFORMA DE ESTOFADO,-0.77,1.87,-2.76,0.87,1.81,3.23,0.0,0.0,0.18,0.0,0.0,0.0,2.36,1.84,0.0,-1.8,0.94
 CONSERTO DE APARELHO CELULAR,0.0,-0.31,-1.68,-0.72,-2.38,-0.71,-1.65,1.01,-1.92,1.71,0.19,1.27,-0.83,-2.86,1.77,1.21,-0.72
 CONSERTO DE BICICLETA,-1.03,0.19,0.66,-2.25,1.1,0.48,0.93,0.2,0.83,-0.41,0.17,1.96,1.95,-1.04,1.55,1.12,0.48
 VESTUÁRIO,-1.06,-0.3,-0.5,-0.46,-0.43,-0.91,0.2,-0.7,-1.45,0.3,-0.22,-0.5,-0.35,-0.53,0.4,-0.05,-0.44
 ROUPAS,-1.48,-0.26,-0.84,-0.5,-0.38,-1.17,0.03,-1.0,-1.76,0.26,0.09,-0.64,-0.51,-1.09,0.12,-0.49,-0.56
 ROUPA MASCULINA,-2.41,-0.04,-0.78,-0.08,-0.21,0.17,-0.27,-0.98,-2.33,0.57,0.47,-1.3,-1.03,-0.77,0.13,-0.73,-0.53
 CALÇA COMPRIDA MASCULINA,-2.48,1.58,-0.68,0.45,0.09,-1.55,-0.37,0.96,-1.14,1.84,0.61,-2.5,-0.66,-0.94,1.17,-0.57,0.01
 AGASALHO MASCULINO,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.89
 BERMUDA/SHORT MASCULINO,-0.38,-0.87,-1.22,0.27,-1.45,0.03,1.33,0.04,-2.39,-0.11,0.29,0.81,-2.82,-2.79,-1.24,-1.86,-0.8
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,-1.64,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,1.73,0.0,-0.65
 CAMISA/CAMISETA MASCULINA,-2.95,-0.74,-0.73,-0.47,-0.1,0.97,-0.73,-2.07,-2.82,-0.33,0.46,-1.5,-0.8,0.08,0.33,-0.34,-0.76
 ROUPA FEMININA,-0.76,-0.46,-0.96,-0.9,-0.52,-2.43,0.81,-1.25,-1.42,-0.05,0.09,-0.42,-0.7,-1.98,0.04,-1.06,-0.63
 CALÇA COMPRIDA FEMININA,-2.93,-0.05,-1.97,-1.09,0.44,-1.75,0.79,-2.52,-2.19,0.63,0.74,-1.31,-2.11,-2.79,-1.45,-0.71,-0.61
 AGASALHO FEMININO,0.0,-0.46,0.62,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,-0.7,0.0,0.0,0.0,0.37
 SAIA,0.0,0.0,0.0,-2.32,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,-2.96,0.66,-0.42,-0.59
 VESTIDO,-2.91,-1.73,0.31,0.7,-1.97,-2.73,0.34,-2.88,-0.88,-2.72,-2.83,-0.28,-0.93,-2.4,1.76,-2.91,-1.5
 BLUSA,1.9,-0.51,-1.38,-1.37,-0.48,-2.57,1.52,-1.1,-2.34,0.28,0.92,-0.45,-0.19,-1.74,-1.32,-0.78,-0.45
 LINGERIE,0.0,0.6,0.5,0.41,0.38,0.0,1.33,0.81,0.4,-0.01,0.28,0.0,0.78,-1.07,-0.16,0.8,0.44
 BERMUDA/SHORT FEMININO,-2.09,0.0,-1.6,-2.25,0.0,0.0,-0.43,1.56,-0.56,1.01,1.04,1.39,0.39,-0.01,1.64,-0.34,-0.39
 ROUPA INFANTIL,-1.21,-0.22,-0.67,-0.38,-0.41,-0.68,-1.06,-0.32,-1.25,0.36,-0.67,0.08,0.77,0.09,0.27,1.36,-0.44
 UNIFORME ESCOLAR,0.0,0.0,1.7,1.24,0.58,1.83,-0.23,2.31,0.0,-0.56,0.77,1.55,0.0,0.0,2.78,2.28,0.73
 CALÇA COMPRIDA INFANTIL,0.0,-0.98,-1.12,0.0,0.07,1.24,0.0,0.0,0.67,1.73,1.47,0.0,1.76,0.55,0.6,0.0,0.18
 AGASALHO INFANTIL,0.0,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22
 VESTIDO INFANTIL,-1.45,-1.92,-2.39,-2.78,0.0,-2.9,-2.82,-2.35,-2.86,0.0,-1.56,-0.04,0.84,-2.12,-2.87,-0.27,-2.24
 BERMUDA/SHORT INFANTIL,-0.21,0.0,0.0,1.37,-1.07,0.0,2.2,-2.35,-1.46,0.0,0.0,1.57,2.35,0.03,0.69,2.42,-0.37
 CAMISA/CAMISETA INFANTIL,-1.01,1.39,-1.19,0.75,0.13,-2.81,-1.72,-1.05,0.62,1.15,-2.54,0.2,0.67,-0.89,0.16,0.43,-0.1
 CONJUNTO INFANTIL,-2.39,-0.87,-0.22,-2.1,-1.89,-0.96,-1.07,1.4,-2.9,-0.93,-1.25,-1.27,-0.62,2.62,0.63,1.74,-1.3
 CALÇADOS E ACESSÓRIOS,-0.09,-0.33,0.27,-0.49,-0.31,-0.74,0.57,-0.38,-0.87,0.55,-0.67,-0.07,-0.1,0.88,0.92,0.84,-0.14
 CALÇADOS E ACESSÓRIOS,-0.09,-0.33,0.27,-0.49,-0.31,-0.74,0.57,-0.38,-0.87,0.55,-0.67,-0.07,-0.1,0.88,0.92,0.84,-0.14
 SAPATO MASCULINO,-1.91,-1.63,1.39,0.87,0.84,0.68,1.54,0.89,1.16,-1.31,1.07,1.05,0.72,2.12,0.44,1.59,0.41
 SAPATO FEMININO,1.32,0.2,0.36,-2.88,0.3,-1.88,1.05,-0.65,-1.48,0.45,-1.52,-0.87,-1.08,0.24,1.3,0.67,0.01
 SAPATO INFANTIL,0.0,0.0,0.0,2.45,0.0,0.0,-0.29,0.0,2.24,-1.56,-2.74,0.0,-0.41,0.56,-0.27,1.63,0.14
 BOLSA,-0.37,0.7,0.44,0.1,0.0,-1.4,1.12,-0.2,-2.08,-0.46,2.89,0.0,1.51,3.07,1.87,-0.82,0.15
 MOCHILA,0.0,0.0,0.0,-0.01,0.0,0.0,1.69,0.05,0.0,0.0,0.0,0.0,0.0,1.8,-2.96,0.0,-0.03
 TÊNIS,-0.53,-0.31,-0.71,-1.58,-0.49,0.11,0.2,-0.88,-0.44,1.56,-0.4,0.4,0.46,1.31,1.61,0.43,-0.25
 SANDÁLIA/CHINELO,0.38,-0.79,1.4,0.46,-1.71,-1.41,-2.0,-0.51,-2.93,1.09,-2.48,-1.26,-1.19,-2.28,1.17,1.51,-0.67
 JOIAS E BIJUTERIAS,-0.85,-0.18,0.33,-0.5,-2.08,0.72,1.12,1.43,0.05,-0.26,-1.84,-1.01,0.15,0.25,1.28,1.38,-0.55
 JOIAS E BIJUTERIAS,-0.85,-0.18,0.33,-0.5,-2.08,0.72,1.12,1.43,0.05,-0.26,-1.84,-1.01,0.15,0.25,1.28,1.38,-0.55
 BIJUTERIA,0.0,0.0,0.89,0.0,0.0,1.21,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.98
 JOIA,-0.34,0.25,0.07,-1.66,-1.8,0.54,1.06,0.82,0.0,-0.01,-2.46,-1.06,0.15,-2.19,1.94,1.89,-0.61
 RELÓGIO DE PULSO,-1.85,-1.25,0.0,1.09,-2.97,0.0,1.26,2.57,-1.11,-1.04,1.04,-0.89,0.0,1.76,-0.69,1.71,-0.96
 TECIDOS E ARMARINHO,-2.44,-2.68,-0.58,2.42,-0.08,0.27,-0.63,1.41,-1.4,-1.21,-0.08,0.6,-1.1,-2.31,1.03,2.06,-0.36
 TECIDOS E ARMARINHO,-2.44,-2.68,-0.58,2.42,-0.08,0.27,-0.63,1.41,-1.4,-1.21,-0.08,0.6,-1.1,-2.31,1.03,2.06,-0.36
 TECIDO,-2.44,-2.78,-0.55,2.42,-0.54,0.27,-0.63,1.41,-1.4,-1.26,0.62,-0.35,-1.1,-2.31,1.03,2.06,-0.35
 ARTIGOS DE ARMARINHO,0.0,-2.53,-0.65,0.0,0.95,0.0,0.0,0.0,0.0,-1.13,-1.84,2.15,0.0,0.0,0.0,0.0,-0.39
 TRANSPORTES,0.51,0.27,0.22,0.16,0.93,0.89,-0.07,0.08,1.11,1.49,0.51,0.07,0.94,-0.22,1.63,2.11,0.72
 TRANSPORTES,0.51,0.27,0.22,0.16,0.93,0.89,-0.07,0.08,1.11,1.49,0.51,0.07,0.94,-0.22,1.63,2.11,0.72
 TRANSPORTE PÚBLICO,-1.1,-4.84,-3.41,-1.69,2.16,-5.11,-4.46,-2.02,-1.47,-3.48,-5.6,-3.65,-1.12,-7.26,-0.47,-3.24,-1.46
 ÔNIBUS URBANO,0.0,0.0,0.0,0.0,10.69,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,3.55,0.0,0.0,1.91
 TÁXI,0.25,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64
 TREM,-3.65,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.25
 ÔNIBUS INTERMUNICIPAL,2.61,0.0,-1.37,0.25,0.0,0.0,-1.78,0.0,2.49,13.27,0.74,-0.01,0.13,0.03,1.29,0.0,0.84
