"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JANEIRO DE 2020",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 AZEITONA,1.61,0.67,0.74,-0.57,1.26,1.55,0.0,-1.09,-0.61,1.31,-0.88,1.04,-1.81,1.57,0.0,0.0,0.86
 MILHO-VERDE EM CONSERVA,3.84,6.52,5.44,3.67,3.84,0.0,2.27,2.76,1.46,-0.67,3.79,2.67,1.64,-0.45,1.66,2.42,3.31
 ATUM EM CONSERVA,0.95,-0.34,0.0,0.28,-0.7,-0.32,0.0,0.0,0.64,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 SAL E CONDIMENTOS,0.08,0.87,1.61,-0.07,0.91,1.73,-0.34,1.32,0.7,-0.3,0.23,0.39,-1.73,0.53,0.42,0.51,0.59
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51
 ATOMATADO,1.21,0.8,0.04,0.87,0.25,-0.61,0.74,0.2,-0.88,-0.97,-0.51,1.37,0.2,0.3,1.86,1.69,0.19
 ALHO,-0.31,0.0,3.86,-2.5,2.31,3.54,0.13,2.17,1.35,2.65,2.47,-0.07,-4.92,0.03,-1.06,0.43,1.36
 SAL,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.79,1.14,0.69,0.32,-0.04
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97
 FERMENTO,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.79,0.0,0.0,0.0,0.0,0.0,0.0,-0.17
 MAIONESE,-1.06,1.24,0.23,2.56,2.33,1.58,-0.04,0.83,0.0,-1.85,0.0,1.11,2.03,1.06,0.0,0.0,0.78
 VINAGRE,0.0,1.17,0.0,0.08,-0.32,2.49,0.82,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.25,-2.54,0.5
 CALDO CONCENTRADO,0.0,-0.08,0.0,-1.05,0.0,0.0,0.0,0.79,-0.65,0.0,-1.96,-0.42,0.0,0.0,0.0,0.0,-0.57
 TEMPERO MISTO,0.0,0.39,1.13,1.91,-0.51,2.66,-2.89,1.0,1.14,-0.65,-2.13,1.0,1.77,1.55,2.78,0.74,-0.1
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.37,1.49,0.36,-0.06,1.02,0.11,2.56,0.0,1.19,0.35,0.27,1.72,1.25,1.81,1.2,1.36,0.82
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.37,1.49,0.36,-0.06,1.02,0.11,2.56,0.0,1.19,0.35,0.27,1.72,1.25,1.81,1.2,1.36,0.82
 REFEIÇÃO,0.59,2.15,0.15,0.03,1.38,0.33,3.24,-0.2,1.11,0.53,0.63,1.58,0.67,2.2,0.57,1.63,1.05
 LANCHE,-0.03,0.0,0.47,-0.23,0.48,-0.38,1.5,0.59,1.12,-0.15,0.23,2.26,2.4,0.6,1.22,1.5,0.42
 REFRIGERANTE E ÁGUA MINERAL,0.06,-0.67,0.5,-0.08,-0.06,0.59,-0.35,0.76,-1.86,2.21,-0.59,0.14,2.71,1.01,-0.67,0.77,0.06
 CAFEZINHO,0.0,-1.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43
 CERVEJA,0.23,2.38,2.17,-0.39,0.78,-0.33,1.81,-0.81,2.57,0.07,-1.28,1.93,1.86,4.6,4.27,-2.17,1.05
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.75,-3.75,0.0,1.64,0.0,-0.12
 VINHO,-2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.04
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,1.1,0.47
 SORVETE,0.0,0.0,0.0,0.0,-1.3,0.0,0.0,-0.85,0.77,1.22,-2.64,0.0,0.16,3.62,0.0,1.42,-0.56
 HABITAÇÃO,0.22,0.85,-0.03,0.72,0.71,0.34,0.47,0.0,1.01,0.81,1.05,-0.26,0.72,-2.06,0.06,0.13,0.55
 ENCARGOS E MANUTENÇÃO,0.68,0.05,-0.11,0.06,0.98,0.6,1.63,1.03,0.36,1.02,0.05,-0.09,2.48,0.07,0.29,0.54,0.68
 ALUGUEL E TAXAS,0.74,0.17,-0.21,0.01,1.05,0.65,2.36,1.27,0.32,1.21,0.09,-0.22,3.03,0.53,0.6,0.54,0.76
 ALUGUEL RESIDENCIAL,0.9,0.17,0.48,0.03,0.73,0.38,0.52,1.49,0.27,0.27,0.37,0.18,1.49,0.79,1.2,0.55,0.61
 CONDOMÍNIO,0.85,0.39,-2.47,0.0,2.1,1.42,1.23,2.23,0.62,4.9,-0.51,-1.1,0.2,-0.28,-2.09,1.15,1.39
 TAXA DE ÁGUA E ESGOTO,0.0,0.0,0.0,0.0,0.0,0.0,8.88,0.0,0.0,0.0,0.0,0.0,5.23,0.0,0.0,0.0,0.3
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 REPAROS,-0.18,-0.55,0.46,0.37,0.9,0.33,0.15,0.5,0.57,0.35,0.34,0.55,-0.21,-0.32,0.28,0.35,0.44
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-1.55,0.0,0.0,0.03,0.0,0.0,-0.33
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,-1.12,0.0,0.0,0.0,0.0,0.88,0.0,-0.52
 VIDRO,0.0,0.0,0.0,0.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39
 TINTA,0.43,0.3,0.63,2.2,0.77,-0.41,-0.49,1.96,-0.39,-0.5,0.46,2.49,-0.66,-0.99,-2.81,2.23,0.44
 REVESTIMENTO DE PISO E PAREDE,-3.96,-2.03,1.66,-0.37,3.02,0.0,-0.55,0.19,2.95,2.24,0.83,0.09,0.0,-1.26,0.63,-0.09,1.13
 MADEIRA E TACO,0.0,-1.22,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.0,-0.51
 CIMENTO,0.0,0.0,0.0,1.74,0.0,0.0,0.39,1.14,2.37,0.0,0.0,0.55,2.9,1.47,1.63,0.0,1.36
 TIJOLO,2.31,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,-0.36,2.05,0.0,-1.45,0.9,0.0,1.29
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,-2.11,0.0,0.0,0.0,-3.26,0.0,0.0,0.0,1.17
 MÃO DE OBRA,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
 AREIA,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,1.06,0.0,0.66
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.86,0.0,0.0,-1.86
 TELHA,0.0,-2.49,-0.18,0.31,0.0,0.0,0.63,0.0,0.0,1.2,0.0,0.0,0.0,0.0,-1.37,0.0,-0.49
 ARTIGOS DE LIMPEZA,1.51,0.04,0.12,-0.01,0.22,0.0,0.04,-0.28,0.4,0.33,-0.58,0.19,1.11,-0.56,-0.78,0.79,0.23
 SACO PARA LIXO,0.0,-0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.31,0.0,0.0,0.0,-0.91
 ÁGUA SANITÁRIA,0.05,2.39,-1.01,1.27,2.41,-2.99,0.65,-4.26,1.39,0.0,1.13,0.0,0.22,-0.3,-2.64,0.02,0.9
 DETERGENTE,0.63,-1.38,0.59,1.36,-0.58,1.36,0.63,1.82,2.1,-0.76,-1.77,-0.16,1.98,-0.73,0.0,-1.12,-0.08
 SABÃO EM PÓ,2.84,-0.75,0.12,-1.03,0.31,1.27,-0.98,0.18,-0.48,1.77,-1.03,0.06,2.18,-1.38,-0.82,1.84,0.35
 DESINFETANTE,0.11,-1.27,-1.16,-1.02,-2.04,-3.64,-1.86,-3.15,0.9,-0.84,0.33,-0.99,0.0,0.0,1.3,0.0,-1.21
 SABÃO EM BARRA,1.77,0.0,-0.47,0.81,0.0,0.0,-0.43,-1.1,-0.87,0.0,0.0,-1.5,-1.91,1.67,1.02,-1.26,-0.02
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.31,0.0,2.18,0.0,0.0,0.0,0.0,-1.74
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,-2.49,0.0,0.0,0.0,-3.57,0.0,0.0,0.0,0.0,0.0,2.27,-2.42
 LIMPADOR MULTIUSO,0.0,-0.45,0.0,0.0,-1.88,-0.2,0.0,0.0,0.0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,-1.39
 PAPEL TOALHA,-1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.93
 AMACIANTE E ALVEJANTE,2.64,1.85,0.91,-0.84,1.34,0.69,2.0,1.49,-0.28,1.27,-0.2,0.94,0.88,0.23,-2.86,1.43,1.15
 COMBUSTÍVEIS E ENERGIA,-0.55,2.16,0.09,1.67,0.06,-0.46,-0.42,-1.57,2.04,0.45,2.73,-0.53,-1.35,-3.38,-0.13,-0.59,0.31
 COMBUSTÍVEIS (DOMÉSTICOS),0.01,2.24,1.91,0.94,0.77,-2.29,-0.03,0.68,2.05,0.8,0.0,1.37,-0.21,1.89,-0.11,0.6,0.84
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.54,0.0,-1.13
 GÁS DE BOTIJÃO,-0.96,2.24,1.91,0.94,1.02,-2.29,0.0,0.68,2.05,0.93,0.0,1.37,-0.21,1.89,0.01,0.6,0.87
 GÁS ENCANADO,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64
 ENERGIA ELÉTRICA RESIDENCIAL,-0.68,2.14,-0.37,1.92,-0.13,-0.02,-0.52,-2.38,2.03,0.35,3.41,-1.01,-1.65,-4.77,-0.14,-1.01,0.16
 ENERGIA ELÉTRICA RESIDENCIAL,-0.68,2.14,-0.37,1.92,-0.13,-0.02,-0.52,-2.38,2.03,0.35,3.41,-1.01,-1.65,-4.77,-0.14,-1.01,0.16
 ARTIGOS DE RESIDÊNCIA,-0.03,0.75,0.01,0.81,-0.46,0.53,-0.55,0.45,-0.27,-0.04,-0.07,0.65,-0.07,-0.32,-1.26,-0.92,-0.07
 MÓVEIS E UTENSÍLIOS,-0.51,0.67,-0.32,0.73,-0.74,0.26,-0.92,-0.28,0.01,0.64,0.26,1.43,0.51,-0.27,-3.09,-1.24,-0.19
 MOBILIÁRIO,-0.8,0.71,-0.57,0.86,-1.18,0.78,-1.44,-0.04,-0.5,0.57,0.85,2.27,0.81,0.58,-4.62,-1.27,-0.39
 MÓVEL PARA SALA,-1.96,1.49,-2.4,0.16,-1.93,1.96,-4.09,-1.11,-3.63,-1.03,1.49,1.77,-0.27,3.34,-3.02,1.68,-1.24
 MÓVEL PARA QUARTO,-0.5,-0.08,0.35,1.33,-0.27,0.64,0.05,1.23,1.51,1.32,1.96,2.56,1.91,-0.2,-5.64,-2.33,0.26
 MÓVEL PARA COPA E COZINHA,1.34,1.41,-0.27,0.3,-1.93,-2.1,-0.1,-2.06,0.53,2.24,-0.44,2.32,-0.57,1.66,-3.62,-2.13,-0.22
 MÓVEL INFANTIL,0.0,0.0,0.0,1.04,0.0,0.0,0.0,-0.89,-2.4,-3.35,-3.54,0.0,2.17,-3.07,-3.33,-1.7,-1.84
 COLCHÃO,0.0,-1.87,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84
 UTENSÍLIOS E ENFEITES,-0.74,0.51,-0.01,0.73,0.84,-0.82,-0.98,-0.43,0.39,0.63,0.85,0.17,-0.13,-1.89,-0.78,-0.77,0.28
 ARTIGOS DE ILUMINAÇÃO,1.64,0.93,0.51,2.0,-0.15,-0.54,0.7,-2.76,-1.25,-0.71,0.0,0.0,0.19,0.0,-2.86,0.23,0.08
 TAPETE,-3.21,-0.01,0.0,0.0,-1.42,3.02,-0.02,0.0,0.02,-0.3,1.98,-0.03,0.03,0.0,0.0,0.0,-0.62
 CORTINA,-0.14,0.23,-0.11,0.24,1.22,-1.08,0.0,0.22,0.25,0.21,1.3,0.26,0.0,0.0,0.0,0.0,0.41
 UTENSÍLIOS DE METAL,-1.11,1.28,-0.9,-0.74,2.58,-0.56,-2.35,-0.6,1.97,2.2,-0.51,-0.2,0.22,-2.43,-0.13,-1.75,0.82
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,-0.57,2.29,-0.3,-2.96,-0.15,0.28,-0.73,-0.3,0.0,-0.95,-0.17,-0.05,-0.16,1.93,-0.4
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.02,-1.42,-0.54
 FLORES NATURAIS,0.0,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,3.06,1.93,0.0,0.0,0.0,1.24,0.0,0.0,0.71,1.37,-1.96,-1.36,0.0,0.0,1.5
" CAMA, MESA E BANHO",2.74,0.87,0.3,-0.09,-2.1,0.21,1.72,-1.84,1.45,1.14,-5.23,-0.17,0.52,-0.85,-0.18,-1.99,-0.23
 ROUPA DE CAMA,2.74,0.87,0.3,0.19,-2.1,0.21,1.72,-2.36,1.45,1.14,-5.23,-0.17,1.31,-1.36,-0.18,-1.99,-0.21
 ROUPA DE BANHO,0.0,0.0,0.0,-0.9,0.0,0.0,0.0,-0.69,0.0,0.0,0.0,0.0,-1.17,0.85,0.0,0.0,-0.8
 APARELHOS ELETROELETRÔNICOS,0.36,0.8,0.43,1.0,-0.22,0.92,-0.32,1.27,-0.78,-0.78,-0.6,-0.25,-0.73,-0.54,0.67,-0.83,0.02
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-0.04,1.43,0.22,0.01,-1.54,0.02,-0.65,2.56,-0.97,-0.55,-0.51,-0.39,-1.13,-1.2,1.62,0.56,-0.38
 REFRIGERADOR,1.43,2.58,-0.61,0.72,-2.49,0.26,0.39,4.93,-1.43,-2.73,-1.56,-0.2,-1.84,-0.86,0.49,4.03,-0.63
 AR-CONDICIONADO,-0.39,0.31,0.0,0.25,-2.45,2.49,0.2,-2.71,-1.46,-2.76,1.6,1.12,-1.12,-2.37,0.0,-1.94,-0.88
 MÁQUINA DE LAVAR ROUPA,-2.96,1.59,0.22,-0.68,-3.07,-1.11,-2.99,1.2,-2.19,0.18,-1.73,-1.32,-1.09,-1.58,0.9,-1.42,-1.44
 VENTILADOR,0.0,0.0,0.0,-0.88,0.0,0.0,-0.58,1.38,0.0,0.0,0.0,0.0,-2.5,0.52,3.67,0.22,0.26
 FOGÃO,1.05,-0.54,1.58,-0.33,2.9,-0.54,1.02,3.01,1.47,2.99,2.87,-0.13,1.89,-1.4,2.61,-0.95,1.87
 CHUVEIRO ELÉTRICO,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64
" TV, SOM E INFORMÁTICA",0.76,-0.09,0.67,2.07,1.3,1.83,0.02,-0.14,-0.54,-1.05,-0.73,-0.08,-0.06,0.78,-0.44,-2.25,0.5
 TELEVISOR,1.99,1.16,0.28,1.09,2.68,0.85,0.54,0.4,0.89,-0.06,-0.81,2.8,1.26,1.65,-0.21,-2.5,1.35
 APARELHO DE SOM,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-1.07,0.0,0.0,0.0,0.0,0.0,-1.09,-2.23,-0.87
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33
 COMPUTADOR PESSOAL,-1.33,-2.38,1.25,3.9,-0.72,2.61,-0.76,-0.82,-2.84,-2.19,-0.63,-3.79,-2.19,-0.77,-0.74,-1.89,-0.72
 CONSERTOS E MANUTENÇÃO,0.09,0.96,-0.09,0.19,-0.13,0.43,-0.09,0.77,1.37,-0.41,0.74,0.65,-0.1,0.5,-0.4,0.55,0.15
 CONSERTOS E MANUTENÇÃO,0.09,0.96,-0.09,0.19,-0.13,0.43,-0.09,0.77,1.37,-0.41,0.74,0.65,-0.1,0.5,-0.4,0.55,0.15
 CONSERTO DE REFRIGERADOR,0.0,3.71,0.0,-1.2,0.0,0.0,0.53,0.0,0.55,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.58
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03
 REFORMA DE ESTOFADO,0.49,-0.72,0.0,0.5,-0.36,0.0,0.0,0.43,0.48,0.0,0.0,0.0,0.51,4.13,0.0,0.47,-0.01
 CONSERTO DE APARELHO CELULAR,0.0,0.88,-0.84,0.91,-0.64,0.0,0.99,0.0,2.08,-1.63,-0.45,1.07,-0.4,0.49,-1.18,0.49,-0.07
 CONSERTO DE BICICLETA,0.0,0.32,0.38,0.06,0.03,1.09,-0.93,1.59,1.4,-0.13,1.93,0.66,0.0,-0.18,0.21,0.71,0.21
 VESTUÁRIO,-0.24,-1.2,-0.46,-0.32,-0.2,-0.54,0.38,-1.31,-0.55,-0.22,-1.85,-0.91,-0.72,-0.81,-0.6,-0.56,-0.48
 ROUPAS,-0.1,-1.19,-0.76,-0.08,-0.58,-1.05,0.24,-1.62,-0.52,-0.19,-2.09,-1.49,-0.76,-1.0,-0.18,-0.76,-0.64
 ROUPA MASCULINA,-0.59,-2.15,0.11,-0.19,-0.65,0.61,1.25,-2.08,0.47,0.12,-1.08,-0.73,-0.02,-1.19,1.46,0.11,-0.36
 CALÇA COMPRIDA MASCULINA,-0.06,-2.88,2.19,-1.28,1.45,0.94,0.95,0.22,1.85,1.94,-0.41,-0.08,1.8,1.0,2.04,0.4,0.8
 AGASALHO MASCULINO,0.0,-2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,-1.38
 BERMUDA/SHORT MASCULINO,-0.17,-0.28,-1.43,0.62,1.54,0.16,1.03,-1.34,-0.87,-0.93,0.2,-0.38,1.81,-2.02,1.47,0.14,0.12
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,-2.12,0.0,0.0,0.0,0.0,0.0,0.0,-1.51,2.23,0.0,-0.98
 CAMISA/CAMISETA MASCULINA,-0.87,-2.12,-0.62,0.07,-2.16,0.51,2.03,-3.31,0.5,-0.77,-1.97,-1.17,-1.78,-2.41,1.09,-0.02,-1.06
 ROUPA FEMININA,0.64,-0.95,-1.47,-0.24,-1.45,-2.86,-0.93,-1.58,-0.91,-0.92,-2.35,-2.7,-0.77,-1.03,-1.05,-2.08,-1.19
 CALÇA COMPRIDA FEMININA,-1.57,-0.78,-2.74,0.5,-3.26,-2.99,-1.28,-1.79,-0.41,-1.69,-2.28,-2.61,-3.31,0.93,-2.9,-2.72,-2.13
 AGASALHO FEMININO,0.0,-0.95,-1.47,0.0,0.0,0.0,0.0,0.0,0.0,-0.92,0.0,0.0,-0.77,0.0,0.0,0.0,-1.07
 SAIA,0.0,0.0,0.0,-0.11,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,0.0,-0.89,0.59,-0.63,-0.49
 VESTIDO,1.22,-2.48,0.78,-1.86,0.78,-2.91,-1.99,-2.72,-0.44,0.74,-1.94,-3.36,2.21,-1.81,0.14,-1.84,-0.37
 BLUSA,1.15,-0.85,-2.69,0.25,-1.37,-2.77,-0.41,0.02,-2.07,-1.12,-2.8,-2.17,-0.69,-2.77,-1.5,-2.2,-1.24
 LINGERIE,0.0,0.96,0.2,-0.13,-1.81,0.0,1.22,-2.47,-0.61,-1.42,-0.77,0.0,-1.51,0.87,-0.65,-1.36,-0.82
 BERMUDA/SHORT FEMININO,1.62,0.0,0.21,-0.12,0.0,0.0,-1.43,-3.0,-0.04,-0.47,-2.92,-3.26,0.8,0.21,-0.66,-1.99,-0.67
 ROUPA INFANTIL,-1.1,-0.07,-0.58,0.54,1.33,0.61,0.71,-0.71,-1.66,0.83,-3.29,0.09,-1.81,-0.53,-1.6,0.62,0.08
 UNIFORME ESCOLAR,0.0,0.0,1.99,0.0,2.67,0.86,1.21,-1.3,0.0,0.44,1.76,2.34,0.0,0.0,1.71,1.68,1.58
 CALÇA COMPRIDA INFANTIL,0.0,-1.05,-1.45,0.0,0.23,-2.39,0.0,0.0,-1.65,0.37,-6.31,0.0,-0.12,0.93,-2.86,0.0,-0.89
 AGASALHO INFANTIL,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07
 VESTIDO INFANTIL,-2.91,1.3,-3.4,1.77,0.0,-3.31,0.83,-0.28,1.22,0.0,-5.47,-3.68,0.32,0.77,0.48,2.02,-0.69
 BERMUDA/SHORT INFANTIL,-1.04,0.0,0.0,-0.04,1.27,0.0,-1.87,-1.99,0.72,0.0,0.0,0.27,0.84,-1.47,-2.63,-1.72,0.1
 CAMISA/CAMISETA INFANTIL,0.55,-0.57,2.15,-1.52,0.36,2.31,2.43,0.2,-3.7,0.7,-2.6,-2.12,-1.98,-1.07,-3.73,-0.69,0.05
 CONJUNTO INFANTIL,-3.28,0.64,-3.34,2.51,2.63,2.19,-0.67,-0.79,-3.58,1.89,-4.4,3.51,-4.66,-1.47,-2.87,1.42,0.06
 CALÇADOS E ACESSÓRIOS,-1.01,-1.71,0.15,-0.62,0.83,-0.48,0.86,-0.54,-0.59,-0.72,-2.1,0.31,-0.93,-0.57,-1.62,-0.11,-0.26
 CALÇADOS E ACESSÓRIOS,-1.01,-1.71,0.15,-0.62,0.83,-0.48,0.86,-0.54,-0.59,-0.72,-2.1,0.31,-0.93,-0.57,-1.62,-0.11,-0.26
 SAPATO MASCULINO,-1.8,-0.71,0.99,-1.98,-2.57,-1.51,1.08,-0.68,0.34,1.33,1.31,-1.03,-1.83,-1.45,-2.48,0.2,-0.71
 SAPATO FEMININO,-2.46,-2.96,0.09,-1.18,1.67,-1.54,1.4,0.26,-0.33,-2.57,-4.55,-2.73,0.17,1.23,0.43,1.77,-0.48
 SAPATO INFANTIL,0.0,0.0,0.0,-2.84,0.0,0.0,1.37,0.0,-1.83,-3.83,1.08,0.0,-1.16,-1.86,-1.49,0.22,-1.79
 BOLSA,1.19,-0.85,0.76,-0.34,0.0,-1.54,-0.46,1.07,-0.96,1.78,-3.91,0.0,-1.11,-2.23,0.26,0.03,-0.06
 MOCHILA,0.0,0.0,0.0,-1.88,0.0,0.0,-1.43,-1.92,0.0,0.0,0.0,0.0,0.0,0.99,2.14,0.0,-0.96
 TÊNIS,0.03,-1.24,-0.08,1.7,1.05,1.0,1.12,-0.03,0.06,-0.25,-2.94,2.0,-1.21,-0.41,-2.85,-1.19,0.18
 SANDÁLIA/CHINELO,-1.87,-2.21,-0.04,-0.57,1.14,0.08,0.89,-1.37,-1.56,1.24,-1.67,1.1,-0.57,-1.36,-2.65,-0.51,-0.41
 JOIAS E BIJUTERIAS,2.21,1.61,0.47,-1.77,-0.26,4.67,0.31,-2.09,-0.67,2.55,1.63,1.52,-0.05,0.48,-0.27,0.37,0.69
 JOIAS E BIJUTERIAS,2.21,1.61,0.47,-1.77,-0.26,4.67,0.31,-2.09,-0.67,2.55,1.63,1.52,-0.05,0.48,-0.27,0.37,0.69
 BIJUTERIA,0.0,0.0,-0.77,0.0,0.0,3.84,0.0,0.0,-0.79,0.0,0.0,0.0,0.0,0.0,0.0,4.23,0.38
 JOIA,1.52,3.67,1.01,-2.71,0.77,5.02,0.71,-5.18,0.0,4.16,2.94,1.82,-0.05,-0.39,0.08,-2.26,1.4
 RELÓGIO DE PULSO,3.85,-3.49,0.0,-0.56,-3.06,0.0,-0.48,3.49,-0.55,-1.56,-2.55,0.97,0.0,0.93,-1.09,0.02,-1.06
 TECIDOS E ARMARINHO,0.01,0.48,-0.49,0.42,-0.02,-0.45,-1.18,-0.52,-0.83,0.96,0.44,-0.99,1.06,1.03,-1.55,-1.14,-0.18
 TECIDOS E ARMARINHO,0.01,0.48,-0.49,0.42,-0.02,-0.45,-1.18,-0.52,-0.83,0.96,0.44,-0.99,1.06,1.03,-1.55,-1.14,-0.18
 TECIDO,0.01,0.27,-0.18,0.42,-0.41,-0.45,-1.18,-0.52,-0.83,0.62,0.34,-1.39,1.06,1.03,-1.55,-1.14,-0.35
 ARTIGOS DE ARMARINHO,0.0,0.85,-1.03,0.0,0.74,0.0,0.0,0.0,0.0,1.45,0.67,-0.34,0.0,0.0,0.0,0.0,0.6
 TRANSPORTES,0.31,0.26,0.43,0.3,0.54,-0.99,-0.03,0.69,0.34,0.11,0.34,0.55,0.59,0.51,-0.04,0.53,0.32
 TRANSPORTES,0.31,0.26,0.43,0.3,0.54,-0.99,-0.03,0.69,0.34,0.11,0.34,0.55,0.59,0.51,-0.04,0.53,0.32
 TRANSPORTE PÚBLICO,-0.53,-3.15,0.25,-1.23,-0.16,-1.17,-2.0,-0.84,-0.21,-2.56,-1.96,1.3,-0.92,-2.47,-0.42,-0.8,-0.79
 ÔNIBUS URBANO,0.0,0.0,0.0,0.0,2.09,5.0,0.0,0.0,0.0,0.0,0.0,4.08,2.03,0.0,0.0,0.0,0.78
 TÁXI,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
 TREM,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31
 ÔNIBUS INTERMUNICIPAL,0.0,0.0,7.89,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.77,-0.32,0.26,0.1,0.57,0.0,1.18
 ÔNIBUS INTERESTADUAL,2.05,0.0,3.52,0.0,-0.84,-2.3,0.0,2.44,1.03,0.41,-3.6,-0.55,-0.25,0.25,-1.57,2.29,0.33
 PASSAGEM AÉREA,-5.51,-13.31,-5.75,-6.4,-5.67,-7.69,-9.3,-6.52,-1.79,-7.36,-9.28,-1.36,-9.19,-8.52,-4.56,-8.38,-6.75
