"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - MARÇO DE 2020",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 REFEIÇÃO,0.52,0.98,0.71,-0.11,-0.7,0.21,-1.96,0.82,-0.03,-0.19,-0.09,-0.26,0,0.2,0,0.04,-0.1
 LANCHE,2.7,2.05,0.93,2,3.03,1.65,0.62,0.5,-2.43,2.57,2.5,1.19,0.65,-2.55,0.78,-0.03,1.9
 REFRIGERANTE E ÁGUA MINERAL,2.46,1.72,0.96,-0.07,0.3,-0.35,0.88,1.57,0.58,-0.52,-0.73,0.32,-0.28,0.09,0.57,1.56,0.62
 CAFEZINHO,       -,-5.05,       -,       -,3.76,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.33
 CERVEJA,-0.26,0.71,0.18,1.68,2.36,2.48,-0.26,-1.08,-1.71,0.79,1.5,0.72,-0.36,0,2.99,-0.84,0.84
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,-1.56,       -,       -,       -,       -,       -,       -,       -,1.58,2.31,       -,2.53,       -,0.28
 VINHO,-2.56,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.56
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.09,       -,       -,       -,       -,2.5,0.38
 SORVETE,       -,       -,       -,       -,-2.93,       -,       -,0.42,0.11,-0.22,-1.4,       -,0.09,6.52,       -,-0.82,-1.58
 HABITAÇÃO,1.22,-0.5,0.45,1.04,0.13,0.01,-0.98,0.88,0,-0.27,-2.18,1,0.06,-0.37,0.34,-0.19,0.13
 ENCARGOS E MANUTENÇÃO,-0.05,0.1,-0.04,0.61,0.13,-0.01,0.06,0.86,-0.07,-0.07,-0.17,0.15,0,-0.58,0.02,0.11,0.08
 ALUGUEL E TAXAS,-0.24,-0.11,0.06,0.34,0.25,-0.02,-0.2,0.92,-0.21,-0.09,-0.03,0.11,-0.35,-0.57,-0.59,-0.2,0.07
 ALUGUEL RESIDENCIAL,-0.53,-0.84,0.04,0.36,0.4,0.6,0.04,0.94,-0.49,0.23,-0.31,0.41,-0.69,-0.8,-1.06,-0.4,0.08
 CONDOMÍNIO,0.01,-0.42,0.25,0.62,0.15,-0.91,-0.65,1.96,0.02,-0.84,0.66,-0.28,1.96,-0.28,-0.27,-0.04,0.02
 TAXA DE ÁGUA E ESGOTO,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.53,       -,       -,       -,-2.53
 REPAROS,0.86,0.57,0.04,1.53,-0.8,-0.09,0.53,-0.24,0.23,-0.06,-1.45,-0.12,1,-0.48,0.91,0.36,-0.11
 FERRAGENS,       -,       -,       -,       -,       -,       -,0.93,       -,       -,       -,0.19,       -,       -,-3.22,       -,       -,0.42
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,2.49,       -,       -,       -,-0.67,       -,       -,       -,       -,0.49,       -,0.71
 VIDRO,       -,       -,       -,       -,       -,-0.07,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.07
 TINTA,2.45,0.97,-0.14,-0.18,-0.04,-3.22,-1.13,-0.62,1.03,1.69,-1.43,-0.02,2.18,1.25,2.61,-0.81,0.47
 REVESTIMENTO DE PISO E PAREDE,-0.37,1.76,1.67,5.91,-4.35,       -,5.1,0.87,0.24,-3.38,-3.71,-0.86,       -,-0.19,3.09,1.19,-1.42
 MADEIRA E TACO,       -,0.58,       -,       -,       -,       -,       -,-2.81,       -,       -,       -,       -,       -,-1.18,1.74,       -,-0.22
 CIMENTO,       -,       -,       -,2.31,       -,       -,-2.64,-1.54,1.24,       -,       -,-0.12,1.82,-2.98,0.54,       -,-0.36
 TIJOLO,1.96,       -,       -,       -,       -,       -,-2.38,       -,       -,       -,-0.63,1.56,       -,-1.27,2.46,       -,0.5
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,-1.95,       -,       -,       -,-1.7,       -,       -,       -,2.79,       -,       -,       -,-1.74
 MÃO DE OBRA,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
 AREIA,2.31,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.52,       -,       -,       -,0.84,       -,1.62
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.16,       -,       -,3.16
 TELHA,       -,-0.66,-3.44,0.29,       -,       -,0.96,       -,       -,0.52,       -,       -,       -,       -,-1.83,       -,-0.6
 ARTIGOS DE LIMPEZA,0.99,1.04,-1.1,1.56,0.61,0.22,0.84,1.79,0.73,0.16,-0.34,1.31,1.51,-0.86,0.22,2.3,0.56
 SACO PARA LIXO,       -,-0.94,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.53,       -,       -,       -,-0.86
 ÁGUA SANITÁRIA,-2.18,-0.76,1.26,2.92,0.61,0.54,0.17,-1.29,-1.26,       -,2.39,       -,-1.07,2.11,1.93,0.63,0.36
 DETERGENTE,1.39,2.77,-0.87,-0.35,2.07,-1.11,-0.81,2.43,3.23,-1.59,0.32,0.53,2,-0.03,       -,1.82,1.33
 SABÃO EM PÓ,1.85,0.83,-1.33,4.05,0.23,1.36,4.59,3.13,-1,1.48,-2.65,2.62,2.54,-2.8,0.34,2.96,0.65
 DESINFETANTE,3.28,-2.54,-2.71,-0.87,-0.97,2.91,-0.43,-0.13,2.08,0.89,0.43,-0.64,       -,       -,-1.01,       -,-0.37
 SABÃO EM BARRA,-1.35,       -,0.64,0.93,       -,       -,-0.05,1.75,1.76,       -,       -,2.08,4.23,-0.4,0.09,2.41,0.68
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.61,       -,-3.4,       -,       -,       -,       -,0.08
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,-1.53,       -,       -,       -,-0.7,       -,       -,       -,       -,       -,2.3,-0.38
 LIMPADOR MULTIUSO,       -,1.85,       -,       -,-2.78,0.41,       -,       -,       -,3.53,       -,       -,       -,       -,       -,       -,-0.94
 PAPEL TOALHA,1.3,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.3
 AMACIANTE E ALVEJANTE,0.19,1.2,-1.64,0.3,1.2,-0.8,-1.05,2.01,0.93,-1.47,1.44,1.52,0.06,2.15,-0.19,2.86,0.48
 COMBUSTÍVEIS E ENERGIA,3.45,-1.48,1.15,1.66,0.14,0.09,-1.82,0.93,0.1,-0.62,-5.45,2.33,0.14,-0.24,0.61,-0.71,0.2
 COMBUSTÍVEIS (DOMÉSTICOS),0.46,-0.25,0.06,1.69,2.29,1.77,-0.84,0.02,-1.02,-1.57,-0.44,-0.21,-0.73,-0.31,0.48,-1.92,0.49
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,-0.43,       -,       -,       -,       -,       -,       -,       -,0.21,       -,-0.11
 GÁS DE BOTIJÃO,0.73,-0.25,0.06,1.69,3.28,1.77,-0.86,0.02,-1.02,-1.97,-0.44,-0.21,-0.73,-0.31,0.51,-1.92,0.6
 GÁS ENCANADO,-0.11,       -,       -,       -,-0.79,       -,       -,       -,       -,0.75,       -,       -,       -,       -,       -,       -,-0.42
 ENERGIA ELÉTRICA RESIDENCIAL,4.21,-1.77,1.44,1.65,-0.46,-0.32,-2.07,1.26,0.51,-0.35,-6.67,2.98,0.37,-0.22,0.67,-0.28,0.12
 ENERGIA ELÉTRICA RESIDENCIAL,4.21,-1.77,1.44,1.65,-0.46,-0.32,-2.07,1.26,0.51,-0.35,-6.67,2.98,0.37,-0.22,0.67,-0.28,0.12
 ARTIGOS DE RESIDÊNCIA,-2.21,-1.45,-1.47,-0.08,-0.8,-1.42,0.23,-0.55,-2.06,-1.05,-0.97,-1.07,-0.96,-0.19,-0.22,-0.33,-1.08
 MÓVEIS E UTENSÍLIOS,-1.8,-1.7,-0.18,-0.15,0.09,-1.63,0.77,-0.34,-1.51,-1,-1.04,-0.87,-1.42,-0.13,0.22,-0.66,-0.62
 MOBILIÁRIO,-2.93,-2.74,-0.07,-0.56,-0.13,-3.17,1.16,-0.77,-2.36,-1.7,-1.65,-1.73,-2.15,-0.16,-0.03,-1.28,-1.1
 MÓVEL PARA SALA,-3.28,-2.98,-0.84,-1.7,-1.06,-3.41,1.69,-1.7,-3.7,-2.82,-3.15,-2.42,-1.86,-3.21,0.89,-0.68,-1.85
 MÓVEL PARA QUARTO,-1.7,-2.37,0.39,0.85,0.98,-3.14,1.4,0.48,-0.66,-1.49,0.22,-1.36,-3.41,0.84,0.33,-1.44,-0.19
 MÓVEL PARA COPA E COZINHA,-4.81,-2.2,0.58,-1.54,-0.97,-2.61,-0.44,-2.63,-4.08,-1.74,-1.93,-1.63,0.5,1.23,-0.93,-1.26,-1.61
 MÓVEL INFANTIL,       -,       -,       -,-3.6,       -,       -,       -,-2.49,-3.08,2.09,-3.79,       -,-3.78,-2.97,-3.57,-2.04,-2.05
 COLCHÃO,       -,-5.43,-1.93,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-3.78
 UTENSÍLIOS E ENFEITES,-0.17,-0.31,0.03,0.53,0.08,0.37,0.13,0.35,-0.51,-0.28,-0.83,0.39,-0.25,0.05,1.3,0.39,-0.04
 ARTIGOS DE ILUMINAÇÃO,0.06,-2.98,0.27,-0.16,-1.44,-1.19,-0.22,-1.05,-2.44,0.69,       -,       -,-1.03,       -,1.24,-0.68,-1.05
 TAPETE,0.8,-1.67,       -,       -,0.95,-0.99,0.16,       -,-1.65,1.71,0.16,-1.21,-1.19,       -,       -,       -,0.16
 CORTINA,2.47,0.52,-1.5,-0.14,2.32,1.18,       -,1.32,-1.07,1.01,0.11,1.02,       -,       -,       -,       -,1.01
 UTENSÍLIOS DE METAL,-2.53,0.79,0.4,1.02,-1.92,-0.05,1.99,-1.72,0.97,-2.53,-2.01,2.04,-0.04,-0.16,1.38,0.25,-0.83
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,1.19,-0.05,3.54,1.85,-1.53,3.58,0.53,0.24,       -,-0.72,1.16,0.93,1.69,1.6,1.69
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,-0.42,       -,       -,       -,-0.45,       -,       -,       -,0.66,0.86,-0.19
 FLORES NATURAIS,       -,2.83,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.83
 UTENSÍLIOS PARA BEBÊ,       -,       -,0.02,1.66,       -,       -,       -,2.04,       -,       -,-1.49,0.16,0.12,0.04,       -,       -,0.12
" CAMA, MESA E BANHO",0.58,-0.05,-1.16,0.93,1.77,2.37,0.42,1.69,-0.04,1.38,2.25,0.95,-0.49,-0.4,-0.77,0.93,0.7
 ROUPA DE CAMA,0.58,-0.05,-1.16,1.05,1.77,2.37,0.42,1.9,-0.04,1.38,2.25,0.95,-0.5,-0.11,-0.77,0.93,0.7
 ROUPA DE BANHO,       -,       -,       -,0.61,       -,       -,       -,1.25,       -,       -,       -,       -,-0.47,-1.39,       -,       -,0.47
 APARELHOS ELETROELETRÔNICOS,-3.1,-1.29,-3.41,-0.02,-2.1,-1.42,-0.02,-0.67,-2.88,-1.16,-1.28,-1.62,-0.51,-0.57,-0.66,-0.14,-1.82
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-3.81,-1.78,-4.13,-1.68,-2.97,-1.78,-0.97,-0.51,-4.11,-1.25,-1.79,-2.22,-1.47,-0.18,-0.71,-1.65,-2.52
 REFRIGERADOR,-4.67,-4.25,-4.52,-3.13,-5.11,-3.69,0.21,0.38,-4.72,-2.88,-3.86,-2.01,-0.18,-0.23,1.44,-0.84,-3.77
 AR-CONDICIONADO,-3.58,1.36,       -,-2.3,-3.8,-1.16,-2.29,-2.28,-5.66,-2.23,-0.57,-1.99,0.05,-4.71,       -,-1.05,-2.3
 MÁQUINA DE LAVAR ROUPA,-3.08,-1.03,-2.91,-3.61,-0.12,1.46,-0.95,0.4,-3.26,1.07,2.91,-3.77,-4.9,2.62,-2.17,-0.71,-0.9
 VENTILADOR,       -,       -,       -,0.72,       -,       -,-1.57,-4.92,       -,       -,       -,       -,-4.26,3.35,0.03,-4.99,-1.57
 FOGÃO,-3.13,-0.92,-6.01,2.83,-2.97,-3.76,-2.61,0.58,-2.71,-1.63,-3.76,0.19,0.28,0.5,-3.72,-3.29,-2.61
 CHUVEIRO ELÉTRICO,       -,       -,-1.59,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.59
" TV, SOM E INFORMÁTICA",-2.4,-0.59,-2.6,1.81,-1.1,-1.05,0.95,-0.85,-1.33,-1.06,-0.5,-0.9,1.08,-1.32,-0.61,1.46,-1.0
 TELEVISOR,-3.67,-2.05,-4.89,2.33,-2.62,-1.73,0.98,-0.93,-3.05,-2.83,-0.37,-1.78,1.05,-2.51,-1.32,1.85,-2.26
 APARELHO DE SOM,       -,       -,       -,1.81,       -,       -,       -,       -,-1.33,       -,       -,       -,       -,       -,-0.61,0,-0.39
 VIDEOGAME (CONSOLE),       -,       -,       -,-2.37,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.37
 COMPUTADOR PESSOAL,-0.17,2.16,0.88,2.05,1.17,-0.52,0.89,-0.76,1.85,0.97,-0.67,0.32,1.14,0.9,1.94,1.34,0.89
 CONSERTOS E MANUTENÇÃO,0.77,-0.57,0.38,-0.01,0.85,-0.19,-0.74,-1.27,-0.01,-0.88,0.57,0.41,-0.58,1.52,-0.44,0.76,0.19
 CONSERTOS E MANUTENÇÃO,0.77,-0.57,0.38,-0.01,0.85,-0.19,-0.74,-1.27,-0.01,-0.88,0.57,0.41,-0.58,1.52,-0.44,0.76,0.19
 CONSERTO DE REFRIGERADOR,       -,0.51,       -,1.79,       -,       -,1.22,       -,0.07,       -,2.28,       -,       -,       -,-0.5,       -,1.22
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,1.89,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.89
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,-0.2,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.2
 REFORMA DE ESTOFADO,0.76,-0.47,-0.04,0.96,1.89,0,       -,-1.1,0.19,       -,       -,0,-0.79,2.74,       -,-0.68,0.76
 CONSERTO DE APARELHO CELULAR,       -,-2.52,1.01,0.22,2.07,0,-0.12,-2.25,0.69,-1.32,0.93,1.88,-0.35,1.3,-0.67,1.77,0.22
 CONSERTO DE BICICLETA,0.77,1.41,0.11,-1.88,0.35,-0.49,-2.73,-0.51,-1.29,-0.78,-0.63,0.26,-0.74,1.34,-0.13,0.58,-0.07
 VESTUÁRIO,1.01,-0.18,0.77,0.5,-0.21,1.01,0.05,-0.36,0.32,0.46,0.55,-0.2,0.25,-0.02,-0.77,0.14,0.21
 ROUPAS,1.34,-0.12,0.76,1.19,-0.11,0.94,0.45,-0.29,-0.02,0.42,0.08,-0.01,0.17,-0.32,-0.75,0.11,0.27
 ROUPA MASCULINA,0.46,-0.3,0.83,0.63,0.52,-1.51,-0.16,-0.02,1.04,0.45,-0.26,-0.12,1.05,-0.45,-0.21,-0.64,0.3
 CALÇA COMPRIDA MASCULINA,3.19,-1.26,0.65,0.37,2.77,-0.86,-1.62,-1.92,0.45,0.09,-0.29,-0.55,2.08,-0.08,0.92,-3,0.78
 AGASALHO MASCULINO,       -,-0.3,       -,       -,       -,       -,       -,       -,       -,2.49,       -,       -,       -,       -,       -,       -,0.68
 BERMUDA/SHORT MASCULINO,-0.42,-2.65,0.59,0.32,-1.87,-2.04,-0.25,-0.13,0.84,0.43,-2.7,0.83,0.9,0.71,0.13,2.62,-0.48
 CUECA,       -,       -,       -,       -,       -,       -,-1.38,       -,       -,       -,       -,       -,       -,2.12,-0.51,       -,-0.91
 CAMISA/CAMISETA MASCULINA,-0.04,0.8,0.99,0.9,-0.09,-1.75,0.85,0.79,1.43,0.32,0.64,-0.25,0.34,-1.52,-0.84,-1.04,0.29
 ROUPA FEMININA,1.9,0.41,1,1.93,0.03,2.12,1,-0.2,-0.57,-0.2,0.38,0.42,-0.87,-0.4,-1.26,0.26,0.46
 CALÇA COMPRIDA FEMININA,-2.02,0.21,0.53,3.82,1.01,2.88,3.88,1.12,1.15,-0.04,2.25,0.73,-2.23,-2.61,0.67,1.1,0.81
 AGASALHO FEMININO,       -,0.41,1,       -,       -,       -,       -,       -,       -,-0.2,       -,       -,-0.87,       -,       -,       -,0.4
 SAIA,       -,       -,       -,-0.18,       -,       -,-1.05,       -,       -,       -,       -,       -,       -,-1.05,0.03,1.27,-0.38
 VESTIDO,3.27,-1.05,0.04,2.43,-1.36,2.53,0.55,-0.2,-1.68,0.34,-0.01,1.53,-2.93,0.02,-1.13,1.32,0.06
 BLUSA,3.75,0.98,2.18,2.42,0.37,1.53,-0.35,-1.21,0.31,-0.38,-0.41,0.31,1.53,0.63,-2.41,-0.56,0.81
 LINGERIE,       -,1.36,1.1,-2.03,-0.97,       -,3.56,-0.45,-2.49,0.38,-3.19,       -,-0.73,1.03,-1.78,-0.64,-0.32
 BERMUDA/SHORT FEMININO,-1.83,       -,0.29,-0.66,       -,       -,0.49,0.53,-1.26,-2.8,1.97,-3.34,0,-0.6,-2.01,-0.01,-0.62
 ROUPA INFANTIL,1.58,-1.06,0.09,0.42,-1.35,2.17,0.56,-1.15,-0.97,1.65,0.06,-0.77,0.82,0.13,-0.82,1.21,-0.2
 UNIFORME ESCOLAR,       -,       -,1.04,-0.38,0.9,1.86,2.04,-1.43,       -,-0.46,-0.06,-0.71,       -,       -,1.01,1.39,0.65
 CALÇA COMPRIDA INFANTIL,       -,0.54,-0.32,       -,-0.69,1.62,       -,       -,-0.65,2.45,-0.02,       -,-2.45,1.31,-1.8,       -,0.0
 AGASALHO INFANTIL,       -,-1.06,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.06
 VESTIDO INFANTIL,-0.28,-2.94,0.36,3.17,       -,4.44,0.57,-1.24,2.06,       -,1.25,-2.9,3.4,-2.86,-2.19,1.03,0.36
 BERMUDA/SHORT INFANTIL,1.93,       -,       -,0.66,-3.48,       -,2.75,-2.19,-3.74,       -,       -,-1.64,3.08,0.6,-1.85,0.97,-1.47
 CAMISA/CAMISETA INFANTIL,3.53,-1.08,0.56,1.06,-0.9,1.2,0.17,-1.32,-2.16,2.33,-0.46,0.69,1.37,0.16,0.85,2.48,0.2
 CONJUNTO INFANTIL,-1.48,-1.13,-0.96,-1.47,-2.72,3.32,-1.55,-0.06,-0.11,2.41,0.11,-1.1,-0.2,0.88,-0.73,0.05,-1.02
 CALÇADOS E ACESSÓRIOS,-0.03,-0.28,0.22,-1.21,-0.8,1.2,-1.14,-0.62,1.36,0.23,1.18,-1.15,0,0.79,-1.03,-0.25,-0.22
 CALÇADOS E ACESSÓRIOS,-0.03,-0.28,0.22,-1.21,-0.8,1.2,-1.14,-0.62,1.36,0.23,1.18,-1.15,0,0.79,-1.03,-0.25,-0.22
 SAPATO MASCULINO,0.81,-0.54,0.2,0.33,0.58,-0.23,-2.31,-2.08,2.96,-1.29,-1,-0.64,0.15,1.25,1.57,-1.49,-0.06
 SAPATO FEMININO,-0.04,0.33,0.89,-2.77,0.2,3.12,1.59,-0.33,-0.22,2.06,0.98,-0.9,-1,1.17,0.17,2.13,0.5
 SAPATO INFANTIL,       -,       -,       -,3.52,       -,       -,-1.85,       -,2.06,-2.11,0.46,       -,0.18,2.79,-2.28,-1.26,0.13
 BOLSA,-0.05,0.37,-2.47,-1.56,       -,1.63,0.28,2.74,1.99,0.87,3.33,       -,3.3,-0.78,-1.49,0.88,0.28
 MOCHILA,       -,       -,       -,-3.14,       -,       -,-3.01,2.27,       -,       -,       -,       -,       -,0.72,-0.48,       -,-1.26
 TÊNIS,-0.26,-0.26,-0.24,-2.5,-1.73,0.69,-4.16,-0.34,3.54,0.35,2.33,-1.68,0.33,0.39,-2.39,-1.26,-0.64
 SANDÁLIA/CHINELO,-0.09,-1.91,1.31,-0.53,-0.36,-1.26,-0.3,-1.68,-1.54,-2.15,0.88,-0.8,-0.76,0.11,-1.33,-0.49,-0.53
 JOIAS E BIJUTERIAS,2.38,-0.74,3.97,1.51,1.71,1.28,1.27,0.23,-0.57,2.78,3.46,2.47,1.72,0.33,-0.39,2.11,1.68
 JOIAS E BIJUTERIAS,2.38,-0.74,3.97,1.51,1.71,1.28,1.27,0.23,-0.57,2.78,3.46,2.47,1.72,0.33,-0.39,2.11,1.68
 BIJUTERIA,       -,       -,2.6,       -,       -,-3.71,       -,       -,1.21,       -,       -,       -,       -,       -,       -,5.38,0.98
 JOIA,4.97,-0.14,4.51,2.63,2.86,3.21,2.64,2.65,       -,4.45,3.12,4.92,1.72,-0.25,-0.25,2.66,2.95
 RELÓGIO DE PULSO,-3.42,-2.41,       -,0.13,-1.57,       -,-1.4,-3.86,-2.49,-1.69,4.66,-2.07,       -,0.63,-0.72,-1.52,-1.5
 TECIDOS E ARMARINHO,-0.12,1.35,0.4,0.64,0.95,0.74,0.01,0,0.86,1.15,0.07,-0.67,0.1,0.37,0.91,1.05,0.67
 TECIDOS E ARMARINHO,-0.12,1.35,0.4,0.64,0.95,0.74,0.01,0,0.86,1.15,0.07,-0.67,0.1,0.37,0.91,1.05,0.67
 TECIDO,-0.12,1.66,-0.7,0.64,0.88,0.74,0.01,0,0.86,0.93,-0.11,-0.04,0.1,0.37,0.91,1.05,0.55
 ARTIGOS DE ARMARINHO,       -,0.79,2.35,       -,1.09,       -,       -,       -,       -,1.46,0.49,-1.72,       -,       -,       -,       -,1.21
 TRANSPORTES,-0.34,-1.56,-0.96,-1.31,-1.01,-1.6,-0.47,-0.99,0.32,-0.46,-1.95,-1.14,0.16,-0.62,0.16,-1,-0.9
 TRANSPORTES,-0.34,-1.56,-0.96,-1.31,-1.01,-1.6,-0.47,-0.99,0.32,-0.46,-1.95,-1.14,0.16,-0.62,0.16,-1,-0.9
 TRANSPORTE PÚBLICO,-1.93,-5.27,-3.23,-3.14,-2.71,-4.96,-2.71,-1.97,-1.42,-5.89,-2.92,-4.24,-1.84,-2.57,0.25,-1.08,-2.98
 ÔNIBUS URBANO,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,4.52,0,0.32
 TÁXI,0,0,0,0,0,       -,0,0,0,       -,       -,0,0,0,0,0,0.0
 TREM,0.21,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.08
 ÔNIBUS INTERMUNICIPAL,2.08,0,0.47,0.03,0.04,       -,0,0.45,0.94,0,0.91,0.39,-0.01,0,-2.16,0,0.33
 ÔNIBUS INTERESTADUAL,0,       -,0.57,-0.86,-1.52,-0.07,0,4.77,-3.01,1.78,-1.82,-6.76,0.36,-0.03,0,-0.84,-0.45
 PASSAGEM AÉREA,-16.97,-24.96,-20.5,-19.41,-14.21,-13.62,-13.22,-16.91,-15.82,-18.7,-15.06,-16,-10.56,-9.01,-19.83,-8.51,-16.75
 METRÔ,0,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,1.25,1.41,-0.43,2.75,1.7,       -,       -,0,0,       -,0,-1.28,       -,0.66,0,1.52
 TRANSPORTE POR APLICATIVO,-2.38,0.71,-3.11,0.54,-3.26,-2.77,       -,-0.17,-2.75,       -,-0.06,0.2,-0.34,       -,3.47,-0.01,-1.76
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,0.74,0.51,-0.21,-0.3,0.2,0.18,0.37,-0.35,0.18,0.74,-0.3,0.27,0.29,0.06,0.38,0.39,0.25
 AUTOMÓVEL NOVO,0.65,1.06,0.38,-0.45,0.29,0.94,-0.65,-0.5,0.04,0.17,-0.48,0.28,0.32,1.06,-0.22,0.96,0.27
 EMPLACAMENTO E LICENÇA,0.31,0.36,0.31,0.27,0.3,0.25,0.26,0.3,0.25,0.35,0.32,0.31,0.2,0.27,0.25,0.23,0.3
 SEGURO VOLUNTÁRIO DE VEÍCULO,-1.34,-0.33,-2.98,-0.49,-1.94,-0.72,4.15,-1.33,-2.55,-0.35,-1.32,4.9,-3.5,-1.78,0.38,1.51,-1.34
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,-0.75,0.12,-0.23,1.7,-0.18,-0.7,-2.18,0.38,-1.89,0.41,       -,-1.99,2.8,0.71,-2.58,0.05
 ACESSÓRIOS E PEÇAS,1.08,-1.21,-1.57,1.06,1.16,-0.73,1.45,-1,2.13,0.02,-0.29,-1.54,-2.56,-0.24,3.16,-0.22,0.22
 PNEU,       -,2.08,-0.08,1.51,1.83,-0.91,-0.51,-2.29,-1.56,1,0.93,-2.52,1.81,1.06,-0.83,1.75,0.75
 CONSERTO DE AUTOMÓVEL,1.14,-0.63,1.01,-0.94,0.59,-0.24,1.88,-1.19,-0.38,2.09,0.84,-0.9,1.16,-3.18,0.8,-1.43,0.48
 ESTACIONAMENTO,       -,0.76,       -,       -,-0.49,       -,       -,       -,1.67,-2.34,       -,       -,       -,       -,       -,       -,-0.47
 PEDÁGIO,       -,0,       -,       -,0,       -,       -,       -,       -,0,       -,0,       -,       -,       -,       -,0.0
 AUTOMÓVEL USADO,2.04,1.71,-1.48,       -,0.87,-0.95,0.72,0.38,2.53,1.56,-0.76,-0.58,0.38,1.77,0.35,1.42,0.72
 PINTURA DE VEÍCULO,       -,       -,0.28,-0.37,       -,       -,       -,       -,1.78,       -,       -,       -,       -,       -,       -,       -,0.6
 ALUGUEL DE VEÍCULO,1.29,       -,       -,       -,       -,       -,-1.07,       -,-3.78,       -,       -,       -,       -,       -,       -,       -,-1.14
 MOTOCICLETA,1.02,0.23,0.07,0.22,-0.15,-0.31,0.2,0.16,-0.2,0.32,-1.39,0.48,0.52,1.25,0.57,1.11,0.1
 COMBUSTÍVEIS (VEÍCULOS),-0.7,-3.06,-0.92,-1.94,-2.61,-2.76,-0.55,-1.55,1.82,-1.51,-4.63,-3.51,0.36,-1.22,-0.27,-2.98,-1.88
 GASOLINA,-0.73,-3.05,-0.92,-2.06,-2.46,-2.77,-0.51,-1.55,2.14,-1.7,-3.25,-3.45,0.52,-1.12,0.07,-2.93,-1.75
 ETANOL,0.45,       -,-0.12,0.68,-3.24,0.6,       -,       -,1.73,-0.44,-11.52,       -,-0.96,       -,       -,       -,-2.82
 ÓLEO DIESEL,-2.15,-3.34,-3.06,-1.71,-1.49,-3.41,-2,-1.95,-2.98,-1.97,-2.82,-4.84,-2.61,-1.95,-5.77,-4.62,-2.55
 GÁS VEICULAR,-0.82,       -,       -,       -,       -,       -,       -,0.04,       -,       -,       -,       -,       -,       -,       -,       -,-0.78
 SAÚDE E CUIDADOS PESSOAIS,0.55,0.16,0.21,0.14,0.24,-0.04,0.31,0.03,0.35,-0.11,-0.06,0.07,0.98,0.87,-0.15,-0.16,0.21
 PRODUTOS FARMACÊUTICOS E ÓTICOS,0.7,-0.93,0.15,-0.66,-0.7,-1.79,-0.01,0.02,0.16,0.09,-1.14,-0.56,2.28,0.78,-1.81,-2.63,-0.37
