"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - AGOSTO DE 2020",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 AZEITONA,1.22,0.42,1.17,0.85,0.54,0.63,0.0,1.5,0.88,2.7,-0.57,4.9,2.27,-0.43,0.0,0.0,1.06
 MILHO-VERDE EM CONSERVA,0.62,1.89,1.02,2.43,0.98,0.0,2.77,0.63,1.11,-0.26,-1.03,0.92,0.77,0.77,-0.74,-0.68,1.02
 ATUM EM CONSERVA,1.9,0.07,0.0,0.41,-1.85,-0.86,0.0,0.0,-0.01,0.65,0.0,0.0,0.0,0.0,0.0,0.0,-0.62
 SAL E CONDIMENTOS,-9.55,-0.35,-9.63,-4.86,-3.95,-0.08,-4.43,-0.66,-5.82,-2.74,-2.02,-12.86,-3.95,-7.92,-6.37,-2.87,-4.92
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46
 ATOMATADO,1.65,-1.41,0.29,-0.05,1.42,1.47,1.7,1.82,-0.42,0.27,-0.21,2.38,0.3,0.21,-0.5,-0.25,0.66
 ALHO,-17.47,0.0,-21.31,-15.81,-13.86,-3.89,-14.16,-2.31,-12.85,-10.86,-4.86,-21.96,-9.25,-13.74,-12.79,-6.22,-14.16
 SAL,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.81,-0.02,-1.37,1.93
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,-4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.43
 FERMENTO,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.48
 MAIONESE,0.86,0.34,-2.14,1.8,0.61,3.44,2.52,0.21,0.0,0.08,0.0,0.68,-1.18,0.78,0.0,0.0,0.28
 VINAGRE,0.0,0.82,0.0,-1.05,-0.55,-0.4,-1.47,0.0,-0.92,0.0,0.0,0.0,0.0,0.0,0.45,-1.58,-0.48
 CALDO CONCENTRADO,0.0,0.39,0.0,1.0,0.0,0.0,0.0,0.22,0.37,0.0,-0.53,1.68,0.0,0.0,0.0,0.0,0.35
 TEMPERO MISTO,0.0,-0.55,-0.1,1.35,0.63,4.56,2.85,1.59,-0.14,3.15,3.05,0.48,2.61,-0.1,-1.96,-2.54,1.08
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.49,-0.04,-0.05,1.53,-0.42,-0.01,-1.26,-0.32,-0.32,0.69,0.86,0.38,0.81,-0.32,-0.14,0.09,-0.11
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.49,-0.04,-0.05,1.53,-0.42,-0.01,-1.26,-0.32,-0.32,0.69,0.86,0.38,0.81,-0.32,-0.14,0.09,-0.11
 REFEIÇÃO,-0.26,0.1,-0.02,0.75,-1.55,0.6,-0.02,0.05,-0.38,-0.74,-0.08,0.05,0.07,-1.07,-0.21,0.85,-0.56
 LANCHE,-1.11,-0.66,-0.12,3.61,1.68,-1.37,-3.17,-1.23,-0.31,3.39,2.38,0.92,2.27,0.85,0.67,-1.74,0.78
 REFRIGERANTE E ÁGUA MINERAL,0.68,1.79,0.56,0.49,0.27,0.2,-1.07,-1.09,1.36,0.43,-1.28,0.9,-1.96,-0.03,1.24,-1.67,0.37
 CAFEZINHO,0.0,1.17,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31
 CERVEJA,-1.29,-0.87,-0.24,0.35,-0.39,-0.44,-4.41,-0.56,-0.81,1.87,-0.13,0.25,2.48,-0.18,-2.78,1.8,-0.44
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,-5.1,0.0,1.67,0.0,0.49
 VINHO,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.09,0.72
 SORVETE,0.0,0.0,0.0,0.0,1.8,0.0,0.0,-0.06,2.75,-0.71,2.23,0.0,-0.24,2.93,0.0,-2.18,1.22
 HABITAÇÃO,-0.02,0.25,-0.46,1.02,0.85,0.17,0.2,-0.41,0.85,-0.14,-0.27,-0.11,0.32,0.52,2.01,-0.59,0.36
 ENCARGOS E MANUTENÇÃO,0.25,0.24,-0.06,0.19,0.71,0.14,0.29,0.3,0.53,0.22,0.14,-0.1,0.31,0.74,1.3,-0.28,0.4
 ALUGUEL E TAXAS,0.18,0.39,-0.16,0.04,0.63,0.11,0.04,0.15,0.61,0.11,-0.1,-0.04,0.38,0.6,0.44,-0.3,0.33
 ALUGUEL RESIDENCIAL,0.41,0.04,-0.4,0.07,0.42,0.62,0.0,0.26,1.41,0.48,-0.19,0.0,0.86,0.86,0.79,-0.46,0.32
 CONDOMÍNIO,-0.02,1.52,0.28,0.0,0.5,-0.56,0.11,0.0,0.0,-0.45,-0.02,-0.14,-0.05,0.11,0.37,-0.34,0.27
 TAXA DE ÁGUA E ESGOTO,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.76,0.0,0.0,0.0,-4.76
 REPAROS,0.68,0.46,0.13,1.01,0.86,0.14,2.12,1.48,1.07,1.16,4.05,0.17,-0.01,1.39,2.64,0.39,0.95
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,2.96,0.0,0.0,0.0,2.84,0.0,0.0,-0.32,0.0,0.0,2.71
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,1.31,0.0,0.78
 VIDRO,0.0,0.0,0.0,0.0,0.0,-2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.42
 TINTA,0.96,0.46,0.47,3.53,1.38,1.97,-1.58,0.73,1.72,4.07,0.27,2.23,0.94,1.9,1.08,-0.76,1.45
 REVESTIMENTO DE PISO E PAREDE,-1.38,2.97,-0.07,-2.4,2.79,0.0,1.78,4.65,2.87,-1.69,7.69,-0.76,0.0,-2.5,1.92,1.67,1.78
 MADEIRA E TACO,0.0,0.68,0.0,0.0,0.0,0.0,0.0,-1.15,0.0,0.0,0.0,0.0,0.0,-0.78,4.51,0.0,0.66
 CIMENTO,0.0,0.0,0.0,12.59,0.0,0.0,4.15,4.0,4.19,0.0,0.0,0.17,3.22,8.29,6.34,0.0,5.42
 TIJOLO,9.03,0.0,0.0,0.0,0.0,0.0,9.33,0.0,0.0,0.0,16.1,3.2,0.0,9.32,8.31,0.0,9.32
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,3.09,0.0,0.0,0.0,1.93,0.0,0.0,0.0,-3.53,0.0,0.0,0.0,2.7
 MÃO DE OBRA,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11
 AREIA,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,3.49,0.0,1.71
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.11,0.0,0.0,-3.11
 TELHA,0.0,-1.7,1.41,4.78,0.0,0.0,3.74,0.0,0.0,3.01,0.0,0.0,0.0,0.0,3.78,0.0,1.66
 ARTIGOS DE LIMPEZA,0.34,-1.35,0.7,0.32,1.32,0.8,-1.63,0.14,-0.96,-0.37,-1.21,-1.6,0.17,-0.39,1.36,-0.95,0.22
 SACO PARA LIXO,0.0,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.0,0.0,-1.16
 ÁGUA SANITÁRIA,2.73,-1.8,-0.22,2.1,2.89,1.28,-0.21,-3.56,-0.2,0.0,-2.91,0.0,-3.02,-3.25,1.27,0.32,0.81
 DETERGENTE,1.12,-2.29,-1.17,0.28,1.86,2.96,0.58,0.76,-1.06,0.1,-1.73,-0.77,2.88,0.01,0.0,-2.39,0.38
 SABÃO EM PÓ,-0.48,-0.89,2.35,0.64,1.19,2.82,-2.89,1.59,-1.98,0.41,1.75,-3.5,1.62,-0.24,0.9,-2.34,0.55
 DESINFETANTE,0.51,2.74,-1.31,-0.43,-0.32,-3.9,-2.88,-1.0,0.88,-0.86,-2.87,1.61,0.0,0.0,0.64,0.0,-0.43
 SABÃO EM BARRA,-0.54,0.0,0.07,0.83,0.0,0.0,-1.68,-0.15,0.98,0.0,0.0,-2.23,-1.35,-0.7,1.95,1.23,0.07
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,-1.42,0.0,0.0,0.0,0.0,1.13
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,-2.17,0.0,0.0,0.0,-2.68,0.0,0.0,0.0,0.0,0.0,0.57,-2.05
 LIMPADOR MULTIUSO,0.0,0.23,0.0,0.0,2.27,0.34,0.0,0.0,0.0,-0.57,0.0,0.0,0.0,0.0,0.0,0.0,1.41
 PAPEL TOALHA,-0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.59
 AMACIANTE E ALVEJANTE,0.86,-1.9,1.45,-1.54,0.59,-0.18,-1.35,0.45,-1.51,-1.4,-3.84,-0.69,-2.16,0.66,2.38,0.04,-0.36
 COMBUSTÍVEIS E ENERGIA,-0.46,0.27,-1.02,2.19,1.2,0.25,0.12,-1.5,1.33,-0.8,-0.94,-0.14,0.32,0.38,2.62,-1.14,0.27
 COMBUSTÍVEIS (DOMÉSTICOS),-1.55,-0.36,0.5,3.57,0.59,1.92,0.09,0.07,1.73,-1.63,-0.17,-1.05,1.84,1.74,1.29,0.38,0.29
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,1.31
 GÁS DE BOTIJÃO,-0.18,-0.36,0.5,3.57,0.77,1.92,0.1,0.07,1.73,-1.45,-0.17,-1.05,1.84,1.74,1.18,0.38,0.52
 GÁS ENCANADO,-4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.68,0.0,0.0,0.0,0.0,0.0,0.0,-1.67
 ENERGIA ELÉTRICA RESIDENCIAL,-0.2,0.42,-1.41,1.73,1.37,-0.16,0.13,-2.06,1.2,-0.55,-1.13,0.09,-0.06,0.0,3.17,-1.69,0.27
 ENERGIA ELÉTRICA RESIDENCIAL,-0.2,0.42,-1.41,1.73,1.37,-0.16,0.13,-2.06,1.2,-0.55,-1.13,0.09,-0.06,0.0,3.17,-1.69,0.27
 ARTIGOS DE RESIDÊNCIA,0.88,0.43,1.15,0.25,0.45,-0.52,0.49,1.45,0.7,0.57,-0.11,0.41,0.84,0.26,0.84,1.11,0.56
 MÓVEIS E UTENSÍLIOS,1.24,-0.17,0.82,0.25,-1.23,-2.08,-0.9,0.3,-0.22,-0.15,-0.97,0.48,-0.43,-1.87,-0.1,0.91,-0.37
 MOBILIÁRIO,1.58,-0.27,0.74,-0.37,-2.1,-3.04,-1.62,0.2,-0.34,-0.25,-2.08,0.55,-1.15,-3.53,-0.55,0.89,-0.82
 MÓVEL PARA SALA,1.91,-0.38,0.23,-2.16,-0.82,-3.45,-0.33,0.02,-2.26,0.97,-0.31,0.48,-2.78,-3.25,1.72,0.14,-0.48
 MÓVEL PARA QUARTO,3.11,-0.21,0.36,1.48,-3.36,-2.92,-2.77,0.75,0.42,-0.28,-3.99,0.5,-0.86,-4.09,-1.21,2.69,-1.11
 MÓVEL PARA COPA E COZINHA,-2.79,-1.93,0.49,-2.39,-1.49,-2.23,-1.18,-0.23,0.68,-0.95,-2.95,0.78,-0.18,-3.18,-1.73,-0.03,-1.22
 MÓVEL INFANTIL,0.0,0.0,0.0,-2.95,0.0,0.0,0.0,-2.35,-0.05,-2.17,2.52,0.0,-0.64,-1.12,1.44,-4.85,-1.12
 COLCHÃO,0.0,6.17,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69
 UTENSÍLIOS E ENFEITES,1.01,0.07,0.06,1.78,0.95,-0.76,0.75,0.08,-1.12,0.47,0.64,-0.25,0.29,0.24,0.45,2.19,0.46
 ARTIGOS DE ILUMINAÇÃO,0.88,0.24,0.29,3.9,1.88,-1.19,0.86,-0.23,-1.12,0.78,0.0,0.0,0.47,0.0,-1.07,0.87,0.86
 TAPETE,-2.46,-1.72,0.0,0.0,0.89,-1.72,-0.04,0.0,0.66,1.52,-0.77,-0.03,0.99,0.0,0.0,0.0,-0.04
 CORTINA,0.11,0.4,0.02,-0.42,-0.72,0.08,0.0,-0.15,0.87,-0.13,-0.29,-0.14,0.0,0.0,0.0,0.0,-0.14
 UTENSÍLIOS DE METAL,3.6,-1.01,-0.19,1.42,0.95,-2.3,0.45,-0.44,-2.4,0.17,2.3,0.57,0.28,0.19,0.54,4.39,0.45
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,-0.9,2.76,2.38,1.58,0.84,-1.14,-2.24,0.89,0.0,-1.68,-0.11,-0.05,1.3,-2.28,0.84
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,1.24,0.0,0.0,0.0,1.56,1.33,1.37
 FLORES NATURAIS,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,1.68,0.53,0.0,0.0,0.0,3.64,0.0,0.0,0.06,-0.61,-0.49,0.89,0.0,0.0,0.89
" CAMA, MESA E BANHO",-0.14,-0.26,2.69,0.22,-1.86,-0.66,-1.71,1.45,2.06,-1.34,0.39,1.71,1.13,0.66,0.76,-1.62,-0.1
 ROUPA DE CAMA,-0.14,-0.26,2.69,-0.26,-1.86,-0.66,-1.71,1.56,2.06,-1.34,0.39,1.71,1.28,0.11,0.76,-1.62,-0.14
 ROUPA DE BANHO,0.0,0.0,0.0,1.71,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.79,2.63,0.0,0.0,1.36
 APARELHOS ELETROELETRÔNICOS,0.77,1.14,1.36,0.13,2.03,1.22,1.67,2.98,1.62,1.11,0.59,0.18,2.26,2.28,1.96,1.49,1.48
 ELETRODOMÉSTICOS E EQUIPAMENTOS,0.08,1.07,0.91,0.08,0.84,0.39,-0.07,2.41,2.15,1.71,-0.51,1.16,2.41,2.37,1.0,0.82,0.93
 REFRIGERADOR,-1.11,0.64,-0.62,0.04,-0.09,1.21,-1.91,3.31,1.47,1.44,-0.88,1.81,2.04,1.82,-0.27,-2.4,0.19
 AR-CONDICIONADO,3.69,2.0,0.0,3.4,-0.41,-0.83,4.1,2.29,1.64,2.49,-2.87,-0.26,1.8,3.96,0.0,3.35,1.26
 MÁQUINA DE LAVAR ROUPA,0.02,0.36,2.44,-0.56,1.15,1.46,0.73,2.57,1.2,1.36,0.71,1.56,3.85,3.1,1.88,2.46,1.17
 VENTILADOR,0.0,0.0,0.0,0.52,0.0,0.0,1.6,1.9,0.0,0.0,0.0,0.0,2.2,1.71,2.95,2.56,1.71
 FOGÃO,-0.32,2.57,1.46,-2.1,2.48,-2.85,-0.79,1.19,4.6,2.3,1.1,0.1,2.16,1.73,1.01,1.74,1.73
 CHUVEIRO ELÉTRICO,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
" TV, SOM E INFORMÁTICA",1.37,1.24,1.83,0.18,3.26,1.96,3.31,3.57,1.04,0.47,2.1,-0.9,2.03,2.11,3.03,2.08,2.06
 TELEVISOR,0.35,0.5,0.53,-0.93,4.98,2.45,5.7,2.96,-0.43,1.1,2.31,-1.27,2.86,2.34,2.7,2.35,2.34
 APARELHO DE SOM,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,3.03,2.08,1.63
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
 COMPUTADOR PESSOAL,2.94,2.5,3.62,1.71,0.94,1.58,-0.33,4.37,3.13,-0.27,1.83,-0.36,0.68,1.7,4.19,1.72,1.7
 CONSERTOS E MANUTENÇÃO,0.0,-0.29,1.98,0.94,0.57,0.07,-0.17,-0.18,0.24,1.78,0.42,1.15,0.49,-0.07,-0.51,0.42,0.63
 CONSERTOS E MANUTENÇÃO,0.0,-0.29,1.98,0.94,0.57,0.07,-0.17,-0.18,0.24,1.78,0.42,1.15,0.49,-0.07,-0.51,0.42,0.63
 CONSERTO DE REFRIGERADOR,0.0,-1.44,0.0,-0.28,0.0,0.0,-0.25,0.0,-0.75,0.0,0.55,0.0,0.0,0.0,0.0,0.0,-0.25
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4
 REFORMA DE ESTOFADO,-1.22,0.44,0.04,0.8,-2.6,-0.86,0.0,0.77,-2.56,0.0,0.0,0.56,1.06,0.0,0.0,-0.56,-1.22
 CONSERTO DE APARELHO CELULAR,0.0,0.35,4.3,1.31,1.66,5.67,-1.45,0.3,-0.29,1.4,-0.13,0.32,1.85,-0.37,-0.54,-0.76,1.31
 CONSERTO DE BICICLETA,0.26,0.31,1.08,1.36,1.1,-1.41,0.79,-1.01,3.84,1.87,0.59,1.33,-0.89,0.0,-0.84,2.86,0.97
 VESTUÁRIO,-0.29,0.08,-0.72,-0.16,-1.95,0.3,-0.47,0.15,-0.78,-0.43,-0.1,0.01,0.61,-1.21,-0.34,-2.31,-0.78
 ROUPAS,-1.12,-0.31,-1.16,0.26,-2.41,0.7,-0.43,0.24,-1.39,-0.8,-0.34,-0.31,1.08,-1.55,-0.2,-3.1,-1.11
 ROUPA MASCULINA,-1.14,-1.46,0.68,0.06,-1.9,0.65,0.28,0.16,-1.19,-0.23,0.18,-0.53,1.3,-1.29,0.53,-3.42,-0.74
 CALÇA COMPRIDA MASCULINA,-0.37,-1.19,1.71,-0.72,-0.33,2.8,1.43,1.2,-1.06,-1.26,-1.33,-1.28,0.81,-3.12,1.25,-3.93,-0.16
 AGASALHO MASCULINO,0.0,-2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,-1.72
 BERMUDA/SHORT MASCULINO,-0.52,-3.45,0.95,0.95,-2.56,-1.13,3.22,-0.1,-0.18,0.41,1.13,0.07,1.47,0.49,1.03,-2.99,-0.3
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,-3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.47,-3.91,0.0,-3.17
 CAMISA/CAMISETA MASCULINA,-1.55,-0.9,-0.03,0.13,-2.55,-0.08,-1.11,-0.13,-1.78,0.27,0.83,-0.39,1.62,-0.86,0.59,-3.39,-1.11
 ROUPA FEMININA,-1.56,0.68,-3.0,0.72,-2.4,1.28,-0.68,0.76,-1.29,-0.91,-1.35,-0.63,1.42,-1.59,-0.52,-3.2,-1.23
 CALÇA COMPRIDA FEMININA,-0.56,1.69,-3.32,0.32,-1.21,1.51,2.0,0.55,-2.51,1.26,-0.96,-0.53,2.52,-0.99,-0.67,-3.35,-0.49
 AGASALHO FEMININO,0.0,-3.25,-2.59,0.0,0.0,0.0,0.0,0.0,0.0,-1.18,0.0,0.0,0.72,0.0,0.0,0.0,-2.55
 SAIA,0.0,0.0,0.0,2.55,0.0,0.0,-2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.64,-3.55,-3.3,-0.91
 VESTIDO,-2.66,0.47,-3.52,-0.21,-3.28,1.85,0.07,1.71,1.35,-0.92,-2.55,0.34,0.26,-2.27,-1.14,-2.98,-1.47
 BLUSA,-1.43,1.68,-3.35,1.43,-3.0,0.83,-1.61,1.12,-3.96,-2.6,-1.03,-1.21,2.05,-1.79,-0.2,-3.28,-1.68
 LINGERIE,0.0,-1.91,-1.48,-2.24,-0.96,0.0,-0.05,-0.58,1.18,0.85,0.03,0.0,-1.13,-1.81,-0.46,-2.16,-0.66
 BERMUDA/SHORT FEMININO,-0.83,0.0,-0.12,2.29,0.0,0.0,-2.83,-0.48,-0.89,0.65,-1.84,-1.23,2.46,-1.38,1.18,-3.5,-0.54
 ROUPA INFANTIL,0.08,-0.65,-0.09,-0.49,-3.2,-0.49,-1.43,-1.04,-1.93,-1.43,0.82,0.7,0.15,-2.0,-1.06,-2.34,-1.46
 UNIFORME ESCOLAR,0.0,0.0,0.36,0.0,-0.84,-1.3,-0.35,1.99,0.0,-1.3,2.94,1.63,0.0,0.0,0.26,-1.83,-0.38
 CALÇA COMPRIDA INFANTIL,0.0,-1.41,-1.55,0.0,-3.26,-0.93,0.0,0.0,-3.07,-0.47,1.04,0.0,-3.02,-3.33,-0.8,0.0,-1.99
 AGASALHO INFANTIL,0.0,-1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.14
 VESTIDO INFANTIL,-4.08,0.4,3.36,-3.96,0.0,0.34,-2.3,-2.75,-3.37,0.0,-0.12,2.8,-1.65,-3.78,-2.23,-2.83,-1.28
 BERMUDA/SHORT INFANTIL,0.27,0.0,0.0,-3.02,-3.45,0.0,-1.62,-1.46,0.32,0.0,0.0,0.57,0.55,-1.86,0.18,-3.31,-1.73
 CAMISA/CAMISETA INFANTIL,1.13,-0.73,-1.21,2.43,-4.02,-0.76,-1.45,-1.4,-1.02,-1.01,-0.64,0.84,0.07,-2.28,-3.15,-2.97,-1.65
 CONJUNTO INFANTIL,0.2,-0.24,0.27,-0.23,-3.49,0.97,-1.67,-1.11,-2.79,-3.01,0.94,-0.71,2.22,0.81,0.14,-1.45,-1.57
 CALÇADOS E ACESSÓRIOS,1.26,0.53,-0.26,-1.9,-1.64,-0.79,-0.72,-0.6,0.26,0.09,-0.79,0.19,0.74,-1.03,-0.73,-1.04,-0.55
 CALÇADOS E ACESSÓRIOS,1.26,0.53,-0.26,-1.9,-1.64,-0.79,-0.72,-0.6,0.26,0.09,-0.79,0.19,0.74,-1.03,-0.73,-1.04,-0.55
 SAPATO MASCULINO,1.51,1.15,0.5,0.7,-3.42,2.65,-0.81,2.51,-1.98,-2.11,2.58,0.89,2.2,-2.68,0.43,1.93,-0.5
 SAPATO FEMININO,-0.4,-2.43,0.31,-1.62,-2.31,-0.15,0.2,0.58,1.12,1.83,-1.65,-2.57,1.94,-2.15,-2.0,0.1,-0.91
 SAPATO INFANTIL,0.0,0.0,0.0,-2.54,0.0,0.0,-0.62,0.0,-2.49,1.28,-2.49,0.0,0.42,1.92,0.65,0.71,-0.83
 BOLSA,1.58,0.75,2.35,-3.09,0.0,-2.55,-3.17,-2.35,1.84,-2.42,2.43,0.0,-2.35,-1.54,-3.08,-2.13,-0.48
 MOCHILA,0.0,0.0,0.0,-2.95,0.0,0.0,-2.41,2.48,0.0,0.0,0.0,0.0,0.0,-2.01,-3.13,0.0,-1.51
 TÊNIS,2.13,1.73,-1.51,-2.99,-0.61,-1.57,-1.73,0.73,0.98,-0.66,-1.28,0.54,-1.15,1.56,0.63,-1.25,-0.23
 SANDÁLIA/CHINELO,1.32,2.22,0.12,-2.2,-2.62,-2.38,1.42,-3.25,0.63,1.83,-2.52,1.41,2.67,-0.94,-0.57,-2.74,-0.73
 JOIAS E BIJUTERIAS,2.2,3.13,2.38,3.7,2.61,0.9,0.19,3.52,1.74,2.21,5.25,3.67,-2.91,2.25,0.08,1.45,2.32
 JOIAS E BIJUTERIAS,2.2,3.13,2.38,3.7,2.61,0.9,0.19,3.52,1.74,2.21,5.25,3.67,-2.91,2.25,0.08,1.45,2.32
 BIJUTERIA,0.0,0.0,-0.31,0.0,0.0,-3.05,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,-1.99,-0.46
 JOIA,1.62,3.35,3.35,3.77,2.42,2.24,-0.28,3.28,0.0,3.75,6.24,5.44,-2.91,2.64,-0.04,3.69,2.64
 RELÓGIO DE PULSO,3.64,2.53,0.0,3.6,3.22,0.0,1.15,3.98,2.54,-2.59,1.35,0.05,0.0,2.03,0.42,1.85,2.31
 TECIDOS E ARMARINHO,0.06,0.88,0.51,0.54,1.0,-2.23,0.41,1.25,0.92,-0.08,-0.34,1.28,-1.33,-0.15,-0.86,0.69,0.23
 TECIDOS E ARMARINHO,0.06,0.88,0.51,0.54,1.0,-2.23,0.41,1.25,0.92,-0.08,-0.34,1.28,-1.33,-0.15,-0.86,0.69,0.23
 TECIDO,0.06,1.18,0.66,0.54,0.97,-2.23,0.41,1.25,0.92,0.21,-0.39,2.35,-1.33,-0.15,-0.86,0.69,0.2
 ARTIGOS DE ARMARINHO,0.0,0.34,0.23,0.0,1.07,0.0,0.0,0.0,0.0,-0.49,-0.22,-0.55,0.0,0.0,0.0,0.0,0.39
 TRANSPORTES,0.22,0.77,0.84,0.88,0.57,1.88,0.39,0.94,0.26,0.58,3.21,0.08,3.23,0.54,1.73,0.94,0.82
 TRANSPORTES,0.22,0.77,0.84,0.88,0.57,1.88,0.39,0.94,0.26,0.58,3.21,0.08,3.23,0.54,1.73,0.94,0.82
 TRANSPORTE PÚBLICO,-0.37,0.76,-1.09,-0.44,-0.16,-0.37,-0.38,-0.77,-0.75,-0.23,-0.39,-0.56,0.56,-2.24,-0.66,-0.05,-0.33
 ÔNIBUS URBANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TÁXI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TREM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÔNIBUS INTERMUNICIPAL,-0.23,0.03,-1.85,-0.44,-0.22,0.0,0.0,0.0,-0.34,0.0,-0.82,0.0,1.3,0.0,-0.53,0.0,-0.32
 ÔNIBUS INTERESTADUAL,-3.03,0.0,-5.01,-1.71,-0.05,-3.13,-2.37,-5.62,-8.61,-0.18,1.43,0.97,-0.45,-0.44,-3.3,-1.21,-2.44
 PASSAGEM AÉREA,-3.11,4.66,-5.0,-2.92,-2.81,-0.34,-2.04,-5.36,-0.3,-1.17,-4.27,-3.43,-2.65,-10.02,-0.7,2.09,-1.97
