"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - DEZEMBRO DE 2020",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 REFRIGERANTE E ÁGUA MINERAL,2.81,-1.08,1.56,-0.9,1.77,0.82,-2,0.97,-0.4,0.61,0.67,2.56,-1.71,2.16,0.57,-1.51,0.82
 CAFEZINHO,       -,-0.93,       -,       -,-1.89,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.64
 CERVEJA,1.61,1.55,-1.28,-1.02,1.79,0.84,0.91,1.58,0.19,0.39,2.49,0.95,3.59,0.9,2.32,-4.3,0.9
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,2.57,       -,       -,       -,       -,       -,       -,       -,2.09,2.75,       -,1.95,       -,2.39
 VINHO,0.76,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.76
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.73,       -,       -,       -,       -,-0.27,0.54
 SORVETE,       -,       -,       -,       -,-1.75,       -,       -,0.49,1.41,0.48,-0.34,       -,2.15,2.02,       -,2.86,-0.48
 HABITAÇÃO,2.25,4.42,3.27,3.7,2.21,1.99,2.92,3.31,3.32,3.81,2.97,3.8,2.99,5.51,2.75,3.28,2.88
 ENCARGOS E MANUTENÇÃO,-0.37,0.97,0.68,0.29,0.14,-0.13,0.21,0.14,0.13,0.37,0.51,1.37,0.65,0.18,0.42,0.34,0.25
 ALUGUEL E TAXAS,-0.68,0.85,0.54,0.14,0.08,-0.13,-0.1,-0.21,0.53,0.23,0.29,1.45,0.72,0.42,-0.21,-0.11,0.14
 ALUGUEL RESIDENCIAL,-0.7,2.12,0.21,0.03,0.28,-0.74,-0.33,-0.36,1.08,0.83,0.71,1.65,1.39,0.58,-0.37,-0.31,0.31
 CONDOMÍNIO,-0.91,-0.07,1.73,0.45,-0.17,0.68,0.16,-0.05,0.18,-0.6,-0.34,-0.05,0,0.23,-0.18,0.13,-0.11
 TAXA DE ÁGUA E ESGOTO,0,0,0.42,0,0,0,0,0,0,0,0,2.66,0,0,0,0,0.1
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,0.0
 REPAROS,0.8,1.01,0.63,0.37,-0.07,-0.89,0.13,1.6,-0.74,1.15,2.15,1.24,0.47,-0.64,0.54,1.56,0.38
 FERRAGENS,       -,       -,       -,       -,       -,       -,-0.39,       -,       -,       -,2.09,       -,       -,-1.25,       -,       -,0.34
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,-3.12,       -,       -,       -,2.98,       -,       -,       -,       -,1.34,       -,0.24
 VIDRO,       -,       -,       -,       -,       -,-1.27,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.27
 TINTA,0.68,2.45,0.42,-0.35,0.1,-0.51,0.83,2.49,-3.5,3.35,2.73,1.45,1.26,-2.41,-0.38,2.59,0.83
 REVESTIMENTO DE PISO E PAREDE,4.38,1.77,3.42,2.3,-2.69,       -,0.08,3.97,-2.38,-1.48,4.41,4.21,       -,0.62,4.75,3.82,0.08
 MADEIRA E TACO,       -,2.42,       -,       -,       -,       -,       -,2.39,       -,       -,       -,       -,       -,0.16,0.25,       -,1.98
 CIMENTO,       -,       -,       -,-3.43,       -,       -,0.66,-0.33,1.93,       -,       -,-0.73,-0.49,-0.18,0,       -,-0.02
 TIJOLO,-0.2,       -,       -,       -,       -,       -,-0.69,       -,       -,       -,0.41,-3.15,       -,-3.15,-0.7,       -,-0.7
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,7.54,       -,       -,       -,1.75,       -,       -,       -,2.34,       -,       -,       -,6.66
 MÃO DE OBRA,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
 AREIA,1.21,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.41,       -,       -,       -,0.44,       -,0.82
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.22,       -,       -,-0.22
 TELHA,       -,0.01,0.96,2.75,       -,       -,1.21,       -,       -,2.72,       -,       -,       -,       -,-1.13,       -,1.21
 ARTIGOS DE LIMPEZA,1.79,1.89,1.96,1.42,1.28,1.28,2.26,1.15,-1.97,0.36,1.04,0.75,0.35,1.54,2.4,2.31,1.21
 SACO PARA LIXO,       -,2.37,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.76,       -,       -,       -,2.45
 ÁGUA SANITÁRIA,0.87,2.36,1.57,2.39,-0.46,2.88,2.17,0.75,-0.55,       -,2.76,       -,-2.5,-0.28,0.65,-0.05,0.65
 DETERGENTE,2.32,2.94,3.12,1.74,3.24,1.02,-0.5,1.14,-0.79,3.69,1.11,2.33,-0.04,2.08,       -,-0.58,2.46
 SABÃO EM PÓ,1.93,-0.87,2.15,0.89,-0.05,3.39,2.81,0.91,-2.77,0.26,1.2,1.21,-1.13,1.18,3.68,4.53,0.65
 DESINFETANTE,1.36,1.62,1.68,1.4,0.59,-0.83,4.4,0.54,-1.32,2.8,1.84,0.66,       -,       -,-1.42,       -,1.07
 SABÃO EM BARRA,4.63,       -,3.62,0.08,       -,       -,5.9,6.54,1.21,       -,       -,2.87,5.81,4.63,3.68,3.11,3.68
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,-3.04,       -,4.6,       -,       -,       -,       -,-2.17
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,-0.46,       -,       -,       -,0.53,       -,       -,       -,       -,       -,2.73,0.69
 LIMPADOR MULTIUSO,       -,1.12,       -,       -,2.43,2.6,       -,       -,       -,-0.56,       -,       -,       -,       -,       -,       -,1.8
 PAPEL TOALHA,4.07,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,4.07
 AMACIANTE E ALVEJANTE,-0.38,2.84,0,2.18,1.47,-0.65,0.33,-0.89,-4.9,-1.19,-0.01,-1.74,1.32,1.07,0.78,1.13,0.56
 COMBUSTÍVEIS E ENERGIA,6.68,9.96,7.05,8.39,7.42,8.9,5.13,8.25,8.13,10.1,6.93,7.49,5.72,9.03,4.79,8.44,7.64
 COMBUSTÍVEIS (DOMÉSTICOS),1.11,3.21,2.61,3.84,0.82,1.89,1.87,0.16,0.84,4.23,3.68,2.54,0.91,2.33,-0.84,2.82,1.8
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,1.87,       -,       -,       -,       -,       -,       -,       -,-0.84,       -,0.53
 GÁS DE BOTIJÃO,1.26,3.21,2.61,3.84,1.06,1.89,1.87,0.16,0.84,4.87,3.68,2.54,0.91,2.33,-0.84,2.82,1.99
 GÁS ENCANADO,0.76,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,0.23
 ENERGIA ELÉTRICA RESIDENCIAL,8.04,11.55,8.29,10.06,9.34,10.72,6.02,11.26,10.88,11.91,7.75,8.77,6.99,11.05,7.33,10.56,9.34
 ENERGIA ELÉTRICA RESIDENCIAL,8.04,11.55,8.29,10.06,9.34,10.72,6.02,11.26,10.88,11.91,7.75,8.77,6.99,11.05,7.33,10.56,9.34
 ARTIGOS DE RESIDÊNCIA,1.26,2.14,1.82,0.84,2.32,1.2,1.25,0.9,1.36,2.01,1.39,0.75,1.1,-0.26,1.94,1.03,1.76
 MÓVEIS E UTENSÍLIOS,1.47,2.16,2.6,1.58,2.47,1.07,0.73,1.31,2.16,1.91,1.89,0.73,0.9,0.05,1.46,0.61,1.98
 MOBILIÁRIO,2.87,2.84,3.09,1.75,3.84,1.28,0.82,1.55,3.88,3.12,2.71,1.05,1.58,-0.33,2.53,0.93,2.92
 MÓVEL PARA SALA,2.87,1.28,1.87,2.15,3.27,1.55,1.2,0.05,3.09,2.62,2.6,0.83,1.38,1.64,2.65,0.87,2.4
 MÓVEL PARA QUARTO,3.23,3.35,3.5,2.6,4.26,0.52,-0.4,2.9,4.54,3.97,2.51,0.47,2.86,-0.64,2.8,1.21,3.29
 MÓVEL PARA COPA E COZINHA,1.91,3.63,2.52,-0.13,3.99,3.42,3.16,0.48,2.27,3.38,3.81,2.73,0.42,-2.39,1.81,1.86,2.97
 MÓVEL INFANTIL,       -,       -,       -,-1.63,       -,       -,       -,-1.21,6.51,-0.81,1.81,       -,-1.67,1.57,1.56,-2.58,0.77
 COLCHÃO,       -,4.59,6.52,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,5.58
 UTENSÍLIOS E ENFEITES,-1.06,0.97,1.24,1.1,-0.13,0.19,0.39,0.18,-0.19,-0.67,0.36,-0.61,-0.72,0.46,-0.39,0.01,0.09
 ARTIGOS DE ILUMINAÇÃO,-3.11,0.06,1.26,1.73,-0.65,-0.46,-0.45,-1.81,-0.88,-0.85,       -,       -,-1.27,       -,1.78,-2.3,-0.46
 TAPETE,1.42,0.23,       -,       -,-1.36,-0.62,-0.61,       -,-0.83,1.16,-4.51,0.08,1.67,       -,       -,       -,-0.62
 CORTINA,2.43,1.74,2.94,-1.38,-0.51,0.41,       -,0.4,0.63,-2.01,0.39,-2.1,       -,       -,       -,       -,0.4
 UTENSÍLIOS DE METAL,-3.44,1.58,0.85,0.84,0.07,-1.6,0.07,2.3,-0.65,0.02,3.68,2.53,-2.02,0.08,-0.43,0.47,0.07
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,1.13,2.99,2.22,3.78,1.2,-0.32,1.94,-1.83,       -,-1,-0.36,1.24,-2.86,0.48,1.2
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,1.48,       -,       -,       -,-0.01,       -,       -,       -,-0.67,0.74,0.63
 FLORES NATURAIS,       -,0.7,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.7
 UTENSÍLIOS PARA BEBÊ,       -,       -,-0.77,1.57,       -,       -,       -,-2.26,       -,       -,1.11,-2.74,1.66,1.63,       -,       -,-0.14
" CAMA, MESA E BANHO",1.2,1.73,2.82,1.72,1.49,2.34,1.12,1.74,0.69,2.9,2.21,1.94,1.69,0.64,0.38,0.21,1.77
 ROUPA DE CAMA,1.2,1.73,2.82,1.81,1.49,2.34,1.12,1.45,0.69,2.9,2.21,1.94,3.21,0.46,0.38,0.21,1.79
 ROUPA DE BANHO,       -,       -,       -,1.44,       -,       -,       -,2.4,       -,       -,       -,       -,-1.95,1.27,       -,       -,0.99
 APARELHOS ELETROELETRÔNICOS,1.28,2.25,1.14,0.81,2.46,1.42,1.76,0.22,0.64,2.27,1.36,0.82,1.3,-0.62,2.65,1.1,1.73
 ELETRODOMÉSTICOS E EQUIPAMENTOS,1.28,1.58,1.55,0.55,1.27,0.45,0.88,-1.33,1,0.88,-0.37,0.14,0.64,-0.4,2.14,0.04,1.0
 REFRIGERADOR,1.1,2.08,1.96,0.94,2.34,1.9,1.93,-0.48,1.19,2.65,0.95,1.72,1.84,-0.29,2.26,2.15,1.8
 AR-CONDICIONADO,1.87,3.32,       -,-1.49,4.29,-2.01,1.11,-5.74,2.33,3.74,-1.88,-0.13,-0.45,0.08,       -,-3.32,1.87
 MÁQUINA DE LAVAR ROUPA,-0.03,0.08,0.48,3.34,0.23,-0.09,-1.16,-3.65,0.18,-0.94,-0.26,-0.78,0.53,-1.24,1.31,0.76,0.02
 VENTILADOR,       -,       -,       -,2.57,       -,       -,-0.55,0.7,       -,       -,       -,       -,-0.38,-0.75,2.94,-3.84,0.94
 FOGÃO,2.65,1.1,2.23,-2.99,-0.46,0.41,3.33,0.46,0.43,-0.7,-2.95,-1.17,-0.55,-0.32,1.92,1.21,0.27
 CHUVEIRO ELÉTRICO,       -,       -,1.84,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.84
" TV, SOM E INFORMÁTICA",1.27,3.09,0.73,1.08,3.67,2.29,2.59,1.89,0.21,3.76,3.79,1.57,2.3,-1.01,3.19,2.05,2.52
 TELEVISOR,3.1,4.67,2.4,0.96,3.85,5.96,3.81,2.57,2.58,4.46,2.85,3.39,2.1,-1.93,3.09,3.64,3.46
 APARELHO DE SOM,       -,       -,       -,1.08,       -,       -,       -,       -,3.77,       -,       -,       -,       -,       -,3.19,2.52,2.87
 VIDEOGAME (CONSOLE),       -,       -,       -,1.08,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.08
 COMPUTADOR PESSOAL,-1.41,0.55,-1.45,1.23,3.44,-0.38,0.63,0.96,-4.7,2.91,4.95,-1.08,2.65,0.56,3.54,-0.3,1.22
 CONSERTOS E MANUTENÇÃO,0.22,1.09,0.52,-3.11,1.04,0.93,0.68,2.24,1.14,1.46,-0.43,0.53,1.16,0.23,0.32,2.95,0.74
 CONSERTOS E MANUTENÇÃO,0.22,1.09,0.52,-3.11,1.04,0.93,0.68,2.24,1.14,1.46,-0.43,0.53,1.16,0.23,0.32,2.95,0.74
 CONSERTO DE REFRIGERADOR,       -,-0.79,       -,2.29,       -,       -,0.28,       -,-0.76,       -,0.41,       -,       -,       -,0.42,       -,0.28
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,-0.53,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.53
 REFORMA DE ESTOFADO,-1.11,0.91,1.31,-10.1,4.93,1.55,       -,-0.88,1.37,       -,       -,0,2.95,1.45,       -,2.94,1.42
 CONSERTO DE APARELHO CELULAR,       -,1.46,0.11,0.73,0.77,-2.64,0.22,2.63,0.79,3.26,-1.07,-0.27,-0.2,1.24,-0.75,2.36,0.73
 CONSERTO DE BICICLETA,0.49,4.11,0.54,-3.59,0.35,1.9,1.34,3.21,2.28,1.09,-0.65,0.7,1.82,-0.3,1.32,3.75,0.66
 VESTUÁRIO,1.34,0.88,1.71,1.28,-0.52,2.03,-0.48,1.28,1.58,-0.21,1.38,1.13,0.63,0.81,1.77,-0.37,0.59
 ROUPAS,1.28,0.99,1.99,1.48,-0.83,2.64,-1.26,1,2.16,-0.14,2.23,0.92,1.24,0.97,2.03,-0.34,0.6
 ROUPA MASCULINA,2.79,1.1,2.07,0.24,-1.02,2.53,-0.91,0.69,3.43,1.76,3.63,0.27,2.63,1.15,2.81,0.48,1.0
 CALÇA COMPRIDA MASCULINA,1.49,-0.83,1.07,-0.44,-0.89,3.43,-1.94,0.22,2.24,0.6,3.18,-0.26,3.22,0.72,4.1,-1.89,0.34
 AGASALHO MASCULINO,       -,-0.31,       -,       -,       -,       -,       -,       -,       -,0.04,       -,       -,       -,       -,       -,       -,-0.18
 BERMUDA/SHORT MASCULINO,1.63,1.36,0.92,2.23,-0.1,0.1,-0.24,0.74,2.5,2.24,3.03,0.51,0.42,-0.76,2.91,-1.12,1.13
 CUECA,       -,       -,       -,       -,       -,       -,-0.93,       -,       -,       -,       -,       -,       -,3.95,2,       -,0.17
 CAMISA/CAMISETA MASCULINA,3.52,2.62,3.02,-0.21,-1.29,2.52,-0.68,0.85,4.48,2.63,4.13,0.44,2.82,1.98,2.33,2.2,1.35
 ROUPA FEMININA,-0.14,0.63,1.76,2.59,-0.73,3.1,-2.57,0.71,1.02,-1.3,2.14,1.07,0.23,0.57,2.41,-0.86,0.26
 CALÇA COMPRIDA FEMININA,-1.26,0.05,1.77,1.28,-0.94,3.61,-2.99,-2.35,-1.64,-0.47,2.51,-1.48,-0.25,0.25,3.06,-4.48,-0.15
 AGASALHO FEMININO,       -,-0.99,-2.15,       -,       -,       -,       -,       -,       -,-0.84,       -,       -,0.23,       -,       -,       -,-1.2
 SAIA,       -,       -,       -,-0.12,       -,       -,-2.22,       -,       -,       -,       -,       -,       -,3.84,0.82,-1.24,-0.58
 VESTIDO,1.04,-0.17,0.93,2.84,1.83,3.35,-2.11,3.76,2.75,-1.52,1.79,2.37,3.52,0.55,1.64,3.72,1.31
 BLUSA,-0.49,1.8,2.74,4.45,-2.6,2.72,-3.09,1.03,0.33,-2.02,2.29,1.48,-1.19,-1.12,4.5,-0.83,-0.25
 LINGERIE,       -,1.07,1.72,-1.07,2.55,       -,-2.03,-0.32,0.54,0.47,0.54,       -,-1.03,2.57,2.46,-1.18,1.13
 BERMUDA/SHORT FEMININO,0.56,       -,2.4,2,       -,       -,-2.43,0.62,3.42,-2.18,2.58,0.4,0.61,2.61,-0.18,-2.35,0.71
 ROUPA INFANTIL,2,1.66,2.38,1.25,-0.73,1.78,1.01,2.46,1.81,-0.68,-0.04,1.63,1.1,1.44,-0.33,-0.73,0.63
 UNIFORME ESCOLAR,       -,       -,-0.58,-0.45,0.49,2.82,2.51,0.19,       -,1.14,2.12,0.45,       -,       -,4.73,1.34,1.01
 CALÇA COMPRIDA INFANTIL,       -,2.22,2.21,       -,2.72,-1.41,       -,       -,3.41,0.71,0.36,       -,2.4,1.8,0.9,       -,1.99
 AGASALHO INFANTIL,       -,1.84,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.84
 VESTIDO INFANTIL,2.62,0.95,2.54,2.86,       -,2,1.04,2.93,2.6,       -,0.46,3.85,3.1,3.12,-1.62,-1.54,1.78
 BERMUDA/SHORT INFANTIL,1.71,       -,       -,1.77,-2.98,       -,0.95,3.26,1.28,       -,       -,1.56,1.01,-0.54,-2.94,-1.5,-0.54
 CAMISA/CAMISETA INFANTIL,1.46,3.71,3.52,0.72,-2.71,1.76,2.28,2.61,1,-2.19,-1.7,1.93,0.58,1.8,0.22,-0.58,-0.03
 CONJUNTO INFANTIL,3.05,-1.75,3.1,1.44,0.24,2.41,-2.28,2.96,1.76,-1.09,-0.63,0.77,0.27,1.14,-1.4,-1.83,0.55
 CALÇADOS E ACESSÓRIOS,1.98,0.75,1.09,0.73,0.22,-0.17,1.52,1.93,-0.03,-0.35,-0.44,2.07,-0.4,-0.64,0.32,-0.85,0.54
 CALÇADOS E ACESSÓRIOS,1.98,0.75,1.09,0.73,0.22,-0.17,1.52,1.93,-0.03,-0.35,-0.44,2.07,-0.4,-0.64,0.32,-0.85,0.54
 SAPATO MASCULINO,2.57,1.72,2.29,-2.87,-0.62,1.6,-0.89,0.43,-3.31,1.71,-2,3.52,-0.99,-0.83,-1.87,-2.36,-0.05
 SAPATO FEMININO,0.25,-1.8,1.76,2.75,1.58,-0.06,2.53,3.34,1.97,-2.41,-2.28,1.28,-1.46,-0.79,-1.36,0.83,0.56
 SAPATO INFANTIL,       -,       -,       -,-1.11,       -,       -,1.21,       -,-2.68,0.45,-1.82,       -,-2.53,1.56,1.94,-0.67,-0.72
 BOLSA,3.52,2.32,-1.95,2.95,       -,0.87,1.61,-0.88,-1.35,0.12,-2.67,       -,3.59,3.36,0.22,-0.61,0.72
 MOCHILA,       -,       -,       -,1.64,       -,       -,0.59,0.32,       -,       -,       -,       -,       -,1.66,1.5,       -,1.02
 TÊNIS,2.78,1.29,0.59,2.43,-0.18,-1.1,2.77,3.7,0.6,0.3,1.77,1.41,0.02,-4.18,0.61,-1.32,0.67
 SANDÁLIA/CHINELO,1.14,2.56,1.78,-0.2,-0.27,-0.42,2.88,1.62,0.91,-0.24,-0.04,2.85,0.04,1.72,1.22,-1.08,0.8
 JOIAS E BIJUTERIAS,-0.96,0.2,1.07,2.02,-0.38,3.35,0.42,2.2,2.42,-0.2,-0.25,-0.19,-0.66,4.6,6.23,0.93,0.64
 JOIAS E BIJUTERIAS,-0.96,0.2,1.07,2.02,-0.38,3.35,0.42,2.2,2.42,-0.2,-0.25,-0.19,-0.66,4.6,6.23,0.93,0.64
 BIJUTERIA,       -,       -,2.53,       -,       -,3.59,       -,       -,1.23,       -,       -,       -,       -,       -,       -,-2.63,2.02
 JOIA,-2.45,1.5,0.58,1.41,-1.03,3.27,-0.71,1.46,       -,0.12,-0.61,-0.61,-0.66,5.16,6.5,4.1,0.18
 RELÓGIO DE PULSO,2.64,-3.01,       -,2.85,1.67,       -,2.81,3.63,3.76,-1.23,1.35,0.74,       -,4.27,5.49,-0.19,1.58
 TECIDOS E ARMARINHO,1.39,0.64,2.1,-0.57,0.74,0.65,-0.87,-0.32,2.75,-1.23,1.23,-0.34,0.66,1.63,0.19,0.64,0.63
 TECIDOS E ARMARINHO,1.39,0.64,2.1,-0.57,0.74,0.65,-0.87,-0.32,2.75,-1.23,1.23,-0.34,0.66,1.63,0.19,0.64,0.63
 TECIDO,1.39,-0.26,1.93,-0.57,1.19,0.65,-0.87,-0.32,2.75,-3.21,1.18,-1.85,0.66,1.63,0.19,0.64,0.54
 ARTIGOS DE ARMARINHO,       -,2.33,2.42,       -,-0.19,       -,       -,       -,       -,1.7,1.34,2.45,       -,       -,       -,       -,1.07
 TRANSPORTES,1.2,1.46,1.57,2.4,1.22,1.24,1.1,1.58,1.79,1.16,1.15,1.72,1.43,0.91,1.82,0.88,1.36
 TRANSPORTES,1.2,1.46,1.57,2.4,1.22,1.24,1.1,1.58,1.79,1.16,1.15,1.72,1.43,0.91,1.82,0.88,1.36
 TRANSPORTE PÚBLICO,2.15,4.47,4.73,8.05,5.7,8.91,3.49,4.87,4.89,7.12,7.79,4.93,6.33,0.54,0.76,3.38,4.98
 ÔNIBUS URBANO,0,-1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
 TÁXI,0,0,0,0,0,       -,0,0,0,       -,       -,0,0,0,0,0,0.0
 TREM,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,0,2.24,4.88,0,       -,0,0,-2.37,0.17,0.84,1.03,-0.79,0,-5.79,0,-0.04
 ÔNIBUS INTERESTADUAL,0.3,       -,5.38,3.57,6.92,9.61,0,8.24,1.58,-0.25,3.98,3.2,5.4,1.18,4.71,0.01,3.92
 PASSAGEM AÉREA,14.55,19.18,29.89,44.19,36.31,19.84,20.32,30.08,35.76,26.52,26.29,28.91,30.67,1.65,10.86,28.76,28.05
 METRÔ,0,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
 TRANSPORTE POR APLICATIVO,14.34,16.15,15.42,19.5,4.09,44.39,       -,30.09,8.99,       -,25.4,-14.15,12.37,       -,16.63,1.58,13.2
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,0.73,0.29,0.63,-0.94,0.12,-0.27,0.24,0.29,0.88,0.35,0.26,0.74,0.93,0.52,0.26,0.02,0.29
 AUTOMÓVEL NOVO,0.58,-0.38,0.15,-1.82,0.66,-0.47,-0.99,-0.38,0.24,-0.04,0.73,0.56,1.33,-0.4,-0.29,0.79,0.17
 EMPLACAMENTO E LICENÇA,0.31,0.36,0.3,0.27,0.3,0.25,0.25,0.3,0.25,0.35,0.32,0.31,0.2,0.28,0.25,0.23,0.3
 SEGURO VOLUNTÁRIO DE VEÍCULO,2.6,-2.61,-0.4,-5.11,-0.6,-1.02,0,-1.03,-3.32,-1.93,-4.59,0.68,-0.91,-0.93,-0.92,-1.51,-1.04
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,2.79,2.45,0.69,1.66,2.62,-2.1,0.54,2.17,2.43,1.11,       -,-0.91,3.31,-2.27,0.64,1.63
 ACESSÓRIOS E PEÇAS,-1.23,-0.2,-2.83,-0.21,-1.11,-0.91,-2.49,-0.11,1.86,0.36,0.72,-1.02,2.36,1.21,-1.28,0.43,-0.6
 PNEU,       -,3.27,3.39,4.46,1.68,4.68,3.35,3.66,4.79,2.72,0.43,5.04,4.88,5.23,-0.01,0.93,2.76
 CONSERTO DE AUTOMÓVEL,0,-0.15,0.48,-0.74,-2.45,-1.02,1.39,1.69,0.86,0.83,0.33,-0.16,0.8,0.98,1.84,-0.36,-0.47
 ESTACIONAMENTO,       -,-3.06,       -,       -,-0.14,       -,       -,       -,-0.34,2.05,       -,       -,       -,       -,       -,       -,-0.16
 PEDÁGIO,       -,0,       -,       -,1.63,       -,       -,       -,       -,4.84,       -,0,       -,       -,       -,       -,2.04
 AUTOMÓVEL USADO,1.07,1.82,1.62,       -,1.34,-0.16,1.25,0.7,2.17,0.17,1.36,2.07,1.24,2.38,-0.25,-0.6,1.24
 PINTURA DE VEÍCULO,       -,       -,0.15,2.76,       -,       -,       -,       -,0.24,       -,       -,       -,       -,       -,       -,       -,0.73
 ALUGUEL DE VEÍCULO,12.75,       -,       -,       -,       -,       -,-1,       -,13.62,       -,       -,       -,       -,       -,       -,       -,8.95
 MOTOCICLETA,-0.23,1.46,0.39,0.1,-0.06,0.73,0.17,0.1,0.72,1.25,0.2,0.27,-0.2,0,0.26,-1.28,0.29
 COMBUSTÍVEIS (VEÍCULOS),1.13,2.07,1.53,4.94,1.2,0.3,1.22,2.2,1.18,1.45,1.33,3.11,1.29,1.89,5.09,0.43,1.56
 GASOLINA,0.53,2,1.23,5.24,1.51,0.17,1.29,2.32,1.12,0.99,0.92,3.16,1.33,1.83,5.27,0.35,1.54
 ETANOL,1.93,       -,3.92,0.45,0.21,2.09,       -,       -,1.35,3.26,3.18,       -,0.04,       -,       -,       -,1.32
 ÓLEO DIESEL,1.59,4.86,1.82,1.12,0.94,2.73,-1.05,0.59,1.96,4.55,2.64,1.87,1.47,2.38,2.08,2.83,2.08
 GÁS VEICULAR,4.52,       -,       -,       -,       -,       -,       -,-0.38,       -,       -,       -,       -,       -,       -,       -,       -,4.27
 SAÚDE E CUIDADOS PESSOAIS,0.62,0.62,0.26,0.71,0.32,0.41,0.21,-0.09,0.31,0.29,0.93,-0.13,0.64,0.15,0.41,1.16,0.4
 PRODUTOS FARMACÊUTICOS E ÓTICOS,0.25,0.65,-0.55,-0.01,-0.39,0.22,0.74,1.13,0.11,-0.17,1.8,-1.05,1.09,-1.84,0,1.07,0.06
 PRODUTOS FARMACÊUTICOS,0.25,0.61,-0.59,-0.29,-0.07,-0.23,0.96,1.32,-0.23,-0.41,1.8,-0.91,0.85,-1.82,0.13,0.94,0.09
 ANTI-INFECCIOSO E ANTIBIÓTICO,0.55,-3.31,1,-0.21,-1.76,-1.01,3.5,0.66,-3.76,-2.07,2.73,-1.58,0.4,-3.52,2.03,2.34,-0.83
 ANALGÉSICO E ANTITÉRMICO,2.6,3.08,0.55,0.66,0.46,-0.15,2.38,1.84,0.13,0.33,1.55,-0.83,-0.26,-3.11,0.78,2.98,0.95
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,-0.43,-0.69,-0.64,-0.89,-1.74,1.69,1.25,2.97,0.06,1.03,1.51,-1.13,1.3,-1.73,-0.08,2.25,-0.14
 ANTIGRIPAL E ANTITUSSÍGENO,1.3,1.37,0.97,-0.13,2.37,0.94,2.24,-0.61,0.09,-0.89,-0.16,1.55,1.09,-2.33,1.04,2.97,1.12
 DERMATOLÓGICO,1.41,1.16,1.69,-2.04,-0.91,-0.12,       -,1.43,0.43,2.05,       -,0.04,1.86,2.27,2.47,0.78,0.18
 ANTIALÉRGICO E BRONCODILATADOR,1.09,-2.77,-0.88,0.74,-0.8,0.19,-3.19,2.11,0.68,-2.15,2.56,-1.35,0.17,1.98,0.62,-0.74,-0.49
