"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - MAIO DE 2020",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 TEMPERO MISTO,       -,-1.96,3.77,0.96,1.06,-2.15,-0.57,-1.07,-0.86,2.84,-0.19,1.57,2.6,0.05,0.95,-2.21,0.95
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.81,-0.36,0.05,0.71,-0.22,-0.01,0.18,0.15,0.4,-0.42,0.62,0.07,-0.44,0.73,1.12,0.39,0.04
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.81,-0.36,0.05,0.71,-0.22,-0.01,0.18,0.15,0.4,-0.42,0.62,0.07,-0.44,0.73,1.12,0.39,0.04
 REFEIÇÃO,0.83,-0.24,0.2,-0.12,-0.94,-0.89,-0.09,0.52,0.14,-0.92,-0.52,0.42,-0.1,0.02,0.56,0.71,-0.34
 LANCHE,0.85,-0.68,-0.19,2.72,1.27,1.88,0.8,-0.94,0.62,0.56,2.46,-0.15,-1.3,2.26,2.62,-0.35,0.83
 REFRIGERANTE E ÁGUA MINERAL,-0.64,-0.18,0.18,0.89,-1.82,0.62,0,0.15,0.95,0.54,1.24,0.46,-0.47,-0.37,0.04,-0.33,-0.48
 CAFEZINHO,       -,-0.12,       -,       -,4.12,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.03
 CERVEJA,0.55,-0.64,-0.27,1.19,-0.97,1.18,0,1.29,1.44,-0.92,0.67,-1.38,1.51,0,0,0.93,-0.03
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,-2.59,       -,       -,       -,       -,       -,       -,       -,-0.14,0.07,       -,0,       -,-1.27
 VINHO,1.82,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.82
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,       -,-0.71,-0.13
 SORVETE,       -,       -,       -,       -,2.17,       -,       -,0.1,-1,0,-2.29,       -,-3.33,0.62,       -,0.22,0.69
 HABITAÇÃO,-0.02,-0.99,-0.41,-0.6,-0.11,0.1,-0.56,-1.45,-0.19,0.02,1.01,-1.18,-0.22,0.3,-0.6,0.15,-0.25
 ENCARGOS E MANUTENÇÃO,-0.02,-0.22,0.29,0.08,-0.14,0.16,0.08,0.37,-0.19,0.41,0.13,-0.12,0.07,-0.45,0.03,-0.4,0.0
 ALUGUEL E TAXAS,-0.1,-0.22,0.16,0.18,-0.38,0.18,0.14,0.35,-0.43,0.44,0.18,-0.1,0.26,-0.44,-0.02,-0.24,-0.11
 ALUGUEL RESIDENCIAL,-0.21,-0.37,0.18,0.37,-0.73,0.3,0,0.45,-0.26,0.87,0.66,-0.82,0.67,-0.64,0,-0.41,-0.21
 CONDOMÍNIO,0,-0.24,0.39,0,-0.08,0.1,0.43,0.51,-0.98,0.29,-0.81,1.03,-0.55,0.05,-0.7,-0.19,-0.04
 TAXA DE ÁGUA E ESGOTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-4.09,       -,       -,       -,-4.09
 REPAROS,0.59,0.07,1.31,-0.52,0.77,-0.54,-0.07,-0.08,0.16,0.8,0.73,-0.09,0.61,-0.38,-0.51,-1.29,0.48
 FERRAGENS,       -,       -,       -,       -,       -,       -,-0.19,       -,       -,       -,-1.25,       -,       -,-1.76,       -,       -,-0.63
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,-0.39,       -,       -,       -,-4.29,       -,       -,       -,       -,-3.7,       -,-2.69
 VIDRO,       -,       -,       -,       -,       -,-6.97,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-6.97
 TINTA,2.12,2.13,2.99,-0.55,1.35,1.42,2.14,0.65,-0.91,1.05,0.55,1.74,2.19,-2.66,-0.04,-2.42,1.44
 REVESTIMENTO DE PISO E PAREDE,-1.07,-2.93,3.98,-2.02,3.32,       -,-2.31,-0.18,1.43,4.05,2.45,-1.14,       -,0.68,-3.1,-3.03,1.29
 MADEIRA E TACO,       -,1,       -,       -,       -,       -,       -,1.6,       -,       -,       -,       -,       -,-3.41,1.62,       -,1.0
 CIMENTO,       -,       -,       -,-0.2,       -,       -,-0.81,-2.54,-0.7,       -,       -,-0.09,4.61,-3.12,-0.63,       -,-0.81
 TIJOLO,2.91,       -,       -,       -,       -,       -,1.51,       -,       -,       -,0.07,2.4,       -,1.52,-1.54,       -,1.51
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,-0.12,       -,       -,       -,2.14,       -,       -,       -,-1.09,       -,       -,       -,0.11
 MÃO DE OBRA,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
 AREIA,1.83,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.76,       -,       -,       -,0.57,       -,1.45
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,4.95,       -,       -,4.95
 TELHA,       -,1.22,2.97,0.79,       -,       -,1.87,       -,       -,2.3,       -,       -,       -,       -,1.75,       -,1.87
 ARTIGOS DE LIMPEZA,-0.13,-0.72,0.28,0.03,0.94,0.98,0,1.15,1.4,-0.53,-0.83,-0.46,-1.65,-0.67,1.49,-0.51,0.31
 SACO PARA LIXO,       -,-0.72,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.65,       -,       -,       -,-0.9
 ÁGUA SANITÁRIA,-3.38,2.08,3.08,-0.15,2.44,0.05,1.57,0.87,2.78,       -,1.58,       -,-6.26,1.98,3.34,1.44,1.57
 DETERGENTE,-0.25,2.14,1,-1.76,1.63,1.09,1.03,0.18,1.71,0.63,1.04,-0.33,-5.09,-2,       -,-0.8,1.04
 SABÃO EM PÓ,-0.37,-2.07,1.88,1.01,-0.8,0.81,0.75,1.28,0.5,-1.49,-0.27,-2.34,0.69,-1.53,-1.28,-0.26,-0.27
 DESINFETANTE,0.77,-0.66,-1.41,0.95,2.85,-0.25,-2.15,2.28,3.18,2.89,1.45,0.11,       -,       -,9.08,       -,1.45
 SABÃO EM BARRA,-2.98,       -,1.18,3.03,       -,       -,-1.96,1.06,7.43,       -,       -,-0.24,-3.65,-0.98,4.68,1.17,1.18
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.03,       -,-0.16,       -,       -,       -,       -,1.76
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,0.86,       -,       -,       -,2,       -,       -,       -,       -,       -,-1.84,1.11
 LIMPADOR MULTIUSO,       -,2.27,       -,       -,1.31,2.78,       -,       -,       -,-1.38,       -,       -,       -,       -,       -,       -,1.13
 PAPEL TOALHA,-1.26,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.26
 AMACIANTE E ALVEJANTE,2.61,-3.47,-3.77,-1.92,1.05,1.2,0.11,1.51,-1.93,-1.74,-3.79,1.37,-0.78,1.02,-0.67,-3.67,-0.67
 COMBUSTÍVEIS E ENERGIA,-0.01,-2.21,-1.4,-1.58,-0.03,-0.07,-1.1,-4.3,-0.19,-0.69,2.48,-2.84,-0.57,0.78,-1.14,1.13,-0.7
 COMBUSTÍVEIS (DOMÉSTICOS),-0.92,-0.68,-1.99,-2.4,-1.32,-0.74,0,0.69,-1,-1.95,-0.59,0.1,-2.82,-0.09,0,-0.05,-1.11
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,0,       -,0.0
 GÁS DE BOTIJÃO,-0.18,-0.68,-1.99,-2.4,-1.73,-0.74,0,0.69,-1,-2.29,-0.59,0.1,-2.82,-0.09,0,-0.05,-1.16
 GÁS ENCANADO,-2.53,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,-0.76
 ENERGIA ELÉTRICA RESIDENCIAL,0.21,-2.57,-1.24,-1.3,0.35,0.1,-1.39,-6.1,0.1,-0.31,3.26,-3.61,0.03,1.03,-1.63,1.54,-0.58
 ENERGIA ELÉTRICA RESIDENCIAL,0.21,-2.57,-1.24,-1.3,0.35,0.1,-1.39,-6.1,0.1,-0.31,3.26,-3.61,0.03,1.03,-1.63,1.54,-0.58
 ARTIGOS DE RESIDÊNCIA,1.15,-0.09,0.5,1.18,0.77,1.07,-0.61,0.37,0.98,0.24,0.44,0.95,0.87,-0.46,-0.03,0.75,0.58
 MÓVEIS E UTENSÍLIOS,-1.52,-2.61,-1.29,-1.07,-2.54,-1.1,-2.48,-1.23,-1.52,-1.78,-0.98,-0.53,0.39,-2.69,-1.62,-1.13,-1.85
 MOBILIÁRIO,-2.53,-4.05,-1.6,-2.55,-4.1,-2.25,-4.39,-1.7,-3.56,-3.77,-1.48,-1.92,-0.22,-4.43,-2.9,-2.53,-3.17
 MÓVEL PARA SALA,-4.13,-4.28,-1.63,-1.77,-4.33,-1.49,-3.95,-2.99,-4.5,-5.42,-2.08,-2.14,0.13,-5.57,-4.23,-4.5,-3.68
 MÓVEL PARA QUARTO,-0.32,-4.36,-2.06,-2.6,-3.67,-3.45,-4.65,-0.62,-3.08,-4.38,-1.58,-1.34,-1.09,-4.86,-2.58,-2.97,-2.97
 MÓVEL PARA COPA E COZINHA,-3.9,-4.65,-1.17,-5.38,-4.66,0.17,-4.54,-2.24,-4.22,-2.29,-0.26,-2.99,0.75,-3.37,-3.23,0.49,-3.37
 MÓVEL INFANTIL,       -,       -,       -,0.15,       -,       -,       -,-3.64,-1.39,1.2,-1.39,       -,0.88,-0.62,-0.42,-0.61,-0.62
 COLCHÃO,       -,1.15,1.25,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.2
 UTENSÍLIOS E ENFEITES,-0.3,-0.19,-0.42,1.79,-0.57,0.41,0.32,0.58,1.39,0.7,0.2,1.15,0.97,-0.73,0.95,2,0.11
 ARTIGOS DE ILUMINAÇÃO,1.54,-1.57,-1.68,3.14,-0.33,1.45,0.09,2,1.38,0.99,       -,       -,-0.61,       -,0.07,0.44,0.07
 TAPETE,0.77,1.15,       -,       -,0.76,0.75,0.8,       -,0.89,2.07,-0.84,0.81,-0.96,       -,       -,       -,0.78
 CORTINA,0.56,-1.46,0.88,-0.04,0.57,0.58,       -,0.52,0.54,2.74,0.02,0.55,       -,       -,       -,       -,0.54
 UTENSÍLIOS DE METAL,-2.47,-0.55,0.09,1.2,-1.85,-1.15,-1.17,1.54,1.98,-0.84,2.85,1.26,2.14,-0.67,1.4,3.96,-0.44
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,-1.23,0.97,-0.8,2.06,-0.16,-0.62,1.48,-0.63,       -,1.2,2.98,-0.4,-0.15,-1.88,-0.16
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,2.09,       -,       -,       -,-0.97,       -,       -,       -,2.27,1.75,1.03
 FLORES NATURAIS,       -,5.15,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,5.15
 UTENSÍLIOS PARA BEBÊ,       -,       -,-1.58,4.08,       -,       -,       -,-1.96,       -,       -,-1.77,2.02,-0.22,-1.56,       -,       -,-0.35
" CAMA, MESA E BANHO",0.94,-1.39,-1.48,1.24,2.29,1.12,-0.22,-1.34,0.42,2.63,-1.78,2.74,1.93,1.78,-0.87,0.37,0.59
 ROUPA DE CAMA,0.94,-1.39,-1.48,1.51,2.29,1.12,-0.22,-1.13,0.42,2.63,-1.78,2.74,2.97,2.61,-0.87,0.37,0.62
 ROUPA DE BANHO,       -,       -,       -,0.47,       -,       -,       -,-1.83,       -,       -,       -,       -,-0.37,-1.07,       -,       -,-0.62
 APARELHOS ELETROELETRÔNICOS,3.69,2.58,2.87,3.69,4.14,4.12,0.93,2.37,3.68,2.78,1.75,2.86,1.63,1.97,1.58,3.41,3.21
 ELETRODOMÉSTICOS E EQUIPAMENTOS,1.93,1.12,1.81,2.59,2.83,2.84,0.13,0.45,3.28,1.1,1.64,2.97,0.87,0.63,0.09,1.38,1.98
 REFRIGERADOR,0.45,1.86,2.1,3.91,2.49,2.71,2.15,-1.49,4.23,0.2,1.89,2.26,-0.74,-0.24,0.17,1.75,1.91
 AR-CONDICIONADO,-0.92,-0.68,       -,-0.35,-0.38,0.29,-0.49,-3.97,-0.58,1.85,-0.05,0.21,0.74,1.69,       -,0.72,-0.35
 MÁQUINA DE LAVAR ROUPA,4.67,1.88,1.6,3.28,4.13,3.38,-2.6,3.9,4.04,2.94,3.14,4.8,1.9,0.53,0.13,2.97,3.04
 VENTILADOR,       -,       -,       -,1.31,       -,       -,-1.57,-2.6,       -,       -,       -,       -,2.28,-1.17,-1.73,1.21,-0.57
 FOGÃO,4.06,0,1.87,2.31,2.92,4.38,2.34,4.96,3.45,-0.43,0.05,3.18,2.88,2.49,1.33,-0.95,2.31
 CHUVEIRO ELÉTRICO,       -,       -,1.13,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.13
" TV, SOM E INFORMÁTICA",5.29,4.56,4,4.84,5.54,5.36,1.69,4.4,4.13,4.67,1.92,2.74,2.79,4.52,3.34,5.42,4.57
 TELEVISOR,3.29,4.68,3.57,4.06,4.5,4.88,2.17,4.62,4.13,7.14,0.83,3.89,1.36,4.12,3.84,3.42,4.12
 APARELHO DE SOM,       -,       -,       -,4.84,       -,       -,       -,       -,1.49,       -,       -,       -,       -,       -,3.34,5.42,2.86
 VIDEOGAME (CONSOLE),       -,       -,       -,7.69,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,7.69
 COMPUTADOR PESSOAL,8.64,4.34,4.62,5.26,7.03,5.74,0.93,4.13,5.16,1.92,3.35,1.13,5.12,5.25,1.7,8.34,5.25
 CONSERTOS E MANUTENÇÃO,-0.23,1.13,0.13,0.33,2.08,0.34,-0.45,-0.22,0.54,0.36,1.14,0.05,-0.17,-1.02,0.6,-0.39,0.86
 CONSERTOS E MANUTENÇÃO,-0.23,1.13,0.13,0.33,2.08,0.34,-0.45,-0.22,0.54,0.36,1.14,0.05,-0.17,-1.02,0.6,-0.39,0.86
 CONSERTO DE REFRIGERADOR,       -,-0.95,       -,0.18,       -,       -,-0.29,       -,0.4,       -,-0.4,       -,       -,       -,0,       -,-0.29
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,1.48,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.48
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,1.8,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.8
 REFORMA DE ESTOFADO,0,1.23,0.17,0,3.12,0.63,       -,-0.74,-0.37,       -,       -,-0.02,-1.01,-2.78,       -,-0.52,1.23
 CONSERTO DE APARELHO CELULAR,       -,1.89,-0.96,0,2.82,-0.14,-1.79,0,0.72,0.15,2.71,1.32,-1.37,0.64,-0.55,0.24,0.65
 CONSERTO DE BICICLETA,-0.29,0.72,0.84,0.99,1.69,0.24,-0.07,-0.18,1.08,0.41,1.38,-0.11,1.14,-1.14,2.33,-1.13,0.91
 VESTUÁRIO,-1.62,0.23,-0.56,-0.44,-0.95,0.22,-0.08,-0.34,-1.14,0.12,-0.71,0.03,-1.06,-0.18,-0.04,-1.29,-0.58
 ROUPAS,-2.02,0.56,-0.1,-0.23,-1.33,0.4,0.15,-0.26,-1.71,0.1,-0.53,0.41,-1.51,0.34,-0.3,-1.05,-0.64
 ROUPA MASCULINA,-0.74,0.23,0.44,0.37,-1.34,-0.99,0.55,0.36,-2.32,-0.16,-0.1,-0.34,-1.69,0.08,0.27,0.27,-0.55
 CALÇA COMPRIDA MASCULINA,-1.66,0.6,1.18,0.26,-2.56,-2.88,0.14,0.09,-2.17,-2.76,0.85,0.53,0.13,-1.13,-0.04,0.59,-1.1
 AGASALHO MASCULINO,       -,0.16,       -,       -,       -,       -,       -,       -,       -,-1.88,       -,       -,       -,       -,       -,       -,-0.56
 BERMUDA/SHORT MASCULINO,-0.3,2.88,0.87,0.88,-1.54,-1.19,0.92,0.5,-1.3,1.19,0.65,-1.13,-2.13,-1.7,-1.1,0.3,-0.15
 CUECA,       -,       -,       -,       -,       -,       -,0.78,       -,       -,       -,       -,       -,       -,-1.25,0.88,       -,0.66
 CAMISA/CAMISETA MASCULINA,-0.61,-0.52,-0.12,0.22,-0.67,-0.01,0.56,0.4,-2.93,1.56,-0.96,-0.47,-2.95,1.97,1.18,0.12,-0.39
 ROUPA FEMININA,-3.24,0.48,-0.23,-1.33,-1.35,1.48,-0.67,-0.72,-2.41,0.34,-0.5,0.5,-1.76,0.21,-1.15,-2.3,-0.88
 CALÇA COMPRIDA FEMININA,-3,0.71,-2.16,-1.96,-2.88,1.69,0.91,-0.67,-2.75,-0.19,0.45,-0.59,-2.82,-0.74,-1.32,-2.75,-1.49
 AGASALHO FEMININO,       -,1.62,-0.75,       -,       -,       -,       -,       -,       -,-2.73,       -,       -,-1.76,       -,       -,       -,0.07
 SAIA,       -,       -,       -,-2.46,       -,       -,-1.09,       -,       -,       -,       -,       -,       -,1.43,-0.35,-0.64,-1.26
 VESTIDO,-2.3,0.86,0,-0.52,-2.99,0.66,-1.91,-0.35,-2.65,-0.93,-1.04,1.66,-2.33,-1.49,-2.63,-2.64,-1.49
 BLUSA,-3.92,0.08,1.35,-1.6,0.59,1.88,-1.94,-0.63,-3.04,1.6,-0.67,0.74,-0.95,1.76,-0.12,-2.63,-0.17
 LINGERIE,       -,-0.76,-0.23,2.31,-2.66,       -,1.19,0.85,0.11,1.49,-0.44,       -,-0.13,3.14,2.5,1.52,-0.53
 BERMUDA/SHORT FEMININO,-3.35,       -,-0.85,-2.99,       -,       -,1.48,-2.42,-2.21,-2.93,-1.29,-2,-2.26,-0.78,-3.43,-2.4,-1.84
 ROUPA INFANTIL,-1.25,1.33,-0.71,1.45,-1.27,0.1,1.16,-0.36,0.84,0,-1.37,1.41,-0.76,1.14,0.22,-0.85,-0.29
 UNIFORME ESCOLAR,       -,       -,0.31,0,-0.07,-1.47,0,-1.54,       -,1.42,-0.06,-2.82,       -,       -,-2.59,0.49,0.0
 CALÇA COMPRIDA INFANTIL,       -,-0.05,-1.31,       -,-2.15,1.13,       -,       -,-0.13,-0.63,-2.43,       -,-1.94,1.24,0.58,       -,-1.22
 AGASALHO INFANTIL,       -,1.96,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.96
 VESTIDO INFANTIL,-2.02,2.77,-0.1,2.6,       -,1.99,1.8,0.76,1.87,       -,-1.51,3.18,3.49,1.78,1.62,-0.51,1.17
 BERMUDA/SHORT INFANTIL,-2.96,       -,       -,-0.19,0.62,       -,1.06,-1.36,-2.17,       -,       -,1.31,0.11,1.06,0.56,-0.72,-0.49
 CAMISA/CAMISETA INFANTIL,-1.53,2.58,-1.65,2.3,-1.28,0.91,1.26,-0.34,1.25,-0.47,-1.76,2.06,-2.7,1.49,1.88,-2.47,-0.32
 CONJUNTO INFANTIL,1.67,-0.93,-0.11,1.54,-2.45,-0.95,1.74,0.24,2.21,-0.37,-1.16,1.76,-0.3,0.27,-1.29,-0.78,-0.55
 CALÇADOS E ACESSÓRIOS,-0.92,-0.97,-1.95,-1.23,-0.29,-1.41,-0.86,-0.89,0.25,0.19,-1.61,-1.36,-0.89,-1.51,0.33,-2.34,-0.74
 CALÇADOS E ACESSÓRIOS,-0.92,-0.97,-1.95,-1.23,-0.29,-1.41,-0.86,-0.89,0.25,0.19,-1.61,-1.36,-0.89,-1.51,0.33,-2.34,-0.74
 SAPATO MASCULINO,1.63,-1.62,-1.73,-2.81,1.39,-1.33,-1.5,-0.8,2.54,-2.26,-2.54,-2.77,-2.89,-2.77,3.09,-0.95,-0.53
 SAPATO FEMININO,-2.09,1.16,-2.08,0.34,0.01,-0.56,1.76,-1.43,0.04,1.32,-2.75,-0.68,0.29,-0.34,-0.75,-1.86,-0.18
 SAPATO INFANTIL,       -,       -,       -,-0.46,       -,       -,0.03,       -,0.71,-1.54,-1.86,       -,-2,-2.75,1.31,-2.26,-0.69
 BOLSA,1.95,0.99,1.56,-3,       -,-1.25,-3.04,-3.64,-3.22,0.09,-2.82,       -,-2.72,1.98,2.03,-3.28,-0.79
 MOCHILA,       -,       -,       -,-2,       -,       -,-3.06,-0.39,       -,       -,       -,       -,       -,-3.24,-2.15,       -,-1.98
 TÊNIS,-1.73,-1.8,-1.81,-1.59,-0.39,-1.8,-1.92,0.14,1.08,0.58,-0.48,-1.98,-0.48,-0.7,-1.58,-2.43,-0.8
 SANDÁLIA/CHINELO,-0.7,-3.34,-3.3,-0.57,-1.76,-2.73,-0.75,-0.71,-1.22,-0.49,-1.25,0.2,-0.12,-3.24,1.28,-2.84,-1.47
 JOIAS E BIJUTERIAS,0.06,2.29,0.37,1.66,0.97,3.4,0.9,2.38,-1.02,0.09,0.95,1.79,1.76,-1.33,1.41,0.05,1.0
 JOIAS E BIJUTERIAS,0.06,2.29,0.37,1.66,0.97,3.4,0.9,2.38,-1.02,0.09,0.95,1.79,1.76,-1.33,1.41,0.05,1.0
 BIJUTERIA,       -,       -,-0.32,       -,       -,3.41,       -,       -,-0.8,       -,       -,       -,       -,       -,       -,0.27,0.27
 JOIA,1.71,2.24,0.64,1.69,1.36,3.39,1.67,3.66,       -,1.21,1.98,1.7,1.76,1.66,1.68,2.02,1.67
 RELÓGIO DE PULSO,-3.87,2.41,       -,1.61,-0.27,       -,-0.71,-0.05,-1.27,-3.2,-2.82,1.98,       -,-2.93,0.71,-2.63,-0.71
 TECIDOS E ARMARINHO,-0.47,0.32,1.12,-1.41,0.37,0.53,1,0.12,0.43,-0.07,-0.23,0.89,0.25,1.95,0.12,0.03,0.27
 TECIDOS E ARMARINHO,-0.47,0.32,1.12,-1.41,0.37,0.53,1,0.12,0.43,-0.07,-0.23,0.89,0.25,1.95,0.12,0.03,0.27
 TECIDO,-0.47,0.69,1.83,-1.41,-0.15,0.53,1,0.12,0.43,0.3,-0.25,1.32,0.25,1.95,0.12,0.03,0.24
 ARTIGOS DE ARMARINHO,       -,-0.32,-0.15,       -,1.4,       -,       -,       -,       -,-0.59,-0.2,0.15,       -,       -,       -,       -,0.39
 TRANSPORTES,-1.86,-1.6,-2.86,-1.47,-1.3,-1.94,-0.79,-2.41,-4.11,-2.41,-1.94,-1.95,-2.51,-2.41,-0.4,-2.3,-1.9
 TRANSPORTES,-1.86,-1.6,-2.86,-1.47,-1.3,-1.94,-0.79,-2.41,-4.11,-2.41,-1.94,-1.95,-2.51,-2.41,-0.4,-2.3,-1.9
 TRANSPORTE PÚBLICO,-2.77,-3.92,-4.71,-2.96,-5.11,-8.64,-4.72,-3.42,-3.54,-7.73,-5.4,-7.53,-5.5,-4.52,-1.74,-2.59,-4.6
 ÔNIBUS URBANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TÁXI,-0.52,0,0,0,0,       -,0,0,0,       -,       -,0,0,0,0,0,-0.11
 TREM,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,0,-0.68,0.18,0,       -,0,0,0,0,0.52,0.78,-0.25,0,0,0,-0.04
 ÔNIBUS INTERESTADUAL,0,       -,-4.71,-0.96,-1.18,0.15,0,0,0,0,-2.59,-0.92,0,1.05,0,-1.75,-1.1
 PASSAGEM AÉREA,-26.46,-24.82,-28.14,-25.05,-30.43,-24.58,-23.42,-26.88,-23.87,-24.48,-30.69,-30.15,-34.54,-15.55,-28.05,-19.2,-27.14
 METRÔ,0,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
 TRANSPORTE POR APLICATIVO,4.03,5.74,-2.62,9.16,9.47,-1.42,       -,-2.49,3.01,       -,4.99,8.16,0.49,       -,5.99,-1.73,5.01
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,-0.18,-0.11,0.19,0.32,0.44,0.31,0.36,0.07,0.01,-0.45,0.08,0.57,0.14,-0.13,0.48,0.56,0.16
 AUTOMÓVEL NOVO,-0.25,-0.72,0.98,1.86,1.14,1.04,1.24,0.46,1.46,0.01,1.41,0.71,0.53,-1.57,1.58,0.71,0.74
 EMPLACAMENTO E LICENÇA,0.3,0.36,0.3,0.27,0.3,0.25,0.26,0.3,0.25,0.35,0.32,0.31,0.2,0.27,0.25,0.24,0.3
 SEGURO VOLUNTÁRIO DE VEÍCULO,-1.31,0,-3.22,-3.43,-2.89,-0.3,-0.13,-2.19,-2.1,-1.96,-2.69,-0.31,-2.1,-2.09,0.48,-0.09,-2.1
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,-0.85,-0.72,-0.07,0.52,-1.49,0.05,-1.66,-0.71,-0.16,2.23,       -,0.01,1.04,-0.4,-0.28,-0.1
 ACESSÓRIOS E PEÇAS,-0.71,0.77,2.2,1.66,1.39,-1.2,0.07,0.54,-0.04,-0.53,-0.68,-1.02,-0.28,2.05,0.9,-0.33,0.62
 PNEU,       -,0.76,1.87,1.76,2.75,0.33,-1.09,0.76,1.3,0.27,1.56,3.06,0.5,1.48,1.97,-0.37,1.51
 CONSERTO DE AUTOMÓVEL,-0.59,0.85,0.22,-1.87,2,0.19,0.34,1.63,-0.06,-1.21,-0.78,0.23,-1.22,0.75,0.12,0.95,0.45
 ESTACIONAMENTO,       -,-1.71,       -,       -,0.21,       -,       -,       -,-0.67,0.04,       -,       -,       -,       -,       -,       -,-0.04
 PEDÁGIO,       -,0,       -,       -,0,       -,       -,       -,       -,0,       -,0,       -,       -,       -,       -,0.0
 AUTOMÓVEL USADO,-0.15,-1.04,-0.06,       -,-0.16,-1.3,0.36,-0.31,-0.55,-1.31,0.45,1.16,1.03,-0.29,-0.15,-0.3,-0.31
 PINTURA DE VEÍCULO,       -,       -,2.28,1.47,       -,       -,       -,       -,1.05,       -,       -,       -,       -,       -,       -,       -,1.73
 ALUGUEL DE VEÍCULO,0.16,       -,       -,       -,       -,       -,-1.19,       -,9.37,       -,       -,       -,       -,       -,       -,       -,2.36
 MOTOCICLETA,-0.22,0.05,-0.27,-1.08,0.59,1.27,0,-2.11,-1.88,0.43,-2.75,0.08,0.79,2,0,1.6,-0.2
 COMBUSTÍVEIS (VEÍCULOS),-4.27,-3.11,-6.86,-3.84,-3.03,-2.28,-0.4,-6.22,-12.03,-5.6,-5.12,-6.75,-6.12,-6.54,-1.25,-6.8,-4.56
 GASOLINA,-4.83,-3.03,-6.61,-3.59,-2.34,-1.84,-0.22,-6.41,-12.12,-5.13,-5.72,-6.7,-6.04,-6.29,-0.94,-6.75,-4.35
 ETANOL,-4.61,       -,-8.74,-7.05,-5.06,-8.4,       -,       -,-13.71,-8.18,-1.68,       -,-6.88,       -,       -,       -,-5.96
 ÓLEO DIESEL,-2.14,-6.08,-7.4,-7.38,-6.18,-8.81,-6.15,-3.14,-8.26,-5.77,-5.98,-7.86,-7.49,-8.41,-6.44,-8.35,-6.44
 GÁS VEICULAR,-1.06,       -,       -,       -,       -,       -,       -,-4.08,       -,       -,       -,       -,       -,       -,       -,       -,-1.22
