"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JUNHO DE 2020",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 SOPA DESIDRATADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.76,0.0,0.0,-0.43,0.0,0.0,0.0,-0.71
 AZEITONA,0.02,-1.6,0.64,0.02,0.52,-2.07,0.0,-1.0,0.0,-0.21,2.24,6.06,0.12,-0.16,0.0,0.0,0.33
 MILHO-VERDE EM CONSERVA,0.2,0.43,-0.37,-0.46,-1.25,0.0,-0.4,0.83,0.33,-0.23,0.92,-1.21,-3.31,1.43,0.28,1.93,-0.37
 ATUM EM CONSERVA,-1.14,0.43,0.0,1.26,0.77,0.83,0.0,0.0,1.92,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
 SAL E CONDIMENTOS,0.16,-0.29,3.51,1.48,3.44,1.14,0.4,1.78,-2.37,-0.09,1.64,1.62,1.34,2.97,1.71,0.11,1.55
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76
 ATOMATADO,0.04,0.52,2.58,0.75,1.71,2.34,-0.64,1.08,1.86,0.55,0.15,1.8,3.65,0.47,0.7,-1.67,1.25
 ALHO,-0.3,0.0,5.95,3.62,7.32,1.26,2.62,3.87,-6.52,-1.39,2.81,2.41,0.91,5.41,2.29,1.67,2.62
 SAL,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,1.61,-1.0,0.66,1.44
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.12
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 FERMENTO,0.0,-0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.11,0.0,0.0,0.0,0.0,0.0,0.0,-1.58
 MAIONESE,2.13,-1.21,0.38,0.02,1.87,1.22,-1.14,-1.03,0.0,2.3,0.0,-2.57,-0.24,0.27,0.0,0.0,1.04
 VINAGRE,0.0,-1.94,0.0,0.29,-0.23,-0.53,-1.45,0.0,1.78,0.0,0.0,0.0,0.0,0.0,-1.55,0.09,-0.46
 CALDO CONCENTRADO,0.0,-0.6,0.0,-0.66,0.0,0.0,0.0,-0.65,0.6,0.0,-3.06,1.77,0.0,0.0,0.0,0.0,-0.74
 TEMPERO MISTO,0.0,1.0,0.87,0.67,1.79,-0.61,-0.67,0.09,0.46,-0.68,3.82,0.78,-0.3,-2.36,5.63,0.53,1.09
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.51,0.8,-1.27,0.25,0.74,0.34,-1.12,-0.08,0.32,0.68,-0.46,0.74,0.41,0.54,0.42,1.04,0.22
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.51,0.8,-1.27,0.25,0.74,0.34,-1.12,-0.08,0.32,0.68,-0.46,0.74,0.41,0.54,0.42,1.04,0.22
 REFEIÇÃO,-0.73,1.14,-0.78,0.38,-0.1,0.19,-0.04,0.49,-0.32,0.26,-1.76,0.18,-0.89,1.01,0.67,1.23,-0.07
 LANCHE,0.11,0.48,-2.88,0.54,2.76,0.43,-3.54,-1.34,2.03,2.18,1.71,3.01,2.43,0.0,0.41,0.86,1.01
 REFRIGERANTE E ÁGUA MINERAL,-0.27,-1.81,1.28,-0.77,-1.92,1.75,-0.85,-0.89,1.59,-2.19,0.55,-0.52,1.97,-2.16,-0.84,0.07,-0.85
 CAFEZINHO,0.0,1.25,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28
 CERVEJA,-0.67,-2.32,1.97,-1.71,1.41,1.57,-0.07,-1.4,-0.75,-2.37,-2.29,-2.08,1.11,-0.19,-0.06,-0.05,-0.07
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,-1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.66,0.6,0.0,0.24,0.0,-0.88
 VINHO,-1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.17
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46,0.0,0.0,0.0,0.0,1.04,-0.18
 SORVETE,0.0,0.0,0.0,0.0,-1.97,0.0,0.0,-0.16,0.58,1.12,-0.96,0.0,2.21,2.71,0.0,1.47,-0.68
 HABITAÇÃO,-0.07,-0.36,-0.13,0.37,0.04,0.67,0.14,1.27,0.28,-0.11,-1.01,1.58,-0.11,0.22,-0.36,-0.36,0.04
 ENCARGOS E MANUTENÇÃO,-0.06,0.07,0.01,0.04,0.14,0.94,-0.16,-0.26,-0.05,-0.24,-0.43,0.47,0.37,0.14,-0.07,0.02,0.05
 ALUGUEL E TAXAS,-0.09,0.04,-0.12,-0.05,0.17,1.02,-0.01,-0.43,-0.07,-0.11,-0.3,0.26,0.56,0.05,0.59,0.07,0.07
 ALUGUEL RESIDENCIAL,0.34,-0.23,-0.06,0.04,0.32,-0.3,0.0,-0.78,0.01,-0.03,-0.33,0.61,1.25,0.07,1.1,0.02,0.12
 CONDOMÍNIO,-0.63,0.54,-0.47,-0.27,0.05,0.76,-0.02,0.0,-0.23,-0.42,-0.74,-0.08,-0.76,0.0,-0.19,0.23,-0.09
 TAXA DE ÁGUA E ESGOTO,0.0,0.0,0.0,0.0,0.0,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.73,0.0,0.0,0.0,-3.73
 REPAROS,0.53,0.61,-0.1,-0.26,0.0,0.45,-0.6,0.83,0.76,-0.59,-0.37,1.39,-0.28,0.35,-0.69,-0.23,0.08
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,-1.71,0.0,0.0,0.0,-0.18,0.0,0.0,0.52,0.0,0.0,-1.09
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,2.98,0.0,0.0,0.0,0.0,-5.62,0.0,1.91
 VIDRO,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61
 TINTA,0.87,0.91,1.54,3.04,2.13,-0.15,-1.23,-0.39,1.45,-0.11,0.27,2.56,-0.48,-0.12,0.72,-3.8,1.24
 REVESTIMENTO DE PISO E PAREDE,2.23,1.32,-0.69,-3.36,-2.06,0.0,0.86,2.6,2.96,-4.41,-1.65,2.85,0.0,2.1,-1.1,1.04,-0.75
 MADEIRA E TACO,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.82,-2.55,0.0,0.69
 CIMENTO,0.0,0.0,0.0,1.3,0.0,0.0,-4.24,3.03,2.24,0.0,0.0,1.39,0.32,-0.27,0.09,0.0,0.09
 TIJOLO,1.59,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,0.95,2.81,0.0,0.44,1.89,0.0,1.21
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.83,0.0,0.0,0.0,-0.57,0.0,0.0,0.0,0.97
 MÃO DE OBRA,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21
 AREIA,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,-0.74,0.0,0.31
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,-0.62
 TELHA,0.0,1.72,-2.94,3.59,0.0,0.0,0.26,0.0,0.0,0.66,0.0,0.0,0.0,0.0,-3.3,0.0,0.26
 ARTIGOS DE LIMPEZA,-1.04,-0.49,1.32,1.17,-0.02,0.36,-0.3,-0.21,-1.0,-0.88,-1.71,1.07,-0.41,-0.02,-1.08,-0.07,-0.19
 SACO PARA LIXO,0.0,-0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41,0.0,0.0,0.0,-0.47
 ÁGUA SANITÁRIA,1.29,1.12,-1.46,-0.25,0.8,0.9,0.4,1.64,-0.17,0.0,-1.61,0.0,0.92,-2.88,1.39,0.09,0.4
 DETERGENTE,0.15,0.2,1.04,2.28,0.69,0.82,0.34,2.08,-0.89,-3.69,0.35,-0.6,2.33,-0.53,0.0,-0.38,0.34
 SABÃO EM PÓ,-0.47,1.2,1.85,2.08,0.7,-0.02,0.22,-2.74,-0.11,-0.06,-3.34,2.66,-0.55,1.05,-2.09,0.18,0.22
 DESINFETANTE,-3.46,-1.56,0.33,-2.74,-0.57,-2.77,-1.57,-0.81,-4.23,-2.36,-1.55,-1.11,0.0,0.0,-3.87,0.0,-1.56
 SABÃO EM BARRA,-4.19,0.0,-0.33,1.18,0.0,0.0,-0.75,-1.35,-0.9,0.0,0.0,0.6,1.53,-0.03,0.41,-0.64,-0.75
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,2.62,0.0,0.0,0.0,0.0,0.53
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,-2.02,0.0,0.0,0.0,0.0,0.0,0.57,-0.51
 LIMPADOR MULTIUSO,0.0,-4.43,0.0,0.0,-2.49,3.21,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,-1.79
 PAPEL TOALHA,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15
 AMACIANTE E ALVEJANTE,-2.95,-1.74,2.9,1.74,-0.96,-0.47,-0.66,1.2,-1.31,-0.5,-0.65,0.71,-2.94,-1.0,0.0,-0.81,-0.66
 COMBUSTÍVEIS E ENERGIA,-0.09,-1.07,-0.34,0.85,-0.22,-0.21,0.39,3.78,0.78,0.13,-1.95,3.39,-0.71,0.27,-0.61,-1.01,0.0
 COMBUSTÍVEIS (DOMÉSTICOS),0.14,1.51,-0.76,1.91,2.86,-1.32,0.16,1.64,1.52,2.02,0.15,-0.35,-0.62,1.11,-0.59,0.38,1.23
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.59,0.0,-0.4
 GÁS DE BOTIJÃO,0.24,1.51,-0.76,1.91,3.86,-1.32,0.18,1.64,1.52,2.37,0.15,-0.35,-0.62,1.11,-0.59,0.38,1.41
 GÁS ENCANADO,-0.09,0.0,0.0,0.0,-0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18
 ENERGIA ELÉTRICA RESIDENCIAL,-0.14,-1.68,-0.22,0.49,-1.09,0.07,0.45,4.61,0.52,-0.42,-2.46,4.4,-0.73,0.03,-0.62,-1.49,-0.34
 ENERGIA ELÉTRICA RESIDENCIAL,-0.14,-1.68,-0.22,0.49,-1.09,0.07,0.45,4.61,0.52,-0.42,-2.46,4.4,-0.73,0.03,-0.62,-1.49,-0.34
 ARTIGOS DE RESIDÊNCIA,1.67,1.02,1.51,1.07,1.88,0.91,0.24,0.45,0.77,0.55,1.26,2.3,1.27,0.12,0.95,1.55,1.3
 MÓVEIS E UTENSÍLIOS,-1.01,-0.29,-0.38,0.19,-0.19,-0.67,-1.94,-1.29,-1.3,-1.58,0.19,-0.36,-0.85,-1.99,-1.89,0.65,-0.62
 MOBILIÁRIO,-1.69,0.04,-0.33,0.32,-1.11,-1.5,-3.58,-1.7,-2.64,-3.52,0.0,-1.31,-1.58,-4.5,-3.14,0.6,-1.33
 MÓVEL PARA SALA,-2.76,0.76,0.95,-0.45,-2.89,-0.81,-3.14,-2.38,-1.81,-3.97,-2.07,-3.49,-3.86,-4.97,-3.72,1.79,-1.94
 MÓVEL PARA QUARTO,-0.76,-0.71,-1.26,0.62,0.77,-2.03,-4.2,-1.32,-2.44,-2.98,1.96,-0.29,-0.88,-4.92,-3.55,0.83,-0.73
 MÓVEL PARA COPA E COZINHA,-1.44,-0.47,-0.71,-0.99,-2.18,-1.55,-2.88,-2.52,-4.98,-4.91,-1.13,-0.68,-0.52,-4.16,-2.9,-0.01,-2.12
 MÓVEL INFANTIL,0.0,0.0,0.0,2.7,0.0,0.0,0.0,-0.55,-1.34,0.43,0.61,0.0,-1.59,-0.9,1.82,-2.54,0.22
 COLCHÃO,0.0,2.1,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11
 UTENSÍLIOS E ENFEITES,-0.34,-0.13,0.21,-0.11,0.94,0.13,0.11,-0.18,-0.61,0.59,0.18,0.36,0.2,1.47,-0.36,0.24,0.29
 ARTIGOS DE ILUMINAÇÃO,1.78,-1.45,-2.79,-0.89,-0.22,0.27,-0.23,0.36,2.78,-0.08,0.0,0.0,-0.27,0.0,0.02,-0.22,-0.23
 TAPETE,-0.42,-0.79,0.0,0.0,-0.37,-0.36,-0.39,0.0,-1.2,0.29,0.16,-0.38,-0.53,0.0,0.0,0.0,-0.39
 CORTINA,-1.14,-0.17,1.01,-1.36,0.15,0.04,0.0,0.13,0.1,1.35,-0.83,0.14,0.0,0.0,0.0,0.0,0.13
 UTENSÍLIOS DE METAL,-0.97,-0.7,0.91,1.6,3.21,0.54,0.76,0.27,-1.88,0.22,0.9,1.08,1.3,2.07,-0.72,0.79,1.02
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,0.7,-0.7,-0.71,-0.35,-0.37,-2.52,-1.94,1.08,0.0,1.22,-1.27,0.04,0.34,-0.44,-0.36
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,-1.33,0.0,0.0,0.0,-0.68,-0.26,-0.4
 FLORES NATURAIS,0.0,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,0.65,-1.65,0.0,0.0,0.0,0.49,0.0,0.0,1.32,0.06,-0.91,0.0,0.0,0.0,0.25
" CAMA, MESA E BANHO",1.13,-1.96,-1.75,0.14,2.54,1.65,0.5,-0.47,2.33,2.85,1.39,2.6,0.05,2.28,0.65,1.8,0.92
 ROUPA DE CAMA,1.13,-1.96,-1.75,1.38,2.54,1.65,0.5,0.52,2.33,2.85,1.39,2.6,-1.64,2.84,0.65,1.8,0.98
 ROUPA DE BANHO,0.0,0.0,0.0,-3.44,0.0,0.0,0.0,-2.7,0.0,0.0,0.0,0.0,3.94,0.29,0.0,0.0,-1.25
 APARELHOS ELETROELETRÔNICOS,3.92,2.51,4.08,2.16,3.93,2.81,1.96,2.31,2.95,2.9,2.41,5.77,4.12,2.42,3.98,2.77,3.34
 ELETRODOMÉSTICOS E EQUIPAMENTOS,2.96,1.43,3.11,1.32,4.27,1.65,1.17,2.5,3.68,2.47,0.78,4.69,4.11,1.67,2.35,1.61,2.92
 REFRIGERADOR,3.22,3.8,3.17,-0.07,4.84,0.53,-0.09,2.4,4.92,2.8,0.24,7.86,5.88,1.69,2.75,2.42,3.37
 AR-CONDICIONADO,1.01,-0.91,0.0,-1.06,2.24,0.42,2.21,1.84,1.14,1.69,1.03,0.33,0.01,3.77,0.0,-0.86,0.94
 MÁQUINA DE LAVAR ROUPA,2.73,-0.48,3.3,2.89,4.71,3.72,4.18,3.59,1.19,1.21,2.13,3.52,2.81,1.38,3.57,1.63,2.99
 VENTILADOR,0.0,0.0,0.0,4.14,0.0,0.0,-0.08,2.37,0.0,0.0,0.0,0.0,4.02,-0.38,1.87,0.83,2.19
 FOGÃO,4.29,2.64,3.74,2.54,3.55,1.23,-1.14,2.16,5.37,4.15,-0.1,3.51,4.72,1.04,1.09,3.27,3.27
 CHUVEIRO ELÉTRICO,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
" TV, SOM E INFORMÁTICA",4.77,3.92,5.11,3.01,3.57,3.9,2.7,2.11,2.11,3.38,4.79,7.01,4.12,3.79,5.84,3.88,3.8
 TELEVISOR,4.76,2.98,4.51,1.75,2.59,3.83,2.65,1.48,2.99,2.92,5.04,8.72,5.77,3.38,6.11,3.39,3.38
 APARELHO DE SOM,0.0,0.0,0.0,3.01,0.0,0.0,0.0,0.0,-2.76,0.0,0.0,0.0,0.0,0.0,5.84,3.88,0.58
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78
 COMPUTADOR PESSOAL,4.79,5.61,5.95,4.54,4.96,3.95,2.79,2.92,2.49,3.92,4.46,4.56,1.54,4.53,4.9,4.55,4.53
 CONSERTOS E MANUTENÇÃO,1.24,0.33,0.17,-0.07,2.21,1.25,0.48,1.26,-0.13,1.49,1.06,0.03,-0.95,-0.93,0.75,0.93,1.15
 CONSERTOS E MANUTENÇÃO,1.24,0.33,0.17,-0.07,2.21,1.25,0.48,1.26,-0.13,1.49,1.06,0.03,-0.95,-0.93,0.75,0.93,1.15
 CONSERTO DE REFRIGERADOR,0.0,0.31,0.0,-0.77,0.0,0.0,0.23,0.0,0.52,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.23
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,-3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.61
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
 REFORMA DE ESTOFADO,-1.57,-0.41,-0.31,0.0,-2.03,2.09,0.0,-0.92,0.0,0.0,0.0,0.0,0.84,-3.25,0.0,1.73,-0.74
 CONSERTO DE APARELHO CELULAR,0.0,0.31,0.86,0.0,1.23,-0.04,0.0,1.22,-1.18,1.05,0.8,0.24,-0.82,-0.48,0.67,1.76,0.52
 CONSERTO DE BICICLETA,1.87,1.25,-0.13,0.16,3.45,0.91,2.38,2.28,1.08,1.59,1.5,0.01,-1.52,-0.59,1.39,-0.83,2.05
 VESTUÁRIO,-1.33,-0.21,-0.36,-1.09,-0.25,0.01,-0.02,-0.28,-1.28,0.18,-0.32,-0.82,-1.83,-0.63,-1.58,-0.17,-0.46
 ROUPAS,-1.71,-0.01,-0.13,-1.36,-0.14,0.04,-0.03,0.15,-1.97,-0.1,-0.28,-1.3,-2.36,-0.52,-1.83,-0.05,-0.5
 ROUPA MASCULINA,-1.63,1.16,0.26,-1.22,1.05,-0.92,0.4,0.45,-1.5,-0.36,0.63,-0.3,-3.12,0.43,-2.2,0.03,0.02
 CALÇA COMPRIDA MASCULINA,-0.98,0.88,1.24,-0.91,2.26,0.45,1.07,-1.54,-0.22,-2.42,0.14,-1.5,-3.54,-0.73,-2.43,-1.1,0.42
 AGASALHO MASCULINO,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,1.85
 BERMUDA/SHORT MASCULINO,-0.51,-1.11,0.37,-2.59,-0.18,-1.61,-1.52,0.19,-1.97,0.45,-0.36,-1.95,-2.43,0.06,-0.98,-0.03,-0.77
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.38,0.0,0.24
 CAMISA/CAMISETA MASCULINA,-2.16,1.44,-0.36,-0.83,0.69,-1.47,0.99,1.36,-1.88,0.5,1.31,0.87,-2.98,1.34,-3.25,0.55,-0.03
 ROUPA FEMININA,-2.19,-0.93,-0.13,-2.05,-0.8,0.58,-0.38,-0.21,-2.68,0.04,-1.11,-2.64,-2.91,-1.23,-1.78,-0.83,-0.95
 CALÇA COMPRIDA FEMININA,-2.63,-0.36,1.72,-2.92,2.74,1.37,-0.26,-0.09,-3.11,2.23,-2.95,-3.14,-2.94,-2.42,-0.87,-0.69,0.46
 AGASALHO FEMININO,0.0,0.71,-1.49,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.23,0.0,0.0,0.0,0.19
 SAIA,0.0,0.0,0.0,0.23,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,-2.9,-3.16,-2.27,-0.12
 VESTIDO,0.05,-1.99,-2.24,-3.41,-1.89,-0.81,-0.94,3.33,-2.67,-1.98,1.95,-2.53,-2.88,-2.17,-3.0,-2.96,-1.51
 BLUSA,-3.22,-1.32,0.68,-2.0,-2.96,1.05,0.01,-1.89,-2.33,-0.54,-2.26,-2.8,-3.64,0.9,-1.15,0.72,-1.72
 LINGERIE,0.0,-1.63,-1.44,-0.96,2.42,0.0,0.58,-2.44,-2.64,0.23,0.38,0.0,-1.84,-2.61,-2.04,-0.6,0.1
 BERMUDA/SHORT FEMININO,-3.21,0.0,-1.74,0.65,0.0,0.0,-2.16,-0.01,-2.94,1.39,0.26,-1.07,-3.73,0.35,-1.37,-1.98,-1.36
 ROUPA INFANTIL,-0.61,0.15,-0.8,0.09,-0.67,0.23,-0.17,0.49,-1.49,0.02,-0.11,0.08,-0.24,-0.98,-1.16,1.47,-0.41
 UNIFORME ESCOLAR,0.0,0.0,1.85,0.0,0.11,-2.44,-1.12,-1.39,0.0,-0.62,0.61,1.84,0.0,0.0,-0.86,1.08,-0.1
 CALÇA COMPRIDA INFANTIL,0.0,1.86,-1.37,0.0,-0.22,-2.67,0.0,0.0,-3.0,-0.23,0.62,0.0,-1.0,-3.67,-2.73,0.0,-0.48
 AGASALHO INFANTIL,0.0,-0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.74
 VESTIDO INFANTIL,0.38,0.66,-2.91,1.62,0.0,-0.5,-2.25,2.14,-2.11,0.0,1.0,1.49,-0.59,0.39,0.86,1.38,-0.5
 BERMUDA/SHORT INFANTIL,0.36,0.0,0.0,-0.44,-1.19,0.0,1.92,2.13,-1.37,0.0,0.0,-0.19,-2.14,-2.15,-1.53,3.0,-0.55
 CAMISA/CAMISETA INFANTIL,-2.88,-1.26,-1.41,-0.81,-2.97,2.23,0.13,0.99,-2.48,-0.36,-1.04,0.45,0.7,1.03,-2.38,1.19,-1.56
 CONJUNTO INFANTIL,2.24,1.36,-0.34,0.43,2.07,3.33,1.29,-0.94,1.07,1.64,-0.94,-1.56,0.55,-0.52,-1.41,1.37,1.16
 CALÇADOS E ACESSÓRIOS,-0.8,-1.2,-1.15,-0.92,-0.56,-0.27,-0.2,-1.78,0.53,0.38,-0.75,0.17,-1.62,-1.42,-1.54,-0.38,-0.61
 CALÇADOS E ACESSÓRIOS,-0.8,-1.2,-1.15,-0.92,-0.56,-0.27,-0.2,-1.78,0.53,0.38,-0.75,0.17,-1.62,-1.42,-1.54,-0.38,-0.61
 SAPATO MASCULINO,-0.01,0.53,-0.16,2.68,-2.76,-2.68,1.53,-1.48,2.27,-0.27,1.61,0.61,-2.98,-2.87,-1.77,-2.12,-0.27
 SAPATO FEMININO,-1.21,-2.82,-2.92,-1.4,-0.03,2.5,-1.91,-2.15,-0.74,1.37,-2.34,-1.38,1.47,-1.73,-2.05,0.44,-0.81
 SAPATO INFANTIL,0.0,0.0,0.0,0.24,0.0,0.0,-0.78,0.0,1.79,-0.07,-0.38,0.0,-1.38,-3.18,1.68,-0.06,0.24
 BOLSA,0.63,2.13,-0.44,-1.0,0.0,-0.2,0.84,-3.5,-2.48,-1.5,1.26,0.0,-0.87,2.99,-1.06,0.3,-0.31
 MOCHILA,0.0,0.0,0.0,-2.48,0.0,0.0,-0.48,2.29,0.0,0.0,0.0,0.0,0.0,-0.51,0.77,0.0,-0.16
 TÊNIS,-1.14,-1.12,-0.4,-1.25,-0.06,-1.96,-0.35,-2.62,0.57,0.41,-2.89,0.84,-2.6,0.09,-0.83,-2.83,-0.53
 SANDÁLIA/CHINELO,-0.78,-0.96,-1.47,-2.59,-1.66,-0.38,-0.75,-1.37,0.77,-0.18,1.5,0.0,-1.95,-2.58,-2.7,1.73,-1.02
 JOIAS E BIJUTERIAS,0.71,2.44,0.37,1.34,-0.68,-0.25,0.87,2.85,-2.51,3.47,0.89,0.77,0.93,1.32,0.65,-1.09,0.54
 JOIAS E BIJUTERIAS,0.71,2.44,0.37,1.34,-0.68,-0.25,0.87,2.85,-2.51,3.47,0.89,0.77,0.93,1.32,0.65,-1.09,0.54
 BIJUTERIA,0.0,0.0,-0.7,0.0,0.0,-4.32,0.0,0.0,-2.58,0.0,0.0,0.0,0.0,0.0,0.0,-3.04,-2.23
 JOIA,0.49,1.96,0.79,0.48,-1.52,1.25,0.47,2.82,0.0,3.63,0.77,0.82,0.93,0.59,0.0,-2.42,0.47
 RELÓGIO DE PULSO,1.28,3.79,0.0,2.5,2.0,0.0,1.73,2.91,-2.44,2.99,1.33,0.66,0.0,1.73,2.36,2.69,1.73
 TECIDOS E ARMARINHO,-0.05,0.93,1.15,-0.51,1.58,2.09,1.39,0.72,1.22,1.32,-0.08,2.04,1.62,0.52,0.04,0.69,1.11
 TECIDOS E ARMARINHO,-0.05,0.93,1.15,-0.51,1.58,2.09,1.39,0.72,1.22,1.32,-0.08,2.04,1.62,0.52,0.04,0.69,1.11
 TECIDO,-0.05,1.5,1.88,-0.51,2.11,2.09,1.39,0.72,1.22,2.32,-0.25,2.04,1.62,0.52,0.04,0.69,1.29
 ARTIGOS DE ARMARINHO,0.0,-0.09,-0.18,0.0,0.52,0.0,0.0,0.0,0.0,-0.06,0.33,2.03,0.0,0.0,0.0,0.0,0.24
 TRANSPORTES,-0.76,-0.2,-0.2,1.34,0.15,0.31,-2.03,-0.18,2.41,1.85,1.37,0.31,1.08,0.88,-0.88,-0.13,0.31
 TRANSPORTES,-0.76,-0.2,-0.2,1.34,0.15,0.31,-2.03,-0.18,2.41,1.85,1.37,0.31,1.08,0.88,-0.88,-0.13,0.31
 TRANSPORTE PÚBLICO,-3.46,-5.9,-3.8,-2.62,-4.18,-10.18,-5.57,-2.04,-3.56,-7.48,-7.09,-6.35,-4.27,-4.61,-1.7,-2.39,-4.52
 ÔNIBUS URBANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TÁXI,-1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35
 TREM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÔNIBUS INTERMUNICIPAL,0.0,0.0,-0.1,0.54,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,0.83,0.0,0.0,-0.94,0.0,-0.01
 ÔNIBUS INTERESTADUAL,0.0,0.0,-2.08,-1.96,-1.37,-1.04,0.0,-2.63,0.0,0.0,-3.43,0.28,0.0,0.34,0.71,0.58,-0.87
