"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - FEVEREIRO DE 2020",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.42,0.57,0.32,0.44,-0.07,0.16,-0.23,0.75,0.65,0.01,0.75,0.44,0.02,0.81,0.01,0.53,0.22
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.42,0.57,0.32,0.44,-0.07,0.16,-0.23,0.75,0.65,0.01,0.75,0.44,0.02,0.81,0.01,0.53,0.22
 REFEIÇÃO,0.39,0.86,0.14,0.56,0.36,0.12,-0.44,0.75,1.2,-0.46,0.92,0.03,-0.19,-0.25,-0.06,0.3,0.35
 LANCHE,0.5,0.1,0.59,0.45,-0.94,0.59,0.64,0.72,-0.3,0.89,0.66,1.07,0.54,2.75,0.96,0.91,0.02
 REFRIGERANTE E ÁGUA MINERAL,-0.66,0.33,1.67,-0.39,0.82,0.71,2.14,0.25,1.29,-0.13,1.87,2.32,-0.35,-0.86,0.16,0.37,0.69
 CAFEZINHO,       -,-3.46,       -,       -,1.71,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.23
 CERVEJA,0.3,0.79,0.41,-0.6,-1.54,-1.91,-2.99,2.29,-0.41,0.49,-0.8,0.43,-1.2,1.61,-2.24,1.44,-0.62
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,0.3,       -,       -,       -,       -,       -,       -,       -,0.5,0.42,       -,0.2,       -,0.34
 VINHO,1.56,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.56
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.08,       -,       -,       -,       -,1.91,0.27
 SORVETE,       -,       -,       -,       -,-1.67,       -,       -,-1.41,1.67,0.42,2.13,       -,2.58,0.38,       -,0.26,-0.4
 HABITAÇÃO,-1.07,-0.6,-0.58,-0.76,-0.1,-0.79,-0.63,0.13,-0.4,-0.56,-0.18,0.84,-0.22,-0.94,0.12,-0.14,-0.39
 ENCARGOS E MANUTENÇÃO,-0.43,0.01,0.1,0.11,0.3,-0.23,0.13,0.14,0.58,0.07,-0.04,0.18,0.3,0.45,0.41,0.11,0.12
 ALUGUEL E TAXAS,-0.51,-0.2,0.02,0,0.39,-0.27,0.48,0.27,0.62,0.01,-0.06,0.11,0.27,1.09,0.49,0.23,0.13
 ALUGUEL RESIDENCIAL,0.11,-0.48,0.14,0,0.36,-0.18,0.2,0.45,0.37,0.25,0.19,0.11,-0.5,1.56,0.84,-0.45,0.19
 CONDOMÍNIO,-1.44,0.05,-0.3,0,0.63,-0.55,1.14,0.1,1.43,-0.42,-0.81,0.23,0.95,0.15,1.13,1.73,0.1
 TAXA DE ÁGUA E ESGOTO,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0.03
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,0.0
 REPAROS,-0.14,1.26,0.64,0.49,-0.2,0.8,-0.53,-0.2,0.04,0.61,-0.91,0.58,-0.81,-0.37,0.02,0.14,0.1
 FERRAGENS,       -,       -,       -,       -,       -,       -,-0.74,       -,       -,       -,1.06,       -,       -,-1.71,       -,       -,-0.24
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,2.49,       -,       -,       -,1.73,       -,       -,       -,       -,-1.65,       -,1.69
 VIDRO,       -,       -,       -,       -,       -,0.13,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.13
 TINTA,-0.52,2.6,0.41,0.63,-0.07,1.27,-0.09,1.74,-0.09,0.67,0.15,-1.89,-1.28,0.12,-0.22,-0.19,0.32
 REVESTIMENTO DE PISO E PAREDE,0.94,1.72,2.99,1.28,-0.58,       -,-3.38,-0.35,-1.04,1.88,-3.57,1.63,       -,-2.99,-0.5,0.22,0.01
 MADEIRA E TACO,       -,0.83,       -,       -,       -,       -,       -,-3.12,       -,       -,       -,       -,       -,-1.18,-4.65,       -,-1.06
 CIMENTO,       -,       -,       -,0.44,       -,       -,1.6,-0.85,-0.82,       -,       -,0.58,-4.92,0.63,2.74,       -,0.54
 TIJOLO,-2.86,       -,       -,       -,       -,       -,0.45,       -,       -,       -,-0.4,2.26,       -,0.43,-0.41,       -,-0.9
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,-3.08,       -,       -,       -,2.85,       -,       -,       -,-2.7,       -,       -,       -,-2.39
 MÃO DE OBRA,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
 AREIA,-0.7,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.28,       -,       -,       -,-1.07,       -,-0.61
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.71,       -,       -,2.71
 TELHA,       -,2.78,0.93,0.57,       -,       -,-1.2,       -,       -,-0.78,       -,       -,       -,       -,2.05,       -,0.81
 ARTIGOS DE LIMPEZA,0.16,-0.3,0.17,0.44,0.29,-1.11,-0.77,-0.54,0.98,-0.27,0.89,0.15,1.49,0.26,0.97,-0.87,0.15
 SACO PARA LIXO,       -,1.32,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.27,       -,       -,       -,0.81
 ÁGUA SANITÁRIA,-0.46,-0.26,-0.48,2.22,-1.88,0.26,-3.67,0.98,-0.5,       -,-2.34,       -,1.4,0.59,1.49,-2.05,-0.93
 DETERGENTE,0.37,-0.9,-1.26,-1.02,0.26,0.74,-0.78,-2.49,0.95,-0.59,0.97,-1.59,1.01,1.78,       -,0.4,-0.22
 SABÃO EM PÓ,1.53,-0.09,1.3,0.25,1.19,-2.45,-1.61,-0.06,1.76,-2.13,1.93,1.63,2.81,-0.44,1.74,-1.73,0.66
 DESINFETANTE,-1.36,0.27,1.36,-1.7,1.67,0.68,2.58,-0.02,0.77,1.16,1.18,0.46,       -,       -,0.11,       -,0.87
 SABÃO EM BARRA,-0.23,       -,-3.11,-0.17,       -,       -,-1.09,-0.17,0.75,       -,       -,-1.13,0.51,0.82,-1.46,0.98,-0.78
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.71,       -,1.24,       -,       -,       -,       -,-0.46
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,-0.42,       -,       -,       -,1.14,       -,       -,       -,       -,       -,-2.02,0.3
 LIMPADOR MULTIUSO,       -,0.8,       -,       -,2.36,-0.28,       -,       -,       -,3.19,       -,       -,       -,       -,       -,       -,2.09
 PAPEL TOALHA,-2.14,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.14
 AMACIANTE E ALVEJANTE,-0.27,-0.58,0.56,3.01,-0.92,-2.08,0,-0.66,0.71,1,0.4,-0.52,0.9,0.94,2.22,1.28,-0.14
 COMBUSTÍVEIS E ENERGIA,-2.17,-1.59,-1.53,-2.01,-1.08,-2.55,-1.23,0.11,-1.92,-1.67,-0.42,1.87,-0.85,-1.83,-0.12,-0.58,-1.32
 COMBUSTÍVEIS (DOMÉSTICOS),-0.56,-0.8,-0.76,-1.11,1.12,-0.32,0.29,-0.27,-0.48,0.44,0.64,0.14,0.52,0.28,0.04,-0.87,0.08
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,2.04,       -,       -,       -,       -,       -,       -,       -,-0.35,       -,0.82
 GÁS DE BOTIJÃO,-0.44,-0.8,-0.76,-1.11,1.5,-0.32,0.22,-0.27,-0.48,-0.22,0.64,0.14,0.52,0.28,0.08,-0.87,0.07
 GÁS ENCANADO,-0.81,       -,       -,       -,-0.05,       -,       -,       -,       -,4.49,       -,       -,       -,       -,       -,       -,0.18
 ENERGIA ELÉTRICA RESIDENCIAL,-2.57,-1.77,-1.74,-2.31,-1.67,-3.07,-1.62,0.25,-2.43,-2.27,-0.68,2.32,-1.21,-2.43,-0.2,-0.48,-1.71
 ENERGIA ELÉTRICA RESIDENCIAL,-2.57,-1.77,-1.74,-2.31,-1.67,-3.07,-1.62,0.25,-2.43,-2.27,-0.68,2.32,-1.21,-2.43,-0.2,-0.48,-1.71
 ARTIGOS DE RESIDÊNCIA,-0.4,-0.22,0.6,-0.42,-0.28,0.33,0.14,-0.01,0.14,0.28,-1.48,-0.21,0.4,2.28,0.21,0.17,-0.08
 MÓVEIS E UTENSÍLIOS,-0.42,-0.47,0.48,0.5,-0.02,0.8,-1.36,-0.19,-0.97,0.54,-1.39,-0.29,0.41,1.18,-0.26,0,-0.1
 MOBILIÁRIO,-0.53,0.1,1.07,1,-0.5,1.57,-2.48,-0.39,-1.8,1.01,-2.25,-0.51,0.19,2.19,-0.38,-0.19,-0.17
 MÓVEL PARA SALA,0.67,0.89,1.93,0.11,1.45,1.53,-1.78,-0.08,-0.32,1.32,-1.75,-2.22,-1.49,1.58,-0.34,-0.93,0.78
 MÓVEL PARA QUARTO,-2.58,-1.52,0.99,1.97,-1.86,1.77,-3.26,-0.65,-2.65,0.27,-3.49,-0.23,0.16,2.38,-0.73,1.4,-0.95
 MÓVEL PARA COPA E COZINHA,1.35,1.11,0.48,0.12,-1.1,0.96,-1.79,-1.56,-1.39,1.81,-1.27,1.32,1.84,2.93,0.19,-1.74,0.03
 MÓVEL INFANTIL,       -,       -,       -,-0.43,       -,       -,       -,2.51,-3.42,1.22,-0.45,       -,1.15,0.63,1.08,-3.44,-0.19
 COLCHÃO,       -,0.25,-0.86,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.28
 UTENSÍLIOS E ENFEITES,-0.03,-1.41,0.38,0.2,0.37,-0.04,0.31,0.65,-0.52,-0.09,0.58,-0.26,0.53,-0.57,-0.16,1.05,0.02
 ARTIGOS DE ILUMINAÇÃO,-3.42,-1.57,1.45,0.22,-0.85,-0.67,-2.39,0.86,0.16,0.69,       -,       -,-0.8,       -,-1.66,2.94,-0.7
 TAPETE,1.31,-2.59,       -,       -,1.79,-1.74,3.61,       -,-1.89,-1.71,-1.35,-0.84,-0.51,       -,       -,       -,0.0
 CORTINA,-2.5,-1.15,-0.7,-1.46,0.7,-1.12,       -,0.27,-0.88,-0.39,0.46,0.32,       -,       -,       -,       -,-0.45
 UTENSÍLIOS DE METAL,2.88,-0.43,0.96,0.79,0.75,2.27,-0.8,1.03,0.15,-0.64,2.05,0.25,1.35,-0.7,0.41,1.03,0.73
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,-0.03,-1.71,-1.19,-1.16,1.04,-0.36,-1.05,2.68,       -,-2,1.54,-0.15,0.68,-0.18,-0.26
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,1.05,       -,       -,       -,0.77,       -,       -,       -,-0.49,0.27,0.68
 FLORES NATURAIS,       -,-2.1,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.1
 UTENSÍLIOS PARA BEBÊ,       -,       -,-0.69,2.47,       -,       -,       -,1.27,       -,       -,0.83,0.19,0.05,-0.37,       -,       -,0.44
" CAMA, MESA E BANHO",-1.11,-1.01,-2.08,-2.03,2.48,-1.62,0.12,-0.18,1.7,-0.53,-2.15,0.8,1.23,-0.13,0.06,-1.03,0.04
 ROUPA DE CAMA,-1.11,-1.01,-2.08,-2.65,2.48,-1.62,0.12,-0.46,1.7,-0.53,-2.15,0.8,1.3,0.14,0.06,-1.03,0.03
 ROUPA DE BANHO,       -,       -,       -,-0.22,       -,       -,       -,0.43,       -,       -,       -,       -,1.06,-1.02,       -,       -,0.27
 APARELHOS ELETROELETRÔNICOS,-0.21,0.01,0.79,-1.24,-0.72,-0.13,1.52,0.01,1.47,0.12,-2.19,-0.3,0.49,3.78,0.81,0.56,-0.09
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-0.31,0.1,1.04,0.89,0.5,-0.05,0.17,-1.41,1.86,-0.22,-1.48,-0.65,1.14,4.37,0.8,0.68,0.34
 REFRIGERADOR,-0.75,0.56,0.87,3.98,1.94,-0.28,0.33,-2.98,1.91,0.98,-0.72,0.13,-0.06,4.14,1.29,1.47,0.95
 AR-CONDICIONADO,-3.16,-2,       -,-1.05,-1.04,0.1,-2.2,-1.03,0.53,-3.01,-0.97,-2.92,-0.81,3.46,       -,-0.37,-1.4
 MÁQUINA DE LAVAR ROUPA,0.69,0.79,1.25,-0.11,1.36,0.37,1.2,-0.91,1.91,-0.16,-3.49,-1.87,2.89,6.28,-0.24,1.41,0.73
 VENTILADOR,       -,       -,       -,-2.32,       -,       -,-1.68,0.35,       -,       -,       -,       -,0.06,6.29,1.99,-1.37,-0.37
 FOGÃO,1.99,0.3,1.53,-0.82,-2.46,-0.41,0.69,-0.23,2.66,-1.01,-1.21,1.96,4.52,3.39,-0.08,0.47,-0.3
 CHUVEIRO ELÉTRICO,       -,       -,-0.2,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.2
" TV, SOM E INFORMÁTICA",-0.12,-0.12,0.51,-3.49,-2.09,-0.21,2.93,1.61,0.98,0.51,-3.27,0.13,-0.57,2.65,0.82,0.43,-0.58
 TELEVISOR,0.2,-0.78,1.09,-3.15,-3.06,0.68,4.96,0.57,1.51,-0.44,-3.7,0.52,-0.74,3.29,1.16,-0.1,-0.78
 APARELHO DE SOM,       -,       -,       -,-3.49,       -,       -,       -,       -,0.98,       -,       -,       -,       -,       -,0.82,3.76,0.04
 VIDEOGAME (CONSOLE),       -,       -,       -,-5.06,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-5.06
 COMPUTADOR PESSOAL,-0.68,1.14,-0.36,-3.57,-0.62,-0.91,-0.18,2.93,0.01,1.63,-2.7,-0.4,-0.28,1.46,-0.38,0.2,-0.26
 CONSERTOS E MANUTENÇÃO,-1.33,0.16,0.31,-1.11,0.48,-0.33,-0.36,1.1,-1.17,-0.36,1.01,0.66,-0.02,0.59,-0.31,-0.56,0.01
 CONSERTOS E MANUTENÇÃO,-1.33,0.16,0.31,-1.11,0.48,-0.33,-0.36,1.1,-1.17,-0.36,1.01,0.66,-0.02,0.59,-0.31,-0.56,0.01
 CONSERTO DE REFRIGERADOR,       -,-0.18,       -,-2.76,       -,       -,-0.77,       -,-0.72,       -,-0.15,       -,       -,       -,0,       -,-0.64
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,-4.58,       -,       -,       -,       -,       -,       -,       -,       -,       -,-4.58
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,0.84,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.84
 REFORMA DE ESTOFADO,0.44,0.49,0.3,-0.4,4.88,0,       -,2,-0.53,       -,       -,0,-0.64,2.75,       -,-0.32,1.88
 CONSERTO DE APARELHO CELULAR,       -,1.06,-0.01,0,-1.11,0.33,1.7,0.38,-1.81,0.99,0.89,3.77,-0.25,-0.39,-0.44,-0.61,0.0
 CONSERTO DE BICICLETA,-1.71,-2.22,0.52,-1.8,-0.27,-0.98,-0.35,1.29,-0.92,-0.66,1.79,0.33,0.36,0.45,-0.38,-0.68,-0.38
 VESTUÁRIO,-1.57,-1.38,-0.35,0.52,-1,-1.03,-1.19,1.23,-0.99,0.01,-0.63,-1.61,-0.64,-0.75,0.4,-0.4,-0.73
 ROUPAS,-2.08,-2.32,-0.32,0.96,-1.25,-0.93,-1.4,1.67,-1.73,0.06,-1.07,-1.92,-0.97,-0.96,0.57,-0.72,-0.98
 ROUPA MASCULINA,-1.93,-1.76,-0.51,1.19,-1.37,-0.33,-1.68,1.89,-2.57,-0.62,-1.46,-1.1,-1.94,-0.52,1.23,0.93,-1.05
 CALÇA COMPRIDA MASCULINA,-2.33,1.32,-0.35,2.74,-3.14,-2.72,-0.8,2.03,-2.95,0.92,-1.77,-1.5,-1.22,1.2,-2.95,3.18,-1.18
 AGASALHO MASCULINO,       -,-1.76,       -,       -,       -,       -,       -,       -,       -,-0.62,       -,       -,       -,       -,       -,       -,-1.37
 BERMUDA/SHORT MASCULINO,-2.97,-3.43,-1.41,1.08,-0.22,1.6,-2.62,1.4,-1.46,-2.9,-2.96,-3.43,-1.46,-2.64,1.32,-0.6,-1.24
 CUECA,       -,       -,       -,       -,       -,       -,-0.74,       -,       -,       -,       -,       -,       -,-2.89,-0.94,       -,-0.94
 CAMISA/CAMISETA MASCULINA,-1.49,-3.19,-0.35,0.42,-0.7,0.59,-1.86,2.08,-2.94,-1.06,-0.71,-0.05,-2.58,-0.64,3.32,0.66,-0.91
 ROUPA FEMININA,-2.41,-2.74,-0.47,0.52,-1.59,-1.9,-1.07,1.66,-1.56,0.53,-1.41,-3.2,-0.73,-1.95,-0.46,-1.68,-1.23
 CALÇA COMPRIDA FEMININA,0.31,-3.04,1.4,-0.3,0.37,-3.25,-1.44,1.67,-2.6,-0.72,-3.19,-2.93,2.25,1.02,-1.83,-2.9,-0.64
 AGASALHO FEMININO,       -,-2.74,-0.47,       -,       -,       -,       -,       -,       -,0.53,       -,       -,-0.73,       -,       -,       -,-1.49
 SAIA,       -,       -,       -,1.13,       -,       -,-3.47,       -,       -,       -,       -,       -,       -,-2.02,-2.83,-2.24,-1.63
 VESTIDO,-2.95,-2.89,0.83,0.36,-3.37,-3.69,-2.28,1.73,-1.31,3.2,2.85,-3,-2.58,-4.14,-1.68,1.9,-1.5
 BLUSA,-3.79,-3,-2.87,0.26,-2.28,-0.17,1.5,1.87,-0.24,-0.55,-2.45,-3.4,-2.42,-1.72,2.23,-3.3,-1.74
 LINGERIE,       -,-0.17,0.76,2.92,0.36,       -,-1.73,0.41,-2.34,2.44,-0.15,       -,0.07,-2.44,-0.54,1.73,0.2
 BERMUDA/SHORT FEMININO,-0.36,       -,-1.85,1.38,       -,       -,-2.87,1.74,-3.15,2.29,-2.94,-3.48,-0.54,-2.03,-0.35,-1.46,-1.03
 ROUPA INFANTIL,-1.47,-2.29,0.37,1.67,-0.38,0.36,-1.54,1.22,-0.44,0.15,0.36,-0.34,0.04,0.24,1.35,-1.64,-0.34
 UNIFORME ESCOLAR,       -,       -,1.38,-0.34,0.61,0.97,0.46,-0.28,       -,-1.09,2.08,-0.14,       -,       -,1.31,0.16,0.43
 CALÇA COMPRIDA INFANTIL,       -,-1.44,0.42,       -,-1.88,1.14,       -,       -,0.26,3,0.62,       -,3.27,2.38,1.81,       -,-0.26
 AGASALHO INFANTIL,       -,-2.29,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.29
 VESTIDO INFANTIL,-1.26,-3.74,1.49,-0.53,       -,-1.63,-2.56,0.93,-3.25,       -,-1.08,-0.5,1.4,-0.56,1.17,-1.85,-1.36
 BERMUDA/SHORT INFANTIL,-2.91,       -,       -,1.49,-2.43,       -,-2.46,-0.28,1.47,       -,       -,-0.79,-2.33,1.62,-1.37,-2.59,-1.49
 CAMISA/CAMISETA INFANTIL,-2.15,-1.6,-0.81,3.07,-0.86,0.36,-1.03,2.25,1.2,-0.72,-1.02,-1.78,1.85,-0.01,3.05,-2.72,-0.59
 CONJUNTO INFANTIL,1.4,-3.09,0.55,2.75,1.74,0.16,-2.81,2.21,-1.76,1.15,1.1,1.49,-2.23,-2.01,2.4,-1.59,0.52
 CALÇADOS E ACESSÓRIOS,-0.5,0.46,-0.96,-0.66,-0.97,-1.9,-0.51,0.35,0.68,-0.09,0.29,-1.36,-0.43,-0.17,-0.07,0.58,-0.46
 CALÇADOS E ACESSÓRIOS,-0.5,0.46,-0.96,-0.66,-0.97,-1.9,-0.51,0.35,0.68,-0.09,0.29,-1.36,-0.43,-0.17,-0.07,0.58,-0.46
 SAPATO MASCULINO,2.14,1.66,-1.84,-1.5,-1.13,-2.13,0.87,1.23,2.54,1.37,-1.16,-1.07,-3.54,1.71,-0.19,0.52,-0.02
 SAPATO FEMININO,-0.01,1.07,0.61,-1.44,-1.81,-2.9,-1.06,-2.52,-0.68,-2.47,0.83,-2.81,-1.36,-2.89,-1.8,-0.43,-1.07
 SAPATO INFANTIL,       -,       -,       -,-1.65,       -,       -,-0.02,       -,-1.91,1.56,-1.13,       -,1.1,1.51,-0.02,1.24,-0.24
 BOLSA,-0.5,-0.91,3.43,-2.71,       -,-0.58,-0.18,0.58,0.53,0.61,0.16,       -,-0.61,-2.4,-1.6,1.86,0.12
 MOCHILA,       -,       -,       -,-0.56,       -,       -,-1.91,-1.06,       -,       -,       -,       -,       -,1.05,-0.4,       -,-0.95
 TÊNIS,-0.88,0.83,-1.69,1.6,-0.28,-2.2,-0.14,-0.37,2.74,0.4,1.27,-1.16,0.27,0.41,1.66,1.87,-0.04
 SANDÁLIA/CHINELO,-2.23,-3.4,-2.05,-0.55,-1.71,0.95,-2.36,2.03,-0.96,0.98,-0.04,-0.68,1.27,0.64,0.05,-0.52,-1.04
 JOIAS E BIJUTERIAS,-0.56,1.92,2.43,2.18,2.63,0.25,-1.94,0.57,1.39,0.39,0.54,1.67,1.04,-0.68,0.17,-0.32,1.32
 JOIAS E BIJUTERIAS,-0.56,1.92,2.43,2.18,2.63,0.25,-1.94,0.57,1.39,0.39,0.54,1.67,1.04,-0.68,0.17,-0.32,1.32
 BIJUTERIA,       -,       -,-2.71,       -,       -,-3.2,       -,       -,1.83,       -,       -,       -,       -,       -,       -,-0.62,-1.08
 JOIA,-1.53,3.52,4.63,1.18,3,1.65,-2.94,1.19,       -,-0.07,1.21,2.96,1.04,0.72,0.43,0.96,1.84
 RELÓGIO DE PULSO,1.66,-2.32,       -,3.46,1.59,       -,0.06,-0.46,0.92,1.66,-1.7,-0.63,       -,-1.41,-0.46,-1.47,0.74
 TECIDOS E ARMARINHO,0.16,-0.14,0.36,-0.63,0.64,-0.07,-1.66,0.52,0.15,-1.38,0.45,0.81,1.17,0.15,1.19,-1,0.02
 TECIDOS E ARMARINHO,0.16,-0.14,0.36,-0.63,0.64,-0.07,-1.66,0.52,0.15,-1.38,0.45,0.81,1.17,0.15,1.19,-1,0.02
 TECIDO,0.16,-0.14,0.05,-0.63,0.24,-0.07,-1.66,0.52,0.15,-2.35,0,1.02,1.17,0.15,1.19,-1,-0.17
 ARTIGOS DE ARMARINHO,       -,-0.13,0.92,       -,1.43,       -,       -,       -,       -,0,1.54,0.45,       -,       -,       -,       -,0.86
 TRANSPORTES,-0.58,-0.2,0.18,-0.34,0,0.26,0.05,0.05,-1.64,-0.63,-0.32,-0.95,0.95,0.12,-0.29,0.04,-0.23
 TRANSPORTES,-0.58,-0.2,0.18,-0.34,0,0.26,0.05,0.05,-1.64,-0.63,-0.32,-0.95,0.95,0.12,-0.29,0.04,-0.23
 TRANSPORTE PÚBLICO,-1.85,-0.04,-0.66,-1.32,-0.75,-0.6,0.81,-0.78,-1.59,-4.18,-1.53,-4.24,0.54,1.6,1.73,-0.55,-1.05
 ÔNIBUS URBANO,0,0,0,0,0.23,4.76,0,0,0,0,0,1.31,1.74,0,4.12,0,0.36
 TÁXI,0.34,0,0,0,0,       -,0,0,0,       -,       -,0,0,0,0,0,0.07
 TREM,1.96,       -,       -,       -,0.23,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.87
 ÔNIBUS INTERMUNICIPAL,2.66,0.01,0.29,0.13,4.4,       -,0,0,0.92,0,0.49,3.87,0.14,0.03,-0.83,0,1.95
 ÔNIBUS INTERESTADUAL,0,       -,-1.15,2.33,-4.36,0.44,0,-6.78,-2.35,-0.97,0.48,-1.91,0.67,0.14,-0.64,-1.11,-1.52
 PASSAGEM AÉREA,-14.92,1.28,-3.63,-7.87,-6.5,-7.3,4.09,-3.61,-10.11,-11.71,-6.07,-18.1,-0.3,5.8,1.3,-5.34,-6.85
 METRÔ,0,       -,       -,       -,0.23,4.76,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.55
 TRANSPORTE ESCOLAR,       -,1.54,0.95,0.44,1.16,0.57,       -,       -,3.48,0,       -,2.99,2.1,       -,0,3.04,1.19
 TRANSPORTE POR APLICATIVO,-2.41,-2.81,-2.14,-0.33,-3.06,-0.37,       -,-0.65,0.94,       -,-2.89,-0.85,-1.41,       -,0.03,0.26,-2.06
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0.25,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.25
 VEÍCULO PRÓPRIO,-0.11,0.73,0.88,0.24,-0.07,1.02,0.42,0.52,-0.15,-0.13,0.25,0.15,0.56,-0.24,0.4,0.45,0.2
 AUTOMÓVEL NOVO,-0.06,0.77,0.66,0.93,0.34,0.89,1.03,0.68,1.64,0.06,0.52,0.41,1.93,-0.9,0.11,0.3,0.47
 EMPLACAMENTO E LICENÇA,0.31,0.35,0.31,0.27,0.3,0.25,0.25,0.3,0.25,0.35,0.32,0.31,0.2,0.27,0.25,0.23,0.3
 SEGURO VOLUNTÁRIO DE VEÍCULO,2.9,2.75,0.17,-1.22,0.99,4.05,-0.56,2.52,2.75,-2.47,4.41,-0.41,-3.55,1.08,0.4,3.94,1.44
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,-0.56,-0.2,-0.78,1.7,0.33,2.14,0.89,-0.35,-1.81,0.84,       -,0.51,-0.13,0.33,2.47,0.35
 ACESSÓRIOS E PEÇAS,0.65,-1.08,0.48,-0.17,0.83,-0.64,-1.42,-0.33,-1.42,0.06,2.75,-0.59,-0.1,0.32,-0.22,-2.63,0.07
 PNEU,       -,-1.13,-0.21,-2.35,-1.55,-1.05,-0.93,-1.68,2.5,-1.12,0.22,3.95,-0.87,0.76,2.66,-1.41,-0.71
 CONSERTO DE AUTOMÓVEL,-0.88,0.53,1.49,-0.89,-1.02,1.05,-1.03,1.17,-1.2,0.57,-0.02,1.43,-0.4,-1.12,1.47,-0.38,-0.14
 ESTACIONAMENTO,       -,1.55,       -,       -,1.36,       -,       -,       -,0.29,-2,       -,       -,       -,       -,       -,       -,0.9
 PEDÁGIO,       -,0,       -,       -,0,       -,       -,       -,       -,0,       -,0.12,       -,       -,       -,       -,0.0
 AUTOMÓVEL USADO,-1.69,0.73,1.71,       -,-1.36,0.3,0.26,-0.28,-1.79,-0.95,-0.99,-1.55,-0.25,2.73,1.12,0.74,-0.61
 PINTURA DE VEÍCULO,       -,       -,0.15,0.65,       -,       -,       -,       -,-0.81,       -,       -,       -,       -,       -,       -,       -,-0.04
 ALUGUEL DE VEÍCULO,-4.37,       -,       -,       -,       -,       -,1.54,       -,-10.22,       -,       -,       -,       -,       -,       -,       -,-4.65
 MOTOCICLETA,0.86,2.47,0.2,1.39,0.06,0.97,2.17,0.39,0.9,1.15,-1.03,0.07,5.28,-0.46,-0.91,0.37,0.64
 COMBUSTÍVEIS (VEÍCULOS),-0.14,-1.71,-0.42,-0.74,0.58,-0.51,-0.95,-0.31,-4.09,-0.69,-1.03,-2.27,1.63,0.25,-2.53,-0.15,-0.55
 GASOLINA,-0.31,-1.7,-0.49,-0.84,0.49,-0.47,-0.91,-0.31,-4.08,-0.96,-1.94,-2.24,1.74,0.37,-2.53,-0.13,-0.72
 ETANOL,1.69,       -,0.53,1.48,0.99,0.57,       -,       -,-4.55,1.04,3.28,       -,1.2,       -,       -,       -,0.96
 ÓLEO DIESEL,-0.58,-2.07,-1.39,-0.46,-0.25,-1.66,-2.26,-0.39,-3.65,-2.22,-0.07,-2.85,-1.03,-0.69,-2.57,-0.82,-1.38
 GÁS VEICULAR,0.13,       -,       -,       -,       -,       -,       -,-0.3,       -,       -,       -,       -,       -,       -,       -,       -,0.11
