"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - SETEMBRO DE 2020",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 LANCHE,2.25,2.43,-0.13,1.08,0.81,0.69,1.4,4.63,-1.25,0.28,2.02,3.34,4.1,-0.39,2.61,5.99,1.12
 REFRIGERANTE E ÁGUA MINERAL,0.2,1.01,-0.27,-2.47,1.91,0.85,1.22,0.2,2.2,1.8,2.55,1.64,-0.83,1.7,3.1,3.61,1.22
 CAFEZINHO,       -,-0.4,       -,       -,0.09,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.04
 CERVEJA,0.76,2.12,-0.81,2.16,0.28,2.21,0.82,1.87,-0.12,2.58,1.01,2.16,-1.85,0.5,3.26,3.97,0.82
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,-5.26,       -,       -,       -,       -,       -,       -,       -,-0.73,-0.24,       -,2.67,       -,-2.33
 VINHO,5.87,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,5.87
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.13,       -,       -,       -,       -,2.74,1.43
 SORVETE,       -,       -,       -,       -,1.47,       -,       -,1.19,1.5,-0.47,1.16,       -,2.99,1.15,       -,2.99,1.15
 HABITAÇÃO,-0.1,0.13,-0.28,0.39,0.65,0.2,0.17,0.61,0.87,0.33,0.2,0.52,1.38,0.63,0.56,0.59,0.37
 ENCARGOS E MANUTENÇÃO,0.09,0,0.32,0.38,0.59,0.31,0.62,0.57,0.69,0.12,0.06,0.45,-0.1,0.9,0.71,0.17,0.39
 ALUGUEL E TAXAS,-0.09,-0.28,0.05,0,0.54,0.19,0.01,0.07,0.45,-0.18,-0.4,0.39,-0.46,0.27,0.69,-0.25,0.19
 ALUGUEL RESIDENCIAL,-0.2,-0.08,0.07,0,0.32,0.19,0.74,0.13,0.43,-0.36,-0.45,0.33,-0.84,0.38,1.26,-0.28,0.11
 CONDOMÍNIO,0,-0.98,0.06,0,0.13,0.29,-0.97,0,0.82,-0.1,-1,0.86,-1.8,-0.01,0.14,-0.47,0.01
 TAXA DE ÁGUA E ESGOTO,0,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0.56
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.98,       -,       -,       -,1.98
 REPAROS,1.38,0.45,0.52,1.21,0.72,0.65,1.98,2.66,2.12,0.61,3.46,0.5,0.89,1.37,0.69,1.98,1.01
 FERRAGENS,       -,       -,       -,       -,       -,       -,-1.35,       -,       -,       -,1.85,       -,       -,1.83,       -,       -,-0.16
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,2.04,       -,       -,       -,0.85,       -,       -,       -,       -,6.48,       -,1.85
 VIDRO,       -,       -,       -,       -,       -,1.54,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.54
 TINTA,1.53,-0.76,0.21,-0.14,-0.25,0.8,2.94,1.96,1.8,-0.16,-0.34,0.75,1.85,0.6,-2.98,2.11,0.17
 REVESTIMENTO DE PISO E PAREDE,5.19,2.28,2.55,4.18,3.29,       -,3.77,8.56,7.08,-0.05,9.33,-0.35,       -,4.63,7.97,5.48,3.77
 MADEIRA E TACO,       -,1.27,       -,       -,       -,       -,       -,-0.24,       -,       -,       -,       -,       -,-1.78,1.63,       -,0.77
 CIMENTO,       -,       -,       -,2.27,       -,       -,4.4,2.52,4.71,       -,       -,0.5,3.4,3.71,-3,       -,2.27
 TIJOLO,5.38,       -,       -,       -,       -,       -,4.67,       -,       -,       -,4.85,7.54,       -,1.82,2.09,       -,4.67
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,4.13,       -,       -,       -,5.1,       -,       -,       -,2.49,       -,       -,       -,4.19
 MÃO DE OBRA,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06
 AREIA,-0.21,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.88,       -,       -,       -,-0.23,       -,0.27
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.49,       -,       -,0.49
 TELHA,       -,1.47,2.31,2.63,       -,       -,3.06,       -,       -,6.99,       -,       -,       -,       -,-2.32,       -,3.06
 ARTIGOS DE LIMPEZA,0.13,1.53,2.63,2.3,1.01,2.29,1.82,2.09,0.62,2.29,1.25,1.09,1.52,1.94,0.79,1.23,1.41
 SACO PARA LIXO,       -,-2.75,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.73,       -,       -,       -,-1.7
 ÁGUA SANITÁRIA,1.26,3.36,1.63,3.75,1.76,1.84,1.77,3.94,-0.15,       -,1.88,       -,2.33,1.34,-0.56,0.38,1.9
 DETERGENTE,2.87,3.45,4.71,0.94,3.41,3.13,4.5,3.16,0.79,2.1,3.12,3.79,1.96,0.56,       -,2.12,3.13
 SABÃO EM PÓ,-0.18,0.12,1.37,2.54,-0.47,2.19,0.41,-0.14,2.94,1.85,-0.17,1.04,1.31,2.86,1.57,3.05,0.66
 DESINFETANTE,-1.52,-1.89,1.74,2.54,1.34,0.06,0.04,0.72,-4.46,1.07,-2.71,-2.72,       -,       -,0.05,       -,0.04
 SABÃO EM BARRA,3.09,       -,4.87,-0.91,       -,       -,-1.88,3,1.32,       -,       -,-2.26,1.19,4.52,-1.27,-1.17,1.19
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.85,       -,-1.78,       -,       -,       -,       -,2.29
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,1.55,       -,       -,       -,6.2,       -,       -,       -,       -,       -,-0.04,4.19
 LIMPADOR MULTIUSO,       -,2.74,       -,       -,0.49,3.42,       -,       -,       -,1.32,       -,       -,       -,       -,       -,       -,1.12
 PAPEL TOALHA,-3.79,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-3.79
 AMACIANTE E ALVEJANTE,-0.98,1.79,2.72,4.46,0.19,2.54,4.95,3.62,-0.45,2.51,3.28,2.01,1.05,-1.05,2.75,-0.83,1.42
 COMBUSTÍVEIS E ENERGIA,-0.42,0.35,-1.12,0.39,0.81,-0.14,-0.19,0.66,1.14,0.7,0.42,0.63,3.17,0.45,0.43,1.33,0.35
 COMBUSTÍVEIS (DOMÉSTICOS),-0.56,1.66,1.32,1.22,0.7,-0.19,-0.58,0.9,4.18,3.42,3.15,1.56,2.25,2.03,3.23,1.59,1.34
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,-0.58,       -,       -,       -,       -,       -,       -,       -,0,       -,-0.3
 GÁS DE BOTIJÃO,-0.57,1.66,1.32,1.22,0.91,-0.19,-0.58,0.9,4.18,5.07,3.15,1.56,2.25,2.03,3.49,1.59,1.61
 GÁS ENCANADO,-0.54,       -,       -,       -,0,       -,       -,       -,       -,-6.39,       -,       -,       -,       -,       -,       -,-0.85
 ENERGIA ELÉTRICA RESIDENCIAL,-0.38,0.04,-1.76,0.11,0.84,-0.13,-0.09,0.57,0.07,-0.12,-0.26,0.4,3.41,0,-0.72,1.24,0.07
 ENERGIA ELÉTRICA RESIDENCIAL,-0.38,0.04,-1.76,0.11,0.84,-0.13,-0.09,0.57,0.07,-0.12,-0.26,0.4,3.41,0,-0.72,1.24,0.07
 ARTIGOS DE RESIDÊNCIA,1.73,0.76,1.7,1.83,0.61,0.03,1.25,0.93,0.88,0.86,1.44,1.97,0.4,0.44,1.37,0.64,1.0
 MÓVEIS E UTENSÍLIOS,1.28,1.04,1.63,1.5,0.64,0.66,0.28,0.94,1.11,0.45,1.11,2.22,-0.37,-1.42,0.4,-0.77,0.88
 MOBILIÁRIO,2.03,1.5,2.22,2.57,0.56,0.38,0.19,1.62,0.96,0.46,1.15,2.73,-0.4,-2.57,1.15,-1.28,1.1
 MÓVEL PARA SALA,2.61,1.99,1.14,3.35,1.55,1.53,0.36,0.65,3.9,2.14,1.48,1.68,-0.59,-2.64,1.87,-2.62,1.71
 MÓVEL PARA QUARTO,2.91,0.74,2.59,2.32,0.54,0.2,1.07,1.59,-0.89,0.69,2.22,3.18,-0.76,-2.71,2.71,-0.72,1.15
 MÓVEL PARA COPA E COZINHA,-1.56,2.39,1.59,2.94,-1.55,-2.42,-2.28,3.43,1.1,-1.36,-1.3,3.15,1.1,-3.24,-3.94,1.22,-0.1
 MÓVEL INFANTIL,       -,       -,       -,1.51,       -,       -,       -,1.97,0.84,-1,0.2,       -,-2.59,0.02,-0.97,-5.73,0.02
 COLCHÃO,       -,-0.45,6.43,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.94
 UTENSÍLIOS E ENFEITES,-0.34,1.64,-0.08,-0.59,1.06,0.11,0.5,-0.59,1.03,-0.49,0.73,0.86,-0.97,0.56,-0.89,-0.47,0.46
 ARTIGOS DE ILUMINAÇÃO,-2.41,1.15,-1.04,0.11,1.06,-1.38,0.01,-0.16,-0.5,-0.64,       -,       -,-0.55,       -,0.3,0.02,0.01
 TAPETE,2.55,-0.97,       -,       -,0.17,-1.64,0.15,       -,1.47,-0.63,-0.98,0.16,-0.48,       -,       -,       -,0.15
 CORTINA,0.02,1.23,1.68,-2.93,-1.15,-1.43,       -,-0.01,1.73,-0.03,1.23,-0.02,       -,       -,       -,       -,-0.01
 UTENSÍLIOS DE METAL,-0.88,2.89,-0.55,-0.66,2.94,1.68,1.04,-1.98,1.69,-0.57,1.51,1.24,-1.3,1.28,-1.69,-0.63,1.04
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,0.93,1.07,0.49,1.56,0.41,3.06,0.05,-0.8,       -,1.11,-1.63,-1.35,-1.32,-0.58,0.41
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,0.59,       -,       -,       -,1.93,       -,       -,       -,0.34,-0.4,0.94
 FLORES NATURAIS,       -,4.33,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,4.33
 UTENSÍLIOS PARA BEBÊ,       -,       -,-1.58,-0.66,       -,       -,       -,-2.89,       -,       -,0.11,1.96,-0.44,-1,       -,       -,-0.69
" CAMA, MESA E BANHO",2.28,-2.09,2.12,0.2,-0.06,3.56,0.13,-0.9,1.79,2.99,2.18,2.66,1.19,-1.17,-0.19,1.5,0.82
 ROUPA DE CAMA,2.28,-2.09,2.12,-0.42,-0.06,3.56,0.13,-1.7,1.79,2.99,2.18,2.66,1.86,-1.48,-0.19,1.5,0.82
 ROUPA DE BANHO,       -,       -,       -,2.07,       -,       -,       -,0.95,       -,       -,       -,       -,-0.33,-0.08,       -,       -,0.98
 APARELHOS ELETROELETRÔNICOS,2.43,0.63,1.79,2.52,0.71,-0.74,1.89,0.75,0.73,0.94,2.31,2.11,0.88,2.23,2.45,2.54,1.21
 ELETRODOMÉSTICOS E EQUIPAMENTOS,1.24,-0.02,1.46,1.41,-0.06,-0.75,1.06,1.79,-0.55,-0.39,2.35,0.98,0.04,2.42,1.05,1.93,0.47
 REFRIGERADOR,1.02,-0.36,0.98,1.85,0.26,-1.55,1.49,1.16,-0.81,-1.58,2.46,0.73,0.24,2.74,1.93,3.49,0.41
 AR-CONDICIONADO,2.8,-2.25,       -,0.78,3.41,1.32,-1.3,2.75,4.04,3.87,5.56,3.88,-1.64,4.08,       -,-0.36,2.03
 MÁQUINA DE LAVAR ROUPA,1.72,2.22,2.59,0.51,-1.5,-1.98,0.2,2.96,-1.49,0.38,-0.48,-1.14,0.81,4.88,0.1,1.83,0.08
 VENTILADOR,       -,       -,       -,2.81,       -,       -,1.75,5.23,       -,       -,       -,       -,-0.09,3.43,4.45,1.3,2.99
 FOGÃO,-0.22,-1,0.88,0.79,0.12,2.24,2.65,-0.42,-2.05,-1.38,3.68,3.43,-0.04,-2.45,-2.41,1.75,0.0
 CHUVEIRO ELÉTRICO,       -,       -,0.94,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.94
" TV, SOM E INFORMÁTICA",3.46,1.43,2.12,3.64,1.48,-0.74,2.65,-0.29,2.17,2.37,2.25,3.37,2.08,1.91,3.98,3.08,1.99
 TELEVISOR,2.7,-0.14,1.2,4,-0.51,-1.72,4.39,1.32,3.43,1.91,1.31,3.89,1.69,1.2,3.77,3.02,1.19
 APARELHO DE SOM,       -,       -,       -,3.64,       -,       -,       -,       -,-2.96,       -,       -,       -,       -,       -,3.98,3.08,0.4
 VIDEOGAME (CONSOLE),       -,       -,       -,3.64,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.64
 COMPUTADOR PESSOAL,4.6,4.09,3.36,3.15,4.27,0.03,-0.17,-2.38,1.88,2.93,3.42,2.61,2.74,3.14,4.67,3.16,3.15
 CONSERTOS E MANUTENÇÃO,-0.37,-0.32,1.61,-0.24,-0.04,0.19,1.65,1.9,0.41,2.36,-0.71,0,2.19,-0.43,0.35,-0.53,0.47
 CONSERTOS E MANUTENÇÃO,-0.37,-0.32,1.61,-0.24,-0.04,0.19,1.65,1.9,0.41,2.36,-0.71,0,2.19,-0.43,0.35,-0.53,0.47
 CONSERTO DE REFRIGERADOR,       -,-1.91,       -,0.66,       -,       -,-1.19,       -,0.01,       -,-2.19,       -,       -,       -,0,       -,-1.19
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,2.72,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.72
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,0.35,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.35
 REFORMA DE ESTOFADO,-0.55,-1.1,1.86,0,-2.14,-0.06,       -,3.91,-0.06,       -,       -,1.39,-0.74,0,       -,0.8,-0.55
 CONSERTO DE APARELHO CELULAR,       -,-1.16,1.12,-0.08,-1.22,-1.04,1.99,-2.34,0.79,0.86,-0.22,0.33,0.26,1.63,-0.05,-1.28,-0.08
 CONSERTO DE BICICLETA,-0.33,2.32,1.88,-1.05,0.65,1.06,1.97,4.55,0.39,2.69,-0.04,-0.2,4.79,-1.11,1.05,-0.53,1.05
 VESTUÁRIO,-0.04,-0.11,0.02,0.2,1.03,-1.39,-0.36,0.6,-0.93,1.3,0.81,0.84,0.74,0.94,0.67,0.16,0.37
 ROUPAS,-0.62,-0.78,-0.58,0.29,1.12,-1.86,-0.09,0.18,-0.97,1.36,0.79,0.94,0.08,1.54,1.15,0.03,0.22
 ROUPA MASCULINA,-0.48,-0.16,-0.06,0.64,1.37,-0.72,0.34,0.86,-1.01,1.51,1.25,2.02,-0.62,2.31,1.96,0.62,0.58
 CALÇA COMPRIDA MASCULINA,-0.48,0.69,-1.34,-0.12,1.29,-0.19,0.82,0.94,-1.93,0.45,-0.92,1.96,-0.03,2.49,1.58,0.84,0.27
 AGASALHO MASCULINO,       -,-4.08,       -,       -,       -,       -,       -,       -,       -,-0.75,       -,       -,       -,       -,       -,       -,-2.92
 BERMUDA/SHORT MASCULINO,0.24,-0.29,0.31,0.94,2.37,0.67,1.59,-1.13,-0.66,1.53,0.86,1.28,-1.07,1.8,2.3,2.15,0.9
 CUECA,       -,       -,       -,       -,       -,       -,1.6,       -,       -,       -,       -,       -,       -,1.36,3.19,       -,1.99
 CAMISA/CAMISETA MASCULINA,-0.71,0.64,0.64,0.92,1.19,-1.22,-0.71,1.8,-0.74,2.52,2.78,2.32,-0.94,2.52,1.73,-0.13,0.76
 ROUPA FEMININA,-0.63,-1.33,-1.57,-0.05,0.8,-2.62,-0.2,-0.21,-0.7,1.15,0.65,1.39,1.04,1.55,0.68,-0.98,-0.11
 CALÇA COMPRIDA FEMININA,-0.75,-0.39,-2.06,-0.24,1.9,-2.44,1.09,-0.68,-2.74,0.4,0.78,1.37,1.09,2.9,-1.63,-1.2,0.1
 AGASALHO FEMININO,       -,-4.85,-3.91,       -,       -,       -,       -,       -,       -,-2.98,       -,       -,0.54,       -,       -,       -,-4.05
 SAIA,       -,       -,       -,-0.57,       -,       -,0.79,       -,       -,       -,       -,       -,       -,-1.56,-3.2,-2.13,-0.68
 VESTIDO,-3.24,-2.08,-1.71,1,1.34,-3,-2.51,0.52,2.06,-0.1,0.76,1.19,1.35,2.01,0.99,-2.62,-0.33
 BLUSA,0.76,-0.91,-1.7,-1.42,-0.4,-2.47,1.58,0.54,-2.29,2.14,-0.07,1.56,1.06,1.5,1.39,-0.64,-0.25
 LINGERIE,       -,-0.64,0.65,1.84,2.07,       -,-3.13,-3.02,-0.44,2.18,0.71,       -,-0.35,-2.48,2,-0.94,0.7
 BERMUDA/SHORT FEMININO,1.2,       -,0.57,2.29,       -,       -,1.29,-0.92,0,2.49,2.73,1.31,2.24,3.23,2.41,1.21,1.24
 ROUPA INFANTIL,-0.85,-0.56,0.74,0.41,1.38,-1.84,-0.8,-0.22,-1.39,1.55,0.29,-1.69,-0.66,-0.08,0.4,0.97,0.32
 UNIFORME ESCOLAR,       -,       -,-0.01,0.27,0.77,-0.91,1.87,1.33,       -,1.5,0.48,-0.36,       -,       -,0.11,1.34,0.72
 CALÇA COMPRIDA INFANTIL,       -,0.37,-0.15,       -,1.33,-3.88,       -,       -,-1.38,-0.86,-0.03,       -,1.98,-1.32,-3.3,       -,0.12
 AGASALHO INFANTIL,       -,-3.95,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-3.95
 VESTIDO INFANTIL,-2.82,1.26,1.39,-0.72,       -,-0.6,-2.41,-0.97,-3.06,       -,0.16,-1.37,-0.49,2.75,0.72,1.56,-0.67
 BERMUDA/SHORT INFANTIL,-0.31,       -,       -,2.37,2.2,       -,-1.95,-3.2,-1.6,       -,       -,-2.59,-2.59,1.12,2.24,0.64,0.5
 CAMISA/CAMISETA INFANTIL,-1,-1.05,0.16,1.37,2.41,-2.43,-0.06,-0.56,0.26,2.15,0.07,-0.7,1.08,-1.18,-1.08,1.88,0.77
 CONJUNTO INFANTIL,-0.14,0.76,2.28,-0.92,0.02,-1.43,-2.66,1.49,-1.7,2.3,0.69,-3.08,-2.45,-0.81,2,-0.38,0.14
 CALÇADOS E ACESSÓRIOS,0.95,1.2,0.87,-0.69,1.03,-0.84,-0.96,1.07,-0.76,1.16,0.1,0.17,1.6,-0.87,-0.42,0.83,0.56
 CALÇADOS E ACESSÓRIOS,0.95,1.2,0.87,-0.69,1.03,-0.84,-0.96,1.07,-0.76,1.16,0.1,0.17,1.6,-0.87,-0.42,0.83,0.56
 SAPATO MASCULINO,1.56,-0.59,1.05,-2.73,1.71,1.54,0.92,-3.2,-2.43,1.43,-3.62,1.79,2.18,1.03,-1.3,2.38,0.18
 SAPATO FEMININO,1.46,0.39,-1.06,-3.34,0.46,-3.22,-2.91,2.64,-0.48,0.38,0.37,1.29,0.45,-2.03,-2.03,1.47,-0.17
 SAPATO INFANTIL,       -,       -,       -,2.56,       -,       -,-0.21,       -,1.97,2.36,-2.26,       -,0.59,-0.01,1.43,1.59,1.34
 BOLSA,2.49,2.1,-0.33,-2.3,       -,1.72,-2.05,1.61,-2.37,-2.41,1.97,       -,-3.06,-0.28,2.88,-0.13,-0.04
 MOCHILA,       -,       -,       -,2.29,       -,       -,-0.76,-1.67,       -,       -,       -,       -,       -,-0.2,-2.65,       -,-0.51
 TÊNIS,0.41,2.21,2.41,-0.62,0.91,0.36,-1.27,1.68,-1.1,2.6,1.31,-0.63,2.12,-2.77,-1.43,0.97,1.09
 SANDÁLIA/CHINELO,0.08,0.29,0.38,1.87,2.13,-1.97,-0.23,1.89,0.17,-1.89,1.24,-0.53,2.91,0.16,0.78,-0.17,0.81
 JOIAS E BIJUTERIAS,1.98,2.13,3.07,3.33,-0.08,0.29,-1.59,3.17,-2.47,1.08,3.79,2.84,3.24,1.3,0.16,-1.27,1.22
 JOIAS E BIJUTERIAS,1.98,2.13,3.07,3.33,-0.08,0.29,-1.59,3.17,-2.47,1.08,3.79,2.84,3.24,1.3,0.16,-1.27,1.22
 BIJUTERIA,       -,       -,0.78,       -,       -,1.07,       -,       -,-2.69,       -,       -,       -,       -,       -,       -,-4.6,-0.71
 JOIA,2.7,2.28,3.88,4.38,0.52,0.04,-1.26,3.37,       -,1.69,4.13,3.6,3.24,4.66,0.03,-0.11,1.94
 RELÓGIO DE PULSO,0.23,1.73,       -,1.91,-1.91,       -,-2.24,2.79,-2.23,-0.95,2.41,1.22,       -,-0.57,0.51,0.27,-0.28
 TECIDOS E ARMARINHO,-0.14,0.57,1.16,1.81,0.35,1.04,0.52,2.75,1.34,1.85,0.14,1.27,0.38,-0.14,0.62,0.75,0.93
 TECIDOS E ARMARINHO,-0.14,0.57,1.16,1.81,0.35,1.04,0.52,2.75,1.34,1.85,0.14,1.27,0.38,-0.14,0.62,0.75,0.93
 TECIDO,-0.14,1.14,1.6,1.81,-0.05,1.04,0.52,2.75,1.34,1.99,-0.35,2.38,0.38,-0.14,0.62,0.75,0.92
 ARTIGOS DE ARMARINHO,       -,-0.45,0.34,       -,1.16,       -,       -,       -,       -,1.66,1.32,-0.68,       -,       -,       -,       -,0.93
 TRANSPORTES,0.94,1.64,0.98,0.41,0.2,1.11,1.6,1.39,-1.38,1.09,0.99,0.94,1.14,1.25,0.95,0.93,0.7
 TRANSPORTES,0.94,1.64,0.98,0.41,0.2,1.11,1.6,1.39,-1.38,1.09,0.99,0.94,1.14,1.25,0.95,0.93,0.7
 TRANSPORTE PÚBLICO,0.76,1.43,0.19,1.16,0.38,0.61,1.82,0.27,0.19,0.89,1.22,2.91,1.46,2.89,0.31,-0.19,0.68
 ÔNIBUS URBANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TÁXI,0,0,0,0,0,       -,0,0,0,       -,       -,0,0,0,0,0,0.0
 TREM,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,-0.01,-1.76,-0.73,0.02,       -,0,0,1.1,0,0.1,0,0.21,0,0,0,-0.06
 ÔNIBUS INTERESTADUAL,-2.94,       -,-3.65,-1.1,2.28,0.5,-0.58,-2.28,0.26,-3.6,-2.04,-0.22,0.65,2.42,-3.65,0.14,-1.0
 PASSAGEM AÉREA,7.06,9.3,7.57,9.92,3.55,2.02,16.45,7.42,5.1,7.13,7.12,17.98,14.9,13.4,14.37,-1.06,6.39
 METRÔ,0,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,0,0,0,0,0,       -,       -,0,0,       -,0,0,       -,0,0,0.0
 TRANSPORTE POR APLICATIVO,8.43,3.86,0.41,3.61,-1.17,1.85,       -,-4.56,-7.17,       -,5.52,14.85,0.84,       -,5.09,-4.41,1.51
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,0.16,0.41,-0.01,-0.71,-0.14,-0.1,0.24,0.22,0.2,0.69,-0.13,0.11,0.23,0.09,0.01,0.47,0.08
 AUTOMÓVEL NOVO,0.08,0.12,0.73,-1.64,-0.07,0.08,0.14,-0.47,0.24,1,-1.8,0.55,-0.9,0.26,-0.46,1.4,0.01
 EMPLACAMENTO E LICENÇA,0.31,0.36,0.31,0.27,0.3,0.26,0.25,0.3,0.25,0.35,0.32,0.31,0.2,0.28,0.25,0.24,0.3
 SEGURO VOLUNTÁRIO DE VEÍCULO,5.18,-0.85,-2.42,-3.16,-5.7,-2.39,-2.41,-2.4,-1.28,-0.41,0,-7.02,2.59,-2.63,-2.73,-4.28,-2.73
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,0.33,1.81,0.23,1.69,0.28,0.64,2.2,0.81,-3.23,0.86,       -,-0.52,1.07,0.16,1.42,0.64
 ACESSÓRIOS E PEÇAS,-0.5,-1.24,0.04,-0.79,0.3,0.31,2.79,1.39,4.04,0.84,-1.61,1.18,1.97,-1.73,-0.76,-0.06,0.48
 PNEU,       -,3.65,0.65,1.95,1.48,2.41,-0.11,1.8,-2.31,1.03,0.05,2.45,2.4,1.33,-0.68,4.66,1.23
 CONSERTO DE AUTOMÓVEL,0.77,1.57,-0.68,0.04,0.34,-0.21,-1.33,0.75,-1.38,2,0.57,0.47,0.31,-0.93,1.48,0.41,0.37
 ESTACIONAMENTO,       -,2.87,       -,       -,1.36,       -,       -,       -,0.8,0.25,       -,       -,       -,       -,       -,       -,1.33
 PEDÁGIO,       -,0,       -,       -,0,       -,       -,       -,       -,0.62,       -,0,       -,       -,       -,       -,0.1
 AUTOMÓVEL USADO,-1.94,0.42,-0.04,       -,1.19,0.7,0.39,0.75,2.43,-0.15,0.41,0.98,0.4,0.21,-1.4,2.5,0.4
 PINTURA DE VEÍCULO,       -,       -,0,1.54,       -,       -,       -,       -,-0.07,       -,       -,       -,       -,       -,       -,       -,0.3
 ALUGUEL DE VEÍCULO,2.22,       -,       -,       -,       -,       -,5.1,       -,7.91,       -,       -,       -,       -,       -,       -,       -,5.14
 MOTOCICLETA,-0.81,-1.54,0.13,0.58,0.16,1.7,1.21,1.29,-0.58,1.05,0.32,1.35,1.37,1.58,0.21,0.48,0.26
 COMBUSTÍVEIS (VEÍCULOS),2.71,3.88,3.04,1.89,0.88,3.35,3.85,4.05,-5.22,2.04,3.05,2.53,2.56,3.07,2.98,2.48,1.94
 GASOLINA,3.6,3.86,3.06,1.86,0.68,3.28,3.94,4.21,-6.04,1.83,2.89,2.52,2.69,2.73,3.01,2.43,1.95
 ETANOL,3.27,       -,3.03,1.76,1.78,3.26,       -,       -,0.52,2.75,3.83,       -,-1.31,       -,       -,       -,2.21
 ÓLEO DIESEL,5.28,4.63,2.8,3.49,-0.37,4.89,0.83,2.02,0.6,4.3,3.69,2.86,2.68,5.74,2.39,4.19,2.47
 GÁS VEICULAR,-3.32,       -,       -,       -,       -,       -,       -,-0.03,       -,       -,       -,       -,       -,       -,       -,       -,-3.16
 SAÚDE E CUIDADOS PESSOAIS,-0.68,-0.89,-0.65,-0.37,-0.73,-0.67,0.09,0.31,-0.59,-1.03,-0.73,-0.76,-0.23,-0.06,-0.18,-0.76,-0.64
 PRODUTOS FARMACÊUTICOS E ÓTICOS,-0.05,-0.87,0.07,0.02,0.11,0.94,-0.18,2.52,-0.76,-1.25,-0.6,0,0.42,1.22,0.33,0.38,-0.09
 PRODUTOS FARMACÊUTICOS,-0.14,-0.99,0.01,0.11,0.09,0.95,-0.51,2.7,-0.52,-1.42,-0.59,-0.19,0.19,1.25,0.32,0.67,-0.13
 ANTI-INFECCIOSO E ANTIBIÓTICO,-0.53,0.28,-1.52,0.18,-3.21,1.93,0.99,3.12,-0.06,-1.46,-0.9,-1,0.3,-0.46,-1.73,-5.01,-1.17
 ANALGÉSICO E ANTITÉRMICO,0.04,-2.14,0.03,-0.2,0.59,0.07,0.5,4.02,-1.17,-0.92,-1.44,1.69,0.4,0.21,-0.11,-1.4,-0.1
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,-5.16,0.37,0.15,-1.73,2.42,-0.54,0.49,3.16,-0.71,-0.96,-0.88,-0.39,-0.26,2.12,-1.82,0,-0.02
 ANTIGRIPAL E ANTITUSSÍGENO,-0.65,1.71,0.17,0.55,-0.26,2.35,1.08,2.15,2.97,0.28,0.93,1.41,1.87,2.82,-0.85,-1.88,0.54
