"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - NOVEMBRO DE 2020",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 SAL E CONDIMENTOS,-0.2,-0.22,-0.47,-1.47,0.86,1.74,-0.44,-0.49,-3.04,-0.98,-2.26,-1.56,0.1,-0.81,-0.07,0.35,-0.26
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.71
 ATOMATADO,-0.11,-1.05,-0.24,1.07,0.0,1.11,-0.19,3.32,1.52,0.09,0.22,1.61,0.91,0.8,-0.28,0.13,0.09
 ALHO,-0.42,0.0,-1.89,-3.01,1.61,4.06,-1.02,-1.36,-8.7,-0.37,-4.67,-3.05,-1.01,-1.6,0.01,0.93,-1.02
 SAL,-1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,-0.31,-1.41,-0.7,-1.15
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.53
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44
 FERMENTO,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.27
 MAIONESE,1.35,-1.32,-0.24,-1.14,-1.32,-1.17,-0.32,-0.18,0.0,1.12,0.0,-2.78,3.98,-1.09,0.0,0.0,-0.44
 VINAGRE,0.0,2.92,0.0,-0.31,0.94,0.61,1.51,0.0,2.12,0.0,0.0,0.0,0.0,0.0,-0.88,-0.08,1.24
 CALDO CONCENTRADO,0.0,1.82,0.0,-2.63,0.0,0.0,0.0,-1.24,1.97,0.0,1.4,2.67,0.0,0.0,0.0,0.0,0.89
 TEMPERO MISTO,0.0,-0.52,2.11,-4.4,2.77,0.73,-1.04,-0.05,1.97,-7.32,-2.66,0.53,-1.52,0.21,1.49,0.67,0.37
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.31,0.58,1.16,0.18,0.45,0.16,0.73,0.85,0.8,0.88,0.49,-0.35,1.22,0.78,0.23,0.81,0.57
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.31,0.58,1.16,0.18,0.45,0.16,0.73,0.85,0.8,0.88,0.49,-0.35,1.22,0.78,0.23,0.81,0.57
 REFEIÇÃO,0.18,0.3,1.24,0.35,1.0,0.79,0.03,1.17,0.81,0.17,0.73,0.26,0.19,1.09,0.29,0.37,0.7
 LANCHE,0.81,1.13,0.97,-0.51,-1.1,-1.31,2.11,0.04,0.6,1.88,-0.11,-1.74,2.89,0.25,-0.29,1.57,0.09
 REFRIGERANTE E ÁGUA MINERAL,1.1,0.53,2.19,-2.34,0.93,1.53,-1.89,-0.1,2.4,3.76,0.82,1.94,1.86,-0.06,1.68,0.69,1.05
 CAFEZINHO,0.0,1.01,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45
 CERVEJA,0.52,2.32,0.87,2.44,1.71,0.16,2.24,0.65,0.83,1.51,1.8,0.04,1.39,1.17,0.51,1.45,1.33
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1.19,0.0,2.13,0.0,1.13
 VINHO,-3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.72
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.81,0.55
 SORVETE,0.0,0.0,0.0,0.0,1.78,0.0,0.0,2.78,1.15,1.75,1.59,0.0,1.13,0.34,0.0,3.49,1.75
 HABITAÇÃO,0.32,0.64,0.77,0.54,0.49,-0.17,-0.55,0.26,0.62,0.11,1.77,0.9,-0.45,0.92,-0.62,-0.12,0.44
 ENCARGOS E MANUTENÇÃO,0.28,0.66,0.96,0.02,0.71,-0.3,0.15,0.34,0.18,0.3,0.82,0.53,-0.69,1.34,0.43,-0.3,0.5
 ALUGUEL E TAXAS,0.23,0.7,1.11,0.02,0.71,-0.45,-0.36,0.19,-0.28,0.05,0.86,0.44,-0.82,0.29,0.0,-0.37,0.44
 ALUGUEL RESIDENCIAL,0.75,0.35,0.52,0.04,0.69,-0.63,-0.81,0.34,0.02,0.35,0.74,1.08,-1.61,0.42,0.0,-0.69,0.44
 CONDOMÍNIO,-0.31,1.97,-0.04,0.0,1.12,-0.45,0.04,0.0,-0.89,-0.47,2.79,-0.23,1.05,0.01,-0.18,-0.22,0.53
 TAXA DE ÁGUA E ESGOTO,0.0,0.19,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34,0.0,0.0,0.0,-0.34
 REPAROS,0.48,0.57,0.95,0.65,1.47,0.58,1.95,1.48,1.31,0.64,-0.07,1.58,0.25,2.55,1.38,0.5,1.11
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,0.0,5.19,0.0,0.0,2.6,0.0,0.0,5.75
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,-0.52,0.0,0.0,0.0,0.0,-1.0,0.0,1.05
 VIDRO,0.0,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22
 TINTA,0.15,0.02,1.09,0.46,-0.27,-1.65,-0.19,-1.32,3.46,-1.47,-1.59,-0.14,0.59,1.81,-0.18,-3.96,-0.19
 REVESTIMENTO DE PISO E PAREDE,1.0,0.06,4.62,2.17,6.7,0.0,4.38,5.36,3.76,3.88,-0.13,4.2,0.0,6.43,6.68,2.87,4.38
 MADEIRA E TACO,0.0,2.85,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.37,3.8,0.0,2.63
 CIMENTO,0.0,0.0,0.0,0.13,0.0,0.0,0.71,0.7,2.31,0.0,0.0,0.72,0.05,1.59,-0.67,0.0,0.71
 TIJOLO,1.38,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,-1.83,2.87,0.0,5.4,2.13,0.0,1.46
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,6.33,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,1.57,0.0,0.0,0.0,5.36
 MÃO DE OBRA,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11
 AREIA,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,3.56,0.0,3.0
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,0.0,0.0,5.43
 TELHA,0.0,4.23,1.39,2.33,0.0,0.0,3.57,0.0,0.0,5.54,0.0,0.0,0.0,0.0,0.07,0.0,3.57
 ARTIGOS DE LIMPEZA,0.59,0.52,-0.35,-0.76,-0.97,1.25,-0.21,0.11,2.45,2.23,1.25,-0.74,-0.66,1.83,-0.31,-0.77,0.08
 SACO PARA LIXO,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.58,0.0,0.0,0.0,0.48
 ÁGUA SANITÁRIA,-1.21,-1.43,-0.14,-3.37,2.21,-1.47,0.03,-0.95,1.4,0.0,2.61,0.0,1.52,-1.11,3.88,-1.28,0.64
 DETERGENTE,1.4,-0.43,-0.6,0.01,0.42,0.51,1.54,0.61,1.06,1.38,0.37,1.34,-0.96,0.84,0.0,-1.49,0.37
 SABÃO EM PÓ,0.68,1.56,-0.39,-3.78,-3.01,0.39,1.07,-1.78,4.01,2.02,1.59,-3.4,0.05,2.44,-3.63,-3.01,-0.68
 DESINFETANTE,-1.65,1.54,-3.08,1.07,0.25,1.51,-2.88,0.45,2.31,1.66,3.31,1.68,0.0,0.0,2.07,0.0,0.17
 SABÃO EM BARRA,2.91,0.0,3.57,7.11,0.0,0.0,0.02,7.92,0.83,0.0,0.0,4.83,3.58,3.64,3.56,3.31,3.57
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,-0.58,0.0,0.0,0.0,0.0,2.0
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,-0.64,0.0,0.0,0.0,2.96,0.0,0.0,0.0,0.0,0.0,2.23,2.11
 LIMPADOR MULTIUSO,0.0,2.47,0.0,0.0,0.18,4.63,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.11
 PAPEL TOALHA,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02
 AMACIANTE E ALVEJANTE,-0.68,0.5,-0.1,-0.46,-1.94,2.71,-1.5,-1.06,2.95,2.92,0.22,-0.62,-3.34,1.0,-0.38,0.91,-0.4
 COMBUSTÍVEIS E ENERGIA,0.39,0.59,0.49,1.26,-0.04,0.25,-1.11,0.15,1.29,-0.25,3.33,1.47,-0.16,0.65,-1.52,0.19,0.32
 COMBUSTÍVEIS (DOMÉSTICOS),2.08,-0.03,1.08,4.21,1.9,1.58,1.16,0.43,2.63,-1.08,1.96,2.05,1.53,2.85,-1.44,0.99,1.39
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.44,0.0,-0.15
 GÁS DE BOTIJÃO,0.67,-0.03,1.08,4.21,2.47,1.58,1.16,0.43,2.63,-1.24,1.96,2.05,1.53,2.85,-1.44,0.99,1.37
 GÁS ENCANADO,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57
 ENERGIA ELÉTRICA RESIDENCIAL,-0.02,0.74,0.32,0.23,-0.59,-0.09,-1.72,0.04,0.8,0.01,3.69,1.32,-0.6,0.0,-1.56,-0.11,0.01
 ENERGIA ELÉTRICA RESIDENCIAL,-0.02,0.74,0.32,0.23,-0.59,-0.09,-1.72,0.04,0.8,0.01,3.69,1.32,-0.6,0.0,-1.56,-0.11,0.01
 ARTIGOS DE RESIDÊNCIA,0.77,1.62,1.15,0.41,1.17,0.72,-0.41,0.64,0.39,0.92,0.69,0.78,-0.56,-0.85,0.07,-1.41,0.86
 MÓVEIS E UTENSÍLIOS,1.16,3.96,1.88,1.63,1.63,1.05,0.43,1.52,1.17,0.8,0.94,0.76,-0.54,0.06,1.5,-0.98,1.56
 MOBILIÁRIO,1.19,3.99,1.9,2.0,1.45,1.59,0.74,1.54,2.08,-0.15,-0.03,-0.05,-0.87,-0.93,2.53,-2.21,1.48
 MÓVEL PARA SALA,0.77,3.7,2.78,0.72,1.81,1.01,1.92,2.28,2.75,-1.95,-0.04,-0.38,-0.89,-0.1,1.16,-2.55,1.53
 MÓVEL PARA QUARTO,1.63,4.43,2.58,3.77,1.33,1.84,0.0,0.87,3.33,3.46,0.82,-0.2,-0.9,-1.42,3.9,-3.79,1.99
 MÓVEL PARA COPA E COZINHA,1.08,3.04,-1.03,0.1,0.98,2.47,0.32,1.97,-0.71,-3.77,0.37,0.79,-1.53,0.35,1.26,0.98,0.35
 MÓVEL INFANTIL,0.0,0.0,0.0,-1.96,0.0,0.0,0.0,3.17,-1.1,-1.67,-4.44,0.0,1.67,-2.13,-2.14,1.6,-1.22
 COLCHÃO,0.0,6.58,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34
 UTENSÍLIOS E ENFEITES,0.79,4.15,1.79,1.09,1.55,0.58,0.28,1.53,1.12,3.42,2.25,1.56,-0.59,1.21,-1.31,2.27,1.77
 ARTIGOS DE ILUMINAÇÃO,-1.87,1.17,0.26,2.99,0.57,0.33,0.34,-0.45,-0.88,0.41,0.0,0.0,0.54,0.0,-0.97,0.32,0.32
 TAPETE,2.03,5.84,0.0,0.0,0.61,1.93,1.91,0.0,-1.09,5.66,1.54,1.92,-2.62,0.0,0.0,0.0,1.9
 CORTINA,-0.97,2.16,3.27,2.63,0.71,1.38,0.0,1.35,0.65,1.37,3.23,1.36,0.0,0.0,0.0,0.0,1.36
 UTENSÍLIOS DE METAL,2.77,7.61,2.64,0.02,3.01,0.16,0.03,-1.02,3.8,5.28,2.8,1.82,-1.42,1.22,-2.97,1.7,2.8
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,1.56,-0.1,1.31,-0.24,1.63,5.84,0.3,3.13,0.0,4.54,1.64,0.34,2.52,3.03,1.62
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,-1.46,0.0,0.0,0.0,0.46,0.0,0.0,0.0,-1.09,5.47,-0.26
 FLORES NATURAIS,0.0,5.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,-1.25,0.25,0.0,0.0,0.0,5.68,0.0,0.0,2.75,-0.59,1.58,2.42,0.0,0.0,0.89
" CAMA, MESA E BANHO",2.32,3.42,1.96,0.62,2.87,-0.35,-0.46,1.36,-1.87,-1.34,2.29,2.93,0.99,1.39,2.69,-1.05,1.49
 ROUPA DE CAMA,2.32,3.42,1.96,0.92,2.87,-0.35,-0.46,1.05,-1.87,-1.34,2.29,2.93,1.7,2.23,2.69,-1.05,1.52
 ROUPA DE BANHO,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,-0.67,-1.52,0.0,0.0,0.41
 APARELHOS ELETROELETRÔNICOS,0.25,-0.66,0.34,-1.05,0.17,0.55,-1.5,-0.72,-0.33,-0.13,0.73,1.12,-0.89,-2.0,-1.34,-2.63,-0.14
 ELETRODOMÉSTICOS E EQUIPAMENTOS,0.27,1.03,0.54,-0.56,1.03,1.08,-0.93,0.11,0.94,1.58,1.8,1.03,0.0,-2.55,-0.49,-1.89,0.72
 REFRIGERADOR,0.02,-0.68,-0.5,-0.91,0.58,2.15,-1.45,0.5,0.46,0.59,1.52,-0.08,-1.35,-3.97,-2.04,-1.32,0.09
 AR-CONDICIONADO,2.73,3.28,0.0,-1.0,3.41,2.46,0.81,1.67,2.03,3.96,3.43,2.1,3.37,-1.53,0.0,-0.68,2.65
 MÁQUINA DE LAVAR ROUPA,-1.84,1.7,0.1,-2.79,-0.4,-1.66,-2.72,-0.72,-0.14,-0.12,0.56,-0.89,-0.84,-0.82,0.28,-4.32,-0.39
 VENTILADOR,0.0,0.0,0.0,-2.07,0.0,0.0,1.1,-2.21,0.0,0.0,0.0,0.0,-1.7,-1.48,-0.94,-0.27,-1.09
 FOGÃO,1.23,1.04,2.34,4.49,2.78,2.91,1.25,0.61,1.96,4.43,2.86,6.11,2.62,-2.85,2.1,-2.21,2.47
 CHUVEIRO ELÉTRICO,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25
" TV, SOM E INFORMÁTICA",0.24,-2.74,0.14,-1.53,-0.69,0.07,-2.03,-1.6,-1.78,-1.91,-0.74,1.21,-2.2,-1.01,-2.23,-3.28,-1.02
 TELEVISOR,0.16,-2.1,0.42,-1.84,-0.88,-2.33,-2.16,-0.87,-1.34,-0.77,-1.69,1.76,-1.48,-0.95,-1.64,-3.05,-0.95
 APARELHO DE SOM,0.0,0.0,0.0,-1.53,0.0,0.0,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,0.0,-2.23,0.99,-0.83
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,-1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.53
 COMPUTADOR PESSOAL,0.36,-3.75,-0.21,-1.11,-0.44,1.89,-1.81,-2.59,-2.98,-3.26,0.44,0.43,-3.42,-1.12,-4.19,-4.87,-1.12
 CONSERTOS E MANUTENÇÃO,2.18,0.68,0.85,1.97,4.12,-0.22,2.02,3.19,0.45,5.78,-0.48,-0.82,1.18,1.42,0.54,2.27,2.55
 CONSERTOS E MANUTENÇÃO,2.18,0.68,0.85,1.97,4.12,-0.22,2.02,3.19,0.45,5.78,-0.48,-0.82,1.18,1.42,0.54,2.27,2.55
 CONSERTO DE REFRIGERADOR,0.0,-0.21,0.0,-0.35,0.0,0.0,-0.26,0.0,0.68,0.0,-0.65,0.0,0.0,0.0,0.0,0.0,-0.26
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
 REFORMA DE ESTOFADO,-0.81,-0.29,1.87,4.3,-3.57,-0.8,0.0,-0.59,0.92,0.0,0.0,0.81,2.91,-1.39,0.0,3.59,-0.81
 CONSERTO DE APARELHO CELULAR,0.0,2.46,0.64,0.74,0.73,0.61,3.11,1.03,-1.0,1.25,-0.91,0.46,-1.45,-0.37,-0.84,2.04,0.74
 CONSERTO DE BICICLETA,2.82,0.12,0.64,2.42,6.31,0.03,2.45,6.51,2.02,6.77,-0.18,-1.18,2.98,2.53,2.36,1.53,4.3
 VESTUÁRIO,-0.2,-0.92,-0.29,0.7,0.73,-0.98,-0.74,1.63,-1.85,0.74,0.68,0.31,0.9,-0.07,0.11,-0.54,0.07
 ROUPAS,0.49,-0.55,-0.16,0.33,0.72,-1.22,-0.34,1.6,-2.58,0.69,0.36,0.36,0.51,0.13,-0.32,-0.88,0.08
 ROUPA MASCULINA,-0.51,-0.64,0.31,1.62,-0.61,-0.25,-0.97,2.2,-1.93,0.79,-1.0,0.76,-1.09,0.79,-1.43,-2.53,-0.33
 CALÇA COMPRIDA MASCULINA,-2.76,0.73,0.76,1.91,0.51,-2.36,-1.53,0.28,-2.57,1.52,0.76,1.16,-3.23,-1.01,-1.36,-3.48,-0.02
 AGASALHO MASCULINO,0.0,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.19
 BERMUDA/SHORT MASCULINO,1.65,1.32,-0.25,1.24,1.9,0.22,-0.92,2.16,-1.99,-0.08,-0.49,1.34,0.14,1.81,-2.28,-2.62,0.32
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.63,0.0,0.83
 CAMISA/CAMISETA MASCULINA,-0.55,-1.91,0.21,1.62,-1.71,0.72,-0.97,2.96,-1.6,0.49,-2.27,0.37,0.18,1.71,-1.21,-2.07,-0.73
 ROUPA FEMININA,1.6,-0.92,-0.73,-1.32,2.03,-2.08,-0.08,0.87,-3.46,0.14,1.02,0.07,2.28,-0.54,0.97,0.36,0.3
 CALÇA COMPRIDA FEMININA,1.03,-0.05,-1.5,-1.78,4.31,-3.31,-3.07,2.9,-4.44,1.48,2.21,-0.84,3.08,-1.23,-3.03,0.02,0.96
 AGASALHO FEMININO,0.0,-1.58,-3.45,0.0,0.0,0.0,0.0,0.0,0.0,-0.57,0.0,0.0,2.28,0.0,0.0,0.0,-1.71
 SAIA,0.0,0.0,0.0,-0.17,0.0,0.0,-3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.89,-2.45,-2.81,-1.85
 VESTIDO,3.92,1.74,1.62,-1.55,1.47,-2.04,0.95,-2.74,-2.9,3.28,0.43,0.38,2.98,-1.52,2.35,-0.16,0.95
 BLUSA,0.27,-2.85,-1.92,-1.69,1.26,-1.53,-0.55,1.92,-3.99,-1.06,0.5,0.52,1.39,-0.38,1.82,0.38,-0.36
 LINGERIE,0.0,0.47,0.64,1.15,0.89,0.0,3.34,2.91,-2.27,-2.51,2.46,0.0,0.77,-0.48,3.09,-1.13,0.52
 BERMUDA/SHORT FEMININO,2.6,0.0,0.74,-0.93,0.0,0.0,0.51,-0.31,-3.27,-0.92,-0.15,-1.17,3.27,2.56,1.98,3.33,0.2
 ROUPA INFANTIL,-0.34,0.5,0.3,1.93,0.19,-0.82,0.51,2.33,-2.21,1.65,1.48,0.35,-0.43,0.16,-0.57,-0.32,0.3
 UNIFORME ESCOLAR,0.0,0.0,0.19,-0.03,2.49,-1.02,2.54,3.44,0.0,0.0,0.54,1.07,0.0,0.0,1.06,0.2,1.19
 CALÇA COMPRIDA INFANTIL,0.0,-0.57,0.52,0.0,-0.05,-0.61,0.0,0.0,-3.33,1.75,-0.26,0.0,-2.81,0.61,-2.72,0.0,-0.15
 AGASALHO INFANTIL,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46
 VESTIDO INFANTIL,-0.68,2.43,-1.1,1.27,0.0,-2.26,2.2,0.72,-4.38,0.0,2.5,1.58,0.12,-2.28,-2.09,1.21,-0.24
 BERMUDA/SHORT INFANTIL,1.6,0.0,0.0,2.74,0.08,0.0,-2.2,0.76,-0.97,0.0,0.0,-0.95,0.18,1.65,1.94,-1.05,0.36
 CAMISA/CAMISETA INFANTIL,-0.71,0.74,0.21,3.4,0.94,-0.45,-1.53,2.89,-3.56,2.76,2.96,-0.65,-0.47,1.17,-1.7,-2.89,0.58
 CONJUNTO INFANTIL,-1.54,-0.29,1.04,1.31,-2.15,-0.39,0.43,2.97,1.33,1.57,1.4,1.22,0.29,-0.69,-0.19,0.97,-0.2
 CALÇADOS E ACESSÓRIOS,-1.77,-2.08,-1.52,1.49,0.66,-0.97,-1.95,1.7,-0.14,1.0,0.38,-0.44,2.03,-0.63,0.65,-0.2,-0.19
 CALÇADOS E ACESSÓRIOS,-1.77,-2.08,-1.52,1.49,0.66,-0.97,-1.95,1.7,-0.14,1.0,0.38,-0.44,2.03,-0.63,0.65,-0.2,-0.19
 SAPATO MASCULINO,-1.33,-1.54,-1.81,0.19,0.62,-0.5,-2.38,2.86,-1.75,0.2,0.58,-2.2,1.3,-2.38,-2.21,-0.34,-0.61
 SAPATO FEMININO,-1.91,-2.17,-2.88,0.77,1.38,-2.59,-2.21,0.14,-0.8,3.04,1.99,0.81,0.55,1.49,1.9,-0.55,-0.02
 SAPATO INFANTIL,0.0,0.0,0.0,1.95,0.0,0.0,1.42,0.0,0.57,-1.85,-1.06,0.0,-0.7,-1.92,-0.62,1.57,-0.11
 BOLSA,2.16,-0.15,-1.87,-2.18,0.0,-1.04,-2.96,3.61,2.51,-2.24,2.93,0.0,0.76,0.57,1.58,-2.75,-0.18
 MOCHILA,0.0,0.0,0.0,-1.28,0.0,0.0,-0.62,-2.45,0.0,0.0,0.0,0.0,0.0,1.78,-3.02,0.0,-1.6
 TÊNIS,-2.63,-2.85,-0.06,2.03,0.42,1.14,-2.06,1.17,0.79,0.52,0.3,0.42,3.54,-0.34,0.2,2.12,-0.15
 SANDÁLIA/CHINELO,-2.22,0.19,-2.57,3.87,0.23,-3.12,-1.39,2.59,-0.9,2.2,-1.44,-1.63,2.68,-2.56,1.99,-1.48,-0.09
 JOIAS E BIJUTERIAS,-0.91,-0.27,3.23,0.85,1.05,0.35,-0.55,2.3,-1.51,-0.4,4.6,3.07,0.76,-0.46,2.46,1.18,0.96
 JOIAS E BIJUTERIAS,-0.91,-0.27,3.23,0.85,1.05,0.35,-0.55,2.3,-1.51,-0.4,4.6,3.07,0.76,-0.46,2.46,1.18,0.96
 BIJUTERIA,0.0,0.0,3.21,0.0,0.0,2.45,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.27,1.67
 JOIA,-0.85,-2.04,3.24,1.08,1.83,-0.3,0.99,1.71,0.0,-0.93,5.79,3.57,0.76,1.08,3.41,2.84,1.26
 RELÓGIO DE PULSO,-1.07,4.38,0.0,0.54,-1.36,0.0,-3.65,3.44,-2.73,1.34,-0.44,1.98,0.0,-1.36,-0.05,-1.05,-0.19
 TECIDOS E ARMARINHO,1.04,2.67,2.94,2.22,2.25,0.9,0.87,-0.08,-1.05,1.98,1.91,1.35,-1.17,0.75,1.11,3.28,1.44
 TECIDOS E ARMARINHO,1.04,2.67,2.94,2.22,2.25,0.9,0.87,-0.08,-1.05,1.98,1.91,1.35,-1.17,0.75,1.11,3.28,1.44
 TECIDO,1.04,3.31,3.46,2.22,3.2,0.9,0.87,-0.08,-1.05,3.11,3.43,0.43,-1.17,0.75,1.11,3.28,1.61
 ARTIGOS DE ARMARINHO,0.0,1.49,2.01,0.0,0.32,0.0,0.0,0.0,0.0,0.37,-1.71,3.09,0.0,0.0,0.0,0.0,0.61
 TRANSPORTES,1.03,1.04,1.16,-0.25,1.88,0.57,0.35,-0.15,3.26,1.29,1.39,0.86,1.12,0.89,0.6,0.54,1.33
 TRANSPORTES,1.03,1.04,1.16,-0.25,1.88,0.57,0.35,-0.15,3.26,1.29,1.39,0.86,1.12,0.89,0.6,0.54,1.33
 TRANSPORTE PÚBLICO,1.64,2.71,0.3,-1.56,-0.27,3.21,0.04,0.95,0.32,1.59,2.32,-0.56,1.09,1.85,0.66,0.19,0.7
 ÔNIBUS URBANO,0.0,-1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15
 TÁXI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TREM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÔNIBUS INTERMUNICIPAL,0.0,-1.36,-3.43,-3.18,0.0,0.0,0.0,0.0,0.58,0.0,0.35,0.02,-1.44,0.0,-0.85,0.0,-0.48
 ÔNIBUS INTERESTADUAL,1.7,0.0,-3.63,-2.87,-2.81,0.26,0.0,2.74,-4.11,-0.94,0.53,0.33,-3.25,-0.08,1.84,-2.43,-1.32
 PASSAGEM AÉREA,11.37,15.32,6.52,-6.61,-3.96,13.8,0.21,6.21,-1.37,6.55,8.5,-5.77,3.61,6.86,5.76,2.33,3.22
 METRÔ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TRANSPORTE ESCOLAR,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,0.06
 TRANSPORTE POR APLICATIVO,12.85,14.99,3.36,-3.76,7.82,-13.74,0.0,5.08,8.33,0.0,8.12,12.29,9.41,0.0,8.39,8.47,7.69
 INTEGRAÇÃO TRANSPORTE PÚBLICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 VEÍCULO PRÓPRIO,0.55,0.41,0.95,0.94,1.26,0.61,0.65,0.33,0.99,0.82,1.28,1.12,0.45,1.29,0.7,0.97,0.93
