"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JULHO DE 2020",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 SOPA DESIDRATADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.82,0.0,0.0,0.0,0.41
 AZEITONA,1.17,0.39,-0.67,-0.42,-0.75,1.06,0.0,3.21,0.56,1.95,1.61,3.68,-1.25,1.35,0.0,0.0,0.4
 MILHO-VERDE EM CONSERVA,2.59,-1.84,0.81,-0.27,1.58,0.0,1.74,0.1,1.97,1.32,-1.99,-0.43,1.09,1.24,0.35,-1.02,0.81
 ATUM EM CONSERVA,1.34,0.0,0.0,0.04,1.49,2.22,0.0,0.0,-0.49,0.19,0.0,0.0,0.0,0.0,0.0,0.0,1.02
 SAL E CONDIMENTOS,-0.85,-0.02,-0.82,-1.32,-1.8,-0.37,-0.61,1.04,1.0,2.08,-1.53,-5.48,0.57,0.21,-2.4,0.65,-0.73
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39
 ATOMATADO,0.5,-0.34,-1.31,0.35,-0.5,-0.08,0.91,0.07,1.05,2.61,0.75,1.03,0.04,2.1,-0.07,1.18,0.15
 ALHO,-1.34,0.0,-1.78,-5.99,-3.54,0.61,-1.77,2.11,1.58,3.68,-3.0,-9.11,1.08,-0.42,-6.02,1.48,-1.77
 SAL,-2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,-1.14,0.73,-0.73,-1.85
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,-0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.61
 FERMENTO,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,2.28
 MAIONESE,-0.22,-0.95,3.1,2.89,-2.58,-2.0,1.92,-1.25,0.0,-1.03,0.0,1.5,0.81,1.11,0.0,0.0,-0.81
 VINAGRE,0.0,1.42,0.0,2.36,0.68,0.94,0.33,0.0,-0.35,0.0,0.0,0.0,0.0,0.0,0.55,-1.32,0.79
 CALDO CONCENTRADO,0.0,-0.04,0.0,2.21,0.0,0.0,0.0,-1.6,-0.64,0.0,-0.21,2.18,0.0,0.0,0.0,0.0,0.06
 TEMPERO MISTO,0.0,0.62,-0.33,-0.02,-0.94,-3.2,-1.1,0.84,1.62,0.85,-1.52,-0.83,-0.32,1.54,3.48,-0.9,-0.42
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.17,0.1,0.07,0.04,-0.96,0.24,0.55,0.16,0.76,-0.89,-0.12,0.6,-0.13,0.26,0.04,-0.9,-0.29
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.17,0.1,0.07,0.04,-0.96,0.24,0.55,0.16,0.76,-0.89,-0.12,0.6,-0.13,0.26,0.04,-0.9,-0.29
 REFEIÇÃO,0.27,0.41,0.22,0.07,-0.41,0.08,0.0,-0.08,0.62,-0.16,-0.71,-0.06,-0.08,1.56,0.2,-1.36,-0.06
 LANCHE,0.05,-0.9,-0.19,-0.19,-2.4,1.09,1.9,0.68,1.41,-2.4,0.86,1.95,-0.25,-2.27,0.25,-0.22,-0.86
 REFRIGERANTE E ÁGUA MINERAL,-1.73,-0.01,-0.89,-1.47,2.71,0.18,0.02,-0.39,-0.38,0.1,0.49,-0.78,0.46,0.51,1.6,1.13,0.7
 CAFEZINHO,0.0,1.23,0.0,0.0,-4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.75
 CERVEJA,-0.39,0.63,0.32,0.85,0.03,-2.79,-0.14,1.49,0.05,-1.07,-0.48,0.06,-0.02,1.73,-1.07,-1.13,-0.14
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,1.45,0.0,-3.69,0.0,1.53
 VINHO,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,0.0,0.0,0.0,0.0,-0.9,-0.27
 SORVETE,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.15,0.61,0.09,-2.64,0.0,-2.32,-1.64,0.0,2.0,-0.07
 HABITAÇÃO,0.27,0.63,0.96,1.01,0.99,0.32,2.22,1.69,1.1,-0.7,0.84,0.64,1.21,0.03,2.04,0.65,0.8
 ENCARGOS E MANUTENÇÃO,0.26,-0.02,0.12,-0.01,0.06,0.56,0.06,0.3,0.07,0.19,0.26,-0.07,0.05,0.39,0.31,0.07,0.13
 ALUGUEL E TAXAS,0.32,0.15,0.34,0.1,0.23,0.54,0.08,0.17,-0.09,0.09,0.16,-0.29,0.0,0.13,-0.1,0.1,0.2
 ALUGUEL RESIDENCIAL,0.69,0.11,0.57,0.19,0.74,0.63,0.0,0.31,0.03,0.79,0.15,-0.31,-0.02,0.14,-0.18,0.18,0.53
 CONDOMÍNIO,0.0,0.4,0.21,0.0,-0.39,0.46,0.23,0.0,-0.31,-1.11,0.47,-0.55,0.3,0.68,0.0,0.04,-0.18
 TAXA DE ÁGUA E ESGOTO,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 REPAROS,0.27,-0.43,-0.27,-0.22,-0.72,0.71,1.06,0.64,0.71,0.2,1.68,0.73,0.5,0.8,0.86,1.4,-0.09
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.53,0.0,0.0,-1.11,0.0,0.0,1.65
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,-1.02,0.0,0.0,0.0,0.0,-0.23,0.0,0.47
 VIDRO,0.0,0.0,0.0,0.0,0.0,-1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87
 TINTA,1.41,-0.65,-0.37,-0.44,-0.21,2.89,-0.9,-0.82,2.71,0.88,2.69,1.25,2.03,2.64,-1.91,-0.06,0.3
 REVESTIMENTO DE PISO E PAREDE,-1.66,-0.96,-0.66,-1.14,-3.04,0.0,-1.15,1.88,1.89,0.07,1.72,1.57,0.0,1.87,1.99,4.93,-1.15
 MADEIRA E TACO,0.0,-2.89,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.88,-0.09,0.0,-1.59
 CIMENTO,0.0,0.0,0.0,3.16,0.0,0.0,6.59,4.3,3.75,0.0,0.0,0.73,0.76,0.28,4.04,0.0,4.04
 TIJOLO,5.0,0.0,0.0,0.0,0.0,0.0,4.13,0.0,0.0,0.0,4.49,1.93,0.0,2.74,3.25,0.0,4.13
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,-0.42,0.0,0.0,0.0,-0.91,0.0,0.0,0.0,1.15,0.0,0.0,0.0,-0.42
 MÃO DE OBRA,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24
 AREIA,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,3.48,0.0,0.66
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.92
 TELHA,0.0,2.08,0.63,-0.22,0.0,0.0,1.63,0.0,0.0,1.27,0.0,0.0,0.0,0.0,-1.9,0.0,1.11
 ARTIGOS DE LIMPEZA,-0.71,-0.72,-1.39,-0.58,-0.33,0.66,-1.85,0.92,0.55,1.24,-0.01,1.04,0.06,0.23,0.55,-1.8,-0.28
 SACO PARA LIXO,0.0,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,-0.5
 ÁGUA SANITÁRIA,-5.31,-1.99,-0.48,-0.45,-3.09,1.6,-3.18,1.21,-0.02,0.0,-1.05,0.0,0.04,0.96,-1.89,-0.55,-1.9
 DETERGENTE,1.38,-2.25,0.17,-0.7,-2.61,-1.08,-0.5,0.99,0.15,2.25,-1.07,2.05,-1.08,-0.75,0.0,-0.11,-1.08
 SABÃO EM PÓ,-1.42,-0.89,-1.86,-1.41,0.33,-0.18,-2.94,1.24,-0.33,-0.4,1.69,2.66,-1.9,0.27,3.1,-3.87,-0.35
 DESINFETANTE,-0.46,0.03,0.23,2.63,1.03,1.89,1.44,1.12,4.62,0.08,-0.81,-0.54,0.0,0.0,-4.85,0.0,0.86
 SABÃO EM BARRA,-1.11,0.0,-1.58,-1.61,0.0,0.0,-2.92,2.22,0.49,0.0,0.0,0.94,2.82,-0.74,1.9,1.25,-0.36
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,-0.06,0.0,0.0,0.0,0.0,0.18
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,2.69,0.0,0.0,0.0,0.0,0.0,-2.8,1.21
 LIMPADOR MULTIUSO,0.0,-0.08,0.0,0.0,-0.06,-2.22,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.11
 PAPEL TOALHA,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
 AMACIANTE E ALVEJANTE,-0.49,0.86,-3.34,-0.19,1.75,3.1,-1.86,-0.55,0.53,2.82,-1.12,-0.65,2.96,0.85,-2.92,-0.79,0.59
 COMBUSTÍVEIS E ENERGIA,0.29,1.7,2.17,2.51,3.4,-0.48,4.03,3.88,2.7,-2.28,1.79,1.75,2.64,-0.2,3.57,1.67,2.03
 COMBUSTÍVEIS (DOMÉSTICOS),0.4,-0.99,0.33,-0.3,-0.3,-0.23,1.54,0.13,0.97,-0.12,0.25,-0.07,0.78,-0.91,0.0,2.96,0.1
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 GÁS DE BOTIJÃO,0.58,-0.99,0.33,-0.3,-0.39,-0.23,1.6,0.13,0.97,-0.14,0.25,-0.07,0.78,-0.91,0.0,2.96,0.11
 GÁS ENCANADO,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01
 ENERGIA ELÉTRICA RESIDENCIAL,0.26,2.37,2.65,3.47,4.49,-0.53,4.71,5.29,3.32,-2.92,2.18,2.23,3.12,0.0,5.13,1.21,2.59
 ENERGIA ELÉTRICA RESIDENCIAL,0.26,2.37,2.65,3.47,4.49,-0.53,4.71,5.29,3.32,-2.92,2.18,2.23,3.12,0.0,5.13,1.21,2.59
 ARTIGOS DE RESIDÊNCIA,0.83,1.64,1.46,0.75,0.23,1.11,-0.14,0.81,1.11,2.38,0.92,1.26,0.94,0.33,0.14,0.16,0.9
 MÓVEIS E UTENSÍLIOS,-0.43,1.13,0.64,0.94,-1.25,0.76,-1.68,0.74,0.24,0.91,0.15,0.5,0.75,-1.29,-0.77,-0.39,-0.07
 MOBILIÁRIO,-0.79,1.01,0.59,1.04,-1.62,0.88,-3.03,1.03,-0.16,1.64,-0.14,1.08,1.01,-2.42,-1.05,0.17,-0.22
 MÓVEL PARA SALA,-0.86,1.35,1.21,1.25,-0.43,2.4,-3.11,3.0,0.42,1.08,-0.11,1.87,2.23,-1.88,-1.09,-0.59,0.33
 MÓVEL PARA QUARTO,-1.21,1.2,0.69,2.01,-2.12,-0.34,-3.08,0.77,-1.86,2.98,-0.49,0.67,0.22,-3.1,-0.94,0.54,-0.46
 MÓVEL PARA COPA E COZINHA,0.37,0.29,-0.85,-1.84,-2.76,0.95,-2.72,-0.31,1.66,-1.31,1.2,0.99,-0.1,-2.75,-1.08,-0.27,-0.98
 MÓVEL INFANTIL,0.0,0.0,0.0,-0.44,0.0,0.0,0.0,-1.53,3.49,6.62,-1.36,0.0,5.8,2.0,-1.8,1.14,2.0
 COLCHÃO,0.0,1.22,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97
 UTENSÍLIOS E ENFEITES,-0.01,0.87,0.74,0.66,-1.25,-0.08,-0.11,-0.46,0.45,-0.34,0.39,0.19,0.13,0.77,0.4,-1.53,-0.18
 ARTIGOS DE ILUMINAÇÃO,-0.97,0.88,0.46,3.17,-1.48,0.64,0.1,0.92,1.16,1.62,0.0,0.0,1.43,0.0,0.06,0.11,0.1
 TAPETE,-0.76,0.81,0.0,0.0,1.11,0.43,0.41,0.0,0.36,-0.48,-0.81,0.42,2.34,0.0,0.0,0.0,0.41
 CORTINA,0.83,0.38,0.74,0.57,0.59,-0.63,0.0,0.35,-1.14,0.37,-0.29,0.36,0.0,0.0,0.0,0.0,0.35
 UTENSÍLIOS DE METAL,0.4,1.0,0.81,0.43,-2.99,0.46,0.88,-1.59,0.9,-0.64,0.41,-1.81,-1.09,0.42,0.37,-2.98,-0.74
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,0.4,0.09,-1.87,-1.05,-1.06,-0.33,0.19,-2.53,0.0,0.55,-1.3,1.56,0.15,0.22,-1.06
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,-0.97,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.38,-0.62,0.15
 FLORES NATURAIS,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,1.31,-2.52,0.0,0.0,0.0,-0.69,0.0,0.0,2.03,1.71,1.26,1.72,0.0,0.0,0.77
" CAMA, MESA E BANHO",0.47,2.18,0.64,1.04,0.98,2.5,0.29,1.0,1.25,0.63,1.13,-1.47,1.0,-0.95,-1.93,-1.1,0.93
 ROUPA DE CAMA,0.47,2.18,0.64,1.77,0.98,2.5,0.29,1.03,1.25,0.63,1.13,-1.47,2.2,-1.19,-1.93,-1.1,0.97
 ROUPA DE BANHO,0.0,0.0,0.0,-1.19,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,-1.59,-0.1,0.0,0.0,-0.5
 APARELHOS ELETROELETRÔNICOS,2.13,2.23,2.72,0.64,1.36,1.99,1.04,1.06,2.04,4.27,1.79,2.05,1.61,1.79,1.18,0.46,1.91
 ELETRODOMÉSTICOS E EQUIPAMENTOS,1.74,0.92,2.15,0.29,0.47,1.36,1.52,0.9,-0.32,3.02,0.92,0.79,-0.39,1.19,1.65,-2.2,1.01
 REFRIGERADOR,2.91,0.43,2.67,1.45,-0.5,0.77,2.99,-1.66,-0.33,4.15,0.62,-1.42,-0.47,1.01,0.22,-2.66,0.81
 AR-CONDICIONADO,0.63,-1.16,0.0,1.03,0.75,1.54,-3.14,4.08,0.78,0.85,1.98,4.26,2.81,2.8,0.0,-1.87,0.62
 MÁQUINA DE LAVAR ROUPA,1.88,2.17,1.28,0.55,0.49,1.94,1.68,0.56,2.02,1.55,0.58,1.13,-1.74,3.12,-0.34,-2.86,1.09
 VENTILADOR,0.0,0.0,0.0,-1.12,0.0,0.0,3.29,2.69,0.0,0.0,0.0,0.0,0.09,4.63,5.23,-0.56,1.95
 FOGÃO,0.13,2.46,3.6,-2.02,1.99,1.45,-0.96,2.97,-3.01,4.29,1.37,2.47,-1.19,-3.35,3.02,-1.62,1.49
 CHUVEIRO ELÉTRICO,0.0,0.0,-0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.63
" TV, SOM E INFORMÁTICA",2.47,3.89,3.31,0.98,2.3,2.56,0.58,1.22,4.79,5.63,3.02,3.47,4.62,2.87,0.67,2.93,2.87
 TELEVISOR,1.43,3.34,2.62,2.75,1.45,2.31,-0.88,2.82,4.18,6.99,1.1,3.34,4.4,2.41,0.96,2.4,2.39
 APARELHO DE SOM,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,-0.37,0.0,0.0,0.0,0.0,0.0,0.67,2.93,0.38
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98
 COMPUTADOR PESSOAL,4.13,4.87,4.27,-1.36,3.48,2.76,2.91,-0.81,7.62,4.05,5.51,3.65,4.97,3.67,-0.35,3.66,3.66
 CONSERTOS E MANUTENÇÃO,-1.04,1.2,-0.05,0.37,1.86,-0.93,-0.07,-0.2,0.45,1.67,0.52,1.3,-1.52,0.76,-0.71,1.83,0.8
 CONSERTOS E MANUTENÇÃO,-1.04,1.2,-0.05,0.37,1.86,-0.93,-0.07,-0.2,0.45,1.67,0.52,1.3,-1.52,0.76,-0.71,1.83,0.8
 CONSERTO DE REFRIGERADOR,0.0,0.89,0.0,0.98,0.0,0.0,0.97,0.0,0.86,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.97
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,-1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78
 REFORMA DE ESTOFADO,-0.04,2.16,-1.18,0.0,0.34,-2.4,0.0,0.31,1.22,0.0,0.0,0.0,-0.09,0.0,0.0,-0.03,-0.04
 CONSERTO DE APARELHO CELULAR,0.0,1.75,0.73,0.0,0.69,-1.35,0.66,-0.28,0.0,0.57,0.16,1.6,-0.79,-1.71,-1.53,2.7,0.45
 CONSERTO DE BICICLETA,-1.25,0.2,-0.19,0.7,2.44,0.94,-0.38,-0.36,0.3,1.92,0.21,1.41,-2.54,1.66,-0.35,2.13,1.15
 VESTUÁRIO,0.37,-0.44,-1.09,-1.19,-0.42,-0.73,-0.68,-0.58,-0.94,0.08,-0.97,-1.39,1.32,-0.67,-0.15,-1.85,-0.52
 ROUPAS,-0.04,-0.52,-1.35,-1.37,-0.5,-1.21,-0.85,-0.25,-1.37,0.1,-1.61,-1.73,1.06,-1.13,-0.89,-2.38,-0.72
 ROUPA MASCULINA,0.63,-1.03,-1.04,-0.88,-2.92,-0.61,-1.29,-1.85,-0.46,-0.53,-1.8,-1.76,1.01,-1.51,-0.58,-2.77,-1.4
 CALÇA COMPRIDA MASCULINA,0.48,-2.94,-0.09,-0.48,-3.42,-2.48,-1.87,0.27,-2.27,-1.84,0.13,-0.11,-0.51,-0.34,-1.84,-2.64,-1.87
 AGASALHO MASCULINO,0.0,-2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.42,0.0,0.0,0.0,0.0,0.0,0.0,-2.7
 BERMUDA/SHORT MASCULINO,0.05,0.42,-1.03,-1.89,-0.93,1.31,-1.11,-1.01,-1.28,0.53,-0.82,0.62,2.37,-1.02,-0.63,-2.79,-0.72
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,1.16,-1.26,0.0,1.13
 CAMISA/CAMISETA MASCULINA,0.85,0.43,-1.62,-0.68,-3.08,-0.01,-1.57,-3.07,0.87,0.38,-3.38,-3.37,1.81,-2.89,0.08,-2.83,-1.34
 ROUPA FEMININA,-0.16,0.28,-1.68,-1.88,0.14,-2.05,-0.93,1.08,-2.64,0.49,-2.18,-2.29,2.0,-1.32,-1.44,-2.71,-0.61
 CALÇA COMPRIDA FEMININA,-0.92,-0.75,-2.06,-0.51,-1.62,-0.99,-3.46,2.68,-3.87,-1.97,-1.94,-1.83,2.66,0.52,-1.12,-2.5,-1.46
 AGASALHO FEMININO,0.0,-3.19,-2.81,0.0,0.0,0.0,0.0,0.0,0.0,-1.43,0.0,0.0,0.18,0.0,0.0,0.0,-2.65
 SAIA,0.0,0.0,0.0,-2.58,0.0,0.0,-2.38,0.0,0.0,0.0,0.0,0.0,0.0,-1.53,-2.53,-2.18,-2.4
 VESTIDO,-0.88,2.18,-1.71,-2.96,2.33,-0.8,0.82,-0.55,-2.82,0.21,-2.96,-3.35,2.95,-1.61,-2.95,-2.45,-0.14
 BLUSA,0.92,1.38,-1.91,-2.07,0.44,-3.26,-0.9,1.91,-2.26,2.53,-2.68,-1.98,1.88,-1.54,-2.14,-2.76,-0.15
 LINGERIE,0.0,0.57,-0.39,-2.87,-0.98,0.0,0.63,-0.69,-1.12,-0.07,1.29,0.0,0.01,-3.39,-0.1,-2.01,-0.54
 BERMUDA/SHORT FEMININO,-1.44,0.0,0.73,-0.49,0.0,0.0,-2.53,0.17,-2.81,-1.46,-1.77,-1.32,2.26,-1.67,1.23,-3.71,-1.09
 ROUPA INFANTIL,-1.02,-1.49,-1.14,-1.08,2.06,-0.21,0.32,-0.35,-0.69,0.27,-0.07,-0.47,-0.56,0.05,-0.46,-0.97,0.18
 UNIFORME ESCOLAR,0.0,0.0,-0.5,0.0,0.97,1.18,3.82,1.88,0.0,0.35,-0.87,-0.94,0.0,0.0,-2.68,0.83,0.68
 CALÇA COMPRIDA INFANTIL,0.0,-1.71,-1.8,0.0,0.89,2.21,0.0,0.0,0.05,-0.88,0.52,0.0,-1.89,0.3,2.8,0.0,-0.12
 AGASALHO INFANTIL,0.0,-3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.06
 VESTIDO INFANTIL,-1.25,-2.11,-3.0,-2.95,0.0,-1.57,2.18,-1.16,0.36,0.0,-0.97,-1.81,-0.34,-1.56,-0.42,2.32,-0.99
 BERMUDA/SHORT INFANTIL,-0.15,0.0,0.0,0.83,2.31,0.0,-3.35,-1.65,-1.28,0.0,0.0,-0.35,1.9,-0.23,-1.79,-1.39,0.47
 CAMISA/CAMISETA INFANTIL,-1.54,-1.04,-1.01,-1.17,2.34,-0.89,-0.19,-0.04,-0.54,0.96,1.3,-2.43,0.12,2.03,-0.17,-2.59,0.37
 CONJUNTO INFANTIL,-0.85,-0.41,-0.29,-1.42,3.04,-1.81,-2.39,-0.71,-1.81,-0.19,-0.79,2.55,-2.03,-0.8,0.48,-2.78,0.35
 CALÇADOS E ACESSÓRIOS,1.32,-0.26,-0.76,-1.2,-0.7,0.48,-0.27,-1.51,-0.17,-0.41,0.06,-0.84,2.37,0.05,1.49,-0.91,-0.31
 CALÇADOS E ACESSÓRIOS,1.32,-0.26,-0.76,-1.2,-0.7,0.48,-0.27,-1.51,-0.17,-0.41,0.06,-0.84,2.37,0.05,1.49,-0.91,-0.31
 SAPATO MASCULINO,0.38,-1.68,-1.34,-2.03,-0.3,-0.29,-1.44,-1.42,-0.65,2.15,0.85,-3.43,2.72,-2.84,1.83,-2.82,-0.57
 SAPATO FEMININO,0.85,-1.68,-0.4,-1.15,1.16,1.1,-1.63,1.77,-2.13,-0.52,0.38,1.36,3.41,1.85,1.94,1.34,0.12
 SAPATO INFANTIL,0.0,0.0,0.0,1.08,0.0,0.0,0.2,0.0,-2.6,-0.49,-0.07,0.0,-1.64,-0.39,-2.71,-2.01,-0.82
 BOLSA,2.6,-0.51,-0.01,-3.32,0.0,-0.71,2.44,-0.95,-3.41,-3.23,2.03,0.0,-1.2,-0.73,0.27,-1.96,-0.36
 MOCHILA,0.0,0.0,0.0,-3.32,0.0,0.0,-1.32,-2.98,0.0,0.0,0.0,0.0,0.0,-3.72,0.87,0.0,-1.95
 TÊNIS,1.63,1.54,-1.56,-0.85,-1.65,0.75,1.67,-1.67,3.23,-0.65,0.65,-0.99,3.3,2.55,1.51,-1.44,-0.27
 SANDÁLIA/CHINELO,1.22,-2.75,0.42,-0.53,-1.27,-0.31,-0.12,-2.82,-1.1,0.08,-2.3,-0.47,2.06,-0.13,2.15,-0.61,-0.65
 JOIAS E BIJUTERIAS,0.76,-0.22,0.62,0.68,2.43,-0.12,-1.04,-0.33,-0.14,2.85,1.58,0.53,0.26,1.97,0.57,0.37,1.04
 JOIAS E BIJUTERIAS,0.76,-0.22,0.62,0.68,2.43,-0.12,-1.04,-0.33,-0.14,2.85,1.58,0.53,0.26,1.97,0.57,0.37,1.04
 BIJUTERIA,0.0,0.0,-3.04,0.0,0.0,-2.65,0.0,0.0,-2.71,0.0,0.0,0.0,0.0,0.0,0.0,-3.33,-2.86
 JOIA,0.49,-0.86,2.03,1.48,2.83,0.76,-2.06,-0.39,0.0,3.03,2.3,-0.41,0.26,1.47,1.63,3.44,1.47
 RELÓGIO DE PULSO,1.43,1.53,0.0,-0.38,1.22,0.0,1.12,-0.22,2.92,2.3,-1.14,2.49,0.0,2.24,-2.11,0.2,1.13
 TECIDOS E ARMARINHO,0.43,-0.62,-0.97,0.85,0.35,0.04,0.44,1.22,1.99,0.46,0.91,0.66,1.01,1.27,1.21,0.16,0.5
 TECIDOS E ARMARINHO,0.43,-0.62,-0.97,0.85,0.35,0.04,0.44,1.22,1.99,0.46,0.91,0.66,1.01,1.27,1.21,0.16,0.5
 TECIDO,0.43,-1.42,-0.97,0.85,0.85,0.04,0.44,1.22,1.99,0.07,0.33,0.91,1.01,1.27,1.21,0.16,0.59
 ARTIGOS DE ARMARINHO,0.0,0.79,-0.97,0.0,-0.62,0.0,0.0,0.0,0.0,1.02,2.31,0.21,0.0,0.0,0.0,0.0,0.09
 TRANSPORTES,0.53,1.2,1.07,2.1,0.19,1.33,0.92,0.91,0.77,1.53,-0.16,0.69,1.7,2.31,1.0,1.78,0.78
 TRANSPORTES,0.53,1.2,1.07,2.1,0.19,1.33,0.92,0.91,0.77,1.53,-0.16,0.69,1.7,2.31,1.0,1.78,0.78
 TRANSPORTE PÚBLICO,-0.63,-3.46,-1.43,-1.25,-0.29,-0.78,0.24,-0.26,-1.13,-2.67,-1.93,-1.53,-0.58,-0.49,-1.29,-0.07,-1.01
 ÔNIBUS URBANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TÁXI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TREM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÔNIBUS INTERMUNICIPAL,0.0,0.0,-0.16,0.52,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.62,1.31,0.0,-0.71,0.0,0.03
 ÔNIBUS INTERESTADUAL,-5.02,0.0,-3.9,0.0,-2.98,-1.48,0.0,-3.51,0.0,-0.88,-3.06,0.86,-2.84,0.0,-2.26,-0.22,-2.26
