"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - OUTUBRO DE 2020",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ATUM EM CONSERVA,0.41,1.97,0.0,1.09,1.56,-0.34,0.0,0.0,-0.38,2.49,0.0,0.0,0.0,0.0,0.0,0.0,1.31
 SAL E CONDIMENTOS,-3.77,1.11,-0.12,1.12,-1.0,-0.08,-0.31,-1.47,0.4,-0.88,-1.36,1.92,-2.2,-2.72,-2.08,0.72,-0.84
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
 ATOMATADO,0.19,2.83,1.83,-0.07,-1.79,0.48,0.25,1.05,-2.37,-0.5,-0.01,0.32,-2.84,-1.01,0.64,1.21,-0.35
 ALHO,-6.66,0.0,-2.01,3.07,-1.98,-0.3,-2.65,-4.06,2.68,-5.36,-2.81,3.13,-3.48,-4.59,-6.33,-0.15,-2.65
 SAL,-1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.18,-1.96,1.51,0.76,-1.01
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,-0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31
 FERMENTO,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,0.0,0.0,0.0,0.0,0.0,0.0,1.85
 MAIONESE,-2.51,0.17,-0.07,2.4,1.64,0.87,3.49,2.9,0.0,3.17,0.0,1.04,0.66,-0.57,0.0,0.0,1.06
 VINAGRE,0.0,0.86,0.0,-1.12,-0.59,1.41,0.31,0.0,0.11,0.0,0.0,0.0,0.0,0.0,-2.04,1.7,-0.13
 CALDO CONCENTRADO,0.0,-1.48,0.0,4.05,0.0,0.0,0.0,-1.63,-1.34,0.0,1.87,-1.34,0.0,0.0,0.0,0.0,-0.16
 TEMPERO MISTO,0.0,0.99,0.4,-0.81,-0.17,-2.63,0.76,0.29,0.63,-1.1,-1.89,1.1,0.79,0.56,3.83,0.56,-0.09
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.69,-0.63,0.69,0.78,0.34,0.93,0.25,0.75,-0.1,0.16,0.68,1.34,0.56,1.15,-1.0,0.96,0.36
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.69,-0.63,0.69,0.78,0.34,0.93,0.25,0.75,-0.1,0.16,0.68,1.34,0.56,1.15,-1.0,0.96,0.36
 REFEIÇÃO,0.69,-0.64,0.64,1.09,0.39,0.06,0.23,0.51,0.94,0.02,1.58,0.57,0.99,0.93,0.51,0.79,0.41
 LANCHE,0.52,-0.89,0.81,0.27,0.62,3.77,0.42,1.38,-2.19,0.02,0.23,2.9,0.32,2.28,-3.65,0.8,0.42
 REFRIGERANTE E ÁGUA MINERAL,-0.09,0.2,-1.19,1.84,-3.26,-5.46,2.9,1.85,-0.49,0.04,-1.2,0.44,2.14,-2.75,-3.23,2.42,-1.21
 CAFEZINHO,0.0,1.68,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82
 CERVEJA,0.32,-0.83,1.31,-0.88,-1.12,-2.29,-1.29,-0.3,-0.47,2.58,-2.89,0.88,-3.29,-0.35,0.7,2.9,-0.36
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,2.8,0.0,2.34,0.0,2.34
 VINHO,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.96,0.74
 SORVETE,0.0,0.0,0.0,0.0,0.67,0.0,0.0,2.09,-0.01,0.15,-0.36,0.0,1.89,0.51,0.0,0.76,0.51
 HABITAÇÃO,0.6,0.91,0.19,-0.09,0.25,0.1,1.12,0.13,-0.48,0.65,0.45,0.82,0.53,0.49,-0.09,-0.12,0.36
 ENCARGOS E MANUTENÇÃO,0.65,0.64,0.66,0.17,0.3,0.16,0.41,0.36,0.21,0.31,0.38,0.48,0.46,0.9,0.87,0.41,0.4
 ALUGUEL E TAXAS,0.45,0.5,0.56,0.14,0.13,0.16,0.1,0.24,-0.12,0.16,0.37,0.38,0.53,0.06,-0.02,0.31,0.24
 ALUGUEL RESIDENCIAL,-0.13,-1.61,0.82,0.19,0.33,0.17,0.0,0.43,0.04,0.3,0.5,0.84,0.96,0.11,-0.03,0.81,0.19
 CONDOMÍNIO,1.33,1.14,0.72,0.18,-0.09,0.22,0.3,0.0,-0.43,0.13,0.68,-0.05,-0.25,-0.37,-0.18,-0.22,0.29
 TAXA DE ÁGUA E ESGOTO,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,2.73
 REPAROS,1.31,1.69,1.68,0.71,0.71,0.53,1.28,0.72,3.08,1.48,1.0,0.01,0.8,2.3,2.95,0.59,1.19
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.57,0.0,0.0,0.94,0.0,0.0,0.25
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,4.99,0.0,3.35
 VIDRO,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49
 TINTA,0.86,1.06,0.67,0.87,1.49,-0.89,-0.22,2.72,5.94,2.61,1.21,-2.28,1.87,2.58,0.11,0.49,1.47
 REVESTIMENTO DE PISO E PAREDE,5.48,6.98,7.19,1.72,3.59,0.0,0.82,0.84,10.57,2.13,0.08,-0.55,0.0,3.77,4.45,1.78,3.87
 MADEIRA E TACO,0.0,3.39,0.0,0.0,0.0,0.0,0.0,-1.28,0.0,0.0,0.0,0.0,0.0,1.83,2.64,0.0,2.02
 CIMENTO,0.0,0.0,0.0,0.73,0.0,0.0,2.04,3.02,3.29,0.0,0.0,2.17,2.66,2.61,4.14,0.0,2.66
 TIJOLO,3.41,0.0,0.0,0.0,0.0,0.0,6.28,0.0,0.0,0.0,4.35,4.92,0.0,8.75,8.94,0.0,5.32
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,-2.37,0.0,0.0,0.0,2.83,0.0,0.0,0.0,2.21,0.0,0.0,0.0,-1.58
 MÃO DE OBRA,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12
 AREIA,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,1.79,0.0,2.43
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.02,0.0,0.0,-2.02
 TELHA,0.0,-0.19,8.36,3.43,0.0,0.0,3.19,0.0,0.0,2.62,0.0,0.0,0.0,0.0,7.44,0.0,3.19
 ARTIGOS DE LIMPEZA,2.29,0.12,0.33,-0.33,1.45,-0.55,0.65,0.92,-1.29,-0.34,-0.09,3.01,-0.35,0.22,-0.75,0.89,0.65
 SACO PARA LIXO,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8,0.0,0.0,0.0,-0.4
 ÁGUA SANITÁRIA,2.24,-3.34,2.13,-3.37,0.57,1.42,1.1,3.1,0.49,0.0,1.56,0.0,-2.79,1.96,2.35,-0.89,0.37
 DETERGENTE,1.12,2.0,0.62,-1.91,1.35,-0.66,0.71,-0.46,0.54,1.34,-1.67,0.81,1.78,-0.6,0.0,2.37,0.94
 SABÃO EM PÓ,2.25,-0.23,-0.67,1.03,2.75,-0.55,-0.18,2.47,-5.16,0.93,0.05,7.5,-1.17,0.35,-1.26,-0.58,0.84
 DESINFETANTE,-0.24,-0.68,1.31,-2.23,-0.69,-3.88,-1.1,-3.19,-0.37,-2.9,0.86,0.38,0.0,0.0,-3.25,0.0,-0.83
 SABÃO EM BARRA,5.07,0.0,2.11,1.81,0.0,0.0,1.96,1.08,2.84,0.0,0.0,2.71,0.91,0.75,-1.28,5.04,2.11
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,0.0,-0.41,0.0,0.0,0.0,0.0,-0.54
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,2.31,1.76
 LIMPADOR MULTIUSO,0.0,-1.5,0.0,0.0,4.0,-4.38,0.0,0.0,0.0,-1.29,0.0,0.0,0.0,0.0,0.0,0.0,1.88
 PAPEL TOALHA,-3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.15
 AMACIANTE E ALVEJANTE,5.56,0.15,0.01,1.33,0.32,0.76,1.57,0.91,0.28,-2.67,-0.29,0.57,0.25,-0.93,0.9,0.68,0.44
 COMBUSTÍVEIS E ENERGIA,0.51,1.34,-0.48,-0.44,0.15,-0.09,1.69,-0.24,-1.52,1.26,0.56,1.36,0.62,0.23,-0.9,-1.04,0.28
 COMBUSTÍVEIS (DOMÉSTICOS),0.73,0.44,1.37,1.43,1.45,1.28,2.59,0.93,-0.73,0.61,0.99,2.09,1.61,1.02,3.38,-0.32,1.14
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,-1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,1.12
 GÁS DE BOTIJÃO,1.04,0.44,1.37,1.43,1.89,1.28,2.75,0.93,-0.73,0.71,0.99,2.09,1.61,1.02,3.38,-0.32,1.27
 GÁS ENCANADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENERGIA ELÉTRICA RESIDENCIAL,0.46,1.55,-0.98,-1.08,-0.21,-0.44,1.45,-0.66,-1.82,1.47,0.45,1.18,0.37,0.0,-2.71,-1.31,0.03
 ENERGIA ELÉTRICA RESIDENCIAL,0.46,1.55,-0.98,-1.08,-0.21,-0.44,1.45,-0.66,-1.82,1.47,0.45,1.18,0.37,0.0,-2.71,-1.31,0.03
 ARTIGOS DE RESIDÊNCIA,2.03,1.6,1.71,1.57,1.81,1.22,1.01,1.4,0.94,1.4,0.76,0.98,1.74,0.52,0.96,0.79,1.53
 MÓVEIS E UTENSÍLIOS,2.36,1.58,2.89,1.68,0.71,0.51,2.02,1.31,1.28,1.51,0.3,1.49,1.41,-0.61,0.53,0.03,1.36
 MOBILIÁRIO,2.57,2.48,3.75,1.77,0.51,-0.03,2.46,1.32,1.72,1.62,0.46,2.3,1.1,-1.55,0.94,-0.48,1.55
 MÓVEL PARA SALA,3.03,0.74,2.39,1.78,-0.4,-0.59,2.62,-0.71,1.03,1.72,0.98,1.87,2.28,-0.79,-0.3,-0.36,0.81
 MÓVEL PARA QUARTO,1.95,1.88,2.67,1.43,2.09,1.24,2.83,2.97,3.4,1.73,0.07,2.77,0.63,-1.24,1.51,0.18,2.04
 MÓVEL PARA COPA E COZINHA,3.04,2.84,2.74,3.98,-1.64,-3.1,1.24,0.32,-1.31,0.73,-0.81,1.77,1.27,-3.86,0.1,-1.37,0.52
 MÓVEL INFANTIL,0.0,0.0,0.0,0.48,0.0,0.0,0.0,-1.78,1.73,3.52,2.93,0.0,-0.42,-0.53,1.92,-2.91,1.42
 COLCHÃO,0.0,11.78,20.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3
 UTENSÍLIOS E ENFEITES,1.86,0.52,0.78,1.43,0.33,1.03,0.87,0.43,0.19,1.47,0.59,-0.62,1.81,0.4,-0.1,0.29,0.72
 ARTIGOS DE ILUMINAÇÃO,3.43,0.97,1.47,0.85,1.32,0.23,1.31,1.96,0.82,1.18,0.0,0.0,0.72,0.0,-0.65,1.32,1.31
 TAPETE,2.01,-1.03,0.0,0.0,0.1,3.08,0.7,0.0,1.65,1.03,1.32,0.72,1.62,0.0,0.0,0.0,0.7
 CORTINA,-1.17,0.96,0.15,-0.33,-0.07,-0.36,0.0,-0.1,-0.41,-0.08,-1.17,-0.09,0.0,0.0,0.0,0.0,-0.1
 UTENSÍLIOS DE METAL,2.93,-0.75,0.38,2.84,0.79,0.66,1.1,3.14,-1.18,3.34,1.11,-0.86,3.48,0.55,0.91,-0.08,1.1
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,1.56,0.28,-1.51,3.28,0.09,-1.56,1.85,0.53,0.0,0.03,-0.46,1.1,-0.89,1.16,0.09
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,-1.67,0.0,0.0,0.0,-1.44,-0.54,-0.39
 FLORES NATURAIS,0.0,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,1.4,1.38,0.0,0.0,0.0,-4.9,0.0,0.0,2.44,-2.56,-0.42,-1.45,0.0,0.0,0.36
" CAMA, MESA E BANHO",2.86,0.01,2.78,1.76,2.92,1.82,2.9,2.98,1.91,1.1,-1.56,2.01,1.81,0.99,0.01,2.36,1.92
 ROUPA DE CAMA,2.86,0.01,2.78,1.54,2.92,1.82,2.9,3.16,1.91,1.1,-1.56,2.01,2.31,0.84,0.01,2.36,1.91
 ROUPA DE BANHO,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.57,0.0,0.0,0.0,0.0,0.64,1.51,0.0,0.0,1.99
 APARELHOS ELETROELETRÔNICOS,1.99,1.78,0.65,1.74,2.71,2.01,0.18,1.54,0.68,1.28,1.33,0.77,2.0,1.48,1.19,1.72,1.73
 ELETRODOMÉSTICOS E EQUIPAMENTOS,3.09,2.1,0.39,2.49,3.09,2.21,2.54,3.15,2.4,1.3,2.37,1.56,4.27,1.71,1.33,3.39,2.38
 REFRIGERADOR,3.11,1.35,1.91,-0.61,2.93,0.45,1.32,1.66,0.41,2.07,1.66,0.14,2.38,-0.61,1.43,1.55,1.88
 AR-CONDICIONADO,6.47,7.58,0.0,16.67,10.97,13.87,6.58,14.5,12.29,11.07,11.88,7.81,17.11,10.54,0.0,12.05,10.54
 MÁQUINA DE LAVAR ROUPA,0.38,-0.62,-2.17,1.27,1.34,0.39,2.21,-1.92,-1.18,-0.63,-1.16,1.06,-1.02,-3.28,0.14,1.53,0.12
 VENTILADOR,0.0,0.0,0.0,0.4,0.0,0.0,3.66,4.54,0.0,0.0,0.0,0.0,10.17,-0.28,2.81,0.69,3.18
 FOGÃO,3.62,2.98,0.94,0.98,2.45,0.12,2.89,3.52,2.72,-1.32,0.61,0.75,2.27,1.89,0.83,2.08,1.89
 CHUVEIRO ELÉTRICO,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94
" TV, SOM E INFORMÁTICA",1.07,1.4,0.92,1.01,2.33,1.83,-1.93,-0.12,-1.19,1.26,-0.05,-0.08,-1.2,1.07,1.04,0.27,1.07
 TELEVISOR,0.98,0.43,0.42,0.65,2.54,1.14,-3.76,0.11,-0.72,0.51,0.73,-1.53,-0.57,0.83,0.57,0.14,0.82
 APARELHO DE SOM,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,-2.25,0.0,0.0,0.0,0.0,0.0,1.04,0.27,-0.6
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01
 COMPUTADOR PESSOAL,1.19,2.96,1.57,1.49,2.06,2.36,1.17,-0.42,-1.59,2.16,-1.01,2.07,-2.25,1.48,2.62,0.45,1.48
 CONSERTOS E MANUTENÇÃO,0.76,0.35,0.14,0.01,2.45,1.46,1.53,1.07,0.45,1.38,0.27,-0.67,2.16,0.62,2.05,0.49,1.3
 CONSERTOS E MANUTENÇÃO,0.76,0.35,0.14,0.01,2.45,1.46,1.53,1.07,0.45,1.38,0.27,-0.67,2.16,0.62,2.05,0.49,1.3
 CONSERTO DE REFRIGERADOR,0.0,0.61,0.0,0.29,0.0,0.0,0.61,0.0,0.39,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.61
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76
 REFORMA DE ESTOFADO,0.69,-1.46,1.08,0.0,0.75,1.99,0.0,-1.29,1.55,0.0,0.0,1.08,1.78,1.11,0.0,0.2,0.69
 CONSERTO DE APARELHO CELULAR,0.0,-0.44,-1.76,-0.81,-2.7,-0.8,-0.76,1.44,-0.83,1.03,0.71,-0.99,-0.21,1.64,1.69,0.15,-0.81
 CONSERTO DE BICICLETA,0.77,-0.97,1.13,0.62,3.76,1.94,4.02,1.84,1.48,1.46,-0.34,-0.82,4.37,0.23,3.92,1.16,2.22
 VESTUÁRIO,0.79,0.71,1.65,1.3,0.95,1.28,2.41,0.39,0.32,1.18,1.78,1.6,1.41,1.29,0.84,0.91,1.11
 ROUPAS,1.06,0.78,2.11,1.92,0.92,1.23,2.53,0.67,0.24,0.72,1.83,1.79,1.13,1.11,0.68,1.28,1.18
 ROUPA MASCULINA,2.24,0.82,1.69,1.72,2.08,3.07,3.07,0.94,1.17,0.49,2.78,1.87,2.38,0.74,0.68,1.92,1.76
 CALÇA COMPRIDA MASCULINA,0.29,1.35,0.63,0.73,-0.58,1.49,2.79,-1.47,0.02,1.03,2.13,0.53,2.2,1.38,2.65,1.97,0.6
 AGASALHO MASCULINO,0.0,-1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.92,0.0,0.0,0.0,0.0,0.0,0.0,-1.09
 BERMUDA/SHORT MASCULINO,2.13,1.95,3.63,3.97,3.53,3.73,3.92,1.03,2.35,1.62,2.24,3.28,2.25,3.06,1.27,3.79,2.83
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,-1.31,3.13,0.0,1.83
 CAMISA/CAMISETA MASCULINA,2.84,0.9,1.78,1.35,3.17,3.75,3.03,1.86,1.1,0.14,3.38,2.0,2.55,-0.5,-0.86,1.07,2.15
 ROUPA FEMININA,0.46,0.66,2.85,2.95,-0.22,0.34,2.7,0.16,-1.02,0.72,1.61,2.02,0.48,1.67,0.59,0.95,0.79
 CALÇA COMPRIDA FEMININA,1.13,-0.31,2.84,2.58,-2.88,-0.61,3.39,-0.8,-2.54,1.33,3.15,0.76,0.01,0.04,-0.06,3.01,-0.17
 AGASALHO FEMININO,0.0,-1.87,-1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,-0.82,0.0,0.0,0.0,-1.31
 SAIA,0.0,0.0,0.0,1.45,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.86,1.06,0.29,1.47
 VESTIDO,-1.57,1.86,2.91,2.37,-0.2,0.52,3.7,1.51,-1.88,-2.39,-2.57,2.89,1.24,2.8,2.81,-2.25,0.35
 BLUSA,1.14,1.4,3.18,3.4,0.76,0.67,1.95,-1.59,-2.15,1.97,3.58,2.0,-0.46,1.82,-2.16,2.18,1.25
 LINGERIE,0.0,1.96,3.37,3.42,2.21,0.0,1.02,4.23,2.9,-0.54,0.27,0.0,3.52,3.22,1.47,1.53,2.02
 BERMUDA/SHORT FEMININO,1.89,0.0,3.56,3.63,0.0,0.0,3.65,1.78,2.5,1.45,0.84,2.19,0.26,0.63,1.95,-0.87,2.31
 ROUPA INFANTIL,0.29,1.0,1.22,-0.23,1.4,0.46,0.93,1.49,0.82,1.1,0.59,1.17,0.5,0.74,0.86,0.8,1.0
 UNIFORME ESCOLAR,0.0,0.0,-0.89,-1.18,-2.83,2.54,3.17,-1.44,0.0,1.27,-3.16,-0.02,0.0,0.0,2.01,-2.12,-0.71
 CALÇA COMPRIDA INFANTIL,0.0,2.89,0.34,0.0,2.0,0.98,0.0,0.0,-0.46,2.6,-0.25,0.0,2.05,-1.52,0.36,0.0,1.53
 AGASALHO INFANTIL,0.0,-3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.44
 VESTIDO INFANTIL,-0.66,2.77,1.98,1.29,0.0,-2.12,2.65,2.97,2.47,0.0,1.65,3.58,2.48,1.91,2.46,3.39,1.88
 BERMUDA/SHORT INFANTIL,-0.76,0.0,0.0,2.18,3.16,0.0,-0.27,2.29,1.43,0.0,0.0,3.37,1.37,0.25,1.88,2.09,1.81
 CAMISA/CAMISETA INFANTIL,1.68,1.81,1.3,-1.29,2.49,0.53,-2.36,2.82,1.72,1.37,2.32,1.47,1.33,1.64,-0.39,0.96,1.55
 CONJUNTO INFANTIL,-0.67,0.09,2.85,-0.83,1.49,-1.33,1.64,0.48,-1.79,-0.63,2.15,-0.73,-2.3,1.37,-1.44,1.13,0.58
 CALÇADOS E ACESSÓRIOS,0.0,0.35,0.37,-0.57,1.08,1.1,1.99,-0.67,0.34,2.11,1.17,0.98,1.46,1.4,0.55,-0.16,0.78
 CALÇADOS E ACESSÓRIOS,0.0,0.35,0.37,-0.57,1.08,1.1,1.99,-0.67,0.34,2.11,1.17,0.98,1.46,1.4,0.55,-0.16,0.78
 SAPATO MASCULINO,-0.27,0.71,1.52,-1.58,3.75,1.83,0.75,0.1,-1.27,3.18,0.73,0.96,3.0,2.64,-0.74,-0.28,1.31
 SAPATO FEMININO,-1.36,-2.69,-1.14,-0.04,-2.32,0.56,2.74,-2.97,0.65,3.11,-0.9,0.87,0.62,1.64,-0.04,-0.24,-0.77
 SAPATO INFANTIL,0.0,0.0,0.0,-1.3,0.0,0.0,2.64,0.0,-2.59,-0.16,3.28,0.0,-0.68,-1.2,-0.61,-1.31,-0.31
 BOLSA,-0.19,0.72,2.7,1.34,0.0,1.23,1.52,-0.96,1.71,-1.92,0.32,0.0,0.37,1.5,1.51,0.31,0.76
 MOCHILA,0.0,0.0,0.0,1.67,0.0,0.0,0.8,0.07,0.0,0.0,0.0,0.0,0.0,2.41,-1.19,0.0,0.55
 TÊNIS,0.35,1.53,0.25,-0.19,2.29,0.62,2.77,-0.82,0.04,2.06,2.26,0.98,2.56,1.57,1.82,1.99,1.48
 SANDÁLIA/CHINELO,1.51,2.24,0.68,-1.35,1.4,3.17,2.57,0.22,2.12,2.46,1.26,1.1,0.24,-0.55,0.65,-1.87,1.13
 JOIAS E BIJUTERIAS,1.56,1.37,2.07,3.6,0.93,2.29,3.12,2.36,0.35,2.87,3.54,1.71,3.67,3.21,4.43,1.22,1.98
 JOIAS E BIJUTERIAS,1.56,1.37,2.07,3.6,0.93,2.29,3.12,2.36,0.35,2.87,3.54,1.71,3.67,3.21,4.43,1.22,1.98
 BIJUTERIA,0.0,0.0,0.43,0.0,0.0,-0.68,0.0,0.0,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.04
 JOIA,0.56,0.59,2.62,3.18,0.2,3.25,2.58,1.99,0.0,2.28,3.77,1.63,3.67,3.4,4.72,1.18,1.75
 RELÓGIO DE PULSO,4.07,3.48,0.0,4.19,3.22,0.0,4.23,3.09,0.94,4.88,2.6,1.9,0.0,3.1,3.69,1.32,3.29
 TECIDOS E ARMARINHO,1.2,1.9,1.79,-0.69,0.44,1.03,2.59,1.65,3.02,0.9,1.85,2.7,-0.01,0.61,0.39,0.28,1.23
 TECIDOS E ARMARINHO,1.2,1.9,1.79,-0.69,0.44,1.03,2.59,1.65,3.02,0.9,1.85,2.7,-0.01,0.61,0.39,0.28,1.23
 TECIDO,1.2,2.56,0.83,-0.69,1.05,1.03,2.59,1.65,3.02,1.49,2.63,4.29,-0.01,0.61,0.39,0.28,1.44
 ARTIGOS DE ARMARINHO,0.0,0.72,3.61,0.0,-0.77,0.0,0.0,0.0,0.0,0.07,0.05,-0.22,0.0,0.0,0.0,0.0,0.29
 TRANSPORTES,0.58,0.31,0.87,1.33,1.69,2.31,0.88,0.82,0.61,1.31,1.62,0.56,0.91,0.75,0.74,1.74,1.19
 TRANSPORTES,0.58,0.31,0.87,1.33,1.69,2.31,0.88,0.82,0.61,1.31,1.62,0.56,0.91,0.75,0.74,1.74,1.19
 TRANSPORTE PÚBLICO,2.1,2.69,2.76,5.05,4.88,7.02,4.94,2.5,3.84,9.17,4.52,6.08,2.84,6.3,2.29,3.57,4.12
 ÔNIBUS URBANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TÁXI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TREM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÔNIBUS INTERMUNICIPAL,0.0,0.0,-3.34,-1.52,0.22,0.0,0.0,0.0,-0.66,-0.17,2.13,-1.62,1.84,0.0,0.23,0.0,-0.29
 ÔNIBUS INTERESTADUAL,-0.31,0.0,-3.08,-2.67,-0.51,0.18,-2.66,-2.2,-9.57,-0.84,-0.66,2.35,-2.71,-0.1,0.32,0.04,-1.73
 PASSAGEM AÉREA,40.0,21.66,37.46,47.67,44.15,34.91,39.42,31.88,40.36,49.71,46.0,35.7,29.34,28.1,46.83,42.7,39.83
 METRÔ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TRANSPORTE ESCOLAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TRANSPORTE POR APLICATIVO,-8.33,1.87,5.3,5.91,-0.24,-11.39,0.0,-0.14,7.49,0.0,-3.77,17.26,2.68,0.0,6.79,1.97,0.05
 INTEGRAÇÃO TRANSPORTE PÚBLICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 VEÍCULO PRÓPRIO,0.18,0.11,0.29,0.66,0.74,0.53,0.79,0.18,0.79,0.98,0.69,-0.02,0.14,0.41,0.74,1.47,0.58
 AUTOMÓVEL NOVO,0.51,-0.18,0.37,0.24,0.51,0.38,1.91,0.44,0.42,1.65,0.72,0.72,-1.52,1.25,1.38,0.73,0.61
 EMPLACAMENTO E LICENÇA,0.31,0.36,0.31,0.27,0.3,0.26,0.25,0.3,0.25,0.35,0.32,0.31,0.2,0.28,0.25,0.24,0.3
