"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - AGOSTO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 MILHO-VERDE EM CONSERVA,4.6,-1.12,-0.17,2.44,2.03,0.0,-1.6,1.2,4.79,2.27,1.17,1.37,1.37,2.3,1.43,-0.04,1.43
 ATUM EM CONSERVA,-1.2,0.49,0.0,1.03,-0.82,-2.74,0.0,0.0,-0.19,0.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.64
 SAL E CONDIMENTOS,-0.38,1.07,0.91,1.73,0.27,0.94,0.72,-0.23,-0.53,0.71,-0.96,-1.34,-1.95,2.98,-1.76,0.19,0.25
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.21
 ATOMATADO,2.01,0.83,0.98,2.64,2.65,0.74,3.32,2.92,2.97,0.41,-1.41,-0.72,2.54,-2.42,2.97,-0.55,1.74
 ALHO,-2.6,0.0,0.14,0.78,-2.03,0.36,-1.5,-2.49,-3.62,0.0,-2.07,-2.94,-6.94,5.69,-5.98,0.13,-1.91
 SAL,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,1.19,0.86,0.99,2.12
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17
 FERMENTO,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.61,0.0,0.0,0.0,0.0,0.0,0.0,-0.6
 MAIONESE,2.37,1.48,1.86,3.37,0.21,2.49,4.13,2.13,0.0,2.97,0.0,1.71,0.35,3.0,0.0,0.0,1.5
 VINAGRE,0.0,-3.15,0.0,3.7,-3.1,-0.41,0.77,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.6,2.13,-1.28
 CALDO CONCENTRADO,0.0,3.57,0.0,0.23,0.0,0.0,0.0,2.25,2.11,0.0,-0.07,0.35,0.0,0.0,0.0,0.0,1.96
 TEMPERO MISTO,0.0,2.3,1.51,0.07,1.03,2.84,-0.17,1.2,-1.77,1.09,2.21,0.95,2.47,0.16,1.18,-0.13,1.09
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.43,0.4,0.19,1.3,1.51,0.39,0.57,0.46,-0.07,0.86,-0.51,0.35,-0.46,0.45,0.45,-0.19,0.76
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.43,0.4,0.19,1.3,1.51,0.39,0.57,0.46,-0.07,0.86,-0.51,0.35,-0.46,0.45,0.45,-0.19,0.76
 REFEIÇÃO,0.48,0.28,0.11,0.93,0.8,0.41,0.8,0.67,0.63,0.71,0.53,0.71,-0.73,0.29,-0.56,0.05,0.57
 LANCHE,0.9,1.26,0.64,2.38,2.85,0.72,0.36,0.44,-0.81,0.67,-1.66,0.34,0.07,0.59,1.62,-0.63,1.33
 REFRIGERANTE E ÁGUA MINERAL,0.08,-4.19,0.19,0.71,0.52,-1.33,-1.11,-2.27,-2.8,2.21,-5.17,0.94,-4.61,0.39,0.33,-0.07,-0.61
 CAFEZINHO,0.0,0.87,0.0,0.0,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14
 CERVEJA,-2.24,-0.07,-1.71,0.54,1.57,-1.53,0.05,-1.86,-1.9,3.88,-0.36,-1.89,-0.6,1.49,1.19,-1.35,0.05
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,3.07,0.0,0.9,0.0,0.89
 VINHO,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,0.0,0.0,0.0,0.0,0.45,-0.33
 SORVETE,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.06,1.16,-0.75,1.03,0.0,1.02,0.06,0.0,0.0,1.02
 HABITAÇÃO,0.75,1.39,-1.13,0.56,0.59,1.29,3.33,0.08,-0.1,0.73,1.25,4.15,-0.2,0.67,0.36,0.41,0.68
 ENCARGOS E MANUTENÇÃO,0.87,0.76,-2.89,0.77,0.37,0.63,0.0,0.17,-0.28,0.6,1.23,0.89,1.08,0.48,0.21,0.04,0.22
 ALUGUEL E TAXAS,0.82,0.75,-3.82,0.94,0.31,0.62,0.0,-0.04,-0.51,0.65,1.4,0.61,1.06,0.32,0.82,-0.1,0.11
 ALUGUEL RESIDENCIAL,0.07,-0.49,0.33,0.1,0.34,1.3,0.0,-0.08,-1.16,1.47,2.27,1.01,0.98,0.41,1.48,-0.14,0.38
 CONDOMÍNIO,2.07,0.67,-0.45,0.06,0.42,-0.01,0.0,0.0,0.03,0.06,1.56,0.5,0.93,0.64,0.0,-0.13,0.56
 TAXA DE ÁGUA E ESGOTO,0.0,2.31,-13.73,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,-1.02
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.22,0.0,0.0,0.0,-3.22
 REPAROS,0.92,0.85,1.07,0.14,1.08,0.99,1.03,1.2,0.77,0.31,0.64,2.12,0.35,0.61,-0.33,0.64,0.89
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.46,0.0,0.0,-2.73,0.0,0.0,1.58
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,0.0,-1.6,0.0,0.0,0.0,0.0,1.54,0.0,0.45
 VIDRO,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99
 TINTA,2.81,2.28,1.18,1.28,1.93,1.48,0.3,1.6,1.26,1.62,0.11,2.48,0.4,1.33,0.16,1.42,1.82
 REVESTIMENTO DE PISO E PAREDE,0.34,2.37,3.9,0.18,3.54,0.0,2.49,2.82,2.5,-0.35,1.71,4.74,0.0,2.15,-0.42,1.07,2.49
 MADEIRA E TACO,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.36,-2.51,0.0,-0.3
 CIMENTO,0.0,0.0,0.0,-0.98,0.0,0.0,0.38,-0.1,-0.69,0.0,0.0,-2.59,-0.93,1.56,-3.58,0.0,-0.93
 TIJOLO,-0.6,0.0,0.0,0.0,0.0,0.0,-0.63,0.0,0.0,0.0,-0.64,2.2,0.0,0.85,2.97,0.0,0.14
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,-1.22,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2.17,0.0,0.0,0.0,-0.93
 MÃO DE OBRA,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
 AREIA,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,1.09,0.0,2.11
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.53,0.0,0.0,-1.53
 TELHA,0.0,-1.76,0.92,-0.28,0.0,0.0,2.02,0.0,0.0,-0.42,0.0,0.0,0.0,0.0,-1.49,0.0,-0.28
 ARTIGOS DE LIMPEZA,1.54,0.71,0.76,0.32,-0.5,0.05,-2.04,0.55,-0.05,0.68,0.31,1.25,1.84,0.64,-0.64,0.29,0.16
 SACO PARA LIXO,0.0,-0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.0,0.0,0.0,-0.78
 ÁGUA SANITÁRIA,1.44,3.03,0.32,1.7,2.65,0.55,-2.89,-1.15,1.66,0.0,2.83,0.0,1.73,2.22,-2.11,1.7,1.58
 DETERGENTE,2.4,1.11,0.14,1.73,-1.89,-0.57,-2.54,1.72,-3.37,2.06,0.93,1.68,2.01,-1.09,0.0,0.68,-0.35
 SABÃO EM PÓ,0.71,-1.76,0.31,0.9,0.59,0.05,-2.93,0.32,0.2,-0.43,-0.55,0.92,2.76,-0.24,0.12,-0.13,0.12
 DESINFETANTE,2.66,1.26,1.87,-0.4,-1.58,-2.35,-2.28,-1.79,1.26,1.24,-2.16,1.18,0.0,0.0,0.57,0.0,-0.17
 SABÃO EM BARRA,-0.33,0.0,2.64,-1.54,0.0,0.0,-2.65,0.5,-2.15,0.0,0.0,1.06,-2.39,2.99,-2.78,0.46,-0.64
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,2.16,0.0,0.0,0.0,0.0,1.81
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0,-0.6,2.05
 LIMPADOR MULTIUSO,0.0,2.05,0.0,0.0,-1.23,-0.18,0.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,-0.64
 PAPEL TOALHA,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79
 AMACIANTE E ALVEJANTE,2.44,1.29,1.25,-1.8,-1.21,0.33,0.16,2.1,2.97,0.71,0.99,1.32,3.06,1.27,0.48,-0.36,0.39
 COMBUSTÍVEIS E ENERGIA,0.58,2.28,1.17,0.33,1.08,3.16,5.76,-0.03,0.14,0.94,1.27,8.69,-1.48,0.78,0.48,0.97,1.4
 COMBUSTÍVEIS (DOMÉSTICOS),2.79,1.71,4.3,-1.32,3.4,1.27,2.19,2.12,1.38,2.91,0.25,2.17,1.04,2.31,1.0,2.6,2.42
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22
 GÁS DE BOTIJÃO,1.76,1.71,4.3,-1.32,4.31,1.27,2.28,2.12,1.38,1.83,0.25,2.17,1.04,2.31,1.07,2.6,2.4
 GÁS ENCANADO,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.73,0.0,0.0,0.0,0.0,0.0,0.0,2.7
 ENERGIA ELÉTRICA RESIDENCIAL,0.04,2.42,0.22,0.96,0.43,3.67,6.85,-0.8,-0.32,0.3,1.57,10.49,-2.19,0.32,0.23,0.39,1.1
 ENERGIA ELÉTRICA RESIDENCIAL,0.04,2.42,0.22,0.96,0.43,3.67,6.85,-0.8,-0.32,0.3,1.57,10.49,-2.19,0.32,0.23,0.39,1.1
 ARTIGOS DE RESIDÊNCIA,0.16,1.26,0.74,0.2,1.26,1.07,0.71,0.82,2.26,0.36,0.68,1.29,2.29,1.02,0.65,0.84,0.99
 MÓVEIS E UTENSÍLIOS,0.88,0.76,0.49,-0.46,2.18,1.29,0.61,-0.44,2.26,0.43,-0.22,1.14,1.98,2.4,1.32,0.64,1.15
 MOBILIÁRIO,0.62,0.56,0.99,-0.62,2.66,2.11,-0.15,-0.72,3.45,0.29,-1.48,1.63,3.08,3.01,1.52,0.38,1.33
 MÓVEL PARA SALA,0.42,0.43,1.0,-1.0,0.78,1.75,1.2,-1.74,1.56,-0.45,-2.22,1.21,2.04,3.89,2.36,-0.61,0.53
 MÓVEL PARA QUARTO,0.38,0.47,1.12,-0.53,4.21,2.35,-1.83,-0.23,4.85,0.68,-2.75,1.57,3.57,2.19,1.34,0.66,1.89
 MÓVEL PARA COPA E COZINHA,1.75,0.44,1.16,-0.41,2.24,2.3,1.21,-2.89,2.3,0.19,2.28,2.29,2.7,4.48,0.77,1.77,1.31
 MÓVEL INFANTIL,0.0,0.0,0.0,-0.48,0.0,0.0,0.0,3.48,4.76,0.99,-0.83,0.0,4.97,3.36,2.8,-2.28,1.77
 COLCHÃO,0.0,1.92,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73
 UTENSÍLIOS E ENFEITES,1.11,1.26,-0.68,-0.18,1.01,0.0,0.82,-0.23,0.34,1.1,0.88,0.9,0.61,2.22,0.2,0.3,0.68
 ARTIGOS DE ILUMINAÇÃO,2.89,0.25,-0.88,-1.92,1.24,0.66,0.63,0.64,0.19,0.77,0.0,0.0,0.65,0.0,1.53,-1.82,0.63
 TAPETE,1.24,-0.29,0.0,0.0,0.61,0.86,0.85,0.0,-0.22,3.79,1.13,-1.4,0.82,0.0,0.0,0.0,0.85
 CORTINA,-2.95,3.14,1.72,0.65,-1.96,1.85,0.0,0.02,-0.09,-0.13,1.04,2.88,0.0,0.0,0.0,0.0,0.02
 UTENSÍLIOS DE METAL,2.74,0.68,-2.28,0.92,2.64,-1.75,1.33,-0.08,2.07,1.79,1.48,1.3,0.48,2.68,0.23,1.48,1.33
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,0.68,-1.94,0.53,-0.26,0.35,-0.5,-2.95,-0.97,0.0,-0.57,-0.84,1.72,-0.95,-1.09,-0.26
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.84,0.0,0.0,0.0,-0.55,-0.02,0.52
 FLORES NATURAIS,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,-1.48,0.66,0.0,0.0,0.0,-1.64,0.0,0.0,-0.77,1.36,2.12,0.46,0.0,0.0,-0.41
" CAMA, MESA E BANHO",1.9,0.61,0.22,-0.06,2.44,0.43,3.14,1.09,1.69,-0.51,2.9,-0.41,0.36,0.07,2.44,2.7,1.3
 ROUPA DE CAMA,1.9,0.61,0.22,-0.55,2.44,0.43,3.14,1.75,1.69,-0.51,2.9,-0.41,-0.54,0.29,2.44,2.7,1.31
 ROUPA DE BANHO,0.0,0.0,0.0,1.38,0.0,0.0,0.0,-0.45,0.0,0.0,0.0,0.0,2.48,-0.7,0.0,0.0,0.88
 APARELHOS ELETROELETRÔNICOS,-0.49,1.96,1.15,0.84,0.58,0.73,0.98,1.91,2.23,0.33,1.6,1.49,2.72,0.11,0.11,1.08,0.93
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-0.29,2.54,0.32,1.65,1.49,2.04,2.45,1.72,3.37,1.52,1.19,3.2,5.38,0.33,1.7,1.44,1.64
 REFRIGERADOR,-1.08,2.27,0.27,2.15,0.92,2.2,1.4,1.67,3.7,0.87,0.33,2.82,5.76,1.64,4.08,1.59,1.35
 AR-CONDICIONADO,2.48,0.02,0.0,1.08,-0.6,1.1,0.95,4.08,1.37,2.43,3.3,5.25,4.71,-0.22,0.0,2.6,1.17
 MÁQUINA DE LAVAR ROUPA,0.32,4.57,-0.38,1.49,1.88,2.48,3.75,4.39,4.34,1.59,1.81,1.58,5.1,1.26,1.33,1.91,2.12
 VENTILADOR,0.0,0.0,0.0,0.64,0.0,0.0,2.68,0.58,0.0,0.0,0.0,0.0,5.8,-4.62,-1.65,0.47,0.93
 FOGÃO,-1.78,2.14,0.99,1.89,2.87,1.55,3.45,-0.86,3.24,2.09,0.74,5.59,4.93,0.21,0.29,-0.44,1.92
 CHUVEIRO ELÉTRICO,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32
" TV, SOM E INFORMÁTICA",-0.65,1.22,1.97,0.09,-0.29,-0.39,-0.33,2.1,0.98,-0.87,2.15,-0.31,-0.91,-0.3,-1.52,0.78,0.21
 TELEVISOR,-1.22,0.14,1.99,-0.47,-0.41,1.83,0.41,1.9,2.48,-0.84,3.7,-0.54,-1.21,0.55,-1.21,1.56,0.25
 APARELHO DE SOM,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,-1.52,2.27,0.64
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39
 COMPUTADOR PESSOAL,0.41,3.37,1.94,0.11,-0.12,-2.27,-1.68,2.4,-2.0,-0.91,0.12,0.1,-0.34,-1.79,-2.67,-0.81,0.11
 CONSERTOS E MANUTENÇÃO,0.86,0.11,0.14,0.24,0.36,1.37,-0.19,2.39,2.53,0.14,0.3,1.04,1.59,-0.23,0.14,0.74,0.53
 CONSERTOS E MANUTENÇÃO,0.86,0.11,0.14,0.24,0.36,1.37,-0.19,2.39,2.53,0.14,0.3,1.04,1.59,-0.23,0.14,0.74,0.53
 CONSERTO DE REFRIGERADOR,0.0,-1.13,0.0,0.0,0.0,0.0,0.04,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
 REFORMA DE ESTOFADO,0.0,-3.2,-0.28,0.0,1.99,1.72,0.0,3.75,0.42,0.0,0.0,0.0,1.55,-0.12,0.0,0.0,0.88
 CONSERTO DE APARELHO CELULAR,0.0,2.03,0.56,1.52,2.2,1.13,-0.03,4.55,3.77,-0.41,0.97,1.54,2.06,1.01,0.0,1.45,1.52
 CONSERTO DE BICICLETA,1.02,0.96,0.02,-0.64,-0.29,1.09,-0.86,0.42,2.6,0.25,0.18,1.08,1.26,-0.66,0.37,0.43,0.16
 VESTUÁRIO,1.71,0.81,0.97,0.92,0.83,1.48,-0.49,1.04,2.16,1.39,-0.33,1.79,2.3,1.99,1.1,1.44,1.02
 ROUPAS,1.78,1.01,1.89,0.75,0.38,1.98,-0.52,1.38,2.42,1.88,0.14,2.0,2.74,2.05,1.4,1.22,1.12
 ROUPA MASCULINA,2.31,1.46,1.41,-0.73,0.39,3.32,-0.27,1.9,2.2,0.9,2.37,0.78,2.76,2.75,2.37,1.49,1.17
 CALÇA COMPRIDA MASCULINA,2.61,3.35,2.49,0.29,-1.08,3.14,-3.13,1.94,0.39,1.31,1.77,0.44,1.31,1.4,1.67,2.48,0.73
 AGASALHO MASCULINO,0.0,-0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.59,0.0,0.0,0.0,0.0,0.0,0.0,-0.78
 BERMUDA/SHORT MASCULINO,1.19,1.03,0.11,-1.49,-0.04,2.66,1.67,-1.45,2.46,0.78,2.45,0.89,3.86,2.94,2.54,-0.35,0.83
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,3.52,0.0,0.0,0.0,0.0,0.0,0.0,3.27,3.08,0.0,3.39
 CAMISA/CAMISETA MASCULINA,2.59,1.17,1.17,-0.95,1.23,3.51,-0.29,3.52,2.95,0.95,2.74,0.89,3.49,3.59,2.47,1.91,1.55
 ROUPA FEMININA,1.53,0.38,2.17,1.77,0.91,2.04,-1.27,1.53,2.79,2.24,-1.52,2.38,2.57,2.51,-0.23,0.14,1.19
 CALÇA COMPRIDA FEMININA,1.58,0.85,2.0,0.59,0.74,2.79,-1.22,1.55,2.64,3.28,1.21,1.49,3.9,2.69,1.95,-2.43,1.39
 AGASALHO FEMININO,0.0,-2.49,-0.45,0.0,0.0,0.0,0.0,0.0,0.0,-0.29,0.0,0.0,2.71,0.0,0.0,0.0,-1.37
 SAIA,0.0,0.0,0.0,-2.15,0.0,0.0,-2.16,0.0,0.0,0.0,0.0,0.0,0.0,1.89,-1.42,-0.31,-1.65
 VESTIDO,3.5,0.0,3.59,2.39,-0.03,3.42,-0.71,3.56,2.57,2.84,-2.96,3.61,0.53,0.83,-0.34,-2.85,1.36
 BLUSA,0.32,0.37,2.27,2.81,1.64,0.86,-2.64,0.8,3.75,1.68,-3.13,2.27,2.09,3.86,-2.18,2.17,1.17
 LINGERIE,0.0,3.31,1.75,0.65,0.25,0.0,1.74,-0.66,3.63,1.73,-0.08,0.0,3.7,2.02,-0.81,3.18,1.27
 BERMUDA/SHORT FEMININO,1.73,0.0,0.15,1.82,0.0,0.0,-1.81,1.8,0.1,3.48,-0.9,0.85,3.47,3.72,1.61,0.97,0.85
 ROUPA INFANTIL,1.36,1.74,2.1,1.19,-0.68,-0.28,0.57,-0.26,2.18,2.63,-0.4,3.27,3.03,-0.47,2.68,2.88,0.87
 UNIFORME ESCOLAR,0.0,0.0,1.63,-0.02,-2.5,0.96,0.45,-2.08,0.0,3.09,-0.51,0.46,0.0,0.0,3.51,1.5,-0.01
 CALÇA COMPRIDA INFANTIL,0.0,2.74,0.05,0.0,-1.96,-0.17,0.0,0.0,-1.65,1.62,-2.2,0.0,2.72,2.15,0.4,0.0,-0.36
 AGASALHO INFANTIL,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
 VESTIDO INFANTIL,-0.97,-0.9,1.71,3.3,0.0,-2.18,-2.61,1.23,2.29,0.0,2.81,2.57,0.47,-2.81,2.3,2.91,0.66
 BERMUDA/SHORT INFANTIL,0.92,0.0,0.0,2.16,0.21,0.0,1.46,0.0,1.36,0.0,0.0,3.33,3.66,0.08,3.52,3.8,1.06
 CAMISA/CAMISETA INFANTIL,0.31,3.56,3.54,1.74,-0.5,1.17,2.24,1.97,1.41,3.07,0.64,5.91,3.48,-0.04,2.89,3.39,1.46
 CONJUNTO INFANTIL,5.06,0.08,2.42,-0.5,0.76,-3.32,1.18,-2.67,5.8,1.97,-1.7,1.91,3.26,-2.01,2.66,3.31,1.28
 CALÇADOS E ACESSÓRIOS,2.06,0.31,-1.33,1.13,2.04,0.36,-0.49,0.72,2.06,0.42,-1.63,1.49,1.62,2.27,0.12,2.14,0.89
 CALÇADOS E ACESSÓRIOS,2.06,0.31,-1.33,1.13,2.04,0.36,-0.49,0.72,2.06,0.42,-1.63,1.49,1.62,2.27,0.12,2.14,0.89
 SAPATO MASCULINO,1.03,0.94,-0.03,-0.77,3.54,1.28,-1.04,0.57,3.11,0.51,0.91,3.17,3.74,2.99,3.11,1.16,1.42
 SAPATO FEMININO,1.92,1.11,-2.01,3.15,-0.53,-0.67,-3.24,1.51,3.62,0.38,-2.97,0.06,-2.93,2.73,0.48,1.41,0.01
 SAPATO INFANTIL,0.0,0.0,0.0,0.56,0.0,0.0,-0.85,0.0,1.05,-1.17,0.93,0.0,1.73,3.56,3.28,2.51,0.34
 BOLSA,1.9,2.97,-3.19,2.32,0.0,2.91,1.58,-0.16,2.25,0.9,-3.34,0.0,1.36,2.64,-0.77,2.37,0.85
 MOCHILA,0.0,0.0,0.0,-2.18,0.0,0.0,3.31,0.72,0.0,0.0,0.0,0.0,0.0,1.49,3.21,0.0,1.11
 TÊNIS,2.79,-0.38,-2.0,2.34,2.97,-0.4,3.11,0.68,1.2,0.78,-2.18,1.99,2.95,0.13,-2.09,2.93,1.3
 SANDÁLIA/CHINELO,1.36,-1.18,0.52,0.17,2.5,2.61,-1.73,0.63,1.76,-0.35,-1.98,0.36,1.6,3.36,-0.3,2.18,0.81
 JOIAS E BIJUTERIAS,-0.63,0.78,0.96,1.52,0.87,0.88,-0.26,-1.34,-0.19,0.08,-0.66,0.6,1.22,0.71,1.96,1.21,0.52
 JOIAS E BIJUTERIAS,-0.63,0.78,0.96,1.52,0.87,0.88,-0.26,-1.34,-0.19,0.08,-0.66,0.6,1.22,0.71,1.96,1.21,0.52
 BIJUTERIA,0.0,0.0,2.89,0.0,0.0,2.73,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.87
 JOIA,-2.46,-0.06,0.32,1.52,0.16,0.33,0.17,-1.41,0.0,-0.99,-1.51,0.94,1.22,-0.83,2.38,0.63,-0.11
 RELÓGIO DE PULSO,3.9,3.11,0.0,1.52,3.33,0.0,-1.32,-1.21,-0.54,3.43,3.23,-0.07,0.0,1.66,0.7,2.8,2.15
 TECIDOS E ARMARINHO,0.13,1.28,0.51,1.69,0.33,0.25,0.23,-0.82,0.13,0.17,0.48,0.34,2.77,-0.83,0.78,1.6,0.44
 TECIDOS E ARMARINHO,0.13,1.28,0.51,1.69,0.33,0.25,0.23,-0.82,0.13,0.17,0.48,0.34,2.77,-0.83,0.78,1.6,0.44
 TECIDO,0.13,1.83,0.99,1.69,0.97,0.25,0.23,-0.82,0.13,-0.85,0.28,0.34,2.77,-0.83,0.78,1.6,0.54
 ARTIGOS DE ARMARINHO,0.0,0.34,-0.37,0.0,-0.97,0.0,0.0,0.0,0.0,1.7,0.96,0.34,0.0,0.0,0.0,0.0,0.0
 TRANSPORTES,0.42,0.62,1.23,0.33,1.79,3.38,0.74,1.17,0.6,2.3,2.4,1.21,1.31,0.77,1.35,1.82,1.46
 TRANSPORTES,0.42,0.62,1.23,0.33,1.79,3.38,0.74,1.17,0.6,2.3,2.4,1.21,1.31,0.77,1.35,1.82,1.46
 TRANSPORTE PÚBLICO,-0.89,-0.77,-2.1,-1.78,-0.09,-1.84,-2.57,-1.07,-1.05,-6.87,-1.22,-1.96,-0.57,0.8,-0.36,0.16,-1.21
 ÔNIBUS URBANO,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
 TÁXI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TREM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÔNIBUS INTERMUNICIPAL,0.0,1.87,0.94,1.52,-0.08,0.0,0.0,0.0,3.13,0.0,0.83,-0.02,-0.46,0.0,0.0,0.0,0.62
 ÔNIBUS INTERESTADUAL,0.53,0.0,-1.65,0.68,-0.91,2.04,-1.28,-1.81,-0.11,-0.72,2.67,0.95,-0.61,0.63,4.58,0.87,0.08
 PASSAGEM AÉREA,-12.18,-14.64,-20.05,-11.4,-3.11,-8.65,-13.9,-7.8,-10.38,-23.03,-6.74,-7.94,-4.65,3.18,-16.56,0.41,-10.69
 METRÔ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TRANSPORTE ESCOLAR,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.11
 TRANSPORTE POR APLICATIVO,3.7,7.76,9.46,-6.26,7.02,-0.69,0.0,-5.44,-8.28,0.0,-4.19,-11.96,0.57,0.0,8.96,-2.18,3.06
 INTEGRAÇÃO TRANSPORTE PÚBLICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 VEÍCULO PRÓPRIO,0.54,1.18,1.01,1.02,1.13,1.35,1.01,0.88,1.41,1.51,1.81,1.06,1.69,0.73,0.61,0.74,1.16
