"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JULHO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.13,1.23,-0.06,0.93,-0.98,1.34,0.73,0.76,0.46,0.79,1.7,0.93,1.09,0.94,1.34,1.71,0.14
 REFEIÇÃO,0.13,1.11,0,0.43,-0.75,1.63,0.35,0.32,0.02,-0.04,0.68,0.56,0.21,0.92,2.17,1.46,0.04
 LANCHE,-0.29,1.71,-0.17,2.19,-1.85,0.91,1.44,1.3,0.84,2.55,3.11,2.36,2.14,1.4,1.15,3.31,0.16
 REFRIGERANTE E ÁGUA MINERAL,0.75,2.12,0.15,2.62,-0.03,3.13,1.88,5.15,-1.75,-0.5,-0.39,0.61,3.83,-0.52,1.52,-1.44,0.64
 CAFEZINHO,       -,0.57,       -,       -,0.9,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.82
 CERVEJA,1.84,0,-0.04,0.14,0.74,-0.44,0.55,2.39,2.44,-0.26,2.15,-1.31,2.09,0,-1.16,0.39,0.76
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,-1.17,       -,       -,       -,       -,       -,       -,       -,-0.74,2.8,       -,-0.54,       -,-0.37
 VINHO,2.48,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.48
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.7,       -,       -,       -,       -,0.56,1.49
 SORVETE,       -,       -,       -,       -,-0.29,       -,       -,0.88,1.13,1.32,0.33,       -,1.61,-1.16,       -,-0.33,0.33
 HABITAÇÃO,1.96,3.77,2.32,2.43,4.01,1.68,3.69,1.92,2.44,4.04,2.05,1.72,1.87,3.12,1.75,1.97,3.1
 ENCARGOS E MANUTENÇÃO,0.17,1.12,0.73,-0.02,1.4,0.09,0.32,0.2,0.14,0.95,-0.31,-0.04,-0.06,0.95,0.58,0.39,0.8
 ALUGUEL E TAXAS,0.15,1.39,0.69,-0.01,1.26,-0.06,0.06,0.11,-0.02,0.89,-0.73,-0.12,-0.38,0.27,0.73,0.4,0.71
 ALUGUEL RESIDENCIAL,0.31,0.12,0.99,-0.02,1.78,0,0.12,0.21,0.45,1.42,-1.19,0.83,-1.17,0.29,1.32,0.31,0.93
 CONDOMÍNIO,0.01,1.12,0.94,0,1.21,0,0.01,0,-0.7,1.3,-0.82,-1.9,1.71,1.13,0.11,1.01,0.66
 TAXA DE ÁGUA E ESGOTO,0,3.19,0,0,0,-0.35,0,0,0,0,0,0,0.27,0,0,0,0.33
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.66,       -,       -,       -,2.66
 REPAROS,1.02,1.24,0.54,0.15,2.16,1.07,1.29,-0.6,0.69,0.73,2.72,0.41,1.43,2.1,0.5,1.04,1.38
 FERRAGENS,       -,       -,       -,       -,       -,       -,3.8,       -,       -,       -,2.13,       -,       -,0.3,       -,       -,3.06
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,2.2,       -,       -,       -,-0.72,       -,       -,       -,       -,0.58,       -,0.6
 VIDRO,       -,       -,       -,       -,       -,1.07,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.07
 TINTA,2.04,2.31,0.76,0.5,2.2,2.41,1.42,1.9,2.08,-0.37,4.81,5.1,5.31,-1.23,-0.02,-1.31,1.82
 REVESTIMENTO DE PISO E PAREDE,2.38,2.92,1.74,0.28,7.88,       -,4.43,-1.93,1.17,4.41,3.94,0.47,       -,7.67,2.05,2.89,4.43
 MADEIRA E TACO,       -,0.09,       -,       -,       -,       -,       -,-1.73,       -,       -,       -,       -,       -,4.98,-0.16,       -,-0.16
 CIMENTO,       -,       -,       -,-2.63,       -,       -,-2.52,-1.1,-0.31,       -,       -,-2.2,-0.01,0.91,1.67,       -,-0.94
 TIJOLO,0.36,       -,       -,       -,       -,       -,2.49,       -,       -,       -,-0.6,-2.76,       -,1.88,-1.41,       -,0.33
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,2.3,       -,       -,       -,2.02,       -,       -,       -,0.37,       -,       -,       -,2.21
 MÃO DE OBRA,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
 AREIA,1.44,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.8,       -,       -,       -,0.44,       -,1.49
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.68,       -,       -,-0.68
 TELHA,       -,0.95,0.42,2.09,       -,       -,-0.96,       -,       -,0.98,       -,       -,       -,       -,0.68,       -,0.68
 ARTIGOS DE LIMPEZA,-1.38,-1.12,1.26,-0.3,1.44,1.37,-0.08,2.08,0.71,2,0.53,-0.14,0.85,0.32,0.27,-0.57,0.71
 SACO PARA LIXO,       -,-2.37,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.57,       -,       -,       -,-1.44
 ÁGUA SANITÁRIA,-2.06,-1.75,0.04,0.67,2.45,0.56,-1.17,1.34,0.73,       -,0.01,       -,-0.55,1.56,1.06,2.62,0.89
 DETERGENTE,0.04,-2.48,1.35,-1.42,1.86,-2.26,-0.24,3.08,-1.25,3.86,5.47,0.59,1.08,2.46,       -,0.04,0.89
 SABÃO EM PÓ,-1.44,-0.6,0.5,-1.38,1.92,1.96,1.75,3.25,0.26,1.41,-0.71,-0.66,1.34,-0.84,1.22,-3.06,0.76
 DESINFETANTE,-0.93,-1.55,1.73,1.3,-1.83,-0.2,-1.2,0.04,2.52,1.6,-2.03,0.37,       -,       -,-0.34,       -,-0.34
 SABÃO EM BARRA,-3.95,       -,1.37,2.42,       -,       -,-1.74,1.79,2.65,       -,       -,0.3,2.08,4.86,-0.35,-0.98,0.3
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.6,       -,2.6,       -,       -,       -,       -,2.6
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,1.54,       -,       -,       -,3.79,       -,       -,       -,       -,       -,-0.62,2.65
 LIMPADOR MULTIUSO,       -,2.35,       -,       -,0.27,1.76,       -,       -,       -,4.27,       -,       -,       -,       -,       -,       -,1.23
 PAPEL TOALHA,-2.95,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.95
 AMACIANTE E ALVEJANTE,-0.85,-0.27,2.79,-0.8,1.35,3.3,-0.03,1.05,1.94,0.44,0.7,-0.61,-0.58,-1.23,-1.64,1.72,0.81
 COMBUSTÍVEIS E ENERGIA,4.64,7.69,4.47,5.38,10.06,6.43,6.29,4.28,5.53,9.31,5.64,4.26,3.9,4.41,2.66,4.42,6.91
 COMBUSTÍVEIS (DOMÉSTICOS),3.59,6.42,3.57,6.09,2.24,5.48,4.23,3.8,3.96,3.43,6.74,2.91,4.06,2.11,4.68,2.44,3.78
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,-1.84,       -,       -,       -,       -,       -,       -,       -,0,       -,-0.93
 GÁS DE BOTIJÃO,5.25,6.42,3.57,6.09,2.62,5.48,4.46,3.8,3.96,4,6.74,2.91,4.06,2.11,5.01,2.44,4.17
 GÁS ENCANADO,0,       -,       -,       -,0.83,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,0.48
 ENERGIA ELÉTRICA RESIDENCIAL,4.9,8.02,4.75,5.11,12.45,6.68,6.94,4.45,6.13,11.34,5.33,4.65,3.85,5.13,1.69,5.14,7.88
 ENERGIA ELÉTRICA RESIDENCIAL,4.9,8.02,4.75,5.11,12.45,6.68,6.94,4.45,6.13,11.34,5.33,4.65,3.85,5.13,1.69,5.14,7.88
 ARTIGOS DE RESIDÊNCIA,0.69,1.02,0.33,0.09,1.36,1.32,0.01,1.37,-0.6,0.67,0.49,0.54,0.13,1.47,1.39,-0.96,0.78
 MÓVEIS E UTENSÍLIOS,-0.39,0.85,0.27,0.31,1.51,1.52,-0.23,1.38,-0.56,0.4,-0.62,2.07,0.09,1.23,0.75,-0.79,0.68
 MOBILIÁRIO,-0.36,1.36,-0.02,0.08,1.4,1.58,-0.58,1.54,-0.56,0.85,-1.5,1.81,-0.27,2.35,0.57,-1.36,0.66
 MÓVEL PARA SALA,-0.2,1.92,-0.99,0.84,0.47,1.42,-1.8,1.32,0.54,1.17,-0.57,0.75,-2.82,2.58,-0.36,-2.01,0.36
 MÓVEL PARA QUARTO,-1.59,0.26,-0.09,-0.33,2.26,1.45,0.6,2.38,-1.18,1.3,-4.2,2.08,-0.03,3.24,0.98,-3.19,0.72
 MÓVEL PARA COPA E COZINHA,2.64,1.82,2.84,2.36,0.97,2.62,-0.93,-0.61,-0.02,-0.11,3.25,2.54,2.3,0.04,-0.09,2.58,1.33
 MÓVEL INFANTIL,       -,       -,       -,-3.22,       -,       -,       -,-0.2,-2.08,0.02,-1.38,       -,-1.7,0.56,1.07,2.15,-1.09
 COLCHÃO,       -,2.33,-1.85,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.17
 UTENSÍLIOS E ENFEITES,-0.58,0.8,1.54,0.54,0.85,1.07,0.65,0.81,-1.2,-0.59,0.1,2.53,0.6,0.62,1.19,1.67,0.52
 ARTIGOS DE ILUMINAÇÃO,-3.48,1.72,1.82,-2.68,-2.21,-0.55,-0.58,-0.56,0.37,1.26,       -,       -,2.82,       -,-0.57,1.65,-0.58
 TAPETE,2.05,0.6,       -,       -,-1.26,-0.43,-0.45,       -,-2.26,-1.22,-0.44,3.25,-0.02,       -,       -,       -,-0.45
 CORTINA,-1.79,-0.23,0.54,-0.57,-0.56,-0.55,       -,-0.58,-2.03,-1.49,-0.05,3.8,       -,       -,       -,       -,-0.57
 UTENSÍLIOS DE METAL,0.3,0.18,1.57,2,3.2,2.11,1.3,2.4,-2.36,-1.05,0.28,3.03,-0.27,1.33,1.41,1.56,1.3
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,2.72,3.24,2.67,3.16,2.22,-0.49,2.22,1.05,       -,0.14,2.34,-1.75,2.23,2.05,2.22
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,0.45,       -,       -,       -,-0.47,       -,       -,       -,2.08,1.69,0.45
 FLORES NATURAIS,       -,2.67,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.67
 UTENSÍLIOS PARA BEBÊ,       -,       -,1.66,0.77,       -,       -,       -,2.23,       -,       -,1.06,1.35,-0.54,0.21,       -,       -,1.22
" CAMA, MESA E BANHO",0.09,-1.26,-0.59,1.22,3.81,2.32,-0.77,1.29,0.65,0.61,1.89,2.29,0.55,-2.2,0.78,-2.94,1.14
 ROUPA DE CAMA,0.09,-1.26,-0.59,1.63,3.81,2.32,-0.77,1.11,0.65,0.61,1.89,2.29,0.11,-2.11,0.78,-2.94,1.15
 ROUPA DE BANHO,       -,       -,       -,0.04,       -,       -,       -,1.73,       -,       -,       -,       -,1.63,-2.52,       -,       -,0.88
 APARELHOS ELETROELETRÔNICOS,1.4,1.3,0.45,-0.05,1.43,1.19,-0.08,1.13,-0.78,0.53,1.33,-0.77,0.07,2.08,2.1,-1.7,0.87
 ELETRODOMÉSTICOS E EQUIPAMENTOS,0.71,0.82,0.54,-1.16,1.26,0.84,-0.06,0.57,-1.13,0.57,1.27,-1.26,-0.93,2.43,0.98,-1.48,0.58
 REFRIGERADOR,1.74,0.58,-0.53,-1.22,-0.54,0.42,2.66,2.22,-2.88,-0.09,1.29,-0.27,-1.12,4.31,0.71,-2.27,-0.03
 AR-CONDICIONADO,-1.32,-0.62,       -,-1.38,2.95,1.36,-0.68,2.7,2.17,-0.96,2.28,-2.69,-0.24,2.2,       -,-1.83,0.75
 MÁQUINA DE LAVAR ROUPA,-0.3,1.85,-0.29,-1.92,1.36,0.42,-1.97,-1.44,0.86,0.53,2.26,-2.87,-0.34,3.86,2.84,-0.44,0.64
 VENTILADOR,       -,       -,       -,-1.89,       -,       -,-0.19,-1.58,       -,       -,       -,       -,-2.09,-1.33,-0.96,-3.1,-1.32
 FOGÃO,1.56,1.16,3.84,0.62,3.76,2.5,-2.7,-0.45,-1.73,2.59,-1.71,0.83,-0.97,-0.37,1.67,0.55,1.91
 CHUVEIRO ELÉTRICO,       -,       -,0.29,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.29
" TV, SOM E INFORMÁTICA",1.98,1.92,0.36,1,1.59,1.5,-0.1,1.7,-0.38,0.49,1.42,-0.25,1.47,1.43,3.28,-1.89,1.17
 TELEVISOR,3.06,3.54,-1.01,0.83,0.81,1.77,-0.84,2.65,-0.2,1.79,1.28,-0.71,1.91,0.09,3.84,-1.93,1.16
 APARELHO DE SOM,       -,       -,       -,1,       -,       -,       -,       -,-3.67,       -,       -,       -,       -,       -,3.28,-3.18,-0.89
 VIDEOGAME (CONSOLE),       -,       -,       -,1,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.0
 COMPUTADOR PESSOAL,0.06,-1.17,2.52,1.26,2.73,1.27,1.27,0.32,0.25,-1.22,1.6,0.58,0.64,3.84,1.28,-1.46,1.26
 CONSERTOS E MANUTENÇÃO,1.28,0.3,0.11,-0.37,0.35,0.86,1.37,2.77,0.43,2.4,1.26,-0.39,0.62,-1.13,0.62,1.8,0.78
 CONSERTOS E MANUTENÇÃO,1.28,0.3,0.11,-0.37,0.35,0.86,1.37,2.77,0.43,2.4,1.26,-0.39,0.62,-1.13,0.62,1.8,0.78
 CONSERTO DE REFRIGERADOR,       -,-2.13,       -,-1.06,       -,       -,1.56,       -,2.64,       -,4.42,       -,       -,       -,2.36,       -,1.56
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,-0.11,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.11
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,0.21,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.21
 REFORMA DE ESTOFADO,1.36,0.93,0.04,-1.49,1.07,0.53,       -,5.79,-0.71,       -,       -,0,0,1.11,       -,1.99,0.78
 CONSERTO DE APARELHO CELULAR,       -,0.4,1.19,0.88,1.17,0.67,1.19,1.49,0.38,0.14,2,0.54,-0.13,0.63,0,1.6,0.88
 CONSERTO DE BICICLETA,1.26,1.52,-0.52,-0.29,0.06,1.28,1.8,2.48,0.39,2.9,-0.69,-0.53,1.33,-2.18,0,1.9,0.71
 VESTUÁRIO,0.33,0.57,1.38,-0.87,0.59,0.41,0.83,1.03,-0.74,1.42,-0.03,-0.3,0.01,0.66,0.73,0.06,0.53
 ROUPAS,1.3,-0.34,1.85,-1.31,0.61,0.22,0.81,1.59,-0.73,1.78,-0.27,-0.27,-0.74,0.16,1.12,0.03,0.58
 ROUPA MASCULINA,0.94,0.39,1.8,-1.1,1.98,2.04,1.42,1.62,-0.55,2.31,-1.23,0.93,-0.39,1.16,1.82,1.1,1.18
 CALÇA COMPRIDA MASCULINA,0.77,1.55,3.21,0.77,3.47,1.2,1.88,-1.67,-1.35,2,-1.16,-1.16,-1.42,1.57,3.31,2.38,1.81
 AGASALHO MASCULINO,       -,-1.77,       -,       -,       -,       -,       -,       -,       -,1.84,       -,       -,       -,       -,       -,       -,-0.54
 BERMUDA/SHORT MASCULINO,2.11,1.23,2.39,0.1,1.8,-1,2.18,2.02,-0.39,2.74,-1.33,0.2,-1.16,0.56,0.12,0.26,1.19
 CUECA,       -,       -,       -,       -,       -,       -,3.06,       -,       -,       -,       -,       -,       -,0.57,0.52,       -,2.21
 CAMISA/CAMISETA MASCULINA,0.61,0.26,0.81,-2.54,1.28,2.97,0.57,2.67,-0.25,2.48,-1.24,2.17,0.56,1.19,2.55,0.96,0.9
 ROUPA FEMININA,1.75,-0.48,1.98,-1.37,-0.46,-0.92,0.5,1.37,-0.96,1.92,-0.11,-0.67,-1.39,-0.56,1.09,-0.54,0.22
 CALÇA COMPRIDA FEMININA,1.75,1.44,3.08,0.48,0.18,-3.17,1.36,2.34,2.52,1.17,-3.39,-2.32,-2.88,-0.31,0.77,0.7,0.69
 AGASALHO FEMININO,       -,-3.41,0.78,       -,       -,       -,       -,       -,       -,0.85,       -,       -,-2.75,       -,       -,       -,-1.6
 SAIA,       -,       -,       -,2.38,       -,       -,-2.74,       -,       -,       -,       -,       -,       -,0.62,-0.72,-1.91,-0.32
 VESTIDO,0.26,-1.71,-0.39,-2.63,-1.64,0.04,1.41,-3.44,-3.41,3.88,0.92,-0.06,-0.69,-2.2,2.32,0.64,-0.66
 BLUSA,3.55,-0.21,3.11,-2.9,-0.46,-0.45,1.36,3.99,-0.85,2.33,1.82,-0.37,-1.09,0.66,1.42,-1.63,0.68
 LINGERIE,       -,-2.39,1.3,0.96,0.41,       -,-0.79,3.53,1.09,-0.53,2.84,       -,0.58,2.26,2.97,3.12,0.45
 BERMUDA/SHORT FEMININO,-2.71,       -,1.7,-0.2,       -,       -,-1.87,-0.68,-2.95,0.4,-2.5,-0.3,-1.57,-3.3,-2.07,-1.99,-1.22
 ROUPA INFANTIL,0.88,-1.3,1.68,-1.61,0.59,-0.14,0.16,2.13,-0.67,0.71,1.14,-1.44,-0.02,-0.52,-0.33,-0.76,0.31
 UNIFORME ESCOLAR,       -,       -,1.44,2.05,0.39,-0.41,2.2,3.22,       -,0.5,2.86,-1.29,       -,       -,-0.13,-1.62,0.85
 CALÇA COMPRIDA INFANTIL,       -,-0.91,2.38,       -,0.52,1.01,       -,       -,-1.07,-0.72,-0.52,       -,0.59,-1.68,-0.24,       -,0.26
 AGASALHO INFANTIL,       -,-1.2,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.2
 VESTIDO INFANTIL,2.38,-3.04,1.83,-0.57,       -,-2.21,-1.99,-1.62,0.24,       -,0.38,-0.58,0.88,-1.62,-3.25,-2.59,-0.63
 BERMUDA/SHORT INFANTIL,1.38,       -,       -,-1.76,-0.78,       -,1.48,1.64,-2.22,       -,       -,-2.55,-0.61,-0.9,1.41,-1.14,-0.38
 CAMISA/CAMISETA INFANTIL,0.52,-2.27,1.84,-2.92,0.48,-1.12,1.52,3.27,-0.36,0.54,1.58,-1.92,-0.11,0.28,-1.4,-0.83,0.17
 CONJUNTO INFANTIL,0.23,1.15,1.06,-2.65,1.64,2.4,-2.76,2.84,-0.51,2.46,0.99,-0.86,-0.2,0.94,1.93,1.35,0.91
 CALÇADOS E ACESSÓRIOS,-1.71,3.13,0.67,0.34,0.39,0.66,0.8,-0.57,-0.76,0.72,0.37,-0.54,0.92,2.56,-0.22,0.05,0.45
 CALÇADOS E ACESSÓRIOS,-1.71,3.13,0.67,0.34,0.39,0.66,0.8,-0.57,-0.76,0.72,0.37,-0.54,0.92,2.56,-0.22,0.05,0.45
 SAPATO MASCULINO,-0.19,3.47,-0.06,0.88,1.23,2.46,3.28,-2.8,-1.39,1.19,0.99,1.68,0.87,4.07,0.95,1.39,1.12
 SAPATO FEMININO,0.07,3.2,1.47,3.71,1.93,-0.36,-0.36,0.69,-0.92,1.53,0.98,0.85,0.05,2.5,1.13,-1.24,1.4
 SAPATO INFANTIL,       -,       -,       -,-0.78,       -,       -,-0.4,       -,-0.6,-0.11,3.28,       -,-0.72,-1.27,1.61,0.85,0.04
 BOLSA,-2.55,1.02,0.87,-2.63,       -,1.4,-1.67,0.82,0.48,-1.91,0.19,       -,1.64,1.63,-3,1.76,-0.59
 MOCHILA,       -,       -,       -,1.05,       -,       -,-1.41,-3.09,       -,       -,       -,       -,       -,-1.22,3.56,       -,-0.27
 TÊNIS,-2.93,3.47,0.47,-0.16,-0.13,1.33,1.36,-1.97,-0.45,0.07,-0.3,-1.49,3.07,3.61,-2.77,-0.79,0.15
 SANDÁLIA/CHINELO,-1.97,2.1,0.63,-0.92,-1.43,-1.46,0.96,0.67,-1.12,3.06,-0.33,-1.7,-1.84,1.63,0.43,0.46,-0.3
 JOIAS E BIJUTERIAS,-0.79,-0.54,-0.62,-1.76,1.17,1.36,1.82,1.99,-1.05,-0.01,0.66,0.27,2.49,-0.44,0.68,0.17,0.31
 JOIAS E BIJUTERIAS,-0.79,-0.54,-0.62,-1.76,1.17,1.36,1.82,1.99,-1.05,-0.01,0.66,0.27,2.49,-0.44,0.68,0.17,0.31
 BIJUTERIA,       -,       -,0.38,       -,       -,0.47,       -,       -,-3.33,       -,       -,       -,       -,       -,       -,1.29,-0.78
 JOIA,-2.31,-1.52,-0.94,-2.59,1.69,1.63,2.02,1.95,       -,-0.37,0.66,-0.5,2.49,0.06,0.92,1.75,0.3
 RELÓGIO DE PULSO,3.21,2.29,       -,-0.55,-0.61,       -,1.35,2.09,1.26,1.14,0.62,1.82,       -,-0.74,-0.04,-3.23,0.7
 TECIDOS E ARMARINHO,-0.08,1.45,1.21,1.04,1.06,0.3,-0.31,2.07,-0.01,1.22,1.06,0.78,0.34,-1.72,-0.15,0.97,0.75
 TECIDOS E ARMARINHO,-0.08,1.45,1.21,1.04,1.06,0.3,-0.31,2.07,-0.01,1.22,1.06,0.78,0.34,-1.72,-0.15,0.97,0.75
 TECIDO,-0.08,0.95,1.29,1.04,0.29,0.3,-0.31,2.07,-0.01,1.33,0.34,0.94,0.34,-1.72,-0.15,0.97,0.48
 ARTIGOS DE ARMARINHO,       -,2.32,1.06,       -,2.63,       -,       -,       -,       -,1.07,2.79,0.51,       -,       -,       -,       -,2.0
 TRANSPORTES,1.24,2.5,1.01,2.17,1.33,1.98,1.49,1.26,1.69,1.32,1.78,1.78,1.17,0.3,3.01,0.88,1.52
 TRANSPORTES,1.24,2.5,1.01,2.17,1.33,1.98,1.49,1.26,1.69,1.32,1.78,1.78,1.17,0.3,3.01,0.88,1.52
 TRANSPORTE PÚBLICO,2.78,8.65,4.18,3.42,4.67,5.61,1.38,3.58,3.7,9.21,5.88,6.78,5.26,1.24,1.66,-0.38,4.52
 ÔNIBUS URBANO,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38
 TÁXI,0,0,0,0,0,       -,0,0,0,       -,       -,0,0,0,0,0,0.0
 TREM,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,5.39,-0.78,1.1,0.02,       -,-4.99,0,1.48,0,2.19,-0.36,-0.08,0,0.1,0,0.34
 ÔNIBUS INTERESTADUAL,0.15,       -,-0.12,-0.64,0.97,1.03,-0.41,0.17,2.09,-0.07,1.16,0.28,0.91,0,-0.13,1.02,0.55
 PASSAGEM AÉREA,31.49,49.18,40.73,18.16,42.67,26.3,18.22,45.93,21.83,39.92,32.42,36.33,40.28,5.37,29.73,-5.78,35.22
 METRÔ,0,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,-5.34,0,11.53,-1.94,1.28,       -,       -,0,0,       -,10,0,       -,0,0,-0.46
 TRANSPORTE POR APLICATIVO,13.18,0.84,7.76,12.81,7.41,6.85,       -,8.55,23.69,       -,14.63,19.95,14.55,       -,2.55,4.66,9.31
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,0.7,1.08,0.8,0.97,1.07,0.62,0.69,0.67,1.44,0.83,1.62,0.71,0.66,0.34,1.32,-0.47,0.96
 AUTOMÓVEL NOVO,0.75,0.4,0.83,1.02,0.76,0.26,-0.16,0.78,-0.16,0.6,-0.98,0.97,-1.39,-0.82,0.38,0.42,0.54
 EMPLACAMENTO E LICENÇA,0.11,0.03,0.11,0.11,0.06,0.11,0.11,0.09,0.12,0.04,0.11,0.09,0,0.11,0.11,0.09,0.08
 SEGURO VOLUNTÁRIO DE VEÍCULO,1.83,1.74,0.97,1.92,1.81,1.94,1.9,1.91,1.93,-0.93,6.43,-1.64,2.63,1.63,1.64,-11.37,1.63
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,-0.63,2.25,1.54,4.09,2.08,-0.04,2.76,2.25,4.16,-1.7,       -,0.05,0.54,2.07,2.4,2.07
 ACESSÓRIOS E PEÇAS,-0.65,-0.8,-0.06,0.82,2.87,-1.59,0.01,1.31,2.69,-0.06,-2.11,-2.23,0.44,2.01,0.27,1,0.85
 PNEU,       -,-1.98,0.29,1.02,1.75,2.44,4.05,1.73,-0.29,0.98,10.53,2.43,2.92,1.68,0.51,-1.66,1.68
 CONSERTO DE AUTOMÓVEL,-1.01,2.21,0.44,1.57,0.37,0.22,0.38,-0.62,2.97,-0.24,0.15,-0.25,1.12,1.38,1.89,2.39,0.67
 ESTACIONAMENTO,       -,0.01,       -,       -,-0.09,       -,       -,       -,0.93,-1.22,       -,       -,       -,       -,       -,       -,-0.16
 PEDÁGIO,       -,0,       -,       -,6.47,       -,       -,       -,       -,1,       -,0,       -,       -,       -,       -,5.01
 AUTOMÓVEL USADO,1.91,2.96,1.65,       -,1.69,2.22,2.62,2.23,1.56,3.13,3.63,2.24,2.25,2.23,1.89,-0.44,2.23
 PINTURA DE VEÍCULO,       -,       -,0.48,1.38,       -,       -,       -,       -,0.12,       -,       -,       -,       -,       -,       -,       -,0.57
 ALUGUEL DE VEÍCULO,6.95,       -,       -,       -,       -,       -,5.72,       -,14.09,       -,       -,       -,       -,       -,       -,       -,9.34
 MOTOCICLETA,0.15,0.62,1.07,0.71,3.14,0.95,0.56,0,0.35,0.37,1.74,0.47,1.04,-0.59,2.94,0.94,1.41
 COMBUSTÍVEIS (VEÍCULOS),0.89,2.46,0.12,3.24,0.45,2.65,2.67,1.22,0.99,0.75,1.38,2.6,1.28,-0.05,5.98,3.53,1.24
 GASOLINA,1.06,2.53,0.54,3.18,0.63,2.71,2.68,1.24,0.94,1.47,2.1,2.6,1.31,-0.11,6.12,3.63,1.55
 ETANOL,0.67,       -,-3.25,3.95,-0.14,1.13,       -,       -,1.04,-2.6,-1.83,       -,1.45,       -,       -,       -,-0.75
 ÓLEO DIESEL,-0.17,-0.4,0.94,4.14,0.97,1.67,2.1,1.14,1.84,-0.15,0.14,2.74,0.05,0.44,3.73,0.25,0.96
 GÁS VEICULAR,0.13,       -,       -,       -,       -,       -,       -,0.01,       -,       -,       -,       -,       -,       -,       -,       -,0.12
 SAÚDE E CUIDADOS PESSOAIS,-1.06,-0.73,-0.49,-0.65,-0.9,-0.81,-1.11,-0.17,-0.16,0.03,-0.28,-0.2,-0.64,-0.12,-0.03,-0.33,-0.65
 PRODUTOS FARMACÊUTICOS E ÓTICOS,-1.53,-1.2,-0.46,0.2,-1.31,-0.63,-1.38,0.45,0.75,-0.07,0.64,0.7,-1.51,0.76,1.31,0.57,-0.63
 PRODUTOS FARMACÊUTICOS,-1.67,-1.26,-0.47,0.52,-1.07,-0.66,-1.14,0.23,0.76,-0.35,0.55,0.72,-1.63,0.75,1.6,0.62,-0.59
 ANTI-INFECCIOSO E ANTIBIÓTICO,-2.4,0.32,-1.65,1.26,2.83,0.66,-1.26,-0.77,-0.02,-2.41,2.71,1.06,-1.09,0.17,0.64,-2.41,0.29
 ANALGÉSICO E ANTITÉRMICO,-1.3,-2.85,-0.33,3.28,-2.99,-0.77,-0.64,1.06,-1.72,-1.11,-4.35,0.74,-0.37,2.07,5.2,1.27,-1.45
