"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JANEIRO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 LANCHE,0.83,0.07,1.27,0.09,2.32,0.56,0.81,2.33,4.57,2.66,2.63,3.46,0.83,1.88,1.86,0.38,1.83
 REFRIGERANTE E ÁGUA MINERAL,-0.98,2.73,-0.52,4.58,0.53,1.67,0.89,0.75,2.4,0.37,-0.98,-0.25,3.34,2.4,0.36,5.78,0.96
 CAFEZINHO,       -,-0.53,       -,       -,2.34,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.61
 CERVEJA,-1.23,2.98,1.78,0.33,1.46,1.42,0.65,-1.96,0.14,-0.7,-1.59,0.82,-1.68,1.15,2.11,0.15,0.65
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,0.51,       -,       -,       -,       -,       -,       -,       -,1.54,1.13,       -,0.89,       -,0.89
 VINHO,1.77,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.77
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.13,       -,       -,       -,       -,0.94,1.09
 SORVETE,       -,       -,       -,       -,-2.05,       -,       -,1.22,-0.5,-1.13,-0.11,       -,-0.37,2.08,       -,2.68,-1.16
 HABITAÇÃO,-1,-1.05,-1.11,-0.45,-1,-1.02,-1.41,-0.86,-1.4,-1.2,-1.87,-1.63,1.36,-2.14,-1.67,-1.43,-1.07
 ENCARGOS E MANUTENÇÃO,0.64,0.53,0.71,0.78,0.49,0.53,0.01,0.44,0.08,0.55,0.79,0.87,2.3,0.49,0.22,0.55,0.54
 ALUGUEL E TAXAS,0.61,0.55,0.76,0.83,0.44,0.54,-0.25,0.4,0.03,0.61,0.82,0.82,3.04,0.25,0.3,0.21,0.54
 ALUGUEL RESIDENCIAL,0.68,0.35,2.03,0.67,0.12,0.77,-0.42,0.72,-0.43,1.36,0.74,0.4,1.68,0.52,0.53,0.68,0.55
 CONDOMÍNIO,0.77,1.65,-1.65,0.04,1.14,0.51,-0.17,0,0.68,0.07,2.52,2.06,0.17,-2.09,0.4,-0.41,0.79
 TAXA DE ÁGUA E ESGOTO,0,0,0,2.03,0,0,0,0,0,0,0,0.28,4.9,0,0,0,0.19
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.8,       -,       -,       -,0.8
 REPAROS,1.14,-0.41,0.51,0.46,0.96,0.58,0.5,1.37,0.09,0.46,0.06,1.13,-0.94,0.34,-0.24,1.49,0.64
 FERRAGENS,       -,       -,       -,       -,       -,       -,2.82,       -,       -,       -,1.83,       -,       -,0.64,       -,       -,2.37
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,2.78,       -,       -,       -,1.42,       -,       -,       -,       -,-1.11,       -,1.74
 VIDRO,       -,       -,       -,       -,       -,-0.66,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.66
 TINTA,2.39,1.73,-0.38,1.11,1.2,0.53,-2.4,-0.56,-0.3,-0.16,0.05,0.56,-3.89,-2.19,-2.32,-0.11,0.79
 REVESTIMENTO DE PISO E PAREDE,3.11,-2.25,0.92,-0.81,3.23,       -,1.9,4.53,-0.51,1.77,-0.31,2.4,       -,1.89,0.45,4.22,1.89
 MADEIRA E TACO,       -,-0.28,       -,       -,       -,       -,       -,0.04,       -,       -,       -,       -,       -,1.15,0.9,       -,0.04
 CIMENTO,       -,       -,       -,3.99,       -,       -,0.44,1.43,1.66,       -,       -,2.76,3.33,1.17,-1.22,       -,1.23
 TIJOLO,0.49,       -,       -,       -,       -,       -,-0.67,       -,       -,       -,-0.45,1.22,       -,-0.28,-2.44,       -,-0.28
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,2.12,       -,       -,       -,1.71,       -,       -,       -,-1.73,       -,       -,       -,1.94
 MÃO DE OBRA,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03
 AREIA,1.6,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.06,       -,       -,       -,2.41,       -,1.5
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.12,       -,       -,-1.12
 TELHA,       -,-3.25,5.97,2.93,       -,       -,0.85,       -,       -,1.38,       -,       -,       -,       -,0.86,       -,0.85
 ARTIGOS DE LIMPEZA,-0.07,1.85,0.42,0.78,0.08,0.26,0.6,-0.5,0.58,0.1,1.16,0.98,0.16,1.73,1.07,1.98,0.44
 SACO PARA LIXO,       -,2.82,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-3.45,       -,       -,       -,1.61
 ÁGUA SANITÁRIA,0.56,0.12,3.48,-1.53,2.76,0.84,0.66,-0.48,0.63,       -,-2.86,       -,1.73,0.42,1.33,0.71,1.33
 DETERGENTE,1.13,1.13,0.53,2.13,-2.05,3.03,0.13,-1.95,1.08,-1.45,1.7,-2.03,-0.64,2.87,       -,0.26,-0.46
 SABÃO EM PÓ,-0.46,3.76,-0.46,1.49,3.66,1.93,-0.42,-1.09,-0.77,-0.04,1.87,0.81,0.73,1.88,0.89,2.57,1.46
 DESINFETANTE,-0.28,-0.68,-1.75,2.58,-2.2,-3.51,0.18,1.56,3.18,-2.76,1.75,0.37,       -,       -,-3.54,       -,-0.71
 SABÃO EM BARRA,2.78,       -,-0.24,2.07,       -,       -,2.01,1.62,0.6,       -,       -,4.17,1.34,2.06,5.63,5.3,2.06
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.17,       -,-0.79,       -,       -,       -,       -,0.93
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,1.37,       -,       -,       -,3.26,       -,       -,       -,       -,       -,0.29,2.4
 LIMPADOR MULTIUSO,       -,-2.05,       -,       -,-0.49,-0.43,       -,       -,       -,1.46,       -,       -,       -,       -,       -,       -,-0.42
 PAPEL TOALHA,-1.68,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.68
 AMACIANTE E ALVEJANTE,-1.11,2.74,1.89,-2.18,-2.12,-2.2,1.49,-0.51,0.78,0.6,1.09,2.72,-0.05,1.17,-2.18,2.14,-0.22
 COMBUSTÍVEIS E ENERGIA,-3.58,-3.37,-3.59,-2.01,-4.5,-5.63,-2.5,-2.74,-3.48,-4.13,-5.9,-5.22,0.31,-3.73,-3.26,-4.63,-3.79
 COMBUSTÍVEIS (DOMÉSTICOS),0.71,2.89,4.53,2.27,3.01,4.33,3.55,3.07,4.22,2.31,0.77,2.48,3.75,2.3,3.61,1.37,2.89
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,3.55,       -,       -,       -,       -,       -,       -,       -,3.61,       -,3.58
 GÁS DE BOTIJÃO,1.02,2.89,4.53,2.27,3.78,4.33,3.55,3.07,4.22,2.64,0.77,2.48,3.75,2.3,3.61,1.37,3.19
 GÁS ENCANADO,0,       -,       -,       -,0.36,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,0.22
 ENERGIA ELÉTRICA RESIDENCIAL,-4.56,-4.73,-5.74,-3.49,-6.53,-8.01,-4.09,-4.68,-6.12,-5.98,-7.53,-7.09,-0.54,-5.41,-6.12,-6.74,-5.6
 ENERGIA ELÉTRICA RESIDENCIAL,-4.56,-4.73,-5.74,-3.49,-6.53,-8.01,-4.09,-4.68,-6.12,-5.98,-7.53,-7.09,-0.54,-5.41,-6.12,-6.74,-5.6
 ARTIGOS DE RESIDÊNCIA,1.26,1.01,1.14,1,0.7,0.78,0.6,0.98,0.39,1.07,0.24,0.94,0.84,1.18,1.25,1.26,0.86
 MÓVEIS E UTENSÍLIOS,1.29,1.13,1.54,1.45,1.44,0.73,0.83,0.21,-0.29,1.37,0.28,0.72,1.12,1.17,1.58,1.21,1.13
 MOBILIÁRIO,1.78,1.79,2.04,1.62,1.76,1.82,0.6,0.33,0.1,1.72,0.02,0.54,0.81,1.79,2.11,1.01,1.48
 MÓVEL PARA SALA,3.18,1.3,4.63,1.05,1.69,2.48,0.61,-0.74,1.71,-0.7,2.17,1.01,2.4,3.7,1.65,2.37,1.84
 MÓVEL PARA QUARTO,1.45,2.7,1.13,1.98,2.53,1.66,-0.18,0.81,-1.26,2.72,-1.04,0.88,-0.83,1.87,2.45,0.42,1.59
 MÓVEL PARA COPA E COZINHA,-0.83,1.75,1.88,2.28,-0.2,0.45,2.5,0.26,0.84,2.87,-2.13,-0.9,2.43,-0.04,2.68,2.53,0.92
 MÓVEL INFANTIL,       -,       -,       -,-0.12,       -,       -,       -,0.56,0.65,1.2,1.67,       -,0.3,0.59,-1.13,-2.79,0.59
 COLCHÃO,       -,0.33,-1.93,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.84
 UTENSÍLIOS E ENFEITES,1.3,-0.21,0.07,0.75,0.51,-0.37,1.26,-0.14,-0.94,0.26,0.36,0.46,0.79,-0.07,0.11,1.2,0.3
 ARTIGOS DE ILUMINAÇÃO,0.29,-0.81,-1.92,1.53,-0.34,-0.47,-0.49,-0.48,-2.04,0.34,       -,       -,-1.16,       -,0.63,-0.58,-0.49
 TAPETE,1.12,-0.33,       -,       -,0.11,-0.12,-0.14,       -,-2.15,0.24,-1.06,0.24,-0.13,       -,       -,       -,-0.14
 CORTINA,1.17,-1.31,-0.11,-0.77,-1.45,-0.75,       -,-0.78,-2.78,-0.76,1.29,0.56,       -,       -,       -,       -,-0.78
 UTENSÍLIOS DE METAL,2.04,3.06,0.47,0.38,2.95,-0.33,4.79,0.79,0.65,0.18,0.02,0.17,1.57,-0.75,-1.08,1.95,1.58
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,1.49,1.16,-1.78,0.02,0.01,-1.37,-0.01,2.15,       -,1.8,2.32,1.3,1.51,1.25,0.01
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,0.68,       -,       -,       -,1.4,       -,       -,       -,1.31,0.81,1.02
 FLORES NATURAIS,       -,-3.24,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-3.24
 UTENSÍLIOS PARA BEBÊ,       -,       -,0.55,1.61,       -,       -,       -,0.47,       -,       -,1.05,0.08,0.76,2,       -,       -,0.81
" CAMA, MESA E BANHO",-2.11,1.04,1.87,2.05,2.03,-1.82,0.81,-0.01,-0.46,2.58,1.5,2.05,3.21,1.71,2.08,2.33,1.27
 ROUPA DE CAMA,-2.11,1.04,1.87,2.04,2.03,-1.82,0.81,0.77,-0.46,2.58,1.5,2.05,3.72,1.69,2.08,2.33,1.29
 ROUPA DE BANHO,       -,       -,       -,2.07,       -,       -,       -,-1.74,       -,       -,       -,       -,1.91,1.78,       -,       -,0.63
 APARELHOS ELETROELETRÔNICOS,1.37,1,0.95,0.53,0.22,0.75,0.1,1.86,1.06,0.69,-0.02,0.97,0.4,1.24,1,1.21,0.67
 ELETRODOMÉSTICOS E EQUIPAMENTOS,2.05,2.73,1.11,0.28,1.48,2.22,1.59,1.92,1.33,1.29,1.19,1.26,0.46,1.93,2.98,1.2,1.58
 REFRIGERADOR,3.88,2.71,2.41,0.22,3.45,2.78,0.94,1.91,3.99,1.39,3.29,3.92,3.11,1.49,2.37,2.31,2.84
 AR-CONDICIONADO,0.96,2.74,       -,-2.81,-3.47,-0.57,0.59,2.95,0.15,-2.28,-3.77,0,-5.16,1.71,       -,-1.69,-0.94
 MÁQUINA DE LAVAR ROUPA,2.11,3.77,1.82,1.57,1.74,2.74,2.39,1.89,2.03,3.24,2.43,0.81,1.08,3.43,3.05,2.59,2.24
 VENTILADOR,       -,       -,       -,-1.43,       -,       -,1.46,-0.76,       -,       -,       -,       -,-0.75,1.03,3.56,2.9,0.52
 FOGÃO,-0.65,0.47,-1.24,3.26,0.33,2.5,2.38,2.91,-3.01,0.28,-1.88,-2.42,-1.08,2.53,3.5,-0.94,0.06
 CHUVEIRO ELÉTRICO,       -,       -,-1.17,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.17
" TV, SOM E INFORMÁTICA",0.78,-1.17,0.79,0.77,-1.04,-0.55,-1.29,1.79,0.73,0.05,-1.66,0.66,0.31,0.01,-1.11,1.22,-0.27
 TELEVISOR,3.45,1.68,1.91,3.45,1.46,-0.79,-0.69,1.93,-0.1,1.85,0.69,1.16,2.2,1.7,-0.9,2.39,1.51
 APARELHO DE SOM,       -,       -,       -,0.77,       -,       -,       -,       -,0.31,       -,       -,       -,       -,       -,-1.11,0.83,0.19
 VIDEOGAME (CONSOLE),       -,       -,       -,0.77,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.77
 COMPUTADOR PESSOAL,-3.34,-5.96,-0.72,-2.8,-4.4,-0.36,-2.27,1.59,2.3,-2.15,-4.45,-0.1,-2.91,-2.81,-1.83,-0.33,-2.81
 CONSERTOS E MANUTENÇÃO,0.45,0.14,-0.47,1.18,-0.3,1.21,2.23,0.8,0.27,1.26,1.13,1.91,1.62,0.88,0.88,1.72,0.43
 CONSERTOS E MANUTENÇÃO,0.45,0.14,-0.47,1.18,-0.3,1.21,2.23,0.8,0.27,1.26,1.13,1.91,1.62,0.88,0.88,1.72,0.43
 CONSERTO DE REFRIGERADOR,       -,0.68,       -,1.96,       -,       -,-0.08,       -,-1.44,       -,-1.53,       -,       -,       -,2.57,       -,-0.08
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,1.76,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.76
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,0.54,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.54
 REFORMA DE ESTOFADO,0,-0.06,-0.12,1.16,1.34,1.97,       -,2.11,-1.57,       -,       -,-0.3,1.27,1.08,       -,0.45,0.78
 CONSERTO DE APARELHO CELULAR,       -,0.06,-1.02,0.7,0.95,0.57,0.7,-1.49,0.48,5.06,0.57,-0.35,0.43,4.35,0.17,1.72,0.7
 CONSERTO DE BICICLETA,0.54,-0.45,-0.22,1.21,-0.82,0.67,4.18,1.98,2.13,0.45,2.98,2.47,2.67,-0.2,0.42,2.73,0.28
 VESTUÁRIO,-0.71,-0.67,-0.38,0.41,0.43,-1.45,-0.17,-0.43,-0.11,0.34,0,-0.01,0.29,-0.48,0.14,-0.13,-0.07
 ROUPAS,-0.96,-0.48,-0.78,0.15,0.81,-2.58,-0.44,-0.22,-0.72,1.04,-0.4,-0.28,0.42,-0.79,0.37,-0.27,-0.07
 ROUPA MASCULINA,-0.64,-0.67,-0.94,1.03,1.94,-2.16,-0.36,0.2,-0.77,0.92,-1.79,0.5,-0.6,-0.94,1.57,0.43,0.24
 CALÇA COMPRIDA MASCULINA,-0.12,-0.85,-3.07,0.48,1.59,1.5,-0.7,-0.05,-2.4,1.21,-1.43,-0.43,-1.46,-1.23,2.08,1.44,-0.06
 AGASALHO MASCULINO,       -,0.48,       -,       -,       -,       -,       -,       -,       -,-2.11,       -,       -,       -,       -,       -,       -,-0.45
 BERMUDA/SHORT MASCULINO,0.02,2.4,-0.2,-0.56,2.17,-2.03,-1.5,2.03,-0.09,-0.16,-2.58,0.34,0.88,0.09,2.51,0.16,0.44
 CUECA,       -,       -,       -,       -,       -,       -,-2.11,       -,       -,       -,       -,       -,       -,-1.26,0.18,       -,-1.44
 CAMISA/CAMISETA MASCULINA,-0.99,-1.54,0.12,1.97,2.07,-3.95,0.66,-0.56,-0.38,1.49,-1.73,0.99,-0.37,-1.14,0.95,0.14,0.38
 ROUPA FEMININA,-1.02,-0.09,-0.43,-0.13,-0.52,-3.14,-0.98,-0.2,0.3,1.37,0.49,-0.29,1.63,-0.64,-0.21,-1.26,-0.32
 CALÇA COMPRIDA FEMININA,-0.05,1.15,1.21,0.08,-3.34,-2.89,0.3,-0.31,2.39,1.82,-2.72,1.72,2.78,-1.61,1.78,-3.12,-0.66
 AGASALHO FEMININO,       -,1.49,-1.59,       -,       -,       -,       -,       -,       -,-2.34,       -,       -,1.63,       -,       -,       -,-0.01
 SAIA,       -,       -,       -,0.39,       -,       -,-0.87,       -,       -,       -,       -,       -,       -,2.74,-0.85,3.22,0.13
 VESTIDO,-0.76,0,0.54,-2.26,-1.42,-1.31,-1.35,2.72,1.6,-1.02,3.43,-1.23,0.54,-1.38,3.02,-0.29,-0.36
 BLUSA,-1.24,-1.15,-2.45,1.13,1.46,-4.34,-2.19,-2.34,-1.05,2.79,1.74,-0.81,1.63,0.23,-2.51,-1.31,-0.07
 LINGERIE,       -,-1.93,1.03,-2.44,0.1,       -,-1.56,-1.69,-1.65,-0.84,-3.28,       -,0.76,-1.25,-1.44,1.18,-0.69
 BERMUDA/SHORT FEMININO,-2.99,       -,-0.96,0.56,       -,       -,1.78,1.79,-0.59,3.44,1.43,1.18,1.88,-0.33,-2.48,-2.73,0.08
 ROUPA INFANTIL,-1.43,-1.06,-1.28,-0.89,1.73,-2,0.56,-1.2,-2.41,0.56,0.3,-1.53,-0.36,-0.79,-0.98,0.45,-0.07
 UNIFORME ESCOLAR,       -,       -,0.51,4.01,2.63,-2.07,4.23,-0.25,       -,1.21,-0.42,3.31,       -,       -,0.75,3.29,1.67
 CALÇA COMPRIDA INFANTIL,       -,-1,-1.25,       -,0.87,-2.11,       -,       -,-3.37,0.95,0.82,       -,-0.49,-0.54,-1.28,       -,-0.14
 AGASALHO INFANTIL,       -,-2.49,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.49
 VESTIDO INFANTIL,-1.09,-0.98,-3.95,-2.93,       -,-3.04,0.75,-2.86,-5.26,       -,-0.36,-2.07,-2.87,0.02,-2.27,-2.47,-2.34
 BERMUDA/SHORT INFANTIL,-2.85,       -,       -,-1.18,1.31,       -,1.33,-1.65,-2.98,       -,       -,-1.89,0.32,1.25,0.34,-3.93,-0.5
 CAMISA/CAMISETA INFANTIL,-0.93,-0.48,-0.15,-1.24,3.49,-3.08,-2.21,-1.37,-1.31,0.56,-1.19,-2.67,0.09,-3.39,-0.87,2.3,0.53
 CONJUNTO INFANTIL,-1.02,-1.15,-2.42,-1.52,-0.54,0.77,-1.02,-0.26,-0.16,-0.54,2.57,-1.86,-0.21,-0.49,-2.13,0.16,-0.72
 CALÇADOS E ACESSÓRIOS,-0.58,-1.15,0.46,0.87,-0.97,0.41,0.48,-1.45,1.3,-1.76,0.44,0.84,0.35,0.43,-0.93,-0.03,-0.4
 CALÇADOS E ACESSÓRIOS,-0.58,-1.15,0.46,0.87,-0.97,0.41,0.48,-1.45,1.3,-1.76,0.44,0.84,0.35,0.43,-0.93,-0.03,-0.4
 SAPATO MASCULINO,-0.2,-2.04,1.55,3.82,2.01,-1.44,1.08,0.18,1.85,-3.95,1.79,2.13,0.82,0.65,-2.19,1.81,0.68
 SAPATO FEMININO,-0.58,3.76,1.54,2.9,-3.41,-0.98,0.46,-3.32,0.66,-1.53,-2.41,-1.8,-2.17,-0.98,1.59,-1.19,-0.84
 SAPATO INFANTIL,       -,       -,       -,1.75,       -,       -,-1.05,       -,0.95,-2.31,3.33,       -,0.93,-0.65,2.72,0.61,0.2
 BOLSA,-1.53,0.15,2.43,-2.74,       -,1.26,2.12,0.41,0.5,-1.93,1.66,       -,3.36,-1.86,3.3,2.43,0.39
 MOCHILA,       -,       -,       -,0.07,       -,       -,-0.27,2.63,       -,       -,       -,       -,       -,3.57,3.59,       -,1.35
 TÊNIS,-0.87,-3.49,0.14,0.28,-0.25,2.99,-0.59,-1.15,2.69,-2.11,0.33,2.56,1.67,2.1,-2.71,-1.98,-0.51
 SANDÁLIA/CHINELO,0.49,-1.67,-1.32,-0.96,-1.14,-2.16,0.15,-2.48,-0.12,2.33,0.72,-0.85,-0.98,0.84,-2.77,0.93,-0.77
 JOIAS E BIJUTERIAS,1.45,-0.98,0.3,1.29,2.47,2.93,-0.01,2.19,0.27,2.12,2.5,-0.73,-0.9,-0.8,2.63,1.1,1.35
 JOIAS E BIJUTERIAS,1.45,-0.98,0.3,1.29,2.47,2.93,-0.01,2.19,0.27,2.12,2.5,-0.73,-0.9,-0.8,2.63,1.1,1.35
 BIJUTERIA,       -,       -,-1.41,       -,       -,-0.39,       -,       -,0.16,       -,       -,       -,       -,       -,       -,1.16,-0.53
 JOIA,3.84,-0.37,0.88,4.7,3.66,4,2.81,3.9,       -,2.94,2.21,-1.15,-0.9,-1.28,2.86,1.79,2.49
 RELÓGIO DE PULSO,-4.02,-2.57,       -,-3.3,-1.21,       -,-5.74,-1.02,0.38,-0.57,3.75,0.19,       -,-0.51,1.99,0.07,-1.49
 TECIDOS E ARMARINHO,0.68,0.43,1.17,-0.2,1.28,-0.1,0.89,0.89,0.6,1.17,-1.19,1.49,0.78,2.24,-0.92,-0.23,0.62
 TECIDOS E ARMARINHO,0.68,0.43,1.17,-0.2,1.28,-0.1,0.89,0.89,0.6,1.17,-1.19,1.49,0.78,2.24,-0.92,-0.23,0.62
 TECIDO,0.68,0.28,1.6,-0.2,0.22,-0.1,0.89,0.89,0.6,0.59,-1.63,0.82,0.78,2.24,-0.92,-0.23,0.31
 ARTIGOS DE ARMARINHO,       -,0.7,0.37,       -,3.51,       -,       -,       -,       -,1.98,-0.09,2.68,       -,       -,       -,       -,2.08
 TRANSPORTES,-0.14,0.84,0.67,0.17,0.5,-0.22,-0.45,0.23,0.52,0.66,-0.46,1.55,0.3,0.92,1.56,1.02,0.41
 TRANSPORTES,-0.14,0.84,0.67,0.17,0.5,-0.22,-0.45,0.23,0.52,0.66,-0.46,1.55,0.3,0.92,1.56,1.02,0.41
 TRANSPORTE PÚBLICO,-2.62,-6.93,-3.45,-5.72,-3.56,-10.72,-4.8,-4.25,-5.1,-6.22,-6.97,-3.13,-7.41,0.84,-1.34,-1.32,-4.43
 ÔNIBUS URBANO,0,0,0,0,0,0,0,0,0,0,0,1.57,2.44,0,0,0,0.04
 TÁXI,0,0,0,0,0,       -,0,0,0,       -,       -,0,0,0,0,0,0.0
 TREM,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,-5.32,-3.78,-3.32,0.35,       -,0,2.4,1.87,0,0.11,3.3,1.42,0.08,4.48,0,-0.47
 ÔNIBUS INTERESTADUAL,-2.17,       -,-4.32,0.49,-1.53,-5.33,0,-4.04,3.89,-2.19,0.13,0.91,-3.11,-8.8,-2.2,2.46,-1.7
 PASSAGEM AÉREA,-20.49,-16.54,-18.8,-14.7,-17.96,-29.2,-24.01,-22.17,-25.52,-19.05,-27.15,-17.15,-23.74,4.87,-14.13,-8.72,-19.93
 METRÔ,0,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,0,0,0,0,0,       -,       -,0,0,       -,0,-1.16,       -,0,0,-0.02
 TRANSPORTE POR APLICATIVO,-6.26,-21.39,-1.8,-27.32,-3.61,-6.18,       -,-27.67,-17.39,       -,-13.51,-9.37,-24.86,       -,-20.49,-12.58,-12.08
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,0.65,0.59,0.89,0.79,1.11,0.77,0.46,0.69,0.84,1.03,0.09,1.33,-0.05,1,1.31,1.12,0.86
 AUTOMÓVEL NOVO,1.73,1.47,1.67,1.05,1.32,1.16,0.78,0.95,1.27,1.22,1.1,1.84,-0.7,1.98,1.05,1.77,1.31
 EMPLACAMENTO E LICENÇA,0.11,0.03,0.11,0.11,0.06,0.11,0.11,0.09,0.13,0.04,0.11,0.08,0,0.11,0.11,0.09,0.08
 SEGURO VOLUNTÁRIO DE VEÍCULO,-0.3,0.09,0.04,1.26,5.12,2.87,2.84,2.85,2.86,1.91,2.89,2.65,2.94,1.53,2.93,-1.16,2.93
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,0.39,1.84,1.31,-1.72,-0.54,2.63,3.19,2.09,-0.52,-2.17,       -,1.08,-2.85,1.69,3.07,-0.01
 ACESSÓRIOS E PEÇAS,1.29,1.42,0.71,0.39,2.49,1.19,1.42,1.57,-1.29,2.45,0.49,1.43,-0.42,0.25,3.54,1.23,1.41
 PNEU,       -,3.16,2.92,3.72,3.11,2.84,0.58,3.28,0.69,5.6,0.95,3.79,5.5,1.48,2.87,6.32,3.07
 CONSERTO DE AUTOMÓVEL,-0.06,0.02,1.11,-0.3,-0.98,-1.19,0.7,0.23,0.63,1.89,0.85,1.59,-1.68,0.49,2.75,1.79,0.16
 ESTACIONAMENTO,       -,2.24,       -,       -,-0.33,       -,       -,       -,0.31,0.26,       -,       -,       -,       -,       -,       -,0.01
 PEDÁGIO,       -,0,       -,       -,0.18,       -,       -,       -,       -,0.99,       -,2.08,       -,       -,       -,       -,0.34
 AUTOMÓVEL USADO,1.01,0.51,0.56,       -,1.62,1.23,-0.67,0.25,0.26,0.39,-1.87,0.59,0.66,0.69,0.9,-0.97,0.66
 PINTURA DE VEÍCULO,       -,       -,3.75,0.25,       -,       -,       -,       -,1.55,       -,       -,       -,       -,       -,       -,       -,2.32
 ALUGUEL DE VEÍCULO,-2.91,       -,       -,       -,       -,       -,2.37,       -,8.97,       -,       -,       -,       -,       -,       -,       -,3.07
 MOTOCICLETA,0.62,1.02,1.13,2.59,2.1,-0.09,1.14,0.4,1.17,1.05,-0.31,1.59,1.12,1.07,0.83,1.02,1.26
 COMBUSTÍVEIS (VEÍCULOS),0.92,4.85,2.45,2.47,1.45,3.19,0.49,1.73,4.1,1.7,0.03,4.49,2.38,0.77,3.47,2.62,2.13
 GASOLINA,0.81,4.92,2.49,2.49,1.12,3.3,0.4,1.74,4.26,2.1,-0.08,4.52,2.42,0.8,3.3,2.6,2.17
 ETANOL,0.94,       -,2.12,1.43,2.29,1.99,       -,       -,4.29,-0.49,0.25,       -,1.42,       -,       -,       -,1.73
 ÓLEO DIESEL,2.11,2.26,2.51,3.31,3.82,1.19,3.88,1.75,1.37,2.3,1.56,3.78,2.1,0.51,6.39,3.21,2.6
 GÁS VEICULAR,1.4,       -,       -,       -,       -,       -,       -,1.4,       -,       -,       -,       -,       -,       -,       -,       -,1.4
 SAÚDE E CUIDADOS PESSOAIS,0.67,0.56,0.14,0.33,0.36,0.16,-0.2,0.62,0.36,0.24,0.39,0.64,0,-0.26,-0.8,-0.48,0.32
 PRODUTOS FARMACÊUTICOS E ÓTICOS,1.52,0.69,-0.18,0.1,0.18,0,-1.64,0.99,0.23,-0.19,0.42,0.52,-0.06,1.21,-0.55,-2.18,0.22
 PRODUTOS FARMACÊUTICOS,1.56,0.71,-0.05,0.02,0.04,0.21,-1.87,0.77,-0.22,-0.17,0.47,0.35,-0.01,1.11,-0.6,-2.28,0.17
 ANTI-INFECCIOSO E ANTIBIÓTICO,-0.47,1.58,0.36,2.38,-0.61,0.32,-3.84,0.63,1.76,1.33,-2.39,-3.25,0.81,0.05,-0.83,-1.81,-0.02
 ANALGÉSICO E ANTITÉRMICO,0.59,-1.62,-0.46,-1.6,0.28,1.16,-1.7,1.79,0.21,-2.45,-0.51,1.21,2.37,0.78,-0.76,-3.27,-0.34
