"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - ABRIL DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.59,0.75,0.5,0.19,-0.18,1.14,-0.08,1.12,0.42,-0.44,0.93,0.07,0.29,1.67,-0.6,0.06,0.23
 REFEIÇÃO,0.23,0.38,0.27,-0.16,0.08,1.16,0.11,1.02,1.5,-0.01,-0.01,0.16,0.43,0.43,0.71,0.03,0.3
 LANCHE,1.96,1.59,0.76,0.55,-0.96,1.06,-0.79,1.29,-2.08,-1.38,2.35,0.14,-0.03,4.53,-2.63,-0.19,-0.04
 REFRIGERANTE E ÁGUA MINERAL,0.47,2.33,1.86,0.51,1.97,-0.54,1.68,2.07,0.44,1.91,0.41,-0.44,1.6,-0.26,2.33,0.45,1.52
 CAFEZINHO,       -,-1.13,       -,       -,0.87,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.35
 CERVEJA,-0.39,2.34,1.11,2.18,-1.11,1.8,0.86,0.6,0.63,0,0.29,-0.99,0.75,-0.15,-0.63,1.95,0.19
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,0.75,       -,       -,       -,       -,       -,       -,       -,1.96,-1,       -,-2.82,       -,0.18
 VINHO,-4.74,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-4.74
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.93,       -,       -,       -,       -,0.06,0.77
 SORVETE,       -,       -,       -,       -,3.98,       -,       -,2.24,2.19,-1.39,-0.22,       -,-0.63,0.53,       -,-0.77,2.03
 HABITAÇÃO,1.2,-0.21,0.13,0.28,-0.11,-0.13,-0.32,1.37,1.1,-0.09,0.07,-0.14,0.13,0.65,1.57,1.32,0.22
 ENCARGOS E MANUTENÇÃO,-0.03,0.35,0.26,0.1,0.14,0.04,0.26,0.34,0.92,0.38,-0.08,0.63,0.6,0.68,0.21,0.6,0.22
 ALUGUEL E TAXAS,-0.14,0.31,0.15,0.12,0.09,0.09,0.16,0.29,0.99,0.18,-0.42,0.42,0.46,1.41,0,0.55,0.14
 ALUGUEL RESIDENCIAL,-0.14,0.48,0.13,0,0.24,0.52,0,0.53,1.32,0.24,-0.51,1.2,0.82,2.04,0,0.98,0.27
 CONDOMÍNIO,-0.19,0.44,0.46,0.45,-0.08,-0.47,0.46,0,1.25,0.36,-0.89,-0.5,-0.42,-0.38,0.18,0.42,0.05
 TAXA DE ÁGUA E ESGOTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,4.08,       -,       -,       -,4.08
 REPAROS,0.18,0.2,0.87,0.14,0.47,-0.8,0.72,1.06,0.89,0.57,1.12,1.4,0.69,-0.17,0.21,0.68,0.49
 FERRAGENS,       -,       -,       -,       -,       -,       -,-0.5,       -,       -,       -,2.39,       -,       -,-0.19,       -,       -,0.43
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,-2.43,       -,       -,       -,-0.82,       -,       -,       -,       -,1.29,       -,-1.3
 VIDRO,       -,       -,       -,       -,       -,-0.8,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.8
 TINTA,-0.89,-1.5,2.41,-0.35,0.65,-1.34,0.93,3.22,1.62,-0.45,-0.3,0.34,2.82,0.56,0.26,0.2,0.26
 REVESTIMENTO DE PISO E PAREDE,1.15,0.81,0.83,0.82,1.67,       -,1.66,2.12,1.49,3.72,1.77,3.26,       -,-2.02,1.56,1.64,1.66
 MADEIRA E TACO,       -,2.8,       -,       -,       -,       -,       -,1.51,       -,       -,       -,       -,       -,-0.81,0,       -,1.89
 CIMENTO,       -,       -,       -,1.04,       -,       -,0.65,-1.61,1.75,       -,       -,1.43,2.9,-0.42,0.66,       -,0.65
 TIJOLO,0.8,       -,       -,       -,       -,       -,0,       -,       -,       -,2.07,1.05,       -,2.05,-1.53,       -,0.53
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,-0.17,       -,       -,       -,2.82,       -,       -,       -,-2.17,       -,       -,       -,0.09
 MÃO DE OBRA,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
 AREIA,1.48,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.56,       -,       -,       -,2.79,       -,1.87
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.47,       -,       -,-0.47
 TELHA,       -,1.49,2.21,-1.43,       -,       -,2.83,       -,       -,1.14,       -,       -,       -,       -,-2.93,       -,1.14
 ARTIGOS DE LIMPEZA,1.11,0.86,0.48,-0.05,0.02,0.54,-0.03,-0.22,0.37,1.98,1.88,1.38,1.49,0.44,0.95,0.85,0.56
 SACO PARA LIXO,       -,0.63,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.99,       -,       -,       -,0.88
 ÁGUA SANITÁRIA,0.98,2.18,1.9,2.35,2.81,-1.62,-2.91,-0.12,2.34,       -,0.68,       -,1.7,1.69,-0.62,1.96,1.69
 DETERGENTE,-1.68,1.16,-0.24,1.95,0.59,0.08,2,-0.46,1.27,1.22,1.98,2.8,0.55,0.89,       -,0.15,0.61
 SABÃO EM PÓ,2.57,0.36,0.54,0.07,0.84,2.17,-0.11,1.15,0.05,1.91,2.46,2.06,0.45,0.69,0.38,0.7,1.02
 DESINFETANTE,-0.11,-0.82,0.11,-1.53,-0.61,-0.09,2.24,-3.53,0.93,2.74,-0.1,1.41,       -,       -,0.42,       -,-0.11
 SABÃO EM BARRA,3.08,       -,3.34,-1.3,       -,       -,-1.42,0.56,-2.57,       -,       -,2.95,0.47,-2.85,0.17,3.03,0.54
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.91,       -,-0.44,       -,       -,       -,       -,3.41
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,1.25,       -,       -,       -,0.04,       -,       -,       -,       -,       -,-0.35,0.2
 LIMPADOR MULTIUSO,       -,0.44,       -,       -,-2.42,1.54,       -,       -,       -,2.25,       -,       -,       -,       -,       -,       -,-1.1
 PAPEL TOALHA,2.81,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.81
 AMACIANTE E ALVEJANTE,0.38,1.06,-0.25,-2.82,-1.84,-0.53,-0.16,-0.72,-0.34,2.37,1.99,-0.19,4.03,1.28,5.07,-0.54,-0.16
 COMBUSTÍVEIS E ENERGIA,3.22,-1.07,-0.05,0.51,-0.73,-0.68,-0.77,2.96,1.36,-0.93,0.3,-1.28,-0.41,0.64,2.7,2.56,0.22
 COMBUSTÍVEIS (DOMÉSTICOS),1.6,0.13,1.05,3.11,0.85,-1.14,1.49,2.07,-0.04,0.63,2.23,1.36,0.97,2.6,-0.06,3.69,1.04
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,-0.98,       -,       -,       -,       -,       -,       -,       -,2.06,       -,0.53
 GÁS DE BOTIJÃO,2.29,0.13,1.05,3.11,1.07,-1.14,1.59,2.07,-0.04,0.73,2.23,1.36,0.97,2.6,-0.22,3.69,1.15
 GÁS ENCANADO,0,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,0.0
 ENERGIA ELÉTRICA RESIDENCIAL,3.63,-1.38,-0.41,-0.54,-1.22,-0.55,-1.45,3.32,1.96,-1.48,-0.26,-2.01,-0.82,0,4.12,2.11,-0.04
 ENERGIA ELÉTRICA RESIDENCIAL,3.63,-1.38,-0.41,-0.54,-1.22,-0.55,-1.45,3.32,1.96,-1.48,-0.26,-2.01,-0.82,0,4.12,2.11,-0.04
 ARTIGOS DE RESIDÊNCIA,0.03,0.06,1.14,0.46,0.54,0.39,0.79,1.32,0.9,0.64,-0.35,0.75,0.62,1.99,1.08,0.97,0.57
 MÓVEIS E UTENSÍLIOS,0.37,0.33,1.25,0.11,1.13,0.14,1.75,1.77,1.6,0.98,-0.13,-0.31,0.46,1.87,1.16,0.54,0.89
 MOBILIÁRIO,0.63,0.2,1.26,0.48,1.72,-0.22,2.18,1.93,1.93,0.71,-0.72,-0.82,0.64,3.58,2.38,0.78,1.1
 MÓVEL PARA SALA,0.94,-1.72,1.33,0.6,-0.12,-0.01,2.02,1.7,0.79,-0.07,-0.47,-1.07,1.16,2.79,0.13,-0.78,0.17
 MÓVEL PARA QUARTO,-0.3,1.75,1.64,0.37,2.63,-0.67,1.92,2.53,2.54,2.62,-0.38,-0.7,0.08,2.82,3.17,0.7,1.74
 MÓVEL PARA COPA E COZINHA,2.4,0.66,0.17,0.36,3.34,0.87,3.08,0.97,2.19,-2.47,-0.67,-0.78,0.62,4.59,2.06,2.9,1.21
 MÓVEL INFANTIL,       -,       -,       -,1.05,       -,       -,       -,-0.2,1.86,2.55,-3.14,       -,2.47,8.64,3.33,0.69,1.1
 COLCHÃO,       -,0.02,0.78,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.42
 UTENSÍLIOS E ENFEITES,-0.29,0.47,1.35,-0.75,0.61,-0.05,0.64,0.71,0.3,1.15,0.47,0.97,0.97,-0.69,-0.32,0.51,0.54
 ARTIGOS DE ILUMINAÇÃO,-0.12,1.61,1.81,-0.44,0.62,-0.62,0.64,0.65,0.17,0.41,       -,       -,-0.11,       -,0.97,-0.09,0.64
 TAPETE,-1.85,-0.45,       -,       -,0.62,0.99,0.27,       -,1.77,-0.29,0.28,1.36,3.56,       -,       -,       -,0.27
 CORTINA,0.35,-0.52,1.03,0.49,1.41,0.51,       -,0.48,0.95,-1.07,0.5,-0.13,       -,       -,       -,       -,0.49
 UTENSÍLIOS DE METAL,0.04,1.3,1.87,-0.76,0.66,-1.18,0.75,1.34,-0.57,3.13,0.76,0.56,0.31,-0.89,-1.57,0.9,0.76
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,0.27,-1.35,-0.76,1.07,0.23,0.88,0.2,2.14,       -,3.56,2.47,-0.46,-0.58,-0.57,0.23
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,1.04,       -,       -,       -,-0.09,       -,       -,       -,1.76,0.91,0.75
 FLORES NATURAIS,       -,-0.14,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.14
 UTENSÍLIOS PARA BEBÊ,       -,       -,0.87,-2.03,       -,       -,       -,-0.71,       -,       -,0.57,0.66,0.39,0.16,       -,       -,0.16
" CAMA, MESA E BANHO",0.93,0.64,1.01,-0.19,-0.86,2.4,2.53,2.57,2.89,1.95,1.25,-0.53,-1.43,1.01,-1.46,-0.58,0.67
 ROUPA DE CAMA,0.93,0.64,1.01,-0.36,-0.86,2.4,2.53,2.75,2.89,1.95,1.25,-0.53,-1.53,1.21,-1.46,-0.58,0.67
 ROUPA DE BANHO,       -,       -,       -,0.27,       -,       -,       -,2.15,       -,       -,       -,       -,-1.17,0.28,       -,       -,0.6
 APARELHOS ELETROELETRÔNICOS,-0.46,-0.35,1,0.89,-0.1,0.46,-0.31,0.94,0.25,0.15,-0.61,1.53,1,2.56,1.08,1.47,0.16
 ELETRODOMÉSTICOS E EQUIPAMENTOS,0.38,-1.27,0.5,0.74,-0.83,0.69,0.09,1.36,-0.44,-1.27,-0.42,1.35,-0.54,2.86,0.83,1.44,-0.3
 REFRIGERADOR,1.51,-2.46,0.84,1.05,0.26,2,0.64,1.79,0.45,-0.3,0.35,1.91,-0.26,2.9,1.42,2.53,0.35
 AR-CONDICIONADO,0.65,-1.74,       -,-1.3,1.44,0.02,0.24,-1.93,-3.86,1.81,-2.03,2.88,-0.64,2.48,       -,-1.27,-0.3
 MÁQUINA DE LAVAR ROUPA,0.55,-1.15,-0.98,0.64,-2.19,0.25,-1.08,1.1,-0.92,-2.51,1.15,0.55,-1.06,0.93,0.81,0.47,-1.17
 VENTILADOR,       -,       -,       -,0.43,       -,       -,1.04,4.68,       -,       -,       -,       -,-0.04,5.7,1.39,3.37,1.78
 FOGÃO,-2.39,2.48,1.59,2.17,-1.78,-1.18,0.18,0.83,0.92,-2.57,-3.92,0.37,-0.88,2.89,-0.75,2.28,-0.63
 CHUVEIRO ELÉTRICO,       -,       -,1.54,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.54
" TV, SOM E INFORMÁTICA",-1.18,0.84,1.5,1.04,0.61,0.26,-0.67,0.51,1.01,1.64,-0.88,1.72,3.21,2.01,1.34,1.51,0.63
 TELEVISOR,0.38,1.28,3.57,2.06,0.96,3.47,0.21,0.97,0.93,1.21,0.44,2.44,2.92,1.63,1.6,2.07,1.34
 APARELHO DE SOM,       -,       -,       -,1.04,       -,       -,       -,       -,-0.14,       -,       -,       -,       -,       -,1.34,-1.27,0.39
 VIDEOGAME (CONSOLE),       -,       -,       -,1.04,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.04
 COMPUTADOR PESSOAL,-3.65,0.01,-1.41,-0.41,0.12,-2.3,-2.18,-0.14,1.51,2.17,-2.52,0.55,3.72,2.68,0.49,1.5,-0.41
 CONSERTOS E MANUTENÇÃO,1.47,0.93,1.1,-0.01,1,1.47,2.74,0.68,0.92,1.08,-0.16,2.38,-0.59,-0.77,0.55,0.91,1.01
 CONSERTOS E MANUTENÇÃO,1.47,0.93,1.1,-0.01,1,1.47,2.74,0.68,0.92,1.08,-0.16,2.38,-0.59,-0.77,0.55,0.91,1.01
 CONSERTO DE REFRIGERADOR,       -,-0.89,       -,0.66,       -,       -,-0.02,       -,-1.69,       -,0.7,       -,       -,       -,0.45,       -,-0.02
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,0.54,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.54
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,-0.5,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.5
 REFORMA DE ESTOFADO,0.2,2.52,2.06,-0.21,-0.08,2.11,       -,0.96,1.15,       -,       -,0,0,0,       -,-0.82,0.78
 CONSERTO DE APARELHO CELULAR,       -,1.18,-0.39,-0.07,-2.62,0.28,1.43,0,1.14,1.64,0.79,0.17,-0.72,1.65,0,-0.21,-0.07
 CONSERTO DE BICICLETA,1.71,2.22,1.71,-0.16,1.85,1.27,4.96,1.06,1.56,0.96,-1.04,2.91,-0.65,-1.7,1.14,3.51,1.56
 VESTUÁRIO,1.44,0.23,1.23,0.89,-0.34,0.77,1.55,2.3,-0.41,0.12,0.62,0.72,0.3,1.41,0.88,1.58,0.47
 ROUPAS,1.65,0.53,1.01,1.09,-0.25,0.64,1.51,2.74,-0.75,0.32,0.83,0.74,-0.72,1.25,1.07,2.04,0.53
 ROUPA MASCULINA,1.54,0.36,1.36,0.77,-1.11,0,1.92,3.44,-0.52,-0.57,1.85,0.24,-0.17,0.82,0.35,2.3,0.3
 CALÇA COMPRIDA MASCULINA,1.49,1.01,1.02,-0.31,-2.15,1.4,0.95,2.55,-0.34,-2.83,2.82,1.74,-1.4,0.07,0.33,0.91,-0.31
 AGASALHO MASCULINO,       -,1.57,       -,       -,       -,       -,       -,       -,       -,2.13,       -,       -,       -,       -,       -,       -,1.77
 BERMUDA/SHORT MASCULINO,-0.67,0.4,0.69,0.79,-1.61,0.06,0.74,3.35,-0.79,-2.63,3.26,-1.92,-1.37,-1.59,-0.27,2.34,-0.15
 CUECA,       -,       -,       -,       -,       -,       -,4.1,       -,       -,       -,       -,       -,       -,3.87,3.77,       -,4.0
 CAMISA/CAMISETA MASCULINA,2.24,-0.43,1.76,1.34,-0.49,-0.7,2.65,3.82,-0.46,0.77,0.7,0.35,1.07,2.08,0.23,2.83,0.64
 ROUPA FEMININA,2.03,0.41,0.8,1.49,0.26,0.93,1.37,3.17,-1.48,0.3,0.54,1.06,-1.06,2.09,1.96,2.83,0.7
 CALÇA COMPRIDA FEMININA,0.6,-0.33,-0.51,2.72,-0.25,1.4,0.06,3.49,-0.87,1.03,0.49,0.95,-1.67,3.44,3.24,3.77,0.31
 AGASALHO FEMININO,       -,3.89,3.4,       -,       -,       -,       -,       -,       -,0.96,       -,       -,0.5,       -,       -,       -,3.09
 SAIA,       -,       -,       -,0.4,       -,       -,-0.68,       -,       -,       -,       -,       -,       -,1.64,3.07,2.27,0.67
 VESTIDO,0.6,-0.26,1,-0.78,2.03,-0.97,3.51,4.1,-2.8,0.13,-0.33,1.4,0.81,-0.55,-0.11,3.37,0.8
 BLUSA,3.36,0.04,0.92,2.36,0.08,1.88,0.9,2.38,-1.16,0.67,1.8,0.53,-1.92,3.85,3.01,2.46,0.88
 LINGERIE,       -,1.64,0.96,3.82,-1.27,       -,-0.34,3.4,-2.51,-2.4,0.61,       -,-1.12,0.72,1.92,3.15,-0.32
 BERMUDA/SHORT FEMININO,3.2,       -,2.79,-0.72,       -,       -,2.21,3.15,1.58,-1.06,-2.17,2.84,-1.32,2.95,1.41,2,1.43
 ROUPA INFANTIL,0.89,1.12,0.85,0.72,0.08,0.98,0.93,0.02,0.15,1.74,-0.42,0.84,-0.91,0.42,0.79,0.06,0.56
 UNIFORME ESCOLAR,       -,       -,-0.08,2.35,2.2,2.79,-0.34,-1.66,       -,1.62,-0.08,0.84,       -,       -,-0.25,-0.45,1.26
 CALÇA COMPRIDA INFANTIL,       -,-0.86,1.31,       -,0.62,3.18,       -,       -,3.74,2,0.54,       -,-0.61,-1.59,3.03,       -,0.95
 AGASALHO INFANTIL,       -,4.2,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,4.2
 VESTIDO INFANTIL,3.79,-0.11,2.63,-0.97,       -,-3.61,3.41,2.17,1.89,       -,-3.16,1.38,-1.61,2.04,-1.71,0.68,0.88
 BERMUDA/SHORT INFANTIL,2.4,       -,       -,0.7,0.14,       -,2.12,0,0.42,       -,       -,-1.74,1.43,-2.02,-1.4,2.2,0.63
 CAMISA/CAMISETA INFANTIL,-0.57,0.64,0.6,0.12,1.62,1.75,-0.35,1.48,0.09,2.08,0.41,2.59,-1.32,0.92,3.06,-0.48,1.0
 CONJUNTO INFANTIL,0.49,2.35,0.56,1.53,-3.93,-1.41,1.35,-1.86,-3.15,1.03,-0.73,-0.25,-1.84,2.54,3.34,-0.28,-1.07
 CALÇADOS E ACESSÓRIOS,0.63,-0.59,1.06,0.72,-1.03,1.45,1.58,1.44,0.2,-0.25,-0.6,0.64,1.77,1.69,0.13,0.24,0.06
 CALÇADOS E ACESSÓRIOS,0.63,-0.59,1.06,0.72,-1.03,1.45,1.58,1.44,0.2,-0.25,-0.6,0.64,1.77,1.69,0.13,0.24,0.06
 SAPATO MASCULINO,1.87,1.02,3.34,2.41,-1.99,1,1.05,1.7,1.66,3.28,-0.62,2.48,2.41,1.59,3.01,-1.08,0.95
 SAPATO FEMININO,-0.59,-1.3,0.09,-2.93,1.35,2.84,2.8,0.77,1.33,-3.24,0.73,-1.12,3.29,2.93,1.58,0.87,0.24
 SAPATO INFANTIL,       -,       -,       -,-3.17,       -,       -,3.53,       -,1.97,-0.83,-0.24,       -,-0.53,-0.07,-3.33,-1.18,-0.1
 BOLSA,1.24,-2.07,0.37,1.34,       -,-2.27,1.29,2.1,-1.95,-1.57,0.34,       -,3.03,0.38,0.38,2.45,0.07
 MOCHILA,       -,       -,       -,1.44,       -,       -,0.89,2.52,       -,       -,       -,       -,       -,1.85,-0.3,       -,1.26
 TÊNIS,1.06,0.14,1.8,1.42,-1.82,1.97,0.55,1.84,-1.42,1.33,-1.52,0.45,2.19,1.85,0.65,0.49,-0.17
 SANDÁLIA/CHINELO,0.02,-3.49,-0.49,2.57,-1.97,-0.31,1.44,1.04,0.98,-1.34,-0.61,1,-0.28,0.96,-1.34,-0.39,-0.39
 JOIAS E BIJUTERIAS,2.89,0.32,4.36,-0.01,1.93,0.5,2.66,2.13,-0.52,-0.8,2.84,0.64,3.64,2.59,2.37,2.11,1.78
 JOIAS E BIJUTERIAS,2.89,0.32,4.36,-0.01,1.93,0.5,2.66,2.13,-0.52,-0.8,2.84,0.64,3.64,2.59,2.37,2.11,1.78
 BIJUTERIA,       -,       -,2.34,       -,       -,3.68,       -,       -,-3.03,       -,       -,       -,       -,       -,       -,0.87,0.68
 JOIA,3.03,-0.69,5.02,-3.39,2.05,-0.42,3.44,2.92,       -,-1.66,2.95,1.06,3.64,4.13,4.11,2.42,1.78
 RELÓGIO DE PULSO,2.54,3.13,       -,5.44,1.56,       -,0.84,0.52,2.17,2.15,2.32,-0.22,       -,1.71,-2.76,2.69,2.14
 TECIDOS E ARMARINHO,1,0.3,0.77,-0.85,0.48,-0.23,0.47,-0.31,1.93,0.37,-0.35,1.72,0,-0.85,-0.04,0.47,0.41
 TECIDOS E ARMARINHO,1,0.3,0.77,-0.85,0.48,-0.23,0.47,-0.31,1.93,0.37,-0.35,1.72,0,-0.85,-0.04,0.47,0.41
 TECIDO,1,-0.56,0.25,-0.85,0.11,-0.23,0.47,-0.31,1.93,0.35,-0.12,2.06,0,-0.85,-0.04,0.47,0.27
 ARTIGOS DE ARMARINHO,       -,1.84,1.75,       -,1.22,       -,       -,       -,       -,0.4,-0.91,1.12,       -,       -,       -,       -,1.04
 TRANSPORTES,0.63,-0.81,0.16,0.09,-0.34,-0.69,1.23,0.37,-1.76,1.01,-0.28,0.63,0.11,0.74,-0.96,0.82,-0.08
 TRANSPORTES,0.63,-0.81,0.16,0.09,-0.34,-0.69,1.23,0.37,-1.76,1.01,-0.28,0.63,0.11,0.74,-0.96,0.82,-0.08
 TRANSPORTE PÚBLICO,0.92,0.88,0.33,-1.3,-0.21,-3.16,1.8,0.25,0.37,4.21,-0.54,0.13,-0.34,-4.41,-0.31,0.67,0.27
 ÔNIBUS URBANO,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0.05
 TÁXI,0,0,0,0,0,       -,0,0,0,       -,       -,0,0,0,0,0,0.0
 TREM,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,0.23,1.77,-3.72,0,       -,0,0,-2.14,0,-0.18,-0.76,4.56,0,-0.47,0,-0.11
 ÔNIBUS INTERESTADUAL,-0.44,       -,-3.73,1.73,0.83,0.11,0,-0.61,0.49,0.58,-1.67,-1.63,-1.32,0.83,-5.5,-0.44,-0.56
 PASSAGEM AÉREA,24.15,8.86,13.28,-7.46,2.89,-9.16,11.01,2.35,6.54,15.61,10.6,5.11,10.67,-16.05,5.42,8.31,6.41
 METRÔ,0,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,0,0,0,0,0,       -,       -,0,0,       -,0,-0.88,       -,0,0,-0.01
 TRANSPORTE POR APLICATIVO,-18.67,-4.29,-22.13,1.28,-12.32,-8.93,       -,0.64,-4.8,       -,-14.94,-17.61,-12.2,       -,0.42,-9.3,-11.12
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,0.14,0.24,0.54,1.27,-0.15,0.58,0.19,0.11,0.74,1.1,1.12,0.88,0.76,1.06,-0.01,1.13,0.37
 AUTOMÓVEL NOVO,0.48,0.09,0.82,2.16,0.82,0.84,1.57,-0.22,0.96,1.84,1.71,1.5,0.68,1.35,1.2,1.77,1.01
 EMPLACAMENTO E LICENÇA,0.11,0.03,0.11,0.11,0.06,0.11,0.11,0.09,0.13,0.04,0.11,0.09,0,0.11,0.11,0.09,0.08
 SEGURO VOLUNTÁRIO DE VEÍCULO,-3.47,-0.07,1.23,-3.87,-6.48,-3.08,-3.1,-3.09,1.54,2.33,1.22,0.81,5.95,-3.03,-3.02,-1.53,-3.03
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,-0.44,2.93,1.46,0.49,1.1,3.97,1.97,2.41,-0.42,0.92,       -,-0.17,2.25,-0.99,1.43,0.92
 ACESSÓRIOS E PEÇAS,1.33,0.96,1.24,0.86,1.11,-0.13,0.24,0.65,-0.4,-2.88,2.29,2.25,-1.93,-1.63,0.08,2.7,0.43
 PNEU,       -,3.4,4.44,2.3,2.9,4.4,1.89,1.31,2.15,3.23,1.04,4.65,2.96,3,0.67,7.44,3.0
 CONSERTO DE AUTOMÓVEL,0.53,0.8,-0.77,2.01,-0.49,3.19,-0.52,1.6,-0.01,1.27,1.3,0.06,1.7,2.39,-0.47,2.37,0.38
 ESTACIONAMENTO,       -,-1.55,       -,       -,1.06,       -,       -,       -,2.21,-0.73,       -,       -,       -,       -,       -,       -,0.66
 PEDÁGIO,       -,0,       -,       -,0,       -,       -,       -,       -,0.26,       -,-1.49,       -,       -,       -,       -,0.02
 AUTOMÓVEL USADO,0.28,-0.34,0.83,       -,0.53,0.68,-0.34,-0.31,1.33,1.07,1.07,0.58,0.59,0.57,-0.58,0.35,0.57
 PINTURA DE VEÍCULO,       -,       -,2.41,1.75,       -,       -,       -,       -,-1.82,       -,       -,       -,       -,       -,       -,       -,1.0
 ALUGUEL DE VEÍCULO,12.68,       -,       -,       -,       -,       -,-8.59,       -,11.56,       -,       -,       -,       -,       -,       -,       -,6.2
 MOTOCICLETA,1.04,1.63,0.53,-0.38,1.29,0.45,0.34,0.56,0.62,0.09,2.31,0.78,-0.18,-0.4,-0.59,-0.36,0.77
 COMBUSTÍVEIS (VEÍCULOS),1.22,-2.8,-0.42,-0.85,-0.74,-1.47,2.48,0.79,-6.39,0.19,-2.29,0.22,-0.66,1.9,-2.61,0.49,-0.94
 GASOLINA,1.6,-2.86,0.36,-1.01,0.29,-1.47,2.6,0.81,-6.06,1.37,-1.72,0.3,-0.73,1.95,-2.73,0.51,-0.44
 ETANOL,-2.08,       -,-5.96,3.14,-4.39,-3.37,       -,       -,-12.25,-6.04,-5.36,       -,-0.87,       -,       -,       -,-4.93
 ÓLEO DIESEL,0.36,-0.68,-1.76,-2.13,1.93,-0.93,-1.38,0.71,-2.85,1.44,-0.55,-1.91,1.77,1.5,-0.52,-0.11,-0.11
 GÁS VEICULAR,0.5,       -,       -,       -,       -,       -,       -,0.04,       -,       -,       -,       -,       -,       -,       -,       -,0.48
 SAÚDE E CUIDADOS PESSOAIS,1.04,1.43,1.14,1.67,1.05,1.03,1.53,1.62,0.87,1.57,1.24,1.45,0.81,1.71,1.05,1.5,1.19
 PRODUTOS FARMACÊUTICOS E ÓTICOS,1.85,3.02,2.39,3.56,2.14,2.11,2.66,3.59,2.24,3.85,2.32,3.19,1.14,4.18,2.51,3.01,2.53
 PRODUTOS FARMACÊUTICOS,1.92,3.45,2.48,3.91,2.08,2,3.29,3.57,3.12,4.24,2.43,3.23,1.18,4.5,2.34,3.04,2.69
 ANTI-INFECCIOSO E ANTIBIÓTICO,1.08,4.75,5.26,9.7,8.04,1.98,4.31,3.25,1.92,3.49,8.37,5.07,1.19,3.82,1.2,3.99,5.2
 ANALGÉSICO E ANTITÉRMICO,4.42,3.27,3.09,1.9,2.69,0.94,1.78,1.61,2.81,2.81,2.81,3.07,1.35,4.63,2.04,1.61,2.72
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,1.4,4.73,2.37,4.28,5.48,4.14,4.82,7.75,2.54,6.64,1.88,1.91,0.15,5.28,4.18,3.14,4.02
