"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JUNHO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.71,1.29,0.5,-0.28,1.05,0.42,0.07,-0.29,0.59,0.08,1.41,-0.43,0.04,-0.27,-1.18,0.24,0.66
 REFEIÇÃO,0.28,0.99,1.06,0.86,1.24,0.55,0.14,0.1,0.26,0.97,0.88,0.45,0.51,0.05,0.02,0.78,0.85
 LANCHE,1.71,1.88,-0.48,-2.34,0.58,-0.04,0.01,-1.08,1.02,-1.18,2,-2.33,-0.92,-0.92,-3.52,-1.24,0.24
 REFRIGERANTE E ÁGUA MINERAL,0.32,3.78,0.76,-1.09,1.79,0.38,0.68,-0.54,1.56,-2.01,1.77,2.31,-5.1,-1.4,0.11,0.17,1.04
 CAFEZINHO,       -,0.96,       -,       -,2.66,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.24
 CERVEJA,1.25,1.54,-0.02,-2.53,0.7,1.6,-0.65,-1.54,1.58,-1.36,2.13,0.17,2.46,0,0.18,0.82,0.48
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,1.11,       -,       -,       -,       -,       -,       -,       -,-0.42,2.44,       -,-0.64,       -,0.68
 VINHO,0.64,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.64
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.41,       -,       -,       -,       -,0.24,1.19
 SORVETE,       -,       -,       -,       -,1.85,       -,       -,-0.56,-1.2,0.19,0.85,       -,-0.72,2.18,       -,0.35,0.85
 HABITAÇÃO,0.24,1.71,0.72,1.4,1.16,0.62,0.54,1.24,1.36,2.4,0.54,0.8,1.3,1.49,0.4,1.37,1.1
 ENCARGOS E MANUTENÇÃO,-0.11,1.17,0.21,0.24,0.82,-0.33,0.25,0.07,0.55,1.83,0.23,0.34,-0.1,-0.16,0.04,0.37,0.6
 ALUGUEL E TAXAS,-0.28,1.25,0.13,0.13,0.94,-0.51,0.29,0.08,0.54,1.97,0.21,0.14,-0.21,-0.96,0.11,0.42,0.61
 ALUGUEL RESIDENCIAL,0.34,1.09,0.25,0.19,0.4,-0.51,0.46,0.15,1.06,1.61,0.86,0.22,-0.46,-1.71,0.2,0.75,0.48
 CONDOMÍNIO,-1.12,3.19,0,0.16,0.9,0.6,0.23,0,0.22,0.31,-1.13,0.15,-0.11,4.62,0,0.28,0.49
 TAXA DE ÁGUA E ESGOTO,0,0,0,0,2.42,-2.4,0,0,0,3.43,0,0,0,0,0,0,1.04
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.8,       -,       -,       -,1.8
 REPAROS,0.18,0.88,0.88,0.31,0.18,1.17,0.01,0.13,0.31,1.51,-0.06,1.05,0.94,0.19,0.08,0.58,0.44
 FERRAGENS,       -,       -,       -,       -,       -,       -,1.78,       -,       -,       -,1.43,       -,       -,0.49,       -,       -,1.59
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,2.68,       -,       -,       -,1.29,       -,       -,       -,       -,-1.02,       -,1.64
 VIDRO,       -,       -,       -,       -,       -,1.17,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.17
 TINTA,0.85,0.75,1.84,1.93,1.81,2.5,0.44,-0.25,1.1,2.92,1.73,-0.7,2.82,0.8,-0.27,1.7,1.63
 REVESTIMENTO DE PISO E PAREDE,-0.45,1.34,1.14,-0.5,-1.97,       -,-0.5,1.04,-0.48,1.67,-1.9,2.69,       -,-1.09,-0.57,0.94,-0.5
 MADEIRA E TACO,       -,1.98,       -,       -,       -,       -,       -,-1.58,       -,       -,       -,       -,       -,0.21,0.83,       -,0.83
 CIMENTO,       -,       -,       -,0.1,       -,       -,-0.66,-0.37,-0.24,       -,       -,1.06,-0.04,0.39,1.61,       -,0.1
 TIJOLO,-0.88,       -,       -,       -,       -,       -,-0.53,       -,       -,       -,-0.81,0.58,       -,1.89,-3.02,       -,-0.82
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,2.06,       -,       -,       -,3.67,       -,       -,       -,1.9,       -,       -,       -,2.23
 MÃO DE OBRA,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
 AREIA,1.29,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.82,       -,       -,       -,0.81,       -,1.13
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.83,       -,       -,-0.83
 TELHA,       -,2.71,2.95,2.26,       -,       -,-0.13,       -,       -,2.62,       -,       -,       -,       -,2.25,       -,2.25
 ARTIGOS DE LIMPEZA,1.83,1.04,0.08,0.91,0.8,0.63,0.48,-0.07,1.02,1.05,0.72,1.19,-0.26,1.65,-0.27,-0.28,0.77
 SACO PARA LIXO,       -,0.58,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.58,       -,       -,       -,0.58
 ÁGUA SANITÁRIA,0.15,0.93,-0.39,0.29,2.06,3.08,-1.29,1.88,2.62,       -,0.37,       -,1.14,1.18,-1.03,0.46,1.18
 DETERGENTE,2.66,1.31,0.67,1.6,2.42,2.55,2.41,-3.84,2.11,0.39,-2.22,-0.74,-0.87,-1.59,       -,2.54,1.47
 SABÃO EM PÓ,2.35,1.57,-0.19,-0.7,-1.33,-1.03,-0.07,-0.1,-0.11,1.7,2.15,1.75,-0.97,1.91,-0.2,-4.19,0.05
 DESINFETANTE,2.76,2.74,-1.68,2.89,1.14,1.15,-1.36,1.13,2.74,2.95,1.3,-1.03,       -,       -,-1.88,       -,1.13
 SABÃO EM BARRA,1.61,       -,-0.36,1.27,       -,       -,2.65,1.26,1.28,       -,       -,-0.69,3.69,1.25,0.63,2.57,1.25
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.97,       -,0.97,       -,       -,       -,       -,0.97
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,-1.48,       -,       -,       -,1.04,       -,       -,       -,       -,       -,0.65,0.5
 LIMPADOR MULTIUSO,       -,-0.84,       -,       -,1.36,0.83,       -,       -,       -,0.1,       -,       -,       -,       -,       -,       -,0.83
 PAPEL TOALHA,-0.91,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.91
 AMACIANTE E ALVEJANTE,1.66,0.52,1.07,2.17,0.86,0.86,0.64,1.25,-0.75,0.43,0.21,2.72,-0.84,2.97,-0.24,1.7,0.78
 COMBUSTÍVEIS E ENERGIA,0.78,2.52,1.44,2.83,1.94,3.55,0.77,2.87,2.46,3.38,1.02,1.47,2.81,2.5,0.68,2.96,1.94
 COMBUSTÍVEIS (DOMÉSTICOS),0.17,-0.26,0.89,2.95,3.31,2.25,2.06,2.06,2.41,1.34,0.88,2.22,3.31,0.69,2,2.62,1.9
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,-0.95,       -,       -,       -,       -,       -,       -,       -,-0.53,       -,-0.74
 GÁS DE BOTIJÃO,0.06,-0.26,0.89,2.95,1.94,2.25,2.17,2.06,2.41,1.52,0.88,2.22,3.31,0.69,2.18,2.62,1.58
 GÁS ENCANADO,0.42,       -,       -,       -,8.73,       -,       -,       -,       -,0.23,       -,       -,       -,       -,       -,       -,5.01
 ENERGIA ELÉTRICA RESIDENCIAL,0.93,3.26,1.6,2.78,1.53,3.92,0.37,3.17,2.49,4.11,1.06,1.26,2.68,3.07,0.06,3.08,1.95
 ENERGIA ELÉTRICA RESIDENCIAL,0.93,3.26,1.6,2.78,1.53,3.92,0.37,3.17,2.49,4.11,1.06,1.26,2.68,3.07,0.06,3.08,1.95
 ARTIGOS DE RESIDÊNCIA,1.51,1.02,0.5,1.25,1.26,1.3,1.23,-0.38,0.82,1.1,1.6,1.5,0.66,1.19,1.15,1.56,1.09
 MÓVEIS E UTENSÍLIOS,0.15,0.73,-1.37,0.39,0.39,0.92,-0.01,-1.11,0.16,-0.07,0.09,0.87,-0.41,0.66,1.03,1.09,0.1
 MOBILIÁRIO,-0.33,1.14,-1.56,-0.02,0.18,0.97,-0.51,-1.48,-1.55,-0.17,0.13,0.47,-0.85,1.81,1.17,0.7,-0.16
 MÓVEL PARA SALA,-1.74,2.13,-1.42,-0.29,-0.97,-0.71,-1.81,-0.63,-0.81,-0.25,-0.12,0.24,0.71,4.54,-0.21,1.94,-0.58
 MÓVEL PARA QUARTO,0.58,1.71,-1.25,0.78,0.62,1.84,-0.38,-1.93,-3.08,-0.79,-0.16,0.02,-0.7,0.71,2.33,0.56,0.0
 MÓVEL PARA COPA E COZINHA,0.77,1.24,1.1,-1.29,1.46,2.94,1.74,-2.87,0.83,1.78,1.46,1.89,-1.97,3.06,-1.66,1.4,1.03
 MÓVEL INFANTIL,       -,       -,       -,-2.44,       -,       -,       -,2.04,-0.44,-2.49,-0.17,       -,-3.32,0.13,1.84,-4.24,-1.09
 COLCHÃO,       -,-5.41,-9.47,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-7.55
 UTENSÍLIOS E ENFEITES,0.33,1.1,-0.91,0.79,1.38,0.98,0.89,-0.76,1.93,-0.32,0.17,0.97,0.55,-1.73,1.15,1.42,0.7
 ARTIGOS DE ILUMINAÇÃO,-0.01,0.88,-2.53,-0.91,-0.86,-0.41,-0.42,-0.4,1.57,-2.12,       -,       -,3.58,       -,1.21,-0.91,-0.42
 TAPETE,-0.12,1.23,       -,       -,-0.03,0.35,0.34,       -,1.05,0.37,-0.01,2.02,-0.18,       -,       -,       -,0.34
 CORTINA,1.72,0.04,-2.76,-1.4,-0.41,-0.12,       -,-0.11,2.59,0.63,-1.34,2.7,       -,       -,       -,       -,-0.12
 UTENSÍLIOS DE METAL,-0.13,1.24,0.26,2.58,3.19,1.66,2.46,-1.91,3.61,-0.13,1.65,0.57,0.23,-2.97,1.4,2.91,1.65
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,1.24,-0.43,3.6,2.53,1.26,-2.03,-1.8,-1.46,       -,-2.13,0.13,1.56,2.66,1.13,1.26
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,0.29,       -,       -,       -,0.61,       -,       -,       -,-1.44,-0.5,0.11
 FLORES NATURAIS,       -,3.26,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.26
 UTENSÍLIOS PARA BEBÊ,       -,       -,-1.06,2.46,       -,       -,       -,2.47,       -,       -,-1.25,0.52,-1.5,0.51,       -,       -,-0.1
" CAMA, MESA E BANHO",2.93,-1.72,-1.25,2.08,-0.91,0.51,-0.01,0.89,2.95,1.09,-0.32,2.34,-0.57,1.41,0.16,2.4,0.05
 ROUPA DE CAMA,2.93,-1.72,-1.25,2.16,-0.91,0.51,-0.01,0.3,2.95,1.09,-0.32,2.34,-1.24,1.22,0.16,2.4,0.01
 ROUPA DE BANHO,       -,       -,       -,1.84,       -,       -,       -,2.29,       -,       -,       -,       -,1.07,2.08,       -,       -,1.83
 APARELHOS ELETROELETRÔNICOS,2.56,1.32,2.54,2.16,1.72,2.31,2.07,0.15,1.4,2.27,2.81,1.81,1.49,1.81,1.39,2.65,1.9
 ELETRODOMÉSTICOS E EQUIPAMENTOS,2.76,1.27,2.63,1.94,2.49,1.86,1.13,-1.03,0.99,2,2.37,2.23,2.46,1.98,2.49,2.66,2.02
 REFRIGERADOR,5.77,3.09,3.91,2.46,6.28,5.03,2.07,2.06,3.57,3.48,4.14,4.07,4.49,5.36,4.17,5.82,4.5
 AR-CONDICIONADO,0.21,-1.08,       -,-1.18,-2.86,-1.22,-2.56,-7.37,-3.04,2.94,0.6,1.43,2.69,-0.04,       -,0.37,-1.26
 MÁQUINA DE LAVAR ROUPA,0.41,-0.2,1.81,3.77,-1.4,0.08,0.62,-1.66,-0.56,0.27,0.25,1.12,-0.07,1.93,0.91,0.11,-0.15
 VENTILADOR,       -,       -,       -,-0.31,       -,       -,1.22,0.14,       -,       -,       -,       -,-1.25,-4.93,-2.01,0.92,-0.45
 FOGÃO,1.66,2.98,1.89,2.98,4.44,0.22,2.03,-2.99,0.29,1.57,1.92,0.8,2.35,1.88,4.7,2.53,2.48
 CHUVEIRO ELÉTRICO,       -,       -,1.45,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.45
" TV, SOM E INFORMÁTICA",2.4,1.39,2.46,2.36,0.98,2.69,2.91,1.36,1.86,2.54,3.41,1.36,0.17,1.49,0.26,2.63,1.78
 TELEVISOR,3.14,0.85,3.49,3.44,1.91,2.68,3.24,1.95,3.66,4.14,2.47,1.76,0.3,2.5,0.69,4.16,2.5
 APARELHO DE SOM,       -,       -,       -,2.36,       -,       -,       -,       -,-2.59,       -,       -,       -,       -,       -,0.26,-2.32,-0.65
 VIDEOGAME (CONSOLE),       -,       -,       -,2.36,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.36
 COMPUTADOR PESSOAL,1.1,2.45,0.86,0.77,-0.35,2.7,2.31,0.53,0.05,0.51,4.66,0.64,-0.08,-0.3,-1.25,1.82,0.77
 CONSERTOS E MANUTENÇÃO,1.4,1.16,1.9,0.92,3.07,-1.2,1.61,1.21,1.2,1.78,2.57,3.12,2.02,-0.03,0.33,-1.09,1.96
 CONSERTOS E MANUTENÇÃO,1.4,1.16,1.9,0.92,3.07,-1.2,1.61,1.21,1.2,1.78,2.57,3.12,2.02,-0.03,0.33,-1.09,1.96
 CONSERTO DE REFRIGERADOR,       -,3.35,       -,-0.43,       -,       -,0,       -,2.84,       -,0.31,       -,       -,       -,0.56,       -,1.1
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,-0.74,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.74
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,-0.77,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.77
 REFORMA DE ESTOFADO,2.47,2.58,0.74,2.7,4.02,-2.76,       -,2.58,2.19,       -,       -,-2.05,0,0,       -,-1.96,2.01
 CONSERTO DE APARELHO CELULAR,       -,0.91,1.65,1.35,3.17,-2.77,1.69,-1.64,0.58,2.81,0.63,1.4,0.11,-0.98,0,-0.46,1.35
 CONSERTO DE BICICLETA,1.2,0.91,2.45,-0.05,2.85,1.23,2.55,2.68,0.64,1.55,4.63,3.84,3.97,0.27,0.47,-1.21,2.3
 VESTUÁRIO,0.68,1,0.62,0.97,2.34,-0.51,0.72,1.97,1.21,1.11,0.79,0.48,-0.06,-0.24,-0.18,0.06,1.21
 ROUPAS,0.49,0.95,0.44,1.21,2.38,-1.12,0.3,2.4,1.24,0.68,0.93,0.36,0.02,-0.8,-0.5,-0.18,1.12
 ROUPA MASCULINA,0.3,1.17,0.71,1.64,3.27,-1.07,0.48,3.17,2,0.68,0.62,0.73,1.08,-1.45,-0.04,0.21,1.52
 CALÇA COMPRIDA MASCULINA,2.3,0.48,0.09,-0.18,3.48,0.22,2.36,1.53,3.17,-0.42,0.42,1.42,2.38,-1.41,-0.89,0.2,1.58
 AGASALHO MASCULINO,       -,2.41,       -,       -,       -,       -,       -,       -,       -,-0.69,       -,       -,       -,       -,       -,       -,1.33
 BERMUDA/SHORT MASCULINO,1.5,-0.31,1.19,1.6,1.41,-0.47,0.73,3.3,2.84,1.8,-0.02,2.33,1.96,0.93,2.65,-1,1.47
 CUECA,       -,       -,       -,       -,       -,       -,1.07,       -,       -,       -,       -,       -,       -,0.96,-2.13,       -,0.2
 CAMISA/CAMISETA MASCULINA,-0.64,1.47,0.92,2.61,3.57,-1.8,-0.7,3.73,0.98,1.31,0.99,-0.15,-0.07,-2.76,-1.14,0.75,1.53
 ROUPA FEMININA,0.91,1.71,0.54,1.66,2.18,-1.79,0.82,1.82,0.64,0.47,0.77,0.64,-1.74,0.08,-0.87,-0.46,1.1
 CALÇA COMPRIDA FEMININA,3.57,1.05,1.6,0.43,2.6,-0.85,0.02,3.13,2.64,1.39,3.14,2.04,-2.63,0.13,-1.08,-0.15,1.77
 AGASALHO FEMININO,       -,2.11,1.86,       -,       -,       -,       -,       -,       -,-0.96,       -,       -,-2.49,       -,       -,       -,1.31
 SAIA,       -,       -,       -,0.39,       -,       -,2.74,       -,       -,       -,       -,       -,       -,-1.54,-1.7,0.69,0.76
 VESTIDO,-2.56,3.45,0.32,2.16,2.42,-2.49,0.33,2.33,0.87,-2.54,3.41,-0.19,-1.28,2.61,0.41,3.24,0.83
 BLUSA,1.84,1.59,-0.44,3.31,2.21,-1.81,0.83,2.65,-0.3,1.09,-2.16,0.75,-1.01,-2.52,-2.56,-2.1,1.09
 LINGERIE,       -,0.88,1.82,-0.01,0.66,       -,1.29,0.89,0.11,2.71,1.48,       -,-1.24,-0.07,1.6,2,1.01
 BERMUDA/SHORT FEMININO,0.98,       -,-0.63,-1.1,       -,       -,1.57,-2.23,-0.16,-1.95,-1.53,-0.35,-2.89,1.64,-1.42,-3.03,-0.59
 ROUPA INFANTIL,-0.21,-1.18,-0.28,-0.76,1.35,0.29,-1.19,2.26,0.85,1.1,1.83,-0.88,1.84,-1.19,-0.68,-0.34,0.47
 UNIFORME ESCOLAR,       -,       -,1.02,-0.02,3.67,3.96,0.36,0.3,       -,1.47,-1.26,1.3,       -,       -,1.47,0.45,1.98
 CALÇA COMPRIDA INFANTIL,       -,-0.23,-0.12,       -,1.42,-1.93,       -,       -,3.74,2.59,4.03,       -,1.18,-0.19,1.86,       -,1.26
 AGASALHO INFANTIL,       -,-3.03,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-3.03
 VESTIDO INFANTIL,-0.3,-3.33,-2.91,-1.4,       -,-0.55,-2.69,1.01,1.53,       -,3,-2.66,1.39,-0.72,-2.38,-0.24,-1.07
 BERMUDA/SHORT INFANTIL,-1.48,       -,       -,-3.39,1.93,       -,-0.28,1.29,-0.4,       -,       -,0.41,0.93,-0.07,0.72,-0.99,0.32
 CAMISA/CAMISETA INFANTIL,-0.6,-0.26,-0.2,1.27,-1.47,-1.05,-2.13,3.62,1.37,1.13,0.07,-2.06,3.52,-1.92,-1.35,-0.02,-0.35
 CONJUNTO INFANTIL,2,-0.53,-0.07,-1.48,3.44,-0.74,-1.03,3.35,-0.99,-0.59,3.92,-0.24,1.28,-2.66,-2.82,-1.11,1.1
 CALÇADOS E ACESSÓRIOS,1.45,1.16,1.38,1.05,2.27,0.62,1.59,1.09,1.22,2.3,0.18,0.8,-0.74,1.47,0.6,0.67,1.53
 CALÇADOS E ACESSÓRIOS,1.45,1.16,1.38,1.05,2.27,0.62,1.59,1.09,1.22,2.3,0.18,0.8,-0.74,1.47,0.6,0.67,1.53
 SAPATO MASCULINO,-0.88,0.38,1.87,1.13,1.16,3.41,2.55,0.99,0.96,2.56,0.88,1.39,-0.03,1.79,1.79,0.7,1.28
 SAPATO FEMININO,3.4,2.74,1.66,0.45,1.15,-2.04,1.32,2.74,0.78,3.24,-2.61,0.99,-2.11,3.08,3.89,0.43,1.51
 SAPATO INFANTIL,       -,       -,       -,3.05,       -,       -,2.25,       -,1.53,1.46,3.28,       -,-1.65,1.6,-2.8,-1.53,1.58
 BOLSA,1.21,3,1.82,3.01,       -,0.94,2.38,-2.79,2.51,-1.86,-2.78,       -,0.49,-1,2.38,0.1,1.12
 MOCHILA,       -,       -,       -,-0.2,       -,       -,1.39,-1.25,       -,       -,       -,       -,       -,1.86,-1.01,       -,-0.1
 TÊNIS,0.33,0.8,1.64,2.02,2.95,1.58,0.93,0.41,1.06,2.39,-0.11,0.86,0.46,2.41,1.72,1.35,1.82
 SANDÁLIA/CHINELO,3.35,-1.73,0.16,-0.28,2.89,1.76,0.46,2.19,1.49,2.06,2.48,0.08,-2.21,-2.08,-1.96,0.85,1.26
 JOIAS E BIJUTERIAS,-0.8,0.69,-0.68,-1.47,2.58,0.6,2.35,1.3,0.15,0.12,1.62,0.37,1.34,-0.73,0.01,-0.03,0.8
 JOIAS E BIJUTERIAS,-0.8,0.69,-0.68,-1.47,2.58,0.6,2.35,1.3,0.15,0.12,1.62,0.37,1.34,-0.73,0.01,-0.03,0.8
 BIJUTERIA,       -,       -,0.2,       -,       -,1.25,       -,       -,1.3,       -,       -,       -,       -,       -,       -,-3.41,0.6
 JOIA,-0.02,1.2,-0.97,-2.4,2.82,0.4,2.22,2.4,       -,-0.14,1.47,0.64,1.34,0.16,-0.23,3,0.99
 RELÓGIO DE PULSO,-2.78,-0.73,       -,-0.07,1.75,       -,2.67,-0.97,-0.99,0.94,2.32,-0.18,       -,-1.26,0.76,-1.82,0.22
 TECIDOS E ARMARINHO,0.23,1.76,0.71,-0.78,0.85,1.79,0.98,1.15,2.35,2.49,-0.02,0.81,-0.27,2.99,0.06,1.73,1.13
 TECIDOS E ARMARINHO,0.23,1.76,0.71,-0.78,0.85,1.79,0.98,1.15,2.35,2.49,-0.02,0.81,-0.27,2.99,0.06,1.73,1.13
 TECIDO,0.23,2.6,1.2,-0.78,0.98,1.79,0.98,1.15,2.35,3.58,-0.22,-0.53,-0.27,2.99,0.06,1.73,1.25
 ARTIGOS DE ARMARINHO,       -,0.33,-0.19,       -,0.59,       -,       -,       -,       -,0.9,0.46,3.21,       -,       -,       -,       -,0.55
 TRANSPORTES,0.23,0.55,0.75,1.9,-0.07,0.08,-0.1,0.83,1.46,0.09,0.89,1.14,0.81,1.53,0.85,0.62,0.41
 TRANSPORTES,0.23,0.55,0.75,1.9,-0.07,0.08,-0.1,0.83,1.46,0.09,0.89,1.14,0.81,1.53,0.85,0.62,0.41
 TRANSPORTE PÚBLICO,-0.26,-0.44,0.58,-3.36,-1.63,0.86,-0.92,-0.93,1.79,-0.69,-0.61,0.94,-1.84,1.68,-0.03,-0.6,-0.61
 ÔNIBUS URBANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TÁXI,0,0,0,0,0,       -,0,0,0,       -,       -,0,0,0,0,0,0.0
 TREM,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,-1.06,0.39,-0.91,-0.02,       -,0,0,4.88,0,-1.68,2.22,-0.49,0,-0.95,0,0.34
 ÔNIBUS INTERESTADUAL,-1.44,       -,0.59,0.56,-1.86,-0.06,0,-1.17,-0.04,0.16,0.43,4.2,-2.86,-0.02,-0.55,-0.38,-0.5
 PASSAGEM AÉREA,-8.3,-5.4,6.74,0.92,-14.21,5.76,-5.68,-7.85,8.8,-2.96,-11.03,2.01,-12.14,7.72,0.81,-6.04,-5.57
 METRÔ,5.65,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.76
 TRANSPORTE ESCOLAR,       -,-0.59,0,0,0,0,       -,       -,0,0,       -,0,0.51,       -,0,0,-0.03
 TRANSPORTE POR APLICATIVO,3,3.84,-2.06,-36.84,1.88,-2.32,       -,-6.6,2.62,       -,8.61,3.7,-2.23,       -,4.55,5.15,-0.95
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,0.12,0.39,0.61,1.38,0.08,0.05,0.14,0.87,0.83,0.27,0.36,0.88,1.32,1.76,0.36,1.23,0.36
 AUTOMÓVEL NOVO,-1.43,0.94,0.92,2.38,0.26,0.35,0.36,-0.03,1.91,-0.05,0.86,1.63,3.17,2.36,2.77,1.21,0.51
 EMPLACAMENTO E LICENÇA,0.11,0.03,0.11,0.11,0.06,0.11,0.11,0.09,0.13,0.04,0.11,0.09,0,0.11,0.11,0.09,0.08
 SEGURO VOLUNTÁRIO DE VEÍCULO,2.23,-2.9,-2.51,3.35,-3.2,-1.59,-1.61,-1.58,-1.6,1.3,-1.41,1.52,0.26,-1.58,-1.57,2.79,-1.59
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,2.97,1.76,3.01,1.08,2.12,2.99,3.04,2.98,3.12,0.81,       -,4.86,0.97,2.11,1.69,2.11
 ACESSÓRIOS E PEÇAS,0.42,1.3,2.83,2.69,-0.94,2.17,-3.7,3.57,1.16,1.05,3.91,2.38,1.08,-1.52,0.71,0.79,0.75
 PNEU,       -,1.03,5.04,5.91,2,0.35,1.7,3.74,0.6,-1.11,3.06,2.83,2.94,2.1,0.97,1.99,2.1
 CONSERTO DE AUTOMÓVEL,0.68,-0.43,0.09,-0.81,1.34,-0.11,-1.52,0.01,0.01,0.54,0.02,-0.67,0.63,2.24,-0.04,1.59,0.43
 ESTACIONAMENTO,       -,0,       -,       -,-0.33,       -,       -,       -,-0.19,0.22,       -,       -,       -,       -,       -,       -,-0.22
 PEDÁGIO,       -,0,       -,       -,0,       -,       -,       -,       -,0.5,       -,0,       -,       -,       -,       -,0.09
 AUTOMÓVEL USADO,0.86,1.64,1.05,       -,-0.09,0.52,0.27,2.69,1.65,0.24,0.2,0.59,0.6,0.58,1.75,-0.19,0.58
 PINTURA DE VEÍCULO,       -,       -,0.8,2.45,       -,       -,       -,       -,0.59,       -,       -,       -,       -,       -,       -,       -,1.09
 ALUGUEL DE VEÍCULO,4.57,       -,       -,       -,       -,       -,-1.12,       -,6.8,       -,       -,       -,       -,       -,       -,       -,3.99
 MOTOCICLETA,-0.13,0.74,0.57,0.91,0.7,-1.37,1.95,3.86,1.82,1.39,1,1.36,2.39,2.96,-3.42,1.67,0.9
 COMBUSTÍVEIS (VEÍCULOS),0.79,1.07,0.99,4.93,0.31,-0.11,-0.08,1.45,2.14,-0.1,1.91,1.85,0.54,1.09,1.94,0.49,0.87
 GASOLINA,0.74,1.03,0.66,4.92,-0.16,-0.26,-0.03,1.45,2.22,-0.61,1.87,1.91,0.3,0.92,2,0.46,0.69
 ETANOL,2.58,       -,3.12,6.07,1.77,3.95,       -,       -,2.43,2.09,2.19,       -,6.67,       -,       -,       -,2.14
 ÓLEO DIESEL,1.82,2.65,2.05,2.58,-0.35,1.81,-1.47,1.24,0.47,1.97,1.32,0.22,1.21,2.46,0.87,1.2,1.1
 GÁS VEICULAR,0.06,       -,       -,       -,       -,       -,       -,2.36,       -,       -,       -,       -,       -,       -,       -,       -,0.16
 SAÚDE E CUIDADOS PESSOAIS,0.16,0.55,0.77,0.46,0.53,0.67,1.12,0.5,0.32,0.47,0.62,0.28,0.6,0.83,-0.2,0.41,0.51
 PRODUTOS FARMACÊUTICOS E ÓTICOS,-0.27,0.69,0.88,-0.7,-0.02,0.77,1.57,0.77,0.57,-0.18,0.36,-0.36,-0.16,-0.25,-0.88,0.8,0.23
 PRODUTOS FARMACÊUTICOS,-0.34,0.55,0.92,-1.1,0.04,1.14,1.79,0.73,0.74,-0.1,0.39,-0.28,0.14,-0.3,-0.7,0.93,0.26
 ANTI-INFECCIOSO E ANTIBIÓTICO,-3.14,-0.09,2.68,-1.53,-2.65,0.75,-0.68,-1.6,2.16,2.58,-0.26,0.87,0.24,-0.52,1.11,1.35,-0.35
 ANALGÉSICO E ANTITÉRMICO,-0.77,0.4,1.14,-2.42,1.5,3.26,2.38,-0.25,1.28,1.21,0.31,-1.23,0.59,-1.51,-1.16,0.36,0.83
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,-0.51,1.43,-1.1,-1.2,0.8,0.53,1.66,0.54,0.56,2.2,-1.5,0.14,-1.19,-0.56,1.08,2.85,0.36
