"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - SETEMBRO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 REFEIÇÃO,0.37,1.23,0.85,-0.38,1.35,0.7,1.32,0.04,0.68,1.36,0.55,0.78,0.62,-0.07,0.52,0.29,0.94
 LANCHE,-0.12,-0.94,-1.53,0.43,-0.84,0.4,1.9,0.67,-0.11,0.2,-0.68,0.95,1.18,0.38,2.24,1.5,-0.35
 REFRIGERANTE E ÁGUA MINERAL,-0.7,1.17,1.91,1.24,2.1,2.52,1.39,-0.35,1.55,1.14,1.69,-0.01,-0.08,1.74,0.62,0.26,1.41
 CAFEZINHO,       -,0.21,       -,       -,1.62,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.28
 CERVEJA,2.09,0.57,-0.12,1.55,1.85,0.31,1.63,0.03,1.45,2.23,-0.58,1.98,1.38,1.32,1.03,0.46,1.32
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,1.75,       -,       -,       -,       -,       -,       -,       -,2.33,2.26,       -,-1.75,       -,1.41
 VINHO,4.07,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,4.07
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.03,       -,       -,       -,       -,-3.35,-0.6
 SORVETE,       -,       -,       -,       -,0.84,       -,       -,-0.63,0.72,2.97,1.28,       -,0.64,-1.04,       -,4.89,1.28
 HABITAÇÃO,1.8,3.69,2.03,3.26,2.35,1.85,4.8,1.82,2.71,2.99,2.06,3.1,2.51,3.49,3.33,2.25,2.56
 ENCARGOS E MANUTENÇÃO,0.09,0.76,-0.25,1.69,0.48,0.38,0.25,0.32,0.45,1.28,0,0.2,0.97,0.95,0.03,0.4,0.47
 ALUGUEL E TAXAS,-0.07,0.8,-0.57,2.01,0.46,0.42,0.46,0.1,0.32,1.48,-0.43,0.1,0.82,0.47,-0.23,0.11,0.41
 ALUGUEL RESIDENCIAL,-0.04,-0.38,-0.15,0,1.98,0.77,0.48,0.19,0.73,2.1,-0.16,0.1,1.52,0.61,-0.45,0.5,0.99
 CONDOMÍNIO,-0.12,0.68,-0.18,0,-1.5,0.15,0.71,0,-0.01,2.65,-1.95,0.22,1.63,0.84,0.69,-0.45,-0.52
 TAXA DE ÁGUA E ESGOTO,0,2.3,-1.77,8.07,0,0,0,0,0,0,0,0,0,0,0,0,0.37
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.34,       -,       -,       -,1.34
 REPAROS,0.67,0.98,1.21,0.22,0.22,0.31,0.34,1.31,0.03,0.39,1.54,0.18,0.26,1.25,0.12,1.04,0.48
 FERRAGENS,       -,       -,       -,       -,       -,       -,2.17,       -,       -,       -,0.04,       -,       -,1.85,       -,       -,1.48
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,-1.9,       -,       -,       -,-0.61,       -,       -,       -,       -,-0.6,       -,-1.16
 VIDRO,       -,       -,       -,       -,       -,0.31,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.31
 TINTA,3.06,1.76,2.11,1.15,1.6,2.72,-0.4,1.94,2.13,1.67,1.82,1.36,-1.04,-1.21,1.38,1.4,1.81
 REVESTIMENTO DE PISO E PAREDE,-1.46,1.43,2.72,-0.57,-1.97,       -,-1.47,3.1,-2.44,-0.46,2.32,0.01,       -,2.21,2.43,1.98,-0.57
 MADEIRA E TACO,       -,1.53,       -,       -,       -,       -,       -,0.4,       -,       -,       -,       -,       -,1.19,-2.88,       -,0.61
 CIMENTO,       -,       -,       -,0.12,       -,       -,1.45,-0.27,2.32,       -,       -,0.5,2.69,2.89,2.58,       -,1.45
 TIJOLO,0.02,       -,       -,       -,       -,       -,1.84,       -,       -,       -,1.47,-1.12,       -,1.74,-1.48,       -,0.4
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,2.46,       -,       -,       -,0.12,       -,       -,       -,2.19,       -,       -,       -,2.2
 MÃO DE OBRA,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
 AREIA,1.16,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.87,       -,       -,       -,-1.58,       -,0.97
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.41,       -,       -,1.41
 TELHA,       -,0.93,1.94,1.29,       -,       -,0.35,       -,       -,-0.47,       -,       -,       -,       -,-3.25,       -,0.4
 ARTIGOS DE LIMPEZA,1.15,0.05,0.77,1.21,1.31,-0.29,-1.21,0.87,2.26,1.01,2.29,1.6,2.67,1.71,0.77,1.77,1.06
 SACO PARA LIXO,       -,1.41,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.74,       -,       -,       -,1.67
 ÁGUA SANITÁRIA,-0.59,0.16,2.76,2.4,-2.85,-0.58,-1.16,1.12,0.85,       -,2.9,       -,1.43,0.67,-0.34,-1.09,-0.58
 DETERGENTE,-1.21,-0.64,1.36,1.65,4.54,2.01,-3.05,-2.34,4.49,-1.03,2.04,2.35,4.17,1.44,       -,1.91,2.0
 SABÃO EM PÓ,2.52,1.96,-1.19,0.01,1.21,-1.63,1.3,2.11,2.38,2.23,2.45,1.01,2.57,2.04,1.39,1.31,1.3
 DESINFETANTE,0.83,1.72,2.63,1.6,2.22,-0.37,-0.48,0.51,1.74,1.38,1.61,2.34,       -,       -,-0.52,       -,1.6
 SABÃO EM BARRA,0.35,       -,1.09,1.43,       -,       -,-0.16,1.67,-1.91,       -,       -,-0.4,-2.24,-0.11,-0.69,4.4,0.35
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.75,       -,1.75,       -,       -,       -,       -,1.75
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,-0.86,       -,       -,       -,1.38,       -,       -,       -,       -,       -,2.43,1.12
 LIMPADOR MULTIUSO,       -,0.73,       -,       -,0.79,0.69,       -,       -,       -,0.46,       -,       -,       -,       -,       -,       -,0.73
 PAPEL TOALHA,0.28,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.28
 AMACIANTE E ALVEJANTE,2.56,-1.35,1.71,1.54,-0.13,-0.24,-3.85,1.86,2.77,0.51,2.16,2.05,3.94,2.78,2.42,2.79,0.5
 COMBUSTÍVEIS E ENERGIA,4.27,7.73,4.89,5.06,6.29,5.84,7.94,3.77,5.56,5.67,5.04,6.84,4.09,4.96,5.84,4.97,5.79
 COMBUSTÍVEIS (DOMÉSTICOS),3.45,3.91,3.04,4.36,3.42,5,2.83,2.24,4.63,2.14,6.49,4.83,2.95,1.3,4.87,2.01,3.54
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,2.24,       -,       -,       -,       -,       -,       -,       -,0,       -,1.12
 GÁS DE BOTIJÃO,4.77,3.91,3.04,4.36,4.29,5,2.85,2.24,4.63,2.34,6.49,4.83,2.95,1.3,5.19,2.01,3.91
 GÁS ENCANADO,0.54,       -,       -,       -,0,       -,       -,       -,       -,0.98,       -,       -,       -,       -,       -,       -,0.29
 ENERGIA ELÉTRICA RESIDENCIAL,4.48,8.67,5.48,5.33,7.12,6.06,9.43,4.33,5.92,6.83,4.62,7.35,4.43,6.09,6.33,6.04,6.47
 ENERGIA ELÉTRICA RESIDENCIAL,4.48,8.67,5.48,5.33,7.12,6.06,9.43,4.33,5.92,6.83,4.62,7.35,4.43,6.09,6.33,6.04,6.47
 ARTIGOS DE RESIDÊNCIA,0.91,1.69,0.91,0.41,0.57,1.09,0.28,1.41,1.52,1.25,0.21,0.73,1.96,1.33,0.78,-0.02,0.9
 MÓVEIS E UTENSÍLIOS,1.88,1.81,1.09,0.92,-0.03,0.97,1.08,1.74,1.39,1.19,-0.44,1.59,1.81,0.81,1.93,0.48,0.89
 MOBILIÁRIO,2.85,2.32,1.05,1.51,0.19,1.82,1.85,2.35,2.21,2.22,-0.44,1.96,3.13,1.37,2.55,0.51,1.36
 MÓVEL PARA SALA,3.36,3.9,1.19,3.7,0.8,2.33,0.62,3.96,2.63,-0.33,-1.21,1.87,2.22,2.94,1.67,-0.22,1.63
 MÓVEL PARA QUARTO,2.31,0.47,0.94,0.07,0.13,0.95,2.53,1.11,2.32,3.05,-0.99,1.79,3.84,1.13,2.78,0.53,1.04
 MÓVEL PARA COPA E COZINHA,3,2.47,1.17,1.73,-0.94,3.69,2.64,3.98,2.95,3.02,0.14,2.47,2.22,-0.53,3.2,-0.08,1.44
 MÓVEL INFANTIL,       -,       -,       -,4.37,       -,       -,       -,3.58,-1.51,4.13,3.52,       -,5.03,2.76,1.18,4.55,2.76
 COLCHÃO,       -,3.35,0.97,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.15
 UTENSÍLIOS E ENFEITES,0.85,0.35,0.23,0.18,0.17,-0.13,0.06,0.83,-0.82,-0.43,-0.1,0.04,-0.13,-0.31,0.17,-0.48,0.09
 ARTIGOS DE ILUMINAÇÃO,2.19,0.8,0.29,-0.2,1.16,0.86,0.72,0.9,0.53,0.19,       -,       -,0.13,       -,0.85,1.48,0.85
 TAPETE,0.01,-0.45,       -,       -,0.28,0.02,0,       -,0.8,0.22,-1.46,-0.51,0.01,       -,       -,       -,0.0
 CORTINA,3.51,0.19,0.85,1.45,0.58,0.59,       -,0.58,-1.52,-0.43,0.37,-0.45,       -,       -,       -,       -,0.58
 UTENSÍLIOS DE METAL,-0.95,1.06,-0.09,-0.32,-0.89,-0.59,1.02,1.31,-1.89,-0.42,-0.41,0.79,0.02,0.14,1.77,-1.01,-0.42
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,0.43,1.37,1.43,-1.02,0.08,-0.8,-1.13,-1.7,       -,-0.66,-0.76,-0.64,-3.21,-0.01,0.08
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,-1.48,       -,       -,       -,2.76,       -,       -,       -,-1.68,-1.12,-0.07
 FLORES NATURAIS,       -,-0.55,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.55
 UTENSÍLIOS PARA BEBÊ,       -,       -,-0.36,-0.15,       -,       -,       -,1.94,       -,       -,-0.5,0.79,-0.66,-2.34,       -,       -,-0.08
" CAMA, MESA E BANHO",-1.14,2.55,2.81,-0.95,-1.78,-0.63,0.36,-0.85,2.56,0.09,-1.41,2.97,0.32,0.91,2.36,2.36,0.38
 ROUPA DE CAMA,-1.14,2.55,2.81,-1.3,-1.78,-0.63,0.36,-2,2.56,0.09,-1.41,2.97,1.1,1.27,2.36,2.36,0.38
 ROUPA DE BANHO,       -,       -,       -,0.04,       -,       -,       -,1.85,       -,       -,       -,       -,-1.47,-0.4,       -,       -,0.3
 APARELHOS ELETROELETRÔNICOS,0.38,1.81,0.77,-0.32,1.03,1.12,-0.37,1,1.71,1.64,0.82,-0.06,1.99,1.9,-0.26,-0.4,0.95
 ELETRODOMÉSTICOS E EQUIPAMENTOS,2.02,1.09,1.48,0.96,1.45,1.29,2.15,1.88,2.28,3.13,1.97,1.98,3.45,2.58,0.38,0.29,1.72
 REFRIGERADOR,2.83,3.09,1.72,0.58,1.55,1.11,3.62,1.22,2.24,3.45,0.82,1.03,3.72,3.88,-0.07,-1.03,2.0
 AR-CONDICIONADO,-1.28,0.06,       -,3.7,2.43,0.04,3.26,2.83,2.55,4.69,5.6,1.35,3.5,3.33,       -,4.51,2.04
 MÁQUINA DE LAVAR ROUPA,1.18,-1.62,1.33,1.2,1.7,1.81,0.44,0.78,0.64,1.42,1.58,3.64,2.88,1.11,1.6,-0.58,1.11
 VENTILADOR,       -,       -,       -,1.59,       -,       -,2.58,1.99,       -,       -,       -,       -,3.51,3.08,3.26,3.3,2.48
 FOGÃO,4.35,3.21,1.43,-1.08,0.44,1.84,0.72,3.42,3.69,4.34,2.59,1.61,3.34,-0.57,-2.1,-1.97,1.81
 CHUVEIRO ELÉTRICO,       -,       -,1,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.0
" TV, SOM E INFORMÁTICA",-0.99,2.72,0.07,-1.53,0.63,0.98,-2.66,0.14,1.07,0.08,-0.69,-2.29,-0.13,0.62,-0.95,-0.99,0.17
 TELEVISOR,-0.07,1.77,2.6,-2.33,2.06,2.46,-2.46,-0.3,2.14,1.75,1.19,-2.51,0.51,1.15,-1.01,-0.29,1.15
 APARELHO DE SOM,       -,       -,       -,-1.53,       -,       -,       -,       -,2.35,       -,       -,       -,       -,       -,-0.95,-0.77,0.35
 VIDEOGAME (CONSOLE),       -,       -,       -,2.69,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.69
 COMPUTADOR PESSOAL,-2.65,4.54,-3.79,-1.4,-1.42,-0.33,-3.04,0.79,-1.32,-2.17,-3.24,-1.88,-1.36,-0.32,-0.7,-2.12,-1.4
 CONSERTOS E MANUTENÇÃO,-0.18,-0.16,0.46,1.79,1.09,1.66,0.61,1.8,0.98,0,0.06,0.3,2.59,0.42,0.48,-0.8,0.7
 CONSERTOS E MANUTENÇÃO,-0.18,-0.16,0.46,1.79,1.09,1.66,0.61,1.8,0.98,0,0.06,0.3,2.59,0.42,0.48,-0.8,0.7
 CONSERTO DE REFRIGERADOR,       -,1.24,       -,-0.29,       -,       -,0.12,       -,4.03,       -,-1.65,       -,       -,       -,-0.53,       -,0.13
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,-1.32,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.32
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,-1.91,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.91
 REFORMA DE ESTOFADO,0,-1.61,1.35,0.54,-0.27,2.3,       -,5.03,2.15,       -,       -,0,-0.87,-0.24,       -,-2.59,0.54
 CONSERTO DE APARELHO CELULAR,       -,-1.5,0.22,0.03,-1.29,0.04,1.13,0.14,-0.11,1.82,0.44,0.11,3.41,0.92,0,-0.02,0.03
 CONSERTO DE BICICLETA,-0.21,3.97,0.31,5.44,1.79,1.65,0.86,1.63,0.29,-0.39,0.83,0.35,2.84,0.41,1.64,-0.47,1.08
 VESTUÁRIO,2,0.91,1.18,0.18,-1.62,0.95,1.01,2.52,2.8,0.28,-1.05,1.12,0.81,2.25,0.42,0.92,0.31
 ROUPAS,1.95,0.76,1.19,0.42,-1.44,0.78,1.24,2.86,3.14,0.02,-1.21,0.95,1.21,2.37,0.25,0.83,0.35
 ROUPA MASCULINA,1.44,0.84,1.34,0.25,-0.09,-1.19,1.63,3.47,3.1,0.02,-1.02,0.95,2.68,3.12,-1.28,2.05,0.73
 CALÇA COMPRIDA MASCULINA,0.63,0.09,1.46,-2.39,1.03,-0.91,2.11,2.96,3.46,0.47,-1.97,0.52,1.66,3.84,-1.52,0.35,0.76
 AGASALHO MASCULINO,       -,-3.05,       -,       -,       -,       -,       -,       -,       -,-1.59,       -,       -,       -,       -,       -,       -,-2.54
 BERMUDA/SHORT MASCULINO,1.77,0,0.4,0.83,1.33,1.67,0.38,3.18,3.68,0.24,-0.92,0.73,0.94,2.22,-1.4,1.37,1.16
 CUECA,       -,       -,       -,       -,       -,       -,0.85,       -,       -,       -,       -,       -,       -,0.57,-2.89,       -,-0.13
 CAMISA/CAMISETA MASCULINA,1.58,2.72,1.54,1.41,-0.94,-1.78,2.12,3.79,2.62,-0.02,-0.43,1.23,3.86,3.3,-0.82,3.02,0.72
 ROUPA FEMININA,2.63,0.75,0.48,0.54,-2.89,1.91,0.68,2.93,3.4,-0.42,-1.97,0.08,0.5,2.06,0.86,-0.03,-0.15
 CALÇA COMPRIDA FEMININA,2.73,1.64,-1.39,1.25,-2.82,3.33,1.34,3.29,3.69,0.18,-2.83,0.65,-1.44,0.69,-0.2,0.04,-0.27
 AGASALHO FEMININO,       -,-1.71,-2.87,       -,       -,       -,       -,       -,       -,-0.81,       -,       -,-1.3,       -,       -,       -,-1.83
 SAIA,       -,       -,       -,0.42,       -,       -,-0.47,       -,       -,       -,       -,       -,       -,-2.68,0.02,1.18,-0.07
 VESTIDO,2.23,1.35,2.02,3.86,-3.02,0.91,-0.26,2.37,2.74,-0.07,-3,-1.41,1.92,3.68,2.19,-0.33,0.11
 BLUSA,3.13,0.11,1.14,-1.57,-2.91,1.89,1.04,3.32,3.98,-1.14,-2,0.55,-0.28,3.14,0.82,-0.88,-0.38
 LINGERIE,       -,2.26,1.34,0.43,-2.78,       -,-0.09,0.17,3.12,0.41,-0.28,       -,3.28,0.01,-0.19,-1.63,-0.28
 BERMUDA/SHORT FEMININO,1.08,       -,0.75,0.71,       -,       -,2.21,3.82,3.48,0.74,2.08,1.62,2.78,2.42,1.47,3.5,1.89
 ROUPA INFANTIL,1.21,0.65,2.59,0.47,-0.7,1.5,1.61,1.22,2.72,0.93,0,2.95,0.32,1.3,2.35,0.32,0.76
 UNIFORME ESCOLAR,       -,       -,0.38,-0.03,2.57,0.98,0,1.22,       -,0.18,2.59,0.46,       -,       -,2.49,-0.34,1.28
 CALÇA COMPRIDA INFANTIL,       -,-2.81,2.73,       -,-2.92,3.25,       -,       -,3.83,-0.31,0.55,       -,0.82,-1.44,3.56,       -,-0.7
 AGASALHO INFANTIL,       -,-3.3,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-3.3
 VESTIDO INFANTIL,1.48,0.75,3.55,-2.04,       -,3.53,2.36,0.24,3.14,       -,0.23,1.56,-0.87,-3.3,0.84,-1.49,1.48
 BERMUDA/SHORT INFANTIL,-1.7,       -,       -,0.55,0.58,       -,2.24,3.75,3.52,       -,       -,2.75,3.34,2.55,2.87,3.5,1.08
 CAMISA/CAMISETA INFANTIL,2.47,2.41,3.21,-0.54,-0.78,0.48,1.32,-1.25,3.56,1.55,-0.76,3.87,-1.31,3.77,2.8,3.23,1.01
 CONJUNTO INFANTIL,1.91,3.92,2.8,3.35,-2.06,1.56,3.19,3.36,0.09,1.73,-1.9,3.75,0.24,3.81,2.12,-2,0.71
 CALÇADOS E ACESSÓRIOS,2.08,1.15,1.24,-0.46,-2.03,2.01,0.31,2.05,2.36,0.87,-0.75,1.52,0.54,2.1,0.94,1.22,0.25
 CALÇADOS E ACESSÓRIOS,2.08,1.15,1.24,-0.46,-2.03,2.01,0.31,2.05,2.36,0.87,-0.75,1.52,0.54,2.1,0.94,1.22,0.25
 SAPATO MASCULINO,2.83,2.82,0.76,-1.03,3.51,-0.47,0.59,3.33,2.18,0.82,-0.23,1.63,1.58,3.3,-2.12,-2.11,1.69
 SAPATO FEMININO,3.99,3.75,1.25,-2.61,-2.57,3.72,0.45,3.76,2.18,0.09,1.87,3.09,-2.56,3.62,0.23,-1.24,0.4
 SAPATO INFANTIL,       -,       -,       -,-2.57,       -,       -,1.52,       -,3.34,1.64,-2.76,       -,1.69,1.08,0.98,3.61,0.92
 BOLSA,-0.46,1.89,2.82,3.65,       -,1.47,1.97,-0.27,1.34,-2.24,-0.09,       -,-2.46,-2.95,3.15,2.01,1.09
 MOCHILA,       -,       -,       -,0.65,       -,       -,2.37,-0.77,       -,       -,       -,       -,       -,1.84,1.49,       -,0.99
 TÊNIS,1.55,-0.58,1.24,1.21,-2.99,1.57,-2.13,1.97,1.51,1.57,-1.84,0.25,3.36,1.93,-0.84,3.11,-0.57
 SANDÁLIA/CHINELO,1.53,-0.46,1.01,-0.79,-1.87,2.2,0.17,1.83,3.85,1.21,-1.23,2.5,-2.6,0.98,2.98,1.89,0.46
 JOIAS E BIJUTERIAS,2.52,1.5,0.83,0.27,-2.15,-0.18,1.75,1.39,1.07,0.62,-0.94,1.43,-1.14,1.53,0.15,0.42,0.01
 JOIAS E BIJUTERIAS,2.52,1.5,0.83,0.27,-2.15,-0.18,1.75,1.39,1.07,0.62,-0.94,1.43,-1.14,1.53,0.15,0.42,0.01
 BIJUTERIA,       -,       -,3.94,       -,       -,-2.74,       -,       -,-1.36,       -,       -,       -,       -,       -,       -,0.94,0.77
 JOIA,2.63,0.78,-0.22,2.5,-2.61,0.61,2.45,1.77,       -,0.64,-0.98,0.69,-1.14,0.12,0,-1.19,-0.27
 RELÓGIO DE PULSO,2.28,3.43,       -,-2.94,-0.63,       -,-0.01,0.59,3.43,0.56,-0.77,2.9,       -,2.37,0.63,2.63,0.69
 TECIDOS E ARMARINHO,-0.12,1.21,1.3,0.88,-0.44,0.62,0.7,-0.28,1.24,1.12,1.31,1.52,1.58,1.88,0.49,1.83,0.6
 TECIDOS E ARMARINHO,-0.12,1.21,1.3,0.88,-0.44,0.62,0.7,-0.28,1.24,1.12,1.31,1.52,1.58,1.88,0.49,1.83,0.6
 TECIDO,-0.12,2.64,1.82,0.88,-0.36,0.62,0.7,-0.28,1.24,1.66,0.24,1.3,1.58,1.88,0.49,1.83,0.72
 ARTIGOS DE ARMARINHO,       -,-1.28,0.34,       -,-0.59,       -,       -,       -,       -,0.34,3.81,1.88,       -,       -,       -,       -,0.05
 TRANSPORTES,1.67,3.04,2.33,1.99,1.63,0.82,0.9,1.68,1.56,2.37,1.17,1.25,1.57,2.07,1.16,2.48,1.82
 TRANSPORTES,1.67,3.04,2.33,1.99,1.63,0.82,0.9,1.68,1.56,2.37,1.17,1.25,1.57,2.07,1.16,2.48,1.82
 TRANSPORTE PÚBLICO,1.69,4.79,2.28,5.91,4.27,8.54,2.31,5.88,5.24,6.84,7.56,3.2,4.29,5.6,0.36,5.64,4.12
 ÔNIBUS URBANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TÁXI,0,0,0,0,0,       -,0,0,0,       -,       -,0,0,0,0,0,0.0
 TREM,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,0.04,-5.78,-0.04,0.08,       -,1.18,6.55,2.75,0,-0.94,0.14,0.73,0,0.69,0,0.19
 ÔNIBUS INTERESTADUAL,3.37,       -,4.64,2.31,0.93,-3.53,-2.92,3.69,0.97,2.61,0.02,1.52,-1.49,2.87,1.95,-1.62,1.08
 PASSAGEM AÉREA,17.87,36.52,24.95,36.03,27.21,40.03,13.53,43.73,39.59,27.04,28.85,14.5,21.51,22.04,-1.08,57.46,28.19
 METRÔ,0,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,1.87,0,0,-1.85,1.22,       -,       -,0,0,       -,0,0,       -,0,0,-0.59
 TRANSPORTE POR APLICATIVO,3.82,-0.05,2.59,25.87,11.46,4.83,       -,13.56,15.54,       -,28.81,12.17,15.53,       -,2.68,0.54,9.18
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,0.83,1.46,1.46,1.46,0.73,0.31,0.14,1.2,1.16,0.36,0.13,0.87,1.17,1.93,0.55,1.4,0.83
 AUTOMÓVEL NOVO,0.8,2.21,1.75,2.75,2.05,0.85,0.43,1.51,0.59,0.72,1.58,0.92,1.43,3.57,1.05,2.55,1.58
 EMPLACAMENTO E LICENÇA,0.11,0.03,0.11,0.11,0.06,0.11,0.11,0.09,0.12,0.04,0.11,0.09,0,0.1,0.11,0.09,0.08
 SEGURO VOLUNTÁRIO DE VEÍCULO,6.68,2.42,5.66,3.38,4.59,-3.36,0.32,3.39,4.82,0.6,-1.79,3.85,-2.53,5.39,3.16,0.66,3.16
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,4.67,2.41,3.45,4,-2.16,2.55,1.14,1.72,-0.79,1.1,       -,2.83,-0.82,2.37,0.46,2.37
 ACESSÓRIOS E PEÇAS,-1.09,2.26,3.19,-1.15,-0.18,2.18,-1.58,2.89,-1.13,-0.87,-0.37,0.41,-0.88,3.81,1.41,3.39,0.43
 PNEU,       -,3.75,0.97,1.1,3.64,0.67,4.82,3.42,1.55,1.03,-0.14,0.04,0.26,2.18,1.19,1.14,2.18
 CONSERTO DE AUTOMÓVEL,0.34,1.46,1.63,-0.1,-5.93,1.3,-2.04,1.04,1.77,-1.57,-0.75,-0.71,2.61,1.1,-0.02,1.26,-1.41
 ESTACIONAMENTO,       -,0,       -,       -,-0.35,       -,       -,       -,2.99,0.5,       -,       -,       -,       -,       -,       -,-0.02
 PEDÁGIO,       -,-1.25,       -,       -,0,       -,       -,       -,       -,0,       -,0,       -,       -,       -,       -,-0.07
 AUTOMÓVEL USADO,0.04,1.78,1.65,       -,2.57,2.1,0.73,1.71,0.98,1.56,-0.1,1.74,1.6,0.84,2.12,0.42,1.6
 PINTURA DE VEÍCULO,       -,       -,0.35,0.61,       -,       -,       -,       -,3.39,       -,       -,       -,       -,       -,       -,       -,1.29
 ALUGUEL DE VEÍCULO,1.6,       -,       -,       -,       -,       -,-0.57,       -,3.19,       -,       -,       -,       -,       -,       -,       -,1.72
 MOTOCICLETA,0.61,-0.02,0.19,0.42,1.5,-0.26,0.18,0.36,0.28,0.49,0.63,1.59,-0.42,1.71,-0.86,0.35,0.63
 COMBUSTÍVEIS (VEÍCULOS),2.99,4.51,3.46,1.12,2.12,-0.7,1.35,0.78,0.19,5.05,1.67,1.45,1.71,1.26,2.29,2.18,2.43
 GASOLINA,3.3,4.59,3.32,1.04,1.86,-0.81,1.35,0.77,0.11,4.91,1.31,1.5,1.69,1.3,2.27,2.21,2.32
 ETANOL,4.74,       -,5.16,2.9,3.22,2.49,       -,       -,0.29,6.37,3.49,       -,3.41,       -,       -,       -,3.79
 ÓLEO DIESEL,0.93,1.45,1.48,0.65,-1.34,0.88,1.41,0.66,1.45,1.65,1.14,0.37,0.5,0.91,2.63,1.13,0.67
 GÁS VEICULAR,0.63,       -,       -,       -,       -,       -,       -,1.65,       -,       -,       -,       -,       -,       -,       -,       -,0.68
 SAÚDE E CUIDADOS PESSOAIS,0.03,0.73,0.55,0.39,0.25,0.05,0.2,0.8,0.55,0.55,0.43,0.39,0.92,0.75,0.48,0.64,0.39
 PRODUTOS FARMACÊUTICOS E ÓTICOS,-0.83,0.66,-0.45,-0.01,-0.22,-0.49,1.36,0.18,0.13,0.17,0.18,-0.2,0.32,1.86,-0.2,0.04,-0.06
 PRODUTOS FARMACÊUTICOS,-0.81,0.82,-0.3,-0.32,-0.32,-0.52,1.07,-0.03,0.36,0.27,0.25,-0.42,0.32,1.92,-0.2,0.08,-0.07
 ANTI-INFECCIOSO E ANTIBIÓTICO,-0.57,0.99,2.87,-0.96,-1.43,-2.11,0.3,0.8,-0.14,1.07,3,-1.07,2.36,3.35,-0.07,-0.5,0.26
 ANALGÉSICO E ANTITÉRMICO,2.77,-1.31,2.54,-1.28,2.66,0.17,2.62,-0.45,-0.47,-0.12,0.74,-0.39,-0.48,1.55,-1.05,-0.87,1.1
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,0.63,0.05,-0.45,-0.95,-3.79,-1.31,1.01,0.13,0.04,0.61,-1.1,-0.01,-1.7,2.7,-0.43,-0.29,-0.92
 ANTIGRIPAL E ANTITUSSÍGENO,2.74,2.78,0.8,-0.21,2.06,1.17,1.82,1.54,2.47,2.81,1.94,1.13,1.59,2.69,-1.67,0.93,1.88
 DERMATOLÓGICO,0.58,0.12,-0.22,-0.74,-1.51,1.17,       -,-0.71,0.7,0.36,       -,-0.06,0.78,0.16,0.67,-0.01,-0.42
