"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - MARÇO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 SOPA DESIDRATADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.36,0.0,0.0,2.36,0.0,0.0,0.0,-0.84
 AZEITONA,1.29,1.11,2.02,0.88,0.95,2.08,0.0,0.76,2.53,0.79,1.71,-1.9,0.08,2.24,0.0,0.0,1.16
 MILHO-VERDE EM CONSERVA,-1.62,0.35,2.92,2.46,-0.52,0.0,2.53,2.63,-1.41,2.07,-1.22,0.78,0.75,0.77,0.74,0.29,0.74
 ATUM EM CONSERVA,-1.92,1.14,0.0,-1.07,-0.49,0.81,0.0,0.0,0.04,1.61,0.0,0.0,0.0,0.0,0.0,0.0,-0.1
 SAL E CONDIMENTOS,1.15,-0.33,1.31,3.55,0.0,-0.12,2.04,2.11,3.18,0.14,2.23,2.3,1.84,2.53,3.75,-0.38,0.89
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66
 ATOMATADO,0.15,-0.46,-0.15,0.79,-1.15,-0.7,0.5,-0.01,-0.42,0.88,2.22,-0.6,-1.73,1.16,2.19,-1.57,-0.28
 ALHO,1.82,0.0,3.27,11.15,0.79,1.51,1.64,3.14,6.99,-1.11,3.07,3.12,4.74,5.12,6.88,1.2,2.37
 SAL,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,-0.28,0.59,-0.41,1.22
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04
 FERMENTO,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.47
 MAIONESE,0.43,-2.67,0.27,2.95,-0.3,-0.51,3.46,0.6,0.0,0.29,0.0,2.31,1.91,2.62,0.0,0.0,-0.17
 VINAGRE,0.0,1.26,0.0,-0.45,2.56,-3.56,1.41,0.0,1.74,0.0,0.0,0.0,0.0,0.0,1.95,-0.97,1.41
 CALDO CONCENTRADO,0.0,0.81,0.0,2.03,0.0,0.0,0.0,2.6,1.06,0.0,3.04,4.26,0.0,0.0,0.0,0.0,1.74
 TEMPERO MISTO,0.0,1.03,0.86,0.66,0.15,-0.11,3.53,2.06,3.11,0.48,-0.49,1.32,0.0,-2.42,0.3,-0.88,0.68
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.74,-0.14,1.03,1.06,1.09,1.52,0.28,0.33,0.28,1.75,1.26,0.99,-0.04,-0.03,0.92,0.95,0.89
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.74,-0.14,1.03,1.06,1.09,1.52,0.28,0.33,0.28,1.75,1.26,0.99,-0.04,-0.03,0.92,0.95,0.89
 REFEIÇÃO,0.9,0.1,0.1,0.88,0.2,0.74,0.3,0.18,0.01,0.83,0.91,0.91,0.69,0.13,-0.21,0.12,0.38
 LANCHE,0.1,-1.37,2.92,1.81,2.76,3.46,0.12,0.53,0.68,3.76,1.33,0.97,-1.79,-0.35,2.97,3.71,1.88
 REFRIGERANTE E ÁGUA MINERAL,-0.51,2.51,1.37,0.08,0.44,1.31,-0.32,0.79,1.29,0.91,1.34,0.94,0.53,0.22,-0.66,-0.78,0.75
 CAFEZINHO,0.0,0.18,0.0,0.0,-1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.95
 CERVEJA,2.26,1.84,0.45,0.26,3.27,0.83,1.14,1.38,0.55,0.55,3.48,1.51,1.98,-0.02,0.31,-0.62,1.7
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,-1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,3.77,0.0,1.08,0.0,0.33
 VINHO,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.95,1.2
 SORVETE,0.0,0.0,0.0,0.0,1.75,0.0,0.0,1.05,0.68,1.06,2.03,0.0,0.99,-0.01,0.0,0.1,1.39
 HABITAÇÃO,0.77,1.21,0.83,-0.08,0.96,1.16,1.66,0.09,-0.01,0.72,-0.34,1.47,0.66,0.97,1.55,0.93,0.81
 ENCARGOS E MANUTENÇÃO,0.11,0.35,0.6,0.27,0.31,0.85,0.48,0.1,0.48,0.47,-0.41,0.28,-0.01,0.89,0.37,0.86,0.33
 ALUGUEL E TAXAS,0.09,0.27,0.59,0.02,0.09,0.84,0.41,0.1,0.18,0.38,-0.61,0.07,0.19,0.74,0.25,0.74,0.2
 ALUGUEL RESIDENCIAL,0.18,0.14,1.06,0.0,0.43,0.61,0.9,0.19,-0.25,-0.11,-0.95,0.0,0.26,1.11,0.45,0.19,0.31
 CONDOMÍNIO,0.0,0.84,0.12,0.06,-0.34,1.66,-0.01,0.0,0.9,0.29,-0.78,0.26,-1.89,-0.76,0.08,2.07,0.06
 TAXA DE ÁGUA E ESGOTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.48,0.13
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.94,0.0,0.0,0.0,7.94
 REPAROS,0.21,0.67,0.92,0.0,0.94,0.72,-0.32,0.22,1.13,0.6,1.31,1.76,-0.2,1.47,-0.03,1.99,0.71
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,-1.45,0.0,0.0,4.67,0.0,0.0,0.97
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,-0.98,0.0,1.85
 VIDRO,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72
 TINTA,0.75,1.17,1.98,2.94,3.06,1.7,0.71,0.25,0.51,0.19,2.34,3.78,-0.38,2.17,2.1,2.53,1.88
 REVESTIMENTO DE PISO E PAREDE,-2.13,0.25,4.38,-0.74,-1.23,0.0,0.24,-0.78,4.4,3.2,2.4,2.61,0.0,3.43,-1.62,4.65,0.24
 MADEIRA E TACO,0.0,1.68,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,2.4,1.86,0.0,1.76
 CIMENTO,0.0,0.0,0.0,-3.71,0.0,0.0,-2.07,2.54,1.34,0.0,0.0,2.38,-3.2,-0.09,-0.24,0.0,-0.32
 TIJOLO,2.47,0.0,0.0,0.0,0.0,0.0,-2.8,0.0,0.0,0.0,1.05,3.62,0.0,1.27,0.0,0.0,0.79
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,8.12,0.0,0.0,0.0,0.55,0.0,0.0,0.0,1.01,0.0,0.0,0.0,7.02
 MÃO DE OBRA,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
 AREIA,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,-1.86,0.0,1.39
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,1.12
 TELHA,0.0,2.41,-2.61,2.02,0.0,0.0,-1.06,0.0,0.0,-1.51,0.0,0.0,0.0,0.0,2.13,0.0,-0.06
 ARTIGOS DE LIMPEZA,0.3,0.52,0.35,2.64,1.54,1.25,2.48,-0.12,2.12,1.08,-0.23,-0.62,-1.32,-0.08,1.76,0.22,1.06
 SACO PARA LIXO,0.0,-3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.73,0.0,0.0,0.0,-3.46
 ÁGUA SANITÁRIA,2.22,0.6,1.92,1.66,0.91,1.25,2.61,0.56,2.67,0.0,-0.76,0.0,0.02,0.44,2.34,0.84,1.25
 DETERGENTE,1.85,0.68,0.16,2.81,2.03,1.91,2.53,0.34,2.69,1.35,0.37,0.32,1.14,0.41,0.0,0.43,1.53
 SABÃO EM PÓ,-0.24,1.92,0.22,2.96,3.08,-0.35,2.94,-1.82,2.44,2.04,-0.76,-4.47,-0.34,-0.59,2.33,-2.2,1.46
 DESINFETANTE,-1.06,0.85,1.45,3.41,0.42,0.95,2.57,2.76,2.06,-0.05,-1.51,-0.04,0.0,0.0,0.94,0.0,0.94
 SABÃO EM BARRA,0.19,0.0,-0.96,5.35,0.0,0.0,1.02,0.77,1.28,0.0,0.0,-1.63,-2.85,0.71,1.03,4.89,1.02
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,0.0,2.89,0.0,0.0,0.0,0.0,4.27
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,-1.99,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.96,1.7
 LIMPADOR MULTIUSO,0.0,2.31,0.0,0.0,1.66,6.14,0.0,0.0,0.0,-2.43,0.0,0.0,0.0,0.0,0.0,0.0,1.4
 PAPEL TOALHA,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38
 AMACIANTE E ALVEJANTE,-1.26,-0.12,0.08,0.0,-0.18,1.74,2.61,-0.53,0.83,-0.54,0.77,2.94,-4.28,0.25,1.2,0.51,0.0
 COMBUSTÍVEIS E ENERGIA,1.86,2.56,1.15,-0.54,2.56,2.15,2.6,0.09,-0.72,1.16,-0.24,3.26,1.45,1.02,2.55,1.04,1.65
 COMBUSTÍVEIS (DOMÉSTICOS),3.45,7.43,6.26,3.93,3.72,5.66,3.72,4.78,4.91,4.98,3.47,4.98,4.25,4.31,4.38,3.77,4.56
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,-0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.09,0.0,-1.87
 GÁS DE BOTIJÃO,4.85,7.43,6.26,3.93,4.73,5.66,3.89,4.78,4.91,4.38,3.47,4.98,4.25,4.31,4.97,3.77,4.98
 GÁS ENCANADO,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,1.09
 ENERGIA ELÉTRICA RESIDENCIAL,1.47,1.38,-0.39,-2.23,2.2,1.16,2.27,-1.68,-2.95,-0.14,-1.27,2.79,0.65,0.0,1.64,0.0,0.76
 ENERGIA ELÉTRICA RESIDENCIAL,1.47,1.38,-0.39,-2.23,2.2,1.16,2.27,-1.68,-2.95,-0.14,-1.27,2.79,0.65,0.0,1.64,0.0,0.76
 ARTIGOS DE RESIDÊNCIA,1.04,0.71,1.47,0.67,0.5,-0.43,1.42,-0.2,0.71,0.87,0.38,0.59,0.17,-0.35,0.73,0.9,0.69
 MÓVEIS E UTENSÍLIOS,0.53,1.27,2.27,0.57,0.24,0.57,1.8,-0.21,0.89,1.11,0.06,0.55,0.42,-0.1,0.98,0.73,0.8
 MOBILIÁRIO,0.42,1.18,2.75,0.76,-0.85,1.04,2.02,-0.68,0.85,1.59,-0.4,0.17,1.21,0.2,0.4,0.59,0.54
 MÓVEL PARA SALA,0.54,0.46,1.86,-0.6,-1.7,1.25,2.96,-1.09,-1.66,1.5,-1.51,-1.41,2.15,0.59,1.53,0.4,-0.2
 MÓVEL PARA QUARTO,0.45,2.46,2.94,1.32,-0.36,1.58,1.16,-0.78,2.12,1.95,-0.29,1.64,0.66,1.56,0.42,0.28,0.94
 MÓVEL PARA COPA E COZINHA,0.02,0.22,0.34,2.89,-0.3,-1.75,2.23,1.23,1.47,1.92,0.74,-1.2,0.88,-2.9,0.31,2.4,0.5
 MÓVEL INFANTIL,0.0,0.0,0.0,-2.2,0.0,0.0,0.0,-2.2,1.4,-1.39,0.84,0.0,2.63,-3.36,-3.57,-1.27,-0.68
 COLCHÃO,0.0,2.12,10.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35
 UTENSÍLIOS E ENFEITES,0.45,1.13,0.62,0.11,1.87,-0.04,1.18,1.6,0.46,-0.15,0.64,1.38,-0.65,-0.57,1.33,0.2,0.92
 ARTIGOS DE ILUMINAÇÃO,2.55,0.79,-0.22,0.88,1.41,1.07,1.08,1.09,2.08,0.1,0.0,0.0,1.58,0.0,-0.22,-1.33,1.08
 TAPETE,1.5,3.62,0.0,0.0,4.55,-8.93,2.62,0.0,1.11,-0.89,2.64,1.44,-0.81,0.0,0.0,0.0,2.28
 CORTINA,-1.95,0.91,2.42,-0.54,-0.98,0.33,0.0,5.22,2.36,0.02,0.32,3.24,0.0,0.0,0.0,0.0,0.31
 UTENSÍLIOS DE METAL,0.39,0.09,-0.1,-0.82,1.85,1.44,0.59,-0.66,-1.04,0.38,0.6,-2.35,-1.67,-0.7,2.79,0.55,0.6
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,0.73,0.87,3.64,0.26,1.47,2.28,-0.71,-1.2,0.0,5.03,-1.44,-0.84,1.48,1.35,1.47
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,-0.62,0.0,0.0,0.0,-0.71,-0.31,0.03
 FLORES NATURAIS,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,0.51,1.35,0.0,0.0,0.0,1.9,0.0,0.0,-0.45,1.12,0.61,0.6,0.0,0.0,0.6
" CAMA, MESA E BANHO",1.6,1.95,2.88,0.56,2.34,-0.22,2.33,-0.09,1.84,1.9,0.85,0.68,-0.61,-0.19,2.95,2.52,1.85
 ROUPA DE CAMA,1.6,1.95,2.88,0.07,2.34,-0.22,2.33,0.71,1.84,1.9,0.85,0.68,-1.39,-0.02,2.95,2.52,1.9
 ROUPA DE BANHO,0.0,0.0,0.0,1.99,0.0,0.0,0.0,-1.87,0.0,0.0,0.0,0.0,1.36,-0.81,0.0,0.0,0.33
 APARELHOS ELETROELETRÔNICOS,1.38,-0.14,0.72,0.78,1.12,-1.96,1.23,-0.17,0.64,0.77,0.99,0.49,0.16,-0.41,0.6,1.41,0.72
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-0.26,-0.99,0.18,-0.7,-1.47,-3.24,-0.27,-1.15,-0.76,-0.71,-0.02,-1.1,-1.09,-0.65,-1.42,-0.77,-0.92
 REFRIGERADOR,0.24,-0.18,1.41,0.77,-1.01,-2.33,1.26,1.03,0.48,-0.52,-1.42,-0.4,-0.76,0.48,0.79,0.75,-0.21
 AR-CONDICIONADO,-1.01,-5.75,0.0,-2.68,-2.64,-3.68,-4.52,-0.08,-1.94,-2.4,2.23,-2.33,-3.08,1.06,0.0,0.0,-2.56
 MÁQUINA DE LAVAR ROUPA,0.61,1.46,-1.15,-0.48,-0.55,-3.15,0.5,-1.45,0.52,1.34,0.99,-0.05,1.14,-0.89,-0.35,-1.31,-0.05
 VENTILADOR,0.0,0.0,0.0,-1.0,0.0,0.0,-2.54,-3.59,0.0,0.0,0.0,0.0,-1.53,-0.21,-3.23,-3.14,-2.31
 FOGÃO,-1.62,-1.45,-0.13,-2.41,-3.16,-5.35,-1.08,-3.55,-3.33,-3.08,0.55,-3.58,-2.83,-5.42,-4.61,-3.01,-2.5
 CHUVEIRO ELÉTRICO,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
" TV, SOM E INFORMÁTICA",2.8,0.99,1.27,2.25,3.82,-0.8,2.64,0.85,2.27,2.37,2.37,2.28,2.02,0.02,2.84,3.33,2.47
 TELEVISOR,2.52,2.22,2.44,2.36,4.06,-0.97,2.66,0.94,3.74,1.11,3.06,3.97,1.6,-0.03,2.38,3.99,2.81
 APARELHO DE SOM,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,2.84,-2.61,-0.47
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25
 COMPUTADOR PESSOAL,3.26,-1.25,-0.34,2.09,3.49,-0.67,2.61,0.73,1.47,4.0,1.52,-0.37,2.77,0.1,4.39,4.22,2.09
 CONSERTOS E MANUTENÇÃO,1.33,2.51,0.29,0.53,-1.34,1.16,0.98,-0.38,-0.03,0.14,-0.83,1.3,-1.16,-1.16,-0.01,-0.54,-0.09
 CONSERTOS E MANUTENÇÃO,1.33,2.51,0.29,0.53,-1.34,1.16,0.98,-0.38,-0.03,0.14,-0.83,1.3,-1.16,-1.16,-0.01,-0.54,-0.09
 CONSERTO DE REFRIGERADOR,0.0,3.62,0.0,-0.02,0.0,0.0,0.75,0.0,1.19,0.0,-0.7,0.0,0.0,0.0,0.43,0.0,0.75
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34
 REFORMA DE ESTOFADO,1.54,3.18,1.93,0.0,-0.06,1.91,0.0,-0.29,0.2,0.0,0.0,0.6,1.69,0.0,0.0,-0.58,0.84
 CONSERTO DE APARELHO CELULAR,0.0,-0.44,-1.17,0.0,-2.27,0.0,0.0,-0.14,-0.44,-0.76,-0.51,-0.76,-2.7,1.67,0.06,-2.11,-0.96
 CONSERTO DE BICICLETA,1.29,4.87,0.67,1.72,-1.44,0.83,1.99,-0.58,-0.16,0.34,-1.04,1.64,-0.69,-2.27,-0.38,1.48,-0.16
 VESTUÁRIO,0.22,0.36,-0.14,-0.37,1.23,-0.23,-0.52,-0.37,0.25,-0.12,-0.33,-0.54,0.95,0.48,0.21,-1.89,0.29
 ROUPAS,0.06,0.48,-0.59,-0.06,0.89,-0.3,-0.53,-0.39,-0.02,-0.5,0.11,-0.76,1.5,0.55,0.66,-2.17,0.15
 ROUPA MASCULINA,-0.25,0.96,-1.95,-1.16,0.56,-0.37,-2.04,-0.99,-0.19,-0.17,0.36,-0.52,0.89,1.83,0.62,-2.35,-0.22
 CALÇA COMPRIDA MASCULINA,-1.83,1.81,-2.92,0.13,-1.18,-1.55,-2.53,0.36,1.61,-0.7,2.63,-1.85,1.9,3.74,2.69,-1.23,-0.55
 AGASALHO MASCULINO,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,2.82
 BERMUDA/SHORT MASCULINO,0.19,-1.14,0.02,-0.86,-1.96,-3.53,-2.88,-2.0,0.05,-0.74,0.38,-0.81,0.66,1.26,0.52,-2.52,-0.97
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.56,0.0,1.3
 CAMISA/CAMISETA MASCULINA,0.05,0.16,-1.97,-1.95,2.03,0.76,-1.84,-1.01,-1.15,-0.02,-1.09,0.22,0.23,0.64,-0.37,-2.72,0.05
 ROUPA FEMININA,0.43,0.71,0.68,0.7,1.25,0.52,-0.14,-0.01,0.69,-0.16,0.17,-0.15,2.13,-0.64,0.85,-2.12,0.63
 CALÇA COMPRIDA FEMININA,0.34,-1.27,-0.18,0.97,3.52,0.85,-3.9,-0.88,-0.44,-0.61,0.62,1.38,1.16,0.58,-0.01,-3.28,0.78
 AGASALHO FEMININO,0.0,5.43,2.8,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.0,0.0,2.13,0.0,0.0,0.0,4.21
 SAIA,0.0,0.0,0.0,0.29,0.0,0.0,-0.82,0.0,0.0,0.0,0.0,0.0,0.0,-2.6,2.86,-2.26,-0.09
 VESTIDO,0.82,-1.2,1.69,1.55,3.14,1.89,-0.98,0.24,2.47,0.79,-1.13,0.21,2.77,-0.98,-2.86,-1.09,1.29
 BLUSA,-0.09,2.12,1.46,0.02,-0.98,-0.46,1.74,0.0,0.18,-0.03,0.67,-0.92,2.25,-0.68,3.76,-2.89,0.09
 LINGERIE,0.0,0.0,-1.81,2.15,1.72,0.0,1.65,0.43,-0.92,-2.69,0.79,0.0,3.0,0.13,1.21,0.42,0.41
 BERMUDA/SHORT FEMININO,1.99,0.0,-1.11,0.08,0.0,0.0,-0.15,0.54,1.13,-0.01,-0.45,-1.02,2.09,-1.8,1.91,-0.89,0.33
 ROUPA INFANTIL,-0.26,-0.85,-0.98,0.29,0.69,-1.94,1.95,-0.07,-0.98,-1.7,-0.44,-2.48,1.2,0.31,0.35,-1.94,-0.24
 UNIFORME ESCOLAR,0.0,0.0,-0.34,-0.23,0.3,-1.71,3.04,-0.27,0.0,0.65,1.26,-1.4,0.0,0.0,0.86,0.32,0.39
 CALÇA COMPRIDA INFANTIL,0.0,2.31,-0.36,0.0,1.05,-3.87,0.0,0.0,1.12,-1.33,0.9,0.0,3.97,0.91,4.1,0.0,0.62
 AGASALHO INFANTIL,0.0,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83
 VESTIDO INFANTIL,-3.14,-0.59,1.79,0.54,0.0,1.3,-0.94,-1.73,-2.48,0.0,-2.98,-3.58,0.01,1.91,-0.69,-3.02,-0.92
 BERMUDA/SHORT INFANTIL,-0.39,0.0,0.0,1.52,1.28,0.0,1.69,0.87,-2.23,0.0,0.0,-1.13,-1.17,-0.09,1.27,-3.36,0.35
 CAMISA/CAMISETA INFANTIL,1.38,-3.49,-1.85,-0.59,-1.43,-3.41,1.52,-0.8,0.18,-2.58,-1.1,-3.19,1.5,-1.2,-0.48,-3.19,-1.37
 CONJUNTO INFANTIL,-1.62,-3.42,-2.18,0.65,3.51,-0.51,3.99,1.41,-1.15,-3.32,-0.72,-2.21,1.43,0.43,-1.08,-1.72,0.25
 CALÇADOS E ACESSÓRIOS,0.35,-0.25,0.51,-1.3,2.37,-0.37,-0.79,-0.79,1.29,0.54,-1.56,-0.03,-0.66,-0.07,-1.01,-1.38,0.58
 CALÇADOS E ACESSÓRIOS,0.35,-0.25,0.51,-1.3,2.37,-0.37,-0.79,-0.79,1.29,0.54,-1.56,-0.03,-0.66,-0.07,-1.01,-1.38,0.58
 SAPATO MASCULINO,-2.23,-0.92,0.13,-2.36,0.54,-0.46,-2.08,-2.18,1.4,-1.44,-1.13,1.13,-0.99,0.29,0.84,-0.96,-0.63
 SAPATO FEMININO,0.96,1.47,-0.38,0.84,2.3,-0.04,-1.15,-1.75,0.44,0.56,-1.49,-2.37,-0.45,-2.87,-1.9,-1.46,0.77
 SAPATO INFANTIL,0.0,0.0,0.0,-1.89,0.0,0.0,0.17,0.0,-0.29,0.21,-0.81,0.0,-0.84,1.23,1.34,-0.63,-0.34
 BOLSA,-0.81,1.17,-2.99,-1.02,0.0,1.64,2.13,-2.85,0.74,2.38,-2.17,0.0,-0.95,1.09,3.12,0.58,-0.02
 MOCHILA,0.0,0.0,0.0,-0.17,0.0,0.0,1.78,-0.59,0.0,0.0,0.0,0.0,0.0,-2.89,-0.76,0.0,0.02
 TÊNIS,0.27,-0.59,1.84,-2.21,2.77,-1.09,0.02,0.48,2.52,0.94,-2.97,1.52,-0.84,3.6,-1.39,-1.51,1.17
 SANDÁLIA/CHINELO,2.44,-3.17,0.4,-1.54,2.46,-0.56,-2.13,-0.2,0.74,0.13,0.3,-1.75,-0.15,-1.92,-2.39,-2.27,0.23
 JOIAS E BIJUTERIAS,1.39,2.14,2.07,-0.11,0.13,0.54,1.45,2.49,-2.18,1.58,-0.56,-0.57,1.77,1.9,0.43,-1.26,0.75
 JOIAS E BIJUTERIAS,1.39,2.14,2.07,-0.11,0.13,0.54,1.45,2.49,-2.18,1.58,-0.56,-0.57,1.77,1.9,0.43,-1.26,0.75
 BIJUTERIA,0.0,0.0,0.96,0.0,0.0,-1.99,0.0,0.0,-1.99,0.0,0.0,0.0,0.0,0.0,0.0,-3.19,-0.85
 JOIA,2.19,3.18,2.44,0.98,-0.87,1.29,1.0,4.01,0.0,0.96,0.03,-1.25,1.77,1.11,1.71,0.98,1.0
 RELÓGIO DE PULSO,-0.61,-0.66,0.0,-1.81,3.43,0.0,2.53,-0.5,-2.39,3.74,-3.11,0.82,0.0,2.35,-3.17,-2.8,0.48
 TECIDOS E ARMARINHO,-0.12,-0.39,-0.3,1.66,0.87,0.23,-0.04,-0.15,-0.26,0.44,0.75,2.12,0.63,0.06,0.06,0.25,0.34
 TECIDOS E ARMARINHO,-0.12,-0.39,-0.3,1.66,0.87,0.23,-0.04,-0.15,-0.26,0.44,0.75,2.12,0.63,0.06,0.06,0.25,0.34
 TECIDO,-0.12,-0.27,0.11,1.66,0.52,0.23,-0.04,-0.15,-0.26,0.87,0.59,3.15,0.63,0.06,0.06,0.25,0.31
 ARTIGOS DE ARMARINHO,0.0,-0.58,-1.07,0.0,1.59,0.0,0.0,0.0,0.0,-0.16,1.14,0.32,0.0,0.0,0.0,0.0,0.5
 TRANSPORTES,3.57,3.51,5.4,2.99,3.21,4.94,2.56,2.95,3.9,4.19,5.65,3.93,4.47,3.67,2.31,4.73,3.81
 TRANSPORTES,3.57,3.51,5.4,2.99,3.21,4.94,2.56,2.95,3.9,4.19,5.65,3.93,4.47,3.67,2.31,4.73,3.81
 TRANSPORTE PÚBLICO,0.07,-2.59,0.47,2.12,-0.37,0.02,-0.51,-0.79,-1.93,-0.49,-0.77,-0.24,-0.84,-1.47,-0.54,0.63,-0.42
 ÔNIBUS URBANO,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
 TÁXI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TREM,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84
 ÔNIBUS INTERMUNICIPAL,0.0,0.0,1.55,1.2,0.0,0.0,0.0,0.0,1.41,0.0,0.74,-0.02,-0.55,0.0,0.0,0.0,0.29
 ÔNIBUS INTERESTADUAL,1.95,0.0,-3.83,-2.16,-3.78,-0.66,0.0,0.89,-1.5,-0.37,-1.33,-0.7,-1.52,-4.47,0.48,0.82,-1.36
 PASSAGEM AÉREA,-3.51,-3.99,-1.32,9.08,-0.48,-1.35,-3.01,-6.45,-13.64,-1.71,1.66,-1.3,-2.9,-4.21,-7.92,7.29,-1.96
 METRÔ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
