"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - DEZEMBRO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 MILHO-VERDE EM CONSERVA,-0.15,1.36,-0.91,2.61,1.16,0.0,-1.61,3.6,-0.28,1.96,2.42,1.06,3.72,3.76,0.86,1.24,0.86
 ATUM EM CONSERVA,4.72,0.82,0.0,-2.84,1.89,-0.97,0.0,0.0,1.96,0.96,0.0,0.0,0.0,0.0,0.0,0.0,1.6
 SAL E CONDIMENTOS,1.67,-0.16,-0.01,0.68,0.57,2.18,-0.19,-0.1,-0.07,2.63,-1.07,-1.15,0.83,0.9,0.67,-0.73,0.66
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94
 ATOMATADO,3.16,-1.31,0.15,4.09,0.16,1.14,-2.37,-0.98,-0.04,2.25,0.09,3.17,-0.31,1.5,0.68,-1.2,0.68
 ALHO,1.88,0.0,0.85,-3.3,1.72,4.55,2.07,-0.19,-1.39,2.17,-2.4,-3.53,1.47,-0.2,-1.28,-0.89,0.87
 SAL,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,3.22,2.42,0.83,1.06
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.98
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41
 FERMENTO,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,1.49
 MAIONESE,-2.09,0.77,-0.35,1.09,-0.5,-0.28,1.7,-0.15,0.0,5.43,0.0,2.64,2.96,3.42,0.0,0.0,0.71
 VINAGRE,0.0,1.09,0.0,-1.08,1.61,-0.05,-4.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,3.06,0.28,0.55
 CALDO CONCENTRADO,0.0,-2.18,0.0,0.84,0.0,0.0,0.0,-2.39,2.28,0.0,-1.77,-1.26,0.0,0.0,0.0,0.0,-0.93
 TEMPERO MISTO,0.0,1.11,-1.82,1.66,-0.02,2.6,-0.13,2.16,-0.61,1.21,0.62,-0.35,-1.73,1.25,3.53,-1.3,0.21
 ALIMENTAÇÃO FORA DO DOMICÍLIO,1.9,-0.05,0.49,-0.34,1.2,1.5,0.44,0.91,0.91,1.58,0.73,1.07,0.59,1.24,0.77,0.13,0.98
 ALIMENTAÇÃO FORA DO DOMICÍLIO,1.9,-0.05,0.49,-0.34,1.2,1.5,0.44,0.91,0.91,1.58,0.73,1.07,0.59,1.24,0.77,0.13,0.98
 REFEIÇÃO,1.57,0.6,0.83,0.5,1.45,1.1,0.69,0.59,1.18,0.77,0.34,1.28,1.18,0.21,-0.25,0.59,1.08
 LANCHE,2.85,-2.37,0.19,-2.89,1.36,2.54,0.03,2.01,0.88,3.66,1.18,1.43,-0.34,3.37,2.27,-1.32,1.08
 REFRIGERANTE E ÁGUA MINERAL,-1.05,0.27,-1.73,3.12,-0.61,0.7,1.25,0.44,0.39,0.84,0.96,1.17,-2.83,0.02,-2.51,1.19,-0.15
 CAFEZINHO,0.0,3.42,0.0,0.0,-4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.48
 CERVEJA,2.33,0.52,-0.77,2.86,-0.74,0.9,-0.31,-0.61,-0.41,-0.41,0.87,-0.62,2.29,0.0,2.22,-0.38,0.09
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,-3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.89,-2.07,0.0,-1.42,0.0,-2.76
 VINHO,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,1.64,0.9
 SORVETE,0.0,0.0,0.0,0.0,1.85,0.0,0.0,-0.94,0.61,0.87,1.29,0.0,-0.16,3.76,0.0,1.65,1.29
 HABITAÇÃO,0.14,2.42,0.35,0.95,0.8,0.83,1.46,0.42,0.7,0.59,-0.69,0.46,0.76,0.81,-0.15,0.37,0.74
 ENCARGOS E MANUTENÇÃO,0.69,0.66,0.43,1.13,0.9,1.18,-0.06,0.88,1.44,0.76,0.67,0.63,0.4,0.34,0.17,0.42,0.8
 ALUGUEL E TAXAS,0.54,0.58,0.41,1.42,0.86,1.25,0.01,0.8,1.55,0.89,0.59,0.59,0.29,0.07,-0.02,0.51,0.78
 ALUGUEL RESIDENCIAL,0.41,1.33,0.33,1.94,0.56,1.06,0.0,1.2,-0.44,1.42,0.46,0.45,0.39,0.26,-0.03,0.42,0.65
 CONDOMÍNIO,-0.25,0.15,1.19,1.88,1.8,2.19,0.03,0.7,-0.88,1.19,2.04,1.48,-0.09,-1.91,0.13,1.27,1.11
 TAXA DE ÁGUA E ESGOTO,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48,0.0,0.0,0.0,5.48
 REPAROS,1.17,1.43,0.74,0.11,0.95,0.83,0.2,1.08,0.5,0.37,1.12,0.79,-0.16,0.05,-0.05,0.22,0.82
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,0.0,0.0,0.0,-1.2,0.0,0.0,1.28,0.0,0.0,-0.4
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,-2.15,0.0,0.0,0.0,0.0,2.86,0.0,0.53
 VIDRO,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
 TINTA,3.02,2.87,2.48,-1.4,1.04,0.19,1.22,-0.22,2.97,1.27,2.64,2.19,-1.65,1.5,-0.48,1.2,1.58
 REVESTIMENTO DE PISO E PAREDE,1.47,1.76,0.55,1.57,2.65,0.0,1.8,2.8,0.51,-0.84,1.57,0.41,0.0,-1.87,1.79,-0.04,1.71
 MADEIRA E TACO,0.0,0.85,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,2.02,-2.81,0.0,0.78
 CIMENTO,0.0,0.0,0.0,-1.05,0.0,0.0,-0.32,-0.64,-0.27,0.0,0.0,2.84,-0.7,-1.24,-0.31,0.0,-0.31
 TIJOLO,0.63,0.0,0.0,0.0,0.0,0.0,-2.28,0.0,0.0,0.0,-1.62,1.94,0.0,1.09,-0.05,0.0,-0.26
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,-1.36,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.65
 MÃO DE OBRA,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
 AREIA,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,-3.41,0.0,0.27
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05
 TELHA,0.0,2.54,-0.51,-1.67,0.0,0.0,-0.52,0.0,0.0,1.81,0.0,0.0,0.0,0.0,-0.17,0.0,0.87
 ARTIGOS DE LIMPEZA,1.86,0.09,0.18,0.3,1.36,0.57,-1.08,1.32,2.04,0.28,0.89,0.73,1.6,1.91,1.36,-0.01,0.91
 SACO PARA LIXO,0.0,-1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,-0.95
 ÁGUA SANITÁRIA,0.19,1.78,0.01,-0.96,0.52,-2.56,-1.57,0.83,1.57,0.0,1.98,0.0,1.8,-2.98,2.61,0.72,0.52
 DETERGENTE,0.88,-2.11,1.53,-0.24,1.22,0.61,0.63,-0.09,2.08,-0.75,1.1,2.25,2.28,1.24,0.0,-1.63,0.61
 SABÃO EM PÓ,2.96,0.88,-0.37,0.47,0.64,0.84,-3.4,1.95,2.93,0.55,0.99,-0.04,2.88,2.64,0.94,-1.76,0.84
 DESINFETANTE,-1.24,-2.74,0.33,1.22,1.53,2.06,-1.25,1.88,2.19,2.29,0.53,1.49,0.0,0.0,-2.13,0.0,0.66
 SABÃO EM BARRA,0.49,0.0,1.05,1.23,0.0,0.0,1.3,0.01,2.62,0.0,0.0,0.67,1.17,2.5,2.68,1.65,1.29
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.46,0.0,0.0,0.0,0.0,0.3
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,2.91,0.0,0.0,0.0,-0.12,0.0,0.0,0.0,0.0,0.0,1.88,0.74
 LIMPADOR MULTIUSO,0.0,1.37,0.0,0.0,2.95,-0.23,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,2.1
 PAPEL TOALHA,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86
 AMACIANTE E ALVEJANTE,3.06,1.78,-0.81,0.35,2.24,0.67,-0.41,2.6,0.19,0.24,0.36,0.64,-0.33,2.17,1.81,1.77,1.33
 COMBUSTÍVEIS E ENERGIA,-0.63,4.66,0.25,0.75,0.6,-0.04,2.46,-0.16,-0.18,0.32,-2.34,0.24,1.12,1.06,-0.37,0.3,0.65
 COMBUSTÍVEIS (DOMÉSTICOS),1.11,0.92,0.14,-0.97,3.52,-1.03,0.29,1.09,-0.09,0.35,-0.38,1.19,1.48,0.44,-1.51,1.11,1.15
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,2.16
 GÁS DE BOTIJÃO,1.33,0.92,0.14,-0.97,1.64,-1.03,0.25,1.09,-0.09,0.4,-0.38,1.19,1.48,0.44,-1.77,1.11,0.6
 GÁS ENCANADO,0.61,0.0,0.0,0.0,11.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55
 ENERGIA ELÉTRICA RESIDENCIAL,-1.07,5.61,0.29,1.43,-0.22,0.21,3.11,-0.63,-0.22,0.32,-2.88,0.0,1.01,1.25,0.2,0.0,0.5
 ENERGIA ELÉTRICA RESIDENCIAL,-1.07,5.61,0.29,1.43,-0.22,0.21,3.11,-0.63,-0.22,0.32,-2.88,0.0,1.01,1.25,0.2,0.0,0.5
 ARTIGOS DE RESIDÊNCIA,1.98,1.35,1.4,2.6,0.66,1.73,1.31,1.47,1.95,1.78,2.59,0.29,1.08,2.29,1.15,2.11,1.37
 MÓVEIS E UTENSÍLIOS,2.01,1.97,1.08,2.16,1.52,2.05,0.57,1.53,1.85,1.32,2.76,0.47,2.29,1.67,0.77,2.45,1.6
 MOBILIÁRIO,2.16,2.5,0.88,3.64,1.95,3.67,0.93,2.22,3.05,1.34,3.72,0.45,2.55,2.45,0.98,3.39,2.07
 MÓVEL PARA SALA,0.79,2.04,1.7,2.63,2.61,3.86,-1.59,2.5,4.17,0.16,3.72,0.96,3.66,1.16,0.32,2.24,2.1
 MÓVEL PARA QUARTO,3.06,3.17,0.0,3.71,1.07,3.44,3.07,2.34,2.57,1.89,3.18,-1.14,2.21,2.67,0.59,4.66,1.79
 MÓVEL PARA COPA E COZINHA,3.03,3.83,2.37,5.05,3.08,3.99,0.83,2.02,3.84,0.94,4.75,3.62,2.82,3.64,3.84,3.49,2.99
 MÓVEL INFANTIL,0.0,0.0,0.0,3.88,0.0,0.0,0.0,0.58,0.11,3.84,3.98,0.0,0.02,1.84,-0.37,-1.74,2.13
 COLCHÃO,0.0,-2.82,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.21
 UTENSÍLIOS E ENFEITES,1.6,0.55,1.6,-1.48,1.45,0.2,1.1,0.34,0.19,0.86,1.14,0.69,2.14,0.11,-0.46,0.81,0.97
 ARTIGOS DE ILUMINAÇÃO,0.94,1.87,1.23,-1.52,2.68,1.49,-1.44,1.48,0.8,2.01,0.0,0.0,0.14,0.0,1.47,0.14,1.48
 TAPETE,0.34,2.89,0.0,0.0,2.49,1.77,1.78,0.0,0.91,0.58,1.75,1.47,1.76,0.0,0.0,0.0,1.77
 CORTINA,1.08,1.83,0.51,-0.08,-0.03,0.73,0.0,0.72,0.61,1.16,1.86,-0.26,0.0,0.0,0.0,0.0,0.72
 UTENSÍLIOS DE METAL,2.9,-0.26,2.9,-1.78,1.92,-0.16,0.56,0.29,-1.95,0.75,1.13,0.91,3.42,0.39,-1.99,1.57,1.13
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,0.88,-2.61,-0.75,-1.37,3.11,-0.56,3.93,-0.13,0.0,0.47,2.72,0.91,0.17,0.69,0.17
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,-0.76,0.0,0.0,0.0,0.5,-0.9,0.57
 FLORES NATURAIS,0.0,-5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.2
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,1.0,-0.87,0.0,0.0,0.0,-0.34,0.0,0.0,1.22,1.01,0.63,-2.73,0.0,0.0,0.54
" CAMA, MESA E BANHO",2.41,2.42,1.17,1.46,-0.88,-2.21,-2.09,-1.33,0.48,2.33,2.78,0.21,1.42,1.8,2.02,0.96,0.6
 ROUPA DE CAMA,2.41,2.42,1.17,1.07,-0.88,-2.21,-2.09,-2.53,0.48,2.33,2.78,0.21,2.34,2.83,2.02,0.96,0.59
 ROUPA DE BANHO,0.0,0.0,0.0,2.56,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,-0.82,-1.98,0.0,0.0,1.15
 APARELHOS ELETROELETRÔNICOS,2.19,0.74,1.93,3.32,-0.14,1.56,1.64,1.67,2.09,2.3,3.15,0.18,0.05,2.88,1.64,2.29,1.25
 ELETRODOMÉSTICOS E EQUIPAMENTOS,1.6,1.67,2.05,4.68,1.4,1.6,0.33,1.1,2.92,1.55,2.91,1.36,-0.33,3.52,1.73,2.16,1.77
 REFRIGERADOR,1.46,1.36,3.31,5.43,2.75,0.98,0.1,0.61,2.53,1.74,3.93,2.22,0.39,3.21,0.86,3.4,2.31
 AR-CONDICIONADO,3.63,1.97,0.0,4.44,-2.14,4.49,0.71,-1.74,2.83,3.02,2.4,0.07,-1.06,2.09,0.0,0.79,1.21
 MÁQUINA DE LAVAR ROUPA,0.2,1.88,0.82,5.92,2.84,2.19,0.04,2.75,4.2,1.46,-0.43,0.97,-0.49,4.9,3.63,2.09,2.02
 VENTILADOR,0.0,0.0,0.0,4.79,0.0,0.0,1.43,-0.37,0.0,0.0,0.0,0.0,-1.59,4.74,-0.1,-1.57,1.39
 FOGÃO,1.96,1.72,2.33,1.6,-1.6,-0.44,0.45,2.87,2.61,0.67,5.98,1.06,-0.82,4.35,3.48,3.14,0.75
 CHUVEIRO ELÉTRICO,0.0,0.0,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28
" TV, SOM E INFORMÁTICA",2.71,-0.42,1.82,1.98,-1.69,1.52,2.94,2.27,1.12,3.14,3.48,-1.18,0.63,1.64,1.53,2.4,0.7
 TELEVISOR,2.76,0.34,1.59,2.59,-1.66,0.12,3.5,1.32,2.58,2.58,3.29,-1.37,-0.16,3.79,1.73,3.35,0.77
 APARELHO DE SOM,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,1.53,4.04,1.65
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84
 COMPUTADOR PESSOAL,2.6,-1.96,2.21,0.5,-1.75,2.89,1.89,3.74,-1.83,3.96,3.76,-0.81,2.21,-2.32,0.77,0.26,0.5
 CONSERTOS E MANUTENÇÃO,0.63,0.86,0.5,0.97,0.65,0.7,2.43,-0.04,1.45,1.74,-0.29,-0.05,0.18,1.63,0.25,-0.62,0.79
 CONSERTOS E MANUTENÇÃO,0.63,0.86,0.5,0.97,0.65,0.7,2.43,-0.04,1.45,1.74,-0.29,-0.05,0.18,1.63,0.25,-0.62,0.79
 CONSERTO DE REFRIGERADOR,0.0,2.02,0.0,2.86,0.0,0.0,1.16,0.0,0.76,0.0,0.56,0.0,0.0,0.0,-0.53,0.0,1.16
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48
 REFORMA DE ESTOFADO,1.53,-0.67,-1.08,0.76,3.75,0.71,0.0,1.65,4.33,0.0,0.0,0.0,4.75,0.36,0.0,2.36,2.0
 CONSERTO DE APARELHO CELULAR,0.0,0.23,0.56,0.15,-1.04,0.4,3.19,-1.26,-1.93,2.41,0.55,1.74,-1.97,1.71,0.0,-1.68,0.15
 CONSERTO DE BICICLETA,0.46,2.46,0.98,0.93,0.26,0.8,2.73,0.07,3.88,1.59,-1.11,-0.26,0.66,1.88,0.99,-1.39,0.71
 VESTUÁRIO,1.71,1.73,1.63,3.14,2.4,1.99,1.27,0.2,3.12,1.93,2.04,1.94,1.82,2.54,1.93,3.03,2.06
 ROUPAS,2.2,1.88,1.93,3.03,2.52,2.06,1.2,-0.53,3.61,2.34,1.75,2.21,2.34,2.65,1.76,3.24,2.21
 ROUPA MASCULINA,3.17,1.57,3.31,3.44,2.48,2.45,2.17,-1.24,3.78,2.59,3.02,2.05,1.55,2.22,2.11,3.85,2.53
 CALÇA COMPRIDA MASCULINA,3.81,2.01,3.45,3.43,0.18,-0.81,2.81,0.52,3.5,1.69,1.85,1.67,2.7,0.61,2.89,3.62,1.75
 AGASALHO MASCULINO,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,1.23
 BERMUDA/SHORT MASCULINO,1.41,1.36,3.0,3.99,3.83,3.64,2.04,0.06,3.9,2.58,3.81,1.52,1.17,2.18,2.72,3.83,2.84
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.88,3.84,0.0,1.75
 CAMISA/CAMISETA MASCULINA,3.55,1.55,3.31,3.22,3.36,3.87,2.05,-2.42,3.86,3.22,3.47,2.41,0.87,3.67,1.11,3.95,2.89
 ROUPA FEMININA,1.27,1.92,0.7,2.89,2.77,1.72,0.15,-0.38,3.57,2.47,0.97,2.3,3.07,2.88,1.81,3.13,2.0
 CALÇA COMPRIDA FEMININA,0.77,1.71,-0.67,3.65,2.88,2.89,-1.73,-2.76,3.48,2.58,3.41,3.56,3.18,2.72,1.73,3.0,1.91
 AGASALHO FEMININO,0.0,-1.08,2.81,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,2.43,0.0,0.0,0.0,0.48
 SAIA,0.0,0.0,0.0,3.31,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,1.64,3.1,3.91,2.34
 VESTIDO,2.5,1.64,-0.55,2.33,3.59,3.37,0.77,-0.36,3.77,-0.85,0.09,3.91,3.0,3.68,3.86,3.88,2.09
 BLUSA,0.68,3.29,1.79,3.37,2.48,0.22,0.91,0.66,3.8,3.6,0.74,0.55,3.39,3.17,0.8,3.21,2.21
 LINGERIE,0.0,0.8,2.16,0.02,2.14,0.0,0.31,1.65,2.82,3.77,0.72,0.0,2.41,1.34,1.09,2.72,1.9
 BERMUDA/SHORT FEMININO,1.66,0.0,1.2,2.79,0.0,0.0,-1.16,-0.79,3.48,2.38,-2.81,2.83,3.04,2.35,0.78,1.76,1.1
 ROUPA INFANTIL,2.69,2.37,2.31,2.57,2.08,2.15,1.36,0.76,3.33,1.7,1.01,2.26,2.23,3.13,0.89,2.31,2.11
 UNIFORME ESCOLAR,0.0,0.0,0.33,2.84,-0.18,1.24,3.71,-0.77,0.0,0.15,3.4,-0.53,0.0,0.0,-0.17,0.56,0.75
 CALÇA COMPRIDA INFANTIL,0.0,3.31,2.58,0.0,0.88,3.77,0.0,0.0,2.41,2.97,-0.12,0.0,0.57,3.47,2.19,0.0,1.88
 AGASALHO INFANTIL,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56
 VESTIDO INFANTIL,1.61,2.8,0.85,2.28,0.0,3.87,3.33,-0.43,3.82,0.0,-2.75,3.17,0.59,2.86,-1.83,3.33,1.87
 BERMUDA/SHORT INFANTIL,3.16,0.0,0.0,3.91,3.99,0.0,1.03,3.02,3.51,0.0,0.0,2.53,2.57,1.47,2.05,2.78,3.35
 CAMISA/CAMISETA INFANTIL,3.22,1.65,2.74,3.75,3.14,1.19,-1.38,-0.84,3.76,1.27,3.95,2.02,1.94,3.64,0.87,3.92,2.42
 CONJUNTO INFANTIL,1.8,3.76,3.68,0.68,2.02,2.89,0.04,2.93,2.64,3.59,-0.81,3.17,3.76,3.89,2.61,1.72,2.34
 CALÇADOS E ACESSÓRIOS,0.79,1.63,0.84,3.4,2.55,2.21,1.33,1.86,2.37,1.21,3.08,1.24,0.01,2.53,2.74,2.86,1.92
 CALÇADOS E ACESSÓRIOS,0.79,1.63,0.84,3.4,2.55,2.21,1.33,1.86,2.37,1.21,3.08,1.24,0.01,2.53,2.74,2.86,1.92
 SAPATO MASCULINO,0.24,0.27,0.52,3.05,3.43,2.81,3.38,1.48,0.0,3.88,3.23,1.88,1.68,2.37,0.43,1.56,2.12
 SAPATO FEMININO,1.79,0.38,0.59,3.69,0.79,1.32,2.2,2.95,2.17,2.23,3.33,0.99,0.59,3.8,3.63,2.17,1.45
 SAPATO INFANTIL,0.0,0.0,0.0,2.49,0.0,0.0,-0.76,0.0,3.56,-0.92,2.9,0.0,-0.2,2.49,2.07,3.82,1.35
 BOLSA,1.25,3.26,1.19,3.37,0.0,0.3,-2.0,0.27,3.66,1.15,1.88,0.0,-0.51,3.45,3.95,3.45,1.47
 MOCHILA,0.0,0.0,0.0,3.7,0.0,0.0,1.76,2.14,0.0,0.0,0.0,0.0,0.0,3.31,-0.21,0.0,2.04
 TÊNIS,0.51,2.44,0.9,3.8,3.1,3.49,-0.73,2.82,2.26,0.75,2.71,1.66,-0.28,0.98,3.83,3.59,2.16
 SANDÁLIA/CHINELO,0.04,2.14,1.08,3.22,3.24,1.67,2.39,1.16,3.38,-1.21,3.77,0.14,-1.23,2.37,2.71,2.73,2.06
 JOIAS E BIJUTERIAS,0.57,0.16,1.83,3.64,0.18,1.31,2.09,1.39,1.65,-0.4,1.62,1.93,3.47,1.61,1.12,1.52,1.09
 JOIAS E BIJUTERIAS,0.57,0.16,1.83,3.64,0.18,1.31,2.09,1.39,1.65,-0.4,1.62,1.93,3.47,1.61,1.12,1.52,1.09
 BIJUTERIA,0.0,0.0,3.38,0.0,0.0,0.02,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,3.85,1.83
 JOIA,-0.33,0.05,1.25,3.47,-0.68,1.72,3.71,0.6,0.0,-0.89,1.64,1.94,3.47,1.09,0.67,1.92,0.67
 RELÓGIO DE PULSO,2.8,0.45,0.0,3.87,3.09,0.0,-2.22,3.14,2.81,1.09,1.54,1.9,0.0,1.92,2.56,-1.0,2.2
 TECIDOS E ARMARINHO,0.39,1.25,0.43,1.47,1.27,0.94,1.25,1.11,0.32,1.39,1.41,0.87,0.41,-0.24,0.74,2.2,1.02
 TECIDOS E ARMARINHO,0.39,1.25,0.43,1.47,1.27,0.94,1.25,1.11,0.32,1.39,1.41,0.87,0.41,-0.24,0.74,2.2,1.02
 TECIDO,0.39,1.01,-0.5,1.47,1.06,0.94,1.25,1.11,0.32,1.36,1.75,0.04,0.41,-0.24,0.74,2.2,0.88
 ARTIGOS DE ARMARINHO,0.0,1.67,2.18,0.0,1.72,0.0,0.0,0.0,0.0,1.44,0.63,2.24,0.0,0.0,0.0,0.0,1.65
 TRANSPORTES,1.2,0.17,0.86,0.67,0.63,-0.42,1.2,0.22,1.04,0.21,0.01,1.37,-0.23,1.56,0.9,0.1,0.58
 TRANSPORTES,1.2,0.17,0.86,0.67,0.63,-0.42,1.2,0.22,1.04,0.21,0.01,1.37,-0.23,1.56,0.9,0.1,0.58
 TRANSPORTE PÚBLICO,2.28,2.27,2.67,0.43,3.06,3.3,4.21,1.79,2.85,5.14,6.28,5.65,3.2,3.07,2.62,0.76,2.91
 ÔNIBUS URBANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TÁXI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TREM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÔNIBUS INTERMUNICIPAL,0.0,0.0,0.34,1.33,0.0,0.0,-0.01,0.0,0.03,0.0,0.89,0.03,0.14,0.0,0.12,0.0,0.07
 ÔNIBUS INTERESTADUAL,6.46,0.0,6.51,5.86,2.97,3.23,5.47,6.43,1.3,3.78,1.95,0.87,3.71,2.03,5.91,0.9,3.94
 PASSAGEM AÉREA,9.97,2.3,12.77,-2.3,9.71,8.42,20.16,9.56,13.24,14.23,24.92,19.51,14.09,9.18,23.45,3.18,10.28
 METRÔ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TRANSPORTE ESCOLAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TRANSPORTE POR APLICATIVO,15.68,12.51,6.19,7.46,14.44,4.53,0.0,5.21,10.07,0.0,10.29,17.14,4.27,0.0,12.84,4.28,11.75
 INTEGRAÇÃO TRANSPORTE PÚBLICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 VEÍCULO PRÓPRIO,1.93,1.35,1.54,1.56,0.77,1.13,1.18,0.16,0.9,0.88,0.8,1.07,0.76,2.35,1.45,0.92,1.06
 AUTOMÓVEL NOVO,2.83,1.54,1.6,1.62,1.77,2.29,2.71,-0.55,1.44,2.16,1.85,2.23,0.01,3.37,2.23,2.85,1.85
 EMPLACAMENTO E LICENÇA,0.11,0.03,0.11,0.11,0.11,0.11,0.11,0.09,0.12,0.04,0.11,0.09,0.0,0.1,0.11,0.09,0.09
