"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - FEVEREIRO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.47,0.22,0.21,0.17,-0.02,-0.22,0.48,1.3,0.59,0.65,0.65,0.4,0.79,0.42,1.01,0.08,0.27
 REFEIÇÃO,0.88,0.33,0.29,0.49,0.31,0.06,0.12,0.42,0.64,0.73,0.23,0.28,0.7,0.66,0.37,0.65,0.42
 LANCHE,-0.47,-0.06,-0.34,-0.13,-0.21,-0.99,1.32,3.67,0.58,0.45,1.21,0.37,0.79,-0.09,1.96,-0.98,0.11
 REFRIGERANTE E ÁGUA MINERAL,1.69,-2.08,-0.54,0.37,-1.47,0.94,-0.4,2.29,-0.26,0.61,0.79,-0.14,-0.13,0.51,2.43,-0.35,-0.47
 CAFEZINHO,       -,3.85,       -,       -,-0.5,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.58
 CERVEJA,-0.39,-0.53,2.82,-1.41,-2.35,0.35,0.26,0.83,0.44,0.69,0.51,1.15,1.89,1.24,0.52,-1.23,-0.28
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,-2.25,       -,       -,       -,       -,       -,       -,       -,1.05,0.02,       -,0.71,       -,-0.7
 VINHO,0.23,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.23
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.65,       -,       -,       -,       -,0.08,0.54
 SORVETE,       -,       -,       -,       -,-0.94,       -,       -,-1.05,0.92,1.45,0.8,       -,1.63,-1.46,       -,-0.35,-0.05
 HABITAÇÃO,0.15,-0.34,0.51,-0.34,0.42,0.17,0.47,1.96,0.28,1.32,0.25,0.38,-0.54,0.34,1.09,0.13,0.4
 ENCARGOS E MANUTENÇÃO,0.37,0.44,0.23,0.24,0.37,0.27,0.26,3.52,0.62,1.8,-0.38,0.12,1.29,0.58,0.19,0.52,0.56
 ALUGUEL E TAXAS,0.37,0.4,0.18,0.35,0.39,0.49,0,4.25,0.56,2.21,-0.37,-0.02,1.57,0.31,-0.06,0.92,0.61
 ALUGUEL RESIDENCIAL,0.69,1.01,0.45,0.49,0.55,1.11,0,1.75,1.41,1.39,-0.71,0,-0.2,0.33,-0.13,0.09,0.66
 CONDOMÍNIO,0.14,-0.08,-0.3,0.12,0.35,-0.14,0,1.59,-0.18,0.97,-0.12,-0.07,1.68,1.55,0.49,-1.93,0.22
 TAXA DE ÁGUA E ESGOTO,0,0,0,0.31,0,0,0,12.24,0,4.09,0,0,3.65,0,0,4.84,1.02
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,0.0
 REPAROS,1.09,0.67,0.8,1.15,1.18,0.11,0.96,1.39,1.36,0.62,0.66,0.9,0.45,0.47,0.16,0.39,0.97
 FERRAGENS,       -,       -,       -,       -,       -,       -,3.07,       -,       -,       -,3.16,       -,       -,-2.07,       -,       -,2.79
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,-0.06,       -,       -,       -,-2.12,       -,       -,       -,       -,0.26,       -,-1.04
 VIDRO,       -,       -,       -,       -,       -,-1.3,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.3
 TINTA,-0.72,0.13,1.17,3.29,0.86,1.19,0.43,0.29,0.3,1.19,1.28,1.08,1.98,2.44,-1.81,1.24,0.68
 REVESTIMENTO DE PISO E PAREDE,7.99,4.28,3.19,4.27,4.67,       -,4.26,3.58,5.63,2.14,0.36,2.77,       -,4.25,2.49,0.71,4.26
 MADEIRA E TACO,       -,-2.04,       -,       -,       -,       -,       -,2.25,       -,       -,       -,       -,       -,-0.21,-0.7,       -,-0.7
 CIMENTO,       -,       -,       -,-2.32,       -,       -,1.03,0.75,0.17,       -,       -,-2.85,1.78,-0.86,-0.05,       -,-0.05
 TIJOLO,2.38,       -,       -,       -,       -,       -,-1.12,       -,       -,       -,-1.96,-0.35,       -,-0.7,-2.71,       -,0.03
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,1.73,       -,       -,       -,2.68,       -,       -,       -,-1.45,       -,       -,       -,1.74
 MÃO DE OBRA,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
 AREIA,-1.75,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.54,       -,       -,       -,2.61,       -,-0.49
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.59,       -,       -,-1.59
 TELHA,       -,-0.36,0.65,0.93,       -,       -,-1.62,       -,       -,0.81,       -,       -,       -,       -,0.35,       -,0.1
 ARTIGOS DE LIMPEZA,-1.21,0.42,-0.01,-1.83,-1.58,-3.87,0.38,0.31,-0.08,-0.09,-1.48,0.08,0.01,1.75,1.16,-2.32,-0.78
 SACO PARA LIXO,       -,-0.82,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.81,       -,       -,       -,-0.82
 ÁGUA SANITÁRIA,-0.31,0.96,0.65,-3.8,-1.94,-0.73,2.14,-0.37,-1.43,       -,0.92,       -,0.47,1.13,2.62,-0.09,-0.77
 DETERGENTE,-1.61,2.5,-0.03,-2.43,-0.75,-3.93,2.18,1.42,-0.19,1.83,-2,-2.83,1.25,0.75,       -,0.52,-0.11
 SABÃO EM PÓ,-0.84,-2.55,0.22,0.3,-4,-7.32,0.38,1.8,0.1,-0.13,-1.61,1.2,-1.57,1.75,2.69,-6.25,-1.63
 DESINFETANTE,-1.19,0.17,0.45,-0.9,3.67,-7.14,0.29,-2.53,0.69,1.12,-2.17,0.62,       -,       -,0.83,       -,0.83
 SABÃO EM BARRA,-0.11,       -,0.39,0.27,       -,       -,0.26,1.48,1.99,       -,       -,1.22,1.64,1.29,-3.51,0.9,0.26
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.58,       -,-2.15,       -,       -,       -,       -,-0.77
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,-0.81,       -,       -,       -,-1.1,       -,       -,       -,       -,       -,-1.4,-1.09
 LIMPADOR MULTIUSO,       -,0.34,       -,       -,-1.73,-2.88,       -,       -,       -,-1.11,       -,       -,       -,       -,       -,       -,-1.42
 PAPEL TOALHA,-1.29,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.29
 AMACIANTE E ALVEJANTE,-2.15,0.76,-1.02,-5.5,-0.84,-1.31,-1.43,-1.74,-1.04,-0.93,-1.59,0.34,1.12,2.86,2.96,-0.73,-0.88
 COMBUSTÍVEIS E ENERGIA,-0.22,-1.53,0.9,-1.1,0.54,-0.12,0.64,-0.35,-0.2,0.48,1.28,0.77,-2.61,0.19,1.87,-0.55,0.13
 COMBUSTÍVEIS (DOMÉSTICOS),1.24,0.65,2.9,1.7,2.53,2.58,3.97,2.29,2.9,6.9,4.98,2.29,4.55,2.66,7.42,-0.46,2.95
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,0.04,       -,       -,       -,       -,       -,       -,       -,7.42,       -,3.62
 GÁS DE BOTIJÃO,0.39,0.65,2.9,1.7,3.12,2.58,4.13,2.29,2.9,5.8,4.98,2.29,4.55,2.66,7.42,-0.46,2.98
 GÁS ENCANADO,3.18,       -,       -,       -,0.42,       -,       -,       -,       -,14.71,       -,       -,       -,       -,       -,       -,2.68
 ENERGIA ELÉTRICA RESIDENCIAL,-0.57,-2.05,0.31,-2.13,-0.05,-0.85,-0.3,-1.31,-1.38,-1.52,0.29,0.37,-4.46,-0.54,-0.68,-0.59,-0.71
 ENERGIA ELÉTRICA RESIDENCIAL,-0.57,-2.05,0.31,-2.13,-0.05,-0.85,-0.3,-1.31,-1.38,-1.52,0.29,0.37,-4.46,-0.54,-0.68,-0.59,-0.71
 ARTIGOS DE RESIDÊNCIA,0.19,0.74,1.08,0.05,0.11,1.12,1.89,1.71,1.05,0.75,1,0.77,1.67,0.26,1.24,0.37,0.66
 MÓVEIS E UTENSÍLIOS,0.58,0.97,0.89,-0.01,1.07,1.72,0.96,1.71,0.47,1.5,1.25,0.64,1.46,-1.03,1.44,-0.02,0.99
 MOBILIÁRIO,1.01,1.22,0.82,0.06,1,2.29,0.88,2.09,0.27,2.01,1.38,0.42,2.17,-1.62,1.98,-0.25,1.11
 MÓVEL PARA SALA,1.37,0.75,-1.27,3.52,0.87,2.57,1.81,1.27,0.25,3.38,1.37,0.82,1.24,0.07,2.96,-1.51,1.05
 MÓVEL PARA QUARTO,1.34,0.81,1.9,-1.52,1.76,2.01,-0.24,2.58,-0.12,1.68,2.19,0.26,3.35,-1.98,1.61,-0.46,1.34
 MÓVEL PARA COPA E COZINHA,-0.84,2.66,2.74,-0.93,-0.88,2.51,1.8,2.77,1.45,1.46,0.44,0.29,0.94,-3.53,2.52,2.17,0.92
 MÓVEL INFANTIL,       -,       -,       -,1.98,       -,       -,       -,-0.23,0,0.65,-0.4,       -,2.26,0.5,0.8,-0.89,0.5
 COLCHÃO,       -,0.13,-1.69,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.8
 UTENSÍLIOS E ENFEITES,-0.07,-0.21,1.04,0.08,0.67,0.19,0.51,0.57,0.56,0.21,0.61,0.69,0.01,-1.14,-0.44,-0.51,0.4
 ARTIGOS DE ILUMINAÇÃO,-1.58,0.82,-0.06,-0.39,0.45,0.09,0.32,-0.86,1.99,1,       -,       -,0.05,       -,0.68,-1.24,0.32
 TAPETE,-2.44,-1.57,       -,       -,0.17,-0.22,-0.24,       -,1.02,-0.17,1.15,0.92,-0.23,       -,       -,       -,-0.24
 CORTINA,0.54,-0.18,1.5,0.05,1.04,0.7,       -,0.68,0.16,0.69,0.39,0.48,       -,       -,       -,       -,0.68
 UTENSÍLIOS DE METAL,1.63,-1.05,1.05,0.38,0.89,0.83,0.37,2.17,-0.58,-0.34,-0.29,0.29,-0.44,-2.1,-1.88,-0.16,0.37
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,1.45,-0.17,0.35,-1.27,0.44,-0.53,1.59,0.42,       -,-0.05,0.77,3.19,0.21,0.08,0.44
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,1.32,       -,       -,       -,-0.02,       -,       -,       -,1.43,-1.33,0.68
 FLORES NATURAIS,       -,1.31,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.31
 UTENSÍLIOS PARA BEBÊ,       -,       -,1.29,0.36,       -,       -,       -,-0.55,       -,       -,2.41,1.66,1.22,-1.7,       -,       -,1.22
" CAMA, MESA E BANHO",-0.06,2.29,0.98,-0.67,2.5,2.81,2.3,1.1,1.07,2.27,2.55,1.47,1.68,1.72,2.66,2.21,1.81
 ROUPA DE CAMA,-0.06,2.29,0.98,-1.4,2.5,2.81,2.3,0.35,1.07,2.27,2.55,1.47,1.31,2.27,2.66,2.21,1.8
 ROUPA DE BANHO,       -,       -,       -,1.53,       -,       -,       -,2.82,       -,       -,       -,       -,2.62,-0.24,       -,       -,2.15
 APARELHOS ELETROELETRÔNICOS,-0.06,0.4,1.52,0.16,-0.63,0.53,2.62,1.77,1.73,0.1,0.85,0.42,2,1.39,0.97,0.76,0.42
 ELETRODOMÉSTICOS E EQUIPAMENTOS,0.54,0.99,0.98,0.04,0.45,-0.04,1.38,1.89,0.83,0.92,0.5,1.74,1.41,1.45,0.58,0.5,0.74
 REFRIGERADOR,0.23,1.01,1.12,1.8,1.6,-0.48,2.73,1.4,0.62,2.34,1.16,1,2.72,4.54,0.89,2.1,1.34
 AR-CONDICIONADO,-0.17,2.63,       -,-2.68,-3,-2.41,4.08,0.23,1.66,-2.1,-1.04,0.23,-1.97,-0.33,       -,-2.8,-0.57
 MÁQUINA DE LAVAR ROUPA,0.68,0.1,1.37,-0.16,1.95,2.95,2.11,3.91,0.68,0.08,0.29,3.56,1.68,1.22,3.28,1.93,1.36
 VENTILADOR,       -,       -,       -,0.3,       -,       -,-1.38,2.13,       -,       -,       -,       -,0.79,2.26,1.5,-1.96,0.53
 FOGÃO,1.65,0.47,-0.67,-1.51,-2.05,-2.81,-2.65,1.89,0.72,1.3,0.38,1.32,0.94,-2.91,-2.77,0.24,-0.58
 CHUVEIRO ELÉTRICO,       -,       -,3.2,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.2
" TV, SOM E INFORMÁTICA",-0.59,-0.36,2.06,0.29,-1.72,1.06,3.81,1.65,2.79,-0.76,1.33,-1.04,2.89,1.27,1.41,1,0.08
 TELEVISOR,-1.95,-0.07,1.54,0.03,-2.72,3.17,4.47,1.67,3.41,-0.28,0.38,-0.51,2.73,1.63,1.3,1.12,-0.28
 APARELHO DE SOM,       -,       -,       -,0.29,       -,       -,       -,       -,-2.66,       -,       -,       -,       -,       -,1.41,-2.12,-1.1
 VIDEOGAME (CONSOLE),       -,       -,       -,0.29,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.29
 COMPUTADOR PESSOAL,1.65,-0.89,2.8,0.66,-0.31,-0.57,2.7,1.61,3.58,-1.39,2.53,-1.85,3.16,0.65,1.79,1.84,0.65
 CONSERTOS E MANUTENÇÃO,-0.05,1.5,-0.02,-0.25,-0.68,0.62,1.66,1.33,0.1,0.05,0.62,3.32,0.99,0.2,1.79,0.63,0.16
 CONSERTOS E MANUTENÇÃO,-0.05,1.5,-0.02,-0.25,-0.68,0.62,1.66,1.33,0.1,0.05,0.62,3.32,0.99,0.2,1.79,0.63,0.16
 CONSERTO DE REFRIGERADOR,       -,1.27,       -,0,       -,       -,-0.28,       -,0.93,       -,-2.7,       -,       -,       -,3.52,       -,-0.28
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,-3.3,       -,       -,       -,       -,       -,       -,       -,       -,       -,-3.3
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,1.81,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.81
 REFORMA DE ESTOFADO,-5.67,1.39,0.1,-0.59,1.15,1.56,       -,0.65,-1.64,       -,       -,0.3,0.82,1.21,       -,-0.58,0.08
 CONSERTO DE APARELHO CELULAR,       -,0.49,-1.86,0.21,2.33,1.03,0.83,2.44,-0.74,-1.48,-0.3,0.06,0.28,-1.04,-0.55,-0.4,0.21
 CONSERTO DE BICICLETA,1.08,3.09,1.17,-0.55,-1.55,-0.59,4.26,0.81,2.13,0.4,2.92,4.09,1.6,0.39,2.89,2.9,0.19
 VESTUÁRIO,-0.73,1.1,0.83,-0.24,1.08,0.63,-0.44,0.72,-1.28,-0.36,0.37,0.97,0.98,1.03,-0.21,-0.04,0.38
 ROUPAS,-1.66,0.62,0.39,-0.68,1.04,0.7,-0.61,0.42,-2.13,-0.99,0.15,0.85,0.96,0.79,-0.62,-0.33,0.04
 ROUPA MASCULINA,-0.41,0.58,1.8,-0.25,1.27,0.94,0.78,1.5,-2.38,-1.53,1.29,0.59,1.95,0.75,-0.48,-0.03,0.45
 CALÇA COMPRIDA MASCULINA,0.73,0.85,2.12,0.79,1.33,0.99,1.19,0.55,-0.8,-0.33,1.93,0.91,1.78,-0.63,-0.71,-3.94,0.91
 AGASALHO MASCULINO,       -,2.4,       -,       -,       -,       -,       -,       -,       -,1.02,       -,       -,       -,       -,       -,       -,1.91
 BERMUDA/SHORT MASCULINO,-1.06,-1.89,2.47,-0.86,-0.1,-0.91,1.23,2.13,-2.79,-0.78,1.17,0.71,1.17,1.32,1.5,2.4,0.0
 CUECA,       -,       -,       -,       -,       -,       -,0.22,       -,       -,       -,       -,       -,       -,0.73,1.49,       -,0.6
 CAMISA/CAMISETA MASCULINA,-0.52,0.4,1.42,-0.54,1.56,1.23,0.44,1.56,-2.88,-2.78,0.94,0.39,2.28,1.52,-1.99,0.51,0.3
 ROUPA FEMININA,-2.63,0.13,-0.64,-0.66,1.35,-0.21,-1.84,-0.23,-2.26,-0.93,-0.87,1.23,0.36,1.13,-0.71,-1.08,-0.27
 CALÇA COMPRIDA FEMININA,-2.49,1.5,0.55,-1.81,-0.49,-0.49,-1.03,-2.15,-2.79,-3.8,1.61,1.73,-0.09,2.45,-2.63,-1.2,-0.66
 AGASALHO FEMININO,       -,2.82,3.28,       -,       -,       -,       -,       -,       -,1.87,       -,       -,0.36,       -,       -,       -,2.64
 SAIA,       -,       -,       -,-3.18,       -,       -,-2.66,       -,       -,       -,       -,       -,       -,-2.15,0.15,-2.28,-2.37
 VESTIDO,-3.56,0.71,-2.9,2.58,0.71,-1.57,-2.8,-1.85,-2.58,-2.28,0.39,1.28,-3.91,0.75,-1.8,-1.25,-1.03
 BLUSA,-2.99,-2.45,-1.36,-1.7,3.78,0.77,-1.31,1.31,-2.94,0.95,-3.33,0.97,3.26,0.09,-0.69,-0.89,0.4
 LINGERIE,       -,2.24,0.86,-0.61,-2.88,       -,-1.29,1.58,0.48,-0.51,0.23,       -,2.96,2.4,2.14,-0.15,-0.68
 BERMUDA/SHORT FEMININO,1.97,       -,1.41,0.27,       -,       -,-2.37,0.35,-2.05,-1.37,-2.15,1.23,-1.09,3.11,0.87,-1.19,-0.26
 ROUPA INFANTIL,-1.72,1.83,0.21,-1.59,0.06,2.3,-0.93,-0.18,-1.39,-0.29,0.22,0.45,0.66,0.17,-0.74,0.59,-0.03
 UNIFORME ESCOLAR,       -,       -,1.81,-0.33,0.68,2.45,-0.81,2.6,       -,0.14,1.06,-0.92,       -,       -,-1.71,3.32,0.73
 CALÇA COMPRIDA INFANTIL,       -,2.36,2.63,       -,-0.35,3.42,       -,       -,-3.42,-1.58,0.59,       -,-0.92,2.09,1.11,       -,0.36
 AGASALHO INFANTIL,       -,3.01,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.01
 VESTIDO INFANTIL,2.07,0.93,-3.3,-0.88,       -,3.86,-2.15,2.85,-3.29,       -,1.69,1.16,-1.53,2.14,-5.24,-3.42,-0.82
 BERMUDA/SHORT INFANTIL,0.33,       -,       -,-2.96,0.33,       -,-2.97,-1.63,-1.62,       -,       -,-1.31,1.35,-2.35,1.92,1.15,-0.39
 CAMISA/CAMISETA INFANTIL,-3.98,1.22,1.1,-1.18,0.24,0.53,0.96,-0.4,0.14,0.82,-0.89,0.55,0.04,1.31,1,-1.4,0.05
 CONJUNTO INFANTIL,-1.56,2.24,-1.9,-2.3,-0.53,3.39,-1.26,-2.68,-0.45,-1.88,-0.44,1.41,2.46,-2.13,0.26,2.02,-0.55
 CALÇADOS E ACESSÓRIOS,0.63,2.67,1.41,0.04,0.5,-0.43,-0.62,1.59,0.17,1.24,0.69,1.28,0.3,1.38,0.15,0.26,0.78
 CALÇADOS E ACESSÓRIOS,0.63,2.67,1.41,0.04,0.5,-0.43,-0.62,1.59,0.17,1.24,0.69,1.28,0.3,1.38,0.15,0.26,0.78
 SAPATO MASCULINO,0.65,2.42,2.72,2.08,-0.13,1.02,-2.32,0.28,-1.42,0.93,1.35,1.33,2.43,-0.42,-1.86,1.98,0.52
 SAPATO FEMININO,-0.6,1.46,1.9,-2.41,0.17,-2.98,-1.23,2.57,0.21,-0.42,0.82,0.59,1.89,1.44,-2.11,-0.07,0.08
 SAPATO INFANTIL,       -,       -,       -,3.22,       -,       -,-0.29,       -,1.61,2.44,0.47,       -,2.82,1.72,3.49,-1.48,1.8
 BOLSA,-0.53,3.07,1.32,3.94,       -,3.33,-0.27,2.21,1.74,4.35,2.29,       -,-1.06,2.03,3.54,1.44,1.79
 MOCHILA,       -,       -,       -,0.06,       -,       -,0.51,2.04,       -,       -,       -,       -,       -,0.74,-0.52,       -,0.58
 TÊNIS,2.29,3.94,0.67,-1.56,1.16,0.81,2.03,0.49,2.72,2.03,-0.62,1.47,-2.99,3.23,2.27,1.92,1.5
 SANDÁLIA/CHINELO,-0.86,-0.06,1.57,0.02,-0.79,-1.89,-0.39,2.17,-3.39,0.25,1.78,1.46,2.46,1.08,-0.8,-1.83,-0.16
 JOIAS E BIJUTERIAS,3.67,-0.37,3.16,3.31,5.19,3.3,3.69,-0.48,1.13,-0.42,1.45,1.04,3.67,2.46,2.21,1.91,2.78
 JOIAS E BIJUTERIAS,3.67,-0.37,3.16,3.31,5.19,3.3,3.69,-0.48,1.13,-0.42,1.45,1.04,3.67,2.46,2.21,1.91,2.78
 BIJUTERIA,       -,       -,2.56,       -,       -,0.73,       -,       -,0.28,       -,       -,       -,       -,       -,       -,-0.35,1.25
 JOIA,3.7,-0.25,3.36,6.33,5.61,4.09,5.77,-0.42,       -,0.25,1.52,-0.59,3.67,-0.24,2.34,2.42,3.35
 RELÓGIO DE PULSO,3.6,-0.68,       -,-1.11,3.83,       -,-0.94,-0.6,2.06,-2.74,1.11,4.57,       -,4.08,1.85,3.17,1.49
 TECIDOS E ARMARINHO,-0.59,-0.18,1.31,0.5,0.12,-0.49,0.76,1.24,1.94,1.08,0.11,1.12,-1.52,0.96,1.56,0.59,0.54
 TECIDOS E ARMARINHO,-0.59,-0.18,1.31,0.5,0.12,-0.49,0.76,1.24,1.94,1.08,0.11,1.12,-1.52,0.96,1.56,0.59,0.54
 TECIDO,-0.59,-0.8,0.98,0.5,0.35,-0.49,0.76,1.24,1.94,2.18,0.02,1.03,-1.52,0.96,1.56,0.59,0.62
 ARTIGOS DE ARMARINHO,       -,0.94,1.92,       -,-0.37,       -,       -,       -,       -,-0.44,0.33,1.27,       -,       -,       -,       -,0.2
 TRANSPORTES,0.9,2.67,2.43,3.19,1.81,4.32,3.61,2.09,2.17,2.82,2.35,2.2,2.85,2.03,2.43,2.08,2.28
 TRANSPORTES,0.9,2.67,2.43,3.19,1.81,4.32,3.61,2.09,2.17,2.82,2.35,2.2,2.85,2.03,2.43,2.08,2.28
 TRANSPORTE PÚBLICO,-1.78,1.14,-1.08,2.93,-0.45,2.28,1,-0.09,-0.84,-0.87,-0.99,-1.09,-0.79,-1.69,-0.49,-2.9,-0.38
 ÔNIBUS URBANO,0,0,0,6.38,0,0,0,0,0,0,0,1.03,0,0,0,0,0.33
 TÁXI,0,0,0,0,0,       -,0,0,0,       -,       -,0,0,0,0,0,0.0
 TREM,1.49,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.56
 ÔNIBUS INTERMUNICIPAL,0,1.29,-2.49,3,-0.35,       -,0,1.42,-0.62,0,0.19,-1,0.64,0.06,-1.56,0,-0.17
 ÔNIBUS INTERESTADUAL,2.01,       -,-6.18,0.28,-0.94,0.47,0,-4.86,-0.2,-3.41,-2.27,-3.39,-3.71,0.82,-2.03,0.33,-1.56
 PASSAGEM AÉREA,-10.73,-1.19,-3.67,-2.95,-3.62,5.77,6.27,-0.79,-4.4,-2.13,-3.21,-5.21,-8.54,-5.83,3.02,-23.61,-3.04
 METRÔ,0,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,0,0,-2.18,0,1.35,       -,       -,0,0,       -,0,2.06,       -,2.61,1.64,0.06
 TRANSPORTE POR APLICATIVO,-16.5,8.89,-1.47,-1.75,3.9,9.65,       -,-1.76,-2.15,       -,-2.48,-7.44,3.79,       -,-9.57,4.13,-0.07
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,0.16,0.61,1.3,-0.01,0.06,0.49,0.45,0.27,0.18,0.69,0.39,0.94,0.99,0.81,0.41,1.75,0.41
 AUTOMÓVEL NOVO,0.07,0.58,1.36,0.51,0.12,0.96,0.86,1.43,1.04,0.93,0.16,1.17,1.41,0.34,0.38,1.05,0.55
 EMPLACAMENTO E LICENÇA,0.11,0.03,0.11,0.11,0.06,0.11,0.11,0.09,0.13,0.04,0.11,0.08,0,0.11,0.11,0.09,0.08
 SEGURO VOLUNTÁRIO DE VEÍCULO,-0.32,1.62,2.27,-1.51,-3.46,-1.65,-1.68,-1.67,-3.62,-1.66,0.3,1.38,-3.24,7.44,-1.55,10.29,-1.56
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,0.14,0.66,0.78,1.21,-1.87,-1.28,-1.11,0.68,1.44,3.92,       -,0.52,3.02,1.95,-0.73,0.81
 ACESSÓRIOS E PEÇAS,2.49,0.36,1.26,-2.35,0.14,2.27,1.37,-0.84,2.39,0.31,1.04,-2.04,-0.54,2.48,-0.72,-0.37,0.61
 PNEU,       -,0.96,2.4,-2.61,0.98,3.73,0.61,0.38,1.98,2.47,0.02,2.08,2.73,2.3,-0.53,0.43,1.26
 CONSERTO DE AUTOMÓVEL,1.7,0.65,2.04,-0.98,2.05,1.4,-1.14,-0.1,0.38,0.98,-1.01,2.02,2.51,1.58,-0.09,2.13,1.19
 ESTACIONAMENTO,       -,0.62,       -,       -,-0.56,       -,       -,       -,0,-1.65,       -,       -,       -,       -,       -,       -,-0.56
 PEDÁGIO,       -,0,       -,       -,0.14,       -,       -,       -,       -,0,       -,0.19,       -,       -,       -,       -,0.11
 AUTOMÓVEL USADO,-0.47,1,1.79,       -,0.3,0.3,2.13,0.54,0.72,1.01,1,0.72,0.73,0.71,0.08,-0.4,0.71
 PINTURA DE VEÍCULO,       -,       -,0.59,0.39,       -,       -,       -,       -,-0.98,       -,       -,       -,       -,       -,       -,       -,0.07
 ALUGUEL DE VEÍCULO,1.25,       -,       -,       -,       -,       -,-3.68,       -,-7.1,       -,       -,       -,       -,       -,       -,       -,-3.45
 MOTOCICLETA,0.41,0.78,0.22,1.18,-0.75,1.65,1.31,-1.87,-0.06,1.14,1.93,-0.23,0.44,0.32,1.82,0.88,0.27
 COMBUSTÍVEIS (VEÍCULOS),5.08,6.58,5.87,8.34,6.74,11.13,10.44,6.21,7.54,8.37,6.5,7.24,6.3,6.08,7.17,6.17,7.09
 GASOLINA,6.05,6.58,5.9,8.42,6.14,11.43,10.59,6.26,7.37,8.59,6.4,7.38,6.4,6.48,7.3,6.19,7.11
 ETANOL,2.88,       -,5.87,7.57,9.04,5.47,       -,       -,9.8,7.2,7.24,       -,4.46,       -,       -,       -,8.06
 ÓLEO DIESEL,3.83,6.76,5.36,5.74,3.43,6.39,5.4,4.62,7.17,8.61,5.39,3.9,5.41,2.95,5.05,5.57,5.4
 GÁS VEICULAR,0.34,       -,       -,       -,       -,       -,       -,7.64,       -,       -,       -,       -,       -,       -,       -,       -,0.69
 SAÚDE E CUIDADOS PESSOAIS,0.38,0.87,0.78,1,0.34,0.93,1.6,0.73,0.49,0.55,0.19,0.8,1.18,1.87,0.91,1.37,0.62
 PRODUTOS FARMACÊUTICOS E ÓTICOS,0.07,0.07,0.87,1.61,-0.57,0.55,0.87,-0.24,0.49,0.58,-0.82,-0.42,0.92,1.01,0.53,2.17,0.14
 PRODUTOS FARMACÊUTICOS,0.02,-0.04,0.95,1.97,-0.23,0.42,0.42,-0.39,0.75,0.75,-0.74,-0.26,1.25,0.96,1.07,2.23,0.27
 ANTI-INFECCIOSO E ANTIBIÓTICO,0.03,-0.4,-2.16,3.68,-3.4,-2.16,-1.39,-0.4,-0.52,-2.02,-3.13,1.93,-0.09,-1.75,0.62,1.17,-1.58
 ANALGÉSICO E ANTITÉRMICO,1.14,2.41,1.56,2.98,2.09,-0.4,-1,-1.33,0.85,2.22,0.5,-0.22,2.74,1.63,3.52,3.93,1.5
