"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - MAIO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.53,0.46,1.07,0.9,1.73,0.38,0.63,0.88,-1.09,1.43,0.15,0.93,0.22,-0.14,2.54,0.17,0.98
 REFEIÇÃO,0.34,0.75,0.51,0.23,1.01,-0.25,-0.43,0.94,-0.26,1.14,0.73,0.19,0.58,1.16,0.99,0.2,0.63
 LANCHE,0.88,0.42,2.85,2.16,4.1,1.89,2.55,0.53,-3.98,2.07,-0.34,1.97,-0.68,-2.61,5.58,-0.08,2.1
 REFRIGERANTE E ÁGUA MINERAL,2.39,-0.54,-2.02,2.62,1.11,-2.66,1.69,1.27,-1.53,-0.41,0.97,-0.54,3.26,1.5,2.01,1.8,0.47
 CAFEZINHO,       -,-2.96,       -,       -,-0.17,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.88
 CERVEJA,-0.99,-2.21,-2.09,1.61,-2.06,0.68,1.52,2.37,1.72,1.04,-1.31,2.96,0.33,0.13,0.77,-0.55,-0.44
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,-2.36,-2.03,       -,0.94,       -,-0.71
 VINHO,4.82,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,4.82
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.15,       -,       -,       -,       -,0.17,0.15
 SORVETE,       -,       -,       -,       -,-3.61,       -,       -,0.98,-0.56,2.61,-1.31,       -,3.65,-0.22,       -,0.97,-1.35
 HABITAÇÃO,1.66,0.87,2.03,3.93,1.64,0.58,0.66,2.63,3.05,2.04,1.13,1.32,3.64,2.22,1.63,2.73,1.78
 ENCARGOS E MANUTENÇÃO,0.05,-0.4,0.62,0.33,0.44,0.01,0.11,-0.44,-0.11,0.98,-0.15,0.37,-0.56,0.16,-0.39,0.2,0.25
 ALUGUEL E TAXAS,-0.06,-0.94,0.63,0.2,0.47,0.02,0.09,-0.5,-0.11,0.97,-0.11,0.22,-0.73,-0.27,-0.54,0.07,0.2
 ALUGUEL RESIDENCIAL,-0.12,-1.45,1.06,0.4,-0.41,-0.2,0.19,-0.92,-0.12,0.31,0.04,0.58,-1.54,-0.4,-0.96,0.08,-0.2
 CONDOMÍNIO,0,-1.33,0.34,0,-0.4,0.37,0.01,0,-0.18,0.24,-0.72,-0.19,-0.76,0.39,-0.26,0.15,-0.24
 TAXA DE ÁGUA E ESGOTO,0,0,0,0,4.56,0,0,0,0,2.27,0,0,0,0,0,0,1.61
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,4.08,       -,       -,       -,4.08
 REPAROS,0.51,1.21,0.96,0.61,0.29,-0.06,0.23,0.3,0.1,1.49,0.54,0.61,0.1,0.45,0,1.5,0.54
 FERRAGENS,       -,       -,       -,       -,       -,       -,1.58,       -,       -,       -,3.02,       -,       -,2.82,       -,       -,2.12
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,-2.45,       -,       -,       -,0.82,       -,       -,       -,       -,0.84,       -,-0.53
 VIDRO,       -,       -,       -,       -,       -,-0.06,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.06
 TINTA,2.01,1.9,2.11,0.98,0.11,2.09,-1.06,-1.75,0.18,2.94,-0.72,0.52,0.01,-0.49,0.38,1.48,0.98
 REVESTIMENTO DE PISO E PAREDE,2.8,3.04,1.19,1.02,-0.14,       -,1.01,1.8,0.35,2.73,1.03,0.93,       -,2.77,-1.33,3.45,1.01
 MADEIRA E TACO,       -,-1.6,       -,       -,       -,       -,       -,0.13,       -,       -,       -,       -,       -,-0.83,-1.05,       -,-1.05
 CIMENTO,       -,       -,       -,-0.86,       -,       -,-0.07,-0.6,0.19,       -,       -,0.74,-0.7,2.48,-0.06,       -,-0.07
 TIJOLO,-3.36,       -,       -,       -,       -,       -,-0.79,       -,       -,       -,-0.36,1.83,       -,-2.42,2.22,       -,-1.3
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,3.65,       -,       -,       -,-0.64,       -,       -,       -,1.09,       -,       -,       -,3.1
 MÃO DE OBRA,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
 AREIA,-1.68,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.23,       -,       -,       -,-2.45,       -,-1.36
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.17,       -,       -,-1.17
 TELHA,       -,3,3.35,3.72,       -,       -,0.1,       -,       -,1.09,       -,       -,       -,       -,2.12,       -,2.12
 ARTIGOS DE LIMPEZA,0.68,1.33,0.22,1,0.35,-0.09,0.02,-0.89,-0.38,0.16,-1.17,1.81,0.09,0.83,-0.81,-0.59,0.27
 SACO PARA LIXO,       -,2.67,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.67,       -,       -,       -,2.67
 ÁGUA SANITÁRIA,-0.02,-0.04,0.56,-1.46,0.79,2.85,2.75,-0.96,2.31,       -,0.65,       -,-2.41,0.9,2.4,0.08,0.65
 DETERGENTE,1.62,3.13,1.31,2.18,-0.34,-2.2,-0.67,1.13,-1.93,0.53,0.33,-0.23,1.14,-0.68,       -,0.63,0.53
 SABÃO EM PÓ,0.87,1.95,0.38,1.79,-0.63,0.9,-0.86,-2.11,-0.88,-0.32,-3.32,2.12,-0.43,0.43,-1.56,-3.76,-0.31
 DESINFETANTE,-1.29,-0.31,-0.92,-1.97,-0.86,-0.88,-0.7,-0.49,-0.89,-0.76,-2.5,2.55,       -,       -,-0.65,       -,-0.89
 SABÃO EM BARRA,2.75,       -,-0.03,2.75,       -,       -,-0.63,-2.79,0.35,       -,       -,1.79,0.31,2.5,-2.27,2.81,0.35
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.29,       -,1.74,       -,       -,       -,       -,1.34
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,0.84,       -,       -,       -,-0.19,       -,       -,       -,       -,       -,1.86,0.33
 LIMPADOR MULTIUSO,       -,-0.14,       -,       -,1.77,-0.85,       -,       -,       -,-0.38,       -,       -,       -,       -,       -,       -,1.01
 PAPEL TOALHA,-0.13,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.13
 AMACIANTE E ALVEJANTE,-0.16,-0.02,-0.84,0.45,2.07,-0.63,0.86,-0.11,0.95,0.76,0.87,2.39,0.14,1.42,0.91,-0.21,0.86
 COMBUSTÍVEIS E ENERGIA,4.21,2.84,4.03,8.74,4.56,2.4,1.09,7.25,7.72,3.92,3.15,2.74,8.58,3.54,3.28,7.01,4.44
 COMBUSTÍVEIS (DOMÉSTICOS),5.01,3.78,0.56,1.11,0.8,-1.8,1.3,1.04,1.01,2.03,0.88,0.18,2.93,0.41,1.04,-0.11,1.55
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,1.89,       -,       -,       -,       -,       -,       -,       -,-2.06,       -,-0.11
 GÁS DE BOTIJÃO,1.86,3.78,0.56,1.11,1.01,-1.8,1.28,1.04,1.01,1.28,0.88,0.18,2.93,0.41,1.27,-0.11,1.24
 GÁS ENCANADO,12.56,       -,       -,       -,0,       -,       -,       -,       -,6.78,       -,       -,       -,       -,       -,       -,4.58
 ENERGIA ELÉTRICA RESIDENCIAL,4.01,2.6,5.16,11.93,5.75,3.62,1.03,9.71,10.54,4.61,3.83,3.48,10.27,4.58,4.39,9.88,5.37
 ENERGIA ELÉTRICA RESIDENCIAL,4.01,2.6,5.16,11.93,5.75,3.62,1.03,9.71,10.54,4.61,3.83,3.48,10.27,4.58,4.39,9.88,5.37
 ARTIGOS DE RESIDÊNCIA,1.13,0.95,1.54,1.66,1.4,1.17,1.48,1.07,0.84,1.05,0.92,1.62,0.45,2.48,1.57,0.55,1.25
 MÓVEIS E UTENSÍLIOS,1.52,1.17,1.52,1.64,0.69,1.22,0.77,0.63,0.89,0.79,0.8,0.05,0.29,1.16,0.81,0.52,0.96
 MOBILIÁRIO,1.16,0.79,1.39,1.99,0.58,1.05,1.2,0.45,0.78,0.56,0.44,-0.49,-0.31,2.05,0.83,0.14,0.81
 MÓVEL PARA SALA,-0.63,0.15,1.54,0.3,1,0.14,1.72,0.71,-0.62,-0.43,-1.54,-0.89,-0.94,2.8,-3.2,1.93,0.4
 MÓVEL PARA QUARTO,2.6,2.8,1.98,2.5,-0.02,2.46,0.75,0.04,1.43,0.21,2.69,-0.86,-0.94,1.63,1.9,-0.78,1.08
 MÓVEL PARA COPA E COZINHA,1.9,-0.74,0.13,2.78,1.36,-1.59,1.21,1.91,1.93,2.23,-1.47,0.96,1.45,3.82,2.14,1.36,0.97
 MÓVEL INFANTIL,       -,       -,       -,2.45,       -,       -,       -,-0.05,-0.65,1.29,0.88,       -,-0.18,-0.28,0.18,-2.58,0.6
 COLCHÃO,       -,0.09,-0.47,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.21
 UTENSÍLIOS E ENFEITES,3.24,1.35,1.92,1.79,0.39,1.76,1,1.05,0.56,0.8,0.94,0.57,1,0.17,-0.23,1.44,1.09
 ARTIGOS DE ILUMINAÇÃO,1.24,1.61,0.22,1.13,-0.51,0.24,0.23,0.09,1.28,-1.57,       -,       -,0.14,       -,-1.15,0.22,0.23
 TAPETE,5.11,4.14,       -,       -,0.35,1.56,1.53,       -,0.94,0.26,1.55,-1.55,1.54,       -,       -,       -,1.53
 CORTINA,3.24,0.76,2.41,1.61,1.62,1.64,       -,1.6,-1.28,2.59,1.63,-1.97,       -,       -,       -,       -,1.61
 UTENSÍLIOS DE METAL,3.32,0.34,2.14,1.59,0.09,2.83,1.04,0.51,1.64,0.13,1.06,4.57,1.05,0.19,0.13,2.35,1.04
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,2.48,3.88,0.77,1.27,1.25,1.88,-1.65,2.33,       -,3.15,2.13,-0.5,-0.73,0.61,1.25
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,1.01,       -,       -,       -,0.38,       -,       -,       -,0.75,0.68,0.74
 FLORES NATURAIS,       -,0.83,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.83
 UTENSÍLIOS PARA BEBÊ,       -,       -,2.04,1.83,       -,       -,       -,1.78,       -,       -,-0.33,-0.43,0.46,1,       -,       -,1.0
" CAMA, MESA E BANHO",-1.97,2.42,1.49,-1.01,2.08,0.77,-1.4,1.17,1.92,1.93,2.25,1.39,1.36,-0.27,2.63,0.6,1.45
 ROUPA DE CAMA,-1.97,2.42,1.49,-0.79,2.08,0.77,-1.4,1.99,1.92,1.93,2.25,1.39,1.13,-1.13,2.63,0.6,1.5
 ROUPA DE BANHO,       -,       -,       -,-1.65,       -,       -,       -,-0.74,       -,       -,       -,       -,1.92,2.96,       -,       -,-0.29
 APARELHOS ELETROELETRÔNICOS,0.83,0.79,1.74,1.81,2.03,1.39,2.08,1.58,0.91,1.56,1,3.36,0.7,3.83,2.61,0.66,1.59
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-0.67,0.87,1.93,1.46,0.83,0.5,1.16,1.21,1.54,1.85,0.68,2.23,0.39,4.06,1.29,0.16,1.04
 REFRIGERADOR,-1.61,2.27,2.03,2.37,-0.18,0.26,-0.49,0.4,2.23,3.03,1.4,2.73,1.71,3.04,1.75,0.45,0.97
 AR-CONDICIONADO,1.39,0.36,       -,0.6,-2.37,-0.04,1.38,-0.15,-0.28,-1.9,-1.03,2.02,1.18,3.49,       -,0.42,-0.43
 MÁQUINA DE LAVAR ROUPA,0.9,1.29,2.02,1.64,3.65,0.54,2.26,3.15,2,3.45,-0.31,4.11,-2.01,7.34,-0.56,0.61,2.38
 VENTILADOR,       -,       -,       -,1.89,       -,       -,1.98,1.07,       -,       -,       -,       -,-0.39,-0.72,1.95,0.8,1.4
 FOGÃO,-2.44,-3.08,1,-0.52,-0.08,1.62,2.47,1.81,1.11,-0.6,1.91,-2.3,-0.23,7.97,1.37,-2.03,-0.04
 CHUVEIRO ELÉTRICO,       -,       -,3.52,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,3.52
" TV, SOM E INFORMÁTICA",2.13,0.7,1.55,2.14,3.19,2.18,2.92,1.96,0.21,1.26,1.44,4.58,1.13,3.42,4.01,1.08,2.16
 TELEVISOR,4.52,1.1,3.22,3.27,3.86,1.86,4.66,2.28,1.28,2.15,3.17,7.53,4.07,3.77,5.05,1.02,3.27
 APARELHO DE SOM,       -,       -,       -,2.14,       -,       -,       -,       -,0.64,       -,       -,       -,       -,       -,4.01,3.2,1.91
 VIDEOGAME (CONSOLE),       -,       -,       -,2.14,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.14
 COMPUTADOR PESSOAL,-1.81,-0.08,-0.91,0.51,2.23,2.45,-0.13,1.52,-1.75,0.16,-0.78,-0.33,-4.03,2.81,0.51,0.57,0.51
 CONSERTOS E MANUTENÇÃO,1.1,0.41,0.5,0.87,1.64,-0.04,1.14,0.83,-0.05,0.21,1.04,1.06,-0.05,1.03,-0.42,0.24,0.91
 CONSERTOS E MANUTENÇÃO,1.1,0.41,0.5,0.87,1.64,-0.04,1.14,0.83,-0.05,0.21,1.04,1.06,-0.05,1.03,-0.42,0.24,0.91
 CONSERTO DE REFRIGERADOR,       -,1.82,       -,-0.08,       -,       -,0.29,       -,0.73,       -,0,       -,       -,       -,-1.96,       -,0.29
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,-1.12,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.12
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,0.75,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.75
 REFORMA DE ESTOFADO,0.07,-0.08,-0.43,0.61,3.02,-0.88,       -,0.8,-0.19,       -,       -,0,0,5.03,       -,0.92,1.03
 CONSERTO DE APARELHO CELULAR,       -,0.38,0.28,0.34,-0.11,0.36,2.42,-0.59,0.01,1.46,-0.01,-1.41,-0.47,-0.73,0,-0.18,0.34
 CONSERTO DE BICICLETA,1.29,-0.54,0.96,2.06,1.64,0.75,1.12,1.86,-0.34,-0.06,2.06,1.47,0.25,0.78,0.25,0.25,1.14
 VESTUÁRIO,0.27,1.54,0.72,-0.26,1.2,0.63,0.86,1.95,-0.02,1.27,1.14,0.87,1.28,0.61,0.39,1.38,0.92
 ROUPAS,-0.03,1.63,0.43,-0.1,1.28,0.51,1.07,1.53,0.08,1.3,1.11,1.15,0.64,0.8,0.43,1.61,0.91
 ROUPA MASCULINA,0.05,1.62,0.13,0.06,2.98,1.19,1.39,0.98,0.31,0.03,0.1,2.3,-0.06,1.43,-0.11,0.01,1.21
 CALÇA COMPRIDA MASCULINA,2.55,2.1,0.13,-0.13,3.79,-0.47,0.82,2.32,2.44,1.26,0.09,2.49,-1.03,1.03,-0.7,0.11,1.79
 AGASALHO MASCULINO,       -,3.62,       -,       -,       -,       -,       -,       -,       -,3.54,       -,       -,       -,       -,       -,       -,3.59
 BERMUDA/SHORT MASCULINO,1.44,-1.25,-0.13,0.62,3.24,3.13,0.94,2.32,-0.43,-0.22,0.24,1.7,-0.1,1.45,-0.47,0.66,1.01
 CUECA,       -,       -,       -,       -,       -,       -,1.28,       -,       -,       -,       -,       -,       -,-1.92,-0.63,       -,0.52
 CAMISA/CAMISETA MASCULINA,-1.06,1.28,0.21,-0.06,2.52,1.72,1.91,-0.16,-0.31,-1.2,0.05,2.42,0.63,2.12,0.49,-0.32,0.89
 ROUPA FEMININA,-0.65,1.87,1.15,-0.87,0.7,0.59,1.16,2.16,0.81,2.49,2.21,0.77,1.11,0.04,1.06,3.38,1.02
 CALÇA COMPRIDA FEMININA,0.46,1.52,-0.08,1.16,-0.1,-1.17,1.52,3.55,1.85,0.83,2.24,1.77,0.04,1.26,3.62,3.11,0.72
 AGASALHO FEMININO,       -,3.3,3.78,       -,       -,       -,       -,       -,       -,2.73,       -,       -,2.42,       -,       -,       -,3.28
 SAIA,       -,       -,       -,1.41,       -,       -,0.76,       -,       -,       -,       -,       -,       -,-0.03,0.16,3.2,1.04
 VESTIDO,-0.1,2.23,0.64,-2.8,2.25,2.18,2.19,-2.03,0.28,3.44,1.85,-1.19,0.7,0.83,0.75,3.89,1.26
 BLUSA,-1.13,1.79,1.81,-1.39,-0.65,0.46,0.02,3.52,2.19,2.82,2.84,1.72,1.93,-1.27,0.16,3.99,0.65
 LINGERIE,       -,0.87,3.07,1.49,5.05,       -,2.18,1.59,-1.83,3.2,1.9,       -,3.3,1.14,3.32,1.58,2.91
 BERMUDA/SHORT FEMININO,-2.47,       -,-0.03,-1.92,       -,       -,0.55,3.68,0.23,2.49,0.75,0.59,-1.1,-2.02,-1.6,1.92,0.07
 ROUPA INFANTIL,1.44,1.07,-0.64,1.55,-0.18,-0.72,0.23,1.03,-1.71,0.82,0.69,0.1,0.78,1.04,0.31,1.07,0.19
 UNIFORME ESCOLAR,       -,       -,-0.1,2.74,-1.41,-2.72,0.69,3.57,       -,1.76,-2.1,1.21,       -,       -,2.02,0.19,-0.19
 CALÇA COMPRIDA INFANTIL,       -,2.6,-1.63,       -,1.12,0.13,       -,       -,-0.63,0.5,1.61,       -,2.47,3.11,1.82,       -,0.8
 AGASALHO INFANTIL,       -,2.1,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.1
 VESTIDO INFANTIL,1.6,0.91,-2.33,0.3,       -,3.57,1.82,1.82,-1.26,       -,-0.42,-2.58,0.36,-2.12,-0.26,-0.23,0.12
 BERMUDA/SHORT INFANTIL,1.24,       -,       -,-1.49,-3.2,       -,-2.01,-2.96,-2.23,       -,       -,1.59,-1,1.96,-2.93,1.26,-1.79
 CAMISA/CAMISETA INFANTIL,2.27,0.41,-0.78,2.63,0.1,-1.24,0.05,0.37,-1.58,-0.52,0.41,-0.02,1.18,3.14,0.6,1.35,0.16
 CONJUNTO INFANTIL,0.02,0.1,0.75,2.28,1.06,-0.08,-0.57,1.98,-2.41,2.36,3.38,0.4,0.79,-1.23,1.56,2.32,0.85
 CALÇADOS E ACESSÓRIOS,1.03,1.33,1.18,-1.65,0.89,1.38,0.53,2.88,-0.55,1.3,0.16,0.37,1.46,-0.01,0.6,0.39,0.79
 CALÇADOS E ACESSÓRIOS,1.03,1.33,1.18,-1.65,0.89,1.38,0.53,2.88,-0.55,1.3,0.16,0.37,1.46,-0.01,0.6,0.39,0.79
 SAPATO MASCULINO,-0.13,0.22,1.77,-2.77,3.21,1.14,0.09,3.12,-1.36,-0.94,-0.58,0.86,2.05,-0.24,-0.72,-0.86,0.7
 SAPATO FEMININO,2.97,2.95,2.29,-2.74,1.25,2.79,1.04,3.6,1.4,1.22,2.01,1.36,2.9,2.53,3.76,2.2,1.71
 SAPATO INFANTIL,       -,       -,       -,1.1,       -,       -,-0.84,       -,-0.77,0.67,-3.3,       -,-1.95,-3.19,-1.74,0.18,-0.49
 BOLSA,0.92,3.99,-0.48,-0.45,       -,-1.51,1.51,0.43,-2.1,0.13,1.31,       -,2.08,0.61,-2.54,0.43,0.41
 MOCHILA,       -,       -,       -,-2.3,       -,       -,0.99,-1.79,       -,       -,       -,       -,       -,-0.38,-0.25,       -,-0.88
 TÊNIS,0.7,0.68,0.93,-2.29,0.51,1.45,0.51,3.14,-0.2,2.27,-0.42,0.19,3.62,-1.89,2.25,0.51,0.74
 SANDÁLIA/CHINELO,0.04,-0.03,0.77,-0.54,-0.25,-0.08,0.01,3.71,-1.54,0.85,0.79,-0.49,-2.95,0.13,-0.25,-0.51,0.11
 JOIAS E BIJUTERIAS,-0.02,1.43,1.82,4.13,1.97,0.41,-0.54,2.2,2.26,0.87,4.61,-0.47,5.44,0.43,-1.51,3.22,1.75
 JOIAS E BIJUTERIAS,-0.02,1.43,1.82,4.13,1.97,0.41,-0.54,2.2,2.26,0.87,4.61,-0.47,5.44,0.43,-1.51,3.22,1.75
 BIJUTERIA,       -,       -,3.35,       -,       -,0.99,       -,       -,0.92,       -,       -,       -,       -,       -,       -,1.9,2.0
 JOIA,-0.14,3.13,1.34,4.86,3.2,0.23,0.25,1.73,       -,0.27,4.96,-0.85,5.44,2.73,-2.18,4.75,2.19
 RELÓGIO DE PULSO,0.3,-3.1,       -,3.04,-1.96,       -,-2.45,3.2,3.63,2.85,2.98,0.32,       -,-0.92,0.6,2.05,0.25
 TECIDOS E ARMARINHO,0.53,1.15,0.47,-0.31,0.5,-1.09,0.43,2.5,-0.12,0.49,0.06,0.41,0,2.24,1.92,-0.65,0.38
 TECIDOS E ARMARINHO,0.53,1.15,0.47,-0.31,0.5,-1.09,0.43,2.5,-0.12,0.49,0.06,0.41,0,2.24,1.92,-0.65,0.38
 TECIDO,0.53,0.25,-0.15,-0.31,1.11,-1.09,0.43,2.5,-0.12,1.08,-0.39,0.07,0,2.24,1.92,-0.65,0.4
 ARTIGOS DE ARMARINHO,       -,2.72,1.62,       -,-0.74,       -,       -,       -,       -,-0.36,1.17,1.04,       -,       -,       -,       -,0.28
 TRANSPORTES,0.79,2.19,0.55,0.19,1.23,0.14,0.4,0.8,2.71,1.23,1.77,0.26,1.29,0.97,1.35,-0.41,1.15
 TRANSPORTES,0.79,2.19,0.55,0.19,1.23,0.14,0.4,0.8,2.71,1.23,1.77,0.26,1.29,0.97,1.35,-0.41,1.15
 TRANSPORTE PÚBLICO,-1.22,-5.34,-4.8,-2.91,-4.75,-9.88,-1.94,-2.97,-1.75,-7.51,-3.8,-4.49,-3.97,-3.27,-0.25,-0.77,-3.98
 ÔNIBUS URBANO,0,0,0,0,0,0,0,0,4.02,0,0,0,0,0,0,0,0.3
 TÁXI,0,0,0,0,0,       -,0,0,0,       -,       -,0,0,0,0,0,0.0
 TREM,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,1.33,-0.8,0.87,0,       -,0,0,0.89,0,0.14,0,-0.46,0,0,0,0.18
 ÔNIBUS INTERESTADUAL,2.63,       -,-3.53,0.52,0.56,-0.83,0,-4.9,2.05,3.2,-1.34,4.57,-2.6,0,5.98,-3.08,0.41
 PASSAGEM AÉREA,-21.13,-32.45,-35,-28.24,-29.82,-37.1,-10.9,-30.96,-33.8,-26.2,-21.87,-24.01,-25.93,-13.4,-16.46,-6.98,-28.33
 METRÔ,9.8,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.86
 TRANSPORTE ESCOLAR,       -,0,0,0,0,0,       -,       -,0,0,       -,-1.64,-0.51,       -,0,0,-0.04
 TRANSPORTE POR APLICATIVO,7.13,-3.24,1.51,15.29,-0.06,-3.23,       -,11.89,2.77,       -,-1.77,-0.11,-3.14,       -,6.9,21.67,1.79
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,0.49,1.01,0.5,0.39,0.42,0.76,0.69,0.56,0.26,0.91,0.33,0.91,0.91,1.82,0.75,0.62,0.59
 AUTOMÓVEL NOVO,0.99,2.53,2.25,0.06,0.37,1.03,1.89,0.65,0.68,2.26,1.68,1.57,1.99,2.34,1.67,2.05,1.15
 EMPLACAMENTO E LICENÇA,0.11,0.03,0.11,0.11,0.06,0.11,0.11,0.09,0.13,0.04,0.11,0.09,0,0.11,0.11,0.09,0.08
 SEGURO VOLUNTÁRIO DE VEÍCULO,-3.28,0.94,-0.39,-0.95,-5.59,0.42,-3.17,-3.18,-0.13,-0.33,-6.25,0.58,1.92,-3.08,-3.07,-3.51,-3.08
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,1.89,2.34,1.53,1.45,2.67,3.73,1.09,2.94,3.7,2.17,       -,3.95,0.19,2.16,1.54,2.16
 ACESSÓRIOS E PEÇAS,0.87,-0.67,0.06,-0.47,2.11,0.98,1.39,2.31,1.51,0.93,-1.38,2.63,0.63,-0.15,-0.28,-2.35,0.92
 PNEU,       -,4.03,1,1.32,3.72,0.72,-2.49,2.59,3.24,0.85,3.86,-0.07,3.01,2.29,-1.87,2.46,2.3
 CONSERTO DE AUTOMÓVEL,2.02,0.32,0.52,1.2,2.61,1.32,3.32,1.86,-0.8,-0.21,1.61,-0.1,-0.32,2.17,0.39,0.16,1.19
 ESTACIONAMENTO,       -,1.2,       -,       -,1.71,       -,       -,       -,0,0.87,       -,       -,       -,       -,       -,       -,1.45
 PEDÁGIO,       -,0,       -,       -,0,       -,       -,       -,       -,1.7,       -,0,       -,       -,       -,       -,0.3
 AUTOMÓVEL USADO,1.29,1.12,-0.36,       -,1.45,0.32,0.46,-0.22,1.14,0.54,0.6,0.89,0.9,0.88,1.02,2.91,0.88
 PINTURA DE VEÍCULO,       -,       -,-0.33,0,       -,       -,       -,       -,1.13,       -,       -,       -,       -,       -,       -,       -,0.16
 ALUGUEL DE VEÍCULO,-5.82,       -,       -,       -,       -,       -,-3.38,       -,0.26,       -,       -,       -,       -,       -,       -,       -,-3.06
 MOTOCICLETA,0.9,0.12,0.31,1.13,0.69,0.99,-0.48,1.13,-0.55,1.06,0.31,2.52,1.91,3.55,0.98,0.7,0.64
 COMBUSTÍVEIS (VEÍCULOS),2.97,6.5,2.75,1.34,5.42,2.66,1.07,2.73,8.93,3.64,4.93,0.46,2.56,0.78,2.93,-1.61,4.22
 GASOLINA,0.15,6.45,1.7,1.18,2.73,2.57,0.97,2.54,8.43,2.04,3.89,0.22,2.47,0.51,2.73,-1.76,2.87
 ETANOL,2.79,       -,10.8,3.61,14.83,4.53,       -,       -,16.31,12.1,10.28,       -,3.37,       -,       -,       -,12.92
 ÓLEO DIESEL,2.14,8.44,4.6,4.23,3,4.04,4.61,4.18,6.82,5.26,4.21,6.51,4.44,3.02,6.51,3.36,4.61
 GÁS VEICULAR,24.43,       -,       -,       -,       -,       -,       -,10.61,       -,       -,       -,       -,       -,       -,       -,       -,23.75
 SAÚDE E CUIDADOS PESSOAIS,1.36,0.97,1.1,0.31,0.7,0.87,0.04,0.81,0.31,0.6,0.5,0.94,0.4,0.71,1.06,0.73,0.76
 PRODUTOS FARMACÊUTICOS E ÓTICOS,3.76,1.63,1.62,0.88,1.2,1.61,0.05,1.01,-0.66,0.55,0.89,1.49,0.4,0.89,0.65,0.8,1.27
 PRODUTOS FARMACÊUTICOS,3.96,1.62,1.91,1.11,1.33,1.58,0.6,1.29,-0.29,0.77,0.82,1.78,0.35,1.01,1.27,0.73,1.47
 ANTI-INFECCIOSO E ANTIBIÓTICO,8.48,3.55,1.35,0.68,1.72,3.84,0.55,2.94,-0.94,-1.3,0.76,0.73,1.44,2.82,2.1,1.17,1.86
 ANALGÉSICO E ANTITÉRMICO,0.44,0.19,0.97,-1.34,-1.63,1.29,1.81,1.18,-1.07,2.03,-1.51,2.87,0.17,0.15,1.05,-2.6,-0.08
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,3.45,1.94,3.35,-0.54,4.45,3.68,2.19,4.23,4.42,-0.37,3.91,2.84,1.23,3.66,1.25,2.29,2.92
