"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - NOVEMBRO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.59,0.1,-0.83,0.1,-0.57,-0.69,1.19,0.21,0.2,-0.47,-1.36,0,0.84,1.85,0.82,-1.19,-0.25
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.59,0.1,-0.83,0.1,-0.57,-0.69,1.19,0.21,0.2,-0.47,-1.36,0,0.84,1.85,0.82,-1.19,-0.25
 REFEIÇÃO,0.88,0.93,0.1,1,1.76,0.83,0.94,0.46,0.99,1.22,0.4,0.52,0.47,1.38,1.38,-0.54,1.1
 LANCHE,-0.36,-2.83,-3.03,-1.64,-5.53,-4.45,1.88,-0.42,-2.83,-3.74,-4.19,-0.54,1.02,3.29,-0.2,-3.11,-3.37
 REFRIGERANTE E ÁGUA MINERAL,0.56,1.94,0.67,-2.91,0.28,0.76,-1.64,-0.91,0.04,0.32,0.86,-1.34,1.59,0.72,1.88,-1.45,0.26
 CAFEZINHO,       -,-0.98,       -,       -,-0.81,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.85
 CERVEJA,0.4,3.83,1.52,0.65,1.78,1.89,1.37,1.88,2.63,-1.89,1.67,-0.94,2.46,0.76,0.44,0.47,1.36
 OUTRAS BEBIDAS ALCOÓLICAS,       -,       -,       -,-0.28,       -,       -,       -,       -,       -,       -,       -,0.52,0.89,       -,5.16,       -,0.92
 VINHO,5.16,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,5.16
 DOCES,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.36,       -,       -,       -,       -,2.4,-0.67
 SORVETE,       -,       -,       -,       -,-0.25,       -,       -,-1.61,1.82,3.39,0.65,       -,2.46,-3,       -,-2.58,0.65
 HABITAÇÃO,1.29,0.24,0.79,1.22,0.76,2.09,-0.42,1.01,1.54,1.31,4.76,0.74,0.96,0.54,1.45,0.1,1.03
 ENCARGOS E MANUTENÇÃO,1.44,0.52,0.96,0.84,0.65,0.16,0.14,1.3,1.07,0.35,1.18,0.97,0.41,0.5,0.14,0.27,0.75
 ALUGUEL E TAXAS,1.6,0.45,1.07,0.82,0.73,0.13,0.14,1.52,1.19,0.09,1.37,1.02,0.33,0.16,0.01,-0.09,0.8
 ALUGUEL RESIDENCIAL,0.85,0.89,0.92,1,0.84,-0.01,-0.66,2.79,0.8,0.45,1.68,0.98,0.58,-0.14,0,0.19,0.84
 CONDOMÍNIO,0.51,0.35,2.96,1.33,0.97,0.39,1.33,0,2.37,-0.53,3,1.39,-1.37,4.7,0.26,-0.71,0.95
 TAXA DE ÁGUA E ESGOTO,6.78,0,0,0,0,0,0,0,0.28,0,0,0.73,0,0,0,0,0.52
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,4.45,       -,       -,       -,4.45
 REPAROS,0.56,0.91,0.24,0.4,0.68,0.59,0.81,0.26,0.39,0.98,-0.12,0.33,0.69,0.54,-0.24,1.41,0.61
 FERRAGENS,       -,       -,       -,       -,       -,       -,2.17,       -,       -,       -,-1.84,       -,       -,2.79,       -,       -,0.97
 MATERIAL DE ELETRICIDADE,       -,       -,       -,       -,       -,0.32,       -,       -,       -,-1.26,       -,       -,       -,       -,0.88,       -,-0.4
 VIDRO,       -,       -,       -,       -,       -,0.59,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.59
 TINTA,1.93,2.81,-0.41,2.15,1.64,1.65,1.63,2.28,0.24,1.89,-0.04,3.08,2.52,2.32,1.9,3.39,1.63
 REVESTIMENTO DE PISO E PAREDE,0.91,1.11,1.43,0.64,0.66,       -,0.63,-1.43,0.65,1.21,0.67,-0.41,       -,0.62,-1.92,2.36,0.64
 MADEIRA E TACO,       -,-0.43,       -,       -,       -,       -,       -,1.18,       -,       -,       -,       -,       -,2.36,-2.2,       -,-0.15
 CIMENTO,       -,       -,       -,1.91,       -,       -,0.68,2.38,0.96,       -,       -,2.66,-0.11,1.63,0.49,       -,1.21
 TIJOLO,-1.1,       -,       -,       -,       -,       -,1.58,       -,       -,       -,-1.83,-1.26,       -,-2.44,-2.44,       -,-0.83
 MATERIAL HIDRÁULICO,       -,       -,       -,       -,0.97,       -,       -,       -,0.34,       -,       -,       -,-0.94,       -,       -,       -,0.85
 MÃO DE OBRA,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
 AREIA,-0.87,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.12,       -,       -,       -,2.67,       -,-0.17
 PEDRAS,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.54,       -,       -,0.54
 TELHA,       -,-0.2,-0.41,-2.59,       -,       -,0.14,       -,       -,2.04,       -,       -,       -,       -,-1.07,       -,0.14
 ARTIGOS DE LIMPEZA,1.07,0.47,0.86,1.58,-0.29,-0.03,-1.21,0.89,1.19,1.81,0.91,1.99,0.74,1.45,1.53,1.48,0.53
 SACO PARA LIXO,       -,-2.53,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.72,       -,       -,       -,-1.9
 ÁGUA SANITÁRIA,1.93,-0.68,1.99,2.08,-3.31,-0.25,-0.28,-0.79,0.24,       -,2.85,       -,0.87,-0.24,1.39,1.46,-0.79
 DETERGENTE,-1.18,0.77,2.72,1.45,0.94,-1.36,0.93,0.77,2.28,-0.41,1.85,0.41,-1.39,1.3,       -,2.88,0.93
 SABÃO EM PÓ,2.75,0.48,0.2,1.36,-1.35,-0.53,0.37,1.62,0.36,2.03,0.38,2.46,1.22,1.53,2.3,0.78,0.37
 DESINFETANTE,2.32,1.74,-2.12,1.94,-0.86,-0.04,-3.88,-0.18,1.76,0.8,1.79,1.4,       -,       -,-0.05,       -,-0.05
 SABÃO EM BARRA,1.69,       -,2.24,1.83,       -,       -,-2.13,2.08,1.13,       -,       -,1.63,-1.13,1.96,0.57,1.95,1.13
 ESPONJA DE LIMPEZA,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.94,       -,2.46,       -,       -,       -,       -,2.88
 SABÃO LÍQUIDO,       -,       -,       -,       -,       -,-1.8,       -,       -,       -,3.03,       -,       -,       -,       -,       -,2.48,2.03
 LIMPADOR MULTIUSO,       -,0.49,       -,       -,2.05,1.3,       -,       -,       -,0.77,       -,       -,       -,       -,       -,       -,1.58
 PAPEL TOALHA,2.27,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.27
 AMACIANTE E ALVEJANTE,-0.86,0.74,0.27,1.29,0.58,1.24,-2.89,0.75,1.64,2.9,0.23,2.48,2.17,1.73,1.61,-0.02,0.69
 COMBUSTÍVEIS E ENERGIA,1.09,-0.11,0.58,1.64,0.95,7.18,-0.78,0.64,2.09,2.73,9.44,0.46,1.52,0.56,2.35,-0.13,1.44
 COMBUSTÍVEIS (DOMÉSTICOS),3.81,3.84,1.52,1.02,0.85,3.06,3.24,3.09,1.57,1.45,4.24,1.55,2.77,2.45,3.95,-0.49,2.1
 CARVÃO VEGETAL,       -,       -,       -,       -,       -,       -,0.39,       -,       -,       -,       -,       -,       -,       -,-2.27,       -,-0.92
 GÁS DE BOTIJÃO,2.75,3.84,1.52,1.02,1.05,3.06,3.34,3.09,1.57,1.68,4.24,1.55,2.77,2.45,4.34,-0.49,2.12
 GÁS ENCANADO,6.3,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,2.0
 ENERGIA ELÉTRICA RESIDENCIAL,0.43,-1.07,0.28,1.89,0.98,8.28,-1.92,-0.26,2.29,3.15,10.96,0.19,1.13,0,1.56,0,1.24
 ENERGIA ELÉTRICA RESIDENCIAL,0.43,-1.07,0.28,1.89,0.98,8.28,-1.92,-0.26,2.29,3.15,10.96,0.19,1.13,0,1.56,0,1.24
 ARTIGOS DE RESIDÊNCIA,-0.45,0.92,1.14,0.98,1.43,1.52,0.61,0.84,2.22,1.25,-1.05,0.87,1.65,-0.28,0.13,2.11,1.03
 MÓVEIS E UTENSÍLIOS,0.86,1.58,2.38,1.56,1.63,2.24,1.23,0.82,1.62,1.53,-1.25,1.64,2.05,-1.33,0.42,2.41,1.49
 MOBILIÁRIO,1.48,2.74,3.16,1.88,3.09,4.14,2.17,0.8,2.57,2.92,-1.89,2.95,2.97,-1.82,0.88,3.05,2.52
 MÓVEL PARA SALA,0.95,3.84,1.53,1.34,3.85,4.39,3.31,0.42,2.4,4.15,-3.2,2,1.31,-1.91,0.38,2.22,2.71
 MÓVEL PARA QUARTO,1.96,1.62,4.21,2.71,1.75,3.81,0.82,0.09,2.5,1.01,-1.08,4.35,3.92,-1.85,1.61,4.83,2.08
 MÓVEL PARA COPA E COZINHA,1.51,3.23,2.53,1.95,5.45,4.73,3.14,4.28,2.52,4.74,-1.3,0.87,2.71,0.33,-0.41,0.79,3.47
 MÓVEL INFANTIL,       -,       -,       -,-2.22,       -,       -,       -,1.26,3.65,4.5,-2.15,       -,3.48,-5.43,-1.48,0.84,1.37
 COLCHÃO,       -,1.14,4.08,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.63
 UTENSÍLIOS E ENFEITES,0.35,-0.79,0.68,1.53,-0.37,-0.85,-0.18,0.58,-0.58,0.06,-1.14,-1.17,0.45,-0.85,0.49,0.81,-0.16
 ARTIGOS DE ILUMINAÇÃO,-2.57,-1,1.71,0.39,-1.01,-0.17,-0.71,-0.7,0.74,-1.7,       -,       -,0.71,       -,-1.7,0.44,-0.63
 TAPETE,0.15,-0.51,       -,       -,0.72,-0.24,-0.27,       -,-0.76,0.58,-4.48,-2.75,-0.26,       -,       -,       -,-0.27
 CORTINA,3.33,-1.8,-0.29,1.08,0.3,0.32,       -,0.31,0.31,1.45,-1.35,0.56,       -,       -,       -,       -,0.31
 UTENSÍLIOS DE METAL,0.11,-2.16,0.6,3.32,-0.84,-2.7,1.92,-0.15,-1.54,-0.14,-0.39,-2.99,0.05,-1.02,1.32,2.5,-0.39
 UTENSÍLIOS DE VIDRO E LOUÇA,       -,       -,1.63,-0.68,-0.24,-0.08,-1.65,0.59,-0.8,-0.58,       -,-0.7,0.96,0.05,2.06,-1.22,-0.08
 UTENSÍLIOS DE PLÁSTICO,       -,       -,       -,       -,       -,       -,-1.11,       -,       -,       -,-0.7,       -,       -,       -,-0.39,-2.31,-0.97
 FLORES NATURAIS,       -,4.04,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,4.04
 UTENSÍLIOS PARA BEBÊ,       -,       -,0.29,0.9,       -,       -,       -,4.54,       -,       -,1.66,0.1,1.91,-1.21,       -,       -,1.17
" CAMA, MESA E BANHO",-1.88,1.23,1.61,-0.4,-1.78,0.01,0.61,1.41,2.19,-1.98,1.65,1.34,1.47,-0.19,-1.76,2.38,-0.05
 ROUPA DE CAMA,-1.88,1.23,1.61,0.17,-1.78,0.01,0.61,0.79,2.19,-1.98,1.65,1.34,2.48,0.05,-1.76,2.38,-0.05
 ROUPA DE BANHO,       -,       -,       -,-1.98,       -,       -,       -,2.82,       -,       -,       -,       -,-0.92,-1.07,       -,       -,-0.01
 APARELHOS ELETROELETRÔNICOS,-1.32,0.28,-0.27,0.25,1.68,0.76,-0.04,0.87,2.97,1.55,-1.46,-0.37,1.49,0.43,-0.14,1.99,0.77
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-0.18,0.72,-0.03,1.07,2.07,2.65,2.28,1.36,3.97,3.5,-2.01,-0.49,1.74,1.68,-0.27,2.99,1.47
 REFRIGERADOR,1.27,1.59,-0.21,1.09,3.44,3.3,3.1,2.95,4.03,2.71,-0.93,0.98,2.42,2.74,0.6,4.26,2.2
 AR-CONDICIONADO,-3.17,-1.02,       -,-1.8,-0.61,-4.24,-0.18,3.92,1.9,1.69,-3.61,-2.37,-0.71,1.77,       -,-0.99,-0.8
 MÁQUINA DE LAVAR ROUPA,0.16,0.99,-0.14,0.96,0.12,3.29,1.91,0.23,3.74,3.76,-2.8,-1.33,3.17,0.43,0.23,4.05,0.83
 VENTILADOR,       -,       -,       -,3.55,       -,       -,2.99,-0.26,       -,       -,       -,       -,0.85,0.5,-0.65,1.52,1.52
 FOGÃO,-1.2,-0.05,0.6,1.65,3.81,5.9,1.83,-0.76,5.53,5.37,-2.57,-0.77,0.66,0.66,-2.11,3.9,2.3
 CHUVEIRO ELÉTRICO,       -,       -,-0.41,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.41
" TV, SOM E INFORMÁTICA",-2.31,-0.27,-0.51,-0.54,1.29,-0.92,-2.26,0.37,1.82,-0.54,-0.71,-0.24,1.12,-1.9,0,1.11,0.03
 TELEVISOR,-2.06,0.91,0.34,-0.09,3.04,1.47,-2.92,2.3,1.84,0.31,-0.17,0.21,1.87,-1.22,0.6,2.61,1.03
 APARELHO DE SOM,       -,       -,       -,-0.54,       -,       -,       -,       -,0.8,       -,       -,       -,       -,       -,0,3.25,0.43
 VIDEOGAME (CONSOLE),       -,       -,       -,0.94,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.94
 COMPUTADOR PESSOAL,-2.77,-2.58,-1.9,-1.65,-1.45,-3.14,-1,-2.48,2.1,-1.75,-1.48,-1.09,-0.36,-3.14,-2.28,-1.97,-1.65
 CONSERTOS E MANUTENÇÃO,-1.12,0.45,0.92,1.88,-0.71,1.06,1.53,0.72,0.66,-1.26,1.46,3.08,0.36,0.66,0.11,1.16,0.06
 CONSERTOS E MANUTENÇÃO,-1.12,0.45,0.92,1.88,-0.71,1.06,1.53,0.72,0.66,-1.26,1.46,3.08,0.36,0.66,0.11,1.16,0.06
 CONSERTO DE REFRIGERADOR,       -,3.79,       -,2.7,       -,       -,3.11,       -,5.87,       -,2.67,       -,       -,       -,0,       -,3.11
 CONSERTO DE TELEVISOR,       -,       -,       -,       -,       -,       -,0.74,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.74
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,       -,-1.42,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.42
 REFORMA DE ESTOFADO,0.99,-0.76,-0.37,1.84,0.29,0.51,       -,0.49,6.2,       -,       -,6.56,3.33,-0.2,       -,2.52,0.91
 CONSERTO DE APARELHO CELULAR,       -,0.04,-1.13,3.26,-0.54,-0.43,1.65,-0.5,-2.57,1.93,0.07,2.62,1.22,-2.48,0,1,0.04
 CONSERTO DE BICICLETA,-1.5,1.54,2.61,0.32,-0.94,2.28,1.25,1.63,-1.33,-1.96,1.41,2.81,-1,1.93,0.29,0.45,-0.33
 VESTUÁRIO,0.7,0.8,-0.41,1.58,1.64,0.35,0.48,1.2,2.38,0.21,-0.12,1.38,2.2,0.07,-0.58,2.97,0.95
 ROUPAS,0.47,0.64,-0.61,1.73,1.71,0.06,0.35,1.72,2.88,0.49,-0.54,1.12,1.91,-0.02,-0.34,3.31,0.97
 ROUPA MASCULINA,0.56,1.22,-1.31,2.12,1.87,0.8,-0.95,1.3,3.58,1.44,0.68,0.6,3.48,0.45,-0.56,3.42,1.15
 CALÇA COMPRIDA MASCULINA,0.6,-0.08,-2.87,1.75,1.48,2.43,-0.89,2.89,3.9,2.01,-1.49,-1.35,3.49,-0.6,-2.25,3.39,0.72
 AGASALHO MASCULINO,       -,1.88,       -,       -,       -,       -,       -,       -,       -,-0.67,       -,       -,       -,       -,       -,       -,0.99
 BERMUDA/SHORT MASCULINO,1.48,-0.17,-0.65,2.22,2.33,0.8,-1.42,-0.16,2.75,1.31,3.53,1.79,3.51,-1.35,-2.17,3.13,1.15
 CUECA,       -,       -,       -,       -,       -,       -,-1.77,       -,       -,       -,       -,       -,       -,-2.81,-1.4,       -,-1.76
 CAMISA/CAMISETA MASCULINA,0.25,2.06,-0.58,2.27,1.97,0,-0.61,1.41,3.88,1.49,1.06,1.05,3.46,2.33,1.43,3.54,1.42
 ROUPA FEMININA,0.25,0.87,0.08,1.48,1.62,-0.55,1,1.96,2.19,0.16,-2.72,1.37,1.24,-0.47,-0.43,3.63,0.84
 CALÇA COMPRIDA FEMININA,0.52,2.04,-2.67,0.22,1.51,-2.9,0.55,3,3.41,-0.94,-3.2,-0.32,-0.35,-2.05,-2.26,3.75,0.34
 AGASALHO FEMININO,       -,-0.76,-2.94,       -,       -,       -,       -,       -,       -,-2.07,       -,       -,-0.86,       -,       -,       -,-1.57
 SAIA,       -,       -,       -,-1.86,       -,       -,3.51,       -,       -,       -,       -,       -,       -,2.04,-2.4,3.87,0.57
 VESTIDO,3.23,1.32,0.48,2.38,-1.28,1.18,0.61,0.94,0.52,1.08,-3.34,2.71,3.44,1.78,-0.33,3.52,0.49
 BLUSA,-1.89,0.06,2.82,2.14,3.08,-0.48,0.44,3.43,2.48,0.86,-1.85,1.45,1.33,-0.4,0.17,3.62,1.48
 LINGERIE,       -,1.21,-0.87,1.02,1.71,       -,1.03,-1.28,2.02,-2.36,-3.56,       -,-0.09,-2.27,1.89,3.93,0.57
 BERMUDA/SHORT FEMININO,1.6,       -,-0.74,1.54,       -,       -,2.74,-0.14,3.9,2.51,-2.45,0.42,3.5,-2.79,-0.71,3.45,1.18
 ROUPA INFANTIL,0.91,-0.96,-0.91,1.59,1.64,0.21,1.82,2.05,2.78,-0.27,1.67,1.44,0.67,-0.14,0.31,2.48,0.9
 UNIFORME ESCOLAR,       -,       -,-0.06,1.19,-0.35,-1.06,3.1,-1.16,       -,-0.28,3.63,-0.22,       -,       -,-0.97,1.53,0.26
 CALÇA COMPRIDA INFANTIL,       -,-1.97,-2.35,       -,3.74,2.26,       -,       -,3.33,-1.02,0.78,       -,0.93,-2.86,-1.82,       -,0.98
 AGASALHO INFANTIL,       -,0.27,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.27
 VESTIDO INFANTIL,1.65,2.07,3.99,2.74,       -,0.57,1.38,2,3.21,       -,3.67,3.05,1.53,0.57,1.81,0.02,2.43
 BERMUDA/SHORT INFANTIL,1.12,       -,       -,0.94,3.32,       -,1.61,0.76,2.79,       -,       -,0.02,0.73,1.72,0.83,3.4,2.21
 CAMISA/CAMISETA INFANTIL,0.55,-1.36,-1.73,-0.57,1.15,0.21,1.62,3.37,2.83,0.43,-1.28,-0.04,-1.28,3,-0.92,3.13,0.44
 CONJUNTO INFANTIL,0.98,-2.31,-1.88,3.84,1.52,0.46,0.93,3.2,2.01,-0.99,2.62,3.78,2.15,-3.19,1.81,3.73,0.84
 CALÇADOS E ACESSÓRIOS,1.42,1.6,-0.16,2.03,1.96,1.39,0.77,0.06,1.09,-0.13,1.01,2.14,2.63,0.17,-1.46,2.34,1.16
 CALÇADOS E ACESSÓRIOS,1.42,1.6,-0.16,2.03,1.96,1.39,0.77,0.06,1.09,-0.13,1.01,2.14,2.63,0.17,-1.46,2.34,1.16
 SAPATO MASCULINO,1.68,0.76,-0.05,1.09,-2.61,-2.7,-1.47,1.48,1.72,0.57,-0.59,0.61,2.85,-0.42,-1.69,1.88,-0.36
 SAPATO FEMININO,1.85,0.12,1.7,2.54,1.43,3.49,2.62,-0.72,1.69,0.09,1.73,0.89,3.11,-1.82,-1.87,2.24,1.32
 SAPATO INFANTIL,       -,       -,       -,-2.08,       -,       -,0.66,       -,-1.89,0.63,1.04,       -,2.39,-0.12,-1.75,1.83,-0.3
 BOLSA,1.33,-0.16,0.44,1.46,       -,3.67,2.23,-2.37,2.24,-0.52,0.83,       -,3.15,0.6,1.07,1.55,1.03
 MOCHILA,       -,       -,       -,0.32,       -,       -,2.17,3.53,       -,       -,       -,       -,       -,0.9,3.51,       -,2.2
 TÊNIS,1.72,2.78,-1.55,2.51,3.47,0.51,2.75,-0.92,0.74,-0.39,2.13,3.72,2.08,2.3,-1.35,3.58,1.83
 SANDÁLIA/CHINELO,-0.12,2.63,0.31,3.32,1.32,1.22,-1.96,0.63,1.38,-0.71,0.1,1.54,3.09,1,-2.94,1.8,0.79
 JOIAS E BIJUTERIAS,-0.1,-1.35,0.53,-1.92,-0.82,-0.23,0.39,-0.01,3.16,-2.67,-0.04,1.14,2.92,0.76,-0.12,1.62,-0.28
 JOIAS E BIJUTERIAS,-0.1,-1.35,0.53,-1.92,-0.82,-0.23,0.39,-0.01,3.16,-2.67,-0.04,1.14,2.92,0.76,-0.12,1.62,-0.28
 BIJUTERIA,       -,       -,2.78,       -,       -,3.68,       -,       -,2.81,       -,       -,       -,       -,       -,       -,3.8,3.01
 JOIA,1.13,-0.95,-0.29,-2.85,-0.31,-1.39,1.43,0.41,       -,-2.98,0.5,2.81,2.92,1.83,0,-0.75,-0.29
 RELÓGIO DE PULSO,-3.06,-2.41,       -,-0.55,-2.47,       -,-2.26,-0.92,3.5,-1.71,-2.5,-2.08,       -,0.11,-0.51,3.61,-1.34
 TECIDOS E ARMARINHO,0.12,1.12,0.45,1.41,0.81,0.97,1.33,0.97,2.73,1.2,1.1,2.06,2.55,0.03,0.57,2.87,1.18
 TECIDOS E ARMARINHO,0.12,1.12,0.45,1.41,0.81,0.97,1.33,0.97,2.73,1.2,1.1,2.06,2.55,0.03,0.57,2.87,1.18
 TECIDO,0.12,1.27,0.18,1.41,1.71,0.97,1.33,0.97,2.73,1.69,1.09,1.42,2.55,0.03,0.57,2.87,1.42
 ARTIGOS DE ARMARINHO,       -,0.86,0.97,       -,-1.09,       -,       -,       -,       -,0.48,1.12,3.15,       -,       -,       -,       -,0.05
 TRANSPORTES,3.19,3.75,3.67,3.23,3.08,3.59,2.86,4.42,4.15,2.8,3.72,3.29,4.49,2.89,2.91,2.81,3.35
 TRANSPORTES,3.19,3.75,3.67,3.23,3.08,3.59,2.86,4.42,4.15,2.8,3.72,3.29,4.49,2.89,2.91,2.81,3.35
 TRANSPORTE PÚBLICO,0.48,-0.71,-1.27,-2.01,-0.74,-1.93,-0.27,-1.21,-0.84,-1.06,1,0.82,0.69,-4.11,-0.57,-1.05,-0.67
 ÔNIBUS URBANO,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.84,0,0,-0.05
 TÁXI,0,0,0,0,0,       -,0,0,0,       -,       -,0,0,0,0,0,0.0
 TREM,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,0,-0.13,1.14,0.01,       -,0.05,0,0.73,0,1.19,0,1.77,0,-0.09,0,0.13
 ÔNIBUS INTERESTADUAL,2.55,       -,2.03,0.39,1.59,4.37,-0.7,3.25,0.97,-0.26,1.53,-0.16,1.43,1.26,3.23,1.5,1.64
 PASSAGEM AÉREA,-4.04,-5.05,-8.13,-10.81,-6.59,-7.25,-1.24,-12.32,-7.83,-3,-6.62,0.79,-3.43,1.97,-10.99,-7.53,-6.12
 METRÔ,0,       -,       -,       -,0,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,1.86,0,0,0,0,       -,       -,0,0,       -,3.03,0,       -,0,0,0.16
 TRANSPORTE POR APLICATIVO,15.57,1.83,0.5,1.38,9.28,4.21,       -,10.63,3.48,       -,10.46,11.3,4.81,       -,-2.34,7.28,6.77
 INTEGRAÇÃO TRANSPORTE PÚBLICO,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 VEÍCULO PRÓPRIO,1.4,1.87,1.85,1.4,1.06,0.88,1.59,1.73,1.29,1.66,1.99,2.19,1.4,1.93,1.01,1.82,1.43
 AUTOMÓVEL NOVO,1.38,3.45,2.46,2.91,2.58,0.94,2.11,2.37,2.15,2.03,2.36,3.18,4.46,0.82,2.06,1.22,2.36
 EMPLACAMENTO E LICENÇA,0.11,0.03,0.11,0.11,0,0.11,0.11,0.09,0.12,0.04,0.11,0.09,0,0.1,0.11,0.09,0.06
 SEGURO VOLUNTÁRIO DE VEÍCULO,3.55,-0.51,8.82,3.65,2.28,4.68,3.12,2.78,2.02,1.85,0.52,0.28,0,1.53,2.71,9.92,2.72
 MULTA,       -,0,0,0,0,0,0,0,0,0,0,       -,0,0,0,0,0.0
 ÓLEO LUBRIFICANTE,       -,3.99,0.92,1.08,3.62,-1.85,1.62,2.18,0.59,1.26,-0.52,       -,2.58,1.01,1.94,-1.38,1.94
 ACESSÓRIOS E PEÇAS,-0.26,-1.61,-0.91,0.4,-1.17,-2.25,1.3,1.42,-0.39,2.03,-0.79,-0.24,1.17,-2.34,0.17,-0.38,-0.45
 PNEU,       -,2.28,0.53,1.79,3.23,0.4,2.13,2.93,2.54,-0.89,3.81,0.9,2.14,0.03,0.1,3.57,1.96
 CONSERTO DE AUTOMÓVEL,1.84,1.67,2.51,-1.12,-2.69,1.13,5.1,1.29,1.39,1.43,1.78,3.04,-1.35,-0.24,0.25,0.29,0.32
 ESTACIONAMENTO,       -,-0.83,       -,       -,0,       -,       -,       -,0.43,-0.4,       -,       -,       -,       -,       -,       -,-0.1
 PEDÁGIO,       -,0,       -,       -,0.03,       -,       -,       -,       -,0,       -,0,       -,       -,       -,       -,0.03
 AUTOMÓVEL USADO,2.68,3.42,1.65,       -,1.97,-1.98,2.11,3.85,1.11,3.15,3.94,2.52,1.59,8.75,0.43,1.38,2.38
 PINTURA DE VEÍCULO,       -,       -,-1.06,-3.57,       -,       -,       -,       -,1.26,       -,       -,       -,       -,       -,       -,       -,-0.91
 ALUGUEL DE VEÍCULO,3.88,       -,       -,       -,       -,       -,2.66,       -,-8.64,       -,       -,       -,       -,       -,       -,       -,-1.75
 MOTOCICLETA,-0.79,2.25,1.27,1.38,0.92,2.18,0.62,0,4.85,1.17,1.29,1.17,2.51,5.11,1.75,3.65,1.29
 COMBUSTÍVEIS (VEÍCULOS),8.12,7.61,7.77,7.88,8.05,8.58,5.84,10.33,10.93,5.37,6.51,6.7,8.93,6.81,6.67,6.24,7.74
 GASOLINA,8.39,7.63,7.24,8.18,6.97,8.54,5.84,10.4,10.8,4.87,6.26,6.66,8.89,6.89,6.68,6.14,7.38
 ETANOL,12.46,       -,12.2,0.56,11.26,9.56,       -,       -,14.5,7.68,7.04,       -,12.67,       -,       -,       -,10.53
 ÓLEO DIESEL,8.58,7.09,5.99,10.76,7.13,9.33,5.69,9.75,7.95,5.94,10.02,7.62,6.15,6.14,6.58,9.52,7.48
 GÁS VEICULAR,4.15,       -,       -,       -,       -,       -,       -,7.38,       -,       -,       -,       -,       -,       -,       -,       -,4.3
 SAÚDE E CUIDADOS PESSOAIS,-0.25,-0.39,-0.56,-1.27,-0.16,-0.92,-3.38,-1.32,-0.35,-0.09,-0.8,-0.71,-0.55,-2.23,-2.02,-0.71,-0.57
 PRODUTOS FARMACÊUTICOS E ÓTICOS,1.38,0.14,0.77,0.7,1.54,-0.41,-0.84,-0.09,2.06,1.54,1.21,-0.42,2.24,0.3,-0.65,1.83,1.0
 PRODUTOS FARMACÊUTICOS,1.45,0.11,0.86,0.58,1.9,-0.28,-0.77,-0.18,1.69,1.83,1.25,-0.41,2,0.34,-0.29,1.77,1.13
 ANTI-INFECCIOSO E ANTIBIÓTICO,1.77,-1.51,1.12,-2.5,3.63,-3.06,2.03,-1.65,1.25,2.07,1.26,-1.28,0.87,-0.45,-0.09,-1.08,1.25
 ANALGÉSICO E ANTITÉRMICO,1.82,1.34,1.06,1.65,2.58,0.96,-1.68,-0.28,1.36,1.55,1.85,-0.7,3.01,0.29,-2.09,2.34,1.47
