"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - AGOSTO DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 COCO RALADO,0.0,0.0,0.0,0.0,0.25,0.22,0.0,0.0,0.0,-1.59,0.0,0.0,1.2,0.0,0.0,0.0,-0.23
 ERVILHA EM CONSERVA,2.11,1.03,0.0,0.0,0.0,2.18,0.0,0.0,2.46,0.0,0.0,0.0,1.1,0.0,0.0,-0.06,1.57
 PALMITO EM CONSERVA,0.27,0.0,-1.01,0.0,0.48,0.0,0.0,0.0,0.0,-0.65,0.57,2.1,0.0,0.0,0.0,0.0,0.14
 PEPINO EM CONSERVA,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,1.12,0.0,0.0,0.0,0.9
 SARDINHA EM CONSERVA,0.0,1.45,1.35,1.86,-3.63,0.0,-0.8,-0.26,1.91,1.01,-0.87,0.38,1.77,0.48,0.67,-1.97,-0.52
 SALSICHA EM CONSERVA,0.0,0.0,0.0,-0.49,0.0,0.66,3.06,0.67,0.0,0.0,0.0,0.0,0.0,-0.23,0.0,0.25,1.37
 CARNE EM CONSERVA,0.0,0.0,0.0,0.64,0.0,0.0,4.93,-1.79,0.0,0.0,0.0,0.0,0.0,0.74,-0.03,-0.53,1.87
 PATÊ,1.8,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66
 SOPA DESIDRATADA,0.0,1.95,-0.61,0.0,2.87,-2.81,0.0,0.0,0.0,0.0,1.8,1.09,0.0,-0.25,0.0,0.0,1.26
 AZEITONA,-0.15,0.0,-0.37,0.58,0.43,1.39,-3.07,0.0,2.88,0.87,0.81,1.0,-0.54,0.0,0.0,0.0,0.25
 MILHO-VERDE EM CONSERVA,0.25,0.62,1.7,1.47,2.39,3.1,0.32,1.18,1.75,2.48,1.92,3.22,1.79,1.32,1.24,2.31,1.72
 ATUM EM CONSERVA,-0.19,1.13,0.19,0.0,1.12,-1.36,0.0,0.43,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
 SAL E CONDIMENTOS,1.0,-1.05,-1.44,0.01,-0.6,0.45,0.02,-0.79,1.25,0.93,0.97,1.52,-0.75,1.5,-2.22,-0.17,-0.12
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94
 ATOMATADO,0.12,-1.24,-0.54,-1.77,0.1,0.18,0.78,1.58,2.14,0.3,0.93,-0.04,-0.57,0.68,-0.82,-0.28,0.08
 ALHO,2.96,0.0,-2.75,4.05,-2.12,0.53,-0.64,-0.81,-0.74,2.55,1.1,2.77,-3.22,4.04,-5.97,-0.84,-0.24
 SAL,0.0,0.0,0.0,0.0,0.0,1.92,2.54,-1.82,0.0,0.0,2.63,0.0,1.32,0.55,-0.26,0.0,1.41
 FERMENTO,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.96,0.0,0.0,0.0,0.0,0.97
 MAIONESE,-3.09,-1.56,-1.85,-0.97,-2.47,-1.94,0.6,-4.05,0.0,-1.26,0.33,0.57,-0.39,-1.55,0.0,0.0,-1.83
 VINAGRE,0.0,0.0,0.0,0.8,0.0,0.0,-1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,-0.85,-0.61
 CALDO CONCENTRADO,-0.62,0.99,-0.4,-0.05,-0.19,2.18,0.0,-0.39,4.7,0.0,0.0,-0.55,0.0,0.0,0.0,1.58,0.58
 TEMPERO MISTO,0.0,-1.96,-1.34,-1.71,0.85,0.41,-0.18,0.04,-1.45,1.77,-0.12,1.69,1.5,0.26,-1.23,1.94,0.06
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.36,0.58,0.03,-0.09,0.98,0.66,-0.51,-0.32,0.7,0.62,0.72,0.56,-0.19,-0.74,-0.19,0.22,0.53
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.36,0.58,0.03,-0.09,0.98,0.66,-0.51,-0.32,0.7,0.62,0.72,0.56,-0.19,-0.74,-0.19,0.22,0.53
 REFEIÇÃO,0.62,0.73,-0.31,-0.01,0.73,0.85,-0.55,-0.18,0.81,1.06,-0.16,0.28,-0.15,0.04,-1.14,0.17,0.52
 LANCHE,-0.93,0.55,0.6,-0.42,1.19,0.24,-0.64,-1.08,0.12,0.17,2.61,1.45,1.71,-1.92,0.51,0.23,0.47
 CAFÉ DA MANHÃ,-0.67,1.4,2.59,4.17,-1.03,1.25,1.45,0.0,3.5,0.0,0.0,1.04,0.0,0.81,0.0,0.71,0.66
 REFRIGERANTE E ÁGUA MINERAL,0.91,-1.88,0.82,1.29,1.17,0.07,-1.64,0.89,0.13,0.45,1.2,1.84,-2.86,-0.99,0.01,-0.2,0.37
 CAFEZINHO,1.91,-1.03,0.0,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,2.83
 CERVEJA,1.19,0.87,-0.82,-0.79,1.84,1.45,-0.03,-0.4,1.8,-0.28,0.62,0.49,-3.83,1.3,1.57,1.3,0.79
 OUTRAS BEBIDAS ALCOÓLICAS,-2.09,0.0,0.73,-0.48,0.0,-0.31,1.64,1.45,1.44,0.0,0.0,1.41,0.0,0.0,0.0,0.18,0.22
 DOCES,1.66,1.87,-1.24,0.18,1.26,-0.43,-0.93,0.3,-2.33,-1.01,0.15,-2.85,1.1,-1.19,-1.23,-2.4,0.08
 HABITAÇÃO,1.06,1.19,2.28,0.62,1.29,1.08,1.71,2.5,-0.25,1.1,1.38,-1.9,0.55,3.3,0.52,0.62,1.19
 ENCARGOS E MANUTENÇÃO,0.06,0.28,1.91,-0.19,0.28,0.51,0.53,1.01,0.29,0.19,0.19,1.06,0.41,-0.22,0.46,-0.13,0.46
 ALUGUEL E TAXAS,0.15,0.47,3.11,0.04,0.27,0.64,0.3,1.22,0.43,0.36,0.28,1.5,0.26,-0.25,0.17,0.18,0.63
 ALUGUEL RESIDENCIAL,0.19,0.35,0.72,0.02,0.71,1.27,0.41,0.19,0.83,0.19,0.1,0.24,0.47,-0.37,0.02,0.36,0.5
 CONDOMÍNIO,0.16,1.04,1.17,0.09,-0.56,0.06,0.0,0.0,0.45,1.74,0.58,0.34,0.0,0.7,0.46,0.09,0.17
 TAXA DE ÁGUA E ESGOTO,0.0,0.23,8.13,0.02,0.0,0.0,0.0,3.79,0.0,0.0,0.35,4.59,0.0,0.0,0.0,0.0,1.34
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.22,1.02,0.0,-0.22,0.0,2.78,0.0,-0.13
 REPAROS,-0.2,-0.05,-0.02,-0.4,0.51,0.05,-0.03,0.46,0.0,0.27,-0.12,0.64,0.19,-0.36,0.58,0.03,0.16
 FERRAGENS,0.0,0.0,0.67,0.0,-0.63,0.0,0.0,-0.16,0.0,-0.42,-0.36,-0.62,0.0,-0.61,0.0,0.0,-0.26
 MATERIAL DE ELETRICIDADE,0.0,-0.88,0.0,0.0,0.0,0.0,-1.51,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.18
 MATERIAL DE PINTURA,0.0,0.0,-2.93,0.0,0.0,0.0,0.0,0.0,-0.99,0.0,0.0,-1.25,-0.54,-2.08,0.0,0.0,-2.28
 VIDRO,1.58,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08
 TINTA,0.73,0.5,-0.42,0.5,1.9,0.38,0.74,-1.02,-1.93,1.92,-0.05,2.22,0.52,-0.03,0.82,-0.07,0.78
 REVESTIMENTO DE PISO E PAREDE,-0.3,-2.06,-0.23,-3.56,-0.18,-4.42,-0.78,3.0,-1.98,-0.69,-1.41,2.49,2.63,0.0,3.65,0.42,-0.54
 CIMENTO,-1.98,-1.13,0.59,0.73,2.7,3.27,0.7,-0.81,-0.24,0.45,-1.14,0.64,-2.2,1.51,-1.12,-1.1,0.39
 TIJOLO,0.0,-0.31,0.31,-1.59,2.17,0.21,1.43,2.83,-0.3,0.33,-0.1,2.42,0.0,0.0,1.16,0.0,0.84
 MATERIAL HIDRÁULICO,0.0,0.0,0.65,0.0,0.8,0.0,-1.2,0.0,1.06,1.06,0.0,2.05,0.0,0.0,-1.25,0.0,0.74
 MÃO DE OBRA,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
 AREIA,0.92,0.0,0.06,0.0,0.0,0.0,0.0,0.44,8.85,-0.14,0.23,1.54,0.0,0.0,1.99,0.0,1.51
 TELHA,-5.49,0.0,1.11,0.0,0.0,0.0,-2.16,1.68,0.5,-0.24,-0.26,-0.57,0.0,0.0,0.0,-0.3,-1.0
 ARTIGOS DE LIMPEZA,-0.2,0.05,-0.53,-1.94,-0.13,0.23,2.22,0.67,0.0,-1.27,0.23,-1.01,1.67,-0.01,1.64,-2.12,-0.11
 ÁGUA SANITÁRIA,-0.98,0.0,-1.35,-0.99,-0.56,1.94,6.61,0.06,1.57,1.55,0.0,0.0,0.0,1.58,-1.0,-2.84,0.32
 DETERGENTE,-0.66,-0.43,-2.49,-0.04,0.42,2.59,3.71,-1.31,-0.51,-1.99,0.19,-0.26,0.49,0.0,0.0,-0.96,-0.29
 SABÃO EM PÓ,1.02,0.27,-0.75,-3.68,-0.9,0.86,1.29,1.15,0.05,-0.38,0.61,-1.55,2.25,-0.41,2.74,-3.17,-0.19
 DESINFETANTE,-1.76,2.26,1.2,-0.44,0.0,-1.88,-1.27,-0.95,0.0,-0.49,0.38,-0.01,1.08,0.88,0.97,0.0,0.06
 INSETICIDA,-1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.94
 SABÃO EM BARRA,2.15,0.85,-2.35,-1.95,0.98,-1.98,2.2,2.68,-1.64,-2.53,0.36,-0.99,1.27,2.34,1.25,-1.9,-0.07
 ESPONJA DE LIMPEZA,0.0,-0.91,-0.2,2.73,3.99,0.0,-0.1,-1.76,0.0,-1.03,-1.86,-2.27,0.97,-4.53,0.51,0.0,0.98
 AMACIANTE,-2.37,-1.0,2.19,0.0,-0.43,-0.91,4.1,-0.83,0.99,-2.7,0.0,-0.11,2.16,0.0,0.0,1.39,-0.29
 COMBUSTÍVEIS E ENERGIA,3.03,2.77,3.06,2.1,3.51,2.61,2.85,5.35,-1.47,2.99,3.5,-6.8,0.77,5.34,0.6,1.83,2.62
 COMBUSTÍVEIS (DOMÉSTICOS),-0.28,-0.57,0.2,-0.42,-1.58,-0.75,-1.36,-0.34,-1.64,-0.71,-0.16,-0.65,-1.24,-0.54,-1.3,-0.46,-0.84
 CARVÃO VEGETAL,0.0,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28
 GÁS DE BOTIJÃO,-0.71,-0.59,0.2,-0.42,-1.76,-0.75,-1.36,-0.34,-1.64,-0.77,-0.16,-0.65,-1.24,-0.54,-1.3,-0.46,-0.93
 GÁS ENCANADO,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46
 ENERGIA ELÉTRICA RESIDENCIAL,4.04,3.87,4.11,3.32,5.06,3.46,4.64,9.01,-1.37,4.19,4.97,-8.64,1.44,7.5,1.47,2.91,3.85
 ENERGIA ELÉTRICA RESIDENCIAL,4.04,3.87,4.11,3.32,5.06,3.46,4.64,9.01,-1.37,4.19,4.97,-8.64,1.44,7.5,1.47,2.91,3.85
 ARTIGOS DE RESIDÊNCIA,0.48,0.17,0.46,0.07,1.15,1.51,0.04,0.83,-0.4,0.29,0.46,0.69,0.23,0.16,0.84,0.03,0.56
 MÓVEIS E UTENSÍLIOS,-0.08,-0.15,0.33,0.5,0.78,1.08,0.57,1.06,-0.37,0.78,0.51,0.37,-0.5,0.12,0.71,1.04,0.43
 MOBILIÁRIO,-0.15,0.17,0.54,0.66,0.8,1.91,0.79,0.87,-0.52,1.81,1.29,0.65,-0.68,0.35,0.99,1.71,0.63
 MÓVEL PARA SALA,-0.62,0.97,1.29,1.3,-0.17,2.27,2.53,0.12,0.07,1.86,2.5,1.37,-0.59,2.13,2.1,1.81,0.74
 MÓVEL PARA QUARTO,0.42,-0.13,-0.44,0.55,1.77,1.72,0.11,1.39,-2.0,1.34,-0.62,0.44,-0.76,0.34,0.07,1.94,0.65
 MÓVEL PARA COPA E COZINHA,0.21,0.92,1.89,0.47,0.81,2.01,1.66,1.25,1.74,2.6,2.53,0.2,0.01,-1.29,3.01,2.6,1.35
 MÓVEL INFANTIL,0.0,0.0,0.0,1.25,0.0,0.0,2.16,2.7,0.0,0.0,-2.78,0.0,0.0,0.68,0.0,1.33,1.42
 COLCHÃO,0.03,-4.18,-1.67,-1.63,-0.04,-0.38,-1.26,-0.37,-3.5,1.74,-0.16,-1.37,-1.91,-1.45,-3.53,-0.26,-0.96
 UTENSÍLIOS E ENFEITES,0.35,-0.4,0.26,-0.41,1.06,0.21,-0.41,1.51,-0.27,-0.18,-0.84,-0.03,-0.08,-0.62,0.41,-0.47,0.29
 TAPETE,0.87,-0.08,0.44,-0.07,0.09,0.24,0.65,0.0,-1.73,0.99,-2.15,-0.3,-0.77,0.81,-0.06,0.0,0.16
 CORTINA,-0.64,-0.37,0.26,-0.42,-2.11,1.6,-0.3,0.34,-0.57,0.32,-1.17,-1.65,-0.36,-0.35,-0.34,-0.07,-0.72
 UTENSÍLIOS DE METAL,1.35,-1.46,1.9,-1.57,3.33,-0.85,-1.09,1.4,-2.19,-0.54,-1.84,-0.11,0.36,-0.69,0.31,0.08,0.77
 UTENSÍLIOS DE VIDRO E LOUÇA,1.84,-0.98,-1.08,-0.5,2.74,-1.32,-0.42,2.08,3.35,-0.89,0.16,0.78,-2.18,-1.26,0.02,-1.78,0.49
 UTENSÍLIOS DE PLÁSTICO,-1.57,0.9,0.0,-1.84,-1.66,-2.01,-0.92,1.35,1.17,0.21,-1.18,2.88,-2.74,-0.18,0.99,-0.87,-0.7
 FLORES NATURAIS,0.0,1.47,0.0,0.0,0.82,0.0,0.0,0.0,-2.04,-2.38,0.0,0.0,-3.5,0.0,0.0,0.0,0.28
 UTENSÍLIOS DIVERSOS,0.36,-0.4,-0.08,0.72,2.21,0.84,0.18,1.64,0.86,-0.28,0.09,0.59,2.46,-0.81,0.73,-0.55,0.81
" CAMA, MESA E BANHO",-0.46,-0.74,-0.39,1.14,-0.01,-1.52,1.14,1.43,0.06,-1.68,-0.1,-0.12,-0.31,0.5,0.27,0.01,-0.15
 ROUPA DE CAMA,-1.37,-0.65,-1.03,1.52,0.75,-1.52,1.58,1.38,0.37,-2.17,-0.1,-0.51,0.21,0.81,0.3,-0.37,-0.13
 ROUPA DE BANHO,1.58,-1.01,1.53,0.25,-1.45,0.0,-0.92,1.51,-1.06,-0.18,0.0,0.89,-1.67,-0.41,0.18,0.73,-0.22
 APARELHOS ELETROELETRÔNICOS,1.19,0.61,0.73,-0.4,1.62,2.42,-0.47,0.56,-0.44,-0.2,0.46,1.04,1.29,0.37,1.24,-1.62,0.75
 ELETRODOMÉSTICOS E EQUIPAMENTOS,1.26,1.57,1.1,0.26,1.82,3.22,-0.08,1.16,-0.33,0.05,1.14,0.73,2.05,1.61,1.41,-1.49,1.1
 REFRIGERADOR,2.35,0.27,0.47,-1.23,1.78,2.53,0.03,1.06,-0.89,-0.17,0.09,0.95,1.6,2.07,1.03,-2.98,0.75
 AR-CONDICIONADO,-1.08,2.82,0.0,0.04,0.0,0.0,-2.24,0.0,0.0,1.01,0.0,-0.03,1.46,-1.77,1.25,-0.91,0.32
 MÁQUINA DE LAVAR ROUPA,1.46,3.44,2.12,-1.52,2.47,4.5,2.26,0.63,2.52,1.53,2.06,1.77,4.89,-2.27,0.42,1.95,2.19
 LIQUIDIFICADOR,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,3.18,0.0,0.0,0.23
 VENTILADOR,-1.26,0.0,0.0,-0.17,0.0,0.0,1.63,2.66,0.0,0.0,0.0,0.0,0.31,1.92,2.74,1.62,0.58
 FOGÃO,0.87,1.62,2.94,4.06,2.06,3.67,-1.43,1.14,-1.4,-0.55,2.37,-1.02,2.16,3.17,2.62,-0.2,1.34
 CHUVEIRO ELÉTRICO,0.0,2.38,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19
 FORNO DE MICRO-ONDAS,0.0,0.92,-2.97,0.0,0.6,0.0,0.0,0.0,0.0,-1.72,2.66,0.0,0.0,0.0,0.0,0.0,-0.1
" TV, SOM E INFORMÁTICA",1.1,-1.38,0.13,-1.55,1.27,1.2,-1.34,-0.39,-0.62,-0.73,-0.68,1.56,-0.24,-2.07,0.9,-1.86,0.13
 TELEVISOR,1.83,0.04,-0.8,-1.39,0.98,0.36,-2.81,0.69,-2.43,-1.23,0.68,0.0,0.01,-2.96,1.15,-1.92,0.01
 APARELHO DE SOM,1.07,-2.72,-0.64,-0.64,1.68,1.05,1.91,0.66,-2.41,-2.06,0.28,-3.21,-0.63,-1.49,-0.62,-1.45,-0.08
 APARELHO DE DVD,1.13,-2.12,2.91,0.29,1.81,-0.46,0.3,0.31,-1.25,0.58,2.5,0.32,0.33,0.34,0.35,0.36,0.85
 ANTENA,0.0,0.0,0.0,-1.55,0.0,0.0,-1.34,-0.39,0.0,0.0,-0.53,0.0,0.0,-0.46,0.0,0.31,-0.86
 MICROCOMPUTADOR,0.7,-1.49,0.05,-2.57,1.25,1.86,-2.21,-1.94,0.55,-0.45,-1.99,3.3,-0.35,-2.65,1.29,-2.69,0.12
 CONSERTOS E MANUTENÇÃO,0.09,0.21,0.36,-0.34,1.28,0.4,-0.19,0.93,-0.32,-0.21,0.29,1.71,-0.64,-0.95,0.15,0.75,0.48
 CONSERTOS E MANUTENÇÃO,0.09,0.21,0.36,-0.34,1.28,0.4,-0.19,0.93,-0.32,-0.21,0.29,1.71,-0.64,-0.95,0.15,0.75,0.48
 CONSERTO DE REFRIGERADOR,-0.25,-0.1,-0.37,-0.54,1.43,-0.73,-0.24,0.0,-0.23,-1.73,1.14,0.58,-2.3,-1.25,0.91,0.0,0.16
 CONSERTO DE TELEVISOR,-0.02,0.92,0.87,-0.34,0.32,0.0,0.0,-3.15,-0.45,0.0,0.4,0.0,0.0,-1.42,-0.01,2.72,0.16
 CONSERTO DE APARELHO DE SOM,0.0,0.0,-0.71,0.0,0.0,0.0,0.0,0.0,-1.19,0.0,0.0,0.0,0.0,3.58,0.54,0.0,-0.57
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,0.28,0.0,0.49,0.61,2.25,-1.28,0.0,0.0,0.26,0.0,0.0,0.37,0.0,0.0,0.0,0.43
 REFORMA DE ESTOFADO,0.43,-1.04,0.76,-0.38,2.08,0.0,0.44,3.15,-0.21,0.0,-0.03,3.38,-0.79,-1.25,-0.52,0.98,0.92
 MANUTENÇÃO DE MICROCOMPUTADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.59,0.0,0.0,-1.24,0.42
 VESTUÁRIO,0.27,-0.22,-0.34,0.66,0.96,0.48,-0.86,0.52,0.83,-1.19,0.53,0.22,-0.56,0.81,0.48,0.34,0.23
 ROUPAS,0.09,0.5,-0.26,0.72,1.12,0.69,-0.79,0.7,0.75,-0.94,0.25,-0.13,-0.85,1.06,0.14,0.49,0.34
 ROUPA MASCULINA,1.18,1.86,0.63,0.93,0.74,-0.34,-1.61,1.27,2.3,-0.65,1.15,0.1,-1.26,1.69,2.55,0.97,0.71
 CALÇA COMPRIDA MASCULINA,0.46,2.78,0.76,0.69,0.56,-1.68,-1.82,1.84,1.81,0.51,1.41,-1.63,-2.57,1.35,1.18,2.36,0.63
 TERNO,0.36,2.59,1.8,3.52,0.0,0.0,0.0,0.0,0.0,-0.14,1.5,1.6,0.0,0.0,0.0,0.0,1.21
 AGASALHO MASCULINO,0.0,-1.51,-0.92,0.0,0.93,-3.09,0.0,0.0,0.0,-2.93,0.0,-2.05,-2.94,0.0,0.0,0.0,-1.01
 SHORT E BERMUDA MASCULINA,1.05,3.38,0.8,-0.75,2.94,0.36,-1.4,2.05,2.3,2.67,-0.89,0.57,-0.72,0.22,3.04,-0.64,1.35
 CUECA,0.0,-1.19,0.0,-0.13,0.0,0.0,1.04,-2.37,1.62,0.0,0.0,0.0,0.0,-0.03,-1.02,0.0,-0.08
 CAMISA / CAMISETA MASCULINA,2.02,2.56,0.44,1.56,0.33,1.11,-2.03,0.82,2.66,-1.74,1.36,1.0,0.02,2.87,3.58,0.89,0.73
 ROUPA FEMININA,-1.2,0.0,-1.6,1.28,1.07,1.46,-0.89,0.18,-0.56,-1.57,-0.43,-0.7,-0.27,0.34,-1.33,1.34,-0.16
 CALÇA COMPRIDA FEMININA,-1.9,-1.53,-1.13,0.43,2.2,1.34,-0.23,-1.8,-1.02,-2.36,0.95,-1.36,-2.0,0.22,-0.64,2.07,-0.09
 AGASALHO FEMININO,0.0,-1.53,-0.87,0.0,-3.59,0.0,0.0,0.0,0.0,-3.16,0.0,0.0,-2.52,0.0,0.0,0.0,-2.39
 SAIA,0.0,0.0,0.0,1.13,0.0,0.0,0.42,0.59,2.09,0.0,2.5,2.43,0.0,-0.05,2.69,0.23,1.47
 VESTIDO,-1.76,-1.7,-0.82,1.35,3.35,1.41,1.47,-0.73,-2.49,-1.24,0.2,-2.88,2.78,-0.34,-2.85,-0.87,0.26
 BLUSA,-1.35,2.45,-2.33,3.33,0.41,1.49,-3.24,1.72,0.66,-1.07,-2.4,0.19,-0.42,0.51,-2.6,1.87,-0.15
 LINGERIE,1.23,-0.07,-3.12,0.38,-1.42,1.58,-1.41,-0.08,0.17,-1.7,-1.4,-0.31,-0.86,0.27,-0.09,0.77,-0.91
 BERMUDA E SHORT FEMININO,0.86,2.15,-0.63,-2.63,0.0,2.37,2.21,0.65,-1.31,1.59,0.79,2.5,1.26,1.05,0.56,1.06,0.45
 ROUPA INFANTIL,1.65,-0.96,0.99,-1.22,2.1,1.23,1.18,1.11,0.48,-0.16,0.21,0.95,-1.18,1.31,-0.72,-2.33,0.81
 UNIFORME ESCOLAR,1.15,0.0,0.0,0.0,-0.64,0.0,-0.91,0.0,0.36,1.01,0.0,0.0,0.0,-1.39,-2.22,0.0,-0.12
 CALÇA COMPRIDA INFANTIL,-0.35,0.54,0.08,-0.15,1.44,0.5,-2.3,-2.34,0.45,-2.67,-1.1,2.86,0.44,1.99,-1.91,-1.41,-0.03
 AGASALHO INFANTIL,0.0,-2.99,-1.48,0.0,-0.92,0.78,0.0,0.0,0.0,-3.37,0.0,1.28,-1.18,0.0,0.0,0.0,-1.6
 VESTIDO INFANTIL,0.82,0.0,3.34,-0.71,2.81,1.67,4.07,-0.29,2.53,1.35,1.7,-1.43,-2.72,1.18,1.02,-2.46,1.88
 BERMUDA E SHORT INFANTIL,3.13,1.96,1.99,1.08,1.07,2.57,2.05,3.84,-1.0,1.04,-2.54,-0.65,1.37,3.02,0.19,-2.04,1.26
 CAMISA / CAMISETA INFANTIL,1.96,-1.86,0.63,-2.1,3.49,0.8,2.28,1.99,0.64,0.78,1.96,1.74,-2.72,1.26,-2.44,-2.79,1.17
 CONJUNTO INFANTIL,0.0,0.0,1.07,-2.99,3.7,1.76,-0.05,0.58,0.0,0.0,0.41,3.4,0.0,0.31,1.5,-2.48,1.27
 CALÇADOS E ACESSÓRIOS,0.28,-0.61,-1.0,0.77,0.9,-0.34,-1.93,0.35,0.13,-2.13,0.82,0.64,-0.38,0.07,0.77,-0.43,-0.09
 CALÇADOS E ACESSÓRIOS,0.28,-0.61,-1.0,0.77,0.9,-0.34,-1.93,0.35,0.13,-2.13,0.82,0.64,-0.38,0.07,0.77,-0.43,-0.09
 SAPATO MASCULINO,0.34,2.42,1.82,3.51,-0.92,2.66,-2.74,0.76,2.56,-0.7,-1.71,0.83,-2.77,-0.16,2.3,-0.71,0.23
 SAPATO FEMININO,1.55,-0.08,-1.01,1.21,-2.59,-1.36,-2.87,-0.58,2.47,-3.3,1.84,0.16,-2.43,-1.03,1.19,0.67,-1.1
 SAPATO INFANTIL,0.0,0.0,0.0,1.79,0.0,0.0,-1.8,0.0,-0.65,0.0,0.0,0.0,0.0,0.89,0.0,-1.93,-0.31
 SANDÁLIA / CHINELO MASCULINO,0.0,0.0,0.0,2.2,0.0,0.0,-0.16,0.0,-0.93,0.0,0.0,0.0,0.0,0.46,1.7,0.12,0.39
 SANDÁLIA / CHINELO FEMININO,-0.95,3.29,-1.56,0.38,1.58,-1.39,-2.96,0.6,-0.27,-2.47,2.91,1.31,2.77,-2.37,-0.03,-0.36,0.11
 SANDÁLIA / CHINELO INFANTIL,0.0,0.0,0.0,1.81,0.0,-1.14,0.39,-0.1,1.55,0.0,-1.96,-0.08,-1.48,1.54,-1.95,-0.93,0.17
 BOLSA,0.86,-1.76,0.91,-1.83,2.27,-1.85,0.5,1.37,1.4,-2.72,0.55,1.44,2.82,-0.04,2.38,1.91,0.55
 TÊNIS,0.14,-1.84,-1.71,0.45,2.34,0.07,-3.16,-0.25,-2.66,-1.84,0.65,0.2,-0.36,2.19,0.59,-2.37,-0.03
 JOIAS E BIJUTERIAS,2.38,-4.21,2.06,-0.24,-0.52,1.43,1.24,-1.57,4.45,0.32,2.19,1.9,1.18,1.0,2.98,1.89,0.55
 JOIAS E BIJUTERIAS,2.38,-4.21,2.06,-0.24,-0.52,1.43,1.24,-1.57,4.45,0.32,2.19,1.9,1.18,1.0,2.98,1.89,0.55
 BIJUTERIA,0.16,-4.01,1.06,-2.31,-2.64,2.57,-0.47,-4.34,5.26,-3.85,0.63,-1.12,1.76,1.25,4.23,1.89,-0.89
 JOIA,3.43,-4.34,2.7,2.27,1.48,0.98,2.49,0.0,3.64,2.49,3.27,3.65,0.75,1.22,2.65,0.0,1.59
 RELÓGIO DE PULSO,0.0,0.0,0.0,0.02,0.0,0.0,1.34,1.13,0.0,0.0,0.0,0.0,0.0,-0.67,2.12,1.86,1.04
 TECIDOS E ARMARINHO,0.32,1.16,0.0,-0.12,-0.02,0.33,-0.13,0.18,-0.31,0.36,0.26,0.39,-1.43,-0.97,-0.44,1.3,0.11
 TECIDOS E ARMARINHO,0.32,1.16,0.0,-0.12,-0.02,0.33,-0.13,0.18,-0.31,0.36,0.26,0.39,-1.43,-0.97,-0.44,1.3,0.11
 TECIDO,0.28,1.42,0.62,-0.12,0.35,0.65,0.08,-0.85,-0.16,-0.05,-0.6,0.6,-0.53,-0.99,-0.44,0.83,0.11
 ARTIGOS DE ARMARINHO,0.0,1.92,-0.96,0.0,-0.57,-0.15,-0.44,0.0,0.0,1.4,2.88,0.03,-2.95,0.0,0.0,0.0,0.03
 ACORTINADO (MOSQUITEIRO),0.41,-0.71,0.0,0.0,0.02,0.0,0.0,2.76,-1.12,0.0,0.0,0.0,0.0,-0.88,0.0,2.59,0.23
 TRANSPORTES,-0.79,-1.5,-0.45,-0.74,-0.26,-0.83,-0.64,0.42,1.55,0.04,-0.71,0.05,-1.13,-1.51,-1.03,-1.11,-0.39
 TRANSPORTES,-0.79,-1.5,-0.45,-0.74,-0.26,-0.83,-0.64,0.42,1.55,0.04,-0.71,0.05,-1.13,-1.51,-1.03,-1.11,-0.39
