"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JUNHO DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ERVILHA EM CONSERVA,3.91,0.3,0.0,0.0,0.0,-1.04,0.0,0.0,0.71,0.0,0.0,0.0,1.15,0.0,0.0,1.89,1.28
 PALMITO EM CONSERVA,-0.97,0.0,0.35,0.0,-2.42,0.0,0.0,0.0,0.0,1.48,0.78,0.58,0.0,0.0,0.0,0.0,-1.02
 PEPINO EM CONSERVA,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,1.33,0.0,0.0,0.0,1.66
 SARDINHA EM CONSERVA,-1.22,-0.46,-0.37,0.81,2.55,0.0,-0.8,0.73,1.21,1.11,1.63,-0.07,1.31,-1.51,-2.28,3.5,0.67
 SALSICHA EM CONSERVA,0.0,0.0,0.0,0.2,0.0,1.22,0.74,-1.6,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,1.53,0.36
 CARNE EM CONSERVA,0.0,0.0,0.0,0.21,0.0,0.0,1.01,-1.18,0.0,0.0,0.0,0.0,0.0,-0.85,-0.23,2.33,0.37
 PATÊ,0.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58
 SOPA DESIDRATADA,0.0,-2.63,0.28,0.0,-0.96,-1.44,0.0,0.0,0.0,0.0,-0.83,-0.56,0.0,-0.12,0.0,0.0,-0.89
 AZEITONA,-0.48,0.0,0.5,2.41,0.21,-0.15,0.12,0.0,-0.29,1.36,0.86,-0.67,1.53,0.0,0.0,0.0,0.4
 MILHO-VERDE EM CONSERVA,3.25,-1.16,4.78,3.29,-3.04,-0.98,1.26,1.46,0.12,0.17,4.52,2.86,2.3,4.18,3.46,1.31,0.61
 ATUM EM CONSERVA,0.89,-0.07,1.4,0.0,1.65,-0.06,0.0,2.03,1.66,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.1
 SAL E CONDIMENTOS,3.51,-0.46,2.34,0.89,1.25,-0.01,2.42,1.28,-0.1,2.53,0.82,4.74,4.22,5.3,5.93,1.65,1.68
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
 ATOMATADO,2.13,-1.35,-0.46,1.41,-0.53,-0.68,-1.47,1.62,-1.9,3.92,-0.58,3.36,1.14,-0.22,1.55,1.67,0.17
 ALHO,6.28,0.0,8.69,1.02,3.88,-0.45,7.3,3.05,0.09,2.91,4.06,9.7,15.21,16.7,22.44,2.77,5.24
 SAL,0.0,0.0,0.0,0.0,0.0,2.81,-0.08,0.64,0.0,0.0,1.15,0.0,1.68,0.39,1.22,0.0,0.89
 FERMENTO,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.27,0.0,0.0,0.0,0.0,0.92
 MAIONESE,-0.35,-0.38,0.2,3.43,2.64,-1.97,4.28,-0.42,0.0,1.3,0.46,-1.4,0.67,5.29,0.0,0.0,1.14
 VINAGRE,0.0,0.0,0.0,4.02,0.0,0.0,-0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,1.51,1.57
 CALDO CONCENTRADO,-0.14,2.12,1.09,-2.44,3.86,0.45,0.0,-2.42,4.12,0.0,0.0,-0.02,0.0,0.0,0.0,0.42,2.03
 TEMPERO MISTO,0.0,-0.89,0.84,-1.73,0.16,0.79,2.01,-0.09,1.02,1.13,-1.14,0.6,-0.5,0.08,-2.6,-0.3,0.3
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.61,0.27,0.69,0.25,-0.05,0.32,-0.54,0.34,-0.07,-0.22,1.32,1.13,-0.18,-0.6,-0.73,0.5,0.02
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.61,0.27,0.69,0.25,-0.05,0.32,-0.54,0.34,-0.07,-0.22,1.32,1.13,-0.18,-0.6,-0.73,0.5,0.02
 REFEIÇÃO,-1.03,-0.32,0.23,-0.09,-0.34,0.53,0.03,0.72,-0.36,0.07,1.38,1.28,0.56,-0.96,-0.81,-0.02,-0.22
 LANCHE,0.21,1.11,1.09,1.59,1.36,-0.18,-1.71,0.03,0.72,-0.13,1.24,1.11,-2.34,-0.36,-0.84,1.58,0.69
 CAFÉ DA MANHÃ,-1.62,3.49,0.32,5.95,-0.42,-1.38,2.45,0.0,-0.04,0.0,0.0,-1.56,0.0,0.03,0.0,0.43,0.43
 REFRIGERANTE E ÁGUA MINERAL,0.46,-0.11,1.19,0.0,-1.68,0.67,-1.38,-0.31,-0.58,-1.6,1.44,-0.29,-0.16,-1.65,-2.89,-0.37,-0.64
 CAFEZINHO,1.46,1.06,0.0,0.0,-1.35,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0,-0.22
 CERVEJA,1.0,1.22,1.02,-1.55,-0.98,0.0,0.21,0.33,-0.52,-1.35,0.58,0.77,0.92,0.53,1.09,-0.58,-0.25
 OUTRAS BEBIDAS ALCOÓLICAS,0.17,0.0,-0.24,-1.31,0.0,0.4,0.81,-2.51,-2.41,0.0,0.0,2.29,0.0,0.0,0.0,-0.33,-0.77
 DOCES,-0.73,2.44,1.6,0.12,1.03,2.35,0.5,1.52,1.62,-0.95,2.03,1.34,1.24,-0.81,-2.44,3.05,0.86
 HABITAÇÃO,-0.24,-0.6,0.84,-1.1,0.2,0.37,-0.08,-0.35,-0.43,0.56,-0.07,1.44,-0.22,-1.26,-0.15,-0.38,0.07
 ENCARGOS E MANUTENÇÃO,0.09,0.36,0.07,0.93,0.64,1.06,0.24,0.33,0.54,1.38,0.37,0.19,0.35,-0.04,0.35,0.05,0.51
 ALUGUEL E TAXAS,0.02,0.53,0.03,1.18,0.89,1.29,0.14,0.3,0.79,2.17,0.39,0.07,0.4,-0.14,0.59,0.0,0.68
 ALUGUEL RESIDENCIAL,0.4,0.47,-0.19,2.34,0.48,0.82,0.0,0.53,-0.24,-0.27,0.44,0.0,0.72,-0.2,1.64,0.25,0.38
 CONDOMÍNIO,-0.57,1.38,0.77,0.16,1.31,0.22,1.18,0.0,0.07,-1.15,1.07,0.29,-0.16,0.37,-0.32,-0.46,0.47
 TAXA DE ÁGUA E ESGOTO,0.0,0.0,0.0,0.0,1.6,3.23,0.0,0.0,2.62,8.38,0.0,0.0,0.0,0.0,0.0,0.0,1.56
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23,-0.54,0.0,0.89,0.0,-2.18,0.0,-0.39
 REPAROS,-0.08,0.2,0.12,0.09,0.1,0.16,0.22,0.16,0.29,0.19,0.3,0.13,-0.07,-0.06,0.02,-0.18,0.12
 FERRAGENS,0.0,0.0,0.25,0.0,1.72,0.0,0.0,2.96,0.0,-1.2,0.68,0.53,0.0,-3.09,0.0,0.0,1.01
 MATERIAL DE ELETRICIDADE,0.0,1.71,0.0,0.0,0.0,0.0,0.22,0.0,0.0,-1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.01
 MATERIAL DE PINTURA,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.4,1.92,3.38,0.0,0.0,1.05
 VIDRO,-1.86,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8
 TINTA,0.66,0.29,0.03,-0.3,0.75,0.84,0.92,-2.46,1.03,-0.36,-1.02,-0.27,0.63,-3.33,-3.72,-0.48,0.23
 REVESTIMENTO DE PISO E PAREDE,1.49,-0.51,-0.26,0.9,0.27,-0.39,-1.1,-0.74,1.41,2.81,-0.15,0.41,-1.98,0.0,2.85,0.08,0.54
 CIMENTO,0.09,-0.82,-1.25,0.24,-4.0,1.3,2.39,0.11,-0.49,0.52,0.5,0.13,-2.65,-1.71,0.42,-1.65,-1.08
 TIJOLO,0.0,3.13,1.62,0.13,2.81,1.5,-0.43,1.04,-1.34,0.32,2.04,-1.74,0.0,0.0,0.9,0.0,1.41
 MATERIAL HIDRÁULICO,0.0,0.0,0.28,0.0,0.84,0.0,-2.38,0.0,-2.35,1.64,0.0,-1.25,0.0,0.0,-2.01,0.0,0.35
 MÃO DE OBRA,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
 AREIA,-3.08,0.0,-0.49,0.0,0.0,0.0,0.0,0.92,3.38,-1.01,0.15,3.68,0.0,0.0,-0.35,0.0,-0.52
 TELHA,-0.17,0.0,0.53,0.0,0.0,0.0,2.86,-0.59,2.29,1.41,2.25,2.6,0.0,0.0,0.0,-0.36,0.98
 ARTIGOS DE LIMPEZA,1.91,-0.27,0.22,0.11,-0.29,1.06,0.58,0.81,-0.64,-0.59,0.36,1.45,0.55,0.2,-0.05,0.76,0.12
 ÁGUA SANITÁRIA,0.66,0.0,1.24,-3.04,-1.04,-0.18,1.61,1.98,-0.77,0.36,0.0,0.0,0.0,0.11,1.14,2.48,-0.2
 DETERGENTE,3.45,-0.01,0.36,-0.08,-0.54,-0.23,1.62,-2.73,-0.18,-2.07,0.04,-0.07,0.08,0.0,0.0,0.69,-0.11
 SABÃO EM PÓ,1.85,-0.88,0.65,2.24,-0.2,1.63,-0.07,2.22,-0.25,-2.0,0.86,2.52,0.19,1.12,1.02,0.15,0.22
 DESINFETANTE,2.29,-2.25,-1.52,0.16,0.0,2.46,0.69,-0.24,-0.8,-2.48,1.12,1.66,2.87,-2.9,1.37,0.0,-0.32
 INSETICIDA,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12
 SABÃO EM BARRA,-1.45,-0.34,-1.38,-1.03,1.39,0.5,0.84,0.51,-2.31,1.15,0.68,-0.08,-2.26,-0.05,-2.34,2.0,-0.2
 ESPONJA DE LIMPEZA,0.0,2.55,0.07,-2.65,3.58,0.0,-1.16,-2.86,0.0,0.94,-1.82,-0.62,1.1,-0.31,-1.09,0.0,1.08
 AMACIANTE,2.19,1.08,1.13,0.0,-1.52,0.8,1.82,1.18,-0.24,1.74,-0.29,2.03,2.42,-0.39,0.0,-0.73,0.19
 COMBUSTÍVEIS E ENERGIA,-0.9,-2.27,2.59,-4.66,-0.81,-1.45,-0.38,-1.65,-2.61,-1.17,-0.85,3.64,-1.08,-1.95,-0.74,-1.08,-0.82
 COMBUSTÍVEIS (DOMÉSTICOS),0.08,-0.62,-1.77,0.51,1.2,-0.88,-0.08,-0.2,0.05,0.36,-2.62,0.0,-1.29,-0.14,0.8,0.15,-0.03
 CARVÃO VEGETAL,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
 GÁS DE BOTIJÃO,0.11,-0.53,-1.77,0.51,-0.59,-0.88,-0.08,-0.2,0.05,0.39,-2.62,0.0,-1.29,-0.14,0.8,0.15,-0.48
 GÁS ENCANADO,0.0,0.0,0.0,0.0,19.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33
 ENERGIA ELÉTRICA RESIDENCIAL,-1.2,-2.82,4.42,-7.17,-1.45,-1.6,-0.51,-2.57,-4.18,-1.67,-0.12,4.81,-1.01,-2.59,-1.46,-1.67,-1.11
 ENERGIA ELÉTRICA RESIDENCIAL,-1.2,-2.82,4.42,-7.17,-1.45,-1.6,-0.51,-2.57,-4.18,-1.67,-0.12,4.81,-1.01,-2.59,-1.46,-1.67,-1.11
 ARTIGOS DE RESIDÊNCIA,0.06,-0.43,0.33,-0.69,0.2,0.12,0.16,-1.06,-0.1,0.05,0.06,0.62,0.68,0.44,-0.2,-0.75,0.02
 MÓVEIS E UTENSÍLIOS,0.39,-0.18,-0.23,-0.39,-0.01,0.27,0.66,-0.49,-0.15,-0.61,0.14,0.71,0.21,-0.08,0.01,-0.79,-0.06
 MOBILIÁRIO,0.44,-0.32,-0.57,-1.23,0.01,0.6,0.37,-0.54,0.2,-0.92,-0.18,0.98,0.43,-0.13,0.69,-1.38,-0.15
 MÓVEL PARA SALA,1.37,-0.32,-1.44,-1.98,1.52,1.96,0.97,0.8,0.16,-2.25,-0.19,2.33,1.45,-0.09,1.29,-1.92,0.16
 MÓVEL PARA QUARTO,-0.22,-0.18,-0.05,-0.94,-1.64,-1.1,0.19,-0.82,0.8,0.52,-0.58,0.76,0.47,0.34,0.47,-2.03,-0.55
 MÓVEL PARA COPA E COZINHA,-2.41,-1.41,0.92,0.14,-0.5,0.01,1.22,-2.08,-0.8,-1.69,0.57,-0.47,-0.23,-2.47,0.05,1.92,-0.61
 MÓVEL INFANTIL,0.0,0.0,0.0,-0.39,0.0,0.0,0.46,0.37,0.0,0.0,-2.21,0.0,0.0,3.25,0.0,1.38,0.06
 COLCHÃO,0.14,2.21,0.45,-0.65,2.61,-2.81,-0.51,-2.23,0.65,-0.11,0.43,-2.86,-3.27,-0.01,0.36,-2.27,0.66
 UTENSÍLIOS E ENFEITES,0.52,0.05,-0.46,0.43,-0.72,-1.14,0.61,-0.28,-0.5,0.06,0.95,0.55,0.06,0.17,-0.58,0.34,-0.24
 TAPETE,1.73,-1.62,-0.98,0.24,-2.98,-2.67,0.25,0.0,0.75,3.94,1.44,1.86,-0.04,1.48,0.26,0.0,-0.85
 CORTINA,1.5,1.96,-1.29,0.09,-0.01,-0.06,1.01,0.05,0.23,-1.3,0.26,-1.39,0.06,0.07,0.08,0.09,-0.1
 UTENSÍLIOS DE METAL,0.37,1.78,2.14,-2.12,-1.45,2.81,-1.44,0.33,-1.31,1.8,0.92,1.99,0.05,-0.72,-0.7,-0.86,-0.13
 UTENSÍLIOS DE VIDRO E LOUÇA,-0.21,2.03,1.14,-1.51,-1.99,-1.45,0.45,-0.17,1.48,-1.05,0.29,0.58,2.1,1.14,-0.35,1.83,-0.08
 UTENSÍLIOS DE PLÁSTICO,0.05,0.09,0.0,2.07,1.24,-1.67,2.25,0.27,-0.27,-0.71,1.06,0.66,1.95,0.78,1.37,-0.81,0.83
 FLORES NATURAIS,0.0,-3.27,0.0,0.0,-0.37,0.0,0.0,0.0,2.25,1.12,0.0,0.0,-0.31,0.0,0.0,0.0,-0.44
 UTENSÍLIOS DIVERSOS,0.33,-1.14,-0.77,2.59,-0.08,-2.45,1.65,-0.86,-2.22,-2.19,1.32,0.64,-1.1,0.13,-1.5,1.13,-0.34
" CAMA, MESA E BANHO",-0.17,-0.14,1.49,1.32,1.64,1.25,1.34,-0.5,-0.96,-0.51,0.05,-0.06,-0.58,-0.29,-1.29,0.52,0.65
 ROUPA DE CAMA,1.15,0.6,1.9,2.26,2.36,1.25,1.52,-0.03,-1.69,-0.46,0.05,-0.49,-0.41,-0.27,-1.71,-0.17,1.0
 ROUPA DE BANHO,-2.99,-2.29,0.34,-0.81,0.25,0.0,0.5,-1.43,1.9,-0.65,0.0,1.05,-1.05,-0.34,-0.21,1.86,-0.35
 APARELHOS ELETROELETRÔNICOS,-0.16,-0.88,1.33,-1.34,0.48,-0.18,-0.28,-1.8,-0.15,0.54,0.55,0.68,1.17,1.39,-0.62,-0.88,0.1
 ELETRODOMÉSTICOS E EQUIPAMENTOS,0.39,-1.01,2.27,-1.63,1.87,1.32,-0.4,-1.69,0.24,0.71,1.04,1.2,2.28,1.88,-0.39,-0.07,0.72
 REFRIGERADOR,0.92,0.39,2.42,-2.88,3.68,0.79,-1.55,-2.72,0.03,0.47,1.26,1.55,3.88,2.0,1.11,0.67,1.17
 AR-CONDICIONADO,-1.55,-2.55,0.0,1.99,0.0,0.0,2.22,0.0,0.0,1.27,0.0,0.05,0.59,2.67,-2.94,1.68,-0.53
 MÁQUINA DE LAVAR ROUPA,0.35,-2.26,1.78,-1.28,1.57,2.79,0.9,-2.32,1.12,-0.81,1.55,1.33,-0.73,0.08,-0.22,-1.23,0.6
 LIQUIDIFICADOR,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,-0.37
 VENTILADOR,1.03,0.0,0.0,2.18,0.0,0.0,0.63,1.95,0.0,0.0,0.0,0.0,0.5,1.16,-2.95,1.53,0.9
 FOGÃO,0.15,-1.54,2.94,-1.89,-0.18,0.88,0.21,0.18,0.06,2.21,-0.1,0.45,1.3,2.99,-1.65,-2.52,0.24
 CHUVEIRO ELÉTRICO,0.0,-0.56,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
 FORNO DE MICRO-ONDAS,0.0,-1.78,0.64,0.0,-1.0,0.0,0.0,0.0,0.0,2.73,0.68,0.0,0.0,0.0,0.0,0.0,-0.18
" TV, SOM E INFORMÁTICA",-0.97,-0.62,-0.15,-0.83,-1.81,-2.4,-0.01,-1.96,-0.75,0.17,-0.25,-0.17,-0.97,0.43,-1.06,-2.33,-0.96
 TELEVISOR,-0.95,-3.82,-2.3,-1.8,-2.49,-2.02,-0.89,-1.26,-2.55,-1.25,-0.32,-2.72,-2.17,-0.53,-3.16,-4.74,-2.07
 APARELHO DE SOM,1.86,-0.32,-3.08,-0.26,1.73,1.72,-0.25,-0.95,1.26,0.46,-0.73,-1.73,-0.24,-1.37,-0.23,-1.8,0.41
 APARELHO DE DVD,1.51,0.1,3.49,-0.26,-0.77,-0.41,-0.25,-0.24,-2.8,2.17,-3.23,0.47,-0.23,-0.22,-0.21,-0.2,0.09
 ANTENA,0.0,0.0,0.0,-0.83,0.0,0.0,-0.01,-1.96,0.0,0.0,1.79,0.0,0.0,0.88,0.0,-0.44,-0.19
 MICROCOMPUTADOR,-2.18,0.78,0.41,-0.68,-2.26,-3.29,0.86,-3.68,-0.04,0.58,0.17,1.47,-0.67,1.78,0.05,-1.55,-0.91
 CONSERTOS E MANUTENÇÃO,-0.45,-0.05,0.85,0.75,0.22,0.37,-0.22,-0.64,0.65,1.39,-1.74,-0.52,0.76,-2.13,0.19,0.44,0.16
 CONSERTOS E MANUTENÇÃO,-0.45,-0.05,0.85,0.75,0.22,0.37,-0.22,-0.64,0.65,1.39,-1.74,-0.52,0.76,-2.13,0.19,0.44,0.16
 CONSERTO DE REFRIGERADOR,0.19,0.61,-0.53,0.96,-1.78,2.26,0.2,0.0,-0.99,2.61,0.85,-1.66,1.97,-2.3,0.0,0.58,-0.18
 CONSERTO DE TELEVISOR,-1.49,0.31,-0.15,1.66,0.19,0.0,1.56,-1.4,2.89,0.0,-1.57,0.34,0.0,-4.64,0.41,-0.52,0.09
 CONSERTO DE APARELHO DE SOM,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,2.86,1.24,0.0,1.14
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,-2.26,-0.34,0.0,-0.29,1.66,0.0,-3.77,0.0,0.0,3.64,0.0,0.0,-0.22,0.0,0.0,0.0,0.81
 REFORMA DE ESTOFADO,0.0,-1.49,2.25,0.0,0.21,-0.08,-0.14,-0.23,0.91,0.0,-2.57,0.0,0.89,-1.63,-0.13,-0.12,0.04
 MANUTENÇÃO DE MICROCOMPUTADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.29,0.43,0.0,0.0,2.57,0.28
 VESTUÁRIO,-0.18,0.29,0.0,0.25,0.91,0.39,0.53,0.76,-0.22,-0.08,-0.2,0.56,0.35,-0.09,-0.64,-0.77,0.3
 ROUPAS,0.18,0.72,0.06,-0.01,1.1,0.3,0.88,1.05,-0.46,0.73,-0.34,1.01,0.77,0.09,-0.97,-0.94,0.5
 ROUPA MASCULINA,-0.24,0.2,0.15,0.54,0.52,0.08,0.62,1.33,-0.38,0.68,-0.82,-0.97,2.21,0.22,-1.66,-0.03,0.26
 CALÇA COMPRIDA MASCULINA,1.53,0.56,0.86,-0.89,-0.21,1.11,-0.76,0.71,-1.63,1.28,-1.39,-0.64,3.23,2.3,-1.56,1.73,0.17
 TERNO,-2.7,2.83,-2.71,2.85,0.0,0.0,0.0,0.0,0.0,0.81,0.38,-0.64,0.0,0.0,0.0,0.0,-0.83
 AGASALHO MASCULINO,0.0,0.83,2.09,0.0,0.36,-1.54,0.0,0.0,0.0,1.43,0.0,2.69,2.37,0.0,0.0,0.0,0.88
 SHORT E BERMUDA MASCULINA,-1.61,0.48,0.79,2.39,-0.08,1.3,0.81,2.15,-0.39,-1.89,-0.87,0.53,1.28,1.49,-2.15,-0.37,0.14
 CUECA,0.0,1.3,0.0,1.29,0.0,0.0,1.68,3.52,-0.05,0.0,0.0,0.0,0.0,2.59,-0.38,0.0,1.24
 CAMISA / CAMISETA MASCULINA,-0.12,-1.01,-0.02,0.28,1.2,-0.61,1.28,1.02,0.37,0.36,-0.38,-2.29,1.52,-2.31,-1.6,-0.96,0.36
 ROUPA FEMININA,0.86,1.2,-0.07,-0.59,2.08,0.69,1.51,1.36,-0.24,0.99,-0.63,2.44,0.57,0.32,-0.46,-0.97,0.95
 CALÇA COMPRIDA FEMININA,0.31,-0.93,0.64,0.29,0.76,0.48,3.22,0.82,3.26,0.83,-2.72,1.03,1.73,2.52,-0.69,-0.73,0.63
 AGASALHO FEMININO,0.0,0.55,3.88,0.0,-0.17,0.0,0.0,0.0,0.0,-0.85,0.0,0.0,0.57,0.0,0.0,0.0,0.55
 SAIA,0.0,0.0,0.0,0.04,0.0,0.0,-2.47,1.54,-0.96,0.0,2.7,-0.62,0.0,1.55,-2.78,2.34,-0.57
 VESTIDO,2.52,3.74,1.06,-2.65,3.1,-1.28,2.69,1.21,-2.07,3.44,0.63,3.85,2.98,-2.22,3.31,-1.27,1.8
 BLUSA,1.01,3.03,-2.51,-1.1,2.76,2.28,1.97,1.6,-1.52,0.66,-0.57,3.17,-2.4,1.36,-1.79,-1.29,0.99
 LINGERIE,0.24,0.76,2.2,0.28,2.55,-2.93,0.23,1.5,-1.86,1.06,2.51,-0.43,3.25,-2.62,3.09,-0.08,1.28
 BERMUDA E SHORT FEMININO,-1.98,-1.23,-1.23,0.61,0.0,-0.5,-1.87,1.87,1.46,-0.25,-0.53,1.44,-1.76,-1.44,-2.59,-1.7,-0.5
 ROUPA INFANTIL,-1.02,0.58,0.2,0.19,-0.06,-0.22,-0.09,-0.73,-1.19,0.25,1.36,1.51,-1.49,-0.69,-0.94,-2.43,-0.11
 UNIFORME ESCOLAR,-0.13,0.0,0.0,0.0,1.26,0.0,-1.56,0.0,0.46,0.73,0.0,0.0,0.0,-1.93,-2.38,0.0,0.35
 CALÇA COMPRIDA INFANTIL,1.62,-1.09,0.1,-1.2,1.14,1.25,2.41,-0.63,1.7,-0.7,1.5,3.48,-1.9,1.64,2.52,-0.34,0.57
 AGASALHO INFANTIL,0.0,2.33,-0.37,0.0,2.75,-0.76,0.0,0.0,0.0,-1.78,0.0,1.51,-1.49,0.0,0.0,0.0,1.32
 VESTIDO INFANTIL,0.24,0.0,1.54,-0.19,-1.12,0.0,-0.5,2.1,-0.9,3.52,3.06,1.44,-2.02,-0.67,1.56,-2.33,0.38
 BERMUDA E SHORT INFANTIL,0.46,-1.79,-0.96,1.39,1.29,1.97,-1.88,2.64,-0.64,1.86,2.83,-0.6,-1.27,0.02,-0.99,-2.44,0.08
 CAMISA / CAMISETA INFANTIL,-3.0,1.57,0.62,-0.98,-1.61,-2.49,0.47,-2.15,-2.71,-0.15,0.03,2.84,-1.3,-2.09,-2.47,-3.3,-0.94
 CONJUNTO INFANTIL,0.0,0.0,1.02,3.71,-0.52,1.29,-0.8,-3.03,0.0,0.0,0.25,-1.51,0.0,-0.51,-2.61,-2.94,-0.09
 CALÇADOS E ACESSÓRIOS,-0.19,0.15,0.11,0.32,0.73,1.06,-0.17,0.15,-0.16,-1.33,0.01,-0.75,-0.61,0.59,-0.77,-0.3,0.09
 CALÇADOS E ACESSÓRIOS,-0.19,0.15,0.11,0.32,0.73,1.06,-0.17,0.15,-0.16,-1.33,0.01,-0.75,-0.61,0.59,-0.77,-0.3,0.09
 SAPATO MASCULINO,0.89,0.69,0.13,-2.88,-0.77,2.58,-3.28,-1.08,1.75,-2.52,-0.85,-0.16,2.87,0.73,1.72,-1.32,-0.5
 SAPATO FEMININO,0.61,1.47,-0.75,0.66,1.13,1.07,2.97,1.78,-2.81,-0.15,-1.29,-0.7,0.27,3.09,-2.93,-0.63,0.44
 SAPATO INFANTIL,0.0,0.0,0.0,2.97,0.0,0.0,3.66,0.0,-0.33,0.0,0.0,0.0,0.0,0.6,0.0,-2.0,1.54
 SANDÁLIA / CHINELO MASCULINO,0.0,0.0,0.0,0.27,0.0,0.0,-1.23,0.0,-0.05,0.0,0.0,0.0,0.0,0.53,1.05,-0.72,-0.35
 SANDÁLIA / CHINELO FEMININO,-2.37,-0.7,0.97,-1.37,1.34,0.96,1.64,-0.11,0.84,-2.77,0.26,-0.58,-2.21,0.86,-2.12,-1.29,0.1
 SANDÁLIA / CHINELO INFANTIL,0.0,0.0,0.0,-0.29,0.0,2.62,-1.58,1.86,0.3,0.0,-1.31,0.3,0.23,-0.89,-1.01,-0.22,-0.2
 BOLSA,-0.74,-0.04,0.62,-1.97,1.93,-2.01,-0.53,0.74,-0.01,-2.74,0.3,-2.68,2.46,-1.12,-2.3,-0.28,-0.03
 TÊNIS,0.7,-0.39,-0.19,3.53,0.32,1.4,-1.05,-0.41,-1.26,-0.53,1.01,-0.52,-2.56,0.16,0.55,2.19,0.13
 JOIAS E BIJUTERIAS,-4.45,-2.58,-1.31,2.45,-0.27,-1.43,0.14,-1.15,1.74,-2.55,-0.57,2.34,1.55,-3.0,1.96,-1.52,-0.8
 JOIAS E BIJUTERIAS,-4.45,-2.58,-1.31,2.45,-0.27,-1.43,0.14,-1.15,1.74,-2.55,-0.57,2.34,1.55,-3.0,1.96,-1.52,-0.8
 BIJUTERIA,-4.51,-2.88,-3.89,4.87,-2.64,-7.2,3.36,-2.86,1.31,1.76,-1.36,2.38,4.71,-4.61,-0.02,-1.45,-1.09
 JOIA,-4.42,-2.39,0.39,1.23,2.09,1.14,-2.15,0.0,2.17,-4.61,0.02,2.32,-0.83,-3.13,3.93,0.0,-0.66
 RELÓGIO DE PULSO,0.0,0.0,0.0,-0.39,0.0,0.0,-0.08,0.57,0.0,0.0,0.0,0.0,0.0,0.52,0.65,-1.74,0.04
 TECIDOS E ARMARINHO,0.05,1.6,0.01,1.14,0.91,0.76,0.5,0.75,0.02,0.61,2.38,-2.15,1.22,-0.55,2.68,1.34,0.69
 TECIDOS E ARMARINHO,0.05,1.6,0.01,1.14,0.91,0.76,0.5,0.75,0.02,0.61,2.38,-2.15,1.22,-0.55,2.68,1.34,0.69
 TECIDO,0.27,1.38,-0.34,1.14,1.38,0.55,0.66,0.81,-0.25,0.11,3.28,-2.73,1.14,-0.87,2.68,1.13,0.67
 ARTIGOS DE ARMARINHO,0.0,1.82,0.55,0.0,0.63,1.06,0.28,0.0,0.0,1.92,-0.28,-1.11,1.34,0.0,0.0,0.0,0.82
 ACORTINADO (MOSQUITEIRO),-0.44,1.53,0.0,0.0,0.62,0.0,0.0,0.58,1.4,0.0,0.0,0.0,0.0,1.18,0.0,1.95,0.56
 TRANSPORTES,0.35,-1.54,-0.76,0.01,-0.56,0.18,1.81,0.04,0.38,0.23,-1.44,-0.28,0.24,0.01,0.3,-0.96,-0.31
 TRANSPORTES,0.35,-1.54,-0.76,0.01,-0.56,0.18,1.81,0.04,0.38,0.23,-1.44,-0.28,0.24,0.01,0.3,-0.96,-0.31
