"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - SETEMBRO DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 SAL,       -,       -,       -,       -,       -,0.42,-1.29,0.37,       -,       -,1.58,       -,1.75,0.7,1.31,       -,0.45
 FERMENTO,       -,1.04,       -,       -,       -,       -,       -,       -,       -,0.12,       -,0.31,       -,       -,       -,       -,0.58
 MAIONESE,-0.29,1.27,2.27,-2.7,0.79,-1.54,-0.2,0.1,       -,0.56,0.46,-0.03,1.14,0.93,       -,       -,0.68
 VINAGRE,       -,       -,       -,1.13,       -,       -,-0.01,       -,       -,       -,       -,       -,       -,       -,-1.46,-0.71,0.15
 CALDO CONCENTRADO,3.26,1.74,3,-0.39,-1.4,-1.9,       -,0,-5.73,       -,       -,-0.53,       -,       -,       -,0.27,-0.33
 TEMPERO MISTO,       -,1.53,0.76,-6.77,-2.11,0.04,-2.67,-1.78,-5.54,2.43,-1.09,-0.25,0.49,0.96,1.51,0.25,-1.09
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.3,-0.21,-0.25,-0.21,0.1,0.01,0.22,0.79,0.08,0.31,0.51,0.15,0.28,-0.37,0.39,0.27,0.04
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.3,-0.21,-0.25,-0.21,0.1,0.01,0.22,0.79,0.08,0.31,0.51,0.15,0.28,-0.37,0.39,0.27,0.04
 REFEIÇÃO,-0.4,0.14,-0.19,0.04,-0.19,-0.14,0.22,0.68,0.67,0.06,0.13,0.16,-0.02,0.18,0.91,-0.01,-0.06
 LANCHE,0.2,-0.15,-0.08,-0.64,-0.05,0.46,0.95,1.95,-0.53,1.32,1.17,0.02,-1.22,-1.72,-0.08,0.94,0.17
 CAFÉ DA MANHÃ,-1.1,-2.77,-1.52,3.51,2.91,1.51,2.78,       -,-0.4,       -,       -,-0.93,       -,-0.64,       -,1.84,0.76
 REFRIGERANTE E ÁGUA MINERAL,-0.09,-0.8,-0.66,-2.04,0.36,-0.15,-0.76,-0.66,0.39,0.83,-0.1,0.22,2.25,0.38,1.19,-0.12,-0.05
 CAFEZINHO,-0.25,1.24,       -,       -,2.58,       -,       -,       -,       -,       -,-0.22,       -,       -,       -,       -,       -,1.62
 CERVEJA,-0.19,-1.87,-0.51,-0.35,1.89,-2.14,-0.45,-0.35,-0.99,-0.95,1.33,0.31,5.09,2.54,-0.73,-0.4,0.27
 OUTRAS BEBIDAS ALCOÓLICAS,1.05,       -,1.45,0.25,       -,-1.56,-1.42,-0.53,-2.63,       -,       -,-1.29,       -,       -,       -,0.33,-0.11
 DOCES,-2.09,-1.95,-1.16,1.06,-0.35,1.45,-1.53,-1.42,1.04,0.38,0.61,1.91,-1.36,-0.2,1.19,0.38,-0.49
 HABITAÇÃO,0.04,-0.05,-0.26,0.23,0.04,0.08,-0.04,-0.46,0.76,0.19,0.08,0.33,0.32,1.31,-2.07,-0.32,0.02
 ENCARGOS E MANUTENÇÃO,0.01,0.07,0.08,0.09,-0.01,0.13,-0.31,0.07,0.14,0.14,0.16,0.45,0.15,0.11,0.27,0.01,0.05
 ALUGUEL E TAXAS,0.02,0.02,0.27,0.02,0.39,0.05,-0.38,0.03,0.21,0.11,0.08,0.6,0.09,-0.09,0.27,-0.07,0.19
 ALUGUEL RESIDENCIAL,0.23,0.29,0.19,0,0.83,-0.15,-0.47,0.06,0.25,0.54,0.24,0.09,0.38,-0.07,0.82,-0.35,0.42
 CONDOMÍNIO,-0.3,-0.48,-0.03,0.05,-0.34,0.51,-0.34,0,0.4,-1.04,-0.1,1.86,-1.32,-0.77,-0.43,0.32,-0.2
 TAXA DE ÁGUA E ESGOTO,0,0,0.56,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0.09
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.62,-1.38,       -,0,       -,0,       -,0.02
 REPAROS,-0.01,0.07,0.01,0.26,-0.79,0.08,-0.04,0.06,-0.09,0.01,0.34,0.08,0.3,-0.13,0.15,-0.17,-0.19
 FERRAGENS,       -,       -,-0.75,       -,1.53,       -,       -,-0.94,       -,0.28,0.02,1.78,       -,0.34,       -,       -,0.55
 MATERIAL DE ELETRICIDADE,       -,1.68,       -,       -,       -,       -,2.83,       -,       -,-0.6,       -,       -,       -,       -,       -,       -,0.86
 MATERIAL DE PINTURA,       -,       -,-0.48,       -,       -,       -,       -,       -,-1.18,       -,       -,-0.14,1.11,-0.8,       -,       -,-0.48
 VIDRO,-1.82,       -,1.44,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.34
 TINTA,0.42,-0.2,-0.18,0.77,-1.29,-0.34,0.8,0.08,2.64,-1.1,0.58,-0.08,0.57,-0.89,-0.65,-0.56,-0.31
 REVESTIMENTO DE PISO E PAREDE,0.35,1.05,-1.8,-0.9,-2.77,-0.62,-0.59,0.44,-2.48,-0.3,5.32,0.97,-1.14,       -,-0.11,0.31,-1.23
 CIMENTO,0.14,-1.31,-0.85,0.19,-5.4,0.89,0.08,1.77,-1.65,1.19,0.09,0.08,2.68,1.52,2.11,-2.37,-1.5
 TIJOLO,       -,0.93,0.69,1.22,-1.71,0.67,-0.84,0.24,1.62,1.76,-1.16,-1.41,       -,       -,1.79,       -,-0.04
 MATERIAL HIDRÁULICO,       -,       -,1.39,       -,-3.67,       -,-1.89,       -,1.01,1.7,       -,0.73,       -,       -,-0.81,       -,-1.32
 MÃO DE OBRA,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
 AREIA,0.5,       -,-0.45,       -,       -,       -,       -,0,-1.14,1.28,1.38,-0.65,       -,       -,-2.44,       -,0.12
 TELHA,-1.49,       -,0.5,       -,       -,       -,-1.12,-1.53,2.08,-1.7,0.22,0.31,       -,       -,       -,-0.6,-0.62
 ARTIGOS DE LIMPEZA,-0.12,0.45,-1.23,0.53,-1.81,1.35,-0.52,0.28,0.21,0.75,0.44,0.59,0.37,0.77,0.57,0.84,-0.48
 ÁGUA SANITÁRIA,0.86,       -,1.41,2.02,0.1,2.99,-1.56,0.96,0.21,-0.26,       -,       -,       -,-1.77,-0.23,-2.38,0.3
 DETERGENTE,-0.91,-0.74,0.78,0.12,0.25,-0.6,-0.98,-0.47,2.32,1.17,-0.19,1.83,1.62,       -,       -,-1.97,0.27
 SABÃO EM PÓ,-0.87,-0.2,-1.06,-0.29,-3.41,0.14,-0.46,0.77,-0.77,-0.44,0.6,0.64,-1.23,1.94,0.72,3.46,-1.23
 DESINFETANTE,1.25,-0.38,-1.87,2.68,       -,1.76,1.29,-1.34,-0.58,0.22,0.22,-0.51,1.89,-0.33,0.48,       -,-0.01
 INSETICIDA,-0.16,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.16
 SABÃO EM BARRA,-0.92,2.81,-2.28,0.91,-1.19,3.94,0.07,0.15,1.09,3.76,0.84,1.02,0.37,-0.56,0.58,-0.06,0.28
 ESPONJA DE LIMPEZA,       -,-2.52,-1.26,-1.17,-2.76,       -,-2.11,0.5,       -,-1.87,0.56,-1.89,1.81,0.99,0.75,       -,-1.68
 AMACIANTE,2.33,2.85,-3.21,       -,-1.36,2.89,-0.46,0.07,1.7,2.24,0.24,0.05,1.49,0.39,       -,-1.96,0.04
 COMBUSTÍVEIS E ENERGIA,0.11,-0.26,-0.96,0.46,0.16,-0.08,0.22,-1.41,2.18,0.29,-0.05,0.11,0.57,1.97,-4.81,-0.86,-0.04
 COMBUSTÍVEIS (DOMÉSTICOS),0.47,-0.9,0.2,0.17,-0.28,-2.3,-1.05,0.89,0.17,-0.21,-0.98,0.16,0.87,-0.3,0,-0.56,-0.16
 CARVÃO VEGETAL,       -,-0.3,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.3
 GÁS DE BOTIJÃO,0.61,-0.95,0.2,0.17,-0.31,-2.3,-1.05,0.89,0.17,-0.23,-0.98,0.16,0.87,-0.3,0,-0.56,-0.17
 GÁS ENCANADO,0.07,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,0.03
 ENERGIA ELÉTRICA RESIDENCIAL,0.01,-0.05,-1.38,0.59,0.29,0.45,0.72,-2.77,3.35,0.44,0.3,0.1,0.48,2.74,-6.97,-1,0.0
 ENERGIA ELÉTRICA RESIDENCIAL,0.01,-0.05,-1.38,0.59,0.29,0.45,0.72,-2.77,3.35,0.44,0.3,0.1,0.48,2.74,-6.97,-1,0.0
 ARTIGOS DE RESIDÊNCIA,-0.99,-0.57,-1.16,-0.55,-1.06,-1.38,-0.51,-0.09,-0.06,-0.11,-1.19,-0.23,-0.17,-1.01,-0.17,-0.21,-0.76
 MÓVEIS E UTENSÍLIOS,-0.51,-0.68,-0.86,-0.2,0.02,-1.11,0.45,0.25,1.01,0.49,-0.73,-0.35,0.97,-0.8,0.3,0.2,-0.17
 MOBILIÁRIO,-0.94,-0.98,-1.38,-0.33,-0.03,-1.72,0.83,0.21,0.93,0.29,-1.8,-0.8,1.23,-1.35,0.66,0.59,-0.4
 MÓVEL PARA SALA,-1.95,-0.49,-2.1,-1.71,-2.13,-1.32,0.65,0.62,1.09,-0.08,-2.19,-1.46,1.42,-2.43,0.92,-0.21,-1.24
 MÓVEL PARA QUARTO,-0.06,-1.09,-0.9,1.31,2.56,-2.06,1.48,-0.86,-0.03,-0.01,-1.31,-0.7,1.69,-1.65,0.85,1.44,0.55
 MÓVEL PARA COPA E COZINHA,0.33,-1.86,-1.41,-1.39,-1.68,-1.76,1.2,0.22,1.63,1.51,-1.65,1.58,-0.42,0.47,0.3,0.96,-0.6
 MÓVEL INFANTIL,       -,       -,       -,1.2,       -,       -,-0.66,1.53,       -,       -,-2.15,       -,       -,-2.87,       -,-0.91,-0.09
 COLCHÃO,0.42,-0.09,1.03,2.46,-1.8,-3.61,-0.03,1.93,0.98,0.17,-1.28,-2.43,1.08,0.05,-0.23,1.1,-0.2
 UTENSÍLIOS E ENFEITES,1.16,0.15,0.07,-0.75,-0.01,0.08,0.25,-0.02,1.18,0.27,-0.1,0.43,0.76,-0.2,0.01,-0.45,0.18
 TAPETE,-0.35,-0.1,0.52,-0.09,0.25,-1.27,-0.93,       -,-1.52,1.06,-1.65,1.43,-0.78,-0.08,2.23,       -,0.2
 CORTINA,1.49,0.84,0.08,-1.53,1.2,0.78,-0.27,1.17,-0.8,0.71,-0.1,0.99,0.76,0.51,-1.45,-0.75,0.53
 UTENSÍLIOS DE METAL,-0.23,0.61,-0.73,-1.71,0.29,-0.44,1.37,-0.27,2.59,0.49,1.88,-1.28,1.12,-0.01,0.98,-1.39,0.38
 UTENSÍLIOS DE VIDRO E LOUÇA,-2.9,-0.64,-0.45,0.71,-3.65,0.68,-0.25,-1.39,0.9,1.98,-0.59,0.71,-0.23,0.73,-0.24,0.82,-0.97
 UTENSÍLIOS DE PLÁSTICO,1.18,-0.84,       -,1.41,1.78,1.62,0.82,-1.46,2.17,-1.75,0,-1.16,-0.15,1.05,-1.7,0.29,0.77
 FLORES NATURAIS,       -,-2.58,       -,       -,-1.31,       -,       -,       -,2.36,2.48,       -,       -,1.57,       -,       -,       -,-0.77
 UTENSÍLIOS DIVERSOS,2.37,0.74,-0.09,-0.97,-0.06,0.36,-0.47,0.95,0.99,-1.39,-0.34,0.23,1.7,-0.98,-0.32,-0.17,0.25
" CAMA, MESA E BANHO",-0.94,-1.19,-0.56,0.9,0.34,-0.15,-0.15,0.85,1.04,1.74,1.94,0.13,0.16,-0.08,-0.44,-0.81,0.12
 ROUPA DE CAMA,-1.51,-1.6,-0.08,0.07,1.5,-0.15,-0.39,2.49,1.54,2.17,1.94,-0.04,-0.05,-0.47,-1.22,-1.41,0.37
 ROUPA DE BANHO,0.3,0.1,-1.97,2.88,-1.9,       -,0.99,-2.36,-0.79,0.43,       -,0.56,0.73,1.06,1.56,0.33,-0.61
 APARELHOS ELETROELETRÔNICOS,-1.81,-0.94,-1.93,-0.88,-2.89,-2.28,-1.54,-0.43,-1.37,-1.05,-1.79,-0.08,-1.39,-1.21,-0.68,-0.65,-1.77
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-2.42,-1.01,-1.94,-1.45,-3.73,-3.77,-1.99,-0.29,-2.48,-1.07,-2.71,0.03,-2.01,-1.88,0.01,-0.56,-2.26
 REFRIGERADOR,-2.81,-1.64,-2.1,-2.45,-3.49,-3.26,-2.54,-0.38,-1.71,0.91,-2.57,0.53,-2.12,-2.18,-0.17,-0.66,-2.1
 AR-CONDICIONADO,1.28,-1.38,       -,-0.6,       -,       -,-0.55,       -,       -,-0.09,       -,-0.04,-3.49,0.89,-0.78,-1.2,-0.38
 MÁQUINA DE LAVAR ROUPA,-3.19,-0.7,-4.54,1.39,-4.54,-5.7,-2.1,-1.34,-6.98,-4.7,-2.43,-2.64,-1.33,-1.36,-2.17,-1.19,-3.71
 LIQUIDIFICADOR,       -,       -,       -,       -,       -,       -,-1.99,       -,       -,       -,       -,       -,       -,-0.12,       -,       -,-1.81
 VENTILADOR,-2.88,       -,       -,1.5,       -,       -,-2.77,-2.12,       -,       -,       -,       -,1.79,-3.42,1.94,-2.1,-1.36
 FOGÃO,-2.48,0.16,1.57,-2.41,-3.85,-2.28,-0.88,1.73,-0.31,-0.88,-3.2,1.92,-3,-2.21,1.47,0.86,-1.42
 CHUVEIRO ELÉTRICO,       -,0.78,       -,       -,-2.08,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.26
 FORNO DE MICRO-ONDAS,       -,-2.06,-2.87,       -,-3.54,       -,       -,       -,       -,-2.43,-3.43,       -,       -,       -,       -,       -,-3.04
" TV, SOM E INFORMÁTICA",-0.87,-0.79,-1.9,0.13,-1.4,0.03,-0.51,-0.65,0.38,-1,-0.21,-0.27,-0.13,0.16,-2.03,-0.81,-0.9
 TELEVISOR,-1.93,0.11,-2.9,-1.52,0.56,-2.65,-4.56,1.13,-1.32,-1.63,-2.67,-1.91,-3.29,0.79,-3.95,-0.33,-1.21
 APARELHO DE SOM,-1.64,-1.56,0.23,-0.25,-2.31,3.05,-0.24,-1.14,0.76,1.3,-1,-2.53,-0.23,0.75,-0.12,1.27,-0.94
 APARELHO DE DVD,3.44,-3.72,-0.03,0.67,2.45,3.28,0.68,0.69,2.68,1.84,-0.34,0.7,0.71,0.72,0.73,-0.31,1.15
 ANTENA,       -,       -,       -,0.13,       -,       -,-0.51,-0.65,       -,       -,1.49,       -,       -,-0.25,       -,-0.72,0.06
 MICROCOMPUTADOR,-0.62,-0.45,-2.14,0.99,-2.96,0.71,1.59,-2.47,0.47,-1.48,0.79,0.82,1.13,-0.51,-2,-1.91,-1.18
 CONSERTOS E MANUTENÇÃO,0.2,1.31,0.1,-1.22,0.3,0.85,-0.14,-0.36,-0.47,0.7,-1.03,0.08,-0.24,-1.22,-0.84,-1.38,0.18
 CONSERTOS E MANUTENÇÃO,0.2,1.31,0.1,-1.22,0.3,0.85,-0.14,-0.36,-0.47,0.7,-1.03,0.08,-0.24,-1.22,-0.84,-1.38,0.18
 CONSERTO DE REFRIGERADOR,-0.02,1.71,0.67,-1.13,-0.7,0,-0.01,       -,-0.68,0.52,0.28,0.47,1.9,-0.74,0,-2.43,0.02
 CONSERTO DE TELEVISOR,-0.86,0.99,0.47,-2.31,-0.11,2.89,-0.27,-1.93,0.2,0,-0.41,0.1,0,-1.31,-2.96,-2.09,-0.13
 CONSERTO DE APARELHO DE SOM,       -,       -,0,       -,       -,       -,       -,       -,1.62,       -,       -,       -,       -,0,0.54,       -,0.35
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,2.57,1.66,       -,-1.81,0.12,0,0.23,       -,       -,3.05,       -,       -,0.82,       -,       -,       -,0.97
 REFORMA DE ESTOFADO,-0.07,-0.42,-0.5,-0.1,1.1,0,-0.44,0.45,-0.88,-0.45,-1.72,0,-1.27,-1.74,-0.43,-0.53,0.03
 MANUTENÇÃO DE MICROCOMPUTADOR,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.39,-0.86,       -,       -,-1.56,-0.84
 VESTUÁRIO,0.12,0.7,0.36,0.35,-0.26,0.77,0.74,0.57,0.48,0.71,0.63,-0.07,0.39,0.67,-0.18,0.68,0.27
 ROUPAS,-0.32,0.32,0.44,0.72,-0.12,0.64,0.8,0.58,0.53,0.66,0.5,-0.4,-0.7,1.12,-0.58,0.3,0.23
 ROUPA MASCULINA,-0.33,-0.2,0.44,1.95,0.36,-0.57,1.6,0.65,0.39,-0.07,-0.12,-1.05,-1.41,1.27,-0.81,-0.74,0.27
 CALÇA COMPRIDA MASCULINA,-1.56,0.34,0.51,2.78,-0.29,-2.93,2.91,0.7,0.14,0.91,0.12,-1.58,-2.02,1.01,-1.55,-2.67,0.05
 TERNO,0.62,-2.22,2.23,1.96,       -,       -,       -,       -,       -,-2.65,-2.41,0.1,       -,       -,       -,       -,0.04
 AGASALHO MASCULINO,       -,-1.74,-0.49,       -,-3.27,-1.28,       -,       -,       -,-2.95,       -,-1.48,1.26,       -,       -,       -,-2.13
 SHORT E BERMUDA MASCULINA,1.55,1.97,2.84,-0.26,1.21,0.96,-0.09,-0.31,-1.61,0.6,0.19,-1.83,-0.01,0.66,-0.27,-0.21,0.53
 CUECA,       -,2.39,       -,-2.14,       -,       -,1.18,-0.61,-1.29,       -,       -,       -,       -,-0.17,-0.08,       -,0.26
 CAMISA / CAMISETA MASCULINA,-0.57,-0.56,-0.78,2.76,1.04,0.89,2.01,1.3,1.8,0.31,-0.07,-0.52,-1.58,1.95,-0.65,0.25,0.64
 ROUPA FEMININA,0.11,0.81,0.22,-0.49,-0.47,2.35,0.23,0.41,0.98,1.5,0.65,-0.06,-0.53,1.11,-0.56,0.97,0.26
 CALÇA COMPRIDA FEMININA,-1.36,0.54,2.06,1.09,-1.86,2.31,-0.38,0.39,1.09,0.37,0.39,0.3,-2.23,0.4,-3.35,1.99,-0.2
 AGASALHO FEMININO,       -,-2.67,0.22,       -,-0.25,       -,       -,       -,       -,0.65,       -,       -,-0.21,       -,       -,       -,-0.84
 SAIA,       -,       -,       -,0.97,       -,       -,0.83,-1.2,-1.4,       -,1.62,0.67,       -,-0.93,2.57,1.82,0.42
 VESTIDO,1.2,1.51,-0.18,0,0.54,1.22,1.47,-0.43,1.68,2.65,-2.32,-0.81,-1.32,1,0.52,1.27,0.64
 BLUSA,0.21,2.68,-1.12,-3.39,-0.02,3.73,-0.77,0.96,1.57,2.96,2.3,-0.38,0.88,2.89,0.44,0.6,0.53
 LINGERIE,-1,-0.43,-0.36,0.87,0.03,-2.46,3.04,-0.3,-1.87,-0.5,0.83,2.32,1.26,-0.63,2.28,1.24,-0.02
 BERMUDA E SHORT FEMININO,3.09,1.42,-0.53,2.46,       -,-1.11,0.16,0.75,0.88,-0.22,2.72,1.06,-0.28,-0.69,-2.13,-2.35,0.84
 ROUPA INFANTIL,-1.56,0.15,0.89,0.94,-0.31,-0.86,0.59,1.04,-0.22,0.33,1.35,0.11,0.31,0.81,-0.19,0.61,0.07
 UNIFORME ESCOLAR,-0.84,       -,       -,       -,0.41,       -,0.92,       -,-0.2,0.37,       -,       -,       -,2.19,-0.5,       -,0.18
 CALÇA COMPRIDA INFANTIL,3.05,-0.24,3.4,0.24,0.17,1.07,0.16,2.49,0.97,1.6,1.15,-2.97,0.95,1.83,1.01,0.17,1.03
 AGASALHO INFANTIL,       -,-2.84,-1.11,       -,-0.8,-1.49,       -,       -,       -,-2.47,       -,0.78,0.31,       -,       -,       -,-1.47
 VESTIDO INFANTIL,-2.84,       -,-1.65,-0.55,-2.82,-1.57,0.96,0.35,-1.3,-1.85,1.68,-0.87,-2.38,3.33,2.37,0.71,-1.22
 BERMUDA E SHORT INFANTIL,-1.81,2.42,0.42,-1.09,0.81,3.24,-0.02,2.18,-0.83,1.16,3.41,0.65,-1.81,1.27,-2.57,0.44,0.3
 CAMISA / CAMISETA INFANTIL,-2.99,0.86,1.45,2.52,0.29,-2.5,0.72,1.79,0.2,0.54,0.66,0.62,1.32,-1.73,-1.77,0.09,0.25
 CONJUNTO INFANTIL,       -,       -,-0.76,1.25,-2.82,-1.61,1.2,-2.28,       -,       -,-0.54,1.35,       -,2.09,1.47,2.4,-0.83
 CALÇADOS E ACESSÓRIOS,0.81,0.59,0.3,-0.78,-0.75,0.98,0.11,0.71,-0.46,0.55,0.36,-0.03,1.48,-1.11,0.43,1.67,0.03
 CALÇADOS E ACESSÓRIOS,0.81,0.59,0.3,-0.78,-0.75,0.98,0.11,0.71,-0.46,0.55,0.36,-0.03,1.48,-1.11,0.43,1.67,0.03
 SAPATO MASCULINO,0.85,-0.73,0.95,-2.21,-0.76,-1.02,-0.36,-0.99,-2.86,1.26,0.02,-1.6,1.8,-2.78,0.16,3.1,-0.32
 SAPATO FEMININO,1.43,-0.07,1.08,-2.44,0.97,1.97,-1.11,-1.21,-1.65,-1.53,1.03,0.18,1.75,2.56,-1.16,-2.58,0.29
 SAPATO INFANTIL,       -,       -,       -,-1.25,       -,       -,-0.68,       -,1.18,       -,       -,       -,       -,-2.26,       -,2.01,-0.05
 SANDÁLIA / CHINELO MASCULINO,       -,       -,       -,0.17,       -,       -,0.87,       -,-2.71,       -,       -,       -,       -,-2.89,-2.03,0.59,-0.52
 SANDÁLIA / CHINELO FEMININO,2.06,0.73,-1.45,-0.38,-1.42,-0.44,-1.95,0.51,2.42,2.04,2,-0.52,-0.44,0.21,1.29,3.33,-0.09
 SANDÁLIA / CHINELO INFANTIL,       -,       -,       -,0.19,       -,2.84,3.11,0.97,0.37,       -,1.01,0.54,1.23,-1.41,0.83,1.12,1.17
 BOLSA,1.83,-0.99,-2.18,1.16,-1.14,1.99,-0.13,3.34,-2.51,-2.03,-2.99,1.04,-1.28,-2.42,3.2,1.32,-0.48
 TÊNIS,-0.65,1.45,1.62,-1.09,-1.07,1.31,1.85,1.32,-1.03,1.52,-0.15,0.31,2.74,-1.66,-0.62,1.9,0.19
 JOIAS E BIJUTERIAS,1.61,4.37,-0.36,2.16,0.77,1.52,2.06,-0.17,3.46,2.5,4.05,2.96,4.36,1.79,2.15,1.74,1.92
 JOIAS E BIJUTERIAS,1.61,4.37,-0.36,2.16,0.77,1.52,2.06,-0.17,3.46,2.5,4.05,2.96,4.36,1.79,2.15,1.74,1.92
 BIJUTERIA,3.44,3.44,1.14,1.12,0.69,2.53,1.75,0.26,2.95,-0.6,3.55,1.55,5.82,2.47,2.15,1.81,1.7
 JOIA,0.77,4.95,-1.32,2.04,0.85,1.12,2.43,       -,3.97,4.02,4.4,3.74,3.24,1.77,2.26,       -,2.09
 RELÓGIO DE PULSO,       -,       -,       -,4.34,       -,       -,1.6,-0.57,       -,       -,       -,       -,       -,0.83,1.92,1.54,1.82
 TECIDOS E ARMARINHO,-0.31,-0.06,0.98,-0.64,0.35,0.71,-0.97,-0.24,0.11,-1.15,-0.05,0.26,0.73,1.28,-2.28,-1.1,-0.1
 TECIDOS E ARMARINHO,-0.31,-0.06,0.98,-0.64,0.35,0.71,-0.97,-0.24,0.11,-1.15,-0.05,0.26,0.73,1.28,-2.28,-1.1,-0.1
 TECIDO,-0.54,0.05,0.79,-0.64,-0.34,0.45,-1.32,-0.16,0.39,-1.13,-0.23,-0.16,0.97,1.49,-2.28,-1.26,-0.37
 ARTIGOS DE ARMARINHO,       -,0.31,1.28,       -,1.32,1.11,-0.45,       -,       -,-1.2,0.47,0.99,0.3,       -,       -,       -,0.6
 ACORTINADO (MOSQUITEIRO),0.22,-0.94,       -,       -,0.32,       -,       -,-0.43,-1.35,       -,       -,       -,       -,0.24,       -,-0.68,-0.01
 TRANSPORTES,-0.13,-0.12,-0.05,0.07,-0.17,-0.7,0.15,0.71,0.35,0.35,1.13,-0.29,0.12,0.23,-0.66,0.39,0.0
 TRANSPORTES,-0.13,-0.12,-0.05,0.07,-0.17,-0.7,0.15,0.71,0.35,0.35,1.13,-0.29,0.12,0.23,-0.66,0.39,0.0
 TRANSPORTE PÚBLICO,-0.09,0.26,-0.53,-0.13,0.33,-3.8,0.48,0.04,-0.08,-0.16,-0.33,-0.98,-0.07,0.47,-1.18,-0.25,-0.12
 ÔNIBUS URBANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
 TÁXI,0,0,0,0,0,       -,0,0,0,0,0,0,0,0,0,0,0.0
 TREM,0,0,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,1.13,-0.42,0.1,0,       -,0,0,0.09,0,-0.09,-0.02,0.02,0,-3.59,0,-0.01
 ÔNIBUS INTERESTADUAL,0.61,0.89,0.22,-3.71,1.46,-1.42,0,-2.54,0.1,1.82,-0.55,0.34,-0.1,2,-0.46,0.86,0.25
 PASSAGEM AÉREA,-1.05,-3.7,-7.71,4.72,2.89,-9.31,9.02,2.93,-1.51,-2.22,-3.63,-5.61,-0.7,2.59,-6.48,-3.15,-1.54
 METRÔ,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE HIDROVIÁRIO,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,3.37,-0.46,2.2,0,0,       -,       -,-1.04,0,       -,0,       -,       -,       -,0,0.27
 VEÍCULO PRÓPRIO,-0.14,0.7,-0.06,0.41,-0.29,-0.29,0.09,0.27,0.21,0.21,0.04,0.16,0.04,0.23,-0.45,0.02,-0.01
 AUTOMÓVEL NOVO,-0.1,1.11,-0.42,0.21,0.4,-0.25,0.98,-0.19,-0.62,-0.32,-0.58,-0.32,-0.84,0.37,-0.81,-0.17,0.08
 EMPLACAMENTO E LICENÇA,0.38,0.38,0.38,0.32,0.38,0.34,0.39,0.47,0.4,0.35,0.27,0.36,0.38,0.36,0.5,0.45,0.37
 SEGURO VOLUNTÁRIO DE VEÍCULO,-3.18,-0.3,1.27,-0.99,2.34,1.17,       -,0,3.99,1.53,3.95,0.67,-5.91,       -,-0.45,1.56,1.06
 MULTA,       -,       -,       -,       -,0,0,       -,       -,       -,0,0,       -,       -,       -,       -,0,0.0
 ÓLEO LUBRIFICANTE,0.87,-0.45,-1.36,0.36,1.59,0.73,-0.35,-0.57,-0.55,1.07,0.33,       -,0.32,-0.48,1.01,0.18,0.64
 ACESSÓRIOS E PEÇAS,-0.2,0.69,-1.41,0.77,-1.92,0.37,0.05,-0.67,-0.12,-0.02,0.38,0.12,2.84,-1.31,-1.5,-0.24,-0.53
 PNEU,1.22,1.39,0.51,-0.39,0.57,1.66,2.16,0.9,-0.95,-0.91,-2,-0.7,0.43,-1.94,0.09,-1.54,0.33
 CONSERTO DE AUTOMÓVEL,-0.09,0.8,-0.72,1.24,-1.95,-0.56,0.64,0.27,0.43,0.91,1.09,1.15,0.49,-1.69,-1.56,-1.23,-0.5
 ESTACIONAMENTO,-0.29,0.4,-0.05,       -,0.02,       -,       -,0.49,       -,       -,       -,       -,       -,       -,       -,       -,-0.06
 PEDÁGIO,0.1,0,       -,       -,0,       -,       -,       -,       -,0,       -,0,       -,       -,       -,       -,0.02
 LUBRIFICAÇÃO E LAVAGEM,       -,       -,       -,1.4,0.92,       -,       -,       -,       -,1.23,       -,       -,2.06,1.54,-0.14,       -,1.03
 AUTOMÓVEL USADO,0.37,-0.02,1.06,       -,-1.88,-1.92,0.43,1.56,1.4,0.24,-0.99,-0.37,0.09,0.23,       -,1.13,-0.23
