"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - DEZEMBRO DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 CARNE EM CONSERVA,0.0,0.0,0.0,0.42,0.0,0.0,0.95,-2.09,0.0,0.0,0.0,0.0,0.0,1.47,-0.75,0.14,0.32
 PATÊ,-1.29,-0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.87
 SOPA DESIDRATADA,0.0,-0.5,-2.71,0.0,-2.72,2.33,0.0,0.0,0.0,0.0,0.5,-0.8,0.0,-1.46,0.0,0.0,-1.74
 AZEITONA,-1.13,0.0,0.23,1.16,0.49,-0.04,-1.3,0.0,1.5,-2.44,2.15,0.44,1.29,0.0,0.0,0.0,-0.02
 MILHO-VERDE EM CONSERVA,2.76,-1.03,1.93,2.63,4.52,6.04,1.03,-0.23,0.59,0.53,4.82,0.83,2.49,1.55,4.02,3.43,2.21
 ATUM EM CONSERVA,2.88,-0.86,-0.09,0.0,0.96,0.14,0.0,0.82,0.91,1.65,0.0,0.0,0.0,0.0,0.0,0.0,1.03
 SAL E CONDIMENTOS,2.9,0.99,2.35,0.56,1.05,-0.7,0.78,-0.19,-0.65,0.37,0.17,0.93,0.56,-0.86,1.41,0.93,1.01
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.52
 ATOMATADO,1.44,3.49,-0.22,1.61,2.15,-1.7,1.62,1.49,-2.52,-0.53,0.52,-0.56,-1.21,0.58,-0.05,-0.31,0.94
 ALHO,4.85,0.0,7.21,-0.97,1.77,1.99,0.6,-1.26,0.16,0.74,2.25,2.96,4.13,-3.1,5.48,1.65,2.65
 SAL,0.0,0.0,0.0,0.0,0.0,-1.02,-0.2,-1.77,0.0,0.0,0.67,0.0,1.42,-0.23,1.79,0.0,0.16
 FERMENTO,0.0,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46,0.0,-0.18,0.0,0.0,0.0,0.0,-0.29
 MAIONESE,-0.4,-3.2,1.79,-1.41,-1.94,-2.09,-0.78,0.63,0.0,-1.02,-2.45,-0.75,-4.06,0.97,0.0,0.0,-1.32
 VINAGRE,0.0,0.0,0.0,1.77,0.0,0.0,-1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.61,2.41,-0.18
 CALDO CONCENTRADO,2.76,0.57,-0.17,0.89,1.12,2.25,0.0,1.59,2.55,0.0,0.0,-2.0,0.0,0.0,0.0,-0.8,1.08
 TEMPERO MISTO,0.0,1.94,0.62,0.33,-0.83,-2.25,2.75,1.36,0.57,3.29,-2.97,-0.69,1.13,0.52,-1.9,3.24,0.43
 ALIMENTAÇÃO FORA DO DOMICÍLIO,1.27,1.02,0.8,0.48,1.17,0.91,1.83,1.33,0.99,0.67,1.62,0.12,0.02,-0.52,0.3,0.44,1.04
 ALIMENTAÇÃO FORA DO DOMICÍLIO,1.27,1.02,0.8,0.48,1.17,0.91,1.83,1.33,0.99,0.67,1.62,0.12,0.02,-0.52,0.3,0.44,1.04
 REFEIÇÃO,1.64,1.34,0.88,-0.02,1.63,0.8,1.45,2.08,1.38,0.36,1.47,0.29,0.94,0.01,1.18,0.38,1.31
 LANCHE,0.87,0.74,0.94,1.75,0.83,1.13,2.33,0.51,0.71,1.65,1.83,0.1,-2.74,-1.25,-1.03,0.58,0.94
 CAFÉ DA MANHÃ,0.9,2.46,2.01,-0.06,2.14,2.04,0.91,0.0,-0.95,0.0,0.0,-2.03,0.0,-0.66,0.0,-0.88,1.42
 REFRIGERANTE E ÁGUA MINERAL,1.04,-1.31,1.25,1.02,-0.87,0.45,1.57,1.13,1.4,0.79,1.15,0.16,0.59,0.23,0.82,-0.66,0.22
 CAFEZINHO,-0.03,1.84,0.0,0.0,-0.57,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,-0.03
 CERVEJA,-0.91,0.44,-0.27,-0.38,-0.11,0.42,2.04,1.12,0.4,1.18,3.03,-0.15,1.55,0.03,0.29,0.58,0.37
 OUTRAS BEBIDAS ALCOÓLICAS,-0.67,0.0,0.68,0.26,0.0,-0.63,3.14,-0.38,-0.44,0.0,0.0,1.99,0.0,0.0,0.0,1.36,0.28
 DOCES,-0.41,0.74,-0.12,-0.43,0.64,2.63,0.6,-2.24,0.75,-1.11,-0.63,-1.5,1.44,-0.68,-0.35,0.89,0.08
 HABITAÇÃO,-0.62,-1.75,-0.75,-1.4,-0.77,-0.5,-0.54,-0.69,-0.92,-0.16,-0.56,-2.5,-1.09,-1.45,-0.7,-1.06,-0.82
 ENCARGOS E MANUTENÇÃO,0.18,0.69,0.14,0.1,0.35,0.4,0.42,0.43,0.82,0.82,0.5,0.02,-0.16,0.47,-0.47,0.38,0.37
 ALUGUEL E TAXAS,0.15,1.23,0.2,0.19,0.34,0.43,1.17,0.31,1.06,1.08,0.71,0.04,-0.35,1.52,-0.15,0.36,0.47
 ALUGUEL RESIDENCIAL,0.19,1.7,-0.31,-0.03,0.72,0.84,0.0,0.49,0.32,0.96,0.77,0.11,-0.81,1.98,-0.34,0.68,0.5
 CONDOMÍNIO,0.17,2.11,2.14,0.69,-0.29,0.06,-1.1,0.23,3.06,0.73,1.71,-0.05,0.39,0.37,-0.29,0.31,0.6
 TAXA DE ÁGUA E ESGOTO,0.0,0.0,0.0,0.0,0.0,0.0,8.42,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.26
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,2.5,0.0,2.6,0.0,2.27,0.0,1.83
 REPAROS,0.46,-0.07,-0.02,-0.17,0.25,0.45,-0.28,0.52,0.09,0.35,0.0,-0.25,0.03,-0.89,-0.21,0.88,0.16
 FERRAGENS,0.0,0.0,-0.45,0.0,2.18,0.0,0.0,-1.23,0.0,1.59,-0.25,-1.12,0.0,-1.22,0.0,0.0,0.95
 MATERIAL DE ELETRICIDADE,0.0,-1.46,0.0,0.0,0.0,0.0,-1.23,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,-0.09
 MATERIAL DE PINTURA,0.0,0.0,-2.14,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,-0.4,-3.4,-2.69,0.0,0.0,-1.82
 VIDRO,0.58,0.0,-0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
 TINTA,0.76,0.02,-0.16,-0.61,1.0,2.79,2.42,-0.2,0.82,0.42,-0.25,-1.03,1.06,-1.02,-0.77,2.34,0.46
 REVESTIMENTO DE PISO E PAREDE,1.26,0.81,-1.51,-0.15,-0.96,2.08,-0.34,2.81,-1.06,1.05,-0.69,-2.84,1.84,0.0,-3.4,1.99,-0.48
 CIMENTO,0.1,-2.37,-1.11,1.25,-0.04,1.67,-2.41,0.88,-0.77,0.48,-0.75,-0.25,-0.47,-1.89,-2.03,0.46,-0.52
 TIJOLO,0.0,-0.53,-0.64,-1.83,-0.26,0.66,-0.88,1.75,1.02,2.39,1.04,-2.47,0.0,0.0,1.21,0.0,-0.06
 MATERIAL HIDRÁULICO,0.0,0.0,1.23,0.0,0.76,0.0,0.65,0.0,2.05,-0.6,0.0,0.21,0.0,0.0,3.14,0.0,0.8
 MÃO DE OBRA,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
 AREIA,-0.09,0.0,0.51,0.0,0.0,0.0,0.0,3.36,0.08,-0.12,0.71,2.31,0.0,0.0,2.85,0.0,0.56
 TELHA,4.23,0.0,1.97,0.0,0.0,0.0,-0.14,-0.27,-0.05,-0.17,-1.79,1.69,0.0,0.0,0.0,0.52,1.2
 ARTIGOS DE LIMPEZA,-0.5,-0.64,0.32,-0.23,0.62,-0.21,-0.78,1.06,1.06,0.29,-0.08,0.93,0.81,-0.36,-2.73,-0.43,0.17
 ÁGUA SANITÁRIA,2.52,0.0,-1.11,-1.85,-2.11,0.45,-0.19,0.44,-2.32,1.22,0.0,0.0,0.0,-1.49,-0.49,1.11,-0.97
 DETERGENTE,0.8,-0.72,-3.11,0.85,1.3,-0.43,0.35,2.57,-0.93,0.88,0.36,-0.37,0.76,0.0,0.0,1.87,0.32
 SABÃO EM PÓ,-3.0,-2.23,0.85,0.23,1.83,-0.78,-3.18,1.17,2.85,-1.41,-1.2,1.89,1.86,-0.95,-6.67,-2.1,-0.12
 DESINFETANTE,0.33,0.37,-2.02,0.67,0.0,-0.49,-1.28,2.39,-1.07,3.25,-1.26,-0.46,1.23,-0.24,2.75,0.0,-0.03
 INSETICIDA,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78
 SABÃO EM BARRA,1.35,1.83,6.57,-0.48,-0.63,-0.82,0.73,0.8,0.22,-1.04,1.54,0.89,-0.57,0.99,0.54,0.64,0.89
 ESPONJA DE LIMPEZA,0.0,0.12,1.12,-3.11,-0.59,0.0,2.03,0.25,0.0,0.64,1.41,1.2,0.97,-0.03,2.63,0.0,0.34
 AMACIANTE,2.89,1.4,-0.53,0.0,-0.35,1.21,2.7,-0.41,1.99,1.85,0.79,-0.01,-0.49,0.67,0.0,0.65,0.67
 COMBUSTÍVEIS E ENERGIA,-2.21,-5.9,-2.67,-4.07,-3.14,-2.98,-1.45,-2.78,-4.77,-2.16,-2.49,-6.85,-2.46,-2.5,-0.99,-3.35,-3.13
 COMBUSTÍVEIS (DOMÉSTICOS),0.0,-0.66,-1.05,0.52,-1.44,2.17,2.06,0.48,-0.31,2.18,1.8,2.9,1.37,1.35,2.41,1.48,0.07
 CARVÃO VEGETAL,0.0,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.78
 GÁS DE BOTIJÃO,0.02,-0.65,-1.05,0.52,-1.6,2.17,2.06,0.48,-0.31,2.37,1.8,2.9,1.37,1.35,2.41,1.48,0.08
 GÁS ENCANADO,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03
 ENERGIA ELÉTRICA RESIDENCIAL,-2.88,-7.56,-3.28,-6.19,-3.65,-4.28,-2.86,-4.75,-7.25,-3.49,-4.21,-9.83,-3.7,-3.81,-2.71,-5.49,-4.24
 ENERGIA ELÉTRICA RESIDENCIAL,-2.88,-7.56,-3.28,-6.19,-3.65,-4.28,-2.86,-4.75,-7.25,-3.49,-4.21,-9.83,-3.7,-3.81,-2.71,-5.49,-4.24
 ARTIGOS DE RESIDÊNCIA,-0.77,-0.21,0.28,-0.38,-0.85,-1.54,0.04,-0.74,-0.79,-0.15,0.02,-0.45,-1.51,0.25,-0.38,-1.09,-0.48
 MÓVEIS E UTENSÍLIOS,-0.24,0.05,0.85,-0.49,-1.34,-1.79,1.17,0.04,0.09,-0.66,0.49,-0.35,-0.63,0.11,-0.12,-0.07,-0.31
 MOBILIÁRIO,-0.32,-0.21,0.41,-0.51,-1.25,-2.34,1.73,-0.18,0.14,-1.11,0.14,-0.36,-1.3,-0.39,-0.71,-0.1,-0.46
 MÓVEL PARA SALA,-0.2,-1.45,-0.17,0.93,-2.98,-2.93,3.16,-1.18,0.6,-0.5,0.75,-0.19,-1.91,-0.02,0.1,0.12,-0.81
 MÓVEL PARA QUARTO,-0.13,0.8,0.94,-1.78,0.45,-2.28,1.77,-0.19,-0.45,-1.94,-0.21,-0.25,-0.55,-1.26,-3.23,0.52,0.05
 MÓVEL PARA COPA E COZINHA,-1.81,-1.29,0.05,-3.34,-2.5,-0.03,1.43,1.66,1.61,-0.98,-0.14,-1.91,-2.88,0.47,2.03,-1.73,-1.01
 MÓVEL INFANTIL,0.0,0.0,0.0,-2.53,0.0,0.0,0.47,-0.52,0.0,0.0,0.03,0.0,0.0,3.56,0.0,1.92,-0.15
 COLCHÃO,-0.44,3.04,2.2,0.46,-1.19,0.47,-0.05,0.54,-3.07,-0.24,-1.33,1.24,0.9,-1.16,-0.65,-1.31,-0.2
 UTENSÍLIOS E ENFEITES,0.05,0.15,1.06,-0.37,-1.79,-0.58,0.68,0.4,0.83,-0.16,-0.15,-0.22,0.77,-0.22,0.61,-1.24,-0.3
 TAPETE,1.78,0.88,0.64,0.1,-1.63,-2.82,1.34,0.0,-0.09,-1.02,0.23,-0.33,-1.09,-0.43,2.89,0.0,-0.07
 CORTINA,-1.25,-0.53,1.59,1.28,-0.77,0.57,0.19,-0.94,-0.31,-0.3,-0.4,-0.29,-0.28,-2.78,-0.27,-0.26,-0.01
 UTENSÍLIOS DE METAL,2.44,1.19,-0.04,-2.57,-2.55,-1.38,0.98,-0.54,3.53,-0.87,-1.39,0.97,2.66,-1.27,-1.38,-2.93,-0.5
 UTENSÍLIOS DE VIDRO E LOUÇA,-1.28,0.61,0.58,-0.89,-0.69,1.06,1.22,0.43,-1.01,2.49,-0.47,-2.1,1.85,-1.84,2.84,-1.24,0.12
 UTENSÍLIOS DE PLÁSTICO,-1.32,-1.61,0.0,-0.55,-0.99,-1.08,1.01,1.6,-0.75,-1.37,0.08,-0.62,0.49,0.78,-0.63,1.26,-0.57
 FLORES NATURAIS,0.0,-1.79,0.0,0.0,-0.44,0.0,0.0,0.0,1.28,0.52,0.0,0.0,1.06,0.0,0.0,0.0,-0.36
 UTENSÍLIOS DIVERSOS,-0.22,0.18,2.06,-0.15,-2.95,-0.01,-0.13,0.27,0.34,0.18,0.44,0.44,0.54,0.52,1.06,-0.92,-0.52
" CAMA, MESA E BANHO",-0.32,0.69,2.18,-0.56,-0.68,-1.27,0.52,0.7,-1.24,0.28,2.44,-0.54,0.27,1.92,0.66,2.15,0.29
 ROUPA DE CAMA,-0.85,0.19,2.22,-0.48,-1.87,-1.27,0.52,1.56,-2.02,-0.35,2.44,-1.66,0.85,2.16,0.37,2.2,-0.09
 ROUPA DE BANHO,0.81,2.22,2.06,-0.75,1.58,0.0,0.52,-1.03,1.7,2.2,0.0,2.41,-1.26,1.25,1.4,2.05,1.39
 APARELHOS ELETROELETRÔNICOS,-1.67,-0.79,-0.74,-0.51,-1.12,-1.78,-1.21,-1.61,-2.07,0.54,-0.67,-0.7,-3.02,0.44,-0.98,-3.0,-1.06
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-1.28,-0.94,-1.03,-1.55,-0.94,-1.24,-1.13,-2.84,-2.39,0.67,-0.49,-0.79,-3.34,0.77,-1.0,-3.29,-1.09
 REFRIGERADOR,-2.73,-0.79,-1.1,-3.19,0.07,-1.17,-3.32,-3.81,-2.93,1.29,-0.91,-1.6,-3.78,0.59,-1.28,-4.73,-1.34
 AR-CONDICIONADO,2.57,2.64,0.0,0.8,0.0,0.0,3.82,0.0,0.0,-1.06,0.0,1.19,-4.0,2.55,0.66,1.12,1.77
 MÁQUINA DE LAVAR ROUPA,-1.65,-2.62,-1.74,-1.93,-1.14,-2.38,4.92,0.22,-0.68,1.12,-0.3,3.06,-2.55,-0.34,0.25,-4.75,-0.89
 LIQUIDIFICADOR,0.0,0.0,0.0,0.0,0.0,0.0,-1.13,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,-0.89
 VENTILADOR,-1.17,0.0,0.0,2.92,0.0,0.0,-0.74,-2.36,0.0,0.0,0.0,0.0,-1.19,-0.69,-1.19,-1.02,-0.45
 FOGÃO,-0.1,-2.7,1.07,-0.75,-2.46,0.49,-1.04,-2.33,-2.42,-0.14,1.33,-3.97,-3.02,1.53,-2.14,0.27,-1.14
 CHUVEIRO ELÉTRICO,0.0,0.5,0.0,0.0,-0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11
 FORNO DE MICRO-ONDAS,0.0,0.75,-4.95,0.0,-2.72,0.0,0.0,0.0,0.0,-1.32,-2.28,0.0,0.0,0.0,0.0,0.0,-2.2
" TV, SOM E INFORMÁTICA",-2.24,-0.46,-0.28,1.37,-1.43,-2.59,-1.39,0.38,-1.58,0.25,-0.98,-0.54,-2.34,-0.22,-0.93,-2.45,-1.02
 TELEVISOR,-1.24,-0.38,2.24,0.64,1.2,0.75,-1.7,1.63,0.56,3.0,1.31,-0.05,-2.34,0.08,-1.41,-2.05,0.64
 APARELHO DE SOM,0.93,-1.37,-2.06,-0.54,-2.74,-0.53,-0.52,-1.31,2.62,-3.84,0.54,-2.23,0.58,0.96,0.99,0.11,-0.92
 APARELHO DE DVD,-1.69,-1.56,1.35,-1.32,-2.48,1.0,-1.31,-1.3,2.08,-4.5,-2.85,-0.46,-1.29,-1.28,-2.89,-1.27,-1.21
 ANTENA,0.0,0.0,0.0,1.37,0.0,0.0,-1.39,0.38,0.0,0.0,2.95,0.0,0.0,0.28,0.0,-2.61,0.63
 MICROCOMPUTADOR,-3.85,0.01,-1.45,3.43,-2.29,-4.82,-1.5,1.13,-3.88,0.3,-2.3,-0.58,-2.99,-0.67,-0.32,-3.92,-1.84
 CONSERTOS E MANUTENÇÃO,0.49,0.48,-0.1,1.14,2.33,1.17,0.51,-1.07,0.18,-0.27,0.42,0.01,0.28,-0.03,0.21,0.66,0.94
 CONSERTOS E MANUTENÇÃO,0.49,0.48,-0.1,1.14,2.33,1.17,0.51,-1.07,0.18,-0.27,0.42,0.01,0.28,-0.03,0.21,0.66,0.94
 CONSERTO DE REFRIGERADOR,0.89,0.94,0.81,3.2,3.6,2.42,0.9,0.0,-1.03,-1.28,-0.57,-0.24,0.84,1.59,-0.66,2.08,1.46
 CONSERTO DE TELEVISOR,0.12,-0.26,-0.03,0.31,-1.72,0.0,0.25,1.33,0.62,0.0,0.36,0.0,0.0,0.0,0.13,0.88,-0.29
 CONSERTO DE APARELHO DE SOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,-0.96,0.0,-0.05
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,1.02,0.71,0.0,-0.04,4.01,1.53,0.73,0.0,0.0,0.7,0.0,0.0,1.23,0.0,0.0,0.0,2.34
 REFORMA DE ESTOFADO,0.1,0.18,-0.71,-0.12,1.89,1.29,0.11,-2.32,0.71,-0.53,0.77,0.0,0.12,-1.3,1.42,0.13,0.56
 MANUTENÇÃO DE MICROCOMPUTADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,-0.43,0.0,0.0,0.36,0.07
 VESTUÁRIO,0.35,1.35,0.12,0.23,-0.82,0.98,0.69,-0.29,-0.45,0.38,-0.35,-0.45,0.09,0.58,0.38,-0.31,0.0
 ROUPAS,0.54,0.76,0.22,-0.12,-0.56,1.17,0.63,-0.25,-0.03,0.25,-0.79,-0.06,0.39,1.0,0.78,-0.14,0.06
 ROUPA MASCULINA,0.12,1.12,0.52,-1.2,-1.09,0.23,0.99,0.11,-0.26,0.24,-1.51,0.41,0.33,1.71,1.68,-1.49,-0.15
 CALÇA COMPRIDA MASCULINA,0.92,1.26,0.3,-0.54,-2.92,0.21,1.77,-0.88,-0.31,2.19,-3.21,0.85,0.32,0.4,0.63,-1.4,-0.6
 TERNO,0.62,2.53,0.85,-0.19,0.0,0.0,0.0,0.0,0.0,-2.47,-3.17,-0.75,0.0,0.0,0.0,0.0,-0.08
 AGASALHO MASCULINO,0.0,1.12,0.52,0.0,-1.09,0.23,0.0,0.0,0.0,0.24,0.0,0.41,0.33,0.0,0.0,0.0,0.08
 SHORT E BERMUDA MASCULINA,1.15,1.32,-0.35,-0.77,-2.64,-2.36,-1.14,0.13,0.71,2.24,1.26,0.96,-2.06,3.36,3.0,-1.86,-0.4
 CUECA,0.0,0.75,0.0,-0.69,0.0,0.0,1.1,-1.71,-0.68,0.0,0.0,0.0,0.0,-1.56,-2.79,0.0,-0.16
 CAMISA / CAMISETA MASCULINA,-1.06,0.82,0.86,-1.95,0.6,0.97,1.99,0.85,-0.71,-0.95,-0.14,0.07,1.0,2.49,2.15,-1.36,0.23
 ROUPA FEMININA,0.9,0.69,0.65,0.61,0.16,2.54,0.07,-0.85,0.0,1.06,-0.33,-0.22,1.11,1.0,-0.1,1.45,0.45
 CALÇA COMPRIDA FEMININA,3.03,-1.56,0.09,-1.4,-0.71,2.24,1.26,-1.09,-0.66,2.22,1.1,-1.5,2.4,-1.7,-1.53,1.73,0.16
 AGASALHO FEMININO,0.0,0.69,0.65,0.0,0.16,0.0,0.0,0.0,0.0,1.06,0.0,0.0,1.11,0.0,0.0,0.0,0.59
 SAIA,0.0,0.0,0.0,1.2,0.0,0.0,-1.86,1.44,0.13,0.0,0.7,-1.64,0.0,1.21,0.2,2.67,0.01
 VESTIDO,2.68,2.27,2.31,0.41,1.01,1.34,1.46,1.34,1.66,-1.83,-0.23,3.29,0.98,3.07,-1.66,3.67,1.29
 BLUSA,-1.13,2.66,0.08,2.67,-0.28,3.77,-0.45,-2.18,-1.83,1.31,-1.8,-1.26,0.26,1.57,1.41,0.99,0.1
 LINGERIE,-1.91,0.05,1.16,-0.52,2.54,0.91,0.39,-2.87,3.56,1.73,0.65,-2.63,-0.35,1.05,-0.96,-0.37,1.03
 BERMUDA E SHORT FEMININO,2.73,-1.27,0.58,1.37,0.0,-1.86,-1.97,1.53,1.11,-0.65,-1.92,-0.9,2.34,1.68,2.66,-0.23,0.5
 ROUPA INFANTIL,0.36,0.2,-1.22,0.65,-1.14,-0.22,1.21,0.97,0.46,-1.55,-0.56,-0.65,-0.94,-0.42,1.27,-1.44,-0.43
 UNIFORME ESCOLAR,-0.16,0.0,0.0,0.0,-0.43,0.0,2.23,0.0,0.02,-0.63,0.0,0.0,0.0,-0.38,1.7,0.0,0.0
 CALÇA COMPRIDA INFANTIL,0.07,0.57,-2.18,0.16,-0.23,-0.68,-2.32,1.44,1.05,-2.82,-0.05,1.86,-2.29,1.16,0.88,-2.55,-0.64
 AGASALHO INFANTIL,0.0,0.2,-1.22,0.0,-1.14,-0.22,0.0,0.0,0.0,-1.55,0.0,-0.65,-0.94,0.0,0.0,0.0,-0.81
 VESTIDO INFANTIL,2.13,0.0,1.4,0.71,2.58,1.67,-0.09,0.75,-2.4,-0.36,0.6,-2.34,-1.53,1.97,2.77,-1.15,0.8
 BERMUDA E SHORT INFANTIL,-1.41,-1.86,1.24,1.27,0.95,2.03,2.69,2.94,1.08,-3.2,-1.04,-2.86,-1.6,-1.29,2.39,-0.52,0.33
 CAMISA / CAMISETA INFANTIL,1.07,0.65,-2.69,-0.27,-2.97,-0.96,2.63,1.69,1.03,-1.02,-1.75,0.52,0.08,-1.95,-0.39,-2.9,-0.92
 CONJUNTO INFANTIL,0.0,0.0,-3.0,2.71,-2.26,-1.32,1.62,-2.93,0.0,0.0,2.83,-0.36,0.0,0.15,1.59,2.13,-0.69
 CALÇADOS E ACESSÓRIOS,-0.39,2.23,-0.64,1.42,-1.29,0.86,0.39,0.13,-1.56,1.05,0.54,-1.41,-0.6,-0.25,0.41,-0.93,-0.18
 CALÇADOS E ACESSÓRIOS,-0.39,2.23,-0.64,1.42,-1.29,0.86,0.39,0.13,-1.56,1.05,0.54,-1.41,-0.6,-0.25,0.41,-0.93,-0.18
 SAPATO MASCULINO,-2.31,-1.0,-1.11,2.74,1.03,-0.47,2.69,1.65,-0.03,0.73,-2.67,-1.15,1.87,0.82,0.16,-2.27,0.22
 SAPATO FEMININO,0.37,1.54,-2.99,1.77,-1.96,0.12,1.18,-2.21,-1.45,-0.33,2.79,-1.34,-0.76,-1.65,-2.96,-2.62,-0.79
 SAPATO INFANTIL,0.0,0.0,0.0,1.93,0.0,0.0,-1.76,0.0,-0.05,0.0,0.0,0.0,0.0,-1.26,0.0,-1.8,-0.04
 SANDÁLIA / CHINELO MASCULINO,0.0,0.0,0.0,0.06,0.0,0.0,-2.96,0.0,0.06,0.0,0.0,0.0,0.0,-2.14,0.99,2.64,-0.95
 SANDÁLIA / CHINELO FEMININO,0.89,3.7,-1.11,2.29,-1.14,2.42,2.63,0.02,-1.71,0.55,0.46,-1.93,-0.05,1.85,3.43,-0.44,-0.01
 SANDÁLIA / CHINELO INFANTIL,0.0,0.0,0.0,-1.32,0.0,2.62,2.33,0.96,-1.61,0.0,0.71,0.35,-1.09,-1.44,2.4,0.99,0.39
 BOLSA,-1.36,-0.2,0.38,-0.16,-2.72,-1.07,-0.89,-2.51,-1.9,-1.63,0.22,-1.04,1.96,0.45,-1.74,-1.97,-1.38
 TÊNIS,-0.67,3.37,0.82,1.57,-1.29,1.18,-1.2,1.54,-2.95,2.83,0.95,-1.55,-2.53,-1.14,-0.96,-1.04,0.24
 JOIAS E BIJUTERIAS,1.93,2.55,2.64,-1.49,-1.19,-0.68,1.9,-3.06,-0.29,-1.58,-0.46,-0.43,1.07,-0.36,-2.63,0.21,0.24
 JOIAS E BIJUTERIAS,1.93,2.55,2.64,-1.49,-1.19,-0.68,1.9,-3.06,-0.29,-1.58,-0.46,-0.43,1.07,-0.36,-2.63,0.21,0.24
 BIJUTERIA,0.4,0.3,0.23,-1.79,1.36,-1.26,3.48,-1.56,-1.2,-0.01,0.82,-1.23,3.57,-0.79,-2.95,0.88,0.46
 JOIA,2.65,3.94,4.14,-2.85,-3.44,-0.44,1.78,0.0,0.61,-2.31,-1.29,-0.02,-0.79,-0.5,-2.37,0.0,0.22
 RELÓGIO DE PULSO,0.0,0.0,0.0,1.4,0.0,0.0,-1.34,-4.43,0.0,0.0,0.0,0.0,0.0,1.15,-2.79,-1.88,-1.5
 TECIDOS E ARMARINHO,0.57,-0.68,0.39,-0.44,-0.98,0.09,-0.36,-1.13,-0.89,1.18,-0.25,0.76,-1.04,0.21,-1.38,0.0,-0.24
 TECIDOS E ARMARINHO,0.57,-0.68,0.39,-0.44,-0.98,0.09,-0.36,-1.13,-0.89,1.18,-0.25,0.76,-1.04,0.21,-1.38,0.0,-0.24
 TECIDO,-0.85,-1.88,0.95,-0.44,-0.14,-0.51,-0.2,-1.22,-1.03,1.18,-0.23,1.18,-0.79,0.19,-1.38,0.11,-0.19
 ARTIGOS DE ARMARINHO,0.0,-0.24,-0.5,0.0,-1.36,0.94,-0.61,0.0,0.0,1.19,-0.31,0.04,-1.46,0.0,0.0,0.0,-0.45
 ACORTINADO (MOSQUITEIRO),3.71,0.35,0.0,0.0,-1.61,0.0,0.0,-0.92,-0.17,0.0,0.0,0.0,0.0,0.31,0.0,-0.31,-0.16
 TRANSPORTES,1.46,1.82,1.04,0.73,1.58,4.06,1.19,1.53,1.35,1.84,1.2,1.93,1.5,0.84,0.56,1.76,1.54
 TRANSPORTES,1.46,1.82,1.04,0.73,1.58,4.06,1.19,1.53,1.35,1.84,1.2,1.93,1.5,0.84,0.56,1.76,1.54
 TRANSPORTE PÚBLICO,1.34,1.36,0.66,0.72,1.25,8.5,1.42,0.95,1.99,2.54,2.38,4.98,3.82,1.53,1.63,1.66,1.67
 ÔNIBUS URBANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TÁXI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TREM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
