"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - OUTUBRO DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 PEPINO EM CONSERVA,0.0,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.89,0.0,0.0,0.0,-0.22
 SARDINHA EM CONSERVA,-1.13,-1.21,1.02,-4.1,2.75,0.0,1.83,-0.44,2.54,0.86,1.08,1.07,0.31,-0.63,0.56,1.64,0.66
 SALSICHA EM CONSERVA,0.0,0.0,0.0,-1.62,0.0,0.4,0.34,-0.22,0.0,0.0,0.0,0.0,0.0,-0.09,0.0,0.26,-0.18
 CARNE EM CONSERVA,0.0,0.0,0.0,0.14,0.0,0.0,0.6,0.33,0.0,0.0,0.0,0.0,0.0,-0.07,0.03,0.51,0.33
 PATÊ,-1.77,-1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.46
 SOPA DESIDRATADA,0.0,-1.45,1.28,0.0,0.16,1.25,0.0,0.0,0.0,0.0,0.51,-1.44,0.0,-0.65,0.0,0.0,0.25
 AZEITONA,1.76,0.0,0.06,0.02,0.37,-0.86,-0.98,0.0,-0.81,0.04,-0.57,1.18,-0.18,0.0,0.0,0.0,0.23
 MILHO-VERDE EM CONSERVA,2.31,0.42,1.99,1.24,-0.84,0.12,1.06,1.05,1.64,0.73,2.45,2.94,3.85,7.83,1.65,2.23,0.96
 ATUM EM CONSERVA,0.62,-2.15,-0.18,0.0,-0.24,0.91,0.0,-0.73,0.91,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 SAL E CONDIMENTOS,2.56,0.19,0.1,0.3,0.51,-1.35,0.34,-0.12,-0.29,0.36,-0.25,0.25,2.07,0.65,0.85,-0.27,0.48
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.11
 ATOMATADO,0.49,1.35,-0.58,-1.07,-0.46,-3.32,-0.85,0.4,-2.25,1.37,-1.07,0.3,-0.78,0.7,0.79,-1.49,-0.3
 ALHO,5.78,0.0,1.76,3.21,2.64,0.03,0.71,0.74,2.43,2.72,2.54,0.24,8.22,2.26,4.85,1.21,2.86
 SAL,0.0,0.0,0.0,0.0,0.0,2.32,1.76,0.67,0.0,0.0,-1.32,0.0,-0.09,-0.25,-1.35,0.0,0.27
 FERMENTO,0.0,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,-1.06
 MAIONESE,-1.31,-0.09,-0.36,-1.19,-1.07,-2.93,-1.03,-2.96,0.0,-1.36,0.05,0.42,1.04,0.2,0.0,0.0,-0.87
 VINAGRE,0.0,0.0,0.0,0.69,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.23,0.64,1.37
 CALDO CONCENTRADO,-1.95,0.08,-0.92,-0.47,0.87,-0.67,0.0,-3.17,1.95,0.0,0.0,0.62,0.0,0.0,0.0,0.83,0.12
 TEMPERO MISTO,0.0,-0.23,-0.5,-0.17,0.71,-0.87,-0.9,-0.19,1.01,-2.41,-2.07,-0.31,0.62,-0.92,-1.92,-1.13,-0.34
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.43,-0.27,0.78,0.68,0.43,0.01,-1.05,0.2,0.03,-0.36,-0.21,-0.03,-0.14,-0.2,-0.54,-0.36,0.19
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.43,-0.27,0.78,0.68,0.43,0.01,-1.05,0.2,0.03,-0.36,-0.21,-0.03,-0.14,-0.2,-0.54,-0.36,0.19
 REFEIÇÃO,0.77,-0.47,0.27,-0.14,0.36,-0.09,-0.58,0.14,0.71,-0.01,-0.57,-0.05,0.81,-0.07,-0.08,0.03,0.24
 LANCHE,-0.95,0.69,1.17,1.43,1.35,0.25,-1.17,0.11,-0.55,-1.71,0.02,-0.12,-0.23,-0.38,-1.86,0.19,0.32
 CAFÉ DA MANHÃ,0.64,-4.39,0.72,-0.61,-0.62,-0.39,-4.38,0.0,-1.37,0.0,0.0,-1.81,0.0,1.52,0.0,-2.13,-1.05
 REFRIGERANTE E ÁGUA MINERAL,0.42,-0.27,2.0,1.12,0.29,0.76,-4.36,0.44,0.06,1.33,0.55,0.8,-3.63,1.89,-0.51,-1.38,0.2
 CAFEZINHO,0.11,1.08,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.88
 CERVEJA,0.38,0.43,1.28,1.65,-1.87,0.16,-0.5,0.42,-0.9,-0.29,0.33,0.7,-3.17,-1.82,0.96,-2.25,-0.53
 OUTRAS BEBIDAS ALCOÓLICAS,-0.73,0.0,-0.18,1.91,0.0,-1.08,-0.97,0.56,0.54,0.0,0.0,0.09,0.0,0.0,0.0,0.69,0.24
 DOCES,2.21,-1.55,0.88,0.95,1.3,0.0,0.38,0.84,-0.96,-0.27,0.48,0.04,1.94,-0.25,-1.11,-1.01,0.47
 HABITAÇÃO,0.13,-0.74,-0.8,0.33,-0.96,-0.67,-0.55,-0.65,0.39,-1.08,-1.25,0.81,-0.37,-2.64,-1.48,-0.46,-0.61
 ENCARGOS E MANUTENÇÃO,1.17,-0.48,0.23,0.64,0.02,0.71,0.27,0.08,0.23,-0.14,0.48,0.3,0.21,0.38,-0.08,0.14,0.24
 ALUGUEL E TAXAS,1.46,-0.51,0.17,0.75,-0.14,0.97,-0.01,0.02,0.11,-0.18,0.56,0.25,0.13,0.48,0.33,0.15,0.24
 ALUGUEL RESIDENCIAL,0.1,-0.5,0.3,0.09,-0.2,1.64,0.0,-0.14,0.59,0.0,1.11,0.34,0.16,0.74,0.71,0.14,0.08
 CONDOMÍNIO,2.19,-1.27,0.13,0.34,-0.09,0.65,-0.07,0.8,-0.33,-0.9,0.1,0.37,0.96,-2.02,-0.06,0.36,0.33
 TAXA DE ÁGUA E ESGOTO,4.4,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.85,-0.3,0.0,-1.75,0.0,1.04,0.0,-1.15
 REPAROS,0.06,-0.43,0.25,0.13,-0.01,0.05,-0.03,0.25,0.32,-0.28,0.22,0.22,-0.04,0.45,-0.36,0.75,0.01
 FERRAGENS,0.0,0.0,0.77,0.0,-1.0,0.0,0.0,0.37,0.0,-0.16,-0.65,-0.8,0.0,2.04,0.0,0.0,-0.35
 MATERIAL DE ELETRICIDADE,0.0,-1.74,0.0,0.0,0.0,0.0,-1.9,0.0,0.0,-1.62,0.0,0.0,0.0,0.0,0.0,0.0,-1.72
 MATERIAL DE PINTURA,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,1.39,1.27,0.64,0.0,0.0,1.36
 VIDRO,-0.4,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39
 TINTA,0.28,-2.2,-0.1,0.55,0.35,0.08,-0.73,1.69,0.37,0.11,0.22,0.86,-0.45,0.83,-0.3,2.08,-0.17
 REVESTIMENTO DE PISO E PAREDE,1.59,-0.25,3.61,-0.19,-2.65,1.29,-0.79,-1.52,2.29,-3.57,-2.53,1.06,-0.05,0.0,-0.46,2.06,-0.62
 CIMENTO,-1.03,-0.42,-0.11,0.16,0.73,-1.41,1.66,-0.26,0.33,-1.51,-0.01,0.22,-1.72,0.55,-1.89,1.53,-0.08
 TIJOLO,0.0,1.21,-0.36,0.33,1.86,0.78,0.28,-0.01,-2.38,-2.16,2.09,0.54,0.0,0.0,-2.7,0.0,0.39
 MATERIAL HIDRÁULICO,0.0,0.0,-0.06,0.0,1.12,0.0,1.82,0.0,0.14,-0.2,0.0,-0.02,0.0,0.0,0.31,0.0,0.59
 MÃO DE OBRA,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
 AREIA,-1.08,0.0,2.17,0.0,0.0,0.0,0.0,6.65,0.27,-0.59,-0.1,-1.74,0.0,0.0,1.91,0.0,0.46
 TELHA,2.01,0.0,-0.54,0.0,0.0,0.0,-0.92,-1.81,1.14,1.61,2.8,1.2,0.0,0.0,0.0,-0.42,0.81
 ARTIGOS DE LIMPEZA,1.2,-0.49,0.65,0.59,1.56,-0.49,1.65,0.14,0.89,0.54,0.47,1.05,1.0,0.11,-1.44,-1.02,0.83
 ÁGUA SANITÁRIA,0.56,0.0,1.41,-1.39,0.43,2.58,-1.0,0.24,0.98,1.32,0.0,0.0,0.0,0.77,-1.71,0.0,0.42
 DETERGENTE,0.78,1.06,0.78,-1.24,1.18,-2.1,1.26,0.96,0.0,1.04,-0.13,1.21,-2.55,0.0,0.0,1.09,0.76
 SABÃO EM PÓ,1.66,-2.11,0.32,1.39,2.4,1.34,0.38,0.47,1.6,0.37,1.4,1.33,2.41,-0.7,-1.59,-1.01,1.02
 DESINFETANTE,1.99,0.28,2.9,-0.01,0.0,-1.89,4.06,0.32,0.46,-0.72,-0.1,0.29,1.05,0.08,-1.09,0.0,1.02
 INSETICIDA,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48
 SABÃO EM BARRA,0.26,1.24,0.32,1.22,2.73,-5.5,3.94,-0.94,0.6,-0.24,-1.66,0.56,1.86,-0.24,-1.48,-3.61,0.71
 ESPONJA DE LIMPEZA,0.0,0.99,-2.06,1.4,2.25,0.0,3.47,-0.57,0.0,2.71,1.72,0.54,1.74,3.11,-0.04,0.0,1.15
 AMACIANTE,-0.14,0.62,1.39,0.0,0.28,-1.27,3.15,0.82,-0.29,0.3,0.36,1.03,-0.11,1.33,0.0,1.07,0.49
 COMBUSTÍVEIS E ENERGIA,-1.87,-1.17,-2.99,-0.23,-3.05,-4.31,-1.32,-2.02,0.75,-2.98,-4.27,1.73,-1.24,-4.26,-3.21,-1.43,-2.23
 COMBUSTÍVEIS (DOMÉSTICOS),0.69,0.8,0.51,-0.17,1.58,0.48,2.19,-0.8,0.55,-0.63,0.33,0.16,-0.29,-0.06,-0.71,1.66,0.7
 CARVÃO VEGETAL,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64
 GÁS DE BOTIJÃO,0.94,0.81,0.51,-0.17,1.77,0.48,2.19,-0.8,0.55,-0.69,0.33,0.16,-0.29,-0.06,-0.71,1.66,0.74
 GÁS ENCANADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENERGIA ELÉTRICA RESIDENCIAL,-2.62,-1.79,-4.24,-0.26,-4.37,-5.44,-2.7,-2.77,0.86,-3.69,-5.99,2.24,-1.55,-5.65,-4.43,-2.85,-3.22
 ENERGIA ELÉTRICA RESIDENCIAL,-2.62,-1.79,-4.24,-0.26,-4.37,-5.44,-2.7,-2.77,0.86,-3.69,-5.99,2.24,-1.55,-5.65,-4.43,-2.85,-3.22
 ARTIGOS DE RESIDÊNCIA,-0.36,-0.05,-0.7,0.06,0.04,-0.57,0.13,0.04,1.13,0.12,-0.52,-0.3,-0.57,-0.25,-0.55,0.83,-0.09
 MÓVEIS E UTENSÍLIOS,-0.21,0.35,-0.77,-0.06,-0.44,-0.49,-0.18,0.71,1.11,-0.14,0.0,0.37,-0.92,0.25,0.41,0.58,-0.16
 MOBILIÁRIO,-0.72,0.37,-0.85,0.32,-0.24,-0.89,0.44,0.92,1.57,-0.34,-0.47,0.3,-1.01,0.31,1.16,0.89,-0.12
 MÓVEL PARA SALA,-0.93,0.57,-1.88,-0.75,-0.81,-2.52,-3.12,2.13,1.26,-0.93,-0.81,0.42,-2.77,-0.48,1.77,-0.95,-0.78
 MÓVEL PARA QUARTO,-0.93,0.13,-0.14,2.82,0.27,0.47,2.97,0.56,0.86,-0.36,-1.37,0.21,0.8,1.87,0.39,2.56,0.3
 MÓVEL PARA COPA E COZINHA,1.54,0.79,0.94,1.46,-0.9,3.31,-0.88,-0.53,1.16,1.0,0.44,0.24,-0.42,-1.54,0.94,5.06,0.45
 MÓVEL INFANTIL,0.0,0.0,0.0,-0.22,0.0,0.0,-0.09,0.15,0.0,0.0,-0.96,0.0,0.0,0.69,0.0,-0.08,-0.14
 COLCHÃO,-0.62,-0.42,-0.33,-2.37,0.24,3.94,0.36,1.09,4.92,-1.16,2.05,0.41,-1.99,0.23,1.79,-2.1,0.32
 UTENSÍLIOS E ENFEITES,0.4,0.07,-0.75,-0.54,-0.38,0.56,-0.02,0.4,-0.26,-0.39,-0.04,-0.67,-0.4,-0.05,-1.2,1.26,-0.28
 TAPETE,2.45,-0.16,-2.14,-0.98,0.72,-1.37,-0.04,0.0,1.35,0.89,-0.92,-0.47,-0.7,-0.03,-0.02,0.0,-0.64
 CORTINA,-0.55,-1.24,0.85,-1.62,0.96,1.6,-0.29,-0.12,-0.28,-0.27,0.43,-2.98,-0.89,-0.26,0.64,-0.43,0.1
 UTENSÍLIOS DE METAL,-0.37,-0.05,0.3,-0.04,-1.65,-0.12,0.4,-0.06,-1.57,-1.18,-0.79,1.32,-1.38,-0.02,-1.21,1.61,-0.79
 UTENSÍLIOS DE VIDRO E LOUÇA,1.18,1.62,-0.17,0.26,-0.08,0.92,-0.09,-1.76,-1.64,-1.04,-0.36,-0.17,-0.08,0.78,-1.23,0.56,0.0
 UTENSÍLIOS DE PLÁSTICO,2.71,1.73,0.0,-0.85,0.61,-0.23,-0.74,1.95,-0.01,1.41,-1.3,1.45,2.03,-1.15,0.22,2.1,0.67
 FLORES NATURAIS,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.0,-1.11,-2.87,0.0,0.0,0.54,0.0,0.0,0.0,-0.33
 UTENSÍLIOS DIVERSOS,0.03,0.15,-0.48,-0.1,-1.21,1.52,0.09,0.23,1.08,-0.2,0.76,-0.45,-0.49,0.21,-2.36,1.64,-0.32
" CAMA, MESA E BANHO",1.82,0.8,-0.47,-0.69,-1.51,-0.37,-1.65,0.02,1.42,1.12,1.56,2.35,-1.32,0.48,0.79,-2.27,-0.1
 ROUPA DE CAMA,1.71,0.95,-1.24,-0.05,-2.93,-0.37,-2.34,0.12,1.8,1.09,1.56,2.38,-1.82,0.27,1.6,-2.0,-0.45
 ROUPA DE BANHO,2.04,0.36,1.79,-2.17,1.34,0.0,1.56,-0.17,-0.04,1.2,0.0,2.28,0.04,1.11,-1.18,-2.77,0.89
 APARELHOS ELETROELETRÔNICOS,-0.55,-0.93,-0.67,0.32,0.59,-0.83,0.49,-0.82,1.28,0.61,-0.78,-1.33,-0.09,-0.78,-1.9,1.58,-0.01
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-1.44,-0.32,-1.08,1.21,0.39,-1.77,0.16,-1.55,0.63,0.43,-0.17,-1.72,-0.41,-1.42,-2.15,1.68,-0.22
 REFRIGERADOR,-1.77,-1.37,-1.04,2.96,1.63,-1.92,1.37,-1.84,0.13,-0.16,-0.22,-2.33,-0.41,-3.43,-2.65,2.42,-0.03
 AR-CONDICIONADO,1.6,-1.47,0.0,-0.12,0.0,0.0,-1.13,0.0,0.0,0.38,0.0,1.47,1.55,0.42,-2.26,-1.56,-0.07
 MÁQUINA DE LAVAR ROUPA,-3.96,0.84,0.26,-0.31,-1.12,-1.4,-2.19,1.43,2.01,0.4,-1.53,-1.9,-1.99,0.86,1.54,1.2,-0.66
 LIQUIDIFICADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.15
 VENTILADOR,0.04,0.0,0.0,0.07,0.0,0.0,-0.64,1.64,0.0,0.0,0.0,0.0,0.12,-0.01,-3.18,-1.26,-0.21
 FOGÃO,-0.57,0.51,-2.71,-0.16,-0.25,-1.82,-0.54,-4.36,0.75,0.19,1.7,-0.98,-0.4,1.32,-2.7,1.59,-0.56
 CHUVEIRO ELÉTRICO,0.0,0.01,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
 FORNO DE MICRO-ONDAS,0.0,1.16,-0.59,0.0,-0.19,0.0,0.0,0.0,0.0,3.7,-0.01,0.0,0.0,0.0,0.0,0.0,0.65
" TV, SOM E INFORMÁTICA",0.8,-2.23,0.0,-1.24,0.95,0.58,1.25,0.33,2.28,1.01,-1.8,-0.68,0.55,0.51,-1.39,1.4,0.36
 TELEVISOR,-2.82,-3.4,-2.83,-0.49,-4.15,-1.3,3.72,-2.72,-0.06,1.1,-0.37,-3.73,0.22,-0.54,-0.9,1.14,-2.12
 APARELHO DE SOM,-0.63,1.87,-2.9,0.04,-0.91,-5.04,-0.75,2.46,2.22,-1.38,0.21,-3.89,-0.06,2.8,0.05,7.25,-0.21
 APARELHO DE DVD,-0.95,-0.95,3.12,0.22,4.25,0.21,0.23,0.2,0.24,1.07,-0.79,3.91,0.19,-2.07,-1.15,-1.61,1.43
 ANTENA,0.0,0.0,0.0,-1.24,0.0,0.0,1.25,0.33,0.0,0.0,-0.18,0.0,0.0,-1.23,0.0,1.82,0.11
 MICROCOMPUTADOR,3.51,-3.24,0.9,-2.6,3.42,2.26,0.82,1.83,3.56,1.35,-3.12,0.82,0.83,1.48,-2.21,0.35,1.54
 CONSERTOS E MANUTENÇÃO,-0.31,1.09,-0.04,-0.45,0.37,0.01,-0.16,0.4,0.29,-0.48,-1.65,-0.83,-0.85,-0.48,-0.85,-1.34,0.02
 CONSERTOS E MANUTENÇÃO,-0.31,1.09,-0.04,-0.45,0.37,0.01,-0.16,0.4,0.29,-0.48,-1.65,-0.83,-0.85,-0.48,-0.85,-1.34,0.02
 CONSERTO DE REFRIGERADOR,0.15,0.63,-0.14,-0.6,1.83,0.24,0.16,0.0,0.54,-1.85,-0.84,0.42,0.66,1.41,-1.52,1.22,0.45
 CONSERTO DE TELEVISOR,-0.3,1.65,-0.28,-0.69,-0.78,0.0,-0.57,1.2,0.24,0.0,0.0,-0.1,0.0,-1.41,-0.24,-2.56,-0.06
 CONSERTO DE APARELHO DE SOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.76,0.0,0.0,0.0,0.0,0.0,-0.59,0.0,-0.38
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,1.52,0.0,-0.6,0.09,1.18,0.74,0.0,0.0,-1.43,0.0,0.0,0.21,0.0,0.0,0.0,0.24
 REFORMA DE ESTOFADO,-0.8,-0.8,0.21,0.0,0.26,-1.11,-0.79,0.0,0.43,0.45,-2.64,-2.0,-2.09,-1.55,-0.78,-1.53,-0.3
 MANUTENÇÃO DE MICROCOMPUTADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,-0.75,0.0,0.0,-1.71,-0.86
 VESTUÁRIO,1.44,0.18,0.93,-0.19,0.9,0.61,0.97,0.05,0.14,0.35,0.37,0.88,-0.2,0.72,-0.59,0.85,0.63
 ROUPAS,1.94,0.65,0.85,-0.5,0.84,0.68,1.09,-0.01,-0.06,-0.14,0.98,0.63,-0.1,1.05,-1.0,1.26,0.63
 ROUPA MASCULINA,2.45,0.82,0.78,-0.63,0.13,0.48,0.99,0.3,-0.35,-0.54,0.44,1.46,0.24,0.24,-1.57,1.78,0.38
 CALÇA COMPRIDA MASCULINA,2.63,-1.96,-0.74,-2.91,-0.05,0.83,0.56,1.03,-1.72,-2.66,0.89,1.24,0.17,-0.35,-1.88,1.49,-0.44
 TERNO,3.2,1.19,-0.26,-0.19,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.15,0.0,0.0,0.0,0.0,0.89
 AGASALHO MASCULINO,0.0,0.82,0.78,0.0,-1.73,0.7,0.0,0.0,0.0,-1.26,0.0,1.46,0.24,0.0,0.0,0.0,-0.35
 SHORT E BERMUDA MASCULINA,2.58,3.06,1.73,0.87,-0.23,1.07,0.17,1.25,0.13,-1.96,1.85,1.45,-1.39,1.49,-2.69,2.23,0.63
 CUECA,0.0,-1.48,0.0,2.13,0.0,0.0,0.78,-1.26,0.58,0.0,0.0,0.0,0.0,-1.51,1.01,0.0,0.12
 CAMISA / CAMISETA MASCULINA,2.03,3.11,1.92,-0.2,0.55,0.03,1.95,-0.54,0.14,1.3,-0.33,1.79,0.77,0.42,-1.06,1.75,0.93
 ROUPA FEMININA,2.22,0.09,1.55,-0.87,1.63,1.64,1.41,-0.1,-0.28,-0.01,1.84,-0.05,0.36,1.81,-0.26,0.8,0.98
 CALÇA COMPRIDA FEMININA,2.56,1.77,1.63,-2.64,3.47,0.28,2.56,1.64,-0.2,-0.65,2.4,0.62,1.06,2.93,0.44,2.56,1.7
 AGASALHO FEMININO,0.0,0.09,1.55,0.0,0.66,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.36,0.0,0.0,0.0,0.48
 SAIA,0.0,0.0,0.0,-0.46,0.0,0.0,2.44,1.89,-1.05,0.0,-1.48,-2.42,0.0,1.92,-0.7,1.12,0.13
 VESTIDO,2.98,0.74,0.7,2.22,-2.86,2.43,-2.66,-1.27,-1.01,-0.79,2.47,-1.08,1.61,2.41,0.93,-2.08,-0.39
 BLUSA,2.56,-1.93,2.98,-0.67,2.81,2.32,2.4,-1.12,-0.91,1.06,1.73,0.55,-0.31,1.66,-1.9,0.57,1.41
 LINGERIE,-0.79,-0.02,-1.64,-0.27,0.6,2.94,0.17,3.02,1.68,-1.5,0.69,0.52,-1.33,1.06,1.98,1.12,0.12
 BERMUDA E SHORT FEMININO,0.72,3.59,1.42,-1.47,0.0,0.84,2.2,-0.98,1.6,1.57,1.08,-0.26,-0.62,0.13,-0.17,0.25,0.94
 ROUPA INFANTIL,0.08,1.68,-0.5,0.77,0.48,-1.39,0.52,-0.47,1.12,0.43,-0.08,0.69,-1.58,1.11,-1.7,1.4,0.3
 UNIFORME ESCOLAR,-0.24,0.0,0.0,0.0,-0.54,0.0,-1.61,0.0,-0.53,-1.37,0.0,0.0,0.0,-2.96,2.75,0.0,-0.62
 CALÇA COMPRIDA INFANTIL,-1.99,2.64,0.83,-1.97,0.63,-3.43,2.59,-2.93,-1.28,2.64,-0.9,0.55,-2.83,1.21,-3.08,1.29,0.4
 AGASALHO INFANTIL,0.0,1.68,-0.5,0.0,0.48,-2.98,0.0,0.0,0.0,0.43,0.0,0.69,-1.58,0.0,0.0,0.0,0.33
 VESTIDO INFANTIL,0.41,0.0,-2.35,1.12,-3.41,-2.41,0.66,-2.45,0.58,-1.23,0.51,1.7,-1.17,-1.12,-2.59,0.94,-1.22
 BERMUDA E SHORT INFANTIL,0.87,2.17,0.06,0.67,1.82,-2.8,-0.21,-0.89,1.25,0.8,0.33,0.12,-2.81,1.16,-2.66,-1.53,0.58
 CAMISA / CAMISETA INFANTIL,0.5,0.98,-1.52,2.58,0.84,0.28,0.75,1.7,2.21,0.0,-0.07,1.41,-0.54,1.88,-3.0,2.4,0.56
 CONJUNTO INFANTIL,0.0,0.0,1.89,-0.53,1.85,0.5,-0.75,-1.8,0.0,0.0,0.77,-2.88,0.0,3.63,1.14,2.25,0.77
 CALÇADOS E ACESSÓRIOS,0.39,-1.0,0.73,-0.15,0.68,0.1,0.77,0.09,0.03,1.07,-1.07,1.11,-0.77,-0.73,-0.02,0.12,0.32
 CALÇADOS E ACESSÓRIOS,0.39,-1.0,0.73,-0.15,0.68,0.1,0.77,0.09,0.03,1.07,-1.07,1.11,-0.77,-0.73,-0.02,0.12,0.32
 SAPATO MASCULINO,-2.96,-0.37,0.01,0.66,1.33,1.6,0.15,0.26,-1.31,-1.04,0.18,0.85,-1.76,-2.28,-1.79,1.81,-0.12
 SAPATO FEMININO,-0.11,-0.49,0.71,2.44,-1.02,0.82,3.46,0.44,0.55,2.42,0.29,1.36,2.31,0.88,-0.9,0.44,0.26
 SAPATO INFANTIL,0.0,0.0,0.0,2.5,0.0,0.0,-1.24,0.0,-1.9,0.0,0.0,0.0,0.0,2.65,0.0,-0.24,-0.33
 SANDÁLIA / CHINELO MASCULINO,0.0,0.0,0.0,0.41,0.0,0.0,2.35,0.0,-0.27,0.0,0.0,0.0,0.0,-0.85,-1.14,2.56,0.9
 SANDÁLIA / CHINELO FEMININO,-0.19,3.61,1.55,-0.35,1.39,1.58,2.55,-1.44,0.23,3.21,-1.57,2.03,0.16,-0.19,1.06,-0.2,1.06
 SANDÁLIA / CHINELO INFANTIL,0.0,0.0,0.0,-0.7,0.0,1.13,-1.87,2.54,1.07,0.0,-0.54,-0.78,0.08,-1.01,0.64,0.92,0.05
 BOLSA,0.48,0.19,1.06,-2.7,1.95,-0.47,-0.13,1.65,-0.53,-1.35,-1.47,1.73,0.64,-0.69,-1.48,-0.78,0.39
 TÊNIS,1.77,-2.35,0.24,-0.48,0.58,-0.89,-0.6,0.46,0.78,1.15,-1.95,0.39,-2.23,-1.4,0.7,-0.74,0.04
 JOIAS E BIJUTERIAS,2.3,1.57,2.94,2.38,3.63,2.38,0.87,0.09,2.16,1.77,1.2,2.24,1.72,1.81,0.82,-0.77,2.23
 JOIAS E BIJUTERIAS,2.3,1.57,2.94,2.38,3.63,2.38,0.87,0.09,2.16,1.77,1.2,2.24,1.72,1.81,0.82,-0.77,2.23
 BIJUTERIA,2.34,-0.07,2.15,4.77,3.35,3.29,-0.59,-3.66,3.26,2.05,0.61,-0.49,-0.61,1.22,1.59,-0.19,1.94
 JOIA,2.28,2.6,3.47,2.36,3.89,2.02,2.41,0.0,1.05,1.64,1.6,3.72,3.53,2.82,0.46,0.0,2.63
 RELÓGIO DE PULSO,0.0,0.0,0.0,-2.04,0.0,0.0,-0.69,3.59,0.0,0.0,0.0,0.0,0.0,-2.95,0.61,-2.49,-0.07
 TECIDOS E ARMARINHO,-1.27,-0.27,0.61,1.48,-0.85,-1.29,0.05,1.63,1.27,0.8,2.43,1.21,-0.26,0.95,1.1,-0.64,0.18
 TECIDOS E ARMARINHO,-1.27,-0.27,0.61,1.48,-0.85,-1.29,0.05,1.63,1.27,0.8,2.43,1.21,-0.26,0.95,1.1,-0.64,0.18
 TECIDO,-0.89,-0.21,0.92,1.48,0.67,-2.22,0.79,2.74,1.8,0.87,3.73,1.88,0.45,1.14,1.1,-0.33,0.93
 ARTIGOS DE ARMARINHO,0.0,-2.02,0.12,0.0,-0.42,0.08,-1.02,0.0,0.0,0.63,-1.38,0.05,-1.51,0.0,0.0,0.0,-0.41
 ACORTINADO (MOSQUITEIRO),-2.13,3.12,0.0,0.0,-2.93,0.0,0.0,-1.07,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,-1.48,-1.97
 TRANSPORTES,0.18,0.39,0.68,0.24,0.69,0.66,0.22,0.22,-0.06,0.16,0.77,0.19,0.9,0.74,-0.59,0.78,0.45
 TRANSPORTES,0.18,0.39,0.68,0.24,0.69,0.66,0.22,0.22,-0.06,0.16,0.77,0.19,0.9,0.74,-0.59,0.78,0.45
 TRANSPORTE PÚBLICO,0.11,0.03,0.67,0.15,-0.1,3.57,-0.04,-0.31,-0.42,-0.03,-0.17,0.1,-0.06,0.64,-0.52,0.05,0.12
 ÔNIBUS URBANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
