"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JULHO DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 PALMITO EM CONSERVA,-0.26,0.0,1.61,0.0,0.56,0.0,0.0,0.0,0.0,-0.12,-0.08,-1.25,0.0,0.0,0.0,0.0,0.41
 PEPINO EM CONSERVA,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,0.0,0.0,0.35,0.0,0.0,0.0,0.82
 SARDINHA EM CONSERVA,-1.59,3.23,0.17,-1.2,1.2,0.0,-0.31,0.55,-3.94,-0.74,0.79,0.68,-0.98,0.16,1.98,1.63,0.25
 SALSICHA EM CONSERVA,0.0,0.0,0.0,0.21,0.0,-1.49,0.35,1.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,1.16,0.19
 CARNE EM CONSERVA,0.0,0.0,0.0,0.24,0.0,0.0,0.5,1.18,0.0,0.0,0.0,0.0,0.0,1.91,-1.17,-1.19,0.34
 PATÊ,-1.25,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
 SOPA DESIDRATADA,0.0,-1.1,-4.83,0.0,1.56,4.09,0.0,0.0,0.0,0.0,0.68,-0.07,0.0,0.47,0.0,0.0,-0.3
 AZEITONA,0.66,0.0,0.9,0.53,2.2,4.07,-1.32,0.0,-1.18,-0.89,1.4,0.45,2.01,0.0,0.0,0.0,1.1
 MILHO-VERDE EM CONSERVA,3.45,1.54,1.45,1.21,1.44,1.89,6.11,2.17,-0.62,1.68,1.84,1.81,1.54,2.46,-0.63,0.22,1.79
 ATUM EM CONSERVA,0.41,1.93,0.05,0.0,-0.87,0.57,0.0,-1.68,-3.57,-0.29,0.0,0.0,0.0,0.0,0.0,0.0,-0.35
 SAL E CONDIMENTOS,1.19,2.61,1.33,2.12,1.25,0.76,2.46,3.11,1.64,1.42,0.91,1.09,1.42,2.07,0.65,1.82,1.52
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61
 ATOMATADO,0.01,3.58,-0.12,1.83,0.21,0.45,2.17,1.86,2.49,1.6,-0.32,-0.21,1.53,-0.97,-0.59,1.31,0.87
 ALHO,2.76,0.0,6.74,13.17,3.97,3.89,8.42,7.59,3.44,7.33,2.99,2.8,3.31,7.01,4.28,4.57,4.92
 SAL,0.0,0.0,0.0,0.0,0.0,-1.71,0.02,0.27,0.0,0.0,-0.29,0.0,-0.5,0.34,-0.22,0.0,-0.23
 FERMENTO,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,-0.21,0.0,0.0,0.0,0.0,0.64
 MAIONESE,0.93,4.05,-3.37,-0.36,0.89,1.7,-2.69,0.41,0.0,-2.1,0.32,0.48,-0.11,-1.05,0.0,0.0,0.17
 VINAGRE,0.0,0.0,0.0,-1.95,0.0,0.0,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.01,1.52,-1.12
 CALDO CONCENTRADO,-3.0,-0.06,-1.82,-3.07,-2.24,1.99,0.0,-3.22,-2.26,0.0,0.0,-1.58,0.0,0.0,0.0,-0.24,-1.89
 TEMPERO MISTO,0.0,1.57,0.55,-1.17,1.82,-1.34,0.32,-0.8,-0.33,-1.08,1.28,0.04,0.41,-0.05,-0.64,-1.61,0.56
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.15,0.32,0.06,0.1,0.18,0.66,0.74,0.54,-0.37,0.34,-0.46,-0.06,0.59,0.6,0.36,0.53,0.15
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.15,0.32,0.06,0.1,0.18,0.66,0.74,0.54,-0.37,0.34,-0.46,-0.06,0.59,0.6,0.36,0.53,0.15
 REFEIÇÃO,-0.68,0.56,-0.34,0.17,1.3,0.35,0.62,0.08,0.16,0.18,-0.81,-0.25,0.26,0.47,0.0,0.77,0.41
 LANCHE,1.48,-0.45,0.66,-0.1,-1.78,1.76,0.65,0.4,-1.64,-0.19,-0.06,-0.12,1.98,0.69,0.05,0.32,-0.34
 CAFÉ DA MANHÃ,1.76,-0.66,0.48,-3.99,-1.42,-0.56,1.36,0.0,-0.98,0.0,0.0,0.94,0.0,1.16,0.0,-1.77,-0.6
 REFRIGERANTE E ÁGUA MINERAL,0.67,1.42,-1.17,-0.86,0.91,0.07,1.81,0.79,2.63,2.56,-0.54,-0.1,1.39,0.43,1.5,-0.58,0.87
 CAFEZINHO,0.48,1.01,0.0,0.0,-1.12,0.0,0.0,0.0,0.0,0.0,-0.85,0.0,0.0,0.0,0.0,0.0,-0.46
 CERVEJA,-0.62,-0.32,-0.03,1.3,-1.93,-1.04,1.19,2.1,-1.18,1.39,0.48,0.57,-0.62,1.18,1.56,0.75,-0.42
 OUTRAS BEBIDAS ALCOÓLICAS,-0.53,0.0,1.97,0.66,0.0,0.71,0.03,3.34,0.98,0.0,0.0,0.61,0.0,0.0,0.0,1.14,1.07
 DOCES,0.34,0.13,0.32,-0.45,-1.66,-2.67,-0.98,2.21,0.72,0.82,0.0,1.51,-1.96,-0.05,1.84,0.59,-0.22
 HABITAÇÃO,0.45,1.39,1.57,1.37,1.89,0.55,1.09,-0.19,1.08,0.63,1.01,0.96,0.24,-0.15,0.39,0.57,1.2
 ENCARGOS E MANUTENÇÃO,0.02,0.67,0.12,0.64,0.17,0.14,0.73,-0.96,0.2,-0.18,1.29,0.17,-0.34,0.08,-0.46,0.03,0.18
 ALUGUEL E TAXAS,-0.01,0.93,0.1,0.75,0.14,0.18,1.13,-1.26,0.27,-0.33,1.86,0.46,-0.33,0.19,-0.25,-0.1,0.2
 ALUGUEL RESIDENCIAL,-0.09,0.53,0.14,0.06,0.26,0.36,1.54,-0.29,-0.43,-0.48,0.41,0.41,-0.39,0.23,-0.47,-0.12,0.13
 CONDOMÍNIO,0.1,-1.84,0.2,-0.06,-0.03,-0.24,0.1,0.0,-0.72,-0.61,-0.15,1.09,-1.87,0.29,-0.18,-0.19,-0.2
 TAXA DE ÁGUA E ESGOTO,0.0,3.5,0.0,3.67,0.0,0.21,0.0,-3.66,1.95,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.73
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,-0.25,0.0,2.7,0.0,-0.42,0.0,0.7
 REPAROS,0.25,0.28,0.34,0.34,0.02,0.2,0.47,0.25,0.21,-0.09,0.04,-0.28,0.02,-0.4,0.0,0.09,0.15
 FERRAGENS,0.0,0.0,1.46,0.0,0.2,0.0,0.0,0.95,0.0,-2.04,-0.58,-0.61,0.0,-3.86,0.0,0.0,0.18
 MATERIAL DE ELETRICIDADE,0.0,-0.47,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.54
 MATERIAL DE PINTURA,0.0,0.0,4.52,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,1.05,-1.24,-2.08,0.0,0.0,2.95
 VIDRO,1.99,0.0,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92
 TINTA,0.24,1.01,0.58,0.55,1.68,-0.22,-1.67,1.59,0.64,1.32,2.12,0.51,-1.1,2.6,1.82,-1.22,1.0
 REVESTIMENTO DE PISO E PAREDE,-1.76,1.81,0.88,3.06,-3.29,6.26,2.92,-0.22,-0.88,-2.59,1.25,-2.67,1.97,0.0,-0.06,2.64,-0.99
 CIMENTO,2.25,0.18,0.34,-2.14,0.84,0.02,-2.03,0.94,-1.36,-1.37,0.99,-0.28,2.12,0.12,-0.85,-0.19,0.17
 TIJOLO,0.0,0.52,0.42,1.21,2.0,0.54,1.01,-0.01,-1.33,-2.54,-0.7,-1.51,0.0,0.0,-0.73,0.0,0.46
 MATERIAL HIDRÁULICO,0.0,0.0,-0.39,0.0,-0.6,0.0,1.79,0.0,-2.06,-0.9,0.0,0.19,0.0,0.0,2.68,0.0,-0.54
 MÃO DE OBRA,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03
 AREIA,-0.02,0.0,3.43,0.0,0.0,0.0,0.0,-0.12,14.95,0.14,0.69,-0.93,0.0,0.0,-1.31,0.0,2.34
 TELHA,1.88,0.0,-2.35,0.0,0.0,0.0,1.73,0.68,-1.08,2.37,-3.46,0.11,0.0,0.0,0.0,-0.02,0.22
 ARTIGOS DE LIMPEZA,-0.27,0.2,-0.63,0.21,0.85,-0.38,-0.11,-1.09,-0.35,0.62,-0.48,-0.6,-0.86,0.34,-2.58,0.68,0.07
 ÁGUA SANITÁRIA,0.81,0.0,-0.47,-0.41,0.19,-2.17,-3.67,-0.97,0.79,1.2,0.0,0.0,0.0,0.6,-2.34,1.1,-0.22
 DETERGENTE,-2.04,0.56,1.72,-1.14,2.36,-2.21,-0.7,0.33,0.87,1.07,0.36,-0.87,-1.35,0.0,0.0,1.09,0.99
 SABÃO EM PÓ,-0.18,1.13,-2.98,0.71,1.08,-1.15,-0.33,-2.56,-0.11,0.77,-1.03,-0.93,0.84,0.01,-3.95,0.71,-0.07
 DESINFETANTE,1.32,-2.7,0.91,0.8,0.0,2.56,-1.28,1.5,-2.06,2.5,-0.32,0.24,-1.23,-1.18,-3.62,0.0,-0.01
 INSETICIDA,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52
 SABÃO EM BARRA,-1.73,-0.94,1.61,-0.25,-1.06,-0.79,0.79,-0.73,-1.79,2.33,-1.11,-0.65,-1.67,0.11,-0.72,0.13,-0.3
 ESPONJA DE LIMPEZA,0.0,-1.24,0.36,2.8,-4.08,0.0,0.7,-0.45,0.0,-1.22,2.08,0.38,-4.66,2.2,0.32,0.0,-1.41
 AMACIANTE,-0.68,-0.29,-0.8,0.0,1.36,1.76,2.71,0.22,-0.03,-0.73,-0.28,0.09,-1.54,1.54,0.0,0.8,0.4
 COMBUSTÍVEIS E ENERGIA,1.31,2.66,4.78,2.71,5.87,1.66,1.44,1.3,3.11,2.38,0.51,2.29,1.12,-0.28,1.39,1.44,3.27
 COMBUSTÍVEIS (DOMÉSTICOS),-0.06,0.58,-0.19,-2.85,0.61,-0.46,0.79,0.2,-0.68,0.0,-0.09,0.37,-0.38,0.05,0.0,-0.75,0.01
 CARVÃO VEGETAL,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37
 GÁS DE BOTIJÃO,-0.08,0.53,-0.19,-2.85,0.61,-0.46,0.79,0.2,-0.68,0.0,-0.09,0.37,-0.38,0.05,0.0,-0.75,-0.01
 GÁS ENCANADO,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
 ENERGIA ELÉTRICA RESIDENCIAL,1.73,3.36,6.74,5.64,7.59,2.21,1.71,2.03,5.45,3.18,0.75,2.88,1.64,-0.4,2.05,2.52,4.48
 ENERGIA ELÉTRICA RESIDENCIAL,1.73,3.36,6.74,5.64,7.59,2.21,1.71,2.03,5.45,3.18,0.75,2.88,1.64,-0.4,2.05,2.52,4.48
 ARTIGOS DE RESIDÊNCIA,1.03,-0.39,0.87,0.14,0.52,-0.18,-0.12,0.04,-0.08,-0.2,-0.21,0.51,-0.18,-0.06,-0.21,-0.2,0.29
 MÓVEIS E UTENSÍLIOS,0.62,-0.13,1.11,0.77,-0.13,-0.33,0.75,0.32,-0.44,-0.29,-0.14,0.65,0.22,0.48,-0.14,-0.52,0.21
 MOBILIÁRIO,1.38,-0.95,1.1,1.17,0.47,-0.41,1.3,0.25,-0.53,-0.4,-0.57,0.56,0.05,1.0,-0.1,-0.64,0.37
 MÓVEL PARA SALA,1.87,-1.96,1.24,2.16,0.37,-1.02,2.61,0.59,-1.35,0.47,-0.12,0.01,0.04,-0.25,-0.95,-1.16,0.42
 MÓVEL PARA QUARTO,1.43,0.12,1.01,0.1,1.82,0.63,2.15,-0.41,1.0,-0.89,0.21,0.73,-0.64,1.56,0.46,-1.02,0.93
 MÓVEL PARA COPA E COZINHA,0.61,-2.07,0.5,0.33,-2.27,-0.96,-2.57,-0.39,-0.36,-0.4,-2.22,1.55,0.99,1.77,1.24,-0.67,-0.89
 MÓVEL INFANTIL,0.0,0.0,0.0,-3.06,0.0,0.0,-2.26,1.48,0.0,0.0,-3.06,0.0,0.0,1.91,0.0,-0.97,-1.42
 COLCHÃO,-0.85,0.47,1.58,1.65,-1.01,0.67,0.47,1.95,0.25,-1.63,-1.13,0.59,1.76,1.32,-1.05,2.56,-0.02
 UTENSÍLIOS E ENFEITES,-1.03,0.48,1.17,0.62,-0.84,1.21,-0.33,-0.25,-0.29,-0.73,0.85,0.23,0.49,-0.61,0.77,-1.15,-0.07
 TAPETE,0.62,0.31,1.97,-0.07,1.97,0.44,0.32,0.0,0.33,-2.33,0.87,0.34,0.35,-0.84,0.36,0.0,1.16
 CORTINA,-2.86,-0.46,0.29,0.0,-2.46,-0.27,-0.21,-0.55,0.74,-0.54,-0.46,-1.12,-0.53,-0.52,-0.16,0.47,-0.99
 UTENSÍLIOS DE METAL,-0.29,0.53,-0.28,2.9,0.55,1.14,0.2,0.08,-1.12,-1.77,1.83,1.54,1.1,-2.0,0.64,-1.93,0.14
 UTENSÍLIOS DE VIDRO E LOUÇA,1.59,1.75,1.5,1.67,-1.02,-1.04,0.42,-1.96,-1.26,0.12,1.13,1.94,1.0,1.79,0.81,-1.18,0.4
 UTENSÍLIOS DE PLÁSTICO,2.19,0.19,0.0,2.37,-0.77,0.75,-2.31,-2.18,-0.59,1.11,1.82,1.02,-1.29,-2.04,-0.9,-1.61,-0.29
 FLORES NATURAIS,0.0,-2.56,0.0,0.0,0.48,0.0,0.0,0.0,-2.05,-1.21,0.0,0.0,0.97,0.0,0.0,0.0,-0.42
 UTENSÍLIOS DIVERSOS,-2.02,1.37,1.06,-1.05,-2.36,3.75,-0.1,1.01,1.03,0.31,0.79,-0.22,1.09,0.24,1.64,-1.06,-0.42
" CAMA, MESA E BANHO",-0.94,1.41,1.04,-0.3,-1.12,-2.74,0.76,1.58,-0.32,0.96,-0.12,1.74,0.59,0.53,-2.06,1.23,0.08
 ROUPA DE CAMA,-0.82,2.57,1.66,-0.18,-2.29,-2.74,0.51,1.42,-1.0,1.94,-0.12,2.15,0.56,-0.16,-1.86,0.86,0.09
 ROUPA DE BANHO,-1.21,-2.07,-0.76,-0.57,1.21,0.0,1.91,1.89,2.23,-1.93,0.0,0.7,0.66,2.6,-2.55,1.96,0.04
 APARELHOS ELETROELETRÔNICOS,1.83,-0.66,0.78,-0.64,1.1,0.16,-0.95,-0.37,0.38,0.23,0.2,0.31,-0.6,-0.69,-0.14,0.4,0.46
 ELETRODOMÉSTICOS E EQUIPAMENTOS,2.73,-0.75,1.45,-0.22,1.97,-0.44,-1.07,0.34,1.07,0.83,0.72,0.74,-0.82,-0.59,-0.04,-0.17,0.95
 REFRIGERADOR,2.65,-0.56,1.4,-0.38,2.14,-1.65,-0.54,1.26,0.67,2.12,-0.22,0.89,-1.1,-0.86,0.27,0.74,1.04
 AR-CONDICIONADO,-1.58,-1.6,0.0,-3.85,0.0,0.0,-3.88,0.0,0.0,-2.41,0.0,-2.97,-1.44,0.7,1.29,0.23,-2.07
 MÁQUINA DE LAVAR ROUPA,5.55,-1.01,1.62,2.01,1.62,1.09,0.02,0.05,2.49,1.37,0.9,0.64,0.35,-1.29,-0.05,-2.15,1.54
 LIQUIDIFICADOR,0.0,0.0,0.0,0.0,0.0,0.0,-1.07,0.0,0.0,0.0,0.0,0.0,0.0,-1.23,0.0,0.0,-1.09
 VENTILADOR,1.04,0.0,0.0,1.61,0.0,0.0,-2.56,-1.31,0.0,0.0,0.0,0.0,-2.75,2.07,-2.4,-2.87,-0.52
 FOGÃO,3.11,-1.54,1.23,-0.55,2.4,1.76,-1.19,-1.36,0.9,-1.35,1.86,2.22,0.52,-0.92,-0.16,-0.97,0.86
 CHUVEIRO ELÉTRICO,0.0,0.51,0.0,0.0,-1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.89
 FORNO DE MICRO-ONDAS,0.0,0.6,1.96,0.0,3.51,0.0,0.0,0.0,0.0,-1.65,3.97,0.0,0.0,0.0,0.0,0.0,1.96
" TV, SOM E INFORMÁTICA",0.47,-0.46,-0.29,-1.35,-0.37,1.1,-0.67,-1.47,-0.69,-1.07,-0.65,-0.4,-0.17,-0.89,-0.33,1.45,-0.4
 TELEVISOR,-0.27,1.39,2.49,-3.02,1.23,1.04,-2.59,-2.92,0.8,-0.97,-2.12,-0.3,0.96,-1.08,1.97,2.01,0.3
 APARELHO DE SOM,2.01,2.47,2.3,-1.52,1.69,1.47,-2.03,1.36,-0.06,2.75,1.8,2.81,0.82,-1.29,0.83,-2.07,1.3
 APARELHO DE DVD,3.92,1.42,-1.27,0.09,-2.97,-0.53,0.08,0.07,1.61,-0.37,0.95,0.03,0.06,0.66,0.05,0.04,-0.36
 ANTENA,0.0,0.0,0.0,-1.35,0.0,0.0,-0.67,-1.47,0.0,0.0,0.46,0.0,0.0,-1.67,0.0,0.66,-0.72
 MICROCOMPUTADOR,-0.07,-2.65,-1.56,-0.85,-1.09,1.27,0.77,-2.3,-1.82,-1.83,-0.86,-0.96,-0.84,-0.83,-2.48,2.64,-1.12
 CONSERTOS E MANUTENÇÃO,-0.26,-0.75,-1.34,0.02,1.6,-0.6,-0.31,0.5,0.0,-1.44,-1.78,0.28,-0.28,0.16,-0.76,-0.74,0.04
 CONSERTOS E MANUTENÇÃO,-0.26,-0.75,-1.34,0.02,1.6,-0.6,-0.31,0.5,0.0,-1.44,-1.78,0.28,-0.28,0.16,-0.76,-0.74,0.04
 CONSERTO DE REFRIGERADOR,-0.23,-0.7,-1.94,0.87,0.0,0.98,-0.22,0.0,-0.21,-2.54,1.21,-0.29,-0.78,0.1,-0.74,1.15,-0.36
 CONSERTO DE TELEVISOR,-0.3,-1.19,0.09,-1.4,-0.23,-2.81,0.0,1.43,-0.65,0.0,1.45,-0.67,0.0,-1.23,0.0,0.82,-0.32
 CONSERTO DE APARELHO DE SOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.59,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,-0.13
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,-1.04,0.4,0.0,1.14,1.52,0.0,-0.44,0.0,0.0,-1.9,0.0,0.0,-0.05,0.0,0.0,0.0,0.5
 REFORMA DE ESTOFADO,0.0,-4.15,-2.69,0.0,3.23,0.25,-0.69,0.0,0.49,-1.06,-3.99,0.53,-0.3,0.83,-1.51,-1.66,0.25
 MANUTENÇÃO DE MICROCOMPUTADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,-0.08,0.0,0.0,-1.92,0.24
 VESTUÁRIO,-0.71,-0.16,-0.25,-0.22,-0.63,-1.24,-0.35,-0.48,-1.14,-0.34,0.01,-1.09,-0.41,-0.5,-0.62,-0.01,-0.52
 ROUPAS,-0.87,-0.73,-0.68,-0.91,-1.06,-1.7,-0.29,-0.46,-0.93,-0.47,-0.41,-1.26,-0.63,-0.54,-0.77,-0.07,-0.82
 ROUPA MASCULINA,-0.34,-0.32,-0.57,-1.49,-0.23,-0.62,-1.1,0.55,-1.01,-0.98,0.04,-0.79,0.11,-0.32,0.24,-0.2,-0.51
 CALÇA COMPRIDA MASCULINA,0.32,-0.58,-1.14,-2.1,1.43,0.61,1.42,0.72,-0.12,-2.86,-1.28,-0.15,0.27,0.89,0.17,0.01,-0.02
 TERNO,-1.06,-2.23,-2.51,0.98,0.0,0.0,0.0,0.0,0.0,-1.7,2.91,2.06,0.0,0.0,0.0,0.0,-1.35
 AGASALHO MASCULINO,0.0,-2.45,-2.76,0.0,-2.2,-1.59,0.0,0.0,0.0,-2.57,0.0,-2.75,-2.4,0.0,0.0,0.0,-2.39
 SHORT E BERMUDA MASCULINA,0.52,-0.24,-0.05,0.38,-0.64,-0.51,-1.48,-0.99,-0.8,-0.25,-0.33,-3.17,0.49,-2.84,-2.5,0.26,-0.61
 CUECA,0.0,1.14,0.0,-0.25,0.0,0.0,0.74,1.67,-0.98,0.0,0.0,0.0,0.0,-0.36,0.0,0.0,0.37
 CAMISA / CAMISETA MASCULINA,-0.99,0.91,0.79,-2.34,-1.07,-1.32,-2.84,1.25,-1.66,1.09,1.09,-0.31,0.16,-0.17,1.72,-0.56,-0.54
 ROUPA FEMININA,-2.16,-1.15,-1.44,-0.75,-1.57,-2.79,0.75,-1.65,-1.81,-0.9,-1.18,-1.64,-2.26,-1.5,-1.56,0.01,-1.39
 CALÇA COMPRIDA FEMININA,-2.77,0.47,-1.96,0.57,-1.89,-3.33,0.66,-2.2,-2.73,-1.63,-0.15,-2.85,-2.96,-2.41,-2.66,-0.23,-1.6
 AGASALHO FEMININO,0.0,-2.95,-2.29,0.0,-2.79,0.0,0.0,0.0,0.0,-2.72,0.0,0.0,-0.81,0.0,0.0,0.0,-2.73
 SAIA,0.0,0.0,0.0,-1.12,0.0,0.0,0.21,-2.56,-2.92,0.0,-2.75,-1.07,0.0,-2.88,-2.54,-0.26,-1.72
 VESTIDO,-2.97,-2.71,-3.43,-1.57,-2.95,-2.96,1.5,-2.22,-2.52,-0.33,-2.57,-0.15,-2.78,1.81,2.39,1.79,-2.19
 BLUSA,-1.61,-1.64,-0.16,-1.97,-1.12,-3.0,1.74,-1.37,-0.56,-0.54,-1.8,-2.31,-1.4,-2.82,-2.46,-0.58,-1.08
 LINGERIE,-0.2,-0.02,-0.13,0.82,0.21,0.53,-2.5,1.16,-0.5,-0.15,0.69,-1.49,-2.75,-0.97,-0.14,-0.37,-0.12
 BERMUDA E SHORT FEMININO,-2.88,-1.42,0.31,-0.94,0.0,1.35,0.08,-1.71,-2.95,0.55,0.79,-0.77,-1.59,0.6,-2.44,1.07,-1.15
 ROUPA INFANTIL,1.98,-0.52,0.8,0.05,-1.59,-1.46,-1.13,1.43,1.51,1.65,0.68,-1.26,1.21,1.12,-0.65,-0.04,-0.02
 UNIFORME ESCOLAR,0.95,0.0,0.0,0.0,0.29,0.0,1.61,0.0,0.15,-0.7,0.0,0.0,0.0,-2.83,3.05,0.0,0.44
 CALÇA COMPRIDA INFANTIL,2.25,0.48,0.35,0.88,-0.95,0.02,-0.15,1.52,-0.38,3.37,1.13,-1.93,2.77,3.32,-2.2,-1.3,0.42
 AGASALHO INFANTIL,0.0,-2.52,0.28,0.0,-2.44,-2.95,0.0,0.0,0.0,1.64,0.0,-1.26,1.21,0.0,0.0,0.0,-1.54
 VESTIDO INFANTIL,3.08,0.0,-0.76,2.94,0.46,-1.61,-2.92,0.86,1.89,0.02,0.0,2.38,2.64,0.29,3.93,-2.1,0.51
 BERMUDA E SHORT INFANTIL,-0.08,-0.95,1.23,-1.05,-2.39,-0.95,-0.01,0.1,2.21,-2.39,2.04,0.22,-0.32,-2.59,1.27,-1.96,-0.19
 CAMISA / CAMISETA INFANTIL,2.81,-0.14,0.98,-0.8,-2.59,-0.79,-2.49,2.7,1.71,2.5,0.36,-2.98,0.84,2.54,-2.86,2.69,-0.05
 CONJUNTO INFANTIL,0.0,0.0,2.25,0.05,-0.17,-2.98,-0.32,-0.03,0.0,0.0,-1.82,-2.9,0.0,2.57,-2.35,-1.05,-0.31
 CALÇADOS E ACESSÓRIOS,-0.95,-0.14,0.12,1.44,0.64,-0.78,-0.96,-0.46,-1.39,-0.16,0.64,-1.31,-0.35,-1.43,-0.76,0.49,-0.04
 CALÇADOS E ACESSÓRIOS,-0.95,-0.14,0.12,1.44,0.64,-0.78,-0.96,-0.46,-1.39,-0.16,0.64,-1.31,-0.35,-1.43,-0.76,0.49,-0.04
 SAPATO MASCULINO,-0.46,-1.0,-0.54,1.93,0.25,-1.71,-1.2,-1.1,0.09,0.98,1.56,-1.34,2.77,-1.83,-2.35,-1.39,0.05
 SAPATO FEMININO,-2.46,-2.0,-0.34,-2.1,2.76,-1.68,-1.75,-0.21,-1.02,-0.71,1.89,-2.7,-2.13,0.59,2.34,1.01,0.01
 SAPATO INFANTIL,0.0,0.0,0.0,0.16,0.0,0.0,0.37,0.0,-2.83,0.0,0.0,0.0,0.0,-0.32,0.0,2.87,-0.87
 SANDÁLIA / CHINELO MASCULINO,0.0,0.0,0.0,-0.23,0.0,0.0,-1.57,0.0,0.85,0.0,0.0,0.0,0.0,-0.2,2.65,1.67,-0.2
 SANDÁLIA / CHINELO FEMININO,-0.4,-0.17,1.16,3.08,2.24,-2.97,0.27,0.54,-2.98,0.39,-0.74,-2.14,-2.27,-2.48,-1.84,0.57,0.55
 SANDÁLIA / CHINELO INFANTIL,0.0,0.0,0.0,1.47,0.0,-2.8,-0.67,-1.06,0.58,0.0,-1.7,1.8,0.74,-2.83,-1.46,-0.65,-0.31
 BOLSA,-0.36,1.08,-0.5,1.67,-2.2,-1.15,-0.6,-2.91,-2.01,2.92,1.94,-0.01,-1.72,-2.82,-2.97,0.28,-0.55
 TÊNIS,-0.88,0.69,-0.1,1.82,-0.36,0.7,-1.88,-0.23,-0.96,-1.38,0.56,-0.68,-0.12,-0.9,0.6,0.88,-0.24
 JOIAS E BIJUTERIAS,2.19,4.33,2.17,-0.83,-3.04,2.26,0.77,-2.05,-2.45,0.12,1.04,1.57,1.26,2.1,0.8,-1.39,0.14
 JOIAS E BIJUTERIAS,2.19,4.33,2.17,-0.83,-3.04,2.26,0.77,-2.05,-2.45,0.12,1.04,1.57,1.26,2.1,0.8,-1.39,0.14
 BIJUTERIA,3.72,3.88,4.08,-2.96,-3.19,-0.72,-1.05,-1.35,-2.2,1.53,-2.21,3.86,-1.8,0.09,-2.72,-1.02,-0.34
 JOIA,1.47,4.62,0.97,2.97,-2.91,3.48,2.79,0.0,-2.7,-0.61,3.42,0.3,3.68,2.55,3.9,0.0,0.66
 RELÓGIO DE PULSO,0.0,0.0,0.0,-2.09,0.0,0.0,-1.11,-2.72,0.0,0.0,0.0,0.0,0.0,2.86,-1.02,-2.46,-1.64
 TECIDOS E ARMARINHO,0.69,0.21,0.92,0.23,0.27,0.59,0.19,1.5,0.13,-0.11,0.8,0.24,0.18,-0.65,0.81,-1.07,0.42
 TECIDOS E ARMARINHO,0.69,0.21,0.92,0.23,0.27,0.59,0.19,1.5,0.13,-0.11,0.8,0.24,0.18,-0.65,0.81,-1.07,0.42
 TECIDO,1.21,0.65,0.93,0.23,-0.08,0.57,1.18,1.73,0.74,-0.69,0.76,-0.36,0.2,-0.75,0.81,-1.25,0.49
 ARTIGOS DE ARMARINHO,0.0,-0.5,0.92,0.0,2.48,0.63,-1.24,0.0,0.0,1.39,0.92,1.3,0.13,0.0,0.0,0.0,1.04
 ACORTINADO (MOSQUITEIRO),-0.45,0.9,0.0,0.0,-1.11,0.0,0.0,0.94,-2.92,0.0,0.0,0.0,0.0,-0.11,0.0,-0.55,-0.76
 TRANSPORTES,0.81,0.61,-0.73,-0.62,-0.02,0.3,0.43,-0.65,-1.64,-0.55,-1.31,0.14,-0.06,-0.25,-0.78,-0.41,-0.17
 TRANSPORTES,0.81,0.61,-0.73,-0.62,-0.02,0.3,0.43,-0.65,-1.64,-0.55,-1.31,0.14,-0.06,-0.25,-0.78,-0.41,-0.17
