"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - MARÇO DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 TEMPERO MISTO,       -,-0.31,1.82,0.03,2.59,0.06,2.79,-0.47,-2.1,-0.35,0.19,-0.18,0.72,2.13,-1.06,-1.87,1.03
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.15,-0.02,0.08,0.14,0.35,0.39,-0.38,-0.04,0.02,0.5,-0.27,0.4,-1.12,1.02,-1.86,-0.76,0.1
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.15,-0.02,0.08,0.14,0.35,0.39,-0.38,-0.04,0.02,0.5,-0.27,0.4,-1.12,1.02,-1.86,-0.76,0.1
 REFEIÇÃO,-0.26,-0.19,-0.29,-0.07,-0.31,-0.09,-0.96,-0.97,-0.1,0.33,-0.42,0.46,-1.16,0.73,-0.67,0.18,-0.25
 LANCHE,0.33,0.34,0.57,0.72,2.44,1.53,-0.44,0.22,0.99,1.31,0.1,0.34,-1.21,1.68,-2.61,-3.14,1.02
 CAFÉ DA MANHÃ,0.46,-1.85,-2.05,1.47,1.46,0.09,3.42,       -,0.7,       -,       -,1.09,       -,-1.79,       -,0.34,0.45
 REFRIGERANTE E ÁGUA MINERAL,-1.17,1.25,-0.33,0,-1.83,2.66,2.62,0.76,-1.36,2.43,-1.86,1.17,-0.06,3.41,-0.72,2.14,-0.31
 CAFEZINHO,1.3,-0.05,       -,       -,0.95,       -,       -,       -,       -,       -,-1.37,       -,       -,       -,       -,       -,0.79
 CERVEJA,-1,-1.62,0.7,-0.75,0.3,-1.16,-1.21,2.85,-1.1,-0.36,0.49,-0.52,-0.76,-0.42,-4.74,-0.07,-0.36
 OUTRAS BEBIDAS ALCOÓLICAS,3.51,       -,0.52,-0.61,       -,0.37,1.5,2.58,-1.71,       -,       -,-2.71,       -,       -,       -,1.59,0.94
 DOCES,-0.32,2.29,0.09,1.83,0.78,1.41,1.74,3.26,1.95,-1.71,0.22,1.78,-2.74,-0.41,-0.9,0.03,0.59
 HABITAÇÃO,1.05,0.32,-1.25,0.73,0.19,0.43,0.1,0.13,0.49,-0.14,0.37,0.3,0.01,1.88,3.87,1.49,0.25
 ENCARGOS E MANUTENÇÃO,-0.1,0.25,0.09,0.04,0.33,0.38,0.84,1.09,0.37,0.02,0.1,0.09,0.62,0.35,4.12,1.52,0.29
 ALUGUEL E TAXAS,-0.14,0.23,-0.08,-0.03,0.29,0.41,1.34,1.24,0.44,-0.02,0.03,0.1,0.79,0.45,7.03,1.76,0.29
 ALUGUEL RESIDENCIAL,0.45,0.08,0.19,-0.06,0.17,0.34,1.85,0.67,0.71,-0.26,0.45,0.31,1.15,0.6,0.54,0.05,0.29
 CONDOMÍNIO,-1.15,0.84,-1.1,0,0.84,0.96,-0.05,0,0.58,0.51,-1.13,-0.17,1.89,-0.1,0.02,-0.16,0.09
 TAXA DE ÁGUA E ESGOTO,0,0,0,0,0,0,0,3.07,0,0,0,0,0,0,22.29,5.51,0.46
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.74,0.08,       -,-0.71,       -,0.56,       -,0.89
 REPAROS,-0.13,0.1,0.13,0.47,0.37,-0.04,0.6,0.34,0.14,-0.13,0.31,-0.01,-0.03,0.16,-0.16,0.54,0.16
 FERRAGENS,       -,       -,2.67,       -,1.15,       -,       -,-0.29,       -,-1.03,2,-1.25,       -,-1.54,       -,       -,1.13
 MATERIAL DE ELETRICIDADE,       -,0.56,       -,       -,       -,       -,-0.04,       -,       -,-1.71,       -,       -,       -,       -,       -,       -,-0.64
 MATERIAL DE PINTURA,       -,       -,0.11,       -,       -,       -,       -,       -,-1.23,       -,       -,-1.19,-1.14,1.75,       -,       -,-0.24
 VIDRO,-3.38,       -,1.72,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.17
 TINTA,-0.88,-0.07,2.05,1.69,0.5,-0.46,0.03,2.54,0.08,1.02,1.55,-0.34,-1.69,-1.18,-1.28,1.23,0.52
 REVESTIMENTO DE PISO E PAREDE,3,-0.35,-0.21,2.64,4.08,-1.38,2.16,-0.44,2.8,-2.94,-0.44,2.76,2.2,       -,-2.23,3.45,1.9
 CIMENTO,-2.03,-0.05,-0.78,0.28,-1.86,-1.19,-0.59,0.02,-1.05,1.08,-0.79,-0.01,0.93,-0.12,-2.41,-2.9,-0.98
 TIJOLO,       -,0.67,-2.87,-0.74,-0.31,-0.69,1.48,-0.74,-1.96,-0.72,1.2,-2.81,       -,       -,2.92,       -,-0.5
 MATERIAL HIDRÁULICO,       -,       -,-2.52,       -,0.42,       -,-0.05,       -,-2.45,1.6,       -,-0.54,       -,       -,0.55,       -,-0.3
 MÃO DE OBRA,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
 AREIA,-0.25,       -,0.94,       -,       -,       -,       -,2.35,1.41,-1.51,-0.58,-1.86,       -,       -,2.01,       -,0.06
 TELHA,0.73,       -,-0.84,       -,       -,       -,3.14,2.21,0,-0.88,0.03,-0.01,       -,       -,       -,-1.17,0.01
 ARTIGOS DE LIMPEZA,0.74,0.94,1.31,-0.03,0.6,1.34,-0.31,1.46,0.47,0.72,0.21,0.49,0.36,0.33,1.17,1.95,0.69
 ÁGUA SANITÁRIA,3.27,       -,-0.85,0.6,0.44,-1.36,-0.26,1.38,2.08,0.69,       -,       -,       -,1.81,0.53,2.4,0.65
 DETERGENTE,0.71,1.79,3.16,2.02,-2.49,0.24,0.98,-1.75,-2.16,0.82,1,1.34,-1.1,       -,       -,-2.69,-0.38
 SABÃO EM PÓ,1.61,0.74,2.34,-1.12,1.19,2.84,0.33,2.97,0.95,1.11,1.13,0.33,1.36,0.41,1.76,3.34,1.25
 DESINFETANTE,1.48,0.25,-0.2,-3.3,       -,2.57,-1.41,0.69,0.6,-1.1,-1.09,0.33,-2.13,-1.73,-0.54,       -,-0.17
 INSETICIDA,-0.88,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.88
 SABÃO EM BARRA,-0.76,-0.98,2.44,1.73,-0.17,-0.09,-1.31,1.85,-1.66,1.61,-1.92,0.27,2.97,0.69,1.75,1.85,0.44
 ESPONJA DE LIMPEZA,       -,2,-0.87,-2.02,0.94,       -,-1.67,-1.48,       -,0.17,2.56,-0.8,-0.74,2.09,-2.8,       -,0.07
 AMACIANTE,-1.54,1.52,-0.36,       -,2.51,0.24,-0.85,-0.09,2.58,0.32,-0.71,0.86,-0.78,-1.19,       -,0.91,1.05
 COMBUSTÍVEIS E ENERGIA,3.5,0.43,-4.17,2.04,-0.12,0.55,-0.61,-1.71,0.78,-0.48,0.84,0.65,-0.97,2.76,3.57,1.45,0.17
 COMBUSTÍVEIS (DOMÉSTICOS),-0.15,1.42,0.22,2.14,0.38,0.51,0.08,-0.14,0.09,0.37,0.99,0.22,-2.44,0.97,4.61,0,0.5
 CARVÃO VEGETAL,       -,-0.52,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.52
 GÁS DE BOTIJÃO,-0.2,1.56,0.22,2.14,0.62,0.51,0.08,-0.14,0.09,0.4,0.99,0.22,-2.44,0.97,4.61,0,0.58
 GÁS ENCANADO,0,       -,       -,       -,-2.1,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,-0.79
 ENERGIA ELÉTRICA RESIDENCIAL,4.72,0.1,-5.89,2,-0.28,0.56,-0.9,-2.77,1.23,-0.76,0.78,0.78,-0.39,3.42,3.09,2.2,0.04
 ENERGIA ELÉTRICA RESIDENCIAL,4.72,0.1,-5.89,2,-0.28,0.56,-0.9,-2.77,1.23,-0.76,0.78,0.78,-0.39,3.42,3.09,2.2,0.04
 ARTIGOS DE RESIDÊNCIA,-0.67,0.66,0.18,0.3,0.74,0.46,0.77,0.84,-0.23,-0.22,0.36,-0.78,0.11,-0.17,-0.22,0.13,0.27
 MÓVEIS E UTENSÍLIOS,-1.09,0.76,0.91,0.1,1.03,0.38,0.37,0.26,-1.13,-0.59,-0.11,-1.1,1.01,-0.44,-0.25,-0.15,0.29
 MOBILIÁRIO,-1.46,0.43,0.83,-0.21,1.22,-0.21,0.18,0.42,-1.83,-1.01,-0.13,-1.83,1.35,-0.25,-0.03,-0.82,0.09
 MÓVEL PARA SALA,-0.12,-0.71,0.81,0.49,2.71,-0.57,0.88,-0.82,-1.06,0.66,-1.39,-3.72,0.86,2.36,-2.92,-1.56,0.43
 MÓVEL PARA QUARTO,-4.3,1.13,2.25,0.3,1.14,0.21,-0.29,2.04,-1.17,-1.54,0.58,-1.64,1.98,-2.39,2.48,-1.94,0.27
 MÓVEL PARA COPA E COZINHA,-0.68,0.69,-0.84,-4.25,-2.37,0.02,1.19,0.31,-4.08,-1.56,0.18,2.34,0.56,-0.27,1.75,1.68,-1.25
 MÓVEL INFANTIL,       -,       -,       -,1.69,       -,       -,-0.38,-0.24,       -,       -,-0.95,       -,       -,-0.84,       -,-0.15,-0.1
 COLCHÃO,1.2,0.87,-2.28,0.1,1.6,0.82,0.1,-0.49,-3.5,-3.92,3.86,0.09,2.15,-0.85,0.11,2.08,-0.08
 UTENSÍLIOS E ENFEITES,0.68,0.94,0.16,0.93,0.55,1.03,0.66,0.93,-0.05,0.34,0.5,-0.59,-0.28,-0.22,-0.75,0.79,0.46
 TAPETE,-1.47,2.14,0.58,-1.85,-0.16,2.07,-1.26,       -,3.01,-2.25,-0.64,-1.87,-0.6,-0.21,-0.2,       -,0.24
 CORTINA,1.73,3.36,1.59,2.3,-2.59,0.54,-0.36,1.12,-1.97,-0.44,-2.59,-0.38,-1.15,0.03,-1.01,0.52,-0.12
 UTENSÍLIOS DE METAL,2.35,-1.62,0.73,-0.69,1.08,2.27,2.51,0.05,-1.51,2.68,1.03,1.22,1.01,-0.2,-1.66,-0.69,0.73
 UTENSÍLIOS DE VIDRO E LOUÇA,-1.87,1.16,-0.26,1.55,0.35,-1.88,-0.46,1.51,-1.35,1.11,-0.91,-1.2,0.3,0.99,-1.43,1.07,0.03
 UTENSÍLIOS DE PLÁSTICO,2.3,1.81,       -,1.12,2.14,1.34,0.72,0.51,2.02,2.5,2.08,2.67,0.86,0.81,1.06,1.95,1.78
 FLORES NATURAIS,       -,1.23,       -,       -,-0.37,       -,       -,       -,0.71,-1.87,       -,       -,1.16,       -,       -,       -,-0.09
 UTENSÍLIOS DIVERSOS,0.28,-0.02,-1.82,1.23,2.26,1.19,0.09,1.36,0.29,-0.16,2.53,-1.34,-1.5,-0.83,-0.68,1.72,0.62
" CAMA, MESA E BANHO",-2.21,1.51,2.69,0.08,1.33,2.19,0.47,-1.6,0,-0.46,-0.92,0.92,1.48,-1.25,-0.09,1.97,0.78
 ROUPA DE CAMA,-3.01,0.77,2.64,0.32,2.65,2.19,1.04,-2.95,-0.28,-0.88,-0.92,0.8,0.77,-1.31,-1.57,0.53,0.81
 ROUPA DE BANHO,-0.47,3.78,2.84,-0.5,-1.18,       -,-2.12,1.11,1.15,0.79,       -,1.23,3.39,-1.08,3.86,4.9,0.67
 APARELHOS ELETROELETRÔNICOS,-0.45,0.58,-1.2,0.57,-0.28,0.73,1.26,1.4,1.11,0.26,0.97,-0.32,-0.45,0.28,-0.67,0.58,0.09
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-1.22,1.02,-0.64,1.1,-0.34,0.72,2.31,1.92,1.68,0.21,1.28,-1.05,-0.58,0.87,-0.08,-0.05,0.26
 REFRIGERADOR,-1.36,0.54,1.18,2.83,1.15,3.46,4.44,1.54,1.69,-1.07,2.17,-0.76,-0.64,2.81,-0.74,0.28,1.06
 AR-CONDICIONADO,-2.97,1.35,       -,1.83,       -,       -,1.08,       -,       -,-4.2,       -,-1.36,0.42,-0.55,-2.24,1.45,-0.62
 MÁQUINA DE LAVAR ROUPA,1.87,2.17,-2.56,1.2,-0.98,-3.87,1.58,3.36,0.5,1.89,-0.22,-0.27,0.51,2.31,-1.11,0.31,0.02
 LIQUIDIFICADOR,       -,       -,       -,       -,       -,       -,2.31,       -,       -,       -,       -,       -,       -,-1.8,       -,       -,1.91
 VENTILADOR,1.56,       -,       -,-2.79,       -,       -,1.01,2.55,       -,       -,       -,       -,2.77,0.02,2.97,-1.78,0.79
 FOGÃO,-3.37,0.14,-3.46,-0.77,-2.78,-1.56,-1.07,1.68,2.73,-0.4,1.31,-2.82,-3.88,-3.52,2.19,-1.13,-1.46
 CHUVEIRO ELÉTRICO,       -,1.07,       -,       -,0.01,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.31
 FORNO DE MICRO-ONDAS,       -,1.84,0.48,       -,-1.27,       -,       -,       -,       -,4.94,-0.09,       -,       -,       -,       -,       -,0.53
" TV, SOM E INFORMÁTICA",0.69,-0.33,-2.06,-0.33,-0.18,0.75,-1.12,0.64,0.29,0.37,0.47,0.87,-0.21,-0.84,-1.78,1.72,-0.2
 TELEVISOR,-1.9,-1.99,-2.22,-2.41,-1.26,-0.86,-2.11,0.74,-0.13,-2.25,-2.8,-2.11,-1.89,-1.52,-4.98,0.79,-1.65
 APARELHO DE SOM,0.56,1.28,-1.32,-0.26,-1.63,-0.01,-0.17,-0.27,-0.21,-2.68,1.56,1.19,-1.98,-2.35,1.01,1.24,-0.37
 APARELHO DE DVD,-0.18,2.17,3.71,0.06,-0.82,0.97,0.27,0.28,2.13,-3.12,0.11,-1.41,0.29,3.41,-2.91,2.64,0.42
 ANTENA,       -,       -,       -,-0.33,       -,       -,-1.12,0.64,       -,       -,1.77,       -,       -,-1.07,       -,-0.45,0.14
 MICROCOMPUTADOR,2.45,-0.44,-3.2,0.78,0.78,1.74,-1.42,1.1,0.19,2.89,1.68,2.98,0.79,-0.79,0.58,2.62,0.5
 CONSERTOS E MANUTENÇÃO,0.25,0.41,-0.06,0.23,3.03,-0.17,0.04,1.43,-1.2,-0.25,0.25,-0.41,-1.34,-1.04,1.49,-0.03,0.97
 CONSERTOS E MANUTENÇÃO,0.25,0.41,-0.06,0.23,3.03,-0.17,0.04,1.43,-1.2,-0.25,0.25,-0.41,-1.34,-1.04,1.49,-0.03,0.97
 CONSERTO DE REFRIGERADOR,-0.19,1.32,0.72,0.81,-1.61,-0.17,-0.18,       -,-1.88,0.67,-0.02,-2.39,-0.25,0.2,0.24,0,-0.32
 CONSERTO DE TELEVISOR,0.44,-0.66,-0.37,-0.63,-0.02,1.16,-0.28,1.51,-2.2,0,-0.84,1.67,0,-3.21,1.21,0.59,-0.14
 CONSERTO DE APARELHO DE SOM,       -,       -,0.7,       -,       -,       -,       -,       -,-0.05,       -,       -,       -,       -,-1.31,-0.22,       -,0.42
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,-0.25,0.58,       -,1.32,3.82,0,0.94,       -,       -,1.4,       -,       -,0,       -,       -,       -,2.12
 REFORMA DE ESTOFADO,0.72,-0.04,-0.57,0,6.24,-1.67,-0.02,1.38,-0.47,-1.42,0.78,0,-2.37,-0.84,3.4,-0.44,1.86
 MANUTENÇÃO DE MICROCOMPUTADOR,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.87,-2.28,       -,       -,0.15,-1.28
 VESTUÁRIO,-0.03,1.15,0.73,-0.59,0.72,0.72,-0.59,0.87,0.37,0.52,0.9,-0.41,-0.22,0.87,-0.35,0.54,0.45
 ROUPAS,-0.04,1.45,1.37,-0.99,0.36,0.47,-0.97,1.46,0.55,0.94,1.93,-0.61,-0.63,1.21,-0.8,0.42,0.48
 ROUPA MASCULINA,-0.4,1,1.09,-1.27,1.24,1.92,-0.58,2.02,0.24,0.51,2.45,-0.14,0.18,1.66,-0.92,0.68,0.68
 CALÇA COMPRIDA MASCULINA,-0.52,0.6,0.64,-2.95,-1.73,1.83,-2.64,0.85,1.99,3.3,3.75,-1.85,-0.53,0.81,-2.82,3.36,-0.13
 TERNO,2.03,3.47,0.04,-2.51,       -,       -,       -,       -,       -,-0.67,1.68,2.51,       -,       -,       -,       -,0.62
 AGASALHO MASCULINO,       -,3.58,3.52,       -,3.52,3.56,       -,       -,       -,3.9,       -,-0.14,3.11,       -,       -,       -,3.52
 SHORT E BERMUDA MASCULINA,-1.28,-3.24,1.33,1.64,2.05,-0.56,-1.25,0.73,1.91,1.46,-1.35,0.13,0.82,2.43,1.58,-2.68,0.64
 CUECA,       -,-1.9,       -,1.92,       -,       -,0.26,-1.9,0.26,       -,       -,       -,       -,3.26,0.06,       -,-0.19
 CAMISA / CAMISETA MASCULINA,-0.67,1.33,1.21,-1.58,2.94,2.28,1.19,3.87,-1.73,-2.29,2.24,0.41,0.31,1.79,-0.94,0.75,1.0
 ROUPA FEMININA,-0.2,2.24,1.33,-0.49,-0.15,-0.37,-1.4,1.29,0.86,1.01,2.02,-1.33,-0.58,0.77,-1.85,1.1,0.34
 CALÇA COMPRIDA FEMININA,-1.24,3.57,0.24,-2.76,-0.6,3.43,-3.3,0.86,1.43,2.24,2.87,-0.33,-2.81,-0.14,-2.24,1.62,0.18
 AGASALHO FEMININO,       -,3.33,2.76,       -,3.51,       -,       -,       -,       -,2.91,       -,       -,-0.58,       -,       -,       -,3.16
 SAIA,       -,       -,       -,-0.13,       -,       -,2.19,-0.52,0.16,       -,1.9,1.85,       -,1.05,-1.21,1.92,0.61
 VESTIDO,-2.85,-0.38,0.38,2.11,-3.36,-1.48,-3.45,2.85,-2.38,3.64,1.47,-2.52,1.01,-2.12,0.62,1.85,-1.22
 BLUSA,1.81,2.25,3.06,-0.21,2.3,-2.99,0.36,1.65,3.07,-0.11,1.87,-1.52,-0.27,2.1,-2.52,0.37,1.45
 LINGERIE,1.55,0.97,1.68,3.45,-2.84,-0.22,-0.85,1.94,1.14,-1.44,0.9,-2.08,3.41,1.98,-3.43,0.83,-0.46
 BERMUDA E SHORT FEMININO,-1.5,-0.29,-1.06,-3.24,       -,0.03,-2.29,-1.34,-0.66,-3.24,1.91,0.01,-3.4,0.44,-1.14,1.54,-1.4
 ROUPA INFANTIL,1.29,0.48,2,-1.59,-0.31,-0.82,-0.73,0.69,0.49,1.68,0.74,0.28,-2.21,1.23,2.05,-1.5,0.4
 UNIFORME ESCOLAR,0.82,       -,       -,       -,0.61,       -,-1.16,       -,1.09,0.18,       -,       -,       -,2.45,2.97,       -,0.58
 CALÇA COMPRIDA INFANTIL,1.87,1.83,1.96,-1.8,-1.08,-2.32,-0.14,1.9,-1.25,0.8,0.44,1.76,-0.38,1.25,3.79,-0.21,0.27
 AGASALHO INFANTIL,       -,0.48,2,       -,0.52,2.75,       -,       -,       -,3.09,       -,0.28,-2.21,       -,       -,       -,1.08
 VESTIDO INFANTIL,0.63,       -,1.06,-0.85,1.95,-0.63,1.1,-2.87,-0.48,-1.78,-2.2,3.21,-1.58,-1.9,2.52,-1.32,0.3
 BERMUDA E SHORT INFANTIL,1.4,-3.14,2.73,-2.86,-1.75,-2.66,-0.85,-0.42,1.87,0.62,-0.31,-3.19,-2.11,0.31,-0.88,-3.84,-0.16
 CAMISA / CAMISETA INFANTIL,1.23,0.87,2.43,-2.21,-0.75,0.38,-1.28,1.01,0.5,3.17,3.24,0.2,-3.24,3.62,2.03,-0.84,0.62
 CONJUNTO INFANTIL,       -,       -,-0.8,0.81,1.68,-2.87,-2.11,3.59,       -,       -,-2.44,2.28,       -,-1.5,2.56,-2.47,0.36
 CALÇADOS E ACESSÓRIOS,0.28,0.72,-1.09,0.61,1.47,1.3,-0.37,-0.79,-0.52,0.02,-0.57,0.13,0.4,0.02,0.46,0.64,0.38
 CALÇADOS E ACESSÓRIOS,0.28,0.72,-1.09,0.61,1.47,1.3,-0.37,-0.79,-0.52,0.02,-0.57,0.13,0.4,0.02,0.46,0.64,0.38
 SAPATO MASCULINO,1.56,-0.27,-1.23,1.28,1.98,-0.46,-1.28,-2.99,-1,1.77,-2.08,0.63,-1.15,1.99,-1.14,3.52,0.45
 SAPATO FEMININO,-2.88,0.6,-2.74,1.71,0.62,1.75,0.15,-1.93,-0.62,0.4,0.88,3.23,-2.98,-1.95,3.84,2.09,-0.19
 SAPATO INFANTIL,       -,       -,       -,3.02,       -,       -,-2.27,       -,2.73,       -,       -,       -,       -,-0.16,       -,-0.26,1.24
 SANDÁLIA / CHINELO MASCULINO,       -,       -,       -,-1.25,       -,       -,-0.06,       -,-0.21,       -,       -,       -,       -,-1.49,-0.25,3.12,-0.35
 SANDÁLIA / CHINELO FEMININO,-0.52,-3.28,-2.19,-1.68,-0.15,2.8,-1.88,-0.26,-0.99,-2.09,1.42,-1.34,-0.17,1.41,0.77,1.27,-0.86
 SANDÁLIA / CHINELO INFANTIL,       -,       -,       -,-0.15,       -,2.95,-0.28,-1.76,0.01,       -,-1.32,-0.05,-1.44,-2.46,2.44,-1.23,-0.3
 BOLSA,2.5,2.03,1.14,1.25,0.82,1.79,0.31,-1.61,-2.99,-0.17,-0.42,-1.41,-2.65,0.69,1.48,2.4,0.71
 TÊNIS,1.15,1.43,0.15,1.69,2.82,0.82,0.87,0.94,0.62,-0.08,-1.74,-0.38,3.65,-0.46,-0.96,-3.37,1.31
 JOIAS E BIJUTERIAS,-1.88,0.72,3.37,-2.37,0.98,1.4,1.18,-0.38,2.15,-1.24,-2.73,-0.93,0.12,0.54,1.51,1.68,0.54
 JOIAS E BIJUTERIAS,-1.88,0.72,3.37,-2.37,0.98,1.4,1.18,-0.38,2.15,-1.24,-2.73,-0.93,0.12,0.54,1.51,1.68,0.54
 BIJUTERIA,-0.98,-1.46,3.03,-2.39,4.46,-2.91,-1.97,-1.32,0.11,-3.6,-2.46,-3.39,1.22,1.73,2.5,1.66,0.6
 JOIA,-2.3,2.17,3.61,-1.39,-2.23,3.5,3.22,       -,4.36,-0.06,-2.92,0.47,-0.69,0.46,1.4,       -,0.52
 RELÓGIO DE PULSO,       -,       -,       -,-3.72,       -,       -,2.75,0.62,       -,       -,       -,       -,       -,-1.01,0.39,1.76,0.16
 TECIDOS E ARMARINHO,1.24,0.98,0.55,0.73,-0.33,0.29,-0.95,1.51,-0.2,0.11,1.25,0.5,0.72,1.64,-0.53,0.72,0.28
 TECIDOS E ARMARINHO,1.24,0.98,0.55,0.73,-0.33,0.29,-0.95,1.51,-0.2,0.11,1.25,0.5,0.72,1.64,-0.53,0.72,0.28
 TECIDO,1.16,1.13,0.89,0.73,1.3,0.56,-0.53,1.74,-0.15,0.71,1.31,1.02,1.09,1.5,-0.53,0.73,0.76
 ARTIGOS DE ARMARINHO,       -,1.16,0.02,       -,-0.99,-0.12,-1.55,       -,       -,-1.44,1.05,-0.42,0.07,       -,       -,       -,-0.51
 ACORTINADO (MOSQUITEIRO),1.4,0.37,       -,       -,-1.66,       -,       -,0.93,-0.44,       -,       -,       -,       -,2.4,       -,0.7,-0.5
 TRANSPORTES,1.13,2.62,1.04,2.04,1.65,1.94,0.56,1.74,0.83,2.18,-1.14,0.18,1.11,1.23,1.43,1.95,1.44
 TRANSPORTES,1.13,2.62,1.04,2.04,1.65,1.94,0.56,1.74,0.83,2.18,-1.14,0.18,1.11,1.23,1.43,1.95,1.44
 TRANSPORTE PÚBLICO,0.85,3.07,0.22,4.13,1.01,2.18,0.61,-0.08,0.29,4.67,-0.11,0.34,0.86,-0.41,-0.42,1,1.21
 ÔNIBUS URBANO,0.25,5.12,0,7.19,0,0,0,0,0,5.41,0,0,0,0,0,0,0.9
 TÁXI,0,0,0,0,0,       -,0,0,0,0,0,0,0,0,0,0,0.0
 TREM,0.88,14.85,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,2.07
 ÔNIBUS INTERMUNICIPAL,-0.64,0.05,0.21,-0.47,0.02,       -,0,0,0,3.63,-2.3,0.26,0.52,0,0.73,0,0.04
 ÔNIBUS INTERESTADUAL,1.7,-3.55,0.5,2.02,1.24,-8.43,0,-6.74,0,1.03,-0.87,0.63,0.09,-0.3,-7.23,-0.03,-0.14
 PASSAGEM AÉREA,8.82,3.11,2.82,0.03,10.23,7.83,10.84,1.6,4.11,6.44,2.72,0.58,11.66,-2.44,-2.31,11.56,7.29
 METRÔ,0,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE HIDROVIÁRIO,       -,       -,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 TRANSPORTE ESCOLAR,       -,1.06,0.23,0,1.61,2.07,       -,       -,0.77,3.69,       -,6.35,       -,       -,       -,0,1.29
 VEÍCULO PRÓPRIO,0.72,-0.76,0.14,-0.05,0.52,0.21,-0.8,-0.25,-0.19,0.29,-0.37,-1.18,0.51,1.03,0.71,0.63,0.18
 AUTOMÓVEL NOVO,1.71,-0.86,-0.33,-0.75,0.2,0.33,-1.13,-0.87,-1.17,-0.36,-0.17,-1.43,-0.58,1.47,1.84,0.48,-0.09
 EMPLACAMENTO E LICENÇA,0.38,0.38,0.38,0.32,0.38,0.34,0.38,0.47,0.39,0.35,0.27,0.36,0.38,0.36,0.49,0.45,0.37
 SEGURO VOLUNTÁRIO DE VEÍCULO,-1.34,-3.22,1.5,2.47,1.99,2.42,       -,0,-0.29,-0.54,-0.13,-3.65,4.52,       -,0.71,6.58,0.65
 MULTA,       -,       -,       -,       -,0,0,       -,       -,       -,0,0,       -,       -,       -,       -,0,0.0
 ÓLEO LUBRIFICANTE,-0.07,2.67,1.86,-1.25,0.45,-0.46,1.13,0.85,0.13,0.18,1.29,       -,0.91,0.98,0.47,-0.14,0.62
 ACESSÓRIOS E PEÇAS,1.35,1.24,-0.47,-1.1,2.35,0.05,-0.07,-1.42,2.03,-0.56,-2.17,0.61,1.06,0.72,0.37,-2.11,0.73
 PNEU,-0.45,0.73,0.47,1.22,-0.31,4.76,-0.22,-1.83,1.96,-1.44,1.98,-1.3,1.4,1.87,2.65,-2.09,0.18
 CONSERTO DE AUTOMÓVEL,0.3,-1.16,0.03,1.01,0.24,0.08,-3.87,-0.62,1.89,1.59,-0.04,-1.31,2.26,1.45,1.26,1.94,0.28
 ESTACIONAMENTO,-0.17,-1.28,0.5,       -,-0.28,       -,       -,-0.52,       -,       -,       -,       -,       -,       -,       -,       -,-0.21
 PEDÁGIO,0.73,0,       -,       -,0,       -,       -,       -,       -,0,       -,0,       -,       -,       -,       -,0.12
 LUBRIFICAÇÃO E LAVAGEM,       -,       -,       -,2.99,-1.6,       -,       -,       -,       -,0.02,       -,       -,-0.6,-2.74,1.74,       -,-0.6
 AUTOMÓVEL USADO,1.41,-3.05,0.17,       -,1.53,-0.83,2.85,-3.86,-1.88,0.88,-3.72,-3.2,1.8,1.03,       -,0.4,0.01
 PINTURA DE VEÍCULO,       -,       -,       -,-0.47,3.93,-2.94,       -,       -,1.33,0.64,       -,0.27,       -,       -,       -,-0.55,2.45
 ALUGUEL DE VEÍCULO,-5.61,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-5.61
 MOTOCICLETA,0.19,0.32,0.84,-0.31,0.66,0.11,-0.29,2.78,1,-0.78,2.26,0.35,-1.35,0.67,-2.5,0.35,0.44
 COMBUSTÍVEIS (VEÍCULOS),2.22,7.07,2.87,3.37,3.78,4.1,2.25,7.65,3.09,3.91,-2.49,2.28,2.26,3.88,3.86,5.26,3.49
 GASOLINA,2.22,7.43,2.58,3.46,1.85,4.02,2.24,8.54,2.91,3.1,-2.47,2.24,2.27,4.13,4.11,5.45,2.88
 ETANOL,6.6,4.94,6.62,3.39,8.57,4.97,       -,5.26,4.67,7.55,-4.37,3.88,3.02,0.81,2.44,6.94,7.02
