"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - ABRIL DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 PEPINO EM CONSERVA,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,-0.92,0.0,0.0,0.0,2.77
 SARDINHA EM CONSERVA,-4.62,-6.21,-3.88,-4.84,-3.81,0.0,-0.23,-2.72,-2.54,-2.63,-2.15,-2.88,-1.56,1.63,-2.88,-1.92,-3.33
 SALSICHA EM CONSERVA,0.0,0.0,0.0,-1.87,0.0,4.03,-0.55,-2.16,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.68,-0.39
 CARNE EM CONSERVA,0.0,0.0,0.0,-0.36,0.0,0.0,0.45,-0.56,0.0,0.0,0.0,0.0,0.0,-0.38,-1.85,0.54,-0.15
 PATÊ,-6.16,-0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.09
 SOPA DESIDRATADA,0.0,-1.93,-6.83,0.0,-0.84,-5.43,0.0,0.0,0.0,0.0,-0.03,0.36,0.0,0.35,0.0,0.0,-2.75
 AZEITONA,-1.68,0.0,-1.41,-1.31,1.07,-1.82,0.14,0.0,-0.52,1.1,-0.66,2.63,-3.19,0.0,0.0,0.0,0.09
 MILHO-VERDE EM CONSERVA,4.92,1.98,-0.43,1.05,2.66,1.61,1.78,1.43,-0.77,3.04,0.7,0.28,4.23,-0.96,-0.49,0.44,1.82
 ATUM EM CONSERVA,-1.84,-3.99,-1.15,0.0,-0.97,-2.84,0.0,1.22,-3.63,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-1.42
 SAL E CONDIMENTOS,0.1,0.69,-0.42,-0.02,-1.6,-1.18,-0.52,0.75,3.55,0.54,-1.85,1.87,-2.57,1.16,-0.45,1.21,-0.3
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05
 ATOMATADO,-0.45,-0.39,-1.82,-2.17,-1.93,-3.47,2.22,0.9,2.61,-0.64,-2.98,0.91,-1.59,-1.37,-0.38,1.75,-1.07
 ALHO,1.3,0.0,0.23,4.38,0.09,2.86,-1.29,1.96,4.02,1.88,0.16,5.13,-8.2,5.94,1.65,2.11,0.96
 SAL,0.0,0.0,0.0,0.0,0.0,-1.31,0.88,-0.72,0.0,0.0,-1.34,0.0,-0.04,-0.02,-2.13,0.0,-0.53
 FERMENTO,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,0.0,1.12,0.0,0.0,0.0,0.0,2.34
 MAIONESE,-2.14,-1.17,1.03,-3.28,-1.49,-3.41,-1.38,-1.14,0.0,0.05,-1.08,-0.26,1.91,-0.62,0.0,0.0,-0.93
 VINAGRE,0.0,0.0,0.0,-1.77,0.0,0.0,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.91,-1.71,-1.38
 CALDO CONCENTRADO,0.18,3.95,0.36,-0.46,1.2,-2.11,0.0,0.0,4.76,0.0,0.0,-0.85,0.0,0.0,0.0,1.81,1.47
 TEMPERO MISTO,0.0,2.97,0.26,2.76,-4.23,-0.8,-1.78,0.58,2.94,0.68,-2.88,-1.96,-1.74,-0.85,-0.32,0.41,-1.07
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.12,-0.23,0.49,0.17,1.68,0.03,0.79,-0.15,0.23,0.73,0.65,-0.4,-1.83,-1.78,-0.97,0.44,0.64
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.12,-0.23,0.49,0.17,1.68,0.03,0.79,-0.15,0.23,0.73,0.65,-0.4,-1.83,-1.78,-0.97,0.44,0.64
 REFEIÇÃO,-0.47,-0.99,-0.04,0.64,2.13,-0.04,0.54,0.05,-0.2,0.6,0.78,-0.67,-2.06,-2.0,-1.73,-0.87,0.61
 LANCHE,0.44,0.76,1.14,-0.06,1.07,0.13,-0.03,0.23,0.26,1.19,0.22,-0.25,-1.2,-2.57,-0.41,2.05,0.65
 CAFÉ DA MANHÃ,1.46,2.93,0.16,0.94,1.23,3.71,-2.62,0.0,1.37,0.0,0.0,1.25,0.0,-0.38,0.0,1.03,1.18
 REFRIGERANTE E ÁGUA MINERAL,1.13,1.36,0.53,0.7,2.0,-1.53,3.0,-0.01,2.55,-0.11,1.94,-1.94,-2.9,-0.73,3.41,-0.06,1.31
 CAFEZINHO,-1.15,-1.52,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,-2.4,0.0,0.0,0.0,0.0,0.0,0.62
 CERVEJA,1.18,1.44,1.56,-1.0,0.04,0.0,2.55,-1.95,0.36,-0.1,0.27,1.59,-2.93,0.45,-1.64,2.03,0.4
 OUTRAS BEBIDAS ALCOÓLICAS,0.86,0.0,-1.36,-0.18,0.0,-1.11,-1.07,-1.23,2.27,0.0,0.0,0.0,0.0,0.0,0.0,-1.06,-0.26
 DOCES,1.32,0.78,-0.39,-1.0,0.5,0.68,1.33,-1.27,1.4,2.66,2.25,-0.19,2.11,-0.23,0.89,-1.1,0.81
 HABITAÇÃO,0.97,0.0,0.1,0.62,0.01,0.39,-0.34,2.8,0.46,0.15,-1.18,-1.32,1.55,-1.06,0.43,0.57,0.24
 ENCARGOS E MANUTENÇÃO,-0.14,0.37,0.45,-0.34,0.43,0.57,-0.27,3.13,0.21,0.01,-0.15,0.39,0.03,0.61,0.51,0.45,0.3
 ALUGUEL E TAXAS,-0.26,0.49,0.49,-0.47,0.54,0.74,-0.17,4.35,0.3,-0.06,-0.32,0.48,-0.18,1.55,0.5,0.3,0.36
 ALUGUEL RESIDENCIAL,0.23,0.01,0.54,-0.9,0.43,0.1,-0.23,1.47,0.27,0.1,-0.09,0.67,-0.24,2.06,0.98,-0.08,0.29
 CONDOMÍNIO,-1.18,2.12,1.24,-0.1,1.23,-0.1,0.0,0.08,0.65,-0.75,-1.64,0.69,-0.46,0.0,0.24,0.87,0.37
 TAXA DE ÁGUA E ESGOTO,0.0,0.0,0.0,0.0,0.0,2.81,0.0,12.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.49
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.48,0.0,0.0,0.0,1.23,0.0,0.85
 REPAROS,0.21,0.16,0.7,0.01,0.33,0.02,-0.76,0.11,0.18,0.2,0.08,0.11,0.49,0.1,0.05,0.89,0.26
 FERRAGENS,0.0,0.0,0.38,0.0,1.24,0.0,0.0,-0.01,0.0,1.45,0.72,0.51,0.0,1.03,0.0,0.0,0.91
 MATERIAL DE ELETRICIDADE,0.0,1.38,0.0,0.0,0.0,0.0,2.27,0.0,0.0,-1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.44
 MATERIAL DE PINTURA,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.2,1.01,-1.21,0.0,0.0,0.35
 VIDRO,-2.58,0.0,-1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9
 TINTA,0.55,-0.18,1.53,-0.98,-0.06,0.1,0.92,-0.67,-0.01,1.66,-1.93,-0.56,1.01,0.81,1.78,2.55,0.32
 REVESTIMENTO DE PISO E PAREDE,2.85,-0.08,3.28,0.32,1.61,-3.09,-3.71,-0.35,-0.16,-2.68,1.06,2.16,1.96,0.0,0.44,1.46,0.61
 CIMENTO,1.15,0.19,-0.86,1.25,-1.51,0.58,0.04,-1.81,-0.01,1.68,2.1,0.11,-0.6,1.67,-1.34,0.84,-0.13
 TIJOLO,0.0,1.25,4.46,-0.42,2.42,-0.22,-3.17,0.2,-0.6,-2.9,-1.51,-0.06,0.0,0.0,-1.21,0.0,0.69
 MATERIAL HIDRÁULICO,0.0,0.0,2.12,0.0,1.74,0.0,-3.13,0.0,3.66,1.69,0.0,-0.88,0.0,0.0,1.78,0.0,1.7
 MÃO DE OBRA,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
 AREIA,-1.1,0.0,2.81,0.0,0.0,0.0,0.0,2.95,0.66,1.51,1.26,-2.86,0.0,0.0,-0.81,0.0,0.75
 TELHA,1.14,0.0,1.57,0.0,0.0,0.0,-1.53,1.67,-0.37,0.83,0.21,0.34,0.0,0.0,0.0,1.67,0.84
 ARTIGOS DE LIMPEZA,0.23,0.26,-0.71,0.23,-0.25,0.3,0.22,0.81,-0.35,-0.08,0.78,0.6,0.82,-0.81,1.73,0.54,0.0
 ÁGUA SANITÁRIA,-2.44,0.0,0.25,-0.75,-0.83,-0.48,-0.6,0.37,1.44,0.34,0.0,0.0,0.0,0.25,-0.16,2.85,-0.35
 DETERGENTE,-1.47,-0.04,-0.07,-0.06,0.72,1.43,1.0,1.2,-1.42,1.74,1.89,1.37,0.65,0.0,0.0,1.59,0.44
 SABÃO EM PÓ,1.84,-0.07,-3.03,0.69,0.33,0.84,0.52,1.23,-0.94,-0.49,0.29,1.1,0.75,-1.75,3.0,-0.35,0.06
 DESINFETANTE,-0.02,2.12,0.24,-1.01,0.0,-0.57,1.41,-1.02,0.09,-0.17,-0.27,-0.31,2.29,1.14,-0.44,0.0,0.27
 INSETICIDA,-1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.51
 SABÃO EM BARRA,-2.86,1.39,0.6,0.21,-0.04,-1.33,-0.14,0.57,1.63,-2.79,1.04,-0.06,0.82,0.27,0.8,-0.1,0.05
 ESPONJA DE LIMPEZA,0.0,2.85,1.11,2.14,-2.38,0.0,1.39,1.69,0.0,1.26,1.89,-0.56,-1.29,-0.56,2.39,0.0,0.08
 AMACIANTE,0.76,-0.46,0.97,0.0,-1.39,0.04,-1.38,0.85,-1.45,-0.03,0.95,-0.33,1.37,-0.86,0.0,2.37,-0.48
 COMBUSTÍVEIS E ENERGIA,3.28,-0.65,-0.69,2.43,-0.95,-0.08,-0.42,2.17,1.06,0.45,-2.94,-4.16,4.06,-2.0,0.33,0.78,0.12
 COMBUSTÍVEIS (DOMÉSTICOS),0.37,-1.77,-1.47,2.01,0.63,-0.07,0.53,1.1,0.04,1.99,-0.08,-0.08,-2.5,-0.34,0.6,-0.63,0.18
 CARVÃO VEGETAL,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
 GÁS DE BOTIJÃO,0.51,-1.91,-1.47,2.01,0.71,-0.07,0.53,1.1,0.04,0.89,-0.08,-0.08,-2.5,-0.34,0.6,-0.63,0.1
 GÁS ENCANADO,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,16.48,0.0,0.0,0.0,0.0,0.0,0.0,1.38
 ENERGIA ELÉTRICA RESIDENCIAL,4.2,-0.27,-0.37,2.64,-1.44,-0.09,-0.81,2.91,1.7,-0.05,-4.06,-5.4,6.65,-2.6,0.21,1.5,0.1
 ENERGIA ELÉTRICA RESIDENCIAL,4.2,-0.27,-0.37,2.64,-1.44,-0.09,-0.81,2.91,1.7,-0.05,-4.06,-5.4,6.65,-2.6,0.21,1.5,0.1
 ARTIGOS DE RESIDÊNCIA,0.02,-0.56,-0.07,-0.46,-0.71,0.4,-0.77,0.42,0.04,0.71,-0.78,0.12,0.55,-0.11,0.3,0.21,-0.24
 MÓVEIS E UTENSÍLIOS,-0.38,-0.35,-0.51,-0.97,-1.31,0.67,0.22,0.95,-0.31,0.55,0.39,0.41,0.47,-0.17,0.09,0.71,-0.43
 MOBILIÁRIO,0.26,-0.25,0.13,-0.8,-2.37,1.51,0.55,0.61,-0.49,0.55,0.72,0.84,0.56,-0.32,-0.3,0.9,-0.48
 MÓVEL PARA SALA,0.41,-0.34,-1.03,-1.13,-2.0,1.85,-1.57,-0.25,-0.46,0.4,0.72,0.29,-0.44,-1.71,0.76,2.58,-0.58
 MÓVEL PARA QUARTO,0.85,0.18,2.02,-0.53,-2.88,1.43,2.41,-0.01,-0.93,0.15,1.74,1.92,1.63,0.42,-1.04,0.03,-0.3
 MÓVEL PARA COPA E COZINHA,-1.01,-0.73,0.59,2.5,-2.56,1.49,0.04,2.48,-0.08,1.9,0.22,-2.7,1.59,0.08,0.0,-0.77,-0.34
 MÓVEL INFANTIL,0.0,0.0,0.0,-0.5,0.0,0.0,1.09,1.17,0.0,0.0,3.33,0.0,0.0,0.35,0.0,1.08,1.14
 COLCHÃO,-1.59,-1.35,-1.25,-3.8,-1.19,-0.89,-0.72,2.33,-0.41,-0.23,-1.75,3.11,-1.23,0.41,-2.15,-0.54,-1.08
 UTENSÍLIOS E ENFEITES,-2.55,0.12,-1.41,-0.51,0.32,-1.57,-0.5,2.0,0.67,-0.17,-0.65,-0.11,-0.12,-0.02,0.11,0.18,-0.35
 TAPETE,-1.0,-1.71,-0.25,-0.83,2.74,-1.61,-0.82,0.0,1.26,-2.32,-3.58,-0.81,-0.89,-0.8,-0.79,0.0,-0.05
 CORTINA,1.86,0.76,-3.55,0.5,-3.54,-3.71,-0.67,-0.66,0.61,0.97,-1.67,2.91,-1.31,-0.65,-0.5,-1.7,-1.63
 UTENSÍLIOS DE METAL,-0.69,1.16,-0.84,-1.75,0.43,0.64,0.07,2.9,0.03,0.31,1.13,0.7,-1.59,-0.04,1.99,-1.41,0.2
 UTENSÍLIOS DE VIDRO E LOUÇA,-2.29,-0.99,0.64,0.95,0.6,0.78,0.23,0.9,0.24,1.1,1.22,-0.76,0.39,0.56,-1.58,1.84,0.25
 UTENSÍLIOS DE PLÁSTICO,-3.99,3.07,0.0,-3.88,1.48,-2.23,-1.34,1.59,0.85,-0.38,-0.23,-3.01,0.99,0.6,0.71,-1.05,0.06
 FLORES NATURAIS,0.0,1.82,0.0,0.0,5.24,0.0,0.0,0.0,0.32,-1.94,0.0,0.0,-0.6,0.0,0.0,0.0,3.44
 UTENSÍLIOS DIVERSOS,-4.18,-0.21,-2.7,0.02,-0.4,-2.11,-0.7,2.33,1.28,-0.43,-0.39,-1.76,1.47,-0.18,-0.25,1.86,-0.96
" CAMA, MESA E BANHO",-0.02,-1.44,-1.33,-2.06,-0.27,0.72,0.32,1.26,-1.08,1.85,0.79,-0.38,0.95,0.03,1.5,0.61,-0.37
 ROUPA DE CAMA,1.06,-1.8,-1.59,-2.55,-0.05,0.72,0.0,1.62,-0.51,2.05,0.79,-0.31,-0.02,0.37,1.23,0.81,-0.32
 ROUPA DE BANHO,-2.3,-0.36,-0.61,-0.9,-0.71,0.0,1.79,0.54,-3.38,1.25,0.0,-0.55,3.43,-0.96,2.19,0.21,-0.52
 APARELHOS ELETROELETRÔNICOS,0.45,-1.29,0.79,0.06,0.24,-0.14,-1.74,-0.16,0.45,1.09,-2.0,-0.28,0.7,0.12,0.73,-0.63,0.02
 ELETRODOMÉSTICOS E EQUIPAMENTOS,0.47,-1.66,0.45,0.24,0.54,-1.05,-2.27,0.03,0.18,1.6,-2.58,-1.17,0.84,-0.02,0.83,-0.58,-0.05
 REFRIGERADOR,1.39,-0.63,-0.47,0.01,0.04,-1.59,-4.34,0.82,-0.26,2.06,-2.99,-1.12,0.94,-0.45,0.68,-0.46,-0.27
 AR-CONDICIONADO,1.89,0.67,0.0,0.61,0.0,0.0,-0.39,0.0,0.0,0.83,0.0,0.09,-1.43,0.62,1.19,2.1,0.78
 MÁQUINA DE LAVAR ROUPA,-2.7,-5.43,1.51,1.23,0.49,0.66,-0.35,-0.42,1.19,0.43,-1.46,-1.52,2.06,-0.96,2.09,-2.13,-0.36
 LIQUIDIFICADOR,0.0,0.0,0.0,0.0,0.0,0.0,-2.27,0.0,0.0,0.0,0.0,0.0,0.0,-0.78,0.0,0.0,-2.13
 VENTILADOR,1.08,0.0,0.0,-2.49,0.0,0.0,0.05,-0.54,0.0,0.0,0.0,0.0,-1.51,-0.51,1.46,-1.54,-0.19
 FOGÃO,0.51,-1.51,1.45,0.97,0.73,-1.87,-0.02,-1.71,0.48,2.19,-3.07,-1.52,2.17,1.88,-0.49,-0.34,0.32
 CHUVEIRO ELÉTRICO,0.0,-0.35,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29
 FORNO DE MICRO-ONDAS,0.0,-1.18,1.28,0.0,1.72,0.0,0.0,0.0,0.0,1.57,-2.08,0.0,0.0,0.0,0.0,0.0,0.97
" TV, SOM E INFORMÁTICA",0.42,-0.51,1.32,-0.25,-0.25,1.19,-0.51,-0.45,0.84,0.03,-1.04,1.16,0.44,0.4,0.55,-0.72,0.14
 TELEVISOR,-3.47,-2.14,0.7,-2.89,-1.68,-2.83,-3.03,-1.31,-3.4,-1.21,-1.8,-0.38,-1.04,-2.21,0.38,-1.54,-1.84
 APARELHO DE SOM,2.4,-1.49,-4.16,-0.01,1.85,0.36,-0.02,0.05,0.36,2.29,-2.0,-1.43,1.16,2.9,-0.03,-2.13,0.38
 APARELHO DE DVD,-1.9,-0.16,-1.61,-0.7,-2.09,-0.22,-0.69,-0.68,0.17,2.64,0.33,-0.6,-0.67,0.18,-1.13,-2.27,-0.93
 ANTENA,0.0,0.0,0.0,-0.25,0.0,0.0,-0.51,-0.45,0.0,0.0,-3.58,0.0,0.0,0.43,0.0,2.57,-0.98
 MICROCOMPUTADOR,2.39,0.63,2.92,1.39,0.48,3.72,1.38,0.13,2.75,-0.02,-0.49,2.68,1.09,1.4,1.41,0.38,1.38
 CONSERTOS E MANUTENÇÃO,-0.01,1.11,0.06,0.24,-1.07,0.94,-0.6,0.37,0.38,-0.06,-1.3,-0.36,0.34,-1.16,-0.11,0.71,-0.25
 CONSERTOS E MANUTENÇÃO,-0.01,1.11,0.06,0.24,-1.07,0.94,-0.6,0.37,0.38,-0.06,-1.3,-0.36,0.34,-1.16,-0.11,0.71,-0.25
 CONSERTO DE REFRIGERADOR,-0.22,0.17,-1.63,-1.17,0.22,2.04,-0.21,0.0,-0.2,0.03,-0.29,0.01,-0.11,-0.69,-1.17,0.0,-0.18
 CONSERTO DE TELEVISOR,-3.97,1.0,-0.44,2.39,-2.11,1.32,-0.87,-2.0,0.83,0.0,-4.87,-1.15,0.0,-3.59,-1.19,1.32,-1.06
 CONSERTO DE APARELHO DE SOM,0.0,0.0,-1.05,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,1.33,0.15,0.0,-0.65
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.46,1.3,0.0,0.85,-0.67,0.77,-2.37,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.35
 REFORMA DE ESTOFADO,1.39,3.16,1.97,-0.27,-1.61,0.0,0.56,1.7,0.57,-1.9,-0.13,0.0,1.05,-0.76,1.54,1.8,-0.15
 MANUTENÇÃO DE MICROCOMPUTADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.97,-0.68,0.0,0.0,-1.65,-0.99
 VESTUÁRIO,1.43,-0.13,0.08,-0.67,-0.15,1.33,0.39,0.3,-0.46,0.42,0.92,1.37,0.4,-0.7,-0.01,-0.51,0.18
 ROUPAS,2.01,0.18,0.11,-0.91,0.48,1.5,1.15,0.21,-0.5,0.14,0.46,1.43,0.57,-0.88,0.06,-0.71,0.43
 ROUPA MASCULINA,0.37,-0.28,-0.28,-1.11,0.74,0.18,1.23,-0.73,0.28,0.39,1.66,1.0,0.02,-1.44,-0.8,0.5,0.28
 CALÇA COMPRIDA MASCULINA,1.33,-1.3,0.82,0.23,1.86,0.08,1.66,1.39,0.5,-1.26,1.43,1.07,-0.92,-1.21,-0.07,-1.73,0.72
 TERNO,-2.89,-3.14,-1.11,3.51,0.0,0.0,0.0,0.0,0.0,0.99,2.05,0.73,0.0,0.0,0.0,0.0,-0.75
 AGASALHO MASCULINO,0.0,3.58,2.16,0.0,2.83,3.32,0.0,0.0,0.0,2.78,0.0,1.0,2.14,0.0,0.0,0.0,2.86
 SHORT E BERMUDA MASCULINA,-1.5,-1.84,-0.42,-2.61,-1.95,-0.26,3.06,-0.93,-2.05,-2.66,1.89,-0.57,0.77,0.01,0.52,-0.34,-0.94
 CUECA,0.0,1.35,0.0,-2.23,0.0,0.0,0.58,0.14,-0.88,0.0,0.0,0.0,0.0,-1.03,-0.05,0.0,-0.05
 CAMISA / CAMISETA MASCULINA,1.66,-0.39,-1.24,-1.73,0.39,-0.37,-0.22,-1.97,1.58,1.6,1.78,1.69,0.4,-2.28,-2.03,2.32,0.21
 ROUPA FEMININA,2.91,-0.27,0.21,-0.54,-0.03,2.76,1.03,0.47,-1.17,0.66,0.21,2.59,0.26,-0.63,1.47,-1.6,0.47
 CALÇA COMPRIDA FEMININA,3.36,-1.11,1.22,0.69,0.28,2.74,2.94,0.95,-0.14,1.88,0.12,3.39,3.16,-0.01,2.52,-1.11,1.05
 AGASALHO FEMININO,0.0,4.08,0.48,0.0,3.66,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.26,0.0,0.0,0.0,2.66
 SAIA,0.0,0.0,0.0,-2.89,0.0,0.0,1.21,0.45,0.96,0.0,-0.43,-0.65,0.0,1.48,1.06,0.77,0.16
 VESTIDO,3.75,1.47,0.52,-2.73,1.99,1.51,0.86,-3.15,-2.14,2.0,0.96,2.04,-1.6,-1.4,2.65,-2.53,1.02
 BLUSA,2.82,-2.36,-0.8,-0.25,-1.39,3.84,0.49,1.17,-2.74,-0.31,-0.23,3.36,-0.1,-1.31,0.36,-2.81,-0.33
 LINGERIE,-0.43,1.35,0.48,-0.03,-0.56,1.13,0.34,1.36,0.97,0.31,-0.35,2.48,-2.29,-2.33,-0.14,1.63,0.09
 BERMUDA E SHORT FEMININO,3.54,-1.41,-1.66,-1.55,0.0,-1.26,-0.22,2.43,0.94,-2.9,1.98,0.53,-0.53,2.4,2.02,1.23,0.38
 ROUPA INFANTIL,2.82,2.23,0.6,-1.4,1.2,1.51,1.27,1.66,-0.59,-1.58,-1.14,-0.67,2.21,-0.28,-1.69,-0.79,0.64
 UNIFORME ESCOLAR,-0.1,0.0,0.0,0.0,-0.46,0.0,0.21,0.0,-0.77,1.71,0.0,0.0,0.0,-2.77,-0.81,0.0,-0.08
 CALÇA COMPRIDA INFANTIL,1.87,2.25,-1.69,-2.31,3.07,2.44,-0.26,0.35,1.57,-1.87,-0.82,3.24,0.21,2.86,-2.64,0.87,0.85
 AGASALHO INFANTIL,0.0,3.84,2.83,0.0,3.8,3.79,0.0,0.0,0.0,3.76,0.0,-0.67,2.21,0.0,0.0,0.0,3.49
 VESTIDO INFANTIL,2.01,0.0,0.94,-0.42,-0.8,2.43,1.41,3.79,-2.98,-1.06,-2.89,-0.26,0.89,-2.94,-1.86,-1.16,-0.24
 BERMUDA E SHORT INFANTIL,2.91,0.95,2.82,-1.01,0.23,3.29,0.48,3.78,-1.44,-0.18,0.72,2.93,2.76,0.32,-2.69,-0.75,0.98
 CAMISA / CAMISETA INFANTIL,3.8,2.0,0.11,-1.83,0.73,0.8,2.12,2.22,0.23,-3.16,-1.9,-3.32,3.22,-0.28,-3.34,-2.36,0.34
 CONJUNTO INFANTIL,0.0,0.0,-1.27,-0.51,0.79,-1.39,3.14,-2.49,0.0,0.0,1.19,-1.77,0.0,-1.18,2.57,1.39,0.23
 CALÇADOS E ACESSÓRIOS,1.27,-1.08,0.05,-0.15,-1.03,1.33,-0.87,0.92,-0.38,0.91,1.65,1.08,0.31,0.34,-0.95,0.37,-0.15
 CALÇADOS E ACESSÓRIOS,1.27,-1.08,0.05,-0.15,-1.03,1.33,-0.87,0.92,-0.38,0.91,1.65,1.08,0.31,0.34,-0.95,0.37,-0.15
 SAPATO MASCULINO,1.08,1.36,-0.55,-2.04,-1.72,0.78,0.04,1.7,-1.08,0.79,2.55,-0.21,1.36,0.73,-0.32,-2.62,-0.21
 SAPATO FEMININO,3.54,-1.34,-0.59,0.56,-0.64,1.19,0.05,0.28,3.72,-0.39,-0.05,-0.09,1.09,-0.05,0.03,0.85,0.05
 SAPATO INFANTIL,0.0,0.0,0.0,1.79,0.0,0.0,-2.13,0.0,-1.7,0.0,0.0,0.0,0.0,-0.71,0.0,-0.45,-0.82
 SANDÁLIA / CHINELO MASCULINO,0.0,0.0,0.0,1.28,0.0,0.0,1.7,0.0,0.38,0.0,0.0,0.0,0.0,0.07,0.01,-0.17,1.05
 SANDÁLIA / CHINELO FEMININO,1.47,-3.31,1.57,-0.1,-2.11,2.9,-1.88,1.86,-0.76,-1.41,0.76,3.8,-1.25,0.53,-2.09,0.02,-0.47
 SANDÁLIA / CHINELO INFANTIL,0.0,0.0,0.0,1.92,0.0,-2.77,0.85,1.11,-1.29,0.0,0.41,0.95,-1.04,-0.27,-2.49,0.79,0.13
 BOLSA,1.89,-1.88,1.06,2.82,-3.19,-1.57,-0.06,0.96,-3.18,-0.79,0.55,1.91,0.79,-1.04,-1.23,2.24,-0.75
 TÊNIS,-0.11,-0.88,-0.79,-2.06,0.14,1.9,-2.53,-0.82,-0.16,3.1,3.14,0.17,0.32,1.24,-0.09,0.89,0.1
 JOIAS E BIJUTERIAS,-3.66,1.3,-0.4,-1.2,-2.85,-0.65,-1.18,-0.92,-0.09,1.09,2.51,2.28,-0.75,-2.0,1.95,-2.48,-0.87
 JOIAS E BIJUTERIAS,-3.66,1.3,-0.4,-1.2,-2.85,-0.65,-1.18,-0.92,-0.09,1.09,2.51,2.28,-0.75,-2.0,1.95,-2.48,-0.87
 BIJUTERIA,-2.04,0.87,-1.4,-1.82,-2.21,0.51,-0.75,0.52,0.58,1.95,0.93,1.73,-2.67,-3.28,-0.49,-2.43,-0.8
 JOIA,-4.43,1.58,0.31,-2.7,-3.47,-1.18,-1.78,0.0,-0.78,0.67,3.65,2.57,0.7,-1.79,3.46,0.0,-1.01
 RELÓGIO DE PULSO,0.0,0.0,0.0,2.15,0.0,0.0,-0.32,-2.41,0.0,0.0,0.0,0.0,0.0,-0.97,2.37,-2.62,0.09
 TECIDOS E ARMARINHO,-0.47,1.21,1.27,1.4,-0.15,0.61,2.53,-0.9,-2.1,-0.14,-0.59,-0.19,1.18,-0.19,1.37,0.86,0.23
 TECIDOS E ARMARINHO,-0.47,1.21,1.27,1.4,-0.15,0.61,2.53,-0.9,-2.1,-0.14,-0.59,-0.19,1.18,-0.19,1.37,0.86,0.23
 TECIDO,0.5,1.31,0.65,1.4,-1.59,0.99,0.38,-1.81,-2.14,-0.15,-0.89,-0.04,0.87,-0.35,1.37,1.15,-0.16
 ARTIGOS DE ARMARINHO,0.0,0.22,2.25,0.0,-1.9,0.03,5.66,0.0,0.0,-0.1,0.29,-0.44,1.73,0.0,0.0,0.0,0.61
 ACORTINADO (MOSQUITEIRO),-2.54,2.99,0.0,0.0,3.02,0.0,0.0,1.43,-1.92,0.0,0.0,0.0,0.0,0.71,0.0,0.0,1.27
 TRANSPORTES,0.49,2.82,0.85,1.1,0.57,2.05,0.8,0.92,0.77,0.45,1.81,0.56,1.03,0.67,2.04,0.56,0.94
 TRANSPORTES,0.49,2.82,0.85,1.1,0.57,2.05,0.8,0.92,0.77,0.45,1.81,0.56,1.03,0.67,2.04,0.56,0.94
 TRANSPORTE PÚBLICO,0.87,2.52,0.1,0.61,0.47,1.57,0.21,0.15,3.44,0.57,2.06,-0.18,0.76,1.42,3.41,0.09,0.95
 ÔNIBUS URBANO,0.0,3.98,0.0,0.58,0.0,0.0,0.0,0.0,7.3,0.45,2.75,0.0,0.0,0.0,0.0,0.0,0.74
