"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - NOVEMBRO DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 PEPINO EM CONSERVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,0.0,0.0,2.07,0.0,0.0,0.0,0.06
 SARDINHA EM CONSERVA,4.04,-0.44,-0.16,-0.45,3.69,0.0,1.18,-0.89,-0.09,1.59,-2.12,-0.01,3.09,-1.67,-0.14,1.1,1.41
 SALSICHA EM CONSERVA,0.0,0.0,0.0,2.14,0.0,-0.39,0.0,-1.29,0.0,0.0,0.0,0.0,0.0,-0.71,0.0,0.15,0.25
 CARNE EM CONSERVA,0.0,0.0,0.0,0.0,0.0,0.0,0.02,-0.37,0.0,0.0,0.0,0.0,0.0,1.2,1.89,-1.67,0.06
 PATÊ,-0.16,-2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.45
 SOPA DESIDRATADA,0.0,-2.31,-1.2,0.0,1.61,-2.76,0.0,0.0,0.0,0.0,-0.4,0.7,0.0,-0.11,0.0,0.0,-0.14
 AZEITONA,0.7,0.0,0.05,0.22,-2.73,-2.05,-0.6,0.0,0.21,0.57,-0.05,0.63,1.69,0.0,0.0,0.0,-1.01
 MILHO-VERDE EM CONSERVA,2.26,4.12,-0.29,2.87,-0.37,4.12,1.23,1.8,3.26,1.9,2.7,5.31,1.84,0.54,1.29,1.16,1.5
 ATUM EM CONSERVA,-1.5,-1.24,-1.07,0.0,1.54,-1.43,0.0,0.26,1.07,-0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.08
 SAL E CONDIMENTOS,-1.34,-1.05,1.44,-1.13,-0.37,-0.55,-0.32,0.58,0.72,0.14,0.69,-1.13,0.51,-0.26,-0.38,-0.27,-0.15
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32
 ATOMATADO,-1.13,-1.57,1.21,-2.48,0.0,0.81,-0.28,-1.41,0.94,-0.86,0.99,-0.16,1.46,0.58,-1.73,0.66,-0.16
 ALHO,-2.49,0.0,3.34,-1.64,-3.05,-0.65,0.78,1.57,-0.22,1.14,-0.21,-2.05,-0.82,-1.25,-0.42,-1.53,-0.87
 SAL,0.0,0.0,0.0,0.0,0.0,-1.02,0.55,0.04,0.0,0.0,1.06,0.0,1.87,0.07,-0.9,0.0,0.41
 FERMENTO,0.0,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,-0.73,0.0,0.0,0.0,0.0,0.06
 MAIONESE,2.42,-1.24,-0.07,-0.43,1.62,-0.45,-1.08,0.91,0.0,1.15,0.99,-0.33,0.5,0.18,0.0,0.0,0.69
 VINAGRE,0.0,0.0,0.0,0.62,0.0,0.0,-3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,-0.4,-0.88
 CALDO CONCENTRADO,-0.49,-0.55,1.8,-1.39,1.02,-2.22,0.0,1.45,1.45,0.0,0.0,-0.48,0.0,0.0,0.0,0.11,0.57
 TEMPERO MISTO,0.0,-0.59,-0.76,0.36,0.82,-1.73,-0.42,-0.84,0.5,-0.01,1.1,0.0,-0.26,0.34,-0.04,-0.71,0.09
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.14,0.35,0.6,-0.01,0.11,0.68,0.3,-0.76,0.42,0.59,0.21,0.23,0.54,1.2,0.46,-0.04,0.21
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.14,0.35,0.6,-0.01,0.11,0.68,0.3,-0.76,0.42,0.59,0.21,0.23,0.54,1.2,0.46,-0.04,0.21
 REFEIÇÃO,-0.56,-0.14,-0.1,0.04,0.52,0.25,0.15,-0.04,0.34,0.11,-0.32,-0.09,-0.15,0.91,-0.69,0.21,0.1
 LANCHE,1.09,1.12,2.6,0.7,-0.82,1.65,0.4,-2.43,0.15,1.92,0.97,0.61,2.09,2.42,2.45,-0.97,0.56
 CAFÉ DA MANHÃ,-2.38,0.05,-0.89,2.96,2.8,0.59,0.26,0.0,-0.09,0.0,0.0,1.92,0.0,-1.2,0.0,-2.55,0.9
 REFRIGERANTE E ÁGUA MINERAL,0.9,-0.52,-1.88,0.59,0.44,0.43,2.11,-1.36,-1.37,-1.31,0.02,-0.04,-1.81,1.44,0.16,-0.29,-0.12
 CAFEZINHO,-0.19,0.49,0.0,0.0,-1.09,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,-0.59
 CERVEJA,0.45,2.65,-1.94,-1.26,-0.34,0.8,0.11,-0.48,1.37,0.94,0.75,0.08,1.96,-0.87,0.05,1.39,0.13
 OUTRAS BEBIDAS ALCOÓLICAS,1.9,0.0,-0.12,-0.22,0.0,0.86,-2.46,-0.11,-2.67,0.0,0.0,-0.08,0.0,0.0,0.0,-1.28,-0.21
 DOCES,-0.25,1.91,0.61,-3.91,-1.24,0.91,-0.16,0.84,2.55,1.84,1.17,1.83,-0.39,-0.79,0.6,1.16,0.27
 HABITAÇÃO,0.1,0.52,0.39,0.16,1.11,-0.15,1.33,0.54,0.27,1.11,0.42,1.11,0.82,1.93,2.21,0.65,0.71
 ENCARGOS E MANUTENÇÃO,0.04,0.1,-0.05,-0.26,0.25,-0.18,0.6,0.03,0.07,0.6,0.27,0.1,-0.39,0.3,0.33,-0.23,0.15
 ALUGUEL E TAXAS,0.05,-0.1,-0.13,-0.33,0.2,-0.26,0.36,0.02,0.23,0.82,0.24,0.12,-0.27,0.43,-0.04,-0.18,0.12
 ALUGUEL RESIDENCIAL,-0.06,0.16,-0.31,-0.42,0.25,-0.51,0.4,0.04,0.16,0.18,-0.42,-0.56,-0.48,0.55,-0.21,-1.12,0.02
 CONDOMÍNIO,0.03,-0.73,0.16,-0.41,0.24,-0.03,0.59,0.0,0.56,0.57,2.72,1.49,-0.51,0.24,-0.03,1.22,0.22
 TAXA DE ÁGUA E ESGOTO,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.24
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.15,0.0,1.79,0.0,2.15,0.0,1.19
 REPAROS,-0.11,0.0,0.11,0.38,0.35,0.06,0.55,0.22,-0.36,0.33,0.32,0.14,-0.37,-0.41,0.43,-0.39,0.16
 FERRAGENS,0.0,0.0,1.97,0.0,0.19,0.0,0.0,0.16,0.0,0.96,-0.76,1.31,0.0,-0.44,0.0,0.0,0.6
 MATERIAL DE ELETRICIDADE,0.0,1.94,0.0,0.0,0.0,0.0,-1.21,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,1.07
 MATERIAL DE PINTURA,0.0,0.0,-1.65,0.0,0.0,0.0,0.0,0.0,-0.38,0.0,0.0,-1.43,-0.66,-1.35,0.0,0.0,-1.31
 VIDRO,0.51,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87
 TINTA,-0.07,-0.08,0.26,1.7,1.21,-1.28,-2.08,-2.36,-0.03,0.0,1.0,-0.03,-0.57,-0.36,-1.67,-2.04,0.32
 REVESTIMENTO DE PISO E PAREDE,-3.21,-3.08,-3.5,-0.01,2.51,-0.65,3.55,-0.65,-2.27,4.02,2.44,1.6,-2.89,0.0,3.18,0.24,0.55
 CIMENTO,-0.33,0.76,0.75,-1.75,0.44,2.64,2.36,0.47,-1.39,-0.51,1.81,0.14,0.18,-1.1,2.94,-1.35,0.33
 TIJOLO,0.0,-0.57,1.87,1.53,-0.7,-0.8,0.78,-0.56,1.39,-0.15,-0.49,1.2,0.0,0.0,-0.21,0.0,0.21
 MATERIAL HIDRÁULICO,0.0,0.0,0.61,0.0,-1.21,0.0,-1.53,0.0,-3.53,0.89,0.0,-0.78,0.0,0.0,0.34,0.0,-0.69
 MÃO DE OBRA,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
 AREIA,0.31,0.0,-1.24,0.0,0.0,0.0,0.0,7.73,-0.81,-0.16,0.91,0.7,0.0,0.0,-1.81,0.0,0.16
 TELHA,-2.01,0.0,0.5,0.0,0.0,0.0,-1.4,-0.65,-0.35,-0.1,-0.82,-3.21,0.0,0.0,0.0,-0.58,-0.61
 ARTIGOS DE LIMPEZA,0.54,1.86,0.05,-0.7,0.41,0.12,1.44,-0.22,-0.01,-0.21,0.42,-0.21,-1.16,0.76,1.98,-0.28,0.39
 ÁGUA SANITÁRIA,-0.32,0.0,0.39,-0.72,2.25,-0.33,2.32,-1.67,-1.07,-3.98,0.0,0.0,0.0,-2.1,2.53,-0.67,0.51
 DETERGENTE,0.05,-0.9,2.25,0.2,-0.53,-2.31,-0.02,0.03,1.48,-0.72,0.76,0.92,2.35,0.0,0.0,0.43,0.01
 SABÃO EM PÓ,1.84,3.69,0.24,-2.78,0.69,0.68,1.98,-0.45,-0.5,0.08,0.24,-1.09,-2.23,1.36,2.73,-0.52,0.73
 DESINFETANTE,-0.21,1.3,-3.04,0.47,0.0,0.46,2.07,0.75,-0.87,-1.18,0.72,0.44,-1.13,2.25,2.55,0.0,-0.35
 INSETICIDA,-0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48
 SABÃO EM BARRA,1.41,-3.31,-3.52,1.38,-1.22,2.42,2.48,0.35,-0.25,0.22,-0.1,0.34,-2.51,0.17,1.4,0.0,-0.35
 ESPONJA DE LIMPEZA,0.0,-0.19,0.85,0.03,-1.36,0.0,0.19,-0.21,0.0,0.26,-0.3,-2.28,-1.68,-0.73,-2.69,0.0,-0.44
 AMACIANTE,-2.05,2.72,1.64,0.0,1.05,-0.62,-0.65,-0.6,2.32,0.79,1.13,1.39,-0.34,1.19,0.0,-0.2,0.88
 COMBUSTÍVEIS E ENERGIA,0.22,1.23,1.35,0.9,3.02,-0.07,2.03,1.51,0.71,2.19,0.68,2.89,2.67,2.84,4.6,2.1,1.8
 COMBUSTÍVEIS (DOMÉSTICOS),0.29,0.22,0.42,0.26,1.97,1.01,0.52,-0.84,0.37,-0.41,0.82,-0.32,0.46,0.79,5.38,-3.31,0.78
 CARVÃO VEGETAL,0.0,-2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.78
 GÁS DE BOTIJÃO,0.58,0.43,0.42,0.26,2.2,1.01,0.52,-0.84,0.37,-0.44,0.82,-0.32,0.46,0.79,5.38,-3.31,0.87
 GÁS ENCANADO,-0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26
 ENERGIA ELÉTRICA RESIDENCIAL,0.2,1.55,1.7,1.2,3.34,-0.34,2.65,2.97,0.9,3.01,0.62,3.92,3.41,3.56,4.22,4.71,2.15
 ENERGIA ELÉTRICA RESIDENCIAL,0.2,1.55,1.7,1.2,3.34,-0.34,2.65,2.97,0.9,3.01,0.62,3.92,3.41,3.56,4.22,4.71,2.15
 ARTIGOS DE RESIDÊNCIA,-0.32,-0.29,-0.28,-0.4,-0.02,-0.69,0.13,-0.43,-0.79,-1.17,-0.26,-0.95,-0.36,-0.44,-1.21,-0.65,-0.36
 MÓVEIS E UTENSÍLIOS,-0.98,-0.67,-0.44,-0.47,0.11,-0.7,0.36,-0.39,-1.22,-0.62,-0.31,-0.78,-0.68,-0.38,-0.24,-0.64,-0.4
 MOBILIÁRIO,-1.36,-0.73,0.1,-1.16,-0.15,-1.01,-0.29,-0.3,-1.83,-1.48,-1.17,-1.1,-1.11,-0.61,-0.7,-0.68,-0.67
 MÓVEL PARA SALA,-1.04,0.05,1.41,-0.55,1.47,-0.49,1.63,-0.03,-0.45,-2.2,-0.97,-1.43,-0.85,0.31,-1.01,-0.18,0.14
 MÓVEL PARA QUARTO,-2.48,-1.5,-1.31,-2.52,-1.8,-1.76,-0.63,0.62,-2.95,-2.0,-3.79,-1.14,-1.87,-0.09,1.96,-1.82,-1.67
 MÓVEL PARA COPA E COZINHA,-0.73,-0.28,0.25,0.63,1.9,-1.64,0.65,-1.51,-3.31,0.55,2.14,0.49,1.46,0.1,0.24,-0.19,0.31
 MÓVEL INFANTIL,0.0,0.0,0.0,-2.28,0.0,0.0,-1.4,1.47,0.0,0.0,-2.24,0.0,0.0,-2.49,0.0,-1.39,-0.93
 COLCHÃO,0.43,-1.03,-1.84,-2.11,-0.82,-1.55,-2.33,-3.98,-4.08,-1.27,-0.57,-2.26,-3.23,-3.16,-9.62,0.58,-1.65
 UTENSÍLIOS E ENFEITES,0.43,-0.12,-0.9,0.61,-0.13,-0.43,-0.16,-0.84,-0.12,0.21,0.52,-1.13,-0.34,0.47,0.66,-0.94,-0.18
 TAPETE,1.24,1.5,-1.28,-1.15,1.05,-0.85,-0.2,0.0,1.18,-1.26,-0.41,-1.11,-0.7,-0.17,-0.16,0.0,-0.23
 CORTINA,1.33,-0.3,-1.2,1.54,0.22,-1.48,0.54,1.66,-0.54,-0.22,1.08,-2.04,-1.59,-0.21,-1.92,-0.2,-0.2
 UTENSÍLIOS DE METAL,1.83,-1.78,-0.31,2.63,-1.85,-0.97,-0.56,-1.02,-1.3,0.18,0.78,-0.14,1.64,-2.35,2.58,-1.44,-0.67
 UTENSÍLIOS DE VIDRO E LOUÇA,-1.96,-0.32,0.21,-0.61,1.2,1.77,0.84,-2.32,0.36,-2.2,0.62,-1.23,-1.82,-0.71,-1.07,-2.49,0.0
 UTENSÍLIOS DE PLÁSTICO,-1.16,0.48,0.0,-0.38,0.66,-0.81,-0.37,-1.79,-0.24,2.1,1.04,-0.83,1.46,-1.39,-1.47,0.69,0.08
 FLORES NATURAIS,0.0,1.16,0.0,0.0,-1.89,0.0,0.0,0.0,-0.28,0.22,0.0,0.0,0.03,0.0,0.0,0.0,-1.04
 UTENSÍLIOS DIVERSOS,0.28,-0.27,-0.82,-0.1,0.3,-0.05,-0.13,-0.27,0.47,2.1,0.26,-0.78,-1.27,2.92,1.46,-0.76,0.15
" CAMA, MESA E BANHO",-1.41,-1.4,-1.65,0.44,1.92,0.42,2.35,-0.19,-0.55,1.43,1.28,1.0,0.72,-0.87,-0.25,0.09,0.27
 ROUPA DE CAMA,-1.51,-1.43,-1.76,0.02,1.48,0.42,2.58,-1.04,-1.1,1.57,1.28,1.96,0.89,-1.13,-0.06,0.86,0.13
 ROUPA DE BANHO,-1.19,-1.32,-1.33,1.43,2.77,0.0,1.31,1.55,1.59,1.03,0.0,-1.4,0.26,-0.13,-0.72,-1.35,0.68
 APARELHOS ELETROELETRÔNICOS,0.25,-0.01,-0.18,-0.58,-0.05,-0.57,-0.22,-0.35,-0.35,-2.15,-0.68,-1.26,-0.46,-0.4,-3.08,-0.91,-0.4
 ELETRODOMÉSTICOS E EQUIPAMENTOS,0.69,0.34,-0.5,0.1,0.3,0.8,0.38,1.17,1.29,-1.75,-0.19,-0.4,0.47,0.62,-3.41,0.12,0.08
 REFRIGERADOR,0.8,-0.01,-0.16,-0.97,-1.02,-0.48,1.17,2.09,2.2,-3.25,-0.57,-0.44,0.41,1.8,-3.83,0.95,-0.28
 AR-CONDICIONADO,0.37,-1.24,0.0,0.26,0.0,0.0,0.27,0.0,0.0,2.16,0.0,0.18,2.3,-0.84,-1.96,1.21,0.06
 MÁQUINA DE LAVAR ROUPA,3.26,3.22,-0.98,2.1,0.25,2.68,-0.82,-2.82,0.66,0.03,0.56,-0.38,-1.33,1.0,-4.61,1.86,0.65
 LIQUIDIFICADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,-1.44,0.0,0.0,0.19
 VENTILADOR,-2.44,0.0,0.0,-2.18,0.0,0.0,-0.45,0.77,0.0,0.0,0.0,0.0,0.19,0.35,-0.04,0.25,-1.12
 FOGÃO,-0.4,-0.58,-1.3,1.65,2.12,2.45,-0.42,1.6,-0.63,-1.44,-1.01,-0.59,1.4,-1.48,-4.54,-3.92,0.11
 CHUVEIRO ELÉTRICO,0.0,0.68,0.0,0.0,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03
 FORNO DE MICRO-ONDAS,0.0,-1.7,0.96,0.0,2.01,0.0,0.0,0.0,0.0,-0.57,1.92,0.0,0.0,0.0,0.0,0.0,0.84
" TV, SOM E INFORMÁTICA",-0.4,-0.76,0.35,-1.78,-0.65,-2.55,-1.56,-2.71,-2.79,-3.04,-1.52,-2.65,-2.31,-2.4,-2.42,-2.81,-1.23
 TELEVISOR,0.59,-1.85,-0.66,-1.89,-1.13,-3.52,-2.88,-2.7,-4.49,-3.52,-5.85,-0.33,-1.67,-0.36,-6.17,-2.13,-1.82
 APARELHO DE SOM,0.16,-1.99,-3.08,-1.43,1.23,-4.01,-1.44,-1.53,-0.46,0.72,-2.2,0.16,-0.36,-4.44,-1.4,-2.79,-0.63
 APARELHO DE DVD,-1.73,-2.19,-1.54,-1.44,-6.29,-1.43,-1.42,-1.41,-1.4,1.88,-2.15,-1.28,-1.39,-1.38,1.27,0.15,-2.5
 ANTENA,0.0,0.0,0.0,-1.78,0.0,0.0,-1.56,-2.71,0.0,0.0,0.78,0.0,0.0,3.12,0.0,-1.21,-1.06
 MICROCOMPUTADOR,-0.91,0.5,1.62,-1.97,0.34,-2.03,-0.77,-3.91,-2.92,-4.18,0.25,-4.36,-3.01,-4.47,-1.18,-4.18,-0.81
 CONSERTOS E MANUTENÇÃO,0.29,0.55,0.91,0.96,-0.52,-1.21,0.8,-1.16,-0.06,0.04,1.31,-0.75,1.26,-1.28,0.2,0.89,0.08
 CONSERTOS E MANUTENÇÃO,0.29,0.55,0.91,0.96,-0.52,-1.21,0.8,-1.16,-0.06,0.04,1.31,-0.75,1.26,-1.28,0.2,0.89,0.08
 CONSERTO DE REFRIGERADOR,0.22,0.76,2.03,1.88,0.11,-2.07,0.23,0.0,1.77,0.0,0.28,-3.31,-0.6,0.13,0.23,1.74,0.44
 CONSERTO DE TELEVISOR,1.52,-1.13,0.17,-0.11,1.94,-2.81,2.81,1.36,-2.09,0.0,-0.24,0.0,0.0,-1.29,0.0,0.66,0.42
 CONSERTO DE APARELHO DE SOM,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.77
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,1.52,0.0,0.49,1.59,0.0,-0.33,0.0,0.0,-1.74,0.0,0.0,0.21,0.0,0.0,0.0,0.88
 REFORMA DE ESTOFADO,0.04,0.39,0.97,1.03,-3.31,0.0,0.05,-2.43,-0.41,1.07,2.34,0.0,3.01,-2.56,0.06,0.62,-0.77
 MANUTENÇÃO DE MICROCOMPUTADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.63,0.0,0.0,1.03,0.69
 VESTUÁRIO,-0.58,0.48,0.0,0.59,1.09,0.17,0.46,-0.01,0.52,0.17,-0.52,0.18,-1.16,-0.25,-0.76,-0.25,0.35
 ROUPAS,-0.79,0.89,-0.06,0.6,0.89,-0.27,0.98,-0.25,0.48,0.42,-0.9,-0.21,-0.17,-0.28,-1.03,-0.41,0.31
 ROUPA MASCULINA,-0.08,1.13,0.08,1.55,2.28,-0.1,1.79,-0.4,1.88,0.97,-0.73,0.47,-1.44,-1.42,-0.94,-0.5,1.06
 CALÇA COMPRIDA MASCULINA,-2.32,2.48,-1.22,2.11,3.06,0.21,0.87,-0.74,3.29,0.85,-0.88,0.66,-0.98,-2.21,-0.54,-1.29,1.18
 TERNO,-0.27,-1.2,1.61,-2.56,0.0,0.0,0.0,0.0,0.0,-2.12,-2.02,-0.35,0.0,0.0,0.0,0.0,-0.44
 AGASALHO MASCULINO,0.0,1.13,0.08,0.0,2.28,-0.1,0.0,0.0,0.0,0.97,0.0,0.47,-1.44,0.0,0.0,0.0,1.14
 SHORT E BERMUDA MASCULINA,-0.28,1.83,0.68,2.5,3.35,-0.5,2.33,-1.26,1.88,1.94,-0.07,2.0,-1.56,-1.86,1.05,0.86,1.55
 CUECA,0.0,-0.41,0.0,0.35,0.0,0.0,0.23,0.21,0.41,0.0,0.0,0.0,0.0,1.56,2.38,0.0,0.28
 CAMISA / CAMISETA MASCULINA,1.72,0.41,0.32,1.49,1.47,-0.2,2.3,0.26,1.18,1.73,-0.52,-0.16,-1.82,-0.97,-2.48,-0.66,0.99
 ROUPA FEMININA,-1.49,1.23,-0.37,-0.45,-0.16,-0.97,0.13,-0.07,-1.01,0.01,-1.06,-1.32,1.15,0.49,-1.13,-1.0,-0.33
 CALÇA COMPRIDA FEMININA,-1.12,1.98,-1.56,0.18,-1.23,-0.86,-2.33,0.51,-2.31,3.23,-2.82,0.29,1.69,1.54,-2.43,0.05,-0.58
 AGASALHO FEMININO,0.0,1.23,-0.37,0.0,-0.16,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.15,0.0,0.0,0.0,0.32
 SAIA,0.0,0.0,0.0,-2.96,0.0,0.0,3.53,0.04,-1.33,0.0,-0.95,0.4,0.0,1.39,-1.71,0.37,-0.16
 VESTIDO,-2.77,-0.57,-1.39,1.34,-1.9,0.12,0.99,1.79,-0.98,0.07,-3.06,-1.53,0.13,2.4,1.21,-2.97,-1.09
 BLUSA,-1.94,1.5,1.98,-1.61,2.14,-1.79,1.25,-1.69,-0.66,-2.68,1.54,-2.19,1.51,-0.53,-2.37,-2.18,0.22
 LINGERIE,2.51,0.19,-2.31,0.33,-2.2,0.27,0.13,0.56,-0.65,-0.54,-0.76,-0.66,0.71,-0.3,2.56,2.33,-0.72
 BERMUDA E SHORT FEMININO,-1.38,1.51,0.24,-1.1,0.0,1.35,-1.01,1.39,0.49,1.15,0.42,-1.67,0.96,0.01,0.34,1.41,0.0
 ROUPA INFANTIL,-0.24,-0.41,0.34,0.95,0.43,1.2,1.39,-0.49,0.87,0.2,-0.84,1.31,-0.35,0.41,-0.95,1.14,0.32
 UNIFORME ESCOLAR,0.42,0.0,0.0,0.0,1.32,0.0,0.44,0.0,-0.07,1.16,0.0,0.0,0.0,2.52,-2.04,0.0,0.78
 CALÇA COMPRIDA INFANTIL,2.37,-2.95,-0.74,1.5,-1.98,-0.71,-0.27,-1.07,-0.34,-0.54,-1.35,-1.12,-1.3,-0.94,-1.3,0.73,-0.99
 AGASALHO INFANTIL,0.0,-0.41,0.34,0.0,0.43,1.2,0.0,0.0,0.0,0.2,0.0,1.31,-0.35,0.0,0.0,0.0,0.25
 VESTIDO INFANTIL,1.23,0.0,-1.17,2.82,1.2,2.27,1.6,1.59,-0.21,-1.44,0.55,2.57,-2.78,-2.67,2.39,1.92,0.69
 BERMUDA E SHORT INFANTIL,1.18,2.54,-0.97,3.22,0.4,0.89,2.47,-0.07,0.63,1.09,1.37,1.89,2.38,0.91,-2.5,1.67,0.77
 CAMISA / CAMISETA INFANTIL,-2.25,0.16,2.03,-0.43,2.07,1.74,1.23,-2.16,1.9,0.6,-2.12,1.28,-0.56,2.05,-2.92,0.75,0.7
 CONJUNTO INFANTIL,0.0,0.0,1.15,-0.01,-2.77,1.48,2.8,1.96,0.0,0.0,-1.27,0.52,0.0,-0.89,1.33,1.3,-0.09
 CALÇADOS E ACESSÓRIOS,-0.88,-0.57,-0.2,0.47,1.31,1.13,-0.61,0.67,0.17,-0.54,0.07,0.46,-2.59,-0.19,-0.1,0.18,0.19
 CALÇADOS E ACESSÓRIOS,-0.88,-0.57,-0.2,0.47,1.31,1.13,-0.61,0.67,0.17,-0.54,0.07,0.46,-2.59,-0.19,-0.1,0.18,0.19
 SAPATO MASCULINO,-0.83,0.69,-0.43,2.6,-0.56,-0.44,0.03,-0.52,-1.25,-0.65,3.03,-0.37,-2.79,-1.68,-1.75,-0.27,-0.27
 SAPATO FEMININO,-1.73,-2.5,0.75,-1.87,2.59,3.53,-2.56,2.34,-1.33,0.48,-0.45,0.19,-1.92,-2.33,-0.95,-1.57,0.28
 SAPATO INFANTIL,0.0,0.0,0.0,-1.15,0.0,0.0,-1.52,0.0,-0.17,0.0,0.0,0.0,0.0,-0.15,0.0,3.32,-0.65
 SANDÁLIA / CHINELO MASCULINO,0.0,0.0,0.0,0.43,0.0,0.0,-1.49,0.0,-0.96,0.0,0.0,0.0,0.0,1.46,-0.89,1.74,-0.64
 SANDÁLIA / CHINELO FEMININO,0.01,2.83,0.25,2.19,1.53,2.99,-0.01,1.43,1.1,0.52,-2.29,0.45,-2.16,0.86,0.2,0.08,0.86
 SANDÁLIA / CHINELO INFANTIL,0.0,0.0,0.0,-1.74,0.0,-1.89,-1.12,0.39,2.28,0.0,3.01,-0.58,-2.6,-1.15,2.04,1.16,0.28
 BOLSA,-2.64,-2.16,-2.61,3.14,2.26,1.54,-0.44,2.33,1.69,-0.85,-2.47,-0.18,-2.85,1.39,-2.45,-1.47,-0.04
 TÊNIS,-0.27,-0.19,-0.41,-1.18,0.87,0.18,-0.02,-1.27,-0.09,-1.35,0.72,1.35,-2.89,0.42,1.18,1.22,0.0
 JOIAS E BIJUTERIAS,2.75,1.58,1.39,0.92,2.55,1.46,-0.06,1.09,2.43,0.71,0.21,2.72,-2.51,-0.18,-0.71,-0.01,1.47
 JOIAS E BIJUTERIAS,2.75,1.58,1.39,0.92,2.55,1.46,-0.06,1.09,2.43,0.71,0.21,2.72,-2.51,-0.18,-0.71,-0.01,1.47
 BIJUTERIA,2.25,2.71,-1.01,-0.11,1.63,0.56,-2.33,3.75,1.4,-0.45,-0.7,0.81,-3.23,-1.55,-1.48,0.61,0.63
 JOIA,2.99,0.89,2.93,3.75,3.39,1.83,1.81,0.0,3.48,1.26,0.82,3.7,-1.98,-0.31,0.96,0.0,2.3
 RELÓGIO DE PULSO,0.0,0.0,0.0,-1.51,0.0,0.0,-1.01,-1.22,0.0,0.0,0.0,0.0,0.0,2.98,-3.3,-1.88,-1.43
 TECIDOS E ARMARINHO,1.59,1.15,0.5,1.48,0.05,-0.26,0.06,-1.18,-0.88,0.35,0.47,0.01,-0.16,-0.46,0.27,-0.67,0.32
 TECIDOS E ARMARINHO,1.59,1.15,0.5,1.48,0.05,-0.26,0.06,-1.18,-0.88,0.35,0.47,0.01,-0.16,-0.46,0.27,-0.67,0.32
 TECIDO,1.06,-0.74,0.03,1.48,-1.34,-0.26,0.38,-1.86,-0.97,0.52,0.38,-1.05,-1.03,-0.61,0.27,-1.41,-0.09
 ARTIGOS DE ARMARINHO,0.0,2.27,1.25,0.0,1.65,-0.26,-0.41,0.0,0.0,-0.06,0.76,1.86,1.39,0.0,0.0,0.0,1.07
 ACORTINADO (MOSQUITEIRO),2.77,2.04,0.0,0.0,0.29,0.0,0.0,0.55,-0.35,0.0,0.0,0.0,0.0,0.34,0.0,1.4,0.94
 TRANSPORTES,0.31,0.68,0.17,-0.05,0.41,0.06,0.27,-1.0,-0.25,0.43,0.23,0.27,0.29,-0.09,2.04,-0.37,0.3
 TRANSPORTES,0.31,0.68,0.17,-0.05,0.41,0.06,0.27,-1.0,-0.25,0.43,0.23,0.27,0.29,-0.09,2.04,-0.37,0.3
 TRANSPORTE PÚBLICO,0.47,0.55,-0.31,0.14,0.87,-0.85,0.08,0.16,0.29,0.19,0.24,1.05,0.1,-0.66,0.19,0.05,0.38
