"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - MAIO DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 SAL,       -,       -,       -,       -,       -,-0.77,0.2,0.99,       -,       -,2.22,       -,1.97,0.37,0,       -,0.84
 FERMENTO,       -,-2.69,       -,       -,       -,       -,       -,       -,       -,-0.57,       -,-0.03,       -,       -,       -,       -,-1.59
 MAIONESE,0.39,-1.39,-2.36,-1.58,-1.69,-0.53,-1.05,-0.06,       -,1.66,1.76,1.77,-0.74,-1.2,       -,       -,-0.73
 VINAGRE,       -,       -,       -,-1.77,       -,       -,0.88,       -,       -,       -,       -,       -,       -,       -,1.09,-1.3,-0.21
 CALDO CONCENTRADO,1.92,-0.56,1.19,-3.09,-0.51,-0.92,       -,1.39,0.91,       -,       -,0.88,       -,       -,       -,-1.75,0.03
 TEMPERO MISTO,       -,-0.23,0.93,0.04,5.46,-1.89,-0.26,-2.92,-1.94,-2.24,2.57,2.62,1.47,2.47,1.03,0.89,1.39
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.02,-0.22,0.15,0.66,-0.35,0.7,0.43,0.03,0.53,0.26,0.31,-0.36,0.36,1.26,1.67,0.44,0.03
 ALIMENTAÇÃO FORA DO DOMICÍLIO,-0.02,-0.22,0.15,0.66,-0.35,0.7,0.43,0.03,0.53,0.26,0.31,-0.36,0.36,1.26,1.67,0.44,0.03
 REFEIÇÃO,0.08,-0.24,0.57,0.6,-1.07,0.46,-0.14,-0.27,0.32,0.07,0.31,-0.28,0.51,-0.47,2.2,1.63,-0.26
 LANCHE,0.13,-0.47,-0.06,0.76,0.64,1.44,1.77,0.27,1.29,0.73,0.78,-0.33,-0.4,3.01,1.77,-0.42,0.56
 CAFÉ DA MANHÃ,1.68,-0.91,1.45,-0.27,2.49,-1.63,-0.78,       -,0.39,       -,       -,-1.05,       -,0.34,       -,0.12,1.15
 REFRIGERANTE E ÁGUA MINERAL,0.19,0.36,0.41,0.13,0.69,-0.24,1.2,-0.11,0.24,0.35,0.07,0.46,1.39,0.48,0.42,-2.77,0.45
 CAFEZINHO,-0.1,0.12,       -,       -,-0.43,       -,       -,       -,       -,       -,-0.12,       -,       -,       -,       -,       -,-0.27
 CERVEJA,-1.34,0.31,-1.67,1,0.68,0.24,-0.64,0.1,-0.38,1.75,-1.2,0.13,0.82,0.24,0.2,-1.03,0.05
 OUTRAS BEBIDAS ALCOÓLICAS,-1.12,       -,-0.04,-0.21,       -,0.02,0.87,1.35,1.94,       -,       -,-1.72,       -,       -,       -,0.8,0.19
 DOCES,-2.36,-0.19,0.23,1.64,1.92,0.8,-1.82,1.71,2.09,-2.22,0.88,-2.09,0.62,3.61,1.36,2.13,0.26
 HABITAÇÃO,0.3,0.93,0.69,1.57,1.36,0.69,0.56,1.65,1.64,0.66,0.7,0.28,2.11,1.59,0.5,1.18,0.98
 ENCARGOS E MANUTENÇÃO,0.38,0.43,0.1,0.11,1.06,0.62,-0.34,0.27,0.33,0.22,0.43,0.25,0.47,-0.11,0.31,0.14,0.52
 ALUGUEL E TAXAS,0.52,0.21,0.08,0.05,1.33,0.77,-0.46,0.31,0.4,0.24,0.41,0.13,0.42,-0.13,0.31,0.18,0.63
 ALUGUEL RESIDENCIAL,0.58,0.18,0.14,0.07,0.57,1.11,-0.7,0.43,1.22,0.33,0.53,0.12,0.6,-0.16,0.58,0.05,0.46
 CONDOMÍNIO,0.67,0.56,0.04,0.07,1.7,0.71,0.4,0.47,-0.12,0.27,1.02,0.31,0.28,-0.09,0.78,0.64,0.83
 TAXA DE ÁGUA E ESGOTO,0,0,0,0,3.15,0.18,0,0,0,0,0,0,0,0,0,0,0.82
 MUDANÇA,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.69,-1.94,       -,2.99,       -,-3.57,       -,0.37
 REPAROS,-0.16,0.52,0.1,0.03,0.29,0.27,-0.6,0.3,0.01,0.36,-0.01,0.39,0.4,-0.04,0.11,-0.2,0.17
 FERRAGENS,       -,       -,-0.56,       -,-0.16,       -,       -,-0.94,       -,0.39,-0.74,-0.07,       -,2.23,       -,       -,-0.29
 MATERIAL DE ELETRICIDADE,       -,-0.43,       -,       -,       -,       -,-4,       -,       -,2.76,       -,       -,       -,       -,       -,       -,0.22
 MATERIAL DE PINTURA,       -,       -,-1.53,       -,       -,       -,       -,       -,-0.19,       -,       -,1.55,1.12,-0.08,       -,       -,-0.89
 VIDRO,-4.38,       -,-1.3,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-2.99
 TINTA,1.25,2.88,-0.06,0,-0.21,2.03,-2.63,0.94,-0.44,-0.6,1.18,0.8,0.41,-0.72,3.09,-0.86,0.58
 REVESTIMENTO DE PISO E PAREDE,-3.01,-3.61,2.73,-0.31,0.78,2.47,-1.42,3,-0.15,3.52,-3.06,1.2,2.2,       -,-1.72,-1,0.16
 CIMENTO,-1.12,1.56,2.41,-1.38,2.97,1.44,-3.1,-2.24,-2.32,-0.69,-0.07,0.39,-0.82,-1.47,-1.85,0.25,0.37
 TIJOLO,       -,0.41,-1.02,0.97,0.38,-0.59,1.18,1.29,2.91,1.98,-0.47,2.87,       -,       -,1.97,       -,0.63
 MATERIAL HIDRÁULICO,       -,       -,-0.54,       -,0.64,       -,2.44,       -,2.75,-1.2,       -,0.48,       -,       -,-0.18,       -,0.35
 MÃO DE OBRA,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
 AREIA,0.26,       -,4.13,       -,       -,       -,       -,2.57,0.82,1.39,0.18,1.51,       -,       -,-0.24,       -,1.42
 TELHA,0.39,       -,-0.4,       -,       -,       -,0.1,1.35,-0.04,0.38,0.77,-2.06,       -,       -,       -,0.84,0.14
 ARTIGOS DE LIMPEZA,0.36,1.7,0.24,0.8,0.47,-0.02,0.47,-0.01,0.69,-0.32,1.66,0.63,0.85,-0.15,0.75,0.6,0.52
 ÁGUA SANITÁRIA,-0.54,       -,-0.62,1.8,1.2,2.77,3.84,0.33,-0.03,1.54,       -,       -,       -,-0.39,4.33,0.49,1.14
 DETERGENTE,1.76,0.26,-0.27,-0.51,-0.82,-0.65,0.36,-0.04,1.33,0.63,0.04,1.43,0.74,       -,       -,0.28,-0.02
 SABÃO EM PÓ,-0.19,3.19,0.97,1.57,1.81,-0.19,-0.76,1.12,2.05,-1.14,3.08,0.83,1.63,0.37,0.08,1.48,1.17
 DESINFETANTE,-0.46,0,-0.67,-0.42,       -,0.79,1.32,0.63,0.23,2.69,0.63,-1.55,1.17,-0.81,0.92,       -,0.29
 INSETICIDA,1.4,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,1.4
 SABÃO EM BARRA,-0.63,0.64,-2.43,0.84,-0.37,-1.25,0.34,-3.27,-2.46,-2.54,1.33,0.71,0.89,-0.47,1.18,-0.66,-0.77
 ESPONJA DE LIMPEZA,       -,-0.16,2.22,-2.27,-2.07,       -,2.67,1.94,       -,-1.07,0.48,0.27,0.32,-2.08,-2.3,       -,-0.23
 AMACIANTE,1.31,1.02,0.95,       -,-0.15,-0.09,0.89,1.28,-0.1,0.12,0.84,0.31,-0.48,0.24,       -,-0.02,0.33
 COMBUSTÍVEIS E ENERGIA,0.14,1.82,2.07,4.23,2.06,0.85,1.44,4.39,4.7,1.57,1.19,0.33,4.7,2.58,0.73,2.91,1.91
 COMBUSTÍVEIS (DOMÉSTICOS),-0.17,1.21,3.58,1.97,0.75,-0.16,1.97,0.14,2.02,0.87,2.29,0.3,0.95,0.93,-0.8,0.39,1.2
 CARVÃO VEGETAL,       -,-1.63,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-1.63
 GÁS DE BOTIJÃO,0.33,1.42,3.58,1.97,0.83,-0.16,1.97,0.14,2.02,0.95,2.29,0.3,0.95,0.93,-0.8,0.39,1.35
 GÁS ENCANADO,-1.57,       -,       -,       -,0,       -,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,-0.84
 ENERGIA ELÉTRICA RESIDENCIAL,0.23,2.02,1.45,5.37,2.48,1.11,1.22,7.32,6.35,1.8,0.75,0.34,6.05,3.18,1.45,4.17,2.18
 ENERGIA ELÉTRICA RESIDENCIAL,0.23,2.02,1.45,5.37,2.48,1.11,1.22,7.32,6.35,1.8,0.75,0.34,6.05,3.18,1.45,4.17,2.18
 ARTIGOS DE RESIDÊNCIA,-0.23,0.67,0.49,0.42,-0.6,0.52,0.23,-0.78,-0.27,-0.71,0.31,-0.14,0.39,0.36,-0.69,0.14,-0.1
 MÓVEIS E UTENSÍLIOS,0.36,0.94,0.46,0.26,-0.68,1.07,0.01,-0.93,-0.35,-0.59,-0.05,0.02,0.39,0.41,-0.63,0.39,-0.04
 MOBILIÁRIO,0.26,1.27,0.35,0.93,-1.05,1.1,0.13,-0.81,-0.52,-0.82,0.19,0.46,0.19,0.28,-1.63,0.64,-0.12
 MÓVEL PARA SALA,0.01,2.25,0.61,1.44,-3.4,0.33,-1.62,0.42,-1.46,-1.73,0.45,1.74,0.74,-1.79,-3.07,1.75,-0.62
 MÓVEL PARA QUARTO,0.4,0.88,0.82,1.27,-0.11,2.35,1.7,0.02,1.17,-0.71,1.07,-0.22,0.98,0.91,-1.14,0.47,0.41
 MÓVEL PARA COPA E COZINHA,-0.34,1.08,0.46,-1.18,1.36,1.85,-1.04,-2.55,0.46,0.26,-0.94,-0.58,-1.26,0.35,1.51,-3.43,0.36
 MÓVEL INFANTIL,       -,       -,       -,1.63,       -,       -,-0.04,-3.54,       -,       -,1.58,       -,       -,0.27,       -,-0.03,-0.42
 COLCHÃO,1.67,-0.74,-3.32,0.32,-0.3,1.53,-0.53,-3.3,-0.45,-0.19,-1.85,0.28,-3.2,2.81,-3.16,2.31,-0.65
 UTENSÍLIOS E ENFEITES,0.34,0.8,0.22,-0.36,-0.05,0.68,-0.43,-2.56,0.46,0.03,0.27,-0.27,0.69,0.5,-0.19,-0.73,0.09
 TAPETE,-1.46,0.57,0.19,-0.2,-0.44,1.39,-1.16,       -,1.86,-1.3,0.86,-1.5,1.8,-4.93,0.05,       -,-0.02
 CORTINA,1.08,1.94,1.23,-0.02,-0.01,-0.45,-1.47,-2.41,-1.35,-0.03,1.34,-1.16,-0.04,-0.05,-0.76,1.95,0.43
 UTENSÍLIOS DE METAL,1.91,-1.39,-0.21,1.81,0.39,-0.69,-0.69,-2.5,2.35,-1.44,0.37,-1.21,0.59,1.8,-2.45,-2.14,0.04
 UTENSÍLIOS DE VIDRO E LOUÇA,1.28,0.24,-0.28,1.31,-0.9,-0.24,-0.71,-4.04,-1.83,1.11,-4.43,1.22,-2.65,-1.62,0.23,0.2,-0.39
 UTENSÍLIOS DE PLÁSTICO,-1.6,-0.47,       -,1.84,-2.24,-1.91,0.35,-0.96,-0.99,2.68,1.91,0.15,1.57,-0.45,-1.02,-0.51,-0.8
 FLORES NATURAIS,       -,6.5,       -,       -,1.02,       -,       -,       -,2.65,1.11,       -,       -,3.05,       -,       -,       -,2.11
 UTENSÍLIOS DIVERSOS,0.16,0.53,-0.2,-3.25,0.42,2.44,-0.18,-3.14,-0.52,0.87,0.33,1.61,0.72,1.16,1.23,-0.91,0.09
" CAMA, MESA E BANHO",0.98,0.14,1.37,-1.09,-0.51,1.69,0.26,0.91,-0.89,-0.76,-1.27,-1.2,0.84,0.69,2.17,1.03,0.06
 ROUPA DE CAMA,0.16,-0.05,2.47,-1.62,-1.41,1.69,0.33,0.93,-1.91,-1.28,-1.27,-1.79,2.27,0.42,2.55,0.74,-0.15
 ROUPA DE BANHO,2.8,0.72,-1.66,0.15,1.26,       -,-0.06,0.88,3.28,0.79,       -,0.36,-2.74,1.49,1.2,1.61,0.68
 APARELHOS ELETROELETRÔNICOS,-0.76,0.61,0.61,0.66,-1.12,-0.12,0.34,-0.61,-0.42,-1.23,1.25,-0.27,0.03,0.48,-1.07,-0.34,-0.33
 ELETRODOMÉSTICOS E EQUIPAMENTOS,0.07,1.25,1.46,0.8,-1.15,1.08,0.51,0.2,1.34,-0.74,1.49,0.67,1.07,1.12,-1.11,0.74,0.19
 REFRIGERADOR,-0.48,0.65,2.94,2.26,-1.92,2.22,0.58,1.19,2.63,-0.61,3.51,0.65,2.83,1.35,-0.46,1.16,0.55
 AR-CONDICIONADO,1.69,2.17,       -,1.92,       -,       -,3.93,       -,       -,0.19,       -,0.91,1.16,1.37,-3.19,1.5,1.71
 MÁQUINA DE LAVAR ROUPA,0.97,3.47,1.23,-2.89,0.27,-0.7,-1.97,-0.97,0.15,-0.62,-0.61,1.12,-2.09,1.32,-2.55,1.37,0.32
 LIQUIDIFICADOR,       -,       -,       -,       -,       -,       -,0.51,       -,       -,       -,       -,       -,       -,0.34,       -,       -,0.49
 VENTILADOR,-0.44,       -,       -,-3.47,       -,       -,2.76,-3.31,       -,       -,       -,       -,-1.9,-2.5,-1.78,-2.34,-0.85
 FOGÃO,-0.18,-0.81,-2.34,1.26,-1.95,-0.34,-0.43,-0.16,-1.1,-2.02,0.28,0.05,-0.83,2,0.02,-0.18,-0.99
 CHUVEIRO ELÉTRICO,       -,-0.16,       -,       -,-0.4,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,-0.33
 FORNO DE MICRO-ONDAS,       -,2.85,2.33,       -,-0.51,       -,       -,       -,       -,0.02,-2.67,       -,       -,       -,       -,       -,0.33
" TV, SOM E INFORMÁTICA",-1.96,-0.7,-0.71,0.42,-1.05,-1.84,-0.03,-1.82,-2.97,-2.26,0.86,-1.74,-1.93,-0.73,-1,-2.23,-1.21
 TELEVISOR,-3,-0.54,-2.6,-0.71,-3.26,-2.12,0.96,-6.72,-1.85,-2.7,-1.65,-1.45,-2.75,-0.93,-1.43,-7.42,-2.46
 APARELHO DE SOM,-2.63,-2.25,2.43,-0.1,-1.29,-2.11,-0.09,0.98,-0.38,-2.63,2.25,-0.35,1.06,1.62,-0.08,2.19,-0.9
 APARELHO DE DVD,-0.75,-1.14,2.82,0.14,3.45,-1.34,0.15,0.16,-2.83,-1.78,2.94,0.17,0.18,2.52,1.77,-1.37,0.87
 ANTENA,       -,       -,       -,0.42,       -,       -,-0.03,-1.82,       -,       -,1.7,       -,       -,-5.24,       -,-4.47,-0.43
 MICROCOMPUTADOR,-1.32,-0.16,-0.96,1.35,-0.63,-1.72,-0.83,-0.15,-3.89,-2.04,1.23,-2.35,-2.32,-1.14,-1.86,0.26,-1.06
 CONSERTOS E MANUTENÇÃO,-0.65,-0.4,0.16,0.21,1.67,-0.46,0.89,-0.73,1.36,0.81,-1.21,-0.82,1.62,-0.89,0.36,0.64,0.52
 CONSERTOS E MANUTENÇÃO,-0.65,-0.4,0.16,0.21,1.67,-0.46,0.89,-0.73,1.36,0.81,-1.21,-0.82,1.62,-0.89,0.36,0.64,0.52
 CONSERTO DE REFRIGERADOR,0.11,-0.72,-1.95,0.11,5.05,-2.67,0.12,       -,1.38,1.04,1.21,-2.72,-0.32,0.66,1.19,-0.58,1.24
 CONSERTO DE TELEVISOR,0.18,-0.11,1.12,0.49,-0.49,0,3.75,-0.79,0.83,0,-0.4,-0.84,0,-1.69,-0.41,1.3,0.21
 CONSERTO DE APARELHO DE SOM,       -,       -,0,       -,       -,       -,       -,       -,2.68,       -,       -,       -,       -,-6.14,-1.22,       -,0.2
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,-0.37,-0.47,       -,0.42,1.83,-0.76,-1.07,       -,       -,0.46,       -,       -,0.06,       -,       -,       -,0.72
 REFORMA DE ESTOFADO,-1.64,0.01,0.67,0,0.64,0.7,0.28,-0.71,1.41,1.07,-2.22,0,4,-0.79,0.71,0.47,0.15
 MANUTENÇÃO DE MICROCOMPUTADOR,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.33,-0.15,       -,       -,1.35,0.34
 VESTUÁRIO,0.73,0.96,0.22,0.37,-0.5,0.95,0.24,0.11,1.21,1.18,0.62,1.34,0.89,1.21,-1.2,1.74,0.34
 ROUPAS,0.23,0.85,-0.09,0.51,-1.03,1.64,0.83,0.51,1.81,1.25,0.64,1.58,0.58,1.38,-1.58,2.07,0.22
 ROUPA MASCULINA,-0.24,0.07,-0.17,1.18,-1.86,1.68,1.34,-0.47,1.77,1.38,1.37,1.79,0.21,1.63,-2.97,1.53,-0.1
 CALÇA COMPRIDA MASCULINA,1.11,-2.98,-0.52,2.09,-1.25,1.76,3.75,-2.68,-0.04,2.57,1.75,2.72,0.34,2.96,-3.26,3.08,0.02
 TERNO,-2.54,-1.3,2.14,-1.6,       -,       -,       -,       -,       -,1.86,1.15,-2.77,       -,       -,       -,       -,0.24
 AGASALHO MASCULINO,       -,4.75,0.52,       -,3.52,0.77,       -,       -,       -,-0.28,       -,1.79,2.21,       -,       -,       -,2.37
 SHORT E BERMUDA MASCULINA,-0.01,0.19,0.49,0.14,-2.44,3.53,3.31,0.54,3.79,1.91,0.79,2.02,-0.94,2.31,-3.23,2.84,0.51
 CUECA,       -,-0.68,       -,2.19,       -,       -,-1.19,-0.98,2.49,       -,       -,       -,       -,-0.32,-2.46,       -,0.1
 CAMISA / CAMISETA MASCULINA,-0.59,1.17,-1.02,1.32,-2.75,1.35,-1.31,0.35,1.74,0.56,1.14,1.81,0.18,0.56,-2.69,-0.03,-0.72
 ROUPA FEMININA,0.35,1.82,-0.06,-0.14,-0.99,1.97,0.6,1.17,1.91,1.88,0.37,1.85,0.76,1.66,-0.7,3.33,0.41
 CALÇA COMPRIDA FEMININA,1.79,2.2,-0.2,0.76,1.27,1.56,1.28,1.42,2.55,0.47,1.04,-0.71,2.02,1.41,-2.32,3.94,1.1
 AGASALHO FEMININO,       -,3.8,-2.23,       -,3.49,       -,       -,       -,       -,-0.74,       -,       -,0.76,       -,       -,       -,1.9
 SAIA,       -,       -,       -,0.16,       -,       -,0.75,1.43,-1.26,       -,2.03,2.15,       -,0.05,-1.43,1.51,0.28
 VESTIDO,0.4,2.94,-0.84,-1.77,-2.32,2.58,-3.19,2.22,2.45,3.81,2.02,2.28,0.08,3.71,0.85,3.05,0.03
 BLUSA,-0.7,1.16,0.02,-0.44,-3.26,2.03,2.55,1.59,2.71,3.2,-0.95,3.98,0.34,2.08,-0.33,3.87,-0.14
 LINGERIE,1.25,0.06,1.7,-0.76,1.25,2.18,-2.24,0.67,0.93,2.14,-0.08,0.1,-0.07,2.11,0.16,-0.16,0.81
 BERMUDA E SHORT FEMININO,-0.33,-0.67,2.52,1.54,       -,2.01,0.92,-2.67,-0.86,-0.71,-2.09,-2.36,0.61,-1.51,0.43,2.63,-0.06
 ROUPA INFANTIL,0.9,0.1,-0.04,0.58,0.75,0.71,0.35,0.57,1.66,-0.43,-0.09,0.37,0.9,0.26,-1.08,0.18,0.43
 UNIFORME ESCOLAR,0.63,       -,       -,       -,1.49,       -,0.16,       -,-0.71,0.36,       -,       -,       -,-0.99,-2.38,       -,0.58
 CALÇA COMPRIDA INFANTIL,1.12,0.98,1.75,2.3,-3.22,-1.43,2.26,0.4,-1.69,-0.23,1.54,1.13,0.35,0.73,-0.01,0.43,-0.36
 AGASALHO INFANTIL,       -,3.98,-0.11,       -,3.73,1.89,       -,       -,       -,3.45,       -,0.37,0.9,       -,       -,       -,2.89
 VESTIDO INFANTIL,-2.3,       -,-0.61,-2.95,1.63,-1.77,0.68,0.74,1.84,1.41,0.1,1.62,-2.01,-0.1,2.38,0.57,0.44
 BERMUDA E SHORT INFANTIL,-0.64,-0.73,0.15,1.09,-1.48,1.11,1.29,-0.82,0.97,-1.22,3.93,1.91,2.5,0.24,1.63,0.6,0.09
 CAMISA / CAMISETA INFANTIL,2.18,-1.64,-0.45,2.18,2.48,2.31,-2.01,0.22,3.37,-1.55,-2.64,-1.1,1.03,0.12,-2.84,-0.62,0.65
 CONJUNTO INFANTIL,       -,       -,-2.11,-2.76,1.11,0.45,1.75,2.64,       -,       -,-3.14,0.17,       -,1.2,-3.23,1,-0.16
 CALÇADOS E ACESSÓRIOS,1.62,1.36,0.76,-0.27,0.05,-1.03,-1.03,-0.93,0.2,0.54,1.02,0.97,1.88,0.09,-0.34,1.06,0.41
 CALÇADOS E ACESSÓRIOS,1.62,1.36,0.76,-0.27,0.05,-1.03,-1.03,-0.93,0.2,0.54,1.02,0.97,1.88,0.09,-0.34,1.06,0.41
 SAPATO MASCULINO,-0.17,1.01,0.17,2.16,2.95,0.71,2.14,1.28,-1.3,1.14,1.08,0.99,2.62,0.87,0.45,-0.61,1.34
 SAPATO FEMININO,2.92,1.4,0,-0.96,-0.67,2.61,-1.22,-0.83,2.26,0.26,2.11,2.22,3.28,-2.55,-1.7,0.99,0.5
 SAPATO INFANTIL,       -,       -,       -,-2.99,       -,       -,-1.12,       -,-0.04,       -,       -,       -,       -,-1.8,       -,2.65,-1.06
 SANDÁLIA / CHINELO MASCULINO,       -,       -,       -,-2.74,       -,       -,0.18,       -,1.73,       -,       -,       -,       -,-0.42,2.2,1.85,-0.02
 SANDÁLIA / CHINELO FEMININO,1.47,-0.35,0.21,0.96,-0.58,0.13,-1.64,-0.96,-0.6,2,2.75,0.12,-0.28,3.18,3.15,1.5,0.2
 SANDÁLIA / CHINELO INFANTIL,       -,       -,       -,-2.65,       -,-1.79,-0.35,-2.12,0.52,       -,2.8,3.38,1.92,-1.24,-4.15,0.43,-0.55
 BOLSA,1.55,2.24,1.62,-2.53,-1.72,-2.69,-0.58,-2.27,1.48,-2.55,-0.68,-2.39,1.5,-1.85,-0.71,0.55,-0.51
 TÊNIS,1.53,1.53,1.52,0.62,0.4,-2.48,-2.83,-0.94,0.18,0.75,-0.45,1.81,2.1,0.41,-2.66,1.46,0.58
 JOIAS E BIJUTERIAS,2.09,0.19,0.89,2.57,2.89,1.46,0.07,-1.8,-0.76,3.86,-1.39,0.7,-1.46,3.05,-1.29,1.17,1.33
 JOIAS E BIJUTERIAS,2.09,0.19,0.89,2.57,2.89,1.46,0.07,-1.8,-0.76,3.86,-1.39,0.7,-1.46,3.05,-1.29,1.17,1.33
 BIJUTERIA,-0.98,0.03,-2.93,2.54,2.66,-1.5,-3.4,-5.13,-3.45,1.99,1.71,2.15,0.13,2.71,-3.21,0.44,-0.14
 JOIA,3.59,0.3,3.57,4.52,3.13,2.84,2.34,       -,2.07,4.78,-3.58,-0.09,-2.62,3.02,0.2,       -,2.5
 RELÓGIO DE PULSO,       -,       -,       -,-0.05,       -,       -,1.41,1.77,       -,       -,       -,       -,       -,3.76,-1.64,3.33,0.82
 TECIDOS E ARMARINHO,-0.46,-0.18,0.43,-1.41,0.54,-0.88,-0.72,1.29,1.89,-0.09,-1.37,0.38,1.25,-1.56,2.29,-0.13,0.2
 TECIDOS E ARMARINHO,-0.46,-0.18,0.43,-1.41,0.54,-0.88,-0.72,1.29,1.89,-0.09,-1.37,0.38,1.25,-1.56,2.29,-0.13,0.2
 TECIDO,-0.48,-1.84,0.19,-1.41,-1.14,-1.95,0.52,1.39,2.69,-0.04,-1.37,0.64,-0.21,-1.86,2.29,-0.67,-0.04
 ARTIGOS DE ARMARINHO,       -,1.43,0.81,       -,2.02,0.74,-2.44,       -,       -,-0.23,-1.37,-0.1,3.82,       -,       -,       -,0.64
 ACORTINADO (MOSQUITEIRO),-0.42,-0.52,       -,       -,1.28,       -,       -,1.05,-1.98,       -,       -,       -,       -,0,       -,1.45,0.51
 TRANSPORTES,-0.69,0.04,0.53,1.27,-0.31,-0.75,0.57,0.71,0.65,-0.73,2.67,-0.03,1.14,0.66,1.37,0.86,0.07
 TRANSPORTES,-0.69,0.04,0.53,1.27,-0.31,-0.75,0.57,0.71,0.65,-0.73,2.67,-0.03,1.14,0.66,1.37,0.86,0.07
 TRANSPORTE PÚBLICO,-2.57,-1.47,-1.3,-0.95,-2.66,-5.11,-1.12,-0.26,0.04,-2.99,1.04,-4.85,-1.79,-0.95,-0.76,-0.93,-1.99
 ÔNIBUS URBANO,0,0,0,0,0,0,0,0,0.75,0,4.62,0,0,0,0,0,0.18
 TÁXI,0,0,0,0,0,       -,0,0,0,0,0,0,0,0,0,0,0.0
 TREM,0,0,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.0
 ÔNIBUS INTERMUNICIPAL,0,0,0.05,0,-0.22,       -,0,1.78,3.39,0,0.84,-0.01,0,0,0.23,0,0.45
 ÔNIBUS INTERESTADUAL,0.07,-0.82,-0.56,-0.05,-2.5,-1.51,0,-0.89,1.06,1.34,-0.63,-0.51,-3.31,0.08,0.57,0.27,-0.75
 PASSAGEM AÉREA,-25.43,-24.24,-24.98,-19.42,-24.51,-12.74,-17.41,-17.95,-18.81,-22.32,-19.95,-24.9,-12.73,-5.45,-18.82,-9.79,-21.82
 METRÔ,0.66,       -,       -,       -,0,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.17
 TRANSPORTE HIDROVIÁRIO,       -,       -,       -,       -,       -,       -,0.2,       -,       -,       -,       -,       -,       -,       -,       -,       -,0.2
 TRANSPORTE ESCOLAR,       -,-2.01,1.4,0,-1.06,0,       -,       -,0,-2.97,       -,0,       -,       -,       -,0,-0.53
 VEÍCULO PRÓPRIO,-0.37,0.25,-0.07,0.56,-0.1,-0.27,0.93,0.95,0.6,-0.67,-0.51,-0.3,0.06,0.32,-0.34,0.81,-0.05
 AUTOMÓVEL NOVO,-1.36,0.03,-0.29,0.5,-0.14,-1.07,0.51,1.3,0.29,0.38,-0.57,-0.69,-0.71,-0.77,-1.42,1.07,-0.19
 EMPLACAMENTO E LICENÇA,0.38,0.38,0.38,0.32,0.39,0.34,0.38,0.47,0.4,0.35,0.27,0.36,0.38,0.36,0.5,0.45,0.38
 SEGURO VOLUNTÁRIO DE VEÍCULO,2.99,4.4,0.06,-2.03,0.04,-0.12,       -,0.62,1.96,-1.6,-5.09,1.48,0.07,       -,-0.34,0.81,0.54
 MULTA,       -,       -,       -,       -,0,0,       -,       -,       -,0,0,       -,       -,       -,       -,0,0.0
 ÓLEO LUBRIFICANTE,1.65,0.19,-1.59,-0.12,0.32,0.65,1.33,-0.58,-0.8,-1.14,-0.1,       -,-1.38,-0.03,0.44,0.96,0.02
 ACESSÓRIOS E PEÇAS,0.31,1.57,0.71,-1.77,-0.38,1.07,-2.28,-0.02,-0.05,-1.59,-0.56,-1.26,0.83,0.79,-0.69,1.3,-0.18
 PNEU,3.33,-0.21,-0.46,2.67,1.77,1.76,1.87,-2.58,0.43,1.79,-1.37,0,-1.26,-1.1,-0.51,1.13,0.89
 CONSERTO DE AUTOMÓVEL,-0.45,-0.51,0.12,1.77,-0.19,-0.84,1.67,1.63,1.27,-1.91,-0.81,-0.91,0.83,-0.86,-0.38,0.81,-0.16
 ESTACIONAMENTO,-0.12,0.04,0.14,       -,1.59,       -,       -,-1.1,       -,       -,       -,       -,       -,       -,       -,       -,0.49
 PEDÁGIO,0,0,       -,       -,0,       -,       -,       -,       -,-8.35,       -,0,       -,       -,       -,       -,-1.18
 LUBRIFICAÇÃO E LAVAGEM,       -,       -,       -,1.1,1.48,       -,       -,       -,       -,-0.63,       -,       -,-2.42,-0.13,-1.84,       -,0.86
 AUTOMÓVEL USADO,-0.93,0.19,-0.44,       -,-0.92,2.43,1.73,0.61,0.35,-0.91,-0.59,1.69,-2.13,0.32,       -,0.86,-0.42
 PINTURA DE VEÍCULO,       -,       -,       -,0.02,-0.9,-1.43,       -,       -,0.83,0.28,       -,1.47,       -,       -,       -,-0.87,-0.48
