"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - FEVEREIRO DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 PEPINO EM CONSERVA,0.0,-1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.69,0.0,0.0,0.0,-0.41
 SARDINHA EM CONSERVA,1.79,0.23,-2.24,-1.26,-0.77,0.0,0.19,0.65,0.75,-1.63,0.17,-2.1,-0.37,-0.77,0.23,-0.38,-0.42
 SALSICHA EM CONSERVA,0.0,0.0,0.0,0.84,0.0,0.43,1.47,0.42,0.0,0.0,0.0,0.0,0.0,2.19,0.0,-0.27,0.96
 CARNE EM CONSERVA,0.0,0.0,0.0,0.17,0.0,0.0,-0.26,1.03,0.0,0.0,0.0,0.0,0.0,2.95,2.91,0.09,0.34
 PATÊ,2.22,-0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74
 SOPA DESIDRATADA,0.0,0.4,0.96,0.0,0.35,0.11,0.0,0.0,0.0,0.0,0.44,0.16,0.0,0.69,0.0,0.0,0.49
 AZEITONA,0.96,0.0,-2.22,1.46,-0.65,4.83,0.47,0.0,2.09,0.17,-0.75,1.26,2.59,0.0,0.0,0.0,-0.25
 MILHO-VERDE EM CONSERVA,0.08,0.39,-0.21,-0.65,1.15,-2.48,-0.33,0.93,3.83,0.07,3.01,2.57,0.87,0.59,1.38,-2.46,0.6
 ATUM EM CONSERVA,0.27,1.6,1.02,0.0,-1.24,2.62,0.0,0.86,4.17,-1.59,0.0,0.0,0.0,0.0,0.0,0.0,-0.04
 SAL E CONDIMENTOS,1.23,1.27,0.5,1.84,0.58,0.37,-0.53,0.62,-0.74,0.52,0.49,1.76,2.02,-0.31,0.56,1.44,0.62
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26
 ATOMATADO,1.17,1.45,-0.31,2.34,-0.75,0.55,0.42,0.01,2.47,2.33,0.55,0.1,-1.41,1.3,-2.89,0.54,0.42
 ALHO,1.4,0.0,2.23,3.55,2.66,-0.03,-2.75,2.54,-6.55,-2.08,0.38,3.71,12.87,-0.22,1.38,4.01,1.07
 SAL,0.0,0.0,0.0,0.0,0.0,-3.34,0.75,-2.04,0.0,0.0,0.71,0.0,-0.44,-1.69,0.33,0.0,-0.24
 FERMENTO,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.61,0.0,4.58,0.0,0.0,0.0,0.0,0.11
 MAIONESE,-0.01,2.33,-0.26,3.1,-0.76,1.19,-3.9,0.67,0.0,0.07,0.8,-0.18,0.87,0.8,0.0,0.0,0.11
 VINAGRE,0.0,0.0,0.0,0.17,0.0,0.0,-2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47,-1.45,-0.53
 CALDO CONCENTRADO,3.18,2.28,0.06,-0.72,1.74,-0.95,0.0,-0.82,-1.67,0.0,0.0,0.1,0.0,0.0,0.0,0.39,0.89
 TEMPERO MISTO,0.0,-0.32,0.91,1.8,1.91,1.5,2.73,-0.38,-0.88,0.33,0.27,-0.09,0.3,-0.09,2.36,3.98,1.1
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.24,-0.53,0.26,0.47,-0.55,0.15,0.85,0.98,-0.31,0.47,0.67,-0.28,0.77,-0.16,0.65,-0.52,-0.04
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.24,-0.53,0.26,0.47,-0.55,0.15,0.85,0.98,-0.31,0.47,0.67,-0.28,0.77,-0.16,0.65,-0.52,-0.04
 REFEIÇÃO,0.28,-0.88,0.41,-0.22,-0.92,0.23,1.63,1.36,-0.41,0.61,0.28,-0.33,0.06,-0.28,-0.01,0.32,-0.22
 LANCHE,-0.16,-0.62,0.38,0.76,-0.36,-0.07,-0.12,0.1,-0.29,-0.6,1.65,0.0,1.18,-0.2,1.81,-0.77,-0.06
 CAFÉ DA MANHÃ,-0.43,-1.02,1.44,2.53,-1.55,-0.69,0.47,0.0,-0.91,0.0,0.0,-1.6,0.0,3.22,0.0,-0.57,-0.58
 REFRIGERANTE E ÁGUA MINERAL,1.7,-1.06,0.86,0.53,0.72,-0.39,0.57,-0.14,-1.92,1.17,0.77,2.06,1.25,-2.19,0.64,0.03,0.48
 CAFEZINHO,-0.07,5.34,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,0.0,0.0,0.0,1.84
 CERVEJA,1.2,0.63,-1.51,2.16,0.66,2.28,1.32,2.95,0.66,2.04,0.11,-2.23,2.69,-0.64,0.32,-2.29,0.74
 OUTRAS BEBIDAS ALCOÓLICAS,-2.56,0.0,0.74,0.16,0.0,-0.96,-1.77,0.29,0.95,0.0,0.0,2.0,0.0,0.0,0.0,-0.82,-0.34
 DOCES,0.0,2.64,0.12,1.05,0.06,-0.97,1.62,-1.22,-1.57,0.46,-0.05,-0.53,1.69,2.24,0.62,-2.18,0.34
 HABITAÇÃO,0.49,0.32,0.48,-0.04,0.33,0.24,1.74,0.98,0.37,-0.44,0.23,2.1,-0.18,6.37,-0.65,-0.57,0.38
 ENCARGOS E MANUTENÇÃO,0.52,-0.08,0.19,0.13,0.22,-0.12,0.92,0.84,0.07,-0.03,0.15,0.2,-0.3,0.2,0.03,0.11,0.21
 ALUGUEL E TAXAS,0.66,-0.25,0.42,0.02,0.1,-0.12,1.57,1.11,0.25,-0.17,0.14,0.36,-0.29,0.82,-0.1,0.34,0.23
 ALUGUEL RESIDENCIAL,0.61,-0.18,-0.02,0.03,0.05,-0.01,2.1,1.89,0.8,-0.04,0.56,0.36,-0.82,1.12,-0.86,0.16,0.25
 CONDOMÍNIO,1.06,-0.76,2.64,0.0,0.31,-0.44,0.49,0.05,-0.1,-0.57,-0.72,0.78,0.04,-0.38,1.2,1.09,0.43
 TAXA DE ÁGUA E ESGOTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.01
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.04,-0.92,0.0,-1.97,0.0,1.87,0.0,-1.83
 REPAROS,0.11,0.19,-0.08,0.24,0.29,0.14,0.04,0.19,-0.07,-0.23,0.2,0.1,0.32,-0.42,-0.25,-0.27,0.09
 FERRAGENS,0.0,0.0,-0.12,0.0,0.87,0.0,0.0,2.74,0.0,-0.56,-0.43,0.11,0.0,-1.88,0.0,0.0,0.48
 MATERIAL DE ELETRICIDADE,0.0,-1.41,0.0,0.0,0.0,0.0,-1.52,0.0,0.0,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,-0.94
 MATERIAL DE PINTURA,0.0,0.0,-2.58,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,1.4,2.24,-2.02,0.0,0.0,-1.59
 VIDRO,0.91,0.0,-2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.61
 TINTA,0.62,1.39,0.01,0.75,0.63,-0.72,0.37,-2.24,0.64,-4.42,-0.45,0.83,1.23,1.61,-1.42,-0.1,0.16
 REVESTIMENTO DE PISO E PAREDE,-3.86,-0.11,-0.27,-0.03,-1.26,2.51,4.85,2.67,-2.97,2.52,3.59,-4.0,-0.96,0.0,-0.8,-2.1,-0.58
 CIMENTO,2.28,-2.18,-0.94,-0.29,1.32,0.68,0.31,0.6,0.55,-2.12,1.45,0.1,-0.86,-1.18,2.27,-1.08,0.33
 TIJOLO,0.0,1.31,2.03,0.79,1.66,0.0,-2.15,0.53,1.14,1.12,0.91,0.25,0.0,0.0,-2.64,0.0,0.87
 MATERIAL HIDRÁULICO,0.0,0.0,1.55,0.0,2.0,0.0,-3.45,0.0,2.28,-1.72,0.0,0.43,0.0,0.0,1.15,0.0,1.14
 MÃO DE OBRA,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
 AREIA,-1.0,0.0,0.56,0.0,0.0,0.0,0.0,0.06,0.0,-0.37,-0.72,5.42,0.0,0.0,-2.03,0.0,-0.22
 TELHA,-0.05,0.0,-0.59,0.0,0.0,0.0,-3.26,-1.67,0.43,1.27,-0.86,1.89,0.0,0.0,0.0,0.66,-0.13
 ARTIGOS DE LIMPEZA,0.12,0.21,-0.67,0.9,1.11,-0.89,0.37,0.32,-0.95,1.66,0.13,-0.76,-1.12,-0.44,1.36,-0.47,0.41
 ÁGUA SANITÁRIA,-2.63,0.0,0.68,1.4,1.08,-0.14,0.23,-1.18,-0.92,-2.48,0.0,0.0,0.0,-2.2,-0.62,1.35,0.03
 DETERGENTE,1.16,2.06,-0.72,1.42,2.18,1.67,0.39,-0.53,0.55,0.22,-0.53,-1.05,-1.01,0.0,0.0,0.36,1.13
 SABÃO EM PÓ,-1.24,-0.6,-1.1,2.38,1.64,-1.31,1.6,0.19,-1.01,5.45,-0.15,-1.35,0.27,0.23,4.04,-0.73,0.79
 DESINFETANTE,-0.54,-3.33,-0.55,0.6,0.0,-3.63,1.44,1.02,-2.13,3.56,1.1,-1.25,-3.99,-0.46,1.31,0.0,-0.49
 INSETICIDA,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05
 SABÃO EM BARRA,1.66,2.98,-2.97,-1.62,-0.3,-2.4,-2.94,1.52,-2.52,0.52,0.65,1.99,-0.91,-1.69,-1.34,-1.07,-0.7
 ESPONJA DE LIMPEZA,0.0,-2.56,2.14,1.62,-4.16,0.0,-1.11,0.76,0.0,-0.96,0.66,-0.98,-2.66,2.43,-1.52,0.0,-1.4
 AMACIANTE,3.39,1.54,-0.1,0.0,1.2,0.17,0.35,-1.08,1.04,-0.99,0.11,-0.83,-2.07,-2.09,0.0,-0.7,0.68
 COMBUSTÍVEIS E ENERGIA,0.42,1.04,1.13,-0.34,0.6,1.2,2.54,1.25,1.1,-1.3,0.36,5.46,0.01,10.3,-1.43,-1.69,0.71
 COMBUSTÍVEIS (DOMÉSTICOS),-0.02,-0.32,-0.72,-3.61,0.59,-1.16,-0.15,0.97,-0.61,-1.02,-2.09,0.37,-0.52,-0.76,-3.05,-0.39,-0.45
 CARVÃO VEGETAL,0.0,-1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.68
 GÁS DE BOTIJÃO,-0.25,-0.22,-0.72,-3.61,-0.31,-1.16,-0.15,0.97,-0.61,-1.1,-2.09,0.37,-0.52,-0.76,-3.05,-0.39,-0.72
 GÁS ENCANADO,0.63,0.0,0.0,0.0,10.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11
 ENERGIA ELÉTRICA RESIDENCIAL,0.57,1.5,1.87,1.39,0.6,1.84,3.7,1.44,2.21,-1.39,1.34,7.12,0.22,14.99,-0.66,-2.35,1.14
 ENERGIA ELÉTRICA RESIDENCIAL,0.57,1.5,1.87,1.39,0.6,1.84,3.7,1.44,2.21,-1.39,1.34,7.12,0.22,14.99,-0.66,-2.35,1.14
 ARTIGOS DE RESIDÊNCIA,0.13,0.2,-0.08,-0.27,0.14,0.49,0.58,1.29,-0.01,0.42,0.91,0.46,-0.19,0.28,-0.41,0.54,0.2
 MÓVEIS E UTENSÍLIOS,-0.14,-0.2,0.09,-0.9,0.27,0.59,-0.32,1.34,-0.1,-0.05,0.76,0.2,0.6,-0.01,-0.29,-0.15,0.07
 MOBILIÁRIO,-0.46,-0.32,-0.46,-0.7,0.39,0.95,-0.82,1.92,-0.18,-0.12,0.89,-0.37,0.4,-0.22,-0.72,-0.55,-0.03
 MÓVEL PARA SALA,-1.25,-0.16,-1.07,-2.51,-0.66,1.62,-1.93,1.81,-0.21,-0.89,-0.05,-0.31,0.58,-2.14,-1.33,-1.3,-0.69
 MÓVEL PARA QUARTO,0.25,-0.29,0.03,0.44,1.13,-0.17,-1.33,1.71,-0.29,0.27,2.84,-0.09,0.11,-0.22,-0.25,-0.87,0.4
 MÓVEL PARA COPA E COZINHA,2.51,-0.29,-0.23,1.9,1.64,1.47,0.63,2.32,-0.54,-0.16,0.08,-0.98,0.85,1.87,-0.96,0.45,0.65
 MÓVEL INFANTIL,0.0,0.0,0.0,2.91,0.0,0.0,1.66,1.76,0.0,0.0,-1.94,0.0,0.0,1.79,0.0,1.22,1.36
 COLCHÃO,-1.14,-1.49,0.91,0.39,-0.85,-0.03,0.42,2.45,0.64,1.31,3.0,-1.9,0.07,1.14,0.43,1.5,0.07
 UTENSÍLIOS E ENFEITES,1.81,0.52,0.68,-0.41,0.75,-0.54,0.06,0.26,0.46,0.14,1.4,1.12,1.21,0.87,0.67,1.06,0.63
 TAPETE,1.74,1.36,0.67,0.7,3.73,-2.72,0.83,0.0,1.43,-1.56,3.46,0.84,0.85,-0.29,0.86,0.0,1.24
 CORTINA,-2.34,-1.06,1.29,-1.03,0.17,-1.39,0.28,1.74,-0.53,1.58,0.67,3.08,1.58,0.58,0.27,-0.44,0.24
 UTENSÍLIOS DE METAL,1.46,1.82,1.04,0.21,-2.1,0.5,-1.79,-1.78,2.92,-0.94,2.05,-1.23,3.9,-0.35,1.52,3.6,-0.16
 UTENSÍLIOS DE VIDRO E LOUÇA,2.41,1.61,0.28,1.03,2.02,1.08,-0.12,0.7,-0.89,2.11,1.13,1.12,-1.62,0.14,-1.45,-1.07,1.08
 UTENSÍLIOS DE PLÁSTICO,2.91,-0.72,0.0,-2.32,-1.02,-1.94,2.34,-1.42,-1.92,0.82,0.53,-0.65,1.07,2.29,-2.73,-1.19,-0.32
 FLORES NATURAIS,0.0,-2.24,0.0,0.0,2.13,0.0,0.0,0.0,-0.77,0.74,0.0,0.0,2.62,0.0,0.0,0.0,0.96
 UTENSÍLIOS DIVERSOS,2.69,0.7,0.19,-0.49,1.68,0.69,0.25,1.77,-0.06,-0.05,1.04,1.17,-0.02,1.32,1.62,0.78,1.06
" CAMA, MESA E BANHO",-1.76,-1.0,1.17,-2.1,-1.47,0.92,0.34,-0.16,-0.58,-0.08,-0.5,0.91,0.55,-0.59,-0.53,-0.03,-0.52
 ROUPA DE CAMA,-2.58,-1.11,0.75,-1.54,-0.11,0.92,0.26,0.03,0.2,0.2,-0.5,1.37,0.14,-0.41,-0.44,1.17,-0.19
 ROUPA DE BANHO,0.07,-0.65,2.33,-3.37,-3.94,0.0,0.69,-0.54,-3.64,-0.9,0.0,-0.3,1.67,-1.14,-0.78,-2.4,-1.44
 APARELHOS ELETROELETRÔNICOS,0.38,0.74,-0.35,0.44,0.01,0.63,1.53,1.33,0.18,0.9,0.35,0.99,-1.0,0.58,-0.73,1.8,0.36
 ELETRODOMÉSTICOS E EQUIPAMENTOS,0.09,0.57,-0.24,0.62,-0.31,1.6,2.04,1.35,-0.25,0.99,-0.19,1.19,-1.37,1.23,-1.11,2.74,0.29
 REFRIGERADOR,-0.03,2.12,-0.09,1.06,-0.75,1.93,4.04,1.68,-0.87,1.7,0.32,2.47,-2.65,1.3,-0.23,4.21,0.57
 AR-CONDICIONADO,4.7,1.96,0.0,1.23,0.0,0.0,-0.53,0.0,0.0,-0.72,0.0,2.05,3.73,-0.01,-1.83,-0.75,1.89
 MÁQUINA DE LAVAR ROUPA,-0.17,0.28,-0.43,0.96,0.67,1.87,0.05,0.86,-0.16,0.82,1.05,0.75,1.0,0.86,-2.47,0.85,0.41
 LIQUIDIFICADOR,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,2.02
 VENTILADOR,-1.54,0.0,0.0,1.47,0.0,0.0,3.11,-0.65,0.0,0.0,0.0,0.0,0.45,0.56,-0.25,1.38,0.48
 FOGÃO,-0.91,-1.98,-0.53,-0.78,-0.73,-0.08,-0.69,1.76,1.38,0.53,-2.86,-2.65,-3.4,1.88,-2.91,1.19,-0.65
 CHUVEIRO ELÉTRICO,0.0,0.63,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
 FORNO DE MICRO-ONDAS,0.0,-2.07,0.24,0.0,-0.26,0.0,0.0,0.0,0.0,-0.52,-0.95,0.0,0.0,0.0,0.0,0.0,-0.56
" TV, SOM E INFORMÁTICA",0.81,1.09,-0.53,0.13,0.55,-0.77,0.38,1.29,0.81,0.7,1.23,0.65,-0.28,-0.6,0.01,0.18,0.48
 TELEVISOR,-0.43,-0.56,-3.2,0.18,-0.57,-1.87,0.29,-0.15,-0.17,0.32,-0.52,-0.75,-3.69,1.63,-2.42,-1.52,-0.78
 APARELHO DE SOM,1.99,1.17,-1.72,-0.45,-2.73,-0.99,-0.44,-1.89,2.05,-0.5,-1.75,1.28,-0.78,-1.55,1.83,-2.52,-0.41
 APARELHO DE DVD,3.07,1.45,-2.0,-0.46,-1.71,1.55,-0.75,0.1,0.96,1.57,-2.73,1.96,0.11,0.45,0.75,-0.96,-0.33
 ANTENA,0.0,0.0,0.0,0.13,0.0,0.0,0.38,1.29,0.0,0.0,3.45,0.0,0.0,-2.02,0.0,2.26,1.18
 MICROCOMPUTADOR,0.91,1.9,1.16,0.52,2.22,-0.36,1.35,4.37,0.93,0.98,3.09,1.28,1.36,-1.68,1.37,2.54,1.54
 CONSERTOS E MANUTENÇÃO,0.3,0.24,-0.32,0.29,-0.01,-0.75,0.23,0.77,-0.39,0.9,3.23,0.05,-0.29,0.48,0.11,-0.66,0.27
 CONSERTOS E MANUTENÇÃO,0.3,0.24,-0.32,0.29,-0.01,-0.75,0.23,0.77,-0.39,0.9,3.23,0.05,-0.29,0.48,0.11,-0.66,0.27
 CONSERTO DE REFRIGERADOR,-0.09,0.42,0.11,-0.02,-0.81,0.82,-0.08,0.0,-0.07,-1.15,-0.3,0.44,0.75,-0.25,1.34,-2.39,-0.21
 CONSERTO DE TELEVISOR,1.7,-0.46,-0.35,1.44,-1.18,0.0,1.15,1.84,-0.24,0.0,2.13,0.0,0.0,-3.03,0.18,-0.18,0.09
 CONSERTO DE APARELHO DE SOM,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,-2.23,0.0,0.0,0.0,0.0,-0.57,-0.77,0.0,-0.15
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.15,0.36,0.0,0.36,1.06,-1.36,-0.52,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.66
 REFORMA DE ESTOFADO,0.2,1.07,-0.87,-0.4,0.11,-1.92,0.21,0.18,-0.42,1.58,4.76,-0.55,-1.18,2.99,-0.74,-1.62,0.46
 MANUTENÇÃO DE MICROCOMPUTADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.64,0.0,0.0,2.45,1.21
 VESTUÁRIO,-0.48,-0.48,-0.59,1.02,-0.16,-0.87,0.46,-1.02,-0.41,-0.66,-1.14,-0.9,0.59,-0.66,-0.44,-0.71,-0.33
 ROUPAS,-0.67,-0.95,-1.11,1.62,0.4,-0.75,0.83,-1.28,-0.23,-0.91,-1.46,-1.1,0.63,-0.67,-0.71,-0.94,-0.28
 ROUPA MASCULINA,1.71,0.7,-1.28,1.16,0.3,-0.42,0.25,-0.93,-0.31,-0.42,-1.84,-0.38,1.15,-1.76,-1.74,-1.2,-0.01
 CALÇA COMPRIDA MASCULINA,1.64,1.78,0.07,1.83,1.8,-1.66,-0.64,0.42,-0.54,-1.66,-1.64,0.02,2.66,-3.01,-3.07,-2.87,0.49
 TERNO,-0.52,2.64,-3.3,-0.73,0.0,0.0,0.0,0.0,0.0,-2.88,-1.7,-1.08,0.0,0.0,0.0,0.0,-1.74
 AGASALHO MASCULINO,0.0,0.7,-1.28,0.0,3.05,-0.42,0.0,0.0,0.0,-0.42,0.0,-0.38,1.15,0.0,0.0,0.0,0.78
 SHORT E BERMUDA MASCULINA,1.57,0.43,-1.69,-2.45,-2.21,0.09,1.96,-0.87,-0.04,2.21,-0.01,-1.46,-0.38,-2.92,1.92,2.48,-0.39
 CUECA,0.0,2.32,0.0,3.13,0.0,0.0,-1.95,2.93,1.94,0.0,0.0,0.0,0.0,-1.29,2.47,0.0,1.38
 CAMISA / CAMISETA MASCULINA,2.57,-0.74,-1.43,2.34,-0.41,0.34,0.02,-2.12,-0.52,0.91,-2.58,-0.04,0.22,-0.32,-2.92,-1.97,-0.18
 ROUPA FEMININA,-2.25,-2.34,-1.75,2.61,0.81,-1.52,1.79,-1.42,-0.19,-1.87,-1.84,-2.15,0.2,0.15,-0.82,-0.63,-0.56
 CALÇA COMPRIDA FEMININA,-1.94,-1.52,-1.14,3.74,2.44,0.83,3.62,0.33,-1.45,-2.94,-1.04,-3.98,1.72,0.42,-1.33,0.08,0.18
 AGASALHO FEMININO,0.0,-2.34,-1.75,0.0,0.77,0.0,0.0,0.0,0.0,-1.87,0.0,0.0,0.2,0.0,0.0,0.0,-1.16
 SAIA,0.0,0.0,0.0,2.63,0.0,0.0,2.55,2.46,2.13,0.0,1.69,-2.34,0.0,3.91,1.93,-2.69,1.91
 VESTIDO,-3.29,-2.58,-1.73,1.99,1.74,-2.64,3.02,-1.28,2.44,-2.73,-1.91,-3.4,2.0,-0.77,0.35,-2.85,-0.31
 BLUSA,-2.63,-3.58,-2.68,2.48,-0.27,-3.23,0.68,-3.67,-1.75,-1.98,-3.31,-0.52,-1.33,-0.86,-0.99,-0.38,-1.45
 LINGERIE,-0.71,-0.7,-2.41,0.05,-0.98,-0.31,-1.85,-0.07,1.69,2.1,-1.63,1.02,-2.53,0.46,-0.78,-0.11,-0.63
 BERMUDA E SHORT FEMININO,-0.01,-2.3,1.85,3.51,0.0,1.63,3.33,0.53,-0.12,0.05,0.77,-3.24,0.15,2.67,-2.5,0.24,0.69
 ROUPA INFANTIL,-0.9,-0.85,0.72,0.27,-0.46,0.44,-0.28,-1.64,-0.13,0.17,0.19,0.19,0.53,-0.2,1.66,-1.18,-0.16
 UNIFORME ESCOLAR,-1.25,0.0,0.0,0.0,-1.44,0.0,-1.11,0.0,1.76,0.09,0.0,0.0,0.0,0.34,-2.73,0.0,-0.87
 CALÇA COMPRIDA INFANTIL,1.52,-0.34,0.63,3.82,1.88,2.92,-2.67,0.44,0.73,-2.57,-0.88,-2.19,2.91,-0.88,1.93,-0.01,0.57
 AGASALHO INFANTIL,0.0,-0.85,0.72,0.0,-0.46,1.57,0.0,0.0,0.0,0.17,0.0,0.19,0.53,0.0,0.0,0.0,-0.13
 VESTIDO INFANTIL,-0.61,0.0,0.46,2.55,-3.39,-1.02,0.65,-1.29,-1.6,-2.08,0.64,-0.74,-3.56,0.17,-3.41,-1.29,-1.24
 BERMUDA E SHORT INFANTIL,0.43,-0.32,6.46,-2.95,-0.43,-3.05,-0.84,-1.68,0.15,-0.34,-2.62,-2.13,-1.55,1.88,3.11,-0.72,0.59
 CAMISA / CAMISETA INFANTIL,-2.35,-1.31,-3.09,0.69,-0.93,-0.91,1.78,-2.89,-0.24,2.22,2.0,1.86,0.97,-2.57,3.35,-1.28,-0.57
 CONJUNTO INFANTIL,0.0,0.0,3.25,-2.96,0.21,3.04,-1.6,-0.4,0.0,0.0,1.12,2.63,0.0,3.48,2.96,-2.54,0.48
 CALÇADOS E ACESSÓRIOS,-0.13,0.11,0.29,-0.56,-1.35,-1.18,0.06,-0.17,-0.41,-0.85,-0.69,-0.75,0.64,-0.64,0.22,0.39,-0.54
 CALÇADOS E ACESSÓRIOS,-0.13,0.11,0.29,-0.56,-1.35,-1.18,0.06,-0.17,-0.41,-0.85,-0.69,-0.75,0.64,-0.64,0.22,0.39,-0.54
 SAPATO MASCULINO,-1.48,-0.99,-1.19,1.24,0.76,-0.12,1.9,1.0,0.73,-1.49,0.04,2.46,3.25,0.7,-2.37,1.8,0.04
 SAPATO FEMININO,-0.17,0.91,1.39,-1.77,-1.38,-3.1,-1.8,0.75,-1.69,-2.1,-1.94,-2.34,0.6,-0.77,2.29,-0.49,-0.71
 SAPATO INFANTIL,0.0,0.0,0.0,-0.33,0.0,0.0,1.38,0.0,0.86,0.0,0.0,0.0,0.0,3.7,0.0,-3.1,0.59
 SANDÁLIA / CHINELO MASCULINO,0.0,0.0,0.0,0.57,0.0,0.0,3.53,0.0,0.9,0.0,0.0,0.0,0.0,2.65,-0.62,-0.55,1.66
 SANDÁLIA / CHINELO FEMININO,1.46,-2.4,0.05,-0.68,-2.1,-3.32,-2.94,0.29,-0.14,-1.24,-2.45,-1.22,2.14,-3.04,1.06,0.99,-0.98
 SANDÁLIA / CHINELO INFANTIL,0.0,0.0,0.0,0.81,0.0,-1.8,1.33,-3.04,-1.0,0.0,-0.07,-1.65,-0.03,1.53,3.13,1.29,-0.03
 BOLSA,-0.6,2.37,-3.13,-0.5,-2.28,0.77,-0.94,-2.92,-1.96,2.28,1.87,-1.52,-3.89,-1.21,-3.41,0.38,-0.99
 TÊNIS,-0.54,-0.02,1.05,-1.21,-1.22,-0.49,1.63,0.83,-0.54,-0.59,-0.01,-0.16,-0.19,-1.41,1.03,-0.03,-0.38
 JOIAS E BIJUTERIAS,-0.28,0.57,0.56,2.85,0.12,-1.35,-0.66,-0.57,-2.38,2.88,-0.43,0.23,0.12,-0.64,-0.15,-3.2,0.18
 JOIAS E BIJUTERIAS,-0.28,0.57,0.56,2.85,0.12,-1.35,-0.66,-0.57,-2.38,2.88,-0.43,0.23,0.12,-0.64,-0.15,-3.2,0.18
 BIJUTERIA,-2.77,1.83,-0.22,2.14,2.42,-2.22,-2.04,-3.69,-2.28,1.42,-0.37,-0.16,-0.65,1.42,-0.66,-5.03,0.16
 JOIA,0.93,-0.25,1.13,2.74,-1.92,-0.92,0.48,0.0,-2.48,3.62,-0.48,0.45,0.71,-1.06,1.32,0.0,0.1
 RELÓGIO DE PULSO,0.0,0.0,0.0,4.36,0.0,0.0,-0.61,2.97,0.0,0.0,0.0,0.0,0.0,-1.63,-2.16,2.69,1.29
 TECIDOS E ARMARINHO,-0.1,0.28,-0.78,-1.06,-0.88,1.22,0.36,-2.06,0.66,-0.71,0.5,0.85,-0.57,-0.27,0.04,0.45,-0.43
 TECIDOS E ARMARINHO,-0.1,0.28,-0.78,-1.06,-0.88,1.22,0.36,-2.06,0.66,-0.71,0.5,0.85,-0.57,-0.27,0.04,0.45,-0.43
 TECIDO,0.74,-1.01,-1.37,-1.06,0.05,1.94,1.86,-1.71,-0.02,-1.13,0.41,-0.07,-0.45,-0.32,0.04,0.37,-0.31
 ARTIGOS DE ARMARINHO,0.0,2.19,0.17,0.0,-2.99,0.16,-1.74,0.0,0.0,0.37,0.76,2.48,-0.79,0.0,0.0,0.0,-0.7
 ACORTINADO (MOSQUITEIRO),-1.84,-1.19,0.0,0.0,-0.16,0.0,0.0,-2.96,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.69,-0.51
 TRANSPORTES,-0.89,-1.39,-0.06,-0.02,0.1,-2.85,-0.63,0.92,-0.39,-0.78,1.14,-0.61,-1.18,-0.88,1.05,-0.93,-0.34
 TRANSPORTES,-0.89,-1.39,-0.06,-0.02,0.1,-2.85,-0.63,0.92,-0.39,-0.78,1.14,-0.61,-1.18,-0.88,1.05,-0.93,-0.34
 TRANSPORTE PÚBLICO,-0.95,-1.04,-0.61,-0.59,0.12,-7.47,-0.56,2.72,-1.11,-3.33,-0.08,-2.08,-1.66,-1.72,4.11,-2.03,-0.76
